"Time"	nadR	nadB	pnuC	nadA	pncB	crp	rhaR	rhaS	zraR	melR	feaR	malI	mtlR	prpR	ascG	marR	rbsR	chbR	nagC	fucR	chbC	chbB	chbG	chbA	chbF	nagB	prpC	fucO	fucI	fucK	rbsD	prpD	zraS	nagD	malY	rhaD	nagE	rhaA	ascF	melA	rbsB	fucP	ascB	melB	rbsK	prpB	rbsC	fucU	rhaB	malX	fucA	prpE	rbsA	nagA	nanM	nanC	rhaT	manX	mtlD	manZ	mtlA	manY	galP	marB
380	1,0000000	0,3069503	0,2919587	0,0380507	0,9999420	0,0856085	0,2763848	0,1142524	0,2203562	0,5753925	0,6929356	0,6633139	0,5537753	0,3980090	0,1090902	0,3740761	0,0164984	0,2892598	0,4086315	0,0184919	0,5728078	0,0536896	0,5850704	0,5367645	0,7655717	0,3321900	0,1569406	0,5004873	0,0922370	0,4908909	0,9139940	0,3133133	0,1170811	0,9634326	0,6160480	0,0190098	0,9996059	0,2244572	0,5206498	0,0137309	0,9567323	0,0524685	0,0451087	0,9428730	0,6440413	0,6656680	0,3126711	0,0385142	0,0703633	0,0121526	0,0835953	0,0785010	0,4706103	0,9999496	0,2116045	0,1956968	0,1363542	0,4120897	0,2743583	0,3913360	0,3856676	0,3140572	0,6884645	0,0513025
400	1,0000000	0,3069503	0,2919587	0,0380507	0,9999419	0,0856375	0,2841821	0,1142741	0,2203984	0,5754434	0,6930464	0,6633045	0,5538966	0,3980094	0,1090902	0,3740809	0,0164984	0,2892604	0,4086310	0,0184977	0,5728195	0,0536698	0,5850731	0,5368730	0,7655852	0,3322946	0,1570001	0,5007094	0,0922372	0,4909810	0,9139886	0,3134097	0,1171010	0,9634327	0,6160433	0,0190378	0,9996053	0,2245368	0,5208504	0,0137296	0,9567582	0,0524739	0,0451095	0,9428826	0,6440950	0,6658442	0,3126505	0,0385281	0,0703660	0,0121604	0,0835968	0,0785010	0,4706614	0,9999495	0,2116086	0,1956763	0,1363595	0,4120904	0,2742608	0,3914102	0,3855602	0,3140756	0,6884649	0,0513010
420	1,0000000	0,3069503	0,2919587	0,0380507	0,9999418	0,0856655	0,2916870	0,1142903	0,2204390	0,5754926	0,6931530	0,6632954	0,5540135	0,3980097	0,1090902	0,3740855	0,0164985	0,2892609	0,4086306	0,0185033	0,5728307	0,0536569	0,5850755	0,5369777	0,7655944	0,3323955	0,1570501	0,5009232	0,0922373	0,4910385	0,9139854	0,3135026	0,1171202	0,9634329	0,6160388	0,0190587	0,9996048	0,2246100	0,5210437	0,0137282	0,9567831	0,0524792	0,0451102	0,9428910	0,6441468	0,6659977	0,3126385	0,0385414	0,0703680	0,0121679	0,0835977	0,0785011	0,4706972	0,9999495	0,2116126	0,1956640	0,1363637	0,4120910	0,2741676	0,3914816	0,3854568	0,3140932	0,6884653	0,0512996
440	1,0000000	0,3069503	0,2919587	0,0380507	0,9999417	0,0856925	0,2989295	0,1143028	0,2204781	0,5755400	0,6932557	0,6632866	0,5541261	0,3980101	0,1090902	0,3740899	0,0164986	0,2892612	0,4086302	0,0185087	0,5728415	0,0536487	0,5850778	0,5370788	0,7656006	0,3324926	0,1570932	0,5011290	0,0922375	0,4910757	0,9139834	0,3135922	0,1171387	0,9634331	0,6160345	0,0190746	0,9996043	0,2246783	0,5212299	0,0137270	0,9568070	0,0524842	0,0451109	0,9428985	0,6441967	0,6661350	0,3126316	0,0385543	0,0703695	0,0121752	0,0835982	0,0785011	0,4707237	0,9999494	0,2116164	0,1956569	0,1363673	0,4120917	0,2740781	0,3915505	0,3853573	0,3141102	0,6884657	0,0512982
460	1,0000000	0,3069503	0,2919587	0,0380507	0,9999416	0,0857185	0,3059346	0,1143131	0,2205157	0,5755857	0,6933545	0,6632782	0,5542346	0,3980104	0,1090902	0,3740941	0,0164986	0,2892615	0,4086298	0,0185140	0,5728519	0,0536436	0,5850801	0,5371762	0,7656050	0,3325862	0,1571313	0,5013271	0,0922376	0,4911000	0,9139822	0,3136784	0,1171565	0,9634333	0,6160303	0,0190873	0,9996038	0,2247424	0,5214093	0,0137257	0,9568301	0,0524891	0,0451116	0,9429055	0,6442448	0,6662605	0,3126277	0,0385668	0,0703707	0,0121822	0,0835985	0,0785011	0,4707442	0,9999494	0,2116201	0,1956530	0,1363704	0,4120923	0,2739921	0,3916169	0,3852616	0,3141266	0,6884661	0,0512969
480	1,0000000	0,3069503	0,2919587	0,0380507	0,9999415	0,0857435	0,3127235	0,1143218	0,2205520	0,5756298	0,6934498	0,6632700	0,5543390	0,3980107	0,1090902	0,3740982	0,0164987	0,2892618	0,4086294	0,0185190	0,5728619	0,0536404	0,5850822	0,5372701	0,7656081	0,3326764	0,1571656	0,5015179	0,0922377	0,4911163	0,9139815	0,3137615	0,1171736	0,9634334	0,6160263	0,0190976	0,9996033	0,2248031	0,5215820	0,0137246	0,9568523	0,0524938	0,0451122	0,9429120	0,6442911	0,6663769	0,3126255	0,0385788	0,0703716	0,0121890	0,0835987	0,0785011	0,4707611	0,9999493	0,2116236	0,1956512	0,1363732	0,4120928	0,2739094	0,3916810	0,3851694	0,3141424	0,6884665	0,0512956
500	1,0000000	0,3069503	0,2919587	0,0380507	0,9999415	0,0857676	0,3193134	0,1143296	0,2205869	0,5756724	0,6935415	0,6632622	0,5544396	0,3980110	0,1090902	0,3741022	0,0164987	0,2892621	0,4086290	0,0185238	0,5728716	0,0536386	0,5850843	0,5373606	0,7656103	0,3327633	0,1571970	0,5017016	0,0922379	0,4911276	0,9139810	0,3138416	0,1171902	0,9634336	0,6160225	0,0191063	0,9996028	0,2248609	0,5217485	0,0137234	0,9568737	0,0524983	0,0451128	0,9429181	0,6443357	0,6664861	0,3126243	0,0385903	0,0703723	0,0121955	0,0835987	0,0785012	0,4707756	0,9999492	0,2116271	0,1956507	0,1363757	0,4120934	0,2738298	0,3917427	0,3850807	0,3141577	0,6884668	0,0512944
520	1,0000000	0,3069503	0,2919587	0,0380507	0,9999414	0,0857909	0,3257186	0,1143369	0,2206205	0,5757134	0,6936299	0,6632546	0,5545366	0,3980113	0,1090902	0,3741060	0,0164988	0,2892624	0,4086286	0,0185285	0,5728809	0,0536377	0,5850862	0,5374478	0,7656120	0,3328471	0,1572262	0,5018785	0,0922380	0,4911357	0,9139807	0,3139187	0,1172061	0,9634337	0,6160188	0,0191139	0,9996024	0,2249162	0,5219088	0,0137223	0,9568943	0,0525027	0,0451134	0,9429240	0,6443787	0,6665895	0,3126237	0,0386015	0,0703729	0,0122018	0,0835988	0,0785012	0,4707884	0,9999492	0,2116304	0,1956510	0,1363781	0,4120940	0,2737532	0,3918023	0,3849952	0,3141724	0,6884671	0,0512932
540	1,0000000	0,3069503	0,2919587	0,0380507	0,9999413	0,0858133	0,3319507	0,1143439	0,2206530	0,5757530	0,6937150	0,6632473	0,5546299	0,3980116	0,1090902	0,3741097	0,0164988	0,2892627	0,4086283	0,0185330	0,5728898	0,0536373	0,5850881	0,5375320	0,7656132	0,3329278	0,1572536	0,5020488	0,0922381	0,4911418	0,9139805	0,3139931	0,1172214	0,9634339	0,6160152	0,0191207	0,9996020	0,2249691	0,5220634	0,0137213	0,9569142	0,0525069	0,0451140	0,9429296	0,6444202	0,6666878	0,3126234	0,0386122	0,0703734	0,0122078	0,0835988	0,0785012	0,4708002	0,9999491	0,2116335	0,1956518	0,1363804	0,4120945	0,2736795	0,3918597	0,3849130	0,3141865	0,6884675	0,0512920
560	1,0000000	0,3069503	0,2919587	0,0380507	0,9999412	0,0858350	0,3380190	0,1143508	0,2206842	0,5757912	0,6937969	0,6632402	0,5547199	0,3980119	0,1090902	0,3741132	0,0164989	0,2892630	0,4086279	0,0185373	0,5728985	0,0536372	0,5850900	0,5376130	0,7656143	0,3330056	0,1572795	0,5022129	0,0922382	0,4911466	0,9139804	0,3140647	0,1172362	0,9634340	0,6160118	0,0191270	0,9996016	0,2250200	0,5222122	0,0137202	0,9569333	0,0525109	0,0451146	0,9429350	0,6444601	0,6667817	0,3126233	0,0386226	0,0703739	0,0122137	0,0835988	0,0785012	0,4708111	0,9999491	0,2116366	0,1956529	0,1363826	0,4120950	0,2736084	0,3919150	0,3848338	0,3142002	0,6884678	0,0512909
580	1,0000000	0,3069503	0,2919587	0,0380507	0,9999412	0,0858558	0,3435608	0,1064179	0,2207143	0,5758280	0,6938759	0,6632334	0,5548066	0,3980122	0,1090902	0,3741167	0,0164989	0,2815472	0,4086276	0,0185415	0,5049590	0,0576033	0,5850836	0,5377027	0,7655801	0,3330805	0,1549230	0,5023709	0,0922384	0,4496776	0,9246016	0,3141338	0,1172504	0,9634342	0,6160085	0,0190674	0,9996011	0,2250451	0,5223557	0,0137193	0,9569517	0,0525148	0,0451151	0,9374684	0,6444986	0,6460611	0,3455707	0,0386326	0,0703712	0,0122193	0,0766665	0,0785013	0,4238837	0,9999490	0,2116396	0,2130672	0,1363108	0,4120955	0,3063305	0,3919684	0,3847575	0,3142133	0,6884681	0,0512899
600	1,0000000	0,3069503	0,2919587	0,0380507	0,9999411	0,0858759	0,3459531	0,0924472	0,2207433	0,5758635	0,6939520	0,6632269	0,5548901	0,3980124	0,1090902	0,3741200	0,0164990	0,2689337	0,4086273	0,0185456	0,4174900	0,0653645	0,5850118	0,5378766	0,7652530	0,3331528	0,1500912	0,5025231	0,0922385	0,3713044	0,9427175	0,3142003	0,1172641	0,9634343	0,6160053	0,0185605	0,9996008	0,2248899	0,5224940	0,0137183	0,9569694	0,0525186	0,0451157	0,9281510	0,6445358	0,6079483	0,4044591	0,0386422	0,0703467	0,0122248	0,0651369	0,0785013	0,3406252	0,9999490	0,2116424	0,2431979	0,1358550	0,4120959	0,3576434	0,3920199	0,3846841	0,3142260	0,6884684	0,0512889
620	1,0000000	0,3069503	0,2919587	0,0380507	0,9999411	0,0858953	0,3431884	0,0794228	0,2207712	0,5758978	0,6940254	0,6632206	0,5549706	0,3980127	0,1090902	0,3741231	0,0164990	0,2588277	0,4086270	0,0185495	0,3604619	0,0734180	0,5848314	0,5381723	0,7644223	0,3332224	0,1448328	0,5026697	0,0922386	0,2929967	0,9589414	0,3142645	0,1172773	0,9634344	0,6160022	0,0175274	0,9996004	0,2244751	0,5226272	0,0137174	0,9569865	0,0525223	0,0451162	0,9198235	0,6445715	0,5708998	0,4597525	0,0386515	0,0702944	0,0122300	0,0551175	0,0785013	0,2629234	0,9999490	0,2116452	0,2707684	0,1351303	0,4120964	0,3992247	0,3920696	0,3846133	0,3142382	0,6884686	0,0512879
640	1,0000000	0,3069503	0,2919587	0,0380507	0,9999410	0,0859139	0,3356836	0,0692196	0,2207981	0,5759309	0,6940960	0,6632145	0,5550482	0,3980129	0,1090902	0,3741262	0,0164991	0,2525886	0,4086267	0,0185532	0,3294802	0,0803946	0,5845636	0,5385454	0,7631537	0,3332895	0,1400551	0,5028110	0,0922387	0,2277129	0,9711124	0,3143263	0,1172900	0,9634345	0,6159993	0,0162744	0,9996000	0,2238850	0,5227556	0,0137165	0,9570030	0,0525258	0,0451167	0,9135945	0,6446060	0,5407140	0,5030377	0,0386605	0,0702275	0,0122350	0,0478413	0,0785013	0,2023224	0,9999489	0,2116478	0,2920286	0,1344381	0,4120968	0,4272532	0,3921175	0,3845452	0,3142500	0,6884689	0,0512869
660	1,0000000	0,3069503	0,2919587	0,0380507	0,9999409	0,0859319	0,3248224	0,0618525	0,2208240	0,5759628	0,6941641	0,6632086	0,5551229	0,3980131	0,1090902	0,3741291	0,0164991	0,2494079	0,4086264	0,0185568	0,3140086	0,0859387	0,5842654	0,5389299	0,7616670	0,3333542	0,1360765	0,5029470	0,0922388	0,1778367	0,9795211	0,3143859	0,1173023	0,9634347	0,6159964	0,0150956	0,9995997	0,2232479	0,5228794	0,0137156	0,9570188	0,0525291	0,0451171	0,9093075	0,6446393	0,5180673	0,5340833	0,0386692	0,0701608	0,0122399	0,0429853	0,0785013	0,1589137	0,9999489	0,2116504	0,3072109	0,1339184	0,4120973	0,4445418	0,3921636	0,3844796	0,3142613	0,6884692	0,0512860
680	1,0000000	0,3069503	0,2919587	0,0380507	0,9999409	0,0859493	0,3118874	0,0567772	0,2208490	0,5759935	0,6942297	0,6632029	0,5551950	0,3980134	0,1090902	0,3741320	0,0164991	0,2480999	0,4086261	0,0185603	0,3066457	0,0901292	0,5839908	0,5392778	0,7601878	0,3334166	0,1329300	0,5030781	0,0922389	0,1416466	0,9850667	0,3144434	0,1173141	0,9634348	0,6159937	0,0141359	0,9995993	0,2226598	0,5229986	0,0137148	0,9570341	0,0525324	0,0451176	0,9064936	0,6446713	0,5018559	0,5552302	0,0386775	0,0701029	0,0122446	0,0398977	0,0785014	0,1293128	0,9999488	0,2116529	0,3176139	0,1335741	0,4120977	0,4546533	0,3922082	0,3844164	0,3142723	0,6884694	0,0512851
700	1,0000000	0,3069503	0,2919587	0,0380507	0,9999408	0,0859660	0,2977791	0,0533844	0,2208731	0,5760232	0,6942929	0,6631974	0,5552644	0,3980136	0,1090902	0,3741347	0,0164992	0,2477384	0,4086259	0,0185637	0,3032545	0,0931960	0,5837708	0,5395667	0,7588710	0,3334767	0,1305252	0,5032045	0,0922390	0,1162662	0,9886194	0,3144987	0,1173255	0,9634349	0,6159911	0,0134218	0,9995990	0,2221693	0,5231136	0,0137140	0,9570488	0,0525356	0,0451180	0,9047014	0,6447022	0,4905928	0,5691521	0,0386855	0,0700568	0,0122492	0,0379941	0,0785014	0,1097578	0,9999488	0,2116552	0,3245704	0,1333599	0,4120981	0,4603534	0,3922511	0,3843555	0,3142828	0,6884697	0,0512843
720	1,0000000	0,3069503	0,2919587	0,0380507	0,9999408	0,0859822	0,2830728	0,0511621	0,2208963	0,5760518	0,6943539	0,6631921	0,5553314	0,3980138	0,1090902	0,3741374	0,0164992	0,2477615	0,4086256	0,0185669	0,3017349	0,0953911	0,5836125	0,5397942	0,7577891	0,3335347	0,1287319	0,5033262	0,0922391	0,0988921	0,9908518	0,3145521	0,1173365	0,9634350	0,6159885	0,0129211	0,9995987	0,2217886	0,5232244	0,0137133	0,9570630	0,0525386	0,0451184	0,9035830	0,6447320	0,4829271	0,5780989	0,0386933	0,0700222	0,0122535	0,0368450	0,0785014	0,0971189	0,9999488	0,2116575	0,3291522	0,1332304	0,4120984	0,4634737	0,3922926	0,3842968	0,3142930	0,6884699	0,0512835
740	1,0000000	0,3069503	0,2919587	0,0380507	0,9999407	0,0859977	0,2681384	0,0497271	0,2209187	0,5760794	0,6944126	0,6631871	0,5553959	0,3980140	0,1090902	0,3741399	0,0164993	0,2478874	0,4086254	0,0185701	0,3010739	0,0969373	0,5835082	0,5399683	0,7569516	0,3335905	0,1274195	0,5034435	0,0922391	0,0872114	0,9922361	0,3146036	0,1173471	0,9634351	0,6159861	0,0125840	0,9995984	0,2215092	0,5233313	0,0137125	0,9570767	0,0525415	0,0451189	0,9028954	0,6447607	0,4777891	0,5837459	0,0387008	0,0699972	0,0122578	0,0361615	0,0785014	0,0890787	0,9999487	0,2116598	0,3321409	0,1331525	0,4120988	0,4651347	0,3923325	0,3842403	0,3143028	0,6884701	0,0512827
760	1,0000000	0,3069503	0,2919587	0,0380507	0,9999407	0,0860127	0,2532327	0,0488096	0,2209403	0,5761061	0,6944692	0,6631821	0,5554580	0,3980142	0,1090902	0,3741424	0,0164993	0,2480033	0,4086251	0,0185731	0,3007974	0,0980133	0,5834445	0,5401009	0,7563317	0,3336444	0,1264733	0,5035565	0,0922392	0,0794676	0,9930862	0,3146532	0,1173573	0,9634352	0,6159837	0,0123636	0,9995981	0,2213139	0,5234342	0,0137118	0,9570898	0,0525443	0,0451192	0,9024776	0,6447884	0,4743882	0,5872609	0,0387080	0,0699797	0,0122618	0,0357595	0,0785014	0,0840248	0,9999487	0,2116619	0,3340781	0,1331056	0,4120991	0,4659897	0,3923711	0,3841858	0,3143123	0,6884703	0,0512819
780	1,0000000	0,3069503	0,2919587	0,0380507	0,9999406	0,0860272	0,2385563	0,0482269	0,2209611	0,5761318	0,6945237	0,6631774	0,5555180	0,3980144	0,1090902	0,3741448	0,0164993	0,2480800	0,4086249	0,0185760	0,3006888	0,0987551	0,5834083	0,5402035	0,7558880	0,3336963	0,1257998	0,5036654	0,0922393	0,0743909	0,9936048	0,3147010	0,1173671	0,9634353	0,6159814	0,0122226	0,9995978	0,2211839	0,5235335	0,0137111	0,9571025	0,0525471	0,0451196	0,9022261	0,6448151	0,4721624	0,5894246	0,0387150	0,0699676	0,0122658	0,0355249	0,0785015	0,0808776	0,9999486	0,2116640	0,3353287	0,1330771	0,4120995	0,4664079	0,3924082	0,3841333	0,3143214	0,6884705	0,0512812
800	1,0000000	0,3069503	0,2919587	0,0380507	0,9999406	0,0860411	0,2242820	0,0478584	0,2209811	0,5761565	0,6945763	0,6631728	0,5555757	0,3980146	0,1090902	0,3741470	0,0164994	0,2481215	0,4086247	0,0185788	0,3006512	0,0992627	0,5833891	0,5402857	0,7555783	0,3337464	0,1253258	0,5037704	0,0922394	0,0710930	0,9939195	0,3147472	0,1173766	0,9634354	0,6159793	0,0121339	0,9995976	0,2211024	0,5236292	0,0137105	0,9571148	0,0525497	0,0451200	0,9020763	0,6448408	0,4707232	0,5907447	0,0387217	0,0699595	0,0122695	0,0353889	0,0785015	0,0789328	0,9999486	0,2116659	0,3361340	0,1330597	0,4120998	0,4665930	0,3924441	0,3840828	0,3143302	0,6884707	0,0512805
820	1,0000000	0,3069503	0,2919587	0,0380507	0,9999405	0,0860546	0,2105667	0,0476259	0,2210004	0,5761805	0,6946270	0,6631684	0,5556314	0,3980147	0,1090902	0,3741493	0,0164994	0,2481399	0,4086245	0,0185815	0,3006422	0,0996078	0,5833798	0,5403541	0,7553659	0,3337947	0,1249959	0,5038715	0,0922395	0,0689669	0,9941097	0,3147916	0,1173857	0,9634355	0,6159771	0,0120790	0,9995973	0,2210554	0,5237214	0,0137098	0,9571266	0,0525522	0,0451203	0,9019879	0,6448657	0,4698058	0,5915440	0,0387282	0,0699541	0,0122732	0,0353104	0,0785015	0,0777390	0,9999486	0,2116679	0,3366517	0,1330490	0,4121001	0,4666555	0,3924786	0,3840340	0,3143387	0,6884709	0,0512798
840	1,0000000	0,3069503	0,2919587	0,0380507	0,9999405	0,0860676	0,1975533	0,0474792	0,2210190	0,5762035	0,6946759	0,6631642	0,5556851	0,3980149	0,1090902	0,3741514	0,0164994	0,2481460	0,4086243	0,0185841	0,3006441	0,0998414	0,5833758	0,5404136	0,7552220	0,3338412	0,1247690	0,5039691	0,0922395	0,0676052	0,9942244	0,3148345	0,1173945	0,9634355	0,6159751	0,0120455	0,9995971	0,2210326	0,5238104	0,0137092	0,9571379	0,0525547	0,0451207	0,9019366	0,6448896	0,4692324	0,5920250	0,0387344	0,0699505	0,0122767	0,0352653	0,0785015	0,0770107	0,9999486	0,2116697	0,3369842	0,1330424	0,4121004	0,4666549	0,3925120	0,3839871	0,3143469	0,6884711	0,0512791
860	1,0000000	0,3069503	0,2919587	0,0380507	0,9999404	0,0860801	0,1853664	0,0473866	0,2210370	0,5762258	0,6947230	0,6631601	0,5557369	0,3980151	0,1090902	0,3741534	0,0164994	0,2481466	0,4086241	0,0185867	0,3006497	0,0999987	0,5833745	0,5404670	0,7551254	0,3338861	0,1246149	0,5040630	0,0922396	0,0667380	0,9942934	0,3148759	0,1174030	0,9634356	0,6159731	0,0120255	0,9995968	0,2210262	0,5238961	0,0137086	0,9571489	0,0525570	0,0451210	0,9019075	0,6449127	0,4688845	0,5923129	0,0387405	0,0699482	0,0122801	0,0352394	0,0785015	0,0765694	0,9999485	0,2116715	0,3371979	0,1330383	0,4121007	0,4666224	0,3925442	0,3839418	0,3143548	0,6884713	0,0512785
880	1,0000000	0,3069503	0,2919587	0,0380507	0,9999404	0,0860921	0,1741070	0,0473280	0,2210543	0,5762473	0,6947684	0,6631561	0,5557868	0,3980152	0,1090902	0,3741554	0,0164995	0,2481456	0,4086239	0,0185891	0,3006562	0,1001043	0,5833747	0,5405163	0,7550608	0,3339294	0,1245119	0,5041536	0,0922397	0,0661886	0,9943348	0,3149157	0,1174112	0,9634357	0,6159713	0,0120139	0,9995966	0,2210306	0,5239788	0,0137081	0,9571595	0,0525593	0,0451213	0,9018916	0,6449349	0,4686836	0,5924845	0,0387463	0,0699467	0,0122834	0,0352247	0,0785015	0,0763042	0,9999485	0,2116732	0,3373352	0,1330358	0,4121010	0,4665745	0,3925752	0,3838982	0,3143624	0,6884715	0,0512779
900	1,0000000	0,3069503	0,2919587	0,0380507	0,9999404	0,0861038	0,1638466	0,0472908	0,2210710	0,5762680	0,6948122	0,6631523	0,5558349	0,3980154	0,1090902	0,3741573	0,0164995	0,2481445	0,4086237	0,0185914	0,3006629	0,1001750	0,5833754	0,5405624	0,7550178	0,3339711	0,1244446	0,5042410	0,0922397	0,0658421	0,9943596	0,3149541	0,1174191	0,9634358	0,6159694	0,0120074	0,9995964	0,2210420	0,5240585	0,0137075	0,9571696	0,0525615	0,0451216	0,9018835	0,6449564	0,4685781	0,5925863	0,0387519	0,0699457	0,0122865	0,0352162	0,0785015	0,0761464	0,9999485	0,2116749	0,3374236	0,1330342	0,4121013	0,4665197	0,3926051	0,3838561	0,3143697	0,6884716	0,0512773
920	1,0000000	0,3069503	0,2919587	0,0380507	0,9999403	0,0861150	0,1546237	0,0472670	0,2210870	0,5762880	0,6948544	0,6631486	0,5558813	0,3980155	0,1090902	0,3741592	0,0164995	0,2481437	0,4086235	0,0185937	0,3006695	0,1002222	0,5833765	0,5406062	0,7549892	0,3340113	0,1244021	0,5043251	0,0922398	0,0656246	0,9943745	0,3149912	0,1174267	0,9634359	0,6159677	0,0120042	0,9995961	0,2210577	0,5241354	0,0137070	0,9571794	0,0525636	0,0451219	0,9018800	0,6449770	0,4685340	0,5926465	0,0387573	0,0699451	0,0122896	0,0352114	0,0785015	0,0760542	0,9999484	0,2116765	0,3374807	0,1330332	0,4121016	0,4664625	0,3926340	0,3838156	0,3143768	0,6884718	0,0512767
940	1,0000000	0,3069503	0,2919587	0,0380507	0,9999403	0,0861258	0,1464438	0,0472517	0,2211026	0,5763072	0,6948951	0,6631450	0,5559261	0,3980157	0,1090902	0,3741609	0,0164996	0,2481433	0,4086233	0,0185959	0,3006758	0,1002537	0,5833776	0,5406480	0,7549703	0,3340501	0,1243765	0,5044063	0,0922399	0,0654887	0,9943834	0,3150270	0,1174340	0,9634359	0,6159660	0,0120029	0,9995959	0,2210761	0,5242095	0,0137065	0,9571889	0,0525656	0,0451222	0,9018792	0,6449970	0,4685291	0,5926821	0,0387625	0,0699447	0,0122925	0,0352087	0,0785016	0,0760016	0,9999484	0,2116780	0,3375177	0,1330326	0,4121018	0,4664051	0,3926618	0,3837765	0,3143836	0,6884720	0,0512762
960	1,0000000	0,3069503	0,2919587	0,0380507	0,9999403	0,0861362	0,1392815	0,0472418	0,2211175	0,5763258	0,6949343	0,6631416	0,5559692	0,3980158	0,1090902	0,3741626	0,0164996	0,2481432	0,4086232	0,0185980	0,3006819	0,1002747	0,5833788	0,5406880	0,7549578	0,3340876	0,1243626	0,5044845	0,0922399	0,0654042	0,9943887	0,3150614	0,1174411	0,9634360	0,6159644	0,0120028	0,9995957	0,2210959	0,5242810	0,0137060	0,9571980	0,0525676	0,0451225	0,9018800	0,6450162	0,4685490	0,5927030	0,0387676	0,0699444	0,0122954	0,0352071	0,0785016	0,0759729	0,9999484	0,2116795	0,3375419	0,1330323	0,4121021	0,4663486	0,3926887	0,3837389	0,3143902	0,6884721	0,0512757
980	1,0000000	0,3069503	0,2919587	0,0380507	0,9999402	0,0861463	0,1330853	0,0472354	0,2211319	0,5763438	0,6949721	0,6631383	0,5560108	0,3980159	0,1090902	0,3741643	0,0164996	0,2481433	0,4086230	0,0186000	0,3006878	0,1002887	0,5833801	0,5407265	0,7549496	0,3341237	0,1243565	0,5045599	0,0922400	0,0653521	0,9943919	0,3150947	0,1174479	0,9634361	0,6159628	0,0120034	0,9995955	0,2211163	0,5243499	0,0137055	0,9572068	0,0525695	0,0451228	0,9018817	0,6450348	0,4685841	0,5927153	0,0387724	0,0699442	0,0122981	0,0352062	0,0785016	0,0759588	0,9999484	0,2116810	0,3375578	0,1330321	0,4121023	0,4662935	0,3927146	0,3837026	0,3143966	0,6884723	0,0512751
1000	1,0000000	0,3069503	0,2919587	0,0380507	0,9999402	0,0861560	0,1277845	0,0472312	0,2211458	0,5763611	0,6950086	0,6631351	0,5560509	0,3980161	0,1090902	0,3741659	0,0164996	0,2481434	0,4086229	0,0186020	0,3006935	0,1002980	0,5833813	0,5407635	0,7549443	0,3341585	0,1243558	0,5046326	0,0922400	0,0653201	0,9943938	0,3151267	0,1174545	0,9634361	0,6159613	0,0120045	0,9995953	0,2211370	0,5244164	0,0137050	0,9572153	0,0525713	0,0451230	0,9018838	0,6450527	0,4686284	0,5927225	0,0387771	0,0699441	0,0123008	0,0352057	0,0785016	0,0759532	0,9999484	0,2116823	0,3375684	0,1330320	0,4121025	0,4662401	0,3927396	0,3836676	0,3144027	0,6884724	0,0512747
1020	1,0000000	0,3069503	0,2919587	0,0380507	0,9999402	0,0861654	0,1232955	0,0472284	0,2211592	0,5763778	0,6950438	0,6631320	0,5560895	0,3980162	0,1090902	0,3741674	0,0164996	0,2481435	0,4086227	0,0186039	0,3006990	0,1003043	0,5833825	0,5407991	0,7549409	0,3341920	0,1243585	0,5047027	0,0922401	0,0653008	0,9943949	0,3151576	0,1174608	0,9634362	0,6159598	0,0120057	0,9995952	0,2211574	0,5244804	0,0137046	0,9572235	0,0525731	0,0451233	0,9018862	0,6450699	0,4686779	0,5927268	0,0387816	0,0699441	0,0123033	0,0352055	0,0785016	0,0759527	0,9999483	0,2116837	0,3375756	0,1330319	0,4121027	0,4661885	0,3927637	0,3836339	0,3144086	0,6884725	0,0512742
1040	1,0000000	0,3069503	0,2919587	0,0380507	0,9999401	0,0861744	0,1195283	0,0472265	0,2211722	0,5763939	0,6950777	0,6631291	0,5561268	0,3980163	0,1090902	0,3741689	0,0164997	0,2481436	0,4086226	0,0186057	0,3007043	0,1003085	0,5833836	0,5408334	0,7549387	0,3342244	0,1243635	0,5047703	0,0922401	0,0652894	0,9943955	0,3151874	0,1174670	0,9634362	0,6159584	0,0120071	0,9995950	0,2211775	0,5245422	0,0137042	0,9572314	0,0525748	0,0451235	0,9018887	0,6450866	0,4687300	0,5927293	0,0387860	0,0699440	0,0123058	0,0352053	0,0785016	0,0759553	0,9999483	0,2116850	0,3375806	0,1330319	0,4121030	0,4661387	0,3927870	0,3836014	0,3144143	0,6884727	0,0512737
1060	1,0000000	0,3069503	0,2919587	0,0380507	0,9999401	0,0861831	0,1163924	0,0472252	0,2211846	0,5764094	0,6951104	0,6631262	0,5561628	0,3980164	0,1090902	0,3741703	0,0164997	0,2481438	0,4086224	0,0186075	0,3007094	0,1003113	0,5833847	0,5408665	0,7549373	0,3342556	0,1243699	0,5048355	0,0922402	0,0652827	0,9943959	0,3152162	0,1174729	0,9634363	0,6159571	0,0120086	0,9995948	0,2211971	0,5246018	0,0137037	0,9572390	0,0525764	0,0451237	0,9018912	0,6451026	0,4687832	0,5927308	0,0387902	0,0699440	0,0123081	0,0352052	0,0785016	0,0759595	0,9999483	0,2116862	0,3375842	0,1330319	0,4121032	0,4660906	0,3928094	0,3835700	0,3144198	0,6884728	0,0512733
