"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	yhiD	hdeB	hdeA	rutB	rutG	rutC	rutE	rutF	rutA	rutD	cadB	gadB	fadL	cadA	gadC	sra	rprA	nemA	wcaB	wza	lldP	osmB	betT	betB	wcaA	wzc	gadY	wzb	betA	lldD	bdm	treC	slp	hdeD	treB	dctR	rpoS	yjbF
40	0,7800347	0,9473617	0,3866864	0,9070367	0,8152981	0,4889433	0,2911325	0,5310917	0,8449276	0,4475672	0,3620129	0,0830353	0,2057095	0,9993008	0,8213098	0,7830446	0,4832816	0,1845436	0,1683331	0,9196895	0,7997373	0,4341344	0,3677900	0,8057392	0,3767453	0,3076224	0,6172723	0,8913373	0,6933923	0,9837688	0,1272597	0,8425404	0,9118787	0,4744596	0,7871296	0,6654888	0,6024966	0,6077417	0,2381714	0,7354644	0,0875442	0,2192240	0,4695714	0,3917717	0,4207052	0,4387311	0,6005799	0,9848526	0,2026966	0,5610866	0,6678830	0,6752297	0,4307699	0,9539022	0,3704666	0,0211858	0,8660962	0,5628680	0,9280914	0,6602491	0,6147532	0,3790279	0,5016239	1,0599581
60	0,7164212	0,9572148	0,3964852	0,9636015	0,8142769	0,5206420	0,3099246	0,5046800	0,8641823	0,5338369	0,3799233	0,0935546	0,1976513	1,0747791	0,7642266	0,6999707	0,3759989	0,2821115	0,1589013	0,9499657	0,8048637	0,5056619	0,4190441	0,7616195	0,3920933	0,3411632	0,6775421	0,8788206	0,6766594	1,0105251	0,1606821	0,8665240	0,8630964	0,5338398	0,8483336	0,5855222	0,6440423	0,6210040	0,2087482	0,7204082	0,1508658	0,2227755	0,4973656	0,3768283	0,4047405	0,4091000	0,6263261	0,9759593	0,1784242	0,6793985	0,6965325	0,6940202	0,4579085	0,9525839	0,4176652	0,0220580	0,8525546	0,5837105	0,9368245	0,6934412	0,6396407	0,3616131	0,5524454	0,9848841
80	0,7167470	0,9987196	0,4456091	0,9694131	0,8187825	0,5250890	0,3310414	0,4380247	0,8420283	0,6131293	0,3940701	0,0820305	0,2204516	1,0108270	0,7227542	0,6201033	0,3365162	0,3785323	0,1285302	0,9743515	0,8007986	0,4932857	0,4267852	0,7195471	0,4239493	0,3721145	0,6562672	0,9452127	0,6381329	0,9931199	0,2141510	0,8758613	0,8424494	0,5502161	0,8630064	0,5406543	0,6506721	0,7286901	0,2119484	0,7379904	0,2179983	0,2485504	0,6139989	0,3876712	0,3583395	0,3437770	0,6282131	0,8688578	0,1943942	0,7976661	0,7101584	0,6073985	0,4191868	0,9637937	0,4301268	0,0243152	0,8616948	0,5706372	0,9421438	0,7232782	0,6885202	0,2626167	0,5925261	0,9556640
100	0,6866492	1,0094902	0,4323095	0,9059764	0,8599316	0,5808353	0,3438565	0,4047315	0,8728744	0,6672811	0,4347844	0,0640136	0,2153074	0,9272133	0,7540646	0,5265765	0,3296368	0,6156260	0,1306454	0,9660569	0,8287437	0,4985905	0,4266239	0,6096920	0,4076598	0,3526028	0,6572967	0,9876414	0,5583685	0,9089820	0,2158786	0,8546171	0,6945482	0,6321548	0,7833730	0,4547965	0,6324078	0,8229925	0,2283200	0,7440079	0,2919740	0,2693284	0,7039025	0,3963854	0,3428492	0,3613377	0,6679093	0,8048413	0,2409143	0,7900965	0,7007407	0,5858709	0,3849110	0,9130325	0,4934610	0,0152343	0,8506661	0,5096263	0,9199399	0,7718399	0,6843430	0,2354569	0,5490463	0,9047050
120	0,7033437	0,9968172	0,4564653	0,9693012	0,8936666	0,5922691	0,3118870	0,3622444	0,8642098	0,6840811	0,4066105	0,0822704	0,1859244	0,9899987	0,7891049	0,4900844	0,3300867	0,7934619	0,1445522	1,0333175	0,7977686	0,5174858	0,4579864	0,5577622	0,4305200	0,3720235	0,7147687	1,0076436	0,5825088	0,8975734	0,2438966	0,7903058	0,6271733	0,6350101	0,8298405	0,4606446	0,6857849	0,8517325	0,1990404	0,7779004	0,3538250	0,2891793	0,6053987	0,3907441	0,3470230	0,3380643	0,7402201	0,7975734	0,2353020	0,7749973	0,7045798	0,6832024	0,3643853	0,9136224	0,5082206	0,0264121	0,8472700	0,5449925	0,9533828	0,7658805	0,6996111	0,1911317	0,5226959	0,9123258
140	0,7053427	1,0070489	0,4219567	0,9621582	0,8731555	0,5612880	0,2854285	0,3779222	0,8664577	0,6900095	0,4193925	0,0789334	0,2227266	0,9672770	0,7754708	0,4811776	0,2794224	0,8561904	0,1501760	1,0450706	0,8151525	0,4834768	0,4490448	0,4781603	0,4598302	0,3646799	0,7578294	1,0278639	0,5233875	0,9641744	0,2691279	0,8267346	0,5753637	0,6210742	0,8437986	0,4379663	0,7159103	0,8937911	0,1986768	0,8096996	0,4556128	0,2765025	0,6040966	0,3879609	0,4028794	0,3364311	0,7278010	0,8354644	0,2321658	0,6888189	0,7027448	0,6963862	0,3089496	0,9438569	0,4825649	0,0169122	0,8394622	0,5503931	1,0441429	0,7982461	0,7486841	0,1510078	0,5187227	0,9360003
160	0,6505111	0,9745657	0,4032696	0,9954352	0,9027313	0,5657255	0,2436232	0,3486377	0,9269861	0,8009578	0,3713007	0,0995542	0,2420457	0,9623711	0,7641753	0,4477129	0,2648807	0,9054662	0,1628232	1,0709469	0,7578566	0,4690349	0,5256550	0,4174259	0,4301592	0,3724929	0,7752404	0,9633366	0,4535924	1,0540109	0,2511559	0,9083641	0,5815947	0,6604366	0,8685453	0,4267087	0,6953115	0,9528466	0,2140921	0,8394679	0,5213429	0,3092692	0,5617532	0,3862997	0,4128760	0,3917911	0,7246494	0,8474310	0,2417689	0,7068912	0,6833102	0,6909766	0,2356094	0,9180907	0,4580514	0,0228409	0,8745194	0,5329028	1,0279879	0,7218898	0,7451552	0,1278632	0,5458294	0,9648788
180	0,6335027	0,9364973	0,4254294	1,0566336	0,9066213	0,5796611	0,3314185	0,3555372	0,8439187	0,7897233	0,3545244	0,0895823	0,2363026	0,9761874	0,7699795	0,4277169	0,3194254	0,9756353	0,1452612	1,0616671	0,7153823	0,4735175	0,5886612	0,4064248	0,5162421	0,4170629	0,8011372	1,0082451	0,4619208	1,0036248	0,2295772	0,9119175	0,6105116	0,6921089	0,8575614	0,4317587	0,7315544	0,9756345	0,2206664	0,8720298	0,6185264	0,2842978	0,5636637	0,3336727	0,3678482	0,3785045	0,7798886	0,8552757	0,2260822	0,6826152	0,6665909	0,6637127	0,2069307	0,9005174	0,4840989	0,0249594	0,8978348	0,5512113	1,0887105	0,7609854	0,7558994	0,0876220	0,4861311	1,0027323
200	0,5879893	1,0289443	0,4683065	1,0414314	0,8801774	0,5605964	0,3583232	0,3725192	0,8750405	0,7768108	0,3274796	0,0771502	0,2599981	0,9801416	0,7358571	0,4443934	0,3334412	0,9507581	0,1380555	1,1083769	0,6766704	0,4912290	0,6207660	0,4012389	0,5101375	0,4517538	0,7715873	0,9679451	0,4840124	0,9698366	0,2595991	0,8678714	0,6058063	0,6893439	0,8931015	0,4577142	0,7738191	0,9238857	0,2023798	0,9295297	0,6260128	0,2960139	0,5506043	0,3431175	0,3579898	0,3878608	0,7900028	0,8876557	0,2584536	0,7298305	0,7088751	0,6488848	0,1863818	0,9918435	0,4575385	0,0395761	0,8407289	0,5768056	1,0842669	0,7513391	0,7318411	0,0726879	0,4618600	0,9393290
220	0,5943986	1,0244547	0,5015401	0,9773522	0,9447792	0,5959988	0,3454151	0,3597770	0,8657212	0,7827519	0,2554192	0,0882354	0,2147719	1,0133239	0,7562366	0,4305918	0,3033863	0,9149114	0,1337420	1,0580754	0,6812998	0,4502379	0,6088911	0,4344205	0,4870691	0,4016187	0,7217134	0,9076296	0,4763386	0,9805908	0,2770097	0,8771472	0,6635081	0,7162958	0,8622507	0,4184814	0,7418612	0,8777228	0,2022225	0,8990321	0,5825741	0,2142821	0,5279912	0,3696858	0,3506235	0,3217639	0,7688860	0,8573258	0,2250459	0,6597186	0,7244184	0,6627686	0,1991221	0,9807301	0,4400295	0,0638644	0,7934156	0,5921173	1,1197405	0,7134263	0,6746774	0,0743802	0,4512590	1,0092028
240	0,6675807	1,0046712	0,4425549	1,0495488	0,8836791	0,5105646	0,3280535	0,3889760	0,8318297	0,8009518	0,2961262	0,0821492	0,2527764	0,9864196	0,7241673	0,4055490	0,2636503	0,9081293	0,1485371	0,9948968	0,7263894	0,4830843	0,5751891	0,3911633	0,4508474	0,4382084	0,7587262	0,9513338	0,4316562	1,0262427	0,2432260	0,8145374	0,6558959	0,6787440	0,9138178	0,4092909	0,7277345	0,9152810	0,2332550	0,8749678	0,5770063	0,3046870	0,5787367	0,3549094	0,3410270	0,2737961	0,7465266	0,8330588	0,1996612	0,5554448	0,6972210	0,6544172	0,2149200	0,9119327	0,4088093	0,0548531	0,7583614	0,5740481	1,0819490	0,7192410	0,6960198	0,0668762	0,4646336	0,9963679
260	0,6947370	1,0265670	0,4239046	0,9035950	0,7774153	0,5839993	0,3082014	0,3413372	0,8012544	0,8442861	0,3083256	0,0679505	0,2772899	0,9628018	0,7624076	0,3997249	0,2970229	0,9670031	0,1878439	0,9663065	0,7185382	0,4878273	0,5913168	0,4376498	0,4596437	0,4291088	0,8082852	0,9366290	0,4310715	1,0628650	0,2149144	0,8304234	0,5496836	0,6602735	0,8463835	0,4033471	0,7677158	0,9823755	0,1929248	0,8918499	0,6031495	0,3383570	0,5721625	0,3662447	0,3527068	0,2388709	0,7486266	0,8627814	0,2015165	0,5264186	0,6739662	0,7145055	0,2367779	0,9393689	0,4197320	0,0473467	0,7263325	0,5616257	0,9587572	0,7622840	0,6733439	0,0701233	0,5033072	1,0177754
280	0,7047396	0,9432689	0,4530388	1,0305207	0,8396874	0,5680959	0,2910314	0,3669446	0,8647879	0,8194009	0,3233287	0,0708028	0,2846634	0,9743142	0,7457573	0,4395273	0,2729120	1,0073614	0,1451753	0,9502053	0,7096152	0,4204276	0,6011643	0,4603140	0,4078169	0,4796436	0,7458466	0,9772640	0,4244028	1,0220936	0,2108178	0,9004282	0,5487642	0,6564123	0,7901181	0,4148616	0,6749430	0,9701672	0,2202654	0,8871481	0,6166638	0,3281357	0,5447721	0,3908723	0,3810303	0,2912220	0,7039271	0,8775081	0,1666404	0,5331714	0,6657774	0,6516608	0,2121398	0,9233641	0,3921356	0,0311958	0,8016458	0,5900532	0,9531262	0,7642668	0,7086137	0,0723444	0,5205654	1,0500763
300	0,6628220	0,9342186	0,4375942	1,0191302	0,8242684	0,5259597	0,3038139	0,4080048	0,9181015	0,8125553	0,3116530	0,0576070	0,2945386	0,9224354	0,7384922	0,4681420	0,2887755	1,0216201	0,1614582	0,9578618	0,6841734	0,4153054	0,6021198	0,4614451	0,4431293	0,4571556	0,7469901	0,9357246	0,4804517	0,9829020	0,2180598	0,8818337	0,5574919	0,6813570	0,8515452	0,4692349	0,7207070	0,9771567	0,2176903	0,8860164	0,6639644	0,3243440	0,5354999	0,3799284	0,3615714	0,3099297	0,6956325	0,8614814	0,1645112	0,5143013	0,7306421	0,6296432	0,1849144	0,9308007	0,3762120	0,0406892	0,8069642	0,6159272	1,0283749	0,7726191	0,7000745	0,0631478	0,5020465	1,0494002
320	0,6300342	0,9342979	0,4079323	0,9137878	0,9249538	0,5476369	0,3950507	0,4089213	0,9142568	0,8097649	0,3160415	0,0724887	0,2618076	0,8996305	0,7505248	0,4457656	0,2613030	0,9639479	0,1434841	0,9601277	0,7610255	0,3904166	0,5893006	0,3871398	0,4537449	0,4594746	0,7814999	0,9935344	0,4785368	1,0231098	0,1972396	0,8619441	0,6022961	0,6375461	0,8559395	0,4211554	0,7545190	1,0097156	0,2066590	0,9540872	0,6799126	0,2736091	0,5594036	0,4490439	0,3331330	0,3246504	0,7783519	0,9197157	0,1637727	0,5395559	0,6734168	0,6792565	0,1821462	0,9323931	0,3678614	0,0526297	0,7709709	0,5600736	1,0192100	0,8164498	0,6892912	0,0554735	0,5046878	1,0887058
340	0,6313448	0,9442136	0,4135332	1,0624142	0,8843213	0,5111831	0,3570641	0,4167041	0,8741676	0,7233879	0,3401524	0,0662231	0,3164237	0,8602860	0,7627440	0,4242740	0,3096046	1,0390920	0,1561671	1,0074838	0,7287457	0,4003281	0,5862493	0,4576667	0,4335767	0,4945011	0,7087140	1,0018881	0,4312670	0,9177997	0,1907016	0,8320012	0,6076397	0,6634588	0,8727482	0,3724494	0,7636703	0,9901259	0,1922946	0,9312366	0,6593379	0,2836960	0,5505847	0,4265667	0,3391373	0,3319611	0,7130062	0,9073969	0,1800980	0,5342993	0,6675446	0,6742082	0,2036980	0,9401077	0,4129035	0,0427456	0,7985186	0,6109372	0,9953189	0,8363654	0,7072671	0,0606096	0,5597317	1,1116764
360	0,6930643	0,9712318	0,3939873	1,0504511	0,9078394	0,5224394	0,3556086	0,4195339	0,9159424	0,7794697	0,2555236	0,0784772	0,3481858	0,8772795	0,7577977	0,4284378	0,2970771	0,9512859	0,1297637	1,0458330	0,7697811	0,4208074	0,5902801	0,3982018	0,4150236	0,5328842	0,7240878	1,0464733	0,4169023	0,9127610	0,2148217	0,9120107	0,5969455	0,6578623	0,8977832	0,3822676	0,7478047	0,9540605	0,1915649	0,9254884	0,6321541	0,3429525	0,6333256	0,4270858	0,3610412	0,3299067	0,6907419	0,8345455	0,1830829	0,4935460	0,6869132	0,6472328	0,2162855	0,9649037	0,4178540	0,0894087	0,7952933	0,5708478	0,9428091	0,8699850	0,7213184	0,0511750	0,5195659	1,0402498
380	0,6463325	1,0214178	0,4128393	1,1016407	0,9394697	0,5174819	0,3127074	0,4330984	0,8133879	0,7850850	0,3135163	0,1031199	0,3362722	0,8620065	0,7796758	0,4020466	0,2862373	0,9915305	0,1209022	0,9981674	0,7018428	0,3907248	0,5901044	0,4206049	0,3616891	0,5336959	0,7664528	0,9745395	0,4378697	0,9282427	0,2203642	0,9131673	0,6109393	0,6746859	0,8970841	0,3502976	0,7600777	0,9161958	0,1932233	0,8903296	0,6004958	0,3468018	0,6540387	0,4308362	0,4242431	0,3134553	0,6479147	0,8880391	0,1992279	0,5188449	0,7066895	0,7186397	0,1878901	1,0035139	0,3971493	0,1032205	0,8631783	0,6578331	0,9593611	0,8938609	0,6687038	0,0769587	0,5273031	1,0230673
400	0,6461378	1,0064222	0,4128662	1,0096972	0,9499429	0,5665049	0,3191477	0,4225601	0,8556386	0,8631664	0,3089818	0,0914822	0,3496739	0,9380940	0,7820607	0,3353590	0,2814775	0,8886633	0,1216408	1,0142420	0,6713042	0,3960523	0,5478870	0,4084617	0,3719557	0,5120621	0,8480443	1,0294004	0,4487999	0,9108714	0,2322170	0,9726703	0,5247024	0,6742103	0,9108877	0,2997723	0,8158533	0,9644376	0,2027066	0,9267254	0,6239810	0,3344107	0,7070162	0,4139440	0,4725615	0,3392953	0,6863613	0,8572138	0,2073375	0,5640317	0,6482099	0,7143078	0,2067341	1,0042266	0,4277056	0,0877265	0,8517501	0,6331398	1,0453564	0,9151130	0,6359714	0,0793374	0,5584625	1,0516400
420	0,6354283	1,0014392	0,3844360	0,9144997	0,8995938	0,5600226	0,3038899	0,4049974	0,8036573	0,8438922	0,2965420	0,0885666	0,3487172	0,9350806	0,6889406	0,2856114	0,2988277	0,9776869	0,1395459	0,9001803	0,6646639	0,4154635	0,5698915	0,3836786	0,3819955	0,5619844	0,8487335	1,0798010	0,4353939	0,8770409	0,2180994	0,9357724	0,4209590	0,6563722	0,9018325	0,3254934	0,8210065	0,9468894	0,1872954	0,9383043	0,5703426	0,3110365	0,7810758	0,4266749	0,4928745	0,3096995	0,6554555	0,9142494	0,1973764	0,5545045	0,6537095	0,6976767	0,2451088	0,9293608	0,4000997	0,0790229	0,9192727	0,6249223	1,0532065	0,8909642	0,6228004	0,0544999	0,5474976	1,0832472
440	0,6569743	0,9895410	0,4520438	1,0074158	0,8949686	0,5819391	0,2751364	0,4379824	0,8227980	0,8581087	0,3278643	0,0969890	0,3370829	0,9096980	0,6901314	0,2977844	0,2635108	0,9790137	0,1578688	0,9688480	0,6601342	0,3968126	0,6322252	0,3615399	0,3788293	0,5014985	0,8566333	1,0355460	0,4603645	0,8908927	0,2743703	0,9111123	0,3594424	0,6625292	0,8717120	0,3675705	0,8248988	0,9571380	0,1875899	0,9720831	0,6754929	0,3231218	0,7743535	0,4079293	0,4398304	0,3302144	0,7131067	0,8535729	0,1983801	0,6230434	0,7132980	0,7287316	0,2117188	0,9139623	0,4048753	0,0918889	0,8623320	0,5729201	0,9975289	0,8377873	0,7018314	0,0674526	0,5917074	1,0234581
460	0,6239978	0,9982729	0,4542096	1,0086045	0,8673576	0,5747644	0,3044655	0,4404193	0,8455066	0,8359802	0,3661714	0,0927355	0,3398797	0,9174891	0,6939086	0,3136637	0,3172633	0,9769672	0,1605315	0,9049416	0,7287497	0,4185685	0,6260381	0,3908238	0,4137411	0,4507739	0,7932589	0,9454876	0,4836042	0,9168450	0,2926895	0,9933203	0,4199415	0,7350717	0,8042176	0,3612732	0,7816837	0,9324317	0,2055337	1,0326540	0,6209731	0,3182758	0,7426498	0,3888246	0,4309942	0,3234182	0,7512422	0,9119165	0,2147388	0,6381505	0,7026396	0,6703570	0,2246965	0,8749393	0,4211239	0,0836813	0,8536210	0,5441578	1,0084805	0,8625052	0,6461019	0,0843600	0,5912043	1,0169938
480	0,5814667	1,0385345	0,4663024	0,9795618	0,8796530	0,5874727	0,3657381	0,4428463	0,8279536	0,8392129	0,3426735	0,1051888	0,3169308	0,9769278	0,6535450	0,3450423	0,3004847	0,9434039	0,1641520	0,9880797	0,7444225	0,4209536	0,5368294	0,3858759	0,4355161	0,4626118	0,6960232	0,9371015	0,4805488	0,9062323	0,2645005	1,0528738	0,4832164	0,7472561	0,8323999	0,3389035	0,6985758	0,8856742	0,1885316	1,0830886	0,6423037	0,3276189	0,8037360	0,3874950	0,4307472	0,2818220	0,7740724	0,8622872	0,2159922	0,5918248	0,7283701	0,6832597	0,2366321	0,8860348	0,4140372	0,0990304	0,8577721	0,5807524	0,9592079	0,8879683	0,6507613	0,0917695	0,6205333	0,9837232
500	0,6386486	0,9843937	0,4258219	1,0186234	0,9345230	0,5187848	0,3321555	0,4560830	0,8233319	0,8347368	0,4033137	0,1044130	0,3311353	0,9441060	0,6188479	0,3407546	0,3302284	1,0630677	0,1271558	1,0468051	0,7564064	0,4210133	0,5191538	0,4165807	0,4096407	0,4523747	0,7118851	0,9196344	0,5331457	0,9655454	0,2634325	0,9499590	0,4497025	0,6822330	0,8596862	0,2977557	0,6867250	0,9634555	0,2340669	1,0538620	0,6629742	0,3354083	0,7927281	0,3778600	0,4323305	0,2725186	0,7578948	0,8770434	0,2120010	0,5873139	0,7540865	0,7326738	0,2396898	0,8876990	0,4390166	0,1035250	0,8197890	0,5561003	0,9654775	0,8845583	0,6176879	0,0847693	0,5574315	1,0523632
520	0,6733292	1,0235119	0,4383579	1,0555844	0,9449674	0,5361287	0,3460276	0,4670339	0,8350476	0,8204741	0,3854880	0,1002249	0,2930907	0,8611634	0,6655234	0,3132698	0,2955462	0,9943622	0,1495011	1,0110198	0,6750404	0,4202044	0,5547685	0,4018736	0,4056291	0,4948512	0,7330091	0,8775450	0,5580805	0,9788455	0,2914764	0,8942746	0,4291084	0,7209056	0,8859529	0,3650451	0,7045274	0,9388599	0,2346661	1,0383172	0,6667891	0,3435470	0,7807069	0,3696708	0,4494103	0,2592213	0,7777519	0,7621170	0,1975535	0,6171358	0,7536135	0,6562514	0,2198225	0,9166426	0,4101458	0,1104218	0,8062719	0,5152616	0,9926419	0,7629258	0,6314255	0,0755633	0,5706375	1,0673116
540	0,6405924	1,0313287	0,4657782	1,0222052	1,0017285	0,6019842	0,3071803	0,4386077	0,8401665	0,8304940	0,3733777	0,1115024	0,3324484	0,9541634	0,6426457	0,3005216	0,3055380	1,0347709	0,1644404	0,9435905	0,6334929	0,4513453	0,5785083	0,4006277	0,3364002	0,4563400	0,8105123	0,9046428	0,5954518	0,9562446	0,2565197	0,9100154	0,3962927	0,7613524	0,9159209	0,3681950	0,7647225	0,9211064	0,2456582	1,0497326	0,6039031	0,3526140	0,7739718	0,3881279	0,4286066	0,2275705	0,7654918	0,7758678	0,1669043	0,5453714	0,6689203	0,7521886	0,2546581	0,9119304	0,4098641	0,0855217	0,8143068	0,5196115	0,9696904	0,7982597	0,6838733	0,0766024	0,5692907	1,0230928
560	0,6714788	0,9819854	0,4379408	0,9185257	0,9910931	0,5668535	0,2831529	0,3988837	0,8265531	0,8986687	0,3594993	0,1210190	0,3850985	0,9779034	0,6650244	0,3501569	0,3444029	0,9568256	0,1740546	0,9269600	0,6401952	0,4621945	0,5487690	0,3728497	0,3382408	0,4993371	0,8550813	0,9912301	0,5299220	0,9298164	0,2440836	0,9692294	0,4173616	0,7186192	0,9036181	0,3545059	0,7384520	0,9511469	0,2309125	1,0156872	0,6396784	0,3271031	0,7614822	0,3585417	0,4505544	0,2223552	0,7920798	0,7520681	0,1803761	0,5368289	0,7430752	0,7828946	0,2619811	0,9148307	0,4107284	0,0825030	0,8349580	0,5747867	0,9326755	0,7758575	0,7047960	0,0791011	0,6131205	1,0896126
580	0,7739516	1,0001370	0,4216854	0,9671381	1,0097554	0,5621587	0,3399156	0,5524287	0,8138459	0,6352554	0,3663231	0,0977751	0,3096989	0,9737022	0,7847504	0,3692065	0,6244593	0,9637349	0,5317979	0,9769625	0,6908762	0,4989113	0,5343164	0,4262077	0,3887473	0,5251080	0,7758818	1,0173218	0,5177124	0,9056247	0,1691768	0,9305777	0,5275482	0,5175315	0,7224137	0,3915023	0,7681495	0,9887363	0,2831386	0,9149696	0,5795136	0,2261329	0,7026632	0,3653890	0,4200593	0,2579939	0,7536689	0,8279038	0,1624410	0,5607870	0,7395879	0,7951257	0,2537768	0,8870075	0,3567142	0,2040970	0,8017233	0,5719020	1,0107897	0,7829705	0,7079268	0,0672824	0,6299869	0,9445804
600	0,8374359	1,0705977	0,3923810	1,0486027	0,9218275	0,5395851	0,3905085	0,6563929	0,8993546	0,4897520	0,3828589	0,1122701	0,3108243	0,9748151	0,8606181	0,5279993	0,7419503	0,9123926	0,5966918	0,9900763	0,6693338	0,5665006	0,5366300	0,4722402	0,4485790	0,4992007	0,7944541	0,9200199	0,5100165	1,0027839	0,1528267	0,8865916	0,6422964	0,3790905	0,6733911	0,5397305	0,7973798	0,9465698	0,3298828	0,9391340	0,5030566	0,1587876	0,6937281	0,3873722	0,4395967	0,2709238	0,7276517	0,7738666	0,1782013	0,5723694	0,6777414	0,7501207	0,2897069	0,9041896	0,3343290	0,1761482	0,8616905	0,5209963	1,0487570	0,8034943	0,6771527	0,1105718	0,5951842	0,9376048
620	0,8585696	1,0508356	0,3624738	0,9393670	0,9091284	0,5337420	0,3587062	0,6535944	0,8133934	0,3927351	0,3647087	0,1275414	0,2843771	0,9807683	0,9247232	0,6195949	0,9185226	0,7684955	0,5029296	0,9115178	0,7726837	0,6004562	0,5696056	0,5428804	0,5055316	0,4299886	0,7128316	1,0843833	0,5348289	0,9837570	0,1102750	0,8919595	0,7427134	0,2546934	0,6700953	0,5980015	0,7660776	0,9066713	0,3412891	0,9335949	0,4016536	0,1031786	0,7037496	0,4338960	0,4467396	0,3127611	0,7345159	0,8324745	0,1540030	0,5489766	0,6610893	0,7082503	0,4100437	0,9124211	0,3113068	0,1455702	0,9132991	0,5137695	1,0442770	0,8129501	0,6925325	0,1243173	0,6151324	1,0162319
640	0,9128059	1,0187262	0,3698051	1,0147567	0,8639270	0,5311464	0,3097903	0,6712258	0,7816407	0,3176644	0,4109595	0,0975623	0,3066789	0,9147463	0,9233167	0,7053494	0,9944990	0,5420073	0,4514038	0,8160072	0,7998907	0,6230501	0,5571301	0,5994257	0,4636722	0,4407051	0,7428669	1,0368138	0,5532731	0,9510065	0,0902830	0,9433823	0,7742954	0,1836234	0,6423132	0,7227445	0,8207115	0,8461120	0,3538890	0,9829629	0,3291352	0,0791222	0,7516609	0,4135559	0,4968658	0,3867027	0,7007094	0,8681003	0,1685272	0,6116197	0,7079180	0,7497807	0,4479578	0,9670957	0,2905425	0,1323229	0,8870309	0,5036325	1,0035266	0,8226436	0,7200653	0,2053691	0,6083750	0,9625998
660	1,0207234	1,0571952	0,3643793	0,9968826	0,8742002	0,4953098	0,2661529	0,6874865	0,7665764	0,2436993	0,3817379	0,0860094	0,2769597	0,9102564	0,9199301	0,8184123	0,9816609	0,3742920	0,4215051	0,8388036	0,7912131	0,5966058	0,4890916	0,6274169	0,5202004	0,3897510	0,6662977	1,0607109	0,6154330	0,8813783	0,0639564	0,9240124	0,8235575	0,1423481	0,6741785	0,6994349	0,7652368	0,8473216	0,3325665	0,9407041	0,2969057	0,0806006	0,7411912	0,4452978	0,4715047	0,3833858	0,7473829	0,8637112	0,1759684	0,5918269	0,7553199	0,7130123	0,4514692	0,9840520	0,3594141	0,1562444	0,8920676	0,5218262	1,0430370	0,8204558	0,7800162	0,2365021	0,6005704	1,0260090
680	1,0519840	1,0601495	0,3666568	1,1087287	0,8326903	0,4856387	0,2511511	0,7149114	0,7585240	0,2458064	0,3900172	0,1054866	0,2728631	0,9880420	0,9891559	0,8285815	1,0113654	0,3550118	0,3762645	0,8374426	0,7804964	0,5380541	0,4928870	0,6938822	0,4739635	0,3278436	0,6719451	1,0125743	0,6153942	0,8942165	0,0503644	0,8807800	0,8906359	0,1260202	0,6636698	0,7085170	0,7088637	0,7148841	0,3495751	0,8972756	0,2406305	0,0629846	0,7939607	0,4199108	0,5009478	0,3950389	0,7146555	0,8874096	0,1978803	0,6278201	0,8002853	0,6806445	0,5002575	0,9411428	0,3860741	0,1184084	0,8889998	0,5658150	1,0177981	0,7879025	0,7464311	0,3092311	0,5677232	0,9367899
700	1,0801913	1,0070078	0,3611064	1,0225487	0,7954067	0,4507819	0,3330320	0,7815644	0,8516778	0,2015975	0,3661537	0,1127407	0,2291276	0,9831450	0,9411190	0,7261472	0,9327527	0,2648625	0,3938165	0,8205020	0,8075297	0,5290690	0,4715904	0,7373449	0,4182858	0,3736592	0,6494888	0,9397467	0,5507479	0,9203913	0,0367191	0,9011826	0,9755495	0,0997708	0,6425482	0,7700245	0,6699012	0,6367827	0,3525999	0,7905768	0,2235814	0,0623256	0,7903217	0,4132198	0,4570910	0,3804855	0,7637320	0,9268567	0,2096310	0,5899085	0,8669443	0,6690905	0,4797930	1,0118414	0,3378732	0,1171215	0,8580198	0,5207552	0,9677202	0,8470228	0,8135678	0,3072074	0,6006828	0,9978041
720	1,0729364	1,0306051	0,3598414	1,0327841	0,8929858	0,4884659	0,3584185	0,7868956	0,8775241	0,1857682	0,3619693	0,1107809	0,2545694	1,0162182	0,9814470	0,7953903	0,9253770	0,2439335	0,4255787	0,8688353	0,7915343	0,5847144	0,4161099	0,7140307	0,4253052	0,3611638	0,7001515	0,8979974	0,5287980	1,0225729	0,0441375	0,8993094	0,8946284	0,0723866	0,6668452	0,6898978	0,6225131	0,5446591	0,3415773	0,7968542	0,1819750	0,0588167	0,7415718	0,4290875	0,4403548	0,3955300	0,7324660	0,9306977	0,2011015	0,5435310	0,7955294	0,6948555	0,4500261	0,9980468	0,3267045	0,1027302	0,8441991	0,5219807	0,9975767	0,8235021	0,8219263	0,3217696	0,5640473	1,0676372
