"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	yhiD	hdeB	hdeA	rutB	rutG	rutC	rutE	rutF	rutA	rutD	cadB	gadB	fadL	cadA	gadC	sra	rprA	nemA	wcaB	wza	lldP	osmB	betT	betB	wcaA	wzc	gadY	wzb	betA	lldD	bdm	treC	slp	hdeD	treB	dctR	rpoS	yjbF
1000	0,8273996	0,6756590	0,4326222	0,0249023	0,5135926	0,4412971	0,2344029	0,4786835	0,6093199	0,0903405	0,2999245	0,0681658	0,0931764	0,7022170	0,7585135	0,5152435	0,6895340	0,1274247	0,2828930	0,5097791	0,6824410	0,5065915	0,3228147	0,5863260	0,3473812	0,1886112	0,3869110	0,8560341	0,4602422	0,7650886	0,0143853	0,5286115	0,5857731	0,0739935	0,5625581	0,4879047	0,4527509	0,3009333	0,2736043	0,5906850	0,0996931	0,0407688	0,2531128	0,2722178	0,2992225	0,3882748	0,4688703	0,5957638	0,1235320	0,3724426	0,4866610	0,4531059	0,4185138	0,7467241	0,2791040	0,1364089	0,5621123	0,4871180	0,7118369	0,4845240	0,4437363	0,3368089	0,3558533	0,6803556
1020	0,7649402	0,7094312	0,2249311	0,0337303	0,6585275	0,3542870	0,2148252	0,4544111	0,6070365	0,0618437	0,3172332	0,0630235	0,1233353	0,6868401	0,7298719	0,5389518	0,5037552	0,1299971	0,2829127	0,5596357	0,5928157	0,4813034	0,2710259	0,5599017	0,3351906	0,1886808	0,4975523	0,8043583	0,4779750	0,7823390	0,0139907	0,6589561	0,4990969	0,0728835	0,4842009	0,4033310	0,3890936	0,4577879	0,2258196	0,4792003	0,0512634	0,0175185	0,3781463	0,2699544	0,3600864	0,2790252	0,5870431	0,7013361	0,1792490	0,4605956	0,5268211	0,4300827	0,3867603	0,7510070	0,2831452	0,0344314	0,6212416	0,3683322	0,7301457	0,4652094	0,4742307	0,4011145	0,4489225	0,7392869
1040	0,7458445	0,7879451	0,2748816	0,0140613	0,6437231	0,4667485	0,1520742	0,4285476	0,6202866	0,1279855	0,2531120	0,0727408	0,0968485	0,7002894	0,6838120	0,5783903	0,6718222	0,1316496	0,3674307	0,6396784	0,6242194	0,4152365	0,3104242	0,5244714	0,2294397	0,2513221	0,4715956	0,7243729	0,4105055	0,7688293	0,0272977	0,6363783	0,5438484	0,0636163	0,5365425	0,4611350	0,4800690	0,2535000	0,1867005	0,5815328	0,0499802	0,0117501	0,1902724	0,3192226	0,2311906	0,3394709	0,4337356	0,5472787	0,1279956	0,4253071	0,3959767	0,5373506	0,4025143	0,6404292	0,2913695	0,0401825	0,6841617	0,3254310	0,7389832	0,5160942	0,4620404	0,2651417	0,4260907	0,6598288
1060	0,6442508	0,6016543	0,3106638	0,0438310	0,5974129	0,3730489	0,3051094	0,5527544	0,6040517	0,0944203	0,2859549	0,0563748	0,1374782	0,6325624	0,6950106	0,5899743	0,7508114	0,0942055	0,2968970	0,5581393	0,5357268	0,3469234	0,2910208	0,6674072	0,3033927	0,2257808	0,5208887	0,7079861	0,5604755	0,6582470	0,0435677	0,5852135	0,6423897	0,0470243	0,4968391	0,4373569	0,3973210	0,3029724	0,2612703	0,4141745	0,0330619	0,0417134	0,1945234	0,3671669	0,2978782	0,3090437	0,4710944	0,6702140	0,1627152	0,5442473	0,4828548	0,5405969	0,3302766	0,6750060	0,3222281	0,0663987	0,6166865	0,3286748	0,7053386	0,4706264	0,5528508	0,2468587	0,3547950	0,6198492
1080	0,6521378	0,6416991	0,3071989	0,0527016	0,4718814	0,3099280	0,2839162	0,5315315	0,6167149	0,0735662	0,2608691	0,0568736	0,1146138	0,6511546	0,7434929	0,6477424	0,7311619	0,1009497	0,3329056	0,5915866	0,5619937	0,3711518	0,3378094	0,5217063	0,2488440	0,2361614	0,4542780	0,5711959	0,4840076	0,7881252	0,0305373	0,6009956	0,6636420	0,0541678	0,5658361	0,6300491	0,2791058	0,2659368	0,2386391	0,4469578	0,0637545	0,0533451	0,2627259	0,2436080	0,2902311	0,3842332	0,4296789	0,4971686	0,1311016	0,4275580	0,5140151	0,5747439	0,3560977	0,6958429	0,2671220	0,0766252	0,5829776	0,3456231	0,6870630	0,5156949	0,5224392	0,3864740	0,3336367	0,7282286
1100	0,7191731	0,7770999	0,2969820	0,0389992	0,6416118	0,4127046	0,2229368	0,4164686	0,6601487	0,0563907	0,2592443	0,0760726	0,1101919	0,6905293	0,7945216	0,6540825	0,7180330	0,1199054	0,2596257	0,5288788	0,5840822	0,3234865	0,2955114	0,5789431	0,4376256	0,2264191	0,5044356	0,6292626	0,4756722	0,7906592	0,0334095	0,6735142	0,4804566	0,0490355	0,5475648	0,6129547	0,3422917	0,3464557	0,2294925	0,5208917	0,0496734	0,0341594	0,2040550	0,2656588	0,2710619	0,3138741	0,4570120	0,5648408	0,1459183	0,5228666	0,4990941	0,5949878	0,3940103	0,9314960	0,2578221	0,0508775	0,5594702	0,3089390	0,6683189	0,4872684	0,5462437	0,3962949	0,3130305	0,7223134

0	0,6984345	0,6457451	0,2705081	0,0236360	0,5800906	0,5736392	0,2795132	0,6118171	0,6311936	0,1324314	0,2785886	0,0783687	0,1261424	0,7147010	0,8371178	0,5350839	0,7368606	0,1078302	0,2682929	0,6668840	0,7619536	0,3604992	0,3116132	0,6906871	0,3491038	0,2481359	0,4153744	0,6060807	0,4091287	0,7044648	0,0170756	0,6104299	0,7698557	0,0561510	0,4229926	0,5045271	0,4280200	0,3925305	0,2492219	0,6880872	0,0492114	0,0504099	0,2451828	0,3587379	0,4540392	0,3871904	0,6285697	0,5817967	0,0989297	0,3921829	0,5093014	0,4382567	0,3717723	0,5499767	0,2861476	0,0559190	0,5034784	0,3486446	0,7609095	0,5451123	0,5190815	0,4893771	0,4236772	0,6142196
20	0,7775894	0,7084345	0,3046843	0,0319503	0,4407985	0,3756863	0,2354612	0,5282984	0,6198759	0,1275265	0,2508583	0,0629018	0,1052469	0,7451252	0,7417206	0,6618405	0,5878575	0,1051626	0,3337461	0,6087016	0,6506088	0,4234636	0,2966687	0,5908234	0,2432327	0,3703028	0,5474030	0,7705652	0,4955892	0,6396335	0,0506411	0,6353000	0,6747402	0,1012891	0,4736437	0,5860241	0,4088100	0,3690062	0,1874258	0,5211589	0,0616927	0,0520250	0,2186590	0,2767239	0,3709997	0,3331945	0,4889807	0,6660057	0,1863403	0,4572407	0,4546186	0,5314010	0,4874895	0,8277482	0,3511866	0,0938924	0,5310784	0,5163499	0,7715760	0,5009703	0,4439499	0,4840488	0,4389347	0,7125750
40	0,6606012	0,6644925	0,2451751	0,0393225	0,4770290	0,3144584	0,2403870	0,6536540	0,6554071	0,0903128	0,3126996	0,0602806	0,1000712	0,6721114	0,6825380	0,6404743	0,6758970	0,0745803	0,2649711	0,6957143	0,6821970	0,5354553	0,3371321	0,5439349	0,2070987	0,3297095	0,4383229	0,5925669	0,6120134	0,6779610	0,0918092	0,6898453	0,6772412	0,0951204	0,3876816	0,5099455	0,3626283	0,2282002	0,2742035	0,5298879	0,0453592	0,0151014	0,2421837	0,4119666	0,3400577	0,3407394	0,4249420	0,5767472	0,2235990	0,5035027	0,4708413	0,5889200	0,4310682	0,7500422	0,2705543	0,1088530	0,4869507	0,3967628	0,7167839	0,5236258	0,6251622	0,3868647	0,5201594	0,7678471
60	0,7514128	0,5899988	0,3187056	0,0251975	0,4831784	0,2713122	0,2887099	0,6705833	0,5798568	0,1278670	0,2508335	0,0621322	0,1914475	0,6977121	0,7543546	0,6581147	0,5295626	0,0654626	0,2964460	0,5107606	0,6468331	0,3791632	0,2649568	0,6773346	0,2078686	0,4783905	0,4401204	0,5512703	0,5726703	0,7478436	0,0170150	0,6640222	0,9648185	0,0733100	0,4485049	0,4745145	0,4287420	0,1421793	0,3542802	0,5669148	0,0256979	0,0503644	0,1771164	0,3693560	0,3010253	0,3454633	0,3807514	0,5791671	0,1873638	0,4356012	0,5297711	0,5464128	0,4065091	0,6735694	0,1951626	0,0750829	0,6142118	0,4099673	0,8628650	0,5260395	0,6069387	0,5387127	0,3672530	0,7759418
80	0,5649552	0,4456443	0,3094827	0,0557926	0,4383301	0,2836415	0,3053555	0,6465996	0,6425519	0,2212250	0,2752378	0,1501777	0,1515176	0,5712359	0,7379402	0,6306270	0,5058271	0,0851158	0,2821239	0,6381684	0,5795736	0,3839745	0,3057716	0,5069390	0,1791742	0,5372185	0,5151579	0,6197993	0,6234065	0,6861874	0,0577097	0,6298020	0,7418000	0,0839723	0,4937179	0,4516941	0,4207683	0,1120030	0,4091664	0,5326379	0,0750417	0,0296687	0,2135356	0,3369139	0,3186183	0,3982830	0,3530607	0,6474123	0,1390324	0,4475512	0,4096425	0,6383741	0,3239356	0,6518443	0,3875999	0,1031107	0,5637730	0,4043270	0,7188173	0,5472049	0,3909149	0,5997847	0,4752515	0,7774932
100	0,7358258	0,3774318	0,3202029	0,0679888	0,3859686	0,2423903	0,2512355	0,4636383	0,6106556	0,2023356	0,2299380	0,0991003	0,1246850	0,6676652	0,6154025	0,6429000	0,3999919	0,0586883	0,3002266	0,5703790	0,5929876	0,4572897	0,2485034	0,5303025	0,2050282	0,4827889	0,3758746	0,6362437	0,5761553	0,5277572	0,0295957	0,6360634	0,7401548	0,0451308	0,4902965	0,4744418	0,5064039	0,0873575	0,4457985	0,5837361	0,0439491	0,0221449	0,2694422	0,3140974	0,3306190	0,4598004	0,2958149	0,6561233	0,1702088	0,4507161	0,4890091	0,5944964	0,3539004	0,6838220	0,3639917	0,0815005	0,5773721	0,3357274	0,7256942	0,5455452	0,4491466	0,6792849	0,4757623	0,7697681
120	0,6717887	0,2031158	0,3292673	0,0436155	0,3946205	0,2072505	0,2152899	0,6433779	0,6358796	0,2177386	0,2282632	0,0946003	0,1681507	0,7737779	0,7406465	0,5194870	0,4707706	0,1026109	0,3871268	0,6077056	0,6859732	0,4265850	0,2861998	0,4105267	0,1510741	0,4202416	0,3547630	0,5414496	0,6786170	0,7628114	0,0608642	0,5761708	0,7423185	0,0802807	0,3978195	0,4573357	0,4869164	0,0604645	0,4586477	0,5414899	0,0666390	0,0352545	0,2829526	0,2847335	0,3419577	0,4640210	0,2198503	0,8071818	0,1912527	0,3702847	0,4568454	0,5624234	0,3398614	0,8031716	0,4233871	0,1106319	0,6375079	0,3005797	0,6165481	0,6502362	0,4080468	0,6704493	0,4387580	0,7148334
140	0,6675616	0,2879403	0,3987684	0,0260703	0,3912190	0,1572668	0,2241395	0,6752978	0,6107514	0,2452355	0,2344992	0,0957828	0,1013473	0,8019860	0,6913757	0,5465945	0,5068274	0,1051910	0,3779792	0,5081655	0,7178412	0,5317789	0,2441107	0,5837380	0,1466049	0,4813906	0,3355158	0,6374148	0,8422808	0,5652315	0,0159377	0,4731664	0,6536746	0,0813684	0,5332186	0,3161472	0,3215922	0,0254724	0,4869035	0,6030318	0,0858945	0,0194360	0,3005483	0,2559836	0,3297741	0,3919729	0,1560617	0,8024629	0,1588061	0,3864811	0,4720491	0,4616058	0,2613998	0,5955521	0,4387686	0,1425611	0,6697631	0,2409989	0,6203914	0,5600519	0,3265117	0,6861594	0,4272093	0,7923299
160	0,6034838	0,2552426	0,3959630	0,0216585	0,3625616	0,2403984	0,1854265	0,4618533	0,7223864	0,2524188	0,2473226	0,0435010	0,1501641	0,7386313	0,6603847	0,6883275	0,4560425	0,1446298	0,3821454	0,6110153	0,5834223	0,4655455	0,2021374	0,4231241	0,1348843	0,5957678	0,3428036	0,6201732	0,7723843	0,5801887	0,0370721	0,5585767	0,6828775	0,0728607	0,5374737	0,3981718	0,4847719	0,0428484	0,5183086	0,5755501	0,0902717	0,0304185	0,3573459	0,3438414	0,2456162	0,4060160	0,1537442	0,7389415	0,1347010	0,4204964	0,4972017	0,3891522	0,2462490	0,6441609	0,5148793	0,2340222	0,7361464	0,1902417	0,7119109	0,4239711	0,3640817	0,5816652	0,4600981	0,6259511
180	0,6361316	0,2578507	0,4440919	0,0420365	0,2952702	0,2481068	0,1457362	0,4923661	0,6117928	0,2142835	0,2172502	0,0613166	0,1062003	0,7654019	0,7344657	0,6395866	0,3784951	0,1790579	0,3791179	0,6637430	0,4906846	0,4602361	0,2047046	0,5076801	0,0862232	0,4329417	0,3785364	0,6024862	0,6126093	0,6140234	0,0112347	0,4139228	0,6448395	0,0825679	0,4778025	0,3599092	0,4583947	0,0535057	0,5527085	0,5152476	0,0855633	0,0373688	0,3496131	0,2551364	0,2534983	0,4235146	0,1317628	0,6777063	0,1472683	0,3546535	0,4308835	0,3976454	0,2756289	0,8275946	0,5373557	0,2063546	0,6268286	0,1701205	0,5585987	0,4806078	0,3622850	0,5898498	0,4662425	0,7460992
200	0,7259364	0,1771436	0,3753750	0,0446172	0,2670341	0,2385030	0,1730551	0,5409758	0,6983113	0,2874474	0,3110209	0,0517643	0,1493581	0,7761035	0,6575869	0,5115565	0,3712135	0,1293983	0,3014246	0,6535742	0,6001497	0,3817597	0,2719512	0,4627311	0,0888829	0,4104166	0,4342946	0,6468012	0,8286586	0,5637727	0,0277749	0,3984919	0,7657549	0,1152386	0,5447892	0,3085613	0,4693421	0,0697042	0,6833351	0,5959565	0,0578850	0,0261842	0,3199927	0,2576268	0,2643710	0,4404389	0,1398039	0,5873713	0,0900284	0,2225535	0,5353127	0,5416357	0,2224103	0,6408998	0,7176734	0,3161111	0,6590428	0,1799692	0,6906205	0,5278264	0,2440057	0,7272646	0,4507177	0,7759428
220	0,7081372	0,2114977	0,3840779	0,0356621	0,2734126	0,2131114	0,2033368	0,5359446	0,6744278	0,3499180	0,2949767	0,0747050	0,1575025	0,8329517	0,6680998	0,5581209	0,3185988	0,1855446	0,3218895	0,6702711	0,5682183	0,2938847	0,3526716	0,3856961	0,1707762	0,3699266	0,5074050	0,6495535	0,6464982	0,6552481	0,0150561	0,5188717	0,6595207	0,0574137	0,4816161	0,3102854	0,3987108	0,0610794	0,5418333	0,5179688	0,0771867	0,0280611	0,4192705	0,2355294	0,3094195	0,3680996	0,1317967	0,6781589	0,1144058	0,2777542	0,5261683	0,4326688	0,2001151	0,7149108	0,6219098	0,2462361	0,7259991	0,1547700	0,8561650	0,3694392	0,3055259	0,7712773	0,5951285	0,7869019
240	0,4884564	0,2108978	0,4184398	0,0356635	0,2354109	0,2169392	0,1835035	0,4758526	0,5268371	0,2987734	0,2591644	0,0391415	0,1145947	0,7073664	0,6251311	0,5225540	0,5443871	0,2830282	0,2685382	0,6576429	0,6434287	0,3666237	0,3011491	0,5104283	0,1315434	0,4018741	0,3921044	0,6650345	0,6148384	0,6060052	0,0165817	0,3845681	0,6529435	0,0632195	0,4564178	0,2961734	0,4111277	0,0709095	0,5776960	0,5543184	0,0501391	0,0553850	0,2824549	0,1751191	0,2606272	0,3560089	0,1068283	0,6640608	0,1189587	0,1999782	0,4586393	0,5195880	0,1559014	0,6078525	0,7146276	0,2157809	0,7057550	0,1567819	0,6532473	0,4820671	0,2637521	0,7707776	0,6091824	0,8439894
260	0,6051209	0,1552142	0,3871393	0,0163940	0,2128720	0,2114723	0,2477584	0,6318816	0,6167192	0,2864615	0,3136689	0,0510293	0,1512794	0,6487744	0,7589534	0,5082223	0,5160940	0,2300085	0,2592949	0,6006848	0,6980163	0,3298268	0,2777773	0,4779303	0,1634807	0,4633343	0,3493832	0,5694231	0,5837576	0,7223010	0,0218888	0,4453351	0,6546299	0,0569361	0,5028099	0,2738150	0,4902351	0,1446287	0,7174237	0,5174185	0,1115279	0,0243371	0,2621182	0,2325437	0,2564469	0,4719530	0,0886707	0,6588289	0,1434832	0,2560745	0,5575278	0,4099375	0,1212674	0,6123330	0,6137736	0,3132322	0,6272627	0,1046217	0,6339011	0,4389536	0,3160338	0,7989706	0,5465965	0,8864546
280	0,5308269	0,1728214	0,3928084	0,0361652	0,3134756	0,1729197	0,2815351	0,6152470	0,5683009	0,2574369	0,2458114	0,0981608	0,1475455	0,6956256	0,5624509	0,5913286	0,4551996	0,2645799	0,2615669	0,5899326	0,5564374	0,2916642	0,3986798	0,5947356	0,0994145	0,4343642	0,4782591	0,5394411	0,7068825	0,6956611	0,0141382	0,3518829	0,6361278	0,0498578	0,5480618	0,3696021	0,3518944	0,0943246	0,7528321	0,4472825	0,0854494	0,0397630	0,2954077	0,2562479	0,3591165	0,4026658	0,0654782	0,6719458	0,1307576	0,2161003	0,5569184	0,6220149	0,1231863	0,6423811	0,7275177	0,3121451	0,6733766	0,1641708	0,7367090	0,4379711	0,3384594	0,7311285	0,6550247	0,7590988
300	0,5622379	0,2073450	0,4022624	0,0210044	0,2237675	0,2236820	0,1964290	0,5522642	0,5120441	0,2948903	0,3807612	0,0497438	0,0996906	0,6897304	0,7337159	0,5348566	0,4031808	0,1786237	0,3323382	0,5268128	0,6119602	0,3360192	0,3256050	0,4796239	0,1165425	0,3783826	0,3645546	0,6807930	0,7877820	0,6305074	0,0483404	0,3421504	0,8159073	0,0317381	0,5583116	0,4168700	0,3527992	0,0904835	0,6964080	0,4011624	0,0639817	0,0356351	0,2570610	0,1686408	0,3635890	0,3302491	0,0668974	0,6071623	0,1209316	0,2372770	0,5927187	0,5012393	0,0875285	0,7051389	0,7316763	0,3177632	0,6047819	0,1252460	0,6409412	0,4727264	0,2601438	0,7005609	0,6053939	0,7138989
320	0,5658232	0,2437798	0,4473770	0,0727112	0,1839152	0,2551088	0,2897354	0,6370196	0,7758564	0,2696237	0,3342121	0,0771827	0,1338908	0,6873455	0,8157748	0,5367643	0,3716970	0,3174228	0,2614962	0,5374835	0,5771880	0,3216131	0,3622362	0,4694011	0,1460213	0,4239326	0,3336014	0,6433123	0,6471303	0,6363415	0,0162564	0,4060203	0,7467047	0,0526116	0,5187416	0,2675463	0,3909370	0,1301852	0,7901291	0,4195881	0,0731543	0,0416920	0,3128912	0,1881011	0,3336440	0,2881715	0,1004394	0,6927094	0,1473845	0,2014393	0,5531154	0,5232902	0,1290179	0,7860160	0,6492464	0,4028812	0,4963494	0,1136823	0,7757515	0,4701950	0,2369531	0,8099397	0,7324775	0,6166714
340	0,5175082	0,3670029	0,3691038	0,0341306	0,2096044	0,2086290	0,2036719	0,5505912	0,5783743	0,3012778	0,1900363	0,0594473	0,1801664	0,6694275	0,7163630	0,6252273	0,4458984	0,1714621	0,2895234	0,6333017	0,6136798	0,3423104	0,3648000	0,5377844	0,0974105	0,5224715	0,3905916	0,5475627	0,7856500	0,6999700	0,0104740	0,4496838	0,7704824	0,0266663	0,5066705	0,4032806	0,4098208	0,0916324	0,6062883	0,3817695	0,0829579	0,0462231	0,3763496	0,1733206	0,3059905	0,3284305	0,0931796	0,7208508	0,1344282	0,1823434	0,4085726	0,4546720	0,1282451	0,7193865	0,5913314	0,5312817	0,5527829	0,1030719	0,7545925	0,4453148	0,2479218	0,7243406	0,6925749	0,6651562
360	0,6538388	0,2629313	0,4138339	0,0319704	0,2627661	0,2424343	0,2114951	0,5233634	0,6644343	0,1925031	0,2415956	0,0753543	0,1419647	0,6102550	0,7368079	0,5497760	0,4342937	0,1615294	0,3085065	0,6672063	0,6872644	0,3230107	0,2488425	0,4692247	0,1625788	0,5159413	0,3137510	0,6105793	0,6720586	0,6111028	0,0067733	0,4753647	0,7414677	0,0692567	0,4018550	0,3801984	0,4638671	0,0478363	0,5288373	0,3892379	0,0657350	0,0627704	0,2887413	0,2824495	0,2162902	0,3028732	0,0659742	0,7997197	0,1046156	0,1815947	0,4524264	0,5342659	0,0840590	0,6323789	0,7056930	0,3976718	0,5180215	0,0944510	0,9536468	0,3798540	0,1960491	0,6251668	0,6442894	0,7799612
380	0,6078691	0,3164493	0,5088613	0,0234885	0,2780122	0,1913945	0,2295692	0,6072471	0,5680508	0,2316434	0,1994349	0,0465081	0,1437641	0,6834290	0,6577920	0,6368744	0,3786328	0,2799233	0,2936609	0,6321337	0,5852293	0,3467622	0,3587305	0,5722238	0,1456886	0,4137564	0,4358028	0,5730967	0,7494990	0,5592501	0,0118283	0,3590407	0,7309741	0,0830774	0,4349751	0,3544442	0,3852024	0,0497330	0,5691760	0,4279957	0,0483447	0,0600509	0,3104333	0,1991334	0,2272166	0,2960271	0,0386164	0,6319837	0,1204821	0,1908540	0,5120109	0,4710752	0,1226409	0,6432024	0,6780447	0,3526350	0,6415509	0,1024250	0,6996793	0,4693796	0,2164805	0,7415446	0,4857209	0,6788126
400	0,6721589	0,2256777	0,4241396	0,0432020	0,2553216	0,1720208	0,2672316	0,4917138	0,5599658	0,2665556	0,2242307	0,0753326	0,1335649	0,6738508	0,7693370	0,6978940	0,4272934	0,3550376	0,2780897	0,6046767	0,5832904	0,3144007	0,2336544	0,4374010	0,1471384	0,3541292	0,4234342	0,4930459	0,6898425	0,5916712	0,0164437	0,5675095	0,7484149	0,0789821	0,4081605	0,3080733	0,3426496	0,0384504	0,5336955	0,4509398	0,0635670	0,0362031	0,4455636	0,2148405	0,3166190	0,2691111	0,0593976	0,6236555	0,1080169	0,1958465	0,4736254	0,5612713	0,0526369	0,5728732	0,6292104	0,2477697	0,7502305	0,1085607	0,7463248	0,5370417	0,2869035	0,7060529	0,4796760	0,6991312
420	0,5655708	0,2276051	0,4224346	0,0272589	0,2890739	0,2071341	0,2297160	0,4687252	0,6204444	0,2204456	0,1638013	0,0650321	0,1390428	0,7149268	0,6699873	0,6000609	0,3290235	0,3564516	0,2785665	0,5746698	0,5741959	0,2970942	0,2519751	0,4646973	0,1008865	0,4551630	0,3476892	0,6334631	0,7716756	0,5640225	0,0231398	0,3406848	0,7863988	0,0643595	0,4006228	0,3080061	0,3375166	0,0395068	0,4878119	0,4124535	0,0708856	0,0407405	0,3224482	0,1858224	0,3105993	0,3346004	0,0961730	0,6226018	0,1517051	0,1893895	0,5905834	0,5581830	0,0712877	0,6894599	0,6751323	0,2413087	0,6919524	0,0862442	0,8052246	0,5103430	0,2395078	0,5898415	0,4472441	0,7765300
440	0,5519246	0,2307763	0,3110928	0,0375797	0,3360561	0,2612613	0,2138322	0,4453988	0,6324026	0,2033658	0,1913849	0,0794899	0,1827346	0,6894541	0,7481412	0,6139845	0,4032343	0,2467967	0,2256763	0,5963289	0,4844412	0,2858566	0,1928492	0,5421196	0,0795799	0,4870939	0,5179807	0,5486039	0,8622898	0,6289790	0,0140076	0,3611073	0,8189812	0,0424428	0,4018138	0,3371117	0,3016282	0,0666681	0,6704621	0,4380632	0,0761379	0,0302960	0,4038556	0,1852603	0,3006720	0,3359708	0,0468823	0,5361041	0,1315943	0,2447947	0,4321002	0,5311626	0,0704588	0,5837540	0,6256108	0,2999641	0,6818503	0,0510857	0,9044804	0,3830414	0,2956703	0,5737178	0,5054565	0,8930756
460	0,6155947	0,1823541	0,3769983	0,0557003	0,2948602	0,2145310	0,2437327	0,5857545	0,6540215	0,1928365	0,2170882	0,0895433	0,2036019	0,6076648	0,6390766	0,6410103	0,3342347	0,2612453	0,2692658	0,5893152	0,6197931	0,2958335	0,2719777	0,3794963	0,0734010	0,4941462	0,4391137	0,5810384	0,7232301	0,5315680	0,0341486	0,3872169	0,7812813	0,0878363	0,3498537	0,3588797	0,4169975	0,0652595	0,7708285	0,4656936	0,1331030	0,0732155	0,4433366	0,3168056	0,3312644	0,3743173	0,0633893	0,5909534	0,1228937	0,1559231	0,6239101	0,4640792	0,0698625	0,7738203	0,5883045	0,3663997	0,6204588	0,1019741	0,8316786	0,3751992	0,2682029	0,7013649	0,4851542	0,6831605
480	0,6763127	0,2154116	0,3849214	0,0263643	0,3259303	0,1496544	0,2528897	0,5027870	0,5698277	0,2676603	0,2105307	0,0685339	0,1294173	0,6398048	0,8579990	0,7488927	0,3632906	0,3543323	0,2979248	0,6411837	0,5175804	0,3336606	0,3127278	0,2891678	0,1036514	0,3847304	0,4365173	0,6213171	0,6860283	0,6451848	0,0426377	0,4846450	0,8148463	0,0634372	0,3925557	0,2790820	0,3502400	0,0630251	0,6538815	0,5989491	0,0570491	0,0456391	0,4228982	0,2386951	0,4502937	0,4268576	0,0462381	0,7536796	0,1671088	0,2228129	0,6399175	0,4551479	0,1053267	0,5061732	0,5902328	0,4640965	0,7121816	0,0888372	0,7372417	0,5574063	0,2884584	0,6674405	0,4189601	0,7451584
500	0,5021773	0,3207616	0,4442085	0,0250330	0,2503204	0,2479001	0,1944962	0,5135935	0,6049508	0,2970268	0,2545114	0,0495631	0,1394079	0,7166570	0,8407697	0,7791142	0,3489996	0,2383855	0,3264740	0,7181792	0,5829657	0,2748743	0,2140669	0,3434678	0,0816660	0,4537042	0,4484083	0,5608932	0,7537676	0,5510304	0,0228866	0,5055245	0,6602054	0,0674882	0,4924669	0,3414151	0,3447702	0,0747028	0,7190092	0,4706863	0,0874279	0,0411633	0,3984660	0,2281868	0,3972444	0,3445221	0,0786350	0,5678810	0,1314630	0,1760932	0,5220213	0,5375352	0,1068768	0,6503780	0,5832465	0,3568314	0,5766834	0,0812539	0,6796324	0,4670248	0,2806176	0,6183165	0,4565848	0,6101686
520	0,5821144	0,3541827	0,4746328	0,0710119	0,2156829	0,1907210	0,2258918	0,5915642	0,6594154	0,3051425	0,2391531	0,0878178	0,1240562	0,6215511	0,7269570	0,6867909	0,5035326	0,2142999	0,3331286	0,6588211	0,6315001	0,3256130	0,2200465	0,2856478	0,1362543	0,5815264	0,3665802	0,4065434	0,7897918	0,7701295	0,0184447	0,4827040	0,7819721	0,0632203	0,3749726	0,3720654	0,3688736	0,0605157	0,6061006	0,5378822	0,0684555	0,0280553	0,4227915	0,2150915	0,5310367	0,3979087	0,0861276	0,6578704	0,1904228	0,2064237	0,4524283	0,5284761	0,0934311	0,6734537	0,6929116	0,4532667	0,5375991	0,0892765	0,5558205	0,5543426	0,2964003	0,6579935	0,4678149	0,6653584
540	0,5003826	0,1845893	0,3732419	0,0980081	0,3451898	0,2056407	0,2701278	0,4998753	0,6062587	0,3187344	0,2967570	0,0574933	0,1579537	0,5758356	0,7586037	0,5919376	0,4458359	0,2880869	0,3165526	0,6509490	0,5890461	0,2717238	0,2018290	0,3584967	0,0783844	0,5597940	0,4601741	0,4681002	0,7110358	0,6163063	0,0103842	0,3343171	0,5829942	0,1096798	0,4262016	0,3944084	0,4092085	0,0899120	0,5917640	0,4981878	0,0826168	0,0591735	0,4309589	0,1861475	0,3716495	0,4185976	0,0696583	0,5883914	0,1623919	0,2039519	0,4542683	0,5729800	0,0785354	0,8743870	0,5616653	0,4300320	0,6891159	0,0860873	0,6842321	0,3648382	0,3551294	0,5658554	0,4999810	0,6478122
560	0,7309915	0,1710834	0,4618721	0,0260827	0,3642182	0,2878389	0,3155271	0,5224221	0,5568944	0,2491195	0,2475357	0,0327005	0,0908006	0,5969059	0,7920091	0,6518003	0,3665169	0,3307017	0,3133986	0,6562098	0,5394452	0,2347405	0,2273973	0,3443964	0,1052950	0,5373469	0,3356344	0,6009195	0,8839235	0,5590418	0,0206831	0,3559352	0,7979807	0,0487104	0,4291180	0,3333787	0,4520103	0,0970730	0,6263703	0,5793417	0,1284786	0,0787825	0,3953237	0,1891159	0,2730364	0,3417289	0,0836551	0,6466826	0,1118588	0,1873400	0,5089296	0,4902089	0,0503713	0,6665875	0,5755562	0,4332851	0,5341948	0,1152105	0,6361397	0,3977485	0,2588923	0,7115312	0,4952431	0,7485309
