"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	yhiD	hdeB	hdeA	rutB	rutG	rutC	rutE	rutF	rutA	rutD	cadB	gadB	fadL	cadA	gadC	sra	rprA	nemA	wcaB	wza	lldP	osmB	betT	betB	wcaA	wzc	gadY	wzb	betA	lldD	bdm	treC	slp	hdeD	treB	dctR	rpoS	yjbF
780	0,6926646	0,8361587	0,2224022	0,7100026	0,6660447	0,4248706	0,1654334	0,5092937	0,6342840	0,1290530	0,2471650	0,0699320	0,3052005	0,7038726	0,7631769	0,6015645	0,6528960	0,1486592	0,3823563	0,6357268	0,6302296	0,3961437	0,2347475	0,4646299	0,2351569	0,2454383	0,5623533	0,6466185	0,4735651	0,6828898	0,0423605	0,6349876	0,5643804	0,0482868	0,4000021	0,5010686	0,4771919	0,3591319	0,2739425	0,5828040	0,1005175	0,0336825	0,5531758	0,3101916	0,4620049	0,2754239	0,5137964	0,7487730	0,1282262	0,3414600	0,6087697	0,5100541	0,3408700	0,7101655	0,2829430	0,0621598	0,7614000	0,3842641	0,6562105	0,6102390	0,4838831	0,2410672	0,4246025	0,5534487
800	0,6840326	0,6099438	0,3087575	0,6935353	0,5386386	0,3856674	0,1736214	0,4971894	0,5662296	0,1482671	0,3146961	0,0775911	0,2041254	0,8301956	0,6479859	0,6150440	0,6301859	0,1300358	0,3315861	0,6046820	0,5531435	0,5205608	0,2312502	0,4670515	0,3130432	0,2492406	0,5037577	0,7503187	0,3936902	0,6927237	0,0510737	0,5722119	0,5957762	0,0763947	0,5232261	0,4717585	0,3932485	0,3257683	0,2407742	0,5357400	0,0700491	0,0639981	0,6119565	0,3039237	0,4118149	0,2685339	0,4929854	0,5918924	0,1567684	0,4580913	0,6792250	0,4711808	0,2720133	0,6456670	0,2338541	0,0767897	0,6447197	0,3646946	0,7085222	0,6309838	0,5278742	0,2695591	0,4017870	0,6608214
820	0,7885802	0,6996093	0,2361434	0,6617778	0,6438307	0,3361330	0,1726589	0,6602600	0,6036261	0,1067519	0,3501347	0,0729260	0,2041139	0,7211552	0,7327605	0,7180435	0,7190602	0,1439679	0,4669070	0,5629158	0,7849587	0,3994933	0,2540651	0,6104316	0,2167333	0,2853448	0,4918379	0,5820763	0,4202309	0,6416134	0,0259972	0,8629722	0,7001862	0,0672088	0,5210961	0,4365247	0,4656468	0,3769235	0,2188063	0,5310743	0,1300214	0,0388817	0,5737864	0,2535615	0,3231074	0,3711776	0,4904224	0,7015495	0,2126461	0,3012949	0,5960840	0,5958091	0,3082337	0,6572033	0,2533718	0,0500987	0,6890156	0,4327737	0,7185242	0,6810576	0,5652949	0,3501410	0,4154384	0,6614682
840	0,7399151	0,7596855	0,2728982	0,7103530	0,4980665	0,4686583	0,2568294	0,5779288	0,6437427	0,0712194	0,2121374	0,0722930	0,1706108	0,7139600	0,7526376	0,6395430	0,6487448	0,1802474	0,3481604	0,4620332	0,6125240	0,4418702	0,1981440	0,6307798	0,1826981	0,1858898	0,4797337	0,5806280	0,4425502	0,6346214	0,0239265	0,7442286	0,6368251	0,0737501	0,4739101	0,4505591	0,3553286	0,3572907	0,2427926	0,4584919	0,0853168	0,0280992	0,5756912	0,3481360	0,3898534	0,2741792	0,6141303	0,5394332	0,1825716	0,4625253	0,5349871	0,4850320	0,3470456	0,5744783	0,2971005	0,0328961	0,7293771	0,3850559	0,7047212	0,5871237	0,5847882	0,3937364	0,3619128	0,6609887
860	0,7220380	0,6722421	0,2910577	0,6334883	0,5150342	0,4229761	0,2398314	0,5040555	0,7461259	0,1600386	0,2489138	0,0442219	0,1219583	0,7541365	0,7205759	0,5926898	0,7475523	0,1326384	0,3201733	0,5562205	0,6709747	0,3653428	0,2855440	0,5796961	0,2292294	0,3153720	0,4271417	0,6726053	0,5210822	0,7345074	0,0148810	0,6906997	0,4659384	0,0755619	0,2916275	0,5097214	0,2910286	0,2229508	0,2299251	0,5799897	0,0519447	0,0299162	0,5816811	0,2862486	0,2957952	0,3303898	0,5185252	0,5836579	0,2080916	0,4602186	0,6243760	0,5713393	0,4383741	0,5319900	0,3356766	0,0425569	0,6170690	0,4976027	0,7874754	0,4953419	0,6357235	0,3781163	0,3373229	0,7374354
880	0,7904395	0,6646812	0,3224670	0,6247536	0,5170350	0,4317408	0,2561712	0,4604129	0,6107356	0,1162788	0,2441387	0,0548909	0,1668420	0,7786522	0,7910800	0,5466283	0,8128840	0,1126128	0,2892730	0,6293280	0,6354217	0,3789609	0,2700281	0,5648044	0,2756591	0,1902405	0,4094894	0,6127906	0,5771727	0,6607276	0,0528349	0,6629498	0,7068181	0,0918441	0,3735826	0,5286477	0,3418460	0,2635920	0,2661352	0,5197163	0,0432357	0,0379914	0,4044359	0,3655867	0,3771698	0,3785043	0,5229715	0,5698003	0,1492741	0,4457252	0,6531537	0,5150174	0,4194841	0,6448037	0,3825906	0,0628015	0,6709576	0,3526130	0,5774303	0,3981156	0,5064695	0,3733987	0,3466538	0,6738434
900	0,6705166	0,6621658	0,2995075	0,6894637	0,4533635	0,4241875	0,2371706	0,5145246	0,6606316	0,1118930	0,2605147	0,0394590	0,1880666	0,5487270	0,7146847	0,5795022	0,8040846	0,1330850	0,2527891	0,5732607	0,6439646	0,4340976	0,2576255	0,5254894	0,2467857	0,2098183	0,4126669	0,6622042	0,4507804	0,6870315	0,0381642	0,6590221	0,5188213	0,0782154	0,4459681	0,5383253	0,3418304	0,3306459	0,1803883	0,5472091	0,0684377	0,0393661	0,4540284	0,3655240	0,3786617	0,2029766	0,4630441	0,7589329	0,2149836	0,4451326	0,5580501	0,5246220	0,4433558	0,7644946	0,3458246	0,0319055	0,5164221	0,4039121	0,6114176	0,6173692	0,5296170	0,3876150	0,3813767	0,8549380
920	0,7604702	0,6848704	0,3035235	0,6466642	0,6738512	0,3878249	0,2707159	0,4814357	0,6661810	0,0952312	0,3296471	0,0644065	0,1179825	0,6622516	0,7456188	0,5149876	0,6294276	0,1923286	0,2966936	0,5054873	0,6957874	0,2763713	0,2750194	0,6040267	0,2704321	0,2627253	0,5314461	0,7067617	0,5418758	0,6201834	0,0774410	0,5631039	0,6142295	0,0943459	0,4232172	0,6434973	0,4456913	0,2922244	0,2230370	0,5517062	0,0468432	0,0171945	0,3920721	0,4079856	0,3147227	0,2716975	0,5756428	0,7518536	0,2266189	0,4125173	0,6197739	0,4474284	0,4049531	0,6971749	0,3480504	0,0434062	0,4385611	0,3798126	0,5505224	0,4847216	0,5697546	0,3462803	0,3894022	0,7749758
940	0,7671752	0,5712632	0,3568461	0,7221615	0,5865623	0,3461617	0,2758070	0,6265652	0,6069614	0,0876712	0,4218826	0,0471983	0,1250056	0,7009124	0,6563428	0,4748334	0,7748906	0,1158493	0,3309592	0,6556093	0,5825536	0,3339745	0,2226354	0,5580545	0,2488854	0,2011911	0,3382265	0,6860133	0,5161594	0,7567509	0,0255793	0,6989210	0,5871674	0,0768365	0,3740859	0,5014893	0,4735229	0,2540192	0,2185101	0,5227045	0,0514621	0,0310650	0,4029420	0,3812848	0,2812878	0,2655529	0,5150733	0,5873091	0,2064491	0,3419843	0,5139453	0,4495537	0,4047108	0,6472988	0,2228943	0,0500813	0,5526445	0,3755434	0,7414453	0,4833927	0,5142411	0,2522237	0,4874813	0,7285336
960	0,7145368	0,6682014	0,2988973	0,6771905	0,5376613	0,3941837	0,1976744	0,6118993	0,6195437	0,0890111	0,2875244	0,0406004	0,1285173	0,7518035	0,7586431	0,4854764	0,7661061	0,1250071	0,3459577	0,5249746	0,7554690	0,3642077	0,3283587	0,6899809	0,2659989	0,1827888	0,4510762	0,7271069	0,4711406	0,5865014	0,0399939	0,6247340	0,6466546	0,0615684	0,4367995	0,5006714	0,5359697	0,2296464	0,2233816	0,5195406	0,0263255	0,0382282	0,3714080	0,3102436	0,3297198	0,3047801	0,4663564	0,6130925	0,1938968	0,3450924	0,4268176	0,4144267	0,3960368	0,6202479	0,2658785	0,0891516	0,5247276	0,3330260	0,7236804	0,5195801	0,5183812	0,3331397	0,3603943	0,7344383
980	0,8258693	0,5920718	0,3142128	0,6908200	0,5767987	0,3271516	0,2559621	0,4038647	0,6052745	0,0732098	0,2661324	0,0656883	0,1112981	0,6520433	0,6864317	0,5277601	0,7628603	0,0948594	0,2719586	0,5222359	0,6371015	0,3734888	0,3311935	0,5087045	0,2826811	0,2199408	0,4382841	0,7234949	0,4459393	0,5623409	0,0323641	0,6336401	0,6694066	0,0537456	0,4259219	0,6256268	0,5216536	0,3190124	0,2680955	0,6415513	0,0389379	0,0456429	0,3191804	0,3115625	0,2510395	0,3071822	0,5383336	0,6842999	0,1650066	0,3845667	0,4355113	0,4553260	0,3646095	0,7003769	0,3131389	0,0738995	0,5324524	0,3740986	0,8181969	0,5153285	0,5601604	0,3659517	0,4750744	0,8241376
1000	0,7841378	0,6945475	0,2424357	0,7047157	0,5240935	0,2764310	0,1588371	0,4937331	0,6466529	0,0614802	0,2256289	0,0524327	0,1579417	0,5745751	0,7095256	0,5358279	0,7540786	0,1216014	0,3245222	0,5173904	0,6549573	0,3651504	0,3451439	0,6995243	0,2933988	0,1654256	0,4091235	0,6785803	0,5196737	0,5494249	0,0170148	0,7227641	0,6524698	0,0697853	0,4152621	0,4418110	0,4168205	0,3720615	0,2215635	0,5367222	0,0478406	0,0540177	0,3720977	0,2556230	0,3749375	0,3476744	0,4940648	0,6674138	0,1263129	0,3812863	0,4363022	0,4378316	0,3183307	0,8507282	0,3154757	0,0594534	0,5352667	0,4529871	0,8122705	0,5111194	0,5194681	0,3495904	0,3723215	0,8803683
1020	0,7291214	0,6876005	0,3114899	0,7537888	0,4738375	0,3530509	0,2701501	0,4762011	0,7128765	0,0861866	0,3338607	0,0560784	0,1241197	0,7391820	0,6403273	0,4924877	0,8703400	0,0959035	0,3856314	0,5565635	0,6461609	0,3985455	0,3231400	0,5810396	0,3468539	0,1648863	0,6336209	0,6655988	0,4902361	0,5474659	0,0303593	0,7414859	0,5474301	0,0754228	0,4507070	0,5121198	0,4097516	0,2550902	0,2035174	0,4801428	0,0275800	0,0524210	0,3376785	0,2799641	0,3397419	0,3889194	0,5221969	0,5626980	0,2509875	0,4428542	0,4203471	0,5291987	0,3541639	0,7467122	0,2999078	0,0720429	0,5977430	0,3921423	0,7842807	0,5203128	0,6246781	0,3698482	0,4547193	0,6087159
1040	0,7651302	0,7244297	0,2180502	0,6485004	0,4992184	0,3844763	0,2045496	0,5059620	0,7218909	0,1051085	0,3057388	0,0581127	0,0984941	0,6983848	0,6238894	0,4683615	0,7363513	0,0737928	0,3298778	0,5653889	0,6389620	0,3272150	0,3664004	0,6222480	0,3371312	0,2104628	0,4248486	0,6170535	0,4689630	0,6838654	0,0328803	0,6288983	0,6457178	0,0814682	0,5110712	0,5717715	0,5527707	0,2987313	0,2781926	0,5322805	0,0456511	0,0853102	0,3110522	0,2407810	0,2564094	0,3872933	0,6158797	0,5939344	0,1470974	0,3939236	0,4544529	0,5702608	0,2331239	0,8560452	0,2592644	0,0747345	0,6529020	0,2955596	0,7817879	0,5144686	0,4811100	0,3383537	0,5484651	0,6768024
1060	0,6105473	0,6351874	0,3203241	0,6362490	0,4083582	0,3443209	0,2272603	0,4915482	0,5675931	0,1374992	0,2921811	0,0640498	0,1096665	0,7461218	0,6516113	0,7387204	0,6727934	0,0676540	0,2865799	0,5327014	0,5753090	0,3470743	0,4517000	0,5040268	0,3791779	0,2018378	0,4222495	0,6357720	0,4510361	0,5933291	0,0180546	0,7076721	0,5626882	0,0790128	0,4240730	0,4462603	0,5911227	0,2998268	0,1885877	0,6854252	0,0285376	0,0337104	0,1718591	0,2860794	0,3133417	0,3640489	0,4350532	0,5852335	0,1810750	0,4020412	0,4065379	0,4770616	0,2957262	0,6518475	0,2522459	0,0503846	0,6958624	0,3556653	0,8692888	0,4659150	0,4485539	0,2266018	0,4453989	0,7377737
1080	0,6724342	0,6395928	0,2796731	0,6706811	0,5832307	0,4084512	0,3241160	0,6205116	0,5028559	0,1695887	0,2502140	0,0419391	0,0833992	0,7703297	0,7424809	0,6453609	0,6645206	0,0975532	0,2993395	0,5262615	0,8022740	0,3603856	0,3232198	0,4484321	0,2821714	0,1484270	0,3717138	0,7194550	0,5000559	0,5904539	0,0276290	0,7050070	0,5422783	0,0821221	0,4943349	0,4199567	0,5291430	0,2822991	0,2741081	0,4614611	0,0514683	0,0511606	0,3265332	0,2521095	0,3411513	0,3810402	0,3562151	0,6739400	0,1622088	0,4372803	0,4931825	0,3995879	0,2467552	0,7274377	0,4553057	0,0625502	0,6065149	0,3574940	0,8049162	0,3829422	0,5663872	0,3457645	0,4715989	0,5854431
1100	0,7207702	0,6372326	0,2641305	0,7045751	0,4431055	0,3926746	0,2109999	0,5328114	0,6139785	0,1366839	0,1942563	0,0630897	0,1673267	0,6815792	0,8181274	0,6291088	0,6148358	0,0926516	0,3575803	0,6176470	0,6022470	0,3727314	0,3133573	0,5716757	0,2540273	0,2883496	0,3424743	0,9101788	0,4438009	0,6655657	0,0176233	0,5731208	0,6293765	0,1332017	0,4236829	0,5017056	0,4026499	0,3309685	0,1831907	0,5760042	0,0509889	0,0477454	0,2182230	0,3045388	0,3860949	0,3909480	0,4771267	0,6245321	0,2261425	0,4543329	0,4837793	0,4242379	0,2442279	0,6491494	0,4242919	0,0541194	0,5501845	0,3516133	0,7534814	0,5166369	0,5996423	0,3084949	0,4472400	0,7449427

0	0,8483951	0,8310075	0,2281652	0,0120507	0,6943072	0,3964322	0,2707146	0,6509177	0,6733174	0,0884858	0,3818379	0,0468006	0,1178625	0,7064317	0,6539030	0,6171373	0,6378023	0,0973393	0,2596381	0,5677699	0,7010614	0,3567555	0,3193244	0,5663583	0,2704459	0,2274883	0,5338953	0,5786394	0,4599911	0,7008084	0,0216923	0,6512044	0,6344540	0,0749683	0,4367455	0,5202434	0,4227879	0,4005376	0,2635449	0,6369550	0,0654193	0,0304277	0,1924736	0,2610540	0,3143544	0,3353667	0,5344164	0,6907514	0,1597691	0,4382994	0,4741652	0,4947601	0,3767697	0,7350895	0,3008644	0,0544064	0,5858614	0,3816238	0,8212268	0,4744233	0,4850210	0,4716208	0,3818550	0,6400600
20	0,8198954	0,7674519	0,2091423	0,0071943	0,5860616	0,3825095	0,2343905	0,5197701	0,4596619	0,0833012	0,2767945	0,0284363	0,0988351	0,6016004	0,6889046	0,6415062	0,6239694	0,1021863	0,2536669	0,5751714	0,6592602	0,3153024	0,3172762	0,7076033	0,3550069	0,2110661	0,4003749	0,7044377	0,4113819	0,7260579	0,0237176	0,6063727	0,5932054	0,0247352	0,5125410	0,5493873	0,3658229	0,3287098	0,1950957	0,5720034	0,0595979	0,0534135	0,1869686	0,2550188	0,2990005	0,3938298	0,3647219	0,7069647	0,1435006	0,4596293	0,4032322	0,4050265	0,4264048	0,8198582	0,3096501	0,0820244	0,6055989	0,4054303	0,7101973	0,5934252	0,5114086	0,4749474	0,3822573	0,6364722
40	0,7533749	0,5192176	0,2418814	0,0208242	0,5367021	0,4630049	0,2402821	0,5535526	0,4215156	0,1115297	0,2592072	0,0623510	0,1431729	0,8676127	0,6119699	0,4957485	0,6314535	0,1161849	0,2317024	0,6033498	0,4589545	0,2324430	0,3016913	0,6131865	0,2406767	0,2434452	0,3661531	0,6814109	0,5949347	0,6889025	0,0238018	0,6664308	0,6972583	0,0491584	0,6743610	0,5339082	0,4883888	0,3449627	0,1370451	0,6608022	0,0810401	0,0265575	0,2008136	0,2922289	0,2603205	0,4253234	0,5692111	0,6844664	0,1525726	0,5587231	0,4855532	0,4907394	0,3946386	0,7013469	0,3100935	0,0575309	0,4331071	0,3846487	0,6542543	0,5050282	0,4821911	0,3804725	0,3023502	0,7374358
60	0,7165248	0,5517286	0,2293541	0,0292768	0,4939670	0,3787122	0,3307924	0,5101745	0,2899278	0,0678563	0,2992217	0,0728038	0,2593346	0,8767790	0,5356711	0,5356609	0,4602300	0,1394442	0,3830575	0,5186443	0,4774739	0,3779501	0,3836857	0,6550695	0,3112261	0,2644776	0,6581016	0,8102902	0,4670178	0,8357120	0,0179329	0,7068113	0,7595848	0,0366094	0,5400417	0,4233525	0,4250900	0,3279745	0,1589061	0,4400273	0,0459928	0,0484191	0,2509112	0,2652592	0,2448255	0,4354377	0,4356749	0,5773620	0,1103462	0,5271275	0,6758980	0,5136670	0,3997987	0,8700028	0,2970839	0,0549760	0,5687331	0,3602216	0,6741258	0,4437265	0,5586133	0,3548804	0,3398648	0,5851738
80	0,6103050	0,4808112	0,1644000	0,0346591	0,4492563	0,4375839	0,3082682	0,6277149	0,1553910	0,0776432	0,2068046	0,0978497	0,2733412	0,5370141	0,6141098	0,6318754	0,4528185	0,2300553	0,2449543	0,5316249	0,4947240	0,3616783	0,2859662	0,6135689	0,2979268	0,1939109	0,4512277	0,7562018	0,5084673	0,7913450	0,0602544	0,6743419	0,7143128	0,0257470	0,4950067	0,4790193	0,4366680	0,3408922	0,2550886	0,4313217	0,0742756	0,0277476	0,2687114	0,2962857	0,2960294	0,3246865	0,3598479	0,5516578	0,0690922	0,5116565	0,6268143	0,4782691	0,4094129	0,5976736	0,4001154	0,0673943	0,6859555	0,2823180	0,7198521	0,4707322	0,5059455	0,2784786	0,3727782	0,7945179
100	0,6459543	0,4008109	0,1402659	0,0227760	0,3918582	0,3949515	0,2267770	0,4358703	0,1199047	0,0963613	0,3132070	0,1210958	0,2583704	0,8216165	0,6059993	0,6526625	0,3652588	0,3305107	0,2830451	0,5079271	0,5961916	0,4076933	0,2452375	0,4810376	0,2273641	0,2233214	0,5322092	0,6005190	0,5358244	0,7741803	0,0276421	0,6492612	0,5923520	0,0491981	0,4147063	0,3926969	0,4222434	0,3513620	0,2311077	0,4709380	0,0458496	0,0260469	0,3025940	0,3344588	0,3593226	0,3213077	0,3137609	0,5879452	0,0517063	0,5623203	0,7641756	0,4649211	0,3256505	0,7120165	0,4119744	0,0562011	0,6865090	0,2958991	0,6838067	0,5211767	0,4660012	0,4865868	0,3906208	0,6303122
120	0,6660645	0,3392054	0,1838738	0,0186700	0,4056773	0,3231051	0,2164803	0,6061250	0,0568825	0,0786759	0,2970853	0,0707847	0,3930137	0,5806647	0,5817220	0,6208645	0,4188276	0,3219825	0,2341501	0,4911040	0,5241245	0,3579211	0,2171995	0,5007768	0,2544605	0,1855718	0,5132768	0,7268771	0,4660760	0,6041395	0,0322665	0,6528381	0,5728847	0,1095206	0,4405888	0,3850707	0,3594374	0,3101407	0,2244132	0,5736942	0,0418693	0,0467616	0,3617251	0,3604208	0,4954026	0,3674008	0,4420647	0,6300839	0,0414808	0,5521376	0,6713254	0,5300374	0,3361945	0,5917147	0,4455588	0,0295479	0,6796229	0,3169089	0,6840307	0,4838034	0,4429686	0,2891720	0,4733334	0,6651209
140	0,6558541	0,3240440	0,1453522	0,0212012	0,4183303	0,3444797	0,2249646	0,5467383	0,0309611	0,0906160	0,2686554	0,0562665	0,3485896	0,6010695	0,4791680	0,5222734	0,2540496	0,3577768	0,3250489	0,6903590	0,6796062	0,4054691	0,1595495	0,4996660	0,2405116	0,1486572	0,4990283	0,6345671	0,4740168	0,5999372	0,0476031	0,7457967	0,5132426	0,0849946	0,4710939	0,3261079	0,4062304	0,3137436	0,2860342	0,6944451	0,0371545	0,0462509	0,4745553	0,4794233	0,4658167	0,2847407	0,3850148	0,5488724	0,0211178	0,6339009	0,6587830	0,6073706	0,3167212	0,7191213	0,4793275	0,0899777	0,6431017	0,2288090	0,6925826	0,4109219	0,3402130	0,3350803	0,4025737	0,5956480
160	0,6183499	0,3222969	0,0732650	0,0282365	0,4273112	0,3613316	0,2292373	0,4943182	0,0208980	0,0860528	0,2542429	0,0751116	0,4860569	0,6995652	0,5542158	0,5505051	0,1708694	0,4464004	0,2919158	0,5991059	0,5652860	0,2558470	0,2128616	0,3625818	0,1755708	0,1204936	0,5613315	0,6668847	0,4664069	0,5821112	0,0290714	0,5388652	0,6660012	0,0897066	0,4819106	0,3666113	0,3863827	0,2916491	0,2799914	0,6362543	0,0272057	0,0635320	0,4217492	0,5440093	0,5602518	0,2992674	0,2978067	0,7006898	0,0405211	0,9072561	0,6300525	0,5388313	0,2923004	0,6222781	0,6021733	0,0559122	0,6300668	0,2549776	0,6697763	0,4903961	0,4134407	0,3068630	0,3928674	0,6151185
180	0,7246717	0,3607960	0,0793108	0,0480749	0,4884600	0,3239858	0,2048906	0,4871705	0,0165111	0,1273184	0,2840402	0,0439585	0,5079854	0,5292169	0,5746304	0,6521134	0,2115434	0,5828814	0,3069774	0,5198647	0,5692975	0,2883481	0,2222792	0,3537628	0,1577499	0,1857241	0,4672098	0,6787140	0,4496684	0,6458027	0,0158636	0,6688909	0,5419555	0,0960298	0,4153832	0,2776022	0,3657452	0,3347842	0,2867390	0,6136737	0,0648189	0,0460599	0,6417907	0,5121227	0,6261818	0,2705739	0,3245700	0,6722289	0,0430683	0,6742730	0,6045741	0,6343662	0,2628214	0,6536030	0,5155275	0,1724707	0,8257468	0,2391701	0,6868171	0,4692170	0,3415108	0,2799367	0,3497409	0,6533801
200	0,7441729	0,3716976	0,0843294	0,0491846	0,4867644	0,3822975	0,2307831	0,4136411	0,0136500	0,1490796	0,3305593	0,0718116	0,5800758	0,6851858	0,4447136	0,6262301	0,1738695	0,5483985	0,3843009	0,6013993	0,5500515	0,3562189	0,2393282	0,3000792	0,1714996	0,1423755	0,4650677	0,7373409	0,5297572	0,6186984	0,0081064	0,6495744	0,6093131	0,0921388	0,4300650	0,2612720	0,3131137	0,3183474	0,3815628	0,6062411	0,0287122	0,0645151	0,6598477	0,5365106	0,5227243	0,2514832	0,3505560	0,6827522	0,0208984	0,6663651	0,6593737	0,6669072	0,2555168	0,7347551	0,5440193	0,1656948	0,6603468	0,2029038	0,6517678	0,5072551	0,3764848	0,2866863	0,3800580	0,6431728
220	0,7476300	0,2692069	0,0883119	0,0348324	0,3488739	0,3487734	0,1820817	0,5173341	0,0097452	0,0769237	0,2221496	0,0959451	0,5279424	0,5383835	0,5575888	0,6574427	0,1645570	0,6048568	0,3655547	0,6986574	0,5915976	0,3120735	0,2200903	0,2577336	0,1626374	0,1569598	0,4476863	0,7451050	0,6267993	0,5942653	0,0086105	0,5523053	0,5541126	0,0812302	0,3641875	0,2801446	0,3382116	0,3057398	0,3060347	0,6337923	0,0349425	0,0834787	0,5523352	0,4968782	0,5220521	0,2429048	0,4100249	0,6616861	0,0153659	0,7239382	0,5693360	0,5737551	0,1813122	0,6945724	0,6146285	0,1459492	0,7228767	0,1914399	0,7283439	0,4194044	0,3250235	0,2619308	0,3517812	0,7643929
240	0,7741417	0,4233446	0,0653328	0,0521592	0,4025415	0,4623804	0,2676928	0,5361317	0,0132778	0,0960296	0,2121739	0,0669805	0,4660534	0,5988136	0,5928810	0,5096520	0,2086892	0,5967954	0,2411973	0,6736374	0,7015429	0,2266772	0,2360340	0,2554587	0,1518284	0,1563150	0,5069295	0,7493912	0,5479691	0,6330972	0,0236542	0,4164853	0,6216218	0,0799084	0,4033975	0,3269511	0,3675748	0,3885700	0,4094635	0,6971314	0,0394082	0,0884556	0,6546480	0,6351622	0,5694697	0,3227378	0,3965799	0,6893485	0,0095213	0,5323358	0,6469960	0,5251818	0,2819261	0,6556145	0,6908616	0,0959273	0,7778019	0,1999275	0,7439002	0,4640532	0,3666684	0,2438278	0,3651311	0,6519398
260	0,7985292	0,3573570	0,0723656	0,0697667	0,4348012	0,4394399	0,2047403	0,4746612	0,0017674	0,0612418	0,2740528	0,0420271	0,5616711	0,6918560	0,5156955	0,5710729	0,1575961	0,6571991	0,3252758	0,5755331	0,6167022	0,2276283	0,1099711	0,2595772	0,1987867	0,1724616	0,6489611	0,5821026	0,4080496	0,4406978	0,0362521	0,4176473	0,7274559	0,0587507	0,4227673	0,3180295	0,3188378	0,3853054	0,4493950	0,7020003	0,0707105	0,1746105	0,6842899	0,7056609	0,6385888	0,2848289	0,4017890	0,6509837	0,0155245	0,5721604	0,6612367	0,5642459	0,2216817	0,7614300	0,6612634	0,0995998	0,6236188	0,1687511	0,6869276	0,4364440	0,3467821	0,3295768	0,3239041	0,6861554
280	0,7699340	0,3560286	0,0512741	0,0501258	0,5167715	0,3763448	0,1887982	0,4884159	0,0019961	0,0618923	0,2572557	0,0750251	0,5363249	0,7527849	0,6350650	0,6830484	0,1663035	0,7761640	0,2971805	0,7819070	0,5789559	0,2327020	0,1243865	0,2673661	0,1159525	0,1766162	0,4605179	0,6739645	0,4724500	0,6335112	0,0278107	0,4889085	0,5482831	0,0791206	0,3961246	0,3607958	0,3747016	0,3064006	0,3588289	0,6747589	0,0437159	0,1372105	0,6901421	0,6760789	0,7084086	0,2260612	0,3330553	0,6468100	0,0237039	0,5836804	0,6459833	0,6366295	0,1996633	0,8868199	0,6719560	0,0782888	0,8249526	0,1310064	0,7102557	0,5132394	0,2968007	0,3217003	0,2612339	0,6646143
300	0,6405325	0,4337581	0,0610162	0,0242025	0,4186470	0,3943506	0,2244577	0,5296242	0,0072115	0,1174761	0,2555897	0,0442937	0,5027639	0,7658070	0,5782953	0,6096313	0,1421571	0,6981296	0,2513080	0,5660149	0,5859206	0,2436235	0,2158111	0,2782705	0,1141722	0,1641713	0,7013923	0,6057476	0,4234012	0,7277885	0,0396053	0,6297182	0,7748419	0,0685566	0,5331439	0,4788918	0,3564685	0,3336867	0,3576285	0,5375623	0,0462392	0,1118988	0,8521778	0,5893611	0,5831211	0,2290162	0,3855386	0,6838126	0,0132665	0,6561807	0,7979988	0,5246965	0,2611043	0,7640196	0,5892420	0,1084117	0,6858561	0,2111893	0,8906771	0,4918726	0,3511233	0,2741965	0,1900924	0,5908608
320	0,6613265	0,2839607	0,0985707	0,0190783	0,4299031	0,4332735	0,2261633	0,5629724	0,0136592	0,0614865	0,2679171	0,0572227	0,3943432	0,5848387	0,5043815	0,6452588	0,1397637	0,8066141	0,2909205	0,6335671	0,6195082	0,3227030	0,1671317	0,3748526	0,0849862	0,1423892	0,5545035	0,6075292	0,5471017	0,6490352	0,0357862	0,5840134	0,7600360	0,1246588	0,3634889	0,3262966	0,2536874	0,2861167	0,4430220	0,5660199	0,0205418	0,0883576	0,7659280	0,6751493	0,7935728	0,2787376	0,5015785	0,6411704	0,0177259	0,5856681	0,6165602	0,6204885	0,2736822	0,7975404	0,5773765	0,0695300	0,6008575	0,1484023	0,7309131	0,5597162	0,3038217	0,3477982	0,3165617	0,6744972
340	0,8082042	0,3052715	0,1173141	0,0432184	0,4971047	0,3349513	0,2056672	0,5120488	0,0092846	0,0692032	0,2263621	0,0386238	0,4729986	0,6770645	0,5369741	0,6192449	0,2028560	0,6649620	0,3485047	0,6501026	0,6780111	0,3099606	0,2051695	0,3411551	0,0778277	0,1503928	0,4367064	0,6501389	0,5031831	0,6359911	0,0276357	0,4286810	0,6471995	0,0812754	0,5106169	0,3216241	0,3764492	0,2968636	0,6111237	0,5940386	0,0315852	0,1410493	0,6550499	0,8344614	0,5673150	0,3128659	0,4273233	0,7253261	0,0112521	0,5346980	0,6623459	0,5740816	0,2702089	0,8767496	0,7833547	0,0583943	0,7442025	0,1528813	0,8541863	0,6015325	0,2716885	0,3276349	0,3463919	0,7258222
