"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
980	0,9524914	1,0077951	1,0313437	0,0712008	0,0113801	1,0478410	1,0315538	0,8803628	0,2592073	0,1704752	0,7662011	0,7495286	0,8370119	0,8945269	0,9419178	0,6722085	0,2673306	0,4129468	0,7205597	0,9803527	0,8798456	0,1896626	0,9450477	0,2064744	0,2220202	0,6171049	0,8933999	0,7641858	0,5329569	0,4416602	0,2609284	0,6747573	0,3150183	0,1054772	0,7454186	0,2750349	0,4350033	0,4972760	0,0193989	0,4560151	0,6524119	0,5275767	0,1041393	0,4154753	0,0562597	0,6147191	0,0666429	0,0544918	0,8589889	0,0443221	0,2646732	0,0057987	0,0793973	0,0717396	0,0626386	0,7958719	0,0098035	0,1076943	0,4624018	0,0499948	0,0006266	1,0128354	0,0128995	0,0293356
1000	0,9242597	0,9421444	0,9490215	0,0687906	0,0174015	1,0371110	1,0350781	0,8913285	0,2922581	0,1444006	0,7615503	0,7560191	0,8076691	0,9693986	0,9426834	0,6829788	0,2917672	0,4683185	0,6553923	0,9858348	0,8602617	0,1821681	0,9575513	0,1944449	0,2084261	0,6581938	0,8936868	0,7765898	0,5311113	0,3933833	0,2532623	0,6316588	0,3215608	0,0760378	0,7956790	0,2781328	0,4215651	0,5278836	0,0149040	0,4662953	0,6737335	0,4627811	0,1350834	0,3445736	0,0590747	0,6262863	0,0649399	0,0355143	0,8068690	0,0559896	0,2312545	0,0028931	0,0589876	0,0670586	0,0572249	0,7884499	0,0149514	0,0901226	0,4892983	0,0433954	0,0030204	0,9293031	0,0153576	0,0320413
1020	0,9514209	1,0699753	0,9047003	0,1025273	0,0169718	1,0300613	1,0348747	0,8348520	0,3038713	0,1302489	0,8292483	0,7749976	0,8525684	0,9677380	0,8835616	0,6910967	0,2900504	0,4504961	0,6577959	1,0192156	0,9826188	0,1916528	0,9125226	0,2120786	0,2128782	0,6997880	0,8651250	0,7682804	0,5642867	0,4878667	0,2674886	0,6185020	0,2969348	0,0809313	0,7706987	0,2594109	0,4105290	0,5098982	0,0051994	0,5284392	0,6761055	0,5017311	0,1104324	0,3970426	0,0594596	0,5686060	0,0473581	0,0335896	0,8266154	0,0431746	0,1951133	0,0040639	0,0566504	0,0702369	0,0608019	0,7556699	0,0135751	0,0784325	0,5469076	0,0463239	0,0025507	0,8831472	0,0293367	0,0222256
1040	0,9652066	1,0250238	0,9331845	0,0898088	0,0178860	1,1244511	1,1196006	0,9333806	0,2952329	0,1238495	0,7150383	0,7615207	0,8163440	1,0389587	0,8937836	0,7222684	0,3279578	0,4582033	0,6339932	0,9776416	1,0355778	0,1696990	0,8954128	0,2123558	0,2005766	0,6945017	0,8744056	0,8042463	0,5781182	0,4590557	0,2861960	0,5635078	0,2863159	0,0909916	0,7385655	0,3043066	0,4359475	0,5055761	0,0170348	0,4370508	0,6907259	0,4851479	0,1136293	0,4243983	0,0589174	0,5391443	0,0716679	0,0288803	0,8222791	0,0407360	0,2258662	0,0031236	0,0686273	0,0757882	0,0635550	0,7522892	0,0115173	0,0976408	0,5783527	0,0302645	0,0069527	0,8591366	0,0170737	0,0213280
1060	0,9342711	1,0471646	0,9121020	0,0872609	0,0213426	0,9914714	1,0011911	0,8812518	0,3109890	0,1441380	0,8090809	0,7079606	0,7844541	1,0547060	0,8103200	0,7647970	0,2990806	0,4716887	0,6129874	0,9460831	0,9276940	0,1713074	0,9741302	0,2043156	0,2067453	0,6342589	0,8814759	0,8551964	0,5829593	0,4856330	0,2856685	0,5717672	0,3002358	0,0806103	0,7658059	0,3283581	0,3955055	0,4878116	0,0182470	0,4591466	0,6950019	0,4742636	0,1347365	0,4683540	0,0641088	0,4896346	0,0702142	0,0350051	0,8207698	0,0542601	0,2792359	0,0062688	0,0579145	0,0818895	0,0663208	0,7609754	0,0080326	0,1345723	0,5174848	0,0354011	0,0063522	0,8863959	0,0184672	0,0127533
1080	0,9829290	0,9959590	0,9739898	0,0689419	0,0141589	0,8967172	0,9470016	0,8969496	0,3335589	0,1311792	0,8630702	0,7699301	0,7436449	0,9405446	0,8113560	0,6844689	0,2786962	0,4114644	0,6039442	0,8855178	1,0141602	0,1500082	0,9000119	0,2362036	0,1743792	0,6331055	0,9313487	0,8437729	0,5427996	0,4766685	0,2884713	0,6083747	0,3160965	0,0921660	0,7713275	0,3331597	0,4123862	0,5185740	0,0317741	0,4241305	0,6750310	0,4643850	0,1413519	0,4786614	0,0483510	0,5854015	0,0630194	0,0388911	0,8100103	0,0414271	0,3693128	0,0037531	0,0594523	0,0624779	0,0798377	0,7885290	0,0128062	0,1529229	0,5953623	0,0426648	0,0035738	0,8874970	0,0085546	0,0217403
1100	1,0024180	1,0038168	0,9358423	0,0895465	0,0104362	1,0320881	0,9449102	0,9326343	0,2776300	0,1379897	0,8023206	0,7478734	0,7724928	0,9937467	0,8271355	0,6583029	0,2966941	0,3830657	0,6327936	0,9007484	0,9551184	0,1678517	0,8223098	0,2205305	0,1715512	0,6850656	0,8231965	0,8107673	0,5316043	0,4695106	0,2580489	0,6359507	0,2991180	0,0975957	0,7659694	0,3134771	0,4270916	0,5127895	0,0212617	0,4480574	0,7622588	0,4819808	0,1607743	0,4468599	0,0487700	0,5420382	0,0652792	0,0463639	0,8151333	0,0446869	0,3104509	0,0050328	0,0662642	0,0521037	0,0597703	0,7452618	0,0072337	0,1486726	0,5693124	0,0333349	0,0027334	0,9156271	0,0093572	0,0201732

0	1,0062814	1,0169044	0,0422070	0,0669971	0,0144540	0,9886362	0,9618862	0,8988769	0,2706394	0,1567618	0,9106160	0,8278837	0,8382947	1,0519822	0,9188568	0,6935271	0,2916850	0,4290985	0,6683200	1,0789961	0,8771734	0,1300641	0,9299813	0,1839428	0,1800015	0,7079835	0,8261498	0,7877514	0,5657048	0,4368676	0,2944095	0,6749891	0,2630156	0,0825603	0,3915106	0,4336741	0,4533531	0,5488036	0,0181028	0,4696877	0,6499490	0,4572823	0,0900426	0,4091971	0,0575582	0,6474046	0,0652703	0,0156761	0,8254854	0,0313341	0,0792152	0,0071433	0,0618771	0,0478915	0,0210982	0,7676597	0,0080624	0,0474640	0,5728889	0,0414464	0,0075589	0,9081279	0,0300831	0,0281468
20	0,9365389	0,7778956	0,0322857	0,0888912	0,0043809	1,0285097	0,9970513	0,8752526	0,2865083	0,1084147	0,8003395	0,8860528	0,9823836	0,9560384	0,8159892	0,6410359	0,2973033	0,3508534	0,3841440	0,9962686	0,9774948	0,1631896	0,8829098	0,2747253	0,2254985	0,8535761	0,8679329	0,7163526	0,6922606	0,2894005	0,3038731	0,6075460	0,4176333	0,0807477	0,5327103	0,4066418	0,5183136	0,5100560	0,0037740	0,6857686	0,7053792	0,5434411	0,1475349	0,5445208	0,1717084	0,6220159	0,0518587	0,0341976	0,8772943	0,1242878	0,1394363	0,0027608	0,0777289	0,0792484	0,0439915	0,7843096	0,2132830	0,0693597	0,5368653	0,3211885	0,1343794	0,9427678	0,0165041	0,0423002
40	0,8640820	0,7550933	0,0338117	0,0812555	0,0030631	1,0155100	1,0166201	1,0025806	0,2551420	0,1029490	0,8003317	0,9118799	1,0172245	0,9504432	0,8204325	0,6317832	0,3446924	0,2653933	0,2399828	1,0479384	0,9221475	0,1592840	0,9606983	0,2884323	0,2206444	0,9907687	0,9499560	0,7966814	0,7594420	0,2398634	0,3208573	0,6021698	0,5610811	0,0757749	0,4982737	0,3795438	0,5640323	0,5236661	0,0064254	0,8218388	0,7382895	0,4928205	0,1347179	0,5936748	0,2579528	0,6290076	0,0635397	0,0295705	0,9854278	0,1658702	0,1009053	0,0038734	0,0720460	0,0754544	0,0304241	0,8095402	0,2500725	0,0688954	0,5120459	0,5360393	0,2206939	0,9595944	0,0174275	0,0375194
60	0,8708609	0,7505483	0,0443263	0,0679473	0,0009917	1,0003542	0,9891190	0,9642629	0,2962951	0,1205032	0,7543407	0,9182583	1,0082628	0,9387960	0,7654539	0,6676258	0,3129309	0,2717588	0,1555383	0,9783942	0,9838545	0,1517543	0,9253191	0,3036913	0,2177278	1,0237624	0,9345265	0,7551373	0,8418689	0,2020474	0,3022311	0,6376665	0,6146846	0,0879065	0,4047573	0,3362575	0,5261228	0,5581103	0,0093320	0,9326156	0,6886814	0,5251638	0,0992109	0,6558495	0,2937846	0,6889391	0,0531238	0,0325894	1,0322782	0,1942115	0,0877057	0,0041916	0,0787937	0,0456381	0,0167215	0,7920008	0,3413274	0,0549597	0,5543655	0,6206280	0,3067578	0,9899548	0,0213281	0,0430490
80	0,9458818	0,7159164	0,0256736	0,0948468	0,0008717	0,9572411	0,9817340	0,8847275	0,3108397	0,1078840	0,7991811	0,9174050	0,9818123	0,9619320	0,7251768	0,6909477	0,3020200	0,2407264	0,0906519	0,9810901	0,9033150	0,1648406	0,9295695	0,3296513	0,2055133	1,0650470	0,9642100	0,8087227	0,8158097	0,1735755	0,2512371	0,6493304	0,6227134	0,1133203	0,3539596	0,3686731	0,5657347	0,5408729	0,0141228	0,9406771	0,6806100	0,4743206	0,1385945	0,7330706	0,3144192	0,7962560	0,0671193	0,0353829	1,1443776	0,2160733	0,0788607	0,0039326	0,0667265	0,0626689	0,0119274	0,7924997	0,3062518	0,0381977	0,6152180	0,6470172	0,3637727	0,9883957	0,0106652	0,0379552
100	0,9534400	0,6778012	0,0194452	0,1041110	0,0016301	1,0187996	0,9346892	0,8470700	0,2860365	0,1228536	0,7472153	0,9131368	0,9423548	0,9211407	0,7221919	0,7003962	0,3100118	0,2710787	0,0828591	0,9438639	0,8950861	0,1783500	1,0224863	0,3310773	0,2014935	0,9577502	0,9261346	0,7814904	0,8551486	0,1575142	0,2679514	0,6966595	0,6412931	0,0928482	0,2281156	0,3460859	0,5905885	0,5758495	0,0203246	0,9581192	0,6816531	0,4862653	0,1651855	0,7637187	0,3325597	0,7024766	0,0581397	0,0283602	1,0457530	0,2457820	0,0706707	0,0007343	0,0714401	0,0896672	0,0098377	0,8046904	0,3382574	0,0205365	0,5651150	0,7023049	0,3425547	0,9518528	0,0080867	0,0381010
120	0,9561076	0,7141360	0,0173376	0,1040333	0,0032640	0,9124712	0,9760163	0,8725199	0,2505557	0,1057563	0,6866773	0,8952229	0,9168458	0,9824746	0,6802780	0,7089782	0,2484002	0,2931146	0,0921128	1,0037081	0,9943234	0,2222642	1,0259557	0,3571618	0,2033647	0,9828164	0,9182021	0,7671523	0,8293960	0,1659858	0,2707983	0,6548822	0,7108269	0,0907210	0,1445451	0,3528495	0,5564371	0,6020154	0,0242344	0,9010839	0,6689055	0,4866714	0,1761223	0,6937214	0,3275810	0,7495390	0,0552805	0,0319125	1,0595036	0,2574044	0,0559361	0,0018516	0,0795627	0,0893184	0,0060899	0,8442014	0,3370038	0,0186437	0,5495300	0,7436586	0,3593243	0,9303381	0,0080883	0,0290705
140	0,9584769	0,6728686	0,0221254	0,1057509	0,0007739	0,9957636	0,9318043	0,8659908	0,2545242	0,1111243	0,8048860	0,9666252	0,9056648	0,9730595	0,7106349	0,7217248	0,3043483	0,2766989	0,0767765	1,0171822	1,0175644	0,2344542	0,9383162	0,3480977	0,2160992	0,8977640	0,8504398	0,7462060	0,8420999	0,1915306	0,3156812	0,6727561	0,7271828	0,0710236	0,1584182	0,3242331	0,5661633	0,5889569	0,0132278	0,8900665	0,5990137	0,4391222	0,1480003	0,6764575	0,3417755	0,7766567	0,0580940	0,0279192	0,9561990	0,2542242	0,0502543	0,0052434	0,0825376	0,0927882	0,0093121	0,7797067	0,3671384	0,0148611	0,5433272	0,7058362	0,3610971	0,9269476	0,0095237	0,0271799
160	0,9580263	0,5653183	0,0239648	0,1289391	0,0002705	0,9895342	0,9448587	0,9523389	0,2771070	0,1064711	0,7974239	0,9492719	0,8687566	0,9485315	0,6851458	0,7491284	0,4477276	0,3454237	0,0765714	0,9971782	0,9340982	0,2546568	0,9506607	0,3873330	0,2183761	0,8384523	0,8109723	0,7474320	0,7870184	0,1729094	0,3374642	0,6672461	0,7035798	0,0699784	0,1341871	0,3633111	0,5501403	0,5215505	0,0147302	0,8674878	0,6014563	0,3883651	0,1412537	0,6723892	0,3930308	0,7491573	0,0648567	0,0429129	0,9535020	0,2560738	0,0452783	0,0082066	0,0720531	0,0782022	0,0099569	0,7692855	0,3654579	0,0115637	0,5971466	0,7341327	0,3802511	0,9626197	0,0160633	0,0274441
180	0,9505711	0,6501544	0,0352658	0,1317656	0,0002273	1,0217253	0,9597999	0,9574525	0,3182932	0,1006871	0,8454874	0,9109584	0,8906879	0,9500761	0,7290401	0,7498947	0,3362691	0,3691851	0,0808636	1,0291270	0,9698557	0,2208425	1,0055901	0,3411338	0,2031829	1,0221094	0,7652868	0,7444302	0,8468574	0,1477535	0,3154896	0,6708700	0,6784646	0,0740009	0,1131832	0,3826535	0,5396704	0,5005613	0,0184005	0,9218391	0,7091825	0,4205670	0,1406937	0,6683801	0,3709634	0,7410115	0,0597898	0,0344913	1,0168922	0,2965404	0,0482992	0,0047795	0,0721424	0,0547396	0,0047105	0,7960610	0,3671830	0,0069268	0,5558296	0,8106386	0,4117827	0,9789331	0,0058151	0,0321533
200	0,9684630	0,6293057	0,0525745	0,1444309	0,0000027	1,0462190	0,9836774	0,9018334	0,3331002	0,0903530	0,8967718	0,8915743	0,8898607	0,9681034	0,7080293	0,7358736	0,2932560	0,3047669	0,0833628	0,9920374	0,9930269	0,2368648	0,9892258	0,3243357	0,2168401	1,0578950	0,8102169	0,7268415	0,8324703	0,1399632	0,3319612	0,7068257	0,6912306	0,0876459	0,0779276	0,3807958	0,6007709	0,4496305	0,0172118	0,9078399	0,6609197	0,4689436	0,1371917	0,6708122	0,3666655	0,7710181	0,0503654	0,0307442	1,0357280	0,3063278	0,0455482	0,0062990	0,0742299	0,0637456	0,0043420	0,8397751	0,3731438	0,0058722	0,5898544	0,7895522	0,4092273	1,0409902	0,0147378	0,0318303
220	0,9583092	0,6361441	0,0561232	0,1442964	0,0001485	1,0281483	0,9519448	0,9123818	0,2889914	0,0855446	0,9222454	0,9663244	0,9363564	0,9621639	0,6917962	0,6772538	0,2618590	0,2762574	0,0767345	1,0195278	0,9962715	0,2292128	0,9136406	0,3155644	0,2227256	0,9668448	0,8132296	0,7480879	0,8858014	0,1666894	0,3086318	0,6548398	0,6952590	0,0926815	0,1070257	0,4067597	0,6700264	0,4680361	0,0196296	0,9361160	0,5979107	0,4793796	0,1448102	0,6657728	0,3669841	0,7687413	0,0455942	0,0383336	0,9579269	0,2629483	0,0362179	0,0055966	0,0735480	0,0745003	0,0028861	0,8216993	0,3700319	0,0039105	0,5846147	0,7371985	0,4055910	0,9525895	0,0153414	0,0303529
240	0,9797263	0,5911227	0,0540598	0,1425557	0,0001808	0,9729411	0,9564261	0,9250068	0,2697929	0,0958232	0,8588362	0,9362403	0,9578218	1,0599074	0,7065593	0,6975198	0,2791285	0,2795431	0,0885526	1,0222254	1,0073684	0,2391460	0,9348422	0,3098012	0,2018290	0,9496261	0,7656011	0,7538546	0,8577477	0,1324738	0,2968809	0,6698978	0,6893192	0,0989200	0,0952735	0,4298440	0,6824580	0,4769937	0,0165127	0,9748966	0,6447300	0,5049370	0,1269543	0,6578030	0,3493317	0,7742453	0,0506141	0,0311884	0,9705515	0,2800671	0,0332490	0,0058683	0,0895449	0,0706461	0,0036777	0,8389058	0,3946063	0,0035501	0,5852704	0,6860937	0,4034110	1,0062120	0,0154204	0,0293478
260	1,0088920	0,6066567	0,0472439	0,1193914	0,0004026	0,9485306	0,9850455	0,9392312	0,2510212	0,0888208	0,8889907	0,8962936	0,9252030	1,0520689	0,7318487	0,7295946	0,3563346	0,2914753	0,0754411	1,0123366	0,9715427	0,2566294	0,8410116	0,3375784	0,2526642	1,0003316	0,8555256	0,7675528	0,8456327	0,1323902	0,2966586	0,6789548	0,6658923	0,1015356	0,0884631	0,4415302	0,6223303	0,4784736	0,0090600	0,9773078	0,6390129	0,5751598	0,1245009	0,7543298	0,3971992	0,8593320	0,0542945	0,0228699	0,9861338	0,2571986	0,0193204	0,0032167	0,0649941	0,0720550	0,0013704	0,7145671	0,3933509	0,0040884	0,5829205	0,7172883	0,4067224	0,9584082	0,0171700	0,0210727
280	0,9652505	0,6112978	0,0395446	0,0959838	0,0000035	1,0877971	0,9906917	0,9504346	0,2479306	0,0782964	0,8467108	0,8663110	0,9043135	0,9994153	0,6623546	0,7844503	0,3455598	0,3280428	0,0713899	1,0354026	1,0316249	0,2571308	0,8630450	0,3969209	0,2225612	0,9291848	0,7735067	0,7007909	0,8356773	0,1434131	0,3129481	0,6640783	0,6667294	0,1005499	0,1059151	0,4117574	0,6326033	0,4596969	0,0049536	0,8857347	0,7048970	0,5034982	0,1504371	0,7257021	0,3607256	0,8761313	0,0414615	0,0271573	0,9581095	0,2263120	0,0208937	0,0005759	0,0507840	0,0631086	0,0070177	0,7096777	0,4050582	0,0005807	0,6276706	0,7342459	0,3967201	0,9297990	0,0186685	0,0244046
300	0,9059179	0,5842965	0,0413334	0,1008938	0,0005540	0,9845980	0,9692341	0,9141945	0,2581155	0,0785317	0,8969652	0,9307644	0,9198415	1,0650404	0,6358631	0,7899648	0,3347903	0,2959132	0,0844336	0,9938127	1,0551946	0,1968534	0,8556988	0,3318284	0,2369662	0,9612654	0,8510450	0,6992081	0,8950648	0,1782314	0,2931920	0,6039114	0,6628037	0,1116839	0,1037895	0,4311488	0,6566522	0,4713104	0,0101231	0,8915945	0,7095695	0,4978796	0,1264124	0,7738705	0,3472015	0,9017487	0,0534174	0,0264495	0,9752773	0,2797440	0,0241716	0,0030257	0,0625844	0,0667462	0,0099754	0,6587841	0,3740423	0,0013294	0,5698146	0,7291159	0,4220824	0,9476412	0,0153135	0,0307078
320	0,9491235	0,5914096	0,0444280	0,1156859	0,0002108	0,9534217	0,9759100	0,8117876	0,2361603	0,0624347	0,8962887	0,9263661	0,9343237	1,0251958	0,6438713	0,7914532	0,3059126	0,3075554	0,0890450	1,0747317	1,0199267	0,2108451	0,8406840	0,3298206	0,2497155	0,9217906	0,8931165	0,6593396	0,9980982	0,1516313	0,2925029	0,5949116	0,6056325	0,0938693	0,1270356	0,4553203	0,6529196	0,4643070	0,0193648	0,8564454	0,6597030	0,4542566	0,1348214	0,7655084	0,3433867	0,9009623	0,0600775	0,0224419	0,9864255	0,2668005	0,0261232	0,0027780	0,0673734	0,0541470	0,0102734	0,7532677	0,3252380	0,0047864	0,5290409	0,7092253	0,3691941	0,9206686	0,0152718	0,0260390
340	0,9374575	0,6323879	0,0543547	0,1528328	0,0003713	0,9764393	0,9926051	0,8505317	0,2297417	0,0865334	0,8899706	0,8923811	0,9521046	0,9511941	0,6450270	0,7715980	0,3037207	0,3069570	0,1101306	1,0271758	1,0294576	0,2239881	0,8652708	0,3447912	0,1738543	0,9862362	0,8103982	0,6794262	1,0056741	0,1340728	0,3071960	0,6483106	0,6643777	0,0846724	0,1052927	0,4184775	0,6928996	0,5353740	0,0156938	0,8603781	0,7095527	0,4215501	0,1334549	0,7622000	0,3645288	0,8828434	0,0493161	0,0337296	0,9977229	0,2694578	0,0289081	0,0093775	0,0805074	0,0727956	0,0116514	0,7619391	0,3167645	0,0000810	0,5782386	0,7139766	0,3626230	0,9071059	0,0105568	0,0323167
360	0,9195218	0,6709574	0,0526682	0,1372395	0,0009885	0,9175453	1,0169896	0,8942687	0,2142546	0,0805349	0,8512516	0,8494986	0,9728704	0,9961237	0,7201082	0,7918193	0,2907091	0,3242697	0,1084402	1,0673604	0,9838390	0,2134772	0,9224965	0,3498660	0,1794622	0,9975372	0,8967866	0,7376747	0,9816386	0,1185470	0,3269638	0,6537388	0,6434590	0,0826448	0,1059748	0,3624711	0,7168460	0,5293375	0,0083077	0,8830672	0,7169238	0,4370439	0,1556759	0,7972789	0,3242887	0,8083391	0,0541022	0,0356120	0,9540241	0,2677505	0,0208214	0,0067417	0,0859017	0,0813978	0,0074187	0,7860845	0,3472139	0,0014913	0,5440514	0,7539022	0,3585588	0,9006366	0,0309420	0,0344412
380	0,8993071	0,6972611	0,0400761	0,1260584	0,0000023	1,0673656	0,9538837	0,8837417	0,1940844	0,0787153	0,9029364	0,9289514	1,0000107	0,9527973	0,7663270	0,7616879	0,2830984	0,3371087	0,1110849	1,0160386	0,9838883	0,2526687	0,9144164	0,3832460	0,1860600	0,9190339	0,8824287	0,6665009	0,9644735	0,1662005	0,3311155	0,6391105	0,5990977	0,0880414	0,0952578	0,3507029	0,7258902	0,5167782	0,0110496	0,9512456	0,6705390	0,4636619	0,1262197	0,7807972	0,3370476	0,7291359	0,0650849	0,0275023	0,9694084	0,2363351	0,0249715	0,0053798	0,0796360	0,0807534	0,0025997	0,7421251	0,3877476	0,0003579	0,5047262	0,7618903	0,3776337	0,9580283	0,0089294	0,0504435
400	0,9776077	0,6472418	0,0443520	0,1353315	0,0000151	1,0400295	0,9239541	0,8726056	0,2207710	0,0865260	0,8860136	0,9254127	1,0062822	0,9796377	0,8083995	0,6845384	0,2668040	0,3412744	0,0845094	1,0689890	0,9808651	0,2585659	1,0021943	0,3387631	0,1969752	0,9545624	0,8812895	0,6321274	0,9902314	0,1992265	0,3089154	0,6582070	0,5880927	0,0826694	0,1055392	0,3457290	0,7503380	0,5396877	0,0144663	0,9099858	0,6709172	0,5237922	0,1379236	0,7508228	0,3212431	0,7803091	0,0449597	0,0300468	1,0049553	0,2320427	0,0327800	0,0089466	0,0700674	0,0796884	0,0025974	0,7400794	0,3711628	0,0001260	0,5112772	0,7217112	0,3714129	0,9867519	0,0119478	0,0421277
420	0,9611489	0,6371250	0,0427152	0,1803203	0,0003384	1,0410055	0,9804361	0,9318132	0,2870667	0,1062827	0,8688502	1,0127065	0,9162475	0,9562917	0,7376907	0,7708882	0,2546393	0,3771554	0,0864187	1,0280310	0,9616440	0,2390709	0,9856688	0,4118213	0,1957236	0,9910804	0,8073016	0,6164926	0,9792610	0,1645312	0,3247910	0,6620779	0,5974785	0,0898403	0,1092781	0,3855240	0,7690827	0,5682725	0,0119844	0,9014818	0,6930501	0,4906059	0,1418317	0,7725962	0,3517465	0,8748104	0,0396080	0,0328324	1,0259463	0,2397987	0,0257035	0,0003153	0,0581188	0,0768444	0,0035443	0,8103990	0,3447399	0,0007120	0,5764327	0,7785679	0,3874598	0,9391647	0,0167369	0,0337029
440	0,9776382	0,6904802	0,0257145	0,1533817	0,0000432	1,0900762	1,0291889	0,8612079	0,2998581	0,1005140	0,8468747	0,9992866	0,9498136	0,9355178	0,7211871	0,7791607	0,3155982	0,3548586	0,1128100	0,9982450	0,9748995	0,2520931	0,9934226	0,3677034	0,1761222	0,9233427	0,8265426	0,6104095	0,9718271	0,1805015	0,3401560	0,6881558	0,6223149	0,1077417	0,0892451	0,4011604	0,6897663	0,6095670	0,0127267	0,9386217	0,7286401	0,4946110	0,1541481	0,7303205	0,3780892	0,7962529	0,0356916	0,0231680	0,9976429	0,2188777	0,0327428	0,0000000	0,0505221	0,1059443	0,0044161	0,7818792	0,3263815	0,0035260	0,5576957	0,7203672	0,3684480	0,9155552	0,0082169	0,0339625
460	0,9701547	0,7025945	0,0280704	0,1649029	0,0000456	1,0124176	1,0058018	0,9417070	0,2665675	0,1125832	0,9116884	0,8723207	0,9928823	0,9773990	0,6909852	0,7627756	0,3578927	0,3250630	0,1098134	1,0108385	0,9181756	0,2525882	0,8894912	0,3533231	0,1593465	0,9893242	0,9132517	0,6677180	0,8723771	0,1888214	0,3752985	0,6886202	0,6548601	0,0934773	0,1135831	0,3661926	0,6834797	0,5667582	0,0267289	0,9248759	0,6576962	0,5055395	0,1645027	0,7434444	0,3802443	0,8647698	0,0489896	0,0209727	1,0521477	0,2151769	0,0306352	0,0031469	0,0583972	0,1079273	0,0062725	0,6851672	0,3048322	0,0042498	0,5905692	0,7354132	0,3472381	0,9953904	0,0094847	0,0297354
480	0,9638480	0,6907762	0,0361873	0,1691424	0,0000000	0,9831151	1,0509905	0,9804364	0,2763496	0,0921620	0,9098411	0,8977161	1,0458720	0,9805346	0,7210935	0,7420545	0,2787776	0,2791728	0,0895078	1,0364991	0,9824854	0,2700728	0,9085454	0,3426776	0,1671997	1,0878539	0,8838804	0,6305074	0,8752834	0,1794835	0,3642363	0,6876821	0,6507449	0,1098979	0,1009815	0,3361740	0,6752231	0,5579096	0,0164380	0,8919094	0,7282473	0,4788120	0,1314863	0,7885552	0,3629416	0,8568229	0,0549243	0,0192634	1,0486218	0,2500797	0,0186911	0,0061084	0,0636112	0,1008296	0,0035945	0,7608884	0,3134074	0,0005998	0,5773794	0,7479710	0,3942196	0,9404793	0,0138421	0,0312398
500	0,9796536	0,7035511	0,0393280	0,1783064	0,0000000	1,0126576	1,0923087	0,8860641	0,2595343	0,0896183	0,8271111	0,8694900	1,0495041	1,0362069	0,7444716	0,7620632	0,3326101	0,3192247	0,0768420	1,0369827	0,9928522	0,2599730	0,8829022	0,3970719	0,1829244	0,9536759	0,8528773	0,5469605	0,8991795	0,1799280	0,3575650	0,7006788	0,6838594	0,0807322	0,0811695	0,3519673	0,6752566	0,5386732	0,0106111	0,9132377	0,6820981	0,4680854	0,1118288	0,7200974	0,3445726	0,7972912	0,0438210	0,0092544	0,9771006	0,2415945	0,0162988	0,0083974	0,0548065	0,0824310	0,0040188	0,7432878	0,3374716	0,0041975	0,5652271	0,7116149	0,4139164	0,9414497	0,0073119	0,0410600
520	0,9891621	0,6919514	0,0334396	0,1951817	0,0001299	1,0157753	1,1262476	0,9437289	0,2604239	0,0880994	0,8447686	0,9371069	1,0386994	0,9841417	0,7258767	0,8442699	0,3726033	0,3309686	0,1037725	0,9923336	0,9304074	0,2727630	0,9002485	0,3868710	0,1899461	0,9380774	0,8890755	0,6018894	0,8870086	0,2220649	0,3425006	0,6982227	0,7196395	0,0975825	0,0896170	0,3494585	0,6316055	0,5232207	0,0074900	0,9391731	0,6639990	0,4367346	0,1269291	0,7290868	0,3845321	0,8054095	0,0456080	0,0201079	1,0349051	0,2490536	0,0171417	0,0063828	0,0489365	0,0892463	0,0044204	0,7183664	0,3646494	0,0061158	0,5724989	0,7101294	0,3676814	0,9795847	0,0071139	0,0336962
540	0,9543120	0,6521068	0,0439890	0,1818414	0,0000785	1,0209295	1,1060946	0,9157226	0,3122011	0,0786195	0,8959000	0,8658872	0,9580240	1,0442904	0,7541786	0,8242811	0,2965091	0,2792509	0,0927773	0,9870631	0,8807779	0,2712526	0,8891388	0,3756888	0,2028648	1,0924270	0,8731817	0,5428556	0,9297370	0,1989412	0,3592632	0,6698524	0,6906825	0,0709637	0,1210643	0,3302289	0,6435530	0,4550058	0,0052278	0,9433143	0,6612661	0,4522754	0,1352265	0,7447591	0,3743261	0,7779305	0,0445563	0,0213266	1,0107681	0,2713022	0,0265626	0,0040243	0,0509037	0,0885187	0,0043508	0,7999274	0,3580257	0,0024713	0,5378373	0,7271715	0,4049760	0,9646812	0,0163417	0,0348966
