"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
700	0,8875821	1,0784385	0,0434619	0,0899773	0,0547210	1,0215410	0,8883311	0,8653209	0,2583806	0,1335939	0,8487007	0,7642317	0,8792683	1,0946141	0,9345537	0,7143885	0,2752299	0,3771615	0,6740774	0,9961983	0,8348255	0,1779447	0,8835753	0,2048277	0,2867027	0,6986225	0,8673378	0,8003078	0,5378078	0,4368198	0,2975405	0,7017812	0,7596838	0,1564881	0,9658865	0,2689389	0,3890498	0,6719890	0,2617639	0,4258805	0,7774665	0,4684009	0,1711125	0,2828750	0,0418150	0,5600826	0,6428828	0,2729517	0,7767918	0,2279938	0,9135247	0,7040974	0,2998150	0,0937119	0,8830303	1,0386829	0,0660592	0,7253905	0,4872984	0,0363301	0,1627624	1,0536395	0,3348421	0,3787165
720	0,8803228	1,1171190	0,0476622	0,0893137	0,0401635	1,0925587	0,8917252	0,8563705	0,3013100	0,1592118	0,8241671	0,7576967	0,8444107	1,0480091	0,9156742	0,6819036	0,3364890	0,4806729	0,6954396	1,0409553	0,8021972	0,1750999	0,9087029	0,1946040	0,2879372	0,6694652	0,8975218	0,7952371	0,5381008	0,4133333	0,2752406	0,6968427	0,7503418	0,1520766	1,0491966	0,2452656	0,4136733	0,6215498	0,1519632	0,4602946	0,7062537	0,4682229	0,1659251	0,3036542	0,0734641	0,5344740	0,6215382	0,2267380	0,7437773	0,1925913	0,9043561	0,5128510	0,2528039	0,0817246	0,8696880	1,0631810	0,0459935	0,7457646	0,4748651	0,0368038	0,0915000	0,9447305	0,2253293	0,3376438
740	0,9768947	1,0504184	0,0394689	0,0993378	0,0355422	1,0352526	0,9099695	0,8676059	0,2881717	0,1403849	0,8383137	0,7837281	0,8403074	0,9728915	0,9481211	0,7300475	0,3145299	0,4383675	0,6149548	0,9978196	0,9254012	0,1622428	0,9015541	0,1864234	0,2824182	0,7572222	0,9151350	0,7606028	0,5351964	0,3937089	0,2403681	0,6518879	0,6966939	0,1310027	1,0141414	0,3082544	0,4271778	0,5197948	0,0946065	0,4264357	0,7098508	0,4314355	0,1647005	0,3133810	0,0599181	0,6070307	0,4684795	0,1455821	0,7578598	0,1566478	0,8067034	0,3252547	0,1791749	0,1007813	0,8271975	0,9423958	0,0396315	0,7216216	0,4982165	0,0360100	0,0522992	0,9267157	0,1038865	0,2396064
760	0,9520824	1,0633781	0,0542065	0,0983446	0,0316459	0,9745349	0,8945031	0,8461152	0,2998248	0,1301738	0,7486605	0,8517080	0,8164435	0,9684679	0,9625832	0,6617845	0,2796088	0,4872603	0,6092127	1,0335089	0,9152350	0,1563526	0,9142653	0,1757045	0,2771828	0,7847271	0,8467437	0,8376872	0,5189422	0,4690537	0,2288673	0,7046534	0,6015185	0,0748139	1,0269895	0,3525836	0,4318104	0,4544254	0,0622627	0,3956820	0,6974664	0,4414636	0,1449193	0,3050244	0,0733659	0,6202734	0,4129846	0,1479683	0,8472471	0,1303440	0,8241334	0,2344909	0,1570251	0,0954537	0,7599456	0,9272202	0,0204056	0,6770768	0,5414418	0,0389498	0,0495564	0,9719314	0,0677075	0,1991677
780	0,9537011	1,0195873	0,0482190	0,0904983	0,0234644	1,0103606	0,8995076	0,7471769	0,2705578	0,0938987	0,8095883	0,7501529	0,8207278	1,0178516	0,8724606	0,6811498	0,2700386	0,4635778	0,6620688	0,9983622	0,9294629	0,1472991	0,9127607	0,1941511	0,2553808	0,7634549	0,9248572	0,8370518	0,5271204	0,4559885	0,2177295	0,6930778	0,5842958	0,0629196	0,9776071	0,3825139	0,4191981	0,4854827	0,0422597	0,4250793	0,7208628	0,4412861	0,1718205	0,3119706	0,0710882	0,5898568	0,3413962	0,1378334	0,8646006	0,0935529	0,8500899	0,1396461	0,1152467	0,0806815	0,6380866	0,9496285	0,0160513	0,6263944	0,5511812	0,0494595	0,0442919	0,9912681	0,0433854	0,1427308
800	1,0374712	1,0751946	0,0485832	0,0937263	0,0221981	0,9395377	0,9111268	0,8149402	0,2302670	0,1131310	0,7766797	0,7991018	0,8591526	0,9232079	0,9182889	0,6372174	0,3171124	0,4707747	0,6060007	0,9386571	0,9353167	0,1622410	0,9160240	0,2016179	0,2714698	0,6736500	0,9202608	0,8270194	0,5158599	0,5359325	0,2482722	0,6820865	0,4801048	0,0698569	0,9105270	0,4313739	0,4509858	0,4626123	0,0231713	0,4546792	0,6599941	0,4655579	0,1826557	0,3147431	0,0697655	0,5640071	0,2367208	0,1040275	0,8015030	0,0837978	0,7744589	0,0778029	0,0937387	0,0704763	0,5481878	0,8856722	0,0220682	0,4841131	0,5522889	0,0512957	0,0311024	0,9921101	0,0433461	0,0980478
820	0,9921736	1,0619216	0,0373261	0,0736221	0,0157673	1,0701935	1,0118501	0,8777386	0,2540250	0,1153343	0,7776544	0,7545416	0,8715224	0,9663896	0,9238619	0,6633580	0,3756820	0,4183981	0,6620203	0,9551918	0,8975787	0,1685416	0,9221314	0,1967831	0,2457238	0,7345546	0,8895391	0,8906466	0,5220685	0,4684292	0,2325712	0,6521904	0,3742608	0,0904837	0,8677909	0,4223867	0,5083232	0,4770872	0,0260220	0,5314094	0,6509051	0,4896007	0,1630388	0,3331150	0,0851738	0,5689969	0,1800986	0,0793776	0,7850617	0,0690671	0,7091896	0,0492912	0,0801302	0,0685662	0,5080146	0,8505066	0,0197052	0,4235547	0,6087684	0,0485087	0,0254947	0,9122057	0,0411732	0,0581215
840	0,9907152	1,0077462	0,0330709	0,0937387	0,0138308	1,0100156	1,0653754	0,9675694	0,2486545	0,1352082	0,8286315	0,7334629	0,8449914	0,9621213	0,8896902	0,7298047	0,3352944	0,4511545	0,7100516	0,9282227	0,8387790	0,1815432	0,8772637	0,1950599	0,2717038	0,6617365	0,9147219	0,8988244	0,5594112	0,3979269	0,2285496	0,6631621	0,3624849	0,0917192	0,9408392	0,4732787	0,4964781	0,4808072	0,0191301	0,4851258	0,6990139	0,5176785	0,1532716	0,3614016	0,0754164	0,6008767	0,1470285	0,0492706	0,8440966	0,0601722	0,7077946	0,0294556	0,0736403	0,0744107	0,4165911	0,8364142	0,0178745	0,3929113	0,5558114	0,0479443	0,0181726	0,9526255	0,0376949	0,0413274
860	0,9591032	0,9845880	0,0347619	0,0921853	0,0036775	0,9501725	1,0924119	0,9267970	0,2449600	0,1311570	0,8174363	0,7678796	0,7719044	0,9536217	0,9442752	0,7688526	0,3108969	0,4062761	0,6880653	0,9466954	0,9708136	0,1657142	0,8667906	0,1696020	0,2069341	0,7118578	0,8289961	0,9178293	0,5059402	0,4303317	0,2502422	0,6223783	0,3503916	0,0902866	0,9017741	0,4252396	0,4986255	0,4862427	0,0193630	0,5483075	0,6437972	0,5026006	0,1186865	0,4642443	0,0815492	0,5670901	0,1351606	0,0421304	0,8031827	0,0563847	0,7051032	0,0238105	0,0755798	0,0774197	0,3726151	0,9110285	0,0082874	0,3635168	0,6112927	0,0293929	0,0121949	0,8906701	0,0349634	0,0370436
880	0,9439316	0,9226085	0,0300388	0,0803008	0,0034165	1,0388745	1,0520884	0,8795360	0,2753522	0,1427454	0,9245288	0,7758042	0,7846977	1,0048250	0,9707623	0,6981481	0,3425079	0,4135664	0,6557798	0,9897665	0,9307026	0,1790317	0,8770037	0,2016419	0,1850168	0,6894315	0,8087406	0,8743069	0,4921540	0,4328957	0,2682443	0,6338822	0,3420049	0,0822281	0,9198486	0,3994919	0,5218884	0,5286461	0,0223814	0,5468645	0,6330768	0,4808964	0,1367493	0,4561635	0,0645030	0,5735810	0,0946508	0,0457197	0,7223321	0,0501964	0,6226074	0,0183788	0,0916825	0,0648367	0,2993083	0,8130454	0,0064614	0,3264847	0,5784645	0,0293830	0,0044532	0,9399659	0,0203229	0,0378569
900	0,9870782	0,9407777	0,0211365	0,0830531	0,0123830	1,0755013	0,9837902	0,8777533	0,2988260	0,1246798	0,8752901	0,7623805	0,7560214	0,9924850	0,8729405	0,7292656	0,3254878	0,4615391	0,6351514	0,9019054	0,8881744	0,1749416	0,8954522	0,1775167	0,2045720	0,7140063	0,8269306	0,8785003	0,4956026	0,4416524	0,2880087	0,6360239	0,3394267	0,0971112	0,9483130	0,3885867	0,4830634	0,5123885	0,0172882	0,4908069	0,6873340	0,4609349	0,1178141	0,4051985	0,0637395	0,5489328	0,0893142	0,0422797	0,7448833	0,0458222	0,4772252	0,0128587	0,0752258	0,0820298	0,2202859	0,8393013	0,0074039	0,2829728	0,5502300	0,0376137	0,0063114	0,8748512	0,0189204	0,0441647
920	0,8633963	1,0006760	0,0339985	0,0674736	0,0087088	1,1170169	1,0692843	0,8623270	0,2564513	0,1359734	0,8215389	0,8069680	0,8361006	0,9747661	0,9012824	0,6843090	0,3064905	0,4962184	0,5939992	0,9579389	0,8318688	0,1486972	0,8387737	0,1923631	0,1970652	0,6095384	0,8042286	0,8407248	0,4943435	0,4302832	0,3083155	0,6578528	0,3212919	0,1116849	0,8283456	0,4131688	0,5157232	0,5652712	0,0133710	0,5065375	0,7255128	0,4785603	0,1044424	0,4453529	0,0471939	0,5780170	0,0836095	0,0480733	0,8100379	0,0582491	0,3855492	0,0083508	0,0618038	0,0773523	0,1887155	0,7553677	0,0114833	0,2453371	0,5682469	0,0486578	0,0014932	0,8931896	0,0143605	0,0304852
940	0,8872844	0,9823173	0,0342355	0,0660934	0,0073871	1,0745802	1,0360871	0,8851897	0,2612510	0,1519637	0,7687784	0,8046649	0,8189332	0,9735350	0,8760979	0,6986601	0,3050842	0,4707243	0,6555947	0,9091903	0,8159617	0,1482010	0,8853763	0,2162127	0,2230586	0,6733895	0,7460831	0,8224376	0,4907127	0,4268010	0,2764732	0,6250854	0,2859059	0,1126445	0,7790287	0,4035407	0,4943981	0,5807098	0,0136172	0,4951543	0,6295880	0,4757612	0,1096143	0,4371181	0,0428229	0,5640982	0,0744427	0,0457386	0,8157284	0,0543761	0,3136980	0,0070323	0,0852108	0,0762458	0,1422469	0,7794940	0,0084156	0,1940047	0,5228327	0,0481896	0,0033318	0,9356091	0,0076376	0,0399213
960	0,9122513	1,0621425	0,0369392	0,0613757	0,0015963	1,1023704	1,0273945	0,8896501	0,2669311	0,1446041	0,8424112	0,7928281	0,8023950	0,9496502	0,8723848	0,6609074	0,3022425	0,4446749	0,7088137	0,9613761	0,9317110	0,1577529	0,8367245	0,2377560	0,2035172	0,6023284	0,7595501	0,7707356	0,4834526	0,4085088	0,2762500	0,5794891	0,2686057	0,1157911	0,7443550	0,3900945	0,5152472	0,5422866	0,0107885	0,4627996	0,6604032	0,4801775	0,1089720	0,3932711	0,0513587	0,5603825	0,0805761	0,0339096	0,8395623	0,0609708	0,2667331	0,0043771	0,0856308	0,0781550	0,1226049	0,7581368	0,0086818	0,1449073	0,5720344	0,0523909	0,0004363	0,9347431	0,0035562	0,0478025
980	0,9353660	1,0250680	0,0425187	0,0513867	0,0043429	1,0564698	1,0100885	0,8678915	0,3022916	0,1289390	0,8390690	0,7840543	0,7290714	1,0129797	0,8355831	0,7901595	0,3015569	0,4313605	0,7158569	0,9867920	0,9651289	0,1592488	0,8739809	0,2263739	0,1839093	0,6558893	0,8837349	0,7979349	0,4592563	0,4170642	0,2895473	0,5677989	0,2543761	0,1187960	0,5910223	0,3597076	0,5043422	0,5377784	0,0088217	0,4902752	0,6372495	0,5056158	0,1211163	0,3875397	0,0529781	0,5861273	0,0661378	0,0509173	0,7780563	0,0492102	0,2166595	0,0049006	0,0783408	0,0753810	0,0834403	0,7265652	0,0052613	0,1145742	0,5479535	0,0509571	0,0018026	0,9379895	0,0105411	0,0372592
1000	0,9392150	1,0221542	0,0433719	0,0529968	0,0068737	0,9412578	1,0281744	0,8396449	0,3684793	0,1282931	0,8341437	0,8009296	0,8426547	0,9403212	0,9321104	0,7394940	0,2768773	0,4273795	0,6751288	0,9566169	0,9885937	0,1681827	0,8789952	0,2223025	0,2125593	0,7120073	0,9005285	0,7598603	0,4219020	0,4080706	0,2574023	0,5957725	0,2664978	0,1208423	0,4999550	0,3754536	0,5405557	0,4995620	0,0066861	0,4908023	0,6071384	0,4624615	0,1439764	0,3918021	0,0462308	0,5477015	0,0604333	0,0328619	0,7710858	0,0453484	0,1585248	0,0038530	0,0945903	0,0688209	0,0577325	0,7567796	0,0070445	0,0750203	0,5306727	0,0477833	0,0010223	0,9199445	0,0077930	0,0249350
1020	0,9544573	1,0288736	0,0266350	0,0614651	0,0145571	0,9942023	1,0169479	0,9003178	0,3316907	0,1277708	0,7854734	0,7825413	0,8322577	0,9744154	0,9246551	0,7214664	0,3615911	0,5081371	0,7454128	0,9789588	0,8994276	0,1346800	0,9117765	0,2051439	0,2379342	0,7396756	0,8777009	0,7453166	0,4030271	0,4206449	0,2560242	0,6312330	0,2856831	0,1332050	0,4530365	0,3950028	0,4977548	0,4705115	0,0083245	0,5197524	0,6462149	0,5151246	0,1422526	0,4315023	0,0524412	0,5574995	0,0541122	0,0379374	0,7900860	0,0434341	0,1208292	0,0016862	0,0851109	0,0756525	0,0385935	0,7837073	0,0116888	0,0543928	0,5509245	0,0478789	0,0027872	0,9077364	0,0218284	0,0356186
1040	0,9711922	1,0362035	0,0276315	0,0446358	0,0184623	1,0721844	1,0476418	0,9001305	0,2806544	0,1272791	0,7376848	0,7465681	0,8085222	0,9914442	0,9385465	0,7255606	0,3567322	0,4736345	0,7144248	0,9912153	0,8839251	0,1268168	0,9194848	0,1826752	0,2478327	0,6534113	0,8743929	0,8181193	0,4367425	0,4602994	0,2712826	0,6332212	0,3211083	0,1320456	0,6006009	0,3560747	0,5008578	0,4718631	0,0143966	0,5499020	0,6712269	0,5275584	0,1285913	0,3986331	0,0584623	0,5742468	0,0696233	0,0214705	0,7788852	0,0505297	0,1180146	0,0040961	0,0676035	0,0710370	0,0288206	0,7249979	0,0234658	0,0643464	0,5109995	0,0438973	0,0032050	0,9228488	0,0133149	0,0286405
1060	0,9612753	1,0821130	0,0300628	0,0436004	0,0201158	1,0213500	0,9946143	0,9013384	0,2957366	0,1347418	0,7099887	0,7533189	0,8279322	0,9998321	0,9206475	0,7287719	0,3080635	0,4362842	0,6430471	0,9875655	0,8912857	0,1702917	0,9196930	0,1925645	0,2664289	0,7338007	0,7872403	0,8496443	0,4849255	0,3870452	0,2633500	0,6278841	0,2916933	0,0963687	0,5979821	0,3263778	0,4938286	0,4917858	0,0165401	0,6011589	0,6645557	0,4966371	0,1521596	0,3619821	0,0685586	0,5642242	0,0637427	0,0364789	0,7618260	0,0385391	0,1454616	0,0006994	0,0538850	0,0635711	0,0334083	0,7285135	0,0216154	0,0684780	0,5140315	0,0534077	0,0051674	0,9584242	0,0160471	0,0484831
1080	0,9418028	1,0328197	0,0465810	0,0599765	0,0178329	1,0282975	0,9968031	0,9142092	0,2670544	0,1238570	0,8136866	0,7688734	0,8424792	0,9637571	0,9494476	0,7839310	0,2945054	0,4387190	0,6625938	0,9130606	0,8417138	0,1748690	1,0417004	0,2131201	0,2286044	0,6094508	0,7861847	0,8588051	0,4383202	0,4269899	0,2923712	0,5895505	0,2778862	0,1039797	0,5748623	0,2928881	0,4880759	0,4861204	0,0126583	0,6258091	0,6152238	0,5181596	0,1394162	0,3993996	0,0530298	0,6025500	0,0636653	0,0228797	0,7963442	0,0476590	0,1495349	0,0016499	0,0459573	0,0713812	0,0466340	0,7311226	0,0191610	0,0509434	0,5290600	0,0365861	0,0016598	1,0084116	0,0174976	0,0369137
1100	0,9920920	0,9745095	0,0439900	0,0640665	0,0263124	1,0270948	1,0077200	0,9321761	0,2644659	0,1248560	0,7790178	0,7885798	0,8419881	0,9718345	0,8928865	0,7087031	0,3779929	0,4621762	0,6564080	1,0003817	0,9295360	0,1510395	1,0090567	0,2344605	0,1967060	0,6571894	0,8942656	0,8252965	0,5049495	0,4422204	0,3036660	0,5564753	0,3009507	0,1032933	0,7207554	0,3080340	0,4181097	0,5079324	0,0066241	0,5714219	0,6828311	0,5037810	0,1523657	0,3694851	0,0468699	0,6004035	0,0433790	0,0216411	0,8684666	0,0431532	0,2443303	0,0003270	0,0546155	0,0769821	0,0454597	0,7595468	0,0180232	0,0760642	0,5242142	0,0413313	0,0048035	0,9532017	0,0168035	0,0479823

0	1,0062814	1,0169044	0,0422070	0,0669971	0,0144540	0,9886362	0,9618862	0,8988769	0,2706394	0,1567618	0,9106160	0,8278837	0,8382947	1,0519822	0,9188568	0,6935271	0,2916850	0,4290985	0,6683200	1,0789961	0,8771734	0,1300641	0,9299813	0,1839428	0,1800015	0,7079835	0,8261498	0,7877514	0,5657048	0,4368676	0,2944095	0,6749891	0,2630156	0,0825603	0,3915106	0,4336741	0,4533531	0,5488036	0,0181028	0,4696877	0,6499490	0,4572823	0,0900426	0,4091971	0,0575582	0,6474046	0,0652703	0,0156761	0,8254854	0,0313341	0,0792152	0,0071433	0,0618771	0,0478915	0,0210982	0,7676597	0,0080624	0,0474640	0,5728889	0,0414464	0,0075589	0,9081279	0,0300831	0,0281468
20	0,6740638	0,4945649	0,0839277	0,0647748	0,0102764	0,8179529	0,8184651	0,8678473	0,2800228	0,0963884	0,9051477	0,7854816	0,7377144	1,0306026	0,5984570	0,7743324	0,2756505	0,3933515	0,7353843	0,9589482	0,8774194	0,3847868	0,8896560	0,1934627	0,2341296	0,5905688	0,8028606	0,7599171	0,5157239	0,4358783	0,2677877	0,6572478	0,3029803	0,1077070	0,4659656	0,3029061	0,4172519	0,5373208	0,4370637	0,4473429	0,7132867	0,4763974	0,1389627	0,3495320	0,0585399	0,6232366	0,0555394	0,0339819	0,8114666	0,3012092	0,0734459	0,0010536	0,4250671	0,0918009	0,0154855	0,7635926	0,0054671	0,0617235	0,5312848	0,0435593	0,2537436	0,9823996	0,0184129	0,0171043
40	0,4940908	0,2300703	0,1349165	0,0504685	0,0091404	0,8058235	0,7077259	1,0004422	0,2488613	0,0668342	0,8624768	0,7574366	0,8203961	1,0366574	0,4552605	0,7502450	0,2885303	0,4406275	0,7195519	0,9713182	0,8599730	0,4920464	0,8560263	0,1628102	0,2406586	0,6302196	0,9736358	0,7125622	0,5078519	0,4438924	0,2889625	0,6919105	0,3071751	0,1246456	0,3748934	0,2991146	0,3997516	0,5269238	0,7186514	0,4075812	0,7264150	0,4530537	0,1169391	0,3284115	0,0618260	0,6052262	0,0484293	0,0248128	0,7749751	0,4958206	0,0456162	0,0040648	0,5768789	0,0776300	0,0089455	0,7779083	0,0138265	0,0494373	0,5783567	0,0300350	0,4129812	0,9894973	0,0150943	0,0113707
60	0,3594074	0,1082301	0,1161497	0,0893910	0,0214077	0,7615580	0,6338024	0,9526441	0,2376183	0,0482158	0,8871418	0,7003682	0,8492647	0,9634974	0,3482897	0,7131960	0,3421581	0,4195846	0,6647773	0,9706277	0,8741224	0,5138167	0,9393386	0,1768241	0,2244602	0,6249640	0,9593011	0,7735551	0,4963459	0,4338947	0,2996323	0,6995265	0,3057662	0,0994715	0,3715459	0,3416195	0,4794309	0,4734243	0,7535245	0,3345109	0,6928156	0,4469659	0,1165555	0,3343272	0,0607706	0,5431521	0,0565248	0,0336762	0,8245693	0,6171243	0,0637609	0,0039036	0,6909961	0,1003565	0,0117733	0,7547646	0,0110894	0,0621001	0,5439055	0,0305606	0,4901168	1,0558830	0,0155921	0,0236005
80	0,2474892	0,0517290	0,1400275	0,0809254	0,1173405	0,6958117	0,5916511	0,9805691	0,2634534	0,0479937	0,8454032	0,7754093	0,8521186	0,9837870	0,2782226	0,6965944	0,3295371	0,4225063	0,6818655	0,9868068	0,9058332	0,5922301	0,8571437	0,1944810	0,2378871	0,4819889	1,0047714	0,8449320	0,5027439	0,4583827	0,2831029	0,7515239	0,2100929	0,1162416	0,4515323	0,3685586	0,4393060	0,4064351	0,7728111	0,2710968	0,6648807	0,3469989	0,1218906	0,2915075	0,0631783	0,4199790	0,0506236	0,0357322	0,8443910	0,7288180	0,0472776	0,0034308	0,7166490	0,1183432	0,0059412	0,7149476	0,0093734	0,0666817	0,5268211	0,0348444	0,5469711	1,0769774	0,0088237	0,0287198
100	0,1982714	0,0288445	0,1394324	0,0797335	0,2443983	0,7409809	0,6321015	0,9765442	0,2379987	0,0488722	0,7364477	0,7296664	0,8745176	1,1308996	0,2118052	0,6528096	0,3185009	0,3852732	0,6348645	0,9935132	0,8731204	0,5729987	0,8326313	0,1818099	0,2928621	0,4185037	1,0177292	0,8276867	0,5072276	0,4575441	0,2914708	0,6961449	0,2053037	0,0999748	0,6518950	0,4185806	0,4728209	0,3407021	0,8979046	0,1904123	0,6292438	0,2685073	0,1607689	0,2983978	0,0518240	0,2886912	0,0520344	0,0541433	0,8952619	0,8144579	0,1578032	0,0072537	0,8201865	0,1358783	0,0059098	0,7253875	0,0127518	0,0643772	0,5257972	0,0297601	0,6249098	0,9794991	0,0116838	0,0205979
120	0,1786123	0,0104177	0,1488512	0,0656674	0,2903461	0,7543784	0,6312823	1,0113802	0,1879681	0,0361468	0,7750819	0,7040676	0,8424716	1,0498898	0,1733638	0,6365189	0,2444248	0,3346416	0,6240461	1,0605104	0,8768183	0,5689468	0,8138473	0,1884957	0,3241795	0,3157903	0,9970176	0,8142960	0,4814166	0,4250023	0,2798447	0,6799559	0,2695155	0,0985254	0,7998385	0,4072015	0,4675068	0,2880285	0,8710824	0,1360483	0,5508468	0,1862312	0,1191612	0,2805906	0,0577705	0,2161797	0,0594863	0,0609585	0,8473431	0,8616023	0,3034932	0,0075008	0,8800651	0,1408974	0,0284382	0,7841435	0,0123949	0,0576274	0,5740812	0,0240674	0,6652819	1,0239192	0,0084670	0,0236865
140	0,1626544	0,0052106	0,1781410	0,0755219	0,3366929	0,7773928	0,6367767	1,0713052	0,2360011	0,0356364	0,8363554	0,7341402	0,8733456	1,0659488	0,1620443	0,6288755	0,2107743	0,3928332	0,6187385	0,9793608	0,8717766	0,6331567	0,8481616	0,2110792	0,3412615	0,2364315	0,9839838	0,8598517	0,5092078	0,4578712	0,2709718	0,7158446	0,3759360	0,0854072	0,8885379	0,4996960	0,4719140	0,2481488	0,8346400	0,1215646	0,5689452	0,1235255	0,1562013	0,3079873	0,0520946	0,1729403	0,0370118	0,1105479	0,8242963	0,8807347	0,4730571	0,1439309	0,8848061	0,1281943	0,0795965	0,8489853	0,0111339	0,0536903	0,5792473	0,0256633	0,6669687	0,9372743	0,0104446	0,0180958
160	0,1523425	0,0000000	0,1833289	0,0696140	0,3431474	0,7718043	0,5765562	1,1660485	0,2538835	0,0340949	0,8828306	0,6832075	0,8828302	1,0124395	0,1490307	0,6419395	0,2625655	0,4503016	0,6145882	0,9527159	0,8493155	0,6467378	0,9134346	0,1978108	0,3045069	0,1980773	0,9627617	0,8120658	0,5138363	0,4712907	0,2520287	0,6885447	0,4420135	0,1006736	0,8780819	0,4806327	0,4802332	0,2393734	0,8203977	0,0941545	0,6695438	0,1236023	0,1786477	0,3266676	0,0507926	0,1745664	0,0256946	0,2388286	0,8944669	0,8637033	0,5617148	0,2330125	0,8006347	0,1502212	0,1124803	0,9041440	0,0057680	0,0390831	0,5713007	0,0295654	0,7263159	0,9744200	0,0143212	0,0263449
180	0,1243228	0,0100967	0,1851292	0,0846763	0,3839751	0,7825886	0,6090001	1,0607329	0,3022404	0,0241665	0,8176802	0,5938326	0,8535398	1,0598156	0,1243251	0,6748286	0,3348737	0,4272964	0,6070777	0,9677830	0,8626194	0,6437233	0,9023105	0,1639096	0,2689320	0,0988232	0,9670390	0,8044802	0,4743328	0,4552535	0,2646119	0,6828525	0,5705335	0,1083583	0,9150571	0,5256447	0,4842856	0,2812249	0,8682980	0,0697806	0,6810563	0,1301861	0,1604751	0,3145003	0,0503199	0,1997612	0,0398448	0,2742572	0,8629520	0,9176832	0,6655502	0,3795373	0,8426405	0,1377227	0,1413338	0,9024611	0,0138928	0,0200471	0,5408211	0,0350157	0,7091177	1,0494568	0,0040365	0,0205875
200	0,1213827	0,0033597	0,2143139	0,0867616	0,4302083	0,7890367	0,6341211	1,0238821	0,2829716	0,0381525	0,7071534	0,5815436	0,8855546	0,9823541	0,1182333	0,6695787	0,3315681	0,4495745	0,6365555	0,9507647	0,8959111	0,6683989	0,8361683	0,1766225	0,2730754	0,1038131	1,0020838	0,7878283	0,4676424	0,4328321	0,2758379	0,6911139	0,6596251	0,1203385	0,9544610	0,5526274	0,5000041	0,3704883	0,8396967	0,0948363	0,6566580	0,1465134	0,1443216	0,3018942	0,0651115	0,2212671	0,0441434	0,3033862	0,9207622	0,8787765	0,7307931	0,5232648	0,8224199	0,1375527	0,1454450	0,8675922	0,0190921	0,0093238	0,5627684	0,0226791	0,6817175	1,0406364	0,0184786	0,0355810
220	0,1206306	0,0086292	0,2429294	0,0818427	0,4825019	0,7592791	0,6318676	1,1217487	0,2795660	0,0298158	0,6826322	0,5798265	0,8756772	0,8449613	0,1038368	0,6732897	0,3583106	0,4091834	0,6571837	0,9487372	0,9326309	0,7040006	0,9003884	0,2129603	0,2868706	0,0765460	1,0637856	0,6704358	0,4976461	0,4494964	0,3014858	0,7167242	0,6771992	0,1395562	1,0621077	0,5056027	0,4592011	0,4446273	0,8530281	0,0930670	0,5719245	0,1732506	0,1493115	0,3089390	0,0616807	0,2422741	0,0546704	0,3950297	0,8859195	0,8486462	0,7350455	0,6025082	0,8078236	0,1482119	0,1351460	0,8671921	0,0119809	0,0079438	0,5586488	0,0211759	0,6340540	0,9515943	0,0124401	0,0408005
240	0,1232275	0,0115341	0,3267176	0,0731824	0,4898853	0,7663904	0,6643017	1,0521722	0,3182243	0,0251490	0,6464680	0,6139735	0,8929758	0,9640541	0,0894969	0,7049650	0,2664701	0,3497015	0,6946166	1,0093972	0,9094860	0,7161575	0,9052563	0,1922578	0,2867711	0,0648977	1,0338095	0,5633123	0,5077625	0,4481444	0,3516712	0,7078602	0,6696295	0,1217954	1,1518832	0,4958582	0,5172149	0,5514026	0,8634795	0,0908680	0,6425007	0,1766041	0,1362544	0,2978079	0,0575142	0,2984429	0,0470285	0,3846071	0,8885380	0,8825260	0,7504878	0,6175433	0,8908414	0,1478518	0,1274467	0,9546220	0,0297210	0,0057083	0,5838680	0,0193598	0,6204047	0,9696869	0,0067576	0,0334372
260	0,1213762	0,0182638	0,3429630	0,0698810	0,4505874	0,7808981	0,6482323	0,9933303	0,4106120	0,0290656	0,6561440	0,6111568	0,8600480	0,9487985	0,0948046	0,6704845	0,2876351	0,3536733	0,7209960	0,9735344	0,8895497	0,6830459	0,9059331	0,2589959	0,2826105	0,0747084	1,0399014	0,5414479	0,4410423	0,4786380	0,4148605	0,6880046	0,6583690	0,0894454	1,1159125	0,5381313	0,5396696	0,5554951	0,8292278	0,0891909	0,6189455	0,2228255	0,1473982	0,2917911	0,0548290	0,3151560	0,0343724	0,4574218	0,8811012	0,9497251	0,8107795	0,7177008	0,8825120	0,1356340	0,1395004	0,9982542	0,0218752	0,0057796	0,5427093	0,0231732	0,6470430	0,9917235	0,0165230	0,0278151
