"Time"	dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI
840	0,7531569	0,2375653	0,0043158	0,2884660	0,7949789	0,6747466	0,7423905	0,3069307	0,2411291	0,4891523	0,6241739	0,3339721	0,0041580	0,6865765	0,0002396	0,5597695	0,4880847	0,2090669	0,4495113	0,2209987	0,1799379	0,5212679	0,0592885	0,3699030	0,4145236	0,2748828	0,0142039	0,1104152	0,1612443	0,0356908	0,0374248	0,3425215	0,3997227	0,3949667	0,2053365	0,6077071	0,1356403	0,0895032	0,1401182	0,7644224	0,7203166	0,4957204	0,0446985	0,1363368	0,5228475	0,0328625	0,0200560	0,0694962	0,2222497	0,0542582	0,1302950	0,3514346	0,6589547	0,0499503	0,1469169	0,7048579	0,5631720	0,0730045	0,0631712	0,0514191	0,0099801	0,3482888	0,6242824	0,4552973
860	0,6795766	0,2258314	0,0023163	0,3627561	0,6489520	0,6382017	0,7818499	0,3057242	0,2635160	0,4391824	0,5621389	0,2516745	0,0094758	0,8280678	0,0005108	0,4736333	0,6333724	0,1818711	0,5148518	0,2003327	0,3118666	0,5089397	0,0642051	0,3795794	0,3892335	0,2143703	0,0092553	0,1080758	0,1365465	0,0544017	0,0498618	0,3193750	0,4593919	0,2190873	0,1643869	0,4837549	0,1539794	0,1893471	0,1334886	0,6759830	0,7448938	0,5737113	0,0424015	0,2665253	0,4679739	0,0275629	0,0626769	0,0484800	0,1838202	0,0633796	0,0925446	0,3965800	0,6700313	0,0300184	0,1037637	0,5952395	0,6123645	0,0892107	0,0500885	0,0537284	0,0046437	0,2861549	0,7167018	0,5101757
880	0,8024879	0,2666822	0,0047096	0,3359068	0,6869130	0,6871029	0,7279923	0,2954704	0,2587630	0,4919223	0,6181182	0,2601893	0,0024214	0,8793393	0,0035240	0,3954880	0,5893677	0,1847704	0,5823744	0,2602239	0,2310781	0,5135508	0,0514581	0,3998740	0,4281932	0,2158844	0,0126929	0,0955103	0,2373806	0,0590440	0,0189105	0,3215488	0,3904719	0,2977175	0,1696749	0,5015939	0,1061109	0,1552074	0,1886865	0,6708726	0,7520541	0,7223833	0,0130933	0,2704241	0,4730412	0,0096938	0,0232062	0,0871771	0,2057939	0,0436538	0,0944363	0,3916612	0,7929694	0,0657654	0,1487069	0,7186570	0,6047361	0,0651896	0,0535592	0,0698358	0,0032509	0,2291405	0,6441009	0,4923713
900	0,6560009	0,2556020	0,0024156	0,3182730	0,6973028	0,6884692	0,7008590	0,2649310	0,3702327	0,5070894	0,7991425	0,2744485	0,0002399	0,7417515	0,0013892	0,3801471	0,5819139	0,1797131	0,4877497	0,2877401	0,2517867	0,5582388	0,0564893	0,3738856	0,4761354	0,2802146	0,0132699	0,1204225	0,1426785	0,0416512	0,0232774	0,2717687	0,4061665	0,2311384	0,1329637	0,6185243	0,1223329	0,1645058	0,1812115	0,6920331	0,7475722	0,6739751	0,0207171	0,2108668	0,4756188	0,0246602	0,0290551	0,0918992	0,2074576	0,0871426	0,0867366	0,3772357	0,7179966	0,0623644	0,2061295	0,4767170	0,5492268	0,0692379	0,0374720	0,0728365	0,0084383	0,2292081	0,7250240	0,5726264
920	0,8331478	0,2453827	0,0078499	0,3173239	0,8001306	0,6947901	0,6620360	0,2727273	0,1998788	0,4893587	0,5356913	0,1930696	0,0022557	0,7014115	0,0004289	0,3889258	0,4819602	0,1467277	0,4893188	0,1630110	0,1798483	0,4875823	0,0833444	0,2952947	0,3408421	0,2385277	0,0004464	0,0679420	0,2004703	0,0205657	0,0229412	0,2458096	0,4020317	0,2558580	0,1933157	0,5923738	0,1464608	0,2230674	0,2396794	0,5615975	0,7160596	0,5874035	0,0173311	0,2138506	0,5631370	0,0121548	0,0247525	0,0678038	0,2096891	0,0313017	0,0674146	0,3550995	0,5469799	0,0459771	0,1343034	0,5310039	0,7219267	0,0492018	0,0575659	0,0775011	0,0033209	0,1882050	0,9138980	0,6253482
940	0,7133619	0,3076300	0,0022355	0,3859305	0,7024322	0,8219622	0,6369518	0,2512674	0,2856632	0,4822354	0,6886221	0,1759575	0,0151272	0,7100144	0,0019051	0,4872260	0,5490751	0,2212593	0,4679834	0,2390279	0,1979465	0,4994918	0,0688086	0,3596802	0,3726910	0,2564488	0,0164500	0,0880227	0,1732286	0,0275836	0,0185854	0,2283964	0,4761167	0,2337339	0,2757511	0,5970435	0,1109185	0,1772937	0,2053272	0,6823770	0,7002415	0,6683268	0,0153806	0,2806834	0,5721251	0,0210419	0,0190896	0,0924021	0,1857913	0,0467121	0,1193378	0,3743024	0,5618934	0,0522007	0,1969776	0,6480646	0,5625057	0,0724855	0,0691939	0,0516263	0,0037625	0,2209547	0,6924310	0,5153420
960	0,6730953	0,3029395	0,0080678	0,3556688	0,6868891	0,5296779	0,6769832	0,2631468	0,2353364	0,4742071	0,6047823	0,2086019	0,0022889	0,7438627	0,0007555	0,4632061	0,5823714	0,2718307	0,4753367	0,2495589	0,1794479	0,4992001	0,0613813	0,4258545	0,4845187	0,2000738	0,0130919	0,0815069	0,2006660	0,0196308	0,0093801	0,2694860	0,3906479	0,2651257	0,1502202	0,5251378	0,1089665	0,2305982	0,1701845	0,6048536	0,6954617	0,6085598	0,0098806	0,2339776	0,4089808	0,0194752	0,0234703	0,0815299	0,2288636	0,0318796	0,1264999	0,3319988	0,6186013	0,0384121	0,0979529	0,6208337	0,5402473	0,0701035	0,0628942	0,0541147	0,0051178	0,2046768	0,6823837	0,5570078
980	0,7502362	0,2393083	0,0007390	0,2737157	0,8393863	0,7043338	0,5957269	0,3512017	0,4643740	0,4375054	0,5734946	0,3644162	0,0074690	0,6817225	0,0023581	0,4213234	0,5035394	0,2159052	0,4189105	0,2735476	0,1445759	0,4797678	0,0330801	0,4404670	0,5720245	0,1712268	0,0055449	0,1303973	0,2415603	0,0296574	0,0257537	0,3793822	0,4884121	0,2484031	0,1594799	0,4234336	0,1339291	0,2148698	0,1869295	0,5186789	0,6674920	0,5712542	0,0122773	0,1770966	0,5833762	0,0171604	0,0424659	0,0826993	0,2236583	0,0636889	0,0686530	0,3450594	0,6848492	0,0354109	0,1624081	0,6328368	0,6440660	0,0911440	0,0544760	0,0754003	0,0092122	0,1231068	0,7407015	0,5490810
1000	0,7273051	0,3473992	0,0072584	0,2508161	0,7223830	0,7162535	0,6347601	0,2485958	0,3490729	0,3869933	0,7220900	0,2276462	0,0032720	0,7555948	0,0274949	0,4909287	0,6756130	0,2417974	0,4529062	0,2794850	0,1664464	0,4606166	0,0992319	0,4372442	0,4503869	0,2008959	0,0090075	0,1576705	0,2269861	0,0639743	0,0206416	0,2560053	0,3732888	0,2792719	0,1567136	0,6789186	0,1184766	0,1767127	0,1575870	0,7964400	0,7247526	0,7001807	0,0127579	0,1232259	0,6173513	0,0375292	0,0248323	0,1073538	0,2098452	0,0391346	0,0504718	0,4113538	0,6453688	0,0429081	0,1184594	0,6507322	0,6518405	0,0843422	0,0571927	0,0914188	0,0229266	0,1793164	0,6190435	0,4633923
1020	0,6380527	0,3375354	0,0019647	0,2964001	0,7555266	0,5802865	0,5884474	0,2944920	0,3374156	0,5525199	0,6710561	0,2661899	0,0040632	0,6717117	0,0111711	0,4444799	0,5597430	0,1883158	0,3004919	0,2808859	0,1752434	0,4553293	0,0402599	0,4481619	0,4865830	0,2123163	0,0079859	0,1507259	0,1884269	0,0271584	0,0101799	0,2790667	0,4693457	0,2664107	0,1751038	0,5849767	0,1987636	0,1694730	0,2029378	0,6877052	0,7873607	0,7068143	0,0067561	0,1958490	0,6487108	0,0748755	0,0416924	0,0788131	0,2026357	0,0473851	0,0319257	0,3530791	0,5275433	0,0350778	0,1370147	0,6203584	0,6349240	0,0790816	0,0875019	0,0651441	0,0267622	0,1498750	0,7370544	0,5887350
1040	0,7432411	0,2528869	0,0035083	0,2611145	0,6400806	0,6592390	0,5187517	0,2990256	0,2847513	0,5062370	0,6941452	0,2583885	0,0088978	0,8436064	0,0035981	0,4439883	0,5827053	0,1508299	0,3753467	0,3473873	0,1725257	0,5615710	0,0555847	0,4549593	0,5037830	0,2139586	0,0239820	0,2334370	0,2033692	0,0467329	0,0159487	0,2933992	0,3738809	0,3537889	0,1865228	0,6364437	0,2089447	0,1270142	0,2245548	0,6748397	0,6751587	0,5820983	0,0001937	0,1662322	0,5645479	0,1619449	0,0340914	0,1349467	0,1325350	0,0744448	0,0414469	0,4120106	0,6370411	0,0253532	0,1442065	0,5291761	0,5987474	0,1379757	0,0635231	0,0150179	0,0217047	0,1320419	0,5921727	0,4981445
1060	0,7866812	0,3069494	0,0035891	0,3293940	0,8719708	0,5912700	0,5347352	0,2720194	0,2756884	0,5147816	0,8182629	0,2813817	0,0033525	0,7784106	0,0268056	0,4321162	0,5938111	0,1804513	0,4357103	0,3591071	0,1529094	0,4804801	0,0747156	0,4399019	0,4634792	0,2909493	0,0178330	0,2016577	0,1920583	0,0286866	0,0305081	0,2626433	0,3932520	0,2992120	0,2611029	0,5587192	0,2046594	0,1371466	0,2426189	0,6813736	0,8038436	0,7287243	0,0019870	0,1896849	0,5851862	0,1640894	0,0528741	0,0871880	0,2210782	0,0552009	0,0338296	0,4002856	0,5168184	0,0436817	0,1291996	0,6890798	0,6716262	0,1098837	0,0800249	0,0377990	0,0238890	0,1294273	0,6950704	0,6145060
1080	0,7503744	0,2763801	0,0017059	0,2265241	0,5993594	0,6185766	0,6339016	0,2377198	0,3236853	0,4984208	0,7368389	0,1998166	0,0011612	0,9161460	0,0140515	0,4381357	0,6102797	0,1668479	0,3139493	0,2820138	0,1462112	0,4941235	0,0864684	0,4464534	0,3778866	0,2658304	0,0075048	0,2088617	0,2450996	0,0163054	0,0303282	0,3159357	0,4839324	0,3415599	0,2369714	0,6214518	0,2369883	0,1731790	0,2232181	0,7380600	0,6697542	0,8633759	0,0034516	0,1612270	0,7195228	0,2545569	0,0321713	0,1380037	0,1792071	0,0633587	0,0467583	0,3139266	0,5806313	0,0479828	0,1658399	0,6793357	0,6611596	0,0966479	0,0668746	0,0298207	0,0127961	0,1816558	0,6599187	0,5233068
1100	0,7594424	0,3091284	0,0044482	0,3246287	0,7478624	0,5252582	0,6429730	0,2327037	0,3182742	0,5144195	0,7972646	0,1807748	0,0007854	0,8649454	0,0004970	0,4493664	0,6375905	0,1508706	0,4027662	0,3313953	0,1823318	0,5029147	0,0963836	0,4294791	0,3587825	0,2431962	0,0126379	0,1201188	0,1845819	0,0335739	0,0263111	0,4452859	0,4581082	0,2828116	0,2197783	0,8026626	0,2083625	0,1900254	0,2086548	0,7441863	0,6550304	0,6379930	0,0018624	0,1880349	0,7501930	0,1801670	0,0384083	0,0818676	0,1498037	0,0426351	0,0327993	0,4333011	0,6546981	0,0308403	0,1035612	0,6526536	0,5278116	0,1093993	0,0714263	0,0786599	0,0344895	0,1567823	0,5730928	0,4948457

0	0,7338126	0,2870383	0,0067884	0,3307097	0,6764845	0,6700665	0,7915815	0,2864011	0,3372107	0,3948828	0,6486269	0,1595969	0,0027071	0,7219370	0,0032904	0,4463369	0,5864386	0,1902523	0,0933098	0,6403200	0,1187862	0,5023640	0,0585708	0,3518871	0,4239273	0,3072967	0,0279899	0,2091395	0,1988105	0,0152616	0,0147518	0,2615436	0,4595747	0,4095309	0,1799167	0,5955767	0,7261954	0,7757762	0,4833748	0,7150453	0,8652431	0,6067067	0,0088656	0,2977192	0,6424825	0,1066619	0,0262675	0,0623156	0,1470673	0,0594761	0,0392887	0,3446401	0,7204853	0,0363012	0,1323722	0,7280247	0,6515490	0,3046632	0,1039816	0,0556040	0,0169603	0,0930742	0,3841429	0,5475036
20	0,7952821	0,2225673	0,0086505	0,2610159	0,6522594	0,6266584	0,7375707	0,3263653	0,3772662	0,4724644	0,7943609	0,2752797	0,0537701	0,7396376	0,0003659	0,4596325	0,6251159	0,1745333	0,0773025	0,4956936	0,1484025	0,6096099	0,0206471	0,4159753	0,4777586	0,3248796	0,0203257	0,3902964	0,1548962	0,0336617	0,0262337	0,2345610	0,4989252	0,3155972	0,1952503	0,6498733	0,6332716	0,5638797	0,5664741	0,6999304	0,6583776	0,7552171	0,0186517	0,1567938	0,6814638	0,1676578	0,0320753	0,0816221	0,2206850	0,0144319	0,0417413	0,2367374	0,6633431	0,0393261	0,1885850	0,5823451	0,5645534	0,3504240	0,0913118	0,0923929	0,0512605	0,2187092	0,2594636	0,5328097
40	0,6691092	0,1939514	0,0041502	0,2975777	0,6516304	0,6679321	0,6938237	0,3323199	0,2542803	0,4625967	0,7655662	0,3154314	0,0886812	0,7723157	0,0009616	0,3990131	0,5987352	0,1835049	0,0960897	0,6081132	0,2571138	0,6273338	0,0429193	0,3787547	0,5626675	0,2116631	0,0096449	0,3670745	0,1816867	0,0242385	0,0088607	0,3213879	0,4667835	0,3837380	0,2944029	0,6311260	0,6656109	0,5590274	0,5355690	0,7055260	0,6732725	0,6168267	0,0066453	0,1607572	0,6253275	0,2387589	0,0229229	0,0767103	0,2316175	0,0482945	0,0466200	0,3913761	0,7124732	0,0278222	0,1380638	0,5708175	0,4754237	0,3855633	0,1750248	0,0638446	0,0264821	0,2922907	0,2663601	0,5829735
60	0,7226303	0,2235828	0,0052777	0,3542878	0,6683029	0,7014483	0,7069324	0,3037890	0,2085159	0,4883854	0,7275059	0,3918562	0,1555374	0,8002819	0,0000000	0,4504774	0,5852459	0,1258160	0,0589068	0,5413469	0,1866802	0,5336812	0,0278157	0,2958122	0,4711450	0,2280329	0,0207773	0,4207529	0,1428046	0,0143859	0,0108062	0,2253859	0,4357339	0,5011778	0,2690428	0,4943149	0,6219059	0,4346290	0,3154888	0,5876721	0,6166681	0,6298813	0,0057545	0,1948270	0,6968079	0,3189114	0,0315172	0,1112223	0,1370378	0,0881028	0,0615279	0,3293000	0,7666027	0,0247634	0,0862923	0,5739257	0,6420773	0,4496069	0,2028953	0,1069473	0,0346881	0,3823651	0,2885630	0,5372312
80	0,6731218	0,1981248	0,0019190	0,3638915	0,7353225	0,7004089	0,6861397	0,2356416	0,3804920	0,4940444	0,6038395	0,5182055	0,3409369	0,7340388	0,0005253	0,4495320	0,5633522	0,2285970	0,1179349	0,5501659	0,2752200	0,6853365	0,0646727	0,2944034	0,6558987	0,2571707	0,0196781	0,4395955	0,1323796	0,0300257	0,0129514	0,2470190	0,4493406	0,5543304	0,3190508	0,6379004	0,7157899	0,3739184	0,3813790	0,6476178	0,6817364	0,7299945	0,0106020	0,1757582	0,7673753	0,3494554	0,0269461	0,0862674	0,2348023	0,0631229	0,0761230	0,2391671	0,6164696	0,0238266	0,1607540	0,6659234	0,6637181	0,3598514	0,3359635	0,1667200	0,0696824	0,4130333	0,3116663	0,5065075
100	0,6052443	0,2618844	0,0003602	0,3568685	0,6851699	0,7383977	0,8563988	0,3005085	0,2930388	0,4152488	0,8572645	0,5170429	0,3998535	0,7143229	0,0007873	0,4138639	0,5932769	0,1743393	0,0727820	0,5936940	0,2902854	0,6039342	0,0301848	0,2604452	0,6349938	0,2276934	0,0111736	0,6156207	0,1788965	0,0551304	0,0179783	0,2438152	0,4501109	0,5152275	0,2147178	0,6021805	0,7084705	0,2629251	0,3332232	0,8183252	0,6692832	0,8029430	0,0080197	0,1829127	0,7146217	0,3748642	0,0210152	0,0829544	0,2237787	0,1366853	0,0693790	0,2690866	0,6918661	0,0067047	0,1127489	0,7577984	0,6346521	0,3850846	0,3077050	0,2116151	0,0502605	0,5957664	0,3127021	0,4708265
120	0,6392877	0,1825452	0,0006415	0,2752447	0,8049840	0,8092573	0,7320333	0,2721232	0,2657465	0,3889523	0,7142641	0,6163209	0,4109202	0,6403445	0,0011522	0,4337050	0,4782599	0,2018540	0,0831577	0,6828405	0,4608951	0,7394211	0,0438584	0,2100814	0,4951215	0,1845186	0,0097780	0,5197299	0,1791266	0,0346928	0,0166558	0,3077057	0,4500606	0,6405650	0,2520515	0,5599051	0,6074408	0,2210376	0,2217019	0,6587903	0,6530733	0,6777053	0,0084672	0,2003222	0,7182383	0,4630257	0,0571080	0,0323134	0,2242914	0,2287478	0,0539977	0,2836262	0,7262696	0,0031794	0,0853638	0,7547458	0,6944805	0,4605075	0,3299011	0,3897883	0,0431692	0,6239150	0,3036867	0,6099749
140	0,6267076	0,3130332	0,0006278	0,2688630	0,7729309	0,7532669	0,7691839	0,2647253	0,3526719	0,4501497	0,7740395	0,5817458	0,4996121	0,7482907	0,0097095	0,5043272	0,4184496	0,1636047	0,0936141	0,6557186	0,4977220	0,6770813	0,0559034	0,3297210	0,5472563	0,1829594	0,0259183	0,5481805	0,2015123	0,0233296	0,0339199	0,1999328	0,4381645	0,7383862	0,2981675	0,5258312	0,8025989	0,2262437	0,2182153	0,6319133	0,5856847	0,7094255	0,0025799	0,2967942	0,8555556	0,3865049	0,0506582	0,0691858	0,1787090	0,4573250	0,0425715	0,2702921	0,6426254	0,0156351	0,1306124	0,9139303	0,6594601	0,4127476	0,3248898	0,4522194	0,0653233	0,5281739	0,2617997	0,5835572
160	0,7384302	0,2721488	0,0010099	0,3191202	0,7637231	0,6205155	0,5993798	0,3044992	0,2994928	0,5265524	0,7972897	0,5972407	0,5636116	0,7786597	0,0057254	0,3616410	0,5447856	0,1770588	0,0862019	0,6764688	0,4646032	0,8320088	0,0227365	0,2384725	0,4840422	0,2543580	0,0207749	0,5630735	0,2059068	0,0335639	0,0260203	0,2294012	0,4375122	0,6679081	0,2803318	0,5907921	0,7614743	0,2914652	0,2334444	0,6121793	0,6808021	0,7530261	0,0044409	0,2570627	0,7211597	0,3404927	0,0858024	0,0904483	0,1671627	0,4363444	0,0447877	0,2101495	0,6469927	0,0177842	0,0997639	0,6614529	0,7245524	0,4508883	0,4245786	0,6313382	0,0513732	0,6361230	0,3280038	0,5171742
180	0,7661348	0,3238007	0,0002881	0,3020950	0,7031755	0,6931161	0,6642613	0,2994290	0,2397203	0,4092164	0,7722704	0,5848051	0,6817407	0,6389680	0,0108770	0,4986028	0,4936755	0,1672346	0,0866525	0,5593571	0,4200225	0,6756935	0,0160379	0,2766292	0,5901470	0,1993673	0,0107253	0,5933517	0,2516537	0,0298541	0,0158315	0,2298371	0,4596764	0,7183317	0,2876254	0,5947847	0,7122633	0,1834172	0,2153178	0,6718940	0,7211793	0,7466816	0,0013949	0,2650877	0,6484128	0,4807967	0,1219514	0,0673411	0,1928351	0,5756433	0,0427093	0,2754603	0,6844104	0,0053012	0,0947899	0,8578757	0,6981376	0,4685329	0,3978100	0,5318486	0,0768094	0,6956452	0,3310005	0,6505548
200	0,7244583	0,2546316	0,0018268	0,3034464	0,7828701	0,6797858	0,7949160	0,3733650	0,3035798	0,4320721	0,6757510	0,6694272	0,5673425	0,6808796	0,0022552	0,5478118	0,5669320	0,2031430	0,0849078	0,5626594	0,5660806	0,6453713	0,0332166	0,2055295	0,5171719	0,2724481	0,0135531	0,7205089	0,1739827	0,0241063	0,0165914	0,1932550	0,4258128	0,7916980	0,2714631	0,6445098	0,6856614	0,2598129	0,2013759	0,6452226	0,6485459	0,7566510	0,0001809	0,2845301	0,6170155	0,4688307	0,1513230	0,0515860	0,2008208	0,4861852	0,0557713	0,2871421	0,7242582	0,0023773	0,0894718	0,7342507	0,6696675	0,4791883	0,4818080	0,6733088	0,0895763	0,7186118	0,2816095	0,5717955
220	0,7656793	0,2648510	0,0053819	0,2792199	0,7809713	0,7482807	0,7463687	0,3990407	0,2432001	0,4501033	0,7176367	0,5853237	0,7074492	0,6310611	0,0114976	0,3939343	0,7250497	0,1978345	0,0883465	0,5975839	0,5498260	0,6520244	0,0591875	0,2237254	0,4776220	0,2153061	0,0219235	0,4664503	0,1630159	0,0246143	0,0049888	0,2308119	0,3683553	0,5763243	0,3100064	0,5520042	0,5732363	0,2111219	0,1870347	0,7093359	0,6692993	0,5978011	0,0007246	0,2021806	0,8028741	0,5027324	0,2533665	0,0730720	0,1636887	0,6810238	0,0305352	0,2247179	0,8003032	0,0082113	0,1100201	0,7401848	0,6703995	0,4936893	0,5212489	0,6247564	0,0481988	0,6912068	0,2785251	0,5000739
240	0,6160100	0,2228219	0,0020009	0,2331179	0,7155499	0,6934477	0,6573516	0,3580703	0,2323198	0,4207772	0,6793069	0,6621639	0,5656246	0,6630760	0,0078660	0,4156333	0,6971292	0,2351502	0,0990003	0,4951223	0,5772907	0,6456986	0,0391901	0,1773636	0,5321096	0,2740215	0,0163037	0,6870370	0,2090557	0,0454699	0,0126581	0,2218718	0,3793557	0,7059761	0,2862597	0,7027904	0,6729779	0,1980301	0,1614438	0,6752057	0,8067517	0,6758367	0,0000000	0,2767799	0,7538731	0,4869015	0,2638073	0,0489802	0,2085088	0,6291187	0,0600183	0,2885290	0,7371514	0,0006423	0,1288796	0,7146603	0,6501856	0,5398349	0,3389941	0,7023704	0,0599997	0,7617070	0,3217174	0,4364964
260	0,6767495	0,2951427	0,0039689	0,2970498	0,7892276	0,6764441	0,6889856	0,3274906	0,2689253	0,4622626	0,6544198	0,7858692	0,6795941	0,7466735	0,0114249	0,4445244	0,4986649	0,1784303	0,0753112	0,4718135	0,6226351	0,6195068	0,0605754	0,1974592	0,4777930	0,2201377	0,0339383	0,5846835	0,1866140	0,0453033	0,0387300	0,2596295	0,3979407	0,6606894	0,2543936	0,7405404	0,5427790	0,1340068	0,1649325	0,7080598	0,7259126	0,7122891	0,0000203	0,2127748	0,6903859	0,3855755	0,2068540	0,0500550	0,1058992	0,7047352	0,0500519	0,2146580	0,7086856	0,0003457	0,0782240	0,7757191	0,6807560	0,4578059	0,3772879	0,7170628	0,0879327	0,6861716	0,2864918	0,5306795
280	0,6273365	0,2871707	0,0026567	0,2749881	0,7988049	0,7763329	0,8206769	0,3294613	0,3025997	0,3619358	0,5612779	0,6629901	0,7266465	0,7860932	0,0083635	0,3759046	0,5469513	0,1564861	0,0990343	0,6586004	0,6934037	0,7346125	0,0638233	0,1715063	0,5526575	0,2266006	0,0310389	0,6499592	0,2089681	0,0277850	0,0196148	0,2117548	0,3870257	0,8027518	0,2601534	0,5416767	0,5956559	0,1803733	0,2071406	0,6824688	0,7871546	0,7094779	0,0003899	0,1767006	0,7204091	0,5684952	0,3003694	0,0694129	0,1669121	0,6964324	0,0499974	0,2225226	0,7710251	0,0000000	0,0612049	0,8372008	0,6703909	0,5973256	0,4853276	0,7174655	0,0850430	0,6972887	0,3032369	0,6135200
300	0,6620225	0,3681762	0,0058789	0,3015556	0,7389254	0,6859214	0,6897309	0,2550061	0,3224722	0,5675183	0,8544496	0,8332118	0,5876308	0,9102637	0,0024133	0,5870117	0,6039585	0,1553219	0,0904195	0,7504872	0,7528927	0,8779460	0,0482271	0,2032831	0,6612047	0,2999732	0,0257494	0,5046018	0,1814436	0,0209697	0,0220894	0,2690156	0,4041168	0,7484878	0,2255347	0,5910944	0,7187691	0,2137672	0,2109783	0,7739460	0,8039637	0,5658354	0,0017348	0,2520428	0,7287971	0,4765377	0,2434562	0,0431326	0,1937980	0,7085506	0,0971933	0,2200367	0,7198847	0,0047424	0,1037351	0,6932657	0,5476733	0,6188254	0,4104684	0,7502776	0,1262655	0,6403588	0,3024193	0,6629962
320	0,7483697	0,3559315	0,0028906	0,3826214	0,9084380	0,9096150	0,5958232	0,2442338	0,3454192	0,5451500	0,6575635	0,7978906	0,7150997	0,6945109	0,0036161	0,5496926	0,6254867	0,1797943	0,0749964	0,5735188	0,6746378	0,7839062	0,0625383	0,1703415	0,6225930	0,2055504	0,0335271	0,6306752	0,1606174	0,0617855	0,0182905	0,1899887	0,3932478	0,7243648	0,2584035	0,6573655	0,6587353	0,2266077	0,2058039	0,6628595	0,8290889	0,7146604	0,0022980	0,1903081	0,7181253	0,5121216	0,2542449	0,0536904	0,1596292	0,7226916	0,0392458	0,1971200	0,6743029	0,0039738	0,0619248	0,6643258	0,5994907	0,5866370	0,5336730	0,6917890	0,0720295	0,7006552	0,3406606	0,4903009
340	0,8067900	0,2687642	0,0039781	0,3750029	1,0250721	0,8824921	0,6101031	0,3218331	0,2561870	0,4482962	0,7976938	0,8066221	0,7594827	0,7532597	0,0001927	0,4955982	0,6395581	0,2353796	0,0906659	0,5770099	0,5990223	0,8024108	0,0489596	0,2203941	0,5763187	0,2761878	0,0191887	0,6259663	0,2350080	0,0172961	0,0132026	0,2976582	0,4749016	0,7488601	0,2370084	0,6180653	0,8537015	0,1531019	0,2110783	0,7567024	0,7408173	0,7312281	0,0010737	0,1204580	0,8044901	0,3499728	0,2772500	0,0791204	0,0993242	0,7403315	0,0696651	0,2564149	0,6655724	0,0007481	0,0664641	0,6218677	0,4506831	0,4629542	0,4493336	0,6839501	0,0819143	0,7539460	0,3270656	0,5014279
360	0,7778417	0,2199667	0,0124178	0,3208921	0,6632583	0,7774155	0,7283253	0,2757931	0,2651835	0,5176994	0,6946302	0,6183961	0,7464222	0,7141679	0,0004942	0,4305371	0,6119131	0,2099944	0,1117561	0,8086887	0,6623039	0,6652945	0,0452682	0,3174092	0,6753258	0,2601925	0,0100113	0,5017960	0,2227039	0,0171735	0,0208985	0,3324482	0,5332320	0,8829852	0,2073673	0,6273439	0,6211591	0,1850795	0,2045033	0,7048649	0,7460798	0,6641703	0,0016903	0,1368457	0,7785850	0,5120711	0,3604449	0,0325537	0,1335605	0,6566877	0,0641486	0,2222766	0,7631986	0,0042910	0,0512535	0,7081792	0,5313215	0,5454801	0,5275072	0,6122967	0,0626560	0,7483674	0,2722940	0,6250735
380	0,6728861	0,2333783	0,0057208	0,3004932	0,7780102	0,7947567	0,7524992	0,3971416	0,2774064	0,4428416	0,6074488	0,8707258	0,6972778	0,6279255	0,0000000	0,4119959	0,6139691	0,1806994	0,1269648	0,5495628	0,5835855	0,6972414	0,0698230	0,2177327	0,5825570	0,3374230	0,0189311	0,4550303	0,2054835	0,0371622	0,0151254	0,3357166	0,4294569	0,9207655	0,2852430	0,4857296	0,7164037	0,1874085	0,2498725	0,7991352	0,6493969	0,5986374	0,0024139	0,1401645	0,7736815	0,5807031	0,3253415	0,0601583	0,0989174	0,7625013	0,0614804	0,2153101	0,8259335	0,0032209	0,1114319	0,6247270	0,5722162	0,4271045	0,4468157	0,7153373	0,0775518	0,7358809	0,3595701	0,4491296
400	0,6965700	0,2164185	0,0140822	0,2857532	0,6545911	0,6511856	0,6522083	0,3924688	0,2202691	0,5127982	0,6687797	0,6774995	0,6795232	0,7024046	0,0006851	0,4774305	0,5305829	0,1357697	0,0731693	0,7104500	0,6751054	0,7577258	0,0433462	0,2682839	0,6511834	0,2627138	0,0188659	0,4584545	0,2535422	0,0503216	0,0180146	0,3240377	0,4889723	0,7849453	0,2668060	0,5609774	0,6052221	0,2181932	0,2685389	0,7106315	0,6631617	0,5859786	0,0011166	0,2052817	0,7482031	0,4772092	0,3985588	0,0417457	0,1161339	0,6864423	0,0564488	0,1999109	0,9539491	0,0001130	0,0675914	0,6230451	0,5458825	0,4801467	0,4254691	0,7495697	0,0305259	0,6705459	0,3076142	0,5364905
