"Time"	nadR	nadB	pnuC	nadA	pncB	crp	rhaR	rhaS	zraR	melR	feaR	malI	mtlR	prpR	ascG	marR	rbsR	chbR	nagC	fucR	chbC	chbB	chbG	chbA	chbF	nagB	prpC	fucO	fucI	fucK	rbsD	prpD	zraS	nagD	malY	rhaD	nagE	rhaA	ascF	melA	rbsB	fucP	ascB	melB	rbsK	prpB	rbsC	fucU	rhaB	malX	fucA	prpE	rbsA	nagA	nanM	nanC	rhaT	manX	mtlD	manZ	mtlA	manY	galP	marB
900	1,0000000	0,3069503	0,2919587	0,0380507	0,9999403	0,0861345	0,1446600	0,0472387	0,2211127	0,5763187	0,6948641	0,6631465	0,5559403	0,3980156	0,1090902	0,3741597	0,0164996	0,2481427	0,4086235	0,0185976	0,3006697	0,1002820	0,5833771	0,5406350	0,7549392	0,3340443	0,1243310	0,5044007	0,0922399	0,0653031	0,9943965	0,3150216	0,1174338	0,9634360	0,6159648	0,0120004	0,9995958	0,2210664	0,5241769	0,0137065	0,9571914	0,0525643	0,0451222	0,9018765	0,6449984	0,4684150	0,5927235	0,0387609	0,0699443	0,0122932	0,0352052	0,0785016	0,0759110	0,9999484	0,2116780	0,3375812	0,1330334	0,4121019	0,4664471	0,3926639	0,3837691	0,3143915	0,6884720	0,0512757
920	1,0000000	0,3069503	0,2919587	0,0380507	0,9999402	0,0861446	0,1374960	0,0472336	0,2211273	0,5763369	0,6949045	0,6631430	0,5559830	0,3980158	0,1090902	0,3741614	0,0164996	0,2481427	0,4086233	0,0185997	0,3006760	0,1002936	0,5833784	0,5406753	0,7549371	0,3340820	0,1243319	0,5044791	0,0922399	0,0652871	0,9943966	0,3150563	0,1174409	0,9634361	0,6159632	0,0120010	0,9995956	0,2210881	0,5242495	0,0137060	0,9572004	0,0525663	0,0451224	0,9018775	0,6450176	0,4684840	0,5927276	0,0387660	0,0699441	0,0122960	0,0352051	0,0785016	0,0759181	0,9999484	0,2116795	0,3375827	0,1330328	0,4121021	0,4663885	0,3926906	0,3837317	0,3143978	0,6884721	0,0512752
940	1,0000000	0,3069503	0,2919587	0,0380507	0,9999402	0,0861544	0,1313539	0,0472302	0,2211413	0,5763544	0,6949434	0,6631396	0,5560240	0,3980159	0,1090902	0,3741631	0,0164996	0,2481429	0,4086232	0,0186017	0,3006821	0,1003013	0,5833797	0,5407140	0,7549359	0,3341182	0,1243361	0,5045547	0,0922400	0,0652784	0,9943966	0,3150897	0,1174477	0,9634361	0,6159617	0,0120020	0,9995954	0,2211099	0,5243196	0,0137055	0,9572091	0,0525683	0,0451227	0,9018794	0,6450361	0,4685510	0,5927298	0,0387709	0,0699441	0,0122987	0,0352051	0,0785016	0,0759256	0,9999484	0,2116809	0,3375840	0,1330324	0,4121024	0,4663318	0,3927165	0,3836957	0,3144039	0,6884723	0,0512747
960	1,0000000	0,3069503	0,2919587	0,0380507	0,9999402	0,0861638	0,1261518	0,0472279	0,2211549	0,5763714	0,6949809	0,6631364	0,5560637	0,3980160	0,1090902	0,3741647	0,0164997	0,2481432	0,4086230	0,0186036	0,3006880	0,1003064	0,5833810	0,5407514	0,7549352	0,3341532	0,1243424	0,5046276	0,0922400	0,0652739	0,9943966	0,3151219	0,1174543	0,9634362	0,6159602	0,0120033	0,9995953	0,2211314	0,5243871	0,0137051	0,9572175	0,0525702	0,0451230	0,9018817	0,6450539	0,4686157	0,5927311	0,0387757	0,0699440	0,0123013	0,0352051	0,0785016	0,0759332	0,9999483	0,2116823	0,3375853	0,1330321	0,4121026	0,4662769	0,3927414	0,3836610	0,3144098	0,6884724	0,0512742
980	1,0000000	0,3069503	0,2919587	0,0380507	0,9999401	0,0861729	0,1217934	0,0472263	0,2211680	0,5763877	0,6950170	0,6631333	0,5561019	0,3980162	0,1090902	0,3741663	0,0164997	0,2481434	0,4086228	0,0186054	0,3006937	0,1003098	0,5833822	0,5407874	0,7549348	0,3341870	0,1243500	0,5046979	0,0922401	0,0652720	0,9943966	0,3151530	0,1174607	0,9634363	0,6159588	0,0120048	0,9995951	0,2211525	0,5244522	0,0137046	0,9572256	0,0525720	0,0451232	0,9018842	0,6450711	0,4686781	0,5927318	0,0387802	0,0699440	0,0123038	0,0352051	0,0785016	0,0759408	0,9999483	0,2116837	0,3375865	0,1330320	0,4121028	0,4662238	0,3927655	0,3836275	0,3144154	0,6884726	0,0512738
1000	1,0000000	0,3069503	0,2919587	0,0380507	0,9999401	0,0861816	0,1181762	0,0472251	0,2211806	0,5764035	0,6950519	0,6631303	0,5561387	0,3980163	0,1090902	0,3741678	0,0164997	0,2481436	0,4086227	0,0186072	0,3006992	0,1003122	0,5833834	0,5408221	0,7549347	0,3342195	0,1243584	0,5047656	0,0922401	0,0652714	0,9943966	0,3151830	0,1174668	0,9634363	0,6159574	0,0120063	0,9995949	0,2211731	0,5245150	0,0137042	0,9572334	0,0525737	0,0451235	0,9018868	0,6450877	0,4687384	0,5927322	0,0387847	0,0699440	0,0123063	0,0352051	0,0785016	0,0759481	0,9999483	0,2116850	0,3375877	0,1330319	0,4121030	0,4661727	0,3927887	0,3835952	0,3144209	0,6884727	0,0512733
1020	1,0000000	0,3069503	0,2919587	0,0380507	0,9999401	0,0861901	0,1151980	0,0472243	0,2211928	0,5764187	0,6950855	0,6631274	0,5561743	0,3980164	0,1090902	0,3741693	0,0164997	0,2481438	0,4086226	0,0186089	0,3007045	0,1003138	0,5833845	0,5408556	0,7549347	0,3342509	0,1243671	0,5048310	0,0922402	0,0652716	0,9943965	0,3152119	0,1174727	0,9634364	0,6159561	0,0120078	0,9995947	0,2211930	0,5245756	0,0137038	0,9572410	0,0525754	0,0451237	0,9018894	0,6451038	0,4687966	0,5927325	0,0387889	0,0699440	0,0123086	0,0352051	0,0785016	0,0759553	0,9999483	0,2116862	0,3375888	0,1330319	0,4121032	0,4661233	0,3928110	0,3835641	0,3144261	0,6884728	0,0512729
1040	1,0000000	0,3069503	0,2919587	0,0380507	0,9999401	0,0861982	0,1127624	0,0472238	0,2212045	0,5764333	0,6951179	0,6631246	0,5562085	0,3980165	0,1090902	0,3741707	0,0164997	0,2481439	0,4086224	0,0186105	0,3007096	0,1003149	0,5833856	0,5408879	0,7549348	0,3342812	0,1243759	0,5048940	0,0922402	0,0652722	0,9943965	0,3152397	0,1174784	0,9634364	0,6159548	0,0120093	0,9995946	0,2212124	0,5246340	0,0137034	0,9572482	0,0525770	0,0451239	0,9018919	0,6451192	0,4688527	0,5927327	0,0387930	0,0699440	0,0123109	0,0352051	0,0785016	0,0759622	0,9999483	0,2116874	0,3375900	0,1330319	0,4121034	0,4660758	0,3928326	0,3835340	0,3144312	0,6884729	0,0512725
1060	1,0000000	0,3069503	0,2919587	0,0380507	0,9999400	0,0862061	0,1107815	0,0472234	0,2212158	0,5764475	0,6951492	0,6631219	0,5562416	0,3980166	0,1090902	0,3741721	0,0164997	0,2481440	0,4086223	0,0186121	0,3007146	0,1003157	0,5833867	0,5409190	0,7549350	0,3343104	0,1243848	0,5049547	0,0922403	0,0652731	0,9943965	0,3152666	0,1174839	0,9634365	0,6159536	0,0120108	0,9995944	0,2212311	0,5246903	0,0137030	0,9572552	0,0525786	0,0451241	0,9018944	0,6451341	0,4689068	0,5927328	0,0387970	0,0699440	0,0123131	0,0352051	0,0785016	0,0759689	0,9999482	0,2116886	0,3375910	0,1330319	0,4121036	0,4660299	0,3928534	0,3835051	0,3144361	0,6884731	0,0512721
1080	1,0000000	0,3069503	0,2919587	0,0380507	0,9999400	0,0862137	0,1091776	0,0472231	0,2212267	0,5764612	0,6951794	0,6631192	0,5562734	0,3980167	0,1090902	0,3741734	0,0164998	0,2481441	0,4086222	0,0186136	0,3007193	0,1003163	0,5833877	0,5409491	0,7549352	0,3343385	0,1243935	0,5050133	0,0922403	0,0652741	0,9943965	0,3152926	0,1174892	0,9634365	0,6159524	0,0120123	0,9995943	0,2212492	0,5247446	0,0137026	0,9572619	0,0525801	0,0451243	0,9018969	0,6451484	0,4689590	0,5927329	0,0388008	0,0699440	0,0123152	0,0352051	0,0785016	0,0759754	0,9999482	0,2116897	0,3375920	0,1330320	0,4121038	0,4659856	0,3928735	0,3834772	0,3144408	0,6884732	0,0512717
1100	1,0000000	0,3069503	0,2919587	0,0380507	0,9999400	0,0862210	0,1078835	0,0472228	0,2212372	0,5764743	0,6952084	0,6631167	0,5563042	0,3980168	0,1090902	0,3741747	0,0164998	0,2481442	0,4086220	0,0186151	0,3007239	0,1003168	0,5833887	0,5409780	0,7549353	0,3343657	0,1244020	0,5050698	0,0922404	0,0652752	0,9943965	0,3153176	0,1174943	0,9634366	0,6159513	0,0120137	0,9995941	0,2212667	0,5247970	0,0137023	0,9572685	0,0525815	0,0451245	0,9018992	0,6451623	0,4690093	0,5927330	0,0388045	0,0699440	0,0123172	0,0352051	0,0785017	0,0759816	0,9999482	0,2116908	0,3375930	0,1330320	0,4121040	0,4659430	0,3928929	0,3834503	0,3144454	0,6884733	0,0512713

0	1,0000000	0,3069503	0,2919587	0,0380507	0,9999441	0,0849522	0,1024053	0,0472221	0,2193820	0,5742311	0,6900591	0,6635472	0,5508926	0,3980000	0,1090902	0,3739543	0,0164970	0,2481270	0,4086431	0,0183612	0,2999229	0,1002763	0,5832132	0,5359369	0,7548995	0,3296168	0,1228563	0,4950060	0,0922332	0,0650713	0,9943997	0,3109418	0,1165931	0,9634284	0,6161560	0,0117642	0,9996187	0,2182174	0,5155862	0,0137642	0,9561119	0,0523309	0,0450904	0,9014883	0,6427449	0,4601562	0,5927213	0,0381730	0,0699436	0,0119678	0,0352051	0,0785002	0,0748962	0,9999511	0,2115059	0,3374223	0,1330225	0,4120740	0,4735634	0,3895644	0,3882717	0,3136558	0,6884547	0,0513357
20	0,8540483	0,3148113	0,2944076	0,0380507	0,9999441	0,0850054	0,1175067	0,2529371	0,2194611	0,5743234	0,6902794	0,6635294	0,5511229	0,3980007	0,1090902	0,3739636	0,0164971	0,4291515	0,4086422	0,0183717	0,5578195	0,1004127	0,5837423	0,5357831	0,7568986	0,2862349	0,1229216	0,6034984	0,3182433	0,1464901	0,9943995	0,3111268	0,1166316	0,9634287	0,4657611	0,1239956	0,9996177	0,2189679	0,5159776	0,0137616	0,7673889	0,0523414	0,2145311	0,9327892	0,6428469	0,4605325	0,6815324	0,0381992	0,0699731	0,0119823	0,0352051	0,0785003	0,4149016	0,9999510	0,2071761	0,3374294	0,3906568	0,4120752	0,4489216	0,3897027	0,3880630	0,3136889	0,5890791	0,2067604
40	0,7537666	0,3490845	0,3064180	0,0380510	0,9999444	0,0850566	0,2018412	0,3620638	0,2195371	0,5744125	0,6904912	0,6635123	0,5513443	0,3980014	0,1090902	0,3739725	0,0164972	0,5030698	0,4086414	0,0183819	0,6597726	0,1012169	0,5850022	0,5339244	0,7647122	0,2598932	0,1229844	0,6730601	0,4678205	0,1938269	0,9943994	0,3113048	0,1166686	0,9634291	0,3665381	0,1884044	0,9996167	0,2235648	0,5163539	0,0137591	0,6980482	0,0523514	0,2897160	0,9513108	0,6429450	0,4608943	0,7297764	0,0382244	0,0707133	0,0119962	0,0352051	0,0785003	0,5855329	0,9999508	0,2046508	0,3374363	0,4632693	0,4120764	0,4365275	0,3898359	0,3878627	0,3137208	0,5243242	0,2857213
60	0,6848642	0,4062678	0,3287522	0,0380516	0,9999453	0,0851059	0,3380889	0,4264126	0,2196102	0,5744984	0,6906947	0,6634957	0,5515572	0,3980020	0,1090902	0,3739810	0,0164973	0,5258922	0,4086406	0,0183917	0,7019920	0,1029633	0,5860166	0,5299895	0,7754411	0,2439221	0,1230448	0,7176992	0,5668134	0,2213496	0,9943993	0,3114760	0,1167041	0,9634294	0,3010760	0,2602574	0,9996158	0,2342432	0,5167158	0,0137568	0,6725885	0,0523611	0,3230775	0,9622715	0,6430394	0,4612423	0,7559837	0,0382487	0,0752361	0,0120097	0,0352051	0,0785004	0,6711666	0,9999507	0,2031791	0,3374429	0,4877892	0,4120776	0,4302309	0,3899642	0,3876703	0,3137515	0,4821289	0,3258354
80	0,6375221	0,4748993	0,3585147	0,0380526	0,9999467	0,0851534	0,4602161	0,4698395	0,2196805	0,5745812	0,6908904	0,6634798	0,5517619	0,3980026	0,1090902	0,3739893	0,0164974	0,5286897	0,4086398	0,0184011	0,7204304	0,1053808	0,5866412	0,5249878	0,7858045	0,2342616	0,1231029	0,7463819	0,6323285	0,2373532	0,9943992	0,3116408	0,1167383	0,9634297	0,2578878	0,3489089	0,9996149	0,2495954	0,5170639	0,0137545	0,6632573	0,0523704	0,3378812	0,9687585	0,6431303	0,4615770	0,7702202	0,0382721	0,0877559	0,0120227	0,0352051	0,0785005	0,7141455	0,9999506	0,2023223	0,3374492	0,4980854	0,4120787	0,4269725	0,3900879	0,3874856	0,3137810	0,4546337	0,3462139
100	0,6049939	0,5435842	0,3918795	0,0380539	0,9999485	0,0851991	0,5620389	0,5021516	0,2197481	0,5746611	0,6910785	0,6634644	0,5519589	0,3980032	0,1090902	0,3739972	0,0164975	0,5254484	0,4086391	0,0184102	0,7288601	0,1079295	0,5869925	0,5202128	0,7942626	0,2284404	0,1231589	0,7648472	0,6756875	0,2466599	0,9943990	0,3117994	0,1167711	0,9634300	0,2293948	0,4327069	0,9996140	0,2667443	0,5173988	0,0137522	0,6598535	0,0523794	0,3444503	0,9725986	0,6432177	0,4618990	0,7779538	0,0382947	0,1097435	0,0120352	0,0352051	0,0785005	0,7357187	0,9999505	0,2018246	0,3374554	0,5029768	0,4120797	0,4252303	0,3902071	0,3873081	0,3138095	0,4367175	0,3565659
120	0,5826442	0,6044631	0,4253726	0,0380554	0,9999506	0,0852431	0,6477664	0,5273950	0,2198131	0,5747381	0,6912593	0,6634496	0,5521483	0,3980038	0,1090902	0,3740049	0,0164976	0,5215126	0,4086383	0,0184190	0,7328221	0,1101849	0,5871820	0,5164025	0,8005128	0,2249541	0,1232127	0,7767687	0,7043833	0,2520733	0,9943989	0,3119520	0,1168027	0,9634303	0,2105971	0,4987082	0,9996132	0,2834134	0,5177209	0,0137501	0,6586275	0,0523881	0,3473656	0,9748724	0,6433019	0,4622087	0,7821549	0,0383164	0,1391904	0,0120472	0,0352051	0,0785006	0,7465495	0,9999504	0,2015364	0,3374613	0,5055047	0,4120808	0,4242470	0,3903219	0,3871376	0,3138369	0,4250431	0,3618240
140	0,5672879	0,6540673	0,4564631	0,0380571	0,9999527	0,0852855	0,7186281	0,5475075	0,2198756	0,5748123	0,6914333	0,6634353	0,5523306	0,3980044	0,1090902	0,3740123	0,0164977	0,5184825	0,4086376	0,0184274	0,7346934	0,1119621	0,5872814	0,5137145	0,8048313	0,2228870	0,1232645	0,7844978	0,7233747	0,2552230	0,9943988	0,3120989	0,1168331	0,9634305	0,1981957	0,5461795	0,9996123	0,2983799	0,5180309	0,0137480	0,6582011	0,0523964	0,3486596	0,9762196	0,6433829	0,4625067	0,7844371	0,0383374	0,1725361	0,0120589	0,0352051	0,0785006	0,7519894	0,9999503	0,2013705	0,3374670	0,5069220	0,4120818	0,4236457	0,3904326	0,3869738	0,3138633	0,4174360	0,3644944
160	0,5567368	0,6922376	0,4836837	0,0380588	0,9999548	0,0853263	0,7751850	0,5636483	0,2199358	0,5748839	0,6916006	0,6634216	0,5525059	0,3980049	0,1090902	0,3740194	0,0164978	0,5165370	0,4086370	0,0184356	0,7355618	0,1132566	0,5873323	0,5119899	0,8076707	0,2216818	0,1233144	0,7895398	0,7359435	0,2570567	0,9943987	0,3122403	0,1168624	0,9634308	0,1900144	0,5790033	0,9996116	0,3112093	0,5183292	0,0137460	0,6580675	0,0524044	0,3492342	0,9770184	0,6434610	0,4627934	0,7856770	0,0383576	0,2064491	0,0120701	0,0352051	0,0785006	0,7547236	0,9999502	0,2012758	0,3374725	0,5077820	0,4120827	0,4232387	0,3905393	0,3868163	0,3138887	0,4124793	0,3658501
180	0,5494873	0,7205247	0,5064685	0,0380605	0,9999566	0,0853657	0,8188465	0,5766373	0,2199937	0,5749530	0,6917615	0,6634083	0,5526747	0,3980054	0,1090902	0,3740262	0,0164979	0,5154273	0,4086363	0,0184434	0,7359491	0,1141502	0,5873577	0,5109736	0,8094668	0,2209993	0,1233625	0,7928581	0,7442618	0,2581253	0,9943986	0,3123764	0,1168905	0,9634310	0,1846173	0,6014397	0,9996108	0,3219105	0,5186162	0,0137441	0,6580408	0,0524122	0,3494895	0,9774927	0,6435361	0,4630694	0,7863506	0,0383771	0,2385782	0,0120808	0,0352051	0,0785007	0,7561000	0,9999502	0,2012228	0,3374778	0,5083416	0,4120837	0,4229326	0,3906421	0,3866650	0,3139132	0,4092495	0,3665378
200	0,5445062	0,7409899	0,5248813	0,0380620	0,9999581	0,0854036	0,8517036	0,5871026	0,2200494	0,5750196	0,6919163	0,6633955	0,5528370	0,3980059	0,1090902	0,3740328	0,0164979	0,5148556	0,4086357	0,0184510	0,7361114	0,1147450	0,5873700	0,5104282	0,8105689	0,2206331	0,1234087	0,7950698	0,7497670	0,2587489	0,9943985	0,3125075	0,1169176	0,9634313	0,1810571	0,6168407	0,9996101	0,3306953	0,5188925	0,0137423	0,6580525	0,0524197	0,3496032	0,9777750	0,6436084	0,4633349	0,7867166	0,0383959	0,2675939	0,0120912	0,0352051	0,0785007	0,7567948	0,9999501	0,2011938	0,3374828	0,5087270	0,4120845	0,4226805	0,3907412	0,3865195	0,3139367	0,4071450	0,3668864
220	0,5410838	0,7555750	0,5393520	0,0380633	0,9999594	0,0854401	0,8759939	0,5955387	0,2201030	0,5750838	0,6920652	0,6633832	0,5529933	0,3980064	0,1090902	0,3740391	0,0164980	0,5145918	0,4086351	0,0184583	0,7361738	0,1151321	0,5873759	0,5101735	0,8112292	0,2204576	0,1234533	0,7965699	0,7534105	0,2591138	0,9943984	0,3126336	0,1169436	0,9634315	0,1787087	0,6275511	0,9996094	0,3378416	0,5191584	0,0137405	0,6580775	0,0524268	0,3496540	0,9779435	0,6436781	0,4635906	0,7869154	0,0384140	0,2929502	0,0121013	0,0352051	0,0785008	0,7571474	0,9999500	0,2011790	0,3374877	0,5090046	0,4120854	0,4224593	0,3908367	0,3863797	0,3139595	0,4057739	0,3670625
240	0,5387322	0,7658724	0,5504733	0,0380644	0,9999603	0,0854752	0,8937422	0,6023390	0,2201546	0,5751457	0,6922085	0,6633713	0,5531438	0,3980069	0,1090902	0,3740452	0,0164981	0,5144872	0,4086345	0,0184653	0,7361955	0,1153813	0,5873788	0,5100872	0,8116179	0,2203964	0,1234962	0,7976112	0,7558218	0,2593281	0,9943984	0,3127551	0,1169687	0,9634317	0,1771598	0,6351307	0,9996087	0,3436266	0,5194144	0,0137388	0,6581066	0,0524338	0,3496769	0,9780447	0,6437452	0,4638366	0,7870235	0,0384314	0,3146081	0,0121109	0,0352051	0,0785008	0,7573281	0,9999499	0,2011722	0,3374925	0,5092114	0,4120862	0,4222569	0,3909288	0,3862452	0,3139814	0,4048806	0,3671512
260	0,5371165	0,7730993	0,5588672	0,0380652	0,9999611	0,0855091	0,9066166	0,6078183	0,2202042	0,5752055	0,6923464	0,6633598	0,5532886	0,3980073	0,1090902	0,3740511	0,0164982	0,5144564	0,4086339	0,0184720	0,7362031	0,1155417	0,5873803	0,5100930	0,8118440	0,2204032	0,1235375	0,7983559	0,7574176	0,2594549	0,9943983	0,3128721	0,1169928	0,9634320	0,1761384	0,6405968	0,9996080	0,3482986	0,5196608	0,0137371	0,6581364	0,0524405	0,3496874	0,9781061	0,6438098	0,4640735	0,7870823	0,0384483	0,3328134	0,0121203	0,0352051	0,0785008	0,7574225	0,9999498	0,2011702	0,3374970	0,5093697	0,4120870	0,4220675	0,3910175	0,3861158	0,3140024	0,4042986	0,3671954
280	0,5360064	0,7781512	0,5651096	0,0380659	0,9999616	0,0855418	0,9159167	0,6122302	0,2202520	0,5752631	0,6924792	0,6633487	0,5534280	0,3980078	0,1090902	0,3740568	0,0164982	0,5144551	0,4086334	0,0184786	0,7362074	0,1156460	0,5873812	0,5101462	0,8119748	0,2204497	0,1235772	0,7989078	0,7584738	0,2595307	0,9943982	0,3129848	0,1170160	0,9634322	0,1754649	0,6446116	0,9996074	0,3520684	0,5198981	0,0137355	0,6581658	0,0524469	0,3496923	0,9781438	0,6438720	0,4643016	0,7871144	0,0384645	0,3479452	0,0121292	0,0352051	0,0785009	0,7574733	0,9999498	0,2011708	0,3375014	0,5094936	0,4120878	0,4218879	0,3911031	0,3859914	0,3140227	0,4039195	0,3672171
300	0,5352437	0,7816727	0,5696960	0,0380664	0,9999620	0,0855732	0,9226211	0,6157793	0,2202981	0,5753186	0,6926069	0,6633381	0,5535622	0,3980082	0,1090902	0,3740622	0,0164983	0,5144627	0,4086329	0,0184849	0,7362121	0,1157152	0,5873819	0,5102219	0,8120505	0,2205188	0,1236156	0,7993334	0,7591728	0,2595767	0,9943981	0,3130933	0,1170384	0,9634324	0,1750211	0,6476098	0,9996068	0,3551098	0,5201265	0,0137340	0,6581944	0,0524531	0,3496949	0,9781674	0,6439319	0,4645212	0,7871318	0,0384801	0,3604226	0,0121379	0,0352051	0,0785009	0,7575022	0,9999497	0,2011729	0,3375057	0,5095922	0,4120885	0,4217164	0,3911855	0,3858718	0,3140423	0,4036726	0,3672274
320	0,5347196	0,7841222	0,5730317	0,0380668	0,9999623	0,0856035	0,9274510	0,6186316	0,2203424	0,5753722	0,6927299	0,6633278	0,5536915	0,3980086	0,1090902	0,3740675	0,0164984	0,5144709	0,4086324	0,0184909	0,7362179	0,1157625	0,5873826	0,5103069	0,8120947	0,2206002	0,1236525	0,7996755	0,7596355	0,2596054	0,9943980	0,3131978	0,1170599	0,9634326	0,1747286	0,6498809	0,9996062	0,3575646	0,5203465	0,0137325	0,6582219	0,0524591	0,3496963	0,9781827	0,6439897	0,4647326	0,7871413	0,0384952	0,3706533	0,0121462	0,0352051	0,0785010	0,7575200	0,9999496	0,2011758	0,3375097	0,5096718	0,4120893	0,4215520	0,3912650	0,3857567	0,3140612	0,4035118	0,3672319
340	0,5343595	0,7858230	0,5754375	0,0380671	0,9999624	0,0856327	0,9309314	0,6209217	0,2203850	0,5754239	0,6928483	0,6633179	0,5538159	0,3980090	0,1090902	0,3740726	0,0164985	0,5144771	0,4086319	0,0184968	0,7362248	0,1157961	0,5873832	0,5103946	0,8121207	0,2206877	0,1236880	0,7999615	0,7599417	0,2596240	0,9943980	0,3132985	0,1170806	0,9634328	0,1745361	0,6516217	0,9996056	0,3595470	0,5205584	0,0137311	0,6582485	0,0524649	0,3496972	0,9781930	0,6440453	0,4649362	0,7871466	0,0385098	0,3790084	0,0121543	0,0352051	0,0785010	0,7575320	0,9999495	0,2011791	0,3375137	0,5097371	0,4120900	0,4213941	0,3913417	0,3856459	0,3140794	0,4034072	0,3672335
360	0,5341121	0,7870023	0,5771604	0,0380673	0,9999626	0,0856609	0,9334414	0,6227589	0,2204261	0,5754738	0,6929623	0,6633083	0,5539358	0,3980093	0,1090902	0,3740775	0,0164985	0,5144811	0,4086314	0,0185024	0,7362322	0,1158208	0,5873838	0,5104818	0,8121363	0,2207774	0,1237223	0,8002091	0,7601443	0,2596366	0,9943979	0,3133955	0,1171005	0,9634329	0,1744095	0,6529689	0,9996051	0,3611491	0,5207624	0,0137297	0,6582741	0,0524704	0,3496979	0,9782003	0,6440989	0,4651323	0,7871495	0,0385238	0,3858127	0,0121620	0,0352051	0,0785010	0,7575411	0,9999495	0,2011826	0,3375175	0,5097911	0,4120906	0,4212423	0,3914156	0,3855393	0,3140969	0,4033391	0,3672336
380	0,5339421	0,7878189	0,5783869	0,0380675	0,9999626	0,0856880	0,9352535	0,6242314	0,2204657	0,5755218	0,6930720	0,6632991	0,5540512	0,3980097	0,1090902	0,3740822	0,0164986	0,5144835	0,4086310	0,0185079	0,7362398	0,1158399	0,5873844	0,5105671	0,8121458	0,2208672	0,1237553	0,8004298	0,7602785	0,2596456	0,9943978	0,3134889	0,1171198	0,9634331	0,1743263	0,6540192	0,9996046	0,3624448	0,5209589	0,0137284	0,6582987	0,0524758	0,3496985	0,9782057	0,6441505	0,4653212	0,7871511	0,0385373	0,3913434	0,0121695	0,0352051	0,0785010	0,7575486	0,9999494	0,2011861	0,3375211	0,5098363	0,4120913	0,4210963	0,3914868	0,3854368	0,3141138	0,4032949	0,3672330
400	0,5338253	0,7883837	0,5792557	0,0380676	0,9999627	0,0857141	0,9365635	0,6254109	0,2205038	0,5755682	0,6931777	0,6632902	0,5541624	0,3980100	0,1090902	0,3740867	0,0164986	0,5144848	0,4086305	0,0185131	0,7362474	0,1158553	0,5873850	0,5106499	0,8121518	0,2209557	0,1237870	0,8006309	0,7603672	0,2596525	0,9943978	0,3135789	0,1171383	0,9634333	0,1742718	0,6548431	0,9996040	0,3634939	0,5211482	0,0137271	0,6583224	0,0524810	0,3496990	0,9782101	0,6442003	0,4655031	0,7871521	0,0385503	0,3958336	0,0121767	0,0352051	0,0785011	0,7575551	0,9999494	0,2011897	0,3375246	0,5098747	0,4120919	0,4209558	0,3915555	0,3853380	0,3141300	0,4032661	0,3672321
420	0,5337450	0,7887741	0,5798684	0,0380677	0,9999627	0,0857393	0,9375117	0,6263552	0,2205404	0,5756129	0,6932794	0,6632816	0,5542695	0,3980104	0,1090902	0,3740911	0,0164987	0,5144856	0,4086301	0,0185182	0,7362549	0,1158681	0,5873855	0,5107300	0,8121557	0,2210422	0,1238177	0,8008172	0,7604260	0,2596582	0,9943977	0,3136656	0,1171561	0,9634334	0,1742362	0,6554921	0,9996036	0,3643442	0,5213305	0,0137259	0,6583453	0,0524860	0,3496995	0,9782137	0,6442482	0,4656784	0,7871526	0,0385629	0,3994766	0,0121837	0,0352051	0,0785011	0,7575611	0,9999493	0,2011931	0,3375280	0,5099074	0,4120925	0,4208206	0,3916218	0,3852430	0,3141457	0,4032475	0,3672310
440	0,5336899	0,7890436	0,5802990	0,0380677	0,9999627	0,0857636	0,9381991	0,6271108	0,2205758	0,5756561	0,6933774	0,6632734	0,5543726	0,3980107	0,1090902	0,3740953	0,0164987	0,5144860	0,4086297	0,0185230	0,7362621	0,1158791	0,5873861	0,5108074	0,8121582	0,2211264	0,1238472	0,8009920	0,7604649	0,2596630	0,9943976	0,3137492	0,1171732	0,9634336	0,1742131	0,6560054	0,9996031	0,3650344	0,5215062	0,0137247	0,6583673	0,0524908	0,3496999	0,9782169	0,6442944	0,4658472	0,7871530	0,0385750	0,4024321	0,0121904	0,0352051	0,0785011	0,7575667	0,9999492	0,2011965	0,3375313	0,5099357	0,4120931	0,4206904	0,3916856	0,3851516	0,3141608	0,4032355	0,3672299
460	0,5336520	0,7892295	0,5806006	0,0380678	0,9999627	0,0857870	0,9386981	0,6277153	0,2206098	0,5756977	0,6934718	0,6632654	0,5544720	0,3980110	0,1090902	0,3740994	0,0164988	0,5144863	0,4086293	0,0185277	0,7362691	0,1158890	0,5873866	0,5108820	0,8121599	0,2212079	0,1238756	0,8011573	0,7604907	0,2596673	0,9943976	0,3138297	0,1171898	0,9634338	0,1741981	0,6564123	0,9996026	0,3655957	0,5216754	0,0137236	0,6583884	0,0524954	0,3497003	0,9782198	0,6443389	0,4660098	0,7871532	0,0385867	0,4048306	0,0121969	0,0352051	0,0785012	0,7575721	0,9999492	0,2011997	0,3375344	0,5099604	0,4120936	0,4205651	0,3917472	0,3850635	0,3141754	0,4032277	0,3672287
