"Time"	rhaR	rhaS	crp	feaR	melR	zraR	malI	mtlR	prpR	ascG	rbsR	marR	fucR	chbR	nagC	srlR	gutM	idnR	xylR	uxuR	chbB	chbF	chbG	chbA	chbC	gutQ	srlE	srlD	srlA	srlB	zraS	rhaB	prpE	prpD	rbsC	rbsA	melB	nagE	fucO	rhaD	ascF	prpB	rbsB	fucU	rhaA	fucA	prpC	fucI	nagD	ascB	rbsK	fucP	malX	rbsD	gntP	melA	malY	nagB	fucK	xylF	uxuA	uxuB	rhaT	xylH
1000	0,0031601	0,0805586	0,0171953	0,0124841	0,5110395	0,0212342	0,1706030	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397567	0,3752712	0,3093082	0,0480573	0,0868388	0,4700695	0,0162417	0,1555270	0,0009075	0,1401271	0,0000611	0,4503155	0,4760991	0,1491728	0,1262220	0,0531700	0,0034483	0,0168018	0,0225509	0,1679256	0,8210214	0,1000027	0,3788356	0,9999231	0,2838758	0,0096708	0,0450626	0,0512305	0,5490248	0,0118015	0,1476162	0,0132565	0,0432761	0,5424371	0,9999953	0,0171797	0,4274803	0,0217126	0,9990616	0,4405056	0,4558288	0,0032101	0,9948895	0,1108355	0,5076798	0,0032434	0,0463514	0,0724235	0,1140161	0,0454311
1020	0,0031601	0,0805585	0,0171953	0,0124619	0,5110258	0,0212342	0,1706030	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397562	0,3752695	0,3093053	0,0480573	0,0868388	0,4700695	0,0162352	0,1555197	0,0009066	0,1401201	0,0000611	0,4503310	0,4760882	0,1491555	0,1262228	0,0532066	0,0034483	0,0167993	0,0225509	0,1679256	0,8210214	0,1000027	0,3786885	0,9999230	0,2838758	0,0096705	0,0450626	0,0512305	0,5490248	0,0117994	0,1474040	0,0132565	0,0432178	0,5424371	0,9999953	0,0171634	0,4274803	0,0217126	0,9990621	0,4405056	0,4558468	0,0032094	0,9948897	0,1108230	0,5076798	0,0032434	0,0463514	0,0724217	0,1140105	0,0454311
1040	0,0031601	0,0805585	0,0171953	0,0124469	0,5110166	0,0212342	0,1706030	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397562	0,3752692	0,3093039	0,0480573	0,0868388	0,4700695	0,0162308	0,1555154	0,0009061	0,1401162	0,0000611	0,4503417	0,4760807	0,1491436	0,1262246	0,0532336	0,0034483	0,0167979	0,0225509	0,1679256	0,8210214	0,1000027	0,3785882	0,9999230	0,2838758	0,0096702	0,0450626	0,0512305	0,5490248	0,0117981	0,1472714	0,0132565	0,0431783	0,5424371	0,9999953	0,0171525	0,4274803	0,0217126	0,9990624	0,4405056	0,4558588	0,0032091	0,9948898	0,1108152	0,5076798	0,0032434	0,0463514	0,0724206	0,1140073	0,0454311
1060	0,0031601	0,0805585	0,0171953	0,0124367	0,5110105	0,0212342	0,1706030	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397564	0,3752696	0,3093034	0,0480573	0,0868388	0,4700695	0,0162279	0,1555127	0,0009057	0,1401140	0,0000611	0,4503490	0,4760754	0,1491356	0,1262265	0,0532535	0,0034483	0,0167970	0,0225509	0,1679256	0,8210214	0,1000027	0,3785201	0,9999229	0,2838758	0,0096701	0,0450626	0,0512305	0,5490248	0,0117971	0,1471886	0,0132565	0,0431515	0,5424371	0,9999953	0,0171452	0,4274803	0,0217126	0,9990625	0,4405056	0,4558667	0,0032089	0,9948899	0,1108103	0,5076798	0,0032434	0,0463514	0,0724199	0,1140053	0,0454311
1080	0,0031601	0,0805585	0,0171953	0,0124297	0,5110064	0,0212342	0,1706029	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397566	0,3752701	0,3093031	0,0480573	0,0868388	0,4700695	0,0162260	0,1555111	0,0009055	0,1401128	0,0000611	0,4503540	0,4760717	0,1491304	0,1262279	0,0532682	0,0034483	0,0167966	0,0225509	0,1679256	0,8210214	0,1000027	0,3784738	0,9999229	0,2838758	0,0096700	0,0450626	0,0512305	0,5490248	0,0117965	0,1471372	0,0132565	0,0431334	0,5424371	0,9999953	0,0171403	0,4274803	0,0217126	0,9990626	0,4405056	0,4558719	0,0032088	0,9948899	0,1108072	0,5076798	0,0032434	0,0463514	0,0724195	0,1140042	0,0454311
1100	0,0031601	0,0805585	0,0171953	0,0124250	0,5110037	0,0212342	0,1706029	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397567	0,3752705	0,3093031	0,0480573	0,0868388	0,4700695	0,0162247	0,1555101	0,0009054	0,1401120	0,0000611	0,4503573	0,4760690	0,1491270	0,1262288	0,0532790	0,0034483	0,0167963	0,0225509	0,1679256	0,8210214	0,1000027	0,3784425	0,9999229	0,2838758	0,0096700	0,0450626	0,0512305	0,5490248	0,0117961	0,1471052	0,0132565	0,0431210	0,5424371	0,9999953	0,0171371	0,4274803	0,0217126	0,9990627	0,4405056	0,4558754	0,0032087	0,9948899	0,1108052	0,5076798	0,0032434	0,0463514	0,0724192	0,1140036	0,0454311

0	0,0031601	0,0805582	0,0171953	0,0124150	0,0422430	0,0212342	0,1706029	0,4015612	0,3464350	0,6513923	0,3425658	0,6104019	0,7534395	0,1746803	0,7397568	0,3752710	0,3093031	0,0480447	0,0867057	0,4700695	0,0162218	0,1555092	0,0009070	0,1401115	0,0000613	0,4503634	0,4760704	0,1491247	0,1262294	0,0533620	0,0034483	0,0167958	0,0225509	0,1679255	0,8209987	0,1000008	0,0787632	0,9999228	0,2838269	0,0096699	0,0450626	0,0512305	0,5490232	0,0117953	0,1470481	0,0132524	0,0430951	0,5424333	0,9999953	0,0171305	0,4274782	0,0217126	0,9990627	0,4405028	0,4558878	0,0015162	0,9948899	0,1108034	0,5071229	0,0032434	0,0463515	0,0724176	0,1140020	0,0454310
20	0,0039144	0,0805583	0,0171953	0,0124150	0,0422431	0,0212342	0,1665672	0,4015612	0,3464352	0,6513916	0,3425658	0,6104077	0,8474036	0,1750010	0,7065256	0,3752711	0,3093030	0,1486395	0,0867285	0,3748178	0,0162263	0,1219147	0,0424775	0,2845296	0,0000613	0,4503634	0,5032541	0,1491235	0,1262295	0,0758119	0,0034483	0,0167958	0,1127410	0,5520427	0,8210054	0,1000012	0,0787644	0,8749120	0,2866519	0,0661508	0,0450626	0,0512305	0,5490238	0,0117953	0,1470497	0,4083372	0,0430951	0,8128734	0,9999953	0,1621087	0,3802003	0,0539070	0,9990677	0,4405036	0,3260479	0,0015162	0,8451904	0,1110016	0,5076179	0,0680693	0,0481436	0,2474300	0,2759678	0,2731507
40	0,0042745	0,0805584	0,0171953	0,0124151	0,0422432	0,0212342	0,1652661	0,4015612	0,3464353	0,6513917	0,3425672	0,6104112	0,9055581	0,1762744	0,6918599	0,3752711	0,3093030	0,2157710	0,0867473	0,3409582	0,0162448	0,1016884	0,0686258	0,3706750	0,0000618	0,4503635	0,5214062	0,1491227	0,1262295	0,0921958	0,0034483	0,0167958	0,1758293	0,7412829	0,8210105	0,1000019	0,0787652	0,7824581	0,2983246	0,0983624	0,0450626	0,0512305	0,5490244	0,0117953	0,1470508	0,6172162	0,0430951	0,9214420	0,9999953	0,2590439	0,3552138	0,0714207	0,9990862	0,4405047	0,2422745	0,0015162	0,7637531	0,1118652	0,5093850	0,1078212	0,0548286	0,3543278	0,3543974	0,4195894
60	0,0044464	0,0805584	0,0171953	0,0124151	0,0422432	0,0212342	0,1653979	0,4015612	0,3464355	0,6513920	0,3425688	0,6104129	0,9415498	0,1779092	0,6876853	0,3752711	0,3093029	0,2686889	0,0867630	0,3346720	0,0162717	0,0897756	0,0850822	0,4229023	0,0000626	0,4503635	0,5335275	0,1491222	0,1262295	0,1041527	0,0034483	0,0167958	0,2199600	0,8345146	0,8210142	0,1000025	0,0787658	0,7140824	0,3156384	0,1167330	0,0450626	0,0512305	0,5490248	0,0117953	0,1470516	0,7277248	0,0430951	0,9653606	0,9999954	0,3238566	0,3420084	0,0809481	0,9991089	0,4405054	0,1883292	0,0015162	0,7194664	0,1131959	0,5123449	0,1321974	0,0629946	0,4196643	0,3923759	0,5137592
80	0,0045284	0,0805585	0,0171953	0,0124151	0,0422432	0,0212342	0,1658310	0,4015612	0,3464355	0,6513924	0,3425699	0,6104135	0,9638252	0,1791743	0,6881231	0,3752711	0,3093029	0,3176005	0,0867759	0,3355640	0,0162972	0,0828330	0,0954413	0,4550831	0,0000635	0,4503635	0,5416216	0,1491219	0,1262295	0,1128788	0,0034483	0,0167959	0,2508295	0,8804463	0,8210168	0,1000028	0,0787662	0,6635141	0,3337020	0,1272100	0,0450626	0,0512305	0,5490249	0,0117953	0,1470522	0,7862524	0,0430951	0,9833233	0,9999954	0,3671917	0,3350293	0,0861310	0,9991270	0,4405058	0,1531376	0,0015162	0,6953712	0,1145944	0,5159613	0,1471451	0,0692463	0,4595781	0,4107664	0,5743166
100	0,0045676	0,0805585	0,0171953	0,0124151	0,0422432	0,0212342	0,1661014	0,4015612	0,3464356	0,6513926	0,3425705	0,6104135	0,9776114	0,1798107	0,6898643	0,3752711	0,3093029	0,3666476	0,0867867	0,3368149	0,0163164	0,0787729	0,1019613	0,4751068	0,0000641	0,4503635	0,5470265	0,1491217	0,1262295	0,1192471	0,0034483	0,0167959	0,2724229	0,9030752	0,8210184	0,1000029	0,0787665	0,6261155	0,3496210	0,1331851	0,0450626	0,0512305	0,5490250	0,0117953	0,1470526	0,8172973	0,0430951	0,9907909	0,9999954	0,3961664	0,3313407	0,0889505	0,9991381	0,4405059	0,1298991	0,0015162	0,6822496	0,1157859	0,5197373	0,1563112	0,0729900	0,4839387	0,4196717	0,6132590
120	0,0045863	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661793	0,4015612	0,3464356	0,6513928	0,3425706	0,6104132	0,9861437	0,1799437	0,6914598	0,3752711	0,3093029	0,4168195	0,0867956	0,3373688	0,0163285	0,0763590	0,1060631	0,4875467	0,0000646	0,4503635	0,5506356	0,1491216	0,1262295	0,1238947	0,0034483	0,0167959	0,2875276	0,9142236	0,8210194	0,1000029	0,0787668	0,5984566	0,3623897	0,1365928	0,0450626	0,0512305	0,5490249	0,0117953	0,1470529	0,8337990	0,0430951	0,9939722	0,9999954	0,4155394	0,3293911	0,0904843	0,9991439	0,4405059	0,1144658	0,0015162	0,6750984	0,1166684	0,5233368	0,1619320	0,0749797	0,4987988	0,4239840	0,6383015
140	0,0045953	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661642	0,4015612	0,3464356	0,6513928	0,3425705	0,6104129	0,9914243	0,1798215	0,6925024	0,3752711	0,3093029	0,4676307	0,0868029	0,3375092	0,0163355	0,0748886	0,1086422	0,4951691	0,0000648	0,4503635	0,5530457	0,1491216	0,1262295	0,1272865	0,0034483	0,0167959	0,2980935	0,9197160	0,8210201	0,1000028	0,0787669	0,5780009	0,3720641	0,1385362	0,0450626	0,0512305	0,5490248	0,0117953	0,1470532	0,8425942	0,0430951	0,9953765	0,9999954	0,4284926	0,3283607	0,0913187	0,9991467	0,4405058	0,1042056	0,0015162	0,6712002	0,1172581	0,5265731	0,1653787	0,0759976	0,5078624	0,4260722	0,6544055
160	0,0045995	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661335	0,4015612	0,3464356	0,6513928	0,3425704	0,6104125	0,9946925	0,1796422	0,6930402	0,3752711	0,3093029	0,5179188	0,0868091	0,3375158	0,0163392	0,0739706	0,1102630	0,4997312	0,0000650	0,4503635	0,5546550	0,1491215	0,1262295	0,1297618	0,0034483	0,0167959	0,3054843	0,9224219	0,8210205	0,1000027	0,0787671	0,5628725	0,3791311	0,1396446	0,0450626	0,0512305	0,5490248	0,0117953	0,1470533	0,8472978	0,0430951	0,9960272	0,9999954	0,4371533	0,3278162	0,0917727	0,9991482	0,4405057	0,0973899	0,0015162	0,6690760	0,1176218	0,5293678	0,1674922	0,0765246	0,5133910	0,4270834	0,6647614
180	0,0046016	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661159	0,4015612	0,3464356	0,6513928	0,3425703	0,6104123	0,9967152	0,1795047	0,6932489	0,3752711	0,3093029	0,5662911	0,0868141	0,3375021	0,0163413	0,0733872	0,1112813	0,5023849	0,0000651	0,4503635	0,5557297	0,1491215	0,1262295	0,1315683	0,0034483	0,0167959	0,3106542	0,9237550	0,8210208	0,1000027	0,0787672	0,5516839	0,3841677	0,1402767	0,0450626	0,0512305	0,5490248	0,0117953	0,1470535	0,8498238	0,0430951	0,9963474	0,9999954	0,4429440	0,3275283	0,0920196	0,9991492	0,4405056	0,0928664	0,0015162	0,6679194	0,1178328	0,5317115	0,1687882	0,0768057	0,5167636	0,4275730	0,6714210
200	0,0046025	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661114	0,4015612	0,3464356	0,6513928	0,3425702	0,6104121	0,9979670	0,1794313	0,6932879	0,3752711	0,3093029	0,6114462	0,0868184	0,3374940	0,0163426	0,0730134	0,1119209	0,5038865	0,0000651	0,4503635	0,5564473	0,1491215	0,1262295	0,1328867	0,0034483	0,0167959	0,3142706	0,9244118	0,8210209	0,1000027	0,0787672	0,5434092	0,3876954	0,1406372	0,0450626	0,0512305	0,5490248	0,0117953	0,1470536	0,8511872	0,0430951	0,9965158	0,9999954	0,4468158	0,3273762	0,0921540	0,9991498	0,4405056	0,0898657	0,0015162	0,6672900	0,1179502	0,5336338	0,1695830	0,0769594	0,5188212	0,4278102	0,6757035
220	0,0046030	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661128	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9987418	0,1794065	0,6932614	0,3752711	0,3093029	0,6523965	0,0868218	0,3374914	0,0163436	0,0727741	0,1123226	0,5047194	0,0000651	0,4503635	0,5569265	0,1491214	0,1262295	0,1338488	0,0034483	0,0167959	0,3168003	0,9247354	0,8210211	0,1000027	0,0787673	0,5372894	0,3901344	0,1408428	0,0450626	0,0512305	0,5490248	0,0117953	0,1470537	0,8519274	0,0430951	0,9966101	0,9999954	0,4494046	0,3272958	0,0922271	0,9991503	0,4405056	0,0878754	0,0015162	0,6669475	0,1180144	0,5351834	0,1700703	0,0770443	0,5200765	0,4279250	0,6784575
240	0,0046032	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661150	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9992213	0,1794071	0,6932227	0,3752711	0,3093029	0,6885723	0,0868247	0,3374910	0,0163443	0,0726220	0,1125750	0,5051787	0,0000651	0,4503635	0,5572465	0,1491214	0,1262295	0,1345510	0,0034483	0,0167959	0,3185698	0,9248948	0,8210212	0,1000027	0,0787673	0,5327635	0,3918036	0,1409601	0,0450626	0,0512305	0,5490248	0,0117953	0,1470537	0,8523321	0,0430951	0,9966658	0,9999954	0,4511355	0,3272533	0,0922668	0,9991506	0,4405056	0,0865554	0,0015162	0,6667610	0,1180501	0,5364154	0,1703692	0,0770913	0,5208424	0,4279806	0,6802284
260	0,0046033	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661161	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9995181	0,1794159	0,6931926	0,3752711	0,3093029	0,7198126	0,0868271	0,3374911	0,0163448	0,0725265	0,1127335	0,5054353	0,0000651	0,4503635	0,5574602	0,1491214	0,1262295	0,1350635	0,0034483	0,0167959	0,3198076	0,9249733	0,8210212	0,1000027	0,0787673	0,5294162	0,3929368	0,1410269	0,0450626	0,0512305	0,5490248	0,0117953	0,1470538	0,8525551	0,0430951	0,9967001	0,9999954	0,4522928	0,3272309	0,0922884	0,9991508	0,4405056	0,0856798	0,0015162	0,6666595	0,1180709	0,5373839	0,1705524	0,0771172	0,5213096	0,4280075	0,6813673
280	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661164	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9997017	0,1794241	0,6931746	0,3752711	0,3093029	0,7462838	0,0868291	0,3374912	0,0163451	0,0724672	0,1128332	0,5055829	0,0000651	0,4503635	0,5576028	0,1491214	0,1262295	0,1354374	0,0034483	0,0167959	0,3206734	0,9250120	0,8210213	0,1000027	0,0787674	0,5269406	0,3937006	0,1410651	0,0450626	0,0512305	0,5490248	0,0117953	0,1470538	0,8526791	0,0430951	0,9967217	0,9999954	0,4530666	0,3272190	0,0923002	0,9991509	0,4405056	0,0850990	0,0015162	0,6666042	0,1180838	0,5381382	0,1706648	0,0771313	0,5215946	0,4280205	0,6820996
300	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661162	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9998154	0,1794291	0,6931662	0,3752711	0,3093029	0,7683710	0,0868308	0,3374913	0,0163454	0,0724307	0,1128959	0,5056709	0,0000651	0,4503635	0,5576981	0,1491214	0,1262295	0,1357104	0,0034483	0,0167959	0,3212791	0,9250311	0,8210213	0,1000027	0,0787674	0,5251097	0,3942124	0,1410868	0,0450626	0,0512305	0,5490248	0,0117953	0,1470538	0,8527486	0,0430951	0,9967356	0,9999954	0,4535840	0,3272128	0,0923066	0,9991509	0,4405056	0,0847137	0,0015162	0,6665740	0,1180923	0,5387211	0,1707337	0,0771391	0,5217685	0,4280268	0,6825706
320	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661161	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9998857	0,1794313	0,6931635	0,3752711	0,3093029	0,7865758	0,0868321	0,3374913	0,0163455	0,0724084	0,1129353	0,5057249	0,0000651	0,4503635	0,5577617	0,1491214	0,1262295	0,1359096	0,0034483	0,0167959	0,3217027	0,9250405	0,8210213	0,1000027	0,0787674	0,5237557	0,3945534	0,1410992	0,0450626	0,0512305	0,5490248	0,0117953	0,1470538	0,8527881	0,0430951	0,9967446	0,9999954	0,4539299	0,3272094	0,0923101	0,9991510	0,4405056	0,0844581	0,0015162	0,6665576	0,1180981	0,5391687	0,1707760	0,0771433	0,5218746	0,4280299	0,6828735
340	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999293	0,1794318	0,6931634	0,3752711	0,3093029	0,8014377	0,0868333	0,3374913	0,0163456	0,0723949	0,1129600	0,5057584	0,0000651	0,4503635	0,5578042	0,1491214	0,1262295	0,1360549	0,0034483	0,0167959	0,3219991	0,9250451	0,8210214	0,1000027	0,0787674	0,5227543	0,3947797	0,1411063	0,0450626	0,0512305	0,5490248	0,0117953	0,1470538	0,8528107	0,0430951	0,9967505	0,9999954	0,4541612	0,3272077	0,0923120	0,9991510	0,4405056	0,0842886	0,0015162	0,6665487	0,1181021	0,5395105	0,1708019	0,0771456	0,5219394	0,4280314	0,6830682
360	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999562	0,1794316	0,6931642	0,3752711	0,3093029	0,8134817	0,0868342	0,3374913	0,0163457	0,0723866	0,1129756	0,5057791	0,0000651	0,4503635	0,5578326	0,1491214	0,1262295	0,1361610	0,0034483	0,0167959	0,3222064	0,9250474	0,8210214	0,1000027	0,0787674	0,5220137	0,3949291	0,1411103	0,0450626	0,0512305	0,5490248	0,0117953	0,1470538	0,8528238	0,0430951	0,9967543	0,9999954	0,4543159	0,3272068	0,0923130	0,9991510	0,4405056	0,0841761	0,0015162	0,6665438	0,1181048	0,5397703	0,1708178	0,0771469	0,5219789	0,4280321	0,6831934
380	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999729	0,1794313	0,6931650	0,3752711	0,3093029	0,8231874	0,0868350	0,3374913	0,0163457	0,0723816	0,1129854	0,5057918	0,0000651	0,4503635	0,5578515	0,1491214	0,1262295	0,1362384	0,0034483	0,0167959	0,3223514	0,9250485	0,8210214	0,1000027	0,0787674	0,5214659	0,3950273	0,1411126	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528315	0,0430951	0,9967568	0,9999954	0,4544193	0,3272063	0,0923136	0,9991510	0,4405056	0,0841016	0,0015162	0,6665411	0,1181066	0,5399669	0,1708275	0,0771476	0,5220029	0,4280325	0,6832740
400	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999832	0,1794311	0,6931655	0,3752711	0,3093029	0,8309758	0,0868356	0,3374913	0,0163458	0,0723784	0,1129916	0,5057993	0,0000651	0,4503635	0,5578642	0,1491214	0,1262295	0,1362949	0,0034483	0,0167959	0,3224528	0,9250490	0,8210214	0,1000027	0,0787674	0,5210609	0,3950918	0,1411139	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528361	0,0430951	0,9967585	0,9999954	0,4544884	0,3272060	0,0923139	0,9991510	0,4405056	0,0840521	0,0015162	0,6665397	0,1181077	0,5401152	0,1708335	0,0771480	0,5220176	0,4280326	0,6833258
420	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999896	0,1794309	0,6931658	0,3752711	0,3093029	0,8372060	0,0868362	0,3374913	0,0163458	0,0723765	0,1129954	0,5058037	0,0000651	0,4503635	0,5578726	0,1491214	0,1262295	0,1363362	0,0034483	0,0167959	0,3225238	0,9250493	0,8210214	0,1000027	0,0787674	0,5207613	0,3951338	0,1411147	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528388	0,0430951	0,9967595	0,9999954	0,4545346	0,3272059	0,0923141	0,9991510	0,4405056	0,0840192	0,0015162	0,6665389	0,1181084	0,5402268	0,1708372	0,0771482	0,5220266	0,4280327	0,6833591
440	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999936	0,1794309	0,6931659	0,3752711	0,3093029	0,8421781	0,0868366	0,3374913	0,0163458	0,0723753	0,1129979	0,5058063	0,0000651	0,4503635	0,5578783	0,1491214	0,1262295	0,1363663	0,0034483	0,0167959	0,3225734	0,9250494	0,8210214	0,1000027	0,0787674	0,5205397	0,3951612	0,1411151	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528404	0,0430951	0,9967602	0,9999954	0,4545655	0,3272058	0,0923142	0,9991510	0,4405056	0,0839975	0,0015162	0,6665385	0,1181089	0,5403106	0,1708394	0,0771483	0,5220321	0,4280327	0,6833805
460	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999960	0,1794309	0,6931660	0,3752711	0,3093029	0,8461393	0,0868370	0,3374913	0,0163458	0,0723746	0,1129994	0,5058077	0,0000651	0,4503635	0,5578820	0,1491214	0,1262295	0,1363882	0,0034483	0,0167959	0,3226081	0,9250495	0,8210214	0,1000027	0,0787674	0,5203758	0,3951791	0,1411154	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528414	0,0430951	0,9967606	0,9999954	0,4545862	0,3272058	0,0923142	0,9991510	0,4405056	0,0839830	0,0015162	0,6665383	0,1181092	0,5403732	0,1708408	0,0771484	0,5220354	0,4280328	0,6833943
480	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999975	0,1794309	0,6931660	0,3752711	0,3093029	0,8492911	0,0868373	0,3374913	0,0163458	0,0723741	0,1130003	0,5058086	0,0000651	0,4503635	0,5578846	0,1491214	0,1262295	0,1364042	0,0034483	0,0167959	0,3226324	0,9250495	0,8210214	0,1000027	0,0787674	0,5202546	0,3951906	0,1411155	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528420	0,0430951	0,9967609	0,9999954	0,4546000	0,3272058	0,0923142	0,9991510	0,4405056	0,0839734	0,0015162	0,6665381	0,1181093	0,5404201	0,1708416	0,0771484	0,5220375	0,4280328	0,6834031
500	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999985	0,1794309	0,6931659	0,3752711	0,3093029	0,8517966	0,0868375	0,3374913	0,0163458	0,0723738	0,1130009	0,5058090	0,0000651	0,4503635	0,5578862	0,1491214	0,1262295	0,1364159	0,0034483	0,0167959	0,3226494	0,9250496	0,8210214	0,1000027	0,0787674	0,5201650	0,3951980	0,1411156	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528424	0,0430951	0,9967611	0,9999954	0,4546092	0,3272057	0,0923142	0,9991510	0,4405056	0,0839671	0,0015162	0,6665381	0,1181094	0,5404550	0,1708421	0,0771484	0,5220387	0,4280328	0,6834088
520	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999991	0,1794309	0,6931659	0,3752711	0,3093029	0,8537870	0,0868378	0,3374913	0,0163458	0,0723736	0,1130013	0,5058093	0,0000651	0,4503635	0,5578874	0,1491214	0,1262295	0,1364245	0,0034483	0,0167959	0,3226613	0,9250496	0,8210214	0,1000027	0,0787674	0,5200987	0,3952029	0,1411156	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528427	0,0430951	0,9967612	0,9999954	0,4546154	0,3272057	0,0923143	0,9991510	0,4405056	0,0839629	0,0015162	0,6665380	0,1181095	0,5404810	0,1708425	0,0771484	0,5220395	0,4280328	0,6834125
540	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999994	0,1794309	0,6931659	0,3752711	0,3093029	0,8553674	0,0868379	0,3374913	0,0163458	0,0723735	0,1130016	0,5058095	0,0000651	0,4503635	0,5578881	0,1491214	0,1262295	0,1364307	0,0034483	0,0167959	0,3226696	0,9250496	0,8210214	0,1000027	0,0787674	0,5200497	0,3952060	0,1411157	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528428	0,0430951	0,9967613	0,9999954	0,4546196	0,3272057	0,0923143	0,9991510	0,4405056	0,0839601	0,0015162	0,6665380	0,1181095	0,5405004	0,1708427	0,0771484	0,5220399	0,4280328	0,6834148
560	0,0046034	0,0805586	0,0171953	0,0124151	0,0422433	0,0212342	0,1661160	0,4015612	0,3464356	0,6513928	0,3425702	0,6104120	0,9999996	0,1794309	0,6931659	0,3752711	0,3093029	0,8566218	0,0868381	0,3374913	0,0163458	0,0723734	0,1130017	0,5058096	0,0000651	0,4503635	0,5578886	0,1491214	0,1262295	0,1364353	0,0034483	0,0167959	0,3226754	0,9250496	0,8210214	0,1000027	0,0787674	0,5200134	0,3952079	0,1411157	0,0450626	0,0512305	0,5490248	0,0117953	0,1470539	0,8528429	0,0430951	0,9967614	0,9999954	0,4546223	0,3272057	0,0923143	0,9991510	0,4405056	0,0839582	0,0015162	0,6665380	0,1181096	0,5405148	0,1708428	0,0771484	0,5220402	0,4280328	0,6834164
