"Time"	rhaR	rhaS	crp	feaR	melR	zraR	malI	mtlR	prpR	ascG	rbsR	marR	fucR	chbR	nagC	srlR	gutM	idnR	xylR	uxuR	chbB	chbF	chbG	chbA	chbC	gutQ	srlE	srlD	srlA	srlB	zraS	rhaB	prpE	prpD	rbsC	rbsA	melB	nagE	fucO	rhaD	ascF	prpB	rbsB	fucU	rhaA	fucA	prpC	fucI	nagD	ascB	rbsK	fucP	malX	rbsD	gntP	melA	malY	nagB	fucK	xylF	uxuA	uxuB	rhaT	xylH
960	0,0031601	0,0805585	0,0171953	0,0125276	0,0422433	0,0212342	0,1706029	0,4015612	0,3464349	0,6513928	0,3425702	0,6104120	0,7534440	0,1746797	0,7397585	0,3752778	0,3092762	0,0480573	0,0868388	0,4700695	0,0162223	0,1555501	0,0009054	0,1401215	0,0000611	0,4502631	0,4757115	0,1488798	0,1262223	0,0541933	0,0034483	0,0167964	0,0225941	0,1679263	0,8209918	0,1000027	0,0787674	0,9999230	0,2838758	0,0096699	0,0450626	0,0512305	0,5490248	0,0117953	0,1470849	0,0132565	0,0431613	0,5424371	0,9999953	0,0171305	0,4274803	0,0217155	0,9990464	0,4405056	0,4558823	0,0015162	0,9948857	0,1108118	0,5076798	0,0032434	0,0463514	0,0724185	0,1140027	0,0454770
980	0,0031601	0,0805585	0,0171953	0,0124914	0,0422433	0,0212342	0,1706029	0,4015612	0,3464347	0,6513928	0,3425702	0,6104120	0,7534440	0,1746801	0,7397572	0,3752714	0,3092836	0,0480573	0,0868388	0,4700695	0,0162222	0,1555341	0,0009053	0,1401166	0,0000611	0,4502956	0,4758158	0,1489678	0,1262186	0,0539526	0,0034483	0,0167961	0,0225812	0,1679264	0,8210012	0,1000027	0,0787674	0,9999230	0,2838758	0,0096699	0,0450626	0,0512305	0,5490248	0,0117953	0,1470724	0,0132565	0,0431400	0,5424371	0,9999953	0,0171305	0,4274803	0,0217142	0,9990527	0,4405056	0,4558823	0,0015162	0,9948876	0,1108080	0,5076798	0,0032434	0,0463514	0,0724186	0,1140027	0,0454606
1000	0,0031601	0,0805585	0,0171953	0,0124669	0,0422433	0,0212342	0,1706029	0,4015612	0,3464349	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397566	0,3752690	0,3092893	0,0480573	0,0868388	0,4700695	0,0162222	0,1555242	0,0009053	0,1401140	0,0000611	0,4503177	0,4758900	0,1490233	0,1262196	0,0537775	0,0034483	0,0167960	0,0225721	0,1679262	0,8210076	0,1000027	0,0787674	0,9999229	0,2838758	0,0096699	0,0450626	0,0512305	0,5490248	0,0117953	0,1470649	0,0132565	0,0431255	0,5424371	0,9999953	0,0171305	0,4274803	0,0217135	0,9990566	0,4405056	0,4558823	0,0015162	0,9948887	0,1108057	0,5076798	0,0032434	0,0463514	0,0724187	0,1140027	0,0454501
1020	0,0031601	0,0805585	0,0171953	0,0124503	0,0422433	0,0212342	0,1706029	0,4015612	0,3464351	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397565	0,3752686	0,3092936	0,0480573	0,0868388	0,4700695	0,0162222	0,1555182	0,0009052	0,1401126	0,0000611	0,4503329	0,4759425	0,1490584	0,1262222	0,0536502	0,0034483	0,0167959	0,0225657	0,1679260	0,8210120	0,1000027	0,0787674	0,9999229	0,2838758	0,0096699	0,0450626	0,0512305	0,5490248	0,0117953	0,1470604	0,0132565	0,0431157	0,5424371	0,9999953	0,0171305	0,4274803	0,0217131	0,9990590	0,4405056	0,4558823	0,0015162	0,9948893	0,1108042	0,5076798	0,0032434	0,0463514	0,0724187	0,1140027	0,0454433
1040	0,0031601	0,0805585	0,0171953	0,0124390	0,0422433	0,0212342	0,1706029	0,4015612	0,3464353	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397565	0,3752690	0,3092967	0,0480573	0,0868388	0,4700695	0,0162221	0,1555145	0,0009052	0,1401119	0,0000611	0,4503433	0,4759794	0,1490807	0,1262248	0,0535576	0,0034483	0,0167959	0,0225613	0,1679258	0,8210150	0,1000027	0,0787674	0,9999229	0,2838758	0,0096699	0,0450626	0,0512305	0,5490248	0,0117953	0,1470577	0,0132565	0,0431091	0,5424371	0,9999953	0,0171305	0,4274803	0,0217129	0,9990604	0,4405056	0,4558823	0,0015162	0,9948896	0,1108033	0,5076798	0,0032434	0,0463514	0,0724188	0,1140027	0,0454389
1060	0,0031601	0,0805585	0,0171953	0,0124313	0,0422433	0,0212342	0,1706029	0,4015612	0,3464354	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397566	0,3752696	0,3092989	0,0480573	0,0868388	0,4700695	0,0162221	0,1555122	0,0009052	0,1401115	0,0000611	0,4503502	0,4760053	0,1490950	0,1262268	0,0534901	0,0034483	0,0167959	0,0225582	0,1679257	0,8210170	0,1000027	0,0787674	0,9999229	0,2838758	0,0096699	0,0450626	0,0512305	0,5490248	0,0117953	0,1470561	0,0132565	0,0431046	0,5424371	0,9999953	0,0171305	0,4274803	0,0217128	0,9990614	0,4405056	0,4558823	0,0015162	0,9948897	0,1108028	0,5076798	0,0032434	0,0463514	0,0724188	0,1140027	0,0454361
1080	0,0031601	0,0805585	0,0171953	0,0124261	0,0422433	0,0212342	0,1706029	0,4015612	0,3464355	0,6513928	0,3425702	0,6104120	0,7534440	0,1746803	0,7397567	0,3752702	0,3093003	0,0480573	0,0868388	0,4700695	0,0162221	0,1555108	0,0009052	0,1401113	0,0000611	0,4503549	0,4760232	0,1491042	0,1262282	0,0534409	0,0034483	0,0167959	0,0225560	0,1679257	0,8210184	0,1000027	0,0787674	0,9999229	0,2838758	0,0096699	0,0450626	0,0512305	0,5490248	0,0117953	0,1470551	0,0132565	0,0431015	0,5424371	0,9999953	0,0171305	0,4274803	0,0217127	0,9990619	0,4405056	0,4558823	0,0015162	0,9948898	0,1108024	0,5076798	0,0032434	0,0463514	0,0724188	0,1140027	0,0454343
1100	0,0031601	0,0805585	0,0171953	0,0124226	0,0422433	0,0212342	0,1706029	0,4015612	0,3464355	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397567	0,3752706	0,3093013	0,0480573	0,0868388	0,4700695	0,0162221	0,1555099	0,0009052	0,1401112	0,0000611	0,4503579	0,4760357	0,1491102	0,1262290	0,0534051	0,0034483	0,0167959	0,0225545	0,1679256	0,8210193	0,1000027	0,0787674	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,5490248	0,0117953	0,1470545	0,0132565	0,0430995	0,5424371	0,9999953	0,0171305	0,4274803	0,0217127	0,9990623	0,4405056	0,4558823	0,0015162	0,9948899	0,1108022	0,5076798	0,0032434	0,0463514	0,0724188	0,1140027	0,0454332

0	0,0031601	0,0805582	0,0171953	0,0124150	0,0422430	0,0212342	0,1706029	0,4015612	0,3464350	0,6513923	0,3425658	0,6104019	0,7534395	0,1746803	0,7397568	0,3752710	0,3093031	0,0480447	0,0867057	0,4700695	0,0162218	0,1555092	0,0009070	0,1401115	0,0000613	0,4503634	0,4760704	0,1491247	0,1262294	0,0533620	0,0034483	0,0167958	0,0225509	0,1679255	0,8209987	0,1000008	0,0787632	0,9999228	0,2838269	0,0096699	0,0450626	0,0512305	0,5490232	0,0117953	0,1470481	0,0132524	0,0430951	0,5424333	0,9999953	0,0171305	0,4274782	0,0217126	0,9990627	0,4405028	0,4558878	0,0015162	0,9948899	0,1108034	0,5071229	0,0032434	0,0463515	0,0724176	0,1140020	0,0454310
20	0,0031601	0,0805583	0,0171953	0,0124150	0,0524677	0,3485232	0,1512138	0,2899443	0,3464352	0,6513916	0,3425658	0,6104077	0,7534410	0,1746803	0,7397568	0,4838785	0,3081270	0,0480472	0,0867285	0,4700695	0,0162219	0,1555089	0,0009063	0,1401112	0,0000612	0,3110991	0,5376661	0,1490555	0,1226789	0,0525678	0,0034483	0,0167958	0,0225509	0,1679255	0,8002244	0,2083810	0,2801662	0,9999228	0,2838441	0,0096699	0,0450626	0,0512305	0,3911340	0,0117953	0,1470497	0,4286516	0,0430951	0,6344842	0,7447207	0,0171305	0,4274787	0,0217126	0,6484354	0,2403478	0,3302113	0,3179951	0,9950403	0,1553901	0,5072671	0,0032434	0,0463515	0,0724179	0,1140022	0,3304027
40	0,0031601	0,0805584	0,0171953	0,0124151	0,0589757	0,5557047	0,1437363	0,2371521	0,3464353	0,6513917	0,3425672	0,6104112	0,7534420	0,1746803	0,7397568	0,5462276	0,3029164	0,0480493	0,0867473	0,4700695	0,0162220	0,1555088	0,0009059	0,1401111	0,0000612	0,2190957	0,5727773	0,1485367	0,1094589	0,0493468	0,0034483	0,0167958	0,0225509	0,1679255	0,7860328	0,2693176	0,4033097	0,9999228	0,2838552	0,0096699	0,0450626	0,0512305	0,3228182	0,0117953	0,1470508	0,6481787	0,0430951	0,6712574	0,6401744	0,0171305	0,4274795	0,0217126	0,4323193	0,1389792	0,2468452	0,4928998	0,9955600	0,1836008	0,5073741	0,0032434	0,0463515	0,0724181	0,1140023	0,5136582
60	0,0031601	0,0805584	0,0171953	0,0124151	0,0634622	0,6868555	0,1432673	0,2158015	0,3464355	0,6513920	0,3425688	0,6104129	0,7534427	0,1746802	0,7397568	0,5771569	0,2946789	0,0480509	0,0867630	0,4700695	0,0162220	0,1555086	0,0009056	0,1401111	0,0000612	0,1578970	0,5888348	0,1470826	0,0927267	0,0446834	0,0034483	0,0167958	0,0225509	0,1679255	0,7763378	0,3035791	0,4787022	0,9999228	0,2838624	0,0096699	0,0450626	0,0512305	0,2932593	0,0117953	0,1470516	0,7641929	0,0430951	0,6859480	0,5973580	0,0171305	0,4274801	0,0217126	0,2991123	0,0876411	0,1915453	0,5895624	0,9961511	0,2014501	0,5074534	0,0032434	0,0463514	0,0724183	0,1140024	0,6315037
80	0,0031601	0,0805584	0,0171953	0,0124151	0,0668546	0,7698770	0,1449592	0,2083773	0,3464355	0,6513924	0,3425699	0,6104135	0,7534431	0,1746802	0,7397568	0,5897445	0,2856156	0,0480522	0,0867759	0,4700695	0,0162220	0,1555086	0,0009054	0,1401110	0,0000611	0,1170270	0,5932176	0,1445255	0,0779110	0,0398464	0,0034483	0,0167959	0,0225509	0,1679255	0,7697145	0,3228423	0,5249367	0,9999228	0,2838671	0,0096699	0,0450626	0,0512305	0,2804696	0,0117953	0,1470522	0,8255032	0,0430951	0,6918168	0,5798228	0,0171305	0,4274804	0,0217126	0,2170069	0,0616408	0,1548627	0,6429837	0,9965948	0,2127437	0,5075122	0,0032434	0,0463514	0,0724184	0,1140025	0,7072860
100	0,0031601	0,0805585	0,0171953	0,0124151	0,0696386	0,8224315	0,1463378	0,2063653	0,3464356	0,6513926	0,3425705	0,6104135	0,7534434	0,1746802	0,7397568	0,5929977	0,2773116	0,0480532	0,0867867	0,4700695	0,0162221	0,1555085	0,0009053	0,1401110	0,0000611	0,0897110	0,5915545	0,1411100	0,0667393	0,0355098	0,0034483	0,0167959	0,0225509	0,1679256	0,7651897	0,3336729	0,5533517	0,9999228	0,2838701	0,0096699	0,0450626	0,0512305	0,2749357	0,0117953	0,1470526	0,8579041	0,0430951	0,6941614	0,5726413	0,0171305	0,4274805	0,0217126	0,1663984	0,0484730	0,1305298	0,6725075	0,9968541	0,2198892	0,5075558	0,0032434	0,0463514	0,0724185	0,1140026	0,7560191
120	0,0031601	0,0805585	0,0171953	0,0124151	0,0720624	0,8556998	0,1469096	0,2061992	0,3464356	0,6513928	0,3425706	0,6104132	0,7534436	0,1746802	0,7397568	0,5921809	0,2705113	0,0480540	0,0867956	0,4700695	0,0162221	0,1555085	0,0009053	0,1401110	0,0000611	0,0714848	0,5874478	0,1372770	0,0590349	0,0319121	0,0034483	0,0167959	0,0225509	0,1679256	0,7620984	0,3397623	0,5708673	0,9999228	0,2838721	0,0096699	0,0450626	0,0512305	0,2725412	0,0117953	0,1470529	0,8750270	0,0430951	0,6950981	0,5697002	0,0171305	0,4274805	0,0217126	0,1352038	0,0418041	0,1143888	0,6888240	0,9969783	0,2244103	0,5075880	0,0032434	0,0463514	0,0724186	0,1140026	0,7873577
140	0,0031601	0,0805585	0,0171953	0,0124151	0,0742562	0,8767595	0,1469733	0,2065167	0,3464356	0,6513928	0,3425705	0,6104129	0,7534437	0,1746802	0,7397568	0,5900374	0,2653636	0,0480547	0,0868029	0,4700695	0,0162221	0,1555085	0,0009052	0,1401110	0,0000611	0,0593639	0,5828932	0,1334515	0,0540370	0,0290679	0,0034483	0,0167959	0,0225509	0,1679256	0,7599865	0,3431859	0,5817108	0,9999228	0,2838734	0,0096699	0,0450626	0,0512305	0,2715052	0,0117953	0,1470531	0,8840761	0,0430951	0,6954723	0,5684956	0,0171305	0,4274804	0,0217126	0,1159756	0,0384266	0,1036818	0,6978415	0,9970286	0,2272709	0,5076119	0,0032434	0,0463514	0,0724187	0,1140026	0,8075105
160	0,0031601	0,0805585	0,0171953	0,0124151	0,0762949	0,8900907	0,1468729	0,2068564	0,3464356	0,6513928	0,3425704	0,6104125	0,7534438	0,1746802	0,7397568	0,5878376	0,2616975	0,0480552	0,0868091	0,4700695	0,0162221	0,1555085	0,0009052	0,1401110	0,0000611	0,0513379	0,5788278	0,1299416	0,0509581	0,0268934	0,0034483	0,0167959	0,0225509	0,1679256	0,7585437	0,3451108	0,5884668	0,9999228	0,2838742	0,0096699	0,0450626	0,0512305	0,2710569	0,0117953	0,1470532	0,8888582	0,0430951	0,6956218	0,5680023	0,0171305	0,4274803	0,0217126	0,1041235	0,0367161	0,0965795	0,7028251	0,9970478	0,2290808	0,5076296	0,0032434	0,0463514	0,0724187	0,1140027	0,8204700
180	0,0031601	0,0805585	0,0171953	0,0124151	0,0782273	0,8985298	0,1467828	0,2071015	0,3464356	0,6513928	0,3425703	0,6104123	0,7534439	0,1746802	0,7397568	0,5860617	0,2592169	0,0480556	0,0868141	0,4700695	0,0162221	0,1555085	0,0009052	0,1401110	0,0000611	0,0460485	0,5755740	0,1269210	0,0491574	0,0252715	0,0034483	0,0167959	0,0225509	0,1679256	0,7575580	0,3461931	0,5927170	0,9999228	0,2838748	0,0096699	0,0450626	0,0512305	0,2708629	0,0117953	0,1470533	0,8913855	0,0430951	0,6956816	0,5678003	0,0171305	0,4274803	0,0217126	0,0968179	0,0358498	0,0918682	0,7055793	0,9970567	0,2302260	0,5076427	0,0032434	0,0463514	0,0724187	0,1140027	0,8288039
200	0,0031601	0,0805585	0,0171953	0,0124151	0,0800899	0,9038719	0,1467425	0,2072514	0,3464356	0,6513928	0,3425702	0,6104121	0,7534439	0,1746802	0,7397568	0,5848033	0,2576139	0,0480560	0,0868184	0,4700695	0,0162221	0,1555085	0,0009052	0,1401110	0,0000611	0,0425792	0,5731406	0,1244510	0,0481649	0,0240843	0,0034483	0,0167959	0,0225509	0,1679256	0,7568846	0,3468016	0,5954300	0,9999228	0,2838751	0,0096699	0,0450626	0,0512305	0,2707790	0,0117953	0,1470534	0,8927211	0,0430951	0,6957055	0,5677176	0,0171305	0,4274803	0,0217126	0,0923149	0,0354111	0,0887431	0,7071015	0,9970625	0,2309506	0,5076523	0,0032434	0,0463514	0,0724188	0,1140027	0,8341631
220	0,0031601	0,0805585	0,0171953	0,0124151	0,0819130	0,9072536	0,1467362	0,2073338	0,3464356	0,6513928	0,3425702	0,6104120	0,7534439	0,1746802	0,7397568	0,5839929	0,2566217	0,0480563	0,0868218	0,4700695	0,0162221	0,1555085	0,0009052	0,1401110	0,0000611	0,0403135	0,5714033	0,1225152	0,0476576	0,0232272	0,0034483	0,0167959	0,0225509	0,1679256	0,7564246	0,3471437	0,5971998	0,9999228	0,2838754	0,0096699	0,0450626	0,0512305	0,2707427	0,0117953	0,1470534	0,8934269	0,0430951	0,6957150	0,5676837	0,0171305	0,4274803	0,0217126	0,0895393	0,0351889	0,0866700	0,7079427	0,9970668	0,2314090	0,5076595	0,0032434	0,0463514	0,0724188	0,1140027	0,8376095
240	0,0031601	0,0805585	0,0171953	0,0124151	0,0837238	0,9093942	0,1467419	0,2073754	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5835138	0,2560331	0,0480565	0,0868247	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0388395	0,5702031	0,1210521	0,0474254	0,0226143	0,0034484	0,0167959	0,0225509	0,1679256	0,7561103	0,3473361	0,5983911	0,9999228	0,2838755	0,0096699	0,0450626	0,0512305	0,2707270	0,0117953	0,1470535	0,8937999	0,0430951	0,6957188	0,5676698	0,0171305	0,4274803	0,0217126	0,0878285	0,0350764	0,0852949	0,7084077	0,9970697	0,2316991	0,5076648	0,0032434	0,0463514	0,0724188	0,1140027	0,8398257
260	0,0031601	0,0805585	0,0171953	0,0124151	0,0855487	0,9107494	0,1467478	0,2073946	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5832552	0,2556987	0,0480566	0,0868271	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0378833	0,5693928	0,1199810	0,0473382	0,0221785	0,0034484	0,0167959	0,0225509	0,1679256	0,7558957	0,3474442	0,5992285	0,9999228	0,2838756	0,0096699	0,0450626	0,0512305	0,2707202	0,0117953	0,1470535	0,8939970	0,0430951	0,6957204	0,5676641	0,0171305	0,4274803	0,0217126	0,0867740	0,0350194	0,0843828	0,7086646	0,9970714	0,2318826	0,5076687	0,0032434	0,0463514	0,0724188	0,1140027	0,8412508
280	0,0031601	0,0805585	0,0171953	0,0124151	0,0874143	0,9116072	0,1467506	0,2074027	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5831307	0,2555173	0,0480568	0,0868291	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0372642	0,5688537	0,1192187	0,0473203	0,0218694	0,0034484	0,0167959	0,0225509	0,1679256	0,7557490	0,3475050	0,5998510	0,9999228	0,2838757	0,0096699	0,0450626	0,0512305	0,2707172	0,0117953	0,1470535	0,8941012	0,0430951	0,6957210	0,5676618	0,0171305	0,4274803	0,0217126	0,0861240	0,0349905	0,0837777	0,7088066	0,9970723	0,2319987	0,5076716	0,0032434	0,0463514	0,0724188	0,1140027	0,8421673
300	0,0031601	0,0805585	0,0171953	0,0124151	0,0893496	0,9121502	0,1467512	0,2074056	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5830810	0,2554237	0,0480569	0,0868308	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0368636	0,5684975	0,1186901	0,0473306	0,0216499	0,0034484	0,0167959	0,0225509	0,1679256	0,7556488	0,3475392	0,6003452	0,9999228	0,2838757	0,0096699	0,0450626	0,0512305	0,2707160	0,0117953	0,1470535	0,8941562	0,0430951	0,6957212	0,5676608	0,0171305	0,4274803	0,0217126	0,0857233	0,0349759	0,0833763	0,7088851	0,9970727	0,2320722	0,5076737	0,0032434	0,0463514	0,0724188	0,1140027	0,8427567
320	0,0031601	0,0805585	0,0171953	0,0124151	0,0913868	0,9124940	0,1467508	0,2074064	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5830686	0,2553781	0,0480570	0,0868321	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0366044	0,5682624	0,1183320	0,0473485	0,0214936	0,0034484	0,0167959	0,0225509	0,1679256	0,7555803	0,3475585	0,6007659	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707154	0,0117953	0,1470536	0,8941853	0,0430951	0,6957213	0,5676604	0,0171305	0,4274803	0,0217126	0,0854764	0,0349685	0,0831101	0,7089285	0,9970729	0,2321187	0,5076753	0,0032434	0,0463514	0,0724188	0,1140027	0,8431357
340	0,0031601	0,0805585	0,0171953	0,0124151	0,0935642	0,9127116	0,1467505	0,2074064	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5830723	0,2553574	0,0480571	0,0868333	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0364365	0,5681065	0,1180947	0,0473653	0,0213819	0,0034484	0,0167959	0,0225509	0,1679256	0,7555336	0,3475693	0,6011486	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707152	0,0117953	0,1470536	0,8942007	0,0430951	0,6957214	0,5676603	0,0171305	0,4274803	0,0217126	0,0853241	0,0349647	0,0829334	0,7089525	0,9970730	0,2321481	0,5076765	0,0032434	0,0463514	0,0724188	0,1140027	0,8433794
360	0,0031601	0,0805585	0,0171953	0,0124151	0,0959289	0,9128493	0,1467503	0,2074063	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5830809	0,2553488	0,0480571	0,0868342	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0363275	0,5680023	0,1179404	0,0473780	0,0213017	0,0034484	0,0167959	0,0225509	0,1679256	0,7555016	0,3475753	0,6015179	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707151	0,0117953	0,1470536	0,8942088	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0852303	0,0349628	0,0828163	0,7089658	0,9970731	0,2321667	0,5076773	0,0032434	0,0463514	0,0724188	0,1140027	0,8435361
380	0,0031601	0,0805585	0,0171953	0,0124151	0,0985402	0,9129365	0,1467502	0,2074061	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5830894	0,2553455	0,0480572	0,0868350	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0362567	0,5679318	0,1178419	0,0473865	0,0212438	0,0034484	0,0167959	0,0225509	0,1679256	0,7554798	0,3475788	0,6018917	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707150	0,0117953	0,1470536	0,8942131	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0851725	0,0349619	0,0827386	0,7089731	0,9970731	0,2321785	0,5076780	0,0032434	0,0463514	0,0724188	0,1140027	0,8436369
400	0,0031601	0,0805585	0,0171953	0,0124151	0,1014759	0,9129917	0,1467502	0,2074060	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5830960	0,2553445	0,0480572	0,0868356	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0362105	0,5678836	0,1177801	0,0473917	0,0212018	0,0034484	0,0167959	0,0225509	0,1679256	0,7554649	0,3475807	0,6022853	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707150	0,0117953	0,1470536	0,8942154	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0851368	0,0349614	0,0826870	0,7089772	0,9970731	0,2321859	0,5076785	0,0032434	0,0463514	0,0724188	0,1140027	0,8437017
420	0,0031601	0,0805585	0,0171953	0,0124151	0,1048407	0,9130267	0,1467503	0,2074059	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5831004	0,2553441	0,0480572	0,0868362	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0361803	0,5678504	0,1177418	0,0473945	0,0211712	0,0034484	0,0167959	0,0225509	0,1679256	0,7554547	0,3475818	0,6027136	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707150	0,0117953	0,1470536	0,8942166	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0851148	0,0349611	0,0826528	0,7089795	0,9970731	0,2321906	0,5076788	0,0032434	0,0463514	0,0724188	0,1140027	0,8437434
440	0,0031601	0,0805585	0,0171953	0,0124151	0,1087797	0,9130488	0,1467503	0,2074059	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5831031	0,2553439	0,0480572	0,0868366	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0361605	0,5678274	0,1177184	0,0473959	0,0211490	0,0034484	0,0167959	0,0225509	0,1679256	0,7554478	0,3475824	0,6031933	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707150	0,0117953	0,1470536	0,8942172	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0851013	0,0349610	0,0826301	0,7089808	0,9970731	0,2321936	0,5076791	0,0032434	0,0463514	0,0724188	0,1140027	0,8437702
460	0,0031601	0,0805585	0,0171953	0,0124151	0,1134998	0,9130628	0,1467503	0,2074058	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5831045	0,2553437	0,0480573	0,0868370	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0361475	0,5678114	0,1177042	0,0473965	0,0211327	0,0034484	0,0167959	0,0225509	0,1679256	0,7554430	0,3475827	0,6037456	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707150	0,0117953	0,1470536	0,8942176	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0850930	0,0349609	0,0826151	0,7089816	0,9970731	0,2321955	0,5076793	0,0032434	0,0463514	0,0724188	0,1140027	0,8437874
480	0,0031601	0,0805585	0,0171953	0,0124151	0,1193048	0,9130716	0,1467503	0,2074058	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5831052	0,2553435	0,0480573	0,0868373	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0361390	0,5678002	0,1176956	0,0473967	0,0211208	0,0034484	0,0167959	0,0225509	0,1679256	0,7554397	0,3475829	0,6043995	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707150	0,0117953	0,1470536	0,8942178	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0850878	0,0349609	0,0826051	0,7089821	0,9970731	0,2321967	0,5076794	0,0032434	0,0463514	0,0724188	0,1140027	0,8437985
500	0,0031601	0,0805585	0,0171953	0,0124151	0,1266542	0,9130773	0,1467503	0,2074058	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5831055	0,2553433	0,0480573	0,0868375	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0361334	0,5677924	0,1176905	0,0473967	0,0211121	0,0034484	0,0167959	0,0225509	0,1679256	0,7554375	0,3475830	0,6051973	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707150	0,0117953	0,1470536	0,8942178	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0850846	0,0349609	0,0825985	0,7089824	0,9970731	0,2321975	0,5076795	0,0032434	0,0463514	0,0724188	0,1140027	0,8438057
520	0,0031601	0,0805585	0,0171953	0,0124151	0,1362628	0,9130808	0,1467503	0,2074058	0,3464356	0,6513928	0,3425702	0,6104120	0,7534440	0,1746802	0,7397568	0,5831055	0,2553431	0,0480573	0,0868378	0,4700695	0,0162221	0,1555085	0,0009051	0,1401110	0,0000611	0,0361297	0,5677870	0,1176874	0,0473966	0,0211058	0,0034484	0,0167959	0,0225509	0,1679256	0,7554360	0,3475831	0,6062035	0,9999228	0,2838758	0,0096699	0,0450626	0,0512305	0,2707150	0,0117953	0,1470536	0,8942179	0,0430951	0,6957214	0,5676602	0,0171305	0,4274803	0,0217126	0,0850827	0,0349609	0,0825941	0,7089828	0,9970731	0,2321979	0,5076796	0,0032434	0,0463514	0,0724188	0,1140027	0,8438102
