"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
220	0,2072643	0,6558763	0,2800716	0,0338769	0,2230096	0,7618901	0,1267047	0,0708627	0,0508352	0,0126088	0,4873098	0,0446785	0,0502979	0,0011286	0,3231416	0,1439402	0,3279316	0,6480632	0,3848162	0,0710906	0,6316752	0,0061598	0,0061788	0,4323727	0,6791277	0,4276683	0,1434990	0,7629020	0,1318241	0,0524246	0,2136837	0,3622714	0,4627754	0,0640562	0,0123137	0,0080315	0,0309209	0,2063919	0,7949604	0,3451566	0,5227653	0,1692273	0,0005920	0,0052737	0,5630632	0,5801684	0,1345991	0,4713986	0,4086969	0,5453044	0,7068042	0,0124545	0,2273990	0,0343722	0,3452196	0,0056897	0,5114414	0,4742418	0,4928484	0,0840036	0,7279807	0,0600780	0,0284259	0,1157296
240	0,2023589	0,5839282	0,3250408	0,0222157	0,1753809	0,5403616	0,1814208	0,0631667	0,0227848	0,0220760	0,6618998	0,0829436	0,0306140	0,0057893	0,3217542	0,1280856	0,3151176	0,6250985	0,3458153	0,0806158	0,6332091	0,0065927	0,0117364	0,4663437	0,7053687	0,4486904	0,2339331	0,6119696	0,0980537	0,1017808	0,2157779	0,3493394	0,4864854	0,0556531	0,0140625	0,0121665	0,0538832	0,2143322	0,7321063	0,3089875	0,4580118	0,1658248	0,0005428	0,0018859	0,7298350	0,6302870	0,0827388	0,6079217	0,4478415	0,5354479	0,6948274	0,0053868	0,1130405	0,0308502	0,2851496	0,0085407	0,5644830	0,6617760	0,5285583	0,1255564	0,5552169	0,0550089	0,0131684	0,0403124
260	0,2917214	0,6181024	0,3796441	0,0269869	0,2270882	0,6897946	0,1437348	0,0904019	0,0573720	0,0272481	0,5660551	0,0687229	0,0295471	0,0056356	0,3195166	0,1439237	0,3801586	0,6096674	0,3492026	0,0959232	0,6235428	0,0094549	0,0137332	0,5413358	0,7317244	0,4393656	0,1021690	0,5419477	0,1486598	0,0598280	0,2067644	0,4848841	0,5989790	0,0611036	0,0152023	0,0084274	0,0271151	0,1626139	0,6312079	0,3674936	0,5054932	0,1798381	0,0022843	0,0047781	0,6542941	0,4962040	0,1058140	0,4918067	0,5353030	0,4677867	0,6717228	0,0018880	0,1569010	0,0416933	0,2591393	0,0114081	0,5186847	0,6125174	0,7038591	0,0866606	0,6417199	0,0610667	0,0160694	0,0599373
280	0,3118948	0,6557606	0,3940339	0,0368624	0,2350943	0,6664660	0,1747369	0,0939322	0,0402611	0,0133963	0,5858367	0,0795320	0,0571240	0,0041768	0,3207439	0,0950486	0,3444947	0,6033006	0,3431972	0,1240050	0,6195453	0,0069772	0,0726639	0,4756063	0,7970933	0,4855511	0,1037800	0,7643015	0,1769591	0,0648965	0,2352980	0,3749271	0,5733308	0,0701633	0,0082844	0,0167759	0,0337896	0,2057770	0,6384270	0,4152727	0,4319409	0,2380351	0,0031092	0,0289340	0,6091116	0,6796037	0,0879064	0,6428342	0,4099126	0,4954168	0,6529384	0,0138205	0,2285306	0,0183345	0,3089974	0,0007081	0,4877525	0,7994395	0,7576178	0,0976960	0,6428483	0,0958386	0,0177825	0,1288487
300	0,2450236	0,6544605	0,4435354	0,0186968	0,2758808	0,7309801	0,1499218	0,0758650	0,0893900	0,0181243	0,5129403	0,0684245	0,0809889	0,0030068	0,3035674	0,1552878	0,2715669	0,6903256	0,2740156	0,0853973	0,6426962	0,0078313	0,0536514	0,4624096	0,7846999	0,4196703	0,1487182	0,6807578	0,1337620	0,1002103	0,2335265	0,4323266	0,5056298	0,0797563	0,0195404	0,0095160	0,0406721	0,3637382	0,6644872	0,4694842	0,4590166	0,2304772	0,0005601	0,0109960	0,4211546	0,7285934	0,1068534	0,5742547	0,4755020	0,5378572	0,6983743	0,0131352	0,1494815	0,0457035	0,2559760	0,0018744	0,5672768	0,6840408	0,6838574	0,0900320	0,5832746	0,1013267	0,0244883	0,0631281
320	0,1856016	0,6460608	0,4607457	0,0148431	0,1860942	0,6911972	0,2531698	0,0681497	0,0729094	0,0492310	0,5476598	0,0792263	0,0642679	0,0012524	0,3760675	0,1703126	0,2975984	0,5290005	0,3543035	0,0812834	0,6867800	0,0072332	0,1160211	0,3898506	0,7836605	0,3886212	0,1382867	0,6103387	0,1424106	0,1332856	0,2117283	0,4399874	0,4665647	0,0756662	0,0113771	0,0161700	0,0426106	0,1636845	0,6576534	0,5174601	0,4469547	0,2437431	0,0003952	0,0393073	0,5514378	0,8084473	0,1036829	0,5200441	0,5376465	0,5414272	0,7066853	0,0096218	0,1643673	0,0156570	0,2731819	0,0014518	0,5060868	0,6563045	0,6804276	0,1138092	0,6717258	0,1357221	0,0181453	0,0911667
340	0,2112220	0,7058060	0,4451840	0,0273401	0,2017477	0,6588810	0,1424823	0,0500487	0,0809983	0,0355674	0,6174292	0,0682127	0,0725872	0,0008583	0,4466909	0,1372038	0,3201723	0,8769778	0,3398354	0,1316621	0,6949076	0,0096875	0,0952595	0,3818984	0,7015090	0,4085473	0,1251498	0,7328543	0,1555848	0,0503300	0,2692290	0,4626280	0,4925631	0,0514212	0,0037318	0,0190581	0,0245194	0,1735551	0,6814654	0,4547339	0,3845482	0,2935737	0,0000580	0,0454324	0,5126156	0,7270965	0,0979547	0,5906850	0,5018564	0,4494374	0,7571672	0,0158196	0,2286445	0,0245439	0,2317654	0,0059851	0,4254353	0,5969769	0,5781706	0,1641679	0,6561369	0,1547328	0,0243529	0,0491024
360	0,2035856	0,7040122	0,5797529	0,0220868	0,1730299	0,5844119	0,1635043	0,0461796	0,0872333	0,0487496	0,5907543	0,0730857	0,0724784	0,0039748	0,2897341	0,1771768	0,2922858	0,6423133	0,4132856	0,1241807	0,5303910	0,0033073	0,0994112	0,4238776	0,6517460	0,3556044	0,2060008	0,7609897	0,1872768	0,0798155	0,2231434	0,3602068	0,4406916	0,0563560	0,0166801	0,0473914	0,0361248	0,1999799	0,6411369	0,3680350	0,3360363	0,3291975	0,0001798	0,0535793	0,6072874	0,6269925	0,0961470	0,5506130	0,4811132	0,4145697	0,5716134	0,0053729	0,2767723	0,0557939	0,1917132	0,0112142	0,4563079	0,7474261	0,6087079	0,1332220	0,7262131	0,0990946	0,0300130	0,0934228
380	0,1267169	0,7143515	0,5199877	0,0286268	0,2502341	0,5961291	0,1546886	0,0390426	0,0728165	0,0235552	0,6609486	0,0589546	0,0838567	0,0011399	0,2153190	0,1211530	0,2804638	0,7314144	0,3253154	0,0945358	0,5569841	0,0038923	0,1633316	0,4332521	0,6718654	0,4742556	0,1259982	0,8075885	0,2060906	0,0893885	0,2655772	0,3779233	0,6673404	0,1228540	0,0206940	0,0209669	0,0200846	0,1958316	0,7035862	0,4463070	0,3729624	0,4309217	0,0041936	0,0626009	0,6586658	0,6203736	0,1383935	0,5835468	0,5885468	0,4222288	0,6257440	0,0585221	0,2523186	0,0418599	0,1828870	0,0049156	0,5703248	0,7503059	0,6503516	0,1516127	0,6858670	0,1128906	0,0100210	0,0909495
400	0,1416017	0,6443202	0,5802080	0,0578053	0,1511585	0,6585955	0,1334358	0,0642667	0,1141103	0,0515742	0,5700696	0,0897700	0,0976983	0,0034723	0,2869665	0,1204549	0,2600655	0,6867304	0,4107200	0,0624975	0,4658165	0,0048208	0,2588642	0,4184140	0,7426692	0,4342560	0,2024879	0,7640988	0,2057372	0,1059113	0,2978034	0,3788611	0,5149666	0,1251732	0,0173565	0,0187971	0,0333870	0,2015349	0,8063289	0,4450156	0,3424752	0,4437650	0,0002814	0,1147412	0,6142558	0,6486285	0,1048010	0,5406975	0,4672104	0,4323971	0,6430808	0,0332556	0,2061245	0,1045854	0,2379445	0,0060746	0,6143589	0,7106865	0,6830225	0,0913869	0,8055742	0,0812052	0,0250163	0,0564726
420	0,1508541	0,8141783	0,5263674	0,0237960	0,2223965	0,7408576	0,1720302	0,0464966	0,0479303	0,0276348	0,5522901	0,0617582	0,0858659	0,0049934	0,3075579	0,2105707	0,2139773	0,6591180	0,2541409	0,1087575	0,6102729	0,0200525	0,2685603	0,4684536	0,8583103	0,3917847	0,1120517	0,7520205	0,2132460	0,0692447	0,2906761	0,4316335	0,6533100	0,1199695	0,0123338	0,0141392	0,0327130	0,2028218	0,7939090	0,4768783	0,3721631	0,4684054	0,0005993	0,0619989	0,5537819	0,6459598	0,1396197	0,6908024	0,3905165	0,4082503	0,5827548	0,0227894	0,1574882	0,0743629	0,1982277	0,0111498	0,6988963	0,5806848	0,6826644	0,1217296	0,7085756	0,0719032	0,0557049	0,0750064
440	0,1522701	0,6648234	0,5498159	0,0301210	0,2092454	0,6522231	0,1699489	0,0775016	0,0912171	0,0538982	0,5919309	0,0611037	0,0590412	0,0076515	0,3478109	0,1729760	0,2532088	0,8091517	0,3336065	0,0984002	0,5960698	0,0077067	0,3002426	0,4105140	0,6895627	0,4522698	0,1496091	0,7050522	0,1718945	0,0463843	0,2856177	0,3862520	0,5582027	0,1294494	0,0068994	0,0100830	0,0699673	0,1866159	0,6780814	0,4360130	0,4581503	0,5253887	0,0003773	0,0566496	0,5447686	0,6862705	0,1889441	0,4804790	0,3926345	0,5184960	0,5483553	0,0230140	0,1921513	0,0609447	0,2167636	0,0154534	0,6204156	0,6734091	0,7218589	0,1638391	0,6301912	0,0912895	0,0130545	0,0460604
460	0,1785678	0,7729395	0,6563322	0,0288810	0,2161298	0,6656910	0,1541929	0,0338724	0,0526278	0,0256620	0,5749266	0,0602793	0,0466340	0,0007859	0,2431405	0,1404596	0,3042519	0,7677414	0,3528754	0,1247226	0,6770907	0,0048538	0,3321662	0,4104174	0,7332755	0,3626572	0,0826758	0,7471533	0,2431689	0,0525722	0,3067511	0,3290215	0,5030037	0,1546544	0,0068422	0,0258081	0,0642796	0,2032613	0,6881525	0,3820746	0,4727467	0,6288694	0,0000000	0,0572141	0,5842656	0,6906452	0,1582281	0,5793644	0,4692560	0,5922167	0,6160915	0,0135710	0,2085441	0,0558329	0,2553314	0,0047889	0,5406156	0,7058072	0,7043205	0,1389392	0,7474303	0,0576957	0,0179097	0,0403587
480	0,2389672	0,7338805	0,5166509	0,0551886	0,2368463	0,6542518	0,1399499	0,0590692	0,0851524	0,0287764	0,6498835	0,1211166	0,0772813	0,0001995	0,2303143	0,1339425	0,3543979	0,6767766	0,3462260	0,0735417	0,6382113	0,0066225	0,3465263	0,4263636	0,5721653	0,3784761	0,1623139	0,6854295	0,1587296	0,0724415	0,2694181	0,3506467	0,6570048	0,1450945	0,0059380	0,0155241	0,0379602	0,2012864	0,7127657	0,4338636	0,5025275	0,5083405	0,0067892	0,0915791	0,5901338	0,7213107	0,1386328	0,5170095	0,4655571	0,5264361	0,6611706	0,0146062	0,1943743	0,0718915	0,2580907	0,0116705	0,6127543	0,5575501	0,6389092	0,0808992	0,6542060	0,1045720	0,0219769	0,0375219
500	0,2205694	0,6428852	0,6205336	0,0385128	0,2092348	0,6028224	0,2269161	0,0435638	0,0771451	0,0311825	0,6938962	0,1091797	0,0427570	0,0070261	0,2150792	0,1414864	0,3231767	0,7286487	0,3846746	0,1068472	0,5238304	0,0083433	0,3528162	0,4311107	0,6354131	0,3160547	0,1066251	0,7561626	0,1884995	0,0696729	0,2515479	0,4211458	0,6207613	0,1447688	0,0062519	0,0046873	0,0286214	0,2199592	0,5807377	0,4692246	0,4565567	0,6441655	0,0036893	0,0978269	0,6447127	0,6357638	0,1236470	0,5934998	0,4535314	0,5958707	0,5958017	0,0119085	0,2197872	0,0758943	0,2597904	0,0091462	0,5154297	0,7187049	0,8986484	0,1626335	0,6344805	0,0978389	0,0376682	0,0983420
520	0,1694344	0,7482645	0,5329686	0,0321520	0,1690746	0,7124161	0,1475702	0,0545065	0,0739805	0,0142069	0,5617984	0,0396283	0,0650334	0,0069000	0,2367395	0,0938877	0,2303503	0,6344950	0,3070516	0,1151141	0,6831370	0,0024857	0,2981055	0,5261139	0,6539777	0,3988925	0,1210220	0,6780010	0,2148331	0,0712500	0,3381875	0,5230407	0,5778070	0,2042919	0,0051617	0,0368486	0,0421600	0,2715749	0,7362178	0,5461471	0,5118165	0,5207137	0,0008002	0,0538162	0,6287362	0,6509915	0,1234594	0,4976420	0,4090385	0,5457516	0,7048164	0,0095079	0,1950706	0,0666169	0,2805615	0,0368049	0,5088176	0,6428536	0,7622691	0,1388193	0,6794920	0,0887428	0,0555356	0,0595205
540	0,1709341	0,7001482	0,6297574	0,0233200	0,1906044	0,6362161	0,1396274	0,0575798	0,0824702	0,0296752	0,6327576	0,0421344	0,0774119	0,0025445	0,2888994	0,1509232	0,2915093	0,6388021	0,3313456	0,1091004	0,5912434	0,0073085	0,2762740	0,3624851	0,7741919	0,4230595	0,1896951	0,6546619	0,1689825	0,1646179	0,2877388	0,3859082	0,5488208	0,1596197	0,0096074	0,0421444	0,0443216	0,2406499	0,7173763	0,5515882	0,3540948	0,6018679	0,0017655	0,0817651	0,5522844	0,6753451	0,1386149	0,5971381	0,4625408	0,6016518	0,7892409	0,0121551	0,2294931	0,0374136	0,1765313	0,0128174	0,5084886	0,6124451	0,6727162	0,1548183	0,7156208	0,0671868	0,0260955	0,0996247
560	0,2064534	0,7518538	0,4955015	0,0251110	0,2234688	0,5769785	0,2036039	0,0452741	0,0451556	0,0253080	0,5209239	0,0715945	0,0707992	0,0208987	0,3049817	0,1400938	0,3317088	0,6286632	0,3653212	0,1057172	0,5799201	0,0036139	0,3677892	0,3703053	0,9126636	0,3763792	0,1362259	0,7317070	0,1709306	0,0715273	0,2620037	0,4049888	0,5205141	0,1342295	0,0194030	0,0198309	0,0514185	0,1508268	0,7550591	0,5892503	0,4048115	0,4764505	0,0011520	0,1234328	0,6561507	0,7972936	0,2736394	0,5523179	0,4606492	0,4864354	0,6269526	0,0064953	0,1760927	0,0479402	0,2225355	0,0106886	0,4122873	0,6150202	0,8819187	0,1112738	0,6013863	0,1087466	0,0219272	0,0516616
580	0,2033474	0,6152101	0,5826450	0,0165622	0,3300849	0,5863708	0,1639102	0,1181793	0,0788137	0,0183212	0,7962421	0,0351098	0,0862173	0,0112716	0,4214488	0,1528502	0,4079927	0,7645758	0,3593100	0,0811314	0,5373922	0,0022903	0,4233513	0,4857260	0,5887732	0,4031405	0,1480595	0,7310714	0,1033495	0,0563593	0,2889281	0,4521639	0,5308223	0,1196468	0,0132690	0,0248789	0,0588638	0,1774574	0,6556607	0,4246390	0,3248558	0,5273620	0,0001944	0,0789147	0,5546208	0,7230248	0,1518020	0,5841981	0,4759350	0,5596498	0,7047062	0,0168388	0,1492325	0,0538450	0,1183447	0,0227984	0,4898567	0,6208770	0,7547339	0,1119419	0,6483299	0,1070301	0,0394372	0,0885925
600	0,1990042	0,6677849	0,4841523	0,0238073	0,3289972	0,5840472	0,1396042	0,2883289	0,0655291	0,0430191	0,7525943	0,0610887	0,0536277	0,0049655	0,4554767	0,1177546	0,2587811	0,7455673	0,3838016	0,0603061	0,5786735	0,0063822	0,4256230	0,4762893	0,6239790	0,5034542	0,1980491	0,5804669	0,1061395	0,0509562	0,2214579	0,4634131	0,5185826	0,1890407	0,0239640	0,0140910	0,0576981	0,1985076	0,6188625	0,4697592	0,3281961	0,5312611	0,0045503	0,0492688	0,4402527	0,7178437	0,1209163	0,5495257	0,4712720	0,4282217	0,8027208	0,0115586	0,1111278	0,0345187	0,0885283	0,0169932	0,2833116	0,6751293	0,5501916	0,1613219	0,6137948	0,0893570	0,0148532	0,0878214
620	0,2673598	0,6921000	0,5692960	0,0199742	0,4527324	0,6139986	0,1685126	0,3718595	0,0391724	0,0944051	0,5856851	0,0571284	0,0979850	0,0058278	0,4568996	0,0844802	0,2540540	0,8278526	0,3348173	0,0995562	0,5189374	0,0072457	0,4902387	0,4847605	0,6597111	0,4687531	0,1695706	0,5819500	0,1391823	0,1006545	0,2784017	0,4480982	0,3634038	0,2130051	0,0302427	0,0349633	0,0528502	0,2425253	0,5480628	0,3944244	0,3768339	0,5319084	0,0050805	0,0493596	0,3931496	0,9037823	0,1127506	0,5812533	0,5704676	0,4107632	0,6796611	0,0140959	0,1048456	0,0212866	0,0732049	0,0096954	0,3561315	0,8283325	0,5755254	0,1105374	0,4660976	0,0956064	0,0182767	0,0472014
640	0,2362906	0,8114101	0,5442552	0,0190709	0,4973450	0,6670267	0,1123033	0,4754365	0,0496084	0,0440654	0,5829290	0,0517958	0,0497414	0,0167906	0,5195404	0,0729078	0,3365569	0,8380669	0,3909711	0,1099356	0,5661178	0,0085294	0,5229433	0,4581769	0,7219975	0,4928219	0,1450789	0,5666846	0,1137544	0,0558204	0,2674240	0,3739587	0,4083827	0,1388737	0,0146980	0,0312508	0,0459711	0,2024413	0,5125382	0,3979971	0,4179257	0,4544387	0,0072052	0,0402069	0,2692156	0,5766601	0,1365197	0,5142430	0,4896467	0,4578570	0,5974984	0,0066141	0,0247426	0,0296174	0,0169893	0,0106388	0,2643363	0,7857716	0,3500122	0,0664361	0,4709763	0,0874350	0,0167490	0,0582977
660	0,2865015	0,7393021	0,4164167	0,0475984	0,5279593	0,6442984	0,0916846	0,4758119	0,0367177	0,0489901	0,6917582	0,0434968	0,0750498	0,0041933	0,5422503	0,1162491	0,2765347	0,7203153	0,4611297	0,0891769	0,3957167	0,0118428	0,3901075	0,4370908	0,6437158	0,5249316	0,0949680	0,5212769	0,0681946	0,0904654	0,2345932	0,4249167	0,2337961	0,1045949	0,0244348	0,0088552	0,0467682	0,1277516	0,5050744	0,4002632	0,5350632	0,5343579	0,0005767	0,0781296	0,2443887	0,7692403	0,1214232	0,5187556	0,5158674	0,4864027	0,5799041	0,0180131	0,0311121	0,0248123	0,0161468	0,0186871	0,1418888	0,6277092	0,2319620	0,0977345	0,3631530	0,1392666	0,0378671	0,0312465
680	0,2611986	0,7592869	0,3468165	0,0178124	0,6085128	0,7180024	0,0462556	0,6406481	0,0298231	0,0395557	0,5604954	0,0284514	0,0444216	0,0105549	0,6448031	0,0743835	0,3251845	0,7188160	0,4507867	0,1051315	0,3816462	0,0129999	0,4958151	0,4609825	0,7537891	0,4738616	0,1085166	0,5777369	0,0894639	0,1191175	0,2630228	0,4940677	0,2534139	0,0821874	0,0139553	0,0129985	0,0754878	0,1685554	0,4641389	0,3265060	0,4304634	0,3637911	0,0052770	0,0365653	0,2077492	0,6629417	0,1212120	0,5239687	0,5163333	0,4795250	0,5177706	0,0057860	0,0401874	0,0206167	0,0298941	0,0085474	0,0919342	0,5531259	0,2434726	0,0874320	0,2598374	0,1241699	0,0225694	0,0531862
700	0,2574880	0,8587551	0,2837455	0,0226393	0,6959930	0,5367347	0,0717059	0,6911047	0,0291638	0,0281314	0,6150935	0,0241291	0,0885429	0,0055626	0,5891058	0,1097276	0,3405795	0,6259414	0,4759728	0,0873125	0,3976458	0,0540856	0,3854338	0,3885593	0,7534775	0,6358735	0,1088734	0,5156881	0,0632416	0,0945963	0,2159138	0,3948814	0,2885132	0,1021701	0,0197656	0,0158961	0,0394298	0,1042959	0,4347491	0,2235204	0,4871148	0,3254636	0,0009873	0,0259671	0,1575392	0,6706604	0,1030037	0,5107698	0,5812396	0,5877199	0,4868091	0,0245963	0,0165283	0,0187351	0,0112410	0,0066145	0,0726593	0,4960363	0,0933533	0,1358613	0,1785844	0,1126066	0,0158073	0,0454103
720	0,2483233	0,6722136	0,3544190	0,0406112	0,5850708	0,6942338	0,0371081	0,5506485	0,0105436	0,0207211	0,7025812	0,0158511	0,0534670	0,0041542	0,4994080	0,1450911	0,2409824	0,6626436	0,3569344	0,1047798	0,4408181	0,0164241	0,2903621	0,2982765	0,6475762	0,6826927	0,0756061	0,5626048	0,1079233	0,1520394	0,2302383	0,4181524	0,1528786	0,0731602	0,0215896	0,0057088	0,0349180	0,1045280	0,6260872	0,1970046	0,4495832	0,3117523	0,0018535	0,0238238	0,1352247	0,7056640	0,1459450	0,4032855	0,6053283	0,5510955	0,5391188	0,0117245	0,0269478	0,0184269	0,0131307	0,0055497	0,0657172	0,5667870	0,0849636	0,0434858	0,1378822	0,1162126	0,0293363	0,0735023
740	0,2826641	0,6911423	0,2805775	0,0381530	0,7262300	0,6499430	0,0302048	0,5925140	0,0114235	0,0956270	0,6793522	0,0397954	0,0896926	0,0024103	0,6121974	0,0770773	0,3232323	0,6398179	0,2880341	0,0686456	0,3465099	0,0136003	0,2924996	0,3873224	0,7408764	0,4585904	0,0959171	0,6195506	0,0906525	0,0958253	0,2244752	0,4683403	0,1795360	0,0611431	0,0111887	0,0248847	0,0719516	0,1196288	0,5219857	0,1263251	0,4265885	0,1920272	0,0005025	0,0232138	0,1395494	0,7663902	0,0974902	0,3803927	0,7522409	0,5491091	0,4005666	0,0158024	0,0162147	0,0087358	0,0195594	0,0099547	0,0307930	0,5395260	0,0357547	0,0322158	0,0972575	0,0662974	0,0180292	0,0513110
760	0,3086842	0,6149021	0,2450969	0,0620851	0,5897165	0,5424897	0,0375799	0,7337286	0,0081540	0,0358092	0,5990032	0,0150923	0,0573446	0,0061792	0,5631367	0,1084464	0,3166899	0,6953398	0,2944212	0,0863673	0,3377574	0,0016765	0,2368875	0,3864714	0,7107404	0,5956643	0,0844156	0,5797508	0,0443423	0,1657749	0,1916619	0,3378409	0,1276284	0,0559219	0,0274222	0,0121198	0,0657886	0,0730611	0,6177926	0,0958454	0,4502099	0,1682175	0,0014816	0,0074606	0,0820198	0,7013062	0,0929044	0,4124201	0,5339225	0,6193221	0,3040793	0,0105851	0,0373770	0,0082878	0,0111908	0,0088064	0,0462226	0,4199463	0,0223271	0,0452251	0,0647038	0,0798422	0,0216895	0,0312752
780	0,2569552	0,6049238	0,2913836	0,0522808	0,6165052	0,5002461	0,0233283	0,7182894	0,0053003	0,0477555	0,7193457	0,0229536	0,0367646	0,0175809	0,6664730	0,0492426	0,3250717	0,6783094	0,3859216	0,0995157	0,2858182	0,0099411	0,1332557	0,3380963	0,6816723	0,7174033	0,0947536	0,5477999	0,0622729	0,0581176	0,1522601	0,3052637	0,0830513	0,0294946	0,0079970	0,0008984	0,0225907	0,1349262	0,5091436	0,0979362	0,5060874	0,1872783	0,0002748	0,0279602	0,1000219	0,6642067	0,0340404	0,2642164	0,6355197	0,6743775	0,3482720	0,0440296	0,0383551	0,0207548	0,0085636	0,0092350	0,0449352	0,3497011	0,0352241	0,0401723	0,0492503	0,0768629	0,0489745	0,0458286
800	0,1787736	0,6913472	0,3350629	0,0673706	0,6730835	0,5330801	0,0316562	0,5123927	0,0114111	0,0287375	0,6910959	0,0229579	0,0501835	0,0057327	0,6238415	0,1280753	0,3039755	0,7477941	0,3365090	0,0926614	0,3684503	0,0033785	0,1032921	0,3053531	0,6522828	0,6276792	0,1201293	0,5100774	0,0568852	0,1121829	0,2099862	0,3625427	0,0664578	0,0215248	0,0069567	0,0028358	0,0102623	0,1049423	0,5126360	0,0385115	0,4542831	0,1556521	0,0029939	0,0211418	0,0406284	0,5678255	0,0919023	0,2629161	0,5071180	0,6764788	0,2140538	0,0122963	0,0316098	0,0273645	0,0215740	0,0177141	0,0314217	0,3158813	0,0149226	0,0875942	0,0518580	0,0704159	0,0292419	0,0294964
820	0,1956387	0,6540530	0,1988486	0,0318159	0,6946988	0,5862455	0,0192361	0,6371726	0,0016338	0,0368521	0,6206704	0,0171514	0,0633769	0,0026448	0,7425773	0,0808651	0,3485390	0,9305914	0,3898159	0,0503812	0,3010398	0,0054124	0,0805227	0,3842647	0,7138053	0,6307734	0,0993836	0,6011262	0,0906222	0,0636239	0,1665719	0,3710291	0,0800354	0,0157125	0,0104810	0,0027605	0,0408478	0,1090360	0,6270380	0,0420083	0,5585500	0,1344646	0,0009508	0,0182504	0,0280172	0,7267535	0,0974522	0,2372969	0,4911579	0,5873202	0,2570342	0,0212269	0,0169109	0,0072426	0,0143710	0,0080818	0,0264390	0,2722967	0,0324517	0,0370713	0,0574122	0,0618737	0,0196355	0,0254891
840	0,2237412	0,6467029	0,2247086	0,0364556	0,6291910	0,6085981	0,0132329	0,6915438	0,0007333	0,0222552	0,7331776	0,0258717	0,0358349	0,0003454	0,7254691	0,1026084	0,2939600	0,7367276	0,4012908	0,0974335	0,3277653	0,0127217	0,0558234	0,3653720	0,6853119	0,6266890	0,0841618	0,5777228	0,0283005	0,1242350	0,1771551	0,3261956	0,0569530	0,0110758	0,0279037	0,0025898	0,0503128	0,0691115	0,6246159	0,0305823	0,3963475	0,0858391	0,0001749	0,0243665	0,0513315	0,6035210	0,0636929	0,2130996	0,5631862	0,6819597	0,1138330	0,0195875	0,0126912	0,0017470	0,0199077	0,0033457	0,0242095	0,2068090	0,0183722	0,0222210	0,0639162	0,0384275	0,0407526	0,0373601
860	0,2462594	0,6640397	0,2057279	0,0423104	0,5742801	0,5376053	0,0474135	0,8004834	0,0011273	0,0453192	0,6585341	0,0098946	0,0667004	0,0017812	0,7095383	0,1229923	0,3600898	0,8688592	0,3691814	0,0660672	0,2466073	0,0236255	0,0347529	0,3622133	0,7148681	0,6642204	0,0894254	0,6355285	0,0402450	0,0439883	0,1893811	0,4187022	0,0623578	0,0117442	0,0056467	0,0057177	0,0394361	0,0661999	0,4974486	0,0358197	0,5150620	0,1105419	0,0034150	0,0173954	0,0338085	0,6595656	0,0501307	0,2087721	0,6772448	0,5920349	0,1093921	0,0251786	0,0020552	0,0053799	0,0219432	0,0272168	0,0398639	0,1823234	0,0166942	0,0260025	0,0440716	0,0712392	0,0245020	0,0314570
880	0,2907999	0,7828015	0,1585246	0,0417083	0,6947382	0,5189563	0,0382167	0,7290182	0,0008425	0,0247360	0,7438737	0,0239950	0,0585908	0,0103508	0,7114903	0,1240462	0,4104967	0,6255280	0,4119391	0,0847088	0,3184229	0,0070469	0,0328834	0,4073840	0,6958571	0,6306192	0,1198881	0,5314093	0,0619865	0,0841000	0,1281501	0,4120288	0,0360487	0,0114796	0,0180573	0,0001493	0,0303764	0,0630232	0,6635121	0,0352717	0,5595135	0,0968135	0,0046498	0,0396223	0,0348767	0,5799719	0,0450859	0,2358722	0,6736692	0,5725144	0,0919191	0,0327933	0,0050311	0,0051241	0,0138238	0,0183470	0,0235800	0,1932471	0,0123215	0,0443928	0,1217993	0,0639341	0,0096200	0,0603431
900	0,1966410	0,6489609	0,1876810	0,0348701	0,7176989	0,5155089	0,0044361	0,7326147	0,0035103	0,0524025	0,6221890	0,0254263	0,0755673	0,0003729	0,8602838	0,1139294	0,3001849	0,7937263	0,3667997	0,0766870	0,3740924	0,0147028	0,0476431	0,3505370	0,8601385	0,6860879	0,0868758	0,5365562	0,0884381	0,0569226	0,1549078	0,4304335	0,0403227	0,0420525	0,0052931	0,0006442	0,0457361	0,0611471	0,5387836	0,0199283	0,5045571	0,1187583	0,0020536	0,0190590	0,0353582	0,5788549	0,0639419	0,3129560	0,6615480	0,6053087	0,0959485	0,0244278	0,0002720	0,0006558	0,0109757	0,0041070	0,0404334	0,1607815	0,0197087	0,0086137	0,0950048	0,1121685	0,0113899	0,0689325
