"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
480	0,2162258	0,6825456	0,0886442	0,0674412	0,6735321	0,7896139	0,0770397	0,5088497	0,0257242	0,0812812	0,1191287	0,5475835	0,6996587	0,0035955	0,7137921	0,3388055	0,1857667	0,7149561	0,1391432	0,1316558	0,8342048	0,4111104	0,0072607	0,3194633	0,6351705	0,4653991	0,4252474	0,6193760	0,4872145	0,1496621	0,4814937	0,3832989	0,0113468	0,0519743	0,0257200	0,0033960	0,0206634	0,1349505	0,7229070	0,1467558	0,7270514	0,0838559	0,0014329	0,0046863	0,0399842	0,5488778	0,1778644	0,4613110	0,7561290	0,9005099	0,3770413	0,0137046	0,0203653	0,3756551	0,5502829	0,0142945	0,3803678	0,4381544	0,0718189	0,6358887	0,0698010	0,0868732	0,0195054	0,0247681
500	0,1857234	0,7703044	0,0807638	0,1122487	0,7389951	0,7565965	0,1312768	0,5216830	0,0063689	0,0201282	0,0858854	0,4822327	0,7319532	0,0064102	0,6140675	0,1876642	0,1127118	0,7703769	0,1331965	0,1537884	0,8004476	0,5383553	0,0123715	0,2335584	0,6525071	0,5039714	0,5119175	0,6723327	0,3946575	0,1698697	0,4747677	0,5580960	0,0076400	0,0248540	0,0268542	0,0041243	0,0275888	0,1020983	0,7623891	0,1951371	0,5997976	0,0925695	0,0019418	0,0036341	0,0284699	0,6314636	0,0864820	0,4519856	0,7128704	0,8815427	0,3529861	0,0178797	0,0096410	0,3783624	0,3263827	0,0091771	0,3760203	0,5008596	0,0603996	0,6317081	0,0342629	0,0861567	0,0095620	0,0248206
520	0,2079762	0,7907777	0,0422212	0,1043892	0,7261497	0,8145773	0,0891172	0,6031650	0,0127868	0,0273932	0,0608723	0,4898397	0,5907405	0,0046862	0,7633017	0,2610693	0,1383959	0,6527378	0,1446364	0,0924203	0,6365436	0,4220936	0,0104448	0,2938916	0,6965961	0,5325876	0,4817743	0,6805959	0,4692924	0,2055575	0,3980612	0,5702928	0,0162243	0,0094247	0,0163347	0,0017491	0,0230084	0,1568037	0,6030664	0,1687336	0,5463102	0,0566937	0,0014904	0,0050035	0,1085941	0,6576617	0,0667672	0,5002296	0,7084667	0,7373509	0,3753810	0,0188721	0,0083263	0,3454207	0,5104427	0,0085035	0,3957837	0,4284135	0,0947294	0,7567641	0,0582769	0,0887147	0,0132755	0,0283807
540	0,2403542	0,6653428	0,0432005	0,1327213	0,6502414	0,6561192	0,1003748	0,5099833	0,0187959	0,0548326	0,0941204	0,5990125	0,7170218	0,0019417	0,8734989	0,3610310	0,1713881	0,8012066	0,1872604	0,0792908	0,5399306	0,5602767	0,0298178	0,2550946	0,7095903	0,4474453	0,4704199	0,6511786	0,4652928	0,1838902	0,4758450	0,3681585	0,0105101	0,0124112	0,0139062	0,0066864	0,0109062	0,1022484	0,6286322	0,1847141	0,5867373	0,0849994	0,0028685	0,0062632	0,0359059	0,7380892	0,1066114	0,3935569	0,6391023	0,8591822	0,4819495	0,0128145	0,0146545	0,3228777	0,4685355	0,0092920	0,3921424	0,3554057	0,1183862	0,7184252	0,0380568	0,0889829	0,0166710	0,0451176
560	0,1667725	0,5814969	0,0478455	0,1619346	0,8473373	0,6181938	0,0503679	0,5926495	0,0093154	0,0284575	0,0680956	0,4638798	0,6185882	0,0041638	0,7275901	0,3816015	0,1773678	0,8302009	0,0972251	0,1060028	0,8598340	0,4330369	0,0129464	0,2657319	0,8019942	0,5085581	0,4448258	0,6117569	0,5636462	0,1236623	0,4869899	0,4490623	0,0148276	0,0181201	0,0203387	0,0055605	0,0195393	0,1393197	0,6814104	0,1393790	0,5797170	0,0535060	0,0003455	0,0057141	0,0586281	0,6786700	0,1171909	0,4444942	0,7678122	0,7450951	0,3835345	0,0061385	0,0198168	0,4110640	0,4481972	0,0079679	0,3551034	0,4842343	0,1076341	0,5216844	0,0674523	0,1169853	0,0240862	0,0295501
580	0,2364725	0,6980074	0,0349400	0,1438402	0,6864074	0,7300408	0,0649487	0,6104121	0,0064889	0,0313340	0,0556597	0,4813728	0,6949585	0,0028539	0,7383945	0,3850407	0,2037267	0,7668633	0,1033699	0,0655438	0,5404225	0,4870841	0,0154698	0,1916312	0,7200606	0,6570799	0,3023438	0,6224469	0,5440387	0,1754706	0,4636145	0,4979532	0,0342617	0,0104632	0,0128657	0,0074717	0,0105184	0,1340264	0,7003943	0,1972238	0,4919702	0,0513829	0,0003309	0,0241272	0,0571977	0,6759662	0,1006751	0,5572679	0,7189701	0,6365882	0,4178410	0,0065686	0,0147052	0,3097066	0,3081413	0,0041316	0,3118343	0,4099768	0,0692305	0,4419576	0,0803659	0,0888790	0,0431727	0,0588846
600	0,1789234	0,5913398	0,0478805	0,1109882	0,6815951	0,7610923	0,0931979	0,5823634	0,0083708	0,0435125	0,0510162	0,5331519	0,7582060	0,0042185	0,6946361	0,4067327	0,2328914	0,7046132	0,1818914	0,1259632	0,5690511	0,4615784	0,0070912	0,1989803	0,6827133	0,5666902	0,3819558	0,6235567	0,5238332	0,1480229	0,4173058	0,3196320	0,0126807	0,0177565	0,0037370	0,0085795	0,0399103	0,1212041	0,7421950	0,2098851	0,5773484	0,0760728	0,0005387	0,0163204	0,0375560	0,6813659	0,0979335	0,4118081	0,6258447	0,6726970	0,4324690	0,0216948	0,0160758	0,3403441	0,1999946	0,0068231	0,2548591	0,4791707	0,1071770	0,3837579	0,1009215	0,0544350	0,0278047	0,0402552
620	0,2388742	0,5837010	0,0339678	0,0653400	0,7432368	0,6468599	0,0953277	0,6177738	0,0391248	0,0180275	0,0488963	0,5476579	0,4195305	0,0045222	0,8624676	0,3551395	0,2988300	0,6548135	0,3029368	0,0706562	0,7020473	0,4587129	0,0160863	0,2499526	0,7341509	0,5261207	0,4194524	0,6693171	0,4095825	0,1770638	0,4667171	0,4184128	0,0216500	0,0240997	0,0079139	0,0043450	0,0125608	0,0914310	0,5552278	0,2841801	0,6020497	0,0806854	0,0006552	0,0128316	0,0413116	0,6265027	0,1131178	0,5527331	0,6788904	0,7605068	0,4895963	0,0134385	0,0183696	0,2348646	0,1100586	0,0046212	0,1673083	0,4412227	0,0665640	0,2899841	0,0985813	0,1923824	0,0212238	0,0488486
640	0,1930110	0,8053248	0,0418403	0,1152227	0,7049202	0,7065713	0,1036779	0,6671640	0,0674958	0,0203550	0,0793324	0,6369890	0,4188157	0,0073794	0,7141324	0,2420610	0,3138819	0,7084885	0,3233473	0,0584110	0,5378550	0,5266297	0,0099415	0,2474531	0,6897957	0,6369068	0,4520046	0,4844472	0,4900024	0,1581608	0,4451250	0,4033670	0,0394111	0,0594397	0,0135696	0,0078892	0,0302854	0,1149611	0,5438754	0,1972065	0,4841220	0,0556833	0,0021699	0,0358368	0,0521243	0,7056432	0,0696207	0,5045372	0,5937430	0,7505632	0,4708951	0,0306028	0,0203965	0,1910475	0,0517575	0,0080576	0,1357027	0,5078267	0,0475802	0,1384508	0,1718509	0,0962036	0,0365535	0,0604744
660	0,2004205	0,6507385	0,0606283	0,0805315	0,8220380	0,7266012	0,0932281	0,6213537	0,0530135	0,0520741	0,0511134	0,5551706	0,3585980	0,0023357	0,8263687	0,2533264	0,3201377	0,6591972	0,3612567	0,0881425	0,5924941	0,5060154	0,0111081	0,1835084	0,7005684	0,5705298	0,5093467	0,6211208	0,5355310	0,1895178	0,3504621	0,3768387	0,0105425	0,0286697	0,0045320	0,0180251	0,0336676	0,1525536	0,5059451	0,2195788	0,4732850	0,0868675	0,0011455	0,0297654	0,0404434	0,7628083	0,0978787	0,5145804	0,6610527	0,7057432	0,4133423	0,0305943	0,0155941	0,1522600	0,0162053	0,0047456	0,0886669	0,5468266	0,0469592	0,1467573	0,1761363	0,0973575	0,0324336	0,0372001
680	0,1984539	0,7447782	0,0644916	0,0634463	0,7220861	0,6186704	0,0824815	0,6718888	0,0438738	0,0313401	0,0933432	0,5064093	0,3366498	0,0005383	0,6849434	0,2428490	0,2580690	0,6380279	0,4729670	0,0881293	0,4788525	0,5673549	0,0164828	0,2454581	0,6881688	0,5818315	0,4905578	0,5449876	0,4778490	0,1315245	0,4478255	0,4694445	0,0196994	0,0342567	0,0098658	0,0015515	0,0318461	0,0996741	0,4620923	0,3455952	0,4951279	0,0714450	0,0000639	0,0211336	0,0250144	0,6479366	0,1462929	0,5162038	0,5811617	0,5934707	0,4547478	0,0433336	0,0059974	0,1059232	0,0030622	0,0096062	0,0627515	0,5866473	0,0178667	0,1216569	0,2015105	0,1003980	0,0345997	0,0508632
700	0,1673155	0,7309528	0,0569473	0,0468920	0,6996854	0,7116907	0,1101218	0,6864877	0,0318939	0,0187689	0,0538543	0,5465749	0,3144950	0,0033959	0,6227595	0,2455880	0,3745496	0,6342199	0,4170275	0,0951604	0,6270779	0,4829907	0,0369936	0,1918676	0,6577134	0,4645563	0,4387711	0,6740781	0,5001599	0,1640013	0,5083975	0,3912152	0,0262520	0,0374262	0,0084398	0,0012511	0,0250399	0,1558515	0,3987659	0,2571848	0,4665812	0,1295041	0,0001183	0,0196522	0,0299097	0,6225485	0,1319479	0,4392242	0,6702611	0,6468330	0,4701703	0,0491306	0,0188644	0,1239599	0,0075577	0,0033324	0,0712906	0,6151114	0,0339529	0,0935108	0,1140620	0,1139357	0,0365775	0,0628742
720	0,1747743	0,7486823	0,0797396	0,0507999	0,6584434	0,7034683	0,1006282	0,7092203	0,0414569	0,0303190	0,0775374	0,4985173	0,1760535	0,0000000	0,5844489	0,1690142	0,2587725	0,6238809	0,4134917	0,0702692	0,6249346	0,5033510	0,0159177	0,2138266	0,6446684	0,6505900	0,4906665	0,6588570	0,4030745	0,1811366	0,3378442	0,4288083	0,0341768	0,0273606	0,0060414	0,0007260	0,0232215	0,1679434	0,5738914	0,2641997	0,4868384	0,1068071	0,0005734	0,0354681	0,0350990	0,7406032	0,0758614	0,4439613	0,6363838	0,6244141	0,3722781	0,0453164	0,0091905	0,0735504	0,0115916	0,0030819	0,0614021	0,6933758	0,0106560	0,0691994	0,1409700	0,0863658	0,0183959	0,0679801
740	0,2511811	0,5830484	0,0812896	0,0533759	0,6131979	0,7143851	0,0805119	0,6899559	0,0453017	0,0301743	0,0710968	0,5284854	0,1921435	0,0048445	0,5928629	0,1914630	0,3225909	0,7860224	0,4484832	0,1462113	0,5442564	0,4933914	0,0256795	0,1845257	0,6565872	0,6670895	0,4613474	0,5904153	0,4045213	0,0963510	0,3942221	0,3577723	0,0385530	0,0671831	0,0094721	0,0054272	0,0348726	0,1402880	0,5083746	0,3185971	0,5292446	0,1792917	0,0000000	0,0230662	0,0157156	0,6964950	0,1345338	0,5345054	0,7327432	0,6104608	0,5047730	0,0360992	0,0103614	0,0728621	0,0087523	0,0129938	0,0342441	0,6397672	0,0324245	0,0863162	0,1339145	0,0945629	0,0119578	0,0300879
760	0,2603191	0,7710074	0,0779599	0,0434642	0,7775920	0,7456639	0,0989316	0,6437396	0,0448101	0,0177812	0,0526518	0,4963578	0,1356446	0,0015660	0,7785823	0,1133697	0,2756551	0,7352973	0,3834319	0,1395560	0,5411660	0,5308996	0,0068543	0,2100366	0,6378425	0,6699151	0,4110135	0,6838783	0,3061517	0,0975618	0,4777284	0,4017941	0,0438058	0,0302347	0,0041867	0,0025056	0,0248498	0,1173478	0,5478602	0,2896099	0,5553155	0,1961712	0,0007602	0,0364475	0,0364992	0,6530758	0,1192684	0,5029842	0,5612998	0,6622518	0,4080292	0,0559756	0,0248213	0,0690960	0,0099524	0,0147694	0,0415504	0,5492517	0,0187619	0,0787148	0,1519676	0,0932555	0,0301906	0,0292816
780	0,2282240	0,6674681	0,0684013	0,0182342	0,7183285	0,5955142	0,0848000	0,6309437	0,0512478	0,0288610	0,1091907	0,4095022	0,1606390	0,0014972	0,6478524	0,1158252	0,3356195	0,7236941	0,4872536	0,1004152	0,4828999	0,4858035	0,0380667	0,2302033	0,6575244	0,7415803	0,4958768	0,6940917	0,3209802	0,1413371	0,4646949	0,4056394	0,0501936	0,0690103	0,0087135	0,0050204	0,0203180	0,1010736	0,4799355	0,2786048	0,5774642	0,2083905	0,0000000	0,0271796	0,0531356	0,7131748	0,1209953	0,5090532	0,6135066	0,6469356	0,5353092	0,0139087	0,0092454	0,0488335	0,0081660	0,0227129	0,0564650	0,7366341	0,0116585	0,1238892	0,1085407	0,0989354	0,0306741	0,0199940
800	0,2517890	0,7292828	0,0535459	0,0422860	0,8290182	0,6685205	0,0870569	0,6628502	0,0318994	0,0470475	0,0728282	0,4213858	0,0852039	0,0057026	0,7300805	0,0682329	0,3669375	0,5991693	0,4178901	0,0830728	0,4884874	0,5093322	0,0194299	0,2942073	0,6439709	0,5927572	0,5794993	0,6286379	0,3370727	0,0544361	0,5576026	0,4059176	0,0415761	0,0413101	0,0256134	0,0267312	0,0530260	0,1594746	0,4874391	0,2446418	0,5132510	0,1417244	0,0032462	0,0351027	0,0332135	0,5172858	0,1204871	0,3243428	0,6276693	0,5999490	0,5479599	0,0111843	0,0061546	0,0316968	0,0109097	0,0181822	0,0598716	0,6629798	0,0265622	0,0926920	0,1756966	0,0858732	0,0286723	0,0279429
820	0,2250289	0,6613932	0,0476903	0,0399467	0,6742706	0,6289026	0,0841983	0,6471259	0,0304056	0,0302675	0,0633955	0,2741694	0,1081853	0,0020037	0,7851222	0,0636828	0,3133128	0,7917410	0,4659922	0,0843408	0,4142263	0,5352522	0,0238209	0,2681811	0,6410271	0,6590135	0,3891036	0,7940270	0,2745281	0,0664140	0,4777701	0,3814565	0,0700586	0,0241458	0,0239060	0,0103645	0,0755240	0,1752348	0,5598735	0,2115847	0,5337476	0,1589141	0,0006646	0,0325277	0,0447495	0,7330426	0,0800561	0,4778591	0,6112827	0,7290780	0,5592084	0,0475664	0,0145133	0,0244206	0,0286704	0,0022517	0,0854514	0,7917974	0,0219028	0,0560790	0,1312961	0,1194343	0,0187295	0,0211354
840	0,2412687	0,6819970	0,0306562	0,0396526	0,6198082	0,5985473	0,0872037	0,5927510	0,0616899	0,0371629	0,0536225	0,2291596	0,0854693	0,0004523	0,7578057	0,0567210	0,3461728	0,6289119	0,4528340	0,0735759	0,3779864	0,5085230	0,0245376	0,2867158	0,7414427	0,6313948	0,3958578	0,6487822	0,2720520	0,0856175	0,4989021	0,4482015	0,0486651	0,0583093	0,0062128	0,0126234	0,0347284	0,1833008	0,4827526	0,2101894	0,5370003	0,1694770	0,0172032	0,0285580	0,0728551	0,5956895	0,1101221	0,4885968	0,5377003	0,6341037	0,6504764	0,0088003	0,0168769	0,0124839	0,0046804	0,0011249	0,0433523	0,6176495	0,0121556	0,0639398	0,0980814	0,1004168	0,0227933	0,0246821
860	0,2750772	0,6973826	0,0680352	0,0186078	0,7807077	0,7315987	0,1297440	0,5703333	0,0876252	0,0236019	0,0563631	0,1937755	0,0573146	0,0004954	0,5827618	0,0675662	0,3185201	0,7196115	0,4102771	0,1100969	0,3593062	0,3748997	0,0185004	0,1883789	0,7780572	0,5683760	0,4034586	0,6615051	0,2312368	0,0446134	0,5116494	0,3267638	0,0185934	0,0528351	0,0369074	0,0050920	0,0666472	0,1582874	0,5565567	0,2653218	0,5715971	0,1058707	0,0008962	0,0345371	0,0631917	0,6171836	0,0859756	0,4386610	0,7147041	0,6530016	0,5169716	0,0033713	0,0104987	0,0070836	0,0474243	0,0000000	0,0841912	0,5867213	0,0050693	0,0839446	0,0871037	0,1150054	0,0156527	0,0254320
880	0,2834403	0,6757118	0,0712966	0,0226701	0,6455610	0,5963099	0,0929285	0,7286049	0,0653755	0,0276288	0,0815508	0,1612655	0,0625209	0,0002391	0,6075250	0,0473177	0,2875199	0,7013724	0,4081333	0,1198510	0,2808756	0,3311988	0,0223065	0,2464967	0,6755911	0,7159327	0,3646161	0,5287125	0,2244227	0,1251175	0,4325050	0,3441133	0,0600702	0,0246828	0,0157769	0,0170515	0,0411426	0,1316648	0,5698200	0,2834511	0,5712402	0,1733671	0,0008399	0,0347656	0,0263575	0,7040817	0,0579132	0,4676388	0,5342864	0,6832998	0,5065712	0,0105179	0,0082651	0,0102812	0,0099426	0,0012004	0,0644813	0,6298657	0,0159112	0,0938256	0,1495863	0,1300776	0,0127815	0,0380464
900	0,2387588	0,8340721	0,0495682	0,0524991	0,6627232	0,5327301	0,1217359	0,6989043	0,0465105	0,0395610	0,0611372	0,2473436	0,0494749	0,0018886	0,5617843	0,0641005	0,3794751	0,6889641	0,3539120	0,0601548	0,3754985	0,3133383	0,0125072	0,2430131	0,6791012	0,6519015	0,3611835	0,5513740	0,2409843	0,0824474	0,4692475	0,3426503	0,0327261	0,0218366	0,0240481	0,0122357	0,0450930	0,1677731	0,5358999	0,2860006	0,5883375	0,1725384	0,0008727	0,0270902	0,0873218	0,4975580	0,1345066	0,5087221	0,6194246	0,7040700	0,5499655	0,0209356	0,0160250	0,0358410	0,0160195	0,0066457	0,0617681	0,5655329	0,0047780	0,1233098	0,1362303	0,0622679	0,0253405	0,0407186
920	0,2139008	0,6631586	0,0488982	0,0378804	0,6681273	0,5889607	0,1041144	0,7638914	0,0287637	0,0326655	0,0464128	0,1133976	0,0509773	0,0021187	0,5772827	0,0815106	0,3722859	0,5704939	0,2925753	0,0885612	0,3927219	0,2180849	0,0147855	0,3274329	0,6300329	0,5539634	0,2970537	0,7160538	0,1980139	0,0990559	0,4253200	0,3637055	0,0308973	0,0263461	0,0153099	0,0180066	0,0368614	0,1546729	0,5523826	0,2588505	0,5217012	0,2269023	0,0009168	0,0373666	0,0593044	0,7327047	0,0940997	0,6199688	0,5655450	0,5820783	0,4728334	0,0096949	0,0180401	0,0122695	0,0221242	0,0004768	0,0277444	0,5385250	0,0046514	0,1068254	0,1103554	0,0629138	0,0168664	0,0405814
940	0,3303800	0,7394577	0,0750458	0,0370372	0,7531805	0,6478805	0,0826288	0,6098097	0,0466139	0,0627606	0,0219725	0,0800003	0,0581341	0,0002236	0,5693496	0,0803068	0,2545587	0,6412680	0,3987047	0,1010199	0,2827890	0,1635219	0,0161481	0,3057541	0,7171852	0,6115590	0,2719131	0,6998928	0,1335635	0,0535053	0,3216765	0,4038072	0,0360256	0,0651143	0,0171148	0,0035968	0,0399145	0,1322765	0,5488620	0,4240969	0,5546713	0,1984462	0,0001482	0,0347374	0,0522169	0,6980721	0,0936431	0,7929905	0,6540964	0,6285709	0,5675298	0,0156453	0,0036351	0,0185411	0,0077945	0,0040806	0,0648529	0,4876760	0,0076359	0,0645491	0,1499084	0,0620938	0,0292766	0,0652621
960	0,2510054	0,5384484	0,0592655	0,0078350	0,6807964	0,7126852	0,1158887	0,7023529	0,0852492	0,0341623	0,0582431	0,1022892	0,0624489	0,0094996	0,5609800	0,1001131	0,2683775	0,6892165	0,3644054	0,1254007	0,2360773	0,1700774	0,0068949	0,2325028	0,7040120	0,6311252	0,2272953	0,6059680	0,1231558	0,0668584	0,3299295	0,3491170	0,0187218	0,0676013	0,0080891	0,0036878	0,0293458	0,1450142	0,5209091	0,2882087	0,4634089	0,2501240	0,0007800	0,0811712	0,0616726	0,8427641	0,0706309	0,5719674	0,6221525	0,7173976	0,5073495	0,0192983	0,0135993	0,0167737	0,0162969	0,0084893	0,1096732	0,6458790	0,0048729	0,0860197	0,1264741	0,0758625	0,0403760	0,0403818
980	0,2129157	0,6869524	0,0882218	0,0404250	0,6854518	0,6988646	0,0986774	0,6358528	0,0669590	0,0279744	0,0390489	0,0783728	0,0619943	0,0023382	0,6899148	0,1073023	0,2082092	0,6007823	0,4847517	0,0771254	0,3260869	0,0859433	0,0273257	0,2754968	0,6994092	0,5235810	0,1724288	0,7402746	0,1652567	0,0582528	0,3410594	0,5079422	0,0296835	0,0479095	0,0151154	0,0007644	0,0284492	0,1907875	0,4533827	0,3533069	0,5838034	0,2262411	0,0000374	0,0504921	0,0433399	0,7988094	0,0904197	0,5049101	0,6664002	0,7230085	0,5117925	0,0259750	0,0038833	0,0149340	0,0068213	0,0034053	0,0526271	0,7224484	0,0231729	0,0700537	0,1953645	0,0841396	0,0302457	0,0806201
1000	0,1818104	0,6916268	0,0639739	0,0290758	0,7659512	0,6875482	0,1156470	0,6804265	0,0586069	0,0512620	0,0432630	0,0855286	0,0492773	0,0002580	0,5521505	0,1060282	0,2557103	0,7125217	0,3373655	0,0933450	0,3633609	0,0559339	0,0253748	0,3811209	0,6751041	0,6042741	0,1524502	0,5355994	0,1020677	0,0653217	0,2470479	0,3505296	0,0485566	0,0319683	0,0164081	0,0049682	0,0303624	0,1759405	0,5904258	0,3501454	0,4308418	0,3454469	0,0007324	0,0955184	0,1258537	0,7901458	0,1544940	0,4893904	0,5908058	0,6242371	0,4696877	0,0147527	0,0036750	0,0264197	0,0117069	0,0060679	0,0885089	0,6313867	0,0374253	0,1488492	0,1758099	0,1217183	0,0422995	0,0510829
1020	0,1705291	0,6722503	0,0609025	0,0241124	0,6834021	0,6649843	0,1121861	0,6064624	0,0562911	0,0392141	0,0251554	0,0490882	0,0859617	0,0011827	0,5729442	0,1135247	0,2721622	0,6651315	0,4016599	0,0958600	0,3816848	0,0265110	0,0081579	0,3128953	0,6074757	0,6047463	0,1786233	0,5731901	0,0973631	0,0242808	0,2699166	0,3397231	0,0301152	0,0600047	0,0096894	0,0052198	0,0169608	0,2474734	0,5151255	0,4965179	0,4052980	0,3073221	0,0000572	0,0493361	0,0888083	0,6669511	0,1096507	0,4286756	0,7265503	0,6132761	0,4768192	0,0340181	0,0061856	0,0303068	0,0082207	0,0144296	0,0465053	0,6914999	0,0221336	0,1117932	0,1640663	0,0729822	0,0282327	0,0607713
1040	0,2399394	0,6467546	0,0436917	0,0106663	0,6052307	0,6489346	0,1477849	0,6080470	0,0647060	0,0934346	0,0272821	0,0404377	0,0255992	0,0063524	0,6123159	0,1686672	0,3282694	0,7425352	0,4848953	0,0602100	0,4390419	0,0435267	0,0121859	0,2915092	0,7273640	0,4862147	0,1373752	0,6602308	0,0964949	0,0418232	0,2949954	0,4159645	0,0333000	0,0584233	0,0093479	0,0056696	0,0221725	0,1930290	0,5886858	0,4485115	0,3884018	0,3378663	0,0002058	0,0509003	0,0447377	0,6730695	0,1296726	0,4712087	0,6008309	0,6675137	0,5489666	0,0240325	0,0111502	0,0122343	0,0074092	0,0100427	0,0513222	0,7218211	0,0139813	0,0919560	0,2733123	0,0790368	0,0315724	0,0712655
1060	0,2479805	0,6631268	0,0566431	0,0418616	0,7239525	0,5098936	0,1507733	0,6364514	0,0647405	0,0351887	0,0671962	0,0314452	0,0441017	0,0169716	0,6076408	0,1548274	0,2550572	0,6810906	0,3564915	0,0699310	0,3754879	0,0347331	0,0124979	0,2346421	0,7565710	0,5819815	0,0613436	0,7089892	0,0952510	0,0933586	0,1730773	0,4720046	0,0395595	0,0867760	0,0010002	0,0038290	0,0508865	0,1766091	0,5641379	0,3879231	0,3704254	0,2897423	0,0071217	0,0432614	0,0609680	0,8778503	0,1237595	0,4667081	0,7319761	0,7658737	0,5579014	0,0088258	0,0034504	0,0436078	0,0064107	0,0016200	0,0328614	0,6654640	0,0227662	0,0558149	0,2197571	0,0752585	0,0142655	0,0313318
1080	0,1976334	0,6965544	0,0718728	0,0324368	0,7465235	0,5880927	0,1184425	0,7095311	0,0660682	0,0316937	0,0917953	0,0639061	0,0415894	0,0052988	0,6606094	0,1431420	0,2640038	0,6732242	0,3474410	0,1251262	0,3297393	0,0101399	0,0048681	0,2044340	0,7713930	0,5771747	0,1591811	0,5787830	0,0801822	0,0991776	0,1872929	0,3549393	0,0586208	0,0488439	0,0065379	0,0005773	0,0430581	0,2244478	0,5926663	0,4100176	0,3800124	0,4138174	0,0013683	0,0320733	0,0480649	0,9162357	0,1239763	0,5310003	0,6137653	0,6949413	0,4902969	0,0167139	0,0204030	0,0356730	0,0060231	0,0045007	0,0524842	0,6552553	0,0046118	0,0850670	0,2167089	0,1021924	0,0160012	0,0371585
1100	0,1997162	0,6959848	0,0423083	0,0317015	0,6666045	0,5915755	0,0833160	0,7323666	0,0565874	0,0286549	0,0731134	0,1069582	0,0525384	0,0056170	0,6677844	0,1735161	0,2614111	0,8451484	0,4332136	0,0774942	0,3884791	0,0119967	0,0131188	0,3006982	0,7279339	0,5573598	0,1106787	0,5497362	0,0998797	0,1042870	0,2319446	0,3469143	0,0417531	0,0376661	0,0162209	0,0087832	0,0369647	0,2219523	0,5455317	0,3899473	0,4684111	0,3365313	0,0063170	0,0449578	0,0438521	0,8049394	0,1164130	0,6422468	0,6267668	0,7639280	0,5347365	0,0093588	0,0062978	0,0283207	0,0045915	0,0033408	0,0338043	0,6604263	0,0078590	0,0763442	0,1266200	0,0885901	0,0196569	0,0489147

0	0,2628029	0,6534391	0,1280251	0,0275687	0,6035959	0,5568920	0,0578367	0,7135487	0,0468883	0,0225108	0,0537959	0,0163505	0,0734388	0,0008735	0,6811559	0,0853226	0,3265926	0,6382005	0,4705974	0,1150487	0,3545520	0,0177425	0,0082337	0,2672314	0,7550431	0,6065808	0,0849286	0,7751161	0,0496416	0,0920355	0,1583656	0,4205957	0,0166469	0,0242290	0,0107041	0,0009291	0,0129752	0,0835946	0,4660507	0,1352181	0,6269060	0,1787984	0,0023162	0,0222262	0,0702797	0,7127416	0,1084714	0,5343131	0,5498604	0,7406538	0,3768920	0,0112398	0,0038581	0,0267682	0,0081754	0,0390802	0,0517671	0,6462333	0,0111823	0,0466475	0,0754505	0,1054957	0,0164134	0,0711230
20	0,2508889	0,6646163	0,0650036	0,0266346	0,6952049	0,6040178	0,0752042	0,6885006	0,0503991	0,0311091	0,1193936	0,0190128	0,0568342	0,0016537	0,6805916	0,0965437	0,2613290	0,6481840	0,3995923	0,0691521	0,3485241	0,0041915	0,0229447	0,2126416	0,7059386	0,6607788	0,0594701	0,6679469	0,1111542	0,0590823	0,1828514	0,4109601	0,0512516	0,0259401	0,0057758	0,0266721	0,0869139	0,1372349	0,4692368	0,4558707	0,5777376	0,1726774	0,0024104	0,0838332	0,0668260	0,5511418	0,0954139	0,6836231	0,5662243	0,6156754	0,4694539	0,0226714	0,0384466	0,1290529	0,1744479	0,0047369	0,0356331	0,6273623	0,0053119	0,1186226	0,1477902	0,1070544	0,0285826	0,0767966
40	0,1887087	0,6728672	0,1073498	0,0389761	0,7975462	0,5773582	0,0861930	0,6056835	0,0655117	0,0373350	0,2669106	0,0422744	0,0349604	0,0018557	0,6595691	0,1974844	0,2068009	0,6550011	0,2217204	0,1325928	0,3511609	0,0157358	0,0137828	0,2544219	0,6652279	0,6332942	0,0582793	0,6178612	0,0603851	0,0568353	0,1941736	0,5065184	0,0784625	0,0556502	0,0224556	0,0158320	0,1428226	0,1309758	0,3931213	0,3766442	0,5296010	0,2097102	0,0003782	0,0287806	0,1228323	0,5832815	0,0638889	0,6217172	0,6044661	0,6050766	0,5238550	0,0242854	0,0138405	0,1696943	0,3424018	0,0022149	0,0444665	0,7715784	0,0141128	0,0893167	0,2436974	0,0800405	0,0255216	0,0461312
