dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI
0,8171176	0,2296962	0,0039483	0,3320285	0,6805506	0,7055995	0,7031145	0,3386609	0,3410423	0,3988114	0,6303036	0,2264747	0,0122666	0,6742304	0,0040801	0,4667953	0,5909657	0,1999211	0,1051997	0,5381153	0,0905794	0,4335787	0,0677181	0,3241938	0,4253990	0,3046907	0,0116592	0,1934341	0,2186222	0,0570078	0,0280595	0,2630939	0,5107898	0,3368195	0,2058843	0,6411110	0,7084204	0,6243580	0,5546744	0,6362905	0,7675716	0,5978841	0,0123478	0,2783793	0,8322546	0,1007268	0,0331001	0,0917189	0,1609449	0,0597295	0,0691786	0,3017511	0,6274681	0,0259350	0,1423319	0,7017397	0,5374948	0,2707051	0,0876673	0,0621313	0,0095043	0,1018382	0,4997288	0,5638983
