dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI
0,7107409	0,2040306	0,0080382	0,2756745	0,7011988	0,8120605	0,8073124	0,2593516	0,3518737	0,4335478	0,6674910	0,2430930	0,0044985	0,8620237	0,0103970	0,4331245	0,5736353	0,1469005	0,0858646	0,6080348	0,0651227	0,4885543	0,0912224	0,3549610	0,4479076	0,2560912	0,0241750	0,1934323	0,2174952	0,0225573	0,0134335	0,2902942	0,4123354	0,3188905	0,2004214	0,5724455	0,6245588	0,8216239	0,4461727	0,5932690	0,8878672	0,7424428	0,0132157	0,2404943	0,7441656	0,1266516	0,0215967	0,0717931	0,3215014	0,0422105	0,0474750	0,4462174	0,6487219	0,0228961	0,1304078	0,7637201	0,6163865	0,2966541	0,0708821	0,0681597	0,0112128	0,1095716	0,3264209	0,4493048
