"Time"	hupB	fis	mtlR	marR	marA	rob	putA	xylR	glcC	hupA	soxS	soxR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	marB	mdtE	mdtF	hdeB	yhiD	hdeA	gadA	micF	gadB	fumC	gadC	zwf	dctR	slp	inaA	nfo	ygiA	ygiC	ygiB	tolC	acrA	acrB	sodA	fpr	gadY	rfaY	poxB	rfaZ	seqA	pqiB	pgm	nemA	pqiA	xylH	hdeD	purA	xylG	xylF	mtlA	mtlD	cadB	cadA	tyrP	ptsG
880	0,3751447	0,4470751	0,3533890	0,2912285	0,5264973	0,4604429	0,3080574	0,5286372	0,3454124	0,2305093	0,0958704	0,4489008	0,4644280	0,1820548	0,4950397	0,7568470	0,4229792	0,5217657	0,0033900	0,0011620	0,1454864	0,2479674	0,0630141	0,1154444	0,5639288	0,5349704	0,6527690	0,3175104	0,0704612	0,2041689	0,2942824	0,0111627	0,4229688	0,2691576	0,3235684	0,0758192	0,3603664	0,4998750	0,7129746	0,2222246	0,5708249	0,1358522	0,7764642	0,1998260	0,1430430	0,3114065	0,0792652	0,7391668	0,2580195	0,4679316	0,6604921	0,1325569	0,4799275	0,2152888	0,5773219	0,1477526	0,1223805	0,3604932	0,4245700	0,6482006	0,2911303	0,5217945	0,4424949	0,2931755
900	0,3727890	0,4644397	0,3724744	0,2744420	0,4994604	0,4259294	0,3938647	0,4474240	0,3713150	0,1811031	0,0937103	0,3864366	0,4188496	0,1794005	0,4515190	0,7008484	0,4432291	0,5307495	0,0003290	0,0003800	0,1560239	0,2128892	0,0393859	0,1131170	0,4301150	0,6332243	0,6055543	0,3162025	0,0710463	0,2993870	0,2767539	0,0014097	0,4393873	0,2149984	0,3837197	0,0447947	0,3785299	0,5215991	0,6774302	0,2471381	0,4929006	0,1742504	0,7581470	0,1440589	0,1007696	0,4033825	0,0914145	0,5769164	0,2766726	0,4427259	0,7437498	0,1433474	0,4755800	0,1908128	0,6039078	0,2279258	0,1563538	0,4128952	0,4092177	0,6703851	0,2955662	0,5692234	0,4977457	0,3209041
920	0,3815024	0,4746048	0,3323177	0,3013803	0,6169393	0,4769143	0,3250729	0,4387647	0,3778172	0,3216068	0,1674972	0,4104599	0,4184285	0,1919394	0,5405847	0,6811856	0,4699294	0,5927870	0,0007178	0,0029722	0,2105578	0,1769640	0,0350233	0,1540292	0,5576791	0,4783501	0,6164277	0,3383365	0,0928138	0,2211855	0,2625845	0,0007837	0,4243519	0,3149689	0,2900730	0,0352188	0,3927478	0,4098219	0,6289543	0,2399454	0,5042949	0,1512258	0,8082156	0,1482490	0,1114955	0,3647158	0,0736172	0,6352658	0,3126373	0,4621936	0,6577844	0,1393646	0,4272726	0,2137321	0,6665095	0,1361516	0,1484042	0,5272455	0,4328077	0,8331726	0,3031908	0,4733425	0,4928640	0,3508113
940	0,4064424	0,5406050	0,3317037	0,3582558	0,6147404	0,4233718	0,3116796	0,5297326	0,4570229	0,2820604	0,1323419	0,3739073	0,3888728	0,1530778	0,4915591	0,6123816	0,4454372	0,5294175	0,0063672	0,0024042	0,1485076	0,2178770	0,0757847	0,1564458	0,4345649	0,5152731	0,6151987	0,3195392	0,0392870	0,1741529	0,2886936	0,0003259	0,4796172	0,3089918	0,2894365	0,0428890	0,4221831	0,5675050	0,6400986	0,1967740	0,4872598	0,1412119	0,7377318	0,1067856	0,1281133	0,3400339	0,0646072	0,6345629	0,2732082	0,5282984	0,7876771	0,0956908	0,5331877	0,2506329	0,6209822	0,1293217	0,1283257	0,4059512	0,3780667	0,7583966	0,2828981	0,5074859	0,5636435	0,2412513
960	0,3332885	0,4757989	0,2848495	0,3046706	0,6112291	0,4415555	0,4968045	0,6646755	0,4103323	0,3165384	0,1157757	0,3606219	0,4204780	0,2046938	0,5111724	0,5134609	0,4552535	0,4768014	0,0022063	0,0014834	0,1363449	0,2911176	0,0421924	0,0988573	0,5148565	0,5221300	0,5411903	0,3018858	0,0617568	0,2132189	0,2710870	0,0045941	0,4332186	0,3417821	0,2893787	0,0216591	0,3309896	0,5355396	0,6600422	0,1905466	0,4408951	0,1576307	0,7195854	0,1474376	0,1238860	0,4104381	0,0943059	0,6872269	0,3021557	0,4821904	0,6307967	0,1095598	0,5594617	0,2827369	0,5430243	0,1334473	0,2348561	0,3276774	0,4352186	0,7544604	0,2378897	0,5756093	0,5065628	0,2632740
980	0,4805520	0,3537466	0,4293818	0,2796903	0,5959938	0,4132544	0,3819008	0,5330324	0,3744049	0,3184639	0,1651886	0,3500553	0,3940053	0,1906807	0,5162279	0,5410355	0,4611416	0,4801544	0,0164446	0,0000085	0,1047855	0,2537880	0,0620000	0,0989502	0,5701665	0,5074570	0,4924654	0,3177583	0,0433011	0,2567675	0,2977034	0,0006398	0,4162665	0,3017801	0,3292603	0,0722253	0,3196150	0,5716232	0,6185380	0,2380131	0,5288737	0,1337755	0,6167826	0,1601246	0,1725289	0,3961024	0,1134293	0,5755561	0,3593512	0,4722977	0,6540671	0,1363977	0,5661765	0,2561756	0,6783213	0,1024631	0,2001081	0,3664523	0,3877230	0,7577380	0,2948396	0,4849305	0,5151082	0,2468105
1000	0,4920948	0,3075913	0,3854692	0,2843074	0,6283674	0,4946941	0,3728620	0,4969689	0,4452066	0,3065457	0,1801270	0,3571231	0,3353851	0,1840214	0,4682199	0,4469691	0,3850020	0,5894238	0,0024378	0,0073128	0,1575567	0,1733820	0,0475227	0,0900462	0,5065078	0,5389710	0,6744320	0,2929694	0,0197249	0,2194073	0,2301345	0,0004454	0,3879636	0,2821371	0,2296551	0,0593040	0,3474357	0,4764089	0,6369439	0,2144315	0,6668585	0,1800297	0,6130121	0,1846667	0,3002112	0,4858379	0,0913251	0,6151338	0,2580583	0,5572999	0,5560387	0,1300592	0,5200070	0,2089827	0,5368740	0,1228043	0,1416275	0,3084879	0,3461387	0,7244801	0,3182418	0,5273480	0,4802002	0,2880507
1020	0,4203042	0,4187303	0,3240964	0,3446909	0,5646248	0,5712938	0,3930254	0,4946045	0,4286171	0,2834722	0,1483625	0,3959756	0,4189897	0,1819667	0,4831880	0,5380568	0,4011666	0,5312042	0,0052710	0,0003903	0,1335088	0,2661653	0,0406144	0,0990244	0,4137228	0,5940651	0,7177616	0,3510047	0,0484359	0,1800512	0,2273618	0,0009895	0,5197009	0,2232030	0,2422847	0,0417695	0,3800640	0,5385886	0,6412414	0,2029729	0,6123836	0,1371058	0,6269246	0,1695732	0,1882478	0,4197477	0,1015260	0,7099110	0,3248924	0,4795063	0,5824559	0,1503243	0,4301469	0,2305280	0,8288093	0,1516752	0,1275546	0,3968427	0,4367859	0,7291915	0,3112133	0,5246780	0,5106372	0,3441237
1040	0,5206736	0,4805733	0,4100372	0,3214065	0,5975256	0,4603088	0,3105561	0,6272494	0,2924091	0,3338352	0,1427541	0,3445172	0,3552698	0,2089288	0,4491739	0,3889986	0,4136553	0,4706968	0,0044851	0,0000000	0,1107185	0,2036809	0,0604399	0,0833573	0,6107598	0,4616881	0,6776479	0,2509406	0,0649345	0,2106480	0,2471451	0,0025950	0,4804748	0,2632443	0,2995039	0,0245461	0,3271997	0,5366455	0,7109069	0,2043307	0,5154316	0,1073772	0,5582381	0,1450764	0,1371262	0,3477935	0,0694282	0,7014238	0,2883042	0,4984528	0,5247148	0,1048364	0,5392756	0,2152139	0,5465517	0,1561170	0,2101108	0,3902982	0,5026720	0,6028583	0,3620344	0,6162504	0,6200434	0,2154426
1060	0,4413469	0,4899789	0,3205781	0,2817080	0,5904891	0,4117455	0,3274924	0,4927637	0,3274668	0,3214579	0,1085741	0,3337725	0,3626507	0,1240224	0,5260775	0,4983038	0,3587695	0,4560233	0,0002260	0,0031403	0,1628150	0,1810299	0,0426183	0,0891241	0,4320775	0,5226473	0,6262607	0,2947179	0,0414082	0,1854042	0,2650189	0,0039315	0,4624658	0,3184570	0,2383531	0,0281005	0,3571878	0,4699434	0,6606635	0,1727342	0,4761332	0,1559397	0,6360869	0,1698591	0,1813518	0,3197953	0,1173853	0,6202990	0,2951977	0,5818574	0,5293215	0,1175747	0,5433626	0,2783028	0,6809161	0,1734517	0,1979024	0,2649650	0,4204961	0,5942405	0,3958370	0,5601982	0,4642548	0,3077383
1080	0,4638324	0,3470660	0,3743044	0,3858086	0,5598274	0,5088351	0,3507326	0,4744201	0,3786021	0,2857440	0,1233372	0,3535955	0,4216229	0,1815854	0,4698053	0,5924367	0,4298100	0,4923113	0,0019309	0,0017475	0,1737333	0,2167136	0,0781625	0,1314762	0,6235938	0,6510660	0,6576199	0,2984400	0,0302997	0,1715496	0,2607869	0,0006131	0,4104105	0,3031159	0,2258751	0,0357109	0,4409263	0,5625061	0,6606232	0,2020680	0,5307027	0,1425079	0,6220304	0,0921923	0,1376411	0,4404216	0,1080440	0,6794348	0,3141486	0,4622139	0,5877308	0,0903017	0,5741607	0,1981297	0,5907788	0,1309986	0,1152270	0,3511475	0,4177666	0,5813069	0,3405162	0,7129550	0,4716874	0,2491873
1100	0,3270431	0,4599639	0,3686630	0,5001886	0,5782126	0,4176891	0,3314382	0,5304689	0,3594330	0,4306422	0,1028030	0,3854316	0,4997845	0,2037675	0,4617861	0,4792876	0,4474181	0,5263387	0,0018688	0,0065778	0,2035114	0,1950534	0,0456037	0,1555475	0,5062775	0,5851452	0,7356306	0,2438002	0,0336689	0,1418419	0,2671724	0,0058013	0,3093859	0,2518865	0,2059510	0,0471239	0,3802583	0,4981098	0,7420056	0,1993701	0,5173989	0,1844633	0,7138810	0,1437902	0,1357534	0,3752714	0,0625193	0,6335124	0,2064610	0,5004309	0,5482747	0,1104665	0,4096985	0,2196979	0,6198468	0,1941640	0,1745249	0,4156413	0,3507138	0,5869094	0,3715850	0,6626856	0,4776511	0,2472559

0	0,3694246	0,4591431	0,3855962	0,3095387	0,5095340	0,4813345	0,4197367	0,5588775	0,3569494	0,3784729	0,1243388	0,3688271	0,4890123	0,2492258	0,4684981	0,4882683	0,3400845	0,5269554	0,0147113	0,0059740	0,1478356	0,2208460	0,0598014	0,1651511	0,4918151	0,5724443	0,6572108	0,3247309	0,0730907	0,1845133	0,2386011	0,0003431	0,4843355	0,2649424	0,2633226	0,0288110	0,4021206	0,5160246	0,7976992	0,2015159	0,5515685	0,1611108	0,6810674	0,1288800	0,1619274	0,3082344	0,0709656	0,6370166	0,2722906	0,4628188	0,5492529	0,1389827	0,5527964	0,1958708	0,6669101	0,1649330	0,2074436	0,2927444	0,3925686	0,7353191	0,3428144	0,6329777	0,5854168	0,2847363
20	0,5271726	0,4027403	0,3128728	0,2218777	0,4211713	0,5095289	0,2535903	0,5054466	0,4878398	0,2847664	0,1376521	0,2416513	0,4856552	0,1539252	0,5025840	0,4853932	0,3820144	0,4669009	0,0160004	0,0019834	0,1539547	0,1755924	0,0846762	0,1426011	0,3638378	0,5588818	0,4777084	0,2554771	0,0669466	0,1734041	0,3058247	0,0004567	0,4544697	0,1889622	0,3816554	0,2737879	0,5069517	0,5334351	0,6839472	0,3799815	0,5573736	0,1078720	0,5885683	0,1262038	0,3281976	0,4080072	0,0682907	0,6432354	0,1168095	0,4326334	0,7106560	0,1376905	0,7092446	0,2782756	0,5530084	0,1602255	0,1520783	0,3751955	0,3682009	0,6491003	0,2710609	0,6016506	0,5568762	0,3003688
40	0,4832605	0,4433199	0,3136901	0,2624567	0,5413787	0,4211813	0,1556030	0,5499127	0,4168534	0,1715792	0,1421493	0,2005312	0,3293412	0,2360833	0,4835173	0,4322173	0,5568342	0,5271857	0,0125073	0,0003099	0,1304213	0,2230113	0,0537998	0,1359592	0,3566843	0,4666079	0,4440859	0,2865131	0,0709347	0,1756515	0,2945361	0,0031234	0,4991119	0,1979252	0,5584379	0,3039495	0,5074516	0,4330187	0,7382420	0,4611552	0,5697933	0,0855131	0,7956589	0,0957548	0,3357148	0,4045900	0,0641614	0,7121903	0,1134902	0,4560008	0,5622484	0,1441934	0,6345512	0,2875118	0,5919849	0,2006356	0,1692326	0,4831575	0,3348111	0,6530539	0,4413693	0,7633911	0,3718674	0,3230153
60	0,4942944	0,3870066	0,2812365	0,2380885	0,4480499	0,4782047	0,2141346	0,6781608	0,4076909	0,2175404	0,0979725	0,1595052	0,4211097	0,1771991	0,4522977	0,5652690	0,4251133	0,5129207	0,0142445	0,0016875	0,1532550	0,2863700	0,0505129	0,1376281	0,3925664	0,5563073	0,4404249	0,2715796	0,0580213	0,1814841	0,3270985	0,0120198	0,4990696	0,2427827	0,5603736	0,4546749	0,4861252	0,4465175	0,6691645	0,5241084	0,4480203	0,1297662	0,7541140	0,1674728	0,4302531	0,4073797	0,0799113	0,7870615	0,0937381	0,4173598	0,7184695	0,1351142	0,6331997	0,3901944	0,6334653	0,2289973	0,2866418	0,4310817	0,3249151	0,7636667	0,5564726	0,6275430	0,4822554	0,3176279
80	0,5437729	0,4241146	0,2761419	0,2337674	0,3200126	0,4985585	0,1135503	0,5012326	0,3819952	0,1969160	0,0599507	0,1110208	0,3847052	0,2097427	0,5124450	0,5349700	0,3788150	0,5652034	0,0134139	0,0006354	0,1232933	0,2491143	0,0308047	0,1264439	0,3256059	0,5860154	0,4390389	0,3161800	0,0583148	0,1056020	0,3044440	0,0039389	0,4746370	0,2659840	0,5674367	0,6724314	0,5944890	0,3408402	0,6906078	0,5595166	0,5496941	0,1376784	0,7906618	0,1251883	0,5268585	0,3644158	0,0452711	0,7501478	0,0379923	0,3650575	0,6152456	0,1854933	0,6749567	0,3681211	0,6076601	0,1338594	0,2893698	0,3947853	0,2845802	0,6500480	0,4667574	0,6774983	0,4541996	0,2344021
100	0,4273200	0,4397093	0,3433470	0,1841361	0,4429292	0,4640214	0,2151300	0,5264301	0,3139883	0,2499607	0,0724586	0,0821467	0,4124477	0,1297253	0,4852043	0,5315360	0,5228929	0,4318699	0,0147884	0,0001678	0,1308231	0,2285020	0,0747553	0,1236977	0,3164378	0,6304164	0,3627693	0,3374580	0,0603883	0,1236838	0,3381556	0,0104851	0,3930413	0,2862069	0,6600302	0,6799880	0,6227597	0,4553923	0,7580024	0,4155094	0,5885491	0,0800984	0,6440803	0,0977542	0,5198079	0,3092667	0,0443336	0,7589900	0,0286054	0,3164934	0,5883066	0,1011217	0,6103411	0,3914506	0,7016919	0,1443807	0,2160811	0,4166638	0,3237252	0,8104612	0,5372402	0,6394886	0,4839507	0,3130601
120	0,4718916	0,3536913	0,3208810	0,1894103	0,3818878	0,4798943	0,2012281	0,5180905	0,3578511	0,2492490	0,0877324	0,1327619	0,4260216	0,1874075	0,5349444	0,5681945	0,4543765	0,5763012	0,0028305	0,0044747	0,1508464	0,2203382	0,0706267	0,0808229	0,3719225	0,4474614	0,3976982	0,2528578	0,0786199	0,0690556	0,2159193	0,0031843	0,4714033	0,2470784	0,5239276	0,6579698	0,5575760	0,4132642	0,6867831	0,5464030	0,5777942	0,0876442	0,6594262	0,0616481	0,5783247	0,3076733	0,0467403	0,6239466	0,0046204	0,2464567	0,7360689	0,1498274	0,6576194	0,3210308	0,6840956	0,1923471	0,1983157	0,3876189	0,3128613	0,6805041	0,4586208	0,5814048	0,3949825	0,2205209
140	0,3991521	0,5063378	0,2810290	0,1780112	0,3066891	0,6126059	0,1243529	0,4615337	0,3468766	0,2516592	0,0640658	0,0632207	0,3181760	0,1881138	0,6021139	0,6794169	0,3613936	0,5580251	0,0035973	0,0003921	0,1254112	0,2265875	0,0595120	0,1469434	0,3327096	0,6418862	0,3114288	0,2784305	0,0696435	0,0914540	0,3162108	0,0088962	0,4000608	0,2554370	0,5463145	0,6133794	0,5080897	0,4321731	0,8447965	0,5362679	0,5697906	0,1055070	0,6219553	0,0971488	0,5475434	0,2993622	0,0141063	0,7853025	0,0098555	0,2576968	0,6786929	0,1277243	0,8391333	0,3818843	0,6436218	0,2690252	0,1748655	0,4598297	0,3156542	0,6968011	0,5999464	0,7267734	0,4641957	0,2756732
160	0,4455111	0,3872600	0,2761844	0,3283480	0,3950820	0,5659806	0,2337939	0,5506343	0,3826279	0,2174394	0,0762091	0,0814959	0,5086866	0,1766902	0,5788637	0,6059614	0,4039159	0,5517111	0,0018725	0,0028329	0,1242855	0,2432134	0,0630518	0,1185205	0,3555948	0,6426379	0,3734286	0,2706876	0,0785833	0,0812470	0,2750838	0,0027464	0,4713816	0,3769888	0,5944935	0,6545878	0,5755534	0,3753793	0,6536325	0,4709414	0,4152289	0,0746890	0,7637010	0,0813470	0,5485564	0,2411039	0,0167572	0,8330638	0,0128710	0,2917305	0,6577771	0,1378272	0,7237533	0,3287397	0,6649742	0,3581903	0,1863387	0,3750734	0,2456444	0,6108379	0,6794782	0,6580410	0,4488461	0,1812826
180	0,3070135	0,4101656	0,3330408	0,2542381	0,5411412	0,5470040	0,1836198	0,5276593	0,3217160	0,2753816	0,0572554	0,0719818	0,4089404	0,2008834	0,4324379	0,6745319	0,4071794	0,6713110	0,0031697	0,0030568	0,0942166	0,2262982	0,0509362	0,1655827	0,2544735	0,5678572	0,4287462	0,2190466	0,0760315	0,0502707	0,2352843	0,0089092	0,4090682	0,3570065	0,6643685	0,6776457	0,4659768	0,2306945	0,7922188	0,4863626	0,6030465	0,0832478	0,7105709	0,0489606	0,5287064	0,3125612	0,0146380	0,7979495	0,0048524	0,3196008	0,6635399	0,1270879	0,7317382	0,2854006	0,5842349	0,2035980	0,2039090	0,4062415	0,3309754	0,6964246	0,5020793	0,8026858	0,6006530	0,2755983
200	0,3941545	0,4781834	0,3326748	0,2994240	0,3921079	0,6131462	0,2052723	0,5513328	0,3586619	0,1877751	0,0566938	0,0695782	0,4132960	0,2115729	0,5290622	0,6808272	0,3429251	0,5461562	0,0025271	0,0018738	0,1145707	0,3222416	0,0358173	0,1540537	0,2555866	0,6632969	0,4596457	0,2512402	0,0662834	0,0297891	0,2984905	0,0025056	0,3882185	0,3759342	0,5685927	0,7158987	0,5794761	0,2455796	0,7334859	0,6490352	0,5374701	0,0881412	0,7997449	0,0556922	0,5460879	0,3028859	0,0309760	0,7281150	0,0080557	0,1589841	0,5282587	0,1234095	0,7284851	0,2120999	0,6088590	0,2624602	0,1928429	0,4826467	0,2337010	0,7029049	0,5374231	0,6624995	0,5687817	0,2654147
220	0,5778496	0,4450090	0,2503973	0,3693518	0,3837005	0,5329668	0,2163770	0,5986682	0,3465211	0,3006876	0,0460329	0,0622869	0,4460748	0,1324958	0,4694576	0,5706020	0,3585233	0,4897960	0,0016259	0,0023864	0,1109662	0,2710904	0,0420610	0,1238140	0,2398362	0,5244089	0,3463651	0,2953151	0,0422340	0,0327830	0,3182940	0,0036579	0,4847831	0,4103869	0,4958420	0,5973576	0,5734873	0,2855654	0,7378085	0,4972285	0,5061025	0,0798098	0,6435173	0,1043534	0,6078811	0,2296752	0,0129037	0,5836276	0,0057075	0,1486715	0,7567194	0,1509976	0,6190929	0,2663365	0,6155140	0,1786595	0,1950650	0,3316294	0,3594073	0,7375492	0,5142214	0,6940526	0,5321489	0,1706916
240	0,4632743	0,4649874	0,2438855	0,2281482	0,4037563	0,6035169	0,2904570	0,5221844	0,2935925	0,2547786	0,0630272	0,0984628	0,4835704	0,2126422	0,4142883	0,5728245	0,3380238	0,5249422	0,0040951	0,0115132	0,1443521	0,2741446	0,0533510	0,1702515	0,2993899	0,6611344	0,3355640	0,2687987	0,0897279	0,0393277	0,3536956	0,0044357	0,4814460	0,2773053	0,6518529	0,7091303	0,5920099	0,2909640	0,7680739	0,5662283	0,5006197	0,1682490	0,7014240	0,0691060	0,5510171	0,2621417	0,0211236	0,7901473	0,0026376	0,1645183	0,6088230	0,1588232	0,7919174	0,3755122	0,5245110	0,1939452	0,1741942	0,4383485	0,3915609	0,6826841	0,5431809	0,6887021	0,5422661	0,2504318
260	0,4002646	0,4393346	0,3107700	0,1681243	0,3905596	0,4834819	0,1991107	0,5176480	0,4020699	0,2454008	0,0273719	0,0998962	0,4805687	0,1864065	0,4619853	0,6355721	0,3846593	0,5214419	0,0053796	0,0011550	0,1570532	0,2312692	0,0743007	0,1479501	0,2911389	0,5553325	0,3412654	0,3549834	0,0457638	0,0385529	0,3058863	0,0048391	0,3785261	0,3942801	0,5895382	0,7421440	0,5179918	0,3205255	0,7533225	0,4365380	0,5616058	0,0726674	0,5701270	0,0492413	0,6737289	0,2887575	0,0131958	0,7248539	0,0190432	0,1119378	0,5221667	0,1670366	0,7430064	0,3263729	0,6322708	0,1636147	0,2044625	0,4336578	0,3558311	0,7666694	0,5440327	0,6515091	0,4990604	0,2186583
280	0,4458358	0,5021497	0,3450024	0,2047475	0,4010862	0,5613836	0,1750769	0,5126291	0,3602921	0,2964306	0,0321430	0,0828531	0,4819891	0,2699357	0,4530840	0,6156679	0,3517634	0,5270381	0,0031667	0,0035403	0,1240337	0,3046012	0,0797243	0,1271089	0,3106707	0,5811011	0,3805805	0,2945945	0,0408894	0,0293290	0,2718364	0,0019865	0,3860324	0,3519582	0,5739878	0,6059193	0,5316926	0,3152832	0,6635212	0,5688345	0,5734062	0,0841518	0,6566871	0,0826489	0,5945460	0,2301896	0,0065162	0,6104109	0,0055833	0,0937474	0,5653938	0,1480227	0,6073741	0,3257514	0,6240552	0,1783113	0,2283562	0,4088197	0,3505718	0,6840533	0,4664776	0,6526034	0,4405929	0,2475854
300	0,4258245	0,4276494	0,3078008	0,2317946	0,3388405	0,5495420	0,1675703	0,5631251	0,3117087	0,2890861	0,0222709	0,0693234	0,3295188	0,1691315	0,4845611	0,6062572	0,3820512	0,5257767	0,0060077	0,0042965	0,1343065	0,2951415	0,0721778	0,1458491	0,3550367	0,5329956	0,3977793	0,3379900	0,0462841	0,0526079	0,2825592	0,0011570	0,4018499	0,3665595	0,5467886	0,6463066	0,5277980	0,2857386	0,6728667	0,5648342	0,5421933	0,0713382	0,6639514	0,0832861	0,5268510	0,2847081	0,0029068	0,5939421	0,0115365	0,1351152	0,5663117	0,1861811	0,6212792	0,2534006	0,7159958	0,2275018	0,1924573	0,3611775	0,3739936	0,8019495	0,4864187	0,7494502	0,4945584	0,2730102
320	0,5139937	0,3983085	0,3655422	0,2578267	0,3478172	0,6853598	0,2187439	0,4513929	0,3681597	0,2885605	0,0426086	0,1068358	0,4042862	0,1755469	0,5024710	0,5826046	0,3818489	0,5380586	0,0009067	0,0074275	0,0796838	0,2787557	0,0385082	0,1512381	0,3449564	0,6443438	0,5155578	0,2778945	0,0338484	0,0531077	0,2924301	0,0009649	0,5145977	0,3780871	0,5982333	0,5929166	0,4553009	0,3182770	0,6441216	0,5011451	0,4563151	0,0807627	0,7072615	0,0627017	0,5067557	0,2607475	0,0161522	0,5760953	0,0078425	0,0578425	0,5214513	0,1660100	0,6739005	0,4075150	0,6208316	0,2187847	0,1959832	0,3016300	0,3363380	0,6890332	0,3560471	0,6049504	0,5662904	0,2439654
340	0,4530433	0,3537259	0,3298471	0,2657254	0,3347670	0,6469565	0,1617836	0,3846475	0,3524388	0,2753145	0,0375541	0,0857373	0,4068853	0,1970292	0,5003011	0,6561848	0,4116699	0,4992353	0,0002698	0,0015910	0,1059722	0,2420245	0,0385366	0,1189422	0,3818726	0,5621306	0,3889426	0,3029746	0,0437905	0,0497780	0,3188841	0,0005718	0,4838835	0,3403581	0,6343440	0,7313894	0,4999587	0,3911123	0,5624380	0,5586702	0,4495807	0,0876708	0,8418214	0,0592784	0,5697998	0,2389941	0,0142555	0,7762962	0,0006846	0,1199450	0,5958386	0,1401370	0,6355968	0,3117811	0,6490031	0,3205316	0,2630188	0,3382393	0,2353211	0,7324940	0,5598882	0,7115470	0,4862343	0,2451326
360	0,3944410	0,3462325	0,2303664	0,1876666	0,3182234	0,5068003	0,2027535	0,5093779	0,3183783	0,3753638	0,0315616	0,0847281	0,4750204	0,2207449	0,6128886	0,6436195	0,4222214	0,4552885	0,0105546	0,0031247	0,1070471	0,2788415	0,0419454	0,1615304	0,3709751	0,5472122	0,3928285	0,3118002	0,0301168	0,0334084	0,3431502	0,0013705	0,3930353	0,3333965	0,5651158	0,6014611	0,4626207	0,3069235	0,6991651	0,4907338	0,4993299	0,0700724	0,7223641	0,0479184	0,6311779	0,2845273	0,0167297	0,6660503	0,0014480	0,0852455	0,6759378	0,1693134	0,5989676	0,2708137	0,7462368	0,2012041	0,1526101	0,3523666	0,3344605	0,7176928	0,4767217	0,7057466	0,5088824	0,1947850
380	0,3560647	0,3245989	0,3404409	0,1581069	0,3310313	0,5502796	0,2432760	0,5553800	0,3858594	0,3206988	0,0359215	0,0511105	0,3894900	0,1991749	0,4636542	0,5763857	0,3394634	0,5401540	0,0065643	0,0001999	0,1537485	0,2434311	0,0348413	0,1912669	0,3697989	0,5504765	0,4137157	0,3896153	0,0444507	0,0352968	0,2229463	0,0103056	0,4096554	0,2896885	0,5789410	0,7060694	0,4792988	0,2644217	0,6305702	0,5538477	0,4773377	0,0683231	0,6271816	0,1133006	0,4969444	0,3050372	0,0084319	0,7803170	0,0002696	0,1383342	0,7292714	0,1918272	0,6592843	0,3470850	0,6564055	0,2519381	0,2136088	0,4610785	0,3374363	0,6382269	0,4510022	0,6355365	0,4488285	0,2601753
400	0,4878068	0,4338453	0,2483165	0,2444790	0,3837769	0,5740923	0,2006624	0,4653153	0,3951999	0,2920042	0,0621380	0,0759187	0,4026844	0,1955172	0,4999526	0,5937857	0,3508311	0,4703643	0,0035598	0,0000690	0,1738017	0,2457362	0,0322058	0,1124623	0,3018078	0,5309853	0,4151326	0,3501906	0,0324611	0,0426347	0,2841121	0,0054301	0,4670971	0,3198027	0,7142038	0,7088676	0,5727048	0,2828209	0,5900945	0,5727558	0,4772170	0,0917369	0,6360397	0,0415345	0,5734175	0,2967451	0,0381547	0,7395049	0,0019809	0,1251802	0,7989946	0,1546105	0,7642359	0,2714085	0,6757075	0,2160460	0,2382086	0,3535639	0,3143239	0,6530168	0,4406595	0,6174805	0,5141922	0,2083664
420	0,4299640	0,4664550	0,2676445	0,2287806	0,3537852	0,6790407	0,1713906	0,4356185	0,3958817	0,1952842	0,0323356	0,1100719	0,3970200	0,2400655	0,4614108	0,6979019	0,4018017	0,4528000	0,0013610	0,0017440	0,1351786	0,3328834	0,0810151	0,1199209	0,3189336	0,6189124	0,3602998	0,3620746	0,0342827	0,0513733	0,2668609	0,0061449	0,4084668	0,2662894	0,5313146	0,6115363	0,5014509	0,3180514	0,7750701	0,6075739	0,5195183	0,1690819	0,6276014	0,0443055	0,5420685	0,2357705	0,0129189	0,7905336	0,0018150	0,1448279	0,5800444	0,1304283	0,6098533	0,2698533	0,7466587	0,1852941	0,1598059	0,4023138	0,3534489	0,6547803	0,4714967	0,5991284	0,4576738	0,2779875
440	0,4894661	0,4158114	0,2899174	0,1666357	0,4363542	0,6144186	0,1681821	0,5075064	0,5684608	0,2227257	0,0466520	0,1063037	0,4855378	0,1875332	0,4762676	0,5686125	0,4090926	0,4896807	0,0011150	0,0019552	0,1674133	0,2452554	0,0391899	0,0986803	0,3216950	0,5033116	0,3186742	0,3391503	0,0597778	0,0302753	0,3677382	0,0029624	0,3892310	0,2898411	0,6394276	0,6081876	0,5984061	0,3193374	0,7385421	0,5998980	0,4928470	0,0752220	0,6228753	0,0572188	0,4689339	0,2383248	0,0150925	0,7003345	0,0064058	0,1171402	0,6816975	0,2089316	0,6051883	0,1783592	0,4847879	0,1612208	0,1972876	0,2193476	0,3174731	0,6198216	0,5274163	0,6997505	0,5853079	0,1848269
