"Time"	betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
900	0,2889911	0,7411257	0,3889378	0,2752195	0,6969633	0,4740256	0,3010908	0,2771112	0,4445734	0,5077100	0,8259414	0,6870714	0,6844327	0,0408760	0,5799826	0,6344519	0,6084128	0,2232104	0,5177135	0,4475112	0,7590740	0,5645179	0,4363591	0,1858328	0,0290886	0,2605415	0,3972422	0,0430023	0,5231175	0,6587808	0,6097331	0,3528569	0,6030300	0,5819077	0,6383935	0,6632709	0,2227179	0,1310600	0,6596642	0,1938379	0,5008262	0,5381480	0,4631579	0,3651729	0,7125129	0,5474838	0,7602052	0,6844678	0,3119248	0,5577568	0,1073949	0,2544858	0,2210241	0,6521174	0,4919506	0,1010170	0,3855439	0,3852519	0,6253676	0,3835910	0,0950367	0,3764171	0,7440599	0,6827762
920	0,2168027	0,7300273	0,4044322	0,3567839	0,5826238	0,4609345	0,2518995	0,3092382	0,4450605	0,5102530	0,7337620	0,6643957	0,6803065	0,0396038	0,6064155	0,7126698	0,8243052	0,2186639	0,5578606	0,4435635	0,6527860	0,5783885	0,3968899	0,1763690	0,0255580	0,2829814	0,3294583	0,0302702	0,5319751	0,5998918	0,6201944	0,3593045	0,5224329	0,6614749	0,5936105	0,6170556	0,2961672	0,0823683	0,6201506	0,1854716	0,4445392	0,5516075	0,4750423	0,3068435	0,6761294	0,6560925	0,8481728	0,5690981	0,3263152	0,4686657	0,1253137	0,2194078	0,1924324	0,6464853	0,4511916	0,1654658	0,3908112	0,4273191	0,5281133	0,2960440	0,1479601	0,2982827	0,7448059	0,5696540
940	0,2365649	0,7651629	0,3739992	0,3552567	0,7246809	0,4452440	0,2782225	0,2973300	0,3674373	0,4915063	0,5568981	0,6919264	0,8870235	0,0287323	0,7330198	0,6708220	0,7879613	0,2313612	0,4274808	0,4698838	0,5808225	0,5120555	0,2930358	0,1948452	0,0230316	0,2386183	0,4779936	0,0655584	0,4878125	0,4866721	0,5791738	0,3524999	0,4755779	0,6335635	0,7297180	0,7042550	0,3153383	0,1716764	0,6590837	0,1720515	0,4365067	0,4632114	0,4562914	0,3114680	0,6672466	0,5727893	0,7927336	0,7735816	0,2963075	0,5908708	0,1527640	0,2339035	0,2222693	0,5770962	0,4835381	0,0863377	0,3677267	0,3465290	0,5729146	0,2831438	0,1480467	0,3746899	0,8712060	0,6289028
960	0,2476547	0,6518530	0,3394817	0,3245698	0,6712113	0,4695740	0,2936206	0,2861404	0,4219181	0,4869350	0,6712930	0,6880257	0,7910705	0,0255787	0,7766494	0,8475830	0,6401198	0,1456709	0,5352876	0,4958120	0,6579297	0,4360168	0,3646529	0,2333905	0,0200482	0,3338889	0,5395833	0,0266373	0,5258850	0,4690069	0,5799653	0,2592816	0,6048961	0,6932405	0,6920351	0,6470213	0,2918076	0,0873088	0,6512651	0,1769502	0,4249844	0,5307790	0,5565997	0,3133739	0,5526097	0,4659707	0,7483749	0,7964409	0,2556009	0,4787641	0,1117374	0,1479283	0,2821966	0,5451877	0,4120404	0,0830993	0,4151553	0,3603412	0,6222663	0,3159449	0,1701612	0,4334898	0,6828351	0,6610432
980	0,1743051	0,6270193	0,2637709	0,3200666	0,6611620	0,4879725	0,2888425	0,2721156	0,4070893	0,4708906	0,7227572	0,7828418	0,6701360	0,0166752	0,8649961	0,6717346	0,7525537	0,2055836	0,4680941	0,5147477	0,6351279	0,5139256	0,2789231	0,1917449	0,0113970	0,3241967	0,4879974	0,0228614	0,4451903	0,6022984	0,5371294	0,3091931	0,5118906	0,5467003	0,6406934	0,5809696	0,3243556	0,1498932	0,7003407	0,1624053	0,5058482	0,5758611	0,4622597	0,2715674	0,6225932	0,5812363	0,6976604	0,7073630	0,3360039	0,4658649	0,1207386	0,2672407	0,2052172	0,5068679	0,4523164	0,1033445	0,3656927	0,3665293	0,6142141	0,3287810	0,1488349	0,3616483	0,7916515	0,7284781
1000	0,2629581	0,6656748	0,3381401	0,3698339	0,7470819	0,4123391	0,3247449	0,2660909	0,5426731	0,5844219	0,7719287	0,7558663	0,6513479	0,0055779	0,6765129	0,6464569	0,7252553	0,1724544	0,4190442	0,4464732	0,6468421	0,5435386	0,3199142	0,2398222	0,0153442	0,3017690	0,4429255	0,0330465	0,5087113	0,5877550	0,6313763	0,2924335	0,5570677	0,6930761	0,7270817	0,7191832	0,2440722	0,1232318	0,6576351	0,1235945	0,3462147	0,5573534	0,5517543	0,3227337	0,7217275	0,6271801	0,8054211	0,7334890	0,3441213	0,4478822	0,1651320	0,2200072	0,2893591	0,5089413	0,4162345	0,1356745	0,4039607	0,4964240	0,5873166	0,5058253	0,1693296	0,3421160	0,8909206	0,5619582
1020	0,2185135	0,7267827	0,4096311	0,2396536	0,6558914	0,4048754	0,2994982	0,2303039	0,4358099	0,5195281	0,7428660	0,6621127	0,5976952	0,0147009	0,5904668	0,7290459	0,6894296	0,1448304	0,5853453	0,3854369	0,7771223	0,5560246	0,3194986	0,1646274	0,0483648	0,2733556	0,4287867	0,0223914	0,5322707	0,5579944	0,5876086	0,2929807	0,6043590	0,6385620	0,6959483	0,5772255	0,2841848	0,1029014	0,6136754	0,1339127	0,4985940	0,5965939	0,5003178	0,3591687	0,7182259	0,6244185	0,6712327	0,9286730	0,2442335	0,3687939	0,1703722	0,1833930	0,3560428	0,5682565	0,4493794	0,1460330	0,4032231	0,3712885	0,6128827	0,3288759	0,1266104	0,2923780	0,7938058	0,6024497
1040	0,2910400	0,6562308	0,3543042	0,2755490	0,6684302	0,4408601	0,2527344	0,2583340	0,4436206	0,5648186	0,7528918	0,5898258	0,7148748	0,0144760	0,6754124	0,6004485	0,7534762	0,1633922	0,3786017	0,3534688	0,5915279	0,5896730	0,3543020	0,1729906	0,0372400	0,3803529	0,4248350	0,0254158	0,5676824	0,7440530	0,8453513	0,2775883	0,4920796	0,5618244	0,6402452	0,5650737	0,2941929	0,1789104	0,6773635	0,2123836	0,4977990	0,6115086	0,5817871	0,3373384	0,7211914	0,5486076	0,6135912	0,6967560	0,2743087	0,4345550	0,1312989	0,2229768	0,2097052	0,6603058	0,4363128	0,1658892	0,3972634	0,3899388	0,5702028	0,3682027	0,1326704	0,3149884	0,7674773	0,6518639
1060	0,2382174	0,6113809	0,3762760	0,3264242	0,6637169	0,5872189	0,3490179	0,3632603	0,4301309	0,5282072	0,6935068	0,5458765	0,5836497	0,0210689	0,6426344	0,7222119	0,6812498	0,1484959	0,4142436	0,4063798	0,6620756	0,5438395	0,3702109	0,3120646	0,0236078	0,3743742	0,4139581	0,0227095	0,5941886	0,4967011	0,7161580	0,3193538	0,4858031	0,6073580	0,6230829	0,7460681	0,3158717	0,0970596	0,6876189	0,1524316	0,4966695	0,6720110	0,4476124	0,2662379	0,5944560	0,6282878	0,6534135	0,7428889	0,3206095	0,4397512	0,1317989	0,1378200	0,2752716	0,5566163	0,5986965	0,1171213	0,3374281	0,3291048	0,6864766	0,3405696	0,1071371	0,2612482	0,8133475	0,6226170
1080	0,3192858	0,7165250	0,3740659	0,2726545	0,7647766	0,4786760	0,2129316	0,2679024	0,4593152	0,4357075	0,6142414	0,6027262	0,5582230	0,0625693	0,7671623	0,6937957	0,6289866	0,1902066	0,5074944	0,3924648	0,6488945	0,5287606	0,3091337	0,2488005	0,0239827	0,2444664	0,4122891	0,0602081	0,5394694	0,4970497	0,6464093	0,2408518	0,5382308	0,6680306	0,5235240	0,6429529	0,3650084	0,1255440	0,6661431	0,1191624	0,4615472	0,5862040	0,5417438	0,3288540	0,6502529	0,5823536	0,7128102	0,7041213	0,3330760	0,4003668	0,1519551	0,2568234	0,2720164	0,5926886	0,4904159	0,1116404	0,4673801	0,4172097	0,5839150	0,3564468	0,0789473	0,3077116	0,8663831	0,6344592
1100	0,2406995	0,5982119	0,2590713	0,3121706	0,5993612	0,4395261	0,3338008	0,2723412	0,3784585	0,5151427	0,6554897	0,5681107	0,6485952	0,0157375	0,7049141	0,7005217	0,7246946	0,1679384	0,4602675	0,4648584	0,6637011	0,5677099	0,3227167	0,2823220	0,0256361	0,2584605	0,4291828	0,0378784	0,7207913	0,4587597	0,6350473	0,3619841	0,4876653	0,6029095	0,5535384	0,6908940	0,3217985	0,1767131	0,6153296	0,1308730	0,4980301	0,5845720	0,5735805	0,3709527	0,6838745	0,5220802	0,6998556	0,8598063	0,3091375	0,4660890	0,1390372	0,1898552	0,2417128	0,6332898	0,4943750	0,1692988	0,5467401	0,3438236	0,6624914	0,3311335	0,1268469	0,3487288	0,8978158	0,5608944

0	0,2863938	0,6838660	0,3363520	0,3619223	0,7203893	0,5398170	0,2939993	0,2940575	0,3680282	0,4643674	0,6787516	0,6686062	0,7594954	0,0225639	0,7371489	0,6915542	0,6701833	0,1918369	0,5723340	0,5269157	0,7347714	0,5010379	0,3381704	0,1944611	0,0165117	0,3286972	0,4606754	0,0177410	0,5290112	0,6474706	0,6410382	0,2639865	0,5082285	0,5454575	0,5486830	0,7005809	0,2441179	0,1478404	0,6374391	0,1902470	0,5615470	0,6604881	0,5206684	0,3455944	0,6439358	0,5788234	0,7137676	0,7575362	0,2405058	0,5394818	0,1738728	0,2957933	0,3469137	0,6122963	0,4500252	0,1341829	0,4425909	0,4794635	0,5609107	0,3972193	0,1908585	0,3948772	0,8823724	0,5817345
20	0,2188665	0,8192839	0,3172719	0,4900980	0,7104098	0,3736821	0,3216372	0,2928683	0,1582731	0,5763086	0,5930683	0,6906520	0,7684482	0,0320597	0,3964889	0,6761320	0,7026291	0,2145167	0,5223648	0,4023569	0,4936733	0,5585911	0,4511402	0,2357894	0,0145837	0,2857957	0,3910017	0,0333844	0,5864384	0,6334184	0,5850002	0,2409931	0,5132245	0,6850322	0,5278837	0,6921941	0,2661485	0,1353823	0,6233603	0,2033701	0,6340339	0,6255957	0,6179863	0,2667197	0,7443049	0,6171309	0,6630457	0,7263897	0,1817712	0,4506863	0,0304456	0,1831628	0,2446586	0,6133431	0,4583393	0,1358787	0,4795324	0,4561646	0,6384855	0,3388511	0,0800173	0,5478089	0,5833121	0,5553874
40	0,1363734	0,6593860	0,3078937	0,5632686	0,6619529	0,5290568	0,2316845	0,3208044	0,1558442	0,5019884	0,7880082	0,7001869	0,7848371	0,0443336	0,3771842	0,7567207	0,6616700	0,2556200	0,2812008	0,4153827	0,6526081	0,4163705	0,3910631	0,1717333	0,0298530	0,2931060	0,4710098	0,0190963	0,5219277	0,5586482	0,6145391	0,2670278	0,6420223	0,5501598	0,4578695	0,7844613	0,1916950	0,1095226	0,6383416	0,1756371	0,5971893	0,7242153	0,5211023	0,3471357	0,6245038	0,6867624	0,7697037	0,7126284	0,2469700	0,5311247	0,0122926	0,2508728	0,2292630	0,4972358	0,4519129	0,1306733	0,5115385	0,5150603	0,5654621	0,2767218	0,0380553	0,6456980	0,7480912	0,6904514
60	0,1138319	0,6146446	0,3227120	0,6209642	0,6460049	0,5073138	0,2548204	0,2753085	0,1166041	0,5568506	0,6968203	0,6343920	0,6849638	0,0460187	0,2706675	0,8300402	0,5890441	0,2123539	0,3263238	0,5198881	0,7112799	0,5241987	0,3668612	0,1959712	0,0235094	0,3937845	0,4591099	0,0534778	0,4346540	0,6094430	0,5568866	0,3129934	0,5723166	0,6950395	0,4711443	0,6626962	0,1873529	0,0823676	0,6679425	0,1815678	0,5674072	0,6769166	0,4399890	0,2149718	0,7065553	0,5771803	0,7939940	0,5999902	0,2472641	0,5255259	0,0064890	0,3072533	0,2163367	0,5883656	0,4385887	0,1296437	0,5315730	0,5429373	0,5763834	0,3829039	0,0522645	0,6640135	0,6994644	0,6149721
80	0,0490001	0,5630146	0,2556945	0,5983219	0,7229527	0,4910897	0,3252554	0,2800245	0,0950301	0,4542543	0,6318109	0,5991531	0,7282625	0,0248021	0,1821260	0,6939562	0,6465850	0,1780807	0,3060611	0,5015363	0,7638623	0,6020290	0,3623727	0,1887296	0,0269500	0,3236940	0,4325693	0,0130993	0,6194657	0,6323947	0,6791736	0,2716690	0,5203776	0,6022055	0,3713463	0,8575171	0,1231952	0,0945296	0,6224072	0,1609510	0,6550858	0,5515941	0,4385678	0,1796024	0,7797800	0,5249683	0,7221910	0,6756928	0,1941671	0,3542877	0,0002776	0,2390065	0,2369904	0,5935752	0,4087985	0,1345844	0,5716085	0,4763019	0,6673646	0,4023095	0,0300815	0,6738008	0,7048480	0,6658337
100	0,0389763	0,6624709	0,2620085	0,6375133	0,7156357	0,6396049	0,2804322	0,3203567	0,1020833	0,4939453	0,6726133	0,6250084	0,7831815	0,0485507	0,1663685	0,7747604	0,7432882	0,3196378	0,3236890	0,5456778	0,6893946	0,5098737	0,3348355	0,1350292	0,0222204	0,2681859	0,4039345	0,0265412	0,4440155	0,6047410	0,5877574	0,1990048	0,4721873	0,6043900	0,3690910	0,7410064	0,1288926	0,0794851	0,6120002	0,1174091	0,8020390	0,5062230	0,3059245	0,0976037	0,7353877	0,4974859	0,7785913	0,7345355	0,1884841	0,2867486	0,0000076	0,2397370	0,1857708	0,4565395	0,3971194	0,1460561	0,5513087	0,6211466	0,6500812	0,3946460	0,0254748	0,7111504	0,6921714	0,5685557
120	0,0168891	0,6793817	0,2686542	0,8366752	0,7204978	0,5430304	0,2990775	0,3395919	0,0527479	0,5386397	0,6087594	0,6119251	0,6010456	0,0263322	0,1596942	0,5835701	0,5809107	0,2301591	0,3336902	0,5531595	0,6212409	0,4542529	0,3122654	0,1856987	0,0261598	0,2449106	0,4782020	0,0173967	0,5504653	0,5680471	0,5986205	0,2077506	0,5246377	0,5368828	0,3121140	0,7355156	0,1277444	0,1321274	0,7092393	0,1444215	0,8547481	0,5492451	0,3727310	0,0967072	0,6823291	0,4123541	0,6250452	0,6245494	0,2481676	0,2343308	0,0006472	0,2630227	0,2466105	0,3775738	0,4067472	0,2131825	0,5106430	0,5601791	0,7011674	0,4372235	0,0327910	0,6032540	0,7659025	0,5201789
140	0,0060750	0,7756499	0,2630680	0,5974757	0,5250000	0,4266862	0,3441804	0,2804805	0,0454428	0,5492637	0,6122060	0,6439243	0,6774110	0,0209418	0,1587198	0,6928242	0,7149794	0,2252021	0,3694864	0,4999509	0,5900355	0,4703035	0,3963008	0,1415837	0,0543451	0,3285387	0,4826055	0,0337063	0,6272752	0,5268862	0,7674581	0,2049086	0,6204468	0,6472056	0,3891693	0,7193166	0,1729843	0,1424669	0,5979495	0,1228408	0,7297573	0,5652334	0,3366836	0,0528574	0,7871052	0,5696698	0,5983651	0,5987075	0,2470600	0,4073464	0,0007187	0,2839845	0,2233927	0,3214134	0,3620712	0,2610628	0,4755672	0,5468797	0,6853232	0,4695163	0,0407739	0,6069999	0,7837445	0,7331532
160	0,0343295	0,7342630	0,2734119	0,6671799	0,6440580	0,4743055	0,3844118	0,2708396	0,0245623	0,4321892	0,7149139	0,7271731	0,7191679	0,0406824	0,0727419	0,6423033	0,6451839	0,2764008	0,3578214	0,5222536	0,6478534	0,5477042	0,4141252	0,1503479	0,0322195	0,3118395	0,3805165	0,0179951	0,7177128	0,6250354	0,5760835	0,2457867	0,4881335	0,6371602	0,2867479	0,8102252	0,2159220	0,1400319	0,7154842	0,0895173	0,6188643	0,5220971	0,3335911	0,0870865	0,6834815	0,5431508	0,5314466	0,7165536	0,1966926	0,3373116	0,0016088	0,2786223	0,2405267	0,3455651	0,2583890	0,3352289	0,5026447	0,5932133	0,7585811	0,4202911	0,0353457	0,7243585	0,7100330	0,6653088
180	0,0044260	0,7627674	0,3460305	0,6244712	0,6499359	0,5007777	0,2693799	0,2352153	0,0327316	0,4573456	0,6505856	0,7041626	0,7663460	0,0504432	0,1105256	0,7837315	0,6748371	0,2035798	0,2856271	0,5407833	0,5725390	0,3464975	0,3713121	0,1214630	0,0640408	0,2655618	0,4909445	0,0185683	0,5756307	0,6685314	0,6118407	0,1867660	0,4777140	0,5712425	0,3853600	0,7299558	0,1469968	0,1162062	0,5219669	0,0948223	0,7137112	0,5570213	0,3579360	0,0829389	0,5177039	0,4090200	0,6447493	0,6988761	0,2555583	0,3036029	0,0006889	0,2840510	0,2518861	0,2899305	0,3113771	0,4259968	0,5549204	0,6787662	0,7885192	0,4885457	0,0211880	0,6368324	0,7802957	0,6252644
200	0,0015126	0,7282770	0,3148572	0,7320700	0,7088719	0,5273628	0,3623027	0,3315953	0,0353549	0,4924244	0,6833951	0,7079622	0,6884409	0,0383558	0,1085202	0,6075399	0,6828151	0,2350563	0,3924374	0,5298711	0,5937301	0,4726523	0,3492535	0,2231819	0,1057103	0,3057972	0,4607662	0,0178870	0,6334697	0,5421549	0,5418856	0,2696233	0,5653876	0,6128657	0,3951298	0,6655044	0,1598505	0,1063262	0,6561838	0,1668962	0,6393109	0,5158511	0,3057628	0,0687284	0,6053520	0,4685326	0,5822313	0,7880547	0,1740133	0,2734061	0,0038742	0,2792211	0,2332715	0,4022408	0,3465692	0,5147601	0,6366442	0,6061930	0,7128541	0,4630680	0,0115771	0,6364974	0,7896205	0,7021780
220	0,0032571	0,6109034	0,3723019	0,7050285	0,7047217	0,5249671	0,2814808	0,2626132	0,0294198	0,5976415	0,6513848	0,6954379	0,7067191	0,0484027	0,0760509	0,5999344	0,6559994	0,2184149	0,2957732	0,5468348	0,7138812	0,5533141	0,3000869	0,1852253	0,1070603	0,2532623	0,4848714	0,0191896	0,5760119	0,5685185	0,6321187	0,2127690	0,4576291	0,6284566	0,3532843	0,6730978	0,1589916	0,1104803	0,6508722	0,0936638	0,6763529	0,5181185	0,4132663	0,0302472	0,5422227	0,3982622	0,6447352	0,8800711	0,1770126	0,2875765	0,0100259	0,2718925	0,2698715	0,2989856	0,3503248	0,4715833	0,5903082	0,6350063	0,7175770	0,4203003	0,0052399	0,7445684	0,8026626	0,6109701
240	0,0011652	0,8513070	0,4211912	0,6631944	0,5793125	0,5157920	0,2698876	0,2974604	0,0625646	0,4537992	0,6997811	0,6688776	0,6162603	0,0675872	0,0684097	0,5958262	0,6339350	0,2129569	0,3627788	0,5465788	0,7478176	0,4417041	0,4168048	0,1632821	0,1299591	0,3267797	0,4726430	0,0083322	0,6058226	0,6066619	0,6583879	0,2893466	0,5105531	0,6143040	0,3481987	0,6783282	0,1444756	0,1378401	0,6599067	0,0960741	0,6293348	0,3917828	0,2225747	0,1045694	0,5733595	0,4705105	0,5314820	0,7341793	0,1142798	0,2130837	0,0063417	0,3377909	0,2953564	0,3161884	0,2055175	0,4925293	0,4619814	0,5275822	0,7423603	0,3963459	0,0033551	0,6192261	0,7277139	0,6882238
260	0,0015431	0,6703129	0,4941706	0,6359846	0,7192046	0,4897389	0,2142341	0,2718232	0,0315777	0,4758252	0,7392211	0,6953109	0,7414407	0,0615400	0,1035121	0,6138890	0,5674102	0,2792276	0,4108512	0,5171945	0,6056889	0,4503075	0,3613350	0,1816655	0,1425492	0,2994804	0,5340632	0,0240579	0,5356731	0,5203381	0,5644678	0,2929290	0,4888834	0,5652945	0,3141274	0,6441703	0,1862617	0,1098276	0,6884350	0,1093956	0,6027991	0,3579058	0,2594206	0,0611384	0,5761811	0,5043951	0,4949629	0,7088271	0,2065670	0,2207065	0,0020678	0,2401280	0,2964778	0,2662517	0,2107826	0,5691665	0,6064760	0,5144802	0,6952498	0,4488217	0,0114816	0,6778138	0,6733862	0,7537095
280	0,0032224	0,6268041	0,3825117	0,4923651	0,8357887	0,6050830	0,3026008	0,2644326	0,0446344	0,5202100	0,7442969	0,7613900	0,7067645	0,0606948	0,1478967	0,6044763	0,7453809	0,2285700	0,3210615	0,6330495	0,7093361	0,4928853	0,3138812	0,1531061	0,1508143	0,3256073	0,3737194	0,0206182	0,5991955	0,4579437	0,6877934	0,3023343	0,5514317	0,5491618	0,3324917	0,6941039	0,1857760	0,0979700	0,5571350	0,0757552	0,6951986	0,3981665	0,3394097	0,0307783	0,5993985	0,4588349	0,4417089	0,7133007	0,1822527	0,2273241	0,0095523	0,3188005	0,2467713	0,2726885	0,2693225	0,5341339	0,5528299	0,5223293	0,6443807	0,3559927	0,0209983	0,6968148	0,6752935	0,6340927
300	0,0006786	0,7249267	0,3523744	0,5870397	0,6868836	0,4124717	0,2359298	0,3352007	0,0308715	0,5333794	0,6800813	0,7202791	0,7480303	0,0794985	0,0840718	0,5541694	0,7885449	0,2197733	0,3721835	0,5896789	0,7359450	0,6040302	0,3484125	0,2106257	0,1364900	0,2508950	0,5517209	0,0273495	0,5391989	0,5027405	0,6165484	0,2905360	0,5658624	0,6122633	0,2945881	0,6828403	0,1877478	0,1488712	0,5786196	0,1292003	0,6882457	0,4250912	0,2824292	0,0989409	0,4991890	0,5446124	0,5097066	0,7069873	0,1099485	0,3036054	0,0293896	0,3687687	0,2272472	0,3791245	0,2809008	0,6201452	0,5315199	0,4838593	0,7324928	0,3648457	0,0034480	0,7289205	0,6904896	0,6454716
320	0,0002619	0,6294728	0,3163038	0,6845480	0,6950673	0,4628516	0,2134322	0,2931685	0,0127654	0,6177025	0,7951554	0,7307290	0,7657559	0,0702162	0,1201052	0,5983235	0,6862658	0,2458777	0,3410148	0,6142660	0,6046363	0,5878773	0,4236997	0,1777846	0,1751103	0,3089083	0,4245345	0,0324408	0,5289173	0,5426199	0,5232642	0,3000086	0,5379495	0,6415907	0,2461846	0,7192846	0,2080788	0,1710967	0,5605012	0,1062415	0,5181265	0,3929466	0,3597268	0,0835847	0,4782188	0,4061742	0,4697962	0,7742384	0,1870140	0,2337189	0,0112099	0,4156979	0,1771415	0,2755966	0,1938521	0,6512545	0,5460780	0,4557570	0,7350120	0,3730548	0,0064373	0,5975940	0,6285047	0,7970660
340	0,0003723	0,5652489	0,3643286	0,6727744	0,7070381	0,5095172	0,2895953	0,3016785	0,0113674	0,5346470	0,6048966	0,8164480	0,7326809	0,0772797	0,0954933	0,6618994	0,5703603	0,2595746	0,2777173	0,6255638	0,6440827	0,5966180	0,4121055	0,1593743	0,1628249	0,2829090	0,4622082	0,0289353	0,4574004	0,4633924	0,5739025	0,1950284	0,5024603	0,5213151	0,2704695	0,7130802	0,1216603	0,1678923	0,4497623	0,0937354	0,6264542	0,4445457	0,3585679	0,0506608	0,5121106	0,4890243	0,5626832	0,6856025	0,1959243	0,2215716	0,0106379	0,3390100	0,1999108	0,3478372	0,1915867	0,7084735	0,4625803	0,4889693	0,7101363	0,3482902	0,0048051	0,6014325	0,7586314	0,7071901
360	0,0006133	0,7140570	0,2771309	0,5672494	0,5411566	0,4685923	0,2492953	0,3412061	0,0312803	0,6163164	0,6194790	0,7230273	0,7335575	0,0177772	0,1386917	0,7443431	0,5587149	0,3290819	0,3629606	0,8198496	0,6495341	0,5707320	0,2901744	0,2132273	0,1281512	0,3256237	0,4390033	0,0431024	0,4707751	0,4860255	0,5828686	0,2713186	0,5524997	0,5698074	0,3096567	0,7362999	0,1646129	0,1650769	0,5835534	0,0808708	0,6866192	0,4066405	0,4342462	0,0242417	0,6390705	0,5026165	0,6467903	0,7566756	0,2044171	0,1892366	0,0060871	0,2508558	0,2285258	0,3317600	0,2608095	0,5842646	0,6263507	0,3955962	0,6480907	0,4089130	0,0024908	0,5938554	0,6792910	0,5490749
380	0,0001506	0,6750467	0,2798028	0,6140484	0,5192463	0,5133005	0,2782999	0,2985661	0,0260247	0,5173969	0,7222017	0,6209865	0,6907529	0,0488780	0,1310207	0,6673821	0,7041142	0,2022114	0,3818653	0,6490419	0,7398366	0,5648111	0,2745342	0,2314945	0,1022229	0,3796273	0,4023657	0,0321184	0,5965365	0,4982998	0,5374789	0,2615610	0,4413104	0,5207807	0,2288289	0,8167443	0,2016690	0,2467332	0,5270741	0,0817040	0,6150992	0,4051862	0,3941283	0,0613682	0,6418710	0,5132448	0,5020616	0,6418129	0,2096798	0,2925661	0,0293161	0,3377335	0,2790586	0,3029230	0,1910403	0,6918997	0,5479281	0,5204696	0,7091443	0,2901613	0,0025184	0,6683172	0,6862288	0,5326189
400	0,0000343	0,7592605	0,3467469	0,7492368	0,6760562	0,4335254	0,3078855	0,2957408	0,0373323	0,5303306	0,6092731	0,6970063	0,6784152	0,0405048	0,0879738	0,7358043	0,6563896	0,2510761	0,3041794	0,6309093	0,6663787	0,5438641	0,3302755	0,1389893	0,1478659	0,2632228	0,4700631	0,0397671	0,5870281	0,6239662	0,6210556	0,2948283	0,4319828	0,5655010	0,2853271	0,8167829	0,1722790	0,1504488	0,7416244	0,1510523	0,5094650	0,5129445	0,4277442	0,0356707	0,7186765	0,4654527	0,6789445	0,7653613	0,2211913	0,2593680	0,0211307	0,2581253	0,3209574	0,4156430	0,2076035	0,7685876	0,5088055	0,4767033	0,7606086	0,3831684	0,0112536	0,6272183	0,7443708	0,7375377
420	0,0001741	0,7879429	0,3582654	0,6659576	0,6106379	0,4722132	0,2196939	0,3251688	0,0464789	0,6319949	0,6786128	0,6684357	0,7588995	0,0273750	0,0800684	0,6707719	0,6389756	0,2523307	0,3621084	0,5508324	0,8739251	0,4503884	0,3630783	0,1910964	0,1354685	0,2179757	0,5132514	0,0695797	0,5351868	0,5479982	0,7195076	0,2324069	0,4299346	0,4542580	0,2883990	0,6820788	0,2023660	0,1110070	0,4970508	0,0958615	0,7252662	0,3866479	0,3533487	0,0174408	0,6097642	0,4483042	0,5412145	0,6368040	0,2435960	0,3499003	0,0121409	0,2993583	0,3111528	0,3950788	0,2779309	0,7493903	0,5771533	0,4870899	0,6604817	0,3325085	0,0315599	0,8414332	0,6696561	0,6921080
440	0,0000775	0,7397349	0,3187493	0,5959554	0,7625349	0,4075970	0,2458554	0,2617549	0,0358433	0,6005048	0,7961882	0,7024939	0,5970984	0,0213852	0,1141026	0,6262500	0,7638553	0,2004314	0,2769609	0,5901768	0,6285354	0,6018096	0,3987901	0,1812781	0,1136988	0,3850817	0,4499456	0,0501701	0,5275076	0,4522993	0,6291728	0,2660726	0,4835769	0,5659026	0,3084102	0,7840011	0,1807155	0,2007634	0,6239363	0,1325505	0,7551203	0,4094236	0,4119715	0,0128386	0,6373243	0,5020099	0,6674011	0,6082991	0,2538419	0,2723588	0,0200580	0,3042184	0,1600724	0,4123578	0,2095387	0,7832261	0,5142360	0,5164771	0,7473042	0,3106804	0,0138154	0,6451293	0,6805962	0,6382277
460	0,0000102	0,7227651	0,2907789	0,7090175	0,7209183	0,5181295	0,2367965	0,2106052	0,0331748	0,6359898	0,7867838	0,6830231	0,7063763	0,0305338	0,0855285	0,7003463	0,7602008	0,1765219	0,4227221	0,5228822	0,5858905	0,6287239	0,4092713	0,1418053	0,1580963	0,3108826	0,6145278	0,0149064	0,4428606	0,5247899	0,6243851	0,3235204	0,5610656	0,6297144	0,3057546	0,8364971	0,1692082	0,1534402	0,6308209	0,1063218	0,5825675	0,4496555	0,3712352	0,0262975	0,5195830	0,4176213	0,5147508	0,8047815	0,2216901	0,3108262	0,0520816	0,2625939	0,1558853	0,3231057	0,2059317	0,7682112	0,6107773	0,5468840	0,7538887	0,3268877	0,0403373	0,6038620	0,7433213	0,6772338
