"Time"	betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
460	0,2561318	0,6077564	0,3096938	0,2383374	0,6559603	0,2922177	0,2643541	0,3119583	0,4638283	0,4830199	0,7204393	0,7545633	0,6820666	0,0015126	0,7931615	0,7886114	0,6610987	0,1416085	0,3802884	0,1666049	0,7515448	0,4720660	0,1352372	0,1924087	0,0022802	0,3429295	0,4474535	0,0322424	0,4680909	0,6294316	0,7070143	0,3185967	0,5400912	0,2460082	0,6052550	0,6872572	0,4082789	0,2596920	0,5699941	0,0000653	0,3074172	0,6414615	0,5673670	0,2942565	0,5974931	0,6116090	0,6132326	0,1952198	0,4039907	0,4128510	0,1223747	0,2521704	0,1698734	0,6723184	0,6276773	0,1605186	0,6202492	0,4052756	0,6156093	0,2647409	0,6981944	0,4845105	0,6364729	0,5890855
480	0,2704913	0,4965695	0,2980032	0,3203898	0,7643091	0,2358409	0,2284260	0,3246858	0,4261786	0,5451168	0,5978209	0,6824945	0,7062986	0,0023935	0,6816317	0,7008620	0,7014202	0,1730316	0,5166366	0,2406560	0,7759327	0,4660933	0,0871870	0,2309249	0,0031246	0,4031890	0,4065277	0,0252388	0,4334182	0,7120613	0,6669089	0,2676836	0,4288710	0,1818319	0,6276606	0,7034537	0,3423736	0,2534941	0,6941523	0,0000104	0,3767746	0,6580975	0,4946955	0,2968977	0,6818101	0,6470640	0,7235470	0,1659960	0,4335888	0,5222742	0,0920698	0,1522683	0,1262687	0,6704711	0,5957279	0,1730960	0,6272804	0,4483331	0,4443116	0,2584150	0,5288615	0,5877755	0,8109659	0,6085058
500	0,2765901	0,6001676	0,2498459	0,3232697	0,6682748	0,2246344	0,2895688	0,3311554	0,4549952	0,5407204	0,7022646	0,7107266	0,7661817	0,0253072	0,7572441	0,6157479	0,7718833	0,0852132	0,4911842	0,1678454	0,6952174	0,4925520	0,1100183	0,2292165	0,0054871	0,4459777	0,5248926	0,0412219	0,5487674	0,6959466	0,6535020	0,3597231	0,5467241	0,1630376	0,6077285	0,6915201	0,2255733	0,2335373	0,5370943	0,0000128	0,5346013	0,6124909	0,6000982	0,2268997	0,8462030	0,7033944	0,7098670	0,1325414	0,4813837	0,4479941	0,1198480	0,2598033	0,1776830	0,5416997	0,5978521	0,1791862	0,6230914	0,3275893	0,5478152	0,2851599	0,6408881	0,5417810	0,6902513	0,6115389
520	0,2433090	0,7206865	0,3287846	0,2836440	0,7228537	0,2287722	0,2711777	0,3180399	0,4779107	0,5811532	0,6433797	0,6043848	0,6449213	0,0028685	0,6367601	0,7182092	0,7251154	0,0906868	0,4508459	0,1751772	0,6938326	0,5045906	0,0754720	0,3194027	0,0016913	0,3596654	0,4299407	0,0330454	0,5511182	0,6479529	0,6247478	0,3268191	0,4592079	0,1705141	0,7027632	0,7336977	0,2088691	0,2531834	0,4919477	0,0000000	0,3815589	0,5956619	0,5435143	0,3894723	0,7624387	0,4620153	0,8041497	0,1611783	0,3807603	0,4584258	0,0984810	0,1848785	0,1096728	0,6747555	0,6073162	0,1527844	0,7174153	0,2993014	0,5533652	0,3356339	0,6844291	0,3833988	0,6574848	0,6332114
540	0,2716371	0,5985250	0,2698314	0,3011604	0,7019558	0,2332734	0,3325748	0,2627948	0,4209416	0,6151706	0,5517410	0,7239868	0,7033757	0,0014927	0,8294553	0,7460583	0,6377930	0,1407984	0,3951581	0,2070203	0,6015539	0,5764309	0,0557602	0,2647801	0,0026287	0,3325562	0,4300987	0,0272200	0,4302531	0,6740823	0,5815540	0,3967735	0,5725389	0,2092475	0,6728273	0,6043207	0,2550232	0,2494039	0,6328670	0,0000802	0,3819000	0,5878621	0,5341985	0,3444668	0,7890213	0,5721788	0,8027995	0,1236883	0,3852788	0,4148333	0,1361482	0,2316715	0,1100355	0,6968019	0,5769104	0,1416141	0,7902166	0,4024610	0,6510059	0,3260348	0,5420123	0,4443941	0,5755251	0,5919178
560	0,3579389	0,5277924	0,3250365	0,2317510	0,8051529	0,3186884	0,2895870	0,2974618	0,4746279	0,5761356	0,6374214	0,6460561	0,7288644	0,0050569	0,9094006	0,6998151	0,7727464	0,0810980	0,4363241	0,2248599	0,7167679	0,5272798	0,1331948	0,2312552	0,0019891	0,3733709	0,4564006	0,0164880	0,4259246	0,6368359	0,6734529	0,3239404	0,5530102	0,2115506	0,6561241	0,7541952	0,2743556	0,2457012	0,7455260	0,0025933	0,3673218	0,5741458	0,4787675	0,3615991	0,7157740	0,5539805	0,6987683	0,1286383	0,3964643	0,4102754	0,1241909	0,2773954	0,0999629	0,7169737	0,6548839	0,2185783	0,6804489	0,2854890	0,6788554	0,2957125	0,6293198	0,4950117	0,6927036	0,6642454
580	0,2780512	0,6357736	0,2857608	0,2593797	0,6496115	0,4241647	0,2482621	0,3211929	0,4026927	0,4468516	0,5579913	0,7002808	0,6569373	0,0199561	0,8759628	0,7853951	0,7040274	0,1872956	0,4214106	0,2760515	0,5971460	0,5123293	0,1995877	0,1757199	0,0039608	0,2930401	0,3992348	0,0264312	0,5596289	0,6727966	0,6579647	0,4090415	0,6325429	0,3513577	0,8131938	0,5399806	0,3110661	0,2045816	0,5565877	0,0583005	0,4466305	0,5784951	0,5650090	0,2918364	0,7728853	0,5969448	0,7519961	0,2700803	0,3348443	0,3717979	0,1579730	0,2166546	0,2148131	0,6873234	0,5679019	0,1634804	0,5795500	0,3650417	0,6239656	0,2156086	0,4967741	0,3057353	0,6229135	0,5672469
600	0,3558689	0,6730988	0,2543409	0,2230806	0,7301974	0,5269186	0,2889811	0,3257203	0,3442371	0,4176967	0,6981561	0,7515587	0,6632085	0,0151095	0,7065878	0,6179375	0,5765606	0,1837730	0,4275773	0,3503694	0,6470642	0,5404413	0,2451417	0,1754094	0,0245891	0,3577340	0,4604876	0,0392357	0,4520405	0,5607770	0,6426806	0,2798096	0,5227352	0,4100103	0,7235545	0,6947504	0,2579867	0,1692610	0,6785804	0,1038128	0,4745146	0,5639114	0,4872243	0,3124923	0,6610196	0,6327360	0,5955629	0,5259562	0,3692306	0,4460192	0,1221018	0,2415947	0,2406659	0,7007785	0,4931930	0,1765345	0,6118542	0,3539394	0,5032021	0,3219729	0,4618997	0,3399499	0,7217669	0,5986045
620	0,1964749	0,6502922	0,3042482	0,3214680	0,6711006	0,6049086	0,3129750	0,2447668	0,3973807	0,5346581	0,6061359	0,6249837	0,6811162	0,0158320	0,7417581	0,7997285	0,7371799	0,1955327	0,5166902	0,4353821	0,6818016	0,5327227	0,2570887	0,1993094	0,0175732	0,3505796	0,5328809	0,0133838	0,5807699	0,5766983	0,6054057	0,2674990	0,5331007	0,4913109	0,5657910	0,5849614	0,2339447	0,2244422	0,6991773	0,1310320	0,4893222	0,5573389	0,5601915	0,3218007	0,7351140	0,4486909	0,6189382	0,5515814	0,3919515	0,6173790	0,1180827	0,2590755	0,2312288	0,5914034	0,4174773	0,2269321	0,4781502	0,2803979	0,6511495	0,4163035	0,3390577	0,4131550	0,7956332	0,6383663
640	0,2956308	0,6622958	0,3104072	0,3034225	0,7188531	0,5869806	0,1970844	0,2856109	0,4057867	0,5733629	0,4991493	0,6379714	0,6473237	0,0339148	0,6823721	0,6744911	0,7730714	0,2366866	0,4793030	0,4425773	0,6366700	0,5262097	0,3204028	0,2439546	0,0202438	0,3243976	0,4526856	0,0298465	0,5518921	0,5850856	0,6855551	0,3196454	0,6406724	0,5337762	0,5763882	0,7320214	0,2855378	0,1568947	0,5691434	0,1621818	0,5117251	0,7195429	0,4665744	0,2649827	0,7130164	0,5031711	0,7430289	0,5225215	0,4362501	0,4729933	0,1127630	0,1953272	0,1699274	0,6288624	0,4228251	0,1465390	0,4067273	0,3172015	0,5998992	0,2924064	0,3311504	0,2780274	0,6710207	0,5988739
660	0,2490755	0,6158901	0,3126623	0,2608504	0,7294981	0,5875711	0,2430081	0,3001126	0,3845577	0,5220890	0,5764218	0,6418797	0,6828004	0,0471102	0,7403701	0,7520412	0,7114437	0,1598430	0,5340851	0,3820408	0,7767128	0,5543628	0,2702569	0,2221314	0,0169492	0,2854851	0,5788415	0,0260885	0,5221768	0,5846074	0,6804070	0,3498896	0,5201047	0,5041827	0,5350626	0,7099112	0,3294427	0,1878409	0,6059729	0,1538298	0,4250928	0,6737509	0,4086059	0,2945791	0,6850078	0,5518647	0,7482383	0,6099547	0,3459815	0,5754621	0,1260533	0,2556949	0,1994191	0,5650655	0,4549342	0,1439197	0,3864962	0,3180282	0,6946670	0,3591941	0,3069339	0,3493211	0,6938277	0,5764780
680	0,1994178	0,6585027	0,3928451	0,3486717	0,7812023	0,5220561	0,2252547	0,3954707	0,4722125	0,4807332	0,5918849	0,6519149	0,6318900	0,0366916	0,7745565	0,8251465	0,6655650	0,1200935	0,4279740	0,3818771	0,7342481	0,5572296	0,3696816	0,2492054	0,0200664	0,3182221	0,6349866	0,0407196	0,5150528	0,5458440	0,6537940	0,3975219	0,4776596	0,4991710	0,6417754	0,5544683	0,2369562	0,1514228	0,6140060	0,1272841	0,3616057	0,8020173	0,4623898	0,1926456	0,7048994	0,5447336	0,6633724	0,5067624	0,2977772	0,4246187	0,1508303	0,1610649	0,1640391	0,6965807	0,4963384	0,1527569	0,3865558	0,4440179	0,4746988	0,4239487	0,2566216	0,3106647	0,5804351	0,6224872
700	0,2849639	0,6332762	0,3008983	0,2966430	0,7287168	0,4336308	0,2516563	0,4137409	0,4180375	0,5611699	0,6601563	0,6285752	0,7761791	0,0429495	0,6605970	0,6675662	0,6886128	0,1502195	0,5649391	0,3942522	0,8508584	0,5038927	0,3159187	0,2144468	0,0303899	0,2821141	0,6323127	0,0468789	0,5545052	0,4546549	0,6102339	0,3653697	0,5721581	0,5912327	0,7310066	0,5668120	0,4096504	0,1634368	0,4910784	0,1517254	0,4445768	0,6192877	0,4699871	0,2866031	0,5358451	0,6103803	0,6872349	0,6299894	0,3589143	0,4074564	0,1284941	0,1668421	0,2172092	0,5934182	0,5518847	0,1176176	0,3176773	0,4758900	0,5146135	0,4043171	0,1681343	0,2778329	0,5644250	0,6569592
720	0,2999458	0,6265719	0,4400155	0,2743727	0,8262348	0,4093966	0,2193145	0,2949978	0,3732800	0,5008824	0,7022789	0,6861290	0,7679843	0,0138822	0,7502813	0,7434247	0,6457824	0,1236268	0,4097729	0,3608484	0,8303569	0,5050348	0,3268055	0,2078075	0,0516309	0,4230332	0,4400979	0,0358283	0,6827585	0,6751742	0,7740696	0,3740629	0,5838654	0,5086044	0,6824610	0,6178694	0,3140880	0,1697589	0,6216647	0,1474462	0,5400677	0,7458417	0,5066350	0,3116282	0,5254879	0,4777733	0,6395154	0,5954583	0,2754552	0,4290189	0,2105958	0,2208191	0,2225312	0,6375465	0,3817135	0,1132238	0,4257612	0,4048658	0,6022517	0,4183900	0,2595921	0,2795524	0,6408261	0,7000133
740	0,2535392	0,6717582	0,3172200	0,2553808	0,8190179	0,4204595	0,2952033	0,3233631	0,4664104	0,4597065	0,5855595	0,7262829	0,7144569	0,0469007	0,7007426	0,6892357	0,5888375	0,1616211	0,4701018	0,3523858	0,6707472	0,5095170	0,3545869	0,1496942	0,0146430	0,3347261	0,3480985	0,0159533	0,5181979	0,5739866	0,7038012	0,3602414	0,4972355	0,5223269	0,6174179	0,6579139	0,2331737	0,1665314	0,6940398	0,1413449	0,4897681	0,8237565	0,4706565	0,3129789	0,6217463	0,5784455	0,6914297	0,6408997	0,3426989	0,4683062	0,1349033	0,3043739	0,2293236	0,6922655	0,4693223	0,1467729	0,4244393	0,4791911	0,5937848	0,4097775	0,1964827	0,3238514	0,7383873	0,6397485
760	0,2105816	0,6853770	0,2808822	0,2986066	0,7248046	0,4531161	0,1754737	0,2737323	0,4229411	0,5464681	0,6008479	0,6799074	0,6818821	0,0319268	0,7688453	0,8436449	0,6441302	0,1406771	0,4082072	0,4061550	0,6395855	0,5168118	0,3029099	0,2125855	0,0066493	0,3618711	0,5294464	0,0254705	0,5692511	0,6383489	0,7478257	0,3718749	0,4191031	0,6525549	0,5772332	0,5875550	0,3004715	0,1371253	0,5916024	0,1944945	0,4795890	0,6779520	0,5425194	0,3725397	0,7366192	0,5035194	0,6969211	0,7220279	0,3406110	0,5530032	0,1391675	0,1392436	0,2311312	0,7475750	0,5072647	0,1931989	0,3942442	0,3789867	0,5705357	0,4246463	0,2650808	0,4124448	0,7543790	0,6122750
780	0,2503326	0,7158638	0,2795489	0,3820954	0,7099376	0,4647616	0,3673434	0,3083473	0,4080681	0,4695589	0,6452660	0,7080115	0,8256032	0,0291148	0,5817918	0,7350682	0,7440767	0,1853491	0,4402588	0,3999697	0,7407510	0,5419183	0,3472715	0,2582714	0,0097478	0,3175301	0,4525065	0,0513295	0,6385253	0,5800137	0,7424668	0,3129910	0,5178333	0,6189113	0,5914604	0,6898389	0,2655525	0,1929278	0,6763530	0,1678311	0,4360500	0,5562738	0,5748956	0,3207287	0,7166412	0,4629513	0,8205623	0,6308279	0,4016157	0,4766218	0,1314409	0,2124811	0,2186901	0,6529115	0,4622589	0,1341785	0,4663468	0,4372175	0,5461784	0,3493974	0,1580842	0,3787503	0,5702623	0,7264138
800	0,1897198	0,5663110	0,3225854	0,3084020	0,7429381	0,6070729	0,3873610	0,2416458	0,3805435	0,4590239	0,6148007	0,7661838	0,6997568	0,0177826	0,6659814	0,6845762	0,7932540	0,1663749	0,5744201	0,5462404	0,5923237	0,5364305	0,3958098	0,1797637	0,0017030	0,2609818	0,4252125	0,0244396	0,5253548	0,5767807	0,5796426	0,4131142	0,5676640	0,6219462	0,6314510	0,6910784	0,2903398	0,1388017	0,5881321	0,1557553	0,5269364	0,6466630	0,4642580	0,3231205	0,7872244	0,5190039	0,7824450	0,6655292	0,2658688	0,4615526	0,1012276	0,2414445	0,2202067	0,7131808	0,4791606	0,1269183	0,4445111	0,4981604	0,6063329	0,4301845	0,2405089	0,3445602	0,7264503	0,6602596
820	0,2175163	0,6626403	0,3281139	0,2707466	0,7221321	0,3728045	0,3009793	0,2717640	0,4327634	0,5110712	0,5853141	0,7862576	0,6589317	0,0434104	0,7201594	0,6618719	0,6801669	0,1297238	0,3663773	0,4519266	0,6983248	0,5166217	0,3590203	0,2357359	0,0071590	0,2971453	0,4329283	0,0520355	0,5091310	0,5979361	0,7858034	0,3070967	0,4572258	0,6484924	0,4435322	0,6591412	0,2148528	0,1233103	0,5579318	0,1354588	0,5173870	0,7225959	0,5954121	0,3459784	0,6590407	0,5303500	0,8372602	0,8581111	0,2724515	0,5830379	0,1407726	0,2392015	0,2291201	0,6522959	0,5040306	0,2999071	0,3903101	0,4400022	0,5641914	0,4711546	0,1136604	0,3678767	0,7664526	0,6229091
840	0,2630158	0,6605442	0,3227294	0,2145067	0,6272161	0,5478004	0,2820559	0,3244050	0,3158619	0,5273047	0,7211704	0,6708335	0,7518033	0,0203974	0,7561186	0,6340574	0,6785230	0,2582056	0,4766500	0,5398773	0,6621763	0,3898488	0,5274513	0,2226927	0,0300366	0,3055047	0,4645108	0,0286237	0,5286961	0,5630810	0,6771877	0,3225286	0,5585475	0,5856169	0,4475968	0,5261862	0,1947965	0,1180672	0,6166284	0,1064881	0,5214874	0,6337456	0,5059560	0,2657398	0,6479149	0,5834613	0,7966236	0,6909246	0,3332317	0,4165981	0,1090672	0,1927054	0,3120972	0,6413547	0,4286164	0,1297144	0,4393412	0,4101347	0,6025121	0,3877991	0,1793348	0,3527560	0,6579746	0,7195347
860	0,2957688	0,6017871	0,2449605	0,4128507	0,7329965	0,5128358	0,2486443	0,2753888	0,4273385	0,5044799	0,7056118	0,7231903	0,7016125	0,0137560	0,6502154	0,7203573	0,6952817	0,2109587	0,4137080	0,4824398	0,6716058	0,5514340	0,3212390	0,1940320	0,0077895	0,2697264	0,3959725	0,0171020	0,5355167	0,6119799	0,7922105	0,3568245	0,4172533	0,6594666	0,4944839	0,7246192	0,3011433	0,1246235	0,6325902	0,1763705	0,4409351	0,6269211	0,4768417	0,3565840	0,6715970	0,5781299	0,7344318	0,7433973	0,3132120	0,4188439	0,1420832	0,2063967	0,2143307	0,5629023	0,4480793	0,1465508	0,4930174	0,4218425	0,5456489	0,3373771	0,1842751	0,3531126	0,6791955	0,5849811
880	0,1772971	0,6538335	0,4276938	0,3319247	0,6552217	0,4797782	0,3577704	0,2823223	0,5147480	0,5343178	0,7269149	0,6853895	0,7848844	0,0096941	0,7934148	0,7221321	0,6801921	0,2000774	0,5461903	0,4073108	0,6449282	0,5181135	0,3472793	0,2680705	0,0099246	0,2448400	0,5020535	0,0355491	0,5174903	0,5764086	0,6953371	0,3014015	0,4870961	0,5786909	0,6165849	0,5841502	0,2302693	0,1405231	0,6900380	0,1599870	0,4230463	0,5351464	0,5676703	0,3318666	0,7025627	0,6727924	0,7907150	0,6252954	0,2307397	0,4920829	0,1407790	0,2013604	0,3513171	0,5279937	0,4445076	0,1221362	0,5157368	0,3624624	0,5761755	0,3792930	0,1070382	0,3063487	0,6218294	0,5479714
900	0,2504103	0,7597960	0,2617004	0,3810636	0,6776176	0,5213542	0,1912251	0,2932898	0,3500297	0,5115671	0,6573379	0,6636107	0,6581123	0,0291969	0,7643988	0,7350208	0,7547840	0,2534925	0,4886465	0,3363924	0,7440629	0,5211634	0,3347599	0,1655479	0,0136594	0,2147044	0,4156451	0,0326798	0,5504863	0,5198597	0,7627368	0,4184049	0,4648119	0,6196500	0,6170639	0,6024281	0,2392150	0,1710020	0,6897750	0,1841954	0,4545781	0,5964132	0,4423239	0,3238466	0,7298431	0,6165885	0,7127118	0,7009129	0,2193744	0,6108152	0,1020151	0,1625923	0,3400478	0,6448541	0,4603781	0,1452127	0,3938651	0,3916595	0,5200986	0,2521525	0,1398248	0,3027564	0,6431774	0,5535003
920	0,2988609	0,6324508	0,3868615	0,2846547	0,6398592	0,4618392	0,2716987	0,3238975	0,4106144	0,5051790	0,6875797	0,6271868	0,7322110	0,0122145	0,6703032	0,7407616	0,6288915	0,1819148	0,4087611	0,4163454	0,5929171	0,4760281	0,3745725	0,2742154	0,0143399	0,2632457	0,3709884	0,0188306	0,4849594	0,5315287	0,7539778	0,3151154	0,4652770	0,5281953	0,5588745	0,5362283	0,2587682	0,1254776	0,6240172	0,1863393	0,5370408	0,5437401	0,4774123	0,3513948	0,5548188	0,6866130	0,6670963	0,8426767	0,2570783	0,5555321	0,0989214	0,2296817	0,2472918	0,5603811	0,4564305	0,1301348	0,4764003	0,3340396	0,6769233	0,3259579	0,1420436	0,2905471	0,5553786	0,5305510
940	0,2884669	0,6447425	0,2984329	0,3398661	0,7249226	0,5367260	0,2908729	0,3247546	0,3943296	0,4834112	0,7113208	0,7985949	0,6951096	0,0387340	0,7599749	0,6805106	0,6884072	0,2222650	0,4181960	0,4220882	0,6590157	0,5759408	0,3059246	0,2058526	0,0290369	0,2241949	0,3968175	0,0328608	0,6083364	0,6436586	0,8265369	0,3832722	0,4977679	0,7162292	0,6950032	0,6816594	0,2646843	0,1404476	0,6761293	0,1683772	0,3263566	0,6487460	0,5038770	0,3005175	0,7501721	0,7301250	0,7475450	0,6734175	0,3710727	0,4802699	0,1359861	0,2263892	0,2307053	0,4872818	0,4050993	0,1642547	0,4070508	0,4547877	0,6015195	0,3011959	0,1504711	0,2609227	0,6929365	0,5626877
960	0,2533337	0,6657324	0,2771862	0,3189136	0,7163925	0,4947180	0,2610729	0,2886276	0,3745795	0,4336753	0,7333802	0,7962047	0,6914231	0,0276371	0,7921912	0,6698660	0,6444490	0,1956327	0,4855738	0,3414032	0,6762132	0,5612328	0,2976748	0,1638237	0,0126291	0,2373181	0,4860952	0,0197148	0,5964774	0,5862076	0,6296050	0,3488649	0,5169762	0,6545303	0,6077090	0,6137490	0,3140009	0,1077084	0,6814140	0,1795326	0,3896116	0,5682445	0,5796671	0,3548039	0,7348791	0,6160558	0,6496338	0,6315359	0,3344074	0,5011536	0,1562212	0,1905379	0,3513052	0,5668088	0,4997614	0,0948287	0,4424289	0,3688728	0,6423985	0,3414955	0,1462662	0,2962535	0,7376108	0,5197114
980	0,2542895	0,6640841	0,3330251	0,3886344	0,6497263	0,5916687	0,2769198	0,3275977	0,3693325	0,6207211	0,7457996	0,7783568	0,7525763	0,0170893	0,7368982	0,6172692	0,6879548	0,2037800	0,4882055	0,4413512	0,7815008	0,4980974	0,3177501	0,2103287	0,0137172	0,2827204	0,4179359	0,0255177	0,5789549	0,5773526	0,5772675	0,2906907	0,4875288	0,5766254	0,6638684	0,6972509	0,2924793	0,0947466	0,6934845	0,1633987	0,3577704	0,6091029	0,5470913	0,3686308	0,7052275	0,5946905	0,5752190	0,6609642	0,2442750	0,5487174	0,1649161	0,3044021	0,3208428	0,7131692	0,4066588	0,1099127	0,3562082	0,3579591	0,6921727	0,2721204	0,1138511	0,2715966	0,7959998	0,5598096
1000	0,2478433	0,6580345	0,3051859	0,2753549	0,7395434	0,4984224	0,1982483	0,3108666	0,3774243	0,4984608	0,6096092	0,7555056	0,6125093	0,0211623	0,6482535	0,7500554	0,5809885	0,1543712	0,4692540	0,4927341	0,7043974	0,5945399	0,3230737	0,2117369	0,0188319	0,3215067	0,5049997	0,0362697	0,5569491	0,6130204	0,7220464	0,3189437	0,4748814	0,6085016	0,6302932	0,5771941	0,2260214	0,0940399	0,6707708	0,1671968	0,5026067	0,5974312	0,5121081	0,3747252	0,5519112	0,5944962	0,7098672	0,5965681	0,2426769	0,4547092	0,1102335	0,2284576	0,2591454	0,6131896	0,3868238	0,1586696	0,3046265	0,3997702	0,7382969	0,3069806	0,1079698	0,3012244	0,6830197	0,6139155
1020	0,2023345	0,7943008	0,2986131	0,2918877	0,7653201	0,5554179	0,3104383	0,2714227	0,3784823	0,4848093	0,7108779	0,8187208	0,7125228	0,0179060	0,6505879	0,6896432	0,6134438	0,1759724	0,4788387	0,4292948	0,6564409	0,6355435	0,3631757	0,2217753	0,0133169	0,2620065	0,4953302	0,0403752	0,4749723	0,5288232	0,5870885	0,3240725	0,4409351	0,6206425	0,6108877	0,6107350	0,3306348	0,0864539	0,6581311	0,1433057	0,4820532	0,6577464	0,7228655	0,2635947	0,6840823	0,6029614	0,7761638	0,7763198	0,2401555	0,4545388	0,1411781	0,2512198	0,2684033	0,4630300	0,4554032	0,0822548	0,6089551	0,3382208	0,6339970	0,3723371	0,2462386	0,3934963	0,7097097	0,6096683
1040	0,2792302	0,6552472	0,2857937	0,2766143	0,6374598	0,5180715	0,2365099	0,2886593	0,3845232	0,4539850	0,7103401	0,7193458	0,6679743	0,0186200	0,6496985	0,7257286	0,6664803	0,1752264	0,5652528	0,4443892	0,6943577	0,5503118	0,2346424	0,1957794	0,0630891	0,2604724	0,4282061	0,0647453	0,4538711	0,5636479	0,5647183	0,3424289	0,5934298	0,6134712	0,5537291	0,6037529	0,3184761	0,1119420	0,5860237	0,1265636	0,3913297	0,5741542	0,5665935	0,3281087	0,6899905	0,5327969	0,8893032	0,6141213	0,3071599	0,4499916	0,1174901	0,1484873	0,1900179	0,5259602	0,4387040	0,0920722	0,4744124	0,3889927	0,6235183	0,3144591	0,2375045	0,2534807	0,6315383	0,5519210
1060	0,2367714	0,6790753	0,3485071	0,4168963	0,5901234	0,4863062	0,2362250	0,2903918	0,4758117	0,5317811	0,5821385	0,7541122	0,5446185	0,0189989	0,6661945	0,7694806	0,7796083	0,1406725	0,5610429	0,5442590	0,6118646	0,4903707	0,3062776	0,2235823	0,0399850	0,2666375	0,4964281	0,0287271	0,5793966	0,5541454	0,7972191	0,2830349	0,5268475	0,6004905	0,6064884	0,6136027	0,3794420	0,0809561	0,6895873	0,1395224	0,4739332	0,5695707	0,5117283	0,3001702	0,7673835	0,6016192	0,6896944	0,6209770	0,3382362	0,5166113	0,0787035	0,1969634	0,1618952	0,7443398	0,3804410	0,1004378	0,4925638	0,3596214	0,5975837	0,3614812	0,1427272	0,3515111	0,6270361	0,7286084
1080	0,2296335	0,6920876	0,4037620	0,3144192	0,6806255	0,4491508	0,2776646	0,2520821	0,4151304	0,5045731	0,5951156	0,7039019	0,7776195	0,0203421	0,7538496	0,6685644	0,7276742	0,1626835	0,5974962	0,4886907	0,7948788	0,4670870	0,3220116	0,2463921	0,0313572	0,2697214	0,5019882	0,0370201	0,6331833	0,5908309	0,5555811	0,2618816	0,5533155	0,6555814	0,6072217	0,6695370	0,2799514	0,1032794	0,5545877	0,0990596	0,4177733	0,6695448	0,5198075	0,2995467	0,8302249	0,5742094	0,5567308	0,6414221	0,3440475	0,4931635	0,1424750	0,2450544	0,1822834	0,6169670	0,4663152	0,1051334	0,4129923	0,5942496	0,5714859	0,3402065	0,1046496	0,3326217	0,6857906	0,7101524
1100	0,2147795	0,7006559	0,3693905	0,2540853	0,7855496	0,4407851	0,2615828	0,3480536	0,4003501	0,5705121	0,6358505	0,7532048	0,6761645	0,0159505	0,6813637	0,9133544	0,7996577	0,1715999	0,4174576	0,4977218	0,5697340	0,5172257	0,3183550	0,2193059	0,0341915	0,2522523	0,5183482	0,0254717	0,4767502	0,7545506	0,5309791	0,2884183	0,4343976	0,5930146	0,6130763	0,6582148	0,2556004	0,1704084	0,6826414	0,1117500	0,3846327	0,5941309	0,5174607	0,2657591	0,6437108	0,5442212	0,6370413	0,6672979	0,3528311	0,4707543	0,1528943	0,2394083	0,1956467	0,7044324	0,5965740	0,0931152	0,4585159	0,4265574	0,5967817	0,3360413	0,1596264	0,3176067	0,6562521	0,6829028

0	0,2135077	0,6507356	0,2629577	0,2956746	0,6745386	0,4686332	0,2317435	0,2482205	0,4641834	0,4076646	0,7214505	0,7836587	0,6601163	0,0142031	0,7185501	0,7778292	0,6727062	0,1957170	0,5943910	0,4761725	0,7293230	0,5153104	0,3435525	0,2193106	0,0446638	0,2837582	0,4603456	0,0120348	0,4755897	0,6194303	0,5426578	0,2885964	0,6392077	0,5412545	0,5840336	0,6752375	0,2893195	0,1721042	0,6895723	0,1586407	0,5458876	0,6057909	0,5511202	0,2746526	0,6865980	0,5395476	0,6607294	0,8492182	0,2479687	0,4730685	0,1547541	0,2529065	0,3318633	0,6278775	0,4455774	0,1438568	0,4266064	0,5446198	0,5745399	0,3547625	0,1032185	0,4373537	0,7260164	0,5699880
20	0,2328496	0,3959721	0,1960685	0,3966057	0,7277252	0,5005511	0,2421081	0,3272088	0,4472980	0,5088280	0,6975565	0,5611484	0,8194779	0,0128032	0,5945266	0,6437660	0,6774805	0,2778557	0,3936528	0,3287124	0,6640499	0,5092685	0,3229617	0,2065383	0,0128308	0,4176160	0,4366143	0,0181717	0,6580620	0,5767140	0,7841594	0,3294628	0,5701110	0,6732891	0,5811338	0,7149721	0,4086524	0,1114302	0,6907219	0,2146973	0,5097390	0,5126521	0,5101406	0,2508213	0,6553700	0,6315323	0,6424153	0,7507342	0,2103960	0,5235708	0,0719840	0,1553755	0,2890986	0,4874673	0,4611857	0,1434409	0,4760851	0,4407122	0,6749065	0,2899969	0,2473292	0,2762696	0,6458645	0,6572901
