"Time"	dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI
700	0,6635587	0,6173467	0,0904308	0,3364570	0,7482171	0,6889189	0,7387286	0,3139034	0,3157039	0,4315891	0,6286563	0,1201133	0,0023857	0,6356411	0,0182946	0,5124706	0,4942226	0,1862036	0,0475511	0,5721151	0,6598397	0,6824095	0,0376127	0,3479082	0,4686500	0,3064140	0,0307155	0,2120319	0,1985643	0,5647162	0,0152963	0,2768132	0,4447136	0,3311204	0,3071506	0,5533291	0,6005258	0,5862316	0,5686951	0,7219102	0,7719783	0,6291203	0,0071443	0,2054612	0,6948982	0,6378424	0,0331677	0,0734800	0,1823245	0,0400232	0,0493428	0,3184564	0,6275203	0,0245850	0,1712047	0,7146941	0,6067789	0,3945911	0,0931727	0,0871173	0,0453039	0,0335515	0,3303913	0,5894203
720	0,6626988	0,3736009	0,0769170	0,3323452	0,7213816	0,6821773	0,5666408	0,2726882	0,3438203	0,3360864	0,6453389	0,1584135	0,0005767	0,7987152	0,0108618	0,4771792	0,5798023	0,1440864	0,0829328	0,6273575	0,6199133	0,6684918	0,0466910	0,3850098	0,4937965	0,2154267	0,0111543	0,3075682	0,2418781	0,4309063	0,0088968	0,3544339	0,3913401	0,3440955	0,2723489	0,5940006	0,7143591	0,8914829	0,4657645	0,7125079	0,6867843	0,6293725	0,0016803	0,2095125	0,6749696	0,6723712	0,0192465	0,0551332	0,1619793	0,0550183	0,0361234	0,3702947	0,6599536	0,0336065	0,1923803	0,6371439	0,6381265	0,3289739	0,0474598	0,0912618	0,0303828	0,0800013	0,3299861	0,6072854
740	0,5604812	0,4224411	0,0320343	0,2770554	0,7337059	0,5948747	0,7310535	0,3225239	0,2670449	0,5192043	0,7376873	0,2717035	0,0014100	0,7803564	0,0109150	0,4646199	0,6289476	0,2096551	0,0781444	0,6206893	0,3940789	0,6962424	0,0457304	0,3264323	0,4566998	0,2062855	0,0183934	0,2838000	0,2069262	0,4245206	0,0175530	0,1966504	0,4611100	0,3400605	0,3236721	0,5918533	0,7716593	0,8362929	0,3788288	0,8101836	0,8251093	0,6587478	0,0080845	0,1561113	0,7277943	0,6073510	0,0283000	0,0551448	0,2100409	0,0952773	0,0477191	0,4380430	0,6688495	0,0462061	0,1978384	0,6501116	0,6407907	0,3641002	0,0874973	0,0483789	0,0739968	0,1423149	0,3792881	0,5851300
760	0,6234753	0,3061123	0,0320629	0,2819445	0,6648938	0,6886540	0,6944398	0,3639408	0,3329548	0,3812590	0,8427448	0,1774627	0,0003012	0,8140086	0,0063729	0,6051725	0,6029778	0,2270679	0,1493247	0,6549221	0,3193150	0,6367531	0,0867801	0,3270439	0,4170351	0,2072816	0,0289647	0,2794065	0,1978723	0,2476813	0,0172633	0,3085051	0,4621651	0,2740418	0,2492151	0,6001323	0,6531518	0,6673056	0,6101205	0,7001036	0,7377083	0,7063805	0,0246783	0,2640340	0,8197764	0,5625213	0,0145100	0,0778198	0,1590286	0,0423440	0,0346789	0,3776986	0,5838061	0,0389365	0,1942459	0,6340327	0,5777720	0,3671718	0,0465683	0,0590621	0,0282407	0,1843538	0,2640274	0,5191779
780	0,6692004	0,4175253	0,0168103	0,3159628	0,7783748	0,6156650	0,7267684	0,3146227	0,2737932	0,4458994	0,5883837	0,1447451	0,0038233	0,7870563	0,0071083	0,4867763	0,6174430	0,2611595	0,1024107	0,7363300	0,2518438	0,6256160	0,0531501	0,2955601	0,4360637	0,1763349	0,0318542	0,2126620	0,1540330	0,2127063	0,0186400	0,3003742	0,5578019	0,2763097	0,1963288	0,6303535	0,6147439	0,6128341	0,5004702	0,6691508	0,7483799	0,6853939	0,0181538	0,2104341	0,7511446	0,4096651	0,0246193	0,0539150	0,1384758	0,0464497	0,0465091	0,2920860	0,6054552	0,0452888	0,1701930	0,7863247	0,6017923	0,3373420	0,0376470	0,0432974	0,0185434	0,0739562	0,2519808	0,4682825
800	0,6951184	0,3511430	0,0365006	0,4029707	0,7584696	0,6266437	0,6093845	0,2429513	0,2718537	0,3334006	0,7613572	0,1413912	0,0047902	0,7192502	0,0099243	0,5347409	0,7382901	0,1982618	0,1178130	0,6782056	0,1916260	0,6329863	0,0913570	0,3212767	0,4616348	0,2222943	0,0191176	0,1877301	0,1555636	0,1810611	0,0202022	0,3211775	0,4672554	0,3586173	0,2475562	0,5494406	0,5758382	0,7788376	0,4437355	0,6543967	0,7341291	0,7374236	0,0124669	0,1539264	0,7679684	0,3468859	0,0056613	0,0564917	0,2401475	0,0691103	0,0587172	0,4136025	0,6258384	0,0255995	0,1998290	0,7456208	0,6700443	0,3733948	0,0475015	0,0630859	0,0176621	0,0861087	0,2821685	0,4750169
820	0,7444943	0,2888271	0,0146253	0,3317293	0,7541614	0,7217569	0,6386599	0,2365863	0,2801515	0,3900007	0,7734421	0,1468665	0,0011264	0,7111017	0,0030688	0,4753316	0,6067953	0,2456712	0,0663994	0,5738996	0,1657543	0,6460566	0,0619640	0,3070825	0,5118737	0,2473256	0,0050178	0,1606925	0,1665732	0,1290480	0,0183169	0,3086315	0,5369435	0,2701619	0,2496901	0,4596140	0,5943621	0,6365245	0,5474319	0,7154949	0,6900024	0,6976173	0,0052391	0,2362628	0,7624102	0,4183737	0,0152856	0,0341201	0,1941751	0,0857911	0,1115964	0,4767376	0,6732718	0,0149255	0,1225299	0,6976442	0,5606613	0,3520375	0,0551722	0,0305146	0,0284904	0,0788473	0,3490957	0,5090122
840	0,6599523	0,4029264	0,0043481	0,2465713	0,6804951	0,6163252	0,7303739	0,3147096	0,2501660	0,4814320	0,7234254	0,0719640	0,0016913	0,7184640	0,0007714	0,3696198	0,5824844	0,2116764	0,0842382	0,7021295	0,1388231	0,5912061	0,0334788	0,4061774	0,4213328	0,2642607	0,0057263	0,1512304	0,1328264	0,0860061	0,0150645	0,2761390	0,4440407	0,2226611	0,1761479	0,5261713	0,4844141	0,7195911	0,4259782	0,6926601	0,8189133	0,6518424	0,0070039	0,1978682	0,8047977	0,2762377	0,0290272	0,0734594	0,2218491	0,0467028	0,0789833	0,4798305	0,5794639	0,0246566	0,1281656	0,7403830	0,5436776	0,3472334	0,0495758	0,0479338	0,0159341	0,0271513	0,3230696	0,4899596
860	0,7053733	0,3172198	0,0059504	0,2949152	0,7032906	0,6507790	0,6121850	0,2063875	0,3825270	0,3291540	0,6167800	0,1452468	0,0066669	0,6967511	0,0009137	0,4706467	0,6075886	0,1679003	0,0665239	0,6352088	0,1151717	0,4743094	0,0355106	0,4045069	0,4287895	0,2370082	0,0039642	0,2277419	0,1345566	0,0814353	0,0289511	0,2963718	0,4768182	0,2314846	0,2431200	0,6593468	0,6219596	0,6001787	0,5588133	0,7845525	0,6226832	0,6649182	0,0106467	0,1987521	0,6531162	0,1901789	0,0327039	0,0680859	0,1765329	0,0623895	0,0917737	0,3873874	0,6201633	0,0145241	0,1570533	0,6579841	0,6395400	0,4022533	0,0894987	0,1094500	0,0158604	0,0832578	0,3407775	0,4879665
880	0,5927870	0,3911527	0,0030533	0,2790120	0,8054587	0,6338165	0,6933959	0,2018055	0,2759263	0,4314634	0,6707919	0,2755852	0,0033031	0,6845493	0,0000000	0,3949018	0,5976133	0,1624642	0,0888229	0,6692085	0,1261960	0,4365439	0,0636391	0,4053415	0,5207172	0,2387780	0,0067363	0,2348845	0,2259620	0,0546939	0,0129123	0,2738896	0,5115880	0,2966136	0,1804037	0,5624412	0,6627667	0,7220061	0,4741586	0,6841692	0,6911256	0,6624335	0,0092789	0,2450403	0,6318590	0,0863233	0,0342752	0,0753837	0,1638211	0,0465271	0,0478605	0,4267534	0,7040037	0,0355087	0,2008478	0,7299845	0,5599133	0,2759771	0,0805010	0,0712092	0,0180955	0,2251176	0,2939300	0,5579560
900	0,6605360	0,2731850	0,0049028	0,3638501	0,9094563	0,6692423	0,6586030	0,3010721	0,3332246	0,4363329	0,7372658	0,2195175	0,0023967	0,7406704	0,0014539	0,4552911	0,6274768	0,1981604	0,1018010	0,7717883	0,0983099	0,4091431	0,0694289	0,3484337	0,3523679	0,2611189	0,0107789	0,1522639	0,1748538	0,0479731	0,0498641	0,2720869	0,3356921	0,3665460	0,2451334	0,5736732	0,5195013	0,6060999	0,5183267	0,7332186	0,7518814	0,5906087	0,0130466	0,1653866	0,8814958	0,0591965	0,0352875	0,0876413	0,2358634	0,0410735	0,0643001	0,4059269	0,6321662	0,0119291	0,1844286	0,6359086	0,7155615	0,3681953	0,0669379	0,0796645	0,0080139	0,2281623	0,3450309	0,6513610
920	0,7470087	0,3582513	0,0013107	0,3578779	0,6579684	0,7200594	0,8437087	0,2635392	0,3181591	0,4719413	0,5731626	0,1872599	0,0002233	0,8275291	0,0032983	0,4516661	0,5799198	0,2140967	0,0926624	0,8082896	0,1010205	0,3846117	0,0317917	0,3149142	0,4343865	0,2327585	0,0075058	0,1434094	0,1882510	0,0863516	0,0167035	0,2706570	0,4638685	0,2818100	0,3156925	0,6232608	0,5924073	0,7151992	0,4518102	0,5935632	0,8576268	0,5995501	0,0185589	0,2074099	0,7031066	0,0418586	0,0217179	0,0720673	0,2560187	0,0607076	0,0436339	0,4434533	0,5356118	0,0130282	0,1956473	0,8323914	0,6630892	0,3595738	0,0953845	0,0743461	0,0100688	0,1346536	0,2520506	0,6415924
940	0,8133095	0,3371994	0,0010872	0,2625319	0,7471905	0,7845050	0,8174605	0,3626108	0,2491466	0,4563322	0,6860596	0,1511676	0,0029757	0,6296285	0,0009255	0,4823125	0,5073851	0,2528471	0,0894350	0,6258296	0,0842013	0,4754199	0,0525312	0,3609187	0,4084112	0,2216159	0,0029151	0,2272482	0,1775898	0,0331436	0,0113286	0,3182179	0,3129206	0,2631553	0,2179439	0,5546614	0,5939854	0,6349508	0,5302016	0,6440597	0,7941366	0,7063932	0,0110582	0,1896630	0,6895709	0,0294711	0,0541268	0,0589209	0,1444452	0,0281341	0,0541986	0,3689702	0,7572336	0,0147962	0,1771282	0,7568543	0,6850052	0,3369182	0,1168050	0,0501855	0,0035166	0,0424456	0,2549947	0,7178072
960	0,6155454	0,3579373	0,0005032	0,2524371	0,7248273	0,8216660	0,6719496	0,3247417	0,2110736	0,4382384	0,6001191	0,2205558	0,0005351	0,7481153	0,0033050	0,4768666	0,5569530	0,2111896	0,1409879	0,7202221	0,1477326	0,4927892	0,0419619	0,4145060	0,4360240	0,2345585	0,0055273	0,2794710	0,2253007	0,0251182	0,0266224	0,2354512	0,4115639	0,2709428	0,2824727	0,5617839	0,5303501	0,6462407	0,4493345	0,7084532	0,6839222	0,6450524	0,0102878	0,2110663	0,8065392	0,0533844	0,0421928	0,0439009	0,1782703	0,0554343	0,0564192	0,2922143	0,8007566	0,0225640	0,1240698	0,7170470	0,6071422	0,4312776	0,0635772	0,0703039	0,0048868	0,2550560	0,2188576	0,5904123
980	0,8054515	0,2203331	0,0019723	0,2462852	0,7546491	0,7780969	0,8349842	0,2470799	0,2539603	0,4869716	0,6862077	0,2669911	0,0008836	0,7818987	0,0134612	0,4484691	0,8025739	0,2155904	0,1368474	0,6731034	0,0912740	0,3459793	0,0299263	0,3422768	0,5179287	0,1810822	0,0080165	0,2166260	0,2162487	0,0267688	0,0147823	0,2263649	0,4164696	0,2198459	0,1983618	0,5101794	0,5954730	0,7041646	0,4388318	0,6417936	0,6946221	0,7234732	0,0197483	0,2493603	0,7532068	0,0460792	0,0389447	0,0664537	0,1543060	0,0697332	0,0627405	0,3696291	0,6651395	0,0485339	0,1203773	0,7922941	0,6285434	0,3474391	0,0966855	0,0522772	0,0154304	0,1104244	0,2545561	0,5575176
1000	0,7245139	0,2990719	0,0045854	0,2398298	0,7517911	0,6964513	0,7745551	0,2989346	0,3429458	0,4435711	0,7077238	0,1964081	0,0024461	0,7384570	0,0024033	0,5353567	0,6938783	0,1759425	0,0802465	0,7081314	0,1118052	0,5082970	0,0370353	0,3853419	0,4504862	0,1992087	0,0154182	0,1860987	0,3334198	0,0343111	0,0091877	0,2433400	0,4622085	0,3402652	0,1942587	0,5309794	0,6776805	0,6327992	0,6053921	0,6386966	0,7299132	0,6678338	0,0118086	0,2575313	0,7217643	0,1166996	0,0387568	0,0536597	0,1287761	0,0258209	0,0582662	0,3579437	0,7665397	0,0345913	0,1522521	0,7572086	0,7210810	0,3694568	0,0846647	0,0490573	0,0070278	0,1160256	0,2267743	0,5680568
1020	0,7093604	0,2763724	0,0052862	0,4115983	0,7226015	0,6936267	0,7648907	0,2763815	0,3336428	0,3717280	0,6486718	0,1110025	0,0014381	0,8258779	0,0002533	0,5056901	0,5931713	0,1934531	0,0577536	0,6320471	0,1080666	0,4213810	0,0366792	0,3974853	0,4172405	0,2493825	0,0041545	0,1960405	0,3622910	0,0541487	0,0102603	0,2082750	0,3133591	0,3101240	0,2555548	0,6183941	0,5663610	0,5999797	0,5954944	0,6411856	0,7041709	0,7293623	0,0065482	0,1118428	0,6671472	0,0600055	0,0299080	0,0820614	0,1678982	0,0817676	0,0596459	0,3267510	0,6668632	0,0216461	0,1679420	0,6928929	0,5638815	0,4232919	0,0447244	0,0296847	0,0074479	0,0829571	0,2665729	0,6467573
1040	0,6505760	0,2985142	0,0029750	0,3463775	0,6217091	0,7054127	0,6098030	0,3604377	0,4014999	0,4016719	0,6094921	0,1082783	0,0013383	0,7314297	0,0015802	0,5326581	0,6192435	0,1659193	0,0753517	0,5747456	0,1157048	0,3527140	0,0402887	0,2726395	0,4445072	0,2317209	0,0097234	0,1660155	0,2217181	0,0320100	0,0081149	0,2418134	0,4247531	0,3400450	0,1339135	0,5017553	0,6501184	0,5917174	0,5119320	0,5619049	0,6758811	0,6958886	0,0192655	0,1911034	0,6056165	0,0479670	0,0125763	0,0719265	0,1701935	0,0567793	0,0498314	0,2841392	0,6841300	0,0277502	0,1302561	0,6731305	0,5451146	0,4219442	0,0500799	0,0345701	0,0155707	0,0155122	0,2277674	0,5632571
1060	0,6868834	0,2845805	0,0006505	0,2498977	0,7313465	0,6764019	0,6199398	0,2599221	0,3266864	0,4295308	0,8484412	0,0902380	0,0010229	0,7548290	0,0023761	0,5441969	0,7117937	0,1736838	0,1128234	0,6125509	0,0767736	0,4735410	0,0282893	0,3322672	0,4326233	0,1845034	0,0103725	0,1126255	0,1565217	0,0086701	0,0066753	0,2696532	0,3795385	0,3830911	0,2348458	0,5220831	0,6038995	0,7057953	0,5284817	0,7639699	0,8785862	0,7038445	0,0053996	0,1560000	0,6248091	0,0374151	0,0307008	0,0928776	0,2002673	0,0399142	0,0778631	0,4085683	0,6535076	0,0198678	0,1567449	0,8419909	0,7426419	0,3765595	0,0489131	0,0480153	0,0215795	0,0231647	0,2526824	0,5019636
1080	0,8319011	0,2973660	0,0013254	0,2632955	0,7027956	0,7822963	0,8314116	0,2291110	0,2876651	0,3806139	0,7596528	0,1355031	0,0072613	0,7989940	0,0052263	0,5146675	0,6200819	0,2360599	0,0755920	0,4867458	0,0770511	0,3843838	0,0298289	0,4167442	0,4883609	0,2299242	0,0087060	0,1536810	0,1622261	0,0040997	0,0061534	0,2609102	0,4228096	0,2952731	0,1934673	0,6299744	0,5262297	0,6430295	0,4731641	0,7983493	0,8007017	0,6980053	0,0130724	0,2567806	0,6423213	0,0506689	0,0500966	0,0441984	0,1826580	0,0303761	0,0435745	0,3740554	0,8529312	0,0416402	0,1642327	0,7630758	0,6809043	0,3249227	0,0840993	0,0693884	0,0088952	0,0290652	0,2632460	0,6339787
1100	0,7216819	0,2794945	0,0000000	0,3009919	0,6367508	0,6740783	0,5631900	0,2746055	0,3142021	0,5539572	0,6333249	0,0894599	0,0036198	0,7737328	0,0020898	0,5077121	0,6013452	0,1569627	0,0676788	0,5768735	0,0628079	0,4230005	0,0480437	0,3324118	0,3977437	0,2246781	0,0342308	0,1447322	0,1727503	0,0123903	0,0140769	0,3443525	0,4981345	0,2633879	0,2570818	0,4912236	0,7203894	0,7658099	0,5938102	0,6911748	0,8156266	0,6141190	0,0059449	0,2437238	0,6618219	0,0178233	0,0245799	0,0936226	0,1881697	0,0369006	0,0493554	0,3526264	0,7980149	0,0622394	0,1732258	0,9034298	0,6188799	0,4105184	0,0487224	0,0544189	0,0377067	0,0456063	0,2351224	0,5548432

0	0,6403674	0,1902405	0,0061102	0,2700725	0,7062764	0,6390637	0,6854463	0,2962904	0,3305237	0,5274463	0,6948043	0,2545800	0,0230518	0,6895390	0,0084526	0,5761631	0,6110575	0,1843776	0,0783682	0,6785400	0,0531936	0,4729701	0,0509378	0,3586958	0,4281173	0,3010270	0,0110825	0,2824728	0,1901006	0,0434981	0,0311191	0,2488201	0,4532005	0,2965229	0,2011658	0,6533918	0,5864434	0,7304359	0,4873470	0,5927064	0,7794687	0,5501730	0,0114750	0,2351680	0,8430904	0,1215100	0,0302742	0,0785807	0,2676239	0,0542842	0,0584926	0,3845361	0,6673815	0,0199508	0,1839971	0,6271013	0,6612635	0,3032780	0,0667063	0,0288898	0,0114476	0,0952445	0,2794409	0,4707412
20	0,6687003	0,2792754	0,0002031	0,2683277	0,7718157	0,6886389	0,6307276	0,2103839	0,2618831	0,4715554	0,6553964	0,2495955	0,0097738	0,5924220	0,0086652	0,4699616	0,6253012	0,1249804	0,2365217	0,4976462	0,1275294	0,5436059	0,0459272	0,4465452	0,4844400	0,2048346	0,0997204	0,2033913	0,2713729	0,2074944	0,2395779	0,2448383	0,4505463	0,2959893	0,2076416	0,5996030	0,6416606	0,8014926	0,5526176	0,6912703	0,6830538	0,5829928	0,0195874	0,1340691	0,7102534	0,1249839	0,0424575	0,2068235	0,1967189	0,0340031	0,0612872	0,1622291	0,6991741	0,0355521	0,1729084	0,7117329	0,4968259	0,3233822	0,2665600	0,1335591	0,1310481	0,1292169	0,1958971	0,5082019
40	0,8481788	0,1836146	0,0000000	0,1626737	0,6741150	0,5861548	0,5582397	0,3011115	0,3013789	0,4618511	0,6797976	0,2975015	0,0109533	0,6852913	0,0045750	0,5418307	0,5182441	0,1313100	0,3470639	0,4146493	0,1338475	0,6152231	0,0151748	0,3938693	0,3477337	0,2095711	0,2351161	0,1221353	0,2006763	0,3422020	0,3156117	0,2561677	0,4449082	0,3709886	0,2546170	0,6090459	0,4520227	0,7965873	0,5498535	0,7307691	0,6068581	0,6895454	0,0101917	0,0688459	0,9117592	0,1674871	0,0195780	0,2590766	0,1892202	0,0873175	0,0591806	0,1270517	0,5171145	0,0196819	0,1405462	0,7458253	0,4715932	0,3459683	0,4900039	0,2779913	0,1572590	0,2744463	0,2970144	0,5738898
60	0,8085607	0,1925424	0,0001749	0,3062666	0,6405019	0,6555665	0,7551759	0,4132179	0,2855760	0,4604946	0,7219671	0,3835092	0,0038466	0,8177628	0,0021491	0,4734089	0,5362791	0,1503040	0,4872579	0,3775543	0,1242460	0,6862073	0,0339508	0,4101749	0,3364087	0,2777672	0,2955641	0,1761084	0,2370292	0,4359475	0,3828690	0,2799646	0,4574264	0,3128096	0,2208941	0,5069163	0,5235367	0,6135558	0,3760554	0,6254588	0,6885480	0,7275375	0,0068619	0,0724642	0,6559327	0,1323171	0,0366420	0,2146847	0,1845937	0,0779962	0,0595669	0,1830948	0,6338084	0,0359964	0,1970222	0,6834419	0,5334388	0,2746116	0,4822799	0,3329860	0,2633802	0,3489506	0,3918782	0,6903236
80	0,7167297	0,1985923	0,0004917	0,2685525	0,7357779	0,7052476	0,7558586	0,3397420	0,3732668	0,3759076	0,6380203	0,4392148	0,0038793	0,8056589	0,0188257	0,4633691	0,6056838	0,1862829	0,5630291	0,3179500	0,1388718	0,5582896	0,0438224	0,3437344	0,4233012	0,2712620	0,2759639	0,1575116	0,2070981	0,4486559	0,5203958	0,2615611	0,4871639	0,2686043	0,2344418	0,5565064	0,4397542	0,5270010	0,3908717	0,7244534	0,8016092	0,6775209	0,0096129	0,0494678	0,6445913	0,0776176	0,0124200	0,3709589	0,2244727	0,0442110	0,0661414	0,1390431	0,5853061	0,0274262	0,1407577	0,6650581	0,5246624	0,2418597	0,5572034	0,3721599	0,3593444	0,3355683	0,2676087	0,6210714
100	0,6200255	0,2314657	0,0014231	0,3181554	0,8575419	0,7489663	0,8270410	0,2881185	0,3394421	0,4277938	0,7219657	0,2946866	0,0017780	0,6992012	0,0166520	0,3894049	0,5487151	0,2090223	0,5021954	0,2213192	0,1823950	0,6400928	0,1036173	0,3406956	0,4101645	0,2936616	0,2807200	0,1465813	0,2165381	0,4366908	0,5470160	0,3861738	0,3714993	0,2286813	0,2093787	0,5130386	0,3282868	0,4938352	0,2340491	0,6484428	0,9792713	0,7812452	0,0185151	0,0140212	0,6741335	0,0965064	0,0286960	0,3782706	0,1728065	0,0677400	0,0694069	0,1498718	0,7359573	0,0516039	0,1393100	0,6838392	0,5342229	0,1938021	0,7131229	0,3974964	0,2482329	0,2826905	0,3498989	0,5411585
120	0,6982108	0,2299496	0,0000984	0,1828842	0,8427613	0,5792013	0,7378690	0,3157035	0,3199274	0,4195446	0,7437939	0,3520961	0,0018177	0,6810835	0,0182798	0,4232072	0,5496769	0,2293840	0,5254667	0,1664752	0,2070957	0,7407597	0,1093015	0,4210522	0,4273254	0,2804030	0,2919906	0,1960628	0,2108877	0,4719583	0,4229102	0,2504233	0,5319413	0,2644224	0,1803935	0,5198055	0,3140798	0,4205277	0,3106250	0,6663413	0,6840300	0,6313556	0,0100568	0,0131977	0,7294042	0,1490864	0,0317888	0,3062619	0,1413645	0,0254037	0,0369152	0,0882984	0,6315880	0,0284710	0,1502625	0,6132784	0,5466731	0,1835940	0,6539806	0,3427962	0,2538012	0,1612310	0,4343180	0,4927825
140	0,6355149	0,2215204	0,0001320	0,2004712	0,7432800	0,5974147	0,8383892	0,2847216	0,3162871	0,5311841	0,7697683	0,2497533	0,0035589	0,6161457	0,0065584	0,4341804	0,5352965	0,2419440	0,6041097	0,0857374	0,2113799	0,5675521	0,0295298	0,4330652	0,5026532	0,2238148	0,4128163	0,2543432	0,2188371	0,5740100	0,5593850	0,2789162	0,5345826	0,3695349	0,2142639	0,6056687	0,2406220	0,2688446	0,2565997	0,6690935	0,8082630	0,6919812	0,0106744	0,0125715	0,5594627	0,0990697	0,0207197	0,3304181	0,2397166	0,0249125	0,1106378	0,1106205	0,7278330	0,0282718	0,2044362	0,6569428	0,6957543	0,1284780	0,7293782	0,2934809	0,2750578	0,1251372	0,6025156	0,6162117
160	0,6217712	0,3363340	0,0000000	0,2560763	0,8243037	0,7779590	0,6446821	0,2822870	0,4423303	0,4182380	0,7255075	0,2522796	0,0038762	0,7166648	0,0059077	0,4929821	0,6550773	0,2057113	0,7242586	0,0366511	0,3063950	0,6797984	0,0772165	0,3641835	0,3079404	0,3048275	0,3951693	0,1812283	0,1521425	0,5068851	0,5104807	0,3086842	0,5012090	0,3529245	0,1606594	0,5918071	0,1583112	0,2638625	0,2185483	0,7471003	0,8419683	0,7751304	0,0076558	0,0054830	0,4625270	0,1760841	0,0146285	0,3315222	0,2033940	0,0277601	0,0395666	0,0831322	0,6714272	0,0240123	0,2383297	0,6394416	0,6473000	0,1373719	0,5899711	0,3645225	0,2608629	0,2660858	0,5424040	0,5379985
180	0,6878393	0,2617287	0,0003543	0,2570341	0,7297662	0,6507734	0,7123336	0,3093915	0,3946629	0,5170508	0,7270092	0,2890175	0,0023087	0,7291307	0,0018785	0,4690532	0,7258974	0,1479908	0,6271076	0,0375260	0,3024125	0,6467119	0,0451969	0,3059145	0,4440459	0,2123161	0,4347152	0,2234753	0,1462512	0,6359167	0,5467602	0,3009773	0,5143421	0,2847688	0,2567790	0,5603381	0,1274756	0,1535036	0,1908121	0,7742338	0,7175993	0,7072425	0,0143111	0,0108067	0,4444778	0,1471818	0,0120102	0,3441362	0,1770943	0,0252636	0,0409574	0,0757421	0,6699148	0,0170684	0,1654899	0,7250120	0,5813398	0,1074999	0,7411643	0,2875538	0,2605019	0,4178044	0,6151272	0,5529838
200	0,7070552	0,2773836	0,0001911	0,3254905	0,7254105	0,7509921	0,8356466	0,3515055	0,3680116	0,5322113	0,8712574	0,3515811	0,0058564	0,6052636	0,0053529	0,3726621	0,7940514	0,1190575	0,5972925	0,0499729	0,2964862	0,7575522	0,0957412	0,3731028	0,4194033	0,2142688	0,4178591	0,1441712	0,2131768	0,4987766	0,5924296	0,3326484	0,4956338	0,2861772	0,2725327	0,5755453	0,0928089	0,1396765	0,1872595	0,6377236	0,6798881	0,6581115	0,0088448	0,0090751	0,3138646	0,2474852	0,0277175	0,3316545	0,2241227	0,0282121	0,0335192	0,0711006	0,6551870	0,0277950	0,1969298	0,6369668	0,6099204	0,0688575	0,6402731	0,3017033	0,3228673	0,2969455	0,5671648	0,5339130
220	0,6949213	0,2876448	0,0003491	0,2652962	0,7869461	0,8665940	0,7524479	0,2813867	0,2720187	0,5332302	0,7876390	0,3875371	0,0014342	0,6916447	0,0004102	0,5143808	0,7262160	0,1240752	0,6446970	0,0154157	0,2575624	0,6706130	0,0456761	0,4102247	0,4298915	0,1684794	0,3966252	0,2555992	0,1510775	0,5702984	0,5959256	0,3126485	0,4016393	0,2498245	0,1952534	0,5588699	0,0539350	0,1127547	0,1557613	0,7672623	0,6542636	0,6685160	0,0147928	0,0035490	0,2305917	0,2025811	0,0190842	0,4058573	0,2139983	0,0510133	0,0377179	0,1071536	0,7281222	0,0227994	0,2165971	0,7028739	0,6964783	0,0357568	0,5980310	0,3245875	0,3088991	0,3660540	0,5013330	0,5642186
240	0,6771498	0,2666961	0,0017115	0,2572838	0,6375535	0,7262663	0,7009879	0,2825918	0,4006855	0,4069283	0,6537390	0,4503490	0,0000000	0,6732949	0,0040025	0,5080502	0,6123588	0,1933469	0,5846662	0,0238893	0,2970275	0,6739092	0,0474434	0,3247824	0,4409088	0,1887126	0,3686858	0,1834292	0,1716924	0,4165693	0,5370134	0,3650309	0,4106669	0,3269202	0,2563857	0,6142472	0,0373084	0,1013195	0,1138365	0,7244007	0,6821188	0,7391336	0,0103236	0,0049081	0,1109248	0,2122515	0,0265882	0,3472576	0,1585185	0,0518827	0,0630961	0,1540806	0,6390787	0,0338495	0,1118060	0,5732869	0,7464795	0,0468754	0,6500465	0,3350050	0,2518450	0,2814772	0,5271538	0,5638444
260	0,8040798	0,2919969	0,0008787	0,2193493	0,7542920	0,6580896	0,6979996	0,3624130	0,4165169	0,4351016	0,7382555	0,3202721	0,0013852	0,7235466	0,0017435	0,3363764	0,6001942	0,1919142	0,6989648	0,0213506	0,3607314	0,7577074	0,0520986	0,3912367	0,3618107	0,2425613	0,3520189	0,2258750	0,2328110	0,3970336	0,5486559	0,2493842	0,5432381	0,3414111	0,2525675	0,6369098	0,0462669	0,0977338	0,1113376	0,6776514	0,9102635	0,8121047	0,0058376	0,0003868	0,0643469	0,0920073	0,0175242	0,3222193	0,1640156	0,0485510	0,0303031	0,0597627	0,6028761	0,0304873	0,2280782	0,6791937	0,5851134	0,0432959	0,7320517	0,3375939	0,3214466	0,2658215	0,6250661	0,5031276
