"Time"	glrR	glmY	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	rstA	rcsB	rcsA	fhlA	hyfR	gadE	ydeO	evgA	csgE	csgG	csgF	sra	yjbE	yjbF	yjbG	yjbH	tdcB	tdcC	mdtF	tdcF	tdcE	mdtE	tdcD	tdcG	ompF	osmB	wzb	rprA	wzc	wcaB	wza	wcaA	bdm	hyfA	sgbE	yiaO	yiaK	hyfI	hyfJ	ftsZ	focB	hyfG	yiaL	yiaN	hyfE	hyfB	sgbU	ftsA	hyfD	hyfC	lyxK	sgbH
820	0,6630891	0,1156932	0,4406727	0,5252092	0,2689324	0,7050357	0,3930323	0,7092392	0,4199167	0,1720070	0,3158788	0,3986413	0,8391665	0,6709045	0,3198136	0,7916518	0,6773944	0,6127840	0,4499460	0,7427548	0,1705377	0,1950850	0,2200448	0,0998919	0,5853431	0,7280301	0,7371530	0,6454523	0,6443734	0,5082252	0,6598830	0,4536327	0,4841239	0,5374962	0,6498346	0,3318032	0,1343660	0,1111695	0,4561726	0,6421548	0,4963494	0,6504876	0,5397453	0,0933609	0,4875876	0,7507408	0,5832568	0,2963627	0,3903431	0,7073810	0,6486573	0,2537118	0,5924243	0,7424956	0,0942747	0,6783445	0,6978623	0,4756715	0,2275077	0,8805512	0,4534382	0,6642515	0,5663458	0,5786956
840	0,6234248	0,1474965	0,4409480	0,4834859	0,1654454	0,7184324	0,4783451	0,7355827	0,4088274	0,1517294	0,5152734	0,4520884	0,6289427	0,7672749	0,3713180	0,7021876	0,7155215	0,5759956	0,4683451	0,8536431	0,1477863	0,2407612	0,2221779	0,1243513	0,7216502	0,6169106	0,7837708	0,6206213	0,6969714	0,4727989	0,6745787	0,4593030	0,5937686	0,5401841	0,5858668	0,2954062	0,1940960	0,1202604	0,4348485	0,7495193	0,4242636	0,8015102	0,4937369	0,1018010	0,4067552	0,7001885	0,5801077	0,3539307	0,2374571	0,6230057	0,6213859	0,2387214	0,6569664	0,8473365	0,0867101	0,6519645	0,6866391	0,4503529	0,1789700	0,7889453	0,5310806	0,6780934	0,5463941	0,7188514
860	0,7342392	0,1219732	0,4870313	0,5167321	0,1993468	0,7309295	0,4259212	0,7950891	0,3718115	0,2123084	0,4125045	0,5305592	0,7145029	0,7330132	0,2718034	0,7312097	0,6352365	0,6213724	0,5306726	0,7374711	0,1677707	0,2656247	0,1951473	0,1031494	0,7005321	0,7458608	0,7405471	0,5666491	0,5704742	0,4748762	0,6271834	0,5208731	0,4672623	0,4479589	0,5717822	0,3169389	0,1968256	0,1260010	0,4311218	0,6614526	0,4281576	0,7001512	0,4429309	0,0942119	0,4020869	0,7001252	0,6880788	0,3887533	0,2430502	0,6693388	0,6326964	0,3725033	0,5929960	0,7117208	0,0787615	0,6092741	0,6787536	0,4350765	0,1718304	0,7148248	0,5335040	0,6908739	0,5111540	0,5678845
880	0,6723466	0,1363710	0,4478070	0,5290161	0,2950987	0,7175838	0,5072985	0,9015869	0,4622552	0,1519756	0,3959353	0,5240750	0,8486351	0,6552309	0,3440411	0,5670398	0,7040804	0,5763774	0,4792242	0,6805903	0,2341431	0,2245407	0,2474759	0,0619471	0,4351159	0,7802762	0,7315130	0,6023478	0,7159716	0,3789784	0,7775102	0,5274905	0,5064152	0,6042011	0,5992100	0,3636789	0,2357215	0,1059211	0,4235842	0,8907385	0,4776765	0,6893108	0,3918461	0,0827751	0,4695515	0,6760281	0,5328241	0,4078993	0,2772908	0,6304204	0,6143719	0,2754585	0,6739627	0,6292720	0,0730986	0,4821042	0,6544384	0,5846350	0,2613729	0,7979849	0,4900738	0,6210793	0,5788193	0,5956699
900	0,7629073	0,1649932	0,3825952	0,4364319	0,2507570	0,6627717	0,4435980	0,6936723	0,3906763	0,1894446	0,3989101	0,5158979	0,8137129	0,6796198	0,4710314	0,7651659	0,5700419	0,5627383	0,4504279	0,7072255	0,2229843	0,2838446	0,2255194	0,0768160	0,4857261	0,8183886	0,7698232	0,6640782	0,5143597	0,4800746	0,7970830	0,5805867	0,5079621	0,5382457	0,6053728	0,3251189	0,1264683	0,1504303	0,4364479	0,5732969	0,5539350	0,5734375	0,4653385	0,1136544	0,5058701	0,7083384	0,5465707	0,2862320	0,3052078	0,6309717	0,6477794	0,3673619	0,6146216	0,6860018	0,0754446	0,6045473	0,5963102	0,5217214	0,2153572	0,9226410	0,4946621	0,6602000	0,5632483	0,6303537
920	0,7383124	0,1090916	0,3564167	0,5268425	0,2564060	0,6390921	0,3981614	0,7518942	0,5302614	0,1787990	0,3829939	0,5188311	0,6719953	0,5237505	0,3744359	0,7834210	0,6044001	0,6312513	0,4654175	0,7757010	0,2245890	0,2888905	0,2170766	0,1177910	0,5248223	0,9041598	0,5858020	0,7680759	0,5793735	0,5422422	0,6761454	0,4966404	0,5092321	0,5742210	0,6851601	0,4499447	0,1649995	0,0809532	0,4554645	0,6528942	0,4638308	0,6944765	0,4152943	0,1250165	0,3863119	0,5741964	0,6803391	0,2380442	0,3314026	0,5812353	0,7043139	0,3851523	0,5826436	0,5744888	0,0701081	0,5846893	0,6500214	0,4535899	0,3233242	0,7752250	0,5431353	0,6350194	0,4788352	0,6456857
940	0,7329081	0,1591430	0,5462056	0,4783588	0,2589483	0,6537486	0,4088490	0,5906549	0,4327965	0,2193599	0,3998454	0,4153506	0,7509137	0,6185896	0,4218732	0,8787693	0,5852668	0,5396766	0,4732557	0,6601157	0,2342048	0,1852809	0,2159112	0,0919672	0,4776757	0,7786398	0,6467246	0,6045842	0,5561363	0,5152788	0,7465988	0,5762376	0,4755125	0,5515956	0,5200901	0,3834977	0,2096380	0,1641911	0,3726512	0,6531332	0,3906643	0,7819132	0,4871491	0,1121234	0,5365304	0,5387023	0,5476478	0,2150468	0,3165916	0,6415209	0,6294293	0,3989879	0,5265760	0,5716543	0,0697096	0,6791432	0,7488156	0,4280383	0,2610654	0,7186464	0,5944198	0,5776578	0,5179609	0,6339567
960	0,7095029	0,1029513	0,3643655	0,4969321	0,2729684	0,7074888	0,5064000	0,8028049	0,4128794	0,1808718	0,4308059	0,5819340	0,7560021	0,7206063	0,4521220	0,7208112	0,6472795	0,6116072	0,4079408	0,7127837	0,2144039	0,2585430	0,1742819	0,1357244	0,5702282	0,7986812	0,7204060	0,6775792	0,5377601	0,5034409	0,7528244	0,5050173	0,5675805	0,5652447	0,5825371	0,5173167	0,1909653	0,1374355	0,4683734	0,7209212	0,4090726	0,5924245	0,4210042	0,1068494	0,4556730	0,5647206	0,5626446	0,3299359	0,3828139	0,6106481	0,5808186	0,3759769	0,5213036	0,7103014	0,0778449	0,6898670	0,6530325	0,4026860	0,2570033	0,8414340	0,5872914	0,6120145	0,6597560	0,6120962
980	0,7246225	0,1500311	0,3794762	0,3989733	0,2428241	0,6999864	0,4621853	0,7533734	0,4504873	0,1889667	0,3856650	0,5496343	0,7497506	0,8245624	0,3897327	0,6929579	0,5652434	0,6126474	0,4276273	0,7814830	0,2419574	0,2011761	0,2247630	0,0922458	0,4708826	0,7956854	0,6814437	0,6749227	0,5821045	0,4397000	0,7272943	0,4736006	0,4155232	0,5309708	0,6600658	0,3793265	0,1907050	0,1386407	0,4579093	0,6671571	0,4498301	0,5772880	0,5585061	0,1258562	0,5305178	0,5821501	0,6585679	0,2959940	0,2911175	0,6077813	0,6503428	0,3114010	0,4799315	0,7218729	0,1148216	0,6169893	0,7137774	0,4276399	0,3479248	0,7046128	0,6111276	0,5678285	0,5773556	0,6556820
1000	0,7973650	0,1747928	0,4099715	0,4865491	0,1894018	0,7230769	0,3938992	0,6854384	0,4935175	0,1504085	0,4187448	0,4792368	0,6396345	0,7371758	0,3965118	0,6633430	0,4789934	0,5514563	0,4686446	0,7586668	0,2288063	0,1962975	0,1850680	0,1000023	0,4162573	0,7361907	0,6823111	0,5416790	0,6119918	0,3853553	0,7165418	0,5150923	0,4785205	0,5873247	0,6656839	0,3750104	0,1949330	0,1606656	0,4165502	0,6675485	0,5621040	0,5561517	0,5360816	0,1488318	0,4375606	0,6473517	0,6048243	0,2681825	0,1913037	0,7250249	0,6312350	0,3905135	0,4696385	0,7228601	0,0611314	0,6230760	0,5933611	0,5540242	0,2523077	0,6933863	0,4902750	0,5695610	0,5425739	0,5796063
1020	0,7829619	0,1360342	0,4212930	0,4116251	0,1770261	0,6349288	0,4475748	0,7055632	0,4608403	0,1549324	0,4040994	0,5517724	0,7763345	0,8013542	0,3640421	0,6598046	0,5350686	0,6081269	0,4341399	0,7213218	0,2299007	0,1585885	0,1474135	0,0973807	0,5931375	0,7535066	0,7638405	0,6607141	0,5860287	0,6424858	0,6764758	0,4659073	0,4627494	0,6392886	0,6530418	0,3934999	0,1440200	0,1912234	0,4460341	0,6849843	0,4912418	0,5316790	0,4798838	0,1180441	0,4897324	0,5917669	0,6318095	0,2872783	0,2232880	0,7224663	0,5574240	0,2946078	0,4807364	0,6797787	0,0762454	0,5871379	0,7061325	0,5079412	0,2120861	0,6264967	0,6157900	0,4780256	0,5787253	0,5618668
1040	0,5893170	0,2350828	0,4767921	0,4420770	0,2450762	0,7856259	0,4301264	0,6395580	0,5026704	0,1773717	0,3496938	0,5651762	0,7509913	0,8801294	0,3854867	0,7196060	0,5982305	0,6080361	0,4161014	0,8286113	0,1726446	0,1457943	0,1763833	0,0634298	0,5093754	0,7696233	0,7388962	0,6380478	0,6589738	0,4475353	0,6445428	0,5280028	0,5300952	0,6349851	0,6337275	0,3851672	0,1615159	0,1348902	0,5444213	0,6348856	0,4234290	0,6565991	0,4578610	0,1396419	0,3879533	0,6113502	0,6979278	0,4603907	0,2665461	0,6649727	0,5926721	0,3882274	0,4818846	0,7539497	0,1157198	0,5448010	0,7888297	0,4942127	0,2544164	0,7367631	0,5375774	0,6235313	0,4511236	0,6733902
1060	0,6479792	0,1928562	0,5502536	0,4658784	0,2868364	0,7406954	0,3994772	0,6661835	0,5117860	0,1907317	0,2933935	0,4085466	0,8562609	0,6214527	0,3535371	0,7058968	0,5598602	0,4824174	0,4022740	0,7610045	0,1887304	0,1925529	0,1624822	0,1123718	0,5802921	0,7282512	0,7685053	0,6156727	0,5383534	0,6276482	0,7079005	0,5517538	0,5860772	0,5265490	0,7482916	0,3772948	0,2000510	0,1289370	0,5228493	0,8086760	0,4559556	0,6611522	0,4771587	0,0980803	0,3762553	0,8138207	0,7340368	0,3432896	0,1915645	0,8124983	0,6652967	0,4108842	0,4623243	0,6983974	0,0498133	0,5476880	0,6818408	0,4981868	0,2683900	0,7500241	0,5943352	0,7222366	0,4927216	0,5159539
1080	0,7084490	0,1583419	0,3937568	0,4096618	0,2353458	0,7109898	0,4507221	0,6137834	0,4864166	0,1961562	0,3342840	0,5118063	0,6749331	0,7984266	0,4081876	0,6274452	0,6163124	0,6393804	0,4098438	0,5971734	0,1586525	0,1596605	0,1561823	0,0760877	0,4516645	0,7546019	0,6432368	0,6014390	0,6509166	0,4600972	0,7184767	0,5492840	0,5532180	0,6035840	0,5549889	0,3449034	0,2049852	0,1537575	0,4166307	0,5980959	0,5652412	0,6397175	0,5337577	0,1425741	0,5136380	0,7294183	0,6570673	0,2485743	0,1881366	0,7243093	0,6312624	0,3969428	0,5047885	0,5826093	0,0475364	0,5452833	0,7125936	0,4908644	0,2225686	0,8190568	0,4853724	0,6611580	0,4613156	0,6352305
1100	0,6451926	0,0933320	0,3239693	0,4954221	0,2894085	0,7058119	0,4580232	0,6369345	0,5397623	0,1806980	0,2961085	0,5279104	0,8081880	0,6446240	0,3998905	0,9009731	0,6311896	0,4951836	0,5219828	0,7725717	0,1539437	0,1664803	0,1513819	0,0574394	0,5207062	0,7458518	0,7024546	0,7247274	0,6417579	0,3836042	0,6631773	0,4680529	0,6437791	0,5960407	0,6266172	0,4131176	0,1590916	0,2110831	0,4012614	0,8334884	0,4254497	0,6580215	0,6760763	0,1164789	0,3948937	0,8145023	0,5787795	0,3766639	0,1800500	0,6580916	0,5704393	0,4049182	0,3701831	0,6703600	0,0666836	0,6127571	0,6567347	0,5661572	0,2688790	0,7566786	0,5511018	0,6967359	0,4058926	0,7033522

0	0,6208151	0,1483172	0,4843328	0,5044128	0,2205697	0,6665295	0,3700370	0,6418144	0,3982289	0,2048470	0,4150202	0,5879306	0,6907854	0,7061498	0,4595361	0,7959689	0,6105112	0,5455077	0,5673104	0,7633092	0,2722171	0,1547370	0,2095062	0,0724147	0,6567617	0,6246495	0,7556319	0,6875162	0,5718304	0,4370068	0,6131869	0,6070099	0,4566518	0,6478255	0,6334311	0,3424079	0,1605310	0,1678730	0,5423827	0,7087915	0,4741947	0,7205193	0,3972525	0,0979382	0,5280208	0,7403703	0,6630898	0,3362919	0,3077846	0,6707268	0,7537501	0,4068857	0,4888362	0,7418715	0,0996290	0,4883971	0,5938839	0,5110067	0,1836371	0,6965045	0,5525368	0,6903115	0,4855717	0,6176109
20	0,7021992	0,2057879	0,4992326	0,5031139	0,2361563	0,7602250	0,4312586	0,7017886	0,4136465	0,2195813	0,3558594	0,5704143	0,6770533	0,6771484	0,4465268	0,6917183	0,6090716	0,6461687	0,4336467	0,6597465	0,3288312	0,1565236	0,1939869	0,0812422	0,5996478	0,6060464	0,7393488	0,7144782	0,6600325	0,6009286	0,8109732	0,5494138	0,4530085	0,6581346	0,7168007	0,3354653	0,1129677	0,2333767	0,5208767	0,5920385	0,6219316	0,5806730	0,6115590	0,1666245	0,4572544	0,7710684	0,6018202	0,3972637	0,3666078	0,7979202	0,5320375	0,4978384	0,4708870	0,6110839	0,1040181	0,6148240	0,5644251	0,6255985	0,2500670	0,7131815	0,6367709	0,6235025	0,5389029	0,5480533
40	0,5266490	0,2236284	0,4263694	0,5934103	0,2283349	0,8078584	0,4534650	0,7545790	0,4137685	0,2394205	0,3105427	0,6097358	0,6591320	0,7049042	0,3742725	0,6660961	0,6460711	0,5711492	0,5115591	0,7999313	0,2117340	0,1639423	0,2283312	0,1223542	0,6530286	0,7635838	0,7763960	0,6049078	0,6152074	0,4670657	0,7955157	0,5109419	0,5149400	0,4351692	0,6532826	0,3457353	0,1068426	0,3297757	0,5003422	0,6200911	0,5372323	0,6585682	0,4996825	0,1748929	0,5873794	0,6324370	0,7195740	0,4112634	0,3096595	0,6597249	0,5232272	0,3530060	0,4142762	0,7712117	0,1152756	0,5625345	0,7365853	0,5487883	0,2462835	0,7017674	0,6534067	0,6857922	0,5081156	0,6797216
60	0,3849920	0,4233817	0,5242709	0,4922172	0,1075305	0,6745812	0,5826388	0,7210202	0,4889320	0,2614649	0,3280170	0,6330711	0,6626126	0,7594684	0,3499013	0,7024945	0,6140291	0,6361917	0,5492392	0,7531766	0,3149093	0,1668247	0,2080860	0,0648336	0,6992393	0,8278597	0,7784428	0,6914935	0,6716453	0,4253757	0,7323737	0,4805608	0,4318702	0,6782683	0,8071809	0,3920302	0,1112744	0,2622099	0,4727143	0,6584558	0,6092845	0,6384247	0,5067520	0,1458293	0,6895219	0,6928723	0,6705854	0,3795338	0,3115629	0,7961321	0,5859886	0,4605035	0,4948277	0,6875210	0,0985869	0,5318366	0,5564352	0,4774379	0,2393765	0,7073777	0,5875143	0,5866729	0,5726959	0,6787474
80	0,4724485	0,3739375	0,5339381	0,4469854	0,0761885	0,6117701	0,5577320	0,7504638	0,4062203	0,2256872	0,2729538	0,5845110	0,6621011	0,7029584	0,3563807	0,6791749	0,6772952	0,6394607	0,4128903	0,7330835	0,2687400	0,2076686	0,2391131	0,0938620	0,6415581	0,7578363	0,7381387	0,8691574	0,5151348	0,5158428	0,6250948	0,4971844	0,4435821	0,5442775	0,6475949	0,2941911	0,2042560	0,2922600	0,4424091	0,6535972	0,6486346	0,7881222	0,4267394	0,1762707	0,5838800	0,5399565	0,7156230	0,3583735	0,3348999	0,5734101	0,6178330	0,3046099	0,4333605	0,6718497	0,1278755	0,6763597	0,5195399	0,5094883	0,2504502	0,7862218	0,5763649	0,7169378	0,4999081	0,6107540
100	0,3566358	0,5279426	0,4491935	0,4538015	0,0442053	0,7452695	0,6161680	0,6598250	0,5222000	0,1986489	0,3068070	0,5339376	0,7141924	0,6797992	0,3199720	0,5413087	0,6111069	0,5706976	0,5417423	0,7254445	0,2454966	0,2076522	0,1563236	0,0897583	0,6905388	0,7738150	0,6630650	0,7211096	0,6853394	0,4833465	0,7391061	0,5521515	0,4550265	0,5929331	0,8402819	0,4689622	0,0769223	0,3464231	0,4847721	0,7003095	0,4716898	0,7609332	0,4389753	0,1713681	0,5213989	0,7355758	0,6654193	0,5051479	0,3014813	0,7317758	0,6508505	0,3863646	0,5109797	0,6940321	0,0753499	0,5619948	0,6546805	0,5827274	0,2743594	0,8477937	0,6833008	0,6508396	0,5907210	0,6052455
120	0,2729142	0,4680113	0,4057598	0,5108090	0,0273985	0,7965774	0,5949883	0,6631398	0,5470843	0,2045593	0,2106870	0,5800017	0,6363010	0,7548858	0,3356683	0,6159332	0,7579142	0,5690418	0,5019634	0,6002705	0,2460608	0,1686282	0,2480065	0,0684515	0,6098322	0,8468400	0,7947811	0,7282847	0,6593389	0,4224754	0,5821868	0,5551870	0,5209560	0,5550659	0,7126763	0,4471340	0,1148492	0,4862664	0,4439943	0,8711146	0,7150159	0,6713358	0,4056367	0,1597861	0,5465720	0,6833508	0,6774006	0,5613218	0,2879198	0,6739100	0,5601215	0,2503780	0,5001875	0,5013973	0,1060357	0,6733118	0,5729465	0,6361340	0,3376242	0,8407208	0,5940882	0,7165656	0,5381998	0,7063617
140	0,2284217	0,5640577	0,5140234	0,4891894	0,0140388	0,7091256	0,6198137	0,7461963	0,5386468	0,1758801	0,3253445	0,5874668	0,8036513	0,7617244	0,4024178	0,6745413	0,6177320	0,4867873	0,4830572	0,6610489	0,2670333	0,1827229	0,2412169	0,0914490	0,6257177	0,6930973	0,6371977	0,6847983	0,7713560	0,5224993	0,6464691	0,6123298	0,4944825	0,4873300	0,7207903	0,4240086	0,1254563	0,5410244	0,4691850	0,8136265	0,5459718	0,7121321	0,4353399	0,1570227	0,6166244	0,5826114	0,6433338	0,6035443	0,2400345	0,6535885	0,5631072	0,2874834	0,4455195	0,6208938	0,0925800	0,4891651	0,6886381	0,5369100	0,2542196	0,6860133	0,4951649	0,6091590	0,5419186	0,5811112
160	0,3599480	0,5274704	0,4397825	0,3992074	0,0109633	0,6664846	0,5681428	0,6698220	0,4697725	0,1739817	0,3320419	0,5568954	0,7737946	0,7421157	0,3592007	0,6885066	0,5597962	0,5869562	0,4838736	0,7917724	0,2871106	0,1969496	0,1376513	0,0899660	0,5569864	0,7835286	0,6742644	0,7465419	0,7553477	0,4235187	0,5860784	0,5869332	0,5767179	0,4826536	0,7040014	0,5194135	0,1555968	0,4252653	0,4179996	0,8750059	0,4453596	0,6528498	0,5530101	0,1490506	0,5471852	0,6430063	0,6161363	0,6481187	0,2999803	0,6651202	0,8214095	0,3503677	0,5388146	0,6882478	0,1408152	0,5950647	0,5872050	0,5070892	0,2710412	0,7384269	0,5319764	0,5557415	0,6116498	0,5990005
180	0,3276147	0,5150834	0,4113358	0,4269319	0,0155212	0,6253393	0,4763434	0,7836520	0,4216423	0,2432288	0,2854420	0,6049586	0,6178204	0,6890952	0,3225929	0,6681143	0,6506860	0,6720088	0,4797651	0,7355086	0,2678601	0,2477323	0,1088889	0,0857547	0,6099942	0,7345584	0,8171184	0,7334762	0,7124555	0,4175441	0,7284738	0,6136916	0,6769950	0,5310105	0,6624825	0,4840266	0,1349831	0,5947231	0,5686352	0,7331020	0,4980502	0,5693742	0,4936280	0,1792039	0,4750982	0,5805942	0,7268509	0,6178797	0,2480215	0,8645882	0,6245755	0,3963863	0,5348047	0,5180128	0,1239018	0,6469703	0,6217938	0,4844060	0,2036232	0,7051847	0,5396922	0,6805816	0,5968260	0,6447435
200	0,2831756	0,6897780	0,5157435	0,3792746	0,0093253	0,7967517	0,6787703	0,7301495	0,4888521	0,2418790	0,3740485	0,6318324	0,8039043	0,7588230	0,3416853	0,6197773	0,7910524	0,6344230	0,4467026	0,7543087	0,2247579	0,1997449	0,1404791	0,0798164	0,7099366	0,6798903	0,6542251	0,7243827	0,6881522	0,4500485	0,7499229	0,5609530	0,6893636	0,5675014	0,7857045	0,4364439	0,1533497	0,6584421	0,3673097	0,7562613	0,4302459	0,7203212	0,5653057	0,1624087	0,5246667	0,6153767	0,5897317	0,6708802	0,2592632	0,6890935	0,6889923	0,4031857	0,6042263	0,6089854	0,1167859	0,6496195	0,6369218	0,5088658	0,3097088	0,6330058	0,5236590	0,6081072	0,6218167	0,7650472
220	0,3870892	0,6174836	0,4062511	0,5327773	0,0072334	0,7181330	0,5794801	0,7736051	0,4064231	0,1686478	0,2836857	0,6651162	0,6459293	0,7212943	0,3182995	0,7766908	0,6097505	0,6031328	0,4318647	0,8162116	0,2466574	0,1972693	0,1980491	0,1305735	0,6242446	0,7505364	0,7044696	0,7194206	0,6616205	0,5151228	0,7846096	0,5880283	0,7949009	0,6251684	0,7197331	0,4493900	0,1608089	0,5909738	0,4449553	0,8287260	0,5867822	0,5810544	0,4934767	0,1936251	0,4086390	0,5903868	0,6755520	0,7027225	0,3011621	0,6961879	0,6692649	0,3466262	0,4968926	0,7017670	0,1148655	0,6438466	0,6150444	0,5792910	0,2411032	0,7012201	0,6207831	0,7942460	0,4626080	0,6378101
240	0,4252330	0,5872933	0,4144861	0,4612852	0,0042300	0,7101794	0,4992556	0,6893702	0,5374360	0,2548932	0,3086862	0,4797704	0,7758963	0,6423402	0,5171815	0,5847875	0,7306208	0,6756522	0,3827982	0,7079003	0,2034609	0,2761709	0,2425196	0,1376157	0,5864016	0,7786927	0,7002021	0,8417857	0,7139261	0,5274520	0,6940332	0,5520381	0,5335373	0,4742838	0,6762726	0,5305511	0,1549710	0,5792444	0,4069240	0,6893189	0,4852477	0,7937867	0,5239046	0,1592597	0,3942406	0,6209518	0,5816659	0,6384011	0,2895477	0,6718349	0,6878898	0,3602829	0,6105004	0,6336140	0,1093985	0,6682895	0,6096322	0,5791039	0,2394783	0,6919854	0,5552394	0,6761775	0,5504188	0,6423865
260	0,4070544	0,5956709	0,4872033	0,5137428	0,0077522	0,7640831	0,5867514	0,5503308	0,4318677	0,1446121	0,3049933	0,5743758	0,6278605	0,7201565	0,3527830	0,6994635	0,6248260	0,6615404	0,4009739	0,7383296	0,2014707	0,3149104	0,2072314	0,1337157	0,7635608	0,7045115	0,6948817	0,7254260	0,7216763	0,5301363	0,7647333	0,5401084	0,5775893	0,5270592	0,8660203	0,4191874	0,1215269	0,6272527	0,3369660	0,7866947	0,5314872	0,8760749	0,6906949	0,1323517	0,4174176	0,6432509	0,4918621	0,7203455	0,3045950	0,7715332	0,6939158	0,5386359	0,4671471	0,7019896	0,0797181	0,6565542	0,6008799	0,6366462	0,2950125	0,8150931	0,5615288	0,5867853	0,4931750	0,6268990
280	0,3607245	0,5302158	0,3905137	0,4380860	0,0079378	0,6617104	0,5630541	0,6905732	0,4333756	0,1673121	0,2380494	0,5132078	0,7540439	0,6810221	0,3850475	0,6328964	0,5849318	0,5840658	0,4949772	0,6414790	0,2230030	0,2216362	0,2056662	0,0963896	0,6284374	0,7467348	0,6469297	0,7174630	0,6350116	0,5369769	0,4932966	0,5190119	0,5179354	0,6110668	0,6538879	0,5320286	0,1438163	0,5509232	0,3892981	0,7017442	0,5943585	0,6502210	0,5046754	0,1666130	0,5900082	0,6200659	0,6898607	0,8446454	0,1442156	0,7732242	0,7275136	0,4996858	0,5437045	0,5533128	0,0823484	0,6743865	0,5486362	0,5302307	0,2415849	0,7035809	0,4825591	0,5687401	0,5645791	0,7394104
300	0,3032800	0,6820429	0,4741806	0,5487667	0,0006939	0,6972569	0,5812330	0,7887399	0,4297862	0,1932653	0,3022344	0,5797355	0,6923188	0,6144128	0,4287947	0,7194160	0,6742412	0,6353832	0,4082745	0,6948815	0,2196040	0,2205331	0,1525108	0,1257234	0,6563198	0,7729071	0,7500708	0,6695310	0,7439994	0,4929046	0,5799844	0,5105224	0,5132722	0,6634502	0,7107015	0,3719069	0,1173807	0,6249543	0,3875327	0,7754054	0,7154399	0,7369556	0,5321204	0,1579266	0,4896781	0,6149180	0,5233651	0,6937169	0,2722041	0,6688192	0,6027688	0,3968481	0,5736394	0,6070672	0,0999595	0,6129984	0,6320099	0,5586354	0,2883104	0,6754259	0,4749106	0,7836074	0,5017007	0,7106390
320	0,3044704	0,5864028	0,5041439	0,6851797	0,0016028	0,6825649	0,5509517	0,8541553	0,5532440	0,1664743	0,3036871	0,4683251	0,7991505	0,5717078	0,4235792	0,7262207	0,6376870	0,5665437	0,4966349	0,7833994	0,2377330	0,2442364	0,2082081	0,1128465	0,6175988	0,6627178	0,7022343	0,7546679	0,7648801	0,5080531	0,6116618	0,5669981	0,5365963	0,5247172	0,7463887	0,5234642	0,2084750	0,6837972	0,4012935	0,7629354	0,5789871	0,6724356	0,5384560	0,1118252	0,5220156	0,7400450	0,8073821	0,5748626	0,3050797	0,7762020	0,6197478	0,3448831	0,6285192	0,5729810	0,0563627	0,6753603	0,5583103	0,5415867	0,2264350	0,7040713	0,4772461	0,6878169	0,5192507	0,6549325
340	0,3270556	0,5634986	0,4236170	0,4287237	0,0015936	0,6933537	0,6627856	0,7622162	0,5421992	0,1783180	0,2645329	0,5455994	0,7294631	0,7578102	0,3266266	0,8376084	0,6792908	0,4138021	0,3862211	0,6876288	0,2650339	0,1876712	0,1653684	0,0967977	0,6869994	0,7310735	0,6985616	0,7056108	0,7970972	0,4568013	0,7945034	0,5666217	0,6661262	0,6395233	0,6679099	0,4590190	0,1522218	0,5251834	0,4241374	0,7136641	0,5513354	0,7593804	0,5494047	0,2213847	0,5227773	0,7143140	0,6988191	0,6939830	0,2413304	0,7128825	0,6712601	0,4023530	0,6421946	0,6250414	0,0663824	0,5200825	0,6597219	0,5875959	0,2087498	0,7324168	0,4591859	0,6329679	0,5854943	0,6300526
360	0,3143300	0,6628270	0,4672698	0,6577574	0,0051109	0,6749062	0,7712430	0,6944643	0,4630387	0,2037753	0,2077420	0,6658043	0,6434019	0,6662943	0,3904111	0,7885182	0,6676357	0,6920822	0,4342728	0,6545702	0,2434962	0,2226243	0,1554008	0,1147206	0,6314560	0,6969991	0,5864747	0,7165078	0,6897370	0,4186351	0,8235838	0,5492157	0,6237745	0,4862980	0,6547615	0,4545425	0,2170730	0,5396787	0,4029117	0,7724650	0,5486989	0,6995037	0,5705207	0,2177118	0,5260261	0,7598281	0,5999795	0,7033160	0,2507172	0,7836225	0,6427077	0,3901450	0,5995875	0,7724796	0,0689543	0,6260954	0,6591328	0,5067702	0,1643723	0,6835557	0,5232537	0,7029906	0,4962012	0,6275724
380	0,2999675	0,5369358	0,4472167	0,5885173	0,0048244	0,8187215	0,5239200	0,6705121	0,5246190	0,2173177	0,3539494	0,5194133	0,7559206	0,7530525	0,3308583	0,7957083	0,6867395	0,5268031	0,5502567	0,7776077	0,2310954	0,2207027	0,1284065	0,0854711	0,5310057	0,7013777	0,8255337	0,8080443	0,6092321	0,3925713	0,6976796	0,6186741	0,5928306	0,5384070	0,7195270	0,5891164	0,2066395	0,6867091	0,5484470	0,9499437	0,5128926	0,7533930	0,5413233	0,1229025	0,5730271	0,6842608	0,6003775	0,6408502	0,2190380	0,6881466	0,6526154	0,3551194	0,6356377	0,7168564	0,0922688	0,5906795	0,6547087	0,4352852	0,2227276	0,8049767	0,6256980	0,7523314	0,5412085	0,5665443
