"Time"	glrR	glmY	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	rstA	rcsB	rcsA	fhlA	hyfR	gadE	ydeO	evgA	csgE	csgG	csgF	sra	yjbE	yjbF	yjbG	yjbH	tdcB	tdcC	mdtF	tdcF	tdcE	mdtE	tdcD	tdcG	ompF	osmB	wzb	rprA	wzc	wcaB	wza	wcaA	bdm	hyfA	sgbE	yiaO	yiaK	hyfI	hyfJ	ftsZ	focB	hyfG	yiaL	yiaN	hyfE	hyfB	sgbU	ftsA	hyfD	hyfC	lyxK	sgbH
860	1,0716617	0,2026503	0,5419728	0,6238820	0,3420973	0,9849235	0,5697440	0,9789890	0,6525628	0,2010933	0,5720467	0,8039065	0,8980197	1,0182873	0,5705785	1,0853874	0,8267263	0,7248435	0,5986437	0,8984032	0,3256686	0,2102723	0,2416066	0,1268664	0,8175450	1,0232435	1,0011694	1,0237410	0,8529142	0,6519474	0,9516634	0,7468141	0,7416930	0,7816722	0,9418292	0,5511703	0,2118803	0,2661340	0,6840137	0,9806099	0,6661127	0,8891221	0,7753288	0,2069408	0,6483828	0,8502691	0,8268015	0,4554991	0,3837764	0,9554545	0,8225871	0,5466790	0,7936196	0,9275428	0,0766938	0,8466927	0,9037079	0,7377380	0,3597596	0,9806760	0,6978420	1,0386607	0,8727429	0,8247676
880	1,0083142	0,2488395	0,5268816	0,6524100	0,3279045	0,9874325	0,5720927	0,9879727	0,6241913	0,2161510	0,5487501	0,8555584	0,9232141	1,0696493	0,5954356	1,0712321	0,8288702	0,7915137	0,5675074	0,9972866	0,3011695	0,2164765	0,2493225	0,1841858	0,7893448	1,0163375	1,0146641	1,0982094	0,8620132	0,6723630	0,9566508	0,7799336	0,7250822	0,7344148	0,8749178	0,5904299	0,1972269	0,2644897	0,6490271	1,0022267	0,6982466	0,8998423	0,7880508	0,2246003	0,6926236	0,8849806	0,8898007	0,4639060	0,3955282	0,9602469	0,8476317	0,5343727	0,7733094	0,9700504	0,0804418	0,8293037	0,9050803	0,7490391	0,3805701	1,0605023	0,6820409	1,0663061	0,8566900	0,8379317
900	0,9456944	0,2110713	0,5252909	0,6297523	0,3513218	1,0127321	0,5141635	0,9959772	0,6493653	0,2378294	0,5919415	0,8372010	0,9875523	1,0573719	0,5636233	0,9699697	0,7975880	0,7640172	0,6096727	1,0617115	0,3474180	0,2021868	0,2821260	0,1539740	0,8192092	0,9782792	0,9288977	1,1162978	0,7927456	0,7187283	0,9282434	0,7540868	0,7339751	0,7524632	0,8865837	0,5612848	0,2177303	0,2661121	0,6151013	0,9840254	0,7077144	0,9619960	0,8029317	0,2431654	0,6908621	0,8545260	0,9337987	0,4474125	0,3484646	0,8879613	0,8866542	0,5550782	0,7309210	1,0391173	0,0942315	0,8620443	0,8505196	0,7476791	0,3440886	1,0581864	0,7154259	1,0434677	0,8216285	0,8525368
920	0,9164518	0,2007843	0,5786801	0,6198094	0,3834055	1,0650013	0,5316367	1,0227301	0,6110292	0,2335028	0,6248876	0,8215789	1,0213022	1,0071830	0,5596186	0,9305745	0,8401690	0,8418846	0,6125688	1,0089564	0,3416019	0,2357239	0,2679504	0,1379876	0,8172409	0,9380635	0,9779331	1,0356639	0,8544713	0,6813119	0,9630004	0,7826929	0,7523200	0,7676210	0,8745203	0,5264391	0,2507810	0,2824583	0,6447532	1,0025518	0,7038540	0,9716778	0,7349763	0,2501055	0,7233939	0,8933043	0,9303231	0,3730253	0,3492721	0,8954051	0,8903941	0,6032891	0,6816876	0,9888220	0,1023769	0,8280581	0,8773854	0,6884467	0,2966219	1,0264041	0,7021636	1,0097750	0,7752776	0,8513932
940	0,9519631	0,1912236	0,6062816	0,5847621	0,3965391	1,0606714	0,5544175	0,9652415	0,6778789	0,2764818	0,5755025	0,7959908	1,0643865	1,0179074	0,5546178	0,9323129	0,7984034	0,7866241	0,6749823	1,0204306	0,3459046	0,2486355	0,2644619	0,1410802	0,8055178	0,9263792	0,9756695	0,9924718	0,9054357	0,6968523	0,9658752	0,7980971	0,7096151	0,7818353	0,8676317	0,5165851	0,2172796	0,2495226	0,5970099	0,9804245	0,6943394	0,9325991	0,7441441	0,2157374	0,7217948	0,9671323	0,9164143	0,4403904	0,3513782	0,9063384	0,9038517	0,6156850	0,6345194	1,0879059	0,1137300	0,8355207	0,8929605	0,7128877	0,3348295	0,9961389	0,7345039	1,0207845	0,7601454	0,8277358
960	0,9187992	0,1978501	0,5904265	0,5868457	0,3755739	1,0493662	0,5322059	0,9990482	0,6325651	0,2937251	0,6001910	0,8741378	1,0477197	1,0060456	0,5463447	0,9703118	0,8062480	0,7676994	0,6554675	0,9801730	0,3167947	0,2659879	0,2376693	0,1219274	0,8973893	0,8918226	1,0103817	0,9828133	0,8590862	0,6496274	0,9623022	0,8405559	0,6812560	0,7572156	0,8948625	0,5359912	0,2239290	0,2573315	0,6470420	1,0642073	0,6823249	0,9400138	0,7472964	0,2139700	0,6952431	0,9365228	0,8793604	0,4020847	0,3418267	0,9008041	0,8661143	0,5659414	0,6065738	0,9745917	0,1103770	0,7936944	0,7859242	0,7313265	0,2893346	0,9922514	0,6994211	0,9609182	0,7041416	0,7944789
980	0,9057872	0,1956562	0,6243808	0,5829833	0,3650228	1,0700879	0,5056048	0,9930696	0,7166561	0,3065725	0,5984137	0,9056653	1,0545458	0,9765723	0,5377176	0,9630941	0,8323181	0,7433318	0,6262791	1,0229872	0,3279523	0,2558939	0,2570956	0,1370021	0,8776979	0,8977542	0,9965539	0,9940026	0,8464152	0,6249823	1,0053552	0,7975001	0,7357153	0,7437082	0,8600866	0,5351219	0,2119003	0,2409259	0,6721773	0,9859350	0,7231890	0,9814975	0,7881989	0,2067332	0,7343010	0,9210558	0,8785698	0,3842193	0,3639841	0,8765222	0,8439117	0,5559196	0,5977995	1,0012516	0,1017327	0,8595723	0,8028553	0,7314849	0,3451560	1,0102595	0,6891907	0,9711487	0,6788024	0,8672538
1000	1,0213444	0,1816154	0,6361442	0,5898126	0,4080063	1,0719007	0,5062031	0,9806652	0,7368384	0,2756411	0,6318025	0,8587579	1,0424701	0,9742620	0,4908552	0,9636107	0,8413314	0,7764078	0,6366405	0,9549527	0,2971520	0,2763245	0,2791712	0,1022109	0,8360378	0,9442335	1,0032064	0,9490305	0,8440582	0,6041185	0,9818709	0,7516557	0,7237655	0,7538263	0,8404380	0,6082524	0,1754128	0,2204344	0,6505349	0,9857642	0,6881827	0,9666737	0,6891730	0,2171934	0,7219172	0,9501315	0,8331457	0,3624467	0,3295629	0,9339590	0,8388838	0,5175360	0,6242024	0,9820632	0,1118580	0,8142717	0,8310505	0,7335735	0,3778417	0,9525735	0,6840188	0,9490545	0,6955310	0,8325504
1020	1,0028019	0,1582436	0,6336851	0,5956552	0,4450601	0,9963766	0,5467433	0,9880975	0,6855025	0,2975429	0,6233690	0,8339831	1,0316090	1,0372687	0,4676794	0,9667182	0,8822158	0,7585213	0,6344849	0,8905968	0,2807800	0,3051266	0,3493315	0,1142988	0,7580093	1,0077045	1,0388972	0,9737736	0,8917320	0,6038530	0,9227863	0,7511676	0,6823539	0,7799407	0,8390299	0,5749139	0,1766111	0,2220793	0,6247065	1,0770321	0,6584010	0,9073060	0,7055692	0,1682966	0,6691081	0,9333147	0,8503527	0,3625130	0,3931728	0,9526969	0,8713592	0,5236994	0,6329300	0,9693230	0,1114336	0,8567424	0,9021881	0,7577834	0,3609895	0,9872923	0,7285965	1,0109964	0,7403857	0,8807887
1040	1,0698604	0,1838908	0,5863761	0,6338277	0,4235823	1,0065016	0,5297790	0,9599105	0,6867168	0,3049534	0,5987355	0,8113590	0,9885107	0,9884969	0,5090952	0,9645946	0,9146744	0,7785660	0,6618938	0,8818838	0,2666446	0,3292279	0,3335025	0,1158818	0,7102785	1,0470394	1,0484406	1,0146355	0,8368205	0,6033382	0,9097317	0,7453528	0,6563120	0,6821023	0,8853134	0,5880103	0,1952173	0,1745520	0,6534777	1,0946180	0,6485708	0,9374628	0,6957231	0,1552232	0,6620514	0,9253736	0,8614757	0,3752193	0,3567840	1,0170505	0,8875542	0,5056945	0,6597669	0,8984921	0,1046533	0,8532156	0,9130220	0,7802737	0,3451977	1,0088507	0,6606337	0,9382908	0,7398235	0,8575330
1060	1,0998544	0,1615105	0,6204642	0,6752206	0,3845366	1,0991427	0,5224558	0,9692909	0,6954452	0,3196664	0,6019035	0,8392824	0,9876169	0,9755198	0,5069349	1,0022294	0,9007918	0,7639432	0,5934274	0,9611407	0,3067892	0,2957455	0,3117486	0,1252786	0,7874857	1,0185077	1,0493060	1,0484323	0,8605912	0,5943597	1,0029255	0,6958597	0,6818841	0,7037853	0,8591389	0,5456834	0,2200854	0,1710211	0,5788390	1,0651997	0,7256990	1,0335540	0,6727450	0,1156394	0,6639464	0,8996913	0,8271957	0,3639747	0,3539726	1,0139258	0,7500998	0,5251887	0,6889842	0,9505402	0,1021212	0,8864228	0,8489187	0,7391230	0,3319874	0,9865291	0,6815514	0,9334751	0,7252069	0,8371719
1080	1,0456449	0,1799886	0,6249982	0,5681378	0,3730483	1,0701513	0,5176238	0,9561558	0,6167950	0,3031256	0,6102875	0,9033166	0,9908866	0,9468794	0,5247658	0,9834687	0,8590123	0,8062072	0,6073903	0,9476068	0,2869422	0,2999716	0,3167743	0,1178518	0,8446172	1,0255308	1,0604778	1,0130039	0,8517742	0,6163570	0,9850314	0,7769856	0,7129493	0,7290373	0,8941935	0,5214864	0,2290165	0,1448741	0,5940272	1,0252089	0,7268554	1,0374138	0,6413180	0,1420302	0,6430652	0,9406762	0,8211988	0,3358290	0,4050674	0,9476636	0,7844753	0,4890972	0,6155829	0,9760894	0,1220964	0,8850119	0,9073617	0,6888253	0,3295136	0,9258145	0,7034163	0,9094667	0,8308226	0,7918561
1100	1,0395070	0,2034810	0,6438814	0,5743317	0,3834234	1,0752222	0,5585075	0,9293328	0,6410345	0,3284608	0,5729412	0,8775246	0,9781707	0,8983465	0,5320032	1,0620112	0,8825696	0,8620692	0,5811798	0,9578811	0,2968188	0,2814587	0,3037354	0,1370591	0,8029367	0,9707973	1,0681238	1,0597586	0,8511931	0,6352120	1,0280369	0,7368538	0,7204551	0,6833840	0,8148266	0,4795373	0,2538384	0,1439270	0,5791016	1,0445107	0,7075173	0,9186707	0,6132181	0,1445010	0,6416424	0,9818335	0,8328755	0,3694280	0,4203095	0,9036461	0,7693555	0,4770066	0,5944136	0,9344757	0,1127614	0,8712514	0,9009113	0,6959517	0,3452335	0,9920768	0,7282346	0,9379466	0,7765726	0,8075350

0	1,0303277	0,2171065	0,6279023	0,6754665	0,3824024	1,0483646	0,5520505	1,0230125	0,6580745	0,3137705	0,5543616	0,8867926	1,0665001	1,0215351	0,6581751	1,0346679	0,9989167	0,7963304	0,6195250	1,0253304	0,3692827	0,2948839	0,2615450	0,1472485	0,9187078	1,0087048	1,0825930	1,0888459	0,8261436	0,6505811	1,0107728	0,7360351	0,7337996	0,8865514	0,9461560	0,5391828	0,2446227	0,3019701	0,7546915	0,9567008	0,6358240	0,9332006	0,8185155	0,1880967	0,7531191	0,9422849	0,8692823	0,4732935	0,4385810	0,9147250	0,8505877	0,6213147	0,6891389	0,9622113	0,1219604	0,9372652	0,8433247	0,7629267	0,3838271	1,0410066	0,7847151	0,9817337	0,7144863	0,8781495
20	1,0657947	0,4171611	0,4201729	0,5629187	0,2148279	0,9490133	0,5042016	1,0979699	0,6808159	0,2696186	0,4644397	0,8438098	0,9132080	1,0049479	0,6678560	0,9578886	0,8143621	0,7542851	0,6188539	0,9801113	0,3299365	0,2520003	0,2602446	0,1986581	0,7826743	0,9204098	0,9651804	1,0862449	0,9815117	0,6695066	1,0558640	0,6691163	0,7738642	0,7595474	0,9153296	0,6287124	0,1777709	0,3087808	0,7266009	1,0198922	0,6961536	0,9265642	0,7479130	0,1886797	0,6869497	0,9506526	0,8324124	0,4777637	0,4219121	0,9515372	0,8386042	0,5605750	0,7096183	0,8297639	0,1755537	0,8302230	0,8827604	0,6986440	0,3785103	0,9545520	0,5820433	0,8922939	0,7415301	0,7544893
40	1,0402189	0,4889874	0,3410751	0,5298313	0,1477458	1,0261122	0,4833270	1,0554534	0,6519828	0,2906809	0,4198557	0,8599239	0,7642846	0,9503182	0,7175235	0,9789572	0,8176870	0,8059624	0,6223653	0,9527917	0,3140347	0,2515938	0,2957563	0,2285254	0,8532610	0,9042427	0,8991221	1,0114794	0,9668737	0,6483885	0,9911147	0,6533877	0,7622235	0,7905965	0,9851856	0,5704250	0,2008413	0,3031471	0,7079319	0,9902046	0,6680998	0,9847024	0,8228321	0,2042723	0,6632770	0,9812376	0,7629246	0,4063201	0,3864976	0,9717261	0,7815274	0,6191202	0,6836889	0,8707502	0,2561505	0,7795657	0,8935547	0,7421098	0,3657958	1,0065472	0,6686659	0,9461388	0,7296453	0,6765035
60	1,1094469	0,5594478	0,3673719	0,5494781	0,1043136	1,0429395	0,4914290	1,0570653	0,7925551	0,3366012	0,4148093	0,9121926	0,7230984	1,0389107	0,7799480	0,9344552	0,8149024	0,7863455	0,5996356	1,0280567	0,3256360	0,2462846	0,2900354	0,2280708	0,8138814	0,9353165	0,9701444	1,0710585	1,0119568	0,6571554	0,9905912	0,6480504	0,7873409	0,8149360	0,9215636	0,5950576	0,1944525	0,2988960	0,6856586	0,8993130	0,6733750	0,9799044	0,7812213	0,2484662	0,7088942	1,0615968	0,7777397	0,3285264	0,4054897	1,0004954	0,7409982	0,6037985	0,6376662	0,9749385	0,3104567	0,7560730	0,9358623	0,7297747	0,3965103	1,0213339	0,6820701	0,9314583	0,7506488	0,5765512
80	1,0739657	0,5873935	0,3281706	0,5456566	0,0655966	1,0250938	0,5071321	1,1168179	0,7660301	0,4000973	0,3542521	0,9463770	0,6502551	1,0626349	0,7949406	0,9217972	0,8009659	0,8000938	0,6233922	1,0402666	0,3928797	0,2636589	0,2781290	0,1712907	0,7995027	0,9420115	1,0390460	1,0460676	0,9761589	0,6295260	1,0175041	0,6287681	0,7686484	0,8647686	0,8525160	0,5672917	0,1935348	0,3241226	0,7341886	0,9790842	0,7071417	1,0410728	0,7784082	0,3069601	0,6856049	1,0511638	0,7808162	0,2778894	0,3814846	0,9459232	0,7041504	0,6673140	0,5596878	0,9930580	0,3185902	0,7914038	0,8913408	0,6659651	0,3742881	1,0310181	0,6636123	0,9368929	0,7271605	0,5174170
100	1,0074380	0,6368841	0,3412300	0,6156549	0,0451265	0,9579087	0,5708771	1,0407632	0,7948913	0,4298655	0,3405840	0,9444609	0,6128291	1,0810808	0,8395335	1,0012929	0,8061790	0,7440035	0,6619200	1,0508294	0,4182391	0,2248749	0,2984841	0,1522774	0,7874720	0,9382435	1,0344173	1,0049613	0,9480350	0,5566159	1,0274089	0,6362531	0,7508410	0,8563333	0,8346721	0,5715467	0,2026582	0,3693826	0,7078977	0,9597972	0,7422362	1,0627002	0,8252238	0,3212089	0,7049791	1,0242812	0,6863092	0,2827092	0,3385502	0,9221132	0,6704034	0,7050081	0,6398021	0,8840766	0,3410836	0,8299588	0,8954857	0,6478339	0,3067100	1,0213537	0,6379173	0,8735047	0,7207847	0,4611296
120	1,0443985	0,6708115	0,3517789	0,6007836	0,0303280	0,9601041	0,5393691	1,0366645	0,7787136	0,4562223	0,2988683	0,8689639	0,5880126	1,0757385	0,8925004	1,0255636	0,8038910	0,8224673	0,6886561	1,0111614	0,4680604	0,2436444	0,2721933	0,1616325	0,8708897	1,0310188	1,0753291	0,9828969	0,9848760	0,5334966	1,0650702	0,7276393	0,7925131	0,8865383	0,8662636	0,5792025	0,2136683	0,3761456	0,6570732	0,9871990	0,7518893	1,0485083	0,8003928	0,3442111	0,7549548	0,9706174	0,7226114	0,2277769	0,3127103	0,9649558	0,6665842	0,7329452	0,7117272	0,9872035	0,3514848	0,8149619	0,9770261	0,7277897	0,2731183	0,9916793	0,6658297	0,9053312	0,7110155	0,4672069
140	1,0188542	0,7068703	0,3281739	0,6168261	0,0206355	0,9854625	0,5680098	1,0505800	0,7329894	0,4809667	0,2681596	0,8878348	0,5510673	1,1128438	0,9336353	1,0389077	0,8681600	0,7691178	0,6301781	1,0475283	0,4772955	0,2661500	0,2775519	0,1777227	0,8509444	1,0237906	1,0983239	1,0261094	0,9541393	0,5394939	1,0373139	0,7507769	0,8095869	0,8858489	0,9490933	0,5756875	0,2035437	0,3885509	0,7307207	0,9862594	0,8073613	1,0153915	0,8595890	0,3753333	0,7784678	1,0223278	0,6823868	0,2140685	0,2858392	0,9463681	0,7346569	0,7560379	0,6982232	0,9495096	0,3374371	0,8567050	1,0306381	0,7136614	0,2775207	0,9841523	0,6566035	0,9405723	0,6915936	0,4442956
160	0,9714304	0,7153623	0,2974908	0,6035079	0,0110957	1,0590046	0,6012251	1,0321783	0,7070516	0,4923597	0,2736853	0,8902184	0,5730645	1,0819857	0,8804525	1,0028741	0,8288852	0,7829475	0,6605837	1,0463806	0,4467278	0,3005292	0,2680241	0,1609046	0,9207168	1,0090728	1,0650791	0,9805262	0,9367095	0,5514568	1,0269031	0,7691649	0,7882730	0,9163867	0,9742713	0,5349609	0,2092196	0,3550024	0,7608478	0,9312278	0,7728600	0,9544501	0,8328871	0,3708486	0,8244001	1,0592901	0,6201006	0,2116695	0,2542216	0,9917804	0,7268411	0,7197020	0,6483992	0,9047205	0,2883021	0,7598856	0,9722622	0,6853432	0,2926123	0,9788854	0,6223173	0,8879144	0,6882128	0,4456680
180	0,9065192	0,6502466	0,3374584	0,5733298	0,0072716	1,0223762	0,5471653	0,9823399	0,8193496	0,5799174	0,2881349	0,9128065	0,6086976	1,0064056	0,9318129	0,9846996	0,8461969	0,7823894	0,6154716	1,0121154	0,4497923	0,2971095	0,2353566	0,1652387	0,8390025	1,0281418	1,0565152	0,9125276	0,9512238	0,5215542	1,0681445	0,7318417	0,8404879	0,9228844	0,9663424	0,5567137	0,1897086	0,3997155	0,7890856	0,9773539	0,7767499	0,9268905	0,8770728	0,3783620	0,8295179	0,9687663	0,6442901	0,1754556	0,2342539	1,0458170	0,8045499	0,7615615	0,7482645	0,8915155	0,3251774	0,7839706	1,0125829	0,7313058	0,2902956	1,0101907	0,6779868	0,9590972	0,6407944	0,4594315
200	0,9433504	0,6706955	0,3359621	0,5729882	0,0070642	1,0492407	0,5185326	0,9381515	0,8818168	0,5693940	0,2956578	0,9709608	0,5694151	1,0083372	0,9516836	0,9513884	0,8696818	0,7244355	0,6241774	1,0847726	0,4911214	0,2987109	0,2541953	0,1632182	0,9110795	0,9443550	1,0424626	0,9567908	0,9518467	0,5070377	1,0316233	0,7655396	0,8193527	0,8909975	1,0237539	0,5713181	0,1893317	0,4557329	0,7857928	1,0358241	0,7850051	0,9392095	0,8833794	0,3806466	0,8518108	0,9943106	0,6426319	0,1411688	0,2216400	0,9734352	0,8255522	0,7280275	0,8325251	0,8859848	0,3300056	0,8006607	0,9823415	0,7007751	0,2668759	1,0770669	0,7056827	0,9603436	0,6790764	0,4215823
220	0,9616342	0,6238885	0,3692131	0,6004686	0,0089012	1,0538065	0,4866812	0,9254585	0,8262833	0,5789680	0,3017250	0,9211583	0,5948706	0,9820073	0,8924853	1,0002686	0,8546111	0,7944049	0,6268461	0,9641544	0,5095951	0,2815981	0,2639730	0,1984991	0,8845227	0,9912025	1,0317789	0,9456928	0,9497719	0,4742070	0,9951765	0,7393078	0,7917771	0,8794144	1,0446949	0,5737710	0,1651676	0,4860859	0,7447047	1,0365697	0,8243502	1,0008199	0,9113594	0,4177705	0,8960582	0,9827080	0,5711768	0,1237781	0,2382603	1,0104314	0,8116237	0,7920553	0,7931060	0,8798321	0,3713221	0,7808326	0,9828414	0,7677619	0,2633933	1,0564444	0,7355469	0,9560836	0,6396554	0,4139730
240	1,0239665	0,6338922	0,3756334	0,5410253	0,0094035	1,0679199	0,5036221	0,9292088	0,9161635	0,5846757	0,2623820	0,9443690	0,6660759	0,9935790	0,8293262	0,9279875	0,8218521	0,7760285	0,6195444	1,0467736	0,5388313	0,2736730	0,2649694	0,1892525	0,9526914	0,9841070	0,9967739	0,9380259	0,9533716	0,4836387	0,9953700	0,7408986	0,7851648	0,8476132	0,9520210	0,5123954	0,1503537	0,5184562	0,7361010	1,0314160	0,8102472	1,0227490	0,8641538	0,4870091	0,8903201	1,0513175	0,5043953	0,1579236	0,2036999	1,0025456	0,7815441	0,8219039	0,8325259	0,9339534	0,3632733	0,7862629	1,0518116	0,7851405	0,2852060	0,9900253	0,6805439	0,9301099	0,6343702	0,4152254
260	1,0265004	0,6116064	0,3617351	0,5691369	0,0124495	1,0353181	0,5242752	0,9642177	0,9108293	0,6317171	0,2551723	0,9777374	0,5821185	0,9896563	0,8735537	0,9661924	0,9025875	0,7891027	0,6010748	1,0011816	0,5296917	0,2681678	0,2681440	0,1467570	0,9193695	0,9169029	0,9460020	0,9882516	0,8962711	0,4415055	1,0431387	0,7230376	0,8270627	0,8400823	0,8950760	0,5108090	0,1589886	0,4893346	0,7490897	1,0146530	0,8090392	0,9785949	0,8561259	0,4918379	0,8828253	0,9919849	0,5688620	0,1395215	0,1796394	0,9983517	0,8247467	0,8697597	0,8630039	0,9416325	0,2777993	0,7399315	0,9998590	0,8057828	0,2941099	1,0522274	0,7002051	0,9700288	0,5353685	0,4009639
280	1,0644046	0,6525657	0,3494473	0,5631766	0,0090701	0,9900640	0,5135137	1,0125226	0,9367040	0,6946779	0,2502476	0,9745308	0,5338574	1,0101279	0,8598452	0,9564334	0,8843993	0,8193508	0,6465763	0,9541792	0,5737973	0,2670307	0,2867443	0,1372481	0,9738138	0,9599402	0,9950297	1,0170068	0,9118942	0,4115825	0,9421058	0,6699254	0,8272276	0,8231494	0,9837225	0,5083401	0,1757629	0,4976041	0,7067013	1,0673702	0,8441117	0,9801661	0,8309147	0,5123733	0,9938920	1,0722572	0,6015178	0,1379517	0,1668372	0,9628869	0,8253551	0,8624858	0,7971153	0,9421714	0,2849099	0,7982878	0,9686447	0,8257633	0,2563228	1,0800278	0,7068182	0,9960416	0,6003529	0,3404899
300	1,0596319	0,6675621	0,3350478	0,5352748	0,0067816	1,0171039	0,4703419	1,0549642	0,9616590	0,6928993	0,2255852	0,9772900	0,4960372	0,9942243	0,8035672	0,9956058	0,9416697	0,7544541	0,6052656	1,0233670	0,6011763	0,2529943	0,3013843	0,1405780	0,9144923	1,0248538	0,9464092	0,9334041	0,9130239	0,4655754	1,0006348	0,6571351	0,8051067	0,8082078	0,9170148	0,4839804	0,1733650	0,4954071	0,7855649	1,0081161	0,8269682	0,9542611	0,8497239	0,4951809	0,8852476	0,9973352	0,6376532	0,1442690	0,1490959	0,9758922	0,7989958	0,8230564	0,8458426	0,9252386	0,2910750	0,7495834	0,9211131	0,7479737	0,2185330	1,0086187	0,7576441	0,9526892	0,5197862	0,3454924
320	1,0046878	0,6967447	0,3890477	0,5302376	0,0039607	1,0255313	0,4929300	0,9965846	0,9706233	0,6047152	0,2198968	1,0564531	0,5312120	1,0266524	0,8573513	0,9656659	0,8323870	0,7911185	0,6183101	0,9801965	0,5953728	0,2540428	0,3564248	0,1163656	0,8808310	1,0591640	0,9299412	0,9754681	0,9240707	0,4390828	1,0204007	0,6204453	0,8016567	0,8007968	0,8600247	0,4772270	0,1541330	0,5375970	0,7934258	1,0400170	0,7304790	0,8993846	0,9035618	0,5113022	0,8750534	1,0413465	0,6095583	0,1062258	0,1393526	0,9257029	0,8391335	0,8490669	0,8686625	0,9051407	0,2970590	0,8023174	0,8476336	0,7537645	0,2412587	0,9698395	0,7527254	0,9075769	0,5388999	0,3694165
340	0,9354107	0,6700852	0,3597436	0,5696827	0,0058569	0,9917864	0,5096902	1,0006266	0,8989748	0,6355125	0,2420194	1,0281273	0,5508697	1,0298717	0,8953454	0,9908465	0,8579083	0,8062140	0,6006160	0,9804325	0,5948899	0,2616184	0,3159326	0,1503237	0,8106086	0,9583455	0,9861431	0,9734297	0,9527413	0,4339699	0,9730134	0,6210128	0,8081812	0,8547198	0,7853921	0,5005717	0,1192380	0,5655799	0,8179225	0,9787558	0,7694991	0,9451571	0,9472258	0,5325676	0,9789326	1,0496161	0,5542790	0,0792071	0,1695647	0,9134824	0,8582514	0,8113503	0,7808054	0,8970622	0,3077994	0,7099446	0,8612430	0,7463305	0,2173726	0,9265937	0,7990711	0,9298341	0,5304042	0,3210711
360	0,9757456	0,6528323	0,3488250	0,5411053	0,0051961	1,0152679	0,5575384	1,0229788	0,8589867	0,6848625	0,2292901	1,0845761	0,6024075	1,0459888	0,8570214	1,0374739	0,8459961	0,8434465	0,5653704	0,9566852	0,6055768	0,2381820	0,3358042	0,1448146	0,8465274	0,9974829	0,9736499	1,0039489	0,9024909	0,4531609	0,9525456	0,5979557	0,7712235	0,8243063	0,7889694	0,4997515	0,1299247	0,5809294	0,7589146	0,9754858	0,7803357	0,9658402	0,9011627	0,4587056	1,0152644	1,0449594	0,5532100	0,0735991	0,1380994	0,8762376	0,8519295	0,7801670	0,7287739	0,9371299	0,3023496	0,7793411	0,9902196	0,7087995	0,2093275	1,0474483	0,7637599	0,9823092	0,5257091	0,3070541
380	0,9237672	0,6105522	0,3790553	0,5734886	0,0060077	0,9778868	0,5689068	1,0374823	0,9129546	0,6687945	0,2302330	1,0095770	0,6152021	1,0091450	0,8584126	0,9866448	0,8151565	0,7990913	0,5695709	1,0098589	0,5921185	0,2338595	0,3422235	0,1446580	0,8122002	0,9950399	1,0125781	1,0344647	0,8843505	0,4063063	0,9125653	0,6268819	0,7867249	0,8548540	0,7981710	0,5408374	0,1300989	0,5425796	0,7244940	0,9872172	0,7323386	0,8946293	0,8993784	0,4704901	0,9762939	0,9914599	0,5523002	0,0966787	0,1327520	0,8633153	0,7593462	0,7640315	0,7499388	0,9215471	0,3017259	0,7280494	1,0846671	0,7059586	0,2071320	1,0261147	0,7393917	0,9798169	0,5601345	0,3031460
400	0,9925567	0,6497251	0,3783184	0,5688105	0,0072307	0,9780640	0,5571406	1,0144202	0,8234168	0,6385111	0,2078914	0,9720071	0,6014364	1,0122863	0,8664981	1,0702362	0,7809682	0,8166293	0,6111739	0,9971626	0,6638671	0,2406527	0,3731513	0,1217087	0,8796529	0,9927454	0,9747745	1,0142377	0,9066735	0,4612149	0,9395292	0,5792648	0,7829309	0,8564547	0,8212334	0,5111546	0,0963213	0,5357623	0,7590707	0,9481735	0,8336063	1,0107641	0,9230575	0,4696633	0,9496483	0,9587395	0,6420432	0,0975219	0,1500503	0,9225854	0,7392529	0,7683081	0,7375191	0,9056284	0,3151989	0,7332589	1,0495056	0,6783897	0,1977554	0,9785830	0,6792237	0,9386172	0,5420778	0,2884376
420	1,0174393	0,6726674	0,3590387	0,5697322	0,0040431	1,0210643	0,5993289	1,0341268	0,8046209	0,6228734	0,1986124	0,9416408	0,5795084	0,9953099	0,8664620	1,0412246	0,8462286	0,8468464	0,5957453	1,0043139	0,6802588	0,2227722	0,3952911	0,1268849	0,9723350	0,9947459	0,9080268	0,9716943	0,9080730	0,4880408	0,9386052	0,6358928	0,7781033	0,8271610	0,9014931	0,5328204	0,0836939	0,5434411	0,7304887	0,8756207	0,7811302	1,0146603	0,9244690	0,5012072	0,9170394	0,9857244	0,6445215	0,1271739	0,1882025	0,9053322	0,7241716	0,8002377	0,8024667	0,9065960	0,3001248	0,7791820	0,9833848	0,6549509	0,2081243	1,0057984	0,5918263	0,9980872	0,6476357	0,3087279
