"Time"	hns	cspA	bolA	bglJ	leuO	cadC	stpA	nhaR	gutM	srlR	appY	caiF	gadW	gadX	rutR	nemR	gadE	rcsA	ydeO	evgA	mdtF	mdtE	cadA	cadB	bglG	bglB	bglF	yhiD	hdeA	hdeB	gadA	hdeD	gutQ	srlD	srlB	srlE	srlA	gadB	osmC	gadC	nhaA	fliC	gadY	yjjQ	nemA	dctR	slp	yjjP	ampC	pgaC	gmr	yegR	proW	leuA	leuL	hchA	ybaS	leuC	cspD	mukE	evgS	yciE	gnd	proV
220	0,0455711	0,1667886	0,0590934	0,2603374	0,0363746	0,3129399	0,8777089	0,5025134	0,5812919	0,2652339	0,9982411	0,6266853	0,8117995	0,0043328	0,5607438	0,3152940	0,2165650	1,0530747	0,0075237	0,1050573	0,9481150	0,2896274	1,1079594	0,8039024	0,1284337	0,4436560	0,2055371	0,6816330	0,8331188	0,7413665	0,2233666	0,6263663	0,3575773	0,1236532	0,3732538	0,4952437	0,7465287	0,0130910	0,7008689	0,0023708	0,9805050	0,0468074	0,5672799	0,9431621	0,1698838	0,3593989	0,9873560	0,2554751	0,6947934	0,6115288	0,4515452	0,7705392	0,9761452	0,0100879	0,3315403	0,8342974	0,1488331	0,0708694	0,0165288	0,0482049	0,0701511	1,0195530	0,2557544	0,9619928
240	0,0381086	0,1523339	0,0483474	0,2478851	0,0272391	0,3958524	0,8445255	0,4639584	0,6022309	0,2616224	0,8934322	0,6429115	0,8676991	0,0014238	0,6095400	0,2973666	0,1991787	1,0323666	0,0163428	0,0969398	0,9407533	0,2733616	1,0293452	0,8140354	0,1309744	0,4770525	0,1904686	0,6790464	0,7808446	0,7921438	0,2345033	0,6058341	0,3769663	0,1364334	0,3840860	0,5054667	0,6678817	0,0135664	0,6931343	0,0010561	0,9066893	0,0562848	0,5880731	0,8999382	0,1659686	0,3019883	0,9410734	0,2580366	0,7455586	0,6825189	0,4400210	0,7475839	0,9457561	0,0092450	0,3348318	0,8766621	0,1316803	0,0580577	0,0194400	0,0417899	0,0641425	0,9383027	0,2888811	0,9049611
260	0,0599852	0,1179120	0,0591577	0,2788836	0,0298668	0,3852595	0,8851282	0,5417595	0,6044954	0,2642086	1,0149096	0,5546780	0,8807768	0,0008683	0,6305368	0,2689257	0,2402502	0,9874025	0,0213337	0,1077006	0,9527555	0,3107403	1,0378531	0,8188710	0,1484789	0,4366632	0,2031247	0,7103403	0,7715210	0,7088091	0,2137112	0,5615323	0,4133866	0,1135979	0,3837922	0,5203445	0,6389783	0,0105307	0,7080300	0,0015597	0,9070683	0,0270051	0,5911428	0,9068965	0,1507406	0,3184340	0,9791785	0,2168890	0,7604603	0,8017983	0,4556064	0,7252899	1,0161112	0,0053521	0,3643069	0,8470264	0,1280532	0,0753488	0,0180663	0,0392039	0,0839448	1,0073886	0,2850659	0,9176130
280	0,0565340	0,0888964	0,0640960	0,2530356	0,0296063	0,3782275	0,8585489	0,5343426	0,5348029	0,2278608	0,9680153	0,5788540	0,8642085	0,0003983	0,6082098	0,2570195	0,2077354	1,0333364	0,0183903	0,1115669	1,0039320	0,3120764	1,0654315	0,8518827	0,1338978	0,4648441	0,2172276	0,7024720	0,7125210	0,7777688	0,2309844	0,6357829	0,4242987	0,1468157	0,3833984	0,4905448	0,7017463	0,0197663	0,7935832	0,0030642	1,0091051	0,0320788	0,5812657	0,9276979	0,1378307	0,3211407	1,0086462	0,2633701	0,7596380	0,8008215	0,4654462	0,7542086	0,9904821	0,0036119	0,3842168	0,8527240	0,1246148	0,0643153	0,0184009	0,0358363	0,0812876	0,9733923	0,2200507	0,8992538
300	0,0413685	0,1248628	0,0562813	0,2706582	0,0335724	0,3494157	0,8822662	0,5382441	0,5698026	0,2479034	0,9824902	0,5620202	0,9036327	0,0010834	0,5673137	0,2714942	0,1993450	1,0134821	0,0162379	0,1135627	1,0337134	0,3429843	1,0614970	0,7723830	0,1387096	0,4311456	0,1740669	0,6689356	0,7873259	0,7397172	0,2363859	0,6633182	0,4216952	0,0958103	0,3710065	0,5267291	0,6710079	0,0165536	0,6828320	0,0015212	0,9759085	0,0227780	0,5184595	0,9044565	0,1508910	0,3640447	0,9115162	0,2429681	0,7388680	0,8111769	0,4697288	0,7812101	0,9414128	0,0043210	0,4151640	0,8300259	0,1285815	0,0636360	0,0231493	0,0271043	0,0742684	0,9304093	0,2451937	0,9186636
320	0,0321615	0,1184956	0,0571043	0,2427411	0,0269838	0,3310876	0,8588402	0,5736779	0,6083105	0,2832008	0,9892267	0,5387559	0,8887848	0,0033660	0,5836263	0,2931919	0,2201015	0,9901427	0,0168538	0,0973027	1,0363989	0,3266718	0,9178401	0,7890895	0,1965707	0,3803854	0,1871010	0,6707561	0,8016598	0,7008877	0,2283153	0,6396652	0,4385278	0,0875302	0,3756380	0,4717218	0,7265475	0,0135080	0,6675588	0,0012626	0,9510754	0,0301738	0,5155344	0,8865982	0,1773229	0,3735419	0,9289354	0,2524375	0,7110276	0,8560903	0,4795305	0,7429499	1,0004254	0,0035776	0,3882207	0,8839122	0,1257787	0,0566160	0,0188224	0,0223211	0,0884586	1,0248200	0,2590824	0,8823840
340	0,0579550	0,1349086	0,0747919	0,2151136	0,0224782	0,3454864	0,8561554	0,5890101	0,5776268	0,2414277	0,9414550	0,5199358	0,8835950	0,0033301	0,6269994	0,2974806	0,2582394	1,0029224	0,0175067	0,1018149	1,0574953	0,2938828	0,9520192	0,8107214	0,1895858	0,3634313	0,2293980	0,7333226	0,7914480	0,6878140	0,2084518	0,6230626	0,4244201	0,1039585	0,3736143	0,4528394	0,7029679	0,0114974	0,7196628	0,0007513	0,9224385	0,0322391	0,5035007	0,9261098	0,1784223	0,3365509	0,9059069	0,2526130	0,6757014	0,7969769	0,4735388	0,7483986	1,0521794	0,0064469	0,3960254	0,9156290	0,1245432	0,0456641	0,0156757	0,0238619	0,0895612	1,0257971	0,2451142	0,8993092
360	0,0674845	0,1523381	0,0708658	0,2209809	0,0290600	0,3809661	0,9451639	0,5465686	0,6172397	0,2932061	0,9734622	0,5792165	0,9073256	0,0017763	0,5802896	0,2836706	0,2289798	1,0130447	0,0215230	0,1185713	1,0355259	0,2798139	0,9766911	0,7889084	0,2033942	0,3625597	0,2291315	0,7365275	0,7404977	0,7059684	0,2493099	0,5988477	0,3927935	0,1337358	0,4002497	0,4478135	0,7909573	0,0132003	0,6933415	0,0009988	0,9627877	0,0319076	0,4850889	0,9996688	0,1987017	0,3010265	0,9788698	0,3074026	0,6792580	0,9634383	0,4566503	0,7667045	1,0995731	0,0059738	0,4164037	0,9556409	0,1131490	0,0372391	0,0212058	0,0260424	0,0890432	0,9515422	0,2806600	0,8596559
380	0,0457434	0,1529280	0,0694906	0,2189683	0,0196454	0,3705121	0,9376041	0,5817243	0,6438270	0,2999743	0,9528326	0,6009770	0,8430537	0,0007809	0,6185384	0,2688518	0,2317518	1,0029361	0,0168248	0,1111364	1,0422920	0,2763227	0,9819606	0,8438216	0,1720072	0,3606263	0,1953079	0,7033856	0,7690274	0,7214590	0,2147619	0,6087821	0,4279860	0,1209088	0,3718316	0,4496706	0,7654197	0,0115506	0,7035242	0,0006908	0,9092741	0,0173694	0,4872095	0,9126890	0,1854084	0,3211379	0,9875781	0,2967304	0,6978830	0,9285329	0,4465051	0,8029910	1,0934519	0,0029737	0,3880987	0,8491837	0,1150770	0,0318982	0,0185713	0,0242324	0,0893347	1,0029581	0,2827352	0,8956466
400	0,0395039	0,1468324	0,0747108	0,1991410	0,0086251	0,4012597	0,8686106	0,5637307	0,6106343	0,2657126	1,0229704	0,6497703	0,8684757	0,0007416	0,6154774	0,2685664	0,2299295	1,0467071	0,0123581	0,1264517	1,0499829	0,3249226	0,9552241	0,7632168	0,1689927	0,3778089	0,1801199	0,7417594	0,7667835	0,7093619	0,2435440	0,6259596	0,4308853	0,1193713	0,3578304	0,4676799	0,7904783	0,0098668	0,6520909	0,0016821	0,9892515	0,0257630	0,5370812	0,8800806	0,1719455	0,3147529	0,9561682	0,2837167	0,7565463	0,8430514	0,4510340	0,7880925	1,0874717	0,0054482	0,3868373	0,8013609	0,1041043	0,0280343	0,0221685	0,0258787	0,0884406	1,0580715	0,2838975	0,9536736
420	0,0576753	0,1394094	0,0793764	0,2684689	0,0210745	0,3670444	0,8283893	0,5257981	0,5491570	0,2692959	1,0039721	0,6844246	0,8703672	0,0020239	0,5724726	0,3194725	0,2236193	1,0465330	0,0113306	0,1281388	1,0083656	0,3127971	1,0105368	0,8164344	0,1758955	0,3836478	0,1828969	0,7365341	0,7933990	0,6964632	0,2261302	0,6445865	0,4207200	0,1039320	0,3789926	0,4773068	0,7638632	0,0116674	0,6962972	0,0006800	0,9358948	0,0330432	0,5072029	0,9001669	0,1713915	0,3340222	0,9159908	0,2714017	0,8008538	0,8283084	0,4318920	0,7922266	1,0473605	0,0028338	0,3840456	0,8343147	0,0959460	0,0401670	0,0273120	0,0265646	0,0719517	1,0345068	0,2493643	0,9252496
440	0,0550826	0,1388409	0,0874503	0,2690713	0,0195041	0,3290510	0,8570572	0,5551296	0,5541794	0,2475213	0,9577820	0,5741771	0,8791675	0,0069424	0,6344853	0,2787253	0,2253115	1,0292359	0,0187348	0,1155615	1,0153812	0,3094341	1,0721663	0,8922512	0,2104548	0,3992824	0,2140914	0,6997416	0,8428501	0,6808453	0,1921317	0,6744598	0,3468838	0,0982558	0,3877000	0,5227730	0,7515778	0,0120361	0,6383012	0,0000000	0,9435407	0,0301757	0,5672062	0,9292956	0,1536676	0,3134756	0,9581504	0,2737640	0,6781392	0,8594840	0,4630293	0,8124933	0,9806717	0,0040215	0,3851865	0,8767050	0,1037529	0,0372209	0,0170622	0,0208516	0,0828436	0,9722419	0,2272236	0,9354312
460	0,0649628	0,1260206	0,0658625	0,2427600	0,0294250	0,3758501	0,7716899	0,5667731	0,5859149	0,2588111	1,0430169	0,5386070	0,8975495	0,0068980	0,6303605	0,3124153	0,2110025	1,0051693	0,0164939	0,1372022	1,0070217	0,3340145	1,0330060	0,8695097	0,1824943	0,4045918	0,2057148	0,7173407	0,8577080	0,6937289	0,1840811	0,7139530	0,3375932	0,1130923	0,4048729	0,5182368	0,6771178	0,0112214	0,7302276	0,0010031	0,9566064	0,0349741	0,5568126	0,9951988	0,1588350	0,2893851	0,9420022	0,2682918	0,6610535	0,8718658	0,4788196	0,8397246	0,9720772	0,0008260	0,3802018	0,8762296	0,0910407	0,0458534	0,0226691	0,0247780	0,0872805	0,9824071	0,2214685	0,9428489
480	0,0366929	0,1384238	0,0728671	0,2639304	0,0251899	0,4279516	0,8672469	0,5770400	0,5451943	0,2496483	0,9933844	0,6023826	0,8908581	0,0034619	0,6095975	0,2554793	0,1780718	1,0015151	0,0117207	0,1440945	1,0094961	0,3348614	1,0122283	0,8920194	0,1688282	0,4212818	0,2115090	0,6793711	0,7377600	0,6531309	0,1983695	0,6720370	0,3300195	0,1289811	0,4090692	0,5303291	0,6967467	0,0130327	0,7101682	0,0023594	0,9333529	0,0412379	0,5745738	1,0066540	0,1544028	0,3046270	0,9672770	0,3015678	0,6890862	0,8538648	0,5029536	0,8132163	0,9964724	0,0053191	0,3958335	0,8585219	0,0923077	0,0740315	0,0206758	0,0279712	0,0870926	0,9301947	0,1911374	0,9678046
500	0,0277974	0,1084431	0,0655420	0,2246758	0,0330137	0,4760909	0,8783231	0,5854421	0,5850650	0,2705583	0,9455367	0,5634059	0,9176865	0,0007042	0,6127491	0,2965146	0,1833456	0,9469867	0,0147346	0,1293161	0,9651307	0,3705832	1,0070430	0,8347694	0,1609856	0,4611220	0,2273684	0,7521388	0,7454722	0,6644787	0,2489715	0,6022925	0,3557165	0,1292514	0,3502748	0,5475882	0,6835924	0,0149297	0,6756035	0,0025691	0,9250598	0,0312184	0,5286557	0,9686638	0,1683206	0,3369001	1,0349098	0,2772264	0,7044065	0,7668370	0,5302710	0,8340621	0,9475435	0,0051469	0,3665024	0,8621066	0,0968702	0,0941843	0,0140473	0,0288050	0,1071386	0,9380931	0,2057951	0,9764468
520	0,0179289	0,1351008	0,0768652	0,2404459	0,0354898	0,4972876	0,8999737	0,5764720	0,6404482	0,2580736	0,9986355	0,5616264	0,8768524	0,0027734	0,6018185	0,2845077	0,1976687	0,9605895	0,0164280	0,1076490	0,9829474	0,3551217	1,0653861	0,7961388	0,1574463	0,4375647	0,2183469	0,7644583	0,7615088	0,6484386	0,1967039	0,5766797	0,3758217	0,0914847	0,3516074	0,5420929	0,7070529	0,0142937	0,7601394	0,0000000	0,9613142	0,0281238	0,5406511	1,0065380	0,1514990	0,3463296	1,0300786	0,2757109	0,7218271	0,8898824	0,5121054	0,7532232	0,9760912	0,0078991	0,3682799	0,8417230	0,1305222	0,0928754	0,0169182	0,0371027	0,1151524	0,8940241	0,2503442	0,9994649
540	0,0138132	0,1419177	0,0881215	0,2524188	0,0279046	0,4993240	0,8981024	0,6289781	0,5962646	0,3064745	0,8704154	0,5181243	0,8387862	0,0017452	0,5461500	0,2578857	0,1897333	0,9827478	0,0261768	0,1092081	1,0297987	0,3141951	1,0568048	0,8494367	0,1362244	0,3885243	0,1712470	0,7232289	0,7395055	0,6924256	0,1861805	0,6658089	0,4053300	0,1222295	0,3323742	0,5059807	0,7299466	0,0149511	0,7354125	0,0006408	0,9526119	0,0341587	0,5848911	1,0685482	0,1767101	0,3606660	1,0233188	0,2580781	0,6944957	0,8672170	0,5273209	0,7178249	0,9844662	0,0080101	0,3556632	0,9023186	0,1167132	0,0967362	0,0187515	0,0399418	0,1025073	1,0000599	0,2647901	0,9857477
560	0,0396421	0,1561471	0,0728700	0,2538716	0,0275236	0,4710554	0,8980511	0,6621973	0,6005125	0,2706375	0,9673974	0,5981975	0,8285073	0,0016494	0,5903087	0,2282720	0,2168755	0,9916286	0,0123255	0,1228427	0,9458347	0,3524117	1,0083025	0,8374648	0,1540775	0,4078697	0,1747283	0,6951448	0,7066693	0,6848734	0,1774421	0,6828644	0,3611066	0,1213953	0,3345825	0,5242090	0,6936477	0,0076610	0,7073237	0,0001557	0,9887173	0,0457347	0,5750796	1,0799574	0,1360071	0,2919466	1,0496548	0,2792933	0,6811264	1,0160828	0,4779181	0,7277667	0,9851146	0,0055690	0,3471614	0,8502629	0,1266654	0,0757677	0,0151655	0,0289293	0,1101802	1,0213982	0,2695943	0,9622545
580	0,1507400	0,4696463	0,2557964	0,5228982	0,0219402	0,3797275	0,9246484	0,6749439	0,4933172	0,2341212	0,9571637	0,8165001	0,9328466	0,0002382	0,6369199	0,2530413	0,1702500	0,9503212	0,0103389	0,1059260	0,8734805	0,3564569	0,9547867	0,5079707	0,3842762	0,3501392	0,1689129	0,7017030	0,6222671	0,6732240	0,2129340	0,6599663	0,4081014	0,1076800	0,3459897	0,5773069	0,3287845	0,0124957	0,9238022	0,0024501	1,0346831	0,0339412	0,5837457	1,0481299	0,1617732	0,2676039	0,9479145	0,6413205	0,7822161	1,0022702	0,4622958	0,6568333	0,9826290	0,0034517	0,2336656	0,9114958	0,1321533	0,0722416	0,0187676	0,0122927	0,1162013	0,9848602	0,1687101	0,9887096
600	0,1078383	0,7654109	0,3412339	0,6847452	0,0213870	0,3012943	0,8097626	0,6345034	0,3890720	0,2737647	0,9366317	0,9240835	0,9233631	0,0035878	0,6537405	0,2751957	0,1328397	0,9300599	0,0184910	0,0978775	0,8254850	0,3496069	0,9653728	0,3362339	0,4290915	0,3309188	0,1548843	0,7221362	0,6203677	0,6741113	0,1650242	0,5758011	0,3884500	0,0912212	0,3168928	0,5509703	0,1503768	0,0109296	0,9512231	0,0032733	1,0053197	0,0350896	0,5314247	1,0389074	0,1648792	0,2722040	0,9201570	0,8626143	0,8759759	1,0921636	0,4818952	0,6704604	0,9522429	0,0043127	0,1465608	0,8984219	0,1481593	0,0649342	0,0181678	0,0217324	0,1122906	0,9852195	0,1155884	0,9428446
620	0,1238981	0,8107737	0,3557904	0,7643472	0,0188845	0,2361070	0,8020446	0,6460799	0,3573115	0,2966011	1,0004024	1,0035999	0,9061745	0,0026695	0,5859656	0,2780311	0,1014899	0,8984781	0,0180356	0,0956629	0,7723459	0,3831406	1,0488340	0,2298650	0,4513811	0,3305438	0,1462380	0,7451566	0,5819898	0,6801377	0,1744890	0,5741751	0,4252401	0,0733922	0,3054048	0,5766039	0,0668976	0,0073306	0,9361145	0,0022442	1,0534693	0,0273405	0,4906718	1,0410365	0,1784046	0,3398341	0,8444705	0,9639437	0,8545773	0,9575622	0,4439802	0,6519152	0,9494606	0,0082015	0,1121176	0,8692685	0,1432954	0,0399444	0,0187498	0,0287114	0,1117893	1,0012044	0,0913026	0,9629269
640	0,1399561	0,9014770	0,3706413	0,8245785	0,0191367	0,1863554	0,7903918	0,6724883	0,3784810	0,3193149	1,0412848	1,0703260	0,9103355	0,0007574	0,5717386	0,2450499	0,0851016	0,9276998	0,0143504	0,1096242	0,7902373	0,3593973	0,9997111	0,1586300	0,4967265	0,3237365	0,1663666	0,7768525	0,6291920	0,6811692	0,1643266	0,5876613	0,3951235	0,0926173	0,3321984	0,5638827	0,0341651	0,0063843	1,0121789	0,0006766	1,0016088	0,0325677	0,4979819	1,0406390	0,1460493	0,3636571	0,8225497	0,9881757	0,8669203	0,8625964	0,4303318	0,6909342	1,0317714	0,0115817	0,0809172	0,7911600	0,1339628	0,0330566	0,0131840	0,0333303	0,0974386	0,9704224	0,0606614	0,8919521
660	0,1717710	0,9086697	0,3313049	0,8071240	0,0167757	0,1078959	0,8076106	0,6881638	0,3323872	0,3208306	0,9349986	1,0037768	0,8893169	0,0000766	0,5550581	0,2812299	0,0927100	0,8471866	0,0220204	0,0867673	0,7993228	0,3488206	1,0313086	0,1022219	0,5518554	0,3330926	0,1647697	0,7034480	0,6600521	0,6992114	0,1541502	0,5352620	0,3877910	0,1094520	0,3936781	0,5784897	0,0216322	0,0107352	0,9992123	0,0022631	1,0385046	0,0328349	0,5611782	1,0825504	0,1403317	0,3781681	0,8519193	1,0426039	0,8108101	0,8641215	0,4637189	0,6925341	1,0107943	0,0076861	0,0609618	0,7982313	0,1515847	0,0184734	0,0238894	0,0304253	0,0962096	1,0443119	0,0601922	0,9072348
680	0,1960815	0,9221923	0,2827337	0,8882116	0,0154451	0,0990929	0,6971203	0,6494854	0,3132846	0,4173506	0,9386046	1,0167012	0,9023334	0,0013607	0,5253352	0,2832339	0,0944146	0,8763825	0,0158724	0,0934554	0,7336021	0,3747830	1,0856654	0,0714798	0,5642148	0,3149165	0,1843835	0,6679787	0,6421190	0,6440884	0,1169370	0,4831574	0,4192284	0,1332919	0,4035743	0,6212541	0,0320193	0,0146500	1,0012591	0,0034069	1,0179736	0,0358339	0,5520326	1,0926113	0,1592979	0,4258492	0,8827143	1,0023248	0,7980406	1,0434451	0,4716211	0,6860625	0,9584389	0,0052510	0,0633827	0,7393330	0,1021513	0,0171375	0,0193987	0,0349704	0,0802477	0,9189541	0,0441161	0,9382067
700	0,2087733	0,9632719	0,2588636	0,9402690	0,0191922	0,0849970	0,7196801	0,5922551	0,3000790	0,4308373	0,8738223	0,9754899	0,8194650	0,0018894	0,5574236	0,3050346	0,0948996	0,9214763	0,0174253	0,1027855	0,7400927	0,3391089	1,0467581	0,0532695	0,5501773	0,2737741	0,1786341	0,6290070	0,6502089	0,6597787	0,0934425	0,4415053	0,4265331	0,1182734	0,3884714	0,6535535	0,0443879	0,0059526	0,9572400	0,0042328	0,9865668	0,0379303	0,5643361	1,1092966	0,1608331	0,3995227	0,9066093	1,0308165	0,8139959	1,0200069	0,5167981	0,6267039	1,0098089	0,0015699	0,0375890	0,6351889	0,1152948	0,0200784	0,0296269	0,0538683	0,0837797	0,9023547	0,0469974	0,8688899
720	0,2294304	1,0399239	0,2035250	0,9485066	0,0317391	0,0494164	0,7459096	0,6041092	0,2763846	0,5045574	0,7905343	1,0173181	0,7478344	0,0060548	0,5967428	0,2891449	0,1048265	0,9871517	0,0164357	0,1090802	0,6236686	0,3519300	1,0623687	0,0324544	0,4690648	0,2574326	0,1523573	0,5841051	0,6210072	0,6426405	0,0955235	0,4006703	0,4488358	0,1134236	0,3929786	0,7103200	0,0573176	0,0048460	1,0410822	0,0045632	1,0289975	0,0427462	0,5692711	1,0990771	0,1528943	0,3514637	0,9154782	1,0236621	0,8768925	0,9618150	0,4520538	0,6087233	1,0018446	0,0065188	0,0294202	0,5116573	0,1142893	0,0181943	0,0265555	0,0786504	0,0889540	0,8867018	0,0486809	0,8246745
740	0,2618204	1,1132036	0,1895924	0,9325089	0,0355317	0,0548162	0,7262905	0,5503469	0,2718923	0,5775998	0,6519055	0,9370481	0,6858855	0,0028124	0,6138386	0,2720172	0,1078142	0,9851864	0,0165472	0,1150216	0,6275626	0,3204492	1,0036844	0,0216805	0,4779077	0,2580065	0,1560506	0,5996103	0,5797319	0,6582789	0,1282551	0,3910074	0,4762414	0,1068846	0,3559964	0,6730997	0,0430726	0,0033394	1,0041435	0,0096048	1,0467411	0,0428871	0,5231813	1,0541621	0,1728019	0,2895687	0,8965470	1,0126888	0,9233019	0,9606191	0,4329272	0,6530567	1,0489107	0,0030217	0,0276584	0,4962955	0,1126434	0,0301169	0,0560967	0,1101007	0,0765910	0,8417299	0,0349763	0,8047592
760	0,3113981	1,0253819	0,2029715	0,9408274	0,0397751	0,0403052	0,7938093	0,5071287	0,2681837	0,5793619	0,6124423	0,9359133	0,7246899	0,0004443	0,6023323	0,2714803	0,0979049	1,0344674	0,0195309	0,1056934	0,6489619	0,2925697	0,9127735	0,0166939	0,4774572	0,2390085	0,1651927	0,5697446	0,5590960	0,6357489	0,1344919	0,3824451	0,4867154	0,1116769	0,3508424	0,6847816	0,0298399	0,0040078	0,9743514	0,0102117	1,0650693	0,0256543	0,4905376	1,0512027	0,1371681	0,2554869	0,8936188	0,9976481	0,8617279	0,8872391	0,4521682	0,6482254	1,0100733	0,0052299	0,0274378	0,4871349	0,1107858	0,0514547	0,0622546	0,1425244	0,0737079	0,8523780	0,0521422	0,7781600
780	0,2791370	0,9996384	0,1518504	0,8829020	0,0426714	0,0437215	0,7769594	0,5441336	0,2363300	0,5923157	0,6787178	0,8866437	0,7923429	0,0000000	0,5599049	0,2928553	0,1093022	0,9704322	0,0205142	0,1222288	0,7059785	0,2782108	0,8785723	0,0145796	0,4820400	0,2143689	0,1848115	0,5393767	0,5382479	0,6168035	0,1261267	0,3289537	0,4810291	0,0818034	0,3054197	0,6720027	0,0356609	0,0052232	1,0081816	0,0072710	1,0300475	0,0348296	0,4903390	1,1023620	0,1597413	0,2611460	0,9000497	0,9901417	0,8768639	0,8616285	0,4248346	0,7015516	0,9629545	0,0115668	0,0241032	0,4982263	0,1098491	0,0888714	0,0884104	0,1546249	0,0617538	0,8723544	0,0634674	0,7692254
800	0,2627179	0,9904126	0,1316566	0,8804393	0,0314862	0,0579158	0,7703557	0,5698308	0,2073932	0,5827680	0,8167407	0,9354834	0,8450428	0,0042105	0,5453810	0,2819323	0,1033677	1,0083335	0,0253604	0,1224079	0,7209022	0,2628471	0,8554568	0,0148619	0,4964768	0,2284595	0,1908769	0,5403977	0,5491696	0,6165221	0,1138149	0,3520820	0,4862262	0,0885870	0,2592846	0,6574769	0,0442342	0,0004827	0,9452902	0,0051424	1,0619531	0,0288190	0,4562261	1,0125832	0,1697377	0,2456600	0,8940733	0,9046853	0,9293202	0,8858977	0,4600606	0,7123370	0,9649182	0,0094982	0,0180694	0,4704957	0,1074512	0,1478743	0,0749833	0,1630112	0,0642393	0,8237966	0,0407691	0,7594215
820	0,2263847	0,9741014	0,1585905	0,8713008	0,0370156	0,0521904	0,8159012	0,5519913	0,1577559	0,5359231	0,7020751	0,8863472	0,8067351	0,0025110	0,5683953	0,2688724	0,0829623	0,9450987	0,0194538	0,1308246	0,6851717	0,2678158	0,8522926	0,0126029	0,5205392	0,2354850	0,1788750	0,5305677	0,5597687	0,6409992	0,1011067	0,3655239	0,4853312	0,0875543	0,2630784	0,6390052	0,0246854	0,0055434	0,9269322	0,0088504	0,9979133	0,0384033	0,4880602	0,9972706	0,1518511	0,2228554	0,8824001	0,9365167	0,9152319	0,7996819	0,4615776	0,7501035	0,9854063	0,0050085	0,0281262	0,4527518	0,1087105	0,1527359	0,1086299	0,1542383	0,0780429	0,8334582	0,0479345	0,7736564
840	0,2563619	0,9287575	0,1539534	0,9289575	0,0250292	0,0475263	0,8446903	0,5310337	0,1591180	0,5426134	0,8166408	0,9126652	0,7759236	0,0019268	0,5411892	0,2569609	0,1011957	0,9897565	0,0188164	0,1339272	0,7477016	0,2759862	0,8556260	0,0118970	0,4863847	0,2442779	0,1539774	0,4903828	0,5466001	0,5748212	0,0926446	0,3773859	0,4744354	0,0783846	0,2500256	0,6595259	0,0231315	0,0039631	0,9865385	0,0036388	1,0068011	0,0317639	0,4826871	0,9131614	0,1390009	0,1942732	0,8470584	0,9443672	0,9321267	0,8395779	0,4978289	0,7330110	0,9318921	0,0067730	0,0237525	0,4460381	0,1282492	0,1296846	0,1039715	0,1287215	0,0791228	0,7997183	0,0490063	0,7896256
860	0,2896586	0,8833493	0,1590937	0,9057059	0,0283974	0,0476871	0,7717377	0,5192117	0,1551749	0,5905106	0,7511317	0,9331122	0,7745280	0,0026249	0,5942128	0,2485794	0,1180019	1,0083183	0,0159389	0,1355903	0,7230146	0,2735042	0,8921545	0,0197611	0,4697318	0,2777778	0,1588759	0,5285013	0,5638465	0,6499408	0,1290190	0,3899439	0,4046994	0,0827173	0,2640133	0,6191436	0,0110389	0,0085450	0,9726390	0,0047252	0,9833422	0,0534509	0,4802664	0,9640224	0,1670829	0,2332103	0,8418734	0,9041642	0,9995031	0,8609660	0,4575311	0,7025379	0,9874271	0,0083308	0,0216169	0,4231816	0,1404518	0,1455769	0,0925489	0,1376235	0,0806446	0,7750175	0,0503416	0,7612661
880	0,2976428	0,9420925	0,1343271	0,9738551	0,0180151	0,0667890	0,7791537	0,4765587	0,1340038	0,5950284	0,6857808	1,0011244	0,6874519	0,0067573	0,5818736	0,2485191	0,1214099	1,0241512	0,0106975	0,1038968	0,6890936	0,2639471	0,9003974	0,0209147	0,4609626	0,2734901	0,1637516	0,5405356	0,5673943	0,6684156	0,1040375	0,3862709	0,4827474	0,1091840	0,2304881	0,6071336	0,0076354	0,0093720	0,9291026	0,0009623	1,0096052	0,0373784	0,5375678	0,9380143	0,1580349	0,2482754	0,8842535	0,8881671	0,9524356	0,8528213	0,4431804	0,7421960	0,9717505	0,0056445	0,0147543	0,4330520	0,1235757	0,1631892	0,0856867	0,1582220	0,0987383	0,7435951	0,0478467	0,7636351
900	0,3319911	0,9968053	0,1367697	0,9683495	0,0166470	0,0738552	0,7536556	0,4155549	0,1152716	0,6146349	0,5743359	0,9593750	0,6734283	0,0084444	0,6164509	0,2872430	0,1083153	1,0376554	0,0191328	0,1286360	0,7681791	0,2589379	0,8310057	0,0182364	0,4734908	0,2595953	0,2016749	0,5247189	0,5761699	0,6952234	0,1080509	0,3988295	0,5183324	0,1206492	0,2428558	0,6318543	0,0145722	0,0019205	0,9872601	0,0029108	0,9809499	0,0454695	0,5179074	0,9269609	0,1864185	0,2624386	0,8720198	0,8811559	0,9387549	0,7934005	0,4362681	0,7645769	0,9589493	0,0034579	0,0148802	0,4291081	0,1302785	0,1346889	0,1102807	0,2229853	0,0869517	0,7001444	0,0500316	0,7136731
