"Time"	hns	cspA	bolA	bglJ	leuO	cadC	stpA	nhaR	gutM	srlR	appY	caiF	gadW	gadX	rutR	nemR	gadE	rcsA	ydeO	evgA	mdtF	mdtE	cadA	cadB	bglG	bglB	bglF	yhiD	hdeA	hdeB	gadA	hdeD	gutQ	srlD	srlB	srlE	srlA	gadB	osmC	gadC	nhaA	fliC	gadY	yjjQ	nemA	dctR	slp	yjjP	ampC	pgaC	gmr	yegR	proW	leuA	leuL	hchA	ybaS	leuC	cspD	mukE	evgS	yciE	gnd	proV
240	0,0496649	0,2037112	0,0623880	0,2702251	0,0256671	0,3529032	0,8944249	0,4073417	0,4977121	0,2901616	0,9070347	0,6017017	0,8215325	0,0017441	0,6034608	0,3012896	0,2442938	0,9763262	0,0150189	0,1122575	0,9659564	0,2577193	1,0670510	0,8569297	0,1526746	0,4620796	0,1853294	0,6855289	0,8467625	0,6769286	0,2189248	0,5944669	0,3748834	0,1085512	0,3940937	0,5659549	0,7387508	0,0136388	0,6073700	0,0021144	0,9814335	0,0468947	0,5367900	0,9129909	0,1354935	0,3240483	0,9087029	0,2750802	0,7168309	0,5702336	0,4507862	0,8223145	0,8972232	0,0040105	0,3271435	0,8131493	0,1287762	0,0319004	0,0295163	0,0712697	0,0862712	0,9519346	0,2213658	0,8814442
260	0,0442365	0,1845321	0,0648259	0,2699928	0,0247770	0,3684480	0,8254686	0,4270369	0,5136487	0,2659239	0,9013392	0,6475261	0,8168622	0,0038247	0,6249635	0,2548757	0,2179617	0,9260373	0,0178339	0,1072845	0,8910833	0,2116341	1,1003343	0,8947910	0,1326213	0,4539578	0,1741740	0,7153109	0,8296526	0,6630715	0,2361424	0,5686715	0,3916249	0,1083374	0,3711599	0,6069219	0,6940182	0,0134194	0,6430370	0,0029670	0,9548107	0,0445424	0,5612688	0,9272258	0,1816762	0,2828825	1,0251247	0,3142523	0,6962812	0,7248884	0,4392098	0,7783443	0,9802047	0,0074966	0,3400817	0,8422017	0,1156706	0,0426753	0,0226761	0,0606329	0,0865161	0,9552046	0,2426602	0,9015940
280	0,0716616	0,1717289	0,0496090	0,2538549	0,0198764	0,3713768	0,8788330	0,4488752	0,5896228	0,2784779	0,8981004	0,6598969	0,8933126	0,0028776	0,6452600	0,2460972	0,2125961	0,9901717	0,0329955	0,1121400	1,0086204	0,2569474	1,0569117	0,8742052	0,1369711	0,4786506	0,1842741	0,7258174	0,8012080	0,6913617	0,2243945	0,6200050	0,4392310	0,0900056	0,3867326	0,5807590	0,6543619	0,0107797	0,7279090	0,0006481	0,9759503	0,0322189	0,5992842	0,9904009	0,1943090	0,3231423	1,0072680	0,2951654	0,7322375	0,7374121	0,4741594	0,7411180	0,9409231	0,0027346	0,3332393	0,8308464	0,1332781	0,0490410	0,0139756	0,0556268	0,1084274	0,9523052	0,2898064	0,8589426
300	0,0623474	0,1572489	0,0383967	0,2306971	0,0169763	0,3597574	0,8662268	0,4820518	0,5463532	0,2570304	0,9201847	0,5834809	0,9367852	0,0012202	0,6104286	0,2589540	0,2377794	1,0279385	0,0330793	0,1240247	0,9622958	0,2996969	1,0218818	0,9318117	0,1261431	0,4699187	0,1836130	0,7150516	0,7659801	0,7570982	0,2251376	0,6889237	0,4269229	0,0988551	0,4024961	0,5731604	0,7000578	0,0135272	0,7277644	0,0004075	0,9125867	0,0311093	0,6119906	0,9194226	0,1588825	0,3475519	0,9927106	0,2640377	0,7325283	0,7338956	0,4522416	0,6932711	0,9948341	0,0030282	0,3038172	0,8216528	0,1406533	0,0478271	0,0117411	0,0444991	0,0943001	0,9466610	0,2775945	0,8432395
320	0,0436847	0,1460039	0,0581969	0,2415372	0,0124836	0,3492184	0,8461034	0,4925923	0,6505938	0,2669317	0,9334115	0,5807516	0,8694152	0,0021669	0,6355677	0,2896685	0,2226943	0,9664063	0,0246526	0,1119729	0,9596740	0,3139327	1,0073167	0,8691692	0,1603897	0,4199192	0,1790157	0,6797266	0,7782068	0,7475005	0,2565071	0,6630236	0,4396524	0,1003006	0,4005270	0,5589879	0,7166446	0,0142533	0,7150561	0,0000000	1,0084578	0,0147056	0,6019465	0,8816379	0,1660315	0,3995226	0,9716547	0,2381648	0,6950124	0,7753878	0,4639961	0,7688572	0,9363306	0,0025561	0,3153289	0,8599143	0,1489020	0,0515189	0,0164836	0,0382903	0,0710722	0,9627904	0,2658803	0,9198127
340	0,0363841	0,1470727	0,0560207	0,2250768	0,0128233	0,3491854	0,8633660	0,4821659	0,6169038	0,2534489	0,9778622	0,5280783	0,8007482	0,0015795	0,6368314	0,2720680	0,2246133	1,0677015	0,0200801	0,1169835	0,9874360	0,3258700	1,0093444	0,8466630	0,1895147	0,3433023	0,1968000	0,7353090	0,7385845	0,7526291	0,2963432	0,6576130	0,4391858	0,1094413	0,3353258	0,5354016	0,6662661	0,0146460	0,6728245	0,0016967	0,9966391	0,0299076	0,5909968	0,9306963	0,1814685	0,4293256	0,9820302	0,2483464	0,6479656	0,8022448	0,4659649	0,8232095	0,9813538	0,0030436	0,3168074	0,8332503	0,1223438	0,0508582	0,0200376	0,0349045	0,0816243	1,0341064	0,3098141	0,9266661
360	0,0547243	0,1550181	0,0531151	0,1951109	0,0230298	0,3447250	0,8585541	0,5431251	0,5979443	0,2366443	1,0401723	0,5402218	0,8304932	0,0018869	0,6526116	0,2787975	0,2453394	1,0151823	0,0223212	0,1285585	1,0396834	0,2987523	1,0035144	0,7979224	0,2090156	0,3102925	0,2218618	0,7265633	0,7651398	0,7371039	0,2751795	0,6323671	0,4097376	0,1258341	0,3649012	0,5220808	0,6855083	0,0165432	0,6654091	0,0045365	0,9970467	0,0371036	0,5167628	0,9777455	0,1710696	0,3836372	0,9917777	0,2934741	0,6768381	0,8141617	0,4562986	0,7640717	0,9711658	0,0008373	0,3463817	0,8241785	0,1278230	0,0673694	0,0256453	0,0246907	0,0879761	1,0362905	0,2900066	0,9514010
380	0,0602505	0,1428671	0,0800225	0,2262976	0,0173633	0,3478105	0,8856938	0,5562014	0,6201801	0,2795678	0,9736396	0,5583089	0,8321675	0,0018656	0,6385061	0,2439639	0,2494968	1,0548279	0,0196087	0,1135994	1,0423023	0,2746641	0,9461165	0,8137130	0,1632126	0,3354370	0,2380689	0,7410035	0,7443810	0,7062028	0,2515081	0,6292728	0,4507622	0,1205111	0,3776708	0,5295712	0,6898796	0,0094882	0,6432613	0,0014660	0,9977019	0,0203058	0,5419164	0,9789446	0,1675697	0,2927134	0,9781241	0,2999798	0,7170209	0,8194670	0,4485438	0,7326854	1,0116187	0,0022771	0,3698520	0,8930944	0,1287438	0,0548245	0,0287322	0,0236659	0,0866711	1,0085841	0,3356859	0,9167774
400	0,0546526	0,1770930	0,0964248	0,2047255	0,0184633	0,3656530	0,8815568	0,5649904	0,6240426	0,3002575	1,0124303	0,5700236	0,8293985	0,0009429	0,6676424	0,2574650	0,2498536	1,0381859	0,0180993	0,1285013	1,1415607	0,3235956	0,9542585	0,7957554	0,1873553	0,3490135	0,2409257	0,7851067	0,7137636	0,7275756	0,2214882	0,6024750	0,4115097	0,1198334	0,3568318	0,4951114	0,6492998	0,0124586	0,6069983	0,0009407	1,0121187	0,0136406	0,5592477	0,9450247	0,1648196	0,3194278	1,0080761	0,3281674	0,7396182	0,9520116	0,4671964	0,7684492	1,0478214	0,0052669	0,4153508	0,8482322	0,1115258	0,0523643	0,0247349	0,0232022	0,0768291	1,0424754	0,3371949	0,9220996
420	0,0426748	0,1766886	0,0853085	0,2023241	0,0129286	0,3909758	0,8323105	0,6048234	0,5552489	0,3055126	0,9629267	0,5960578	0,8235809	0,0013482	0,5597083	0,2635739	0,2430569	1,0411651	0,0097575	0,1336466	1,0521437	0,3665826	0,9258700	0,7617697	0,1812549	0,3421832	0,1981349	0,7724852	0,7040754	0,7414200	0,2338051	0,6162612	0,3715377	0,1175569	0,3942638	0,5078275	0,6569279	0,0111004	0,6363906	0,0003665	0,9383757	0,0177217	0,5744641	0,9208198	0,1607774	0,3199315	0,9847178	0,3287564	0,7445821	0,9173812	0,4719775	0,8150858	1,0577761	0,0053049	0,4389610	0,8662924	0,1106026	0,0598621	0,0293985	0,0258226	0,0838527	0,9694288	0,3260287	0,8962228
440	0,0572880	0,1676833	0,0712724	0,2442041	0,0183256	0,3995375	0,8271126	0,5983641	0,5451877	0,2648276	0,9059803	0,6279222	0,8365837	0,0028717	0,5745001	0,2956713	0,2013150	0,9853044	0,0117863	0,1132242	1,0984814	0,3958390	1,0397414	0,7809091	0,1822691	0,3436579	0,2119294	0,7193225	0,7346864	0,7233688	0,2238842	0,6323836	0,4151558	0,0948275	0,3904450	0,4668582	0,7106321	0,0154544	0,6743243	0,0004455	1,0657823	0,0281595	0,5603140	0,9145606	0,1875511	0,3393320	0,9191877	0,2833057	0,7551904	0,8296397	0,4685937	0,8302202	1,0785901	0,0010295	0,4247136	0,9123266	0,0977557	0,0294282	0,0217635	0,0158399	0,0796888	0,9205515	0,2873667	0,9500268
460	0,0635166	0,1953345	0,0731063	0,2381970	0,0246605	0,4391954	0,8404410	0,5837155	0,5633148	0,2820906	0,9225940	0,6232015	0,8936191	0,0027923	0,6295267	0,2759075	0,1770437	0,9907197	0,0098494	0,1217704	1,0784117	0,4005796	1,1084070	0,9551809	0,1943183	0,4003910	0,1883662	0,7193331	0,7890182	0,7074111	0,1815111	0,6097872	0,4171871	0,1007011	0,3667526	0,4326299	0,7406914	0,0223416	0,6668775	0,0006873	1,0509657	0,0338870	0,5870892	0,9788747	0,1726406	0,3447806	0,9078573	0,2671941	0,7473851	0,8797107	0,4313649	0,8345062	1,0493228	0,0017703	0,3978159	0,8125756	0,1374332	0,0411664	0,0182533	0,0226025	0,0787149	0,8852868	0,2507041	0,9579645
480	0,0611440	0,1860646	0,0781557	0,2164845	0,0373933	0,4329267	0,8137019	0,5478039	0,6505991	0,2935866	0,9612360	0,6173397	0,8822829	0,0034352	0,5367477	0,2843451	0,1762076	1,0554158	0,0139839	0,1106815	1,0331831	0,3599084	1,0521887	0,9128698	0,2189710	0,3811664	0,2357486	0,6806079	0,8683769	0,7227910	0,1992967	0,6238112	0,3503525	0,1079867	0,3724180	0,3877272	0,6865045	0,0147471	0,6569033	0,0018703	1,0072728	0,0362592	0,5603716	0,9606168	0,1620621	0,3684134	0,9410955	0,2795890	0,7201350	0,8966129	0,4378211	0,7982041	1,0198846	0,0019874	0,4044634	0,8569782	0,1223312	0,0503348	0,0192199	0,0276506	0,0789760	0,9157072	0,2027783	0,9404185
500	0,0766932	0,1773389	0,0801634	0,2456140	0,0312156	0,4510181	0,8038495	0,5194187	0,6703446	0,2572257	0,9432098	0,5442528	0,8651898	0,0029269	0,5840627	0,2696759	0,1878051	1,0507375	0,0136766	0,1069803	0,9388995	0,3172003	1,0307596	0,8689931	0,2179786	0,4207627	0,2055726	0,6623128	0,7881429	0,6601057	0,2218312	0,6216939	0,3511628	0,1190040	0,3583511	0,4772943	0,7280770	0,0056323	0,7371827	0,0010996	0,9711815	0,0367108	0,5031515	0,9536498	0,1629394	0,3531634	1,0419452	0,2868842	0,7461916	0,8122032	0,4858977	0,8200274	0,9615279	0,0044911	0,4012772	0,8614360	0,1103202	0,0623628	0,0164848	0,0244832	0,1149916	0,9459580	0,2023489	0,9226137
520	0,0702407	0,1549462	0,0780859	0,2331832	0,0278352	0,4560740	0,8157063	0,5304779	0,6451514	0,2540779	0,9668132	0,4907414	0,8670734	0,0020021	0,5902083	0,2359853	0,2039195	1,0091711	0,0188800	0,1117108	0,9904740	0,3531897	1,0457893	0,8401022	0,1761581	0,4401239	0,2037645	0,6784974	0,8089914	0,6773932	0,1981590	0,6086505	0,3847423	0,1232351	0,3478822	0,4843756	0,6907851	0,0057267	0,7914907	0,0028018	0,9046838	0,0491785	0,4716059	1,0080064	0,1684499	0,3983351	1,0271645	0,2948034	0,7829935	0,7793782	0,5200168	0,8159033	0,9063266	0,0045640	0,4091309	0,8716798	0,1150489	0,0774822	0,0232254	0,0212777	0,1028968	0,9761887	0,1727702	0,8984221
540	0,0579620	0,1423433	0,0747537	0,2019115	0,0242335	0,4521875	0,9166813	0,6054082	0,6487844	0,2738427	0,9732106	0,5514547	0,8478295	0,0020218	0,6477488	0,2901842	0,1772374	0,9794696	0,0143149	0,1115106	0,9851184	0,3220399	1,0437869	0,8503619	0,1521128	0,4048323	0,1988788	0,7403043	0,8661038	0,6878091	0,2110823	0,5846034	0,4115695	0,1003864	0,3670756	0,4354322	0,7173297	0,0101191	0,8209139	0,0008456	0,9894441	0,0315805	0,5124605	1,0394494	0,1744774	0,4034437	1,0499363	0,2864002	0,7496406	0,8535655	0,5722248	0,7028207	0,9421727	0,0042040	0,3241961	0,8221977	0,1269549	0,0725175	0,0208167	0,0226634	0,0984908	0,9089869	0,2151560	0,9650881
560	0,0410787	0,1540484	0,0891893	0,2261618	0,0181682	0,4348052	0,9777963	0,6000071	0,6247454	0,2995219	0,9718406	0,5261598	0,8739371	0,0004305	0,6359184	0,2848051	0,1864646	1,0165413	0,0102144	0,1010872	0,9748988	0,2884555	1,0353647	0,9070567	0,1536283	0,4214403	0,1776106	0,7131204	0,8518714	0,6592187	0,2120518	0,5696760	0,3664816	0,1350084	0,3222461	0,4164709	0,7048971	0,0113532	0,7732641	0,0025551	1,0399772	0,0314980	0,5450339	1,0940176	0,1576352	0,3396558	1,0201890	0,3042251	0,7738322	0,8977177	0,5307899	0,7429597	0,9598763	0,0048775	0,3471903	0,9037682	0,1240419	0,0917643	0,0204175	0,0117699	0,0949493	0,9196831	0,2093683	1,0107466
580	0,0709079	0,2111404	0,1427211	0,3078664	0,0217059	0,4514040	0,9701804	0,5758026	0,6260691	0,3125648	0,9673623	0,5782715	0,8806133	0,0008398	0,5865125	0,2864608	0,1911133	1,0069046	0,0140103	0,0926528	0,9500403	0,2984036	1,0775785	0,8440170	0,2262567	0,3842812	0,1948904	0,7041967	0,7770732	0,6866425	0,2010699	0,6243656	0,3918144	0,1365356	0,3470429	0,4778531	0,6600865	0,0151243	0,8176047	0,0003357	1,0903468	0,0372009	0,5675619	1,0536032	0,1517783	0,3271709	1,0191771	0,3829557	0,7435050	0,9670607	0,4804376	0,6455721	0,9172134	0,0084307	0,3170518	0,9276110	0,1141187	0,0860328	0,0161797	0,0216458	0,0972688	0,9543291	0,2115770	1,0037058
600	0,0771276	0,3218369	0,2200869	0,3988515	0,0113700	0,3994350	0,9849753	0,5784914	0,5885686	0,2984840	0,9810902	0,6213010	0,9137397	0,0003721	0,6437683	0,2896543	0,1721851	0,9466759	0,0292622	0,0921064	0,9073188	0,3027062	0,9466585	0,6436280	0,3609078	0,3660260	0,1707217	0,7083638	0,7491254	0,6976535	0,1851484	0,6086586	0,4014090	0,1386340	0,3711000	0,5042366	0,5045342	0,0126776	0,8431742	0,0028014	1,0110035	0,0258973	0,5959246	1,0513250	0,1727510	0,2920889	1,0659104	0,5361575	0,8095258	0,9877492	0,4747065	0,6753801	0,9826282	0,0053320	0,2857666	0,9198070	0,1224852	0,0666011	0,0226979	0,0260238	0,0713784	0,9748569	0,1776617	0,9169426
620	0,0736750	0,4758867	0,2611136	0,5455855	0,0128507	0,3497626	0,9435410	0,6659973	0,5107936	0,2647356	1,0781665	0,7814117	0,9356900	0,0009045	0,6667088	0,2998979	0,1614672	0,9410069	0,0124682	0,0984289	0,9060520	0,3344958	0,9203076	0,4330711	0,3940205	0,3410525	0,1609181	0,7263998	0,6981509	0,6710660	0,1934842	0,6174999	0,3943409	0,1252551	0,3716279	0,5032534	0,3499706	0,0055425	0,9071976	0,0042576	0,9538251	0,0193532	0,5278940	0,9840159	0,1567885	0,2872841	0,9403275	0,6227099	0,8139078	0,9409069	0,5230532	0,6929463	1,0011484	0,0054302	0,2334192	0,9257309	0,1048402	0,0629893	0,0221710	0,0187193	0,0738933	0,9687412	0,1473639	0,9907968
640	0,0980432	0,5837140	0,2662537	0,6124355	0,0062879	0,2949677	0,8358135	0,6492020	0,4779364	0,3025566	1,0209082	0,8403839	0,9722745	0,0014966	0,6383092	0,3029413	0,1316956	0,9011709	0,0083096	0,1186215	0,8270883	0,3628547	0,9608111	0,3246456	0,4228389	0,3432223	0,1495340	0,7206618	0,6802003	0,6792713	0,2111889	0,5775916	0,3600222	0,1131873	0,3219244	0,4924955	0,2660329	0,0056738	0,9382538	0,0056245	1,0323567	0,0174560	0,5315515	0,9577090	0,1507829	0,2872952	0,9232857	0,7636555	0,8251310	0,9020498	0,4881187	0,7059100	0,9909704	0,0068482	0,1913239	0,8258327	0,1278033	0,0550695	0,0173227	0,0288611	0,0787362	0,9570299	0,1522399	0,9614486
660	0,1228149	0,6363754	0,3096554	0,6344557	0,0097919	0,2582993	0,8331712	0,6421168	0,4721469	0,3158804	0,9721080	0,9092828	0,9510750	0,0037596	0,5905196	0,2659277	0,1032376	0,9096878	0,0283613	0,1138076	0,8391228	0,3806067	1,0410077	0,2011326	0,4468291	0,3053235	0,1250769	0,7399325	0,6719618	0,7000186	0,1780660	0,6064406	0,3996195	0,1121853	0,3543259	0,4789618	0,1680902	0,0101864	0,9740667	0,0012959	1,0183182	0,0194971	0,5067325	0,9400284	0,1391252	0,3317115	0,8625283	0,8449469	0,8835453	0,8825173	0,4254734	0,6821186	0,9489515	0,0109482	0,1414456	0,7813207	0,1355261	0,0473269	0,0221414	0,0206453	0,0726505	1,0026422	0,1241824	0,9097363
680	0,1652333	0,6691338	0,2688610	0,6996420	0,0042709	0,2182876	0,7984943	0,6538059	0,3892747	0,3889042	0,9547526	0,9297580	0,9489162	0,0016923	0,5529964	0,2209685	0,0962220	0,9604770	0,0323897	0,1120639	0,8688131	0,3374181	1,0597174	0,1357889	0,5333889	0,2973328	0,1611045	0,7132447	0,6907037	0,7027585	0,1670600	0,5133018	0,4203695	0,1232000	0,3859037	0,5152973	0,1061566	0,0159255	0,9753851	0,0008916	0,9687489	0,0243660	0,5581594	0,9659043	0,1102489	0,3810723	0,8851931	0,8876034	0,9037836	0,8440903	0,4606348	0,6964391	0,8846005	0,0070985	0,1081400	0,7088588	0,1282467	0,0279497	0,0294519	0,0323340	0,0771715	1,0731643	0,0964058	0,8788973
700	0,1972602	0,7516326	0,2794782	0,7322481	0,0000000	0,1593501	0,7615274	0,6394293	0,4034668	0,3854406	0,9363518	0,9194996	0,8769493	0,0042519	0,6004602	0,2564273	0,1007393	0,9927604	0,0223567	0,0992416	0,8488473	0,3286349	0,9321751	0,1034766	0,5231569	0,2960439	0,1727919	0,7186890	0,6855454	0,7105496	0,1116830	0,5214800	0,4274679	0,1441907	0,3989833	0,6013447	0,0828276	0,0172798	0,9859686	0,0055340	0,9499856	0,0217341	0,5235135	0,9801346	0,1185573	0,4133868	0,7853447	0,9403082	0,8359505	0,8884672	0,4296187	0,6578492	0,9124632	0,0038142	0,0997997	0,7007984	0,1241767	0,0257967	0,0166845	0,0430004	0,0801836	0,9875336	0,0892692	0,8637126
720	0,2347976	0,8559432	0,2456327	0,8004944	0,0114643	0,1111161	0,7653113	0,6348682	0,3751006	0,3947107	0,8229611	0,9563240	0,7356987	0,0038757	0,6203180	0,2799583	0,1031139	1,0165686	0,0143773	0,1089434	0,7171484	0,3320875	0,9940362	0,0660101	0,5230625	0,3162025	0,1696358	0,6609888	0,6257587	0,7535968	0,1096408	0,4482394	0,4071399	0,1016507	0,4044582	0,6836879	0,0678489	0,0154016	0,9885099	0,0069146	0,9341081	0,0554695	0,5554027	0,9754457	0,1484085	0,3876173	0,8862797	1,0043712	0,8686387	1,0310538	0,4328470	0,6641483	0,9641439	0,0039293	0,0706314	0,6633131	0,1050915	0,0205487	0,0168288	0,0461722	0,0697485	0,9516110	0,0741370	0,8164238
740	0,2462309	0,9335244	0,2024860	0,8944373	0,0183045	0,1015667	0,7456074	0,5983652	0,3603831	0,4577085	0,7736701	0,9165236	0,7001987	0,0044668	0,6519488	0,2942695	0,1152958	1,0332294	0,0118315	0,0980371	0,6457074	0,3534513	1,0368327	0,0562375	0,5039060	0,3088930	0,1901156	0,6684335	0,6528224	0,7272650	0,1180352	0,4771405	0,4279472	0,1079360	0,3897446	0,6810146	0,0595702	0,0081128	0,9845603	0,0041416	0,9789735	0,0599585	0,5440727	1,0629101	0,1423076	0,3311840	0,7861928	0,9638125	0,9493503	1,0256675	0,4168562	0,6524950	1,0095944	0,0044803	0,0669328	0,5280572	0,1045464	0,0216069	0,0291325	0,0620545	0,0922791	0,9700377	0,0742738	0,8378832
760	0,2648277	0,9725445	0,2164070	0,8821541	0,0295097	0,0569464	0,7177141	0,5792256	0,3493665	0,5345083	0,6724631	0,9263918	0,6740038	0,0032892	0,6362984	0,2892559	0,0989640	1,0633356	0,0165137	0,1141652	0,6510618	0,3119551	0,9907922	0,0403249	0,5410103	0,3270011	0,2047452	0,5837907	0,6354682	0,7136609	0,1144225	0,4028090	0,4559680	0,1191807	0,3467159	0,6949398	0,0486569	0,0058680	0,9985865	0,0075784	0,9850446	0,0408506	0,5089740	1,0612391	0,1379944	0,3396378	0,8843732	1,0493592	0,9390495	1,0000094	0,4243104	0,6514305	1,0083407	0,0064375	0,0459220	0,5136013	0,0917627	0,0380843	0,0360411	0,0748471	0,0790027	0,9211765	0,0545477	0,8310475
780	0,2512736	0,9384814	0,1939220	0,8779274	0,0382391	0,0495752	0,7398816	0,5506499	0,3105055	0,5623318	0,7231964	0,8272912	0,6945088	0,0023431	0,6547061	0,2624870	0,0825194	1,0722553	0,0295562	0,1099877	0,6355291	0,3237252	0,9543134	0,0151703	0,4916933	0,2772021	0,2101573	0,5321514	0,5292415	0,7383180	0,1199403	0,3321688	0,5269677	0,1061821	0,3197781	0,6742175	0,0455155	0,0054754	1,0396928	0,0177727	0,9921363	0,0512533	0,5220237	1,1185974	0,1307429	0,2962451	0,8535141	1,0436892	0,8592650	0,9555135	0,4623159	0,6314102	1,0019449	0,0043094	0,0342177	0,5067598	0,1072112	0,0449093	0,0517251	0,1074368	0,0688529	0,9156517	0,0742193	0,6979903
800	0,2533614	0,9950788	0,1949207	0,8866772	0,0387472	0,0529799	0,7307578	0,5740571	0,3030321	0,5529539	0,6965343	0,8931936	0,7580933	0,0018018	0,6180230	0,3117282	0,0853430	1,0433869	0,0452358	0,1126813	0,6970408	0,3128513	0,9184226	0,0202035	0,4844783	0,2925514	0,1995387	0,5137721	0,5363203	0,6944354	0,0989963	0,3741338	0,5100791	0,0862194	0,3238983	0,6445730	0,0377802	0,0022148	0,9883154	0,0136796	1,0447890	0,0425528	0,5202726	1,0888429	0,1613083	0,3187272	0,9355923	1,0457292	0,8579146	0,8775676	0,4282110	0,7277780	0,9499464	0,0095068	0,0317371	0,4890113	0,0857184	0,0655828	0,0617036	0,1154680	0,0821380	0,8900167	0,0566276	0,7221776
820	0,2432237	0,9992162	0,1459159	0,8816391	0,0375225	0,0475220	0,8072838	0,6107066	0,2028492	0,5516965	0,7269755	0,8653884	0,7501093	0,0039695	0,5514559	0,2968954	0,1044686	0,9631262	0,0267048	0,1343105	0,7433862	0,3174100	0,8780794	0,0152784	0,4274862	0,2523944	0,2126037	0,5256964	0,5767632	0,6929567	0,0819150	0,3401869	0,5120368	0,0986915	0,2867044	0,6639399	0,0395730	0,0046360	1,0356474	0,0066627	1,0483552	0,0343442	0,4721708	1,1116132	0,1561374	0,2752042	0,9004568	1,0197638	0,8958663	0,8279953	0,4186572	0,7196166	1,0060623	0,0059167	0,0262047	0,5070102	0,1128356	0,1199149	0,0725897	0,1295372	0,0877521	0,8657960	0,0497139	0,7574295
840	0,2513127	0,9925108	0,1302090	0,8635993	0,0369992	0,0375201	0,7761709	0,5933510	0,1921432	0,4980866	0,7097136	0,9462113	0,7817632	0,0060727	0,5875447	0,2848318	0,0910684	0,9348257	0,0399684	0,1224810	0,8213374	0,3118279	0,9315839	0,0123329	0,4961073	0,2378399	0,1708456	0,5289347	0,4867100	0,6633800	0,0906765	0,3520372	0,4819597	0,1025810	0,2408592	0,6148428	0,0344290	0,0090399	1,1107202	0,0088065	0,9569589	0,0320228	0,4617069	1,0329255	0,1520374	0,1742099	0,8237672	1,0250530	0,9387911	0,8615505	0,4032203	0,8198166	1,0561857	0,0037535	0,0269090	0,4594941	0,1022684	0,1347845	0,0879025	0,1189855	0,0994918	0,8403083	0,0539758	0,7663534
860	0,2484918	0,9552074	0,1363630	0,8902859	0,0383304	0,0393555	0,7332356	0,5326724	0,1768797	0,5331172	0,6688161	0,9916620	0,8404412	0,0038477	0,5826646	0,2743694	0,1130979	0,9935347	0,0063248	0,1231298	0,8776204	0,2813983	0,8814884	0,0152499	0,5316971	0,2358068	0,1536892	0,5528726	0,5032600	0,6815842	0,0865926	0,3673609	0,3778631	0,0804127	0,2940738	0,5808428	0,0280985	0,0015195	1,0785587	0,0116266	0,9362033	0,0357718	0,4580525	1,0411416	0,1604397	0,2327073	0,8317201	0,9755796	0,9339442	0,9105675	0,4596939	0,7316520	1,0041742	0,0096580	0,0261052	0,5213499	0,1157170	0,1318390	0,1047881	0,1269993	0,0913192	0,8795351	0,0536700	0,8392541
880	0,2875863	0,9779490	0,1494735	0,9305581	0,0386967	0,0444875	0,7233274	0,5007961	0,1449368	0,5887364	0,6749408	1,0695786	0,7907259	0,0064349	0,6513156	0,2421315	0,1210448	0,9733320	0,0134912	0,1250657	0,7814713	0,2966238	1,0155000	0,0089952	0,4740520	0,2539848	0,1737035	0,5306718	0,5475592	0,6913158	0,0960047	0,3757404	0,4196570	0,0745871	0,2358711	0,5900090	0,0174148	0,0081179	1,1244354	0,0048750	0,8987242	0,0479662	0,4563383	1,0036877	0,1662508	0,2432105	0,8855820	0,9593027	0,8999281	0,9668154	0,4469119	0,6988444	0,9619904	0,0095850	0,0222030	0,4844669	0,1200563	0,1405152	0,1036428	0,1239544	0,0899192	0,7986066	0,0550896	0,8368535
900	0,3419208	0,9164675	0,1292772	0,9036698	0,0264917	0,0405454	0,8390983	0,4724657	0,1816607	0,5701470	0,6240929	1,0565435	0,7754132	0,0059562	0,5696478	0,3145667	0,1069673	1,0573125	0,0090558	0,1154969	0,7719891	0,2915812	0,9712509	0,0160471	0,5228552	0,2285155	0,1956356	0,5200699	0,5821272	0,6774360	0,0918202	0,3557901	0,4498396	0,1209698	0,2259121	0,6117739	0,0158781	0,0154497	1,0897627	0,0056126	0,9289503	0,0481819	0,4684970	0,9751791	0,1584615	0,2800572	0,8709452	0,9555247	0,9449985	0,8904551	0,4687232	0,7758272	1,0067566	0,0111120	0,0203188	0,4556712	0,1085443	0,1431491	0,0944539	0,1518004	0,0970862	0,8240235	0,0584093	0,8414598
920	0,3606475	0,8613386	0,1735054	0,9195918	0,0168000	0,0561731	0,7874471	0,4122173	0,1405456	0,5093443	0,6477325	1,0117162	0,7310397	0,0063735	0,5728991	0,3099413	0,0979792	1,0415395	0,0191883	0,1370600	0,7986084	0,2634741	0,9407576	0,0171120	0,4955807	0,2089150	0,2006303	0,5462779	0,5891458	0,6746513	0,1097345	0,3648067	0,4738848	0,0927784	0,2158570	0,6784474	0,0134682	0,0082587	1,0576216	0,0034446	0,9157321	0,0377678	0,4518699	0,9242471	0,2026703	0,2545294	0,8695206	0,9468090	0,9637970	0,8638521	0,4227628	0,7304657	1,0134452	0,0085730	0,0227009	0,4243227	0,1217701	0,1076961	0,1179510	0,2065850	0,0900548	0,7771935	0,0447080	0,7979803
