"Time"	hupB	fis	mtlR	marR	marA	rob	putA	xylR	glcC	hupA	soxS	soxR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	marB	mdtE	mdtF	hdeB	yhiD	hdeA	gadA	micF	gadB	fumC	gadC	zwf	dctR	slp	inaA	nfo	ygiA	ygiC	ygiB	tolC	acrA	acrB	sodA	fpr	gadY	rfaY	poxB	rfaZ	seqA	pqiB	pgm	nemA	pqiA	xylH	hdeD	purA	xylG	xylF	mtlA	mtlD	cadB	cadA	tyrP	ptsG
700	0,6477290	0,6104196	0,5383780	0,5069720	0,8137721	0,7312470	0,4972015	0,7826108	0,5590621	0,3709975	0,2516294	0,6309730	0,5360761	0,2847154	0,6829658	0,6697190	0,5973963	0,3177486	0,0099439	0,0051944	0,1713141	0,3825684	0,0783941	0,0268492	0,5657799	0,5350444	1,0057987	0,3979314	0,0599128	0,2918438	0,2587925	0,0115860	0,3517942	0,1560773	0,3525236	0,0311113	0,5721327	0,6700703	0,9975814	0,3043987	0,7849857	0,2362478	0,9525478	0,1813670	0,0485163	0,5540728	0,1238059	1,0809959	0,4066642	0,7066467	0,9061739	0,3182329	0,7775761	0,3802122	0,5114698	0,0324388	0,1895514	0,4785472	0,5218445	0,9215065	0,0468006	0,5208135	0,7738725	0,4258655
720	0,6384882	0,6208608	0,5624812	0,4768693	0,7814088	0,7495895	0,4464312	0,7810344	0,5567963	0,3885995	0,2331961	0,5673480	0,5820647	0,2859461	0,7048644	0,6914635	0,6015284	0,4534628	0,0076332	0,0026853	0,2170765	0,3848935	0,0701594	0,0391519	0,5807140	0,5362292	0,9690544	0,4278767	0,0737611	0,3027742	0,2600414	0,0125787	0,3997975	0,2278607	0,3710210	0,0454308	0,5768570	0,6898690	0,9804949	0,3553101	0,8006375	0,2334446	0,8900539	0,1743548	0,0754976	0,5148944	0,1388168	1,0277153	0,4130467	0,7818733	0,8975013	0,2236899	0,8043150	0,3486684	0,5166404	0,0559905	0,1957896	0,5492195	0,5778246	0,9884908	0,0781377	0,5339040	0,7554134	0,4530953
740	0,6185674	0,5930848	0,6241988	0,4832360	0,7615149	0,7403254	0,4733955	0,7175843	0,5311543	0,3398724	0,2151057	0,4991666	0,5395742	0,2870435	0,7076846	0,6837030	0,5459895	0,5126443	0,0047801	0,0075604	0,2338691	0,3890880	0,0734980	0,0620615	0,5443583	0,5705493	0,9903547	0,4310043	0,0827468	0,3338882	0,2488932	0,0053077	0,4174472	0,2174141	0,3611255	0,0429159	0,5728091	0,6604711	0,9947646	0,3580640	0,8099436	0,2100754	0,8683321	0,1683136	0,1056677	0,5202938	0,1298778	1,0280676	0,4216926	0,7207047	0,9507645	0,2310414	0,7648059	0,3184253	0,6451025	0,0483721	0,2206103	0,5404543	0,5512715	1,0292319	0,0819964	0,6215162	0,7040180	0,4456641
760	0,6245487	0,5789486	0,6362895	0,4531385	0,7282452	0,7076452	0,4915575	0,7540515	0,5122567	0,3032815	0,1974725	0,5349307	0,5295596	0,2645929	0,6989505	0,6954856	0,5176026	0,6045830	0,0029526	0,0035677	0,2530099	0,3367659	0,0611177	0,1159499	0,6466216	0,5780427	0,9574769	0,4714579	0,0766985	0,3536912	0,2759307	0,0057778	0,4209485	0,2393421	0,3449266	0,0672517	0,5747752	0,6569613	1,0200128	0,3582602	0,7323319	0,2095745	0,9194663	0,1565923	0,0875042	0,5376358	0,1544230	1,0047631	0,4402486	0,6455499	0,9224416	0,2371227	0,8066061	0,3516012	0,6684906	0,1007827	0,2033354	0,5432903	0,5950629	1,0124978	0,1300381	0,5895031	0,7410515	0,4206504
780	0,7008646	0,5599768	0,6153946	0,4535030	0,6827852	0,6912582	0,5336878	0,7030385	0,4966937	0,3003589	0,2226145	0,5460281	0,5801989	0,2676800	0,6705615	0,6798680	0,5528591	0,5905983	0,0084254	0,0028394	0,2346051	0,3086954	0,0921197	0,1136316	0,6580485	0,5991429	0,9687937	0,4839273	0,0808661	0,3430014	0,2777922	0,0072905	0,3973288	0,2731469	0,3490422	0,0757506	0,5950960	0,6689553	1,0159093	0,3491614	0,7240188	0,2348391	0,9841164	0,1275370	0,0780964	0,5173669	0,1273010	1,0410662	0,4080276	0,6242655	0,9532876	0,2091086	0,7736141	0,3470643	0,6481193	0,1239796	0,2474918	0,5408487	0,5663806	0,9554395	0,1439563	0,6632804	0,6833381	0,3999161
800	0,7024675	0,5868592	0,5193380	0,3946278	0,7167054	0,7055175	0,4629241	0,7546948	0,5325911	0,3017140	0,2037396	0,5523146	0,5231546	0,3025850	0,7012239	0,7000928	0,5842583	0,6397636	0,0065115	0,0023434	0,2198024	0,2744252	0,0790844	0,1106882	0,6814878	0,6913990	0,9973766	0,4299218	0,0927481	0,3374613	0,2785825	0,0047398	0,4475383	0,3210722	0,3828018	0,0540921	0,5876293	0,7152062	0,9665096	0,3157281	0,7220760	0,2439929	1,0060240	0,1279412	0,0606892	0,5533485	0,1235589	1,0065087	0,3816380	0,5817438	0,9167146	0,2292500	0,7422780	0,3089982	0,7239432	0,1129878	0,2571659	0,5189829	0,4986561	1,0105497	0,1722308	0,7078101	0,7025480	0,4183259
820	0,7011656	0,6084061	0,5462179	0,3724787	0,7698856	0,7210870	0,5003167	0,7168041	0,4927231	0,3251484	0,2075537	0,6059043	0,5832513	0,3038690	0,7632319	0,7647389	0,6554667	0,6504777	0,0141420	0,0013763	0,2141424	0,3222223	0,0758405	0,1000963	0,6763696	0,7372812	1,0281310	0,4846346	0,0890556	0,2994319	0,2883661	0,0023644	0,4718231	0,3722205	0,3780044	0,0667115	0,6344393	0,7025866	1,0415045	0,3177534	0,6448188	0,2211299	0,9552485	0,1219352	0,0864106	0,5315532	0,1101921	1,0627416	0,4115045	0,5878771	0,9099110	0,2189103	0,7502406	0,2839829	0,7290143	0,1446986	0,2789308	0,5591913	0,4670210	1,0411998	0,2377828	0,7635823	0,7005156	0,4112456
840	0,7469041	0,5954838	0,5993368	0,4090195	0,8783121	0,7315045	0,4588711	0,7697182	0,5111105	0,2977073	0,2133906	0,5915613	0,5685653	0,2669863	0,7817444	0,7755783	0,6051297	0,6801362	0,0022699	0,0043322	0,2132914	0,3649564	0,0523930	0,1488415	0,6883061	0,6519258	1,0495147	0,4927982	0,0993325	0,3222496	0,3067102	0,0002493	0,5008326	0,3539076	0,3348276	0,0672610	0,5637319	0,6944336	0,9922913	0,3065771	0,6822769	0,1994938	0,9705166	0,1433796	0,1182814	0,5460517	0,1248541	1,0799490	0,3930205	0,6543086	0,9146039	0,2166292	0,7046437	0,2829622	0,7299713	0,1318461	0,2340543	0,5144654	0,5652338	1,0055127	0,2842673	0,7499913	0,6543887	0,4068277
860	0,6659558	0,6118320	0,5804701	0,4207713	0,8023891	0,7289858	0,4282824	0,7276262	0,4788193	0,3138862	0,2211032	0,5057798	0,5668377	0,3144066	0,7496001	0,7401326	0,5587427	0,6463632	0,0074657	0,0041120	0,1998998	0,3459467	0,0470492	0,1455863	0,7123669	0,7135552	0,9616978	0,5183137	0,0939992	0,3745460	0,3543602	0,0005289	0,5044803	0,3533575	0,3317130	0,0680409	0,5675638	0,7282277	0,9038962	0,3465591	0,7222554	0,2020186	1,0559949	0,1734159	0,1060486	0,5483365	0,1201576	1,0927583	0,4405244	0,6779599	0,8548569	0,2518516	0,6753319	0,2761806	0,7112584	0,1640035	0,2305818	0,5079045	0,5877214	1,0034929	0,3300291	0,8327256	0,6243395	0,4005462
880	0,6613777	0,6394714	0,5452009	0,4450994	0,8257262	0,7580873	0,4159311	0,6881083	0,5357718	0,2906922	0,2119118	0,5416801	0,5389163	0,3077481	0,7817815	0,7850735	0,5211205	0,6675430	0,0137657	0,0044302	0,1660566	0,2963477	0,0523972	0,1637242	0,7307043	0,7767495	0,9800359	0,5396784	0,0972172	0,4047452	0,3598694	0,0042803	0,5050658	0,3665096	0,3191015	0,0385250	0,5710231	0,7477104	0,8819158	0,3935262	0,8176642	0,2397645	1,0650417	0,1922115	0,1295712	0,6319594	0,0910413	1,0656524	0,4391545	0,6260637	0,8632607	0,2345634	0,6710700	0,2754354	0,7977202	0,1591000	0,2159414	0,5145496	0,5547043	0,9462077	0,3725664	0,7241681	0,5898155	0,3777529
900	0,5865769	0,6385361	0,5508240	0,4451903	0,7957078	0,7631827	0,4083331	0,7134384	0,5408638	0,2722812	0,1877752	0,5268510	0,5233873	0,2939182	0,7639231	0,8707508	0,5558141	0,6726797	0,0138591	0,0017977	0,1717792	0,2985598	0,0759544	0,1949401	0,7211958	0,7990030	0,9161650	0,5722333	0,0877174	0,3875964	0,3811338	0,0010737	0,4825259	0,3687879	0,3018783	0,0335526	0,6044431	0,8002478	0,9819469	0,3240071	0,8187263	0,2217423	1,0446982	0,2073072	0,1460264	0,5840077	0,1176737	1,0595330	0,4480686	0,6588149	0,8906804	0,2319342	0,6601723	0,2645702	0,8179837	0,1939896	0,2248393	0,5390111	0,5119706	0,8589672	0,4424137	0,7578336	0,6208793	0,3942568
920	0,6308678	0,6687300	0,4894720	0,4798032	0,8289039	0,7216242	0,4920759	0,7828257	0,5434407	0,3030706	0,1728174	0,5939086	0,5014649	0,3135974	0,7386079	0,8991611	0,5664603	0,6836481	0,0080905	0,0070570	0,1999920	0,3024499	0,0771534	0,1931027	0,7130818	0,7470684	0,9534801	0,5662183	0,0915018	0,3532374	0,3657974	0,0006021	0,5143275	0,3425752	0,3332814	0,0338391	0,6440424	0,7599484	0,9549462	0,2938950	0,7017744	0,2202482	0,9535433	0,1956389	0,1665193	0,5678572	0,0975538	0,9750854	0,4435529	0,6632793	0,8919160	0,1790025	0,7592334	0,2722772	0,9171240	0,2235501	0,2410885	0,5704844	0,5712092	0,9206746	0,4776835	0,7642676	0,7081788	0,3672210
940	0,6542974	0,6513140	0,5177631	0,5004184	0,9029806	0,7111875	0,4613749	0,7691235	0,5780767	0,3439139	0,1660642	0,6021309	0,5864801	0,2955096	0,7247552	0,9220611	0,5829152	0,7152573	0,0078662	0,0086924	0,2132892	0,3066851	0,0938186	0,1741884	0,6982252	0,7713466	0,8979347	0,5076919	0,0883253	0,3170951	0,3904667	0,0024292	0,5067865	0,3740169	0,4265930	0,0440507	0,6046338	0,7484590	0,9070410	0,3126468	0,7964343	0,2128038	1,0134227	0,1654774	0,2124379	0,5052660	0,0988792	0,9213711	0,4237269	0,5968001	0,9304927	0,1852177	0,7305549	0,3269637	0,9043928	0,1874057	0,2609328	0,5683827	0,5933364	0,9882785	0,4441735	0,7502162	0,7619568	0,3827492
960	0,6344125	0,6351017	0,4671855	0,4695971	0,9045274	0,6953724	0,5030109	0,7205263	0,5205702	0,3798299	0,1708404	0,5837067	0,5742161	0,2716590	0,7367524	0,9187889	0,5703037	0,7643249	0,0021526	0,0114975	0,2227892	0,2836389	0,0940163	0,1908979	0,7075291	0,7506307	0,9281350	0,4832914	0,0862358	0,3220959	0,3702862	0,0045650	0,5233844	0,4809800	0,3920841	0,0472159	0,5741492	0,8392178	0,8781592	0,3023125	0,6967357	0,2168936	1,0517941	0,1770537	0,2082644	0,5517032	0,1294537	0,9430140	0,4132793	0,6019885	0,9521270	0,1472260	0,6593680	0,3611971	0,8838296	0,1769058	0,2393420	0,5662386	0,5460885	0,9682162	0,3864516	0,7835339	0,7814600	0,4026608
980	0,6261874	0,6157199	0,4900537	0,4361189	0,8855578	0,6962327	0,5066281	0,7693776	0,5120620	0,3983825	0,2088575	0,5377641	0,5759083	0,2649156	0,7419784	0,9087929	0,6062363	0,7802061	0,0073252	0,0108792	0,1980243	0,2961867	0,0805027	0,1736561	0,7510579	0,7478775	0,8805925	0,4394605	0,0783506	0,2775020	0,3873251	0,0106061	0,5546696	0,4986966	0,3969159	0,0414231	0,5950820	0,7839904	0,9560410	0,3118626	0,7218340	0,2329053	1,0273268	0,2539133	0,2160752	0,5476737	0,1415955	0,9281023	0,4224449	0,6895570	0,9143191	0,1423638	0,7339497	0,3586404	0,8707591	0,1812550	0,2448290	0,5816791	0,5439107	1,0443544	0,3805770	0,8349222	0,8012043	0,4039864
1000	0,6048528	0,6168814	0,4991612	0,4646402	0,8363078	0,6656372	0,4687580	0,7566801	0,5461515	0,4557614	0,1903289	0,5398408	0,5181520	0,3118015	0,7481143	0,8898401	0,5819820	0,7378880	0,0105796	0,0149251	0,1731428	0,3172852	0,0962327	0,1532323	0,7610862	0,7459261	0,9550924	0,4339139	0,0701295	0,2775716	0,3940303	0,0103658	0,6044543	0,4916191	0,3923092	0,0455410	0,6189226	0,7166456	0,9232238	0,3044800	0,7614178	0,1966313	1,0487448	0,2902106	0,2515570	0,5698549	0,1468718	0,8988026	0,3971932	0,7324186	0,8643579	0,1377078	0,8096119	0,4150146	0,8025520	0,1695301	0,2421542	0,5343251	0,5811226	1,0776624	0,4166702	0,8614722	0,7182263	0,4290307
1020	0,5734161	0,6446235	0,5447500	0,4498466	0,8689443	0,6170942	0,4937569	0,7928895	0,5502093	0,4491999	0,1969551	0,5540980	0,5483174	0,3401939	0,7486123	0,8270578	0,5524515	0,7479244	0,0115370	0,0081267	0,2031185	0,3125102	0,1154378	0,1477429	0,8329306	0,7295269	0,9653614	0,4288958	0,0685127	0,2828356	0,3580570	0,0045494	0,6268840	0,5244145	0,3958999	0,0451620	0,5822944	0,6815374	0,9425233	0,3125184	0,7471579	0,2016035	1,0216788	0,2822272	0,1824455	0,5959596	0,1549113	0,9233180	0,3657635	0,7341837	0,8196103	0,1564267	0,8144097	0,4382640	0,8826616	0,1692810	0,2780999	0,5266096	0,6150409	1,0277932	0,4447045	0,7933422	0,6790956	0,4066958
1040	0,5962277	0,6679525	0,5031191	0,4201433	0,8611441	0,6114366	0,5386255	0,7514712	0,4875464	0,4692610	0,2319486	0,5480992	0,6198768	0,3502123	0,7239277	0,7790585	0,6301609	0,7867980	0,0074354	0,0066107	0,1853543	0,2866095	0,0990425	0,1486435	0,8359721	0,7711759	1,0457103	0,4567633	0,0680167	0,2484910	0,3587667	0,0036679	0,6457894	0,4569130	0,3925797	0,0442377	0,5524192	0,6716045	0,9311821	0,3200053	0,7486590	0,2092826	1,0180511	0,2571369	0,2125877	0,5849339	0,1507378	0,9590215	0,3765103	0,7937474	0,8034363	0,1827672	0,7526586	0,4231207	0,8415025	0,1922045	0,2686002	0,5373300	0,6346226	1,0427891	0,3962464	0,8376085	0,6744173	0,4107278
1060	0,6308807	0,6577812	0,4751452	0,4250177	0,8243454	0,6181490	0,5417145	0,6789452	0,4977860	0,4644787	0,2076134	0,5245718	0,6567035	0,3114058	0,6897927	0,7896808	0,6234227	0,7902544	0,0058447	0,0017408	0,2009326	0,3585176	0,0844498	0,1564108	0,8700258	0,7594702	1,0382512	0,4532547	0,0695628	0,2573073	0,3349384	0,0070120	0,5903877	0,4053064	0,4285971	0,0694934	0,5563534	0,6900498	0,9659946	0,3223695	0,7106474	0,2252528	1,0001498	0,2083888	0,2001806	0,6412764	0,1412901	0,9444655	0,3684534	0,7314722	0,8072300	0,2004009	0,7451263	0,3990144	0,8887020	0,2399873	0,2579630	0,5517248	0,6326945	0,9105049	0,4988563	0,8224069	0,6582900	0,3968401
1080	0,5855337	0,7052944	0,5215572	0,4721307	0,8663226	0,6125852	0,4697977	0,7179433	0,5004312	0,4975791	0,2038174	0,5254786	0,6042495	0,2692003	0,7104099	0,7579217	0,5973969	0,7413135	0,0044873	0,0045957	0,1778903	0,2944089	0,0580403	0,1595405	0,8443753	0,7893039	1,0054653	0,3976808	0,0681836	0,2603697	0,3627379	0,0032147	0,5595890	0,3727136	0,3885241	0,0708570	0,6028348	0,6955297	0,9015594	0,2868962	0,7468553	0,2125622	1,0008413	0,1971444	0,2183350	0,6017999	0,1504573	0,9729470	0,3376919	0,6831182	0,8069328	0,1546803	0,7516267	0,3627885	0,8641850	0,2329186	0,2389997	0,5415062	0,6602292	0,9485532	0,5066760	0,8579394	0,6734068	0,4297273
1100	0,6223704	0,7308218	0,4938894	0,5206363	0,7520620	0,6558491	0,4804574	0,6537889	0,5098271	0,5726133	0,1942422	0,5426069	0,5924093	0,2709503	0,7620846	0,7474501	0,5922888	0,7391019	0,0033321	0,0030543	0,2171888	0,2885548	0,0504741	0,1794559	0,8226964	0,7642577	1,0427149	0,4057215	0,0731745	0,2125012	0,3448147	0,0002814	0,5235757	0,3686026	0,4131124	0,0642038	0,5858621	0,6617926	0,9837263	0,3116547	0,7437514	0,2199648	0,9779008	0,2000677	0,2102641	0,5651391	0,1363906	1,0221013	0,3679712	0,6889545	0,7961921	0,1634747	0,7398545	0,3363685	0,8770328	0,2476615	0,2346772	0,5524482	0,6247782	0,9673404	0,4643046	0,8921366	0,6745767	0,4339363

0	0,5137930	0,7118904	0,5202054	0,5161941	0,7931679	0,7096709	0,4835567	0,6620093	0,4515870	0,4939448	0,2101852	0,5607126	0,6485241	0,3017643	0,7688884	0,7977941	0,5375258	0,8157035	0,0163446	0,0024249	0,2390928	0,2849094	0,0869712	0,1582416	0,7531113	0,8224137	0,9118935	0,4443906	0,0815522	0,2642893	0,4287490	0,0028216	0,5511113	0,4011125	0,3896903	0,0480436	0,4390507	0,6329708	1,0063231	0,3340262	0,8209450	0,1872539	0,9215653	0,1800902	0,2517462	0,4705378	0,1024764	1,0762414	0,4094524	0,6651431	0,8227299	0,1725412	0,7317576	0,3236424	0,8856027	0,2776316	0,2565829	0,4764425	0,6444593	0,9385595	0,4952254	0,9284027	0,7392296	0,3967694
20	0,7178249	0,5315678	0,5079367	0,4064482	0,7646509	0,6761166	0,4342034	0,8958517	0,5971554	0,3434220	0,2120460	0,5276300	0,6872443	0,2729580	0,7217800	0,7561703	0,5589631	0,8187114	0,0186863	0,0042453	0,1990074	0,2861761	0,0776217	0,2041970	0,7029670	0,8027905	0,9159603	0,3753452	0,1204796	0,3073910	0,4596807	0,0025410	0,5861064	0,3628808	0,3550345	0,1665029	0,4885173	0,6647268	1,0007508	0,4178644	0,7674166	0,1573311	0,9401224	0,1519700	0,3008140	0,5216357	0,1135408	0,9776064	0,4715802	0,6472248	0,8510379	0,2357866	0,8000013	0,3371033	0,9344639	0,3060579	0,2548162	0,5918734	0,5928480	0,9743187	0,4443953	0,8804774	0,8464083	0,4245377
40	0,7236260	0,5333079	0,4936164	0,4015238	0,7350840	0,6117511	0,3960362	0,8854836	0,6159468	0,3490226	0,2228843	0,4357557	0,6947432	0,2822261	0,6730201	0,7627524	0,5963300	0,7335434	0,0322304	0,0021954	0,2191967	0,3266359	0,0831251	0,2094036	0,6733834	0,7681369	0,8708068	0,3946634	0,0942407	0,2918918	0,4742318	0,0028588	0,6362227	0,2810415	0,4411122	0,3143287	0,5648215	0,6832242	0,9600736	0,5825963	0,7529920	0,1760876	0,9090876	0,1461547	0,4280056	0,5294591	0,1270247	0,9576065	0,3878893	0,6303238	0,8696366	0,2267410	0,8508352	0,3615056	0,8851934	0,3039803	0,2716032	0,5412032	0,5065486	0,9886144	0,5018241	0,8637799	0,8068153	0,4447238
60	0,7143675	0,5807840	0,3937946	0,3996804	0,7331072	0,5783638	0,3979888	0,8973962	0,6205523	0,2876277	0,2043249	0,3272361	0,6607479	0,3284094	0,6949366	0,8001524	0,6238284	0,7293516	0,0153666	0,0066690	0,2110793	0,3206328	0,0763333	0,1835560	0,6510736	0,7825332	0,8070189	0,4364938	0,0971957	0,2528329	0,4350924	0,0075408	0,6961828	0,3530289	0,5562924	0,5196588	0,6256169	0,6369341	1,0101858	0,6376397	0,7109997	0,1583935	0,9609610	0,1513058	0,5321879	0,5582200	0,1005171	0,9763168	0,3019500	0,6467641	0,8645722	0,2219269	0,9216119	0,4552133	0,9118790	0,2564385	0,2878460	0,5433833	0,4996315	1,0859541	0,5839158	0,8602917	0,7397116	0,4476661
80	0,6659185	0,6236718	0,4001017	0,3711650	0,6046258	0,5907194	0,3765141	0,8831765	0,5707960	0,2574241	0,1275152	0,2879440	0,6672200	0,3248586	0,6773192	0,7452766	0,6071304	0,7223884	0,0078760	0,0143744	0,1805282	0,3068570	0,0612136	0,1751540	0,6031075	0,8209329	0,7982051	0,4363228	0,0949769	0,2172339	0,4354736	0,0131959	0,6390086	0,3556170	0,6277462	0,7359097	0,6357873	0,6649125	0,9991146	0,6955712	0,7582633	0,1598623	1,0336396	0,1456639	0,6559537	0,5310621	0,1060576	1,0322389	0,2249265	0,6327327	0,9558901	0,1966686	1,0266899	0,4362402	0,9522051	0,2388362	0,2859321	0,5478178	0,5807224	0,9377692	0,6186927	0,8746198	0,6325658	0,4463668
100	0,6765151	0,5943449	0,3820768	0,3810249	0,6076052	0,6086213	0,3179324	0,8472572	0,5675907	0,2512308	0,1235913	0,2042526	0,6412608	0,3159315	0,6558580	0,7294586	0,5553619	0,7105270	0,0136072	0,0088048	0,1517272	0,3206911	0,0594466	0,1689882	0,5334912	0,8572927	0,7547309	0,4423873	0,0965191	0,2083921	0,5052199	0,0160250	0,6235431	0,3803029	0,6720753	0,8732313	0,7362102	0,6409531	0,9613686	0,7014928	0,7948712	0,1733733	1,0867510	0,1452410	0,6823877	0,4984877	0,0693900	0,9974891	0,1801437	0,5582304	0,9456757	0,1901063	1,0612094	0,5052756	0,9247206	0,2508326	0,3222355	0,5788105	0,5019168	1,0352369	0,7048504	0,9027611	0,6612780	0,4284580
120	0,7253714	0,6094685	0,4176797	0,3649370	0,6300361	0,6435089	0,3151060	0,8578401	0,5759278	0,2708905	0,1337674	0,1587504	0,6559174	0,2727993	0,6802185	0,7333230	0,5513274	0,7335681	0,0081928	0,0055926	0,1830385	0,3087424	0,0763156	0,1684372	0,5132342	0,8717127	0,6978120	0,4281366	0,1162348	0,1886994	0,4562271	0,0174038	0,6268563	0,3810927	0,6908691	0,8669449	0,7694392	0,6061160	0,9453957	0,7365513	0,7888753	0,1627852	0,9263829	0,1338558	0,7076218	0,4646249	0,0609339	1,0367451	0,1431168	0,4637297	0,9955781	0,2067569	0,9880313	0,5020990	0,9598134	0,2383465	0,3192931	0,5708792	0,5094041	1,0105061	0,6877132	0,8699102	0,7064022	0,4079189
140	0,6924497	0,6834119	0,3898046	0,3603714	0,6483020	0,6447941	0,3303801	0,8259039	0,5288233	0,3254699	0,0978590	0,1778137	0,7081152	0,2661544	0,7023727	0,8299280	0,5392017	0,7985935	0,0106762	0,0030114	0,1703871	0,3850840	0,0702209	0,1570693	0,4820371	0,8219362	0,6388903	0,3595933	0,1106851	0,1327714	0,3925590	0,0189161	0,6491679	0,4072496	0,7458538	0,8471136	0,7426097	0,6062839	0,9798499	0,6774047	0,8227360	0,1574494	0,8409341	0,1336258	0,6856761	0,4391798	0,0577302	1,0098283	0,0952262	0,4138810	1,0910239	0,2080756	0,9476902	0,5171292	0,9220687	0,2442077	0,2874910	0,6065654	0,4816260	1,1339818	0,6713033	0,8817015	0,6892289	0,3917631
160	0,5897123	0,6190332	0,3796260	0,3677000	0,6034981	0,6451340	0,3018885	0,8264830	0,5277290	0,3811970	0,0910101	0,1718043	0,6061486	0,2869003	0,7310265	0,8326258	0,5438471	0,8106442	0,0071378	0,0034458	0,1949842	0,3297087	0,0908005	0,1659694	0,5062228	0,7913942	0,6302620	0,4109039	0,0881620	0,0876911	0,3802600	0,0197998	0,6450962	0,4139549	0,7862960	0,9260821	0,7624279	0,5573124	1,0451092	0,6481240	0,7862757	0,1351704	0,9210239	0,1535063	0,8050202	0,4285063	0,0531281	1,0800132	0,0893350	0,3137839	1,0474967	0,2315009	1,1041428	0,5387782	1,0051879	0,3398766	0,2845109	0,5944260	0,4154520	1,0395657	0,6562878	0,9644838	0,7060694	0,3362308
180	0,5720631	0,6129074	0,4797057	0,3668591	0,5502913	0,6870457	0,3357604	0,8111243	0,5328109	0,3501036	0,0523840	0,1431258	0,6711967	0,3135937	0,7371150	0,9015642	0,5503188	0,8133368	0,0064625	0,0014642	0,1657523	0,3453699	0,0831829	0,1687790	0,4792708	0,7815907	0,5941051	0,3722079	0,0876600	0,0850983	0,3817526	0,0172054	0,5939046	0,3911115	0,7477250	0,8769569	0,8166816	0,5271811	1,0231894	0,6963497	0,8004018	0,1015280	0,9617555	0,1441129	0,7808885	0,4440256	0,0419817	1,0112347	0,0623911	0,2867082	1,0460669	0,2098088	1,1077268	0,4793347	0,9019600	0,3437570	0,2658993	0,5889472	0,4117945	1,0139382	0,6699822	0,9540249	0,6926907	0,2818085
200	0,5751013	0,6221509	0,4778539	0,4206945	0,5934610	0,7636707	0,3404146	0,7904033	0,5372419	0,3650110	0,0615362	0,1298251	0,6840955	0,3129597	0,7983188	0,9201647	0,5710544	0,7601166	0,0052339	0,0037634	0,1459513	0,3234851	0,0814376	0,2086445	0,5289035	0,7333320	0,6439551	0,3535051	0,0965383	0,0885502	0,3940952	0,0100852	0,5690544	0,4468640	0,7811296	0,9204727	0,7925296	0,4408298	1,0428415	0,7064634	0,7790057	0,1008272	0,9850624	0,1218498	0,7460242	0,4269498	0,0387178	1,0575015	0,0473942	0,3270145	1,0039904	0,1953067	1,0538009	0,4702866	0,8381765	0,3461478	0,2462593	0,5640124	0,4202026	1,0557608	0,7356628	0,9657576	0,7184634	0,3154793
220	0,6492805	0,5814544	0,4005117	0,3938824	0,5743140	0,8261210	0,2936964	0,8106753	0,5281017	0,3824380	0,0766433	0,1105591	0,6494017	0,2956525	0,7987178	0,9047345	0,5844728	0,7437036	0,0043891	0,0064905	0,1212335	0,3578229	0,0639769	0,2130156	0,4996445	0,8037551	0,6422827	0,3377034	0,1100866	0,0533292	0,3898972	0,0071195	0,5903336	0,4451105	0,7860936	0,9318452	0,8177998	0,4130172	0,9885785	0,7401205	0,7244092	0,0871264	1,0085116	0,1006204	0,7437534	0,3957564	0,0379305	0,9827488	0,0350099	0,3149524	0,9459860	0,1883045	1,0612295	0,4348427	0,8601035	0,3151505	0,2498072	0,5566999	0,4245012	1,0710974	0,7067074	1,0141746	0,7304399	0,3029173
240	0,6921450	0,5483045	0,3988017	0,3431265	0,5578451	0,8283247	0,3135408	0,7813376	0,4955570	0,3982583	0,0705414	0,1261031	0,6190388	0,2977396	0,8763709	0,8987941	0,5066925	0,6878335	0,0012749	0,0065939	0,1472510	0,3695427	0,0616633	0,2144444	0,4630864	0,7633782	0,5699070	0,3543052	0,1137724	0,0597610	0,4122688	0,0080544	0,5865981	0,5222223	0,7822035	1,0366351	0,8710160	0,4089481	0,9312084	0,7184831	0,6938983	0,0948551	0,9660827	0,0918537	0,7779531	0,4210299	0,0222381	0,9639502	0,0249315	0,3103898	0,9834047	0,1579298	0,9637844	0,4424086	0,8828508	0,3519739	0,2903901	0,5212367	0,4197894	0,9818135	0,6942184	0,9828098	0,6818854	0,3231676
260	0,6399360	0,5729447	0,3794915	0,3207054	0,5255317	0,8796560	0,3861000	0,8009073	0,4892600	0,3560876	0,0507318	0,1082725	0,6280674	0,2815455	0,7626902	0,8848501	0,4621241	0,7141031	0,0050042	0,0031490	0,1737038	0,3416087	0,0726259	0,2205699	0,4420534	0,7765982	0,4826258	0,3761743	0,1079453	0,0436580	0,3690945	0,0127849	0,6053816	0,5386265	0,7805161	0,9696839	0,7843074	0,4302152	1,0178738	0,6825020	0,7213532	0,1226628	0,9560091	0,0876407	0,7828001	0,3881010	0,0223416	0,9963067	0,0171987	0,2085635	0,9309329	0,1638306	0,9245209	0,4329122	0,9288464	0,2833097	0,3005925	0,5158875	0,4424566	0,9972748	0,5998681	0,9833804	0,7092714	0,3304097
