"Time"	dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI
520	0,8921133	0,3714485	0,0014836	0,3140224	0,9942920	0,9243034	0,8353816	0,3596887	0,4161527	0,6201628	0,9291965	0,3115218	0,0056574	0,9650422	0,0023328	0,6788648	0,8468910	0,2176317	0,8169200	0,0095185	0,2604158	0,8416920	0,0618962	0,4836207	0,5394642	0,3485941	0,5117287	0,2358817	0,2515685	0,7193571	0,8264233	0,4079061	0,6062754	0,4640031	0,2411706	0,7546906	0,0627849	0,1361706	0,1279950	0,9924662	1,0884815	1,0256984	0,0123349	0,0013537	0,0230593	0,0755695	0,0373063	0,5443988	0,2731644	0,0512127	0,0874104	0,1176516	0,9180991	0,0623493	0,2829301	0,9199893	0,8311724	0,0261709	0,8647563	0,5882276	0,4456395	0,2171890	0,9813812	0,8008752
540	0,8792240	0,3560227	0,0023216	0,3669086	1,0493858	0,9939014	0,8321533	0,4485759	0,3992928	0,5873061	0,9577211	0,3116163	0,0023050	0,9456661	0,0010898	0,6299558	0,8427051	0,2200050	0,9319924	0,0080300	0,2207503	0,8025908	0,0653995	0,4812633	0,5070388	0,3500224	0,4885834	0,2277633	0,2746883	0,8039428	0,8461053	0,4781992	0,5747716	0,4794495	0,2339479	0,7281635	0,0691461	0,1154130	0,1302800	0,9821090	1,0697866	1,0096574	0,0112365	0,0067706	0,0254889	0,0858970	0,0485386	0,5507234	0,2540943	0,0506475	0,0700093	0,0971255	0,9549742	0,0679434	0,2495533	0,9809073	0,8683667	0,0154323	0,8277396	0,5536755	0,3880580	0,1938654	1,0247084	0,7452538
560	0,8744597	0,3478468	0,0002272	0,3693951	1,0750160	1,0476229	0,8847517	0,4354954	0,4016962	0,6163060	0,9998539	0,2900590	0,0005970	1,0077460	0,0052460	0,6193104	0,7891402	0,2247689	0,9292131	0,0105937	0,1998349	0,7922675	0,0559855	0,4661408	0,5739098	0,3236438	0,4810861	0,2353461	0,3005186	0,8445816	0,8071824	0,4544164	0,5133358	0,4720929	0,2518089	0,7097208	0,0664168	0,1121033	0,1206027	0,9365727	1,0527006	0,9545608	0,0107590	0,0049956	0,0365527	0,0613407	0,0525311	0,5361383	0,2389462	0,0494759	0,0804716	0,0949753	0,9092016	0,0730460	0,2456244	0,9976608	0,8358154	0,0110925	0,8663986	0,5501578	0,4075926	0,1856700	0,9342217	0,7402452
580	0,8898846	0,3702995	0,0054818	0,3917575	1,0235150	0,9085207	0,8868506	0,4498716	0,3506075	0,6072478	0,8925794	0,2322985	0,0092793	0,9895192	0,0061046	0,6720762	0,8430272	0,2334486	0,8796078	0,0253001	0,1958440	0,7346809	0,0686050	0,5006639	0,5877841	0,3454424	0,3818992	0,2333254	0,2938604	0,7616305	0,7656296	0,4226406	0,5158028	0,4466305	0,2681197	0,7611916	0,0589598	0,1193788	0,1285859	0,8946904	1,0747507	0,9129703	0,0061665	0,0289173	0,0417321	0,0683947	0,0496714	0,5821584	0,2396098	0,0514867	0,0716437	0,1424069	0,9762811	0,0657073	0,2572509	0,9249267	0,8392809	0,0107011	0,8007373	0,5014575	0,3423070	0,1633790	0,9354887	0,7157398
600	0,9263384	0,3490546	0,0089338	0,4217705	1,0293670	0,9523554	0,9337153	0,3604955	0,3336262	0,6355694	0,9004460	0,2529216	0,0126988	0,9727183	0,0053766	0,6967269	0,8857424	0,2639202	0,8867822	0,0617682	0,2078799	0,6744918	0,0798838	0,4281127	0,6089473	0,3239120	0,3179042	0,2591346	0,3032161	0,6430676	0,6635873	0,4048348	0,5213496	0,3993279	0,2802345	0,7029314	0,0596702	0,1532800	0,1242511	0,9186539	0,9759324	0,9643910	0,0088806	0,0764872	0,0408253	0,1077532	0,0415655	0,4395361	0,2673562	0,0458856	0,0928325	0,2622884	0,9758400	0,0682036	0,2465835	1,0859376	0,8528120	0,0074122	0,6543966	0,4839796	0,2932229	0,1536784	0,9070828	0,7121798
620	0,9756183	0,4117967	0,0085903	0,4372572	1,0994562	1,0339787	0,9513385	0,3819950	0,3137694	0,6667065	0,9003616	0,2534663	0,0108147	1,0627562	0,0064484	0,6125803	0,8811570	0,2398191	0,8528482	0,0958741	0,1568288	0,6471305	0,0792026	0,4752206	0,5983621	0,3026620	0,2615586	0,2491982	0,3158220	0,5481863	0,5412926	0,3798174	0,4862041	0,4790467	0,2754965	0,7319149	0,0454043	0,1339431	0,1241891	0,9682785	0,9332401	0,9327732	0,0046900	0,1466733	0,0380401	0,0892085	0,0244173	0,3269235	0,2366570	0,0559427	0,1057056	0,3546470	0,9927766	0,0536157	0,2449755	1,1201659	0,8300497	0,0116386	0,5329191	0,3833687	0,2548780	0,2139892	0,9430255	0,7268364
640	0,9391520	0,4202515	0,0076614	0,4648906	1,0712268	1,0761797	0,9898051	0,4091346	0,3084254	0,6040859	0,8655131	0,2933652	0,0064790	1,0285620	0,0047312	0,6251374	0,9169625	0,2306938	0,7669639	0,1198876	0,1388295	0,6156535	0,0750090	0,4736758	0,7143557	0,3146939	0,1949153	0,2536393	0,2983200	0,4640048	0,4349441	0,3605671	0,4738094	0,4560944	0,3116794	0,7711916	0,0526687	0,1302901	0,1157058	0,9799848	0,9817379	0,8714541	0,0017996	0,1822058	0,0576900	0,1156753	0,0152303	0,2518000	0,2169833	0,0698498	0,1039612	0,3475453	1,0495215	0,0616180	0,2529912	1,0518672	0,8064781	0,0153576	0,4348450	0,3060169	0,2184743	0,2675929	1,0393073	0,7467210
660	0,9268998	0,3957333	0,0052310	0,4661575	1,1654356	0,9880005	0,9717089	0,4678788	0,3835760	0,6038307	0,9524609	0,3352881	0,0061018	1,0438875	0,0068978	0,6703010	0,9102426	0,2657933	0,7738686	0,1758655	0,1267460	0,6583065	0,0575987	0,4692886	0,6728685	0,2939827	0,1330118	0,2866750	0,2701195	0,3250386	0,3617685	0,3560640	0,5292873	0,4291415	0,3150390	0,7336437	0,0442814	0,1376866	0,1157572	1,0612902	0,9662229	0,9157848	0,0025059	0,1631146	0,1017226	0,1494135	0,0341191	0,1960134	0,2586188	0,0779143	0,1097855	0,4271804	0,9305466	0,0556556	0,2285793	1,0234829	0,8511969	0,0229826	0,3643951	0,2194430	0,1430950	0,2676913	1,0486140	0,7610573
680	0,9557574	0,3866742	0,0086465	0,4729263	1,0900873	0,9115751	0,9423198	0,4529634	0,3826804	0,6225093	0,8834767	0,3130248	0,0151701	1,0401980	0,0058963	0,7021390	0,9090800	0,2775859	0,7224286	0,2017972	0,1637601	0,6273379	0,0733369	0,4897608	0,5874184	0,2828587	0,0923509	0,2314248	0,2591168	0,2668940	0,2916002	0,3690044	0,5918823	0,4507588	0,3205252	0,6664143	0,0350992	0,1585868	0,1278632	1,0183746	0,9476026	0,9608065	0,0165563	0,1652477	0,1523950	0,2005824	0,0290112	0,1518469	0,2835582	0,0717440	0,0937446	0,4708664	0,9611605	0,0506024	0,2426113	1,0038062	0,8227032	0,0389548	0,2857136	0,1878395	0,1217709	0,2896480	0,9966200	0,7189360
700	1,0334404	0,3546905	0,0075346	0,4522539	1,0795432	0,9506654	0,9598866	0,4705261	0,3478098	0,6207559	0,8479305	0,3697141	0,0143606	1,0231468	0,0020527	0,5873799	0,9178168	0,2525496	0,7584521	0,2631448	0,1838913	0,6723303	0,0696846	0,4557856	0,5960043	0,3064903	0,0577850	0,2687760	0,2461334	0,1929035	0,2169687	0,3503058	0,6153542	0,3884592	0,3413800	0,6424618	0,0743320	0,1408765	0,1378513	1,0168598	0,9403179	0,8853964	0,0239109	0,1666281	0,2878464	0,1877467	0,0327818	0,1287562	0,2849150	0,0750293	0,0957856	0,4735102	0,9466105	0,0383443	0,2295017	0,9498946	0,7678837	0,0538056	0,2200944	0,1489661	0,0951720	0,2832552	1,0272877	0,7482675
720	1,0640689	0,3537045	0,0062808	0,4378608	1,0573173	0,9112346	0,9478228	0,4138994	0,4056601	0,6445688	0,8735326	0,4390459	0,0097111	1,0618483	0,0021739	0,5999416	0,8784415	0,2505259	0,7148588	0,2356810	0,1766111	0,6683987	0,0632559	0,5146600	0,5958895	0,2894131	0,0375050	0,3137908	0,2778978	0,1528266	0,1567725	0,3547441	0,5834261	0,3883849	0,3703706	0,6959914	0,0818124	0,1167435	0,1695066	0,9366798	0,9546080	0,9484144	0,0264306	0,2130834	0,3986424	0,1358109	0,0306096	0,1261911	0,2877592	0,0625761	0,1107994	0,4716250	0,9265944	0,0412009	0,2044441	0,8866087	0,7792452	0,0762998	0,1741971	0,1368180	0,0825539	0,4089171	1,0829271	0,7883178
740	1,0439142	0,3435377	0,0089658	0,4185337	1,0444610	0,9607840	0,9262184	0,3894359	0,3287388	0,6750670	1,0064291	0,4247892	0,0104517	1,1091845	0,0000848	0,5562709	0,8282958	0,2763930	0,7078583	0,2661908	0,2372430	0,5942018	0,0658241	0,5515067	0,5845810	0,2653327	0,0306634	0,2312924	0,2804703	0,1216344	0,1053901	0,3778961	0,5534735	0,4577338	0,3451325	0,7052032	0,1042417	0,1658088	0,1912814	1,0006667	0,9550904	0,9277336	0,0282524	0,2545052	0,5021189	0,1134067	0,0252026	0,1255472	0,2551188	0,0650277	0,0927670	0,4268358	0,9514890	0,0353240	0,1922128	0,8205283	0,7519029	0,0801098	0,1448369	0,0941197	0,0561039	0,3969349	1,0895336	0,7219729
760	1,0744362	0,3260257	0,0062024	0,4263194	1,0449750	0,9347588	0,9056614	0,3743116	0,3903301	0,6069274	0,9406733	0,4266841	0,0103029	1,1365001	0,0013230	0,5866734	0,8253845	0,3013856	0,7266013	0,2587927	0,2234309	0,6753149	0,0776090	0,5824235	0,5626874	0,2762227	0,0337372	0,2336361	0,2868506	0,0871001	0,0773814	0,4213260	0,6209269	0,4304862	0,3008617	0,7514182	0,1302672	0,1533137	0,1861875	1,0367236	0,9610199	0,8651777	0,0307719	0,2324443	0,4975124	0,0909525	0,0308883	0,1049419	0,2666926	0,0576708	0,1158246	0,4794719	1,0189721	0,0370620	0,2261028	0,8169178	0,7948423	0,0851716	0,1256777	0,0711054	0,0465511	0,4136646	1,0826443	0,7765785
780	1,0555799	0,3368700	0,0052308	0,3931267	0,9957740	0,9314432	0,8564164	0,3504079	0,3823182	0,6190420	0,9797095	0,4294743	0,0074894	1,1098366	0,0043008	0,6776923	0,7785652	0,2885476	0,7004812	0,2448358	0,2699891	0,6976809	0,0674342	0,5819649	0,6740228	0,3278129	0,0274062	0,2479551	0,2606680	0,0749536	0,0704077	0,3822232	0,6484173	0,4329048	0,3043303	0,7498185	0,1570697	0,1996298	0,1849215	1,0191297	0,9789601	0,9200460	0,0284861	0,2101544	0,5363250	0,0802629	0,0383193	0,0981487	0,2357828	0,0473800	0,1223651	0,5184015	0,9875877	0,0290210	0,2365943	0,8486606	0,8493934	0,0940513	0,1147718	0,0729886	0,0274537	0,3967035	1,0170864	0,7615584
800	0,9545246	0,3652247	0,0031229	0,4326200	1,0144136	0,9140691	0,9462789	0,4280564	0,3955082	0,6513443	0,9501470	0,4152550	0,0125226	1,1721231	0,0052115	0,6394061	0,8153809	0,2967766	0,6707024	0,2602443	0,2936633	0,7232506	0,0628760	0,5358622	0,6023913	0,3323164	0,0325474	0,2173313	0,2488290	0,0663538	0,0477829	0,3822599	0,6218487	0,4815459	0,2721599	0,7912579	0,1324598	0,1982689	0,1850508	0,9724357	0,9776427	0,9518562	0,0263241	0,2532721	0,5717599	0,0798059	0,0328035	0,0990085	0,3060512	0,0579714	0,1690967	0,5467277	0,9413341	0,0370508	0,2162072	0,8382137	0,8115720	0,0981271	0,1029786	0,0869163	0,0178081	0,3703198	1,0242061	0,7938908
820	0,9168126	0,3733665	0,0019318	0,4157455	1,0644805	0,9260090	0,9010313	0,4214925	0,3899818	0,6184438	0,9072383	0,4319001	0,0109330	1,1618135	0,0000000	0,6767396	0,8224629	0,3280714	0,6632550	0,2497832	0,2779012	0,6778349	0,0715010	0,5652844	0,5710536	0,3676143	0,0384928	0,1501703	0,2518870	0,0703831	0,0530673	0,4067679	0,6348347	0,4489101	0,2850895	0,7802054	0,1498577	0,1606914	0,1989028	1,0021176	0,9941065	0,8377786	0,0325049	0,2361678	0,6421202	0,0820406	0,0238434	0,0781747	0,3133982	0,0666966	0,1340533	0,5377744	0,9153427	0,0454818	0,2189137	0,8336897	0,8067462	0,1360086	0,0835731	0,0749457	0,0166364	0,4277732	0,9825582	0,8428273
840	0,9563967	0,3190586	0,0032971	0,3908985	1,0690946	0,9357757	0,9549707	0,3751714	0,3690994	0,6105406	0,9052770	0,4386614	0,0068948	1,0900744	0,0005474	0,7565892	0,8224732	0,3001201	0,6145383	0,2698571	0,2764855	0,7877238	0,0746028	0,5121830	0,6196787	0,3419436	0,0191674	0,1753063	0,2699619	0,0610883	0,0557945	0,3993706	0,6037277	0,5071459	0,2773110	0,7948408	0,1852378	0,1673545	0,2185219	1,0328437	0,9643625	0,7845879	0,0378392	0,2503679	0,6592871	0,0556671	0,0351899	0,0758622	0,2927188	0,0659149	0,1279753	0,5197853	0,8989216	0,0389992	0,1893660	0,8379296	0,8686417	0,1130367	0,0663246	0,0830422	0,0159489	0,4273233	1,0262348	0,7008336
860	0,9856432	0,3087867	0,0053639	0,4456690	1,0357560	0,8370501	0,9440966	0,4008500	0,4326032	0,6496746	0,8129145	0,3882789	0,0075378	1,0372577	0,0010989	0,7087413	0,8023101	0,2571081	0,6046769	0,2560979	0,3695688	0,7071876	0,0900135	0,5156791	0,6035118	0,3572584	0,0169414	0,1597513	0,2666877	0,0624605	0,0459009	0,3975594	0,5578331	0,3806905	0,2907508	0,7499942	0,2023640	0,1699170	0,2445093	0,9236253	1,0013987	0,8005398	0,0334934	0,2885140	0,6894430	0,0406039	0,0304015	0,0781499	0,2483200	0,0811769	0,1210526	0,5162215	0,9239372	0,0556633	0,1945106	0,8006198	0,8637664	0,1248452	0,0584472	0,0769535	0,0111050	0,3854864	0,9479471	0,6942988
880	1,0216795	0,3064590	0,0074847	0,4860181	1,0164913	0,9429383	0,9015605	0,4778278	0,3908812	0,6329828	0,8611629	0,3708846	0,0053342	0,9436137	0,0025134	0,6235965	0,7809250	0,2591509	0,6162048	0,2954036	0,3165942	0,7321261	0,0973822	0,5399750	0,5724846	0,3184026	0,0193265	0,1308573	0,2674565	0,0594622	0,0390038	0,3809286	0,5831752	0,3771224	0,2373283	0,7340380	0,1789851	0,1751045	0,2593313	0,8691608	1,0107206	0,8566026	0,0305345	0,3023516	0,6813635	0,0218448	0,0329318	0,1003650	0,2823748	0,0738118	0,1179724	0,5386211	0,9299675	0,0700984	0,2527888	0,8593182	0,8641045	0,1087086	0,0598598	0,0851668	0,0183835	0,3564230	0,9997709	0,7464455
900	1,0521023	0,3386865	0,0072049	0,3987169	1,0392393	0,9389194	0,9519279	0,4090857	0,3776294	0,6773750	0,9220905	0,3420496	0,0020667	0,9714073	0,0026025	0,5477224	0,7869658	0,2525375	0,6129350	0,3396986	0,2902150	0,7730387	0,0985026	0,4925868	0,5570122	0,3081004	0,0111577	0,1498373	0,2701696	0,0473481	0,0314563	0,4021313	0,5764635	0,3600459	0,2287727	0,7466941	0,2029081	0,2076171	0,2556457	0,8827473	1,0431613	0,9015314	0,0186250	0,3013252	0,6372333	0,0273237	0,0442980	0,1175460	0,2860742	0,0731910	0,1072077	0,6007939	0,8490304	0,0822212	0,2596796	0,8087896	0,8269869	0,1041546	0,0639065	0,0772703	0,0191770	0,3263598	1,0153476	0,7734221
920	1,0199471	0,3347008	0,0057233	0,4200649	1,0473431	0,9369786	0,9212685	0,4206299	0,3542613	0,7000111	0,8641323	0,3144525	0,0066164	1,0072194	0,0008570	0,5956506	0,7465400	0,2732837	0,6698189	0,2838588	0,3309135	0,7259888	0,1059538	0,4492996	0,5021029	0,3206406	0,0015707	0,1222668	0,2677075	0,0355320	0,0325572	0,3641124	0,5637203	0,3797286	0,2230349	0,7192035	0,1938541	0,2147556	0,2749454	0,8495236	1,0257571	0,9253434	0,0152857	0,3252521	0,6927008	0,0197548	0,0542498	0,1062844	0,2908779	0,0584239	0,1065247	0,5308710	0,8883256	0,0692736	0,2021839	0,8333444	0,9002276	0,0910367	0,0841559	0,0822254	0,0085471	0,2695750	1,0682933	0,7933696
940	1,0017812	0,3224819	0,0048949	0,4735873	1,0803072	1,0105661	0,8995744	0,3619653	0,3786447	0,6312972	0,9127097	0,3044113	0,0077920	0,9711311	0,0013655	0,6421725	0,7787458	0,2931807	0,6285486	0,2906083	0,2765395	0,7161934	0,0804743	0,4966383	0,5808976	0,3307384	0,0080883	0,1522394	0,2306858	0,0369112	0,0208263	0,3666875	0,6206004	0,4021527	0,2116987	0,7191350	0,1990139	0,2237172	0,2640881	0,9350439	1,0899293	0,8616819	0,0142164	0,3356420	0,7258720	0,0230828	0,0387812	0,1133508	0,2812275	0,0661460	0,1465096	0,5350142	0,8874808	0,0647616	0,1927952	0,9494871	0,8626895	0,0911266	0,0943896	0,0748993	0,0091312	0,2462973	1,0974459	0,7695390
960	0,9912630	0,3091073	0,0042172	0,4416164	1,0643863	0,8965608	0,8400175	0,4400650	0,3955565	0,6233441	0,9124051	0,3226041	0,0049948	0,9527237	0,0012538	0,6390719	0,8281655	0,3183391	0,6010390	0,3251570	0,2270377	0,6833999	0,0828448	0,5769735	0,5646458	0,2969960	0,0095275	0,1610939	0,2750056	0,0376464	0,0127108	0,3683007	0,6043865	0,3785063	0,2457879	0,7083780	0,1787174	0,2131418	0,2819926	0,9337659	1,0731958	0,8419182	0,0251635	0,3157149	0,7046573	0,0315265	0,0529640	0,1253132	0,3186138	0,0575428	0,1137420	0,5313939	0,9423483	0,0714012	0,1838108	0,9283004	0,8276511	0,1028301	0,0992782	0,0676111	0,0054571	0,2492456	1,0297376	0,7752209
980	1,0217002	0,3264331	0,0011067	0,4011984	1,0471762	0,9879971	0,8389819	0,3746101	0,4805969	0,5977542	0,8639509	0,3439799	0,0057019	0,9592171	0,0061619	0,6414970	0,8260599	0,2694805	0,5900549	0,3668578	0,2320639	0,6110834	0,0672088	0,5835782	0,6184783	0,3120549	0,0090312	0,1882685	0,3014528	0,0340648	0,0232960	0,3844171	0,5993861	0,4349734	0,2444892	0,7162703	0,1798771	0,1911341	0,2633340	0,9236765	0,9799303	0,8243107	0,0215139	0,2830696	0,7561301	0,0417980	0,0617864	0,1061677	0,3214224	0,0528477	0,0676523	0,5070464	0,9170023	0,0600900	0,1930564	0,9121366	0,7916872	0,0861235	0,0914113	0,0666060	0,0096727	0,2314559	0,9892442	0,7238463
1000	1,0473642	0,3963192	0,0096611	0,3642196	1,0345890	0,9748962	0,9015886	0,4139262	0,4851787	0,6012306	0,9283288	0,3500918	0,0065679	1,0212671	0,0107037	0,6573126	0,9094708	0,2655663	0,5567906	0,3557230	0,2100368	0,6208897	0,0709916	0,5747413	0,5965259	0,2840117	0,0114181	0,2207811	0,3176629	0,0491299	0,0148549	0,4091610	0,5543304	0,4224819	0,2426527	0,7564551	0,1852279	0,2406627	0,2715191	0,9813204	0,9484726	0,8471632	0,0141655	0,2194314	0,7369106	0,0541628	0,0434916	0,1274643	0,2702059	0,0581037	0,0518385	0,5309837	0,8106473	0,0575128	0,1828943	0,9010370	0,8084268	0,1024377	0,0793847	0,0790036	0,0189884	0,2153116	0,9154763	0,7428927
1020	1,0277271	0,3955408	0,0020540	0,4177468	1,0022752	0,9378743	0,8836079	0,4367838	0,4927356	0,6707968	0,9449455	0,3646837	0,0096236	0,9658831	0,0143023	0,6156956	0,8437117	0,2513229	0,5287547	0,3967678	0,2243571	0,6391363	0,0932233	0,5849645	0,5918692	0,2975005	0,0223956	0,2335034	0,3228760	0,0457784	0,0185887	0,4035716	0,5554349	0,4192220	0,2785017	0,7787297	0,2174568	0,2290493	0,2805334	0,9311457	0,9761515	0,9311620	0,0152450	0,2714058	0,7204289	0,1214023	0,0383146	0,1287576	0,2291322	0,0819322	0,0677139	0,4900275	0,8039323	0,0501938	0,1737311	0,8791285	0,7738373	0,1276636	0,1062889	0,0664140	0,0254603	0,2300449	0,8698967	0,8194998
1040	0,9970699	0,4112589	0,0016908	0,4034450	0,9981475	0,9943053	0,8243292	0,4478190	0,4773183	0,6351837	1,0093112	0,3564300	0,0084822	1,0765914	0,0114300	0,6048313	0,8504742	0,2320430	0,5456642	0,4021954	0,2132579	0,6653640	0,0830911	0,5302095	0,6139087	0,3123005	0,0285782	0,3200961	0,3346957	0,0489327	0,0183082	0,3807031	0,5584549	0,4447654	0,2619128	0,8245987	0,2803719	0,2305605	0,3127393	1,0137101	0,9874429	0,9882402	0,0019992	0,2382446	0,7991254	0,2286462	0,0497892	0,1227067	0,2211832	0,0704408	0,0730242	0,4481431	0,8117347	0,0573429	0,1849093	0,8400618	0,7760578	0,1435480	0,1043465	0,0444913	0,0140442	0,2563215	0,8833484	0,7112235
1060	1,0396340	0,3975106	0,0029600	0,4206961	1,0326893	0,9278183	0,8111640	0,4030091	0,4666723	0,6506049	1,0261682	0,3574452	0,0032816	1,0372492	0,0109378	0,6881250	0,8686526	0,2532481	0,5625582	0,3980399	0,2455393	0,7268994	0,0958411	0,5202020	0,5947056	0,3578422	0,0176022	0,2642293	0,3182142	0,0394597	0,0205148	0,4048024	0,5305020	0,4126844	0,2860612	0,8255007	0,3024529	0,2147996	0,3229930	0,9425418	1,0282285	1,0055641	0,0071465	0,2497458	0,8760664	0,2940942	0,0614033	0,1425365	0,2299210	0,0791594	0,0734906	0,5282628	0,8088649	0,0550145	0,2190038	0,9207977	0,8498526	0,1479334	0,1082422	0,0489047	0,0301676	0,2733046	0,8753659	0,7736216
1080	0,9886838	0,3569046	0,0045302	0,3586205	1,0048683	0,8798695	0,8211374	0,4070314	0,4712471	0,6539683	1,0655559	0,3219461	0,0019835	1,1280618	0,0094625	0,6570210	0,8426857	0,2601064	0,5408056	0,3899456	0,2470105	0,7646689	0,0782982	0,5595238	0,5773777	0,3124993	0,0210406	0,2270587	0,2838464	0,0345885	0,0297664	0,4454351	0,6082267	0,4270329	0,3039256	0,8110481	0,3316367	0,2805863	0,3471847	1,0272066	1,0126456	1,0383345	0,0049944	0,2586124	0,9314288	0,2877673	0,0448862	0,1371669	0,2335229	0,0541704	0,0564495	0,5420000	0,8370246	0,0466011	0,2204857	0,9647358	0,8322311	0,1522397	0,0821485	0,0606625	0,0295858	0,2178087	0,8462113	0,7460544
1100	1,0369626	0,3962238	0,0068861	0,4004253	1,0176593	0,9006302	0,8947093	0,3934120	0,3968819	0,6082266	1,0016933	0,2887463	0,0023018	1,0585393	0,0029725	0,6216825	0,8309156	0,2708970	0,5422506	0,4409283	0,1868010	0,6933177	0,0846939	0,5814430	0,5298518	0,3326789	0,0205909	0,2097290	0,2847949	0,0423918	0,0225435	0,4681242	0,5836309	0,4349001	0,3060577	0,8145766	0,3417777	0,3000929	0,3165384	1,0185609	0,9609541	0,9578294	0,0039961	0,2707852	0,9303202	0,2743999	0,0404694	0,1235490	0,2386693	0,0701634	0,0668722	0,5679472	0,8253516	0,0295483	0,2045838	0,9969923	0,8091444	0,1611817	0,0922212	0,0778312	0,0385314	0,1834327	0,8836076	0,8040756

0	1,0479391	0,3268174	0,0039622	0,4146840	0,9525670	0,9620891	0,9069126	0,3945959	0,4648351	0,6398952	0,9302796	0,2896332	0,0080559	1,0427639	0,0040806	0,5994070	0,7676065	0,2782807	0,1377052	0,8043794	0,1394429	0,6010271	0,0568561	0,4682966	0,6063048	0,3862545	0,0371380	0,2849221	0,2889258	0,0405798	0,0269686	0,3890209	0,6366754	0,4629121	0,2917499	0,8064766	0,8913487	0,9649417	0,7072187	0,9554502	1,0576496	0,9470542	0,0102598	0,3441913	0,9827604	0,1726778	0,0445547	0,1423352	0,2523765	0,0646949	0,0779903	0,4671426	0,9506062	0,0492022	0,2126670	1,0454521	0,9078128	0,4196142	0,0990882	0,0693673	0,0115987	0,1647084	0,5038985	0,7896547
20	1,1121484	0,2676293	0,0092172	0,4539362	0,9635828	0,9423924	0,9862645	0,4333138	0,4210634	0,6770834	1,1129859	0,3528369	0,0629900	1,0430106	0,0022466	0,6441940	0,8330417	0,2497690	0,1115600	0,8241000	0,2757102	0,8047671	0,0336384	0,5317994	0,6078733	0,3623084	0,0185644	0,4744596	0,2475677	0,0384649	0,0274379	0,3464663	0,6656346	0,4823035	0,3524059	0,8496216	0,9222431	0,8392891	0,6722433	0,8445117	0,9550428	0,9729424	0,0232504	0,2431549	1,0203343	0,2031848	0,0276559	0,1147981	0,2428755	0,0399091	0,0768447	0,4205437	0,8806540	0,0410318	0,2030370	0,8591757	0,8392822	0,5197271	0,1295795	0,1055018	0,0356317	0,2584291	0,3851180	0,7924586
40	1,0620592	0,2879955	0,0074655	0,4323682	0,9291455	0,9251542	0,9182416	0,4672921	0,3273834	0,6299618	1,0480762	0,4834402	0,1396482	1,0384362	0,0005481	0,6609217	0,7905321	0,2160298	0,1123745	0,7551566	0,2856015	0,8123188	0,0439076	0,4771541	0,6402757	0,3006071	0,0161622	0,4897922	0,2094388	0,0381586	0,0246242	0,3220776	0,6993761	0,5136403	0,3469723	0,8333092	0,9220977	0,7219991	0,6257655	0,9232315	0,8954067	0,9185930	0,0212225	0,2172411	0,9425092	0,3196398	0,0217155	0,0947814	0,2595961	0,0562640	0,0638068	0,4458981	0,9156773	0,0380476	0,2011616	0,8325162	0,8063476	0,5217418	0,2325889	0,0962856	0,0417411	0,4008966	0,4246908	0,7198819
60	1,0236501	0,2811148	0,0053010	0,4174629	1,0031395	0,9043214	0,9239545	0,4444702	0,3393605	0,5968909	1,0519888	0,5814867	0,2508982	0,9668953	0,0000000	0,6634231	0,7524545	0,2326716	0,0929336	0,7689113	0,2660051	0,8425064	0,0366051	0,4341698	0,6716758	0,3155457	0,0201130	0,5657134	0,2119731	0,0260919	0,0151800	0,3510515	0,6843841	0,7303064	0,3498443	0,7754319	0,9276268	0,6009494	0,5415763	0,8515573	0,9221449	0,9986399	0,0122128	0,2348167	0,9418515	0,4195359	0,0317130	0,1200187	0,2357039	0,0693473	0,0862486	0,4244412	0,9592651	0,0344344	0,1766714	0,8304192	0,8433201	0,5922007	0,3520890	0,1639697	0,0464593	0,6101721	0,4516248	0,7536550
80	0,9488316	0,2597774	0,0030169	0,4498494	0,9443853	0,9889529	0,9904681	0,3957446	0,4069585	0,5750794	0,9936139	0,7087923	0,3749810	1,0260306	0,0003816	0,6636068	0,8153680	0,2409125	0,1110146	0,8439144	0,3465432	0,8465027	0,0615284	0,3894173	0,7380974	0,3360702	0,0256003	0,5791733	0,2448386	0,0384244	0,0206533	0,3258141	0,6909766	0,7136166	0,3473281	0,8357385	0,9857614	0,5149987	0,4452311	0,8584309	0,9593760	0,9991336	0,0112337	0,2152067	0,9609177	0,4690394	0,0308616	0,1330993	0,2465190	0,0916776	0,0980201	0,4206870	0,9409946	0,0269379	0,1799922	0,9304277	0,8584868	0,5756395	0,4501450	0,2486793	0,0652329	0,7193245	0,4714207	0,7918716
