"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
840	0,3118505	1,0000000	0,2576002	0,0451200	0,9901703	0,8698203	0,0231440	0,9863051	0,0089586	0,0472324	0,8601325	0,0449829	0,0655454	0,0040182	0,9914939	0,1605013	0,4463134	0,9734224	0,5680235	0,1209664	0,5039514	0,0106062	0,1364054	0,4379779	0,9999082	0,8368448	0,1072772	0,8638576	0,1147895	0,1058187	0,2388499	0,5666832	0,0628137	0,0315451	0,0234271	0,0069751	0,0502985	0,0990666	0,7814653	0,0560556	0,7061445	0,1769441	0,0000864	0,0235394	0,0682190	0,9600312	0,1156652	0,3681425	0,9051854	0,9033313	0,2913755	0,0216282	0,0080858	0,0122178	0,0204915	0,0122683	0,0327134	0,4196669	0,0241457	0,0277553	0,0841575	0,1298871	0,0297616	0,0583573
860	0,3118505	1,0000000	0,2327824	0,0451200	0,9933102	0,8625050	0,0213562	0,9906441	0,0077457	0,0472324	0,8593311	0,0431080	0,0655454	0,0040182	0,9930358	0,1603468	0,4463134	0,9734224	0,5681199	0,1209664	0,5016184	0,0105682	0,1025828	0,4258576	0,9999037	0,8384218	0,1050635	0,8658382	0,1127160	0,1058168	0,2360072	0,5666821	0,0500014	0,0277398	0,0234266	0,0069589	0,0501545	0,0897513	0,7847530	0,0465719	0,7083768	0,1568000	0,0000703	0,0201253	0,0661749	0,9598489	0,1108788	0,3161839	0,9086133	0,9066976	0,2415741	0,0214512	0,0074763	0,0093208	0,0204880	0,0122683	0,0296781	0,3524159	0,0205529	0,0242592	0,0781722	0,1298744	0,0297614	0,0577188
880	0,3118505	1,0000000	0,2106921	0,0451200	0,9954611	0,8543816	0,0201597	0,9936278	0,0068821	0,0472324	0,8586770	0,0416094	0,0655454	0,0040182	0,9940408	0,1602272	0,4463134	0,9734224	0,5681832	0,1209664	0,4999557	0,0105322	0,0781749	0,4154011	0,9998994	0,8393700	0,1033672	0,8671869	0,1111137	0,1058152	0,2339009	0,5666800	0,0402544	0,0248742	0,0234263	0,0069501	0,0500506	0,0825215	0,7871517	0,0407048	0,7095644	0,1414569	0,0000589	0,0176100	0,0648074	0,9595185	0,1069983	0,2733435	0,9108554	0,9085654	0,2018886	0,0213166	0,0070759	0,0071412	0,0204866	0,0122683	0,0275904	0,2968006	0,0181114	0,0218657	0,0742358	0,1298655	0,0297613	0,0572757
900	0,3118505	1,0000000	0,1911645	0,0451200	0,9969287	0,8458727	0,0193657	0,9956717	0,0062703	0,0472324	0,8581431	0,0404246	0,0655454	0,0040182	0,9946933	0,1601329	0,4463134	0,9734224	0,5682142	0,1209664	0,4987740	0,0105001	0,0608895	0,4064595	0,9998955	0,8399164	0,1020790	0,8680439	0,1098798	0,1058140	0,2323576	0,5666768	0,0328846	0,0227336	0,0234261	0,0069454	0,0499763	0,0770231	0,7888770	0,0370917	0,7099072	0,1298778	0,0000508	0,0157741	0,0638929	0,9590462	0,1039074	0,2393659	0,9121820	0,9093215	0,1707720	0,0212149	0,0068134	0,0055141	0,0204860	0,0122683	0,0261609	0,2520678	0,0164558	0,0202478	0,0716615	0,1298593	0,0297612	0,0569714
920	0,3118505	1,0000000	0,1740643	0,0451200	0,9979268	0,8373419	0,0188434	0,9970670	0,0058388	0,0472324	0,8577071	0,0394957	0,0655454	0,0040182	0,9951160	0,1600600	0,4463134	0,9734224	0,5682224	0,1209664	0,4979345	0,0104725	0,0488247	0,3988722	0,9998919	0,8402136	0,1011083	0,8685366	0,1089327	0,1058130	0,2312379	0,5666727	0,0273416	0,0211445	0,0234259	0,0069428	0,0499234	0,0729144	0,7901018	0,0348663	0,7095830	0,1212046	0,0000450	0,0144445	0,0632817	0,9584485	0,1014820	0,2132420	0,9128090	0,9092636	0,1466581	0,0211386	0,0066416	0,0043066	0,0204858	0,0122682	0,0251858	0,2168717	0,0153348	0,0191646	0,0699851	0,1298550	0,0297611	0,0567639
940	0,3118505	1,0000000	0,1592576	0,0451200	0,9986035	0,8290758	0,0185029	0,9980168	0,0055358	0,0472324	0,8573510	0,0387723	0,0655454	0,0040182	0,9953893	0,1600059	0,4463134	0,9734224	0,5682189	0,1209664	0,4973375	0,0104495	0,0404982	0,3924784	0,9998887	0,8403605	0,1003817	0,8687722	0,1082082	0,1058123	0,2304324	0,5666676	0,0231916	0,0199708	0,0234258	0,0069414	0,0498861	0,0698909	0,7909604	0,0334903	0,7087502	0,1147486	0,0000410	0,0134878	0,0628732	0,9577485	0,0996032	0,1936557	0,9129099	0,9086235	0,1281313	0,0210815	0,0065293	0,0034145	0,0204857	0,0122682	0,0245227	0,1896700	0,0145769	0,0184446	0,0688966	0,1298520	0,0297610	0,0566231
960	0,3118505	1,0000000	0,1465955	0,0451200	0,9990612	0,8212810	0,0182833	0,9986615	0,0053237	0,0472324	0,8570601	0,0382120	0,0655454	0,0040182	0,9955660	0,1599674	0,4463134	0,9734224	0,5682115	0,1209664	0,4969125	0,0104308	0,0348022	0,3871244	0,9998859	0,8404193	0,0998409	0,8688360	0,1076559	0,1058117	0,2298575	0,5666618	0,0200970	0,0191074	0,0234257	0,0069407	0,0498598	0,0676963	0,7915541	0,0326339	0,7075483	0,1099679	0,0000381	0,0128035	0,0626003	0,9569731	0,0981640	0,1792726	0,9126247	0,9075832	0,1139880	0,0210391	0,0064559	0,0027576	0,0204857	0,0122682	0,0240727	0,1689551	0,0140649	0,0179688	0,0681915	0,1298500	0,0297610	0,0565278
980	0,3118505	1,0000000	0,1359059	0,0451200	0,9993699	0,8140907	0,0181437	0,9990982	0,0051757	0,0472324	0,8568224	0,0377801	0,0655454	0,0040182	0,9956802	0,1599413	0,4463134	0,9734224	0,5682047	0,1209664	0,4966095	0,0104157	0,0309323	0,3826678	0,9998833	0,8404283	0,0994404	0,8687924	0,1072360	0,1058113	0,2294498	0,5666554	0,0177976	0,0184742	0,0234256	0,0069402	0,0498414	0,0661227	0,7919585	0,0320963	0,7060978	0,1064434	0,0000361	0,0123162	0,0624180	0,9561502	0,0970721	0,1688937	0,9120664	0,9062857	0,1032431	0,0210077	0,0064079	0,0022753	0,0204856	0,0122682	0,0237679	0,1533742	0,0137194	0,0176559	0,0677355	0,1298486	0,0297610	0,0564635
1000	0,3118505	1,0000000	0,1269956	0,0451200	0,9995778	0,8075773	0,0180565	0,9993934	0,0050728	0,0472324	0,8566281	0,0374487	0,0655454	0,0040182	0,9957541	0,1599241	0,4463134	0,9734224	0,5682002	0,1209664	0,4963936	0,0104038	0,0283171	0,3789791	0,9998811	0,8404108	0,0991448	0,8686882	0,1069175	0,1058109	0,2291624	0,5666487	0,0160944	0,0180111	0,0234255	0,0069400	0,0498286	0,0650073	0,7922291	0,0317557	0,7045004	0,1038550	0,0000347	0,0119708	0,0622962	0,9553064	0,0962509	0,1615175	0,9113257	0,9048431	0,0951101	0,0209844	0,0063766	0,0019217	0,0204856	0,0122682	0,0235616	0,1417776	0,0134863	0,0174510	0,0674410	0,1298477	0,0297610	0,0564201
1020	0,3118505	1,0000000	0,1196575	0,0451200	0,9997175	0,8017653	0,0180035	0,9995925	0,0050014	0,0472324	0,8564693	0,0371955	0,0655454	0,0040182	0,9958019	0,1599131	0,4463134	0,9734224	0,5681980	0,1209664	0,4962400	0,0103944	0,0265571	0,3759426	0,9998792	0,8403807	0,0989275	0,8685553	0,1066764	0,1058107	0,2289608	0,5666417	0,0148365	0,0176732	0,0234255	0,0069399	0,0498196	0,0642250	0,7924059	0,0315379	0,7028390	0,1019601	0,0000337	0,0117269	0,0622149	0,9544653	0,0956380	0,1563466	0,9104749	0,9033417	0,0889717	0,0209673	0,0063562	0,0016630	0,0204856	0,0122682	0,0234220	0,1332241	0,0133292	0,0173174	0,0672509	0,1298470	0,0297609	0,0563908
1040	0,3118505	1,0000000	0,1136807	0,0451200	0,9998112	0,7966447	0,0179724	0,9997266	0,0049521	0,0472324	0,8563395	0,0370028	0,0655454	0,0040182	0,9958328	0,1599060	0,4463134	0,9734224	0,5681973	0,1209664	0,4961309	0,0103871	0,0253764	0,3734561	0,9998775	0,8403464	0,0987680	0,8684149	0,1064941	0,1058105	0,2288202	0,5666347	0,0139097	0,0174270	0,0234255	0,0069398	0,0498134	0,0636821	0,7925178	0,0313972	0,7011791	0,1005769	0,0000330	0,0115552	0,0621606	0,9536470	0,0951838	0,1527681	0,9095701	0,9018463	0,0843490	0,0209548	0,0063429	0,0014739	0,0204856	0,0122682	0,0233276	0,1269649	0,0132234	0,0172309	0,0671284	0,1298466	0,0297609	0,0563709
1060	0,3118505	1,0000000	0,1088605	0,0451200	0,9998740	0,7921820	0,0179554	0,9998168	0,0049181	0,0472324	0,8562334	0,0368568	0,0655454	0,0040182	0,9958529	0,1599013	0,4463134	0,9734224	0,5681976	0,1209664	0,4960536	0,0103815	0,0245863	0,3714300	0,9998761	0,8403123	0,0986513	0,8682797	0,1063565	0,1058103	0,2287223	0,5666278	0,0132286	0,0172478	0,0234255	0,0069398	0,0498091	0,0633092	0,7925853	0,0313056	0,6995699	0,0995697	0,0000325	0,0114346	0,0621243	0,9528672	0,0948494	0,1503230	0,9086545	0,9004040	0,0808741	0,0209456	0,0063342	0,0013358	0,0204856	0,0122682	0,0232638	0,1224165	0,0131521	0,0171751	0,0670494	0,1298463	0,0297609	0,0563575
1080	0,3118505	1,0000000	0,1050064	0,0451200	0,9999160	0,7883289	0,0179472	0,9998774	0,0048947	0,0472324	0,8561467	0,0367466	0,0655454	0,0040182	0,9958658	0,1598982	0,4463134	0,9734224	0,5681981	0,1209664	0,4959991	0,0103771	0,0240586	0,3697869	0,9998749	0,8402811	0,0985660	0,8681568	0,1062526	0,1058102	0,2286546	0,5666211	0,0127290	0,0171177	0,0234254	0,0069398	0,0498062	0,0630559	0,7926231	0,0312456	0,6980468	0,0988378	0,0000322	0,0113503	0,0621001	0,9521374	0,0946048	0,1486745	0,9077595	0,8990471	0,0782658	0,0209389	0,0063285	0,0012350	0,0204856	0,0122682	0,0232205	0,1191320	0,0131040	0,0171395	0,0669985	0,1298461	0,0297609	0,0563484
1100	0,3118505	1,0000000	0,1019474	0,0451200	0,9999440	0,7850290	0,0179443	0,9999180	0,0048787	0,0472324	0,8560758	0,0366636	0,0655454	0,0040182	0,9958742	0,1598960	0,4463134	0,9734224	0,5681986	0,1209664	0,4959608	0,0103738	0,0237065	0,3684603	0,9998739	0,8402539	0,0985037	0,8680494	0,1061742	0,1058101	0,2286078	0,5666148	0,0123632	0,0170232	0,0234254	0,0069398	0,0498041	0,0628860	0,7926413	0,0312061	0,6966328	0,0983070	0,0000319	0,0112914	0,0620839	0,9514652	0,0944268	0,1475794	0,9069076	0,8977959	0,0763102	0,0209340	0,0063249	0,0011616	0,0204856	0,0122682	0,0231913	0,1167740	0,0130717	0,0171170	0,0669658	0,1298460	0,0297609	0,0563422

0	0,3118506	1,0000000	0,0910898	0,0451200	1,0000000	0,7691209	0,1236421	1,0000000	0,0770246	0,0472324	0,0855282	0,0364211	0,0655454	0,0040182	0,9958900	0,1598906	0,4463134	0,9734224	0,5681990	0,1209664	0,4958708	0,0103635	0,0230037	0,3633211	0,9998667	0,8401464	0,0983368	0,8676025	0,1059392	0,1058099	0,2285055	0,5665691	0,0361082	0,0403377	0,0234271	0,0075405	0,0504120	0,1845205	0,7925559	0,3170260	0,6876572	0,2592631	0,0000904	0,0437331	0,0623137	0,9472793	0,1486545	0,7055529	0,9010805	0,8901755	0,6687414	0,0211416	0,0116065	0,0325515	0,0205074	0,0122693	0,0544682	0,9016707	0,0139532	0,0823182	0,1312517	0,1298812	0,0297622	0,0717779
20	0,3118506	1,0000000	0,0910857	0,0451200	1,0000000	0,7875798	0,1236447	0,9457270	0,0770260	0,0472324	0,0855348	0,0362957	0,0692365	0,0040182	0,9959303	0,1426292	0,4463134	0,9734224	0,5681990	0,1209664	0,5356959	0,1019626	0,0230037	0,3506660	0,9998673	0,8407135	0,1428470	0,8797466	0,1059354	0,1058098	0,2285054	0,5665690	0,0360807	0,0403313	0,0345366	0,0075405	0,0543454	0,2041136	0,7925582	0,3170152	0,6876458	0,2592236	0,0000903	0,0437282	0,1339738	0,9472932	0,1486520	0,7411307	0,9010643	0,8902507	0,6898862	0,0211397	0,0116062	0,0884315	0,0205074	0,0122690	0,0916020	0,9016703	0,0139524	0,0823160	0,1312457	0,1298812	0,0297621	0,0717783
40	0,3118506	1,0000000	0,0910824	0,0451200	1,0000000	0,8234521	0,1236978	0,8359215	0,0770326	0,0472324	0,0855406	0,0352787	0,0772980	0,0040182	0,9962308	0,1135293	0,4463134	0,9734224	0,5681990	0,1209664	0,6102026	0,2745172	0,0230037	0,3233820	0,9998678	0,8450910	0,2325401	0,9027122	0,1059023	0,1058094	0,2285029	0,5665719	0,0360612	0,0403269	0,0582446	0,0075406	0,0624526	0,2399620	0,7925923	0,3170191	0,6884362	0,2591976	0,0000901	0,0437255	0,2638444	0,9478058	0,1486507	0,8024611	0,9015338	0,8915591	0,7331008	0,0211383	0,0116062	0,2021017	0,0205074	0,0122688	0,1609408	0,9016718	0,0139520	0,0823163	0,1312444	0,1298811	0,0297620	0,0717788
60	0,3118506	1,0000000	0,0910799	0,0451200	1,0000000	0,8603520	0,1239100	0,7175269	0,0770479	0,0472324	0,0855457	0,0331202	0,0867588	0,0040182	0,9968041	0,0877403	0,4463134	0,9734224	0,5681990	0,1209664	0,6816434	0,4466219	0,0230037	0,2917983	0,9998681	0,8537255	0,3288154	0,9253253	0,1057916	0,1058087	0,2284897	0,5665801	0,0360509	0,0403291	0,0853648	0,0075409	0,0713757	0,2745534	0,7926700	0,3171165	0,6907287	0,2592013	0,0000901	0,0437254	0,3888419	0,9491588	0,1486544	0,8580710	0,9028940	0,8948156	0,7805006	0,0211373	0,0116084	0,3259531	0,0205075	0,0122686	0,2292975	0,9016848	0,0139521	0,0823323	0,1312720	0,1298811	0,0297619	0,0717797
80	0,3118505	1,0000000	0,0910777	0,0451200	1,0000000	0,8919857	0,1244885	0,6108798	0,0770700	0,0472324	0,0855502	0,0303029	0,0960427	0,0040182	0,9974727	0,0685537	0,4463134	0,9734224	0,5681990	0,1209664	0,7357085	0,5901240	0,0230037	0,2612146	0,9998683	0,8637866	0,4151362	0,9431693	0,1055554	0,1058080	0,2284568	0,5665937	0,0360576	0,0403518	0,1112994	0,0075419	0,0795828	0,3024570	0,7927745	0,3175288	0,6945737	0,2592894	0,0000901	0,0437295	0,4901727	0,9512516	0,1486751	0,9003484	0,9051483	0,8996191	0,8242450	0,0211368	0,0116179	0,4392545	0,0205075	0,0122685	0,2855130	0,9017345	0,0139538	0,0824021	0,1313998	0,1298811	0,0297618	0,0717819
100	0,3118505	1,0000000	0,0910759	0,0451200	1,0000000	0,9167467	0,1258295	0,5227961	0,0770945	0,0472324	0,0855541	0,0273520	0,1043970	0,0040182	0,9980970	0,0553852	0,4463134	0,9734224	0,5681990	0,1209664	0,7697910	0,6999889	0,0230037	0,2340433	0,9998683	0,8728163	0,4860926	0,9548063	0,1051641	0,1058073	0,2284018	0,5666112	0,0361012	0,0404286	0,1340423	0,0075442	0,0865056	0,3231976	0,7928836	0,3187352	0,6995466	0,2595876	0,0000904	0,0437398	0,5661744	0,9537573	0,1487397	0,9299900	0,9080275	0,9051164	0,8615257	0,0211368	0,0116459	0,5347617	0,0205077	0,0122684	0,3278757	0,9018715	0,0139591	0,0826088	0,1317899	0,1298813	0,0297618	0,0717857
120	0,3118505	1,0000000	0,0910744	0,0451200	1,0000000	0,9350521	0,1286233	0,4536741	0,0771175	0,0472324	0,0855575	0,0245988	0,1115389	0,0040182	0,9986158	0,0467470	0,4463134	0,9734224	0,5681990	0,1209664	0,7868513	0,7800307	0,0230037	0,2110985	0,9998683	0,8797947	0,5415032	0,9601483	0,1046186	0,1058067	0,2283289	0,5666304	0,0362234	0,0406311	0,1529906	0,0075493	0,0920564	0,3380665	0,7929826	0,3216819	0,7050635	0,2603549	0,0000912	0,0437590	0,6208174	0,9563415	0,1489031	0,9498929	0,9111877	0,9105426	0,8919335	0,0211379	0,0117154	0,6116251	0,0205080	0,0122684	0,3581946	0,9021875	0,0139728	0,0831187	0,1327786	0,1298819	0,0297617	0,0717913
140	0,3118505	1,0000000	0,0910732	0,0451200	1,0000000	0,9480410	0,1338642	0,4012321	0,0771370	0,0472324	0,0855605	0,0221992	0,1174407	0,0040182	0,9990181	0,0412382	0,4463134	0,9734224	0,5681990	0,1209664	0,7918061	0,8365013	0,0230037	0,1923599	0,9998683	0,8847014	0,5833344	0,9599327	0,1039526	0,1058063	0,2282460	0,5666496	0,0365064	0,0411035	0,1682523	0,0075596	0,0963651	0,3488072	0,7930647	0,3280676	0,7105935	0,2620822	0,0000932	0,0437907	0,6591238	0,9587604	0,1492656	0,9629846	0,9143294	0,9154098	0,9161035	0,0211407	0,0118698	0,6717212	0,0205088	0,0122683	0,3791685	0,9028258	0,0140041	0,0842359	0,1350246	0,1298831	0,0297617	0,0717988
160	0,3118505	1,0000000	0,0910722	0,0451200	1,0000000	0,9569652	0,1426226	0,3623846	0,0771522	0,0472324	0,0855631	0,0201976	0,1222016	0,0040182	0,9993164	0,0377906	0,4463134	0,9734224	0,5681990	0,1209664	0,7894268	0,8754646	0,0230037	0,1774140	0,9998682	0,8879331	0,6141658	0,9554798	0,1032203	0,1058060	0,2281608	0,5666677	0,0370968	0,0421181	0,1802529	0,0075788	0,0996420	0,3571416	0,7931290	0,3405068	0,7157501	0,2656056	0,0000976	0,0438418	0,6855541	0,9608765	0,1499880	0,9716078	0,9172430	0,9194944	0,9350359	0,0211470	0,0121857	0,7178265	0,0205102	0,0122683	0,3933345	0,9039531	0,0140710	0,0864518	0,1397209	0,1298859	0,0297617	0,0718085
180	0,3118505	1,0000000	0,0910713	0,0451200	1,0000000	0,9629323	0,1555875	0,3341149	0,0771634	0,0472324	0,0855654	0,0185775	0,1259734	0,0040182	0,9995310	0,0356607	0,4463134	0,9734224	0,5681990	0,1209664	0,7834034	0,9019170	0,0230037	0,1657006	0,9998681	0,8899586	0,6364880	0,9483498	0,1024792	0,1058058	0,2280796	0,5666838	0,0382303	0,0441557	0,1895218	0,0076119	0,1021120	0,3646057	0,7931774	0,3621261	0,7203047	0,2721570	0,0001068	0,0439254	0,7036042	0,9626374	0,1512854	0,9774510	0,9198094	0,9227585	0,9497646	0,0211593	0,0127834	0,7527584	0,0205128	0,0122683	0,4027383	0,9056692	0,0142073	0,0904371	0,1487948	0,1298918	0,0297617	0,0718221
200	0,3118505	1,0000000	0,0910706	0,0451200	1,0000000	0,9668252	0,1726578	0,3138233	0,0771713	0,0472324	0,0855674	0,0172947	0,1289202	0,0040182	0,9996818	0,0343570	0,4463134	0,9734224	0,5681990	0,1209664	0,7761817	0,9196589	0,0230037	0,1566440	0,9998680	0,8911753	0,6524284	0,9399793	0,1017763	0,1058057	0,2280064	0,5666977	0,0402420	0,0479902	0,1965823	0,0076635	0,1039871	0,3724367	0,7932125	0,3951917	0,7241607	0,2832363	0,0001254	0,0440640	0,7158506	0,9640474	0,1533860	0,9816337	0,9219816	0,9252701	0,9612020	0,0211818	0,0138320	0,7790144	0,0205170	0,0122683	0,4089078	0,9079093	0,0144721	0,0969264	0,1648206	0,1299039	0,0297617	0,0718437
220	0,3118505	1,0000000	0,0910701	0,0451200	1,0000000	0,9693043	0,1928901	0,2994161	0,0771766	0,0472324	0,0855691	0,0162956	0,1311969	0,0040182	0,9997860	0,0335644	0,4463134	0,9734224	0,5681990	0,1209664	0,7691715	0,9314479	0,0230037	0,1497162	0,9998679	0,8918763	0,6636874	0,9314640	0,1011430	0,1058056	0,2279432	0,5667093	0,0435450	0,0547115	0,2019015	0,0077366	0,1054585	0,3814517	0,7932376	0,4392634	0,7273154	0,3002421	0,0001614	0,0442925	0,7241278	0,9651420	0,1564619	0,9848274	0,9237627	0,9271450	0,9700851	0,0212199	0,0155362	0,7986560	0,0205231	0,0122683	0,4129362	0,9104436	0,0149624	0,1064989	0,1901775	0,1299280	0,0297618	0,0718820
240	0,3118505	1,0000000	0,0910696	0,0451200	1,0000000	0,9708428	0,2148156	0,2892771	0,0771800	0,0472324	0,0855707	0,0155274	0,1329400	0,0040182	0,9998571	0,0330848	0,4463134	0,9734224	0,5681990	0,1209664	0,7630543	0,9392242	0,0230037	0,1444628	0,9998678	0,8922614	0,6715696	0,9235104	0,1005948	0,1058056	0,2278905	0,5667188	0,0485664	0,0655641	0,2058731	0,0078313	0,1066957	0,3919739	0,7932551	0,4905316	0,7298242	0,3239660	0,0002277	0,0446584	0,7297147	0,9659703	0,1605675	0,9873905	0,9251854	0,9285097	0,9769826	0,0212801	0,0180992	0,8133116	0,0205314	0,0122683	0,4155881	0,9129842	0,0158202	0,1193432	0,2254824	0,1299737	0,0297619	0,0719530
260	0,3118505	1,0000000	0,0910693	0,0451200	1,0000000	0,9717685	0,2368825	0,2821938	0,0771822	0,0472324	0,0855720	0,0149428	0,1342644	0,0040182	0,9999051	0,0327957	0,4463134	0,9734224	0,5681990	0,1209664	0,7580581	0,9443236	0,0230037	0,1405074	0,9998677	0,8924595	0,6770474	0,9164932	0,1001349	0,1058055	0,2278478	0,5667263	0,0556493	0,0815479	0,2088165	0,0079443	0,1078445	0,4038671	0,7932671	0,5433059	0,7317718	0,3542230	0,0003418	0,0452165	0,7334906	0,9665836	0,1656148	0,9894964	0,9262970	0,9294814	0,9823296	0,0213686	0,0216644	0,8242321	0,0205415	0,0122683	0,4173932	0,9153002	0,0172229	0,1351308	0,2685743	0,1300550	0,0297620	0,0720808
280	0,3118505	1,0000000	0,0910690	0,0451200	1,0000000	0,9723036	0,2577952	0,2772755	0,0771836	0,0472324	0,0855732	0,0145016	0,1352643	0,0040182	0,9999372	0,0326219	0,4463134	0,9734224	0,5681990	0,1209664	0,7541612	0,9476521	0,0230037	0,1375471	0,9998676	0,8925509	0,6808307	0,9105480	0,0997586	0,1058055	0,2278140	0,5667323	0,0649558	0,1029558	0,2109844	0,0080696	0,1090211	0,4166726	0,7932752	0,5923937	0,7332524	0,3898388	0,0005243	0,0460179	0,7360539	0,9670289	0,1713945	0,9912291	0,9271493	0,9301596	0,9864628	0,0214898	0,0262585	0,8323630	0,0205527	0,0122683	0,4187162	0,9172663	0,0193505	0,1530691	0,3152509	0,1301894	0,0297621	0,0722964
300	0,3118505	1,0000000	0,0910688	0,0451200	1,0000000	0,9725949	0,2766711	0,2738783	0,0771844	0,0472324	0,0855742	0,0141709	0,1360151	0,0040182	0,9999584	0,0325175	0,4463134	0,9734224	0,5681990	0,1209664	0,7512248	0,9498162	0,0230037	0,1353429	0,9998676	0,8925841	0,6834301	0,9056600	0,0994569	0,1058055	0,2277878	0,5667370	0,0764092	0,1291576	0,2125727	0,0082001	0,1103037	0,4297854	0,7932806	0,6345715	0,7343572	0,4289707	0,0007931	0,0470962	0,7378083	0,9673468	0,1776254	0,9926393	0,9277920	0,9306242	0,9896468	0,0216454	0,0317652	0,8384133	0,0205644	0,0122683	0,4198036	0,9188509	0,0223354	0,1720993	0,3610715	0,1303937	0,0297622	0,0726298
320	0,3118505	1,0000000	0,0910686	0,0451200	1,0000000	0,9727380	0,2930462	0,2715421	0,0771848	0,0472324	0,0855752	0,0139245	0,1365762	0,0040182	0,9999725	0,0324550	0,4463134	0,9734224	0,5681990	0,1209664	0,7490718	0,9512189	0,0230037	0,1337087	0,9998675	0,8925873	0,6852080	0,9017319	0,0992187	0,1058055	0,2277677	0,5667405	0,0896986	0,1587678	0,2137310	0,0083290	0,1117278	0,4426090	0,7932841	0,6687114	0,7351678	0,4695557	0,0011585	0,0484561	0,7390239	0,9675699	0,1840096	0,9937697	0,9282694	0,9309367	0,9920909	0,0218330	0,0379424	0,8429127	0,0205758	0,0122683	0,4208113	0,9200816	0,0262162	0,1911362	0,4027375	0,1306798	0,0297623	0,0731008
340	0,3118505	1,0000000	0,0910685	0,0451200	1,0000000	0,9727941	0,3067978	0,2699418	0,0771851	0,0472324	0,0855759	0,0137418	0,1369938	0,0040182	0,9999817	0,0324176	0,4463134	0,9734224	0,5681990	0,1209664	0,7475283	0,9521258	0,0230037	0,1325017	0,9998675	0,8925766	0,6864192	0,8986310	0,0990331	0,1058055	0,2277527	0,5667432	0,1043358	0,1900490	0,2145725	0,0084506	0,1132882	0,4546549	0,7932864	0,6951632	0,7357531	0,5096910	0,0016190	0,0500697	0,7398796	0,9677241	0,1902771	0,9946618	0,9286192	0,9311428	0,9939608	0,0220472	0,0444733	0,8462570	0,0205862	0,0122684	0,4218247	0,9210126	0,0309152	0,2092571	0,4384988	0,1310504	0,0297625	0,0737100
360	0,3118505	1,0000000	0,0910684	0,0451200	1,0000000	0,9728014	0,3180401	0,2688494	0,0771852	0,0472324	0,0855766	0,0136069	0,1373034	0,0040182	0,9999877	0,0323952	0,4463134	0,9734224	0,5681990	0,1209664	0,7464432	0,9527108	0,0230037	0,1316131	0,9998675	0,8925608	0,6872417	0,8962175	0,0988899	0,1058054	0,2277415	0,5667452	0,1197408	0,2213140	0,2151817	0,0085608	0,1149482	0,4655859	0,7932879	0,7150297	0,7361695	0,5478597	0,0021609	0,0518810	0,7404930	0,9678289	0,1962120	0,9953563	0,9288722	0,9312760	0,9953871	0,0222801	0,0510283	0,8487411	0,0205954	0,0122684	0,4228750	0,9217042	0,0362501	0,2258018	0,4678984	0,1314974	0,0297626	0,0744371
380	0,3118505	1,0000000	0,0910683	0,0451200	1,0000000	0,9727835	0,3270272	0,2681057	0,0771853	0,0472324	0,0855772	0,0135076	0,1375323	0,0040182	0,9999916	0,0323819	0,4463134	0,9734224	0,5681990	0,1209664	0,7456935	0,9530875	0,0230037	0,1309608	0,9998674	0,8925443	0,6877984	0,8943603	0,0987805	0,1058054	0,2277333	0,5667467	0,1353264	0,2511874	0,2156214	0,0086575	0,1166531	0,4752164	0,7932888	0,7296331	0,7364613	0,5830088	0,0027606	0,0538154	0,7409412	0,9678989	0,2016629	0,9958908	0,9290530	0,9313599	0,9964724	0,0225224	0,0573174	0,8505853	0,0206031	0,0122685	0,4239557	0,9222115	0,0419708	0,2403886	0,4913077	0,1320032	0,0297627	0,0752449
400	0,3118505	1,0000000	0,0910682	0,0451200	1,0000000	0,9727542	0,3340771	0,2676009	0,0771854	0,0472324	0,0855778	0,0134348	0,1377010	0,0040182	0,9999942	0,0323739	0,4463134	0,9734224	0,5681990	0,1209664	0,7451838	0,9533297	0,0230037	0,1304832	0,9998674	0,8925292	0,6881742	0,8929445	0,0986973	0,1058054	0,2277273	0,5667478	0,1505648	0,2787083	0,2159380	0,0087399	0,1183429	0,4834896	0,7932893	0,7402174	0,7366627	0,6145261	0,0033898	0,0557925	0,7412745	0,9679448	0,2065405	0,9962983	0,9291806	0,9314112	0,9972965	0,0227653	0,0631213	0,8519537	0,0206095	0,0122686	0,4250392	0,9225806	0,0478058	0,2528770	0,5095103	0,1325445	0,0297628	0,0760874
