"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
700	0,3118505	1,0000000	0,0908433	0,0562349	1,0000000	0,9558999	0,1237429	0,9679969	0,0645850	0,0472324	0,0855810	0,7410337	0,3248906	0,0040182	0,9422073	0,2567274	0,4509320	0,9810630	0,5941733	0,1209664	0,7962184	0,6997439	0,0230035	0,3625481	0,9966874	0,8105509	0,6094900	0,8694501	0,5889124	0,1869737	0,6656843	0,5753913	0,0149513	0,0387392	0,0234255	0,0070633	0,0423647	0,1790707	0,8058398	0,3042263	0,7427151	0,1407785	0,0000587	0,0164526	0,0621766	0,9667518	0,1517458	0,7052855	0,9275444	0,9335423	0,6783278	0,0209336	0,0116526	0,1281437	0,0261063	0,0122682	0,0950073	0,8256473	0,0298410	0,1271247	0,1320300	0,1298576	0,0297610	0,0633863
720	0,3118505	1,0000000	0,0908913	0,0522875	1,0000000	0,9559035	0,1236406	0,9772280	0,0679202	0,0472324	0,0855811	0,6959043	0,2653022	0,0040182	0,9467237	0,2251981	0,4523653	0,9774847	0,5859409	0,1209664	0,7626727	0,6976877	0,0230035	0,3625560	0,9972068	0,8284959	0,6102495	0,8686492	0,5610814	0,1690127	0,6662750	0,5731579	0,0165670	0,0388967	0,0234256	0,0071233	0,0445102	0,1797199	0,8007698	0,3067206	0,7397988	0,1536617	0,0000633	0,0187126	0,0621987	0,9667546	0,1505084	0,7052600	0,9275519	0,9317345	0,6759583	0,0209432	0,0116418	0,1011176	0,0228685	0,0122682	0,0773532	0,8445838	0,0248062	0,1087508	0,1318623	0,1298608	0,0297610	0,0648592
740	0,3118505	1,0000000	0,0909299	0,0496998	1,0000000	0,9559040	0,1235527	0,9839456	0,0703973	0,0472324	0,0855811	0,6410414	0,2180916	0,0040182	0,9538118	0,2023163	0,4516775	0,9750758	0,5773060	0,1209664	0,7286555	0,6940937	0,0230035	0,3625636	0,9976725	0,8473150	0,6099804	0,8682310	0,5347913	0,1530430	0,6661897	0,5714683	0,0183992	0,0390564	0,0234257	0,0071872	0,0461174	0,1803861	0,7977136	0,3087908	0,7377446	0,1669302	0,0000677	0,0212852	0,0622190	0,9667565	0,1496759	0,7052334	0,9275573	0,9306286	0,6740961	0,0209558	0,0116305	0,0812580	0,0214886	0,0122682	0,0664462	0,8592755	0,0212881	0,0977698	0,1316824	0,1298638	0,0297611	0,0662024
760	0,3118505	1,0000000	0,0909606	0,0480249	1,0000000	0,9559010	0,1234798	0,9887674	0,0722113	0,0472324	0,0855812	0,5806011	0,1812070	0,0040182	0,9617664	0,1868928	0,4502644	0,9736840	0,5710386	0,1209664	0,6950512	0,6877216	0,0230036	0,3625704	0,9980777	0,8645414	0,6082236	0,8683292	0,5083182	0,1400588	0,6651793	0,5702047	0,0203438	0,0392101	0,0234257	0,0072497	0,0473063	0,1810266	0,7958886	0,3104375	0,7363169	0,1798976	0,0000716	0,0240084	0,0622370	0,9667579	0,1491331	0,7052064	0,9275613	0,9299595	0,6726361	0,0209708	0,0116194	0,0668615	0,0209093	0,0122682	0,0599735	0,8704264	0,0188632	0,0912645	0,1315012	0,1298667	0,0297611	0,0673709
780	0,3118505	1,0000000	0,0909847	0,0469516	1,0000000	0,9558935	0,1234210	0,9921909	0,0735250	0,0472324	0,0855812	0,5184974	0,1527096	0,0040182	0,9693400	0,1771398	0,4488511	0,9730261	0,5676027	0,1209664	0,6629637	0,6763844	0,0230036	0,3625765	0,9984223	0,8784873	0,6043691	0,8689398	0,4802922	0,1301174	0,6630825	0,5692679	0,0223016	0,0393516	0,0234258	0,0073067	0,0481772	0,1816109	0,7948062	0,3117037	0,7353350	0,1920552	0,0000749	0,0267289	0,0622523	0,9667587	0,1487910	0,7051794	0,9275640	0,9295578	0,6714917	0,0209873	0,0116090	0,0565376	0,0206693	0,0122682	0,0563160	0,8787604	0,0172105	0,0874326	0,1313277	0,1298692	0,0297612	0,0683501
800	0,3118505	1,0000000	0,0910036	0,0462692	1,0000000	0,9558795	0,1233745	0,9946001	0,0744678	0,0472324	0,0855813	0,4577139	0,1308918	0,0040182	0,9758747	0,1712646	0,4477356	0,9728220	0,5663581	0,1209664	0,6334452	0,6566345	0,0230036	0,3625817	0,9987102	0,8884604	0,5975730	0,8699571	0,4499846	0,1228089	0,6597127	0,5685781	0,0241904	0,0394775	0,0234259	0,0073561	0,0488100	0,1821215	0,7941675	0,3126507	0,7346652	0,2030773	0,0000778	0,0293225	0,0622650	0,9667592	0,1485839	0,7051531	0,9275658	0,9293179	0,6705938	0,0210044	0,0115996	0,0491987	0,0205711	0,0122682	0,0543854	0,8849196	0,0160950	0,0851826	0,1311681	0,1298714	0,0297613	0,0691461
820	0,3118505	1,0000000	0,0910183	0,0458381	1,0000000	0,9558562	0,1233385	0,9962833	0,0751391	0,0472324	0,0855813	0,4002281	0,1143139	0,0040182	0,9811578	0,1678036	0,4469776	0,9728547	0,5663906	0,1209664	0,6072627	0,6241029	0,0230036	0,3625862	0,9989473	0,8945307	0,5866844	0,8712284	0,4173937	0,1175823	0,6546310	0,5680728	0,0259497	0,0395862	0,0234260	0,0073971	0,0492670	0,1825523	0,7937920	0,3133429	0,7342110	0,2127982	0,0000801	0,0317025	0,0622753	0,9667592	0,1484651	0,7051281	0,9275667	0,9291748	0,6698883	0,0210214	0,0115915	0,0440196	0,0205315	0,0122682	0,0534748	0,8894332	0,0153482	0,0838629	0,1310261	0,1298733	0,0297613	0,0697774
840	0,3118505	1,0000000	0,0910297	0,0455672	1,0000000	0,9558185	0,1233109	0,9974520	0,0756142	0,0472324	0,0855813	0,3471855	0,1017978	0,0040182	0,9852379	0,1657300	0,4465264	0,9729820	0,5669419	0,1209664	0,5847908	0,5752792	0,0230036	0,3625899	0,9991403	0,8971948	0,5702661	0,8726004	0,3831545	0,1139130	0,6468153	0,5677043	0,0275414	0,0396779	0,0234261	0,0074299	0,0495952	0,1829052	0,7935718	0,3138390	0,7339040	0,2211765	0,0000821	0,0338182	0,0622835	0,9667587	0,1484021	0,7051049	0,9275668	0,9290890	0,6693333	0,0210374	0,0115845	0,0403869	0,0205158	0,0122682	0,0531389	0,8927191	0,0148521	0,0830882	0,1309032	0,1298748	0,0297614	0,0702678
860	0,3118505	1,0000000	0,0910385	0,0453977	1,0000000	0,9557583	0,1232900	0,9982593	0,0759486	0,0472324	0,0855814	0,2991320	0,0923998	0,0040182	0,9882853	0,1644092	0,4462962	0,9731236	0,5675438	0,1209664	0,5660340	0,5102916	0,0230036	0,3625930	0,9992958	0,8971131	0,5468269	0,8739463	0,3483247	0,1113681	0,6342973	0,5674364	0,0289467	0,0397536	0,0234261	0,0074555	0,0498300	0,1831873	0,7934429	0,3141886	0,7336965	0,2282588	0,0000836	0,0356497	0,0622900	0,9667577	0,1483732	0,7050839	0,9275659	0,9290366	0,6688963	0,0210521	0,0115788	0,0378519	0,0205098	0,0122682	0,0531064	0,8950985	0,0145248	0,0826323	0,1307993	0,1298760	0,0297614	0,0706422
880	0,3118505	1,0000000	0,0910454	0,0452920	1,0000000	0,9556622	0,1232744	0,9988144	0,0761828	0,0472324	0,0855814	0,2562283	0,0853764	0,0040182	0,9905055	0,1634892	0,4462055	0,9732428	0,5679876	0,1209664	0,5507278	0,4341653	0,0230036	0,3625956	0,9994202	0,8949536	0,5153460	0,8751761	0,3141217	0,1096163	0,6141165	0,5672422	0,0301619	0,0398150	0,0234262	0,0074750	0,0499972	0,1834081	0,7933676	0,3144313	0,7335548	0,2341472	0,0000848	0,0371999	0,0622950	0,9667557	0,1483642	0,7050654	0,9275638	0,9290027	0,6685520	0,0210653	0,0115740	0,0360909	0,0205076	0,0122682	0,0532179	0,8968137	0,0143102	0,0823626	0,1307132	0,1298770	0,0297615	0,0709239
900	0,3118505	1,0000000	0,0910506	0,0452263	1,0000000	0,9555079	0,1232629	0,9991947	0,0763462	0,0472324	0,0855814	0,2184131	0,0801492	0,0040182	0,9920937	0,1627892	0,4461910	0,9733285	0,5682341	0,1209664	0,5384563	0,3548934	0,0230036	0,3625977	0,9995190	0,8913182	0,4759535	0,8762348	0,2816841	0,1084156	0,5833770	0,5671017	0,0311942	0,0398641	0,0234262	0,0074896	0,0501159	0,1835778	0,7933236	0,3145975	0,7334555	0,2389734	0,0000857	0,0384868	0,0622987	0,9667524	0,1483660	0,7050494	0,9275598	0,9289779	0,6682810	0,0210768	0,0115703	0,0348723	0,0205068	0,0122682	0,0533836	0,8980452	0,0141705	0,0822021	0,1306431	0,1298778	0,0297615	0,0711332
920	0,3118505	1,0000000	0,0910547	0,0451856	1,0000000	0,9552587	0,1232545	0,9994543	0,0764598	0,0472324	0,0855814	0,1855048	0,0762730	0,0040182	0,9932152	0,1622195	0,4462110	0,9733828	0,5683257	0,1209664	0,5287493	0,2800902	0,0230036	0,3625995	0,9995970	0,8867203	0,4303386	0,8770956	0,2519092	0,1075941	0,5415774	0,5670002	0,0320577	0,0399027	0,0234263	0,0075004	0,0502000	0,1837062	0,7932979	0,3147100	0,7333813	0,2428802	0,0000864	0,0395377	0,0623016	0,9667469	0,1483731	0,7050359	0,9275532	0,9289555	0,6680677	0,0210866	0,0115673	0,0340319	0,0205067	0,0122682	0,0535562	0,8989264	0,0140800	0,0821058	0,1305869	0,1298784	0,0297615	0,0712871
940	0,3118505	1,0000000	0,0910579	0,0451604	1,0000000	0,9548546	0,1232484	0,9996310	0,0765386	0,0472324	0,0855814	0,1572473	0,0734079	0,0040182	0,9940010	0,1617364	0,4462408	0,9734131	0,5683259	0,1209664	0,5211465	0,2148144	0,0230036	0,3626011	0,9996582	0,8815872	0,3814900	0,8777510	0,2253787	0,1070325	0,4920968	0,5669270	0,0327703	0,0399329	0,0234263	0,0075082	0,0502594	0,1838022	0,7932827	0,3147853	0,7333189	0,2460085	0,0000870	0,0403835	0,0623038	0,9667382	0,1483821	0,7050247	0,9275423	0,9289297	0,6679002	0,0210949	0,0115649	0,0334541	0,0205067	0,0122682	0,0537132	0,8995549	0,0140218	0,0820474	0,1305424	0,1298789	0,0297615	0,0713992
960	0,3118505	1,0000000	0,0910603	0,0451449	1,0000000	0,9541994	0,1232441	0,9997510	0,0765931	0,0472324	0,0855814	0,1333238	0,0712962	0,0040182	0,9945498	0,1613232	0,4462684	0,9734273	0,5682883	0,1209664	0,5152335	0,1612100	0,0230037	0,3626025	0,9997060	0,8762683	0,3328563	0,8782042	0,2023582	0,1066483	0,4407376	0,5668743	0,0333516	0,0399562	0,0234263	0,0075138	0,0503012	0,1838730	0,7932737	0,3148352	0,7332560	0,2484895	0,0000874	0,0410557	0,0623054	0,9667239	0,1483914	0,7050156	0,9275246	0,9288940	0,6677688	0,0211017	0,0115631	0,0330579	0,0205067	0,0122682	0,0538459	0,9000019	0,0139847	0,0820116	0,1305076	0,1298792	0,0297616	0,0714802
980	0,3118505	1,0000000	0,0910622	0,0451353	1,0000000	0,9531456	0,1232413	0,9998322	0,0766308	0,0472324	0,0855815	0,1133606	0,0697438	0,0040182	0,9949337	0,1609772	0,4462892	0,9734320	0,5682462	0,1209664	0,5106570	0,1192114	0,0230037	0,3626040	0,9997432	0,8710407	0,2874387	0,8784635	0,1828452	0,1063854	0,3928751	0,5668362	0,0338209	0,0399741	0,0234263	0,0075178	0,0503307	0,1839248	0,7932680	0,3148683	0,7331793	0,2504406	0,0000877	0,0415840	0,0623065	0,9667008	0,1483999	0,7050084	0,9274957	0,9288396	0,6676660	0,0211073	0,0115617	0,0327869	0,0205068	0,0122682	0,0539531	0,9003189	0,0139611	0,0819893	0,1304808	0,1298795	0,0297616	0,0715383
1000	0,3118505	1,0000000	0,0910636	0,0451294	1,0000000	0,9514795	0,1232396	0,9998871	0,0766569	0,0472324	0,0855815	0,0969383	0,0686052	0,0040182	0,9952034	0,1606978	0,4463029	0,9734318	0,5682147	0,1209664	0,5071272	0,0874871	0,0230037	0,3626058	0,9997721	0,8661114	0,2472528	0,8785382	0,1666392	0,1062052	0,3517936	0,5668088	0,0341964	0,0399876	0,0234263	0,0075207	0,0503514	0,1839625	0,7932641	0,3148903	0,7330720	0,2519633	0,0000880	0,0419951	0,0623074	0,9666635	0,1484072	0,7050028	0,9274490	0,9287540	0,6675859	0,0211118	0,0115607	0,0326020	0,0205068	0,0122682	0,0540371	0,9005432	0,0139462	0,0819754	0,1304605	0,1298797	0,0297616	0,0715797
1020	0,3118505	1,0000000	0,0910647	0,0451257	1,0000000	0,9489177	0,1232390	0,9999242	0,0766751	0,0472324	0,0855815	0,0836114	0,0677719	0,0040182	0,9953944	0,1604806	0,4463107	0,9734297	0,5681970	0,1209664	0,5044126	0,0642008	0,0230037	0,3626080	0,9997944	0,8616208	0,2132404	0,8784369	0,1534144	0,1060816	0,3186251	0,5667888	0,0344943	0,0399980	0,0234264	0,0075227	0,0503659	0,1839897	0,7932607	0,3149055	0,7329110	0,2531440	0,0000881	0,0423122	0,0623080	0,9666037	0,1484134	0,7049987	0,9273743	0,9286182	0,6675239	0,0211155	0,0115599	0,0324761	0,0205069	0,0122682	0,0541013	0,9007017	0,0139370	0,0819667	0,1304453	0,1298798	0,0297616	0,0716091
1040	0,3118505	1,0000000	0,0910656	0,0451235	1,0000000	0,9451276	0,1232394	0,9999491	0,0766880	0,0472324	0,0855815	0,0729320	0,0671632	0,0040182	0,9955308	0,1603169	0,4463145	0,9734273	0,5681903	0,1209664	0,5023310	0,0474913	0,0230037	0,3626113	0,9998116	0,8576490	0,1854747	0,8781682	0,1427836	0,1059969	0,2930357	0,5667742	0,0347290	0,0400058	0,0234264	0,0075241	0,0503760	0,1840093	0,7932572	0,3149169	0,7326649	0,2540542	0,0000883	0,0425550	0,0623085	0,9665097	0,1484186	0,7049958	0,9272564	0,9284058	0,6674762	0,0211183	0,0115594	0,0323906	0,0205069	0,0122682	0,0541495	0,9008136	0,0139313	0,0819613	0,1304344	0,1298799	0,0297616	0,0716300
1060	0,3118505	1,0000000	0,0910663	0,0451221	1,0000000	0,9397847	0,1232411	0,9999659	0,0766976	0,0472324	0,0855815	0,0644716	0,0667193	0,0040182	0,9956288	0,1601960	0,4463158	0,9734253	0,5681901	0,1209664	0,5007396	0,0357158	0,0230037	0,3626159	0,9998249	0,8542250	0,1634620	0,8777428	0,1343460	0,1059386	0,2739564	0,5667632	0,0349128	0,0400119	0,0234264	0,0075251	0,0503832	0,1840237	0,7932528	0,3149267	0,7322921	0,2547526	0,0000884	0,0427396	0,0623088	0,9663655	0,1484228	0,7049942	0,9270752	0,9280816	0,6674401	0,0211206	0,0115591	0,0323328	0,0205069	0,0122682	0,0541854	0,9008927	0,0139278	0,0819583	0,1304270	0,1298800	0,0297616	0,0716447
1080	0,3118505	1,0000000	0,0910669	0,0451213	1,0000000	0,9326583	0,1232442	0,9999772	0,0767052	0,0472324	0,0855815	0,0578372	0,0663962	0,0040182	0,9956998	0,1601081	0,4463158	0,9734238	0,5681926	0,1209664	0,4995274	0,0275368	0,0230037	0,3626226	0,9998350	0,8513385	0,1464195	0,8771754	0,1277204	0,1058987	0,2600963	0,5667545	0,0350561	0,0400167	0,0234264	0,0075259	0,0503881	0,1840346	0,7932466	0,3149372	0,7317426	0,2552867	0,0000884	0,0428794	0,0623091	0,9661515	0,1484263	0,7049939	0,9268053	0,9276029	0,6674137	0,0211224	0,0115589	0,0322939	0,0205070	0,0122682	0,0542118	0,9009490	0,0139257	0,0819569	0,1304228	0,1298801	0,0297616	0,0716551
1100	0,3118505	1,0000000	0,0910673	0,0451208	1,0000000	0,9236962	0,1232491	0,9999847	0,0767120	0,0472324	0,0855815	0,0526815	0,0661613	0,0040182	0,9957515	0,1600446	0,4463153	0,9734230	0,5681956	0,1209664	0,4986075	0,0219216	0,0230037	0,3626321	0,9998428	0,8489520	0,1334768	0,8764869	0,1225637	0,1058712	0,2502285	0,5667473	0,0351675	0,0400207	0,0234264	0,0075264	0,0503916	0,1840432	0,7932380	0,3149502	0,7309624	0,2556949	0,0000885	0,0429847	0,0623093	0,9658460	0,1484294	0,7049951	0,9264185	0,9269243	0,6673954	0,0211238	0,0115589	0,0322681	0,0205070	0,0122682	0,0542313	0,9009897	0,0139246	0,0819571	0,1304216	0,1298801	0,0297616	0,0716625

0	0,3118506	1,0000000	0,0910898	0,0451200	1,0000000	0,7691209	0,1236421	1,0000000	0,0770246	0,0472324	0,0855282	0,0364211	0,0655454	0,0040182	0,9958900	0,1598906	0,4463134	0,9734224	0,5681990	0,1209664	0,4958708	0,0103635	0,0230037	0,3633211	0,9998667	0,8401464	0,0983368	0,8676025	0,1059392	0,1058099	0,2285055	0,5665691	0,0361082	0,0403377	0,0234271	0,0075405	0,0504120	0,1845205	0,7925559	0,3170260	0,6876572	0,2592631	0,0000904	0,0437331	0,0623137	0,9472793	0,1486545	0,7055529	0,9010805	0,8901755	0,6687414	0,0211416	0,0116065	0,0325515	0,0205074	0,0122693	0,0544682	0,9016707	0,0139532	0,0823182	0,1312517	0,1298812	0,0297622	0,0717779
20	0,2926006	1,0000000	0,0910857	0,0451200	1,0000000	0,7696335	0,1130361	1,0000000	0,0751698	0,0472324	0,1576674	0,0418656	0,0655454	0,0040182	0,9718794	0,1608427	0,4254404	0,9736852	0,5350718	0,1209664	0,5188007	0,0173631	0,0218832	0,3633205	0,9998673	0,8399702	0,0975823	0,8674699	0,0997949	0,1058099	0,2285898	0,5824854	0,0360141	0,0402424	0,0234269	0,0241553	0,0918415	0,1842781	0,7925540	0,3151857	0,6875585	0,2588233	0,0000899	0,0436922	0,1085244	0,9472350	0,1485666	0,7318845	0,9087458	0,9034014	0,6682181	0,0211389	0,0115651	0,0843547	0,2050798	0,0122690	0,0544436	0,9014015	0,0139450	0,0919865	0,1642293	0,1298809	0,0297621	0,0717595
40	0,2534008	1,0000000	0,0910825	0,0451200	1,0000000	0,7755011	0,0923933	1,0000000	0,0703970	0,0472324	0,2930357	0,0536627	0,0655454	0,0040182	0,9254169	0,1706989	0,3838385	0,9757457	0,4691160	0,1209664	0,5629688	0,0305556	0,0198543	0,3633197	0,9998678	0,8378758	0,0963243	0,8661689	0,0878628	0,1058103	0,2294368	0,6153209	0,0353567	0,0394343	0,0234267	0,0463172	0,1772205	0,1819141	0,7925548	0,2990649	0,6875278	0,2548360	0,0000864	0,0433066	0,1922669	0,9472321	0,1477085	0,7741443	0,9240880	0,9260390	0,6621885	0,0211304	0,0112297	0,1896185	0,4396172	0,0122688	0,0541824	0,8984004	0,0138840	0,1057861	0,2202492	0,1298789	0,0297619	0,0715742
60	0,2108410	1,0000000	0,0910801	0,0451200	1,0000000	0,7898962	0,0710106	1,0000000	0,0622488	0,0472324	0,4327055	0,0681805	0,0655454	0,0040182	0,8777429	0,1978972	0,3404743	0,9798632	0,4006563	0,1209664	0,6093346	0,0437325	0,0179056	0,3633163	0,9998682	0,8300657	0,0956001	0,8626648	0,0760557	0,1058125	0,2318061	0,6515830	0,0337136	0,0375343	0,0234265	0,0617975	0,2711777	0,1754340	0,7925676	0,2621609	0,6877864	0,2443038	0,0000793	0,0421058	0,2728576	0,9474108	0,1453136	0,8039090	0,9403728	0,9463238	0,6409889	0,0211123	0,0105187	0,3040625	0,5897919	0,0122686	0,0533499	0,8875801	0,0137589	0,1135862	0,2686222	0,1298746	0,0297618	0,0710120
80	0,1722465	1,0000000	0,0910781	0,0451200	1,0000000	0,8107299	0,0524939	1,0000000	0,0522568	0,0472324	0,5571733	0,0856576	0,0655454	0,0040182	0,8368170	0,2393076	0,3035811	0,9846991	0,3425038	0,1209664	0,6519591	0,0547544	0,0163312	0,3633062	0,9998685	0,8116989	0,0959339	0,8570020	0,0671847	0,1058214	0,2359254	0,6851329	0,0312216	0,0348459	0,0234264	0,0710723	0,3575796	0,1644862	0,7926031	0,2134143	0,6886814	0,2277522	0,0000705	0,0397797	0,3381810	0,9479695	0,1411897	0,8107528	0,9548236	0,9615778	0,5967796	0,0210874	0,0096233	0,4084490	0,6695344	0,0122685	0,0516490	0,8614494	0,0136065	0,1145802	0,3033393	0,1298693	0,0297616	0,0699167
100	0,1401648	1,0000000	0,0910766	0,0451200	1,0000000	0,8342858	0,0377903	1,0000000	0,0423733	0,0472324	0,6604974	0,1095313	0,0655454	0,0040182	0,8044549	0,2838072	0,2756192	0,9890581	0,2979026	0,1209664	0,6892897	0,0632576	0,0151555	0,3632857	0,9998686	0,7804268	0,0976566	0,8499664	0,0624055	0,1058561	0,2417167	0,7136695	0,0283155	0,0318729	0,0234262	0,0763141	0,4304379	0,1501098	0,7926633	0,1654172	0,6904728	0,2080382	0,0000618	0,0364521	0,3871701	0,9490202	0,1356536	0,7916529	0,9665968	0,9721968	0,5317606	0,0210603	0,0087555	0,4961645	0,7082611	0,0122684	0,0490336	0,8140978	0,0134617	0,1111222	0,3265719	0,1298641	0,0297614	0,0683187
120	0,1148352	1,0000000	0,0910753	0,0451200	1,0000000	0,8575542	0,0266974	1,0000000	0,0336391	0,0472324	0,7424210	0,1432830	0,0655454	0,0040182	0,7799605	0,3226300	0,2561870	0,9924423	0,2657131	0,1209664	0,7207931	0,0695946	0,0143148	0,3632535	0,9998687	0,7402933	0,1015437	0,8425015	0,0618984	0,1059748	0,2495855	0,7367899	0,0253971	0,0290033	0,0234260	0,0792051	0,4888116	0,1339618	0,7927413	0,1256159	0,6932089	0,1880778	0,0000544	0,0325782	0,4223881	0,9505314	0,1292718	0,7484459	0,9757234	0,9793145	0,4568982	0,0210344	0,0080324	0,5665524	0,7261078	0,0122684	0,0457413	0,7483860	0,0133405	0,1057638	0,3417142	0,1298596	0,0297613	0,0664192
140	0,0955064	1,0000000	0,0910742	0,0451200	1,0000000	0,8786060	0,0186055	1,0000000	0,0264100	0,0472324	0,8053287	0,1868695	0,0655454	0,0040182	0,7618767	0,3525300	0,2436962	0,9948434	0,2433783	0,1209664	0,7464466	0,0744034	0,0137292	0,3632100	0,9998687	0,6998496	0,1097469	0,8353627	0,0652620	0,1063176	0,2622172	0,7549458	0,0227160	0,0264507	0,0234259	0,0807834	0,5340283	0,1176560	0,7928264	0,0958028	0,6967410	0,1697711	0,0000484	0,0286529	0,4470746	0,9523683	0,1226319	0,6878168	0,9825738	0,9840033	0,3832490	0,0210114	0,0074835	0,6214431	0,7340532	0,0122683	0,0421427	0,6739777	0,0132460	0,1002557	0,3514911	0,1298559	0,0297612	0,0644642
160	0,0811096	1,0000000	0,0910733	0,0451200	1,0000000	0,8964821	0,0128410	1,0000000	0,0206732	0,0472324	0,8525491	0,2369785	0,0655454	0,0040182	0,7487252	0,3739029	0,2362936	0,9964523	0,2283017	0,1209664	0,7666846	0,0784820	0,0133281	0,3631577	0,9998686	0,6666769	0,1260431	0,8289992	0,0718383	0,1071368	0,2863221	0,7689003	0,0203871	0,0242961	0,0234258	0,0816413	0,5682257	0,1024102	0,7929093	0,0747459	0,7008017	0,1540023	0,0000438	0,0250342	0,4641052	0,9543580	0,1162112	0,6196686	0,9876020	0,9870769	0,3174710	0,0209919	0,0070907	0,6634452	0,7375051	0,0122683	0,0385909	0,5989648	0,0131754	0,0954920	0,3577841	0,1298531	0,0297611	0,0626495
180	0,0705788	1,0000000	0,0910725	0,0451200	1,0000000	0,9109791	0,0088054	1,0000000	0,0162514	0,0472324	0,8874238	0,2893546	0,0655454	0,0040182	0,7392526	0,3885367	0,2323173	0,9974895	0,2183341	0,1209664	0,7822346	0,0827546	0,0130563	0,3631000	0,9998685	0,6443152	0,1538853	0,8235944	0,0809468	0,1087572	0,3282138	0,7794614	0,0184386	0,0225411	0,0234257	0,0821070	0,5936326	0,0889588	0,7929839	0,0603388	0,7050899	0,1409740	0,0000403	0,0219097	0,4757325	0,9563411	0,1103320	0,5535974	0,9912331	0,9890975	0,2621285	0,0209760	0,0068202	0,6951661	0,7389777	0,0122683	0,0353411	0,5271016	0,0131242	0,0917653	0,3618307	0,1298510	0,0297611	0,0610886
200	0,0629832	1,0000000	0,0910718	0,0451200	1,0000000	0,9223559	0,0060175	1,0000000	0,0129148	0,0472324	0,9128827	0,3403740	0,0655454	0,0040182	0,7324719	0,3983099	0,2304690	0,9981393	0,2118554	0,1209664	0,7939305	0,0881833	0,0128736	0,3630401	0,9998684	0,6325706	0,1935077	0,8191600	0,0919711	0,1114614	0,3855948	0,7873634	0,0168508	0,0211475	0,0234256	0,0823595	0,6122507	0,0776143	0,7930472	0,0506266	0,7093343	0,1305182	0,0000378	0,0193350	0,4836159	0,9581983	0,1051698	0,4960884	0,9938235	0,9904358	0,2172958	0,0209632	0,0066382	0,7188989	0,7395971	0,0122683	0,0325349	0,4596515	0,0130876	0,0890384	0,3644320	0,1298495	0,0297610	0,0598209
220	0,0575659	1,0000000	0,0910712	0,0451200	1,0000000	0,9310785	0,0041113	1,0000000	0,0104373	0,0472324	0,9313129	0,3875423	0,0655454	0,0040182	0,7276368	0,4047284	0,2298305	0,9985366	0,2077069	0,1209664	0,8025784	0,0955855	0,0127514	0,3629810	0,9998683	0,6292129	0,2414873	0,8156152	0,1043424	0,1153723	0,4493248	0,7932247	0,0155821	0,0200616	0,0234256	0,0824964	0,6257456	0,0683850	0,7930988	0,0441095	0,7133275	0,1223020	0,0000359	0,0172846	0,4889359	0,9598562	0,1007843	0,4498972	0,9956541	0,9913313	0,1818647	0,0209531	0,0065176	0,7365340	0,7398547	0,0122683	0,0302184	0,3972865	0,0130619	0,0871363	0,3661040	0,1298483	0,0297610	0,0588356
240	0,0537374	1,0000000	0,0910707	0,0451200	1,0000000	0,9376552	0,0028188	1,0000000	0,0086209	0,0472324	0,9445746	0,4294499	0,0655454	0,0040182	0,7241975	0,4088883	0,2298046	0,9987736	0,2050876	0,1209664	0,8088850	0,1054318	0,0126700	0,3629251	0,9998682	0,6314912	0,2927990	0,8128388	0,1175065	0,1204049	0,5105904	0,7975432	0,0145835	0,0192276	0,0234255	0,0825706	0,6354406	0,0610933	0,7931396	0,0397315	0,7169352	0,1159478	0,0000346	0,0156927	0,4925144	0,9612820	0,0971560	0,4149717	0,9969383	0,9919371	0,1543253	0,0209452	0,0064386	0,7495719	0,7399609	0,0122683	0,0283732	0,3407605	0,0130441	0,0858566	0,3671787	0,1298475	0,0297610	0,0580957
260	0,0510524	1,0000000	0,0910703	0,0451200	1,0000000	0,9425548	0,0019481	1,0000000	0,0073025	0,0472324	0,9540757	0,4655433	0,0655454	0,0040182	0,7217561	0,4115553	0,2300348	0,9989112	0,2034566	0,1209664	0,8134327	0,1177347	0,0126158	0,3628739	0,9998681	0,6369843	0,3429086	0,8107000	0,1309270	0,1262986	0,5641549	0,8007082	0,0138069	0,0185941	0,0234255	0,0826108	0,6423546	0,0554704	0,7931711	0,0367790	0,7200895	0,1110938	0,0000337	0,0144810	0,4949163	0,9624724	0,0942184	0,3897463	0,9978338	0,9923514	0,1331635	0,0209392	0,0063870	0,7591745	0,7400044	0,0122683	0,0269445	0,2908087	0,0130317	0,0850192	0,3678695	0,1298470	0,0297610	0,0575545
