"Time"	dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI
380	0,1337811	0,9978135	0,8486461	0,4192602	0,9999952	0,9422400	0,9248236	0,3976173	0,6264296	0,4633361	0,9495032	0,2792101	0,0055424	0,9888618	0,2873250	0,6473422	0,8379081	0,2765017	0,1097699	0,9008154	0,9967127	0,9998814	0,0741387	0,5402757	0,5139663	0,3246214	0,0190982	0,9662066	0,2701045	0,9937471	0,0261434	0,4161990	0,6446395	0,4893270	0,9532986	0,7701977	0,8688957	0,4391041	0,8789006	0,9995589	0,9984668	0,9219903	0,0148944	0,2944511	0,9900589	0,9887997	0,1286438	0,4093051	0,2504679	0,0546182	0,0820545	0,0692974	0,8862079	0,0002242	0,0466046	0,9979045	0,8361027	0,4688892	0,1328686	0,8692009	0,8871171	0,4456815	0,2191883	0,7734052
400	0,1336583	0,9982066	0,8684271	0,4192602	0,9999952	0,9422394	0,9248235	0,3976172	0,6264354	0,4633353	0,9495008	0,2792101	0,0055424	0,9888406	0,2874133	0,6473422	0,8379081	0,2765017	0,1097698	0,9008987	0,9970978	0,9999227	0,0741389	0,5405718	0,5137408	0,3246303	0,0191012	0,9662072	0,2701045	0,9943137	0,0262707	0,4167243	0,6448686	0,4899543	0,9533445	0,7701973	0,8689463	0,4389681	0,8789368	0,9995600	0,9984667	0,9219901	0,0148944	0,2944518	0,9900650	0,9888537	0,1286439	0,4096822	0,2504683	0,0546182	0,0820546	0,0692974	0,8862077	0,0002181	0,0465327	0,9979097	0,8360996	0,4689942	0,1334549	0,8694813	0,8876321	0,4456815	0,2190551	0,7734050
420	0,1335768	0,9984626	0,8828666	0,4192602	0,9999952	0,9422390	0,9248233	0,3976171	0,6264433	0,4633365	0,9494990	0,2792101	0,0055424	0,9888253	0,2874773	0,6473422	0,8379081	0,2765017	0,1097698	0,9009674	0,9973649	0,9999496	0,0741391	0,5407928	0,5135726	0,3246371	0,0191035	0,9662076	0,2701045	0,9947038	0,0263715	0,4171247	0,6450430	0,4904393	0,9533747	0,7701971	0,8689881	0,4388757	0,8789658	0,9995606	0,9984667	0,9219899	0,0148944	0,2944524	0,9900700	0,9888925	0,1286440	0,4099613	0,2504687	0,0546182	0,0820547	0,0692974	0,8862075	0,0002141	0,0464822	0,9979132	0,8360971	0,4690812	0,1338941	0,8696778	0,8880150	0,4456815	0,2189467	0,7734049
440	0,1335226	0,9986299	0,8933591	0,4192602	0,9999952	0,9422386	0,9248232	0,3976170	0,6264508	0,4633382	0,9494976	0,2792101	0,0055424	0,9888142	0,2875237	0,6473422	0,8379081	0,2765017	0,1097698	0,9010241	0,9975502	0,9999672	0,0741393	0,5409571	0,5134475	0,3246424	0,0191052	0,9662079	0,2701045	0,9949725	0,0264508	0,4174281	0,6451751	0,4908124	0,9533948	0,7701968	0,8690227	0,4388131	0,8789893	0,9995610	0,9984666	0,9219897	0,0148944	0,2944529	0,9900741	0,9889206	0,1286441	0,4101674	0,2504689	0,0546182	0,0820548	0,0692975	0,8862073	0,0002114	0,0464466	0,9979154	0,8360952	0,4691532	0,1342218	0,8698155	0,8882994	0,4456815	0,2188583	0,7734048
460	0,1334866	0,9987397	0,9009569	0,4192602	0,9999952	0,9422384	0,9248232	0,3976169	0,6264570	0,4633397	0,9494966	0,2792101	0,0055424	0,9888062	0,2875574	0,6473422	0,8379081	0,2765017	0,1097698	0,9010710	0,9976788	0,9999786	0,0741394	0,5410789	0,5133547	0,3246464	0,0191065	0,9662081	0,2701045	0,9951579	0,0265128	0,4176567	0,6452748	0,4910983	0,9534081	0,7701966	0,8690512	0,4387708	0,8790084	0,9995613	0,9984666	0,9219896	0,0148944	0,2944534	0,9900775	0,9889409	0,1286441	0,4103192	0,2504692	0,0546182	0,0820549	0,0692975	0,8862071	0,0002096	0,0464215	0,9979169	0,8360937	0,4692128	0,1344652	0,8699119	0,8885102	0,4456815	0,2187859	0,7734047
480	0,1334627	0,9988121	0,9064430	0,4192602	0,9999952	0,9422382	0,9248231	0,3976169	0,6264614	0,4633408	0,9494959	0,2792101	0,0055424	0,9888003	0,2875819	0,6473422	0,8379081	0,2765017	0,1097698	0,9011097	0,9977681	0,9999861	0,0741396	0,5411690	0,5132859	0,3246494	0,0191075	0,9662083	0,2701045	0,9952859	0,0265609	0,4178283	0,6453497	0,4913164	0,9534170	0,7701964	0,8690748	0,4387424	0,8790240	0,9995614	0,9984666	0,9219895	0,0148944	0,2944538	0,9900803	0,9889557	0,1286441	0,4104308	0,2504694	0,0546182	0,0820549	0,0692975	0,8862070	0,0002084	0,0464039	0,9979178	0,8360926	0,4692621	0,1346455	0,8699795	0,8886664	0,4456815	0,2187265	0,7734046
500	0,1334468	0,9988601	0,9103950	0,4192602	0,9999952	0,9422380	0,9248230	0,3976168	0,6264644	0,4633414	0,9494954	0,2792101	0,0055424	0,9887961	0,2875997	0,6473422	0,8379081	0,2765017	0,1097698	0,9011416	0,9978302	0,9999909	0,0741397	0,5412353	0,5132350	0,3246516	0,0191082	0,9662084	0,2701045	0,9953744	0,0265982	0,4179567	0,6454059	0,4914823	0,9534230	0,7701963	0,8690943	0,4387235	0,8790368	0,9995615	0,9984665	0,9219894	0,0148944	0,2944541	0,9900826	0,9889664	0,1286441	0,4105128	0,2504695	0,0546182	0,0820550	0,0692976	0,8862069	0,0002076	0,0463915	0,9979185	0,8360917	0,4693028	0,1347787	0,8700269	0,8887819	0,4456815	0,2186778	0,7734046
520	0,1334362	0,9988920	0,9132363	0,4192602	0,9999952	0,9422379	0,9248230	0,3976168	0,6264663	0,4633418	0,9494950	0,2792101	0,0055424	0,9887930	0,2876126	0,6473422	0,8379081	0,2765017	0,1097698	0,9011680	0,9978734	0,9999941	0,0741398	0,5412842	0,5131974	0,3246533	0,0191088	0,9662085	0,2701045	0,9954356	0,0266268	0,4180523	0,6454478	0,4916081	0,9534271	0,7701962	0,8691103	0,4387110	0,8790473	0,9995616	0,9984665	0,9219893	0,0148944	0,2944543	0,9900845	0,9889742	0,1286441	0,4105730	0,2504697	0,0546182	0,0820550	0,0692976	0,8862068	0,0002070	0,0463827	0,9979189	0,8360911	0,4693365	0,1348769	0,8700601	0,8888672	0,4456815	0,2186377	0,7734045
540	0,1334292	0,9989133	0,9152754	0,4192602	0,9999952	0,9422378	0,9248230	0,3976168	0,6264674	0,4633419	0,9494947	0,2792101	0,0055424	0,9887908	0,2876221	0,6473422	0,8379081	0,2765017	0,1097698	0,9011897	0,9979034	0,9999961	0,0741399	0,5413201	0,5131696	0,3246546	0,0191092	0,9662085	0,2701045	0,9954781	0,0266488	0,4181234	0,6454790	0,4917031	0,9534298	0,7701961	0,8691236	0,4387028	0,8790559	0,9995616	0,9984665	0,9219892	0,0148944	0,2944545	0,9900861	0,9889799	0,1286441	0,4106170	0,2504698	0,0546182	0,0820551	0,0692976	0,8862068	0,0002067	0,0463766	0,9979192	0,8360906	0,4693644	0,1349491	0,8700834	0,8889302	0,4456815	0,2186047	0,7734045
560	0,1334246	0,9989276	0,9167364	0,4192602	0,9999952	0,9422377	0,9248229	0,3976168	0,6264680	0,4633420	0,9494944	0,2792101	0,0055424	0,9887892	0,2876289	0,6473422	0,8379081	0,2765017	0,1097698	0,9012077	0,9979244	0,9999975	0,0741400	0,5413464	0,5131492	0,3246555	0,0191095	0,9662086	0,2701045	0,9955075	0,0266656	0,4181761	0,6455023	0,4917749	0,9534317	0,7701960	0,8691346	0,4386975	0,8790631	0,9995616	0,9984665	0,9219892	0,0148944	0,2944547	0,9900874	0,9889841	0,1286441	0,4106493	0,2504698	0,0546182	0,0820551	0,0692976	0,8862067	0,0002064	0,0463723	0,9979194	0,8360902	0,4693873	0,1350022	0,8700997	0,8889766	0,4456815	0,2185776	0,7734045
580	0,4243021	0,9985819	0,8851738	0,4192602	0,9999952	0,9422376	0,9248229	0,3976167	0,6157878	0,6660276	0,9494938	0,2792101	0,0055424	0,9888144	0,1907535	0,6473422	0,8379081	0,2765017	0,1097698	0,8974932	0,9877737	0,9860624	0,0741401	0,5404484	0,5135148	0,3246370	0,0191034	0,5602228	0,2701045	0,9953980	0,0265159	0,4171429	0,6450207	0,4910826	0,7171484	0,7701960	0,8691020	0,6069552	0,8069522	0,9868718	0,9984665	0,9219892	0,0148944	0,2944548	0,9900830	0,9887007	0,0824895	0,3080500	0,2504699	0,0546182	0,0820551	0,3077583	0,8862067	0,0132019	0,1027323	0,9922001	0,8321745	0,4693443	0,1334710	0,6290037	0,6502771	0,2399627	0,2764948	0,7734044
600	0,6175427	0,9944432	0,6889634	0,4192602	0,9999952	0,9422376	0,9248229	0,3976167	0,5740210	0,7330723	0,9494913	0,2792101	0,0055424	0,9889683	0,1269877	0,6473422	0,8379081	0,2765017	0,1097698	0,8947457	0,9801235	0,9769817	0,0741405	0,5363701	0,5154618	0,3245647	0,0190767	0,3952139	0,2701045	0,9945619	0,0258382	0,4124891	0,6426866	0,4875162	0,5675844	0,7701959	0,8689143	0,7230167	0,7639742	0,9791208	0,9984665	0,9219891	0,0148944	0,2944549	0,9900585	0,9873864	0,0585855	0,2429083	0,2504700	0,0546182	0,0820551	0,4158370	0,8862067	0,0218801	0,1424186	0,9883402	0,8299438	0,4690606	0,1266450	0,4600589	0,4731213	0,1635728	0,3134902	0,7734044
620	0,7459196	0,9753377	0,4718548	0,4192602	0,9999952	0,9422375	0,9248229	0,3976167	0,5209724	0,7157260	0,9494880	0,2792101	0,0055424	0,9893435	0,0848442	0,6473422	0,8379081	0,2765017	0,1097697	0,8926173	0,9731317	0,9710643	0,0741413	0,5299914	0,5192661	0,3244762	0,0190374	0,3281341	0,2701045	0,9920261	0,0248636	0,4055141	0,6387517	0,4812611	0,4725711	0,7701959	0,8685791	0,8030482	0,7382077	0,9743864	0,9984665	0,9219891	0,0148944	0,2944549	0,9900154	0,9844659	0,0462053	0,1977800	0,2504700	0,0546182	0,0820551	0,4648220	0,8862066	0,0276753	0,1703641	0,9854006	0,8286727	0,4685326	0,1163297	0,3416732	0,3380375	0,1352067	0,3373678	0,7734044
640	0,8312051	0,9272752	0,3168940	0,4192602	0,9999952	0,9422374	0,9248229	0,3976167	0,4759811	0,6718492	0,9494861	0,2792101	0,0055424	0,9900293	0,0569609	0,6473422	0,8379081	0,2765017	0,1097697	0,8909152	0,9642893	0,9672083	0,0741425	0,5232274	0,5245558	0,3244030	0,0189983	0,3008343	0,2701045	0,9856014	0,0239099	0,3984784	0,6341970	0,4736873	0,4122284	0,7701959	0,8681543	0,8582172	0,7226453	0,9714945	0,9984665	0,9219891	0,0148944	0,2944550	0,9899612	0,9792782	0,0397935	0,1650344	0,2504700	0,0546182	0,0820552	0,4870238	0,8862066	0,0315453	0,1900421	0,9827873	0,8279481	0,4678408	0,1057945	0,2587160	0,2380790	0,1246735	0,3529557	0,7734044
660	0,8878633	0,8508957	0,2124416	0,4192602	0,9999952	0,9422373	0,9248228	0,3976167	0,4448424	0,6375585	0,9494880	0,2792101	0,0055424	0,9910829	0,0385310	0,6473422	0,8379081	0,2765017	0,1097697	0,8895254	0,9489328	0,9646954	0,0741441	0,5173982	0,5307100	0,3243515	0,0189662	0,2896702	0,2701045	0,9700613	0,0231234	0,3926608	0,6298810	0,4660953	0,3739891	0,7701958	0,8676951	0,8962345	0,7131566	0,9697281	0,9984665	0,9219890	0,0148944	0,2944551	0,9899030	0,9707765	0,0364728	0,1410616	0,2504701	0,0546182	0,0820552	0,4970864	0,8862066	0,0341296	0,2038986	0,9802583	0,8275349	0,4670705	0,0969981	0,2005848	0,1669624	0,1207622	0,3632637	0,7734044
680	0,9255035	0,7620061	0,1427322	0,4192602	0,9999952	0,9422372	0,9248228	0,3976167	0,4262652	0,6219374	0,9494958	0,2792101	0,0055424	0,9924597	0,0263724	0,6473422	0,8379081	0,2765017	0,1097697	0,8883761	0,9179994	0,9630576	0,0741459	0,5130087	0,5370801	0,3243175	0,0189427	0,2850234	0,2701045	0,9341325	0,0225252	0,3883677	0,6263030	0,4593023	0,3498177	0,7701958	0,8672408	0,9224227	0,7073004	0,9686492	0,9984664	0,9219890	0,0148944	0,2944552	0,9898459	0,9573230	0,0347529	0,1237384	0,2504701	0,0546182	0,0820552	0,5016472	0,8862066	0,0358554	0,2136557	0,9778233	0,8272997	0,4662875	0,0904812	0,1598502	0,1177671	0,1193098	0,3701804	0,7734044
700	0,9505092	0,6765459	0,0963343	0,4192602	0,9999952	0,9422373	0,9248228	0,3976167	0,4166004	0,6200000	0,9495108	0,2792101	0,0055424	0,9939884	0,0183667	0,6473422	0,8379081	0,2765017	0,1097697	0,8874180	0,8577090	0,9619892	0,0741478	0,5100278	0,5431293	0,3242956	0,0189264	0,2829833	0,2701045	0,8601155	0,0220870	0,3854172	0,6236399	0,4536569	0,3345707	0,7701958	0,8668148	0,9404545	0,7036296	0,9679902	0,9984665	0,9219890	0,0148944	0,2944552	0,9897926	0,9365203	0,0338622	0,1114947	0,2504701	0,0546182	0,0820552	0,5037143	0,8862065	0,0370078	0,2205263	0,9756108	0,8271669	0,4655355	0,0860055	0,1313060	0,0842736	0,1187705	0,3748989	0,7734043
720	0,9671215	0,6031055	0,0654827	0,4192602	0,9999952	0,9422376	0,9248228	0,3976167	0,4120962	0,6238770	0,9495324	0,2792101	0,0055424	0,9954525	0,0131039	0,6473422	0,8379081	0,2765017	0,1097698	0,8866156	0,7593620	0,9612868	0,0741496	0,5081869	0,5485007	0,3242816	0,0189156	0,2819685	0,2701045	0,7380730	0,0217714	0,3834873	0,6218537	0,4491940	0,3249680	0,7701958	0,8664288	0,9528639	0,7012837	0,9675877	0,9984665	0,9219890	0,0148944	0,2944552	0,9897445	0,9051903	0,0334008	0,1030464	0,2504702	0,0546182	0,0820552	0,5046512	0,8862065	0,0377774	0,2253643	0,9737453	0,8270938	0,4648399	0,0830800	0,1113040	0,0616509	0,1185702	0,3781773	0,7734043
740	0,9781576	0,5440419	0,0449772	0,4192602	0,9999952	0,9422382	0,9248228	0,3976167	0,4099938	0,6281368	0,9495590	0,2792101	0,0055424	0,9966994	0,0096481	0,6473422	0,8379081	0,2765017	0,1097698	0,8859416	0,6354228	0,9607967	0,0741512	0,5071661	0,5530233	0,3242728	0,0189086	0,2813486	0,2701045	0,5871529	0,0215456	0,3822741	0,6207926	0,4457861	0,3189271	0,7701958	0,8660870	0,9613987	0,6997491	0,9673420	0,9984666	0,9219891	0,0148944	0,2944552	0,9897020	0,8597591	0,0331619	0,0973473	0,2504701	0,0546182	0,0820552	0,5050758	0,8862066	0,0382913	0,2287709	0,9722779	0,8270562	0,4642125	0,0812292	0,0972879	0,0464264	0,1184959	0,3805008	0,7734044
760	0,9854893	0,4984119	0,0313511	0,4192602	0,9999952	0,9422392	0,9248228	0,3976168	0,4087755	0,6306446	0,9495877	0,2792101	0,0055424	0,9976752	0,0073804	0,6473422	0,8379081	0,2765017	0,1097698	0,8853744	0,5126608	0,9603131	0,0741525	0,5066826	0,5566741	0,3242671	0,0189041	0,2808742	0,2701045	0,4422490	0,0213845	0,3815391	0,6202667	0,4432463	0,3151306	0,7701958	0,8657888	0,9672641	0,6987177	0,9671919	0,9984667	0,9219892	0,0148944	0,2944551	0,9896651	0,7973654	0,0330382	0,0935786	0,2504700	0,0546182	0,0820552	0,5052681	0,8862067	0,0386345	0,2311697	0,9711829	0,8270400	0,4636568	0,0800836	0,0874663	0,0361968	0,1184683	0,3821821	0,7734044
780	0,9903600	0,4640334	0,0222974	0,4192602	0,9999952	0,9422404	0,9248229	0,3976169	0,4078476	0,6314056	0,9496161	0,2792101	0,0055424	0,9983964	0,0058929	0,6473422	0,8379081	0,2765017	0,1097699	0,8848966	0,4096025	0,9591894	0,0741535	0,5065208	0,5595245	0,3242635	0,0189012	0,2804387	0,2701045	0,3242561	0,0212697	0,3811110	0,6200972	0,4413857	0,3127471	0,7701960	0,8655315	0,9712914	0,6980035	0,9671004	0,9984669	0,9219894	0,0148944	0,2944547	0,9896333	0,7176653	0,0329741	0,0911283	0,2504699	0,0546182	0,0820551	0,5053549	0,8862069	0,0388637	0,2328588	0,9703917	0,8270368	0,4631708	0,0793845	0,0805840	0,0293279	0,1184580	0,3834247	0,7734045
800	0,9935958	0,4385450	0,0162821	0,4192602	0,9999952	0,9422419	0,9248230	0,3976171	0,4070845	0,6311970	0,9496422	0,2792101	0,0055424	0,9989094	0,0049173	0,6473422	0,8379081	0,2765017	0,1097700	0,8844938	0,3308868	0,9547831	0,0741542	0,5065325	0,5616927	0,3242612	0,0188994	0,2799782	0,2701045	0,2364438	0,0211879	0,3808732	0,6201400	0,4400392	0,3112525	0,7701962	0,8653109	0,9740534	0,6974934	0,9670445	0,9984671	0,9219897	0,0148944	0,2944543	0,9896060	0,6244090	0,0329409	0,0895576	0,2504696	0,0546182	0,0820551	0,5053940	0,8862071	0,0390167	0,2340481	0,9698280	0,8270412	0,4627498	0,0789620	0,0757612	0,0247169	0,1184542	0,3843619	0,7734047
820	0,9957454	0,4198454	0,0122856	0,4192602	0,9999952	0,9422435	0,9248231	0,3976173	0,4065020	0,6307303	0,9496650	0,2792101	0,0055424	0,9992652	0,0042774	0,6473422	0,8379081	0,2765017	0,1097701	0,8841540	0,2736905	0,9382808	0,0741546	0,5066240	0,5633084	0,3242598	0,0188982	0,2794334	0,2701045	0,1740236	0,0211297	0,3807496	0,6202920	0,4390733	0,3103168	0,7701965	0,8651227	0,9759450	0,6971178	0,9670105	0,9984674	0,9219900	0,0148944	0,2944536	0,9895828	0,5252562	0,0329237	0,0885621	0,2504692	0,0546182	0,0820550	0,5054112	0,8862075	0,0391189	0,2348854	0,9694273	0,8270498	0,4623875	0,0787082	0,0723818	0,0216219	0,1184528	0,3850825	0,7734049
840	0,9971735	0,4062224	0,0096303	0,4192602	0,9999952	0,9422452	0,9248233	0,3976176	0,4061085	0,6303772	0,9496840	0,2792101	0,0055424	0,9995081	0,0038578	0,6473422	0,8379081	0,2765017	0,1097702	0,8838674	0,2331940	0,8956018	0,0741548	0,5067412	0,5644933	0,3242589	0,0188975	0,2787391	0,2701045	0,1306698	0,0210882	0,3806917	0,6204856	0,4383848	0,3097321	0,7701968	0,8649627	0,9772381	0,6968334	0,9669899	0,9984676	0,9219903	0,0148944	0,2944528	0,9895631	0,4293323	0,0329148	0,0879369	0,2504688	0,0546182	0,0820549	0,5054185	0,8862079	0,0391872	0,2354748	0,9691421	0,8270602	0,4620772	0,0785564	0,0700137	0,0195446	0,1184523	0,3856462	0,7734052
860	0,9981223	0,3963452	0,0078661	0,4192602	0,9999952	0,9422467	0,9248234	0,3976179	0,4058745	0,6302221	0,9496993	0,2792101	0,0055424	0,9996719	0,0035825	0,6473422	0,8379081	0,2765017	0,1097702	0,8836255	0,2049086	0,8311913	0,0741549	0,5068558	0,5653516	0,3242583	0,0188970	0,2778312	0,2701045	0,1009142	0,0210587	0,3806700	0,6206814	0,4378961	0,3093676	0,7701972	0,8648270	0,9781203	0,6966127	0,9669773	0,9984678	0,9219907	0,0148944	0,2944518	0,9895464	0,3440854	0,0329102	0,0875468	0,2504682	0,0546182	0,0820547	0,5054213	0,8862083	0,0392327	0,2358897	0,9689394	0,8270710	0,4618125	0,0784658	0,0683543	0,0181503	0,1184521	0,3860939	0,7734055
880	0,9987526	0,3892082	0,0066940	0,4192602	0,9999952	0,9422482	0,9248236	0,3976181	0,4057503	0,6302073	0,9497113	0,2792101	0,0055424	0,9997817	0,0034019	0,6473422	0,8379081	0,2765017	0,1097703	0,8834213	0,1852959	0,7682297	0,0741548	0,5069554	0,5659674	0,3242579	0,0188967	0,2766639	0,2701045	0,0806185	0,0210377	0,3806670	0,6208586	0,4375503	0,3091410	0,7701977	0,8647121	0,9787204	0,6964379	0,9669698	0,9984680	0,9219911	0,0148944	0,2944508	0,9895322	0,2734956	0,0329078	0,0873046	0,2504676	0,0546182	0,0820546	0,5054220	0,8862088	0,0392632	0,2361817	0,9687964	0,8270812	0,4615873	0,0784119	0,0671914	0,0172145	0,1184520	0,3864539	0,7734057
900	0,9991713	0,3840639	0,0059151	0,4192602	0,9999952	0,9422495	0,9248238	0,3976184	0,4056891	0,6302499	0,9497205	0,2792101	0,0055424	0,9998548	0,0032835	0,6473422	0,8379081	0,2765017	0,1097704	0,8832489	0,1717511	0,7190726	0,0741546	0,5070362	0,5664061	0,3242577	0,0188965	0,2752324	0,2701045	0,0668218	0,0210227	0,3806726	0,6210090	0,4373064	0,3090007	0,7701982	0,8646148	0,9791273	0,6962971	0,9669652	0,9984682	0,9219914	0,0148944	0,2944497	0,9895202	0,2181871	0,0329066	0,0871546	0,2504670	0,0546182	0,0820544	0,5054218	0,8862093	0,0392835	0,2363872	0,9686966	0,8270903	0,4613960	0,0783798	0,0663766	0,0165865	0,1184520	0,3867467	0,7734060
920	0,9994495	0,3803631	0,0053975	0,4192602	0,9999952	0,9422507	0,9248240	0,3976186	0,4056580	0,6302943	0,9497274	0,2792101	0,0055424	0,9999035	0,0032057	0,6473422	0,8379081	0,2765017	0,1097704	0,8831033	0,1624181	0,6841571	0,0741544	0,5070988	0,5667171	0,3242575	0,0188964	0,2735858	0,2701045	0,0574605	0,0210120	0,3806814	0,6211312	0,4371345	0,3089141	0,7701986	0,8645325	0,9794019	0,6961823	0,9669624	0,9984683	0,9219918	0,0148944	0,2944486	0,9895101	0,1765998	0,0329059	0,0870619	0,2504665	0,0546182	0,0820543	0,5054212	0,8862097	0,0392971	0,2365317	0,9686278	0,8270981	0,4612338	0,0783607	0,0658056	0,0161649	0,1184520	0,3869867	0,7734063
940	0,9996343	0,3777050	0,0050536	0,4192602	0,9999952	0,9422517	0,9248242	0,3976188	0,4056393	0,6303197	0,9497325	0,2792101	0,0055424	0,9999357	0,0031547	0,6473422	0,8379081	0,2765017	0,1097705	0,8829804	0,1559959	0,6603195	0,0741541	0,5071459	0,5669366	0,3242574	0,0188963	0,2718221	0,2701045	0,0511156	0,0210044	0,3806905	0,6212273	0,4370135	0,3088609	0,7701991	0,8644629	0,9795862	0,6960878	0,9669608	0,9984685	0,9219921	0,0148944	0,2944476	0,9895015	0,1462348	0,0329056	0,0870045	0,2504659	0,0546182	0,0820541	0,5054205	0,8862101	0,0393061	0,2366334	0,9685810	0,8271045	0,4610964	0,0783493	0,0654055	0,0158820	0,1184520	0,3871848	0,7734065
960	0,9997570	0,3757986	0,0048250	0,4192602	0,9999952	0,9422525	0,9248244	0,3976190	0,4056259	0,6303269	0,9497363	0,2792101	0,0055424	0,9999570	0,0031212	0,6473422	0,8379081	0,2765017	0,1097705	0,8828766	0,1515800	0,6443329	0,0741538	0,5071804	0,5670913	0,3242574	0,0188963	0,2700628	0,2701045	0,0468179	0,0209990	0,3806987	0,6213011	0,4369285	0,3088285	0,7701995	0,8644042	0,9797090	0,6960095	0,9669598	0,9984686	0,9219924	0,0148944	0,2944467	0,9894942	0,1245054	0,0329054	0,0869689	0,2504654	0,0546182	0,0820540	0,5054199	0,8862105	0,0393122	0,2367048	0,9685493	0,8271097	0,4609802	0,0783426	0,0651252	0,0156921	0,1184519	0,3873493	0,7734067
980	0,9998386	0,3744331	0,0046731	0,4192602	0,9999952	0,9422531	0,9248245	0,3976192	0,4056157	0,6303244	0,9497390	0,2792101	0,0055424	0,9999712	0,0030993	0,6473422	0,8379081	0,2765017	0,1097706	0,8827890	0,1485453	0,6337047	0,0741535	0,5072053	0,5672001	0,3242573	0,0188962	0,2684204	0,2701045	0,0439079	0,0209952	0,3807056	0,6213568	0,4368687	0,3088088	0,7701999	0,8643545	0,9797901	0,6959442	0,9669593	0,9984687	0,9219927	0,0148944	0,2944459	0,9894881	0,1091593	0,0329053	0,0869467	0,2504650	0,0546182	0,0820539	0,5054192	0,8862108	0,0393162	0,2367551	0,9685279	0,8271138	0,4608818	0,0783386	0,0649287	0,0155647	0,1184519	0,3874864	0,7734069
1000	0,9998928	0,3734563	0,0045721	0,4192602	0,9999952	0,9422536	0,9248247	0,3976193	0,4056082	0,6303194	0,9497410	0,2792101	0,0055424	0,9999805	0,0030849	0,6473422	0,8379081	0,2765017	0,1097706	0,8827149	0,1464604	0,6266714	0,0741533	0,5072229	0,5672766	0,3242573	0,0188962	0,2669743	0,2701045	0,0419381	0,0209924	0,3807110	0,6213982	0,4368268	0,3087970	0,7702002	0,8643126	0,9798429	0,6958895	0,9669590	0,9984687	0,9219929	0,0148944	0,2944451	0,9894829	0,0984103	0,0329053	0,0869328	0,2504646	0,0546182	0,0820538	0,5054187	0,8862110	0,0393189	0,2367904	0,9685136	0,8271170	0,4607987	0,0783362	0,0647910	0,0154791	0,1184519	0,3876010	0,7734071
1020	0,9999288	0,3727583	0,0045050	0,4192602	0,9999952	0,9422540	0,9248248	0,3976194	0,4056033	0,6303158	0,9497424	0,2792101	0,0055424	0,9999867	0,0030754	0,6473422	0,8379081	0,2765017	0,1097706	0,8826524	0,1450283	0,6220288	0,0741530	0,5072353	0,5673303	0,3242573	0,0188962	0,2657633	0,2701045	0,0406049	0,0209905	0,3807152	0,6214286	0,4367974	0,3087899	0,7702005	0,8642771	0,9798768	0,6958437	0,9669588	0,9984688	0,9219931	0,0148944	0,2944445	0,9894786	0,0909173	0,0329053	0,0869241	0,2504642	0,0546182	0,0820537	0,5054182	0,8862113	0,0393207	0,2368151	0,9685038	0,8271194	0,4607284	0,0783348	0,0646946	0,0154217	0,1184519	0,3876970	0,7734072
1040	0,9999527	0,3722603	0,0044604	0,4192602	0,9999952	0,9422544	0,9248249	0,3976195	0,4056004	0,6303143	0,9497434	0,2792101	0,0055424	0,9999907	0,0030692	0,6473422	0,8379081	0,2765017	0,1097706	0,8825996	0,1440447	0,6189685	0,0741528	0,5072439	0,5673680	0,3242573	0,0188962	0,2647903	0,2701045	0,0397026	0,0209891	0,3807184	0,6214507	0,4367767	0,3087858	0,7702007	0,8642472	0,9798979	0,6958051	0,9669587	0,9984688	0,9219932	0,0148944	0,2944440	0,9894749	0,0857079	0,0329052	0,0869186	0,2504639	0,0546182	0,0820536	0,5054178	0,8862114	0,0393219	0,2368325	0,9684973	0,8271212	0,4606690	0,0783339	0,0646270	0,0153832	0,1184519	0,3877777	0,7734073
1060	0,9999686	0,3719053	0,0044307	0,4192602	0,9999952	0,9422546	0,9248250	0,3976195	0,4055988	0,6303142	0,9497441	0,2792101	0,0055424	0,9999934	0,0030651	0,6473422	0,8379081	0,2765017	0,1097706	0,8825550	0,1433692	0,6169528	0,0741526	0,5072499	0,5673945	0,3242573	0,0188962	0,2640343	0,2701045	0,0390920	0,0209881	0,3807207	0,6214666	0,4367622	0,3087834	0,7702009	0,8642219	0,9799106	0,6957727	0,9669586	0,9984688	0,9219934	0,0148944	0,2944435	0,9894717	0,0820905	0,0329052	0,0869150	0,2504637	0,0546182	0,0820535	0,5054175	0,8862116	0,0393227	0,2368448	0,9684929	0,8271226	0,4606188	0,0783334	0,0645796	0,0153573	0,1184519	0,3878456	0,7734074
