"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
440	0,0880460	0,0097975	0,7414227	0,0348347	0,3090524	0,5424143	0,5052977	0,7621914	0,2632300	0,0301452	0,5297803	0,3404298	0,4709904	0,6676298	0,0628416	0,5570993	0,2442071	0,2818758	0,3513366	0,6305158	0,6681028	0,4517260	0,6748656	0,1343038	0,1992200	0,0319488	0,6226804	0,2056405	0,3205153	0,2640186	0,4813279	0,4511320	0,5512231	0,0676817	0,7569430	0,2942905	0,3943714	0,4983226	0,6380929	0,0506948	0,3819710	0,1880062	0,0735870	0,2760658	0,0424660	0,2763870	0,0355907	0,2843212	0,6724670	0,6120281	0,5678470	0,5593691	0,5053331	0,1460658	0,0818433	0,4956447	0,0166273	0,0020304	0,4365369	0,0291227	0,4937017	0,6388849	0,0221330	0,0317388
460	0,0629506	0,0092310	0,6403110	0,0633469	0,2693717	0,5679821	0,4139092	0,6798407	0,2144860	0,0260332	0,4880641	0,3874181	0,4888798	0,7173323	0,0641155	0,5034329	0,1962591	0,2368011	0,4753068	0,6599755	0,8110425	0,4302924	0,7329083	0,0748336	0,2073516	0,0479334	0,6590652	0,1847719	0,2623341	0,2794305	0,3984508	0,4677918	0,5103511	0,0548527	0,8471509	0,3512560	0,4441048	0,4252159	0,5566357	0,0622833	0,4140708	0,2382359	0,1214688	0,2714500	0,0299327	0,1733200	0,0299578	0,3326182	0,6877223	0,7597202	0,5591314	0,5135998	0,5697112	0,0827359	0,1498618	0,6728419	0,0525908	0,0177736	0,4668366	0,0432865	0,4678499	0,6621267	0,0263872	0,0470296
480	0,0985041	0,0057661	0,6723683	0,0571718	0,2571655	0,5078299	0,4578607	0,7451000	0,1596360	0,0123461	0,6251275	0,3945494	0,5323951	0,8270861	0,0463451	0,4509905	0,2117246	0,2639014	0,4597526	0,7761310	0,5949614	0,5430040	0,5277131	0,1346169	0,2711610	0,0462134	0,7857476	0,1734402	0,2947178	0,3985753	0,3828011	0,5099058	0,5255538	0,0816928	0,7357678	0,3394573	0,4741291	0,5178264	0,5360863	0,0575038	0,4504979	0,2368555	0,0933053	0,2651902	0,0192653	0,2215912	0,0325478	0,2849478	0,6420260	0,6648459	0,5391201	0,5093292	0,6747836	0,1136509	0,1219123	0,7069680	0,0203446	0,0009999	0,3684772	0,0214395	0,4596811	0,7195424	0,0040358	0,0378356
500	0,0776681	0,0213959	0,6084627	0,0550915	0,3115734	0,4861618	0,4218945	0,6749807	0,2505302	0,0202777	0,6006211	0,4312791	0,6376166	0,6219137	0,0668919	0,5148470	0,2519489	0,2656166	0,4491092	0,6774912	0,7953719	0,4309093	0,6081219	0,1247335	0,2429543	0,0265342	0,6568569	0,1615258	0,3211249	0,3138133	0,3963357	0,4714137	0,5334089	0,0517870	0,7006754	0,3411662	0,4243541	0,4408801	0,4624399	0,1012655	0,5202806	0,1132566	0,0851548	0,2573714	0,0660184	0,2526125	0,0402315	0,3415984	0,5864577	0,6278986	0,6398290	0,4548364	0,5804998	0,0931788	0,1129686	0,7236577	0,0167744	0,0050084	0,4184139	0,0297119	0,4399499	0,7062052	0,0156369	0,0599480
520	0,0983568	0,0086731	0,6244009	0,0358987	0,3200982	0,6960648	0,4570532	0,6385829	0,1844596	0,0129018	0,5344778	0,4739352	0,5598207	0,7383466	0,0617730	0,4577398	0,2887489	0,2931961	0,4470194	0,5989394	0,5828994	0,4244211	0,6848794	0,1527835	0,2312702	0,0189108	0,7728090	0,2161270	0,2585903	0,2926547	0,4450899	0,4176458	0,4196226	0,0603825	0,6900601	0,3488836	0,4696975	0,4984066	0,6524796	0,0815666	0,4583333	0,1822755	0,1429698	0,2383440	0,0488790	0,2259152	0,0556917	0,3165581	0,7078824	0,5691394	0,5259805	0,6186051	0,5539353	0,1029092	0,1546168	0,6575934	0,0122612	0,0015934	0,4183424	0,0235682	0,4611181	0,7641067	0,0151830	0,0431054
540	0,0922032	0,0034091	0,6783931	0,0444116	0,3403119	0,6203704	0,4740722	0,6385342	0,2456408	0,0149479	0,5129161	0,5361093	0,5912042	0,6995188	0,0700733	0,4860734	0,2629051	0,3735666	0,4925032	0,6921291	0,6467626	0,4899086	0,7114308	0,1959764	0,2147483	0,0390491	0,8225303	0,3440003	0,3023101	0,3020278	0,5512467	0,5180221	0,4428269	0,0519543	0,7011367	0,4204004	0,4814376	0,5004993	0,5418744	0,0751534	0,5477975	0,2337132	0,0951788	0,2924917	0,0425436	0,2145102	0,0186915	0,4321511	0,5445482	0,6236573	0,6957469	0,5292236	0,6752249	0,0839269	0,1861132	0,7419180	0,0058408	0,0003340	0,3796446	0,0172405	0,4801537	0,8018015	0,0249466	0,0230694
560	0,0954240	0,0084550	0,7299999	0,0328281	0,2827296	0,4777055	0,5259107	0,6482982	0,1379508	0,0164483	0,6366484	0,5612879	0,5336887	0,7198096	0,0484044	0,5042208	0,2332939	0,3415861	0,4854346	0,6317917	0,6379753	0,6430155	0,6086394	0,1244807	0,2737135	0,0868427	0,6696671	0,3354666	0,3188846	0,3054147	0,5362765	0,5009956	0,5675058	0,0325667	0,6671841	0,3360027	0,3629507	0,4684698	0,6043444	0,0356668	0,4323812	0,2136428	0,1078289	0,1988203	0,0600134	0,2659426	0,0427724	0,3736866	0,5278206	0,5841597	0,6865469	0,6234075	0,5576035	0,0638260	0,1467376	0,5298358	0,0145455	0,0015640	0,4075269	0,0420530	0,4944901	0,6268948	0,0069743	0,0215193
580	0,2841917	0,3565190	0,6277877	0,0690790	0,3358633	0,6642787	0,4322592	0,7091565	0,2024147	0,0401696	0,5325437	0,4174377	0,6405599	0,7440850	0,2604786	0,5458124	0,2511971	0,3313313	0,5409017	0,6170350	0,6645965	0,3795083	0,6485073	0,2034821	0,2020363	0,0300061	0,8025878	0,3358403	0,3092758	0,2734206	0,3923103	0,4711605	0,5255064	0,0587152	0,7222681	0,3049296	0,2745908	0,6356669	0,2574493	0,0527510	0,4130428	0,2034692	0,0687253	0,2194984	0,0578656	0,2106066	0,0244851	0,3357330	0,5833958	0,3782983	0,6294217	0,6469014	0,3207257	0,0466699	0,1246689	0,6105818	0,0202130	0,0049335	0,3539916	0,0261175	0,2696943	0,7206060	0,0084428	0,0109836
600	0,4222088	0,5256884	0,7080305	0,0236160	0,2836084	0,6789119	0,5045897	0,6056362	0,1735841	0,0677679	0,4810754	0,4719352	0,5506512	0,9068229	0,4077421	0,6861907	0,2968942	0,2661880	0,4479792	0,7184078	0,7153012	0,2479935	0,6625245	0,1459489	0,1854560	0,0439231	0,7722362	0,2973369	0,3178965	0,3327040	0,4404346	0,4966326	0,5411201	0,0710826	0,7858208	0,3450837	0,3006324	0,5602787	0,1818001	0,0853936	0,6358506	0,1874382	0,1389919	0,2381846	0,0411110	0,3387875	0,0489363	0,3304748	0,6230656	0,3648767	0,6627810	0,5606535	0,2004881	0,0444309	0,2265603	0,6240481	0,0199932	0,0027469	0,4021461	0,0247944	0,2707843	0,6977520	0,0152419	0,0452207
620	0,5232796	0,5939464	0,8047687	0,0514770	0,2880863	0,8705494	0,5643881	0,5491928	0,2019883	0,0767696	0,6772763	0,4640280	0,6103679	0,6734178	0,4544462	0,5884310	0,1731335	0,3835159	0,3842188	0,6024454	0,5898123	0,2135793	0,7360578	0,1434727	0,2183128	0,1669784	0,8090026	0,4347687	0,3685506	0,3389387	0,3472730	0,4922301	0,4737044	0,0723902	0,6861931	0,3351531	0,2976335	0,5389252	0,2675654	0,1001290	0,5436843	0,1790086	0,2303166	0,2167921	0,0529367	0,3659303	0,1259316	0,3751286	0,5614410	0,3398767	0,6410310	0,6368900	0,2024631	0,0744477	0,2823335	0,6760759	0,0555770	0,0776710	0,4346880	0,0250588	0,2871090	0,6237989	0,0754221	0,0743999
640	0,6668156	0,7495375	0,8107856	0,0269400	0,1462668	0,7135265	0,5592831	0,6520916	0,1892296	0,0763530	0,5645457	0,4710938	0,6009844	0,6586529	0,6132081	0,4756570	0,2146447	0,3493524	0,4034722	0,6121575	0,6435626	0,2178576	0,6281217	0,1257050	0,2594971	0,2138875	0,6763538	0,4468912	0,3437958	0,3229040	0,3148724	0,5237827	0,6119950	0,1292456	0,6524697	0,2168075	0,3641262	0,4879170	0,2006104	0,0929101	0,6301473	0,2651103	0,1318496	0,2512153	0,1001748	0,2913516	0,2581966	0,2524342	0,6233609	0,2994308	0,7469138	0,6753410	0,2043961	0,0767592	0,4151194	0,8355961	0,0921591	0,1907183	0,3784876	0,0351074	0,2301826	0,7166492	0,2195710	0,2005645
660	0,6857979	0,6830637	0,6634641	0,0458417	0,0944628	0,6608709	0,5387705	0,5858083	0,1630804	0,0738569	0,5456475	0,3913148	0,5325728	0,5908133	0,5689314	0,4828083	0,2304892	0,2682687	0,4803923	0,7346605	0,6746382	0,1461053	0,5759248	0,1399150	0,1964037	0,2175323	0,7587052	0,3677593	0,2844365	0,2742856	0,4199333	0,5078322	0,5755775	0,0942475	0,7140804	0,3249627	0,3001827	0,7451104	0,2862222	0,1350509	0,5599634	0,2318167	0,2323259	0,2474928	0,1168282	0,3614831	0,3170464	0,3354955	0,6609636	0,2197811	0,8228803	0,7006362	0,3254866	0,0420146	0,4491780	0,7058568	0,0568313	0,2916085	0,2840373	0,0454718	0,2318802	0,5800629	0,2327717	0,1861366
680	0,7557924	0,7672815	0,5595268	0,0441969	0,0741300	0,7810259	0,6622641	0,4930479	0,1702162	0,0884144	0,5213631	0,4707971	0,5228925	0,6062759	0,5523170	0,5790596	0,1709708	0,2874309	0,4049104	0,6671004	0,6332452	0,0884410	0,6300357	0,1384285	0,1826532	0,3507507	0,6964596	0,4673631	0,3950132	0,2294417	0,2906757	0,4071085	0,7230195	0,1267869	0,7084545	0,2458211	0,2571957	0,5366352	0,2109691	0,2420837	0,4916708	0,2409902	0,1824281	0,2264486	0,0540872	0,3539282	0,3760084	0,3403626	0,6773644	0,2683450	0,7039454	0,5650590	0,1707453	0,0798146	0,4247748	0,9012866	0,0175902	0,4133370	0,3004446	0,0205967	0,2443125	0,7404142	0,2280808	0,2599307
700	0,7188575	0,7355372	0,6854168	0,0502652	0,0431844	0,6512672	0,7693467	0,5876647	0,1715265	0,1340843	0,6798844	0,4709255	0,5993729	0,6072291	0,6238202	0,5211635	0,2175237	0,3781747	0,4471676	0,7021844	0,7418328	0,0736427	0,7814189	0,1518346	0,1891305	0,3782405	0,7478836	0,4640532	0,4159639	0,2815005	0,2452364	0,4805670	0,5909318	0,1006961	0,7818280	0,2553042	0,2879730	0,4923258	0,2036004	0,2693826	0,5087904	0,3274444	0,1815187	0,1784137	0,0572127	0,4529056	0,4433900	0,1622159	0,5342352	0,1770458	0,6315403	0,5148188	0,2239549	0,0423742	0,5434326	0,7853084	0,0161407	0,4813853	0,3818153	0,0364215	0,1989099	0,6374682	0,2930006	0,2906098
720	0,5869261	0,6154930	0,6634466	0,0685076	0,0464055	0,6776232	0,7018936	0,5558024	0,1228145	0,1106037	0,6039163	0,4669579	0,5600250	0,7565373	0,7025701	0,5437633	0,2382726	0,3238866	0,4562968	0,7355544	0,5636330	0,1068379	0,6881193	0,0859727	0,1698706	0,3323922	0,6227644	0,4714510	0,3444712	0,3013776	0,2890099	0,4309157	0,4353438	0,1667283	0,7550259	0,2899886	0,3015523	0,4416259	0,1490606	0,3051698	0,5543753	0,2656774	0,1249579	0,2790950	0,0253473	0,4255065	0,4844175	0,1600346	0,7081902	0,1090681	0,6746301	0,4362519	0,1409177	0,0403721	0,6024033	0,5662192	0,0107281	0,4428468	0,4681658	0,0157995	0,1508060	0,5330790	0,2288592	0,2903400
740	0,7347768	0,8291448	0,7717691	0,0511198	0,0165007	0,6086558	0,7093654	0,6564579	0,1907516	0,1691755	0,5550636	0,5344258	0,6131701	0,7987444	0,5566115	0,4252373	0,2119222	0,3008003	0,4780303	0,6005079	0,6825079	0,1244943	0,6615501	0,1662165	0,1553653	0,4381200	0,6305438	0,5380989	0,4084622	0,3905456	0,2676442	0,4411039	0,5030312	0,1255547	0,6568935	0,2099543	0,3312849	0,3679069	0,0985939	0,3654015	0,4811793	0,2927109	0,0812186	0,2618082	0,0417977	0,4664912	0,3798839	0,0708942	0,5939228	0,1308251	0,6590759	0,3928040	0,1431782	0,0847580	0,5709122	0,6739751	0,0089535	0,4920981	0,3769809	0,0118957	0,0966227	0,6858217	0,1545821	0,2331567
760	0,5935228	0,7681576	0,7606360	0,0303368	0,0126796	0,6230256	0,6254647	0,6798787	0,2757415	0,1662054	0,5227717	0,5448154	0,5455751	0,6943304	0,6388878	0,5249536	0,2321280	0,2555065	0,4939808	0,6892747	0,5927302	0,1074609	0,7232260	0,0924316	0,1873915	0,3762766	0,7172365	0,5569599	0,4896724	0,2684728	0,1553874	0,4446906	0,4392064	0,1153920	0,6802196	0,2147057	0,2193321	0,4219290	0,0826634	0,3054173	0,4196968	0,3035176	0,1000478	0,2598734	0,0170387	0,5320807	0,3750110	0,1402601	0,6416423	0,0855908	0,6250467	0,2108483	0,1151134	0,0513172	0,6491193	0,7273380	0,0022586	0,4526765	0,3172797	0,0252520	0,0448199	0,7209411	0,0876433	0,2643281
780	0,6028801	0,8142588	0,6568329	0,0347437	0,0062203	0,7209294	0,5779487	0,7161519	0,2703642	0,1114782	0,6233271	0,5638026	0,7145293	0,7769076	0,6113926	0,5127029	0,1896877	0,2830754	0,4722160	0,6129410	0,5742399	0,0782075	0,5650600	0,1290246	0,1266023	0,4867685	0,6395888	0,6550759	0,4235519	0,3788062	0,1872454	0,4750652	0,3943344	0,0925807	0,7386495	0,2413462	0,2767587	0,4264981	0,0421573	0,2795472	0,4131315	0,3521269	0,0732261	0,3084433	0,0324630	0,4100490	0,3812847	0,0790934	0,5871981	0,1567622	0,6103669	0,1566992	0,0990482	0,1091141	0,4700439	0,6058553	0,0015671	0,4891715	0,3894644	0,0474248	0,0327088	0,6279400	0,0539255	0,1157701
800	0,6438946	0,7181847	0,7561782	0,0194265	0,0137906	0,7590294	0,6001107	0,6855891	0,1923773	0,0859755	0,4587888	0,5501831	0,4611824	0,7500378	0,7554320	0,5621280	0,2782300	0,3761111	0,4026657	0,6424171	0,7215815	0,1072775	0,6727072	0,1193741	0,1551629	0,5279432	0,5953352	0,4489572	0,3317197	0,2789072	0,2485928	0,5251170	0,4761229	0,0597927	0,7326907	0,2655957	0,2871253	0,3631936	0,0301520	0,3654612	0,3935086	0,3408288	0,0901117	0,2391968	0,0916246	0,4105303	0,2765488	0,0530208	0,5786899	0,0783782	0,5750881	0,0869520	0,0691644	0,0473630	0,5303578	0,5687100	0,0038310	0,4516504	0,4161347	0,0323193	0,0469841	0,6211214	0,0194517	0,1190930
820	0,6712393	0,6298341	0,6555523	0,0232884	0,0122301	0,6336985	0,7121348	0,7944655	0,1976504	0,0973667	0,5481226	0,5710271	0,6249561	0,7786236	0,6303699	0,5903226	0,2451315	0,4257474	0,4974247	0,6717526	0,7118159	0,1087759	0,6949649	0,1542984	0,2076250	0,5450566	0,6037059	0,5892018	0,3114226	0,2481215	0,1702590	0,4642654	0,4185701	0,0687840	0,7403713	0,3201630	0,2670366	0,3405123	0,0216070	0,4023416	0,4902237	0,3354842	0,0945856	0,2032441	0,0498294	0,4298482	0,2107432	0,0380506	0,5469476	0,0427247	0,5017335	0,0571782	0,0847369	0,0636089	0,4099400	0,6843095	0,0104068	0,3710849	0,3645693	0,0257607	0,0348971	0,6367921	0,0173880	0,0817738
840	0,7906177	0,6777294	0,5827702	0,0463054	0,0240795	0,5816726	0,6773424	0,5866846	0,1509621	0,1502678	0,4598974	0,5386914	0,6692270	0,8347074	0,7681473	0,5520910	0,2574790	0,4264538	0,5062934	0,6619204	0,6912719	0,0974179	0,6097811	0,1368663	0,1799118	0,5565535	0,5472481	0,5881853	0,3863197	0,2840838	0,1723846	0,4563322	0,2921272	0,0669836	0,8326773	0,2380867	0,3654371	0,3387320	0,0147737	0,3701675	0,5500225	0,3071941	0,0783013	0,2670603	0,0208559	0,5080995	0,1450754	0,0598796	0,6214979	0,0311770	0,5217752	0,0497551	0,0599969	0,0411784	0,3731373	0,6470024	0,0061344	0,3122984	0,3856314	0,0412188	0,0298628	0,5933061	0,0210992	0,0680486
860	0,6486950	0,7216386	0,6975005	0,0137652	0,0050300	0,7129390	0,7384212	0,6246781	0,1777670	0,1366762	0,5926866	0,5761371	0,5696368	0,6714234	0,6221495	0,5794576	0,2044469	0,3987473	0,4731587	0,6245717	0,5911873	0,1627116	0,5580468	0,1120760	0,1748347	0,5049968	0,5297239	0,4877793	0,4956466	0,2996656	0,2478583	0,5069176	0,3903661	0,0747386	0,6339479	0,1892577	0,2917808	0,3581141	0,0166311	0,3532873	0,5118417	0,3344249	0,0943490	0,2646224	0,0483157	0,3734336	0,1192419	0,0359906	0,6620268	0,0175399	0,4488251	0,0177412	0,0379221	0,0532034	0,2885374	0,6361263	0,0072098	0,3118353	0,3779441	0,0174889	0,0040727	0,6791832	0,0104243	0,0204917
880	0,8004394	0,6646706	0,6387771	0,0130947	0,0136935	0,6709079	0,6500784	0,5089307	0,1398802	0,1465944	0,5460642	0,5128878	0,6434382	0,6594512	0,7626927	0,5267496	0,2047590	0,3520706	0,3872114	0,6541750	0,5553378	0,1498380	0,6094781	0,1671259	0,1947779	0,4313754	0,4632302	0,5351798	0,4371255	0,2424710	0,1806556	0,5780612	0,3335421	0,0872582	0,5485014	0,2140362	0,3164377	0,4224873	0,0103558	0,3361546	0,5342343	0,2851365	0,1032408	0,2565202	0,0331857	0,4058358	0,0908180	0,0250638	0,6148518	0,0234897	0,2639316	0,0316020	0,0589123	0,0676686	0,2306939	0,5735936	0,0027703	0,1880545	0,3455325	0,0127591	0,0028145	0,6835693	0,0018638	0,0433307
900	0,6559006	0,6812972	0,6757536	0,0122943	0,0180864	0,6850426	0,6892496	0,6179875	0,2079899	0,1418725	0,6706865	0,5486764	0,6214575	0,7573358	0,6567361	0,4813973	0,3331822	0,3675598	0,3645382	0,6528339	0,5565010	0,1147006	0,6504968	0,1057040	0,1217265	0,4415086	0,6769055	0,5102304	0,3208069	0,2632252	0,1700328	0,4178821	0,2418354	0,0813301	0,5665231	0,2751813	0,3578751	0,3030376	0,0171290	0,3854370	0,4476497	0,2659035	0,0882614	0,3108000	0,0338672	0,3389852	0,1084981	0,0173166	0,5993053	0,0279699	0,2438477	0,0060719	0,0324796	0,0490046	0,1981379	0,6211142	0,0111875	0,1778755	0,4426918	0,0291895	0,0138517	0,6433110	0,0043758	0,0222326
920	0,5828304	0,6508187	0,6826427	0,0413313	0,0082266	0,6799646	0,7944706	0,5662952	0,1760781	0,1230274	0,5471237	0,5567941	0,5751607	0,6885590	0,6618303	0,4511864	0,2334126	0,2982709	0,4431557	0,6462440	0,6826126	0,0941213	0,6046603	0,1912048	0,1263757	0,5886285	0,7790328	0,5840770	0,3434805	0,3440660	0,2385682	0,5008455	0,3496011	0,1046078	0,5863850	0,2923024	0,2945602	0,2517907	0,0162868	0,3260380	0,4218843	0,3287454	0,0709032	0,2735059	0,0138949	0,3378584	0,0488270	0,0290561	0,5664619	0,0285043	0,2175862	0,0041254	0,0389831	0,0521982	0,1289245	0,5322828	0,0056136	0,1134485	0,4365918	0,0372440	0,0065956	0,6007467	0,0053350	0,0348281
940	0,6484064	0,7409276	0,6105852	0,0328021	0,0037180	0,7367519	0,7662680	0,5977819	0,1757410	0,1197200	0,5800885	0,6223816	0,5783246	0,7281138	0,5649178	0,5166022	0,1439344	0,3201971	0,4743664	0,6383527	0,7365538	0,0940255	0,5440959	0,1754704	0,1033189	0,4142387	0,6341399	0,4575771	0,3743914	0,3388181	0,1633410	0,5383753	0,3336290	0,0730652	0,6621936	0,2261453	0,3209105	0,4090856	0,0088776	0,3147981	0,4185300	0,3597446	0,0813588	0,2630317	0,0350926	0,3837111	0,0449383	0,0448680	0,6511507	0,0152962	0,2223236	0,0071895	0,0394627	0,0475212	0,0900193	0,6381737	0,0151064	0,1652314	0,4415376	0,0322726	0,0030586	0,5991790	0,0095888	0,0266508
960	0,6480143	0,8041364	0,6736989	0,0222086	0,0102922	0,6975319	0,8005053	0,5886237	0,1948502	0,1317265	0,5345296	0,6153007	0,5520151	0,7193681	0,6706743	0,4935838	0,1738307	0,2455769	0,4835192	0,7009690	0,7733326	0,1295250	0,5615782	0,1263130	0,1469644	0,4494899	0,5200406	0,5986738	0,3906787	0,3212250	0,2531915	0,3605035	0,2808285	0,0901635	0,6312115	0,2682092	0,3079359	0,2837361	0,0198688	0,2949962	0,4758375	0,3316084	0,0879623	0,2587459	0,0250706	0,4243352	0,0468860	0,0279591	0,6366564	0,0546626	0,2306680	0,0025551	0,0375525	0,0368845	0,1304568	0,5546294	0,0114102	0,1068270	0,4143497	0,0262985	0,0043748	0,6700722	0,0031218	0,0457607
980	0,7342868	0,7580096	0,7479466	0,0376835	0,0044006	0,7616649	0,6417960	0,6441781	0,1354508	0,0981501	0,6083057	0,5767959	0,4978153	0,6726325	0,6516349	0,4458964	0,1800783	0,2997718	0,5392364	0,8194226	0,5465591	0,1090080	0,5849170	0,1379187	0,1402569	0,4633196	0,5906424	0,5792635	0,3697729	0,3891765	0,2186074	0,5281812	0,2719341	0,0681998	0,5487310	0,2645862	0,2603447	0,2915694	0,0100532	0,3499905	0,4295961	0,3780148	0,1686320	0,3129687	0,0211565	0,4303716	0,0445183	0,0263687	0,6630425	0,0286845	0,1732046	0,0189895	0,0383123	0,0501973	0,0938587	0,5034463	0,0163607	0,0953281	0,3739433	0,0120014	0,0028162	0,6070326	0,0023754	0,0480450
1000	0,7742502	0,6753700	0,7071303	0,0256630	0,0098762	0,6931688	0,7264186	0,6733537	0,1842116	0,0664896	0,6694863	0,5728951	0,5248472	0,9112648	0,6594976	0,3620373	0,3005481	0,3112074	0,5261163	0,7297489	0,6176053	0,1009073	0,5550344	0,1344560	0,1454528	0,5374225	0,5854909	0,6116324	0,4139440	0,2789793	0,1874856	0,5267273	0,2057281	0,0558420	0,4631039	0,2952950	0,3731869	0,3628056	0,0118047	0,4042681	0,3940012	0,3529570	0,1182279	0,2772313	0,0197693	0,3319398	0,0498624	0,0451402	0,4995598	0,0276524	0,1904838	0,0030317	0,0356073	0,0361951	0,0476967	0,5388140	0,0131887	0,0749531	0,4311574	0,0286970	0,0131328	0,6113223	0,0072929	0,0387636
1020	0,6291707	0,8414845	0,6436328	0,0336153	0,0038503	0,6420102	0,6551411	0,5671001	0,1616814	0,0805375	0,5021431	0,5693421	0,5941139	0,7913308	0,5768780	0,3896062	0,2425570	0,2991691	0,4524473	0,7037580	0,7138587	0,1278572	0,8016365	0,1429417	0,1536915	0,4511774	0,5563371	0,4220605	0,3802203	0,3508078	0,1882747	0,4124490	0,2790644	0,1138443	0,5205380	0,2589029	0,3901254	0,3892678	0,0112287	0,3166314	0,5336588	0,4785520	0,1260188	0,2275636	0,0464876	0,4014874	0,0236841	0,0215162	0,6840459	0,0504435	0,0812996	0,0063529	0,0491459	0,0718302	0,0769566	0,4955978	0,0013693	0,0756268	0,4218342	0,0335179	0,0053368	0,5961340	0,0131826	0,0277276
1040	0,6195174	0,7838447	0,8180070	0,0394603	0,0023204	0,7271736	0,6988738	0,6614319	0,2629110	0,0545403	0,5031292	0,5704362	0,6354541	0,8102054	0,6180846	0,4720578	0,1977495	0,3585088	0,3990126	0,8153915	0,6671958	0,0986235	0,6493699	0,1443322	0,1871805	0,4402696	0,5517518	0,6046759	0,4238221	0,3892574	0,2887619	0,4640645	0,2572157	0,0827633	0,5162393	0,2086911	0,3256065	0,3490059	0,0347698	0,3203156	0,5840190	0,3775418	0,0877658	0,3574229	0,0291940	0,3264644	0,0306599	0,0126127	0,7204812	0,0231542	0,0951795	0,0036637	0,0331580	0,0719309	0,0542577	0,5057067	0,0116922	0,1122411	0,4022868	0,0258485	0,0137032	0,6926875	0,0062527	0,0445903
1060	0,7905753	0,6699204	0,8367596	0,0302313	0,0002704	0,6058251	0,9020566	0,6005636	0,1561599	0,0905543	0,5274416	0,5161387	0,5299423	0,6947828	0,6455160	0,5193903	0,2669552	0,3464411	0,4718245	0,6865685	0,6833270	0,1185214	0,6839530	0,1784972	0,1484977	0,4302151	0,6442868	0,7022556	0,4419557	0,2993659	0,1784307	0,4935036	0,2105074	0,0651684	0,4904373	0,2927395	0,3642855	0,3544948	0,0121784	0,3585770	0,5613138	0,3861616	0,1219192	0,3324199	0,0292767	0,3311828	0,0592311	0,0158157	0,7249017	0,0188397	0,1733054	0,0062340	0,0673614	0,0633839	0,0606361	0,5750277	0,0076320	0,0858016	0,4074174	0,0285009	0,0016941	0,5289346	0,0084086	0,0486451
1080	0,7605109	0,7862010	0,8069617	0,0500246	0,0014644	0,7729802	0,6889697	0,6144936	0,1549247	0,0739481	0,5345192	0,5442724	0,6450191	0,7283081	0,5522047	0,4635151	0,2472969	0,3359949	0,4917539	0,7135907	0,6310582	0,1444985	0,6316149	0,1229555	0,1643917	0,4492331	0,6211144	0,5645599	0,3342422	0,2720044	0,1365025	0,3818014	0,2164442	0,0627536	0,4218396	0,2711850	0,2831314	0,2639086	0,0094946	0,3595553	0,4843141	0,3118798	0,0781648	0,3560682	0,0354408	0,3726989	0,0668376	0,0343683	0,4809072	0,0369871	0,1393408	0,0071108	0,0702411	0,0376670	0,0238513	0,5829052	0,0101876	0,0841496	0,4278725	0,0244896	0,0065528	0,6329173	0,0137998	0,0213089
1100	0,7345153	0,7071692	0,7860940	0,0370820	0,0122993	0,6715048	0,6060509	0,6709295	0,2190273	0,1351002	0,6115391	0,6406901	0,5733892	0,6692460	0,6161286	0,4746412	0,2065814	0,3023907	0,4612987	0,7404469	0,6572449	0,1500893	0,6548210	0,1203411	0,1468502	0,5258421	0,6585796	0,5769541	0,3820102	0,2998863	0,2737574	0,4931365	0,2308673	0,0537770	0,3579953	0,2862919	0,4235340	0,4127228	0,0059394	0,3267915	0,4906206	0,3824732	0,1203053	0,2940379	0,0179484	0,4115117	0,0484790	0,0299616	0,5169693	0,0337707	0,0680455	0,0047999	0,0425993	0,0654243	0,0195240	0,5044151	0,0043510	0,0602818	0,3626152	0,0306483	0,0093398	0,6598449	0,0253809	0,0144983

0	0,7671128	0,7666763	0,0463624	0,1004073	0,0083503	0,6998097	0,6927547	0,6697502	0,1920415	0,0884651	0,6640682	0,6491853	0,5876264	0,7251285	0,5285673	0,4647589	0,2145731	0,2486514	0,4754655	0,6964024	0,6894440	0,0871430	0,6188826	0,1379348	0,1187987	0,3989934	0,5608827	0,5390488	0,3841091	0,3061412	0,1984387	0,4064387	0,1809600	0,0495108	0,3261776	0,2838005	0,3495762	0,3211981	0,0138698	0,3173990	0,4416293	0,3268487	0,0751958	0,2579726	0,0346467	0,4675032	0,0522514	0,0032538	0,5798325	0,0127009	0,0817031	0,0078335	0,0522115	0,0311143	0,0162108	0,5180129	0,0040580	0,0469385	0,3939968	0,0376525	0,0021509	0,6730318	0,0183043	0,0279069
