"Time"	nadR	nadB	pnuC	nadA	pncB	crp	rhaR	rhaS	zraR	melR	feaR	malI	mtlR	prpR	ascG	marR	rbsR	chbR	nagC	fucR	chbC	chbB	chbG	chbA	chbF	nagB	prpC	fucO	fucI	fucK	rbsD	prpD	zraS	nagD	malY	rhaD	nagE	rhaA	ascF	melA	rbsB	fucP	ascB	melB	rbsK	prpB	rbsC	fucU	rhaB	malX	fucA	prpE	rbsA	nagA	nanM	nanC	rhaT	manX	mtlD	manZ	mtlA	manY	galP	marB
600	0,4500534	0,6121564	0,4461921	0,0351750	0,6301012	0,1176550	0,4848495	0,4438060	0,1894658	0,5595774	0,7944204	0,4681355	0,4564799	0,2228611	0,0937796	0,3656727	0,0130354	0,2731607	0,2557241	0,0484513	0,4745756	0,1035379	0,4387544	0,5170226	0,6529968	0,3631489	0,1684854	0,6609729	0,4808712	0,1764720	0,6057255	0,3050117	0,1949663	0,7724383	0,1684526	0,5336096	0,7641793	0,4253504	0,6265309	0,0078243	0,6521971	0,0608587	0,1553457	0,6380339	0,6759110	0,5419542	0,6360022	0,0809662	0,6644885	0,0427573	0,0443214	0,0425169	0,3806216	0,6746845	0,2074192	0,3234200	0,1897461	0,2616731	0,2411031	0,4690484	0,2670151	0,2498924	0,4198295	0,1776535
620	0,4931375	0,6385198	0,3903950	0,0229349	0,8322043	0,1478156	0,5780681	0,3070490	0,2167734	0,5396633	0,5634378	0,3990526	0,4754294	0,3243983	0,0584166	0,3233134	0,0161086	0,1997228	0,3762963	0,0280076	0,3157332	0,0868911	0,4977161	0,4853615	0,5460331	0,2659812	0,1644679	0,5934771	0,4554385	0,1453983	0,7188089	0,3493127	0,1565328	0,5930614	0,1966422	0,3058148	0,8713809	0,4945670	0,6993406	0,0060994	0,6741990	0,0980669	0,1168226	0,6712277	0,6013915	0,4979595	0,5750731	0,0768002	0,5715709	0,0463623	0,0118312	0,0410682	0,3255885	0,7088794	0,1494764	0,2839724	0,1511144	0,3340767	0,3117754	0,4575155	0,3095933	0,3118143	0,3724744	0,1519902
640	0,5951895	0,5793200	0,3076020	0,0366731	0,8373809	0,1363551	0,6944207	0,3064101	0,2231605	0,5626858	0,7140205	0,4446461	0,4582804	0,3563337	0,0744828	0,2547742	0,0135703	0,1846613	0,3285326	0,0103170	0,2577173	0,1151560	0,3922860	0,5151306	0,5953813	0,3529009	0,1403549	0,7064674	0,4514003	0,0903757	0,7627654	0,3566960	0,1826574	0,8018431	0,1539539	0,3329714	0,7706295	0,3327388	0,6045842	0,0098747	0,7115679	0,0735236	0,0987606	0,7779547	0,5794925	0,5604535	0,5221486	0,0828322	0,5676860	0,0380703	0,0286752	0,0946713	0,2007100	0,6668998	0,1924346	0,2568805	0,1610311	0,2207231	0,2348679	0,5113911	0,2371964	0,1896630	0,3837109	0,1509432
660	0,6501676	0,4139942	0,3934831	0,0205792	0,7912607	0,1246803	0,6587017	0,2554704	0,1907746	0,6579711	0,7090383	0,4127699	0,5232295	0,2660424	0,0756406	0,2449877	0,0077889	0,2213385	0,2776873	0,0239235	0,2654112	0,1206544	0,4016424	0,5144052	0,6634323	0,3320471	0,1394511	0,6613413	0,2782457	0,0770186	0,7094201	0,3252501	0,1361470	0,6957117	0,2248195	0,2392579	0,7207891	0,3993912	0,5265235	0,0050030	0,6751952	0,0527499	0,0618985	0,6722514	0,6092805	0,5660349	0,4448908	0,0838875	0,5697803	0,0373190	0,0625522	0,0404555	0,1652145	0,6266965	0,1607340	0,2689764	0,1846951	0,3699893	0,2321962	0,5934976	0,2054286	0,2553130	0,3101821	0,1306897
680	0,7255182	0,4071769	0,3923403	0,0328300	0,7320669	0,0882896	0,6423652	0,2494792	0,2614073	0,5674721	0,5986162	0,4989444	0,5996305	0,3606125	0,0783360	0,2206231	0,0130422	0,2163235	0,3078799	0,0139729	0,2741472	0,0753501	0,4209111	0,5527629	0,7373081	0,4297542	0,1968106	0,5497730	0,2176804	0,0743932	0,7065670	0,4178641	0,1235779	0,7412773	0,2650366	0,2955067	0,6894164	0,3278759	0,7696383	0,0117124	0,7014534	0,0478886	0,0385955	0,5353397	0,6875191	0,5777187	0,5162140	0,0969135	0,5485175	0,0285206	0,0185930	0,0821945	0,1788107	0,6160850	0,2583060	0,2727949	0,1519586	0,3071043	0,3249151	0,4980096	0,1783656	0,2585212	0,4092981	0,0756377
700	0,7260503	0,3858704	0,3353481	0,0170679	0,8225150	0,0956044	0,6367041	0,1514841	0,2047793	0,4898398	0,7479964	0,5019435	0,6004429	0,3403247	0,0676156	0,3241329	0,0087759	0,2166203	0,3131137	0,0167786	0,2441083	0,0805550	0,4336514	0,6344384	0,7322127	0,4536460	0,1545205	0,6231047	0,1611894	0,0744001	0,5982586	0,3375754	0,1639426	0,7398096	0,3916527	0,1898648	0,6664147	0,3638720	0,5567052	0,0161887	0,7589394	0,0280623	0,0595096	0,7472014	0,5936492	0,5912163	0,5049894	0,1619852	0,3712363	0,0423905	0,0494069	0,0561460	0,2063366	0,7304842	0,2515667	0,2751634	0,1093655	0,3408993	0,2164107	0,3844186	0,1432819	0,2526444	0,5443572	0,0996961
720	0,8641619	0,3422220	0,2459312	0,0072455	0,7584875	0,1134034	0,6072339	0,1817124	0,2142314	0,5157150	0,5673943	0,4790513	0,5249850	0,3730297	0,0534403	0,3511015	0,0088310	0,2252269	0,3010608	0,0224033	0,2294495	0,0844359	0,4600476	0,5205517	0,5606195	0,4993613	0,1588568	0,4995240	0,1487679	0,0847078	0,8111980	0,3855340	0,1535600	0,8002367	0,5054353	0,1493730	0,6502899	0,3159787	0,5149747	0,0113787	0,7319720	0,0502582	0,0230062	0,6637875	0,4735453	0,6711138	0,4985894	0,0956263	0,2329950	0,0452275	0,0266914	0,0467627	0,1138384	0,8259637	0,2519419	0,2042735	0,1445303	0,3199580	0,2272467	0,3649632	0,2124660	0,3415984	0,4332198	0,0218072
740	0,6870514	0,2813194	0,3357132	0,0298736	0,6056597	0,1069102	0,5275998	0,1204745	0,2793926	0,5381994	0,5019679	0,5694260	0,6096399	0,3520700	0,0766965	0,3807495	0,0139124	0,2360954	0,2892850	0,0317110	0,2720189	0,0686247	0,4241973	0,5200472	0,5194157	0,4562489	0,1537177	0,5451946	0,1463133	0,0505298	0,6881570	0,4192125	0,1527490	0,7842143	0,3996905	0,1297389	0,5521123	0,3558602	0,5678480	0,0067401	0,7643008	0,0523190	0,0283085	0,7990854	0,5539383	0,5858908	0,4622490	0,0948504	0,1817573	0,0055122	0,0322586	0,0368425	0,1012303	0,8128907	0,1791772	0,2460396	0,0888945	0,3458653	0,2231495	0,4587124	0,2527827	0,3170311	0,5041135	0,0776747
760	0,7136388	0,2824920	0,2645943	0,0233665	0,7520860	0,1022600	0,5359639	0,0755013	0,2410627	0,4362015	0,6380379	0,4669244	0,5351863	0,2738588	0,0838225	0,3230116	0,0106931	0,2101703	0,4023168	0,0441711	0,2389350	0,1152703	0,4349832	0,5161846	0,4464683	0,3806784	0,1236803	0,5661651	0,1120947	0,0635581	0,6777287	0,3567008	0,1335731	0,7029349	0,3554233	0,1309887	0,6019450	0,2312831	0,6238282	0,0037166	0,6836489	0,0514643	0,0190677	0,7604330	0,5005796	0,4774723	0,4644860	0,0270149	0,1461560	0,0156822	0,0243304	0,0689804	0,1147927	0,7198793	0,1678336	0,3156657	0,1281532	0,3322718	0,2631904	0,4149520	0,2011298	0,2788634	0,4811071	0,0407769
780	0,6761362	0,3019420	0,2275539	0,0260860	0,6218381	0,1285448	0,7352199	0,0845003	0,2399237	0,5408112	0,5870232	0,4905659	0,5762257	0,3375989	0,0847589	0,2437733	0,0067623	0,2120968	0,1855108	0,0513445	0,2772371	0,0422105	0,4208409	0,6421265	0,5732831	0,3937501	0,1347461	0,6112514	0,1304929	0,0424275	0,6540844	0,3376097	0,1202603	0,8427722	0,3734222	0,0596001	0,6636160	0,2044979	0,5152580	0,0010213	0,8080377	0,0370062	0,0157214	0,6635973	0,4040024	0,4546845	0,3418787	0,1176896	0,1089693	0,0453331	0,0346008	0,0745109	0,0808947	0,7529000	0,1832019	0,2915724	0,0783101	0,2968385	0,1821920	0,4314629	0,2317405	0,2959864	0,5453092	0,0231555
800	0,6460712	0,2684277	0,2411600	0,0334054	0,6179643	0,1259745	0,6244958	0,0504532	0,2322041	0,5180764	0,6086035	0,5509129	0,5224034	0,2640092	0,0963948	0,2460456	0,0105479	0,1336612	0,2690986	0,0486054	0,2907673	0,0587626	0,4822680	0,6288111	0,7069984	0,3173515	0,1778762	0,5653587	0,0707607	0,0659777	0,6418241	0,2747614	0,1388162	0,9397487	0,4466026	0,0442397	0,6215903	0,1866106	0,6885233	0,0020070	0,6980858	0,0370227	0,0294120	0,5964316	0,4661870	0,4912729	0,3616309	0,0516558	0,0618063	0,0391299	0,0451457	0,0319827	0,1131880	0,8138430	0,1867172	0,2785406	0,1637281	0,3145722	0,2437913	0,4610120	0,2552800	0,2483977	0,5446232	0,0187040
820	0,7018501	0,2412790	0,2881284	0,0380139	0,6691569	0,1311290	0,5878057	0,0616674	0,1824570	0,6164005	0,5369481	0,4599800	0,6003139	0,3113170	0,1035188	0,2006330	0,0213195	0,2047108	0,2882353	0,0339371	0,2975521	0,0844994	0,3376071	0,5678931	0,6825639	0,4519948	0,1327623	0,5444676	0,0590923	0,0617755	0,6628557	0,2737983	0,1244954	0,7369790	0,4581924	0,0446496	0,7485123	0,2427841	0,5165039	0,0006182	0,8125223	0,0916317	0,0358225	0,7985975	0,4961637	0,6552097	0,4786828	0,1024657	0,0723922	0,0545001	0,0188638	0,0560338	0,0639294	0,7301850	0,1731923	0,2517412	0,1071058	0,2926125	0,2401773	0,3942624	0,2363201	0,3234265	0,3820908	0,0204367
840	0,7769482	0,1978623	0,2036457	0,0290957	0,6872650	0,1134088	0,4758352	0,0563293	0,1472563	0,5166163	0,5045863	0,5464454	0,4814283	0,3052402	0,0753326	0,2835088	0,0053140	0,1764171	0,2664884	0,0274784	0,2612512	0,0546317	0,4184406	0,4738863	0,5389893	0,3753532	0,1221707	0,5406398	0,0510443	0,0570888	0,8365246	0,3212658	0,0928928	0,7572595	0,5472839	0,0311224	0,7128671	0,2786986	0,6861554	0,0064075	0,5675749	0,0607413	0,0110650	0,6120779	0,4889838	0,4702318	0,4582606	0,0833648	0,0513334	0,1210610	0,0316014	0,0661070	0,0697529	0,7787846	0,1073328	0,2328147	0,1727153	0,3942889	0,2906721	0,3576135	0,2258444	0,2447640	0,4085493	0,0204438
860	0,7810409	0,2334123	0,2233420	0,0215581	0,7323583	0,0819252	0,5008786	0,0714932	0,1441765	0,4519258	0,7070034	0,5679916	0,6898920	0,2695797	0,0929450	0,2829267	0,0095102	0,2096178	0,4043263	0,0192498	0,3826978	0,0494894	0,4287431	0,5452221	0,6177419	0,3141935	0,1289443	0,5497095	0,0844869	0,0974046	0,7349824	0,4236226	0,0895229	0,7876726	0,4961240	0,0370574	0,7381189	0,2620682	0,6358728	0,0067037	0,6697269	0,0348046	0,0275579	0,7272795	0,4607872	0,5194491	0,3401727	0,0629088	0,0353242	0,0334035	0,0283958	0,0594439	0,1162868	0,7591311	0,1806405	0,2307107	0,1040657	0,3301820	0,3029309	0,4385535	0,1456692	0,3069701	0,5127765	0,0283402
880	0,7478556	0,1609531	0,1102345	0,0620182	0,9035856	0,0961267	0,5260335	0,0283579	0,1609552	0,6488634	0,6026514	0,5150567	0,5713397	0,3330162	0,1034012	0,3260729	0,0233877	0,2434031	0,3026026	0,0201178	0,2602176	0,0909652	0,3072796	0,4553406	0,7051838	0,3624193	0,1574411	0,5411813	0,1029751	0,0648869	0,7637300	0,4200780	0,0823191	0,7955523	0,4878309	0,0343897	0,8271971	0,2443690	0,4928041	0,0066093	0,7283472	0,0428944	0,0393903	0,6369784	0,4128546	0,4534590	0,3904075	0,0615891	0,0381908	0,0664928	0,0166647	0,0737248	0,1190611	0,7556560	0,1582181	0,3462142	0,1669649	0,3335967	0,1955461	0,4112073	0,1484954	0,2023125	0,6119393	0,0254102
900	0,7154162	0,1582192	0,1711910	0,0372527	0,7473663	0,0599162	0,3848937	0,0344359	0,1646591	0,4185955	0,6458478	0,4677347	0,4825121	0,3160265	0,0874677	0,3258380	0,0153629	0,1521646	0,2851327	0,0292140	0,3344602	0,0775417	0,4254725	0,5153346	0,5499777	0,3376683	0,1328052	0,5609584	0,1090254	0,0610005	0,7658826	0,3179758	0,0880564	0,6638810	0,4878250	0,0571646	0,7080986	0,2635425	0,5300538	0,0167020	0,7141436	0,0233354	0,0246596	0,6962520	0,5062917	0,4473322	0,4656794	0,0988703	0,0735408	0,0340100	0,0343962	0,0953319	0,1115794	0,7030563	0,1657453	0,2950545	0,0751520	0,2465785	0,2119921	0,4026373	0,1635880	0,2423154	0,5058281	0,0222202
920	0,9129976	0,1441603	0,2076313	0,0494208	0,7115781	0,0857956	0,4737691	0,0263171	0,2006450	0,5224042	0,5111690	0,5350384	0,5940147	0,3334746	0,0929537	0,2954262	0,0239727	0,1424340	0,2637923	0,0455754	0,3669411	0,0787863	0,3726589	0,6417277	0,6558130	0,2447098	0,1251378	0,5368488	0,1015976	0,0589639	0,6277663	0,4243350	0,0425276	0,5522947	0,4712378	0,0519204	0,6899172	0,2200948	0,5534978	0,0596973	0,7929017	0,0283818	0,0222521	0,7727231	0,5785352	0,5206679	0,3845787	0,0404148	0,0611435	0,0228387	0,0361324	0,0642331	0,0859595	0,7658578	0,1096289	0,2388869	0,0786098	0,2632453	0,2243623	0,4559631	0,2030964	0,2681302	0,5984062	0,0429049
940	0,9357920	0,1687021	0,2070419	0,0786505	0,8366722	0,1196638	0,3788583	0,0451560	0,1419208	0,5137247	0,5961898	0,5001056	0,5878570	0,3208220	0,1144830	0,2637943	0,0146711	0,1833850	0,3080375	0,0330200	0,3327778	0,0507907	0,4167943	0,4808493	0,6718781	0,3065310	0,0882830	0,5816231	0,1006480	0,0688078	0,8434146	0,3438205	0,0749129	0,7772303	0,4068178	0,0130912	0,7345905	0,2737685	0,5918572	0,0218638	0,7824570	0,0557236	0,0268381	0,6487572	0,5807929	0,5449079	0,3541589	0,0449377	0,0342187	0,0514513	0,0438854	0,0627438	0,0805582	0,7983394	0,1497383	0,2044831	0,0733613	0,3093018	0,1553173	0,3544041	0,1771593	0,3276282	0,5202915	0,0075204
960	0,6987630	0,1357455	0,2176120	0,0564934	0,7268672	0,1080470	0,4248299	0,0502888	0,1844057	0,6533419	0,5749621	0,4693524	0,4556297	0,2283787	0,0994125	0,2410247	0,0054043	0,1115006	0,2883100	0,0321323	0,2159261	0,0941259	0,3859938	0,5233072	0,6067775	0,2849473	0,2424935	0,4812796	0,0663147	0,1050657	0,7391082	0,3049743	0,0896413	0,8313285	0,3850725	0,0183463	0,8460563	0,2521446	0,5477886	0,0079914	0,8040210	0,0351518	0,0351162	0,7229019	0,5934378	0,4874952	0,4375387	0,0421415	0,0412241	0,0447594	0,0399456	0,0884731	0,0876561	0,6970160	0,1911161	0,2479363	0,0753794	0,3599020	0,1572850	0,3301828	0,1803970	0,2723472	0,5494532	0,0257275
980	0,6963530	0,1852155	0,1447500	0,0530743	0,6045695	0,0677678	0,4312694	0,0470242	0,1962303	0,4631792	0,5933169	0,5573368	0,4721222	0,2089956	0,0980003	0,3149516	0,0122286	0,2356937	0,2553402	0,0481743	0,2371004	0,0632404	0,4063803	0,4382927	0,5190897	0,3862949	0,1535293	0,4886925	0,0557018	0,0955489	0,8614462	0,4511952	0,0901294	0,7706912	0,4070479	0,0235092	0,8086361	0,3098908	0,5155261	0,0028524	0,6942470	0,0460007	0,0510712	0,5855200	0,4645286	0,5252792	0,3812392	0,0358702	0,0569185	0,0153375	0,0134676	0,0426559	0,0666048	0,7141851	0,1628459	0,2553006	0,0853207	0,3295870	0,1709323	0,3292516	0,1628104	0,2787110	0,5180218	0,0182775
1000	0,7630448	0,2835537	0,2045868	0,0656540	0,6942340	0,1009930	0,4310690	0,0395259	0,1474988	0,5289536	0,5912340	0,4569886	0,4485104	0,2200059	0,0616442	0,2511537	0,0059066	0,1936274	0,3425842	0,0235219	0,2128637	0,0424433	0,5021426	0,6080244	0,6491384	0,3992129	0,1003502	0,4576948	0,0387277	0,0905698	0,8720261	0,2717848	0,1372829	0,6451559	0,4620820	0,0286461	0,8000292	0,2235697	0,4930264	0,0036868	0,6133931	0,0390771	0,0401782	0,6492485	0,5946890	0,5031313	0,3847267	0,0425467	0,0431752	0,0075227	0,0344355	0,0601676	0,0303584	0,6746854	0,1549712	0,3533031	0,0850746	0,3774540	0,2537815	0,3335515	0,1461291	0,2390299	0,5684376	0,0452437
1020	0,7593523	0,1317303	0,1579850	0,0436476	0,8087103	0,0912807	0,3802667	0,0462417	0,1530625	0,5102237	0,5693336	0,4090589	0,4297554	0,2798007	0,0853827	0,2565606	0,0090600	0,2510852	0,3383020	0,0377795	0,2641211	0,0365232	0,4978039	0,5398319	0,5495819	0,3969050	0,1335375	0,5649473	0,0518243	0,0663617	0,7111818	0,3164213	0,0718955	0,6336038	0,4596679	0,0095765	0,7480694	0,2781895	0,6556219	0,0060634	0,6443540	0,0849970	0,0412101	0,6348546	0,5068279	0,4362425	0,3177014	0,0577515	0,0494444	0,0097895	0,0342758	0,0530532	0,0805452	0,7080577	0,1564092	0,2790279	0,0531803	0,4151740	0,1961004	0,3400973	0,2698454	0,2585950	0,4906606	0,0245726
1040	0,7149180	0,2027923	0,1558811	0,0553823	0,8725304	0,1018306	0,3056071	0,0669094	0,1312286	0,5412682	0,5935954	0,4795900	0,4563471	0,2890843	0,0774465	0,2822313	0,0234101	0,2086270	0,2579281	0,0271788	0,2272898	0,0227045	0,6198543	0,5011536	0,5646832	0,3437012	0,1445719	0,4573518	0,0507904	0,0606794	0,7756710	0,2424547	0,0909595	0,6232268	0,5014981	0,0079811	0,8826037	0,2988513	0,6882487	0,0167809	0,7222212	0,0541327	0,0666133	0,4997184	0,5324057	0,4041702	0,4435106	0,0432350	0,0785444	0,0221271	0,0269465	0,0823421	0,0812976	0,7683007	0,1123828	0,2921317	0,0564762	0,2929961	0,2391537	0,3730782	0,2150227	0,2246817	0,4633072	0,0289437
1060	0,6615652	0,2248315	0,2783402	0,0485343	0,8594294	0,0771207	0,3835753	0,0409049	0,1149329	0,4919127	0,6628867	0,4187167	0,5707159	0,2821256	0,0676892	0,2323231	0,0174315	0,1507089	0,2497136	0,0451132	0,2198247	0,0595295	0,4143915	0,5286401	0,6163011	0,3561452	0,1326719	0,4490881	0,0504754	0,0913476	0,8078454	0,2477970	0,0802177	0,7197318	0,5167247	0,0233325	0,6498170	0,2185412	0,6199141	0,0105374	0,6963268	0,0860636	0,0197677	0,6986379	0,4781765	0,5877866	0,4371779	0,1083818	0,0680162	0,0206491	0,0253538	0,0205378	0,0755199	0,7096560	0,1468165	0,2676584	0,1012600	0,2947064	0,2662693	0,3215532	0,2002088	0,1803179	0,5051697	0,0384935
1080	0,8915451	0,1803119	0,1830094	0,0389106	0,6661422	0,1305887	0,3248545	0,0471598	0,1134205	0,6008824	0,5863798	0,5265572	0,5144103	0,3192209	0,0706704	0,2109182	0,0063811	0,1911043	0,2475012	0,0411477	0,2443666	0,0463695	0,4677494	0,5055014	0,5821422	0,4310828	0,1143567	0,4396800	0,0552486	0,0594320	0,9385424	0,2952467	0,0569455	0,6307447	0,4738878	0,0314203	0,6016254	0,2209752	0,5572378	0,0082978	0,7946248	0,0912199	0,0172503	0,7732676	0,4370339	0,5292446	0,3656643	0,0453490	0,0802204	0,0181330	0,0324604	0,0656589	0,0569431	0,5571635	0,1371104	0,2261718	0,0606981	0,3686487	0,3148463	0,4021946	0,1871675	0,1650699	0,5910078	0,0370487
1100	0,7096390	0,1818053	0,2349697	0,0266279	0,7448466	0,1077770	0,3807855	0,0424776	0,1284881	0,5452538	0,6619900	0,5103038	0,5301421	0,2324493	0,0607775	0,2444796	0,0061271	0,1429399	0,2555315	0,0439466	0,2985801	0,0936741	0,4159355	0,4764785	0,4947014	0,3480065	0,1198482	0,5711958	0,0725303	0,0911053	0,8006104	0,2699236	0,0785433	0,6908237	0,4873710	0,0153440	0,7726185	0,2188382	0,5188692	0,0093815	0,7327234	0,0623569	0,0275912	0,8294014	0,5265307	0,5810461	0,3697710	0,0603763	0,1061468	0,0296708	0,0149062	0,1281178	0,0908798	0,7958594	0,1729935	0,2271537	0,1116610	0,3304683	0,1929049	0,4187454	0,2009066	0,2656832	0,5605935	0,0399742

0	0,6982027	0,2385133	0,2318757	0,0235303	0,7568239	0,0586243	0,0616629	0,0333866	0,1284552	0,4013900	0,5465622	0,5570930	0,4201091	0,3222709	0,0818919	0,2909562	0,0123116	0,2307583	0,3503699	0,0229260	0,2842385	0,0893248	0,4262976	0,3336883	0,6304020	0,3152702	0,0857537	0,3801182	0,0422890	0,0355595	0,6580136	0,2318637	0,0744318	0,7136580	0,6055944	0,0090604	0,6819795	0,2121686	0,4741562	0,0073402	0,5678358	0,0349285	0,0350383	0,7398084	0,4352469	0,3905635	0,3747931	0,0330804	0,0789989	0,0119239	0,0536734	0,0448587	0,1052916	0,8034807	0,1294155	0,2180844	0,1332419	0,3651194	0,3060495	0,3701253	0,2778398	0,2871801	0,5094569	0,0244901
20	0,7503834	0,1672351	0,2057441	0,0064288	0,7674621	0,1012301	0,1070148	0,1252415	0,1284900	0,5218319	0,6071918	0,5853828	0,4962232	0,2105629	0,0519717	0,2357584	0,0179051	0,1762831	0,3346924	0,0510684	0,3184532	0,0901961	0,3454028	0,4191975	0,5640631	0,3056938	0,0984830	0,4777084	0,1043716	0,0821433	0,6121550	0,2907167	0,1235122	0,6996341	0,5266683	0,0043182	0,8395940	0,2462274	0,5261635	0,0102832	0,7694721	0,1074229	0,0232550	0,6341419	0,3897142	0,5225253	0,3907754	0,0522357	0,0704503	0,0185721	0,0156107	0,0653686	0,1030893	0,7559984	0,1848701	0,2930104	0,0776538	0,2980431	0,3144153	0,4181471	0,2618129	0,2561313	0,4760508	0,0248796
40	0,6830996	0,2449358	0,1625372	0,0140413	0,8522546	0,1055694	0,1154063	0,2923614	0,1557215	0,4642345	0,6030864	0,3769951	0,5860297	0,2557124	0,0826459	0,3207181	0,0369717	0,1364145	0,2673830	0,0760451	0,3187740	0,0981603	0,3806635	0,3954840	0,4699134	0,3400484	0,1642739	0,5792291	0,2093834	0,0832799	0,6708556	0,3100394	0,1105475	0,9411470	0,3837653	0,0653740	0,7991106	0,2733591	0,4602987	0,0225508	0,6901933	0,0772760	0,0383971	0,6334382	0,3149078	0,6098593	0,3531935	0,0582769	0,0595161	0,0279559	0,0237185	0,0846851	0,1577220	0,6600049	0,2982953	0,1847614	0,0953548	0,3217008	0,2895666	0,4702232	0,1610124	0,2352077	0,4177678	0,0236512
60	0,6575663	0,2494499	0,0972383	0,0110760	0,7192170	0,1336777	0,1725689	0,2725990	0,2111483	0,4573796	0,5633836	0,5016122	0,5017313	0,3494046	0,0759968	0,1940141	0,0174300	0,0802082	0,3710246	0,0879179	0,2636108	0,0907438	0,4523342	0,4918318	0,4164352	0,2832905	0,1059696	0,5890226	0,2173979	0,1364079	0,5194052	0,3236364	0,1036693	0,7992785	0,2762219	0,1057742	0,6751322	0,2028878	0,5659612	0,0082927	0,7254479	0,0430686	0,0247612	0,6686328	0,3087196	0,5501442	0,2450188	0,0641565	0,1462440	0,0319168	0,0248187	0,1525955	0,2060029	0,7458516	0,3545341	0,2159879	0,1428989	0,2991531	0,1591413	0,4299342	0,1535323	0,2226907	0,3727310	0,0133258
80	0,7507666	0,2748509	0,1183231	0,0047794	0,8132036	0,2006358	0,2766393	0,5668383	0,2138634	0,5128541	0,4693012	0,4997335	0,5930324	0,3512429	0,0628388	0,2088979	0,0289529	0,1282966	0,3055067	0,0797021	0,2855167	0,0914547	0,4090877	0,6421642	0,2388964	0,3187929	0,0792069	0,6654159	0,3066488	0,0575843	0,4833494	0,2947245	0,1229191	0,6775653	0,2867347	0,1381546	0,7244261	0,2994992	0,6672411	0,0023749	0,6664844	0,0470436	0,0328012	0,5875970	0,2976965	0,6395086	0,2267340	0,1000075	0,1660724	0,0509408	0,0135978	0,1687184	0,2456415	0,8166739	0,3846603	0,1723668	0,1630277	0,3686439	0,1101195	0,4918648	0,0585505	0,2623441	0,3667409	0,0134854
100	0,6835062	0,2111555	0,0949914	0,0307060	0,8627629	0,1873149	0,3676995	0,6081786	0,2447499	0,5354199	0,5721792	0,4338514	0,6035289	0,3210774	0,0508999	0,2448692	0,0381987	0,1719228	0,2087125	0,0819736	0,2373453	0,1212924	0,4334344	0,5890364	0,1796696	0,3052994	0,1492808	0,7147229	0,2899134	0,1132241	0,4503032	0,3951617	0,0777871	0,7977354	0,1959103	0,1789988	0,6805366	0,3075096	0,5586431	0,0162892	0,6444180	0,0603860	0,0399415	0,7117298	0,2856038	0,4732281	0,3087078	0,0998409	0,2160981	0,0718157	0,0155483	0,2091229	0,1889799	0,6333460	0,3974468	0,1969794	0,1573384	0,3591531	0,2342469	0,4868825	0,1062818	0,3323001	0,2554081	0,0228250
120	0,6413332	0,2831429	0,1095905	0,0066896	0,8196856	0,1735327	0,3099087	0,7177599	0,1910367	0,4685458	0,6582278	0,3722787	0,5954642	0,2945155	0,0777314	0,2210129	0,0082376	0,1966795	0,2240102	0,0878295	0,2952217	0,0718998	0,4757689	0,5143714	0,2166786	0,3996619	0,1784164	0,6806365	0,3945074	0,1732669	0,4386892	0,4225856	0,1235279	0,6727367	0,1885308	0,2410085	0,7694815	0,3074120	0,4569963	0,0058675	0,7873775	0,0769262	0,0303051	0,8510506	0,3019716	0,5187374	0,1769882	0,1201896	0,3385066	0,0403303	0,0203722	0,1649705	0,2265489	0,7477662	0,4265309	0,1501301	0,2317468	0,3146637	0,1380306	0,5189257	0,0548320	0,2378283	0,2942945	0,0418511
140	0,7529063	0,2927046	0,0996324	0,0280934	0,9609496	0,1368596	0,4180133	0,8112143	0,2027617	0,6063750	0,6241906	0,5159773	0,6390102	0,2291845	0,0609298	0,2800444	0,0106823	0,2086885	0,2759934	0,1206195	0,2621126	0,0699497	0,4439406	0,4642225	0,0894394	0,4364299	0,1187232	0,6519670	0,4019807	0,2254310	0,4003345	0,3201061	0,1126418	0,6330623	0,1402020	0,3323875	0,5138243	0,3075448	0,5790876	0,0247051	0,7120991	0,1230989	0,0120137	0,6743899	0,2486274	0,6007614	0,2283536	0,1482410	0,4436538	0,0205130	0,0077267	0,2076539	0,2935091	0,6774777	0,4076380	0,1852791	0,2253889	0,3187247	0,1375597	0,5342653	0,0564605	0,3348558	0,2714459	0,0444301
160	0,7688867	0,3489484	0,0675552	0,0383724	0,8568331	0,0966585	0,5348569	0,7370935	0,1706865	0,4674248	0,6358352	0,3804041	0,6003406	0,3171944	0,0494677	0,2106719	0,0020826	0,1772452	0,2734416	0,1801905	0,3011919	0,0450846	0,5210742	0,5680260	0,1538179	0,4308201	0,1521685	0,6345022	0,3731492	0,2007127	0,3797596	0,3889369	0,0996769	0,7004107	0,1264324	0,3665305	0,7022393	0,4891308	0,5408081	0,0125935	0,7488245	0,0973553	0,0444504	0,8652630	0,1902118	0,5582684	0,1975471	0,1870788	0,4578648	0,0162642	0,0217107	0,2909007	0,4020008	0,5794014	0,4430271	0,1382603	0,2139855	0,3339722	0,1330622	0,5294516	0,0231235	0,3542170	0,1824039	0,0252907
