"Time"	rhaR	rhaS	crp	feaR	melR	zraR	malI	mtlR	prpR	ascG	rbsR	marR	fucR	chbR	nagC	srlR	gutM	idnR	xylR	uxuR	chbB	chbF	chbG	chbA	chbC	gutQ	srlE	srlD	srlA	srlB	zraS	rhaB	prpE	prpD	rbsC	rbsA	melB	nagE	fucO	rhaD	ascF	prpB	rbsB	fucU	rhaA	fucA	prpC	fucI	nagD	ascB	rbsK	fucP	malX	rbsD	gntP	melA	malY	nagB	fucK	xylF	uxuA	uxuB	rhaT	xylH
480	0,0008475	0,5219152	0,0066995	0,2395346	0,7583217	0,0071181	0,3947827	0,2995107	0,2154964	0,4758136	0,2885594	0,3615505	0,6123990	0,2150672	0,1429189	0,6417930	0,3988045	0,0675892	0,0298582	0,4338277	0,0897723	0,3928677	0,0524914	0,5046443	0,0098057	0,2274454	0,3627564	0,2133291	0,3102579	0,0119695	0,0095512	0,4997573	0,0223473	0,2086514	0,6100239	0,0976145	0,4802071	0,7849732	0,2223614	0,1829710	0,0393573	0,0357600	0,3923726	0,0579391	0,7359588	0,0409920	0,7496950	0,5222815	0,6579568	0,2569816	0,3002258	0,0288428	0,7303689	0,3019225	0,0088623	0,5427359	0,6544753	0,3903202	0,3153975	0,0089317	0,0162887	0,4150080	0,5721477	0,0772598
500	0,0040304	0,5622400	0,0187918	0,2811048	0,7103526	0,0039587	0,2578843	0,2328103	0,1927328	0,5335434	0,2978256	0,4925226	0,5964179	0,1725242	0,1233387	0,5932213	0,4446432	0,0533649	0,0315018	0,3447620	0,1254903	0,3731032	0,0411420	0,4431410	0,0013988	0,2340860	0,3371857	0,1680440	0,2810263	0,0039710	0,0007713	0,4615788	0,0211639	0,1326463	0,7006428	0,0620158	0,5822675	0,7444236	0,1842605	0,2024113	0,0358871	0,0406955	0,3547163	0,0433785	0,7881319	0,0236826	0,6554396	0,4576214	0,7002104	0,3215591	0,3635281	0,0186723	0,6540914	0,2751669	0,0110305	0,5092072	0,6973424	0,4892833	0,3831292	0,0142954	0,0271835	0,4042440	0,4906707	0,0476354
520	0,0054325	0,4825916	0,0128976	0,2843572	0,6882696	0,0087556	0,3389330	0,3354808	0,2308352	0,3951292	0,2681032	0,4560349	0,5547477	0,1674856	0,1781916	0,6150476	0,5153656	0,0589895	0,0476640	0,3511766	0,1375996	0,3462873	0,0402823	0,5749321	0,0019860	0,1812401	0,3176389	0,1850251	0,2526205	0,0054511	0,0002147	0,4295865	0,0129097	0,1157372	0,4790238	0,0586733	0,4667174	0,7961845	0,2145476	0,1678342	0,0438222	0,0453289	0,4330719	0,0372596	0,7276617	0,0811098	0,6995622	0,5562733	0,6674711	0,2960540	0,3743207	0,0064952	0,7471676	0,3003954	0,0215845	0,5296710	0,6568900	0,5628340	0,3711431	0,0091129	0,0434230	0,3875134	0,4156667	0,0293245
540	0,0241626	0,6353387	0,0143807	0,2436217	0,7371265	0,0237295	0,3435017	0,3415226	0,2585964	0,5171999	0,2236833	0,4394181	0,7352147	0,1508535	0,1684519	0,5487749	0,5560559	0,0933890	0,0717375	0,2792498	0,1119574	0,3221938	0,0691718	0,5589662	0,0009013	0,2279625	0,2841119	0,1609681	0,2778765	0,0014661	0,0033509	0,4216378	0,0105168	0,1180038	0,6257996	0,0949438	0,4938649	0,8276457	0,1919566	0,2142660	0,0444628	0,0962844	0,4349857	0,0444545	0,7176899	0,0296171	0,8244131	0,5471755	0,5785047	0,2033458	0,4024688	0,0089945	0,7719600	0,3892333	0,0105969	0,3920931	0,8194300	0,4698931	0,3977137	0,0025788	0,0236348	0,3319019	0,5605039	0,0278175
560	0,0096263	0,6141505	0,0203088	0,2799297	0,7925321	0,0103456	0,3674833	0,3120856	0,2253350	0,4836454	0,2292513	0,5831776	0,6006026	0,1951639	0,1341803	0,5328928	0,5017117	0,0349069	0,0842359	0,2969315	0,1233191	0,3450885	0,0271892	0,4090322	0,0030962	0,2489770	0,2981338	0,2054021	0,2697296	0,0068591	0,0006870	0,5323206	0,0085892	0,1622000	0,6580741	0,0838691	0,5350828	0,8141955	0,2374386	0,1740821	0,0428131	0,0907574	0,4130759	0,0325057	0,7773926	0,0340716	0,6998607	0,4169982	0,6476946	0,2989373	0,3737577	0,0119938	0,8002606	0,3743991	0,0241262	0,4980225	0,6992333	0,5175245	0,3815839	0,0030412	0,0285046	0,2615404	0,4576618	0,0373060
580	0,0030545	0,5332958	0,0271212	0,3236363	0,6922235	0,0022343	0,2842081	0,2583916	0,1939322	0,5456580	0,2397474	0,5384001	0,5008333	0,2443901	0,2496857	0,4655025	0,5266225	0,0739488	0,0557019	0,3819133	0,1201366	0,3115708	0,0143182	0,4865589	0,0007846	0,2364291	0,3202458	0,1864398	0,3458798	0,0145042	0,0001639	0,4737332	0,0110643	0,1015638	0,5737919	0,1075842	0,4022629	0,8481829	0,1592759	0,1494770	0,0408176	0,0436119	0,4547322	0,0291563	0,6605996	0,0370259	0,7883754	0,4340175	0,8807929	0,2622839	0,2981334	0,0149069	0,7546274	0,4182799	0,0626367	0,3570562	0,7195309	0,4464761	0,3925849	0,0024479	0,0127929	0,2258938	0,3400130	0,0407742
600	0,0043417	0,4401651	0,0194984	0,2590315	0,5192963	0,0033700	0,3151655	0,3205038	0,2670973	0,5660781	0,3081829	0,6800032	0,5615728	0,1898948	0,3308312	0,4676836	0,4031358	0,0662904	0,0449724	0,4496725	0,0886969	0,2766876	0,1029847	0,4822278	0,0012019	0,2631084	0,2816794	0,1641804	0,1959621	0,0200785	0,0060234	0,3654731	0,0011063	0,1007546	0,4891777	0,0631677	0,4884270	0,8250511	0,1396863	0,0999430	0,0517486	0,0305824	0,4529957	0,0454456	0,5613456	0,0509465	0,6371909	0,3541634	0,6940774	0,1961301	0,2605161	0,0070180	0,7994957	0,3914397	0,0574284	0,2511266	0,5593572	0,3919927	0,4271617	0,0002627	0,0244258	0,2749450	0,4060313	0,0195642
620	0,0038923	0,3067386	0,0210498	0,3212732	0,5006816	0,0036762	0,1928888	0,2869024	0,2155075	0,4222730	0,2998124	0,4747519	0,5041259	0,1447398	0,4880762	0,3231660	0,3589562	0,0677888	0,0617652	0,3316025	0,0678627	0,2869552	0,0248797	0,3065574	0,0002468	0,2235189	0,2703206	0,1128167	0,1422275	0,0228877	0,0042927	0,2865910	0,0176711	0,1273701	0,5639059	0,0713721	0,5238994	0,8013426	0,1673248	0,0872275	0,0331015	0,0460051	0,4834924	0,0338268	0,6287722	0,0254977	0,5774577	0,3690964	0,8653498	0,1900532	0,2677108	0,0219304	0,6734664	0,2888109	0,1232904	0,2216786	0,6820894	0,3791413	0,4366299	0,0061835	0,0104330	0,2447303	0,4383905	0,0363154
640	0,0028818	0,2440059	0,0235445	0,1941144	0,4174239	0,0097820	0,1779413	0,3684820	0,2799524	0,4833453	0,3128973	0,3764855	0,4574018	0,1232114	0,4772158	0,3850731	0,2587313	0,0269125	0,0345016	0,3078735	0,0421669	0,2414980	0,0141013	0,3366434	0,0030731	0,2062099	0,2693272	0,1588795	0,1639592	0,0266630	0,0009841	0,1705420	0,0085627	0,1340949	0,5207218	0,0605331	0,3835365	0,6719701	0,1884771	0,0269369	0,0485016	0,0338034	0,4295480	0,0167917	0,5365686	0,0439742	0,4928827	0,3528204	0,8633084	0,1526743	0,2754541	0,0077070	0,6632779	0,3962786	0,1404044	0,1581943	0,6379319	0,1743932	0,4327266	0,0024118	0,0325313	0,1499921	0,3603650	0,0272744
660	0,0002990	0,1541619	0,0069161	0,2297584	0,4181695	0,0035532	0,1924905	0,2575656	0,2814182	0,4360514	0,2796134	0,4817853	0,4951660	0,1104216	0,5433233	0,2798382	0,2320110	0,0433587	0,0895070	0,3114424	0,0591531	0,2496479	0,0431974	0,2842109	0,0004145	0,2816068	0,2895534	0,1381696	0,1161261	0,0150125	0,0036554	0,1245864	0,0108210	0,1744871	0,5620476	0,0853443	0,4714814	0,7763081	0,2020355	0,0277576	0,0353966	0,0410434	0,3941938	0,0132048	0,5314584	0,0195360	0,3307364	0,4313986	0,7292328	0,0966885	0,3184795	0,0328881	0,7662878	0,3525708	0,2652480	0,1006696	0,6811522	0,1988274	0,4126226	0,0032443	0,0323487	0,1698396	0,3462110	0,0292527
680	0,0015481	0,1416620	0,0089993	0,0955103	0,4029000	0,0135835	0,0625264	0,2837164	0,2289559	0,4682688	0,1851164	0,5886977	0,6237017	0,1497035	0,5411350	0,3589212	0,2535470	0,0627142	0,0734447	0,3373366	0,0421285	0,2743921	0,0062938	0,2147375	0,0021685	0,2454143	0,3194973	0,1951248	0,1041277	0,0165016	0,0014551	0,1088663	0,0182557	0,1557505	0,5585715	0,1096674	0,4884401	0,8587078	0,2277878	0,0185519	0,0406252	0,0328714	0,4836026	0,0091796	0,5937727	0,0079675	0,3163749	0,3416031	0,8455062	0,1314260	0,3796201	0,0219528	0,7297594	0,3622275	0,2491945	0,0425716	0,6441916	0,1321537	0,3245194	0,0069679	0,0581952	0,1767732	0,1892969	0,0196457
700	0,0000000	0,1166684	0,0067531	0,0808460	0,3811023	0,0030659	0,1317235	0,2695400	0,2627372	0,4569913	0,2998461	0,4506663	0,6352363	0,1395204	0,5421559	0,2880399	0,1831109	0,0834821	0,0482124	0,3906833	0,0349797	0,2126554	0,0037651	0,1895801	0,0140269	0,2593614	0,3658233	0,1719068	0,0831847	0,0421525	0,0021013	0,0990757	0,0099805	0,1217472	0,5849945	0,0829539	0,4367932	0,7598871	0,2483954	0,0294107	0,0650849	0,0608403	0,3985881	0,0110074	0,5117143	0,0068119	0,2355593	0,3844192	0,8360048	0,0678502	0,3616883	0,0052607	0,6339856	0,2860093	0,3237170	0,0174199	0,7989836	0,1534997	0,3745975	0,0101267	0,0182656	0,1392536	0,2301666	0,0167785
720	0,0008993	0,0954358	0,0280140	0,0433524	0,3816291	0,0254888	0,0978917	0,2943776	0,2757635	0,3838924	0,2580502	0,5893121	0,6513839	0,1337207	0,4964285	0,3040350	0,2535516	0,0209209	0,0660155	0,3775851	0,0419760	0,2592513	0,0049396	0,1030357	0,0000000	0,2686203	0,3253367	0,1449716	0,0584568	0,0276456	0,0021892	0,0658883	0,0126963	0,0964362	0,4776460	0,0645519	0,4527574	0,7706828	0,1739937	0,0166716	0,0563350	0,0708529	0,3986307	0,0103053	0,5158514	0,0062543	0,1179661	0,3798773	0,5982823	0,0851581	0,3120214	0,0128675	0,7629202	0,3592777	0,4086839	0,0173506	0,7281629	0,0623148	0,3438173	0,0030761	0,0467770	0,1329322	0,2008806	0,0165956
740	0,0011188	0,0463169	0,0156857	0,0545783	0,3099586	0,0056480	0,1560540	0,2895724	0,2543224	0,5212643	0,2147508	0,5440537	0,5782529	0,2035427	0,4553942	0,2575236	0,2650030	0,0168735	0,0527968	0,3020540	0,0091178	0,1798065	0,0043528	0,1633036	0,0000703	0,2470345	0,3184874	0,1391698	0,0586329	0,0079876	0,0075385	0,0427912	0,0396181	0,1118460	0,6509642	0,0762196	0,3887705	0,6374181	0,1865502	0,0188549	0,0627611	0,0838617	0,4209839	0,0158115	0,3826542	0,0153405	0,1244022	0,4315640	0,7022286	0,0228542	0,2825539	0,0339352	0,7363922	0,3019418	0,3965675	0,0167948	0,8067172	0,0872929	0,3108219	0,0032093	0,0425145	0,1236074	0,0866152	0,0239974
760	0,0003738	0,0642397	0,0112193	0,0403919	0,5639907	0,0136374	0,1475622	0,3120592	0,2620974	0,5004211	0,2770555	0,4405256	0,5930989	0,1658302	0,4876246	0,3619443	0,1502793	0,0209325	0,0294385	0,3099292	0,0124048	0,1688759	0,0044873	0,1675683	0,0006169	0,3476568	0,3924424	0,1119346	0,0741558	0,0216937	0,0053430	0,0238329	0,0254415	0,1424276	0,6137711	0,0708253	0,3010538	0,7439514	0,1997872	0,0168214	0,0659241	0,0481587	0,4291196	0,0115777	0,3176942	0,0139576	0,1450686	0,3676577	0,8516197	0,0398272	0,3807196	0,0063119	0,7018247	0,4229549	0,3427377	0,0091103	0,6549774	0,0742628	0,3310283	0,0048294	0,0282997	0,1550639	0,1201401	0,0305633
780	0,0009101	0,0400302	0,0063881	0,0222958	0,4598781	0,0311417	0,1486665	0,3136760	0,2116694	0,4667346	0,3211514	0,5409248	0,6355012	0,0765502	0,5477235	0,3364596	0,2159931	0,0385601	0,0709471	0,3723943	0,0140174	0,1292415	0,0010504	0,0958304	0,0000459	0,3616824	0,3492763	0,1023255	0,0622895	0,0142488	0,0027864	0,0329842	0,0243475	0,0829605	0,6618625	0,0985319	0,3700477	0,6669226	0,2036831	0,0359745	0,0481516	0,0563744	0,4811372	0,0056150	0,3368941	0,0228228	0,0820228	0,3570531	0,7236191	0,0281514	0,3539781	0,0238843	0,7550278	0,4055340	0,2414710	0,0017329	0,5670340	0,1015044	0,2612060	0,0177599	0,0301835	0,0674285	0,0931521	0,0592020
800	0,0063904	0,0536035	0,0039355	0,0220033	0,3966368	0,0144805	0,1119983	0,2884787	0,2076697	0,4766896	0,2360379	0,4468954	0,6649792	0,1161865	0,5245713	0,3909813	0,2165068	0,0182273	0,0977819	0,3391800	0,0164998	0,1964246	0,0078195	0,1180819	0,0002214	0,2903095	0,4124937	0,1299423	0,1016460	0,0154855	0,0000873	0,0382981	0,0116766	0,1320388	0,5953546	0,1604601	0,2296993	0,6230649	0,2231445	0,0391476	0,0332302	0,0543171	0,4639068	0,0067369	0,2098252	0,0095112	0,0814024	0,3816176	0,8812258	0,0243337	0,2574645	0,0080886	0,8305543	0,3444582	0,3007062	0,0002626	0,7374726	0,0874362	0,3560602	0,0098516	0,0227065	0,0959193	0,1017299	0,0090209
820	0,0183626	0,0636372	0,0081223	0,0127068	0,3239902	0,0086078	0,1136386	0,2894259	0,2256289	0,4688482	0,1926158	0,3953733	0,5734017	0,1328372	0,5169082	0,4183256	0,2608181	0,0387646	0,0729437	0,3827078	0,0321281	0,2375164	0,0017967	0,0733136	0,0006187	0,3128129	0,3364631	0,1039281	0,0632680	0,0166838	0,0000000	0,0077281	0,0236807	0,1356653	0,6326151	0,0844563	0,2643668	0,6033709	0,1883125	0,0204494	0,0416003	0,0471318	0,4231588	0,0161964	0,2047171	0,0436923	0,1021654	0,3652060	0,7845685	0,0423913	0,2434684	0,0195640	0,8148764	0,3047219	0,2935586	0,0063541	0,8849087	0,1089824	0,3104754	0,0029303	0,0227472	0,0586656	0,0581209	0,0388100
840	0,0130919	0,0711180	0,0053320	0,0139691	0,3284472	0,0119266	0,1534536	0,3126201	0,2535224	0,4541444	0,2639070	0,4164526	0,5338552	0,1464086	0,5082055	0,2681701	0,2419970	0,0388528	0,0447194	0,3708186	0,0178821	0,0977860	0,0005253	0,1117580	0,0005797	0,3287278	0,2510866	0,1898697	0,0518248	0,0200020	0,0030261	0,0264608	0,0196016	0,1362397	0,6307248	0,0884557	0,3137516	0,8770160	0,1768063	0,0149733	0,0385599	0,0709372	0,4016469	0,0065720	0,1758744	0,0072010	0,1053067	0,3941902	0,7323461	0,0204140	0,3144083	0,0212600	0,6590906	0,2549280	0,2208384	0,0043065	0,7352072	0,1256468	0,3395111	0,0143957	0,0278994	0,0610060	0,0703802	0,0328186
860	0,0045708	0,0595361	0,0052167	0,0031872	0,4324892	0,0293674	0,1296844	0,2743150	0,2628135	0,4980405	0,1466624	0,3644573	0,4831858	0,1048023	0,5742778	0,1689011	0,2832930	0,0675998	0,0615833	0,3305376	0,0120229	0,0866851	0,0012575	0,0737102	0,0011787	0,3414333	0,3930797	0,1066170	0,0756226	0,0337946	0,0053477	0,0088519	0,0070991	0,0899456	0,6442075	0,1032058	0,2172058	0,8297090	0,1349634	0,0385587	0,0389459	0,0646207	0,3500548	0,0023222	0,1801557	0,0141184	0,0699533	0,4076681	0,7509935	0,0066304	0,3265396	0,0239167	0,6890633	0,3893050	0,3171710	0,0053357	0,7147143	0,0723736	0,3080770	0,0107605	0,0523475	0,0454829	0,0506574	0,0245631
880	0,0055748	0,0320243	0,0133851	0,0089762	0,3844787	0,0262320	0,1078178	0,2836459	0,2766072	0,4460921	0,2289036	0,4295378	0,5190491	0,0733250	0,5343387	0,2876460	0,2531345	0,0289439	0,0904178	0,3717511	0,0097720	0,1326113	0,0015125	0,1237326	0,0003038	0,3581414	0,3501634	0,1153420	0,0817732	0,0230012	0,0056036	0,0180365	0,0103740	0,1560861	0,7137776	0,1043649	0,2804163	0,8038203	0,1891703	0,0370835	0,0419148	0,0169701	0,4041097	0,0044174	0,2090816	0,0151672	0,0762963	0,4958434	0,7427943	0,0250174	0,3532252	0,0281848	0,6553389	0,3209760	0,3306217	0,0133779	0,7538994	0,0598262	0,3465462	0,0092337	0,0404460	0,0357051	0,0616595	0,0261063
900	0,0036426	0,0826809	0,0314192	0,0048148	0,4038701	0,0270659	0,1677502	0,2479932	0,2555914	0,5460550	0,2819788	0,4247151	0,4952798	0,1470373	0,5590961	0,2725914	0,2383028	0,0497987	0,0946182	0,3334978	0,0027297	0,0926111	0,0036193	0,0559484	0,0029987	0,4128070	0,3567605	0,1221746	0,1489163	0,0479192	0,0023487	0,0371650	0,0291154	0,0882437	0,5697425	0,1039170	0,2661012	0,9250755	0,1819197	0,0452097	0,0338915	0,0430973	0,4095359	0,0025169	0,1654337	0,0122273	0,0642784	0,4011637	0,8460553	0,0130589	0,3426507	0,0177820	0,7297899	0,3420984	0,4156322	0,0078805	0,7460973	0,0973214	0,4245578	0,0068242	0,0736904	0,0239945	0,0883254	0,0464434
920	0,0000952	0,1194227	0,0322604	0,0017769	0,3679948	0,0183789	0,1168757	0,2790775	0,2161098	0,5277059	0,2662143	0,4436733	0,5238707	0,1107519	0,5118563	0,2234210	0,2533280	0,0185683	0,0771490	0,3395237	0,0204145	0,1099084	0,0043250	0,0954785	0,0085204	0,3640439	0,3418185	0,1576546	0,1917512	0,0323935	0,0015275	0,0145581	0,0180421	0,1494305	0,5968436	0,0645046	0,2373945	0,8193517	0,2527631	0,0128285	0,0444908	0,0349347	0,4428948	0,0079022	0,1506676	0,0060540	0,0698677	0,4000100	0,8645216	0,0119272	0,4148473	0,0311950	0,6768896	0,3138836	0,3568245	0,0009174	0,6369336	0,0958479	0,3373312	0,0112460	0,0215843	0,0532978	0,0797893	0,0397482
940	0,0010790	0,0581524	0,0068733	0,0242820	0,3716538	0,0233218	0,1458565	0,2596655	0,2835502	0,5882809	0,2677772	0,4495321	0,5358467	0,1757638	0,4792004	0,2419602	0,3122111	0,0360272	0,0794126	0,3693361	0,0261708	0,1228202	0,0070878	0,1562788	0,0029590	0,2600537	0,4099101	0,1448444	0,1194735	0,0318559	0,0053561	0,0201415	0,0043708	0,0977146	0,6007899	0,0622550	0,3410230	0,9245449	0,2185287	0,0076065	0,0282685	0,0355438	0,4401841	0,0028042	0,0921804	0,0069049	0,0803881	0,3469169	0,7878033	0,0051187	0,3034867	0,0230319	0,5766095	0,2502174	0,2724554	0,0035840	0,7330399	0,0715690	0,4378644	0,0023411	0,0422795	0,0550367	0,0898212	0,0322504
960	0,0053280	0,0731787	0,0134286	0,0038386	0,3450379	0,0276897	0,1513325	0,3305147	0,2681208	0,4342080	0,3519920	0,4665724	0,6872989	0,1746452	0,4346468	0,3209190	0,2751920	0,0239718	0,0655067	0,2928744	0,0076917	0,1360635	0,0018205	0,1255629	0,0000051	0,3263482	0,3208700	0,1692208	0,1595557	0,0560666	0,0030655	0,0150236	0,0073708	0,1547530	0,6434551	0,0979516	0,3109079	0,8110928	0,2345072	0,0297616	0,0216563	0,0349990	0,3776616	0,0056350	0,0960481	0,0098867	0,0382560	0,3300484	0,8062788	0,0099820	0,3590353	0,0214225	0,8034960	0,2587456	0,3421592	0,0013259	0,6201563	0,0893596	0,4410193	0,0079831	0,0249155	0,0612590	0,1486219	0,0161814
980	0,0042873	0,0570672	0,0285978	0,0054663	0,4192385	0,0267733	0,1382368	0,3659119	0,2714036	0,4874403	0,2487168	0,5739795	0,7146393	0,1311340	0,4604714	0,2614536	0,1904465	0,0473705	0,0839429	0,3586316	0,0043973	0,1489004	0,0013540	0,1205930	0,0006997	0,4318353	0,3232549	0,1490945	0,1480338	0,0519334	0,0034201	0,0102875	0,0154008	0,1966357	0,4877551	0,0322170	0,2750320	0,7041493	0,2473865	0,0155208	0,0370617	0,0355200	0,4567020	0,0034509	0,0815957	0,0176023	0,0403974	0,3816260	0,7222296	0,0117957	0,2477284	0,0276135	0,7344624	0,2964319	0,2848209	0,0125198	0,6499711	0,1137475	0,3450457	0,0016215	0,0719969	0,0525468	0,1176829	0,0343078
1000	0,0031982	0,0350301	0,0100672	0,0024167	0,4097575	0,0107398	0,1382004	0,4352016	0,2009550	0,5547871	0,2277819	0,5003596	0,7029197	0,1296482	0,5713385	0,2309735	0,2034643	0,0384669	0,0824606	0,3273562	0,0154852	0,1557309	0,0000186	0,1121429	0,0004742	0,3586015	0,3170327	0,0915432	0,0937448	0,0691379	0,0001997	0,0033724	0,0346771	0,1876512	0,5124466	0,1106511	0,2416740	0,6636757	0,2682142	0,0246343	0,0455718	0,0304435	0,3864839	0,0234749	0,1014644	0,0069524	0,0478812	0,4149892	0,7517293	0,0102715	0,2224352	0,0151322	0,8215145	0,2884173	0,3295375	0,0014529	0,6883239	0,0937101	0,4451802	0,0103372	0,0659594	0,0414997	0,1170206	0,0212094
1020	0,0024808	0,0802690	0,0270303	0,0022107	0,4349280	0,0068545	0,0827730	0,3834958	0,1928388	0,4583604	0,2605303	0,4473621	0,6870962	0,2337343	0,5059541	0,2713102	0,2296765	0,0401438	0,0516142	0,3535142	0,0131847	0,1293166	0,0006492	0,1174393	0,0000244	0,3825040	0,3522571	0,0766139	0,0771244	0,0613217	0,0005553	0,0012027	0,0134637	0,1142855	0,6696312	0,0724483	0,3664923	0,7705517	0,2457949	0,0053525	0,0353794	0,0468442	0,4083215	0,0205330	0,0866443	0,0210391	0,0447611	0,4604034	0,7430599	0,0146064	0,3774982	0,0214639	0,7370242	0,3274720	0,3864743	0,0026632	0,8202782	0,0903973	0,4157784	0,0013666	0,0342659	0,1118958	0,1028910	0,0343203
1040	0,0096004	0,0485640	0,0102457	0,0010861	0,2705957	0,0079114	0,1261783	0,3429169	0,3134447	0,5300362	0,2782929	0,4673159	0,6551516	0,1541402	0,5113848	0,2684556	0,1917107	0,0474950	0,0539522	0,3912067	0,0059785	0,1559596	0,0067089	0,1447076	0,0000847	0,3498572	0,3124526	0,0536400	0,1065550	0,0397020	0,0017363	0,0131419	0,0526098	0,0919937	0,5514277	0,0795065	0,3232624	0,7090448	0,3053818	0,0297796	0,0447195	0,0503004	0,4459257	0,0182295	0,1780511	0,0304559	0,0265660	0,4258813	0,9696962	0,0444215	0,2466811	0,0274066	0,7102622	0,2620428	0,2973325	0,0026882	0,6456357	0,0920467	0,3122283	0,0001138	0,0324331	0,0820937	0,1061504	0,0269130
1060	0,0040619	0,0550955	0,0267779	0,0006877	0,4048440	0,0119739	0,1072963	0,3705062	0,2160805	0,4232429	0,3815553	0,4939981	0,6319321	0,1563766	0,5594176	0,1650569	0,2335693	0,0615270	0,0649125	0,3177051	0,0094510	0,1065858	0,0023171	0,0795742	0,0007836	0,3766071	0,3909597	0,0690862	0,1084773	0,0589564	0,0024424	0,0136446	0,0158665	0,1269913	0,6218201	0,0983568	0,4822188	0,6889339	0,3519893	0,0039084	0,0452802	0,0279869	0,4300998	0,0119411	0,0885397	0,0356617	0,0173518	0,3752935	0,8518931	0,0136959	0,3513487	0,0155930	0,7996136	0,3359918	0,3197656	0,0061371	0,9034428	0,0586057	0,3718425	0,0025144	0,0571838	0,0777433	0,1040103	0,0604770
1080	0,0013385	0,0526630	0,0106458	0,0015640	0,4127816	0,0080377	0,1493415	0,2950359	0,2390844	0,4888795	0,2601986	0,4730352	0,6714643	0,1086829	0,5343503	0,2895712	0,3037839	0,0480535	0,0600926	0,3824104	0,0318837	0,1622234	0,0023529	0,1253402	0,0003615	0,3998668	0,4025627	0,0815663	0,1158248	0,0620692	0,0087671	0,0120556	0,0285909	0,1488570	0,7114978	0,0662466	0,4167150	0,6524794	0,3236171	0,0051667	0,0601423	0,0393211	0,4658765	0,0123934	0,0768980	0,0701179	0,0269913	0,3902800	0,7657408	0,0113891	0,2954253	0,0299292	0,7182828	0,2659375	0,2403701	0,0034740	0,7047709	0,0616859	0,4608829	0,0006354	0,0496826	0,0909673	0,0486455	0,0380124
1100	0,0181376	0,0499383	0,0089841	0,0032042	0,5233643	0,0012671	0,2038062	0,3574054	0,2530109	0,4120026	0,2812206	0,4921707	0,6357208	0,1569539	0,4371758	0,1924139	0,2900282	0,0546592	0,0659014	0,3496823	0,0436799	0,1866954	0,0027916	0,0873184	0,0011372	0,3659854	0,4255550	0,0992023	0,1240812	0,0396485	0,0016437	0,0252443	0,0414331	0,1444181	0,7155566	0,0592006	0,3800609	0,7811906	0,2451662	0,0165424	0,0540575	0,0612663	0,4202838	0,0220897	0,0831379	0,0240023	0,0318928	0,4956336	0,7325413	0,0103316	0,3130873	0,0315354	0,7043168	0,3796559	0,2718840	0,0042009	0,7824834	0,1101920	0,4220862	0,0001074	0,0358813	0,0938613	0,0932713	0,0288199

0	0,0026661	0,0735888	0,0151990	0,0046489	0,0323420	0,0183292	0,1227244	0,3938428	0,2369690	0,4373880	0,2671914	0,4882690	0,5484906	0,1306602	0,5595546	0,3115788	0,1733375	0,0466726	0,0521805	0,2912563	0,0029176	0,1230931	0,0171669	0,1976228	0,0009608	0,3690313	0,4042635	0,1006834	0,0794087	0,0493959	0,0061440	0,0062376	0,0186339	0,1571009	0,6772213	0,1014588	0,1177773	0,8600364	0,1695616	0,0080670	0,0312061	0,0589824	0,4240370	0,0136993	0,0679486	0,0025457	0,0320848	0,3936782	0,7746333	0,0116376	0,3435738	0,0068935	0,6795422	0,3745193	0,3268270	0,0035102	0,6536455	0,1380407	0,3493953	0,0061049	0,0413397	0,0808940	0,0460885	0,0281379
20	0,0015995	0,0835788	0,0050840	0,0295739	0,0220886	0,0178524	0,1291983	0,1806316	0,2556573	0,5220852	0,2459309	0,4867853	0,6232648	0,1622300	0,4788086	0,2401261	0,2081623	0,0735352	0,0546701	0,3647195	0,0232101	0,1137554	0,0089642	0,1543859	0,0012779	0,3303967	0,2723787	0,0798213	0,0956044	0,0434214	0,0036945	0,0308592	0,0580241	0,2290060	0,5712498	0,0978654	0,0955419	0,8954504	0,2334531	0,0378356	0,0157547	0,0422740	0,3161886	0,0153678	0,1213156	0,0598957	0,0381273	0,4739484	0,7865458	0,0457466	0,3645933	0,0180757	0,8711023	0,2842818	0,3119445	0,0020042	0,6022667	0,0706409	0,3753204	0,0173424	0,0246581	0,0642548	0,1264563	0,0394290
40	0,0076354	0,0735064	0,0027494	0,0157726	0,0298889	0,0238988	0,0726507	0,2707739	0,2731188	0,4452053	0,2888732	0,4237808	0,6209753	0,1255339	0,5353369	0,2870121	0,2428664	0,0832326	0,0738359	0,3347050	0,0105043	0,1028400	0,0263799	0,2651912	0,0000000	0,3032816	0,3314585	0,1553791	0,0611837	0,0504034	0,0006736	0,0085917	0,1445946	0,4149238	0,5096023	0,1641002	0,0772815	0,8320101	0,2045251	0,0631113	0,0266658	0,0428909	0,3419546	0,0086095	0,0600981	0,2151065	0,0250847	0,4355991	0,7670672	0,0678702	0,2899137	0,0275818	0,7494602	0,3291223	0,2680170	0,0092828	0,6762861	0,0498292	0,4548223	0,0211280	0,0268370	0,1648728	0,1292067	0,0992912
