"Time"	rhaR	rhaS	crp	feaR	melR	zraR	malI	mtlR	prpR	ascG	rbsR	marR	fucR	chbR	nagC	srlR	gutM	idnR	xylR	uxuR	chbB	chbF	chbG	chbA	chbC	gutQ	srlE	srlD	srlA	srlB	zraS	rhaB	prpE	prpD	rbsC	rbsA	melB	nagE	fucO	rhaD	ascF	prpB	rbsB	fucU	rhaA	fucA	prpC	fucI	nagD	ascB	rbsK	fucP	malX	rbsD	gntP	melA	malY	nagB	fucK	xylF	uxuA	uxuB	rhaT	xylH
960	0,0103742	0,1103099	0,0268517	0,0146916	0,0435391	0,0154750	0,0760233	0,2073430	0,1971401	0,5733233	0,3077908	0,4612084	0,6058303	0,1349819	0,4797564	0,2620694	0,2842587	0,0122091	0,0343566	0,4189578	0,0373036	0,1289602	0,0022408	0,0923032	0,0000367	0,3450221	0,4430001	0,1313162	0,1088841	0,0437267	0,0041384	0,0126249	0,0132298	0,0979482	0,5197746	0,0563229	0,3375629	0,6598230	0,2311812	0,0258533	0,0453442	0,0283418	0,3399592	0,0052755	0,1870986	0,0912739	0,0392118	0,5405228	0,7521958	0,0234705	0,2161329	0,0096672	0,7689749	0,2900046	0,2346856	0,0006072	0,6521716	0,0870811	0,3972164	0,0012524	0,0227734	0,0853715	0,1783939	0,0639967
980	0,0017121	0,0503408	0,0189162	0,0080403	0,0201724	0,0146339	0,1062157	0,3679272	0,2761939	0,5055592	0,3383479	0,4160586	0,5273663	0,1128750	0,3908786	0,2332903	0,2286933	0,0173834	0,0515449	0,3941359	0,0412723	0,1297200	0,0037253	0,0991335	0,0002080	0,3629022	0,4418824	0,1899331	0,1620663	0,0614864	0,0015582	0,0201595	0,0114974	0,1522927	0,5171473	0,0634441	0,2869698	0,6621605	0,2086342	0,0102309	0,0231663	0,0373461	0,4934109	0,0154174	0,2218052	0,0928153	0,0306845	0,5207347	0,6629399	0,0077372	0,3122713	0,0162443	0,7054642	0,3129736	0,3047889	0,0023295	0,6083843	0,1251470	0,4071002	0,0035708	0,0128134	0,1221941	0,1708247	0,0296367
1000	0,0043590	0,0784690	0,0292987	0,0161343	0,0129647	0,0235757	0,1489182	0,3010492	0,2559681	0,5352376	0,2748385	0,5471227	0,6028303	0,1105387	0,4210079	0,3440445	0,2632847	0,0173185	0,0342881	0,3070518	0,0312774	0,1116420	0,0037305	0,0562436	0,0001127	0,3816252	0,3153824	0,1480749	0,0608987	0,0555568	0,0002741	0,0059032	0,0238890	0,1112494	0,5667348	0,0840693	0,2603956	0,6049998	0,1646294	0,0034070	0,0318531	0,0341666	0,4003622	0,0052287	0,2475483	0,0455839	0,0348006	0,5754531	0,7818126	0,0160454	0,2877035	0,0216152	0,6716698	0,3170189	0,3524776	0,0006425	0,6613857	0,0615553	0,4196783	0,0039205	0,0103903	0,0771027	0,1124834	0,0602144
1020	0,0033776	0,0736507	0,0152906	0,0143499	0,0092172	0,0187617	0,0901009	0,4008411	0,2817132	0,3975014	0,2594838	0,5163460	0,5213286	0,1713596	0,6007584	0,2704285	0,1803709	0,0152414	0,0577758	0,2880474	0,0292959	0,1173999	0,0058775	0,1188851	0,0002232	0,3611423	0,4198140	0,1212932	0,0710136	0,0330565	0,0007445	0,0154830	0,0082667	0,1812230	0,6603204	0,0610475	0,2325156	0,6900915	0,1622468	0,0022265	0,0274467	0,0676313	0,3292977	0,0098498	0,2346615	0,0297289	0,0627446	0,5080976	0,6748305	0,0193128	0,2677660	0,0188784	0,7942815	0,2202148	0,3230431	0,0012290	0,8203843	0,0970508	0,4275129	0,0074172	0,0214059	0,0889638	0,1072234	0,0394724
1040	0,0047559	0,0582853	0,0291550	0,0138489	0,0323600	0,0123160	0,0742093	0,3174105	0,2686547	0,4276502	0,2700098	0,4033984	0,4734767	0,1370371	0,4928765	0,3574852	0,2456623	0,0249580	0,0933889	0,3315077	0,0481943	0,0889242	0,0033933	0,1590489	0,0004706	0,3312279	0,2975840	0,0816762	0,1395338	0,0226583	0,0001379	0,0076220	0,0213623	0,1133663	0,6786717	0,0395503	0,2843733	0,7264272	0,2859544	0,0007627	0,0185265	0,0214103	0,4347775	0,0023548	0,2099957	0,0683661	0,0597067	0,4454323	0,6331699	0,0298938	0,2366364	0,0106153	0,6928371	0,3790842	0,2822688	0,0003516	0,8562956	0,0539226	0,4244266	0,0007272	0,0212595	0,0556433	0,1294699	0,1227902
1060	0,0010394	0,0481374	0,0237677	0,0283807	0,0260430	0,0193542	0,0815192	0,2639921	0,2696787	0,4539180	0,3044346	0,5824779	0,7220378	0,1044399	0,5886426	0,2857514	0,2703789	0,0274858	0,0640741	0,4179002	0,0113837	0,1951361	0,0027853	0,1812043	0,0001007	0,2681424	0,3877944	0,0940225	0,0568768	0,0202784	0,0003815	0,0121098	0,0081784	0,1873132	0,5328237	0,0570747	0,1952826	0,7209375	0,2934743	0,0060467	0,0578985	0,0421770	0,3287116	0,0102170	0,1435242	0,1028104	0,0339001	0,4185220	0,7773549	0,0448438	0,2345028	0,0109302	0,8089199	0,3079836	0,3471558	0,0003767	0,7121114	0,0658286	0,5021015	0,0058862	0,0236267	0,0715414	0,0884354	0,0535440
1080	0,0007740	0,0469358	0,0144240	0,0104824	0,0314694	0,0306911	0,1547021	0,1792206	0,1968847	0,4808061	0,2586828	0,3605673	0,6161477	0,1468672	0,5776631	0,3067148	0,2006106	0,0520508	0,1305926	0,4286883	0,0123381	0,1518859	0,0056345	0,1283276	0,0007060	0,1895174	0,3023275	0,1219923	0,0791396	0,0317786	0,0010340	0,0211338	0,0087516	0,1529524	0,6502307	0,0542603	0,1164362	0,7724905	0,2212291	0,0076567	0,0351225	0,0561930	0,3660020	0,0048808	0,1452322	0,0768508	0,0494303	0,4079532	0,6026410	0,0191144	0,3053050	0,0054986	0,9111582	0,2631119	0,3848397	0,0057739	0,6927590	0,0380912	0,4268658	0,0031114	0,0388940	0,0614743	0,1037588	0,0570366
1100	0,0000239	0,0702473	0,0158115	0,0078640	0,0239661	0,0436413	0,1242750	0,2387196	0,2124593	0,3989896	0,2943977	0,4203971	0,5870257	0,1305033	0,5548201	0,2974008	0,1994150	0,0433626	0,0716105	0,3276589	0,0226877	0,1111990	0,0044799	0,1420219	0,0007230	0,3262902	0,3288942	0,0941894	0,1418035	0,0699136	0,0002646	0,0030496	0,0399721	0,1637145	0,7789759	0,0766727	0,1282715	0,7208785	0,1495408	0,0046551	0,0340973	0,0456795	0,3745103	0,0109370	0,1554091	0,0482270	0,0458881	0,2921538	0,6939955	0,0091805	0,2946298	0,0028470	0,6295593	0,2656575	0,3738735	0,0011282	0,5614774	0,0567701	0,4584349	0,0122995	0,0421990	0,0731762	0,1173174	0,1030473

0	0,0043082	0,0354984	0,0100446	0,0153425	0,0246805	0,0047722	0,1162852	0,3666638	0,2528688	0,5067109	0,2467080	0,4463696	0,5603985	0,1073123	0,4939273	0,2861667	0,1671623	0,0285499	0,0634213	0,3170834	0,0019883	0,1086336	0,0056279	0,1013487	0,0072083	0,2973833	0,3385080	0,1025898	0,0819291	0,0307306	0,0043000	0,0276141	0,0106545	0,0990197	0,5864774	0,1007030	0,1010109	0,7886671	0,1829510	0,0109236	0,0197238	0,0667615	0,3717555	0,0073716	0,0812958	0,0049270	0,0260104	0,3227372	0,7137337	0,0105858	0,3039849	0,0083274	0,7474373	0,4236590	0,2952634	0,0020860	0,6676494	0,0820317	0,3605334	0,0018347	0,0239193	0,0960413	0,0398942	0,0366274
20	0,0018540	0,0780355	0,0318177	0,0168751	0,0209105	0,0571620	0,0950709	0,2780124	0,2499793	0,5210849	0,2507622	0,4260923	0,6077634	0,0981064	0,5517500	0,2975280	0,2013494	0,0456151	0,0356906	0,3642563	0,0074160	0,1489687	0,0017243	0,1049336	0,0000492	0,2373011	0,3504669	0,1290878	0,0902807	0,0350659	0,0044949	0,0163002	0,0443066	0,1463076	0,7222557	0,0482426	0,1087735	0,7631648	0,1934486	0,0038068	0,0322817	0,0401936	0,3350172	0,0044828	0,0802822	0,0915849	0,0135917	0,3707056	0,6674421	0,0293216	0,2902226	0,0134733	0,6932405	0,2954770	0,3119286	0,0877452	0,8223954	0,0669705	0,3355696	0,0062228	0,0448067	0,0828683	0,0821568	0,0381842
40	0,0030155	0,0550399	0,0090381	0,0135220	0,0492429	0,1445278	0,0733876	0,1630045	0,2220007	0,4367470	0,2286457	0,4500706	0,6167769	0,1223715	0,5581311	0,3039710	0,2091554	0,0401141	0,0844828	0,3554459	0,0086333	0,1235954	0,0004456	0,1002896	0,0059450	0,2484722	0,4000650	0,1321942	0,1089218	0,0629307	0,0008840	0,0185973	0,0139247	0,1331191	0,5948774	0,0845954	0,1813085	0,7365969	0,1624580	0,0189124	0,0398900	0,0734820	0,3179941	0,0018239	0,1569046	0,2755759	0,0121092	0,4591840	0,6441816	0,0131316	0,3804749	0,0174760	0,5575794	0,2185310	0,3127865	0,2272581	0,8540678	0,1025257	0,3514084	0,0043756	0,0309996	0,0792078	0,1334976	0,0960405
60	0,0011351	0,0512959	0,0117629	0,0233769	0,0416666	0,1825482	0,1134482	0,2041655	0,1991076	0,4988183	0,2690490	0,3794221	0,6263413	0,1136961	0,6011977	0,3003098	0,2096936	0,0418051	0,0494410	0,4085528	0,0100332	0,0846298	0,0146734	0,1144397	0,0024518	0,1465517	0,4546032	0,1209931	0,1431109	0,0513333	0,0004533	0,0109490	0,0269879	0,1594540	0,6281319	0,1981505	0,2429186	0,8390372	0,2016868	0,0109386	0,0495334	0,0408028	0,2136371	0,0065554	0,0689723	0,3426199	0,0180248	0,5142536	0,5331492	0,0255127	0,3256712	0,0111938	0,4796996	0,1555507	0,1811600	0,2800138	0,5989476	0,1105382	0,3689489	0,0042427	0,0339392	0,0677428	0,1318227	0,2206113
80	0,0011573	0,0487464	0,0149076	0,0136561	0,0520424	0,3689648	0,0694635	0,1847687	0,2558380	0,3763980	0,2558809	0,3530177	0,5851276	0,1630820	0,5748363	0,4147936	0,2116861	0,0688552	0,0262728	0,3139482	0,0196197	0,0614645	0,0008670	0,0827370	0,0031205	0,1056246	0,4715740	0,1086522	0,1014875	0,0332668	0,0006703	0,0051096	0,0129050	0,1166322	0,5773125	0,1617722	0,2785661	0,7691048	0,2226111	0,0101676	0,0344333	0,0475586	0,2134403	0,0064367	0,1169852	0,5573690	0,0091579	0,4574899	0,5317141	0,0111166	0,4089645	0,0127088	0,3789677	0,1470131	0,1839908	0,2959858	0,6824765	0,0746553	0,4408489	0,0041811	0,0571051	0,0730405	0,0814481	0,3056964
100	0,0010597	0,0887452	0,0101700	0,0141898	0,0388061	0,4249293	0,1054063	0,1722194	0,2211787	0,4213074	0,1906768	0,3434447	0,5822319	0,1550587	0,4699493	0,4105972	0,2281762	0,0106741	0,0484115	0,3702648	0,0040476	0,0731671	0,0016748	0,0835206	0,0027897	0,0995495	0,4917055	0,0753699	0,1136030	0,0558254	0,0023928	0,0068966	0,0093846	0,0890566	0,6934688	0,2167049	0,3111874	0,7986331	0,2821929	0,0045998	0,0169535	0,0375302	0,2209824	0,0008350	0,1144097	0,5132834	0,0066885	0,3881944	0,4236555	0,0054002	0,2704368	0,0224349	0,3154463	0,0862613	0,1188065	0,3525906	0,9600238	0,1208484	0,3494045	0,0057102	0,0339004	0,0759329	0,0885792	0,3667249
120	0,0005193	0,0810205	0,0169878	0,0084743	0,0296709	0,5678298	0,1001498	0,1155623	0,2429850	0,4087517	0,2255975	0,4126030	0,6050257	0,1248226	0,4271981	0,4063911	0,1635986	0,0412119	0,0338759	0,4015507	0,0042254	0,1272440	0,0018679	0,0750534	0,0015839	0,0961980	0,4350026	0,1202869	0,0738004	0,0243603	0,0013520	0,0116349	0,0162149	0,1643134	0,5370285	0,2706940	0,3495413	0,7913626	0,2787305	0,0040135	0,0373241	0,0202064	0,1949235	0,0009361	0,1475960	0,6484143	0,0122399	0,6239322	0,4953801	0,0056750	0,3072002	0,0087252	0,1796345	0,0993099	0,1311829	0,4377689	0,7166701	0,0954218	0,4488982	0,0031601	0,0227828	0,0528709	0,0722318	0,4211855
140	0,0100075	0,0437446	0,0120572	0,0290885	0,0390772	0,5858593	0,1150782	0,1820256	0,2556704	0,4813638	0,2471821	0,4691506	0,6159797	0,1653565	0,5111343	0,4176359	0,1738443	0,0396650	0,0640216	0,3507795	0,0084066	0,0756880	0,0043207	0,0628629	0,0048774	0,0549024	0,4298151	0,1115779	0,0986434	0,0239563	0,0045120	0,0066346	0,0700746	0,0900822	0,6288731	0,2749951	0,3972679	0,7610754	0,2006777	0,0129242	0,0136935	0,0492414	0,2511902	0,0074434	0,1153622	0,7635836	0,0201118	0,4934627	0,3809687	0,0067584	0,2478018	0,0106520	0,1434159	0,0432657	0,1213911	0,4855748	0,6975990	0,2219825	0,3177845	0,0053273	0,0255816	0,0867516	0,0960878	0,3673210
160	0,0108419	0,0378109	0,0152712	0,0188921	0,0329054	0,4929961	0,1217627	0,1535890	0,2619772	0,5344490	0,2556765	0,4126243	0,7358539	0,1705652	0,5118583	0,4550529	0,1775970	0,0381186	0,0380281	0,3652944	0,0108627	0,0890231	0,0016265	0,0939040	0,0003465	0,0605997	0,4139089	0,0932610	0,0782085	0,0272053	0,0114515	0,0184480	0,0447592	0,0831601	0,6021001	0,2107107	0,3852419	0,7873581	0,1872254	0,0215083	0,0217013	0,0464181	0,1789086	0,0045343	0,1294207	0,6218050	0,0376365	0,5022341	0,3783324	0,0085060	0,2781515	0,0130321	0,1310078	0,0274457	0,1184006	0,5017195	0,7294170	0,2287315	0,4032758	0,0004932	0,0146270	0,0863995	0,0983641	0,5192168
180	0,0085271	0,0516726	0,0128315	0,0229472	0,0544359	0,5589356	0,1090167	0,1181087	0,2338792	0,5564986	0,2659210	0,4445432	0,5910368	0,1439959	0,4837066	0,3858936	0,1534845	0,0161597	0,0485315	0,3175095	0,0082803	0,1398906	0,0096764	0,1514511	0,0008999	0,0431738	0,5044822	0,0579353	0,0642265	0,0204772	0,0036068	0,0145265	0,0197208	0,1643688	0,5521540	0,1849964	0,4993676	1,0176795	0,2360683	0,0099140	0,0358788	0,0357685	0,1991504	0,0081665	0,0972510	0,7325895	0,0182146	0,5570903	0,4378877	0,0047981	0,2638794	0,0083123	0,0831377	0,0190795	0,0800715	0,5543054	0,6642181	0,2410385	0,3500705	0,0012970	0,0182856	0,0634070	0,1345715	0,5523833
200	0,0036638	0,0430508	0,0260034	0,0195595	0,0557119	0,6377773	0,1125427	0,1682128	0,3048969	0,6649356	0,2713200	0,4096888	0,6128053	0,1278061	0,5100727	0,3988164	0,1936381	0,0081808	0,0576317	0,3119178	0,0129618	0,1085247	0,0016894	0,1219969	0,0013421	0,0422775	0,4847923	0,0980386	0,0798857	0,0198098	0,0032983	0,0149289	0,0536189	0,1623072	0,5510366	0,1733506	0,4299292	0,8655381	0,2156843	0,0045563	0,0360396	0,0656091	0,2494865	0,0170736	0,1531408	0,7291189	0,0282191	0,4140882	0,4999613	0,0029245	0,3961291	0,0146973	0,1028979	0,0185648	0,1006383	0,4364463	0,7684494	0,1988979	0,3678409	0,0001503	0,0463715	0,0533205	0,1327418	0,4162152
220	0,0053079	0,0663069	0,0231118	0,0252471	0,0903294	0,6257654	0,0590262	0,1547732	0,2893459	0,5286518	0,2632670	0,5379686	0,5112755	0,1419426	0,4713092	0,4118933	0,1865440	0,0334640	0,0889742	0,5196596	0,0155901	0,1091111	0,0019485	0,1398487	0,0002012	0,0729277	0,3739265	0,1039013	0,0569723	0,0167142	0,0064469	0,0063773	0,0129996	0,0984421	0,5849518	0,2249973	0,4273402	0,7815622	0,2249316	0,0024317	0,0507275	0,0416600	0,2578833	0,0150738	0,1396256	0,7363809	0,0371197	0,5184861	0,3880872	0,0134768	0,3399743	0,0634811	0,0807646	0,0230059	0,0617735	0,4539495	0,5849853	0,1225954	0,3248076	0,0006241	0,0748557	0,0487195	0,0946325	0,5826177
240	0,0118992	0,1400137	0,0209112	0,0132981	0,0490160	0,6778804	0,1332438	0,1522374	0,2223377	0,5196967	0,2517580	0,5505928	0,4301815	0,1722767	0,4019019	0,5500159	0,1525498	0,0251586	0,1472751	0,3062957	0,0601294	0,1568709	0,0009564	0,0965624	0,0000000	0,0534536	0,3656348	0,1427362	0,0367554	0,0540818	0,0083562	0,0052781	0,0112462	0,1463997	0,6085146	0,2467686	0,4931377	0,7358185	0,2388712	0,0049583	0,0337318	0,0278605	0,1633815	0,0133664	0,2017829	0,7071586	0,0159383	0,4609276	0,2321006	0,0111536	0,3325179	0,0130569	0,0650178	0,0209945	0,0992847	0,5098573	0,8288888	0,1699227	0,3990291	0,0050847	0,0441512	0,0416549	0,0645438	0,6619949
260	0,0039459	0,0727483	0,0110051	0,0143242	0,0467793	0,6483998	0,1556000	0,1484997	0,3165847	0,4201496	0,3072863	0,3757797	0,6676487	0,1226535	0,5565341	0,3859004	0,1514638	0,0392690	0,1329911	0,4262058	0,0215075	0,1539257	0,0006025	0,2340797	0,0000000	0,0483149	0,4090046	0,0739869	0,0406338	0,0329974	0,0005064	0,0109874	0,0116308	0,1192669	0,5385599	0,1697199	0,4474860	0,8574019	0,1476365	0,0034843	0,0469300	0,0493379	0,1883103	0,0101001	0,1861398	0,6212924	0,0280171	0,4995201	0,4089310	0,0074714	0,3427663	0,0281315	0,0600406	0,0392589	0,0595174	0,5607702	0,7004011	0,2087052	0,3210416	0,0049473	0,0287271	0,0611331	0,1051861	0,6036994
280	0,0029716	0,0815282	0,0132372	0,0159456	0,0449471	0,6044555	0,1357370	0,1598061	0,2315000	0,4151634	0,3247136	0,4815507	0,5338955	0,1190757	0,4604920	0,3348293	0,2507078	0,0090048	0,0932421	0,3184323	0,0175594	0,0953242	0,0004707	0,1768350	0,0001761	0,0373978	0,4587620	0,0795530	0,0265575	0,0306907	0,0003332	0,0133366	0,0191170	0,1407125	0,5328598	0,2557531	0,3652472	0,6774302	0,1776148	0,0048369	0,0260201	0,0239815	0,2519895	0,0260780	0,1481166	0,6146061	0,0414260	0,5795795	0,3537118	0,0080230	0,3421388	0,0154651	0,0590097	0,0204819	0,0652322	0,6125324	0,6759247	0,1563950	0,4186373	0,0040072	0,0299142	0,0340938	0,0700352	0,5706435
300	0,0037011	0,0602796	0,0089073	0,0109689	0,0603489	0,7986179	0,1331139	0,1873500	0,2093561	0,3782699	0,3006017	0,4847934	0,4296939	0,1357087	0,5688065	0,3852414	0,1828513	0,0252660	0,0615166	0,2506081	0,0182386	0,1217541	0,0055108	0,1347867	0,0002178	0,0390903	0,4472135	0,1305900	0,0602299	0,0207971	0,0013248	0,0085770	0,0187734	0,0913039	0,5872719	0,2128802	0,6020951	0,6874809	0,1404991	0,0081268	0,0794997	0,0282659	0,2098282	0,0179519	0,1409035	0,7747315	0,0055420	0,5169287	0,3254996	0,0121103	0,3191763	0,0319470	0,0332837	0,0366807	0,0576992	0,6346582	0,7301623	0,1392262	0,3044034	0,0033323	0,0134381	0,0321063	0,0766199	0,6604192
320	0,0030923	0,0530225	0,0187780	0,0048140	0,0819156	0,5952329	0,1368077	0,1544709	0,2264426	0,6065585	0,2213138	0,4685706	0,4572924	0,1737039	0,4571832	0,3929826	0,1539074	0,0163556	0,0482495	0,3226741	0,0086842	0,1417117	0,0004567	0,1651651	0,0092034	0,0320070	0,4300419	0,1073311	0,0603723	0,0304134	0,0003821	0,0418092	0,0048719	0,1179766	0,6099933	0,2063264	0,4236375	0,8217272	0,2151734	0,0088717	0,0262270	0,0234705	0,1809937	0,0081273	0,1649291	0,5877599	0,0387931	0,5072512	0,3755857	0,0128749	0,3683471	0,0061720	0,0380142	0,0468081	0,0611035	0,5926781	0,7260017	0,2630136	0,3229577	0,0024855	0,0459194	0,0460899	0,0772264	0,6866025
340	0,0014243	0,1140788	0,0103933	0,0167295	0,1093971	0,6167520	0,0800758	0,1208373	0,2387506	0,5845064	0,2369230	0,4481546	0,5299431	0,1813804	0,4705971	0,3766559	0,2025665	0,0315757	0,0624865	0,4060403	0,0120842	0,1316809	0,0089295	0,1512477	0,0000073	0,0495123	0,3580475	0,0961710	0,0518792	0,0304036	0,0067222	0,0118800	0,0049378	0,1390158	0,4869929	0,2828947	0,4508786	0,6737801	0,2353495	0,0006130	0,0592586	0,0469981	0,2191298	0,0072199	0,2015536	0,6547690	0,0529569	0,5565787	0,3806764	0,0060384	0,3856127	0,0047825	0,0815800	0,0274490	0,0804299	0,5089800	0,8986553	0,2411282	0,2783535	0,0088650	0,0269308	0,0558091	0,0641871	0,5871104
360	0,0034298	0,0599057	0,0090528	0,0089818	0,1052778	0,5925412	0,1257630	0,0953945	0,2755984	0,5883210	0,2636428	0,5011302	0,4705831	0,1184259	0,5472975	0,3892671	0,1869161	0,0452930	0,0561786	0,3521415	0,0185094	0,1124091	0,0061002	0,1446676	0,0007069	0,0372468	0,4212598	0,1301923	0,0251790	0,0215712	0,0004884	0,0132448	0,0129598	0,0738493	0,5865510	0,2893696	0,4479389	0,7096494	0,2379817	0,0056514	0,0311497	0,0563786	0,2203703	0,0145498	0,1785455	0,8255793	0,0135584	0,5453800	0,5213228	0,0057279	0,3137603	0,0037564	0,0779716	0,0300463	0,1146790	0,6559398	0,7581914	0,2182612	0,4119060	0,0036254	0,0243795	0,0866627	0,0582217	0,6719300
380	0,0011271	0,0519323	0,0315934	0,0395874	0,0702607	0,6535356	0,1354989	0,1265291	0,2503378	0,4370368	0,3170588	0,4298499	0,4651974	0,1055161	0,5689559	0,4027707	0,2033902	0,0338746	0,0859783	0,3253888	0,0074356	0,1814463	0,0017525	0,0916057	0,0009092	0,0335519	0,4685254	0,1128924	0,0560564	0,0085967	0,0037358	0,0120762	0,0007185	0,0944023	0,6474555	0,2428718	0,5017118	0,6465776	0,1821559	0,0063173	0,0421313	0,0078426	0,3336163	0,0019687	0,1247060	0,7071537	0,0324535	0,5592825	0,4178185	0,0216636	0,3131590	0,0110299	0,0672084	0,0236903	0,0580985	0,5505462	0,8076191	0,1773089	0,4904793	0,0019347	0,0314042	0,0895636	0,0844051	0,6539038
400	0,0076855	0,0703154	0,0270844	0,0134220	0,0794152	0,7132301	0,0966819	0,1794280	0,2834351	0,5840501	0,2798786	0,4029939	0,4255781	0,1129830	0,5598889	0,3555170	0,1978054	0,0313602	0,0499288	0,3165373	0,0161201	0,0937743	0,0078819	0,1323163	0,0015101	0,0967535	0,4032888	0,1138408	0,0461648	0,0137893	0,0000000	0,0111172	0,0174918	0,1320075	0,5356612	0,2387337	0,4175478	0,6594916	0,1811091	0,0115026	0,0252538	0,0201274	0,3124924	0,0111020	0,1106128	0,6239744	0,0160979	0,4996675	0,3681335	0,0060996	0,3253617	0,0063667	0,0898728	0,0348232	0,0655915	0,6197084	0,6732620	0,2316035	0,3733534	0,0087426	0,0442147	0,0661348	0,0643170	0,7106626
420	0,0182938	0,0551006	0,0153638	0,0045973	0,1135793	0,5146327	0,1149699	0,1374386	0,2952918	0,3625170	0,2391700	0,4139496	0,4816266	0,1546043	0,5113970	0,4907252	0,1900457	0,0291255	0,0561289	0,4349667	0,0217023	0,0836521	0,0034421	0,0913336	0,0000059	0,0645582	0,4475591	0,1211486	0,0354702	0,0452621	0,0008919	0,0232495	0,0090733	0,1606926	0,6051570	0,2517346	0,5164240	0,6562567	0,1373762	0,0019998	0,0538990	0,0567552	0,2636392	0,0149225	0,0921932	0,6362839	0,0108597	0,5247747	0,3969087	0,0136031	0,3265633	0,0067918	0,0628271	0,0222003	0,0738785	0,5876482	0,7766260	0,2232078	0,3962422	0,0020370	0,0204734	0,0760676	0,0522384	0,6683634
440	0,0021142	0,0534470	0,0087328	0,0193226	0,0686402	0,6808244	0,1397437	0,1741790	0,2840255	0,4573787	0,2557978	0,4704023	0,5090670	0,1551975	0,6609829	0,3511365	0,2203560	0,0372265	0,0661122	0,3801930	0,0137430	0,0849499	0,0118298	0,1451831	0,0017093	0,0407664	0,4933062	0,1489822	0,0584519	0,0671449	0,0012296	0,0257838	0,0099612	0,1574976	0,4861137	0,2195307	0,4774382	0,5911902	0,1633248	0,0057675	0,0330950	0,0422722	0,2131822	0,0034110	0,0913217	0,7582481	0,0159494	0,5563948	0,3289769	0,0076367	0,3211098	0,0174898	0,0673208	0,0186988	0,1015069	0,6062430	0,8236247	0,2444925	0,3279121	0,0024990	0,0311635	0,0992363	0,0669882	0,5716997
460	0,0060580	0,0590461	0,0174657	0,0060615	0,1786525	0,6648950	0,1459440	0,1717511	0,2852861	0,4228556	0,2840629	0,4019098	0,5353387	0,1251459	0,6112990	0,3169110	0,1711336	0,0304506	0,0571659	0,4127515	0,0111469	0,1405724	0,0085939	0,0824525	0,0006031	0,0440669	0,3852062	0,0953177	0,0327005	0,0358326	0,0001822	0,0213170	0,0025502	0,1566735	0,5866185	0,2046845	0,4439843	0,6388693	0,1237871	0,0196711	0,0331153	0,0299848	0,2759009	0,0157872	0,1339532	0,6727107	0,0617452	0,5676039	0,4444502	0,0181373	0,3400608	0,0112016	0,0513028	0,0382388	0,0669839	0,4849134	0,7252491	0,0945100	0,3681483	0,0001024	0,0539658	0,0751790	0,0381122	0,5663306
480	0,0018933	0,0478266	0,0164067	0,0131737	0,1219970	0,5841089	0,1375273	0,1721419	0,2647574	0,5257093	0,2159292	0,3787923	0,5203199	0,1327945	0,5077634	0,3888316	0,1950771	0,0350470	0,0848513	0,3403701	0,0088229	0,1234565	0,0038553	0,0887914	0,0035982	0,0255742	0,3874696	0,0981271	0,0356822	0,0692311	0,0009058	0,0208324	0,0387756	0,1470707	0,6256235	0,3883614	0,5399241	0,8325390	0,1337216	0,0115431	0,0253986	0,0318215	0,2439363	0,0018297	0,0823316	0,6630107	0,0265692	0,5489640	0,4327490	0,0113576	0,2562667	0,0104146	0,1062699	0,0404825	0,0618862	0,4339961	0,7835293	0,2338809	0,4609367	0,0011025	0,0336640	0,0873476	0,0919913	0,6046196
500	0,0070972	0,0661928	0,0179809	0,0029668	0,1302917	0,6714375	0,1420154	0,1326186	0,2956620	0,5728230	0,2800534	0,4469865	0,5017171	0,1913565	0,4303048	0,4496098	0,1919047	0,0363363	0,0479006	0,3421415	0,0134422	0,1026076	0,0005243	0,0988509	0,0001870	0,0395838	0,3138650	0,0968844	0,0352083	0,0116134	0,0003111	0,0166129	0,0270010	0,1268302	0,5268197	0,2762811	0,4762965	0,6548048	0,1632662	0,0190123	0,0235461	0,0439478	0,2603994	0,0027226	0,1163596	0,6345703	0,0427096	0,5411553	0,3250854	0,0134986	0,3600319	0,0204571	0,0702030	0,0170275	0,0672280	0,5801035	0,8174571	0,1669146	0,3358844	0,0020552	0,0246534	0,0713270	0,0862316	0,6344905
520	0,0122217	0,0905164	0,0349425	0,0227385	0,1379538	0,6816830	0,1306494	0,1022678	0,2640205	0,5059213	0,2662067	0,5412709	0,4850743	0,1707453	0,5965571	0,4184793	0,1900956	0,0481541	0,0781248	0,3744919	0,0074785	0,1323787	0,0000000	0,0870828	0,0007629	0,0261259	0,3100194	0,1131392	0,0345658	0,0498549	0,0008186	0,0284406	0,0299605	0,1180225	0,5150823	0,2683860	0,6545770	0,8397108	0,1611037	0,0037995	0,0331908	0,0247996	0,1869339	0,0065025	0,0862786	0,6473914	0,0225200	0,6757685	0,5025839	0,0033962	0,3349070	0,0177695	0,0327720	0,0447915	0,0229547	0,5411861	0,7431997	0,1864226	0,3247140	0,0030645	0,0201010	0,0594963	0,1067896	0,6752721
