"Time"	hupB	fis	mtlR	marR	marA	rob	putA	xylR	glcC	hupA	soxS	soxR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	marB	mdtE	mdtF	hdeB	yhiD	hdeA	gadA	micF	gadB	fumC	gadC	zwf	dctR	slp	inaA	nfo	ygiA	ygiC	ygiB	tolC	acrA	acrB	sodA	fpr	gadY	rfaY	poxB	rfaZ	seqA	pqiB	pgm	nemA	pqiA	xylH	hdeD	purA	xylG	xylF	mtlA	mtlD	cadB	cadA	tyrP	ptsG
760	0,6291151	0,6186157	0,5317282	0,4285768	0,8025395	0,6404238	0,4745075	0,7317791	0,5267116	0,3920660	0,2030010	0,5519807	0,5683684	0,2802683	0,7281856	0,7460148	0,5839608	0,5522450	0,0077019	0,0026321	0,1881670	0,3275824	0,0656032	0,0892707	0,6164150	0,5652864	0,9657155	0,3984888	0,0864190	0,2412827	0,2746595	0,0024815	0,3945953	0,2640442	0,3684645	0,0389814	0,5210789	0,6617596	0,9994119	0,2804929	0,7534943	0,1739613	0,9724312	0,1922911	0,0825750	0,5538507	0,1184407	0,9999626	0,3679141	0,6167546	0,9052002	0,2240344	0,7481761	0,3042399	0,5451448	0,0779084	0,2156651	0,4981301	0,6000279	0,9702015	0,0990109	0,5674054	0,7058807	0,3968062
780	0,6291151	0,6186157	0,5317282	0,4288541	0,8025327	0,6434304	0,4745072	0,7350098	0,5267116	0,3920660	0,2030010	0,5519807	0,5785306	0,2792357	0,7259250	0,7640866	0,5825384	0,6078908	0,0077019	0,0026321	0,1901837	0,3235156	0,0656076	0,1062027	0,6395840	0,5991583	0,9612417	0,4058916	0,0860951	0,2462824	0,2875081	0,0024829	0,4272805	0,2842863	0,3687490	0,0390431	0,5211716	0,6670421	0,9994496	0,2845373	0,7534950	0,1762660	0,9735483	0,1922884	0,0966822	0,5538492	0,1184391	0,9999624	0,3679141	0,6156645	0,9052002	0,2101652	0,7477833	0,3038951	0,5948323	0,0990505	0,2239658	0,5055631	0,6009592	0,9702015	0,1409454	0,6243517	0,7058807	0,3968062
800	0,6291151	0,6186157	0,5317282	0,4290556	0,8025266	0,6455669	0,4745069	0,7371655	0,5267116	0,3920660	0,2030010	0,5519807	0,5871968	0,2786304	0,7243259	0,7770035	0,5821458	0,6512228	0,0077019	0,0026321	0,1918667	0,3228826	0,0656138	0,1197301	0,6595580	0,6290780	0,9578594	0,4118233	0,0857121	0,2502241	0,3030550	0,0024840	0,4569353	0,3039398	0,3689949	0,0390925	0,5217240	0,6715227	0,9994779	0,2876304	0,7534956	0,1781838	0,9743308	0,1922854	0,1110276	0,5538474	0,1184374	0,9999623	0,3679141	0,6149820	0,9052002	0,2014162	0,7475832	0,3056609	0,6481202	0,1230137	0,2305886	0,5113568	0,6015257	0,9702015	0,1879383	0,6758485	0,7058807	0,3968062
820	0,6291151	0,6186157	0,5317282	0,4291999	0,8025213	0,6470797	0,4745066	0,7385934	0,5267116	0,3920660	0,2030010	0,5519807	0,5941380	0,2783418	0,7233907	0,7860275	0,5823034	0,6842052	0,0077019	0,0026321	0,1932428	0,3245387	0,0656212	0,1300212	0,6764420	0,6549865	0,9554558	0,4164834	0,0853223	0,2532684	0,3196127	0,0024850	0,4829346	0,3220709	0,3692019	0,0391312	0,5224067	0,6752398	0,9994988	0,2899561	0,7534959	0,1797468	0,9748758	0,1922824	0,1248722	0,5538456	0,1184356	0,9999622	0,3679141	0,6145557	0,9052002	0,1960465	0,7474814	0,3084633	0,6992065	0,1470527	0,2357520	0,5157867	0,6018681	0,9702015	0,2354833	0,7201907	0,7058807	0,3968062
840	0,6291151	0,6186157	0,5317282	0,4293022	0,8025168	0,6481481	0,4745063	0,7395333	0,5267116	0,3920660	0,2030010	0,5519807	0,5994788	0,2782501	0,7229592	0,7921884	0,5826597	0,7088781	0,0077019	0,0026321	0,1943487	0,3274844	0,0656293	0,1375833	0,6904799	0,6770496	0,9538485	0,4200860	0,0849585	0,2555809	0,3358063	0,0024857	0,5050972	0,3380363	0,3693721	0,0391610	0,5230621	0,6782676	0,9995140	0,2916814	0,7534962	0,1809987	0,9752540	0,1922794	0,1376396	0,5538436	0,1184338	0,9999622	0,3679141	0,6142895	0,9052002	0,1928047	0,7474296	0,3116147	0,7446922	0,1692647	0,2397002	0,5191197	0,6020738	0,9702015	0,2802470	0,7569381	0,7058807	0,3968062
860	0,6291151	0,6186157	0,5317282	0,4293743	0,8025131	0,6489013	0,4745060	0,7401488	0,5267116	0,3920660	0,2030010	0,5519807	0,6034781	0,2782598	0,7228426	0,7962937	0,5830124	0,7270850	0,0077019	0,0026321	0,1952248	0,3309682	0,0656374	0,1429990	0,7019852	0,6955729	0,9528449	0,4228342	0,0846384	0,2573139	0,3507120	0,0024863	0,5235494	0,3515323	0,3695095	0,0391837	0,5236266	0,6806964	0,9995250	0,2929477	0,7534964	0,1819870	0,9755159	0,1922766	0,1489634	0,5538417	0,1184322	0,9999622	0,3679141	0,6141232	0,9052002	0,1908524	0,7474031	0,3147060	0,7831695	0,1886112	0,2426696	0,5215937	0,6021968	0,9702015	0,3202648	0,7864907	0,7058807	0,3968062
880	0,6291151	0,6186157	0,5317282	0,4294248	0,8025102	0,6494316	0,4745058	0,7405501	0,5267116	0,3920660	0,2030010	0,5519807	0,6064178	0,2783081	0,7228858	0,7989562	0,5832760	0,7403724	0,0077019	0,0026321	0,1959103	0,3344887	0,0656451	0,1468002	0,7112950	0,7109352	0,9522733	0,4249074	0,0843684	0,2585982	0,3638282	0,0024867	0,5386061	0,3625447	0,3696187	0,0392009	0,5240842	0,6826199	0,9995329	0,2938689	0,7534965	0,1827576	0,9756970	0,1922741	0,1586784	0,5538398	0,1184306	0,9999622	0,3679141	0,6140192	0,9052002	0,1896608	0,7473894	0,3175177	0,8145393	0,2047352	0,2448712	0,5234087	0,6022701	0,9702015	0,3547000	0,8097004	0,7058807	0,3968062
900	0,6291151	0,6186157	0,5317282	0,4294601	0,8025078	0,6498047	0,4745056	0,7408106	0,5267116	0,3920660	0,2030010	0,5519807	0,6085520	0,2783606	0,7229851	0,8006283	0,5834363	0,7499789	0,0077019	0,0026321	0,1964410	0,3377498	0,0656520	0,1494234	0,7187413	0,7235410	0,9519953	0,4264567	0,0841478	0,2595414	0,3749776	0,0024871	0,5506789	0,3712595	0,3697041	0,0392137	0,5244411	0,6841267	0,9995386	0,2945346	0,7534965	0,1833520	0,9758223	0,1922718	0,1667800	0,5538381	0,1184293	0,9999622	0,3679141	0,6139539	0,9052002	0,1889135	0,7473822	0,3199538	0,8394218	0,2177278	0,2464834	0,5247270	0,6023136	0,9702015	0,3834890	0,8275873	0,7058807	0,3968062
920	0,6291151	0,6186157	0,5317282	0,4294847	0,8025059	0,6500671	0,4745055	0,7409793	0,5267116	0,3920660	0,2030010	0,5519807	0,6100898	0,2784022	0,7230839	0,8016359	0,5835130	0,7568670	0,0077019	0,0026321	0,1968481	0,3406063	0,0656579	0,1512057	0,7246340	0,7337881	0,9519065	0,4276053	0,0839725	0,2602289	0,3842005	0,0024874	0,5602105	0,3779737	0,3697702	0,0392231	0,5247125	0,6852959	0,9995426	0,2950128	0,7534966	0,1838063	0,9759089	0,1922699	0,1733741	0,5538365	0,1184281	0,9999621	0,3679141	0,6139128	0,9052002	0,1884286	0,7473784	0,3219932	0,8587489	0,2279241	0,2476511	0,5256761	0,6023394	0,9702015	0,4070249	0,8411643	0,7058807	0,3968062
940	0,6291151	0,6186157	0,5317282	0,4295018	0,8025044	0,6502515	0,4745054	0,7410881	0,5267116	0,3920660	0,2030010	0,5519807	0,6111940	0,2784295	0,7231585	0,8022089	0,5835353	0,7617686	0,0077019	0,0026321	0,1971579	0,3430117	0,0656628	0,1523978	0,7292514	0,7420487	0,9519321	0,4284510	0,0838361	0,2607268	0,3916640	0,0024876	0,5676323	0,3830252	0,3698209	0,0392301	0,5249149	0,6861961	0,9995455	0,2953548	0,7534966	0,1841507	0,9759689	0,1922683	0,1786301	0,5538351	0,1184271	0,9999621	0,3679141	0,6138868	0,9052002	0,1881042	0,7473763	0,3236573	0,8735167	0,2357592	0,2484889	0,5263541	0,6023546	0,9702015	0,4259264	0,8513437	0,7058807	0,3968062
960	0,6291151	0,6186157	0,5317282	0,4295137	0,8025033	0,6503811	0,4745053	0,7411581	0,5267116	0,3920660	0,2030010	0,5519807	0,6119871	0,2784445	0,7232049	0,8025054	0,5835290	0,7652314	0,0077019	0,0026321	0,1973919	0,3449798	0,0656668	0,1531814	0,7328360	0,7486578	0,9520210	0,4290700	0,0837321	0,2610856	0,3975957	0,0024877	0,5733393	0,3867455	0,3698594	0,0392352	0,5250639	0,6868842	0,9995475	0,2955985	0,7534966	0,1844100	0,9760104	0,1922669	0,1827440	0,5538338	0,1184262	0,9999621	0,3679141	0,6138703	0,9052002	0,1878831	0,7473751	0,3249883	0,8846541	0,2416772	0,2490847	0,5268352	0,6023636	0,9702015	0,4408867	0,8588994	0,7058807	0,3968062
980	0,6291151	0,6186157	0,5317282	0,4295221	0,8025025	0,6504723	0,4745053	0,7412030	0,5267116	0,3920660	0,2030010	0,5519807	0,6125585	0,2784510	0,7232284	0,8026322	0,5835120	0,7676600	0,0077019	0,0026321	0,1975677	0,3465551	0,0656700	0,1536858	0,7355948	0,7539098	0,9521398	0,4295209	0,0836541	0,2613430	0,4022392	0,0024878	0,5776773	0,3894321	0,3698883	0,0392389	0,5251725	0,6874070	0,9995490	0,2957716	0,7534966	0,1846040	0,9760393	0,1922658	0,1859133	0,5538328	0,1184255	0,9999621	0,3679141	0,6138597	0,9052002	0,1877320	0,7473744	0,3260357	0,8929647	0,2460835	0,2495052	0,5271745	0,6023689	0,9702015	0,4525843	0,8644617	0,7058807	0,3968062
1000	0,6291151	0,6186157	0,5317282	0,4295278	0,8025018	0,6505363	0,4745052	0,7412318	0,5267116	0,3920660	0,2030010	0,5519807	0,6129724	0,2784524	0,7232366	0,8026595	0,5834945	0,7693508	0,0077019	0,0026321	0,1976989	0,3477950	0,0656724	0,1540018	0,7377007	0,7580575	0,9522675	0,4298478	0,0835967	0,2615270	0,4058280	0,0024879	0,5809400	0,3913368	0,3699100	0,0392416	0,5252509	0,6878021	0,9995500	0,2958944	0,7534966	0,1847484	0,9760593	0,1922649	0,1883208	0,5538319	0,1184249	0,9999621	0,3679141	0,6138528	0,9052002	0,1876298	0,7473739	0,3268493	0,8991116	0,2493243	0,2498000	0,5274124	0,6023720	0,9702015	0,4616359	0,8685290	0,7058807	0,3968062
1020	0,6291151	0,6186157	0,5317282	0,4295319	0,8025013	0,6505814	0,4745052	0,7412503	0,5267116	0,3920660	0,2030010	0,5519807	0,6132747	0,2784515	0,7232364	0,8026326	0,5834811	0,7705189	0,0077019	0,0026321	0,1977964	0,3487585	0,0656743	0,1541925	0,7392958	0,7613143	0,9523918	0,4300839	0,0835551	0,2616582	0,4085712	0,0024880	0,5833695	0,3926634	0,3699261	0,0392435	0,5253073	0,6880993	0,9995507	0,2959812	0,7534966	0,1848553	0,9760732	0,1922642	0,1901268	0,5538311	0,1184245	0,9999621	0,3679141	0,6138483	0,9052002	0,1875620	0,7473736	0,3274741	0,9036244	0,2516825	0,2500053	0,5275785	0,6023738	0,9702015	0,4685766	0,8714868	0,7058807	0,3968062
1040	0,6291151	0,6186157	0,5317282	0,4295347	0,8025010	0,6506131	0,4745052	0,7412620	0,5267116	0,3920660	0,2030010	0,5519807	0,6134974	0,2784499	0,7232327	0,8025793	0,5834726	0,7713192	0,0077019	0,0026321	0,1978685	0,3494999	0,0656756	0,1543013	0,7404951	0,7638581	0,9525060	0,4302539	0,0835253	0,2617515	0,4106479	0,0024880	0,5851618	0,3935715	0,3699380	0,0392449	0,5253476	0,6883220	0,9995512	0,2960426	0,7534966	0,1849341	0,9760829	0,1922636	0,1914664	0,5538305	0,1184241	0,9999621	0,3679141	0,6138454	0,9052002	0,1875184	0,7473735	0,3279496	0,9069163	0,2533819	0,2501475	0,5276939	0,6023748	0,9702015	0,4738558	0,8736283	0,7058807	0,3968062
1060	0,6291151	0,6186157	0,5317282	0,4295366	0,8025007	0,6506354	0,4745051	0,7412695	0,5267116	0,3920660	0,2030010	0,5519807	0,6136630	0,2784483	0,7232285	0,8025164	0,5834682	0,7718624	0,0077019	0,0026321	0,1979216	0,3500663	0,0656767	0,1543577	0,7413906	0,7658354	0,9526070	0,4303759	0,0835044	0,2618177	0,4122067	0,0024881	0,5864722	0,3941820	0,3699468	0,0392459	0,5253763	0,6884881	0,9995516	0,2960859	0,7534966	0,1849920	0,9760896	0,1922632	0,1924499	0,5538299	0,1184238	0,9999621	0,3679141	0,6138435	0,9052002	0,1874912	0,7473733	0,3283084	0,9093042	0,2545956	0,2502454	0,5277738	0,6023755	0,9702015	0,4778420	0,8751735	0,7058807	0,3968062
1080	0,6291151	0,6186157	0,5317282	0,4295380	0,8025005	0,6506511	0,4745051	0,7412743	0,5267116	0,3920660	0,2030010	0,5519807	0,6137874	0,2784472	0,7232251	0,8024535	0,5834666	0,7722273	0,0077019	0,0026321	0,1979606	0,3504968	0,0656774	0,1543815	0,7420547	0,7673651	0,9526941	0,4304633	0,0834900	0,2618646	0,4133679	0,0024881	0,5874223	0,3945848	0,3699532	0,0392466	0,5253968	0,6886117	0,9995518	0,2961164	0,7534966	0,1850343	0,9760943	0,1922629	0,1931651	0,5538295	0,1184236	0,9999621	0,3679141	0,6138422	0,9052002	0,1874747	0,7473732	0,3285773	0,9110276	0,2554551	0,2503126	0,5278288	0,6023758	0,9702015	0,4808316	0,8762855	0,7058807	0,3968062
1100	0,6291151	0,6186157	0,5317282	0,4295389	0,8025003	0,6506622	0,4745051	0,7412773	0,5267116	0,3920660	0,2030010	0,5519807	0,6138817	0,2784465	0,7232228	0,8023954	0,5834666	0,7724696	0,0077019	0,0026321	0,1979892	0,3508230	0,0656779	0,1543858	0,7425442	0,7685437	0,9527678	0,4305258	0,0834803	0,2618979	0,4142271	0,0024881	0,5881053	0,3948451	0,3699579	0,0392471	0,5254113	0,6887034	0,9995520	0,2961379	0,7534966	0,1850652	0,9760976	0,1922626	0,1936806	0,5538292	0,1184234	0,9999621	0,3679141	0,6138413	0,9052002	0,1874651	0,7473731	0,3287776	0,9122657	0,2560586	0,2503584	0,5278667	0,6023760	0,9702015	0,4830598	0,8770843	0,7058807	0,3968062

0	0,6291126	0,6186156	0,5317278	0,4295456	0,8024996	0,6507161	0,4745051	0,7412791	0,5267094	0,3920872	0,2030007	0,5519806	0,6137238	0,2784459	0,7232222	0,8026100	0,5834694	0,7733809	0,0077019	0,0026321	0,1981476	0,3506344	0,0656797	0,1547750	0,7441982	0,7727945	0,9523867	0,4308242	0,0834180	0,2620557	0,4163367	0,0024885	0,5901345	0,3956815	0,3699819	0,0392497	0,5254811	0,6891923	0,9995525	0,2962413	0,7534962	0,1852290	0,9761116	0,1922599	0,1954302	0,5537858	0,1184266	0,9999620	0,3677270	0,6138387	0,9050260	0,1874533	0,7473726	0,3287497	0,9154324	0,2579080	0,2503982	0,5278989	0,6023769	0,9702004	0,4902618	0,8780305	0,7058814	0,3968090
20	0,6291133	0,6186154	0,5028345	0,4290563	0,7769211	0,6511013	0,4494440	0,7419778	0,5267109	0,3920809	0,2022367	0,5062233	0,6138285	0,2784463	0,7232220	0,8025035	0,5779561	0,7732761	0,0077019	0,0026321	0,1981224	0,3508998	0,0656796	0,1547411	0,7241212	0,7727391	0,9204158	0,4307675	0,0834278	0,2616354	0,4163950	0,0024883	0,5900603	0,3956369	0,4141461	0,1418451	0,5688436	0,6838847	0,9995509	0,3695218	0,7534883	0,1851425	0,9760789	0,1919234	0,2594964	0,5536768	0,1182286	0,9999649	0,3451010	0,6146354	0,9050735	0,1874940	0,7951505	0,3289237	0,9154254	0,2581698	0,2504250	0,5279221	0,5767216	0,9702475	0,5273718	0,8782873	0,7058806	0,3967998
40	0,6291139	0,6186154	0,4615734	0,4248528	0,7301594	0,6548891	0,4033445	0,7433255	0,5267118	0,3920763	0,1954715	0,4192344	0,6139106	0,2784464	0,7232218	0,8024199	0,5687602	0,7731913	0,0077019	0,0026321	0,1980459	0,3511073	0,0656795	0,1553985	0,6816189	0,7728692	0,8550792	0,4304848	0,0834358	0,2578280	0,4164349	0,0024867	0,5900000	0,3960519	0,5006927	0,3267062	0,6406267	0,6726770	0,9995335	0,4928726	0,7533806	0,1844411	0,9757847	0,1887907	0,3750335	0,5524086	0,1162816	0,9999694	0,2974496	0,6116353	0,9051081	0,1878755	0,8643999	0,3291547	0,9154123	0,2612002	0,2505162	0,5280029	0,5350959	0,9706413	0,5840200	0,8784832	0,7058804	0,3965145
60	0,6291144	0,6186155	0,4347449	0,4149953	0,6844057	0,6649529	0,3619942	0,7447042	0,5267122	0,3920730	0,1799883	0,3322488	0,6139748	0,2784464	0,7232217	0,8023544	0,5610265	0,7731229	0,0077019	0,0026321	0,1976999	0,3512696	0,0656794	0,1573059	0,6335559	0,7733792	0,7839964	0,4294532	0,0834421	0,2477964	0,4164620	0,0024811	0,5899585	0,3972886	0,5904542	0,5027737	0,7014468	0,6589238	0,9994776	0,6006621	0,7529584	0,1822948	0,9750096	0,1808398	0,4866765	0,5486201	0,1108674	0,9999717	0,2438120	0,5983352	0,9051334	0,1888330	0,9159074	0,3295618	0,9153963	0,2682530	0,2507369	0,5281953	0,5028006	0,9715126	0,6316276	0,8786330	0,7058803	0,3949893
80	0,6291147	0,6186155	0,4225389	0,4007928	0,6462899	0,6813224	0,3340942	0,7458817	0,5267122	0,3920706	0,1590836	0,2602599	0,6140251	0,2784464	0,7232217	0,8023029	0,5558102	0,7730680	0,0077019	0,0026321	0,1968308	0,3513966	0,0656794	0,1604881	0,5883374	0,7743418	0,7193553	0,4275011	0,0834473	0,2314261	0,4164800	0,0024705	0,5899398	0,3993568	0,6678803	0,6433998	0,7428327	0,6439051	0,9993596	0,6781514	0,7520002	0,1781986	0,9737438	0,1685848	0,5784854	0,5416450	0,1017263	0,9999690	0,1933674	0,5718871	0,9051517	0,1902852	0,9477131	0,3301842	0,9153797	0,2780715	0,2510927	0,5284994	0,4838227	0,9726470	0,6670815	0,8787478	0,7058803	0,3913144
100	0,6291149	0,6186156	0,4188426	0,3847343	0,6165140	0,7021190	0,3188488	0,7468038	0,5267120	0,3920690	0,1373438	0,2062153	0,6140645	0,2784463	0,7232216	0,8022626	0,5527212	0,7730240	0,0077019	0,0026321	0,1954043	0,3514959	0,0656793	0,1646026	0,5495156	0,7757133	0,6654189	0,4253389	0,0834513	0,2103364	0,4164917	0,0024567	0,5899456	0,4020276	0,7288248	0,7468931	0,7668139	0,6282032	0,9991557	0,7279186	0,7504262	0,1722362	0,9721194	0,1539768	0,6489997	0,5316271	0,0899800	0,9999567	0,1498757	0,5332188	0,9051651	0,1919791	0,9655785	0,3309903	0,9153636	0,2886895	0,2515465	0,5288799	0,4745793	0,9737576	0,6925139	0,8788360	0,7058804	0,3855653
120	0,6291150	0,6186157	0,4186720	0,3689875	0,5938938	0,7249556	0,3120978	0,7474896	0,5267118	0,3920680	0,1178016	0,1681315	0,6140953	0,2784462	0,7232216	0,8022311	0,5510707	0,7729890	0,0077019	0,0026321	0,1936577	0,3515736	0,0656793	0,1691890	0,5180041	0,7773845	0,6226288	0,4240925	0,0834546	0,1866607	0,4164991	0,0024424	0,5899750	0,4049982	0,7741536	0,8196272	0,7780311	0,6119774	0,9988445	0,7569349	0,7483293	0,1649921	0,9703109	0,1390681	0,7013422	0,5192667	0,0772907	0,9999257	0,1142588	0,4860486	0,9051748	0,1936585	0,9749647	0,3319129	0,9153488	0,2986199	0,2520462	0,5292916	0,4707245	0,9746650	0,7105238	0,8789039	0,7058804	0,3786522
140	0,6291151	0,6186157	0,4193963	0,3549001	0,5769118	0,7477779	0,3098120	0,7479829	0,5267117	0,3920673	0,1017052	0,1425262	0,6141195	0,2784462	0,7232216	0,8022063	0,5502741	0,7729611	0,0077019	0,0026321	0,1919557	0,3516345	0,0656792	0,1738312	0,4934003	0,7792269	0,5897839	0,4245442	0,0834572	0,1624740	0,4165037	0,0024295	0,5900247	0,4079962	0,8065387	0,8692962	0,7809358	0,5949849	0,9984112	0,7720243	0,7459052	0,1572517	0,9684744	0,1253276	0,7394872	0,5054990	0,0651016	0,9998598	0,0860672	0,4352594	0,9051819	0,1951485	0,9795877	0,3328783	0,9153356	0,3071067	0,2525449	0,5296960	0,4693061	0,9753191	0,7232188	0,8789562	0,7058804	0,3716395
160	0,6291151	0,6186157	0,4200292	0,3430544	0,5642253	0,7691606	0,3092788	0,7483291	0,5267116	0,3920668	0,0891599	0,1259533	0,6141384	0,2784462	0,7232216	0,8021869	0,5499350	0,7729390	0,0077019	0,0026321	0,1906220	0,3516821	0,0656792	0,1782250	0,4747434	0,7811219	0,5651502	0,4268461	0,0834592	0,1395308	0,4165063	0,0024187	0,5900899	0,4108241	0,8289537	0,9025747	0,7789910	0,5768238	0,9978525	0,7785454	0,7433668	0,1497252	0,9667252	0,1135219	0,7669995	0,4912446	0,0543163	0,9997341	0,0642867	0,3853793	0,9051870	0,1963677	0,9816777	0,3338238	0,9153241	0,3139501	0,2530083	0,5300666	0,4687978	0,9757496	0,7321522	0,8789966	0,7058804	0,3652877
180	0,6291151	0,6186157	0,4203779	0,3335097	0,5547714	0,7882925	0,3090827	0,7485680	0,5267116	0,3920665	0,0797321	0,1155738	0,6141532	0,2784462	0,7232217	0,8021718	0,5498175	0,7729214	0,0077019	0,0026321	0,1898480	0,3517193	0,0656792	0,1821856	0,4609255	0,7829748	0,5469873	0,4306701	0,0834609	0,1190724	0,4165077	0,0024102	0,5901652	0,4133632	0,8440477	0,9245805	0,7746143	0,5573985	0,9971817	0,7802501	0,7408914	0,1429073	0,9651358	0,1038693	0,7867253	0,4772678	0,0453172	0,9995181	0,0477613	0,3396968	0,9051907	0,1973058	0,9824849	0,3347038	0,9153143	0,3192620	0,2534167	0,5303891	0,4685681	0,9760149	0,7384345	0,8790278	0,7058804	0,3599584
200	0,6291151	0,6186157	0,4205153	0,3260433	0,5477414	0,8048380	0,3086927	0,7487305	0,5267116	0,3920663	0,0728214	0,1092668	0,6141647	0,2784462	0,7232217	0,8021599	0,5497947	0,7729075	0,0077019	0,0026321	0,1896820	0,3517485	0,0656792	0,1856269	0,4508955	0,7847182	0,5337686	0,4354776	0,0834622	0,1017504	0,4165083	0,0024037	0,5902451	0,4155598	0,8539510	0,9389973	0,7693590	0,5372151	0,9964295	0,7795461	0,7386012	0,1370594	0,9637435	0,0962530	0,8008194	0,4641249	0,0381214	0,9991852	0,0353979	0,3000513	0,9051934	0,1979939	0,9826790	0,3354912	0,9153060	0,3232835	0,2537620	0,5306589	0,4684141	0,9761711	0,7428512	0,8790520	0,7058805	0,3557145
220	0,6291151	0,6186157	0,4205462	0,3203213	0,5425271	0,8187826	0,3080468	0,7488398	0,5267116	0,3920662	0,0678435	0,1055455	0,6141738	0,2784462	0,7232217	0,8021506	0,5498051	0,7728966	0,0077019	0,0026321	0,1900659	0,3517713	0,0656791	0,1885330	0,4437464	0,7863098	0,5242458	0,4407265	0,0834632	0,0876969	0,4165084	0,0023989	0,5903253	0,4174061	0,8602766	0,9483790	0,7641407	0,5172495	0,9956396	0,7778561	0,7365657	0,1322552	0,9625591	0,0903962	0,8108691	0,4521685	0,0325451	0,9987239	0,0262516	0,2670565	0,9051953	0,1984797	0,9826051	0,3361737	0,9152990	0,3262791	0,2540445	0,5308774	0,4682922	0,9762605	0,7459558	0,8790708	0,7058805	0,3524544
240	0,6291151	0,6186157	0,4205394	0,3159982	0,5386707	0,8303017	0,3072617	0,7489127	0,5267116	0,3920662	0,0643029	0,1034155	0,6141809	0,2784462	0,7232217	0,8021433	0,5498222	0,7728879	0,0077019	0,0026321	0,1908813	0,3517891	0,0656791	0,1909323	0,4387381	0,7877280	0,5174413	0,4459780	0,0834640	0,0766846	0,4165082	0,0023954	0,5904021	0,4189227	0,8641966	0,9544541	0,7594374	0,4985582	0,9948600	0,7759475	0,7348129	0,1284448	0,9615757	0,0859754	0,8180265	0,4415788	0,0283229	0,9981464	0,0195470	0,2404845	0,9051967	0,1988123	0,9824340	0,3367499	0,9152933	0,3284877	0,2542693	0,5310500	0,4681996	0,9763111	0,7481378	0,8790853	0,7058805	0,3500114
260	0,6291151	0,6186157	0,4205266	0,3127645	0,5358276	0,8396665	0,3064745	0,7489610	0,5267116	0,3920661	0,0618078	0,1022362	0,6141864	0,2784462	0,7232217	0,8021376	0,5498367	0,7728811	0,0077019	0,0026321	0,1919910	0,3518031	0,0656791	0,1928770	0,4352899	0,7889668	0,5126112	0,4509280	0,0834646	0,0682941	0,4165079	0,0023929	0,5904730	0,4201454	0,8665368	0,9583737	0,7554475	0,4819504	0,9941334	0,7741865	0,7333414	0,1255109	0,9607757	0,0826831	0,8231203	0,4324048	0,0251811	0,9974865	0,0146696	0,2196335	0,9051977	0,1990344	0,9822453	0,3372260	0,9152886	0,3301056	0,2544443	0,5311835	0,4681355	0,9763397	0,7496713	0,8790966	0,7058806	0,3482126
280	0,6291151	0,6186157	0,4205178	0,3103627	0,5337381	0,8471821	0,3057799	0,7489928	0,5267116	0,3920661	0,0600615	0,1016085	0,6141908	0,2784462	0,7232217	0,8021331	0,5498465	0,7728757	0,0077019	0,0026321	0,1932652	0,3518140	0,0656791	0,1944293	0,4329588	0,7900311	0,5092014	0,4553971	0,0834651	0,0620440	0,4165076	0,0023911	0,5905366	0,4211159	0,8678647	0,9608957	0,7522030	0,4678571	0,9934904	0,7727123	0,7321319	0,1233100	0,9601362	0,0802548	0,8267440	0,4246034	0,0228737	0,9967903	0,0111444	0,2036064	0,9051984	0,1991799	0,9820729	0,3376124	0,9152848	0,3312862	0,2545779	0,5312849	0,4680948	0,9763559	0,7507489	0,8791054	0,7058806	0,3469045
300	0,6291151	0,6186157	0,4205135	0,3085881	0,5322068	0,8531493	0,3052199	0,7490136	0,5267116	0,3920661	0,0588459	0,1012906	0,6141942	0,2784462	0,7232217	0,8021296	0,5498523	0,7728715	0,0077019	0,0026321	0,1945957	0,3518226	0,0656791	0,1956525	0,4314147	0,7909324	0,5068052	0,4593037	0,0834655	0,0574726	0,4165072	0,0023899	0,5905922	0,4218763	0,8685612	0,9625151	0,7496470	0,4563605	0,9929473	0,7715473	0,7311553	0,1216981	0,9596328	0,0784760	0,8293212	0,4180735	0,0211959	0,9961048	0,0086104	0,1914899	0,9051989	0,1992737	0,9819282	0,3379212	0,9152817	0,3321458	0,2546783	0,5313608	0,4680708	0,9763652	0,7515060	0,8791122	0,7058806	0,3459617
320	0,6291151	0,6186157	0,4205121	0,3072819	0,5310878	0,8578445	0,3047974	0,7490271	0,5267116	0,3920660	0,0580030	0,1011407	0,6141968	0,2784462	0,7232217	0,8021269	0,5498555	0,7728682	0,0077019	0,0026321	0,1959013	0,3518293	0,0656791	0,1966059	0,4304159	0,7916866	0,5051277	0,4626344	0,0834659	0,0541786	0,4165068	0,0023890	0,5906399	0,4224655	0,8688768	0,9635534	0,7476827	0,4472951	0,9925072	0,7706607	0,7303785	0,1205446	0,9592418	0,0771793	0,8311538	0,4126818	0,0199852	0,9954678	0,0067977	0,1824518	0,9051993	0,1993335	0,9818123	0,3381646	0,9152791	0,3327707	0,2547527	0,5314169	0,4680574	0,9763706	0,7520379	0,8791176	0,7058806	0,3452867
