"Time"	hupB	fis	mtlR	marR	marA	rob	putA	xylR	glcC	hupA	soxS	soxR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	marB	mdtE	mdtF	hdeB	yhiD	hdeA	gadA	micF	gadB	fumC	gadC	zwf	dctR	slp	inaA	nfo	ygiA	ygiC	ygiB	tolC	acrA	acrB	sodA	fpr	gadY	rfaY	poxB	rfaZ	seqA	pqiB	pgm	nemA	pqiA	xylH	hdeD	purA	xylG	xylF	mtlA	mtlD	cadB	cadA	tyrP	ptsG
1080	0,6291136	0,6186157	0,5317282	0,4295365	0,8025191	0,6503867	0,4745065	0,7412826	0,5267116	0,3920660	0,2030013	0,5519807	0,6142183	0,2784462	0,7232217	0,8021074	0,5834693	0,7728653	0,0077126	0,0026321	0,1977174	0,3518811	0,0656821	0,1542219	0,7438040	0,7723419	0,9529364	0,4296967	0,0834678	0,2613432	0,4165903	0,0024963	0,5896907	0,3951830	0,3699339	0,0392435	0,5251617	0,6878150	0,9995494	0,2957601	0,7534997	0,1848473	0,9760515	0,1923200	0,1949944	0,5540403	0,1185122	0,9999622	0,3681008	0,6139375	0,9052499	0,1874673	0,7473834	0,3293284	0,9153603	0,2573503	0,2504634	0,5279477	0,6023741	0,9702015	0,4893748	0,8791953	0,7060135	0,3968173
1100	0,6291142	0,6186157	0,5317282	0,4295370	0,8025134	0,6504680	0,4745061	0,7412826	0,5267116	0,3920660	0,2030010	0,5519807	0,6142157	0,2784462	0,7232217	0,8021092	0,5834693	0,7728610	0,0077088	0,0026321	0,1977945	0,3518754	0,0656811	0,1542290	0,7438026	0,7723213	0,9529859	0,4299392	0,0834676	0,2615056	0,4165656	0,0024936	0,5896900	0,3951853	0,3699409	0,0392445	0,5252346	0,6880757	0,9995501	0,2958712	0,7534987	0,1849085	0,9760652	0,1923027	0,1949614	0,5539834	0,1184847	0,9999622	0,3680462	0,6139088	0,9052357	0,1874615	0,7473803	0,3293284	0,9153334	0,2573442	0,2504599	0,5279477	0,6023750	0,9702015	0,4892946	0,8791797	0,7059713	0,3968135

0	0,6291126	0,6186156	0,5317278	0,4295456	0,8024996	0,6507161	0,4745051	0,7412791	0,5267094	0,3920872	0,2030007	0,5519806	0,6137238	0,2784459	0,7232222	0,8026100	0,5834694	0,7733809	0,0077019	0,0026321	0,1981476	0,3506344	0,0656797	0,1547750	0,7441982	0,7727945	0,9523867	0,4308242	0,0834180	0,2620557	0,4163367	0,0024885	0,5901345	0,3956815	0,3699819	0,0392497	0,5254811	0,6891923	0,9995525	0,2962413	0,7534962	0,1852290	0,9761116	0,1922599	0,1954302	0,5537858	0,1184266	0,9999620	0,3677270	0,6138387	0,9050260	0,1874533	0,7473726	0,3287497	0,9154324	0,2579080	0,2503982	0,5278989	0,6023769	0,9702004	0,4902618	0,8780305	0,7058814	0,3968090
20	0,6291133	0,6186154	0,5317281	0,4294918	0,8024996	0,6206905	0,4745051	0,7412801	0,5267109	0,3920809	0,2027870	0,5395325	0,6138300	0,2784463	0,6980747	0,8025189	0,5837936	0,7732830	0,0077024	0,0423062	0,1980439	0,3949354	0,0690613	0,1546629	0,7441278	0,7668539	0,9498818	0,4304118	0,0834278	0,3332354	0,4163950	0,0024883	0,5900600	0,3712355	0,3699593	0,0822953	0,5466907	0,6888440	0,9982419	0,3532716	0,7716969	0,1851059	0,9688717	0,1922602	0,2239033	0,5537983	0,1184235	0,9999621	0,3553709	0,6138355	0,9004216	0,1877182	0,7796376	0,3289126	0,9154254	0,3673079	0,2504170	0,5279148	0,5728065	0,9702008	0,4900816	0,8782874	0,6926374	0,3968057
40	0,6291139	0,6186154	0,5317283	0,4290031	0,8024990	0,5618724	0,4745051	0,7412808	0,5267118	0,3920763	0,2007932	0,5166923	0,6139272	0,2784464	0,6481820	0,8026080	0,5869037	0,7750302	0,0077319	0,1050703	0,1971790	0,4744848	0,1217949	0,1545758	0,7440699	0,7540520	0,9445767	0,4264485	0,0834356	0,4542266	0,4164392	0,0024875	0,5899976	0,3284562	0,3697814	0,1598360	0,5806755	0,6860176	0,9959207	0,4480562	0,8045481	0,1840469	0,9557895	0,1922478	0,2753056	0,5538055	0,1183483	0,9999620	0,3293180	0,6136964	0,8911703	0,1905467	0,8265168	0,3290301	0,9154172	0,5383412	0,2504294	0,5279255	0,5204245	0,9702011	0,4899550	0,8784870	0,6705542	0,3967233
60	0,6291144	0,6186155	0,5317284	0,4277730	0,8024983	0,5003939	0,4745051	0,7412814	0,5267122	0,3920730	0,1958190	0,4955218	0,6140381	0,2784464	0,5967993	0,8030986	0,5950073	0,7900083	0,0079550	0,1578508	0,1946469	0,5504986	0,2051614	0,1545205	0,7440279	0,7391717	0,9387683	0,4146331	0,0834413	0,5601159	0,4165902	0,0024846	0,5899591	0,2890519	0,3693624	0,2336399	0,6071975	0,6787196	0,9937173	0,5283577	0,8357935	0,1809817	0,9422803	0,1921695	0,3250000	0,5538012	0,1178892	0,9999616	0,2999857	0,6128352	0,8812934	0,1991741	0,8616183	0,3291146	0,9155448	0,6777469	0,2504376	0,5279327	0,4716950	0,9702012	0,4907292	0,8787365	0,6508590	0,3962551
80	0,6291147	0,6186155	0,5317283	0,4259788	0,8024996	0,4464594	0,4745050	0,7412818	0,5267122	0,3920706	0,1883792	0,4800238	0,6141813	0,2784464	0,5536312	0,8041604	0,6076850	0,8193041	0,0086276	0,1958706	0,1900000	0,6116869	0,2825365	0,1545267	0,7440121	0,7248602	0,9334706	0,3929951	0,0834442	0,6360140	0,4173007	0,0024788	0,5899723	0,2587637	0,3687713	0,2925200	0,6224350	0,6672860	0,9918839	0,5829219	0,8606113	0,1754532	0,9282210	0,1919484	0,3659230	0,5537742	0,1165774	0,9999603	0,2723971	0,6103358	0,8724544	0,2155269	0,8835954	0,3291754	0,9163132	0,7733815	0,2504430	0,5279375	0,4338771	0,9702014	0,4952791	0,8793924	0,6358282	0,3950149
100	0,6291149	0,6186156	0,5317283	0,4240684	0,8025048	0,4028606	0,4745050	0,7412821	0,5267120	0,3920690	0,1798357	0,4703186	0,6143564	0,2784463	0,5210558	0,8058480	0,6227571	0,8527530	0,0098850	0,2216916	0,1833250	0,6572636	0,3427456	0,1546256	0,7440395	0,7124931	0,9290381	0,3626896	0,0834430	0,6850282	0,4190418	0,0024699	0,5900787	0,2374927	0,3681273	0,3357786	0,6283895	0,6534079	0,9903359	0,6148570	0,8786845	0,1676741	0,9109696	0,1915385	0,3974716	0,5537161	0,1140895	0,9999574	0,2486098	0,6054772	0,8651728	0,2395067	0,8962656	0,3292190	0,9181907	0,8343530	0,2504466	0,5279408	0,4069672	0,9702014	0,5058116	0,8807997	0,6250587	0,3928332
120	0,6291150	0,6186157	0,5317282	0,4224124	0,8025146	0,3692113	0,4745051	0,7412823	0,5267118	0,3920680	0,1714967	0,4650647	0,6145395	0,2784462	0,4981310	0,8080874	0,6377375	0,8835469	0,0116629	0,2388228	0,1750920	0,6898162	0,3857308	0,1548277	0,7441292	0,7025894	0,9255066	0,3270451	0,0834358	0,7146456	0,4218966	0,0024591	0,5903230	0,2234503	0,3675221	0,3661109	0,6283442	0,6388401	0,9888829	0,6308012	0,8911807	0,1582938	0,8876987	0,1909527	0,4210832	0,5536262	0,1104260	0,9999527	0,2291291	0,5980921	0,8594506	0,2691321	0,9032405	0,3292503	0,9211738	0,8719344	0,2504490	0,5279430	0,3887687	0,9702015	0,5217963	0,8829907	0,6175691	0,3898491
140	0,6291151	0,6186157	0,5317282	0,4211660	0,8025282	0,3439829	0,4745054	0,7412824	0,5267117	0,3920673	0,1642255	0,4626996	0,6146976	0,2784462	0,4828185	0,8107059	0,6507940	0,9090528	0,0137689	0,2501007	0,1659535	0,7124996	0,4149082	0,1551252	0,7442969	0,6951311	0,9227749	0,2899467	0,0834209	0,7317190	0,4255958	0,0024477	0,5907396	0,2147047	0,3670031	0,3867658	0,6251400	0,6248144	0,9873368	0,6368810	0,8995213	0,1481229	0,8576571	0,1902507	0,4385595	0,5535111	0,1058797	0,9999459	0,2137093	0,5885983	0,8550859	0,3013633	0,9069719	0,3292727	0,9249026	0,8947904	0,2504506	0,5279446	0,3768647	0,9702015	0,5410433	0,8857377	0,6124387	0,3863994
160	0,6291151	0,6186157	0,5317282	0,4203174	0,8025437	0,3254295	0,4745058	0,7412825	0,5267116	0,3920668	0,1584079	0,4619546	0,6148032	0,2784462	0,4730326	0,8134881	0,6610499	0,9289521	0,0159834	0,2575185	0,1565704	0,7280685	0,4340780	0,1555013	0,7445506	0,6898183	0,9206983	0,2546085	0,0833975	0,7412147	0,4297281	0,0024367	0,5913422	0,2096514	0,3665845	0,4005586	0,6207316	0,6120064	0,9855725	0,6375774	0,9049444	0,1379214	0,8228753	0,1895086	0,4514949	0,5533814	0,1008908	0,9999373	0,2017960	0,5778095	0,8518226	0,3331372	0,9089312	0,3292887	0,9289259	0,9086711	0,2504517	0,5279456	0,3692580	0,9702015	0,5611942	0,8887239	0,6089520	0,3828596
180	0,6291151	0,6186157	0,5317282	0,4197800	0,8025594	0,3119662	0,4745064	0,7412825	0,5267116	0,3920665	0,1540715	0,4619755	0,6148412	0,2784462	0,4670359	0,8162305	0,6684355	0,9439166	0,0181239	0,2624057	0,1474992	0,7386525	0,4463973	0,1559347	0,7448884	0,6862444	0,9191331	0,2230839	0,0833658	0,7463467	0,4339055	0,0024269	0,5921201	0,2070805	0,3662606	0,4096450	0,6162635	0,6007044	0,9835589	0,6357573	0,9083979	0,1282817	0,7868723	0,1887945	0,4611371	0,5532482	0,0959010	0,9999274	0,1927570	0,5666725	0,8494170	0,3621054	0,9099474	0,3293002	0,9328662	0,9171519	0,2504524	0,5279463	0,3644806	0,9702015	0,5804695	0,8916660	0,6065924	0,3795339
200	0,6291151	0,6186157	0,5317282	0,4194576	0,8025740	0,3022889	0,4745071	0,7412825	0,5267116	0,3920663	0,1510342	0,4622666	0,6148097	0,2784462	0,4635220	0,8187761	0,6733646	0,9549071	0,0200688	0,2656335	0,1391409	0,7458014	0,4541936	0,1564025	0,7452987	0,6839990	0,9179547	0,1963193	0,0833274	0,7490548	0,4378393	0,0024187	0,5930412	0,2061181	0,3660177	0,4155730	0,6122984	0,5909775	0,9813551	0,6330687	0,9105596	0,1195920	0,7529207	0,1881557	0,4684049	0,5531204	0,0912599	0,9999170	0,1859944	0,5560398	0,8476616	0,3869025	0,9104702	0,3293083	0,9364732	0,9223884	0,2504529	0,5279468	0,3615193	0,9702015	0,5978098	0,8943651	0,6049993	0,3766138
220	0,6291151	0,6186157	0,5317282	0,4192717	0,8025866	0,2953807	0,4745079	0,7412826	0,5267116	0,3920662	0,1490261	0,4625832	0,6147166	0,2784462	0,4615699	0,8210270	0,6764318	0,9628553	0,0217549	0,2677702	0,1317353	0,7506054	0,4590745	0,1568825	0,7457629	0,6827200	0,9170636	0,1744444	0,0832844	0,7504538	0,4413542	0,0024120	0,5940592	0,2061480	0,3658397	0,4194131	0,6090382	0,5827824	0,9790797	0,6303580	0,9118926	0,1120522	0,7231263	0,1876166	0,4739519	0,5530042	0,0871887	0,9999070	0,1809916	0,5465311	0,8463901	0,4070581	0,9107379	0,3293141	0,9396169	0,9256642	0,2504532	0,5279471	0,3597027	0,9702015	0,6127469	0,8967099	0,6039249	0,3741840
240	0,6291151	0,6186157	0,5317282	0,4191674	0,8025971	0,2904742	0,4745086	0,7412826	0,5267116	0,3920662	0,1477711	0,4628311	0,6145755	0,2784462	0,4605610	0,8229398	0,6782134	0,9685461	0,0231642	0,2691873	0,1253840	0,7538169	0,4621059	0,1573550	0,7462589	0,6821117	0,9163834	0,1570910	0,0832390	0,7511616	0,4443703	0,0024068	0,5951226	0,2067438	0,3657115	0,4218877	0,6064883	0,5760158	0,9768670	0,6279949	0,9127041	0,1057133	0,6983610	0,1871834	0,4782352	0,5529029	0,0837868	0,9998980	0,1773242	0,5384894	0,8454744	0,4227451	0,9108748	0,3293183	0,9422571	0,9277424	0,2504535	0,5279473	0,3585976	0,9702015	0,6252118	0,8986604	0,6032009	0,3722494
260	0,6291151	0,6186157	0,5317281	0,4191101	0,8026054	0,2870023	0,4745092	0,7412826	0,5267116	0,3920661	0,1470311	0,4629932	0,6144024	0,2784462	0,4600959	0,8245129	0,6791736	0,9725953	0,0243085	0,2701284	0,1200842	0,7559493	0,4639759	0,1578038	0,7467644	0,6819464	0,9158578	0,1436479	0,0831936	0,7515106	0,4468769	0,0024027	0,5961821	0,2076175	0,3656205	0,4234762	0,6045635	0,5705384	0,9748310	0,6260900	0,9131927	0,1005234	0,6785979	0,1868493	0,4815739	0,5528177	0,0810589	0,9998904	0,1746564	0,5320106	0,8448177	0,4345084	0,9109449	0,3293212	0,9444114	0,9290795	0,2504536	0,5279474	0,3579297	0,9702015	0,6353681	0,9002248	0,6027131	0,3707653
280	0,6291151	0,6186157	0,5317281	0,4190788	0,8026119	0,2845525	0,4745097	0,7412826	0,5267116	0,3920661	0,1466216	0,4630847	0,6142124	0,2784462	0,4599271	0,8257721	0,6796446	0,9754660	0,0252158	0,2707540	0,1157638	0,7573518	0,4651204	0,1582172	0,7472594	0,6820564	0,9154461	0,1334326	0,0831501	0,7516759	0,4489063	0,0023997	0,5971964	0,2085821	0,3655567	0,4244927	0,6031481	0,5661894	0,9730463	0,6246281	0,9134840	0,0963687	0,6633044	0,1866011	0,4841925	0,5527480	0,0789478	0,9998843	0,1727281	0,5270085	0,8443482	0,4430455	0,9109810	0,3293233	0,9461294	0,9299513	0,2504537	0,5279475	0,3575284	0,9702015	0,6434925	0,9014400	0,6023846	0,3696626
300	0,6291151	0,6186157	0,5317281	0,4190618	0,8026167	0,2828275	0,4745101	0,7412826	0,5267116	0,3920661	0,1464114	0,4631282	0,6140186	0,2784462	0,4599071	0,8267575	0,6798440	0,9774978	0,0259214	0,2711703	0,1123115	0,7582610	0,4658129	0,1585881	0,7477281	0,6823230	0,9151191	0,1257917	0,0831097	0,7517486	0,4505139	0,0023974	0,5981346	0,2095226	0,3655123	0,4251418	0,6021282	0,5627989	0,9715451	0,6235433	0,9136564	0,0931063	0,6517428	0,1864227	0,4862522	0,5526925	0,0773636	0,9998797	0,1713421	0,5232898	0,8440135	0,4490612	0,9109998	0,3293248	0,9474738	0,9305266	0,2504538	0,5279476	0,3572884	0,9702015	0,6498981	0,9023564	0,6021633	0,3688659
320	0,6291151	0,6186157	0,5317281	0,4190525	0,8026204	0,2816148	0,4745104	0,7412826	0,5267116	0,3920660	0,1463137	0,4631438	0,6138310	0,2784462	0,4599522	0,8275145	0,6799037	0,9789350	0,0264613	0,2714474	0,1095997	0,7588381	0,4662239	0,1589133	0,7481589	0,6826652	0,9148562	0,1201507	0,0830734	0,7517752	0,4517638	0,0023957	0,5989770	0,2103752	0,3654817	0,4255556	0,6014046	0,5601997	0,9703253	0,6227575	0,9137578	0,0905865	0,6431571	0,1862983	0,4878723	0,5526492	0,0762068	0,9998764	0,1703506	0,5206168	0,8437753	0,4531857	0,9110097	0,3293259	0,9485095	0,9309103	0,2504538	0,5279476	0,3571454	0,9702015	0,6548905	0,9030275	0,6020143	0,3683041
340	0,6291151	0,6186157	0,5317282	0,4190473	0,8026231	0,2807632	0,4745106	0,7412826	0,5267116	0,3920660	0,1462750	0,4631455	0,6136563	0,2784462	0,4600178	0,8280873	0,6798990	0,9799521	0,0268686	0,2716319	0,1075008	0,7591925	0,4664597	0,1591926	0,7485451	0,6830308	0,9146428	0,1160313	0,0830416	0,7517797	0,4527197	0,0023945	0,5997139	0,2111103	0,3654608	0,4258190	0,6008974	0,5582369	0,9693622	0,6221981	0,9138173	0,0886677	0,6368681	0,1862140	0,4891435	0,5526160	0,0753818	0,9998740	0,1696443	0,5187530	0,8436060	0,4559405	0,9110150	0,3293266	0,9492970	0,9311688	0,2504538	0,5279477	0,3570606	0,9702015	0,6587451	0,9035044	0,6019140	0,3679165
360	0,6291151	0,6186157	0,5317282	0,4190444	0,8026250	0,2801657	0,4745107	0,7412826	0,5267116	0,3920660	0,1462642	0,4631418	0,6134989	0,2784462	0,4600821	0,8285155	0,6798697	0,9806725	0,0271724	0,2717547	0,1058967	0,7593990	0,4665867	0,1594284	0,7488835	0,6833873	0,9144681	0,1130502	0,0830143	0,7517745	0,4534403	0,0023937	0,6003440	0,2117208	0,3654465	0,4259866	0,6005452	0,5567740	0,9686193	0,6218050	0,9138522	0,0872243	0,6323096	0,1861584	0,4901369	0,5525910	0,0748057	0,9998725	0,1691429	0,5174882	0,8434858	0,4577336	0,9110180	0,3293272	0,9498890	0,9313444	0,2504538	0,5279477	0,3570103	0,9702015	0,6616982	0,9038320	0,6018464	0,3676538
380	0,6291151	0,6186157	0,5317282	0,4190427	0,8026264	0,2797468	0,4745108	0,7412826	0,5267116	0,3920660	0,1462650	0,4631371	0,6133605	0,2784462	0,4601364	0,8288326	0,6798352	0,9811833	0,0273966	0,2718366	0,1046839	0,7595088	0,4666467	0,1596244	0,7491744	0,6837165	0,9143245	0,1109090	0,0829913	0,7517656	0,4539761	0,0023931	0,6008719	0,2122131	0,3654368	0,4260930	0,6003022	0,5556958	0,9680571	0,6215312	0,9138727	0,0861496	0,6290323	0,1861228	0,4909090	0,5525725	0,0744105	0,9998714	0,1687883	0,5166508	0,8434007	0,4588703	0,9110196	0,3293275	0,9503295	0,9314644	0,2504538	0,5279477	0,3569806	0,9702015	0,6639464	0,9040481	0,6018009	0,3674785
400	0,6291151	0,6186157	0,5317282	0,4190417	0,8026274	0,2794532	0,4745109	0,7412826	0,5267116	0,3920660	0,1462692	0,4631331	0,6132415	0,2784462	0,4601785	0,8290660	0,6798040	0,9815460	0,0275606	0,2718911	0,1037755	0,7595565	0,4666663	0,1597853	0,7494201	0,6840096	0,9142062	0,1093804	0,0829723	0,7517562	0,4543697	0,0023927	0,6013062	0,2126002	0,3654303	0,4261606	0,6001352	0,5549083	0,9676381	0,6213417	0,9138847	0,0853564	0,6266906	0,1861004	0,4915056	0,5525589	0,0741436	0,9998708	0,1685382	0,5161084	0,8433403	0,4595711	0,9110206	0,3293278	0,9506545	0,9315471	0,2504538	0,5279477	0,3569631	0,9702015	0,6656486	0,9041830	0,6017703	0,3673631
420	0,6291151	0,6186157	0,5317282	0,4190411	0,8026281	0,2792476	0,4745110	0,7412826	0,5267116	0,3920660	0,1462736	0,4631304	0,6131409	0,2784462	0,4602091	0,8292370	0,6797788	0,9818039	0,0276797	0,2719275	0,1031004	0,7595657	0,4666621	0,1599157	0,7496245	0,6842638	0,9141086	0,1082946	0,0829568	0,7517477	0,4546553	0,0023924	0,6016578	0,2128985	0,3654259	0,4262035	0,6000207	0,5543375	0,9673296	0,6212110	0,9138919	0,0847752	0,6250256	0,1860867	0,4919636	0,5525491	0,0739655	0,9998704	0,1683622	0,5157638	0,8432975	0,4599898	0,9110212	0,3293280	0,9508923	0,9316043	0,2504539	0,5279477	0,3569528	0,9702015	0,6669317	0,9042608	0,6017497	0,3672878
440	0,6291151	0,6186157	0,5317282	0,4190407	0,8026287	0,2791036	0,4745110	0,7412826	0,5267116	0,3920660	0,1462769	0,4631289	0,6130573	0,2784462	0,4602305	0,8293622	0,6797599	0,9819875	0,0277655	0,2719517	0,1026020	0,7595522	0,4666450	0,1600204	0,7497922	0,6844798	0,9140283	0,1075265	0,0829442	0,7517405	0,4548602	0,0023921	0,6019384	0,2131242	0,3654230	0,4262306	0,5999423	0,5539261	0,9671046	0,6211210	0,9138961	0,0843520	0,6238459	0,1860786	0,4923131	0,5525420	0,0738479	0,9998701	0,1682387	0,5155486	0,8432673	0,4602310	0,9110216	0,3293281	0,9510650	0,9316441	0,2504539	0,5279477	0,3569468	0,9702015	0,6678950	0,9042994	0,6017358	0,3672390
460	0,6291151	0,6186157	0,5317282	0,4190405	0,8026290	0,2790028	0,4745110	0,7412826	0,5267116	0,3920660	0,1462791	0,4631281	0,6129885	0,2784462	0,4602448	0,8294539	0,6797464	0,9821183	0,0278270	0,2719678	0,1022361	0,7595266	0,4666217	0,1601039	0,7499282	0,6846606	0,9139622	0,1069847	0,0829342	0,7517348	0,4550054	0,0023920	0,6021593	0,2132923	0,3654211	0,4262479	0,5998886	0,5536308	0,9669418	0,6210591	0,9138987	0,0840454	0,6230125	0,1860739	0,4925782	0,5525370	0,0737709	0,9998700	0,1681522	0,5154161	0,8432459	0,4603639	0,9110218	0,3293282	0,9511897	0,9316719	0,2504539	0,5279477	0,3569432	0,9702015	0,6686158	0,9043124	0,6017264	0,3672075
480	0,6291151	0,6186157	0,5317282	0,4190403	0,8026293	0,2789322	0,4745111	0,7412826	0,5267116	0,3920660	0,1462804	0,4631278	0,6129327	0,2784462	0,4602540	0,8295212	0,6797370	0,9822116	0,0278708	0,2719785	0,1019688	0,7594955	0,4665963	0,1601699	0,7500373	0,6848100	0,9139081	0,1066035	0,0829263	0,7517304	0,4551070	0,0023919	0,6023313	0,2134159	0,3654198	0,4262588	0,5998517	0,5534196	0,9668246	0,6210164	0,9139002	0,0838242	0,6224249	0,1860712	0,4927780	0,5525335	0,0737206	0,9998699	0,1680918	0,5153355	0,8432307	0,4604327	0,9110220	0,3293283	0,9512790	0,9316914	0,2504539	0,5279477	0,3569412	0,9702015	0,6691535	0,9043094	0,6017201	0,3671872
500	0,6291151	0,6186157	0,5317282	0,4190402	0,8026295	0,2788828	0,4745111	0,7412826	0,5267116	0,3920660	0,1462812	0,4631277	0,6128877	0,2784462	0,4602597	0,8295709	0,6797308	0,9822783	0,0279018	0,2719857	0,1017744	0,7594632	0,4665713	0,1602217	0,7501240	0,6849322	0,9138638	0,1063358	0,0829201	0,7517271	0,4551773	0,0023918	0,6024638	0,2135056	0,3654189	0,4262657	0,5998263	0,5532688	0,9667406	0,6209869	0,9139011	0,0836651	0,6220113	0,1860698	0,4929280	0,5525310	0,0736880	0,9998699	0,1680496	0,5152870	0,8432200	0,4604651	0,9110221	0,3293283	0,9513427	0,9317051	0,2504539	0,5279477	0,3569400	0,9702015	0,6695537	0,9042971	0,6017159	0,3671741
520	0,6291151	0,6186157	0,5317282	0,4190401	0,8026296	0,2788482	0,4745111	0,7412826	0,5267116	0,3920660	0,1462816	0,4631278	0,6128517	0,2784462	0,4602632	0,8296079	0,6797269	0,9823260	0,0279238	0,2719905	0,1016334	0,7594323	0,4665481	0,1602624	0,7501924	0,6850313	0,9138278	0,1061480	0,0829152	0,7517246	0,4552251	0,0023918	0,6025649	0,2135702	0,3654183	0,4262700	0,5998088	0,5531613	0,9666806	0,6209665	0,9139017	0,0835510	0,6217206	0,1860690	0,4930400	0,5525292	0,0736669	0,9998699	0,1680202	0,5152579	0,8432124	0,4604778	0,9110222	0,3293284	0,9513879	0,9317148	0,2504539	0,5279477	0,3569392	0,9702015	0,6698509	0,9042801	0,6017130	0,3671657
540	0,6291151	0,6186157	0,5317282	0,4190401	0,8026297	0,2788240	0,4745111	0,7412826	0,5267116	0,3920660	0,1462818	0,4631278	0,6128232	0,2784462	0,4602651	0,8296355	0,6797244	0,9823602	0,0279392	0,2719937	0,1015315	0,7594040	0,4665274	0,1602940	0,7502458	0,6851111	0,9137986	0,1060164	0,0829115	0,7517229	0,4552572	0,0023918	0,6026414	0,2136163	0,3654180	0,4262728	0,5997966	0,5530847	0,9666380	0,6209524	0,9139020	0,0834694	0,6215163	0,1860686	0,4931233	0,5525280	0,0736532	0,9998698	0,1679998	0,5152406	0,8432070	0,4604806	0,9110222	0,3293284	0,9514196	0,9317216	0,2504539	0,5279477	0,3569388	0,9702015	0,6700711	0,9042615	0,6017111	0,3671603
560	0,6291151	0,6186157	0,5317282	0,4190401	0,8026298	0,2788071	0,4745111	0,7412826	0,5267116	0,3920660	0,1462819	0,4631279	0,6128007	0,2784462	0,4602662	0,8296563	0,6797229	0,9823847	0,0279500	0,2719958	0,1014580	0,7593790	0,4665095	0,1603186	0,7502873	0,6851750	0,9137750	0,1059242	0,0829086	0,7517216	0,4552783	0,0023917	0,6026989	0,2136491	0,3654177	0,4262745	0,5997882	0,5530302	0,9666077	0,6209426	0,9139022	0,0834111	0,6213730	0,1860684	0,4931850	0,5525272	0,0736443	0,9998698	0,1679856	0,5152303	0,8432033	0,4604791	0,9110223	0,3293284	0,9514419	0,9317265	0,2504539	0,5279477	0,3569386	0,9702015	0,6702340	0,9042431	0,6017098	0,3671567
580	0,6291151	0,6186157	0,5317282	0,4190436	0,8026298	0,3088081	0,4745111	0,7412826	0,5267116	0,3920660	0,1464660	0,4759377	0,6127813	0,2784462	0,4926198	0,8295834	0,6792074	0,9823755	0,0278081	0,2324440	0,1015053	0,7153543	0,4664913	0,1603376	0,7503194	0,6911031	0,9164200	0,1061612	0,0829063	0,6682919	0,4552918	0,0023917	0,6027416	0,2386002	0,3654178	0,3831067	0,5743264	0,5530242	0,9681252	0,5475955	0,8953147	0,0834570	0,6296637	0,1860685	0,4653779	0,5525266	0,0736399	0,9998698	0,1803815	0,5152286	0,8478525	0,4590371	0,8787536	0,3293284	0,9514574	0,8382766	0,2504539	0,5279477	0,3865089	0,9702015	0,6703540	0,9042259	0,6149521	0,3671558
600	0,6291151	0,6186157	0,5317282	0,4190839	0,8026299	0,3676029	0,4745111	0,7412826	0,5267116	0,3920660	0,1482839	0,4992157	0,6127530	0,2784462	0,5566146	0,8287706	0,6744626	0,9819615	0,0266335	0,1692929	0,1025014	0,6359707	0,4664341	0,1603467	0,7503397	0,7039022	0,9218334	0,1094813	0,0829052	0,5256989	0,4552988	0,0023918	0,6027634	0,2823073	0,3654206	0,3053386	0,5327927	0,5534321	0,9721280	0,4261728	0,8617721	0,0843571	0,6549607	0,1860753	0,4151991	0,5525268	0,0736912	0,9998701	0,2064647	0,5153999	0,8571365	0,4459953	0,8318689	0,3293284	0,9514671	0,6922432	0,2504539	0,5279477	0,4388908	0,9702015	0,6704304	0,9042090	0,6370345	0,3672040
620	0,6291151	0,6186157	0,5317282	0,4192280	0,8026298	0,4290617	0,4745111	0,7412826	0,5267116	0,3920660	0,1531760	0,5204514	0,6127148	0,2784462	0,6211000	0,8267567	0,6628806	0,9792269	0,0242051	0,1156398	0,1054501	0,5599929	0,4661736	0,1603223	0,7503298	0,7188174	0,9277311	0,1200862	0,0829075	0,3996535	0,4552885	0,0023922	0,6027209	0,3224365	0,3654335	0,2313055	0,4989664	0,5551480	0,9775111	0,3244705	0,8298914	0,0871193	0,7005912	0,1861196	0,3665788	0,5525308	0,0740469	0,9998719	0,2358197	0,5165141	0,8670373	0,4153823	0,7967632	0,3293284	0,9514640	0,5731841	0,2504539	0,5279477	0,4876201	0,9702015	0,6703688	0,9041809	0,6567293	0,3675070
640	0,6291151	0,6186157	0,5317282	0,4195615	0,8026295	0,4829808	0,4745111	0,7412826	0,5267116	0,3920660	0,1610282	0,5357254	0,6126884	0,2784462	0,6718876	0,8237704	0,6461924	0,9677593	0,0211601	0,0767969	0,1107079	0,4987806	0,4650199	0,1602262	0,7502560	0,7333393	0,9331127	0,1401980	0,0829170	0,3088705	0,4551987	0,0023931	0,6025388	0,3529687	0,3654713	0,1722329	0,4780007	0,5592749	0,9829350	0,2574789	0,8046211	0,0922321	0,7578938	0,1862577	0,3262781	0,5525448	0,0751413	0,9998768	0,2634252	0,5198090	0,8758938	0,3730849	0,7747832	0,3293284	0,9514045	0,4912208	0,2504539	0,5279477	0,5254378	0,9702015	0,6696585	0,9040863	0,6717598	0,3683899
