"Time"	rhaR	rhaS	crp	feaR	melR	zraR	malI	mtlR	prpR	ascG	rbsR	marR	fucR	chbR	nagC	srlR	gutM	idnR	xylR	uxuR	chbB	chbF	chbG	chbA	chbC	gutQ	srlE	srlD	srlA	srlB	zraS	rhaB	prpE	prpD	rbsC	rbsA	melB	nagE	fucO	rhaD	ascF	prpB	rbsB	fucU	rhaA	fucA	prpC	fucI	nagD	ascB	rbsK	fucP	malX	rbsD	gntP	melA	malY	nagB	fucK	xylF	uxuA	uxuB	rhaT	xylH
960	0,0109240	0,1313551	0,0101114	0,0105955	0,0475946	0,0222560	0,1476411	0,4058501	0,3636400	0,6049608	0,3741823	0,5951407	0,7886504	0,1985229	0,7305077	0,3899892	0,3210516	0,0282258	0,0742321	0,4283013	0,0497091	0,1874684	0,0042818	0,1379238	0,0002374	0,4220328	0,4478590	0,1610505	0,1320990	0,0557420	0,0038805	0,0172395	0,0138556	0,2005479	0,7552534	0,0858998	0,4550859	0,9250600	0,3206375	0,0119262	0,0328098	0,0674594	0,5686532	0,0070027	0,2532730	0,1057329	0,0440132	0,7448548	0,9615077	0,0272322	0,3682379	0,0231891	0,9876463	0,3980031	0,4488148	0,0002342	0,9217952	0,1121249	0,5348058	0,0006414	0,0293441	0,1181988	0,2265015	0,0530438
980	0,0065257	0,0966031	0,0176931	0,0175282	0,0357587	0,0231300	0,1373576	0,4182960	0,3576611	0,6018945	0,3136200	0,6490338	0,8185793	0,1947406	0,7257464	0,3814443	0,2949603	0,0267847	0,0687571	0,4035577	0,0423729	0,1785493	0,0024146	0,1341725	0,0013799	0,4112377	0,5099329	0,1333320	0,1235187	0,0520456	0,0020605	0,0126667	0,0253125	0,1783152	0,7700333	0,0669257	0,3526815	0,9283167	0,2773419	0,0074417	0,0352474	0,0593893	0,5588028	0,0042422	0,2575141	0,0964370	0,0457003	0,6984472	1,0030788	0,0215097	0,3019613	0,0240088	0,9663317	0,3364341	0,4311129	0,0000000	0,9357973	0,1233731	0,5527111	0,0029337	0,0296662	0,1162658	0,1621503	0,0433696
1000	0,0006717	0,0914451	0,0172972	0,0155973	0,0306986	0,0243528	0,1587019	0,3907588	0,4006414	0,6967510	0,3623859	0,6317406	0,8011034	0,2100335	0,7340042	0,4186401	0,2804112	0,0425535	0,0720685	0,4271955	0,0399264	0,1638227	0,0023876	0,1267708	0,0002409	0,4376095	0,4759195	0,1019957	0,0947192	0,0417248	0,0037021	0,0139669	0,0203933	0,1770493	0,7700704	0,0652395	0,2798639	0,9337516	0,3008402	0,0029206	0,0321315	0,0448554	0,5189733	0,0000000	0,2541709	0,0810820	0,0480456	0,5373642	1,0161109	0,0256957	0,3604236	0,0189760	0,9561454	0,3460499	0,4365069	0,0002639	0,9813497	0,1153720	0,5701201	0,0016567	0,0415862	0,1027046	0,1734557	0,0466190
1020	0,0025028	0,0835356	0,0230397	0,0123247	0,0362357	0,0276688	0,1511728	0,4059878	0,4176852	0,6781939	0,3872818	0,6296371	0,7617285	0,2129701	0,7377761	0,4174181	0,2990858	0,0328116	0,0754047	0,4447574	0,0319664	0,1481565	0,0021286	0,1448822	0,0000000	0,4655502	0,4440334	0,1080439	0,0952689	0,0379360	0,0006228	0,0065775	0,0101373	0,1881440	0,8359230	0,0632406	0,2335459	1,0200103	0,3153518	0,0026844	0,0371189	0,0509167	0,4729305	0,0097105	0,2202285	0,0660443	0,0448134	0,5386869	0,9854562	0,0269655	0,3688440	0,0198872	0,9894702	0,4139733	0,4339239	0,0004569	0,9863173	0,1061629	0,5954244	0,0007191	0,0459566	0,0769393	0,1430088	0,0505580
1040	0,0013512	0,0616202	0,0219280	0,0146995	0,0386244	0,0330404	0,1440871	0,3731767	0,3713820	0,7223181	0,4107144	0,6209051	0,8323591	0,1579278	0,7069083	0,3986702	0,3056163	0,0358175	0,0797404	0,4668578	0,0284122	0,1537232	0,0017821	0,1997962	0,0001875	0,4123456	0,5044695	0,1484252	0,1063298	0,0247507	0,0014344	0,0114228	0,0085745	0,2064832	0,8046565	0,0779895	0,1902495	0,9763831	0,2969376	0,0089592	0,0498539	0,0453595	0,5084736	0,0097983	0,1894067	0,0751273	0,0460697	0,5576022	0,9914594	0,0323437	0,4038463	0,0136607	1,0615523	0,4908032	0,4874030	0,0004071	1,0000677	0,1050993	0,5725987	0,0018923	0,0603811	0,0820218	0,1588036	0,0564505
1060	0,0025812	0,0790657	0,0234238	0,0125781	0,0344051	0,0311023	0,1746106	0,3507923	0,3576582	0,6828910	0,2979254	0,5496784	0,7968809	0,1315376	0,7634407	0,3918942	0,3050374	0,0484543	0,1046389	0,5086668	0,0209369	0,1521233	0,0004645	0,1807888	0,0000000	0,4203286	0,5289459	0,1313342	0,1068105	0,0347308	0,0013088	0,0127882	0,0111889	0,1986003	0,8286322	0,0892323	0,1993931	0,9856730	0,2735969	0,0046519	0,0663050	0,0485201	0,4931273	0,0130577	0,1671888	0,0708063	0,0418738	0,6120962	0,9989657	0,0224999	0,4404278	0,0179833	1,0152749	0,4720654	0,5088514	0,0023339	0,9291083	0,0912061	0,5862412	0,0017520	0,0723112	0,0926702	0,1333480	0,0627509
1080	0,0007461	0,0979112	0,0170105	0,0108224	0,0318541	0,0413237	0,1818655	0,3860171	0,4182490	0,6367938	0,2930100	0,4930880	0,7650835	0,1743144	0,7513520	0,3983395	0,3007940	0,0687363	0,1171193	0,5057350	0,0174879	0,1448962	0,0002857	0,1444512	0,0009008	0,3838930	0,5454950	0,1236998	0,1076050	0,0328024	0,0040692	0,0112703	0,0145750	0,2327862	0,8721042	0,0995562	0,1935921	1,0624035	0,2998471	0,0031632	0,0602556	0,0670109	0,4912643	0,0119549	0,1937467	0,0373120	0,0524250	0,6355984	1,0882105	0,0233444	0,4254602	0,0191705	0,9767742	0,4509812	0,5118375	0,0000000	0,9722671	0,0925667	0,5694665	0,0028192	0,0600533	0,0901203	0,1496473	0,0664176
1100	0,0052738	0,1079290	0,0238228	0,0123958	0,0464387	0,0307288	0,1889366	0,4382551	0,3836341	0,6856519	0,3379430	0,5397234	0,7404203	0,1764114	0,7562216	0,4056606	0,2982678	0,0562317	0,1107781	0,4621632	0,0085004	0,1344596	0,0000000	0,1465166	0,0000000	0,4334455	0,4881003	0,1363152	0,1085208	0,0330359	0,0049973	0,0100945	0,0171243	0,1870667	0,8416519	0,0778709	0,1717883	0,9914333	0,2687452	0,0000143	0,0414869	0,0537966	0,5232549	0,0157600	0,1972340	0,0198876	0,0502989	0,5486606	1,0398395	0,0171421	0,4209061	0,0257642	0,9662754	0,4171003	0,4710894	0,0016041	1,0220235	0,0934772	0,5672573	0,0037081	0,0632290	0,0936158	0,1411226	0,0544156

0	0,0075143	0,0760601	0,0181093	0,0185685	0,0477337	0,0274708	0,1853340	0,4650937	0,3180634	0,6726733	0,3955170	0,6004049	0,7837900	0,1892154	0,7570278	0,3685228	0,3344902	0,0681259	0,1045414	0,4637360	0,0143528	0,1521117	0,0083313	0,1705822	0,0007462	0,4061953	0,4307633	0,1921203	0,0923130	0,0478587	0,0024264	0,0187306	0,0316828	0,1973231	0,8362161	0,0935979	0,1483393	1,0788069	0,3050448	0,0120008	0,0240866	0,0570731	0,5600597	0,0128230	0,1573662	0,0250203	0,0277151	0,6062685	1,0365845	0,0229956	0,4638285	0,0321666	1,0081355	0,4435776	0,4513320	0,0007739	1,0705248	0,1222362	0,5149963	0,0020848	0,0450541	0,0692217	0,1066850	0,0484488
20	0,0028636	0,0878496	0,0173979	0,0138791	0,0463743	0,3585733	0,1364460	0,2916866	0,3251816	0,6191601	0,3434484	0,5528221	0,6854978	0,1693697	0,8236413	0,5013610	0,2991163	0,0505089	0,0676355	0,4708871	0,0175594	0,1529388	0,0000000	0,1438340	0,0027652	0,2932465	0,6012739	0,1660498	0,1667706	0,0569746	0,0021434	0,0184789	0,0288429	0,2229348	0,7938645	0,1908557	0,3125745	1,0350767	0,2518478	0,0087777	0,0395331	0,0355601	0,3636787	0,0077911	0,1459674	0,4423876	0,0329030	0,7022348	0,6648431	0,0184329	0,3952866	0,0154363	0,6665405	0,2752080	0,3445820	0,3155913	1,0412925	0,1546647	0,4823892	0,0063378	0,0516432	0,1397503	0,1386610	0,2806886
40	0,0039565	0,0583372	0,0121630	0,0151925	0,0581790	0,5049221	0,1238211	0,2246743	0,3743826	0,5959459	0,3630689	0,5038474	0,7700243	0,1743786	0,8107436	0,5451919	0,2868507	0,0338828	0,0591070	0,4770696	0,0088172	0,1461032	0,0013686	0,1518620	0,0020424	0,1824176	0,6469988	0,1567449	0,1463129	0,0614545	0,0021515	0,0050038	0,0363854	0,2139509	0,8237492	0,2416521	0,3517530	1,0266353	0,2466712	0,0091535	0,0379026	0,0453231	0,3078218	0,0070408	0,1629701	0,6654729	0,0244238	0,7187587	0,6520191	0,0177189	0,3927297	0,0095207	0,4695800	0,1663746	0,2561606	0,4429046	1,0479089	0,1993272	0,4884651	0,0032277	0,0527965	0,1168078	0,1281853	0,5196739
60	0,0053667	0,0773888	0,0193358	0,0096329	0,0608516	0,6896744	0,1462860	0,2025568	0,3717691	0,5624843	0,3594908	0,5931276	0,7704375	0,1348106	0,7529569	0,6040886	0,2794006	0,0380061	0,0698885	0,5059359	0,0116158	0,1473633	0,0007108	0,1294351	0,0010042	0,1427870	0,6563071	0,1403743	0,1231003	0,0573031	0,0031248	0,0010292	0,0261169	0,1545994	0,8341224	0,2837915	0,4166226	1,0591464	0,3266274	0,0089731	0,0258103	0,0452471	0,2554415	0,0071691	0,1661574	0,8257818	0,0291604	0,7395478	0,5300295	0,0161610	0,3968146	0,0129355	0,3080841	0,1160690	0,1937965	0,5503699	1,0348363	0,2073350	0,4995820	0,0022243	0,0780157	0,1030851	0,1001435	0,6244546
80	0,0020602	0,0849917	0,0236063	0,0111926	0,0632112	0,7802734	0,1556478	0,1905554	0,3781272	0,6000822	0,3554048	0,5913617	0,8074560	0,1617840	0,7026005	0,5916528	0,2498871	0,0349252	0,0761262	0,4950191	0,0137796	0,1493040	0,0005667	0,1455094	0,0001962	0,1176094	0,6438879	0,1251445	0,1121970	0,0611494	0,0022746	0,0050703	0,0286703	0,1531281	0,7953983	0,2907294	0,4314814	1,0901996	0,3157305	0,0112445	0,0276965	0,0478332	0,2626664	0,0049636	0,1589979	0,8444347	0,0207443	0,6976157	0,5254064	0,0067198	0,4203824	0,0214039	0,2219796	0,0768780	0,1803732	0,6514154	0,9889250	0,1964486	0,5002681	0,0007017	0,0699458	0,0858539	0,1036970	0,7066233
100	0,0020441	0,0979264	0,0195139	0,0108423	0,0463776	0,8117787	0,1581065	0,1958600	0,4037227	0,7028358	0,3941889	0,5636951	0,8432757	0,1773801	0,7527061	0,5759923	0,2626822	0,0341235	0,0930027	0,4790676	0,0158199	0,1423935	0,0007032	0,1316961	0,0006541	0,0951768	0,6172486	0,1227361	0,0951657	0,0478118	0,0048597	0,0055242	0,0224699	0,1721472	0,7868044	0,3069832	0,5267854	1,0684989	0,2946345	0,0035089	0,0344191	0,0497990	0,2375276	0,0020022	0,1651931	0,8684134	0,0307148	0,6794851	0,5468640	0,0056508	0,4461943	0,0272604	0,1895068	0,0435887	0,1472668	0,6769860	1,0153535	0,2145576	0,5099015	0,0011613	0,0354015	0,0803676	0,1322464	0,7126955
120	0,0069753	0,0769748	0,0139010	0,0143139	0,0420361	0,8582391	0,1486441	0,2121964	0,3971380	0,6919211	0,3718327	0,5849954	0,8235707	0,1899563	0,6980925	0,5925519	0,2777612	0,0266499	0,0845595	0,4820106	0,0192186	0,1162035	0,0008839	0,0910217	0,0012682	0,0741910	0,6531140	0,1255583	0,0765428	0,0449537	0,0032337	0,0063890	0,0245022	0,1740144	0,7655268	0,2570602	0,5936435	1,0458833	0,3422373	0,0078129	0,0258324	0,0681446	0,2716692	0,0072330	0,1895863	0,9344537	0,0394441	0,6689977	0,5640008	0,0088097	0,4277126	0,0217511	0,1213623	0,0441912	0,1232460	0,6160473	1,0048030	0,1932306	0,5489058	0,0000855	0,0321873	0,1172449	0,1202077	0,7438308
140	0,0114671	0,0670369	0,0101323	0,0105546	0,0384442	0,8967483	0,1427094	0,2017483	0,3893024	0,6875559	0,3680713	0,6156743	0,7992491	0,1949062	0,6510773	0,6214630	0,2566715	0,0318632	0,0871870	0,4658391	0,0213390	0,1534286	0,0006806	0,1075614	0,0001668	0,0622130	0,6869442	0,1229016	0,0739135	0,0399038	0,0040316	0,0075221	0,0339321	0,1454748	0,7677520	0,2935991	0,6074011	1,0627713	0,3092997	0,0046809	0,0381268	0,0704657	0,2777962	0,0119958	0,1661357	0,9546329	0,0488192	0,6732559	0,5937631	0,0101337	0,4531855	0,0184862	0,0855503	0,0287404	0,1279096	0,6736889	0,9169748	0,1991754	0,5293346	0,0009590	0,0441963	0,1029895	0,1160460	0,7838500
160	0,0062996	0,0788835	0,0197933	0,0119386	0,0528899	0,8411066	0,1454384	0,1711070	0,3499222	0,6454372	0,3598472	0,6248400	0,7662436	0,1937291	0,7309900	0,6212898	0,2680974	0,0440910	0,1043893	0,4591854	0,0211584	0,1629684	0,0021294	0,1404956	0,0000000	0,0649864	0,6647915	0,1078719	0,0745990	0,0299431	0,0004783	0,0132043	0,0312358	0,1583852	0,7490932	0,2902146	0,6595550	1,0529409	0,2750182	0,0109627	0,0504844	0,0501766	0,2584622	0,0139746	0,1551381	0,9240507	0,0469742	0,6877572	0,5643031	0,0092037	0,4223763	0,0273538	0,0718071	0,0316723	0,1093418	0,7136420	0,9696594	0,2224054	0,5132171	0,0050757	0,0420668	0,0936366	0,1270139	0,7037033
180	0,0025097	0,0938889	0,0151071	0,0175882	0,0591208	0,8742131	0,1322705	0,2086836	0,3238442	0,6453279	0,4024153	0,6280808	0,8048521	0,2111930	0,7414160	0,5987306	0,2828028	0,0382711	0,1040635	0,4392058	0,0138020	0,1652606	0,0000000	0,1381143	0,0008905	0,0488404	0,5737907	0,1131003	0,0495533	0,0362630	0,0000000	0,0101729	0,0291009	0,1773066	0,7386164	0,3146618	0,5735645	1,0840480	0,2793241	0,0088122	0,0393563	0,0566276	0,2955274	0,0120961	0,1284466	0,9404032	0,0448652	0,6654682	0,6057528	0,0163001	0,4440959	0,0286391	0,0530265	0,0318443	0,1028943	0,7282177	0,9837496	0,2287708	0,5363294	0,0058056	0,0530351	0,0862458	0,1166188	0,7085102
200	0,0002284	0,0833599	0,0056566	0,0121707	0,0772039	0,9343908	0,1396702	0,2085089	0,3134751	0,6527558	0,3436949	0,6052891	0,7285413	0,2049102	0,7445231	0,6277664	0,2557767	0,0301976	0,1053445	0,4923392	0,0192688	0,1622675	0,0015396	0,1706609	0,0007232	0,0546223	0,5635732	0,1151462	0,0493439	0,0249811	0,0032619	0,0117660	0,0153987	0,1849767	0,7171944	0,3207149	0,5415495	1,0337962	0,3089962	0,0040724	0,0446858	0,0527292	0,2808350	0,0147758	0,1512414	0,9163206	0,0374126	0,6990533	0,5180962	0,0121354	0,4566435	0,0132615	0,0502643	0,0323825	0,0997314	0,7852612	1,0052590	0,2006641	0,5735513	0,0012633	0,0613153	0,0882878	0,1236219	0,7829493
220	0,0028543	0,0750842	0,0147156	0,0109715	0,0630626	0,9211617	0,1483165	0,2047781	0,3742794	0,6242686	0,3153249	0,6094119	0,7243462	0,1967560	0,7289074	0,6053845	0,2739158	0,0452711	0,1014376	0,4658373	0,0280046	0,1703724	0,0011173	0,1864965	0,0018534	0,0428042	0,5484315	0,1268766	0,0629978	0,0309632	0,0005005	0,0153234	0,0292477	0,1986182	0,7431576	0,3216771	0,5820338	1,0271730	0,3213894	0,0047380	0,0407784	0,0519868	0,2961685	0,0143173	0,1718939	0,8408969	0,0283585	0,7786097	0,4926740	0,0122670	0,4481402	0,0234283	0,0595095	0,0338601	0,0725549	0,7967351	0,9702585	0,1659981	0,5503202	0,0041102	0,0411184	0,0815819	0,1075970	0,8913657
240	0,0019570	0,1013769	0,0086793	0,0109608	0,0649774	0,8546446	0,1463581	0,2247628	0,3857174	0,6259626	0,3456569	0,5799920	0,7190507	0,1838745	0,7603167	0,6009666	0,2667837	0,0379135	0,1086983	0,4984071	0,0186115	0,1583023	0,0002239	0,1813759	0,0003166	0,0537929	0,5410264	0,0966549	0,0443629	0,0308117	0,0000000	0,0073486	0,0255926	0,1698524	0,7558377	0,3288555	0,6079915	1,0391602	0,2551856	0,0068443	0,0543028	0,0471709	0,2270766	0,0149678	0,1976949	0,8319079	0,0313312	0,7021674	0,5543143	0,0075526	0,4601779	0,0211266	0,0397476	0,0430397	0,0936834	0,8033381	0,9524530	0,2389486	0,5448982	0,0037847	0,0332235	0,0657883	0,1037773	0,8898564
260	0,0022394	0,1014711	0,0084725	0,0159193	0,0851637	0,8869160	0,1542468	0,2278217	0,4036616	0,5697250	0,3463025	0,5598252	0,7324426	0,1870510	0,6680859	0,5524715	0,2779595	0,0397795	0,0987079	0,4497203	0,0102110	0,1937465	0,0030904	0,1805256	0,0005839	0,0567219	0,4960149	0,1180373	0,0470313	0,0269259	0,0004865	0,0185765	0,0260942	0,1566799	0,7206980	0,3622822	0,5989351	1,0488664	0,2696058	0,0088595	0,0594364	0,0356451	0,2580297	0,0202591	0,2071573	0,9170210	0,0315769	0,6986502	0,5447097	0,0065720	0,4419846	0,0200447	0,0652025	0,0251855	0,0862535	0,7682129	1,0249248	0,2452066	0,5222755	0,0029021	0,0443712	0,0658875	0,1137999	0,9483267
280	0,0010644	0,1007927	0,0168135	0,0112450	0,0936373	0,8850967	0,1468757	0,2211405	0,3645680	0,6727376	0,3600176	0,5910059	0,7217344	0,1945704	0,7497017	0,5996995	0,2684082	0,0412460	0,0859341	0,4500199	0,0063650	0,1770002	0,0014014	0,1931117	0,0001913	0,0508972	0,5288832	0,1163903	0,0459863	0,0236589	0,0026935	0,0215632	0,0158523	0,1746519	0,7114871	0,3562959	0,6371377	0,9732153	0,2641999	0,0054016	0,0619802	0,0384282	0,2929111	0,0102924	0,2220273	0,9054447	0,0295657	0,7265726	0,5699574	0,0085744	0,4910182	0,0166981	0,0809243	0,0272146	0,0858077	0,7825472	0,9794602	0,2373406	0,5112628	0,0053417	0,0339868	0,0622696	0,0914507	0,8897567
300	0,0013641	0,1061904	0,0162578	0,0167810	0,0951692	0,9136367	0,1753366	0,1889137	0,3536996	0,7325265	0,3741226	0,5974601	0,7099764	0,1981990	0,7152075	0,6021230	0,2692769	0,0386308	0,0776533	0,4579296	0,0165886	0,1907131	0,0007641	0,1752871	0,0001820	0,0439875	0,6176871	0,1386407	0,0517908	0,0182722	0,0033917	0,0177443	0,0108137	0,1701876	0,6851523	0,3369622	0,6064235	0,9965687	0,2499292	0,0066042	0,0660882	0,0389430	0,2727135	0,0120877	0,2221498	0,9011166	0,0370726	0,6465754	0,5203847	0,0153725	0,4455494	0,0169078	0,0992183	0,0337979	0,0881105	0,7574196	0,9657076	0,2440451	0,4425941	0,0083957	0,0496378	0,1073015	0,1220268	0,8412374
320	0,0028455	0,1131165	0,0147514	0,0121898	0,1077913	0,8279767	0,1543653	0,1908594	0,3871818	0,7283537	0,3965785	0,6059221	0,7466152	0,1795155	0,7343303	0,5751548	0,2759700	0,0409529	0,0762949	0,4757717	0,0211816	0,2133327	0,0042168	0,2007570	0,0001020	0,0499180	0,6067328	0,1555477	0,0590194	0,0120685	0,0019080	0,0129457	0,0131177	0,1544525	0,7242261	0,3468800	0,7067222	0,9895569	0,2122932	0,0057688	0,0711326	0,0436056	0,2500416	0,0124459	0,1913727	0,9922882	0,0296900	0,8076213	0,5996747	0,0069068	0,4390163	0,0136273	0,1058791	0,0337234	0,0837753	0,7678218	0,9591890	0,2711398	0,4461577	0,0064619	0,0522880	0,1148722	0,1312460	0,8054995
340	0,0062086	0,1122400	0,0092027	0,0132761	0,1073714	0,7783126	0,1319041	0,1774416	0,3776312	0,7357395	0,3922345	0,6044043	0,7012026	0,1976972	0,7414158	0,5300122	0,2704172	0,0450697	0,0886987	0,4946503	0,0279155	0,1901069	0,0045755	0,1752082	0,0010482	0,0450852	0,6355852	0,1379801	0,0442426	0,0251821	0,0019210	0,0152153	0,0153207	0,1776856	0,7431974	0,3309574	0,6669681	0,9870154	0,2312512	0,0046840	0,0526759	0,0368370	0,2926503	0,0109661	0,1731599	0,9891035	0,0256636	0,6679453	0,5575899	0,0070816	0,4346040	0,0169305	0,0973152	0,0424509	0,0895909	0,7347393	1,0311921	0,2607425	0,4877601	0,0080182	0,0453211	0,1127522	0,1316176	0,8860881
360	0,0044426	0,1245673	0,0159914	0,0113939	0,1134054	0,8177686	0,1569873	0,1832021	0,3709235	0,6916894	0,3509723	0,6409054	0,7121225	0,1715379	0,7454127	0,5115694	0,3152965	0,0547915	0,0788613	0,4910059	0,0153947	0,1970592	0,0066628	0,1708096	0,0003600	0,0448726	0,6470836	0,1689430	0,0497242	0,0213485	0,0023228	0,0163041	0,0142885	0,1494186	0,7785419	0,3388009	0,6127862	0,9454361	0,2562327	0,0074673	0,0469318	0,0504211	0,3049863	0,0118359	0,1662172	0,9391482	0,0296116	0,7035577	0,5744977	0,0116572	0,4267970	0,0145227	0,0980366	0,0473857	0,0905829	0,7260015	1,0135171	0,2479728	0,4849168	0,0082193	0,0537670	0,0875990	0,1120580	0,8032357
380	0,0090993	0,0825333	0,0158015	0,0180579	0,1422067	0,8649845	0,1501268	0,2188970	0,3249519	0,5964244	0,3492142	0,6149781	0,7296097	0,1991560	0,7777229	0,4845376	0,2987169	0,0597035	0,0721443	0,4538283	0,0221015	0,2116907	0,0032955	0,1202308	0,0005796	0,0487293	0,6290618	0,1685185	0,0464577	0,0226714	0,0000000	0,0243476	0,0125220	0,1509327	0,8038383	0,3337367	0,6838197	0,9486177	0,2379069	0,0102969	0,0358196	0,0504426	0,3306281	0,0111223	0,1783456	0,9621839	0,0259344	0,6647848	0,5674148	0,0149101	0,4310199	0,0079430	0,0951716	0,0387739	0,0821167	0,7180350	0,9921535	0,2588943	0,5162490	0,0048480	0,0501236	0,0862633	0,1044343	0,8492289
400	0,0139045	0,0812937	0,0109540	0,0190257	0,1616525	0,9050103	0,1692660	0,2181356	0,3330203	0,6539296	0,3371617	0,5855793	0,7554551	0,1966035	0,7688558	0,5058846	0,2644118	0,0519057	0,0897878	0,4628691	0,0251209	0,1926206	0,0024741	0,1645692	0,0000000	0,0357188	0,5887968	0,1554129	0,0462124	0,0225867	0,0030514	0,0159004	0,0122562	0,1904555	0,8137432	0,3435366	0,6259247	0,9870655	0,1792854	0,0058591	0,0367887	0,0667830	0,3202109	0,0063737	0,1673086	0,9901850	0,0409891	0,7034529	0,5785622	0,0184218	0,4014358	0,0133091	0,1058396	0,0233739	0,0930339	0,6653310	1,0679435	0,2858310	0,4885957	0,0036319	0,0404426	0,0667689	0,1098563	0,8410682
420	0,0102564	0,0837184	0,0205413	0,0152130	0,1644997	0,8922853	0,1725923	0,2061064	0,3258660	0,6289896	0,3182071	0,5632317	0,6718478	0,1900601	0,7560714	0,4969503	0,2613813	0,0488225	0,0864278	0,4718328	0,0253212	0,2202575	0,0029816	0,1661112	0,0007300	0,0425087	0,6302354	0,1207462	0,0469303	0,0199885	0,0034210	0,0223885	0,0161865	0,1804526	0,7991475	0,3456076	0,5948114	0,8859834	0,1956020	0,0029197	0,0307766	0,0518562	0,2692443	0,0059959	0,1664587	0,9720759	0,0427187	0,6819121	0,5115934	0,0193590	0,4615726	0,0311605	0,0898357	0,0295911	0,0741219	0,6554456	1,0767426	0,2795997	0,4899039	0,0044422	0,0547695	0,0793908	0,1002870	0,8428604
440	0,0051396	0,0722233	0,0194492	0,0229346	0,1965490	0,8531152	0,1722151	0,2522528	0,3264115	0,6377966	0,3406889	0,5903029	0,7033163	0,1792950	0,7408102	0,5335299	0,2274189	0,0483450	0,1007041	0,5100605	0,0226465	0,2057164	0,0029856	0,1656573	0,0015613	0,0258829	0,5840589	0,1222289	0,0538329	0,0122570	0,0019384	0,0262005	0,0117004	0,1780061	0,7665873	0,3541352	0,6033568	0,9184153	0,2031350	0,0110161	0,0386971	0,0545290	0,3129017	0,0114373	0,1550466	0,9426857	0,0502543	0,6948909	0,5018366	0,0244890	0,4534859	0,0272585	0,0934957	0,0405493	0,0792806	0,6424330	1,0406311	0,2725101	0,4813281	0,0070251	0,0498845	0,0679568	0,0848930	0,8869328
460	0,0037882	0,0738932	0,0215394	0,0212890	0,1843511	0,9053194	0,1597533	0,2393509	0,3547392	0,6458215	0,3389225	0,5926016	0,7528598	0,1694744	0,7457862	0,5136642	0,2042200	0,0501810	0,0780997	0,4857223	0,0171411	0,1819919	0,0024549	0,1398334	0,0027291	0,0332959	0,5778871	0,1193631	0,0551652	0,0169198	0,0036253	0,0171070	0,0189520	0,1894339	0,7509261	0,3562477	0,5858583	0,9413138	0,2128018	0,0082673	0,0437896	0,0519494	0,2918951	0,0121448	0,1548948	0,8982082	0,0431413	0,7180136	0,5140763	0,0166616	0,4320089	0,0346671	0,0948292	0,0293386	0,0899164	0,7021428	1,0160415	0,2684845	0,4932192	0,0076945	0,0340631	0,0816680	0,0910185	0,8602837
480	0,0053180	0,0683451	0,0078535	0,0205520	0,2680078	0,8877931	0,1704778	0,2111791	0,3533222	0,7357429	0,3157743	0,6673878	0,7721037	0,1557163	0,6981619	0,5935594	0,2456259	0,0494023	0,0804538	0,4909730	0,0129299	0,2052147	0,0012003	0,1195664	0,0019617	0,0367582	0,5392837	0,1408755	0,0663546	0,0177822	0,0024311	0,0180123	0,0274825	0,1839968	0,7573131	0,3379739	0,6458171	0,9605679	0,2183881	0,0049564	0,0343990	0,0542183	0,2822661	0,0118761	0,1415896	0,9201583	0,0433626	0,7539711	0,5374608	0,0134757	0,4409303	0,0333532	0,0813700	0,0340867	0,0666367	0,7135231	1,1073494	0,2719886	0,4984313	0,0098208	0,0328805	0,0919068	0,1224962	0,7929919
500	0,0020092	0,0815744	0,0118722	0,0133054	0,3337092	0,9017469	0,1444851	0,2117427	0,3766306	0,6546772	0,3009222	0,6136052	0,7448485	0,1752678	0,7003530	0,5585822	0,2440842	0,0611444	0,1067163	0,4478157	0,0142701	0,1923833	0,0010025	0,1048602	0,0033198	0,0360243	0,5810775	0,1290411	0,0643695	0,0138061	0,0024135	0,0277439	0,0312689	0,1771509	0,8036780	0,3184167	0,6839238	1,0128885	0,2211829	0,0076993	0,0446211	0,0573775	0,2988769	0,0116808	0,1501577	0,9330054	0,0371427	0,7366194	0,5463439	0,0147248	0,3690655	0,0277995	0,0659617	0,0436358	0,0673561	0,7206277	1,0505121	0,2244296	0,5140696	0,0092835	0,0175699	0,1000717	0,1517676	0,8292993
520	0,0070550	0,1040094	0,0066598	0,0190119	0,3039158	0,8058497	0,1446806	0,1853229	0,3854793	0,6555384	0,2943850	0,6306118	0,7459753	0,1690188	0,6982629	0,5922290	0,2339093	0,0600338	0,0973464	0,5023041	0,0135639	0,1749075	0,0012129	0,1043978	0,0005025	0,0345700	0,5545017	0,1136505	0,0635327	0,0082570	0,0020659	0,0327180	0,0221066	0,1521201	0,7662938	0,3134232	0,6725239	1,0411549	0,2613702	0,0130213	0,0427216	0,0616259	0,2747260	0,0127056	0,1425998	0,8736355	0,0346743	0,7151372	0,5509324	0,0181037	0,3751778	0,0303308	0,0877278	0,0411668	0,0664693	0,7474630	1,0789588	0,2138447	0,5045795	0,0080441	0,0227213	0,1106282	0,1480908	0,8158457
