bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
0,2155933	0,6759858	0,1040992	0,0422456	0,6738798	0,5861160	0,0637697	0,7904009	0,0592210	0,0186393	0,0181288	0,0154464	0,0884833	0,0014990	0,6827990	0,0871320	0,3130462	0,6597328	0,4076950	0,0491818	0,3206459	0,0042901	0,0320086	0,2567339	0,7883929	0,5566507	0,1013072	0,5475216	0,0748179	0,0848915	0,1663101	0,4428289	0,0095916	0,0235254	0,0153522	0,0088151	0,0251731	0,1961956	0,6153133	0,1311051	0,5724358	0,1572495	0,0020698	0,0217732	0,0467094	0,6865834	0,1068816	0,5889500	0,6762124	0,6316940	0,4275535	0,0099611	0,0014862	0,0224912	0,0090473	0,0186223	0,0387071	0,5318801	0,0086851	0,0606817	0,0507746	0,1099408	0,0312024	0,0929291
