glrR	glmY	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	rstA	rcsB	rcsA	fhlA	hyfR	gadE	ydeO	evgA	csgE	csgG	csgF	sra	yjbE	yjbF	yjbG	yjbH	tdcB	tdcC	mdtF	tdcF	tdcE	mdtE	tdcD	tdcG	ompF	osmB	wzb	rprA	wzc	wcaB	wza	wcaA	bdm	hyfA	sgbE	yiaO	yiaK	hyfI	hyfJ	ftsZ	focB	hyfG	yiaL	yiaN	hyfE	hyfB	sgbU	ftsA	hyfD	hyfC	lyxK	sgbH
0,9945687	0,2252012	0,5911615	0,6709538	0,3629798	0,9868564	0,5613054	0,9946793	0,6014448	0,3134612	0,5171735	0,8610072	0,9821565	1,1380902	0,6085842	1,0654851	0,9163781	0,8201472	0,6365431	1,1220193	0,3485657	0,2557283	0,3064104	0,1424027	0,9042590	0,9412683	0,9523165	1,0352347	0,8128212	0,6950190	1,0376033	0,7814720	0,6932965	0,7993904	0,9304781	0,5523515	0,2471839	0,2512138	0,6434161	0,9494241	0,7552549	0,9329703	0,6673722	0,1899262	0,6977313	1,0181339	0,8969573	0,4751502	0,3933371	0,9137807	0,9039547	0,6195895	0,6461080	1,0837730	0,1317103	0,8594807	0,8669448	0,7373166	0,2993019	0,9640299	0,7467771	0,9577585	0,8109200	0,7850525
