nadR	nadB	pnuC	nadA	pncB	crp	rhaR	rhaS	zraR	melR	feaR	malI	mtlR	prpR	ascG	marR	rbsR	chbR	nagC	fucR	chbC	chbB	chbG	chbA	chbF	nagB	prpC	fucO	fucI	fucK	rbsD	prpD	zraS	nagD	malY	rhaD	nagE	rhaA	ascF	melA	rbsB	fucP	ascB	melB	rbsK	prpB	rbsC	fucU	rhaB	malX	fucA	prpE	rbsA	nagA	nanM	nanC	rhaT	manX	mtlD	manZ	mtlA	manY	galP	marB
0,6630166	0,1766433	0,2602798	0,0197722	0,7426463	0,1098430	0,0765019	0,0160285	0,2345495	0,3073557	0,5560738	0,4657846	0,4447874	0,2160540	0,0599222	0,2762772	0,0126223	0,2254863	0,3634859	0,0215746	0,3167984	0,0849591	0,3522215	0,4041009	0,5116828	0,3217798	0,0739012	0,3981174	0,0533060	0,0215747	0,6264002	0,3047501	0,0584613	0,8413306	0,4843408	0,0120204	0,7941596	0,1648330	0,4416176	0,0099639	0,7462225	0,0327263	0,0297695	0,6426915	0,4922829	0,3209913	0,4458579	0,0236343	0,0833285	0,0306409	0,0264413	0,0956835	0,0759520	0,7219517	0,1919932	0,2554554	0,1138182	0,3671589	0,3517383	0,3565114	0,2867549	0,1789216	0,4870835	0,0775583
