"Time"	glrR	glmY	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	rstA	rcsB	rcsA	fhlA	hyfR	gadE	ydeO	evgA	csgE	csgG	csgF	sra	yjbE	yjbF	yjbG	yjbH	tdcB	tdcC	mdtF	tdcF	tdcE	mdtE	tdcD	tdcG	ompF	osmB	wzb	rprA	wzc	wcaB	wza	wcaA	bdm	hyfA	sgbE	yiaO	yiaK	hyfI	hyfJ	ftsZ	focB	hyfG	yiaL	yiaN	hyfE	hyfB	sgbU	ftsA	hyfD	hyfC	lyxK	sgbH
1020	0,7008582	0,1322247	0,3935428	0,4581642	0,2310770	0,7402507	0,4430747	0,7945377	0,4765679	0,2186755	0,3858819	0,5691322	0,6863250	0,8253501	0,3394909	0,6540125	0,5533089	0,5875871	0,5484033	0,7655259	0,1941203	0,1751723	0,1793597	0,1200633	0,5324282	0,8141772	0,6389692	0,6543362	0,4901503	0,3597628	0,7195612	0,5387563	0,5793018	0,4683034	0,6064909	0,5022433	0,1191317	0,1612274	0,4726772	0,8016189	0,5363952	0,6572456	0,5404981	0,1245625	0,5110421	0,7521250	0,7291128	0,3758763	0,1960836	0,6758803	0,5968550	0,3578382	0,4143090	0,6289127	0,0354600	0,6261564	0,5307058	0,4995497	0,2299494	0,7855157	0,7206127	0,6597297	0,4832861	0,5319756
1040	0,6522647	0,1260226	0,4124167	0,4621123	0,2474665	0,5952662	0,3923580	0,5497223	0,4906804	0,2192338	0,5204663	0,5841590	0,7155076	0,6259121	0,4225898	0,6656796	0,6799783	0,4637310	0,4515904	0,8098704	0,1647821	0,1753900	0,1664723	0,1093762	0,6128235	0,6395464	0,6634754	0,5513165	0,5422636	0,5245490	0,6227880	0,6058449	0,5357848	0,4571700	0,8040720	0,3623914	0,1146517	0,1923201	0,4794649	0,7197851	0,5862383	0,6735776	0,5434517	0,1384623	0,5204045	0,6021899	0,7146039	0,3038250	0,2124609	0,7719084	0,5960305	0,4131622	0,3909524	0,6082936	0,0494887	0,5973069	0,6382948	0,6002219	0,2021323	0,6505019	0,5007659	0,7450919	0,5102348	0,5746094
1060	0,7234479	0,1116491	0,3953083	0,4044919	0,2691475	0,7037669	0,3147835	0,6372749	0,4026103	0,1511006	0,4121832	0,5030082	0,7647019	0,7270666	0,3509658	0,7395970	0,6443646	0,5047740	0,4432811	0,6647766	0,1587464	0,2132153	0,1915097	0,0926945	0,5015485	0,6811671	0,6299991	0,6607793	0,6348642	0,4697799	0,6890328	0,4477668	0,5099778	0,6172595	0,6632032	0,4080277	0,1415994	0,1467965	0,4598556	0,8224271	0,4937861	0,7044926	0,5813647	0,1437066	0,5275782	0,7852016	0,7297910	0,3174696	0,2438302	0,6135857	0,5168861	0,2606315	0,5034281	0,6575652	0,0869574	0,6271212	0,6100434	0,4706041	0,2741235	0,6220385	0,3973965	0,6511623	0,5006591	0,5334478
1080	0,7428607	0,1283644	0,3924236	0,4555499	0,2332018	0,8574227	0,3742777	0,7335691	0,3858772	0,1945323	0,4131690	0,4804255	0,7334100	0,7396291	0,2792026	0,8117623	0,6043271	0,5000139	0,5052120	0,8063470	0,1575023	0,2021155	0,1854179	0,0827304	0,5531885	0,7357544	0,7079475	0,6003544	0,6825024	0,4552942	0,6488226	0,5587315	0,5864835	0,4635467	0,5635227	0,4393231	0,1386872	0,1668008	0,3860808	0,7225425	0,5236884	0,6359782	0,5699022	0,1862550	0,5346192	0,7099546	0,6244547	0,2797097	0,1970475	0,7222615	0,5518386	0,3112230	0,4886586	0,6456063	0,0705788	0,5976053	0,6102958	0,5674894	0,2466799	0,6815352	0,5471998	0,7198618	0,6001824	0,7155612
1100	0,7448260	0,1469122	0,4629478	0,4940842	0,2484799	0,7273477	0,4396060	0,8218159	0,4179344	0,3076128	0,4279593	0,5007450	0,7952544	0,6011289	0,3747867	0,6994949	0,5734980	0,7120639	0,3802507	0,8656995	0,2428867	0,2231942	0,2420026	0,1364850	0,5051146	0,7146571	0,8141764	0,7948597	0,5757639	0,4707143	0,7370943	0,4596281	0,4982680	0,5243430	0,7648977	0,3956636	0,1467867	0,1118938	0,4291357	0,7583538	0,6072529	0,6847605	0,4601777	0,1279282	0,4052966	0,6747305	0,6511604	0,3136617	0,2109955	0,7630547	0,5334442	0,3049140	0,4063745	0,6808420	0,0583061	0,6934634	0,6870473	0,5107472	0,2111622	0,6603282	0,6548852	0,7108778	0,5357969	0,6071211

0	0,7684839	0,1249759	0,4918567	0,5589457	0,2867477	0,6899647	0,3710316	0,6824392	0,4643038	0,1613425	0,2671570	0,6173763	0,7113884	0,5966585	0,4087175	0,8024332	0,6414451	0,6650910	0,4451760	0,7296976	0,2195600	0,2461716	0,1950100	0,1098454	0,7131427	0,6357530	0,7069676	0,8397964	0,6159910	0,4677106	0,7308964	0,5748040	0,5308706	0,6556502	0,7321111	0,3208544	0,1739860	0,1637092	0,5446883	0,8186753	0,5080172	0,5732135	0,5772803	0,1817439	0,5093462	0,6214634	0,6172954	0,2989796	0,2846810	0,7190295	0,6629203	0,4147090	0,4554367	0,6667928	0,0837931	0,7938473	0,5316158	0,5910138	0,3412303	0,6331181	0,5824308	0,7719288	0,5813753	0,6230939
20	0,4925549	0,3016971	0,4265535	0,4924827	0,1517456	0,6764184	0,5326770	0,8888863	0,4471117	0,2124565	0,2834576	0,5347987	0,7742418	0,8148277	0,4176885	0,7283713	0,6366667	0,6247456	0,4924738	0,8117786	0,2399586	0,1661254	0,1777716	0,1259147	0,6251916	0,8373311	0,7282549	0,7673755	0,6708472	0,5130771	0,6759959	0,5601776	0,4757350	0,5225163	0,7415847	0,4382516	0,1322778	0,2792208	0,5046755	0,6538769	0,6011704	0,7344928	0,5088066	0,2382059	0,5246637	0,7302036	0,5648901	0,5802834	0,3135297	0,6917020	0,6681800	0,4441146	0,4979085	0,5380032	0,1056728	0,6142354	0,7427492	0,4624315	0,2470783	0,6563695	0,5810265	0,6396827	0,5376156	0,6678049
40	0,4488449	0,3755603	0,5012116	0,5542219	0,1106150	0,8193979	0,6170673	0,6901925	0,4110733	0,3019144	0,2310591	0,5742028	0,7376603	0,7551433	0,3639732	0,6395462	0,7386627	0,5157958	0,5573837	0,8181032	0,2353127	0,1840197	0,2027631	0,0660073	0,6741642	0,9235301	0,8234588	0,6247230	0,6734997	0,4496350	0,7101700	0,5317342	0,5122785	0,5317856	0,6974739	0,3567975	0,0879215	0,4418124	0,3814594	0,6348334	0,6562774	0,7098733	0,6473062	0,2112050	0,5419932	0,5858679	0,6580654	0,5322020	0,2404820	0,6971975	0,7051002	0,3293869	0,3986695	0,6504839	0,0839449	0,6657012	0,6057100	0,5742036	0,2979484	0,7422160	0,7156110	0,6604593	0,5178168	0,6050610
60	0,4091947	0,4343361	0,4209464	0,4289616	0,0876047	0,7572462	0,6579640	0,6731047	0,5923328	0,1953331	0,2384956	0,6253336	0,7807518	0,9813328	0,3390964	0,7079586	0,9303614	0,5637787	0,4491645	0,8015291	0,2757232	0,2118921	0,2690883	0,0767500	0,4801754	0,7731903	0,6857837	0,7733340	0,7045080	0,5192453	0,6615078	0,5269425	0,3968292	0,6712194	0,7418999	0,4859506	0,1593244	0,4288201	0,3909559	0,7895143	0,5332892	0,6986577	0,4633035	0,2047200	0,4266173	0,6008298	0,6736633	0,5955619	0,4045370	0,5257022	0,6968230	0,3309132	0,4869441	0,6367655	0,0817604	0,5371601	0,6251865	0,5494241	0,2917953	0,8161406	0,4821190	0,6405450	0,6643333	0,6389984
80	0,3021691	0,4557817	0,3510869	0,4631919	0,0443926	0,7011434	0,5700754	0,5590611	0,4224469	0,2155020	0,3176866	0,5427542	0,8326454	0,8982275	0,3753234	0,7274769	0,7147183	0,5542748	0,5408599	0,7553848	0,2443302	0,2202902	0,2404894	0,0845694	0,4643449	0,7622049	0,7601738	0,6906888	0,6451246	0,4937731	0,7150482	0,6121490	0,5093375	0,7092398	0,6665198	0,4951469	0,1150584	0,5191658	0,5624591	0,6169176	0,5943147	0,8481839	0,3926147	0,1243224	0,5695925	0,6750240	0,6023928	0,6321892	0,2727878	0,6369956	0,5984072	0,3754836	0,4902982	0,5372674	0,0561553	0,4910281	0,6599653	0,5071384	0,2329620	0,6646642	0,6352748	0,7095311	0,6219231	0,5494003
100	0,2751385	0,5836894	0,3402592	0,5198484	0,0434935	0,6675558	0,6371554	0,7031545	0,4049110	0,2337137	0,2429740	0,6278996	0,7385015	0,7444699	0,3340740	0,5208968	0,7880551	0,5051042	0,4707554	0,8368987	0,2298955	0,1924225	0,1902799	0,0799940	0,5797170	0,7785774	0,7290313	0,7874005	0,6519554	0,4848857	0,7427343	0,5980010	0,5006225	0,4836327	0,6337801	0,5254086	0,1381182	0,6098381	0,4757579	0,6331153	0,5533164	0,7118362	0,5059490	0,1697270	0,5640550	0,6353019	0,5565994	0,6884898	0,2979696	0,7363354	0,6137126	0,2678058	0,4414705	0,6025762	0,0827021	0,6021945	0,5456019	0,5117442	0,2913362	0,6780268	0,5125814	0,6509690	0,6701787	0,5704480
120	0,2867939	0,6103162	0,4010855	0,4796764	0,0204027	0,6798084	0,5824012	0,6102523	0,4539923	0,2678369	0,3270096	0,4847937	0,6186576	0,6621262	0,4617565	0,6709245	0,6929583	0,5322984	0,5643798	0,7241070	0,1864453	0,1878372	0,2492044	0,1391417	0,6572413	0,6214890	0,7875621	0,6162148	0,6671400	0,4783393	0,6932189	0,4657206	0,4813311	0,5557771	0,6908273	0,4534026	0,1108688	0,6107438	0,5041399	0,7810406	0,6180561	0,6638214	0,5495428	0,2662276	0,5178886	0,6426764	0,5407740	0,7011564	0,2767087	0,6835619	0,6227520	0,3329710	0,4759487	0,5870689	0,0848326	0,5982202	0,5538634	0,5083407	0,2354635	0,8391869	0,4644093	0,7281057	0,7156466	0,5953528
140	0,2404870	0,6210065	0,4562763	0,4224073	0,0113666	0,7494522	0,5491800	0,6897106	0,4353390	0,2381584	0,3110977	0,6140844	0,5728596	0,6223870	0,4117778	0,7587250	0,7214121	0,5828666	0,4344778	0,7526843	0,2481797	0,2350272	0,1796688	0,0785099	0,5691930	0,7723684	0,6041375	0,6115551	0,6821697	0,4082328	0,6785470	0,4920440	0,6499253	0,5352824	0,6913385	0,4551804	0,1654601	0,4837500	0,3902224	0,6908803	0,5338339	0,8193234	0,4728421	0,1719805	0,5574313	0,6592073	0,6636195	0,6621651	0,3168223	0,6890048	0,6757274	0,4077661	0,5564191	0,5925358	0,1227481	0,5833816	0,6852722	0,5486564	0,2745590	0,6890541	0,4190110	0,7802778	0,5936747	0,6761456
160	0,2430991	0,6533152	0,4183446	0,4729337	0,0146812	0,7694492	0,5959995	0,5175978	0,3815138	0,1543955	0,2863082	0,6652336	0,6205984	0,6799613	0,4038053	0,7166624	0,8080822	0,5306273	0,5434297	0,7748983	0,1766057	0,1534264	0,1724697	0,1523603	0,5064307	0,7460555	0,7215602	0,7276570	0,7803280	0,4199452	0,6200142	0,4337158	0,6204183	0,5152442	0,7113455	0,4241317	0,1376314	0,5924223	0,4202944	0,8361435	0,6700420	0,5967728	0,5615551	0,1662788	0,4310813	0,7588893	0,6579026	0,6940201	0,1849035	0,7611774	0,6728665	0,3356243	0,5208889	0,6485871	0,1276307	0,6836711	0,5609710	0,4138703	0,2845207	0,6416852	0,4736416	0,6721712	0,5450955	0,6095132
180	0,2796371	0,5228713	0,4355342	0,5059037	0,0121401	0,7864110	0,6460332	0,6639938	0,4197269	0,3033653	0,4039659	0,4719635	0,7006926	0,6556020	0,3197985	0,7283987	0,6428911	0,6050012	0,4598208	0,7878169	0,2582026	0,2005928	0,2154646	0,1429353	0,5740498	0,6233229	0,6700999	0,7255744	0,8031673	0,4730795	0,7841780	0,5650951	0,6290333	0,4930674	0,6415538	0,4931785	0,1926382	0,6367908	0,3607056	0,7921970	0,5651385	0,7561757	0,4988874	0,1784546	0,4280480	0,5405082	0,5787598	0,6482998	0,1981221	0,7480662	0,7032614	0,3643438	0,4704327	0,5949335	0,0699074	0,6744905	0,5049555	0,5471140	0,3023742	0,7304181	0,5532873	0,7108621	0,5631713	0,7056837
200	0,3026215	0,5058313	0,4228574	0,5401569	0,0292785	0,8140153	0,6116464	0,7397935	0,4895169	0,1810853	0,3073525	0,5865176	0,7520583	0,8353511	0,3813241	0,7128790	0,6183257	0,6048020	0,4423364	0,7451399	0,2541228	0,2431333	0,1786810	0,1171398	0,7361296	0,7636611	0,6769576	0,7330372	0,7433744	0,4760104	0,5908089	0,5048371	0,5102631	0,5578089	0,7179298	0,4766930	0,1664833	0,5644163	0,3391659	0,6866871	0,5149909	0,7308617	0,5023724	0,2048911	0,5242321	0,6340380	0,6743396	0,6580899	0,2221789	0,6369465	0,5713285	0,4145516	0,4349720	0,7556263	0,1200443	0,6292410	0,6760603	0,5876492	0,2721176	0,6533076	0,4971368	0,7314441	0,4597758	0,6231519
220	0,2433780	0,6782057	0,3979507	0,4656561	0,0108819	0,7171668	0,6156327	0,6357515	0,4148609	0,2216883	0,2705574	0,5059478	0,6975438	0,6611247	0,4237344	0,6450940	0,7186136	0,6198626	0,5272384	0,7891349	0,2342851	0,1934717	0,1582142	0,1546575	0,4971131	0,7025209	0,7359443	0,6918494	0,7026871	0,5404497	0,6950468	0,4758390	0,5119275	0,4756797	0,8036146	0,4929090	0,1190665	0,5933543	0,3468545	0,8378252	0,6145337	0,6911000	0,4970540	0,1245624	0,4319363	0,6434812	0,6419075	0,7691516	0,2843077	0,7129149	0,6805247	0,3911589	0,4942080	0,5844443	0,0409603	0,5264839	0,6893644	0,6483200	0,2300638	0,7025259	0,5564219	0,7569698	0,5728359	0,5459555
240	0,3612523	0,7169102	0,3929084	0,5680455	0,0023256	0,6098294	0,6066237	0,7174582	0,3954890	0,1937603	0,2311187	0,5778263	0,5398269	0,7251433	0,4392049	0,6526037	0,6674192	0,6692925	0,4169837	0,7507589	0,2141813	0,1794122	0,2038678	0,0867886	0,6521210	0,7101164	0,7351358	0,7652743	0,5667361	0,4580936	0,7209007	0,4817750	0,5252945	0,6521512	0,6326310	0,5776747	0,1095306	0,6456324	0,3180398	0,6124929	0,4818576	0,5544309	0,5252453	0,1249634	0,5313850	0,5365072	0,6031035	0,6502695	0,2292946	0,8025338	0,5741568	0,3706889	0,5273868	0,6540079	0,1180900	0,6328171	0,6078953	0,5958737	0,2434330	0,7243094	0,4475555	0,6243843	0,7442985	0,6497279
260	0,3339167	0,6802737	0,4285855	0,4646506	0,0028820	0,6039583	0,6003187	0,7369098	0,3957193	0,1981003	0,2546341	0,6109000	0,7139182	0,8101849	0,4565081	0,7637352	0,6278556	0,4867792	0,3577026	0,8074109	0,2454240	0,2503732	0,1938076	0,0838399	0,5053035	0,6696802	0,6194937	0,6719981	0,6516004	0,5043256	0,7664328	0,5027894	0,6219752	0,5789446	0,7422730	0,4137780	0,0937635	0,6153301	0,4629961	0,6720134	0,6457268	0,7234240	0,4304306	0,1586797	0,4303742	0,7261756	0,6958280	0,6665103	0,2235386	0,7109789	0,6334546	0,4337738	0,6751241	0,6148738	0,0628428	0,6510128	0,5569056	0,6893552	0,2479124	0,5081306	0,5740083	0,8506732	0,5487019	0,7372889
280	0,2931335	0,6407393	0,4475845	0,5445138	0,0005201	0,7169181	0,6030815	0,6872413	0,4611954	0,2033765	0,2785237	0,5650542	0,7376745	0,6582042	0,4230849	0,7835396	0,7353279	0,5173903	0,5194947	0,7042065	0,2516625	0,2161094	0,2074823	0,0902772	0,5128339	0,7564092	0,5763401	0,6216789	0,6607721	0,3974344	0,7681985	0,4794069	0,6419871	0,5551183	0,6705325	0,4912724	0,1227484	0,5746672	0,4103022	0,7489704	0,6499495	0,6194415	0,5396950	0,1990128	0,5404846	0,8504722	0,6015958	0,5155282	0,2628000	0,8233095	0,6034250	0,3572036	0,4656274	0,6613624	0,1132488	0,5047334	0,6035988	0,5446218	0,2792791	0,6525782	0,5159913	0,5388333	0,5775242	0,6244145
300	0,4098828	0,6248683	0,3886820	0,4795679	0,0004513	0,7567226	0,5826586	0,6483357	0,4608147	0,1598186	0,3070094	0,5274926	0,7409822	0,6370090	0,3485567	0,6788755	0,8219983	0,5618330	0,4157465	0,5980482	0,1990950	0,2314974	0,1673508	0,0662303	0,5586096	0,7405196	0,5672734	0,7354921	0,6609193	0,3712796	0,6657912	0,5051744	0,5104419	0,6913090	0,7536999	0,4517795	0,1311154	0,6280812	0,4247694	0,8529117	0,6569883	0,7754610	0,5631221	0,1716296	0,5239775	0,6512042	0,6414699	0,5872239	0,2793452	0,7006092	0,5394071	0,4455808	0,5895870	0,6464915	0,1179726	0,5616381	0,6643936	0,5777314	0,3002235	0,8066292	0,6245909	0,6863090	0,6010199	0,5561625
320	0,2801441	0,5105794	0,4241495	0,5875720	0,0014801	0,6668061	0,6912524	0,7484363	0,5010154	0,1884690	0,3351977	0,5892713	0,6760483	0,7067388	0,2720984	0,6842254	0,6968638	0,5146070	0,3823756	0,7729010	0,2311251	0,2194500	0,1846543	0,0688567	0,6086867	0,7354579	0,6583076	0,6663388	0,6957945	0,3635426	0,7362969	0,5863344	0,5058667	0,5755432	0,6000076	0,5245490	0,1671382	0,6024923	0,3634395	0,9479703	0,6559293	0,7031813	0,5619751	0,1768629	0,5301470	0,5809892	0,6430787	0,8161017	0,1961852	0,6969481	0,6636090	0,3088596	0,6312122	0,6071634	0,1084585	0,5321248	0,6915225	0,7212958	0,2010262	0,6334739	0,6129220	0,6192932	0,6034720	0,5969231
340	0,2811053	0,4978743	0,3817602	0,5299651	0,0009537	0,6829797	0,6666517	0,7826314	0,4271005	0,1998218	0,3057411	0,4343479	0,6988674	0,8188032	0,2982575	0,7231648	0,6463789	0,4647060	0,5195329	0,6556845	0,3281359	0,1871211	0,1894548	0,0776012	0,6167010	0,8353311	0,7378008	0,8802288	0,7418563	0,4162080	0,6575376	0,5271220	0,5773206	0,5908334	0,6841848	0,4976455	0,1496448	0,5132515	0,4061496	0,8041015	0,6591987	0,7355490	0,6207721	0,1253975	0,5390005	0,7400155	0,6135611	0,5979224	0,2305774	0,6631775	0,6679365	0,4000097	0,5440585	0,6785909	0,0667494	0,6308531	0,6852891	0,5327495	0,2743602	0,7274651	0,5595295	0,6705764	0,5129190	0,6377722
360	0,2386641	0,6113190	0,4042494	0,4118718	0,0225694	0,7283423	0,5813163	0,7007540	0,5392873	0,1800751	0,2581159	0,6263433	0,8392655	0,7444831	0,4725020	0,6729765	0,6491499	0,6221303	0,5029515	0,6712695	0,2513732	0,1992371	0,2174473	0,0700346	0,5145978	0,7713954	0,7152539	0,8330828	0,7046591	0,3508954	0,6719372	0,6423220	0,5757790	0,5948283	0,6393275	0,3679050	0,2045061	0,6807045	0,4658424	0,6829230	0,6309731	0,6036568	0,5182485	0,1557974	0,4437441	0,7555532	0,6604001	0,6760392	0,2346346	0,8198276	0,7079130	0,3524404	0,7215475	0,6590426	0,0461965	0,5828401	0,7041191	0,5832617	0,1745670	0,7312747	0,6457301	0,7836364	0,5485057	0,6317765
380	0,3312280	0,6213266	0,5031696	0,4859327	0,0052352	0,7301915	0,6694946	0,6547821	0,5012425	0,2488840	0,2535959	0,5703367	0,7681285	0,7383958	0,3758409	0,7831705	0,7272111	0,5754535	0,4437948	0,7672921	0,1981297	0,2429813	0,2431416	0,0692483	0,5548392	0,6303455	0,7254219	0,8248998	0,7628743	0,3952631	0,9095340	0,5782220	0,5183537	0,4857745	0,7266729	0,5135588	0,2081512	0,7046481	0,5025366	0,6600886	0,5030458	0,5992934	0,4784660	0,1797007	0,6123366	0,7211621	0,5512144	0,6868187	0,1786303	0,5064775	0,6264349	0,3396589	0,5090820	0,6741580	0,0604841	0,6599106	0,5745765	0,4613940	0,2607758	0,7013384	0,6697004	0,8118913	0,5418912	0,5560482
400	0,3479356	0,5859104	0,4825095	0,4048888	0,0014195	0,8229342	0,6927018	0,7848024	0,5613753	0,2542852	0,2404682	0,6546108	0,7154391	0,6546843	0,3766205	0,6914348	0,8855769	0,6197510	0,5176629	0,7090472	0,2701200	0,1879353	0,1996116	0,1086549	0,5168069	0,7126681	0,7353770	0,7523429	0,6692270	0,4464587	0,7566348	0,5194786	0,5818619	0,4716922	0,7504680	0,4832953	0,1443098	0,5859738	0,4342582	0,7944527	0,6031972	0,5825075	0,3929200	0,0908962	0,3698348	0,7521917	0,5964792	0,7206816	0,2317000	0,7122822	0,6621340	0,4259979	0,6425421	0,7056391	0,0557253	0,5578923	0,5376058	0,4938495	0,1549480	0,7191527	0,6075515	0,8213378	0,5474951	0,6189593
420	0,3626936	0,6446484	0,4218999	0,5110070	0,0043033	0,8646644	0,6247107	0,7119146	0,4572176	0,2525523	0,2955611	0,4936409	0,8714762	0,5766043	0,3254023	0,7174724	0,7170893	0,4838618	0,4451931	0,6956541	0,2573804	0,2155233	0,2414453	0,1029443	0,5942480	0,6402623	0,5960579	0,7838762	0,8433377	0,4256767	0,7083980	0,6192196	0,6611538	0,4962273	0,6987793	0,3943976	0,1564504	0,7555515	0,3657221	0,7250137	0,4691035	0,8060282	0,4297379	0,1479100	0,4744672	0,7171724	0,7706929	0,6913449	0,2362129	0,6300874	0,6032474	0,3453043	0,5937772	0,8088833	0,0655102	0,6110568	0,6446025	0,6364040	0,2161155	0,6687449	0,6326272	0,6954459	0,4928081	0,5309409
440	0,2781208	0,5790682	0,4984787	0,5887919	0,0006484	0,7256462	0,5816685	0,6429130	0,4202606	0,1749508	0,2141012	0,4982440	0,7189088	0,6598341	0,3868359	0,6489132	0,5683310	0,5498573	0,4980931	0,6812555	0,2204087	0,2658959	0,2216721	0,1327434	0,5957531	0,6532761	0,6557767	0,7255108	0,6493668	0,4531681	0,6829498	0,5634284	0,6266571	0,5698672	0,6766559	0,5120558	0,1475332	0,6313894	0,4230833	0,6279338	0,5395212	0,6609210	0,4880681	0,1202700	0,5195598	0,6706669	0,6224384	0,6457877	0,2643366	0,7370229	0,6548967	0,3251481	0,5837549	0,8684366	0,0518787	0,5450497	0,8298557	0,5409126	0,2476435	0,6053667	0,6795463	0,6936871	0,4595019	0,6094314
460	0,2729162	0,7047013	0,3321989	0,5381801	0,0001681	0,7377955	0,6834279	0,6885928	0,5785654	0,1826804	0,3283531	0,5223347	0,5736224	0,6466620	0,3771277	0,6059803	0,8315079	0,5567313	0,4014705	0,5827738	0,2119354	0,1795762	0,2643361	0,0850656	0,6646513	0,7913754	0,6891162	0,7931332	0,6625170	0,5281272	0,6665238	0,6307667	0,5805945	0,6068154	0,6561300	0,4686661	0,1147244	0,4598349	0,4689995	0,6686253	0,5002753	0,5853834	0,3429638	0,1565730	0,5067592	0,6770859	0,6233626	0,6998458	0,3051593	0,6093759	0,5611203	0,3244283	0,6276938	0,7084981	0,0802214	0,5109356	0,7491225	0,5449288	0,2306573	0,7135550	0,4781667	0,6953115	0,4833524	0,6740384
480	0,2288528	0,7032919	0,4497611	0,3869811	0,0002704	0,7383752	0,6849011	0,6324867	0,4547306	0,1379259	0,2567053	0,5432747	0,7066633	0,7577351	0,3884679	0,6140436	0,6376052	0,4748403	0,4168786	0,6939516	0,2210335	0,2138828	0,2007430	0,0937978	0,6049708	0,6640790	0,6541631	0,7381379	0,8434180	0,5932212	0,7333649	0,5255031	0,7271358	0,5504800	0,7165565	0,4023708	0,1538382	0,5576263	0,4778303	0,6628384	0,5250791	0,7717165	0,4815123	0,1615839	0,5228471	0,6644068	0,6262421	0,6773309	0,2621273	0,6729538	0,5864664	0,3944199	0,4026332	0,7631155	0,1077965	0,5962794	0,6581909	0,4722295	0,2343229	0,7505103	0,5540321	0,7010658	0,4396125	0,6370127
500	0,2653287	0,7023710	0,3844091	0,4607647	0,0000571	0,7226768	0,7094522	0,7497318	0,4887505	0,1937730	0,2864330	0,6050403	0,7473998	0,7841206	0,2958335	0,7779156	0,8373292	0,5314704	0,4029001	0,6477551	0,2549253	0,2584713	0,2482983	0,1218567	0,7738647	0,7675666	0,7051562	0,7522946	0,6871270	0,4718007	0,7378099	0,6833653	0,5879901	0,6073951	0,6273521	0,4667708	0,1278139	0,8422460	0,4889897	0,6986575	0,4552789	0,6413669	0,4952865	0,0967713	0,4492633	0,5947820	0,5558348	0,7745443	0,2769900	0,7730940	0,6229664	0,3433374	0,4910168	0,6568754	0,0927821	0,5066286	0,5674823	0,5063892	0,2145066	0,7015061	0,4745587	0,8092708	0,5028218	0,5674588
520	0,2476243	0,7456590	0,4605300	0,6509547	0,0004959	0,7576526	0,7313796	0,6256321	0,5070546	0,1888168	0,2897109	0,4113999	0,8001831	0,7733944	0,3253587	0,8275934	0,7626987	0,3730411	0,3386184	0,5691261	0,1930274	0,1564415	0,2130816	0,1052556	0,5861157	0,7048849	0,7165798	0,7103594	0,6926704	0,5140025	0,7712062	0,5629072	0,5813623	0,5376469	0,8665984	0,4646164	0,1574820	0,5495858	0,4832612	0,9376814	0,6369433	0,7560913	0,4844668	0,2148913	0,4950256	0,6509793	0,6131889	0,8416499	0,2614497	0,6102876	0,6548704	0,3966696	0,6107921	0,6130649	0,0745813	0,6319336	0,6638297	0,5790867	0,3128778	0,6927385	0,4304815	0,6573741	0,5722377	0,5031571
540	0,2473358	0,6829145	0,3586076	0,4640311	0,0005025	0,6906295	0,6770105	0,7394234	0,4300980	0,2441624	0,3223487	0,5194077	0,6233769	0,6543501	0,3549278	0,7979942	0,7711361	0,5371599	0,3841300	0,6836684	0,2672345	0,1879791	0,2309408	0,1240815	0,5990721	0,6013384	0,8250014	0,6409501	0,5475954	0,5413105	0,8425288	0,5529487	0,7200052	0,5574197	0,7882091	0,4454516	0,1788375	0,7120867	0,4757661	0,7903325	0,4911335	0,6944815	0,4052634	0,1309909	0,4650576	0,7371557	0,5754007	0,6062343	0,2024289	0,6492403	0,6409446	0,3719196	0,5674897	0,6593249	0,1217048	0,6382925	0,5631916	0,4742077	0,2721563	0,8406330	0,5092115	0,6966024	0,4320390	0,5612070
560	0,3094603	0,7355787	0,4041259	0,6258240	0,0009231	0,5793147	0,6974664	0,7726895	0,4925930	0,2731209	0,2949315	0,4940361	0,7435958	0,7056429	0,4089542	0,7842844	0,7421288	0,5827894	0,3923334	0,8571030	0,2479074	0,1879501	0,1554283	0,0823921	0,5858918	0,7360091	0,8005651	0,6820820	0,6123603	0,5378422	0,7016029	0,7146488	0,6642469	0,5823556	0,7737276	0,5658813	0,1775123	0,5289226	0,3729770	0,7007556	0,6045443	0,7580969	0,4172381	0,2037052	0,5640832	0,7120778	0,5923762	0,6768149	0,2650237	0,7384243	0,5652363	0,3366566	0,7267473	0,6228311	0,0661961	0,6611714	0,6380790	0,5481415	0,2184354	0,7919764	0,6430615	0,7424180	0,5604081	0,5879505
580	0,5179545	0,5550621	0,3821882	0,4933726	0,0682498	0,7054958	0,6336843	0,6744146	0,4825516	0,2152760	0,3771142	0,5821878	0,6660698	0,6864515	0,3797532	0,7312067	0,6218024	0,5587754	0,3869318	0,7829157	0,1983743	0,1830710	0,2446251	0,0828619	0,5426057	0,7472387	0,7553565	0,7616179	0,6514403	0,4596628	0,7423963	0,5407577	0,6534380	0,5486445	0,7427154	0,4686130	0,1286410	0,4665641	0,4698522	0,7017342	0,5184620	0,7570471	0,5546841	0,1665702	0,5578764	0,7792285	0,4954155	0,4543121	0,3129353	0,5853212	0,6507243	0,3744858	0,7286696	0,6666633	0,0800568	0,6091234	0,6420000	0,5213950	0,2753786	0,6927696	0,5942398	0,6770515	0,5459266	0,6973141
