"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	yhiD	hdeB	hdeA	rutB	rutG	rutC	rutE	rutF	rutA	rutD	cadB	gadB	fadL	cadA	gadC	sra	rprA	nemA	wcaB	wza	lldP	osmB	betT	betB	wcaA	wzc	gadY	wzb	betA	lldD	bdm	treC	slp	hdeD	treB	dctR	rpoS	yjbF
460	0,6107723	0,6856084	0,2556658	0,0193397	0,7006947	0,3694770	0,2127880	0,6381793	0,6187014	0,0922556	0,2227469	0,0626013	0,1229243	0,4011366	0,7651553	0,6424776	0,7255129	0,1118644	0,3125171	0,1464108	0,5300614	0,2790407	0,1863584	0,2246267	0,2027866	0,2434485	0,6127019	0,6232535	0,4679713	0,7230111	0,7044502	0,7535098	0,5970202	0,0501954	0,3924492	0,6009194	0,4280535	0,4689511	0,0817487	0,6708182	0,5031212	0,0607804	0,5413638	0,0618357	0,7420776	0,6122179	0,5425807	0,6150246	0,1493399	0,4458533	0,4108471	0,6982006	0,6197161	0,7643375	0,1505510	0,0212202	0,6213456	0,5643840	0,6899283	0,5287066	0,5986770	0,3388264	0,3293733	0,7556986
480	0,6454096	0,7398837	0,3258784	0,0164308	0,5740552	0,3993191	0,2110046	0,4722470	0,6938388	0,1108679	0,2124326	0,0370662	0,1650731	0,4522911	0,8047417	0,5022532	0,6559755	0,1075700	0,3445347	0,1111049	0,4848212	0,3460643	0,1520989	0,2915687	0,1590466	0,2829783	0,7150931	0,7256349	0,3483867	0,7370931	0,5735039	0,6404099	0,6750570	0,0598952	0,4683967	0,4457132	0,3498614	0,3431043	0,0795146	0,6375895	0,4011210	0,0660859	0,6129213	0,0301237	0,7686973	0,7111577	0,5785427	0,4748488	0,1545725	0,4213241	0,4348586	0,6848614	0,5315589	0,6811255	0,1440636	0,0144027	0,6159359	0,3690037	0,6327095	0,4558128	0,5456209	0,3245349	0,4460556	0,7962694
500	0,7212949	0,7469953	0,1930071	0,0177670	0,5462402	0,3057482	0,1702292	0,6116431	0,6076926	0,1626611	0,2499021	0,1022605	0,1774813	0,5028471	0,6558386	0,5737750	0,6031726	0,1096908	0,3111342	0,1131070	0,5509797	0,3212657	0,1931565	0,2476307	0,1541510	0,2597860	0,6895022	0,5207033	0,5153722	0,7576678	0,6891806	0,5906301	0,7368602	0,0443646	0,5064873	0,5400764	0,3509467	0,3769495	0,0785307	0,6775185	0,3486782	0,0548389	0,6399085	0,0350102	0,6625467	0,6348176	0,5051659	0,5895181	0,1098578	0,4366361	0,4011378	0,7171314	0,6582894	0,6331796	0,1687920	0,0199308	0,6595203	0,4701687	0,7864876	0,5736092	0,6045931	0,4967403	0,3272869	0,7923276
520	0,7937270	0,7223987	0,2916136	0,0288784	0,4790076	0,3968572	0,2300146	0,5169011	0,5757027	0,1165900	0,2216730	0,0631064	0,1734524	0,3726991	0,6896997	0,6059598	0,7222153	0,1151574	0,3597459	0,0773978	0,5941918	0,3743924	0,1466564	0,2771433	0,1151345	0,2508585	0,5750386	0,7808952	0,4528414	0,7914331	0,7234536	0,7286134	0,6580274	0,0417028	0,4895943	0,5727048	0,3437014	0,3863243	0,0538413	0,5913238	0,4797969	0,0440622	0,5307993	0,0281157	0,5576560	0,6072719	0,5002494	0,5923642	0,1430893	0,5146188	0,4729617	0,7440145	0,6847568	0,7817639	0,1452405	0,0157406	0,5559830	0,4620663	0,6872574	0,3374094	0,6081066	0,5905212	0,3247062	0,7868145
540	0,8138096	0,7417094	0,2299415	0,0528921	0,6693865	0,3970541	0,1971495	0,4660742	0,5492265	0,1072715	0,1800025	0,0527738	0,1258956	0,3606824	0,6501211	0,6155466	0,6548805	0,0962623	0,3235460	0,0868885	0,5884506	0,4023785	0,1549816	0,2375985	0,1271524	0,2554401	0,8013772	0,6880585	0,5051259	0,7113470	0,5272837	0,5675386	0,5889154	0,0628887	0,4408766	0,5420716	0,2945285	0,3861605	0,0622677	0,6147128	0,4720826	0,0379397	0,5511046	0,0285749	0,6968298	0,7705305	0,5113668	0,6065319	0,1020551	0,4232592	0,5097045	0,7264795	0,6611682	0,6798143	0,1611038	0,0406385	0,6652950	0,4459387	0,5661640	0,5089586	0,5827482	0,4129234	0,3929595	0,6393494
560	0,7515957	0,9066937	0,3015015	0,0653609	0,6437527	0,4168150	0,2060548	0,4947026	0,5902065	0,0777869	0,1284658	0,0383241	0,1430289	0,4348144	0,6811059	0,5075959	0,6260423	0,0708728	0,3868063	0,1042760	0,4705979	0,2954292	0,2043201	0,2304141	0,1417278	0,2488622	0,7702004	0,6123595	0,4120604	0,7054760	0,5994833	0,6823166	0,7517939	0,0413962	0,4355434	0,5101607	0,2949602	0,3091973	0,0610855	0,6255591	0,3865649	0,0261351	0,6137914	0,0481216	0,6481258	0,5826323	0,5131406	0,6601174	0,1195426	0,4045974	0,6348709	0,6859202	0,6027387	0,6232760	0,1163285	0,0119172	0,6618950	0,5067473	0,6761359	0,5097097	0,6251135	0,3263314	0,3621515	0,7476083
580	0,7285453	0,7486227	0,3457282	0,0115772	0,6377605	0,3933930	0,2570370	0,4784495	0,5442331	0,1242496	0,2582080	0,0559130	0,1303845	0,5710451	0,7551259	0,6213091	0,7970895	0,1217375	0,3237768	0,2362923	0,5318515	0,2890679	0,2841316	0,3928747	0,1340608	0,2102571	0,4612775	0,6903305	0,4890019	0,7077836	0,3926047	0,7152445	0,6294169	0,0618071	0,4896284	0,4659159	0,3463017	0,3526375	0,1339927	0,6349941	0,2616685	0,0415904	0,5818618	0,1909934	0,5541961	0,5064922	0,3947376	0,6263594	0,1217564	0,3899247	0,4896238	0,5386907	0,5345526	0,6525754	0,1901309	0,0427465	0,8027879	0,4554375	0,7920167	0,4653346	0,7029666	0,2928472	0,3258902	0,7992059
600	0,8063398	0,7303186	0,3232457	0,0366409	0,4802403	0,4351971	0,2041538	0,4319804	0,5751679	0,0930436	0,2081338	0,0360511	0,1818435	0,5740467	0,6900985	0,6855489	0,7032490	0,1231399	0,2392610	0,5113503	0,5979639	0,3453081	0,2444321	0,4219718	0,1662657	0,2249872	0,4080638	0,8026188	0,5924555	0,6787846	0,2552533	0,5004761	0,5961446	0,0719360	0,3531073	0,5540611	0,3818905	0,3824413	0,1711541	0,5943729	0,1495369	0,0123197	0,4415707	0,3135759	0,3582173	0,3245433	0,5423519	0,7972615	0,1080893	0,4738966	0,5189138	0,5438974	0,4822485	0,6183454	0,1822864	0,0487541	0,6900096	0,4315787	0,7558854	0,4388041	0,7020726	0,2724387	0,3668307	0,5753043
620	0,7255995	0,8459648	0,3020058	0,0803436	0,5366675	0,4436636	0,2844172	0,4404442	0,6007196	0,0712719	0,2323513	0,0733400	0,1658233	0,6689393	0,7048338	0,5993399	0,7595415	0,1396272	0,2776196	0,4797719	0,5317165	0,3222867	0,3651772	0,4780011	0,2015489	0,3178095	0,3836963	0,6624387	0,4609737	0,7781591	0,1967154	0,6870700	0,6200858	0,0779127	0,3540835	0,6830682	0,3075127	0,3103630	0,2425972	0,6137011	0,1569258	0,0460152	0,4086028	0,2987699	0,3178733	0,3398184	0,4721033	0,6675989	0,2112232	0,3839575	0,3741279	0,4763339	0,4178060	0,7361664	0,2302636	0,0683361	0,6023434	0,3992105	0,6921481	0,4603784	0,4801115	0,4265641	0,3744017	0,6646261
640	0,8094959	0,6283661	0,3807361	0,0785409	0,5591201	0,3022615	0,2059823	0,4213129	0,5925018	0,0791560	0,1775161	0,0805442	0,1729692	0,7501565	0,7002253	0,5097457	0,6298740	0,1757698	0,3350198	0,4634298	0,5303826	0,2297992	0,2784911	0,5700237	0,2378846	0,2573430	0,4442139	0,7466219	0,4687226	0,7717340	0,1185245	0,6294074	0,6995778	0,0985891	0,4076981	0,4157286	0,4126941	0,3243142	0,2303827	0,5193435	0,0901603	0,0422230	0,4368685	0,3315442	0,3985976	0,2776553	0,5672521	0,6053455	0,1505890	0,3922758	0,4297082	0,4669226	0,3926402	0,6955815	0,2373284	0,0937783	0,5300173	0,4451414	0,7175135	0,4953845	0,4116368	0,3212048	0,3726828	0,6542713
660	0,7850637	0,7701276	0,2656346	0,0256779	0,5670701	0,3897066	0,2645804	0,5792866	0,5924334	0,0836438	0,1302687	0,0745992	0,1179027	0,6373843	0,6841317	0,5459019	0,7508568	0,1659728	0,3952483	0,6012906	0,4240214	0,2329386	0,2131151	0,5186791	0,2409586	0,2480088	0,4077515	0,5519012	0,4313259	0,6437645	0,1297479	0,5542610	0,6943935	0,0702442	0,4762684	0,4767554	0,3746958	0,2963927	0,1554409	0,5704997	0,0564276	0,0263799	0,3319468	0,3003890	0,3325709	0,3826151	0,5964375	0,6273876	0,0916163	0,4553551	0,6116378	0,4526262	0,4361562	0,6728787	0,2761517	0,0542278	0,6432548	0,4086084	0,6987266	0,4443798	0,5213127	0,3118840	0,4010730	0,6024226
680	0,7726047	0,6313887	0,3169815	0,0283984	0,5795725	0,4114246	0,2412877	0,6055544	0,6705681	0,0761068	0,2057748	0,0893553	0,1619964	0,6722282	0,7199958	0,6105555	0,7825059	0,1572637	0,2962764	0,5390385	0,5038393	0,2742847	0,2159510	0,5540055	0,2674933	0,2191898	0,5318163	0,6993127	0,5273719	0,6988046	0,0922908	0,6523828	0,6663153	0,0734073	0,4158534	0,4294884	0,3551785	0,3135212	0,1740849	0,5523605	0,0895808	0,0296303	0,3389663	0,3062090	0,3144983	0,2550933	0,5364170	0,6685340	0,1240919	0,3157077	0,5073600	0,4251442	0,4087418	0,6961357	0,1933664	0,0705196	0,6278644	0,3823623	0,7653449	0,5411990	0,4973812	0,3160967	0,4466288	0,7271382
700	0,7310384	0,7168205	0,3380772	0,0321787	0,4745870	0,3622094	0,2275940	0,5839997	0,4947093	0,0740382	0,2391977	0,0534473	0,1397535	0,6852275	0,8336487	0,5501659	0,7594836	0,1560315	0,3260743	0,6204053	0,4662660	0,2290355	0,2749162	0,5902293	0,2875994	0,2575611	0,3576903	0,7474641	0,3358119	0,6677937	0,0562283	0,5952326	0,5068335	0,0359299	0,4586387	0,4178093	0,4235986	0,3569845	0,2087357	0,5386537	0,0352021	0,0299406	0,2843147	0,2795154	0,3923341	0,2858437	0,4894124	0,5631217	0,1121742	0,3839211	0,5452178	0,4401742	0,3833859	0,7251188	0,2111420	0,0550307	0,6778761	0,3199614	0,6553505	0,6455412	0,5048156	0,2482673	0,3920484	0,7616097
720	0,6926371	0,7382132	0,2276319	0,0231604	0,5288674	0,2936745	0,1759552	0,5350366	0,5680801	0,0555792	0,1487392	0,0599179	0,1246447	0,7905790	0,6504574	0,6551692	0,8461222	0,1153020	0,2784777	0,6000380	0,5138897	0,1981160	0,2438332	0,6293333	0,3076783	0,2608130	0,5129195	0,6461814	0,4976924	0,5911762	0,0348488	0,5447429	0,7486538	0,0686176	0,3975999	0,4534574	0,4160243	0,3362393	0,1851443	0,5100646	0,0419055	0,0364474	0,4528267	0,3091882	0,3186818	0,3362222	0,4673767	0,6144892	0,2057658	0,4502286	0,5157200	0,4965506	0,3593130	0,6526488	0,3094335	0,0427696	0,6791019	0,4130961	0,6329697	0,6148270	0,5385427	0,2888297	0,4337866	0,7095748
740	0,6784402	0,7060616	0,3933184	0,0216181	0,4780604	0,3794398	0,2998104	0,5269110	0,4524964	0,0532807	0,1969779	0,0729862	0,1002793	0,6240083	0,7514569	0,6153686	0,6952340	0,1229180	0,2840612	0,6515501	0,4779150	0,1668001	0,2505277	0,7531771	0,2582412	0,1990906	0,4791090	0,6675820	0,3655806	0,6070355	0,0452523	0,5870360	0,6567573	0,0594632	0,4522919	0,5546059	0,4318292	0,3787302	0,1858148	0,5074529	0,0639302	0,0235413	0,3855348	0,2111720	0,3296135	0,2793365	0,3886065	0,6070326	0,1180776	0,4314904	0,5342243	0,4962245	0,3703439	0,6343942	0,2844353	0,0546373	0,7152357	0,4511675	0,6345893	0,4324132	0,5288243	0,2965779	0,3645734	0,7259441
760	0,6584394	0,7099501	0,3008167	0,0395693	0,5105854	0,4439220	0,2250188	0,5354235	0,5703316	0,0332017	0,2178852	0,0646785	0,1102539	0,6772702	0,7012684	0,5877363	0,8534564	0,0823712	0,3181567	0,6397028	0,5200816	0,1683727	0,2737377	0,6111444	0,2202659	0,2246840	0,4297369	0,8012887	0,4738736	0,6396574	0,0379107	0,6048496	0,6146441	0,0707758	0,5385846	0,4875821	0,3933864	0,3611459	0,2088089	0,6440159	0,0300201	0,0337137	0,3687413	0,3046622	0,2914130	0,2775437	0,5603867	0,4634808	0,1300035	0,5062432	0,4974199	0,5672103	0,2598603	0,6681901	0,2949413	0,0721374	0,6354523	0,4245647	0,7314462	0,5441338	0,5783193	0,3998292	0,3868398	0,7714705
780	0,7409069	0,7325631	0,3539356	0,0380726	0,5687367	0,3494768	0,2168584	0,5500899	0,6263937	0,0504284	0,2302885	0,0860415	0,2153688	0,7754088	0,6462514	0,5388859	0,7407206	0,1275882	0,2881535	0,7135692	0,5736050	0,2301433	0,2183187	0,6609271	0,2553588	0,2300005	0,4318718	0,6413800	0,5229945	0,6216055	0,0561392	0,7019723	0,7337881	0,0634766	0,4380560	0,4572465	0,4658634	0,4172578	0,2267579	0,4839048	0,0152309	0,0386874	0,3056620	0,2516871	0,3752965	0,3158516	0,5299060	0,6718634	0,1212759	0,3868228	0,5775515	0,5131693	0,3505543	0,5419836	0,3544497	0,0482461	0,5227786	0,3908710	0,7707559	0,4175120	0,5308826	0,4458748	0,3397957	0,6403179
800	0,7546429	0,7680335	0,2957353	0,0128925	0,6360656	0,3449736	0,1938969	0,5236222	0,5555640	0,0724047	0,2716084	0,0912587	0,1030635	0,6664405	0,8098604	0,5275330	0,7669878	0,0545313	0,2936461	0,5266199	0,7060521	0,3651914	0,2539508	0,6386545	0,2623945	0,2608182	0,4907607	0,6065074	0,5149490	0,6121661	0,0249767	0,6206835	0,6263505	0,0722197	0,5080444	0,4601277	0,3855752	0,3985036	0,2240787	0,5030416	0,0268098	0,0295121	0,5173594	0,2594987	0,2670208	0,2574601	0,5241093	0,5808524	0,1881685	0,4009505	0,3617329	0,4654112	0,3673348	0,6810001	0,2440722	0,0589793	0,6467425	0,4011908	0,7788565	0,4564839	0,5167624	0,3813076	0,4887704	0,6731735
820	0,7402053	0,6853618	0,3013147	0,0267917	0,6146103	0,3624855	0,2336609	0,5365458	0,5179999	0,0517085	0,2715901	0,0766165	0,1242523	0,6368574	0,6744016	0,5725144	0,6234848	0,0832155	0,3677891	0,6507986	0,6274752	0,3699464	0,3320776	0,8084272	0,2269332	0,3013912	0,4233718	0,6932009	0,4757473	0,7682075	0,0276890	0,4958334	0,6459871	0,0813733	0,4564811	0,5304377	0,3758758	0,3223113	0,2482174	0,5095543	0,0207373	0,0475339	0,3641449	0,3159412	0,4226733	0,3242654	0,4674692	0,5839467	0,1379039	0,4603739	0,5657574	0,4466192	0,3130148	0,5978328	0,2773414	0,0694582	0,5152226	0,3429911	0,6352218	0,4553556	0,4545745	0,3722454	0,3064088	0,7210399
840	0,7140759	0,6597914	0,2685708	0,0353815	0,5446198	0,3434156	0,1754020	0,5135075	0,5868815	0,0823698	0,2425690	0,0757923	0,1180265	0,7093438	0,6207118	0,5624558	0,6415957	0,1045905	0,3208639	0,6321834	0,5231152	0,4305421	0,2058439	0,6250825	0,2798565	0,2757976	0,4627668	0,6196782	0,5356028	0,6989679	0,0488468	0,6943824	0,4774207	0,0692337	0,4049997	0,4971500	0,3098433	0,3212289	0,2118201	0,4637841	0,0658820	0,0478392	0,3942746	0,3134495	0,3568245	0,3947922	0,5513395	0,6052432	0,1539421	0,4318969	0,5626470	0,4060548	0,3502541	0,6268865	0,2721904	0,0546092	0,5832898	0,4702506	0,6063299	0,4418059	0,6427435	0,2858450	0,3482390	0,5502699
860	0,6862750	0,7070403	0,3040570	0,0238753	0,6103487	0,3054078	0,1934154	0,4708869	0,7254296	0,0983331	0,2518385	0,0612403	0,1180412	0,8336214	0,6122436	0,5724611	0,7569059	0,0972993	0,3831244	0,6282756	0,5766333	0,4432817	0,2738638	0,6168107	0,2739109	0,2660747	0,4553542	0,5960063	0,4784933	0,7830016	0,0238026	0,6941321	0,5911200	0,1152251	0,4068135	0,5262607	0,3274179	0,3691510	0,1602826	0,5382022	0,0620461	0,0334638	0,4588041	0,3790653	0,3325166	0,2935418	0,4797128	0,5970655	0,1231381	0,4312541	0,6374174	0,3893282	0,3300519	0,7702546	0,2141782	0,0843007	0,6328512	0,4090520	0,8135506	0,4824496	0,5473874	0,2930067	0,3396714	0,7487883
880	0,6792664	0,8065458	0,2899135	0,0354118	0,6745124	0,3112592	0,2038313	0,5265738	0,6151340	0,0863278	0,2765471	0,0809872	0,1679096	0,7093291	0,7484584	0,5769517	0,7356558	0,0785399	0,3393688	0,5512701	0,6896696	0,5421222	0,3133141	0,7451580	0,2696005	0,3039140	0,4496209	0,7797514	0,5299252	0,8307514	0,0431045	0,5846275	0,5924625	0,0763028	0,4489813	0,4431114	0,3860162	0,3629899	0,2147885	0,5614065	0,0296472	0,0510569	0,3143118	0,3115546	0,3717207	0,3566836	0,5826786	0,5783765	0,1414619	0,4708123	0,5676081	0,5404277	0,3966776	0,6634203	0,2611132	0,0604726	0,6023429	0,4194886	0,7372651	0,5357387	0,5777693	0,3807827	0,3111891	0,7044181
900	0,7701521	0,6731650	0,2791347	0,0154656	0,5619487	0,3223288	0,1863185	0,5028624	0,6028707	0,1322334	0,3140389	0,0640201	0,1273032	0,6923805	0,6482601	0,5248859	0,7412569	0,1080857	0,3096269	0,6471019	0,6725238	0,6081874	0,4014973	0,5251054	0,2912134	0,2731166	0,5303049	0,7743178	0,3853473	0,8035787	0,0366939	0,6176175	0,6005195	0,0745740	0,5582880	0,4110438	0,4137545	0,3246513	0,2354178	0,5812371	0,0316064	0,0530348	0,4156241	0,3132888	0,3408695	0,3905044	0,5012707	0,5993337	0,1119359	0,4383323	0,4078648	0,3765655	0,2780464	0,6409343	0,2048786	0,0724924	0,6017911	0,3517244	0,9000358	0,5921523	0,5004536	0,2601752	0,3275890	0,6814653
920	0,7150692	0,7831967	0,3267258	0,0180430	0,5854320	0,4927768	0,2348316	0,5069202	0,5220614	0,0600248	0,3534882	0,0904379	0,1249268	0,6192037	0,7033642	0,5824009	0,7561368	0,0762750	0,3157925	0,5096138	0,7169070	0,5395752	0,2768823	0,5695605	0,2508354	0,2305043	0,4196204	0,7905537	0,4439592	0,6637123	0,0222342	0,7091099	0,6331080	0,0441346	0,5000962	0,4954370	0,4214997	0,3674599	0,1953083	0,6081792	0,1090402	0,0302750	0,3415539	0,3868034	0,2922716	0,3661432	0,3879632	0,5855808	0,1083344	0,4273148	0,5168473	0,4560963	0,4871367	0,6863769	0,3259910	0,1535891	0,5503914	0,3668456	0,7567738	0,5313119	0,4027691	0,2812120	0,3458142	0,6957831
940	0,7323749	0,6559306	0,4542854	0,0307343	0,6065533	0,3479568	0,2027636	0,5058362	0,6280322	0,0792894	0,3269045	0,0588699	0,1200122	0,8033843	0,7797703	0,5388678	0,6559824	0,0747141	0,2403482	0,5071491	0,5278820	0,5366598	0,3366839	0,4350296	0,3023934	0,2614395	0,4203082	0,5767093	0,4645295	0,7488468	0,0209105	0,6915732	0,6160460	0,0967613	0,5650877	0,4600556	0,3426697	0,3016547	0,1804837	0,5305105	0,0731127	0,0271013	0,3668007	0,3220103	0,3038989	0,3807217	0,4906945	0,6915819	0,1663927	0,4289827	0,6488965	0,5807684	0,2856554	0,5872001	0,3565933	0,0689151	0,5832503	0,4689544	0,8095133	0,6092019	0,4373611	0,2204194	0,3317862	0,6596377
960	0,7220003	0,7041149	0,3055570	0,0150806	0,6010508	0,3595444	0,2839395	0,4330244	0,5425369	0,0877829	0,3115201	0,0591660	0,0649829	0,7697075	0,6873964	0,4849360	0,6562182	0,0752451	0,2654706	0,5346977	0,4380252	0,3922876	0,2638898	0,5614471	0,3020347	0,2901554	0,3954371	0,6761017	0,4669125	0,8030725	0,0199160	0,5853181	0,5944455	0,0498597	0,4734435	0,5668217	0,3703641	0,3486178	0,2240658	0,5790031	0,0372157	0,0570241	0,2795635	0,2966301	0,2760886	0,3526253	0,5539465	0,4916024	0,1729991	0,4377073	0,5000839	0,6154077	0,4025801	0,6044481	0,3083232	0,0536970	0,5050920	0,3682116	0,6188787	0,5811118	0,4305056	0,3445001	0,3898109	0,6906283
980	0,7345600	0,7294819	0,3349476	0,0124222	0,7455309	0,3560251	0,2155337	0,4322647	0,5984434	0,1198701	0,2842271	0,0661970	0,0744799	0,7619387	0,6527937	0,5332297	0,6446984	0,1233664	0,3023072	0,6927619	0,6655152	0,4062128	0,2790721	0,5115292	0,4098463	0,2234194	0,3624400	0,7272223	0,5528961	0,6533433	0,0196067	0,5645112	0,6309516	0,1287124	0,4589885	0,4221498	0,3741802	0,2762428	0,1904902	0,5163932	0,0293966	0,0282664	0,2593536	0,2802851	0,3144091	0,3887375	0,4841539	0,7037142	0,2114390	0,5037080	0,5470073	0,4471987	0,3104682	0,6405823	0,3284413	0,0616365	0,4755560	0,3657379	0,8278774	0,5262766	0,5096520	0,3735431	0,4215650	0,5460364
1000	0,8175147	0,7550121	0,3541734	0,0274910	0,5031842	0,3889859	0,2019971	0,4706487	0,5053189	0,0841368	0,3071484	0,0597398	0,1402595	0,7893528	0,7578540	0,5999754	0,6425217	0,1386292	0,2510635	0,6255473	0,5968829	0,4062098	0,3068197	0,4801293	0,3391721	0,2649018	0,3934544	0,7547302	0,3881742	0,7700020	0,0170366	0,5528754	0,5993413	0,0843814	0,3619201	0,5022820	0,4399601	0,3722753	0,2410149	0,5776339	0,0366973	0,0306942	0,2258408	0,3304951	0,3229134	0,3674702	0,5144944	0,6604351	0,1506543	0,4264217	0,4274299	0,4094231	0,3588078	0,7374669	0,2597517	0,0492633	0,5204833	0,4482407	0,6585295	0,4505246	0,4866702	0,2982958	0,3321706	0,6799695
1020	0,6538477	0,8131837	0,2907210	0,0160420	0,5935941	0,4268081	0,1800862	0,4368844	0,6493315	0,0718165	0,3206143	0,0379951	0,1662304	0,8336991	0,6856191	0,6320237	0,6848331	0,1122066	0,3962436	0,6282588	0,5805241	0,3791391	0,3156848	0,6863746	0,2456393	0,2658918	0,4955230	0,7113065	0,5943822	0,7962271	0,0364957	0,6372001	0,5141947	0,0531252	0,3958519	0,5049459	0,3861252	0,2860920	0,3049162	0,4857217	0,0599637	0,0363333	0,2462341	0,3391189	0,1984590	0,3794308	0,4099579	0,6320664	0,1279485	0,4400652	0,3437180	0,4490524	0,3018305	0,7188409	0,2955946	0,0605597	0,5744810	0,3495723	0,7209691	0,5077294	0,5414484	0,2846446	0,4594195	0,7361633
1040	0,6405692	0,7313977	0,3570632	0,0206435	0,6759808	0,3251640	0,1574802	0,4893592	0,5992682	0,1024031	0,2802622	0,0515297	0,1194861	0,6829010	0,6384064	0,5655377	0,5928438	0,1686518	0,3298137	0,6716231	0,6196123	0,3764102	0,2984986	0,6092056	0,3030434	0,2717616	0,4660310	0,6593928	0,4208639	0,8001705	0,0178192	0,5350578	0,5987164	0,0545863	0,4061275	0,4806321	0,4114618	0,3368692	0,1690642	0,5534400	0,0308965	0,0171301	0,2319369	0,2604926	0,2503820	0,4023256	0,5619576	0,6788572	0,1601451	0,4458771	0,5859755	0,4527228	0,3061918	0,6623609	0,2678348	0,0655416	0,5392442	0,3350031	0,7367853	0,4366590	0,4953651	0,2605302	0,4799464	0,6388823
1060	0,6593868	0,6938738	0,2940187	0,0445672	0,5768791	0,4140226	0,2275819	0,5017722	0,7097340	0,1028152	0,2514928	0,0778690	0,1083617	0,6759226	0,6942217	0,6587135	0,6523984	0,2158296	0,3226330	0,6203212	0,6181040	0,3289070	0,2631821	0,6359292	0,3564257	0,1985625	0,4748485	0,7122642	0,5405626	0,6646576	0,0258961	0,6118394	0,6444354	0,0705646	0,4027411	0,5205164	0,4240808	0,3241341	0,2836910	0,5469752	0,0474093	0,0255161	0,2760103	0,3563364	0,2414589	0,2424401	0,4662386	0,5928273	0,1102491	0,4492323	0,4609190	0,5418173	0,3176139	0,7921079	0,3499254	0,0762714	0,5404655	0,3978879	0,6385981	0,4054472	0,4622589	0,3530255	0,3982896	0,5446438
1080	0,7345682	0,6635556	0,2867453	0,0423270	0,6527561	0,4379450	0,2421190	0,5192410	0,6543315	0,0351515	0,2987395	0,0530429	0,1016443	0,7240323	0,7221167	0,6080746	0,6865646	0,1356238	0,2958089	0,6881932	0,6709891	0,3247583	0,3126419	0,5092464	0,2919970	0,1988360	0,4298109	0,7006308	0,4078954	0,6417598	0,0189605	0,6982006	0,6067430	0,0623271	0,3737515	0,5898286	0,4558625	0,2799257	0,2288792	0,3758224	0,0671712	0,0363972	0,3468368	0,2413887	0,2027733	0,3354652	0,4266952	0,5945435	0,1379818	0,3505840	0,4296724	0,5727825	0,3148558	0,7255170	0,2541245	0,0598840	0,4784321	0,4803694	0,6878050	0,5460143	0,4832308	0,2107333	0,3458225	0,6322824
1100	0,7778352	0,7389316	0,3100797	0,0244366	0,7905255	0,3443589	0,2055157	0,4961725	0,5983084	0,0733572	0,2586213	0,0478383	0,1137700	0,6879239	0,7398048	0,6338736	0,7702279	0,1234593	0,3121680	0,7187897	0,6971262	0,3888495	0,2839703	0,5537191	0,3750571	0,2010091	0,3687640	0,6824404	0,5676233	0,7124307	0,0286617	0,6470050	0,5116296	0,0575865	0,3803868	0,5095868	0,4527932	0,2649059	0,2652736	0,5190050	0,0695333	0,0493011	0,3120425	0,3004092	0,2909186	0,3479119	0,5175627	0,5898768	0,1295061	0,4089651	0,3849600	0,3718027	0,4317169	0,5442898	0,2890237	0,0481035	0,7435243	0,3582033	0,7277781	0,6439030	0,6311105	0,2958843	0,3484560	0,7194790

0	0,7344076	0,8169465	0,1963282	0,0435586	0,7152290	0,3640857	0,1970939	0,4827306	0,6698947	0,0840151	0,2347008	0,0682870	0,1000855	0,7364079	0,7350466	0,5762212	0,6612945	0,1246327	0,3867279	0,5670867	0,5714529	0,4022314	0,2542526	0,5887716	0,3432858	0,2213908	0,4784449	0,5788371	0,4933474	0,5976996	0,0248351	0,6901272	0,7856696	0,0531883	0,3639386	0,4306600	0,4437776	0,4990340	0,2048974	0,5468290	0,1038009	0,0218740	0,2166330	0,2887163	0,3166611	0,3216298	0,5940002	0,5181284	0,1464022	0,3399649	0,4308192	0,4994560	0,4272205	0,7363746	0,2060839	0,0585899	0,5615186	0,4143527	0,8200300	0,4972675	0,5461910	0,4360630	0,4086020	0,7435035
20	0,7785312	0,6324130	0,2359393	0,0275368	0,5063283	0,3225588	0,1757690	0,5157373	0,5290430	0,2025861	0,2580492	0,0940142	0,1228679	0,8033797	0,7356011	0,6521560	0,5666663	0,0578689	0,2021706	0,5076095	0,5265718	0,5247291	0,3223543	0,5548695	0,2985350	0,3018119	0,5463560	0,7617792	0,6381525	0,9074666	0,0247548	0,5814834	0,6545987	0,0359009	0,5225399	0,5531449	0,4230118	0,1855221	0,2960862	0,5595848	0,0448295	0,0334309	0,1836807	0,3596616	0,3065672	0,4303221	0,3578376	0,6203511	0,2039569	0,3772960	0,4457444	0,4276835	0,4198429	0,6445313	0,3196952	0,0584941	0,5524758	0,4085098	0,7538445	0,5080360	0,4631029	0,4918355	0,6400835	0,8603019
