"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	yhiD	hdeB	hdeA	rutB	rutG	rutC	rutE	rutF	rutA	rutD	cadB	gadB	fadL	cadA	gadC	sra	rprA	nemA	wcaB	wza	lldP	osmB	betT	betB	wcaA	wzc	gadY	wzb	betA	lldD	bdm	treC	slp	hdeD	treB	dctR	rpoS	yjbF
900	0,9437014	0,6106561	0,3820007	0,5879557	0,6121270	0,3582528	0,1605517	0,6221438	0,5622554	0,0998771	0,3028671	0,0742340	0,0965513	0,6043820	0,7763523	0,6367169	0,6981520	0,1069592	0,3540700	0,6266886	0,6299605	0,3961205	0,2423906	0,5462152	0,1951510	0,1768587	0,5064847	0,7098801	0,4704616	0,6732842	0,0256348	0,6939158	0,5415348	0,0755839	0,2845632	0,4451154	0,3248869	0,4371748	0,2383884	0,4973506	0,0880692	0,0403510	0,3673672	0,2377737	0,3072986	0,3697822	0,4188205	0,6808758	0,1675472	0,4702520	0,5748463	0,5489863	0,3226581	0,7624938	0,3694497	0,0357051	0,5836726	0,4000827	0,6689693	0,5397315	0,5184773	0,3117073	0,3696221	0,7222641
920	0,7550078	0,6154771	0,3388277	0,6152101	0,6416833	0,4706900	0,2023431	0,4854045	0,6234854	0,1763451	0,2855009	0,0786018	0,1124539	0,8309869	0,6886791	0,6338168	0,7284515	0,1419317	0,3508126	0,5910095	0,6659980	0,2880265	0,2291869	0,5794554	0,2709936	0,2686367	0,3182451	0,6608399	0,4851095	0,6293205	0,0213879	0,6519600	0,5539915	0,0570909	0,4044358	0,4344882	0,3857210	0,3151759	0,2550883	0,5115873	0,0449225	0,0305377	0,4099377	0,2592535	0,2375796	0,3839126	0,4004701	0,6827527	0,1271408	0,3532819	0,5365801	0,4078928	0,2548108	0,6837911	0,2340561	0,0722245	0,5955257	0,3541230	0,6531589	0,5311083	0,5984630	0,3185772	0,3704633	0,6026944
940	0,8402732	0,7396422	0,2953856	0,6711540	0,5902348	0,4230471	0,2322556	0,4534575	0,5663132	0,1376876	0,3345141	0,1086245	0,1483084	0,7116309	0,7634210	0,6150356	0,7730948	0,1355188	0,3296094	0,6475486	0,5959736	0,2929223	0,2361681	0,7276061	0,2453716	0,2420739	0,4095464	0,8654914	0,5176328	0,6985625	0,0244457	0,6876399	0,6513241	0,0536992	0,4363155	0,5292321	0,4332370	0,2746335	0,1802655	0,4871346	0,0568863	0,0661240	0,3362865	0,2639818	0,2632346	0,2969298	0,5175018	0,5613415	0,1570568	0,3681410	0,4532080	0,4728805	0,2630661	0,7069186	0,2763468	0,0494678	0,5882235	0,3876152	0,7124798	0,4293679	0,6302592	0,3432993	0,3686737	0,7448479
960	0,7383472	0,6514136	0,2978345	0,6690231	0,6118435	0,3789895	0,2044781	0,4884672	0,5111638	0,1036035	0,2393475	0,0896841	0,1105560	0,6729740	0,8609675	0,5529768	0,8911572	0,1029037	0,3619690	0,6043093	0,6960635	0,3416424	0,2469521	0,5993318	0,2655591	0,2058977	0,4677321	0,5293572	0,5439430	0,6020832	0,0255944	0,7593087	0,7883407	0,0638988	0,4268379	0,6270398	0,3412046	0,2525599	0,1936558	0,5201461	0,0250444	0,0443766	0,3269111	0,3711616	0,2741389	0,3653457	0,4287383	0,6166300	0,1496218	0,2917081	0,4716775	0,5263107	0,3057576	0,6528441	0,3028682	0,0665721	0,5245293	0,3515588	0,8215066	0,5352425	0,4778444	0,3383680	0,5001337	0,7206446
980	0,6927659	0,7858599	0,3286127	0,7473799	0,5934465	0,3772786	0,1557576	0,6309976	0,6861057	0,0671486	0,2149045	0,0601807	0,1094297	0,7717704	0,6591469	0,6287774	0,7586304	0,0698774	0,3242663	0,5272613	0,6015644	0,4466453	0,2988169	0,6192031	0,2180609	0,2102415	0,4471215	0,7374453	0,4187685	0,6179789	0,0202971	0,7696944	0,6522552	0,1036312	0,4349914	0,5493644	0,4024310	0,3471288	0,2484316	0,4762881	0,0756179	0,0267825	0,3537387	0,2593363	0,3602590	0,4332108	0,4540905	0,5811950	0,1726076	0,3837698	0,3468484	0,4727292	0,2501458	0,7454181	0,2713798	0,0538951	0,7254906	0,3828011	0,7997389	0,4528302	0,4056741	0,3495343	0,5305537	0,5955028
1000	0,7848472	0,7077791	0,3082523	0,7536231	0,5428821	0,3584996	0,2324773	0,5066395	0,6296156	0,0931257	0,2717552	0,1064997	0,1232043	0,7590780	0,7224957	0,6227507	0,7712936	0,0741959	0,3202470	0,4947786	0,6586786	0,3103761	0,3848222	0,6351438	0,3773898	0,1985784	0,4507269	0,6278716	0,4378781	0,7869068	0,0330831	0,7434849	0,5971075	0,0596428	0,4830782	0,4879989	0,4804531	0,3972828	0,2479243	0,4974404	0,0670751	0,0394123	0,2157560	0,3515861	0,3551291	0,3025326	0,5344557	0,5515749	0,1450389	0,3336922	0,4901484	0,5983076	0,2641732	0,7563717	0,3144171	0,0817428	0,6088358	0,3547894	0,6109687	0,6439034	0,5144204	0,2327927	0,4382735	0,6046997
1020	0,7041804	0,8053324	0,3003190	0,7602375	0,6347562	0,4128229	0,2861565	0,4688275	0,6581100	0,0770839	0,3284288	0,0610991	0,1344765	0,6531309	0,7323557	0,5531812	0,7248337	0,0550607	0,2833357	0,5827333	0,6044990	0,3248834	0,4135730	0,5237319	0,3332565	0,2259530	0,4233417	0,6687631	0,4693445	0,7319883	0,0255966	0,5731180	0,5698532	0,0857172	0,4484718	0,4831604	0,4068654	0,3380649	0,2039465	0,5309363	0,0297999	0,0313214	0,2636307	0,2459931	0,2829573	0,2739227	0,6159979	0,6065326	0,1525323	0,5038458	0,4522658	0,5099241	0,3401503	0,7480279	0,3461153	0,0483390	0,4862065	0,3571626	0,7718929	0,5460788	0,4488520	0,2966683	0,5079994	0,6213330
1040	0,8037060	0,7032346	0,2624839	0,7200894	0,6053256	0,3930049	0,3226026	0,5365758	0,5055246	0,0851025	0,2211744	0,0763771	0,0983874	0,6800753	0,8601398	0,5800294	0,8013512	0,0821214	0,2953882	0,5378775	0,6040396	0,3308371	0,3783798	0,6977163	0,3485542	0,1962353	0,4131807	0,5760812	0,4500340	0,7194489	0,0273142	0,6648496	0,6909265	0,0968609	0,4138234	0,4425160	0,3415047	0,3331834	0,2390928	0,5509176	0,0528131	0,0603306	0,2433050	0,3224090	0,3505178	0,3074869	0,4974507	0,5630252	0,1636346	0,4600045	0,4889799	0,5146676	0,2587937	0,7279708	0,2624906	0,0532913	0,6609731	0,3643656	0,6127266	0,4861763	0,5846821	0,3419406	0,3189569	0,6948762
1060	0,7269694	0,7353925	0,3031732	0,7901752	0,5252625	0,3755436	0,2295936	0,5718735	0,5512718	0,1207714	0,2429640	0,0768023	0,1302576	0,6531776	0,6924648	0,6812259	0,6465833	0,0880097	0,3381678	0,5131599	0,6182548	0,2776808	0,3167712	0,6907345	0,3511645	0,1540058	0,4234826	0,6321058	0,4375300	0,7242341	0,0246152	0,6709017	0,7434003	0,0833449	0,3909656	0,5505235	0,3123520	0,3093090	0,2362249	0,5950695	0,0605283	0,0310273	0,2592800	0,2565072	0,3508237	0,2343469	0,5348531	0,7359449	0,1689889	0,4701903	0,3861943	0,5307380	0,3262650	0,8456061	0,2941390	0,0626455	0,5843018	0,2943045	0,7235574	0,4392535	0,5095374	0,2987581	0,4512270	0,5942439
1080	0,6811173	0,6996059	0,3277000	0,9022997	0,5881461	0,3674414	0,2879125	0,4078483	0,6036955	0,1005512	0,2313149	0,0845098	0,1443553	0,5928056	0,6773791	0,5552913	0,7252988	0,1101463	0,2991320	0,5115277	0,6299698	0,3247442	0,3597474	0,6663026	0,3692192	0,2553989	0,4284669	0,7341027	0,5088403	0,6727619	0,0102019	0,6089538	0,6609342	0,0842750	0,4451165	0,4864663	0,3595035	0,2890223	0,2006800	0,4687270	0,0312278	0,0374350	0,2388252	0,2847178	0,3641208	0,3336293	0,6198068	0,5489475	0,1531363	0,4858820	0,4988652	0,4517937	0,2890599	0,7747274	0,3308640	0,0837753	0,6147138	0,3879809	0,6735215	0,4421355	0,5331960	0,2826348	0,4087025	0,6649129
1100	0,6482187	0,7401742	0,2607971	0,9861499	0,6667594	0,3764630	0,2319439	0,5177174	0,4734142	0,1142152	0,2705757	0,0600898	0,1285941	0,7342153	0,7356402	0,6602158	0,6748329	0,0957951	0,3368081	0,5156171	0,5867345	0,3558234	0,2679528	0,6454972	0,2850330	0,2899908	0,5467498	0,7367286	0,4064134	0,6300806	0,0110568	0,6069705	0,6380484	0,1035130	0,4262497	0,5380460	0,3710160	0,2600085	0,2243117	0,5243731	0,0486275	0,0488644	0,1928916	0,3252343	0,2942945	0,4270200	0,4179977	0,5973077	0,1867376	0,5283068	0,4378533	0,4154896	0,3634363	0,7489360	0,4119858	0,0587276	0,5124832	0,3773251	0,7287435	0,5346411	0,4713395	0,3346387	0,3856348	0,7974262

0	0,6970498	0,7224932	0,2428609	0,0264687	0,5528681	0,2977595	0,1670021	0,5924873	0,6713931	0,1057774	0,2899219	0,0809100	0,1545551	0,8410465	0,6913651	0,5539449	0,6681334	0,1437047	0,2852501	0,6350404	0,7046925	0,4418884	0,3051061	0,5942929	0,3384417	0,2127020	0,3854863	0,5460160	0,5087262	0,6438442	0,0394547	0,6612134	0,6678243	0,0335258	0,4682582	0,4512551	0,5319878	0,4582612	0,1700301	0,4850351	0,0460997	0,0380962	0,1746870	0,3251848	0,3081854	0,4388130	0,5186774	0,6587911	0,2140476	0,4162154	0,4690320	0,5326287	0,3765693	0,6792878	0,2496698	0,0959663	0,5569694	0,4196030	0,6330564	0,5195090	0,4714111	0,5084135	0,3490838	0,7893964
20	0,6656943	0,5474558	0,2233148	0,0362534	0,5699798	0,4071724	0,2277054	0,4310105	0,3385216	0,0920523	0,2690580	0,0549457	0,1928328	0,9660658	0,6911513	0,5181331	0,5973464	0,0530711	0,2451084	0,5468437	0,5626058	0,3190671	0,3023638	0,6442768	0,3167056	0,2497195	0,5315057	0,6337929	0,5033275	0,6752781	0,0166897	0,6917781	0,6014777	0,0808742	0,5693716	0,3946138	0,4331057	0,3658269	0,1687641	0,5651992	0,0405886	0,0415434	0,1754407	0,2526118	0,3505073	0,3062443	0,4094632	0,5812860	0,1033806	0,4837432	0,4507545	0,5415634	0,3546862	0,5812222	0,3103168	0,0550660	0,5064545	0,4104118	0,6208314	0,5553705	0,5145823	0,3840970	0,3447427	0,6535564
40	0,7989087	0,4210954	0,2113689	0,0249425	0,5464095	0,3584480	0,2377310	0,4791676	0,2551229	0,0736135	0,2428035	0,0788959	0,3818302	0,7411922	0,5916389	0,5178907	0,3219283	0,1331231	0,3060709	0,6243115	0,6268445	0,3376282	0,2608590	0,6077815	0,2394905	0,2163642	0,4939116	0,7565706	0,5047397	0,7581144	0,0635302	0,6184406	0,7358441	0,0628479	0,4051053	0,4686735	0,4082248	0,3239000	0,1407622	0,5026001	0,0842458	0,0387640	0,3332987	0,2337674	0,2812270	0,3894554	0,3337952	0,6735997	0,0567250	0,4592166	0,5294297	0,3956353	0,4575304	0,7243900	0,3090677	0,0630419	0,5779375	0,4235061	0,6569981	0,4308018	0,5027365	0,3767530	0,3659909	0,7201945
60	0,7038532	0,4599854	0,1342732	0,0244430	0,4702876	0,4165634	0,2936336	0,4441539	0,1115881	0,1008860	0,2418333	0,0701815	0,4033006	0,6922987	0,5456173	0,5619660	0,2740295	0,1792757	0,2655383	0,5978716	0,6424050	0,3402579	0,2727018	0,6008039	0,3084204	0,1980130	0,5918630	0,8318188	0,4271726	0,6860160	0,0466126	0,7122413	0,6417757	0,0974873	0,4357623	0,4423275	0,3971616	0,2642089	0,2226252	0,5335540	0,0677714	0,0374832	0,2726536	0,3399626	0,4261987	0,3060642	0,2608417	0,5707972	0,0527887	0,6045125	0,5947495	0,6096603	0,3210724	0,6974945	0,4289951	0,0719528	0,5614974	0,3716274	0,5491578	0,4437400	0,4539093	0,2966853	0,3181760	0,8414008
80	0,7561490	0,3408906	0,0927545	0,0561668	0,3948461	0,4644140	0,2639063	0,5267634	0,0823388	0,1387743	0,2991054	0,1040355	0,4447693	0,7478734	0,5752957	0,4688833	0,1921805	0,2732498	0,3659467	0,5386082	0,6494493	0,3501654	0,3336291	0,6623516	0,2500858	0,2114606	0,5026644	0,8704786	0,5014648	0,5767347	0,0409383	0,7741248	0,5565195	0,0638198	0,5205681	0,3360951	0,3686296	0,3831056	0,2771789	0,5864618	0,0814241	0,0346305	0,4568961	0,3654369	0,4609566	0,3210109	0,3284398	0,6695373	0,0213990	0,6527499	0,6398911	0,5345499	0,3579196	0,6738217	0,4247590	0,0549774	0,6805202	0,3051216	0,7624011	0,5044312	0,3998419	0,2465781	0,3626646	0,6718571
100	0,5948300	0,2946126	0,1285992	0,0338106	0,4530787	0,3991756	0,2533216	0,5308805	0,0529010	0,1098588	0,3423215	0,0815552	0,4897171	0,6277030	0,5855194	0,5014143	0,1689039	0,4378056	0,2473374	0,6606306	0,5831419	0,3475718	0,2074922	0,4492656	0,2782262	0,1420907	0,5155449	0,7232337	0,5390687	0,6353676	0,0412511	0,5683705	0,5451935	0,0335909	0,4605869	0,3326716	0,3598246	0,3229676	0,2138548	0,5295090	0,0496898	0,0365634	0,4350500	0,3546855	0,2991405	0,3504759	0,4789372	0,6836641	0,0448794	0,6230443	0,7175956	0,4713796	0,2911864	0,6977152	0,4676647	0,1695114	0,6904652	0,2763697	0,7417985	0,5175200	0,3530799	0,3602711	0,3791071	0,7513955
120	0,7434961	0,3278027	0,0576273	0,0322786	0,4273012	0,3670466	0,2286635	0,5319651	0,0460003	0,0807140	0,2473242	0,0684363	0,5616666	0,6597119	0,6189468	0,4811913	0,1498692	0,5189715	0,3903255	0,5256713	0,5914781	0,3493158	0,2185252	0,3710645	0,2570677	0,1573757	0,4844406	0,7268316	0,5313600	0,7340423	0,0203125	0,6166210	0,6876600	0,0653686	0,4661079	0,3297690	0,3467137	0,2953166	0,2945435	0,5265962	0,0366027	0,0401703	0,6437388	0,5021551	0,4365747	0,2212524	0,4206151	0,5444086	0,0446685	0,6358700	0,6766499	0,4709619	0,2421965	0,6352190	0,5390199	0,0947985	0,6843598	0,3062872	0,6972869	0,4967830	0,4071752	0,2840306	0,2687835	0,6861833
140	0,6152092	0,3911145	0,0631143	0,0254810	0,3496263	0,3630180	0,3103569	0,5024270	0,0220504	0,0925398	0,1834692	0,0707010	0,4166938	0,5785066	0,4833938	0,5856135	0,1526389	0,6430864	0,2780538	0,5654892	0,6781240	0,3610815	0,1953138	0,3999625	0,1694146	0,1267080	0,5088492	0,7009450	0,4376462	0,5550105	0,0333110	0,6726566	0,7373032	0,0744503	0,4245947	0,4253989	0,4636316	0,3812569	0,3981961	0,6209224	0,0534678	0,0639879	0,5646496	0,6434144	0,6135595	0,1870786	0,3474896	0,6765556	0,0186874	0,5478437	0,6504444	0,5356447	0,2657982	0,7718100	0,4810741	0,1428464	0,6948216	0,2384953	0,7454014	0,4252765	0,2979656	0,3413605	0,2972964	0,7688992
160	0,6124133	0,3134532	0,0611692	0,0559820	0,3570472	0,4517677	0,1941917	0,4733743	0,0231127	0,1136425	0,2690075	0,0258597	0,4585495	0,6220608	0,5984384	0,5744906	0,1966465	0,9584078	0,3008070	0,6848045	0,5541753	0,3463591	0,1655003	0,3102466	0,1422037	0,1788561	0,6036049	0,7447025	0,4702887	0,6658674	0,0151147	0,5771431	0,6323381	0,1179523	0,4354085	0,2139612	0,3329367	0,3623411	0,2831986	0,6566816	0,0451642	0,0550272	0,6396119	0,6832689	0,5969531	0,1992953	0,3689827	0,5915183	0,0097724	0,6938164	0,8118642	0,6134916	0,2606678	0,5982489	0,5956811	0,1467278	0,6329889	0,2213312	0,7135868	0,5353189	0,2743613	0,3549197	0,3236919	0,7433320
180	0,6763489	0,3382440	0,0670311	0,0440125	0,3362065	0,4110150	0,1709251	0,5098691	0,0361509	0,1307383	0,2580749	0,1080915	0,4589159	0,8016462	0,5356646	0,5491160	0,1918279	0,7363464	0,3982844	0,5929686	0,5060171	0,3669503	0,2435380	0,2805476	0,1845324	0,2326424	0,5757818	0,8628610	0,4991621	0,5682173	0,0063507	0,5555072	0,5890066	0,0857207	0,3372894	0,3083051	0,4027477	0,3756863	0,3199401	0,6074183	0,0578980	0,0483914	0,5856304	0,6125358	0,5504946	0,2632291	0,3740091	0,5929632	0,0330510	0,6848304	0,7386512	0,5684910	0,1556019	0,5923692	0,7712847	0,1925640	0,8624275	0,2054455	0,6708714	0,5038794	0,2951128	0,2805760	0,3227761	0,7412002
200	0,8477176	0,3024920	0,0850963	0,0097320	0,4426389	0,2686314	0,2160970	0,4629450	0,0237338	0,0609064	0,2148990	0,1038949	0,4544781	0,5418474	0,6026171	0,7149432	0,1444973	0,5469754	0,2836305	0,6992901	0,7198006	0,2653447	0,1465568	0,2914183	0,1066727	0,1692444	0,5348049	0,7356882	0,5440461	0,5145797	0,0266876	0,5970213	0,4943072	0,0997631	0,4873396	0,2850044	0,3821613	0,3799454	0,4794695	0,7703386	0,0626010	0,0562517	0,7481168	0,6003255	0,5954044	0,1866617	0,3279302	0,5992215	0,0583888	0,5838278	0,6183561	0,4901107	0,2166183	0,6519383	0,7127887	0,1524974	0,6583486	0,1804496	0,6238948	0,5154946	0,3356401	0,2039286	0,3415622	0,8412951
220	0,7530187	0,3785212	0,0968748	0,0184673	0,4674537	0,3808332	0,2916849	0,5148486	0,0091367	0,1026524	0,2332627	0,0527012	0,4069580	0,6425925	0,5038825	0,6486636	0,1533998	0,6641527	0,2717807	0,7539546	0,7014773	0,3088865	0,0862708	0,2240357	0,1446299	0,1323014	0,4615285	0,6794884	0,5158553	0,5779822	0,0403670	0,5091067	0,5920059	0,0633933	0,5488842	0,2791377	0,3239181	0,3237233	0,3631283	0,7316080	0,0396565	0,1065296	0,6303539	0,6858526	0,6087156	0,2382137	0,3655128	0,6524371	0,0517584	0,6032839	0,7004106	0,6136418	0,1668664	0,8621476	0,5957281	0,1089774	0,6316026	0,1581837	0,7822029	0,5717204	0,2777610	0,2159798	0,3892668	0,7422050
240	0,6671246	0,2758377	0,0580271	0,0212052	0,3722767	0,4858238	0,2309578	0,5006240	0,0098576	0,0757350	0,2839333	0,0501752	0,4965244	0,6498835	0,5846098	0,6709944	0,1619722	0,6312461	0,2798554	0,6284246	0,6557372	0,2888184	0,1587113	0,2709168	0,1343510	0,1023442	0,4627231	0,6976562	0,4507245	0,5280570	0,0264026	0,5669852	0,6985590	0,0627399	0,4487246	0,3153652	0,4795149	0,3433773	0,4348247	0,7400860	0,0419489	0,0984328	0,6106301	0,6738196	0,6613153	0,2354464	0,4296254	0,7002660	0,0272663	0,5646513	0,6004427	0,5762313	0,1815095	0,7486708	0,6408201	0,1451588	0,6431401	0,1615528	0,8038679	0,4784657	0,3080617	0,3247367	0,3381270	0,5481952
260	0,7227645	0,3022215	0,0828045	0,0438502	0,4519925	0,3897440	0,2606667	0,4328665	0,0165964	0,0862983	0,3403524	0,0695574	0,4955110	0,7166802	0,5956216	0,6411731	0,1256402	0,8139304	0,3108935	0,5638679	0,5989702	0,2717345	0,1561286	0,2181896	0,1030328	0,0955813	0,4916480	0,6589373	0,5270634	0,6585166	0,0288805	0,4671286	0,5782394	0,1080213	0,3988574	0,3744497	0,3449563	0,3254278	0,3922152	0,5409910	0,0622061	0,1448865	0,6144632	0,8101555	0,6418892	0,2862336	0,4460493	0,6052710	0,0111347	0,6830744	0,6219364	0,5773956	0,1421353	0,6374515	0,5773536	0,1251375	0,7067141	0,1392809	0,8534786	0,5095962	0,2885294	0,2600170	0,3190894	0,7088630
280	0,6690316	0,3744881	0,0473968	0,0281840	0,3811667	0,3975144	0,2739040	0,5333384	0,0064037	0,1101205	0,2917900	0,0398503	0,4696672	0,6182856	0,5169040	0,5820135	0,1223033	0,8233853	0,4202741	0,6455282	0,5670682	0,2302012	0,1355366	0,2519918	0,0984487	0,1818058	0,4568374	0,7560743	0,5045120	0,7231916	0,0524327	0,4473497	0,6600561	0,0680587	0,3996247	0,4568761	0,3921722	0,3260779	0,4278355	0,5127531	0,0273819	0,1284674	0,6816434	0,6847198	0,5429124	0,3556415	0,4598662	0,6040609	0,0129871	0,7430896	0,6082997	0,6484764	0,1834762	0,7451740	0,7161395	0,0623105	0,7250787	0,2123201	0,8441195	0,3959557	0,2514168	0,2671226	0,3405924	0,7735748
300	0,8118025	0,3124173	0,0377091	0,0332309	0,4338382	0,3075961	0,2186350	0,5168821	0,0047863	0,0946973	0,1866047	0,0450921	0,4582485	0,6273106	0,4986347	0,4744127	0,1636001	0,7499497	0,3038012	0,6160324	0,6352462	0,2125445	0,1562134	0,2827919	0,1355499	0,1995979	0,4571786	0,8528427	0,6065218	0,7058642	0,0457556	0,5570377	0,5672466	0,1002709	0,3528730	0,3097285	0,3221653	0,3503072	0,4180989	0,6454232	0,0947762	0,0529780	0,7266709	0,7322813	0,6546700	0,3425608	0,3374537	0,5671271	0,0190130	0,6712332	0,6177675	0,6294678	0,2261281	0,7493452	0,6030451	0,1014769	0,7036336	0,1946115	0,7727950	0,4963914	0,2667858	0,3182400	0,3379841	0,7075702
320	0,7414043	0,2546759	0,0642400	0,0352945	0,4546757	0,2750565	0,2190937	0,6068498	0,0031634	0,0756708	0,2165352	0,0852208	0,5146115	0,6066282	0,5503970	0,6827974	0,1149238	0,7354574	0,2510885	0,5979192	0,5889816	0,2649136	0,1532111	0,3322380	0,1354271	0,1632210	0,6023270	0,8021517	0,5538814	0,6096025	0,0594125	0,5628961	0,5540673	0,1173369	0,4554258	0,3204190	0,3107853	0,3100129	0,4261431	0,6332031	0,0294182	0,1067209	0,7474513	0,7676392	0,6151816	0,2879865	0,3694704	0,5399394	0,0183125	0,7265989	0,6168571	0,5323420	0,2833639	0,7632553	0,6241874	0,1542728	0,7074195	0,1208274	0,7957483	0,5097360	0,2947294	0,3184435	0,3435404	0,8329569
340	0,8129464	0,3137720	0,0693675	0,0342834	0,3539210	0,3604335	0,2806396	0,5705861	0,0153773	0,0785920	0,2953046	0,0622575	0,5395191	0,4886234	0,5361380	0,5845499	0,1591590	0,7025528	0,2302249	0,6112899	0,7169448	0,2041388	0,2104574	0,2626182	0,0566215	0,1170272	0,4462245	0,7742305	0,4843098	0,7654596	0,0357776	0,5688208	0,7160626	0,0620332	0,4113397	0,2366725	0,3860906	0,2858284	0,3732553	0,6167116	0,0159773	0,1101197	0,5813947	0,7386718	0,6262770	0,2194407	0,3684144	0,5649585	0,0135147	0,7604323	0,8078280	0,6494997	0,1549248	0,6952910	0,6609096	0,1244170	0,7176345	0,2039446	0,8090144	0,5197433	0,2866003	0,3023249	0,3437832	0,7702686
360	0,6517689	0,2390144	0,0878355	0,0350186	0,4206086	0,4105538	0,2352587	0,4833086	0,0178576	0,0452979	0,2445994	0,0732992	0,4879025	0,6106272	0,5528052	0,6782371	0,1459112	0,7868896	0,2654756	0,6626726	0,6097937	0,2736622	0,1757829	0,2517271	0,0958280	0,1320780	0,6273491	0,7096350	0,5529502	0,7179463	0,0296603	0,5796455	0,6056142	0,0751596	0,3524066	0,2564197	0,3599156	0,2607886	0,4417211	0,5631274	0,0303334	0,1243113	0,6973979	0,8152994	0,6842956	0,2913149	0,3435688	0,5743795	0,0230431	0,7797534	0,7453758	0,6940149	0,2570153	0,6649960	0,7210861	0,0963160	0,6155051	0,1865833	0,6548405	0,4887479	0,2556291	0,3070678	0,3575061	0,7194216
380	0,7092658	0,3645776	0,0876259	0,0173959	0,4605342	0,4577858	0,1977236	0,4162959	0,0052514	0,0758458	0,2280076	0,0529681	0,5705268	0,5739341	0,4912907	0,6353117	0,1487753	0,6708651	0,3908206	0,5353594	0,5908685	0,3052930	0,1805255	0,3401157	0,1248951	0,1058431	0,4862906	0,6948221	0,5469704	0,5865564	0,0244535	0,6436057	0,6668875	0,0539121	0,3787923	0,2303562	0,4091427	0,3446943	0,4190316	0,7111006	0,0161214	0,1267310	0,6377798	0,6940812	0,5538784	0,3833289	0,3526104	0,6224189	0,0206909	0,6793868	0,8680858	0,5902820	0,2018189	0,6608026	0,7001878	0,1532402	0,7395937	0,1495637	0,6951032	0,5631687	0,2996382	0,4253561	0,3837428	0,8536046
400	0,6772407	0,4531870	0,0794190	0,0242650	0,3735260	0,4821884	0,2608362	0,5607799	0,0096611	0,0945294	0,2594213	0,0469842	0,4706822	0,6011732	0,5447846	0,6565896	0,1701480	0,8678482	0,2866007	0,6694589	0,5287906	0,3311925	0,1395841	0,2577001	0,1065924	0,1750036	0,5877177	0,6392053	0,5490077	0,6381150	0,0153014	0,5804340	0,5083672	0,0608767	0,2918342	0,3296088	0,3797177	0,3270487	0,4105998	0,5552761	0,0454523	0,1150427	0,7164492	0,8701838	0,6238617	0,4008771	0,3484569	0,6429062	0,0164012	0,7060453	0,8567500	0,5165231	0,1995919	0,7764591	0,6883539	0,1669172	0,7500072	0,1593694	0,6649961	0,5357405	0,3755047	0,4011015	0,4355471	0,6852076
420	0,6612192	0,3687526	0,0790146	0,0185649	0,3301715	0,4589801	0,2147655	0,4239027	0,0070386	0,0483746	0,2564921	0,0264351	0,4731919	0,5326836	0,4986754	0,6723286	0,1197242	0,7379213	0,3346739	0,6097857	0,6436180	0,3323996	0,1842309	0,2165221	0,0711875	0,1673714	0,4652901	0,6058312	0,5762416	0,5559432	0,0333930	0,5849418	0,5734132	0,0620570	0,4047002	0,3088522	0,3631204	0,3112603	0,4988151	0,6633585	0,0315801	0,1450244	0,8641315	0,7417507	0,7323194	0,2505068	0,2847487	0,6403638	0,0203835	0,6576279	0,7441957	0,5358484	0,2019315	0,7543506	0,7219243	0,1523678	0,6670943	0,1042861	0,6276315	0,4321792	0,2828262	0,2452270	0,3567538	0,8513839
440	0,6450398	0,4149320	0,0862843	0,0314822	0,4861154	0,3556518	0,1943393	0,4747756	0,0204230	0,0321251	0,2003421	0,0482655	0,4936812	0,5569456	0,5186078	0,5708270	0,1473797	0,7072064	0,4161167	0,6079690	0,6496869	0,2564017	0,1925663	0,1722548	0,0857972	0,1701385	0,5705896	0,7271381	0,5561431	0,5736078	0,0379765	0,5901527	0,5596629	0,0572246	0,4252230	0,2892927	0,3769357	0,2930260	0,5163854	0,6902503	0,0259697	0,1335325	0,5600041	0,7772811	0,7052578	0,2785872	0,3500011	0,6589215	0,0368943	0,7648683	0,8108128	0,4759654	0,1764434	0,7386648	0,5654833	0,1482646	0,8432401	0,1882242	0,7789659	0,3961806	0,2682349	0,3369004	0,3297929	0,8009270
460	0,6526970	0,4034406	0,0780368	0,0312036	0,3850170	0,3678992	0,2221489	0,5504455	0,0105708	0,0548272	0,2000046	0,0634670	0,4917672	0,5191965	0,4884383	0,5086280	0,1675575	0,6328035	0,3275222	0,6022180	0,6442748	0,2970981	0,1313104	0,2373753	0,0782749	0,1203553	0,5422837	0,5657865	0,5246147	0,6692907	0,0415138	0,5194170	0,6579209	0,0685920	0,3324657	0,2713890	0,3682688	0,3544642	0,4000717	0,7770776	0,0327056	0,2011806	0,6473454	0,6173817	0,6077269	0,3285725	0,3926959	0,7487874	0,0226047	0,5763801	0,7405548	0,6260354	0,1572437	0,6381354	0,7092561	0,1308744	0,6630956	0,1716805	0,7648098	0,3953553	0,3287256	0,2791373	0,3189179	0,7825527
