"Time"	betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
640	0,3045837	1,0000000	0,4430658	0,5778811	0,9957674	0,6873164	0,3837429	0,4221315	0,6886238	0,7266393	0,9699492	0,9949477	0,9999187	0,0525026	0,8970584	0,9970444	1,0000000	0,2548683	0,7195690	0,7481821	0,9754710	0,7374641	0,5284241	0,2912443	0,1181668	0,4188623	0,6757081	0,0447250	0,7814470	0,7948929	0,9282614	0,4104326	0,7037032	0,8628091	0,7510778	0,9686811	0,3905983	0,1917640	0,9194218	0,1935312	0,6328271	0,7132505	0,4778777	0,1542424	0,9481795	0,7365163	0,9603086	0,9902992	0,4189139	0,5108694	0,1944847	0,3630338	0,3464507	0,6541726	0,3993201	0,5667302	0,6383966	0,5956676	0,8842412	0,5042954	0,1465552	0,4581842	0,9920598	0,9059232
660	0,3272698	1,0000000	0,4430658	0,5489788	0,9957674	0,6873164	0,3837429	0,4221315	0,6372151	0,7266393	0,9699492	0,9949477	0,9999381	0,0465782	0,9394190	0,9975960	1,0000000	0,2548683	0,7114722	0,7072915	0,9754710	0,7374641	0,5251659	0,2906189	0,0934664	0,4188623	0,6757081	0,0447250	0,7814470	0,8016990	0,9312044	0,4353643	0,7155978	0,8693063	0,7904367	0,9684132	0,4003776	0,1917640	0,9194218	0,2040660	0,6251716	0,7519186	0,5182374	0,2113302	0,9618335	0,7627520	0,9769516	0,9873527	0,4323876	0,5605639	0,1914417	0,3503490	0,3464507	0,7279571	0,4452355	0,4613064	0,6269013	0,5878251	0,8761254	0,5042954	0,1536179	0,4478119	0,9940305	0,9065030
680	0,3415006	1,0000000	0,4430658	0,5271107	0,9957674	0,6873164	0,3837429	0,4221315	0,6057935	0,7266393	0,9699492	0,9949477	0,9999518	0,0419946	0,9643481	0,9979927	1,0000000	0,2548683	0,7023041	0,6734283	0,9754710	0,7374641	0,5211085	0,2901838	0,0755404	0,4188623	0,6757081	0,0447250	0,7814470	0,8066250	0,9336682	0,4512892	0,7257156	0,8742063	0,8199216	0,9684744	0,4065631	0,1917640	0,9194218	0,2117377	0,6216757	0,7847111	0,5585288	0,2646819	0,9709552	0,7817551	0,9863829	0,9853558	0,4417444	0,5991304	0,1904205	0,3373842	0,3464507	0,7838205	0,4861145	0,3823348	0,6198205	0,5835040	0,8709890	0,5042954	0,1601032	0,4433586	0,9954459	0,9068774
700	0,3502253	1,0000000	0,4430658	0,5102173	0,9957674	0,6873164	0,3837429	0,4221315	0,5969628	0,7266393	0,9699492	0,9949477	0,9999608	0,0387380	0,9790189	0,9982632	1,0000000	0,2548683	0,6950863	0,6480239	0,9754710	0,7374641	0,5169050	0,2898665	0,0625068	0,4188623	0,6757081	0,0447250	0,7814470	0,8097972	0,9355720	0,4603394	0,7336707	0,8776868	0,8413860	0,9686137	0,4104755	0,1917640	0,9194218	0,2168442	0,6200793	0,8101378	0,5938043	0,3092270	0,9769761	0,7952827	0,9917074	0,9841689	0,4482422	0,6263819	0,1900737	0,3257615	0,3464507	0,8234548	0,5203897	0,3245780	0,6154590	0,5811807	0,8677381	0,5042954	0,1668923	0,4414465	0,9964507	0,9071145
720	0,3554427	1,0000000	0,4430658	0,4969938	0,9957674	0,6873164	0,3837429	0,4221315	0,5995914	0,7266393	0,9699492	0,9949477	0,9999667	0,0365339	0,9876526	0,9984399	1,0000000	0,2548683	0,6904237	0,6303660	0,9754710	0,7374641	0,5130409	0,2896317	0,0530253	0,4188623	0,6757081	0,0447250	0,7814470	0,8116210	0,9369587	0,4648327	0,7395799	0,8800449	0,8566112	0,9687352	0,4129502	0,1917640	0,9194218	0,2199820	0,6193503	0,8288687	0,6224212	0,3439710	0,9809222	0,8048207	0,9947101	0,9834927	0,4527545	0,6446387	0,1899534	0,3162148	0,3464507	0,8506399	0,5480865	0,2829401	0,6127724	0,5799900	0,8656807	0,5042954	0,1741036	0,4406256	0,9971588	0,9072636
740	0,3584838	1,0000000	0,4430658	0,4865573	0,9957674	0,6873164	0,3837429	0,4221315	0,6042543	0,7266393	0,9699492	0,9949477	0,9999704	0,0350858	0,9927336	0,9985508	1,0000000	0,2548683	0,6878865	0,6188338	0,9754710	0,7374641	0,5097574	0,2894583	0,0461308	0,4188623	0,6757081	0,0447250	0,7814470	0,8125404	0,9379246	0,4666387	0,7437916	0,8815804	0,8671850	0,9688132	0,4145154	0,1917640	0,9194218	0,2217602	0,6190174	0,8422296	0,6445541	0,3698968	0,9834963	0,8115052	0,9964040	0,9830834	0,4558881	0,6564886	0,1899102	0,3088447	0,3464507	0,8689200	0,5699173	0,2532167	0,6111175	0,5794354	0,8643785	0,5042954	0,1814452	0,4402731	0,9976552	0,9073569
760	0,3602104	1,0000000	0,4430658	0,4782771	0,9957674	0,6873164	0,3837429	0,4221315	0,6070502	0,7266393	0,9699492	0,9949477	0,9999727	0,0341525	0,9957237	0,9986181	1,0000000	0,2548683	0,6867759	0,6116817	0,9754710	0,7374641	0,5071100	0,2893318	0,0411221	0,4188623	0,6757081	0,0447250	0,7814470	0,8129224	0,9385763	0,4670541	0,7467093	0,8825475	0,8744167	0,9688511	0,4155055	0,1917640	0,9194218	0,2226804	0,6188654	0,8515521	0,6611301	0,3886558	0,9851696	0,8161699	0,9973606	0,9828055	0,4580642	0,6640285	0,1898937	0,3034128	0,3464507	0,8810540	0,5868199	0,2321570	0,6100982	0,5792287	0,8635544	0,5042954	0,1884774	0,4401218	0,9980019	0,9074152
780	0,3611640	1,0000000	0,4430658	0,4716855	0,9957674	0,6873164	0,3837429	0,4221315	0,6078041	0,7266393	0,9699492	0,9949477	0,9999742	0,0335591	0,9974834	0,9986578	1,0000000	0,2548683	0,6864722	0,6074248	0,9754710	0,7374641	0,5050511	0,2892407	0,0374874	0,4188623	0,6757081	0,0447250	0,7814470	0,8130249	0,9390071	0,4668762	0,7486977	0,8831416	0,8793183	0,9688615	0,4161317	0,1917640	0,9194218	0,2231053	0,6187959	0,8579520	0,6732609	0,4019243	0,9862543	0,8194145	0,9979017	0,9826023	0,4595754	0,6687626	0,1898869	0,2995522	0,3464507	0,8890343	0,5997330	0,2173276	0,6094703	0,5792020	0,8630328	0,5042954	0,1948033	0,4400568	0,9982432	0,9074516
800	0,3616748	1,0000000	0,4430658	0,4664259	0,9957674	0,6873164	0,3837429	0,4221315	0,6075475	0,7266393	0,9699492	0,9949477	0,9999751	0,0331856	0,9985190	0,9986807	1,0000000	0,2548683	0,6865424	0,6049609	0,9754710	0,7374641	0,5034899	0,2891760	0,0348530	0,4188623	0,6757081	0,0447250	0,7814470	0,8130065	0,9392898	0,4665353	0,7500464	0,8835013	0,8826319	0,9688571	0,4165278	0,1917640	0,9194218	0,2232715	0,6187642	0,8622904	0,6819855	0,4111461	0,9869558	0,8216654	0,9982082	0,9824534	0,4606249	0,6717065	0,1898838	0,2968887	0,3464507	0,8942454	0,6094968	0,2069413	0,6090835	0,5792583	0,8627026	0,5042954	0,2001743	0,4400289	0,9984108	0,9074743
820	0,3619386	1,0000000	0,4430658	0,4622223	0,9957674	0,6873164	0,3837429	0,4221315	0,6071252	0,7266393	0,9699492	0,9949477	0,9999757	0,0329524	0,9991284	0,9986939	1,0000000	0,2548683	0,6867322	0,6035476	0,9754710	0,7374641	0,5023279	0,2891305	0,0329458	0,4188623	0,6757081	0,0447250	0,7814470	0,8129526	0,9394761	0,4662257	0,7509664	0,8837186	0,8848784	0,9688468	0,4167783	0,1917640	0,9194218	0,2233186	0,6187498	0,8652013	0,6881753	0,4174662	0,9874083	0,8232235	0,9983823	0,9823483	0,4613536	0,6735237	0,1898823	0,2950964	0,3464507	0,8976282	0,6168197	0,1997019	0,6088453	0,5793440	0,8624937	0,5042954	0,2045109	0,4400169	0,9985269	0,9074885
840	0,3620687	1,0000000	0,4430658	0,4588586	0,9957674	0,6873164	0,3837429	0,4221315	0,6068775	0,7266393	0,9699492	0,9949477	0,9999760	0,0328078	0,9994871	0,9987015	1,0000000	0,2548683	0,6869176	0,6027240	0,9754710	0,7374641	0,5014753	0,2890989	0,0315666	0,4188623	0,6757081	0,0447250	0,7814470	0,8129015	0,9396007	0,4660083	0,7516023	0,8838516	0,8864123	0,9688361	0,4169367	0,1917640	0,9194218	0,2233204	0,6187432	0,8671377	0,6925187	0,4217480	0,9876998	0,8242999	0,9984813	0,9822773	0,4618597	0,6746387	0,1898815	0,2939163	0,3464507	0,8998133	0,6222766	0,1946778	0,6086985	0,5794317	0,8623615	0,5042954	0,2078685	0,4400118	0,9986071	0,9074973
860	0,3621286	1,0000000	0,4430658	0,4561645	0,9957674	0,6873164	0,3837429	0,4221315	0,6068134	0,7266393	0,9699492	0,9949477	0,9999762	0,0327186	0,9996981	0,9987060	1,0000000	0,2548683	0,6870542	0,6022231	0,9754710	0,7374641	0,5008567	0,2890771	0,0305702	0,4188623	0,6757081	0,0447250	0,7814470	0,8128657	0,9396859	0,4658812	0,7520495	0,8839352	0,8874693	0,9688272	0,4170370	0,1917640	0,9194218	0,2233114	0,6187401	0,8684163	0,6955392	0,4246209	0,9878870	0,8250424	0,9985377	0,9822306	0,4622112	0,6753194	0,1898811	0,2931542	0,3464507	0,9012183	0,6263217	0,1912050	0,6086082	0,5795089	0,8622778	0,5042954	0,2103813	0,4400095	0,9986625	0,9075028
880	0,3621533	1,0000000	0,4430658	0,4540052	0,9957674	0,6873164	0,3837429	0,4221315	0,6068383	0,7266393	0,9699492	0,9949477	0,9999764	0,0326639	0,9998224	0,9987089	1,0000000	0,2548683	0,6871381	0,6018996	0,9754710	0,7374641	0,5004122	0,2890623	0,0298511	0,4188623	0,6757081	0,0447250	0,7814470	0,8128452	0,9397453	0,4658199	0,7523692	0,8839893	0,8882045	0,9688208	0,4171004	0,1917640	0,9194218	0,2233042	0,6187388	0,8692552	0,6976237	0,4265327	0,9880072	0,8255538	0,9985700	0,9822000	0,4624553	0,6757330	0,1898809	0,2926706	0,3464507	0,9021182	0,6293078	0,1888130	0,6085525	0,5795716	0,8622248	0,5042954	0,2122129	0,4400086	0,9987007	0,9075063
900	0,3621612	1,0000000	0,4430658	0,4522736	0,9957674	0,6873164	0,3837429	0,4221315	0,6068765	0,7266393	0,9699492	0,9949477	0,9999765	0,0326304	0,9998955	0,9987107	1,0000000	0,2548683	0,6871813	0,6016779	0,9754710	0,7374641	0,5000952	0,2890522	0,0293327	0,4188623	0,6757081	0,0447250	0,7814470	0,8128358	0,9397875	0,4657987	0,7526009	0,8840256	0,8887198	0,9688166	0,4171405	0,1917640	0,9194218	0,2233017	0,6187381	0,8698025	0,6990533	0,4277959	0,9880841	0,8259055	0,9985884	0,9821796	0,4626248	0,6759835	0,1898807	0,2923688	0,3464507	0,9026924	0,6315045	0,1871709	0,6085182	0,5796203	0,8621913	0,5042954	0,2135219	0,4400082	0,9987270	0,9075084
920	0,3621619	1,0000000	0,4430658	0,4508842	0,9957674	0,6873164	0,3837429	0,4221315	0,6068984	0,7266393	0,9699492	0,9949477	0,9999765	0,0326101	0,9999385	0,9987120	1,0000000	0,2548683	0,6871985	0,6015199	0,9754710	0,7374641	0,4998707	0,2890454	0,0289593	0,4188623	0,6757081	0,0447250	0,7814470	0,8128331	0,9398179	0,4657976	0,7527701	0,8840504	0,8890827	0,9688141	0,4171658	0,1917640	0,9194218	0,2233027	0,6187378	0,8701578	0,7000283	0,4286254	0,9881333	0,8261472	0,9985990	0,9821658	0,4627425	0,6761346	0,1898807	0,2921833	0,3464507	0,9030575	0,6331161	0,1860468	0,6084971	0,5796567	0,8621701	0,5042954	0,2144445	0,4400080	0,9987450	0,9075097
940	0,3621599	1,0000000	0,4430658	0,4497691	0,9957674	0,6873164	0,3837429	0,4221315	0,6069039	0,7266393	0,9699492	0,9949477	0,9999765	0,0325978	0,9999638	0,9987128	1,0000000	0,2548683	0,6872018	0,6014054	0,9754710	0,7374641	0,4997128	0,2890409	0,0286906	0,4188623	0,6757081	0,0447250	0,7814470	0,8128337	0,9398398	0,4658043	0,7528940	0,8840675	0,8893390	0,9688126	0,4171819	0,1917640	0,9194218	0,2233054	0,6187377	0,8703874	0,7006903	0,4291671	0,9881647	0,8263131	0,9986051	0,9821563	0,4628242	0,6762255	0,1898806	0,2920710	0,3464507	0,9032891	0,6342957	0,1852792	0,6084840	0,5796835	0,8621567	0,5042954	0,2150890	0,4400079	0,9987574	0,9075105
960	0,3621573	1,0000000	0,4430658	0,4488739	0,9957674	0,6873164	0,3837429	0,4221315	0,6069015	0,7266393	0,9699492	0,9949477	0,9999766	0,0325903	0,9999787	0,9987134	1,0000000	0,2548683	0,6871992	0,6013228	0,9754710	0,7374641	0,4996023	0,2890379	0,0284973	0,4188623	0,6757081	0,0447250	0,7814470	0,8128353	0,9398556	0,4658121	0,7529848	0,8840794	0,8895199	0,9688119	0,4171920	0,1917640	0,9194218	0,2233085	0,6187376	0,8705352	0,7011378	0,4295193	0,9881847	0,8264269	0,9986086	0,9821498	0,4628810	0,6762800	0,1898806	0,2920040	0,3464507	0,9034354	0,6351575	0,1847562	0,6084760	0,5797028	0,8621482	0,5042954	0,2155367	0,4400079	0,9987659	0,9075110
980	0,3621550	1,0000000	0,4430658	0,4481550	0,9957674	0,6873164	0,3837429	0,4221315	0,6068980	0,7266393	0,9699492	0,9949477	0,9999766	0,0325858	0,9999875	0,9987138	1,0000000	0,2548683	0,6871950	0,6012640	0,9754710	0,7374641	0,4995254	0,2890359	0,0283584	0,4188623	0,6757081	0,0447250	0,7814470	0,8128369	0,9398670	0,4658183	0,7530510	0,8840876	0,8896473	0,9688115	0,4171984	0,1917640	0,9194218	0,2233112	0,6187376	0,8706300	0,7014394	0,4297472	0,9881975	0,8265049	0,9986106	0,9821454	0,4629204	0,6763126	0,1898806	0,2919647	0,3464507	0,9035277	0,6357862	0,1844006	0,6084711	0,5797167	0,8621428	0,5042954	0,2158469	0,4400079	0,9987718	0,9075114
1000	0,3621532	1,0000000	0,4430658	0,4475776	0,9957674	0,6873164	0,3837429	0,4221315	0,6068961	0,7266393	0,9699492	0,9949477	0,9999766	0,0325831	0,9999926	0,9987140	1,0000000	0,2548683	0,6871913	0,6012231	0,9754710	0,7374641	0,4994721	0,2890346	0,0282587	0,4188623	0,6757081	0,0447250	0,7814470	0,8128382	0,9398751	0,4658224	0,7530990	0,8840931	0,8897369	0,9688113	0,4172025	0,1917640	0,9194218	0,2233131	0,6187376	0,8706905	0,7016419	0,4298941	0,9882056	0,8265583	0,9986118	0,9821424	0,4629478	0,6763321	0,1898806	0,2919420	0,3464507	0,9035858	0,6362442	0,1841591	0,6084681	0,5797265	0,8621394	0,5042954	0,2160614	0,4400079	0,9987757	0,9075116
1020	0,3621519	1,0000000	0,4430658	0,4471138	0,9957674	0,6873164	0,3837429	0,4221315	0,6068956	0,7266393	0,9699492	0,9949477	0,9999766	0,0325815	0,9999957	0,9987142	1,0000000	0,2548683	0,6871888	0,6011953	0,9754710	0,7374641	0,4994354	0,2890338	0,0281871	0,4188623	0,6757081	0,0447250	0,7814470	0,8128389	0,9398809	0,4658247	0,7531338	0,8840968	0,8897996	0,9688111	0,4172051	0,1917640	0,9194218	0,2233144	0,6187376	0,8707291	0,7017776	0,4299885	0,9882107	0,8265949	0,9986125	0,9821404	0,4629668	0,6763438	0,1898806	0,2919290	0,3464507	0,9036222	0,6365776	0,1839954	0,6084662	0,5797334	0,8621372	0,5042954	0,2162097	0,4400079	0,9987785	0,9075117
1040	0,3621510	1,0000000	0,4430658	0,4467412	0,9957674	0,6873164	0,3837429	0,4221315	0,6068958	0,7266393	0,9699492	0,9949477	0,9999766	0,0325805	0,9999974	0,9987143	1,0000000	0,2548683	0,6871873	0,6011768	0,9754710	0,7374641	0,4994101	0,2890332	0,0281358	0,4188623	0,6757081	0,0447250	0,7814470	0,8128394	0,9398849	0,4658257	0,7531588	0,8840992	0,8898433	0,9688111	0,4172067	0,1917640	0,9194218	0,2233152	0,6187376	0,8707537	0,7018683	0,4300490	0,9882140	0,8266199	0,9986128	0,9821390	0,4629800	0,6763507	0,1898806	0,2919218	0,3464507	0,9036450	0,6368201	0,1838845	0,6084650	0,5797383	0,8621359	0,5042954	0,2163121	0,4400079	0,9987804	0,9075118
1060	0,3621504	1,0000000	0,4430658	0,4464418	0,9957674	0,6873164	0,3837429	0,4221315	0,6068962	0,7266393	0,9699492	0,9949477	0,9999766	0,0325799	0,9999985	0,9987144	1,0000000	0,2548683	0,6871866	0,6011647	0,9754710	0,7374641	0,4993928	0,2890328	0,0280990	0,4188623	0,6757081	0,0447250	0,7814470	0,8128395	0,9398877	0,4658260	0,7531768	0,8841008	0,8898738	0,9688110	0,4172077	0,1917640	0,9194218	0,2233156	0,6187376	0,8707692	0,7019288	0,4300877	0,9882160	0,8266370	0,9986131	0,9821381	0,4629892	0,6763548	0,1898806	0,2919179	0,3464507	0,9036593	0,6369963	0,1838094	0,6084643	0,5797417	0,8621350	0,5042954	0,2163826	0,4400079	0,9987816	0,9075118
1080	0,3621500	1,0000000	0,4430658	0,4462012	0,9957674	0,6873164	0,3837429	0,4221315	0,6068963	0,7266393	0,9699492	0,9949477	0,9999766	0,0325796	0,9999991	0,9987144	1,0000000	0,2548683	0,6871863	0,6011569	0,9754710	0,7374641	0,4993810	0,2890326	0,0280726	0,4188623	0,6757081	0,0447250	0,7814470	0,8128396	0,9398897	0,4658260	0,7531896	0,8841018	0,8898951	0,9688110	0,4172084	0,1917640	0,9194218	0,2233158	0,6187376	0,8707791	0,7019690	0,4301123	0,9882174	0,8266487	0,9986132	0,9821375	0,4629955	0,6763573	0,1898806	0,2919157	0,3464507	0,9036682	0,6371243	0,1837587	0,6084639	0,5797440	0,8621344	0,5042954	0,2164311	0,4400079	0,9987825	0,9075118
1100	0,3621498	1,0000000	0,4430658	0,4460079	0,9957674	0,6873164	0,3837429	0,4221315	0,6068964	0,7266393	0,9699492	0,9949477	0,9999766	0,0325794	0,9999995	0,9987144	1,0000000	0,2548683	0,6871863	0,6011519	0,9754710	0,7374641	0,4993729	0,2890325	0,0280537	0,4188623	0,6757081	0,0447250	0,7814470	0,8128396	0,9398911	0,4658258	0,7531988	0,8841025	0,8899098	0,9688109	0,4172088	0,1917640	0,9194218	0,2233158	0,6187376	0,8707853	0,7019958	0,4301279	0,9882182	0,8266567	0,9986133	0,9821370	0,4629999	0,6763587	0,1898806	0,2919147	0,3464507	0,9036737	0,6372172	0,1837244	0,6084636	0,5797457	0,8621341	0,5042954	0,2164644	0,4400079	0,9987831	0,9075118

0	0,3621494	1,0000000	0,4430656	0,4450638	0,9957623	0,6873164	0,3837428	0,4221335	0,6068965	0,7264759	0,9699461	0,9949475	0,9999766	0,0325791	1,0000000	0,9987144	1,0000000	0,2548686	0,6871866	0,6011427	0,9754513	0,7372592	0,4993609	0,2890323	0,0280230	0,4182888	0,6753165	0,0447273	0,7813587	0,8128395	0,9398919	0,4658254	0,7532200	0,8841035	0,8899434	0,9688093	0,4168521	0,1915406	0,9193080	0,2233158	0,6187239	0,8707957	0,7020467	0,4301546	0,9882196	0,8266718	0,9986134	0,9821357	0,4630152	0,6763608	0,1898806	0,2919137	0,3464504	0,9036826	0,6374350	0,1836531	0,6084308	0,5797493	0,8616400	0,5042180	0,2165350	0,4399913	0,9987828	0,9075117
20	0,3621494	1,0000000	0,4430656	0,4450937	0,9958154	0,6181603	0,2888880	0,4229143	0,4868075	0,7265931	0,9795450	0,9959315	0,9999766	0,0325791	1,0000000	0,9988357	1,0000000	0,2548685	0,5380459	0,6065498	0,9754733	0,7373368	0,5926023	0,2890321	0,0280182	0,4190485	0,6753223	0,0447248	0,8249431	0,8117174	0,9399025	0,4636826	0,7524702	0,8848245	0,8888402	0,9690646	0,4169441	0,1916024	0,9193347	0,2220264	0,6187286	0,8707957	0,7020473	0,4301547	0,9578566	0,8266725	0,9986134	0,7090780	0,4630136	0,6763608	0,1898806	0,1668335	0,2639607	0,9036827	0,7020356	0,1327708	0,6084425	0,5797480	0,8617724	0,5042473	0,2164954	0,4400000	0,9987833	0,9075118
40	0,3621494	1,0000000	0,4430657	0,4451178	0,9960500	0,5854113	0,2327418	0,4271075	0,4383584	0,7269896	0,9852614	0,9965357	0,9999766	0,0325791	1,0000000	0,9987854	1,0000000	0,2548685	0,4604648	0,6316334	0,9755557	0,7374831	0,6540442	0,2890313	0,0280148	0,4219095	0,6750349	0,0447090	0,8550579	0,8067311	0,9397915	0,4529100	0,7487188	0,8880809	0,8844234	0,9698892	0,4169581	0,1916522	0,9193324	0,2157659	0,6187531	0,8707958	0,7020476	0,4301548	0,9389085	0,8266729	0,9986134	0,5244287	0,4630125	0,6763608	0,1898806	0,0993448	0,2420954	0,9036827	0,7488451	0,0983529	0,6084977	0,5797235	0,8618749	0,5044001	0,2157164	0,4400832	0,9987836	0,9075118
60	0,3621494	1,0000000	0,4430657	0,4451371	0,9964328	0,5737007	0,2038336	0,4356843	0,4276312	0,7277656	0,9886690	0,9969071	0,9999766	0,0325791	1,0000000	0,9985210	1,0000000	0,2548684	0,4252358	0,6731815	0,9757077	0,7377285	0,6945315	0,2890310	0,0280123	0,4265090	0,6748479	0,0446557	0,8756708	0,7987237	0,9392076	0,4320189	0,7417347	0,8929629	0,8791981	0,9700725	0,4167317	0,1917080	0,9192298	0,2044802	0,6188392	0,8707958	0,7020479	0,4301548	0,9270838	0,8266732	0,9986134	0,3996009	0,4630117	0,6763608	0,1898806	0,0629304	0,2362996	0,9036827	0,7827632	0,0750719	0,6087371	0,5796236	0,8619708	0,5050773	0,2125983	0,4404509	0,9987839	0,9075118
80	0,3621494	1,0000000	0,4430658	0,4451527	0,9968683	0,5722825	0,1928315	0,4479091	0,4296838	0,7289666	0,9907026	0,9971356	0,9999766	0,0325791	1,0000000	0,9980364	1,0000000	0,2548684	0,4127451	0,7203872	0,9759251	0,7380851	0,7212109	0,2890326	0,0280106	0,4317079	0,6753699	0,0445380	0,8897501	0,7898180	0,9380614	0,4044801	0,7326825	0,8974726	0,8760124	0,9682354	0,4160288	0,1917904	0,9189172	0,1904304	0,6190132	0,8707958	0,7020480	0,4301548	0,9197046	0,8266734	0,9986134	0,3151889	0,4630112	0,6763608	0,1898806	0,0432826	0,2347633	0,9036827	0,8073403	0,0593241	0,6093517	0,5794180	0,8620872	0,5068319	0,2062789	0,4413597	0,9987840	0,9075119
100	0,3621494	1,0000000	0,4430658	0,4451652	0,9972758	0,5747806	0,1922565	0,4618709	0,4344694	0,7306126	0,9919177	0,9972764	0,9999766	0,0325791	1,0000000	0,9973811	1,0000000	0,2548683	0,4110435	0,7646241	0,9762042	0,7385562	0,7387913	0,2890376	0,0280094	0,4365593	0,6770727	0,0443417	0,8994244	0,7816774	0,9365638	0,3760949	0,7230367	0,9003715	0,8753995	0,9640090	0,4146520	0,1919194	0,9182897	0,1762749	0,6192672	0,8707958	0,7020481	0,4301548	0,9150995	0,8266736	0,9986134	0,2580867	0,4630108	0,6763608	0,1898806	0,0326813	0,2343561	0,9036827	0,8251488	0,0486720	0,6104964	0,5791279	0,8622511	0,5101179	0,1974920	0,4429869	0,9987842	0,9075119
120	0,3621494	1,0000000	0,4430658	0,4451752	0,9976087	0,5779828	0,1965637	0,4753386	0,4388870	0,7326689	0,9926447	0,9973632	0,9999766	0,0325791	1,0000000	0,9966532	1,0000000	0,2548683	0,4135606	0,8016883	0,9765380	0,7391297	0,7503761	0,2890470	0,0280088	0,4405817	0,6801077	0,0440743	0,9061638	0,7751179	0,9349941	0,3515271	0,7139504	0,9015424	0,8765067	0,9581125	0,4125415	0,1921111	0,9172917	0,1639025	0,6195690	0,8707958	0,7020482	0,4301549	0,9122257	0,8266736	0,9986134	0,2194476	0,4630105	0,6763608	0,1898806	0,0269613	0,2342482	0,9036827	0,8380528	0,0414667	0,6122215	0,5788029	0,8624857	0,5150812	0,1878181	0,4453516	0,9987842	0,9075119
140	0,3621494	1,0000000	0,4430658	0,4451833	0,9978522	0,5806004	0,2021792	0,4866301	0,4422156	0,7350311	0,9930805	0,9974169	0,9999767	0,0325791	1,0000000	0,9959578	1,0000000	0,2548683	0,4170711	0,8306191	0,9769133	0,7397756	0,7580099	0,2890608	0,0280085	0,4436906	0,6842905	0,0437621	0,9109509	0,7702913	0,9335551	0,3328161	0,7060726	0,9014847	0,8783016	0,9517148	0,4098082	0,1923756	0,9159397	0,1541411	0,6198790	0,8707958	0,7020482	0,4301549	0,9104323	0,8266737	0,9986134	0,1932961	0,4630103	0,6763608	0,1898806	0,0238750	0,2342195	0,9036827	0,8474030	0,0365928	0,6144508	0,5784887	0,8628080	0,5214941	0,1786537	0,4483051	0,9987843	0,9075119
160	0,3621494	1,0000000	0,4430658	0,4451898	0,9980126	0,5823405	0,2072091	0,4949826	0,4444747	0,7375457	0,9933421	0,9974501	0,9999767	0,0325791	1,0000000	0,9953679	1,0000000	0,2548683	0,4202196	0,8521246	0,9773098	0,7404528	0,7630402	0,2890781	0,0280086	0,4460249	0,6892121	0,0434390	0,9144271	0,7669861	0,9323469	0,3198825	0,6996289	0,9007800	0,8800694	0,9457917	0,4066909	0,1927146	0,9143170	0,1470185	0,6201638	0,8707958	0,7020483	0,4301549	0,9093132	0,8266738	0,9986134	0,1755931	0,4630102	0,6763608	0,1898806	0,0222097	0,2342119	0,9036827	0,8541782	0,0332961	0,6170117	0,5782124	0,8632248	0,5288453	0,1707808	0,4515845	0,9987843	0,9075119
180	0,3621494	1,0000000	0,4430658	0,4451950	0,9981065	0,5833286	0,2109355	0,5004312	0,4458834	0,7400498	0,9934994	0,9974706	0,9999768	0,0325791	1,0000000	0,9949124	1,0000000	0,2548683	0,4225953	0,8675360	0,9777044	0,7411200	0,7663550	0,2890972	0,0280088	0,4477962	0,6943931	0,0431344	0,9170043	0,7648593	0,9313922	0,3116120	0,6945747	0,8998492	0,8814636	0,9408706	0,4034753	0,1931203	0,9125470	0,1421409	0,6204027	0,8707958	0,7020483	0,4301549	0,9086147	0,8266738	0,9986134	0,1636072	0,4630101	0,6763608	0,1898806	0,0213112	0,2342099	0,9036828	0,8590874	0,0310661	0,6196910	0,5779843	0,8637311	0,5365106	0,1644367	0,4548946	0,9987843	0,9075119
200	0,3621494	1,0000000	0,4430658	0,4451992	0,9981535	0,5838022	0,2133194	0,5034834	0,4466835	0,7424054	0,9935943	0,9974834	0,9999768	0,0325791	1,0000000	0,9945860	1,0000000	0,2548683	0,4242078	0,8782615	0,9780757	0,7417439	0,7685392	0,2891165	0,0280092	0,4491983	0,6994092	0,0428677	0,9189465	0,7635689	0,9306699	0,3066714	0,6907308	0,8989299	0,8824005	0,9370845	0,4004192	0,1935765	0,9107603	0,1389801	0,6205876	0,8707958	0,7020483	0,4301549	0,9081789	0,8266738	0,9986134	0,1554906	0,4630101	0,6763609	0,1898806	0,0208264	0,2342094	0,9036828	0,8626447	0,0295576	0,6222894	0,5778037	0,8643110	0,5439133	0,1595357	0,4579805	0,9987844	0,9075119
