"Time"	betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
820	0,3621950	0,9969526	0,4485488	0,4233640	0,9957350	0,6873164	0,3837429	0,4221566	0,6068963	0,7266505	0,9699492	0,9949477	0,9999766	0,0325769	1,0000000	0,9987174	1,0000000	0,2548683	0,6871866	0,6011428	0,9754714	0,7382075	0,4992574	0,2889881	0,0279056	0,4017641	0,6757701	0,0447301	0,7814324	0,8050340	0,9350328	0,4654273	0,7531753	0,8672950	0,8791512	0,9674348	0,4171307	0,2054344	0,9193701	0,2233162	0,6195861	0,8707958	0,7020486	0,4301550	0,9882196	0,8270398	0,9986134	0,9821361	0,5188392	0,6763609	0,1899088	0,3017350	0,3211638	0,9036828	0,6374634	0,2146245	0,6083247	0,5585361	0,8620933	0,5041756	0,2128969	0,4399675	0,9987844	0,9075119
840	0,3621481	0,9980165	0,4463148	0,4264743	0,9957465	0,6873164	0,3837429	0,4221435	0,6068963	0,7266545	0,9699492	0,9949477	0,9999766	0,0325780	1,0000000	0,9987164	1,0000000	0,2548683	0,6871866	0,6011428	0,9754722	0,7379687	0,4992828	0,2890072	0,0279327	0,4066818	0,6757589	0,0447272	0,7814389	0,8075022	0,9361744	0,4655481	0,7531881	0,8722307	0,8820143	0,9678530	0,4171432	0,2015679	0,9193784	0,2233161	0,6193535	0,8707958	0,7020485	0,4301549	0,9882196	0,8269234	0,9986134	0,9821361	0,5110087	0,6763608	0,1899001	0,2988313	0,3268892	0,9036828	0,6374632	0,2064764	0,6083775	0,5648328	0,8621053	0,5042385	0,2139253	0,4399900	0,9987844	0,9075119
860	0,3621326	0,9987090	0,4449095	0,4293149	0,9957538	0,6873164	0,3837429	0,4221356	0,6068963	0,7266555	0,9699492	0,9949477	0,9999766	0,0325786	1,0000000	0,9987157	1,0000000	0,2548683	0,6871866	0,6011428	0,9754724	0,7378069	0,4993030	0,2890180	0,0279527	0,4101974	0,6757500	0,0447256	0,7814430	0,8091654	0,9370640	0,4656311	0,7531975	0,8757186	0,8841285	0,9681441	0,4171559	0,1987787	0,9193862	0,2233160	0,6191840	0,8707958	0,7020484	0,4301549	0,9882196	0,8268440	0,9986134	0,9821361	0,5030463	0,6763608	0,1898942	0,2968137	0,3318310	0,9036828	0,6374631	0,2004361	0,6084115	0,5692496	0,8621146	0,5042747	0,2146670	0,4400018	0,9987844	0,9075119
880	0,3621306	0,9991597	0,4440612	0,4318420	0,9957585	0,6873164	0,3837429	0,4221312	0,6068963	0,7266547	0,9699492	0,9949477	0,9999766	0,0325788	1,0000000	0,9987152	1,0000000	0,2548683	0,6871866	0,6011428	0,9754724	0,7376973	0,4993183	0,2890241	0,0279674	0,4127055	0,6757426	0,0447249	0,7814456	0,8102961	0,9377515	0,4656888	0,7532042	0,8781824	0,8856861	0,9683466	0,4171677	0,1967729	0,9193931	0,2233159	0,6190603	0,8707958	0,7020484	0,4301549	0,9882196	0,8267899	0,9986134	0,9821361	0,4955808	0,6763608	0,1898901	0,2953971	0,3358442	0,9036828	0,6374630	0,1959678	0,6084328	0,5723520	0,8621216	0,5042941	0,2152007	0,4400075	0,9987844	0,9075119
900	0,3621336	0,9994531	0,4435721	0,4340472	0,9957615	0,6873164	0,3837429	0,4221290	0,6068963	0,7266530	0,9699492	0,9949477	0,9999766	0,0325790	1,0000000	0,9987150	1,0000000	0,2548683	0,6871866	0,6011428	0,9754723	0,7376229	0,4993295	0,2890276	0,0279782	0,4144922	0,6757361	0,0447246	0,7814470	0,8110710	0,9382792	0,4657291	0,7532092	0,8799225	0,8868315	0,9684876	0,4171779	0,1953341	0,9193991	0,2233159	0,6189701	0,8707958	0,7020484	0,4301549	0,9882196	0,8267530	0,9986134	0,9821361	0,4889570	0,6763608	0,1898873	0,2943949	0,3389531	0,9036828	0,6374629	0,1926696	0,6084458	0,5745343	0,8621267	0,5043031	0,2155838	0,4400099	0,9987844	0,9075119
920	0,3621377	0,9996440	0,4433049	0,4359434	0,9957635	0,6873164	0,3837429	0,4221282	0,6068963	0,7266509	0,9699492	0,9949477	0,9999766	0,0325790	1,0000000	0,9987148	1,0000000	0,2548683	0,6871866	0,6011428	0,9754721	0,7375723	0,4993376	0,2890296	0,0279860	0,4157634	0,6757305	0,0447245	0,7814478	0,8116056	0,9386819	0,4657575	0,7532128	0,8811514	0,8876722	0,9685857	0,4171863	0,1943042	0,9194042	0,2233158	0,6189046	0,8707958	0,7020484	0,4301549	0,9882196	0,8267278	0,9986134	0,9821361	0,4833151	0,6763608	0,1898853	0,2936821	0,3412703	0,9036828	0,6374629	0,1902405	0,6084536	0,5760715	0,8621303	0,5043063	0,2158583	0,4400105	0,9987844	0,9075119
940	0,3621413	0,9997683	0,4431685	0,4375553	0,9957648	0,6873164	0,3837429	0,4221281	0,6068963	0,7266488	0,9699492	0,9949477	0,9999766	0,0325790	1,0000000	0,9987147	1,0000000	0,2548683	0,6871866	0,6011428	0,9754719	0,7375379	0,4993434	0,2890307	0,0279916	0,4166670	0,6757258	0,0447246	0,7814481	0,8119764	0,9389874	0,4657775	0,7532154	0,8820193	0,8882881	0,9686540	0,4171930	0,1935684	0,9194083	0,2233158	0,6188572	0,8707958	0,7020483	0,4301549	0,9882196	0,8267106	0,9986134	0,9821361	0,4786599	0,6763608	0,1898839	0,2931736	0,3429422	0,9036827	0,6374628	0,1884554	0,6084581	0,5771553	0,8621326	0,5043063	0,2160545	0,4400103	0,9987844	0,9075119
960	0,3621442	0,9998492	0,4431052	0,4389127	0,9957657	0,6873164	0,3837429	0,4221285	0,6068963	0,7266468	0,9699492	0,9949477	0,9999766	0,0325791	1,0000000	0,9987146	1,0000000	0,2548683	0,6871866	0,6011428	0,9754717	0,7375145	0,4993474	0,2890313	0,0279957	0,4173087	0,6757219	0,0447247	0,7814482	0,8122347	0,9392182	0,4657916	0,7532173	0,8826323	0,8887387	0,9687016	0,4171982	0,1930438	0,9194117	0,2233158	0,6188230	0,8707958	0,7020483	0,4301549	0,9882196	0,8266989	0,9986134	0,9821361	0,4749160	0,6763608	0,1898829	0,2928103	0,3441150	0,9036827	0,6374628	0,1871467	0,6084606	0,5779199	0,8621341	0,5043049	0,2161944	0,4400098	0,9987844	0,9075119
980	0,3621462	0,9999018	0,4430799	0,4400474	0,9957662	0,6873164	0,3837429	0,4221290	0,6068963	0,7266451	0,9699492	0,9949477	0,9999766	0,0325791	1,0000000	0,9987146	1,0000000	0,2548683	0,6871866	0,6011428	0,9754715	0,7374986	0,4993502	0,2890317	0,0279987	0,4177639	0,6757187	0,0447248	0,7814481	0,8124153	0,9393919	0,4658016	0,7532187	0,8830652	0,8890679	0,9687347	0,4172020	0,1926703	0,9194143	0,2233158	0,6187984	0,8707958	0,7020483	0,4301549	0,9882196	0,8266910	0,9986134	0,9821361	0,4719677	0,6763608	0,1898822	0,2925509	0,3449176	0,9036827	0,6374628	0,1861894	0,6084619	0,5784596	0,8621349	0,5043030	0,2162939	0,4400092	0,9987844	0,9075119
1000	0,3621475	0,9999361	0,4430726	0,4409902	0,9957666	0,6873164	0,3837429	0,4221295	0,6068963	0,7266437	0,9699492	0,9949477	0,9999766	0,0325791	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,6011428	0,9754714	0,7374877	0,4993521	0,2890319	0,0280008	0,4180865	0,6757162	0,0447248	0,7814479	0,8125418	0,9395219	0,4658086	0,7532197	0,8833710	0,8893079	0,9687578	0,4172047	0,1924048	0,9194163	0,2233158	0,6187807	0,8707958	0,7020483	0,4301549	0,9882196	0,8266855	0,9986134	0,9821361	0,4696865	0,6763608	0,1898817	0,2923657	0,3454552	0,9036827	0,6374627	0,1854907	0,6084626	0,5788405	0,8621353	0,5043012	0,2163647	0,4400088	0,9987844	0,9075119
1020	0,3621483	0,9999584	0,4430724	0,4417694	0,9957669	0,6873164	0,3837429	0,4221300	0,6068963	0,7266426	0,9699492	0,9949477	0,9999766	0,0325791	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,6011428	0,9754713	0,7374802	0,4993534	0,2890320	0,0280023	0,4183149	0,6757141	0,0447249	0,7814478	0,8126305	0,9396191	0,4658136	0,7532204	0,8835869	0,8894827	0,9687739	0,4172066	0,1922165	0,9194178	0,2233158	0,6187682	0,8707958	0,7020483	0,4301549	0,9882196	0,8266818	0,9986134	0,9821361	0,4679473	0,6763608	0,1898814	0,2922338	0,3458086	0,9036827	0,6374627	0,1849819	0,6084629	0,5791093	0,8621354	0,5042995	0,2164148	0,4400084	0,9987844	0,9075119
1040	0,3621488	0,9999729	0,4430742	0,4424109	0,9957671	0,6873164	0,3837429	0,4221304	0,6068963	0,7266417	0,9699492	0,9949477	0,9999766	0,0325791	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,6011428	0,9754712	0,7374752	0,4993543	0,2890321	0,0280034	0,4184765	0,6757126	0,0447249	0,7814476	0,8126928	0,9396913	0,4658171	0,7532209	0,8837393	0,8896099	0,9687851	0,4172079	0,1920831	0,9194190	0,2233158	0,6187592	0,8707958	0,7020483	0,4301549	0,9882196	0,8266793	0,9986134	0,9821361	0,4666376	0,6763608	0,1898811	0,2921399	0,3460374	0,9036827	0,6374627	0,1846121	0,6084631	0,5792990	0,8621353	0,5042982	0,2164503	0,4400082	0,9987844	0,9075119
1060	0,3621491	0,9999824	0,4430757	0,4429370	0,9957672	0,6873164	0,3837429	0,4221307	0,6068963	0,7266410	0,9699492	0,9949477	0,9999766	0,0325791	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,6011428	0,9754711	0,7374717	0,4993549	0,2890321	0,0280042	0,4185906	0,6757114	0,0447250	0,7814475	0,8127366	0,9397450	0,4658196	0,7532213	0,8838468	0,8897023	0,9687929	0,4172087	0,1919887	0,9194198	0,2233158	0,6187528	0,8707958	0,7020483	0,4301549	0,9882196	0,8266776	0,9986134	0,9821361	0,4656615	0,6763608	0,1898810	0,2920733	0,3461837	0,9036827	0,6374627	0,1843440	0,6084631	0,5794326	0,8621351	0,5042973	0,2164754	0,4400080	0,9987844	0,9075119
1080	0,3621493	0,9999885	0,4430762	0,4433673	0,9957672	0,6873164	0,3837429	0,4221310	0,6068963	0,7266405	0,9699492	0,9949477	0,9999766	0,0325791	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,6011428	0,9754711	0,7374693	0,4993553	0,2890322	0,0280048	0,4186712	0,6757105	0,0447250	0,7814473	0,8127673	0,9397847	0,4658213	0,7532216	0,8839227	0,8897693	0,9687983	0,4172093	0,1919221	0,9194204	0,2233158	0,6187483	0,8707958	0,7020483	0,4301549	0,9882196	0,8266764	0,9986134	0,9821361	0,4649402	0,6763608	0,1898809	0,2920261	0,3462765	0,9036827	0,6374627	0,1841500	0,6084631	0,5795268	0,8621349	0,5042966	0,2164931	0,4400079	0,9987844	0,9075119
1100	0,3621494	0,9999925	0,4430758	0,4437183	0,9957673	0,6873164	0,3837429	0,4221311	0,6068963	0,7266402	0,9699492	0,9949477	0,9999766	0,0325791	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,6011428	0,9754711	0,7374677	0,4993556	0,2890322	0,0280052	0,4187280	0,6757098	0,0447250	0,7814472	0,8127889	0,9398140	0,4658225	0,7532218	0,8839763	0,8898178	0,9688021	0,4172095	0,1918750	0,9194208	0,2233158	0,6187451	0,8707958	0,7020483	0,4301549	0,9882196	0,8266756	0,9986134	0,9821361	0,4644108	0,6763608	0,1898808	0,2919927	0,3463353	0,9036827	0,6374627	0,1840099	0,6084631	0,5795931	0,8621347	0,5042961	0,2165055	0,4400078	0,9987844	0,9075119

0	0,3621494	1,0000000	0,4430656	0,4450638	0,9957623	0,6873164	0,3837428	0,4221335	0,6068965	0,7264759	0,9699461	0,9949475	0,9999766	0,0325791	1,0000000	0,9987144	1,0000000	0,2548686	0,6871866	0,6011427	0,9754513	0,7372592	0,4993609	0,2890323	0,0280230	0,4182888	0,6753165	0,0447273	0,7813587	0,8128395	0,9398919	0,4658254	0,7532200	0,8841035	0,8899434	0,9688093	0,4168521	0,1915406	0,9193080	0,2233158	0,6187239	0,8707957	0,7020467	0,4301546	0,9882196	0,8266718	0,9986134	0,9821357	0,4630152	0,6763608	0,1898806	0,2919137	0,3464504	0,9036826	0,6374350	0,1836531	0,6084308	0,5797493	0,8616400	0,5042180	0,2165350	0,4399913	0,9987828	0,9075117
20	0,2356880	0,9028430	0,4434583	0,4444947	0,9958024	0,6873164	0,2583621	0,3806938	0,6108550	0,7262793	0,9699556	0,9964479	0,9999766	0,0237943	1,0000000	0,9987145	1,0000000	0,2548685	0,6871866	0,5016352	0,9857071	0,7372585	0,4992507	0,1695453	0,0221834	0,4179764	0,6746916	0,1184174	0,7812971	0,8990914	0,8802352	0,4690347	0,7538298	0,8854786	0,8904398	0,9693886	0,4173955	0,1923858	0,9195159	0,2233158	0,6188073	0,8707957	0,7020473	0,4586706	0,9924020	0,8266725	0,9990819	0,9826380	0,4630212	0,8631345	0,1898886	0,2951245	0,2984239	0,9036827	0,7090325	0,1858381	0,6081227	0,5789765	0,8617713	0,5577334	0,1318206	0,4394636	0,9987833	0,9441623
40	0,1533908	0,8396058	0,4454299	0,4415356	0,9960009	0,6873164	0,1794396	0,3581276	0,6427910	0,7250538	0,9699958	0,9973687	0,9999766	0,0195591	1,0000000	0,9987145	1,0000000	0,2548685	0,6871866	0,4356165	0,9916714	0,7369940	0,4988279	0,1041197	0,0180015	0,4156597	0,6713715	0,1538039	0,7808986	0,9441085	0,8391556	0,4835772	0,7566244	0,8920267	0,8929698	0,9719213	0,4196801	0,1961764	0,9204401	0,2233158	0,6191946	0,8707958	0,7020476	0,4762558	0,9950121	0,8266729	0,9993391	0,9847397	0,4631528	0,9363995	0,1899311	0,3093086	0,2897302	0,9036827	0,7609119	0,1984919	0,6065811	0,5751232	0,8618509	0,5873195	0,0952876	0,4371356	0,9987836	0,9662870
60	0,0998358	0,7984461	0,4491061	0,4359336	0,9963848	0,6873164	0,1314934	0,3522893	0,6935830	0,7227141	0,9700643	0,9979341	0,9999766	0,0175174	1,0000000	0,9987145	1,0000000	0,2548684	0,6871866	0,3918160	0,9951398	0,7364290	0,4982521	0,0682948	0,0150045	0,4108841	0,6657849	0,1710612	0,7801804	0,9672626	0,8106897	0,5080988	0,7611305	0,9029823	0,8977999	0,9757331	0,4236387	0,2028928	0,9220776	0,2233158	0,6199114	0,8707958	0,7020479	0,4871003	0,9966409	0,8266732	0,9994805	0,9877510	0,4637500	0,9651388	0,1900333	0,3319072	0,2924257	0,9036827	0,7985037	0,2287076	0,6038902	0,5678420	0,8618392	0,6014686	0,0851678	0,4335639	0,9987839	0,9796430
80	0,0649866	0,7716562	0,4539499	0,4283168	0,9969058	0,6873164	0,1039522	0,3602976	0,7483056	0,7197759	0,9701478	0,9982815	0,9999765	0,0165331	1,0000000	0,9987145	1,0000000	0,2548684	0,6871866	0,3627565	0,9971565	0,7356739	0,4976937	0,0486779	0,0128570	0,4039354	0,6595666	0,1796506	0,7793261	0,9788107	0,7905284	0,5374468	0,7661381	0,9150864	0,9043155	0,9796506	0,4282196	0,2114052	0,9240343	0,2233159	0,6208883	0,8707958	0,7020480	0,4937878	0,9976574	0,8266734	0,9995581	0,9907400	0,4652389	0,9764123	0,1902389	0,3571174	0,2975204	0,9036827	0,8257426	0,2820927	0,6007898	0,5579832	0,8616866	0,6068443	0,0896360	0,4299988	0,9987840	0,9877056
100	0,0423113	0,7542193	0,4592881	0,4195051	0,9974755	0,6873164	0,0893916	0,3778605	0,7984141	0,7170352	0,9702339	0,9984950	0,9999765	0,0160585	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3434767	0,9983291	0,7349320	0,4972270	0,0379361	0,0113191	0,3954538	0,6544284	0,1839422	0,7785447	0,9842086	0,7759547	0,5667183	0,7707816	0,9255495	0,9116221	0,9830046	0,4321074	0,2204860	0,9258151	0,2233159	0,6220308	0,8707958	0,7020481	0,4979119	0,9982917	0,8266735	0,9996007	0,9932497	0,4679359	0,9808344	0,1906276	0,3809186	0,3019159	0,9036827	0,8454799	0,3601267	0,5981594	0,5467527	0,8613697	0,6084475	0,1016535	0,4275081	0,9987842	0,9925727
120	0,0275589	0,7428699	0,4645488	0,4102336	0,9980070	0,6873164	0,0825917	0,3997084	0,8404845	0,7152363	0,9703141	0,9986263	0,9999765	0,0158298	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3306855	0,9990108	0,7344174	0,4968653	0,0320540	0,0102181	0,3862200	0,6516078	0,1859485	0,7780022	0,9863809	0,7652666	0,5925887	0,7746824	0,9331370	0,9188854	0,9856101	0,4342448	0,2292040	0,9270040	0,2233159	0,6232388	0,8707958	0,7020482	0,5004551	0,9986876	0,8266736	0,9996241	0,9951816	0,4719416	0,9825691	0,1913366	0,4016387	0,3046597	0,9036827	0,8597816	0,4569409	0,5966891	0,5352997	0,8609139	0,6096670	0,1166495	0,4266931	0,9987842	0,9955108
140	0,0179626	0,7354829	0,4693427	0,4010596	0,9984478	0,6873164	0,0800642	0,4212601	0,8737631	0,7148005	0,9703840	0,9987071	0,9999764	0,0157195	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3221991	0,9994072	0,7342650	0,4965968	0,0288330	0,0094302	0,3769911	0,6516260	0,1866599	0,7777971	0,9869089	0,7573516	0,6135068	0,7777797	0,9378512	0,9255040	0,9875271	0,4341498	0,2370272	0,9273612	0,2233160	0,6244197	0,8707958	0,7020482	0,5020235	0,9989346	0,8266737	0,9996369	0,9965990	0,4771375	0,9832496	0,1925938	0,4190031	0,3057022	0,9036827	0,8701445	0,5606184	0,5967002	0,5245025	0,8603922	0,6123469	0,1316913	0,4276634	0,9987843	0,9972844
160	0,0117214	0,7306749	0,4734607	0,3923559	0,9987838	0,6873164	0,0796628	0,4397869	0,8988837	0,7157451	0,9704421	0,9987569	0,9999763	0,0156663	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3165688	0,9996379	0,7344929	0,4964027	0,0270692	0,0088666	0,3683831	0,6543208	0,1866423	0,7779600	0,9866505	0,7514522	0,6293012	0,7801591	0,9402712	0,9311498	0,9888935	0,4319487	0,2437685	0,9268436	0,2233160	0,6255010	0,8707958	0,7020482	0,5029906	0,9990888	0,8266737	0,9996440	0,9976111	0,4832439	0,9835165	0,1947700	0,4332834	0,3053719	0,9036827	0,8776535	0,6588691	0,5981357	0,5149002	0,8599039	0,6170471	0,1451322	0,4301518	0,9987843	0,9983551
180	0,0076633	0,7275455	0,4768364	0,3843415	0,9990253	0,6873164	0,0801784	0,4543390	0,9171340	0,7177900	0,9704888	0,9987875	0,9999763	0,0156407	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3128333	0,9997723	0,7350287	0,4962649	0,0261033	0,0084635	0,3608122	0,6590772	0,1862572	0,7784654	0,9860671	0,7470365	0,6405988	0,7819513	0,9410938	0,9357232	0,9898483	0,4281758	0,2494647	0,9255655	0,2233161	0,6264383	0,8707958	0,7020482	0,5035871	0,9991850	0,8266738	0,9996479	0,9983224	0,4898999	0,9836212	0,1984573	0,4448803	0,3041088	0,9036827	0,8830945	0,7436847	0,6006802	0,5067277	0,8595443	0,6234850	0,1562862	0,4336880	0,9987843	0,9990015
200	0,0050252	0,7255086	0,4794987	0,3771211	0,9991917	0,6873164	0,0809853	0,4650758	0,9299708	0,7205333	0,9705253	0,9988064	0,9999763	0,0156283	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3103550	0,9998509	0,7357627	0,4961682	0,0255744	0,0081752	0,3544899	0,6651092	0,1857327	0,7792503	0,9853999	0,7437233	0,6483295	0,7832842	0,9409229	0,9392762	0,9905066	0,4235085	0,2542573	0,9237315	0,2233161	0,6272142	0,8707958	0,7020482	0,5039549	0,9992450	0,8266738	0,9996500	0,9988175	0,4967370	0,9836623	0,2045826	0,4541870	0,3023265	0,9036827	0,8870370	0,8121400	0,6039159	0,4999995	0,8593810	0,6309925	0,1650824	0,4377624	0,9987844	0,9993917
220	0,0033109	0,7241828	0,4815307	0,3707209	0,9993026	0,6873164	0,0817904	0,4726437	0,9387412	0,7235895	0,9705532	0,9988181	0,9999763	0,0156224	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3087107	0,9998971	0,7365892	0,4961011	0,0252847	0,0079692	0,3494549	0,6716772	0,1851992	0,7802326	0,9847667	0,7412346	0,6534209	0,7842675	0,9402083	0,9419415	0,9909559	0,4185657	0,2583088	0,9215714	0,2233162	0,6278328	0,8707958	0,7020482	0,5041817	0,9992825	0,8266738	0,9996512	0,9991599	0,5034307	0,9836784	0,2145545	0,4615624	0,3003521	0,9036827	0,8898938	0,8648381	0,6074442	0,4945990	0,8594429	0,6388524	0,1717719	0,4419353	0,9987844	0,9996272
240	0,0021971	0,7233199	0,4830377	0,3651180	0,9993746	0,6873164	0,0824769	0,4777949	0,9445668	0,7266587	0,9705742	0,9988253	0,9999763	0,0156195	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3076199	0,9999246	0,7374262	0,4960549	0,0251261	0,0078219	0,3456234	0,6782030	0,1847203	0,7813273	0,9842174	0,7393651	0,6566564	0,7849884	0,9392543	0,9438807	0,9912599	0,4138101	0,2617603	0,9192940	0,2233162	0,6283110	0,8707958	0,7020482	0,5043215	0,9993059	0,8266738	0,9996518	0,9993956	0,5097288	0,9836847	0,2304092	0,4673312	0,2984128	0,9036827	0,8919638	0,9040813	0,6109495	0,4903481	0,8597220	0,6464789	0,1767264	0,4458872	0,9987844	0,9997694
260	0,0014737	0,7227583	0,4841270	0,3602600	0,9994202	0,6873164	0,0830150	0,4812063	0,9483244	0,7295414	0,9705897	0,9988298	0,9999764	0,0156181	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3068961	0,9999410	0,7382189	0,4960232	0,0250393	0,0077166	0,3428396	0,6842988	0,1843192	0,7824579	0,9837657	0,7379618	0,6586392	0,7855146	0,9382502	0,9452524	0,9914642	0,4095295	0,2647187	0,9170630	0,2233162	0,6286714	0,8707958	0,7020482	0,5044078	0,9993205	0,8266738	0,9996522	0,9995573	0,5154603	0,9836872	0,2548541	0,4717857	0,2966465	0,9036827	0,8934637	0,9326247	0,6142176	0,4870531	0,8601842	0,6534771	0,1803246	0,4494245	0,9987844	0,9998552
280	0,0010040	0,7223927	0,4848963	0,3560798	0,9994482	0,6873164	0,0834143	0,4834189	0,9506705	0,7321259	0,9706011	0,9988326	0,9999765	0,0156174	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3064159	0,9999511	0,7389364	0,4960017	0,0249917	0,0076413	0,3409174	0,6897471	0,1839969	0,7835630	0,9834073	0,7369097	0,6598056	0,7858972	0,9373029	0,9461967	0,9916004	0,4058632	0,2672604	0,9149901	0,2233162	0,6289375	0,8707958	0,7020482	0,5044610	0,9993296	0,8266738	0,9996524	0,9996679	0,5205296	0,9836881	0,2909889	0,4751835	0,2951213	0,9036827	0,8945505	0,9530361	0,6171266	0,4845305	0,8607808	0,6596325	0,1828991	0,4524583	0,9987844	0,9999070
300	0,0006992	0,7221548	0,4854280	0,3525048	0,9994650	0,6873164	0,0836986	0,4848344	0,9520807	0,7343652	0,9706093	0,9988343	0,9999765	0,0156171	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3060974	0,9999574	0,7395650	0,4959870	0,0249657	0,0075875	0,3396702	0,6944595	0,1837449	0,7845988	0,9831299	0,7361223	0,6604580	0,7861744	0,9364650	0,9468292	0,9916905	0,4028429	0,2694404	0,9131401	0,2233162	0,6291307	0,8707958	0,7020482	0,5044938	0,9993352	0,8266738	0,9996525	0,9997432	0,5249045	0,9836885	0,3414163	0,4777466	0,2938568	0,9036827	0,8953381	0,9674517	0,6196261	0,4826188	0,8614599	0,6648716	0,1847202	0,4549756	0,9987844	0,9999383
320	0,0005014	0,7219999	0,4857882	0,3494624	0,9994747	0,6873164	0,0838942	0,4857360	0,9528892	0,7362557	0,9706152	0,9988354	0,9999766	0,0156170	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3058860	0,9999615	0,7401024	0,4959772	0,0249514	0,0075491	0,3389287	0,6984347	0,1835515	0,7855378	0,9829194	0,7355341	0,6607978	0,7863748	0,9357547	0,9472404	0,9917497	0,4004322	0,2713005	0,9115406	0,2233162	0,6292689	0,8707958	0,7020482	0,5045140	0,9993388	0,8266738	0,9996525	0,9997945	0,5285997	0,9836887	0,4066830	0,4796606	0,2928421	0,9036827	0,8959087	0,9775391	0,6217151	0,4811826	0,8621738	0,6692161	0,1859965	0,4570107	0,9987844	0,9999572
340	0,0003732	0,7218991	0,4860276	0,3468837	0,9994800	0,6873164	0,0840248	0,4863154	0,9533241	0,7378201	0,9706194	0,9988360	0,9999767	0,0156169	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3057458	0,9999642	0,7405535	0,4959705	0,0249436	0,0075217	0,3385497	0,7017239	0,1834049	0,7863666	0,9827618	0,7350955	0,6609554	0,7865194	0,9351709	0,9474986	0,9917883	0,3985582	0,2728759	0,9101921	0,2233163	0,6293667	0,8707958	0,7020483	0,5045265	0,9993410	0,8266738	0,9996526	0,9998292	0,5316625	0,9836887	0,4837452	0,4810774	0,2920496	0,9036827	0,8963222	0,9845488	0,6234232	0,4801114	0,8628832	0,6727446	0,1868844	0,4586228	0,9987844	0,9999686
360	0,0002900	0,7218335	0,4861838	0,3447053	0,9994828	0,6873164	0,0841094	0,4866976	0,9535363	0,7390938	0,9706224	0,9988364	0,9999768	0,0156168	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3056527	0,9999660	0,7409266	0,4959661	0,0249393	0,0075020	0,3384184	0,7044048	0,1832946	0,7870821	0,9826453	0,7347693	0,6610121	0,7866234	0,9347021	0,9476540	0,9918132	0,3971341	0,2741987	0,9090785	0,2233163	0,6294353	0,8707958	0,7020483	0,5045342	0,9993424	0,8266738	0,9996526	0,9998527	0,5341588	0,9836888	0,5658788	0,4821181	0,2914448	0,9036827	0,8966218	0,9893943	0,6247953	0,4793178	0,8635590	0,6755627	0,1874983	0,4598795	0,9987844	0,9999755
380	0,0002361	0,7217908	0,4862842	0,3428701	0,9994841	0,6873164	0,0841628	0,4869611	0,9536222	0,7401178	0,9706245	0,9988367	0,9999768	0,0156168	1,0000000	0,9987145	1,0000000	0,2548683	0,6871866	0,3055910	0,9999673	0,7412318	0,4959631	0,0249369	0,0074880	0,3384469	0,7065643	0,1832121	0,7876889	0,9825600	0,7345271	0,6610170	0,7866981	0,9343324	0,9477422	0,9918291	0,3960728	0,2752990	0,9081741	0,2233163	0,6294831	0,8707958	0,7020483	0,5045390	0,9993432	0,8266739	0,9996526	0,9998686	0,5361632	0,9836888	0,6447924	0,4828772	0,2909926	0,9036827	0,8968389	0,9927303	0,6258821	0,4787331	0,8641816	0,6777836	0,1879205	0,4608477	0,9987844	0,9999796
