"Time"	hns	cspA	bolA	bglJ	leuO	cadC	stpA	nhaR	gutM	srlR	appY	caiF	gadW	gadX	rutR	nemR	gadE	rcsA	ydeO	evgA	mdtF	mdtE	cadA	cadB	bglG	bglB	bglF	yhiD	hdeA	hdeB	gadA	hdeD	gutQ	srlD	srlB	srlE	srlA	gadB	osmC	gadC	nhaA	fliC	gadY	yjjQ	nemA	dctR	slp	yjjP	ampC	pgaC	gmr	yegR	proW	leuA	leuL	hchA	ybaS	leuC	cspD	mukE	evgS	yciE	gnd	proV

0	0,3204846	0,7054184	0,0894085	0,6664296	0,0193794	0,0653298	0,4305973	0,1984593	0,0172691	0,4873333	0,3453226	0,6230326	0,4255024	0,0037973	0,3674308	0,2021675	0,0736281	0,6709019	0,0191467	0,0822025	0,5641187	0,1879480	0,6187512	0,0174916	0,3241681	0,1570638	0,1256707	0,4125198	0,4123317	0,5416282	0,0626214	0,2378110	0,4760976	0,0841655	0,1114937	0,3612566	0,0066268	0,0045949	0,4899384	0,0003401	0,7158676	0,0226968	0,4577429	0,7609324	0,0981610	0,3024452	0,6480240	0,6257498	0,7206273	0,3721393	0,2653020	0,5415942	0,5961546	0,0024098	0,0052501	0,2394804	0,0891768	0,0458368	0,0985449	0,1352340	0,0383338	0,4961210	0,0286417	0,5318974
20	0,2518937	0,7392421	0,0782899	0,7488400	0,0184025	0,3097484	0,5080532	0,2605290	0,1069333	0,3662513	0,4128830	0,5792265	0,5526318	0,0016324	0,2525527	0,1330067	0,1988859	0,5276018	0,0090687	0,0992362	0,5480952	0,1923109	0,6303870	0,0221357	0,4275553	0,1988744	0,1017879	0,3646362	0,3361061	0,5015876	0,1002530	0,2244380	0,4441604	0,1531636	0,1367250	0,4394389	0,2550450	0,0014074	0,4553228	0,0050787	0,6994342	0,0176347	0,3344265	0,4762807	0,0844418	0,1139070	0,6469823	0,6460237	0,5872290	0,3623836	0,3084007	0,4236652	0,5501252	0,0139579	0,1617030	0,1797671	0,0736562	0,0619082	0,2000398	0,2179548	0,0729136	0,3425666	0,0300580	0,5147242
40	0,1901047	0,7676357	0,0925639	0,5651887	0,0201276	0,5032887	0,5172501	0,2177802	0,1775065	0,4851844	0,4304372	0,6378060	0,6581821	0,0166940	0,3421946	0,0941637	0,3639868	0,4072435	0,0389711	0,0745265	0,5755928	0,2916155	0,5133600	0,0264244	0,3820826	0,1580741	0,0933226	0,4235595	0,3272547	0,6566098	0,1269428	0,2060671	0,4822970	0,0787787	0,1525958	0,3979318	0,4244081	0,0045598	0,3874899	0,0036743	0,6665597	0,0337476	0,3463425	0,2680388	0,1240007	0,1283646	0,6121724	0,5275901	0,6874157	0,3542397	0,3496332	0,3798383	0,5302701	0,0058859	0,3405051	0,1390271	0,0881573	0,1005117	0,2968544	0,2212941	0,0632065	0,4155976	0,0457780	0,3142853
60	0,2066227	0,6616477	0,0371445	0,6391769	0,0246810	0,5909541	0,5830629	0,1374059	0,2575016	0,4608933	0,4365779	0,6137744	0,7066233	0,0013967	0,3008803	0,1006956	0,4362698	0,4610196	0,0259895	0,0681654	0,5421055	0,1667696	0,6169888	0,0559240	0,2875093	0,1589612	0,1564044	0,4702216	0,3608944	0,6905792	0,2016415	0,3024766	0,3763713	0,0508443	0,1715387	0,5252086	0,5264973	0,0029896	0,3820010	0,0103224	0,7060718	0,0500056	0,3306327	0,2504338	0,0999120	0,0935316	0,5548946	0,5888881	0,6639137	0,3979778	0,3930498	0,4218658	0,4635816	0,0113635	0,3503732	0,1610154	0,1041044	0,0957104	0,4472482	0,2191216	0,0604925	0,4133161	0,0645586	0,4824771
80	0,2348376	0,7567366	0,0401674	0,7587931	0,0274905	0,5317668	0,5967813	0,1320952	0,2057560	0,4217880	0,4446031	0,7411618	0,6612241	0,0026949	0,2822619	0,1249056	0,3650147	0,4079956	0,0094078	0,0597469	0,5192502	0,2220718	0,5378049	0,0914434	0,3396216	0,1175826	0,0961016	0,4009678	0,5334360	0,7576124	0,2251644	0,2809044	0,4019470	0,0644224	0,1888645	0,4797344	0,4531980	0,0089882	0,3257043	0,0131438	0,6406923	0,0846271	0,3685555	0,1887418	0,1453087	0,2016574	0,5704302	0,6683627	0,6755728	0,3828604	0,4408818	0,4529606	0,4870506	0,0043083	0,4577418	0,0764918	0,0916254	0,0976205	0,3946787	0,2585482	0,0704361	0,4780409	0,1360657	0,4969197
100	0,1920169	0,7329123	0,0366539	0,7402657	0,0180298	0,6288673	0,4921340	0,1235398	0,2190316	0,4265566	0,4779816	0,6664550	0,6995669	0,0087870	0,3673374	0,1802727	0,4526898	0,5254967	0,0153705	0,0702408	0,6293334	0,2548988	0,5667331	0,1882821	0,3365746	0,1542889	0,0805509	0,4543304	0,4592490	0,6459030	0,2501172	0,3046112	0,4067948	0,0630492	0,1230404	0,6059225	0,4825185	0,0119361	0,3260597	0,0078392	0,5798787	0,0669197	0,3515542	0,1066511	0,2393910	0,2316677	0,6727046	0,7081512	0,8546394	0,2077964	0,4034512	0,4308683	0,5108123	0,0034718	0,4148641	0,1263520	0,0833551	0,1172751	0,4273699	0,2426656	0,0832217	0,4189361	0,1113130	0,5121916
120	0,2128796	0,6741813	0,0265442	0,6693737	0,0141783	0,7139896	0,5412715	0,1120450	0,2635792	0,3973835	0,3349086	0,6167582	0,5854840	0,0019481	0,3202841	0,1413462	0,3494411	0,3949379	0,0143104	0,0577201	0,6063800	0,2347374	0,5793676	0,1524071	0,3624833	0,1311176	0,1223798	0,5309207	0,4699242	0,7078740	0,1973275	0,2979998	0,4508849	0,0593662	0,1867844	0,5447563	0,4868748	0,0075929	0,3358358	0,0074848	0,8096980	0,0767350	0,3537318	0,1105291	0,1983905	0,2751045	0,5655419	0,6658449	0,6603171	0,2118142	0,3523792	0,5026530	0,4529921	0,0032995	0,4636220	0,0743395	0,1006122	0,0871994	0,5042562	0,2268000	0,0491435	0,3943316	0,1880576	0,5047959
140	0,1548165	0,6693608	0,0404477	0,6627031	0,0288519	0,5229067	0,5095687	0,1438974	0,3683681	0,3808437	0,3970796	0,6625249	0,6183297	0,0058881	0,4540252	0,1294767	0,3860174	0,4623556	0,0170263	0,0684983	0,5831079	0,2526775	0,6932456	0,2200975	0,3328218	0,2834808	0,1419356	0,5613337	0,5865518	0,7079781	0,2685909	0,2600829	0,4301342	0,0671427	0,1322989	0,7210119	0,4639132	0,0227612	0,2148140	0,0080971	0,7342840	0,1195951	0,3614325	0,0821467	0,1566112	0,1493149	0,6914582	0,5270228	0,6799183	0,1323252	0,5245118	0,5100910	0,4556674	0,0013316	0,4757549	0,0791747	0,0699046	0,1191883	0,5188732	0,2260889	0,0572565	0,5288265	0,2051013	0,4334634
160	0,2264475	0,7607066	0,0593844	0,7477413	0,0200567	0,8329378	0,5583896	0,1867825	0,3850732	0,4537546	0,4641505	0,7226714	0,5309470	0,0122374	0,3259826	0,1001667	0,4457470	0,4593537	0,0225067	0,0681823	0,6036533	0,2701902	0,8028697	0,2073166	0,3291110	0,2868525	0,1535701	0,5859474	0,5109965	0,7252913	0,2264178	0,3216573	0,3539977	0,0821017	0,0850148	0,7299990	0,4994951	0,0076064	0,1969210	0,0197761	0,7617111	0,1085909	0,4598743	0,0482019	0,1791668	0,1221316	0,6599434	0,6424895	0,5461811	0,1596910	0,5211971	0,5044669	0,4397052	0,0134097	0,4106884	0,1000917	0,0323487	0,0905269	0,4308371	0,2565677	0,0876123	0,4726285	0,1822191	0,4362012
180	0,2326359	0,8974251	0,0294594	0,6055960	0,0097268	0,7133386	0,6118905	0,1467391	0,3320859	0,4942497	0,4389584	0,7836747	0,5376415	0,0138208	0,3614993	0,1026831	0,4327648	0,4017087	0,0371265	0,0901816	0,6698362	0,2390047	0,6797265	0,2124329	0,2420306	0,2726333	0,1143861	0,5781986	0,6441075	0,7284827	0,2254072	0,4007512	0,3602726	0,0789699	0,1604224	0,6128143	0,4549271	0,0091850	0,2026644	0,0148854	0,7136638	0,0863462	0,2777730	0,0383895	0,1901950	0,1865732	0,5741833	0,5862984	0,6981809	0,1500885	0,4497427	0,5770409	0,4036821	0,0025664	0,5087311	0,0991083	0,0828970	0,0584580	0,4698223	0,1556476	0,0841405	0,5481032	0,1486071	0,4871117
200	0,1857697	0,7512943	0,0371250	0,6884521	0,0126756	0,6709149	0,5062539	0,1592956	0,3823388	0,3878179	0,5742890	0,7739508	0,4913675	0,0060904	0,2897116	0,0750626	0,3700943	0,3923203	0,0327601	0,0732506	0,5656926	0,3223012	0,5637712	0,3277866	0,3150351	0,2425220	0,1426778	0,5601682	0,6086243	0,8590176	0,2214975	0,4322733	0,3524406	0,0628911	0,1345966	0,5773479	0,4706062	0,0059534	0,2931046	0,0051941	0,6932541	0,1182056	0,3987577	0,0244386	0,1951421	0,1959430	0,6235484	0,6494213	0,6558701	0,2018759	0,4062846	0,5769179	0,5383927	0,0039099	0,5815645	0,0917721	0,0566566	0,0886051	0,4602195	0,1515946	0,0812992	0,4350561	0,1781380	0,4350275
220	0,1828385	0,8159686	0,0150222	0,5733694	0,0265174	0,6461071	0,5098606	0,2015906	0,3541370	0,4387866	0,5553361	0,6901392	0,5540794	0,0021530	0,3818747	0,1159770	0,3547377	0,3118921	0,0114629	0,0752428	0,6697769	0,2776380	0,7785794	0,3149789	0,3555655	0,2283136	0,1750547	0,5591124	0,6378266	0,6633305	0,2368401	0,4416538	0,4081636	0,0553683	0,1426452	0,6579646	0,5069484	0,0044490	0,3231551	0,0085688	0,8156948	0,0578601	0,4126094	0,0240989	0,2648884	0,2392154	0,7634331	0,6088200	0,8062759	0,1828471	0,4424847	0,4942100	0,4196859	0,0061228	0,4860411	0,0809060	0,0921511	0,0878430	0,4446122	0,1353155	0,0496721	0,4742141	0,1948493	0,5142197
240	0,2964678	0,8210003	0,0216137	0,6961091	0,0108568	0,8109157	0,5482818	0,1781724	0,3715722	0,4360659	0,5181178	0,7857109	0,5825738	0,0011240	0,3751040	0,0623549	0,4395081	0,5262946	0,0088396	0,0573062	0,6670970	0,1880665	0,7769376	0,3011977	0,4304517	0,1847789	0,1717196	0,5041446	0,6464892	0,7748934	0,2504344	0,4053148	0,4001458	0,0757288	0,0975824	0,4874605	0,4331856	0,0095911	0,3366849	0,0046543	0,6809674	0,0724148	0,4627023	0,0206033	0,2066971	0,2319697	0,6068002	0,6261585	0,8314528	0,1985022	0,4482745	0,4639048	0,3491953	0,0040250	0,5063410	0,1110605	0,0657622	0,0919678	0,3988907	0,1122382	0,0492221	0,6029721	0,1991598	0,4918524
260	0,1868430	0,7820439	0,0180273	0,9045793	0,0331404	0,7424417	0,4935832	0,1336074	0,4315577	0,4340723	0,5431180	0,5887576	0,5217763	0,0040261	0,4763745	0,0803172	0,4453126	0,3898369	0,0245635	0,0683957	0,6472745	0,2790208	0,6439335	0,2823420	0,3303918	0,1713852	0,1334127	0,6173083	0,6479402	0,7578038	0,2437197	0,3919526	0,3703898	0,0910172	0,1514133	0,6536933	0,4656096	0,0253966	0,2221863	0,0028935	0,6479979	0,0686963	0,3939734	0,0109130	0,2974476	0,2633302	0,5442864	0,6406278	0,6099232	0,1590289	0,5255299	0,5287198	0,3702171	0,0065225	0,5507629	0,1233658	0,0850563	0,0714835	0,4547236	0,1681437	0,0642294	0,4526714	0,2055639	0,4202446
280	0,1662184	0,7193199	0,0416364	0,7311873	0,0133762	0,6397131	0,6265340	0,2314574	0,5549836	0,4297689	0,5764688	0,7452393	0,5265646	0,0051793	0,3077091	0,0728960	0,4240675	0,4441121	0,0111474	0,0861292	0,5544184	0,2166130	0,6624491	0,4093155	0,2986604	0,1607639	0,1435199	0,5476935	0,5647459	0,6645010	0,2572616	0,4036159	0,2814452	0,0783579	0,1130144	0,5181747	0,5390454	0,0040659	0,2589853	0,0045875	0,5908801	0,0780573	0,3381047	0,0081685	0,2605710	0,2367752	0,7964597	0,7447491	0,7451771	0,2543387	0,3404189	0,5781859	0,3731060	0,0026182	0,4355305	0,1057140	0,0835143	0,0843561	0,5468617	0,1210114	0,0718459	0,5299678	0,2545894	0,4764496
