"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	yhiD	hdeB	hdeA	rutB	rutG	rutC	rutE	rutF	rutA	rutD	cadB	gadB	fadL	cadA	gadC	sra	rprA	nemA	wcaB	wza	lldP	osmB	betT	betB	wcaA	wzc	gadY	wzb	betA	lldD	bdm	treC	slp	hdeD	treB	dctR	rpoS	yjbF
880	0,9929695	1,0000000	0,4068060	0,9999278	0,8009451	0,5317106	0,3201301	0,7192464	0,8437616	0,1288980	0,3486615	0,0885822	0,1836637	0,9991438	0,9995379	0,8221418	0,9999538	0,1452792	0,4371630	0,8414598	0,8058184	0,4728614	0,3968295	0,8151507	0,3679204	0,3193741	0,6185008	0,9627880	0,6645513	0,9741814	0,0365883	0,9020526	0,8787775	0,0912447	0,6285791	0,7132171	0,5620293	0,4623586	0,2912824	0,7558099	0,0786084	0,0538893	0,6213336	0,3923729	0,4664544	0,4574635	0,6747392	0,8873139	0,1996411	0,5922660	0,7735243	0,6896231	0,4850028	0,9595389	0,3706254	0,0931460	0,8877257	0,5540250	0,9972776	0,7264113	0,7190707	0,4367145	0,5480470	0,9996437
900	0,9932651	1,0000000	0,4068060	0,9999278	0,8007110	0,5317106	0,3201301	0,7192422	0,8437616	0,1270509	0,3486615	0,0885822	0,1793766	0,9991769	0,9996907	0,8222111	0,9999747	0,1442053	0,4371787	0,8414257	0,8058804	0,4676267	0,3982040	0,8166031	0,3742686	0,3185207	0,6177340	0,9626128	0,6638423	0,9741830	0,0364636	0,9020535	0,8787984	0,0910883	0,6285290	0,7132477	0,5579854	0,4605684	0,2900473	0,7550724	0,0738667	0,0538260	0,5904186	0,3923729	0,4604749	0,4576876	0,6737800	0,8852425	0,1996411	0,5922660	0,7644876	0,6885953	0,4839716	0,9596862	0,3706254	0,0928896	0,8782303	0,5540270	0,9972639	0,7250701	0,7192545	0,4373065	0,5471982	0,9996098
920	0,9934700	1,0000000	0,4068060	0,9999278	0,8005589	0,5317106	0,3201301	0,7192276	0,8437616	0,1256896	0,3486615	0,0885822	0,1759647	0,9991989	0,9997930	0,8222491	0,9999861	0,1434541	0,4371937	0,8414083	0,8059162	0,4623327	0,3997695	0,8177128	0,3807611	0,3179060	0,6171875	0,9624875	0,6630233	0,9741838	0,0363795	0,9020539	0,8788100	0,0909887	0,6284956	0,7132638	0,5548261	0,4594057	0,2891319	0,7545747	0,0701662	0,0537841	0,5608952	0,3923729	0,4554462	0,4578216	0,6730514	0,8830941	0,1996411	0,5922660	0,7549313	0,6877249	0,4831252	0,9597803	0,3706254	0,0927102	0,8686465	0,5540285	0,9972533	0,7240706	0,7193787	0,4376600	0,5465529	0,9995756
940	0,9936121	1,0000000	0,4068060	0,9999278	0,8004615	0,5317106	0,3201301	0,7192064	0,8437616	0,1246870	0,3486615	0,0885822	0,1732636	0,9992136	0,9998615	0,8222716	0,9999924	0,1429259	0,4372016	0,8413974	0,8059359	0,4572039	0,4013609	0,8185756	0,3871206	0,3174628	0,6167968	0,9623990	0,6621884	0,9741844	0,0363228	0,9020541	0,8788165	0,0909252	0,6284734	0,7132730	0,5523794	0,4586438	0,2884575	0,7542387	0,0672978	0,0537559	0,5334521	0,3923729	0,4512840	0,4578988	0,6725010	0,8809428	0,1996411	0,5922660	0,7451572	0,6869969	0,4824499	0,9598340	0,3706254	0,0925844	0,8592405	0,5540295	0,9972454	0,7233342	0,7194618	0,4378623	0,5460684	0,9995418
960	0,9937108	1,0000000	0,4068060	0,9999278	0,8004005	0,5317106	0,3201301	0,7191823	0,8437616	0,1239483	0,3486615	0,0885822	0,1711331	0,9992236	0,9999073	0,8222859	0,9999958	0,1425531	0,4372038	0,8413894	0,8059458	0,4524210	0,4028766	0,8192567	0,3931433	0,3171429	0,6165166	0,9623371	0,6613966	0,9741847	0,0362845	0,9020543	0,8788203	0,0908848	0,6284588	0,7132787	0,5504986	0,4581392	0,2879630	0,7540120	0,0650877	0,0537365	0,5085345	0,3923729	0,4478792	0,4579406	0,6720872	0,8788522	0,1996411	0,5922660	0,7354536	0,6863940	0,4819219	0,9598578	0,3706254	0,0924961	0,8502382	0,5540302	0,9972395	0,7227971	0,7195169	0,4379682	0,5457087	0,9995094
980	0,9937793	1,0000000	0,4068060	0,9999278	0,8003637	0,5317106	0,3201301	0,7191580	0,8437616	0,1234038	0,3486615	0,0885822	0,1694566	0,9992303	0,9999379	0,8222952	0,9999977	0,1422892	0,4372033	0,8413834	0,8059498	0,4481054	0,4042603	0,8198008	0,3986926	0,3169118	0,6163149	0,9622944	0,6606806	0,9741849	0,0362587	0,9020544	0,8788224	0,0908590	0,6284492	0,7132824	0,5490618	0,4578012	0,2876019	0,7538590	0,0633938	0,0537229	0,4863622	0,3923729	0,4451175	0,4579609	0,6717775	0,8768737	0,1996411	0,5922660	0,7260728	0,6858984	0,4815150	0,9598603	0,3706254	0,0924342	0,8418149	0,5540307	0,9972352	0,7224089	0,7195533	0,4380126	0,5454442	0,9994790
1000	0,9938269	1,0000000	0,4068060	0,9999278	0,8003428	0,5317106	0,3201301	0,7191353	0,8437616	0,1230021	0,3486615	0,0885822	0,1681391	0,9992348	0,9999585	0,8223011	0,9999987	0,1421021	0,4372021	0,8413791	0,8059502	0,4443202	0,4054869	0,8202392	0,4036907	0,3167445	0,6161693	0,9622651	0,6600551	0,9741850	0,0362413	0,9020546	0,8788236	0,0908426	0,6284428	0,7132847	0,5479700	0,4575719	0,2873388	0,7537558	0,0621015	0,0537132	0,4669700	0,3923729	0,4428909	0,4579684	0,6715465	0,8750441	0,1996411	0,5922660	0,7172173	0,6854934	0,4812049	0,9598483	0,3706254	0,0923906	0,8340913	0,5540310	0,9972320	0,7221308	0,7195773	0,4380190	0,5452515	0,9994512
1020	0,9938600	1,0000000	0,4068060	0,9999278	0,8003322	0,5317106	0,3201301	0,7191151	0,8437616	0,1227054	0,3486615	0,0885822	0,1671043	0,9992379	0,9999722	0,8223048	0,9999993	0,1419692	0,4372013	0,8413763	0,8059486	0,4410786	0,4065508	0,8205943	0,4081067	0,3166234	0,6160640	0,9622454	0,6595225	0,9741851	0,0362295	0,9020546	0,8788243	0,0908322	0,6284386	0,7132860	0,5471441	0,4574146	0,2871477	0,7536862	0,0611195	0,0537062	0,4502557	0,3923729	0,4411028	0,4579684	0,6713748	0,8733865	0,1996411	0,5922660	0,7090329	0,6851639	0,4809705	0,9598269	0,3706254	0,0923601	0,8271363	0,5540313	0,9972297	0,7219334	0,7195931	0,4380027	0,5451124	0,9994261
1040	0,9938830	1,0000000	0,4068060	0,9999278	0,8003281	0,5317106	0,3201301	0,7190980	0,8437616	0,1224859	0,3486615	0,0885822	0,1662918	0,9992400	0,9999814	0,8223069	0,9999996	0,1418748	0,4372010	0,8413745	0,8059460	0,4383583	0,4074587	0,8208827	0,4119456	0,3165356	0,6159877	0,9622322	0,6590781	0,9741851	0,0362216	0,9020547	0,8788247	0,0908255	0,6284358	0,7132868	0,5465215	0,4573054	0,2870091	0,7536393	0,0603759	0,0537009	0,4360265	0,3923729	0,4396710	0,4579646	0,6712477	0,8719117	0,1996411	0,5922660	0,7016096	0,6848968	0,4807947	0,9598003	0,3706254	0,0923387	0,8209733	0,5540314	0,9972281	0,7217946	0,7196035	0,4379745	0,5450128	0,9994039
1060	0,9938990	1,0000000	0,4068060	0,9999278	0,8003279	0,5317106	0,3201301	0,7190838	0,8437616	0,1223236	0,3486615	0,0885822	0,1656537	0,9992415	0,9999875	0,8223081	0,9999998	0,1418077	0,4372009	0,8413735	0,8059430	0,4361141	0,4082237	0,8211172	0,4152370	0,3164718	0,6159323	0,9622236	0,6587132	0,9741852	0,0362162	0,9020547	0,8788249	0,0908213	0,6284340	0,7132872	0,5460537	0,4572289	0,2869088	0,7536077	0,0598143	0,0536970	0,4240389	0,3923729	0,4385262	0,4579589	0,6711538	0,8706201	0,1996411	0,5922660	0,6949875	0,6846809	0,4806637	0,9597712	0,3706254	0,0923236	0,8155891	0,5540315	0,9972269	0,7216979	0,7196103	0,4379410	0,5449422	0,9993846
1080	0,9939101	1,0000000	0,4068060	0,9999278	0,8003299	0,5317106	0,3201301	0,7190723	0,8437616	0,1222033	0,3486615	0,0885822	0,1651523	0,9992425	0,9999917	0,8223087	0,9999999	0,1417600	0,4372010	0,8413730	0,8059400	0,4342893	0,4088620	0,8213076	0,4180261	0,3164255	0,6158921	0,9622181	0,6584176	0,9741852	0,0362126	0,9020547	0,8788250	0,0908186	0,6284327	0,7132874	0,5457031	0,4571747	0,2868363	0,7535865	0,0593914	0,0536939	0,4140280	0,3923729	0,4376120	0,4579526	0,6710846	0,8695044	0,1996411	0,5922660	0,6891660	0,6845068	0,4805668	0,9597417	0,3706254	0,0923131	0,8109441	0,5540316	0,9972260	0,7216312	0,7196148	0,4379069	0,5448927	0,9993681
1100	0,9939178	1,0000000	0,4068060	0,9999278	0,8003329	0,5317106	0,3201301	0,7190631	0,8437616	0,1221141	0,3486615	0,0885822	0,1647581	0,9992432	0,9999944	0,8223091	0,9999999	0,1417260	0,4372010	0,8413726	0,8059372	0,4328236	0,4093903	0,8214620	0,4203661	0,3163918	0,6158628	0,9622146	0,6581806	0,9741852	0,0362101	0,9020547	0,8788251	0,0908169	0,6284319	0,7132875	0,5454408	0,4571360	0,2867840	0,7535722	0,0590734	0,0536916	0,4057299	0,3923729	0,4368824	0,4579463	0,6710338	0,8685523	0,1996411	0,5922660	0,6841137	0,6843666	0,4804955	0,9597132	0,3706254	0,0923057	0,8069806	0,5540317	0,9972254	0,7215859	0,7196177	0,4378746	0,5448583	0,9993540

0	0,9939356	1,0000000	0,4068094	0,0409783	0,8003583	0,5317106	0,3201301	0,7190301	0,8437616	0,1218323	0,3486556	0,0885818	0,1632468	0,9992449	1,0000000	0,8223097	1,0000000	0,1416421	0,4372011	0,8413720	0,8059033	0,4271750	0,4117256	0,8221060	0,4310668	0,3162942	0,6157785	0,9622113	0,6572826	0,9741852	0,0362051	0,9020547	0,8788252	0,0908138	0,6284296	0,7132877	0,5446179	0,4570265	0,2866508	0,7535419	0,0580633	0,0536827	0,3688451	0,3923729	0,4339424	0,4579085	0,6708976	0,8639658	0,1996437	0,5922731	0,6580546	0,6837888	0,4802813	0,9595014	0,3706310	0,0922886	0,7877276	0,5540318	0,9972238	0,7214907	0,7196236	0,4377080	0,5447752	0,9992876
20	0,9939356	0,8101713	0,2948778	0,0409388	0,7208722	0,5317106	0,3201301	0,7191963	0,5401077	0,1217122	0,3486570	0,0885819	0,3419243	0,9992180	0,9023803	0,8214312	0,6415035	0,1475328	0,4108280	0,8424485	0,8312375	0,4262113	0,4105443	0,8175888	0,4249337	0,3153628	0,6956454	0,9795246	0,6578085	0,9729379	0,0362051	0,9011735	0,8784758	0,0935054	0,6283057	0,7090595	0,5440372	0,4569515	0,2820706	0,7551218	0,0580740	0,0537269	0,3859086	0,3935082	0,4343147	0,4548361	0,5934083	0,8659018	0,1338947	0,6009923	0,7677812	0,6843497	0,4780766	0,9701368	0,3770651	0,0928981	0,7945891	0,5515708	0,9978599	0,7198674	0,7156557	0,4376022	0,5437809	0,9993234
40	0,9939356	0,6884256	0,2207320	0,0408260	0,6692519	0,5317106	0,3201301	0,7200156	0,3473372	0,1211213	0,3486581	0,0885820	0,4575935	0,9990551	0,8370458	0,8177712	0,4450556	0,1829399	0,4027023	0,8468263	0,8461932	0,4214812	0,4042232	0,7944969	0,4034385	0,3106800	0,7296205	0,9888957	0,6602566	0,9659876	0,0362051	0,8965991	0,8768176	0,0952169	0,6276683	0,6895166	0,5414412	0,4565912	0,2918961	0,7626344	0,0580468	0,0539945	0,4623294	0,4016415	0,4399030	0,4416990	0,5431689	0,8717773	0,0901437	0,6415843	0,8416906	0,6873313	0,4675170	0,9778440	0,4111237	0,0958515	0,8202929	0,5376964	0,9981520	0,7124180	0,6959172	0,4371735	0,5388329	0,9994408
60	0,9939356	0,6103447	0,1752092	0,0407170	0,6347707	0,5317106	0,3201301	0,7215426	0,2249834	0,1200811	0,3486589	0,0885821	0,5330130	0,9986189	0,7933191	0,8125800	0,3374067	0,2767937	0,4038233	0,8528850	0,8549384	0,4137316	0,3915343	0,7474152	0,3783136	0,3016261	0,7419584	0,9939669	0,6645560	0,9511937	0,0362051	0,8871743	0,8738426	0,0963014	0,6264257	0,6564269	0,5372703	0,4559459	0,3168277	0,7758476	0,0579308	0,0547127	0,5742363	0,4296133	0,4605382	0,4213538	0,5134883	0,8767983	0,0613024	0,7088469	0,8912605	0,6935320	0,4488387	0,9834056	0,4784298	0,1015704	0,8530997	0,5075538	0,9982084	0,7000727	0,6593762	0,4366726	0,5296022	0,9995687
80	0,9939356	0,5602680	0,1491113	0,0406420	0,6107701	0,5317106	0,3201301	0,7235788	0,1472800	0,1187794	0,3486595	0,0885821	0,5824613	0,9976818	0,7640538	0,8078092	0,2784175	0,4435665	0,4073730	0,8584350	0,8600005	0,4047079	0,3740880	0,6794464	0,3551784	0,2891263	0,7443489	0,9967103	0,6699430	0,9307734	0,0362051	0,8730186	0,8700393	0,0969834	0,6247338	0,6176653	0,5325653	0,4551107	0,3527987	0,7921210	0,0576780	0,0562616	0,6817252	0,4987053	0,4998169	0,3996824	0,4982289	0,8789167	0,0426704	0,7831742	0,9242097	0,7025958	0,4253689	0,9874020	0,5681132	0,1097509	0,8830929	0,4637992	0,9981132	0,6856996	0,6130802	0,4365123	0,5173602	0,9996690
100	0,9939356	0,5281515	0,1346596	0,0405965	0,5932394	0,5317106	0,3201301	0,7258716	0,0979062	0,1174000	0,3486600	0,0885821	0,6149701	0,9958647	0,7444673	0,8044634	0,2460928	0,6375316	0,4101286	0,8624345	0,8629033	0,3956403	0,3546034	0,6024036	0,3327328	0,2748070	0,7424349	0,9981938	0,6756645	0,9097072	0,0362051	0,8552557	0,8659714	0,0974064	0,6228389	0,5804139	0,5281229	0,4541877	0,3939843	0,8086740	0,0572674	0,0592598	0,7677030	0,6083970	0,5506156	0,3812342	0,4923281	0,8785968	0,0310928	0,8482216	0,9459784	0,7134022	0,4004591	0,9902626	0,6619041	0,1196262	0,9071702	0,4148990	0,9979297	0,6715965	0,5658062	0,4369919	0,5037917	0,9997390
120	0,9939356	0,5075538	0,1267118	0,0405701	0,5798778	0,5317106	0,3201301	0,7282030	0,0665238	0,1160712	0,3486603	0,0885822	0,6363489	0,9926158	0,7313585	0,8025623	0,2283796	0,7927981	0,4114272	0,8648594	0,8645569	0,3871339	0,3354386	0,5305560	0,3097282	0,2603459	0,7389178	0,9989953	0,6811905	0,8916818	0,0362051	0,8357058	0,8620887	0,0976631	0,6209508	0,5486766	0,5243015	0,4532571	0,4350009	0,8235361	0,0567106	0,0645391	0,8309449	0,7204519	0,6025734	0,3681659	0,4919670	0,8768607	0,0243721	0,8973934	0,9603028	0,7246580	0,3764829	0,9923036	0,7455031	0,1301375	0,9254082	0,3688510	0,9977040	0,6590103	0,5236375	0,4382126	0,4903877	0,9997859
140	0,9939356	0,4943435	0,1223291	0,0405546	0,5694164	0,5317106	0,3201301	0,7304209	0,0465740	0,1148644	0,3486606	0,0885822	0,6503902	0,9872771	0,7225851	0,8016665	0,2186732	0,8900517	0,4117042	0,8661474	0,8654975	0,3793984	0,3180477	0,4726462	0,2868204	0,2470170	0,7350544	0,9994280	0,6862198	0,8778620	0,0362051	0,8163028	0,8586680	0,0978140	0,6191986	0,5236094	0,5211164	0,4523721	0,4721616	0,8357096	0,0560421	0,0729175	0,8756053	0,8081222	0,6487362	0,3606142	0,4945052	0,8745547	0,0209096	0,9313397	0,9697010	0,7353372	0,3547705	0,9937563	0,8129143	0,1402318	0,9388476	0,3298223	0,9974673	0,6483887	0,4891265	0,4401048	0,4781477	0,9998171
160	0,9939356	0,4858712	0,1199123	0,0405455	0,5611450	0,5317106	0,3201301	0,7324373	0,0338912	0,1138093	0,3486608	0,0885822	0,6595911	0,9792607	0,7167133	0,8013102	0,2133543	0,9433039	0,4115440	0,8667785	0,8660364	0,3724540	0,3030706	0,4303252	0,2654645	0,2355363	0,7313939	0,9996612	0,6906203	0,8679068	0,0362051	0,7985645	0,8558287	0,0978989	0,6176446	0,5047443	0,5184248	0,4515630	0,5036587	0,8449556	0,0553069	0,0847989	0,9065089	0,8692188	0,6864547	0,3575631	0,4982635	0,8722159	0,0195237	0,9535441	0,9758532	0,7448261	0,3358740	0,9947885	0,8641214	0,1491353	0,9486258	0,2987721	0,9972393	0,6397255	0,4624156	0,4424968	0,4675302	0,9998382
180	0,9939356	0,4804375	0,1185917	0,0405399	0,5546216	0,5317106	0,3201301	0,7342123	0,0258281	0,1129100	0,3486610	0,0885822	0,6656018	0,9682740	0,7127835	0,8011794	0,2104397	0,9705877	0,4113190	0,8670926	0,8663513	0,3662518	0,2906112	0,4011514	0,2467406	0,2261372	0,7281477	0,9997866	0,6943656	0,8609869	0,0362051	0,7833653	0,8535776	0,0979437	0,6163123	0,4909897	0,5160721	0,4508441	0,5291144	0,8514994	0,0545490	0,0998480	0,9276896	0,9099541	0,7157857	0,3576286	0,5022622	0,8701241	0,0193627	0,9676440	0,9798733	0,7528733	0,3198650	0,9955212	0,9016821	0,1564631	0,9557063	0,2750109	0,9970308	0,6328085	0,4424975	0,4451837	0,4585846	0,9998527
200	0,9939356	0,4769527	0,1178868	0,0405364	0,5495227	0,5317106	0,3201301	0,7357373	0,0207020	0,1121573	0,3486611	0,0885822	0,6695134	0,9544641	0,7101533	0,8011177	0,2088425	0,9841940	0,4111729	0,8672733	0,8665422	0,3607288	0,2804856	0,3815797	0,2309960	0,2187322	0,7253709	0,9998539	0,6974885	0,8562769	0,0362051	0,7709870	0,8518565	0,0979651	0,6152034	0,4811785	0,5139572	0,4502191	0,5489933	0,8557885	0,0538056	0,1170162	0,9421583	0,9366645	0,7379485	0,3595380	0,5059879	0,8683874	0,0198448	0,9764777	0,9824962	0,7594729	0,3065597	0,9960410	0,9286676	0,1621690	0,9608314	0,2572762	0,9968469	0,6273609	0,4280221	0,4479745	0,4511427	0,9998631
220	0,9939356	0,4747177	0,1175273	0,0405343	0,5455815	0,5317106	0,3201301	0,7370223	0,0174430	0,1115358	0,3486612	0,0885822	0,6720465	0,9383913	0,7083930	0,8010700	0,2079673	0,9909654	0,4111153	0,8673978	0,8666649	0,3558276	0,2723876	0,3684650	0,2180174	0,2130672	0,7230505	0,9998898	0,7000503	0,8531123	0,0362051	0,7613004	0,8505786	0,0979735	0,6143059	0,4742939	0,5120370	0,4496853	0,5641346	0,8583311	0,0531039	0,1349067	0,9520479	0,9540654	0,7544292	0,3623254	0,5092154	0,8670155	0,0206002	0,9819978	0,9842053	0,7647548	0,2956615	0,9964100	0,9478122	0,1664220	0,9645491	0,2442616	0,9966891	0,6231097	0,4176937	0,4507160	0,4449704	0,9998705
240	0,9939356	0,4732843	0,1173595	0,0405329	0,5425680	0,5317106	0,3201301	0,7380869	0,0153710	0,1110285	0,3486613	0,0885822	0,6736768	0,9208626	0,7072149	0,8010271	0,2074877	0,9943888	0,4111103	0,8674905	0,8667497	0,3514995	0,2659838	0,3594833	0,2073257	0,2088304	0,7211450	0,9999088	0,7021233	0,8510042	0,0362051	0,7539556	0,8496523	0,0979753	0,6135987	0,4695260	0,5103050	0,4492368	0,5754579	0,8596051	0,0524615	0,1522083	0,9588288	0,9653717	0,7665845	0,3653500	0,5118848	0,8659696	0,0214123	0,9854629	0,9853180	0,7689063	0,2868403	0,9966719	0,9612867	0,1694856	0,9672549	0,2348261	0,9965567	0,6198136	0,4104236	0,4532993	0,4398480	0,9998761
260	0,9939356	0,4723649	0,1172956	0,0405320	0,5402854	0,5317106	0,3201301	0,7389555	0,0140538	0,1106186	0,3486613	0,0885822	0,6747175	0,9027288	0,7064264	0,8009924	0,2072249	0,9961713	0,4111239	0,8675581	0,8668131	0,3477021	0,2609608	0,3530741	0,1983978	0,2057174	0,7196031	0,9999188	0,7037808	0,8496080	0,0362051	0,7485246	0,8489942	0,0979739	0,6130548	0,4662605	0,5087683	0,4488651	0,5838110	0,8600147	0,0518880	0,1679692	0,9635004	0,9727095	0,7755185	0,3682364	0,5140232	0,8651932	0,0221679	0,9876572	0,9860416	0,7721250	0,2797729	0,9968580	0,9707215	0,1716348	0,9692318	0,2280479	0,9964478	0,6172704	0,4053592	0,4556557	0,4355960	0,9998802
280	0,9939356	0,4717754	0,1172854	0,0405314	0,5385698	0,5317106	0,3201301	0,7396542	0,0132163	0,1102905	0,3486614	0,0885822	0,6753746	0,8847325	0,7058987	0,8009682	0,2070809	0,9971366	0,4111372	0,8676041	0,8668636	0,3443953	0,2570449	0,3482497	0,1907832	0,2034613	0,7183714	0,9999240	0,7050917	0,8486873	0,0362051	0,7445892	0,8485342	0,0979713	0,6126452	0,4640450	0,5074323	0,4485612	0,5899090	0,8598769	0,0513862	0,1816647	0,9667373	0,9774691	0,7820793	0,3707973	0,5156966	0,8646288	0,0228181	0,9890619	0,9865119	0,7745943	0,2741626	0,9969903	0,9773046	0,1731119	0,9706817	0,2232135	0,9963596	0,6153161	0,4018600	0,4577493	0,4320732	0,9998833
300	0,9939356	0,4713972	0,1173009	0,0405311	0,5372879	0,5317106	0,3201301	0,7402088	0,0126839	0,1100300	0,3486614	0,0885822	0,6757833	0,8674359	0,7055455	0,8009536	0,2070020	0,9976834	0,4111446	0,8676332	0,8669057	0,3415399	0,2540064	0,3444101	0,1841418	0,2018439	0,7173990	0,9999266	0,7061180	0,8480823	0,0362051	0,7417841	0,8482170	0,0979686	0,6123419	0,4625537	0,5062947	0,4483157	0,5943250	0,8594254	0,0509548	0,1931320	0,9689943	0,9805557	0,7868998	0,3729649	0,5169831	0,8642252	0,0233504	0,9899713	0,9868174	0,7764728	0,2697460	0,9970845	0,9818867	0,1741112	0,9717486	0,2197859	0,9962894	0,6138196	0,3994587	0,4595691	0,4291670	0,9998857
320	0,9939356	0,4711547	0,1173265	0,0405308	0,5363345	0,5317106	0,3201301	0,7406437	0,0123454	0,1098248	0,3486614	0,0885822	0,6760323	0,8512114	0,7053091	0,8009459	0,2069588	0,9980076	0,4111469	0,8676506	0,8669415	0,3390956	0,2516576	0,3412026	0,1782399	0,2006941	0,7166393	0,9999279	0,7069137	0,8476857	0,0362051	0,7398114	0,8480006	0,0979661	0,6121205	0,4615562	0,5053446	0,4481194	0,5975023	0,8588232	0,0505894	0,2024568	0,9705779	0,9825570	0,7904452	0,3747406	0,5179585	0,8639405	0,0237715	0,9905662	0,9870157	0,7778921	0,2662960	0,9971516	0,9850701	0,1747790	0,9725360	0,2173677	0,9962342	0,6126772	0,3978203	0,4611210	0,4267841	0,9998874
340	0,9939356	0,4709992	0,1173542	0,0405307	0,5356277	0,5317106	0,3201301	0,7409810	0,0121302	0,1096644	0,3486614	0,0885822	0,6761794	0,8362689	0,7051509	0,8009421	0,2069351	0,9982081	0,4111466	0,8676606	0,8669721	0,3370218	0,2498475	0,3384247	0,1729276	0,1998821	0,7160514	0,9999285	0,7075249	0,8474262	0,0362051	0,7384396	0,8478543	0,0979641	0,6119605	0,4608925	0,5045645	0,4479641	0,5997765	0,8581769	0,0502838	0,2098655	0,9716958	0,9838544	0,7930553	0,3761608	0,5186898	0,8637419	0,0240964	0,9909588	0,9871444	0,7789584	0,2636200	0,9971994	0,9872785	0,1752212	0,9731185	0,2156688	0,9961913	0,6118077	0,3967080	0,4624224	0,4248446	0,9998888
360	0,9939356	0,4708994	0,1173801	0,0405306	0,5351051	0,5317106	0,3201301	0,7412400	0,0119933	0,1095396	0,3486614	0,0885822	0,6762624	0,8226938	0,7050450	0,8009403	0,2069221	0,9983367	0,4111456	0,8676664	0,8669982	0,3352776	0,2484557	0,3359626	0,1681129	0,1993116	0,7156001	0,9999288	0,7079902	0,8472567	0,0362051	0,7374945	0,8477561	0,0979625	0,6118459	0,4604527	0,5039334	0,4478423	0,6013974	0,8575516	0,0500313	0,2156435	0,9724895	0,9846956	0,7949781	0,3772763	0,5192331	0,8636047	0,0243422	0,9912195	0,9872278	0,7797555	0,2615574	0,9972336	0,9888087	0,1755120	0,9735499	0,2144798	0,9961584	0,6111477	0,3959564	0,4634974	0,4232780	0,9998898
380	0,9939356	0,4708355	0,1174024	0,0405305	0,5347194	0,5317106	0,3201301	0,7414370	0,0119064	0,1094432	0,3486615	0,0885822	0,6763056	0,8104855	0,7049742	0,8009394	0,2069150	0,9984215	0,4111449	0,8676699	0,8670203	0,3338229	0,2473876	0,3337521	0,1637399	0,1989121	0,7152561	0,9999289	0,7083411	0,8471461	0,0362051	0,7368487	0,8476906	0,0979613	0,6117644	0,4601622	0,5034294	0,4477475	0,6025489	0,8569828	0,0498247	0,2200828	0,9730557	0,9852409	0,7963950	0,3781400	0,5196338	0,8635106	0,0245254	0,9913935	0,9872819	0,7803487	0,2599768	0,9972580	0,9898677	0,1757020	0,9738697	0,2136503	0,9961333	0,6106482	0,3954506	0,4643732	0,4220227	0,9998906
400	0,9939356	0,4707944	0,1174209	0,0405304	0,5344352	0,5317106	0,3201301	0,7415858	0,0118511	0,1093689	0,3486615	0,0885822	0,6763248	0,7995880	0,7049267	0,8009388	0,2069111	0,9984787	0,4111446	0,8676721	0,8670387	0,3326194	0,2465689	0,3317562	0,1597725	0,1986333	0,7149956	0,9999289	0,7086035	0,8470740	0,0362051	0,7364102	0,8476471	0,0979604	0,6117067	0,4599710	0,5030310	0,4476743	0,6033645	0,8564864	0,0496573	0,2234524	0,9734613	0,9855944	0,7974387	0,3788013	0,5199273	0,8634466	0,0246603	0,9915099	0,9873170	0,7807885	0,2587718	0,9972755	0,9905999	0,1758257	0,9741069	0,2130734	0,9961143	0,6102710	0,3951113	0,4650779	0,4210244	0,9998912
420	0,9939356	0,4707681	0,1174357	0,0405304	0,5342260	0,5317106	0,3201301	0,7416974	0,0118159	0,1093120	0,3486615	0,0885822	0,6763299	0,7899134	0,7048950	0,8009385	0,2069089	0,9985178	0,4111445	0,8676736	0,8670538	0,3316314	0,2459415	0,3299520	0,1561837	0,1984390	0,7147992	0,9999288	0,7087979	0,8470271	0,0362051	0,7361143	0,8476184	0,0979597	0,6116661	0,4598453	0,5027191	0,4476180	0,6039410	0,8560661	0,0495226	0,2259846	0,9737530	0,9858236	0,7982069	0,3793027	0,5201413	0,8634033	0,0247586	0,9915879	0,9873398	0,7811134	0,2578571	0,9972880	0,9911055	0,1759060	0,9742828	0,2126731	0,9961000	0,6099868	0,3948846	0,4656384	0,4202362	0,9998916
440	0,9939356	0,4707512	0,1174472	0,0405304	0,5340722	0,5317106	0,3201301	0,7417806	0,0117935	0,1092684	0,3486615	0,0885822	0,6763273	0,7813581	0,7048738	0,8009382	0,2069078	0,9985450	0,4111445	0,8676746	0,8670661	0,3308259	0,2454607	0,3283229	0,1529498	0,1983038	0,7146518	0,9999288	0,7089407	0,8469966	0,0362051	0,7359157	0,8475995	0,0979593	0,6116377	0,4597631	0,5024766	0,4475750	0,6043479	0,8557181	0,0494152	0,2278719	0,9739632	0,9859721	0,7987717	0,3796800	0,5202965	0,8633742	0,0248296	0,9916400	0,9873545	0,7813525	0,2571656	0,9972970	0,9914543	0,1759579	0,9744130	0,2123961	0,9960893	0,6097733	0,3947334	0,4660796	0,4196180	0,9998920
