"Time"	rhaR	rhaS	crp	feaR	melR	zraR	malI	mtlR	prpR	ascG	rbsR	marR	fucR	chbR	nagC	srlR	gutM	idnR	xylR	uxuR	chbB	chbF	chbG	chbA	chbC	gutQ	srlE	srlD	srlA	srlB	zraS	rhaB	prpE	prpD	rbsC	rbsA	melB	nagE	fucO	rhaD	ascF	prpB	rbsB	fucU	rhaA	fucA	prpC	fucI	nagD	ascB	rbsK	fucP	malX	rbsD	gntP	melA	malY	nagB	fucK	xylF	uxuA	uxuB	rhaT	xylH
880	0,0018223	0,0939945	0,0388848	0,0119208	0,0497977	0,0163761	0,2044600	0,3932929	0,3580895	0,6026698	0,3697258	0,6511066	0,8086801	0,1740079	0,7436650	0,3645768	0,3784879	0,0277632	0,0810229	0,4377188	0,0195794	0,1209553	0,0012764	0,1571830	0,0011678	0,3982149	0,4818634	0,1508832	0,1173360	0,0377825	0,0062215	0,0207330	0,0131450	0,1909480	0,7805507	0,1124212	0,1876410	1,0791280	0,3431334	0,0162506	0,0509711	0,0740000	0,6044652	0,0178769	0,2347147	0,0270357	0,0618786	0,6078333	0,8674681	0,0097305	0,4312263	0,0171732	1,0304284	0,4218378	0,5079748	0,0000906	1,0621826	0,1349745	0,5034299	0,0033233	0,0622400	0,0887042	0,1247380	0,0619134
900	0,0016729	0,1077527	0,0487035	0,0108767	0,0441242	0,0149641	0,1843486	0,4249627	0,3670196	0,6758243	0,3402824	0,5896107	0,7947109	0,1613726	0,6997305	0,3662266	0,3465726	0,0423007	0,0644623	0,4851823	0,0341796	0,1355200	0,0032357	0,1548086	0,0042555	0,4038998	0,4836915	0,1457055	0,1472773	0,0584706	0,0058299	0,0252441	0,0231033	0,2016635	0,8510167	0,1044986	0,2303049	1,1217017	0,3218895	0,0074260	0,0593700	0,0606670	0,5466758	0,0167566	0,2197867	0,0326167	0,0642054	0,5903674	0,9306174	0,0133275	0,4275129	0,0119119	1,0559774	0,3974440	0,4924993	0,0019454	1,0161095	0,1445096	0,5156301	0,0002075	0,0498689	0,0764745	0,1264467	0,0560618
920	0,0059333	0,1167051	0,0501983	0,0104232	0,0501055	0,0228781	0,1883054	0,3564865	0,3403892	0,7081489	0,4024497	0,6053584	0,8375621	0,2036977	0,6616307	0,3857552	0,3663681	0,0319371	0,0715965	0,4461573	0,0459147	0,1599131	0,0023109	0,1355416	0,0000000	0,4426153	0,5263904	0,1807705	0,1372711	0,0594698	0,0044754	0,0224029	0,0180033	0,1765589	0,8279978	0,1276198	0,3030310	1,0313930	0,3587003	0,0051424	0,0607483	0,0420906	0,5302346	0,0258347	0,2517170	0,1071999	0,0655069	0,6433495	0,9384652	0,0057921	0,4281742	0,0234913	1,0344553	0,4117288	0,4729636	0,0023611	0,9807190	0,1291037	0,5248396	0,0013069	0,0449302	0,1202266	0,1719324	0,0409027
940	0,0090359	0,1182912	0,0320056	0,0060875	0,0493247	0,0289124	0,1950660	0,3611272	0,3402763	0,6972617	0,4144313	0,6338673	0,8143684	0,1602199	0,6895875	0,3946808	0,3629845	0,0341776	0,0675516	0,4610059	0,0447536	0,1983415	0,0022850	0,1837131	0,0016499	0,4795355	0,5225926	0,1741008	0,1296573	0,0477297	0,0040938	0,0231325	0,0180351	0,1770117	0,7471070	0,1345803	0,3323679	0,9887764	0,3473999	0,0046808	0,0485208	0,0535044	0,5170196	0,0207143	0,2695088	0,1241090	0,0563486	0,7147827	0,9330411	0,0070788	0,3955604	0,0172550	1,0480596	0,4545022	0,4553998	0,0017936	0,8662847	0,1272194	0,5131295	0,0026284	0,0350095	0,1636704	0,2238318	0,0328384
960	0,0089994	0,1131835	0,0323224	0,0147255	0,0401858	0,0304144	0,1463676	0,3635045	0,3499185	0,6926736	0,4352913	0,5791560	0,7875850	0,1428531	0,7093235	0,4061278	0,3445472	0,0229910	0,0480251	0,5528934	0,0488875	0,2004446	0,0084397	0,1396029	0,0001275	0,4721174	0,5524526	0,1820835	0,1367573	0,0603776	0,0050636	0,0303427	0,0125589	0,1707096	0,7209714	0,1131271	0,3960622	0,9291027	0,2858408	0,0148224	0,0536872	0,0627680	0,5115518	0,0158585	0,2837103	0,1210320	0,0595402	0,7511744	0,9751490	0,0208161	0,3414047	0,0147857	0,9986496	0,4554764	0,3934780	0,0010855	0,8752086	0,1368734	0,5608087	0,0032778	0,0277722	0,1477630	0,2551337	0,0384352
980	0,0075837	0,1210378	0,0257140	0,0128141	0,0356400	0,0345910	0,1725665	0,4599603	0,3475995	0,6332257	0,3730268	0,6160254	0,7763007	0,1674148	0,6681503	0,3984623	0,2931774	0,0306535	0,0666821	0,4776819	0,0527341	0,2117942	0,0053239	0,1723985	0,0014980	0,4918164	0,5245375	0,2065534	0,1427601	0,0511963	0,0018065	0,0211743	0,0131138	0,1600515	0,7326683	0,1122621	0,3979004	0,9631307	0,2861622	0,0121247	0,0462009	0,0676227	0,5627065	0,0129971	0,3002498	0,1201805	0,0461500	0,7475883	0,9334112	0,0273901	0,3200796	0,0202921	0,9756523	0,4379368	0,4283493	0,0027020	0,8832369	0,1270558	0,5516321	0,0047653	0,0264173	0,1407198	0,2458865	0,0431986
1000	0,0054312	0,1224252	0,0213984	0,0200102	0,0325395	0,0290577	0,1711371	0,4081426	0,3730355	0,6398482	0,3646724	0,6284082	0,7839632	0,1463102	0,6470102	0,4182387	0,3086877	0,0362412	0,0801571	0,4348203	0,0475605	0,1670449	0,0034917	0,1334963	0,0005519	0,4679699	0,4911710	0,1507259	0,1032167	0,0481738	0,0008890	0,0157098	0,0207555	0,1720045	0,7905361	0,0965525	0,3890305	0,9164460	0,2514994	0,0044611	0,0410380	0,0472657	0,5515311	0,0134588	0,2791106	0,0869897	0,0485746	0,7344738	0,9825590	0,0237757	0,3408703	0,0311053	0,9343923	0,4148178	0,4165844	0,0007628	0,9522438	0,1051830	0,5786489	0,0023659	0,0236740	0,1340967	0,1959254	0,0562445
1020	0,0027719	0,1033619	0,0278929	0,0168861	0,0226167	0,0209348	0,1585116	0,3966663	0,4102988	0,6165212	0,3398123	0,6337960	0,7271141	0,2089551	0,7532224	0,4160296	0,3082577	0,0305243	0,0772018	0,3946676	0,0452881	0,1773881	0,0072899	0,1271564	0,0007691	0,4813982	0,4855502	0,1317960	0,1114434	0,0459239	0,0019974	0,0169919	0,0112094	0,2153073	0,8245588	0,0774438	0,3465186	0,9306997	0,2539221	0,0062747	0,0324254	0,0500235	0,5123894	0,0196818	0,2722765	0,0514798	0,0497456	0,6617951	0,9295159	0,0288295	0,3414073	0,0194139	0,9018957	0,3716631	0,4271998	0,0008315	0,9870294	0,1276980	0,5594082	0,0037346	0,0309664	0,1219297	0,1799453	0,0633878
1040	0,0027312	0,0985596	0,0244131	0,0219046	0,0338616	0,0215832	0,1211450	0,4462661	0,3567182	0,6383750	0,3810300	0,6363307	0,7549530	0,1908881	0,7544344	0,4249226	0,3302258	0,0327159	0,0985136	0,4608777	0,0357689	0,1720994	0,0059589	0,2109086	0,0005726	0,4298754	0,4752442	0,1205068	0,1390884	0,0437425	0,0003485	0,0137407	0,0123890	0,1577322	0,8697635	0,0746296	0,2973944	0,9310587	0,2999915	0,0028441	0,0399206	0,0553860	0,4816749	0,0115418	0,2493186	0,0780362	0,0506397	0,6036631	0,9217747	0,0283596	0,3440123	0,0220396	0,9278168	0,3989080	0,4061151	0,0006237	1,0154472	0,1002429	0,5819709	0,0041773	0,0379613	0,1034241	0,1577385	0,0735874
1060	0,0012326	0,0779842	0,0222241	0,0181862	0,0304527	0,0308551	0,1243577	0,3810438	0,3561304	0,6112055	0,3984496	0,6385022	0,7763191	0,1727109	0,7645595	0,4032405	0,2910564	0,0425480	0,0971559	0,4754654	0,0352573	0,1898903	0,0052843	0,2234171	0,0003869	0,3517956	0,4779592	0,1190335	0,1321971	0,0376000	0,0013254	0,0238695	0,0147281	0,2144531	0,8169259	0,0810701	0,2779618	0,9131797	0,3151672	0,0064704	0,0367711	0,0502777	0,4624773	0,0112293	0,2518213	0,0804215	0,0588312	0,5970873	0,9881947	0,0409154	0,3603073	0,0139590	0,9908505	0,3724166	0,4791294	0,0027701	0,9168994	0,0960293	0,6008755	0,0059946	0,0318737	0,1121394	0,1399122	0,0662097
1080	0,0017807	0,0756368	0,0168089	0,0133264	0,0483028	0,0418212	0,1672928	0,3574382	0,3511805	0,6191011	0,3236909	0,6005324	0,7799748	0,1559006	0,7661705	0,3886284	0,2634732	0,0552458	0,1237170	0,5287507	0,0273831	0,1811126	0,0040431	0,1989257	0,0021978	0,3694368	0,4488236	0,1442387	0,1399471	0,0668625	0,0008499	0,0089196	0,0187340	0,2230961	0,8702776	0,0752027	0,2377563	0,9961619	0,3256262	0,0113477	0,0444529	0,0441603	0,4888182	0,0069965	0,2181922	0,0830763	0,0529669	0,6179345	1,0555921	0,0349601	0,3758243	0,0215493	1,0271941	0,3713429	0,5370960	0,0030936	0,9562254	0,0714456	0,5995966	0,0044594	0,0431617	0,0968775	0,1368569	0,0944575
1100	0,0000922	0,0785828	0,0249487	0,0096154	0,0456361	0,0387437	0,1281710	0,3590133	0,3428467	0,5604659	0,3411952	0,5985165	0,7102329	0,1709193	0,7640668	0,3991956	0,2594506	0,0621543	0,1111449	0,4963675	0,0192514	0,1693380	0,0037926	0,1511792	0,0013625	0,4208363	0,4812118	0,1176897	0,1507677	0,0682203	0,0002461	0,0071383	0,0177094	0,1969520	0,8753264	0,0865740	0,2080889	0,9787405	0,2846743	0,0038234	0,0481313	0,0480483	0,4834612	0,0125686	0,1914954	0,0699158	0,0372446	0,5752065	0,9514428	0,0301408	0,3875328	0,0095747	0,9858275	0,3649676	0,5167860	0,0007272	0,8970905	0,0621846	0,6283789	0,0100372	0,0402574	0,1017071	0,1298652	0,1094797

0	0,0058251	0,0734517	0,0208541	0,0153930	0,0563567	0,0182131	0,1690043	0,4265994	0,3201953	0,5728979	0,3479114	0,6130695	0,8033227	0,1871476	0,6891040	0,4316987	0,2956907	0,0583225	0,0961210	0,4466348	0,0052619	0,1628949	0,0104680	0,1793803	0,0032906	0,4450578	0,4688280	0,1542535	0,1041954	0,0560572	0,0070748	0,0239191	0,0262337	0,1961066	0,8715461	0,1064364	0,1447049	1,0842439	0,2717068	0,0144369	0,0325487	0,0727890	0,5606766	0,0115531	0,1254298	0,0076744	0,0358085	0,5877273	1,0123941	0,0155190	0,4531092	0,0145572	0,9609130	0,4773358	0,4191336	0,0050035	0,9190437	0,1253528	0,5178489	0,0025370	0,0530129	0,1022026	0,0919259	0,0414109
20	0,0035159	0,0825079	0,0195452	0,0250794	0,0431883	0,0908394	0,1366153	0,3484491	0,3110303	0,6950914	0,3437368	0,5685340	0,7490863	0,1655001	0,8472319	0,3753196	0,3351091	0,0483287	0,0718610	0,4851594	0,0069296	0,1310635	0,0037991	0,1574006	0,0001222	0,3426203	0,5045779	0,1960944	0,1634908	0,0501812	0,0046190	0,0222672	0,0291002	0,2290521	0,8879568	0,1075862	0,1802629	1,0002757	0,2552035	0,0129065	0,0391325	0,0570860	0,4400998	0,0088354	0,1280887	0,1055488	0,0255023	0,5674986	0,9465188	0,0246479	0,4518594	0,0262043	0,9744291	0,3747443	0,4448046	0,1054421	1,0441960	0,1497578	0,5079125	0,0059078	0,0442860	0,0968279	0,1377304	0,0772033
40	0,0076470	0,0716831	0,0189434	0,0230641	0,0544703	0,2050613	0,1359619	0,2804424	0,3218256	0,6314678	0,3401488	0,5993615	0,7360829	0,1873323	0,7771170	0,4547638	0,3173301	0,0482445	0,0916246	0,4996234	0,0164673	0,1328891	0,0004404	0,1284847	0,0048796	0,2477773	0,5919857	0,1964938	0,1657769	0,0704433	0,0014563	0,0172262	0,0421280	0,2171659	0,8854666	0,1650868	0,2327913	1,0140220	0,2711204	0,0181935	0,0387381	0,0443380	0,4310330	0,0044799	0,1517051	0,3084040	0,0266675	0,5803054	0,8175027	0,0220028	0,4397529	0,0216454	0,7873581	0,3143637	0,3896679	0,2696142	1,0533221	0,1417563	0,4781951	0,0080182	0,0435038	0,1055225	0,1337554	0,1686846
60	0,0049070	0,0779019	0,0162980	0,0227419	0,0496782	0,3230259	0,1232189	0,2614154	0,2746038	0,6417906	0,3461475	0,5657373	0,7373645	0,1929896	0,8205854	0,4781812	0,3232526	0,0508987	0,0698949	0,4363156	0,0102664	0,1270027	0,0039332	0,1989826	0,0016399	0,1826568	0,6006821	0,1663438	0,1639022	0,0557561	0,0015646	0,0100192	0,0368201	0,2382322	0,8786279	0,2206251	0,3026790	1,0230838	0,2810950	0,0194925	0,0399693	0,0600280	0,3659266	0,0034719	0,1432333	0,5173936	0,0239289	0,6098877	0,7115067	0,0239147	0,4419720	0,0203901	0,6675024	0,2491179	0,3063682	0,3964429	1,0210814	0,1795272	0,4737846	0,0076161	0,0403931	0,1226217	0,1178600	0,3412555
80	0,0010098	0,0710918	0,0150917	0,0220343	0,0433778	0,4783071	0,1495333	0,2303992	0,2974225	0,5820765	0,3308512	0,6063111	0,7526957	0,1725375	0,7482165	0,5488029	0,2676775	0,0387765	0,0600153	0,4420604	0,0091039	0,1182877	0,0017347	0,1571051	0,0041714	0,1605724	0,6582356	0,1552758	0,1485528	0,0523668	0,0014021	0,0055296	0,0290298	0,1611260	0,8228576	0,2458525	0,3409185	1,0586708	0,3275707	0,0142302	0,0489763	0,0543437	0,3088705	0,0076868	0,1683573	0,6951215	0,0204269	0,5979523	0,6468068	0,0157862	0,4703706	0,0155770	0,5102769	0,1994270	0,2726634	0,4822489	1,0227486	0,1946647	0,5374579	0,0076814	0,0719399	0,1060874	0,1196164	0,4392957
100	0,0014316	0,0860186	0,0250785	0,0225291	0,0510135	0,5696758	0,1380083	0,2121491	0,3309919	0,5861719	0,3325697	0,5598795	0,7933454	0,1709477	0,7561249	0,5572225	0,2515078	0,0237263	0,0737823	0,5047524	0,0110680	0,1156769	0,0021178	0,1419518	0,0038819	0,1371810	0,6116397	0,1517735	0,1561940	0,0370209	0,0033596	0,0080305	0,0190783	0,1300384	0,8341200	0,2825023	0,3984531	1,1234952	0,2711771	0,0096917	0,0483034	0,0580932	0,3264119	0,0012314	0,1680210	0,7631693	0,0217706	0,6230596	0,6052586	0,0120074	0,4361542	0,0187177	0,4124655	0,1409094	0,2500363	0,5520563	1,0268545	0,1816996	0,5228645	0,0033793	0,0506565	0,0941376	0,1248053	0,5072039
120	0,0023903	0,0804306	0,0207024	0,0170991	0,0520405	0,6598949	0,1438433	0,1985753	0,3525264	0,6256841	0,3699178	0,5837618	0,7952970	0,1539796	0,7305553	0,5819410	0,2443135	0,0421608	0,0704021	0,5381346	0,0099592	0,1387389	0,0034790	0,0875746	0,0029241	0,0987016	0,6143908	0,1358305	0,1222545	0,0377287	0,0026325	0,0109921	0,0290976	0,1654040	0,8027864	0,3134969	0,4548424	1,1228830	0,3093878	0,0121390	0,0371700	0,0530469	0,2961029	0,0009180	0,1530471	0,8486443	0,0246867	0,6850303	0,5918358	0,0091275	0,4205945	0,0170068	0,2911654	0,1017400	0,1978058	0,6033745	0,9835895	0,1851443	0,5088378	0,0044887	0,0504346	0,0801320	0,1302908	0,5254356
140	0,0099084	0,0596635	0,0179511	0,0152012	0,0502173	0,7387053	0,1458556	0,2415572	0,3734221	0,7073720	0,3722923	0,6026565	0,7922320	0,1736698	0,6798103	0,5308807	0,2491251	0,0343218	0,0860346	0,4895534	0,0158165	0,1190513	0,0028202	0,0979295	0,0067331	0,0852887	0,5830083	0,1484485	0,1178576	0,0377039	0,0037975	0,0067518	0,0417961	0,1448975	0,7774123	0,3031101	0,4841066	1,0641171	0,3030853	0,0212166	0,0369495	0,0636209	0,2769936	0,0043610	0,1591255	0,9334077	0,0237739	0,6433728	0,5288880	0,0078698	0,4171183	0,0198228	0,2496159	0,0699962	0,1555032	0,6445028	0,9521833	0,2296644	0,4548172	0,0047405	0,0563190	0,1030510	0,1417250	0,6001753
160	0,0202902	0,0452741	0,0176326	0,0242147	0,0498002	0,7394732	0,1672242	0,2130809	0,3349970	0,7139295	0,3461604	0,6224728	0,7938326	0,1669088	0,6470419	0,5862408	0,2505418	0,0398190	0,0875420	0,4711095	0,0227827	0,1511724	0,0029078	0,1353948	0,0026013	0,0726353	0,6530646	0,1085367	0,0899658	0,0375528	0,0049641	0,0126644	0,0359731	0,1571231	0,7704418	0,2999270	0,5291117	1,0700674	0,2783607	0,0172381	0,0367410	0,0625120	0,2800156	0,0066506	0,1735868	0,9524440	0,0362645	0,6934938	0,5203222	0,0105343	0,3836547	0,0170795	0,1803264	0,0495297	0,1410402	0,7153614	0,9794851	0,2498936	0,5253482	0,0009546	0,0367501	0,0994615	0,1297499	0,6299350
180	0,0131792	0,0650701	0,0153663	0,0312694	0,0577726	0,7637439	0,1655110	0,1637345	0,3160438	0,7176702	0,3636444	0,6488486	0,8204864	0,2120178	0,6767206	0,5636311	0,2451593	0,0369834	0,0966680	0,4223946	0,0193299	0,1622393	0,0067052	0,1502331	0,0011423	0,0555651	0,6461413	0,1208752	0,0784788	0,0352919	0,0069420	0,0219042	0,0440246	0,1539129	0,7684687	0,3037969	0,5754309	1,1496353	0,3126600	0,0143561	0,0466734	0,0639030	0,2592008	0,0079634	0,1918671	0,9941621	0,0278966	0,7076045	0,5366831	0,0128597	0,3789764	0,0168312	0,1632109	0,0323749	0,1202592	0,7393608	0,9485939	0,2378388	0,4807951	0,0016645	0,0369617	0,0846646	0,1600655	0,6741158
200	0,0051348	0,0787757	0,0121570	0,0266835	0,0615813	0,8602012	0,1532240	0,2506165	0,2921111	0,7209514	0,3520961	0,6535027	0,8161732	0,2009252	0,6612063	0,5685375	0,2444964	0,0311098	0,1040123	0,4515668	0,0116950	0,1829114	0,0024508	0,1694058	0,0010494	0,0772623	0,6346632	0,1233312	0,0728438	0,0354158	0,0030788	0,0164808	0,0228655	0,1450037	0,7662398	0,2900439	0,5563383	1,0855409	0,3131506	0,0127446	0,0532843	0,0586065	0,2829765	0,0140730	0,1733764	1,0952773	0,0392620	0,6597353	0,5706915	0,0112789	0,4442286	0,0218754	0,1262912	0,0314140	0,1083326	0,6647872	0,9213057	0,2396225	0,4824279	0,0011949	0,0705748	0,0757903	0,1469908	0,6534607
220	0,0047617	0,0999919	0,0194504	0,0314188	0,0807584	0,8993908	0,1276517	0,2121776	0,3222507	0,6648283	0,3386836	0,7098091	0,7769255	0,1693826	0,7022703	0,5701364	0,2373799	0,0367317	0,1346527	0,5352695	0,0250676	0,1939726	0,0040194	0,1694721	0,0009311	0,0636645	0,5508673	0,1254024	0,0669726	0,0399509	0,0026185	0,0201863	0,0194036	0,1918018	0,7852407	0,2864181	0,6561043	1,0617443	0,2784843	0,0048853	0,0348256	0,0551429	0,2819875	0,0233062	0,1731973	1,0306392	0,0423745	0,6725863	0,5038353	0,0157294	0,4513662	0,0322780	0,1059341	0,0307479	0,1035803	0,7331222	0,9654337	0,1935627	0,5195862	0,0019672	0,0635613	0,0745845	0,1321711	0,7211425
240	0,0101335	0,1187606	0,0145507	0,0220296	0,0777607	0,9317349	0,1483045	0,2401171	0,3247249	0,6603229	0,3333321	0,6511483	0,7246801	0,1895007	0,6697484	0,6259344	0,2467787	0,0413394	0,1407463	0,4554944	0,0344399	0,1699777	0,0027731	0,1390532	0,0000000	0,0463129	0,5367550	0,1376916	0,0495567	0,0434577	0,0024563	0,0146979	0,0098746	0,1732317	0,8214255	0,3465259	0,6415038	1,0220880	0,2704933	0,0085389	0,0392326	0,0555285	0,2301109	0,0280464	0,1968294	0,9528525	0,0413842	0,6581626	0,4607236	0,0174717	0,4805600	0,0307995	0,0966682	0,0325094	0,0944612	0,7711368	1,0186256	0,2025932	0,5409841	0,0046751	0,0479824	0,0713283	0,1222557	0,7657592
260	0,0109310	0,1180363	0,0139968	0,0247259	0,0815321	0,8443201	0,1435974	0,2047751	0,3200769	0,5966585	0,3284513	0,6146343	0,7454373	0,1936708	0,6896307	0,6653918	0,2440192	0,0376205	0,1172754	0,5006143	0,0341825	0,1376914	0,0012123	0,2356610	0,0000000	0,0481749	0,5494241	0,1231302	0,0522576	0,0540428	0,0028179	0,0184540	0,0129767	0,1829391	0,8148323	0,2809490	0,6065584	1,0386979	0,2881726	0,0053156	0,0408772	0,0586861	0,2471840	0,0266300	0,1922734	0,9400243	0,0442905	0,6449841	0,4560725	0,0127620	0,4641093	0,0287985	0,0713646	0,0278581	0,0768300	0,7669639	1,0258239	0,2247687	0,4979678	0,0030670	0,0479417	0,0616692	0,0920710	0,8330114
280	0,0100620	0,1296640	0,0187941	0,0240757	0,0781148	0,8435570	0,1561890	0,2276453	0,3441147	0,5689993	0,3177122	0,6237105	0,6910057	0,1965527	0,6692499	0,5563567	0,2578054	0,0349879	0,1031539	0,4795811	0,0254243	0,1581887	0,0018221	0,2000298	0,0006758	0,0406943	0,5228737	0,1382005	0,0467295	0,0524606	0,0010689	0,0159757	0,0190512	0,1766476	0,7577921	0,3192891	0,5850820	1,0074577	0,2844031	0,0097788	0,0472399	0,0435153	0,2594035	0,0145908	0,2227887	0,8635496	0,0442117	0,6622206	0,4694591	0,0178743	0,4355487	0,0258794	0,0633833	0,0392126	0,0868220	0,7494981	1,0067687	0,2461001	0,5211465	0,0019062	0,0373765	0,0602314	0,0907890	0,8384161
300	0,0061865	0,1069254	0,0236896	0,0193945	0,1063614	0,8859568	0,1603488	0,2359986	0,3443824	0,5932449	0,3235278	0,6419062	0,6739909	0,1929106	0,6791817	0,5934396	0,2669347	0,0453975	0,0914024	0,4464324	0,0138005	0,1529580	0,0027895	0,1863851	0,0004409	0,0528549	0,5523448	0,1302519	0,0597470	0,0452759	0,0034086	0,0201352	0,0107740	0,1724795	0,8020840	0,3277144	0,5790543	1,0135759	0,2511059	0,0121525	0,0543789	0,0275396	0,2693075	0,0231595	0,2211613	0,8911806	0,0330265	0,6828252	0,4665930	0,0245398	0,4669017	0,0193330	0,0734278	0,0404781	0,0894295	0,7441179	1,0313179	0,2063240	0,5227202	0,0058211	0,0247536	0,0562321	0,1021083	0,8494937
320	0,0051398	0,0756774	0,0260321	0,0151422	0,1098513	0,9298090	0,1615733	0,2343589	0,3584628	0,6112495	0,3168741	0,6366147	0,6170314	0,1933320	0,6815209	0,6133755	0,2528002	0,0473502	0,0834265	0,4446124	0,0173960	0,1481967	0,0025767	0,1698242	0,0040878	0,0609895	0,6101663	0,1335434	0,0516983	0,0407957	0,0044471	0,0167916	0,0094131	0,1766081	0,7688736	0,3198490	0,5667242	1,0534997	0,2594641	0,0022755	0,0512514	0,0327176	0,2680571	0,0149200	0,2036878	0,9305502	0,0404552	0,7018782	0,5317669	0,0183809	0,4426198	0,0137305	0,0708291	0,0451022	0,0748247	0,7654267	0,9165277	0,2413655	0,4332616	0,0058387	0,0370473	0,0682506	0,0883770	0,8668210
340	0,0045263	0,1005656	0,0143654	0,0121725	0,1085259	0,8336038	0,1180697	0,2036837	0,3046307	0,6562824	0,2940636	0,5822826	0,6688677	0,1845856	0,7499346	0,5888754	0,2426697	0,0496417	0,0618793	0,4603211	0,0195199	0,1667794	0,0042528	0,1857635	0,0000209	0,0575682	0,5545493	0,1352713	0,0518787	0,0196290	0,0024993	0,0100233	0,0114004	0,1632354	0,7122688	0,3526063	0,6336629	0,9821672	0,2649196	0,0023906	0,0636390	0,0325647	0,2477009	0,0073912	0,2039539	0,9388411	0,0347596	0,7868463	0,5413694	0,0126083	0,4654659	0,0164858	0,1024753	0,0374189	0,0858413	0,7525624	0,9459308	0,3137794	0,4260161	0,0067943	0,0482186	0,0859880	0,0907363	0,8083017
360	0,0051348	0,0998387	0,0215390	0,0134402	0,1131990	0,8137851	0,1404337	0,1454795	0,3133479	0,6630602	0,3181880	0,6099945	0,6464746	0,1962402	0,6873506	0,5451867	0,2518351	0,0439397	0,0970005	0,4549871	0,0271631	0,1662803	0,0020319	0,2044518	0,0020291	0,0521246	0,6116938	0,1666291	0,0516646	0,0170532	0,0004343	0,0096777	0,0161428	0,1489580	0,7562335	0,3619529	0,6207181	0,9896805	0,2745181	0,0052391	0,0470854	0,0475198	0,2873584	0,0120297	0,1968394	0,9869031	0,0196241	0,7433239	0,5818524	0,0159342	0,4620359	0,0148847	0,1020589	0,0324322	0,1103407	0,8357966	0,9865937	0,2798883	0,5318545	0,0052970	0,0517951	0,1131833	0,0987389	0,8163415
380	0,0020627	0,1125688	0,0239373	0,0161162	0,0944478	0,8442366	0,1240466	0,1884062	0,3668980	0,6860195	0,3498781	0,6024851	0,6400133	0,1554646	0,7228000	0,5389372	0,2477375	0,0520560	0,0909460	0,4405896	0,0217356	0,1669056	0,0080381	0,1567911	0,0020324	0,0471514	0,6014753	0,1445307	0,0590548	0,0176204	0,0033511	0,0197298	0,0074848	0,1348175	0,8550070	0,3460070	0,6438341	0,9050257	0,2320777	0,0102398	0,0503993	0,0253941	0,3081494	0,0101993	0,1707079	1,0083325	0,0202859	0,7038896	0,5750611	0,0135475	0,4604977	0,0168979	0,1118224	0,0243932	0,1038894	0,8222792	1,0869058	0,2697363	0,5744015	0,0044277	0,0445310	0,0858081	0,1034894	0,8252163
400	0,0075217	0,0889017	0,0148052	0,0147632	0,1085121	0,8316238	0,1384956	0,2036800	0,3713699	0,6276596	0,3813007	0,5849371	0,6767008	0,1810797	0,7704275	0,5199488	0,2556709	0,0472960	0,0685620	0,4453649	0,0176552	0,1614812	0,0069163	0,1396207	0,0008396	0,0793210	0,6084176	0,1510655	0,0570430	0,0229624	0,0000000	0,0191453	0,0229391	0,1518119	0,7612436	0,3572899	0,6859953	0,9628326	0,2084762	0,0084789	0,0428963	0,0361378	0,3577480	0,0135828	0,1642206	0,9300332	0,0179620	0,6806870	0,5773498	0,0108532	0,4513040	0,0143156	0,1131129	0,0309768	0,0852640	0,7611951	1,0476681	0,2909733	0,5398529	0,0087405	0,0362124	0,1027838	0,1016969	0,8550121
420	0,0156790	0,0785657	0,0103467	0,0121028	0,1521745	0,8697850	0,1640318	0,2125836	0,3645078	0,5966349	0,3227519	0,5767244	0,6719538	0,1972516	0,7096113	0,5566571	0,2489894	0,0490138	0,0713659	0,5543465	0,0319566	0,1493659	0,0078244	0,1541184	0,0000137	0,0636453	0,6264943	0,1712409	0,0558551	0,0354267	0,0019014	0,0177139	0,0117724	0,1920224	0,7701857	0,3600182	0,6632821	0,9433039	0,1912395	0,0045892	0,0454599	0,0408697	0,3496300	0,0127780	0,1409840	0,8895631	0,0273678	0,6697006	0,5657444	0,0129247	0,4542089	0,0168610	0,1240009	0,0292744	0,0814151	0,7061340	1,1274286	0,2594374	0,5094005	0,0055927	0,0352403	0,0998124	0,0878809	0,8560962
440	0,0075550	0,0765236	0,0180523	0,0211281	0,1455286	0,8851326	0,1559998	0,1897087	0,3750449	0,6657652	0,3023591	0,5964391	0,6280111	0,1775401	0,7688189	0,5184259	0,2238603	0,0618592	0,0666391	0,4691153	0,0249043	0,1403425	0,0137139	0,2152771	0,0026625	0,0593691	0,6255986	0,1718574	0,0518495	0,0334631	0,0017375	0,0185683	0,0143750	0,1546843	0,7496442	0,2806610	0,6586852	0,8940842	0,1851128	0,0068030	0,0513698	0,0329345	0,3252245	0,0039885	0,1516376	0,9417972	0,0383350	0,7255793	0,5435489	0,0062075	0,3979755	0,0187352	0,1142496	0,0258859	0,0987126	0,7433626	1,0737244	0,2386804	0,4965679	0,0019742	0,0426288	0,0997987	0,0755535	0,8193562
