"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
500	0,3118505	1,0000000	0,0904954	0,1531269	1,0000000	0,9557012	0,1242651	0,8257172	0,0175089	0,0472324	0,0855803	0,8100072	0,9744529	0,0040182	0,9663684	0,4329067	0,2174335	0,9993205	0,1423204	0,1209664	0,9973626	0,7016976	0,0230034	0,3625199	0,9942662	0,7643673	0,5973536	0,8709264	0,7686766	0,2291365	0,6625511	0,6055721	0,0116457	0,0382912	0,0234254	0,0069405	0,0126069	0,1774014	0,9998755	0,2910825	0,7944336	0,1053631	0,0000414	0,0120416	0,0620902	0,9666796	0,1755280	0,7053641	0,9273038	0,9962589	0,7086112	0,0209211	0,0116806	0,5301509	0,6958517	0,0122682	0,5552531	0,6799779	0,1236190	0,8586676	0,1324269	0,1298479	0,0297609	0,0575958
520	0,3118505	1,0000000	0,0904940	0,1531269	1,0000000	0,9557628	0,1242641	0,8257153	0,0175077	0,0472324	0,0855804	0,8116145	0,9744998	0,0040182	0,9665018	0,4329069	0,2174322	0,9993205	0,1423186	0,1209664	0,9973736	0,7019191	0,0230034	0,3625179	0,9942596	0,7654336	0,5986852	0,8710226	0,7712630	0,2309254	0,6626351	0,6055724	0,0116404	0,0382882	0,0234254	0,0069405	0,0126060	0,1773977	0,9998759	0,2910582	0,7944993	0,1052789	0,0000413	0,0120386	0,0620900	0,9667026	0,1755266	0,7053595	0,9273744	0,9962619	0,7086032	0,0209211	0,0116801	0,5301878	0,6958517	0,0122682	0,5552502	0,6796842	0,1236190	0,8586671	0,1324196	0,1298479	0,0297609	0,0575932
540	0,3118505	1,0000000	0,0904929	0,1531269	1,0000000	0,9558071	0,1242633	0,8257141	0,0175068	0,0472324	0,0855806	0,8128331	0,9745331	0,0040182	0,9666084	0,4329067	0,2174316	0,9993206	0,1423175	0,1209664	0,9973811	0,7020722	0,0230034	0,3625164	0,9942546	0,7662676	0,5996740	0,8711065	0,7732776	0,2323355	0,6626791	0,6055726	0,0116366	0,0382858	0,0234254	0,0069405	0,0126055	0,1773947	0,9998762	0,2910395	0,7945470	0,1052172	0,0000413	0,0120365	0,0620900	0,9667192	0,1755253	0,7053559	0,9274267	0,9962641	0,7085956	0,0209211	0,0116796	0,5302145	0,6958517	0,0122682	0,5552481	0,6794738	0,1236190	0,8586666	0,1324138	0,1298479	0,0297609	0,0575913
560	0,3118505	1,0000000	0,0904920	0,1531269	1,0000000	0,9558390	0,1242627	0,8257132	0,0175062	0,0472324	0,0855807	0,8137583	0,9745567	0,0040182	0,9666927	0,4329063	0,2174315	0,9993206	0,1423168	0,1209664	0,9973863	0,7021789	0,0230034	0,3625153	0,9942509	0,7669187	0,6004108	0,8711784	0,7748441	0,2334424	0,6626993	0,6055728	0,0116339	0,0382840	0,0234254	0,0069405	0,0126051	0,1773924	0,9998763	0,2910252	0,7945816	0,1051720	0,0000413	0,0120350	0,0620899	0,9667311	0,1755241	0,7053531	0,9274654	0,9962656	0,7085885	0,0209211	0,0116793	0,5302338	0,6958517	0,0122682	0,5552466	0,6793235	0,1236190	0,8586662	0,1324093	0,1298479	0,0297609	0,0575900
580	0,3118505	1,0000000	0,0905170	0,1029973	1,0000000	0,9558620	0,1242407	0,8848621	0,0368023	0,0472324	0,0855808	0,8137179	0,7089434	0,0040182	0,9648958	0,4249375	0,3857839	0,9991168	0,4162243	0,1209664	0,9444656	0,7022376	0,0230034	0,3625158	0,9943687	0,7692599	0,6016226	0,8714983	0,7587350	0,2337337	0,6627113	0,5898317	0,0116558	0,0382916	0,0234254	0,0069408	0,0247705	0,1774065	0,9133553	0,2913525	0,7695109	0,1056173	0,0000416	0,0120553	0,0620914	0,9667397	0,1668924	0,7053517	0,9274940	0,9681667	0,6985440	0,0209211	0,0116790	0,3870640	0,2789221	0,0122682	0,3393557	0,6847890	0,0728177	0,5275084	0,1324052	0,1298481	0,0297609	0,0576823
600	0,3118505	1,0000000	0,0906066	0,0761345	1,0000000	0,9558786	0,1241475	0,9239372	0,0498277	0,0472324	0,0855809	0,8103326	0,5209424	0,0040182	0,9568107	0,4157068	0,4652215	0,9977668	0,5875080	0,1209664	0,9051108	0,7021951	0,0230034	0,3625212	0,9948799	0,7750706	0,6040165	0,8719579	0,6937430	0,2319729	0,6628361	0,5804714	0,0118259	0,0383410	0,0234254	0,0069436	0,0329741	0,1775048	0,8630655	0,2929258	0,7546955	0,1084641	0,0000433	0,0122207	0,0620993	0,9667459	0,1608074	0,7053497	0,9275150	0,9517997	0,6910503	0,0209212	0,0116783	0,2835233	0,1193796	0,0122682	0,2125282	0,7077601	0,0453530	0,3376368	0,1323901	0,1298490	0,0297609	0,0581719
620	0,3118505	1,0000000	0,0907140	0,0617397	1,0000000	0,9558905	0,1240046	0,9497512	0,0586145	0,0472324	0,0855810	0,8018349	0,3878753	0,0040182	0,9456602	0,3868749	0,4905387	0,9942055	0,6637099	0,1209664	0,8720362	0,7019974	0,0230034	0,3625306	0,9956475	0,7811876	0,6064252	0,8718953	0,6227512	0,2269993	0,6633450	0,5749054	0,0123270	0,0384479	0,0234254	0,0069541	0,0385188	0,1777571	0,8338350	0,2956322	0,7459410	0,1150752	0,0000467	0,0127558	0,0621146	0,9667504	0,1565549	0,7053398	0,9275304	0,9422667	0,6854526	0,0209220	0,0116761	0,2091536	0,0583294	0,0122682	0,1389023	0,7408215	0,0305158	0,2287645	0,1323387	0,1298511	0,0297609	0,0591495
640	0,3118505	1,0000000	0,0908053	0,0540259	1,0000000	0,9558989	0,1238504	0,9668045	0,0645376	0,0472324	0,0855810	0,7843351	0,2936905	0,0040182	0,9369182	0,3349724	0,4898560	0,9884905	0,6674154	0,1209664	0,8409898	0,7015720	0,0230035	0,3625418	0,9964569	0,7885427	0,6085089	0,8711597	0,5710152	0,2142808	0,6643692	0,5715955	0,0133205	0,0386077	0,0234255	0,0069795	0,0422775	0,1782014	0,8168450	0,2988958	0,7407683	0,1256043	0,0000512	0,0139089	0,0621354	0,9667536	0,1536247	0,7053200	0,9275417	0,9367145	0,6812559	0,0209247	0,0116714	0,1561221	0,0349689	0,0122682	0,0969381	0,7745106	0,0225208	0,1663254	0,1322336	0,1298541	0,0297609	0,0605185
660	0,3118505	1,0000000	0,0908738	0,0498924	1,0000000	0,9559045	0,1237091	0,9780703	0,0685274	0,0472324	0,0855811	0,7514166	0,2270264	0,0040182	0,9340041	0,2820617	0,4797615	0,9822100	0,6387246	0,1209664	0,8095549	0,7008001	0,0230035	0,3625530	0,9971865	0,8003665	0,6102607	0,8699349	0,5371410	0,1920458	0,6657216	0,5696274	0,0148539	0,0388023	0,0234255	0,0070238	0,0448337	0,1788202	0,8069696	0,3021822	0,7377122	0,1391446	0,0000563	0,0158027	0,0621592	0,9667559	0,1516441	0,7052936	0,9275500	0,9334810	0,6780915	0,0209308	0,0116641	0,1185686	0,0260311	0,0122682	0,0736534	0,8041061	0,0182397	0,1305036	0,1320767	0,1298577	0,0297609	0,0621018
680	0,3118505	1,0000000	0,0909232	0,0476773	1,0000000	0,9559079	0,1235907	0,9855127	0,0712128	0,0472324	0,0855812	0,6984544	0,1798417	0,0040182	0,9381014	0,2398229	0,4684047	0,9770793	0,6060381	0,1209664	0,7767128	0,6994742	0,0230035	0,3625633	0,9977949	0,8181144	0,6115009	0,8686166	0,5139713	0,1664183	0,6669548	0,5684570	0,0168410	0,0390092	0,0234256	0,0070846	0,0465776	0,1795509	0,8012297	0,3051489	0,7359068	0,1543065	0,0000615	0,0183656	0,0621834	0,9667576	0,1503362	0,7052649	0,9275561	0,9315980	0,6756884	0,0209415	0,0116545	0,0921424	0,0226126	0,0122682	0,0612338	0,8282304	0,0159758	0,1099410	0,1318834	0,1298615	0,0297610	0,0637242
700	0,3118505	1,0000000	0,0909591	0,0464904	1,0000000	0,9559089	0,1234968	0,9904294	0,0730191	0,0472324	0,0855812	0,6280566	0,1464443	0,0040182	0,9477633	0,2095995	0,4590652	0,9738266	0,5814420	0,1209664	0,7424958	0,6972126	0,0230035	0,3625721	0,9982818	0,8399105	0,6118649	0,8676572	0,4948553	0,1445008	0,6675181	0,5677611	0,0191117	0,0392090	0,0234257	0,0071548	0,0477707	0,1803160	0,7978934	0,3076389	0,7348404	0,1697463	0,0000663	0,0213788	0,0622062	0,9667587	0,1494956	0,7052360	0,9275605	0,9305015	0,6738491	0,0209567	0,0116435	0,0736489	0,0213061	0,0122682	0,0550062	0,8470820	0,0148048	0,0981273	0,1316734	0,1298651	0,0297610	0,0652529
720	0,3118505	1,0000000	0,0909854	0,0458543	1,0000000	0,9559073	0,1234249	0,9936774	0,0742332	0,0472324	0,0855812	0,5495946	0,1228056	0,0040182	0,9594254	0,1896592	0,4525473	0,9722644	0,5673318	0,1209664	0,7076796	0,6932949	0,0230035	0,3625793	0,9986624	0,8616770	0,6108970	0,8673883	0,4747785	0,1290186	0,6669525	0,5673472	0,0214768	0,0393886	0,0234258	0,0072260	0,0485888	0,1810480	0,7959542	0,3096228	0,7342105	0,1844399	0,0000706	0,0245719	0,0622267	0,9667595	0,1489725	0,7052074	0,9275637	0,9298630	0,6724304	0,0209754	0,0116318	0,0607689	0,0208077	0,0122682	0,0522080	0,8614372	0,0142214	0,0913314	0,1314647	0,1298683	0,0297611	0,0666086
740	0,3118505	1,0000000	0,0910051	0,0455135	1,0000000	0,9559021	0,1233710	0,9958231	0,0750489	0,0472324	0,0855813	0,4724381	0,1060742	0,0040182	0,9700099	0,1775533	0,4485599	0,9718295	0,5617037	0,1209664	0,6735218	0,6863626	0,0230036	0,3625852	0,9989560	0,8797279	0,6080614	0,8678974	0,4505997	0,1192825	0,6650382	0,5671011	0,0237743	0,0395413	0,0234259	0,0072917	0,0491510	0,1817020	0,7948270	0,3111432	0,7338383	0,1977437	0,0000743	0,0277023	0,0622442	0,9667600	0,1486594	0,7051793	0,9275659	0,9294912	0,6713283	0,0209960	0,0116204	0,0518358	0,0206182	0,0122682	0,0512322	0,8721849	0,0139488	0,0874149	0,1312700	0,1298710	0,0297612	0,0677569
760	0,3118505	1,0000000	0,0910200	0,0453308	1,0000000	0,9558921	0,1233314	0,9972407	0,0755965	0,0472324	0,0855813	0,4019007	0,0942316	0,0040182	0,9782575	0,1707937	0,4464490	0,9719811	0,5612774	0,1209664	0,6414590	0,6739527	0,0230036	0,3625898	0,9991804	0,8923600	0,6026562	0,8690451	0,4210376	0,1135576	0,6617600	0,5669548	0,0258902	0,0396657	0,0234259	0,0073481	0,0495379	0,1822563	0,7941719	0,3122737	0,7336182	0,2093433	0,0000774	0,0305941	0,0622588	0,9667602	0,1484818	0,7051519	0,9275673	0,9292745	0,6704669	0,0210167	0,0116098	0,0456625	0,0205467	0,0122682	0,0511644	0,8801375	0,0138364	0,0851518	0,1310970	0,1298732	0,0297612	0,0686957
780	0,3118505	1,0000000	0,0910313	0,0452330	1,0000000	0,9558751	0,1233026	0,9981771	0,0759640	0,0472324	0,0855813	0,3398054	0,0858495	0,0040182	0,9841652	0,1672561	0,4455531	0,9723473	0,5631510	0,1209664	0,6127365	0,6519970	0,0230036	0,3625934	0,9993509	0,8996403	0,5936783	0,8705805	0,3864414	0,1103059	0,6570708	0,5668678	0,0277595	0,0397634	0,0234260	0,0073940	0,0498045	0,1827068	0,7937911	0,3130940	0,7334876	0,2191655	0,0000800	0,0331450	0,0622707	0,9667601	0,1483888	0,7051257	0,9275681	0,9291479	0,6697907	0,0210363	0,0116002	0,0414099	0,0205201	0,0122682	0,0514997	0,8859717	0,0138028	0,0838394	0,1309489	0,1298750	0,0297613	0,0694418
800	0,3118505	1,0000000	0,0910399	0,0451805	1,0000000	0,9558476	0,1232819	0,9987958	0,0762106	0,0472324	0,0855814	0,2861466	0,0799167	0,0040182	0,9881944	0,1654148	0,4453453	0,9727242	0,5654268	0,1209664	0,5881073	0,6149597	0,0230036	0,3625962	0,9994798	0,9024989	0,5797088	0,8722518	0,3483912	0,1084799	0,6505150	0,5668160	0,0293576	0,0398380	0,0234261	0,0074299	0,0499884	0,1830611	0,7935698	0,3136774	0,7334094	0,2272918	0,0000820	0,0353150	0,0622801	0,9667597	0,1483468	0,7051014	0,9275682	0,9290734	0,6692582	0,0210540	0,0115918	0,0384887	0,0205105	0,0122682	0,0519708	0,8902234	0,0138053	0,0830748	0,1308259	0,1298763	0,0297613	0,0700216
820	0,3118505	1,0000000	0,0910465	0,0451524	1,0000000	0,9558040	0,1232671	0,9992045	0,0763759	0,0472324	0,0855814	0,2401874	0,0757174	0,0040182	0,9908597	0,1643515	0,4454642	0,9730258	0,5671932	0,1209664	0,5677498	0,5579622	0,0230036	0,3625984	0,9995771	0,9020468	0,5589315	0,8738651	0,3091671	0,1074473	0,6407547	0,5667853	0,0306882	0,0398936	0,0234262	0,0074572	0,0501154	0,1833325	0,7934411	0,3140853	0,7333614	0,2338900	0,0000836	0,0371081	0,0622874	0,9667588	0,1483340	0,7050795	0,9275676	0,9290289	0,6688382	0,0210692	0,0115848	0,0364870	0,0205073	0,0122682	0,0524456	0,8933056	0,0138219	0,0826265	0,1307262	0,1298774	0,0297614	0,0704638
840	0,3118505	1,0000000	0,0910516	0,0451374	1,0000000	0,9557349	0,1232567	0,9994744	0,0764868	0,0472324	0,0855814	0,2010028	0,0727451	0,0040182	0,9925886	0,1636066	0,4456923	0,9732328	0,5682232	0,1209664	0,5513898	0,4811742	0,0230036	0,3626001	0,9996502	0,8992694	0,5294616	0,8752990	0,2711609	0,1068499	0,6250396	0,5667670	0,0317726	0,0399341	0,0234262	0,0074773	0,0502031	0,1835358	0,7933663	0,3143662	0,7333303	0,2391656	0,0000848	0,0385553	0,0622931	0,9667572	0,1483369	0,7050604	0,9275661	0,9290010	0,6685067	0,0210820	0,0115789	0,0351185	0,0205064	0,0122682	0,0528662	0,8955298	0,0138419	0,0823616	0,1306469	0,1298781	0,0297614	0,0707960
860	0,3118505	1,0000000	0,0910555	0,0451293	1,0000000	0,9556250	0,1232493	0,9996528	0,0765611	0,0472324	0,0855814	0,1677353	0,0706414	0,0040182	0,9936976	0,1629936	0,4459171	0,9733576	0,5686420	0,1209664	0,5385019	0,3925476	0,0230036	0,3626014	0,9997051	0,8949489	0,4901401	0,8764933	0,2363743	0,1064920	0,5989960	0,5667561	0,0326408	0,0399631	0,0234263	0,0074920	0,0502637	0,1836855	0,7933228	0,3145570	0,7333073	0,2433297	0,0000858	0,0397009	0,0622974	0,9667545	0,1483474	0,7050441	0,9275632	0,9289816	0,6682453	0,0210925	0,0115741	0,0341848	0,0205062	0,0122682	0,0532140	0,8971287	0,0138606	0,0822036	0,1305850	0,1298787	0,0297615	0,0710422
880	0,3118505	1,0000000	0,0910585	0,0451250	1,0000000	0,9554489	0,1232442	0,9997706	0,0766109	0,0472324	0,0855814	0,1396970	0,0691523	0,0040182	0,9944069	0,1624537	0,4460931	0,9734224	0,5686835	0,1209664	0,5284825	0,3043567	0,0230036	0,3626025	0,9997462	0,8896819	0,4416302	0,8774311	0,2061234	0,1062688	0,5580580	0,5667496	0,0333258	0,0399836	0,0234263	0,0075025	0,0503056	0,1837942	0,7932974	0,3146851	0,7332865	0,2465811	0,0000865	0,0405932	0,0623006	0,9667502	0,1483605	0,7050307	0,9275584	0,9289653	0,6680393	0,0211009	0,0115703	0,0335489	0,0205063	0,0122682	0,0534893	0,8982740	0,0138764	0,0821083	0,1305372	0,1298791	0,0297615	0,0712228
900	0,3118505	1,0000000	0,0910608	0,0451226	1,0000000	0,9551646	0,1232407	0,9998485	0,0766443	0,0472324	0,0855814	0,1163622	0,0680984	0,0040182	0,9948632	0,1619699	0,4462119	0,9734490	0,5685567	0,1209664	0,5207570	0,2266794	0,0230036	0,3626035	0,9997770	0,8839237	0,3870520	0,8781206	0,1809836	0,1061241	0,5018118	0,5667457	0,0338596	0,0399978	0,0234263	0,0075100	0,0503346	0,1838721	0,7932826	0,3147702	0,7332626	0,2490964	0,0000870	0,0412789	0,0623031	0,9667434	0,1483738	0,7050197	0,9275505	0,9289477	0,6678774	0,0211075	0,0115673	0,0331165	0,0205065	0,0122682	0,0537009	0,8990918	0,0138889	0,0820501	0,1305010	0,1298794	0,0297615	0,0713540
920	0,3118505	1,0000000	0,0910625	0,0451214	1,0000000	0,9547028	0,1232383	0,9998999	0,0766668	0,0472324	0,0855815	0,0972904	0,0673524	0,0040182	0,9951613	0,1615351	0,4462821	0,9734543	0,5683979	0,1209664	0,5148280	0,1641935	0,0230037	0,3626044	0,9998000	0,8780300	0,3313135	0,8785814	0,1609085	0,1060273	0,4376798	0,5667433	0,0342712	0,0400076	0,0234263	0,0075153	0,0503546	0,1839274	0,7932738	0,3148261	0,7332298	0,2510267	0,0000875	0,0417999	0,0623049	0,9667323	0,1483859	0,7050111	0,9275377	0,9289246	0,6677504	0,0211126	0,0115649	0,0328231	0,0205066	0,0122682	0,0538600	0,8996739	0,0138983	0,0820141	0,1304737	0,1298797	0,0297616	0,0714486
940	0,3118505	1,0000000	0,0910639	0,0451207	1,0000000	0,9539522	0,1232369	0,9999339	0,0766819	0,0472324	0,0855815	0,0820399	0,0668244	0,0040182	0,9953612	0,1611503	0,4463175	0,9734498	0,5682731	0,1209664	0,5102874	0,1170430	0,0230037	0,3626055	0,9998172	0,8722833	0,2793510	0,8788349	0,1454282	0,1059611	0,3771665	0,5667418	0,0345858	0,0400142	0,0234264	0,0075190	0,0503685	0,1839663	0,7932685	0,3148626	0,7331802	0,2524980	0,0000878	0,0421918	0,0623062	0,9667145	0,1483963	0,7050044	0,9275169	0,9288902	0,6676511	0,0211166	0,0115631	0,0326242	0,0205067	0,0122682	0,0539778	0,9000872	0,0139054	0,0819914	0,1304534	0,1298798	0,0297616	0,0715163
960	0,3118505	1,0000000	0,0910649	0,0451204	1,0000000	0,9527399	0,1232362	0,9999563	0,0766921	0,0472324	0,0855815	0,0701228	0,0664507	0,0040182	0,9954999	0,1608252	0,4463311	0,9734421	0,5681994	0,1209664	0,5068118	0,0830092	0,0230037	0,3626068	0,9998300	0,8669018	0,2345522	0,8788993	0,1338479	0,1059152	0,3282248	0,5667408	0,0348243	0,0400187	0,0234264	0,0075216	0,0503781	0,1839936	0,7932650	0,3148865	0,7331017	0,2536128	0,0000880	0,0424841	0,0623072	0,9666855	0,1484050	0,7049993	0,9274831	0,9288362	0,6675737	0,0211196	0,0115617	0,0324896	0,0205068	0,0122682	0,0540638	0,9003799	0,0139105	0,0819770	0,1304386	0,1298799	0,0297616	0,0715645
980	0,3118505	1,0000000	0,0910658	0,0451202	1,0000000	0,9508127	0,1232362	0,9999711	0,0766993	0,0472324	0,0855815	0,0610129	0,0661861	0,0040182	0,9955995	0,1605674	0,4463330	0,9734348	0,5681688	0,1209664	0,5041517	0,0591898	0,0230037	0,3626088	0,9998396	0,8620377	0,1982677	0,8787878	0,1254075	0,1058833	0,2927262	0,5667399	0,0350040	0,0400218	0,0234264	0,0075234	0,0503847	0,1840127	0,7932623	0,3149022	0,7329760	0,2544530	0,0000882	0,0427006	0,0623079	0,9666387	0,1484119	0,7049956	0,9274285	0,9287497	0,6675137	0,0211218	0,0115607	0,0323987	0,0205069	0,0122682	0,0541259	0,9005866	0,0139142	0,0819678	0,1304280	0,1298800	0,0297616	0,0715986
1000	0,3118505	1,0000000	0,0910664	0,0451201	1,0000000	0,9478316	0,1232370	0,9999809	0,0767044	0,0472324	0,0855815	0,0541836	0,0659989	0,0040182	0,9956731	0,1603737	0,4463296	0,9734292	0,5681651	0,1209664	0,5021175	0,0428760	0,0230037	0,3626116	0,9998467	0,8577770	0,1702433	0,8785093	0,1193882	0,1058610	0,2687553	0,5667391	0,0351386	0,0400239	0,0234264	0,0075246	0,0503893	0,1840260	0,7932598	0,3149132	0,7327752	0,2550838	0,0000883	0,0428600	0,0623084	0,9665634	0,1484175	0,7049931	0,9273407	0,9286113	0,6674675	0,0211235	0,0115599	0,0323374	0,0205069	0,0122682	0,0541705	0,9007325	0,0139169	0,0819619	0,1304207	0,1298801	0,0297616	0,0716226
1020	0,3118505	1,0000000	0,0910669	0,0451200	1,0000000	0,9433987	0,1232387	0,9999874	0,0767085	0,0472324	0,0855815	0,0491478	0,0658664	0,0040182	0,9957284	0,1602330	0,4463248	0,9734255	0,5681736	0,1209664	0,5005656	0,0318719	0,0230037	0,3626160	0,9998520	0,8541469	0,1493449	0,8780714	0,1151703	0,1058455	0,2532917	0,5667380	0,0352391	0,0400255	0,0234264	0,0075255	0,0503924	0,1840356	0,7932567	0,3149218	0,7324590	0,2555558	0,0000884	0,0429766	0,0623088	0,9664445	0,1484220	0,7049917	0,9272017	0,9283928	0,6674324	0,0211248	0,0115594	0,0322962	0,0205069	0,0122682	0,0542024	0,9008353	0,0139188	0,0819583	0,1304161	0,1298801	0,0297616	0,0716395
1040	0,3118505	1,0000000	0,0910673	0,0451200	1,0000000	0,9371341	0,1232417	0,9999917	0,0767122	0,0472324	0,0855815	0,0454840	0,0657726	0,0040182	0,9957701	0,1601326	0,4463204	0,9734233	0,5681847	0,1209664	0,4993855	0,0245289	0,0230037	0,3626227	0,9998560	0,8511284	0,1341517	0,8774843	0,1122540	0,1058348	0,2436017	0,5667365	0,0353139	0,0400268	0,0234264	0,0075261	0,0503946	0,1840427	0,7932525	0,3149299	0,7319741	0,2559085	0,0000885	0,0430618	0,0623090	0,9662618	0,1484256	0,7049914	0,9269872	0,9280566	0,6674064	0,0211257	0,0115590	0,0322687	0,0205069	0,0122682	0,0542250	0,9009080	0,0139201	0,0819563	0,1304138	0,1298801	0,0297616	0,0716514
1060	0,3118505	1,0000000	0,0910677	0,0451200	1,0000000	0,9287976	0,1232464	0,9999945	0,0767161	0,0472324	0,0855815	0,0428461	0,0657062	0,0040182	0,9958016	0,1600612	0,4463171	0,9734222	0,5681935	0,1209664	0,4984921	0,0196660	0,0230037	0,3626325	0,9998589	0,8486707	0,1233053	0,8767644	0,1102569	0,1058273	0,2376404	0,5667343	0,0353697	0,0400282	0,0234264	0,0075265	0,0503962	0,1840484	0,7932464	0,3149393	0,7312569	0,2561727	0,0000885	0,0431240	0,0623092	0,9659906	0,1484286	0,7049923	0,9266669	0,9275560	0,6673880	0,0211264	0,0115588	0,0322505	0,0205070	0,0122682	0,0542412	0,9009596	0,0139211	0,0819556	0,1304140	0,1298802	0,0297616	0,0716598
1080	0,3118505	1,0000000	0,0910680	0,0451200	1,0000000	0,9184061	0,1232532	0,9999964	0,0767207	0,0472324	0,0855815	0,0409622	0,0656592	0,0040182	0,9958253	0,1600104	0,4463150	0,9734218	0,5681988	0,1209664	0,4978186	0,0164622	0,0230037	0,3626465	0,9998611	0,8467050	0,1156611	0,8759370	0,1088971	0,1058222	0,2340151	0,5667313	0,0354115	0,0400300	0,0234264	0,0075269	0,0503972	0,1840536	0,7932377	0,3149517	0,7302412	0,2563719	0,0000885	0,0431695	0,0623094	0,9656047	0,1484312	0,7049947	0,9262076	0,9268410	0,6673764	0,0211269	0,0115588	0,0322389	0,0205070	0,0122682	0,0542529	0,9009969	0,0139218	0,0819562	0,1304166	0,1298802	0,0297616	0,0716659
1100	0,3118505	1,0000000	0,0910682	0,0451200	1,0000000	0,9062801	0,1232626	0,9999976	0,0767264	0,0472324	0,0855815	0,0396244	0,0656260	0,0040182	0,9958429	0,1599744	0,4463138	0,9734218	0,5682010	0,1209664	0,4973131	0,0143590	0,0230037	0,3626655	0,9998628	0,8451560	0,1103218	0,8750361	0,1079735	0,1058186	0,2318258	0,5667272	0,0354435	0,0400322	0,0234264	0,0075271	0,0503980	0,1840590	0,7932256	0,3149691	0,7288721	0,2565245	0,0000886	0,0432033	0,0623095	0,9650809	0,1484339	0,7049990	0,9255783	0,9258660	0,6673711	0,0211273	0,0115590	0,0322320	0,0205070	0,0122682	0,0542616	0,9010248	0,0139225	0,0819581	0,1304223	0,1298802	0,0297616	0,0716703

0	0,3118505	1,0000000	0,0910796	0,0451200	1,0000000	0,7688767	0,1236377	1,0000000	0,0770265	0,0472324	0,0855469	0,0364194	0,0655454	0,0040182	0,9958900	0,1598906	0,4463134	0,9734224	0,5681990	0,1209664	0,4958707	0,0103634	0,0230037	0,3633190	0,9998689	0,8401457	0,0983360	0,8675991	0,1059359	0,1058099	0,2285053	0,5665678	0,0360174	0,0403152	0,0234265	0,0075406	0,0504110	0,1845156	0,7925532	0,3170112	0,6874051	0,2591557	0,0000901	0,0437184	0,0623136	0,9471730	0,1486503	0,7055453	0,9009379	0,8900606	0,6687027	0,0211350	0,0116062	0,0325379	0,0205074	0,0122683	0,0544692	0,9016702	0,0139509	0,0823153	0,1312371	0,1298810	0,0297620	0,0717784
20	0,2161874	1,0000000	0,0910778	0,0451200	1,0000000	0,7734816	0,0725829	1,0000000	0,0678827	0,0472324	0,4722674	0,0694937	0,0655454	0,0040182	0,8877304	0,1653945	0,3342562	0,9752552	0,4200879	0,1209664	0,5811509	0,0364783	0,0194428	0,3633192	0,9998690	0,8388165	0,0950319	0,8665390	0,0662793	0,1058102	0,2292723	0,6648005	0,0352729	0,0392554	0,0234265	0,0628865	0,2491633	0,1825490	0,7925522	0,3070114	0,6873679	0,2553642	0,0000873	0,0433664	0,2076752	0,9471582	0,1480949	0,8153246	0,9329606	0,9316347	0,6650146	0,0211261	0,0114388	0,2394178	0,4647023	0,0122682	0,0542785	0,9004079	0,0138785	0,1101075	0,2838552	0,1298787	0,0297619	0,0716769
40	0,1548273	1,0000000	0,0910765	0,0451200	1,0000000	0,7934298	0,0427361	1,0000000	0,0561197	0,0472324	0,6694724	0,0924750	0,0655454	0,0040182	0,8230114	0,1941704	0,2698723	0,9814204	0,3258497	0,1209664	0,6391587	0,0531601	0,0170902	0,3633152	0,9998691	0,8305189	0,0940163	0,8616299	0,0474611	0,1058124	0,2328419	0,7232157	0,0321742	0,0352551	0,0234263	0,0776024	0,3829625	0,1735009	0,7925607	0,2648313	0,6876650	0,2384238	0,0000775	0,0415876	0,3047331	0,9473488	0,1453717	0,8520052	0,9546059	0,9558872	0,6422360	0,0210920	0,0107482	0,3894959	0,6346771	0,0122682	0,0532955	0,8925045	0,0136390	0,1199479	0,3436058	0,1298710	0,0297617	0,0711564
60	0,1154698	1,0000000	0,0910753	0,0451200	1,0000000	0,8221481	0,0251750	1,0000000	0,0414500	0,0472324	0,7856050	0,1133691	0,0655454	0,0040182	0,7841512	0,2449625	0,2358321	0,9881234	0,2696942	0,1209664	0,6822176	0,0638474	0,0155359	0,3632981	0,9998691	0,8083561	0,0950783	0,8535037	0,0417532	0,1058219	0,2390628	0,7579573	0,0277092	0,0302332	0,0234261	0,0814222	0,4730337	0,1578877	0,7925959	0,2049678	0,6889753	0,2118839	0,0000658	0,0379231	0,3695357	0,9481341	0,1403467	0,8426267	0,9692381	0,9701286	0,5870941	0,0210481	0,0097681	0,4981369	0,6997188	0,0122682	0,0511100	0,8703255	0,0133908	0,1186917	0,3625336	0,1298625	0,0297616	0,0700068
