betI	arcA	lldR	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	hdeA	yhiD	hdeB	rutF	rutE	rutA	rutG	rutD	rutB	rutC	gadC	cadA	gadB	fadL	cadB	sra	wza	wcaA	wzb	wzc	osmB	nemA	lldP	wcaB	betA	betB	lldD	rprA	bdm	betT	gadY	treB	hdeD	slp	treC	dctR	yjbE	yjbF
0,2702620	0,6164485	0,2316444	0,2490625	0,7004558	0,4797609	0,2952334	0,2594657	0,3400636	0,5211875	0,8245315	0,8795731	0,7155972	0,0219208	0,7442230	0,6982384	0,6812071	0,2004953	0,5833206	0,4042629	0,7410017	0,5094984	0,2995435	0,1584074	0,0283744	0,3571200	0,4515167	0,0167283	0,5826730	0,5156504	0,7223652	0,3240540	0,6118796	0,5990992	0,5230998	0,5663147	0,2600608	0,1504297	0,5238527	0,1193387	0,3499944	0,5315271	0,5253213	0,2829661	0,6997292	0,4747117	0,7432400	0,6952299	0,2683424	0,4829728	0,1230435	0,2349506	0,2513142	0,6563881	0,4523484	0,1480802	0,4426077	0,4758282	0,6271069	0,4602646	0,1196480	0,3573572	0,7460604	0,6146437
