"Time"	dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI
1040	1,0305439	0,4218073	0,0034635	0,4715887	0,9104023	0,8857026	0,9253714	0,4536780	0,4309103	0,6401338	0,9291428	0,1542852	0,0051355	1,0541731	0,0026534	0,6373450	0,9334498	0,2374876	0,1257470	0,8297563	0,1272394	0,6466727	0,0491562	0,4713093	0,6100672	0,3200344	0,0125425	0,1766903	0,3098214	0,0450387	0,0153891	0,4011465	0,5685549	0,4400319	0,2571312	0,7564504	0,7861156	0,9313416	0,7454609	0,9035446	0,9972717	0,9702079	0,0200904	0,2586945	0,9136439	0,0716034	0,0254758	0,0865983	0,1785741	0,0750605	0,0640168	0,4598590	0,8282432	0,0381483	0,1996329	1,0417067	0,7894966	0,5435300	0,0844566	0,0666381	0,0221015	0,0401370	0,3484096	0,6987181
1060	0,9927592	0,4000594	0,0027115	0,4457952	0,9595768	0,9223949	0,9476284	0,3566251	0,4287189	0,5819684	0,9625524	0,1462460	0,0041043	1,0151466	0,0054856	0,6710219	0,9032910	0,2503944	0,1371094	0,8453040	0,1282094	0,6188962	0,0562670	0,4598782	0,5734183	0,3202275	0,0136303	0,1493789	0,2697998	0,0187693	0,0141908	0,4172013	0,5848024	0,4263040	0,3016915	0,7387629	0,8775475	0,9254592	0,7579166	0,9250182	0,9875298	0,9056789	0,0182873	0,2639558	0,8774415	0,0723509	0,0291913	0,1074869	0,2046202	0,0455911	0,0811367	0,5710391	0,8751793	0,0364039	0,1995783	0,9963299	0,7883627	0,5368803	0,1134310	0,0886973	0,0190837	0,0243519	0,3735384	0,7770218
1080	1,0708355	0,4141103	0,0024891	0,3851397	0,9775384	0,8920187	0,9397590	0,3626877	0,4069021	0,6183352	0,9578569	0,1300516	0,0059720	1,0138962	0,0069235	0,6831489	0,8791389	0,3090517	0,1136430	0,8199175	0,1112784	0,5558393	0,0595085	0,5034047	0,5913530	0,3142406	0,0189453	0,2227784	0,3058349	0,0187503	0,0071295	0,3970965	0,5800316	0,4781417	0,2583681	0,7854167	0,8323308	0,9555952	0,7131905	0,9922647	1,0406695	0,9679890	0,0180099	0,2888789	0,9099565	0,0414061	0,0438334	0,0842507	0,2637196	0,0489611	0,0705632	0,5241045	0,8951062	0,0383708	0,2293675	1,0252533	0,8028386	0,4616334	0,1119601	0,0792060	0,0188616	0,0415663	0,3479850	0,8324405
1100	0,9987754	0,4024801	0,0000000	0,4144907	0,9581604	0,9124142	0,8939844	0,3799582	0,4359492	0,6649729	0,9394449	0,1702102	0,0045273	1,0023760	0,0030023	0,6400334	0,8434835	0,2845272	0,0943607	0,8226080	0,1031790	0,5312364	0,0620500	0,4683842	0,6405889	0,3427550	0,0170987	0,2064867	0,3083561	0,0302431	0,0143522	0,4048954	0,5770152	0,4218302	0,3061051	0,7444508	0,8634715	0,9840307	0,6971998	0,9559135	1,0258109	0,9148748	0,0138567	0,2790984	0,9391065	0,0381820	0,0460730	0,0891516	0,2582023	0,0622607	0,0808298	0,5561292	0,9583120	0,0482252	0,2272247	1,0507492	0,8490145	0,4530363	0,0844904	0,0716429	0,0156749	0,0685650	0,3494040	0,7916143

0	0,9716452	0,3025454	0,0040537	0,3986738	0,9667460	1,0174548	0,9852349	0,3666967	0,4519475	0,5981259	0,9426168	0,3234985	0,0138957	1,0521199	0,0097254	0,6190900	0,8756461	0,2886703	0,1046700	0,8508154	0,1111655	0,6495628	0,0851411	0,5032772	0,5947870	0,3634932	0,0172926	0,2829420	0,3174460	0,0356543	0,0269006	0,3840786	0,5920906	0,4536408	0,3009043	0,8444837	0,9021631	1,0125827	0,6867369	0,8895299	1,0946676	0,9200968	0,0146899	0,3159224	1,0630725	0,1531689	0,0398710	0,1134354	0,3024041	0,0716194	0,0919495	0,5369476	0,8852398	0,0430024	0,2231348	1,0285015	0,8540684	0,4236699	0,0964822	0,0693726	0,0097652	0,1240595	0,4228956	0,7311283
20	1,0415138	0,3236425	0,0007343	0,3396135	0,8983547	0,9605399	1,0371519	0,4026539	0,4375713	0,6309199	0,9345171	0,2999066	0,0141740	1,0509189	0,0034447	0,6675588	0,8895888	0,2151405	0,3335161	0,7433960	0,1946754	0,7268456	0,0430007	0,4996285	0,5600156	0,3100012	0,1597962	0,2453206	0,2965590	0,2945291	0,2394143	0,3803926	0,6720833	0,4159959	0,3355311	0,7943116	0,8175649	1,0689343	0,7396296	0,9542758	0,9659854	0,9638834	0,0210629	0,1648379	0,9971515	0,1960418	0,0313524	0,2614990	0,2403760	0,0647063	0,0979716	0,2836210	0,8893658	0,0366159	0,2234995	0,9849894	0,8004047	0,4339520	0,3823308	0,1970134	0,1616920	0,1679492	0,3871880	0,7303944
40	1,0377554	0,2902812	0,0000000	0,3176657	0,9609095	0,9596065	1,0370933	0,4140041	0,4215521	0,6806409	0,8830909	0,4149848	0,0097730	1,0495428	0,0062500	0,6552630	0,8181679	0,2035672	0,4996015	0,6393690	0,1944329	0,7831583	0,0321207	0,5805833	0,5670626	0,2945042	0,3054440	0,2016176	0,2902363	0,4265897	0,3860038	0,3476553	0,6492326	0,4100252	0,3695277	0,7562966	0,8185603	1,0226478	0,6529101	1,0342748	0,9684985	0,9755841	0,0154247	0,1011431	0,9911273	0,2224437	0,0294950	0,3426582	0,2552068	0,0813878	0,0857964	0,2021837	0,7969658	0,0469197	0,2281237	0,9270834	0,7699661	0,4486809	0,6317066	0,3421307	0,2447217	0,3630393	0,3998504	0,7224900
60	0,9986744	0,2862469	0,0002907	0,3211449	0,9213219	0,9518938	1,0281296	0,4952609	0,4326236	0,6449295	0,9262063	0,4654183	0,0056769	1,0126709	0,0034903	0,6283693	0,8387488	0,1883650	0,5641198	0,5108244	0,2127519	0,8325088	0,0474919	0,5772653	0,5711598	0,3077661	0,4123360	0,2351076	0,3201303	0,5436713	0,5030741	0,3751249	0,6236281	0,4419902	0,2880127	0,7825900	0,7898754	0,8665214	0,5819993	0,9725287	0,9785320	1,0212839	0,0135921	0,0657804	0,9451060	0,2008438	0,0326441	0,3847099	0,2648572	0,0828291	0,0734771	0,1780597	0,8401918	0,0467696	0,2321576	0,9509962	0,7951299	0,4353905	0,7436514	0,3967341	0,2917278	0,4842071	0,4492950	0,8320457
80	0,9487629	0,2612242	0,0009307	0,3972312	1,0556585	0,9871227	1,0135811	0,4529222	0,4356537	0,5804675	0,9931329	0,5451384	0,0083349	1,0309908	0,0065551	0,6047773	0,8460684	0,2024111	0,7679366	0,3812000	0,2358868	0,8381978	0,0737072	0,5709594	0,5664141	0,3240190	0,4110598	0,2194477	0,3057411	0,6442039	0,6141278	0,3801361	0,6234398	0,4261924	0,2774158	0,7953133	0,6400229	0,7584940	0,5108093	0,9658457	1,0721283	1,0063570	0,0154465	0,0545706	0,9355884	0,1591253	0,0223052	0,4230221	0,2457177	0,0702265	0,0784189	0,1557265	0,8567550	0,0462213	0,2016297	0,9434937	0,8154670	0,3926590	0,7382899	0,4294248	0,3213929	0,4785243	0,4585445	0,8356705
100	0,8810863	0,3386990	0,0005888	0,3928567	1,0606533	0,9107102	0,9952224	0,4354761	0,4419153	0,6576163	0,9722321	0,4714767	0,0047674	1,0072626	0,0128460	0,6092628	0,8444053	0,2670503	0,7771948	0,2865169	0,2587084	0,9151210	0,0956216	0,5516790	0,5426549	0,3461218	0,4325621	0,2028081	0,2580998	0,6821466	0,6735871	0,4476340	0,6030089	0,4489721	0,3022611	0,7915216	0,5081294	0,6262122	0,4410389	0,9370970	1,0773667	0,9851840	0,0145822	0,0264308	0,8485513	0,1342073	0,0374211	0,4076763	0,2592249	0,0653158	0,0934548	0,1418012	0,8890221	0,0457211	0,2197093	0,9477158	0,8192512	0,3323458	0,7889391	0,4802323	0,3427021	0,4747012	0,5541595	0,7454889
120	0,9003499	0,3571130	0,0005913	0,3206297	1,0305271	0,8801259	0,9963928	0,4226228	0,4512124	0,6323248	0,9418030	0,4345215	0,0056492	1,0947156	0,0133605	0,5760616	0,8592240	0,2683846	0,8198009	0,2106736	0,3216571	0,8984118	0,0801313	0,5541480	0,5293684	0,3707212	0,4685455	0,2510204	0,2937025	0,6695849	0,6679772	0,4165427	0,6081324	0,4993640	0,3109497	0,7597113	0,4140461	0,4815062	0,3864053	0,9037597	1,0028027	0,9995105	0,0119391	0,0221732	0,8754519	0,1509106	0,0442012	0,4458125	0,2311430	0,0531696	0,0780345	0,1490002	0,9779860	0,0479212	0,2351308	0,9179592	0,8063290	0,2637708	0,8831446	0,4599373	0,3650610	0,2542964	0,6532499	0,7813966
140	0,8701230	0,3668238	0,0003540	0,3467594	1,0805134	0,9496199	0,9614068	0,4088200	0,4743181	0,6632915	0,9050227	0,3460077	0,0095027	0,9678507	0,0097443	0,5803730	0,8044513	0,3047306	0,8486296	0,1353716	0,3489891	0,8739917	0,0707700	0,5361691	0,5514657	0,3846814	0,4959336	0,2889595	0,3074660	0,7121588	0,7259022	0,4034136	0,6079678	0,4656999	0,2946276	0,7483928	0,3116813	0,3648271	0,3453280	0,8967869	0,9962335	1,0300485	0,0136013	0,0131590	0,7761465	0,1670875	0,0326424	0,4490717	0,2746209	0,0531497	0,0931723	0,1229635	0,8940928	0,0444828	0,2410784	0,8933410	0,8565378	0,2283394	0,9265617	0,4467104	0,3809189	0,1822579	0,7792114	0,7552485
160	0,9055725	0,4134658	0,0000000	0,3785023	1,0490836	0,9856119	0,9224963	0,3427576	0,4818734	0,6437938	0,9425316	0,4006819	0,0088316	0,9754064	0,0041608	0,5919283	0,8266847	0,2722929	0,8929463	0,0932723	0,3669432	0,9419252	0,0773261	0,4995849	0,5294541	0,3261714	0,5030076	0,2735047	0,2496555	0,6769743	0,7620495	0,3965332	0,6740881	0,4378882	0,2712937	0,8267677	0,2262744	0,2960170	0,3190966	0,9468581	0,9940147	0,9997137	0,0191418	0,0116870	0,5973724	0,2206881	0,0292899	0,4889083	0,2620788	0,0573527	0,0884960	0,1160995	0,9188232	0,0391480	0,2553264	0,9264237	0,8802832	0,1774470	0,9465707	0,4565304	0,3713488	0,3674828	0,7393586	0,7455025
180	0,8794425	0,4271873	0,0007332	0,3758615	1,0629497	0,9924408	0,9883777	0,3747464	0,5379731	0,6978251	0,9179889	0,4775967	0,0073707	0,9978114	0,0035473	0,5803348	0,8008481	0,2316243	0,9112911	0,0627079	0,3587754	1,0110661	0,0828910	0,4792925	0,5695501	0,2906128	0,5182950	0,2735783	0,2606036	0,7122306	0,7719939	0,4178825	0,6333241	0,4368111	0,2998636	0,8080954	0,1599008	0,2496293	0,2847765	0,8822837	0,9860375	0,9623788	0,0240573	0,0048553	0,5091557	0,3449953	0,0345715	0,4887374	0,2748680	0,0335904	0,0801706	0,1059471	0,8822350	0,0387223	0,2602768	0,9995951	0,8181105	0,1354162	0,9486176	0,4306613	0,4084906	0,5462420	0,7969295	0,7376852
200	0,9653735	0,4139041	0,0003629	0,3509267	1,0659189	1,0010442	0,9675228	0,4170659	0,5161002	0,7356871	0,9763235	0,4931006	0,0043258	1,0000474	0,0020042	0,5892682	0,8448425	0,1861731	0,9269066	0,0449353	0,3846001	1,0422383	0,0837891	0,5029828	0,5788477	0,2927473	0,5386868	0,2449129	0,2943060	0,7135117	0,8039094	0,4150418	0,5764783	0,4427735	0,3054955	0,8002899	0,1180240	0,1814883	0,2198034	0,9900393	0,9965593	0,9466996	0,0176958	0,0053075	0,4238395	0,3317170	0,0256082	0,5027298	0,2565205	0,0443298	0,0716845	0,1042476	0,9197453	0,0359606	0,2567529	0,9810721	0,8651492	0,1087285	0,8878952	0,4621083	0,4173376	0,4211464	0,7999960	0,7810039
220	0,9564250	0,3893076	0,0002787	0,3752589	1,0429083	0,9821412	0,9562100	0,4033376	0,5165994	0,7366702	0,9705239	0,5009666	0,0032480	0,9665407	0,0003587	0,6515267	0,8711352	0,2245561	0,9529140	0,0318523	0,3927795	0,9315777	0,0705439	0,5082980	0,5691431	0,3216852	0,5434994	0,2912785	0,2637030	0,7231939	0,7572100	0,4387074	0,6247263	0,4540853	0,3183193	0,8078045	0,0824090	0,1515291	0,2182211	1,0355194	0,9374420	0,9450959	0,0115172	0,0102199	0,2849656	0,2856251	0,0250682	0,5227418	0,2399796	0,0586035	0,0665303	0,1205916	0,8976201	0,0292361	0,2886199	0,8955289	0,9131973	0,0838768	0,9184935	0,4880444	0,3911201	0,4966736	0,7758403	0,8556392
240	0,9935234	0,3700224	0,0009112	0,3836282	1,0539752	0,9443893	0,9099763	0,4145632	0,4689834	0,6826149	0,9228631	0,5508672	0,0000000	0,9846549	0,0035417	0,6645221	0,7961788	0,2160244	0,8583386	0,0231760	0,3986505	0,9246042	0,0557939	0,4892145	0,5846235	0,3409926	0,5391546	0,2818236	0,2806207	0,7011404	0,7403523	0,4128699	0,6662541	0,4510414	0,3345549	0,7906282	0,0605726	0,1435465	0,1654564	0,9707232	0,9682943	0,9270589	0,0135564	0,0050717	0,1798133	0,2087555	0,0278631	0,4751458	0,2567413	0,0609242	0,0731936	0,1431855	0,9209361	0,0429144	0,2362907	0,9018780	0,8645791	0,0495424	0,8664361	0,4785848	0,3767617	0,4659952	0,8189002	0,8633818
260	0,9591391	0,3591912	0,0012405	0,3251663	1,0358267	0,9649946	0,9029442	0,4982454	0,4730938	0,6653584	0,9775213	0,4876554	0,0023175	1,0093665	0,0047836	0,6497273	0,8230806	0,2212772	0,9161047	0,0179850	0,4292674	0,9879464	0,0616296	0,4968049	0,5976825	0,3620135	0,5683528	0,2862465	0,2552113	0,6603620	0,6755274	0,3989331	0,7035516	0,4322463	0,3342446	0,8578896	0,0555223	0,1489974	0,1506301	0,9506888	0,9644254	0,9227997	0,0118334	0,0044546	0,1188844	0,1714089	0,0277488	0,4101463	0,2391197	0,0703107	0,0629712	0,0991289	0,9453029	0,0404001	0,2241045	0,9955672	0,8171863	0,0524762	0,8943728	0,4977752	0,3728402	0,3177994	0,8092087	0,7756010
280	1,0389883	0,3847907	0,0000628	0,3000326	1,0133707	0,8892160	0,9288174	0,3858073	0,4456592	0,6016122	0,9771535	0,3926667	0,0045446	1,0215372	0,0094581	0,5957545	0,8468184	0,2032276	0,9070611	0,0166408	0,4235363	0,9527528	0,0571417	0,4764050	0,5834746	0,4150946	0,5563979	0,3272360	0,2338736	0,6574225	0,7246448	0,4024306	0,6579978	0,4585895	0,3061701	0,8291521	0,0585969	0,1464219	0,1403546	0,9205431	1,0223172	0,8809195	0,0166579	0,0026328	0,0735138	0,1609251	0,0287600	0,3876090	0,2760187	0,0712428	0,0717030	0,0974461	0,9148153	0,0435493	0,2404552	1,0173757	0,8350724	0,0455578	0,8377431	0,5145250	0,3836765	0,2198175	0,8670731	0,7930892
300	1,0747028	0,3523092	0,0001644	0,3492137	1,0445629	0,9199758	0,9535121	0,3716071	0,4393563	0,5835686	0,8844095	0,2875170	0,0020937	1,0358357	0,0059490	0,6128839	0,8832273	0,2095392	0,8629594	0,0076718	0,4526278	1,0005145	0,0760869	0,4648073	0,5991894	0,4170278	0,5281116	0,3017689	0,2377119	0,6718898	0,7644816	0,3500680	0,6264813	0,4261606	0,2863773	0,8284855	0,0607563	0,1424194	0,1045900	0,9778740	1,0623258	0,9500166	0,0237366	0,0002605	0,0548178	0,2268423	0,0374341	0,4329929	0,2512623	0,0644117	0,0676420	0,1290379	0,9245850	0,0418030	0,2245056	0,9738096	0,8740297	0,0472424	0,8912057	0,5065509	0,4132154	0,1502023	0,9134433	0,8022362
320	1,0674122	0,3474556	0,0000000	0,3475190	1,0000197	0,9659677	0,9358964	0,3530618	0,4082373	0,5798825	0,9732219	0,2460462	0,0048009	1,0631580	0,0057289	0,6482711	0,9017303	0,1967956	0,9604772	0,0075798	0,4442117	0,9350149	0,0849206	0,4657432	0,5960453	0,3240949	0,5333335	0,2967308	0,2728211	0,6718894	0,7246362	0,3458681	0,5970325	0,4175277	0,2577307	0,7768049	0,0484601	0,1231856	0,1010854	0,9308882	1,0417161	0,9516893	0,0229961	0,0031339	0,0397041	0,2104070	0,0366016	0,4838651	0,2557292	0,0549955	0,0645320	0,1247984	0,9401775	0,0427930	0,2612012	0,9443859	0,8071925	0,0441129	0,8987886	0,5256607	0,4457855	0,1184652	0,9283495	0,8351514
340	1,0763452	0,3410070	0,0005154	0,3476499	0,9996760	0,9312863	0,9215548	0,4154473	0,4264406	0,6366823	0,8800678	0,3107208	0,0040432	1,1061057	0,0033874	0,6610902	0,8694953	0,1980929	0,9114111	0,0056112	0,3768720	0,9965364	0,0825615	0,4758848	0,5961724	0,3293030	0,5085601	0,2903295	0,2815421	0,6947266	0,7337337	0,3639856	0,6084449	0,4415484	0,2391247	0,8225673	0,0364420	0,1044249	0,1051062	0,9246765	1,0367510	1,0596338	0,0297348	0,0072929	0,0364423	0,1708854	0,0331124	0,4331434	0,2674035	0,0687033	0,0626830	0,1108360	0,8503460	0,0416283	0,2708898	0,9248083	0,7691400	0,0227944	0,9626764	0,5249034	0,4687492	0,2157525	0,9292450	0,7946283
360	1,0135733	0,3972982	0,0000000	0,3820665	0,9968438	0,8783973	0,9553411	0,4570701	0,4482751	0,6879160	0,8806068	0,3824022	0,0055367	1,0484560	0,0033926	0,6592907	0,8153637	0,1912839	0,9202538	0,0022713	0,3299402	0,9031336	0,0729102	0,4893283	0,6104611	0,2916082	0,5196893	0,2902071	0,2786721	0,6851528	0,7568861	0,3722140	0,6068204	0,4744509	0,2608715	0,7351698	0,0342070	0,0996991	0,1191397	0,9086970	1,0249196	1,0756110	0,0259268	0,0120544	0,0355960	0,1569595	0,0353931	0,4063250	0,2445938	0,0631683	0,0559735	0,1009876	0,8300482	0,0341033	0,2554092	0,8719941	0,8211917	0,0198119	0,9629075	0,5009632	0,4656524	0,3957929	0,8539037	0,7691069
380	0,9826820	0,3787492	0,0003331	0,3697423	0,9823138	0,9394722	1,0113964	0,3980413	0,4887985	0,6855497	0,9507439	0,4467496	0,0018309	1,0525510	0,0018342	0,6780560	0,8137086	0,2180306	0,8684656	0,0026200	0,3598229	0,8722234	0,0604048	0,4767723	0,5869667	0,2947687	0,4402688	0,2250541	0,3317979	0,7290615	0,7591933	0,3754895	0,5731171	0,4580933	0,2541310	0,7292386	0,0319624	0,0996793	0,1332500	0,9263342	1,0500814	1,0388407	0,0176031	0,0109334	0,0427107	0,0830962	0,0306707	0,4590728	0,2424961	0,0687592	0,0497599	0,0801014	0,8504008	0,0336985	0,2417701	0,9223334	0,8032076	0,0174079	0,9777646	0,4543142	0,4119193	0,4956118	0,8371703	0,7627530
400	0,9523344	0,3529894	0,0000164	0,3412898	1,0445648	0,9317516	1,0177373	0,4052899	0,4658604	0,5696120	0,9298191	0,3951867	0,0011615	1,0564488	0,0022122	0,6512291	0,8203476	0,2484564	0,8996020	0,0034684	0,3884028	0,8676292	0,0665165	0,4423537	0,5703444	0,2944228	0,4651431	0,1249335	0,3119667	0,7036041	0,7800672	0,3778468	0,5362850	0,4453100	0,2407172	0,7544639	0,0487531	0,1029469	0,1486759	0,9550395	1,0078655	1,0115754	0,0125343	0,0093906	0,0352547	0,0471945	0,0350323	0,4503101	0,2722839	0,0541777	0,0625341	0,1454423	0,8954387	0,0314751	0,2486401	0,9975062	0,8592142	0,0185465	0,9081053	0,4897686	0,4276783	0,3187368	0,8734129	0,7078154
420	1,0306467	0,3709379	0,0000820	0,3893095	1,0489612	0,9658878	0,9529569	0,3988018	0,4748876	0,5306849	0,9186596	0,3458158	0,0020241	1,0692913	0,0038993	0,6126268	0,8379620	0,2442515	0,8954862	0,0061886	0,2884610	0,8979866	0,0647544	0,4603075	0,5671918	0,3679177	0,5024759	0,1496724	0,2720580	0,7570649	0,8072977	0,4003499	0,5846150	0,4636470	0,2718835	0,8210711	0,0574234	0,1172270	0,1671991	0,9676897	0,9672688	0,9775446	0,0158120	0,0068752	0,0247827	0,0625367	0,0221093	0,4378835	0,2613623	0,0353550	0,0643702	0,1429815	0,7783652	0,0373213	0,2343375	1,0325243	0,8518421	0,0210656	0,8943196	0,4866924	0,4361970	0,2275053	0,8869100	0,7508062
440	1,0097907	0,3515067	0,0001596	0,4055061	1,0198969	0,9551583	0,9239439	0,3972597	0,4371768	0,5206940	1,0016088	0,3746249	0,0023377	1,0555405	0,0043548	0,6487968	0,8348740	0,2569594	0,9153065	0,0084160	0,2787849	0,9074581	0,0717093	0,5131831	0,5535463	0,3556284	0,5246276	0,2162310	0,2753898	0,7575027	0,7915783	0,3591213	0,6020012	0,4863430	0,2562461	0,8104192	0,0736027	0,1067812	0,1546436	1,0341304	0,9996658	0,9231727	0,0102885	0,0051079	0,0431954	0,1372073	0,0167235	0,4520265	0,2492953	0,0605245	0,0735155	0,1455452	0,8930962	0,0346242	0,2073198	0,9699172	0,8710844	0,0242393	0,8854365	0,4905285	0,4492624	0,2707356	0,8925313	0,7634443
460	0,9600466	0,3539737	0,0004031	0,3539730	1,0299277	0,9377155	0,8991392	0,3776990	0,4239744	0,5437885	0,9713413	0,2772879	0,0055421	1,0070347	0,0019298	0,6365532	0,8193843	0,2426010	0,8941056	0,0111802	0,2878343	0,9266561	0,0657547	0,5129689	0,5311098	0,3790739	0,4938372	0,2466174	0,2534698	0,6950748	0,7764935	0,3465352	0,6590605	0,4802185	0,2688254	0,7856685	0,0600113	0,1189424	0,1744259	0,9969819	0,9762851	0,9655322	0,0126115	0,0035666	0,0352829	0,0946487	0,0229689	0,4593799	0,2280753	0,0609858	0,0796112	0,1346508	0,9364158	0,0380151	0,2369779	1,0422912	0,8299933	0,0234682	0,9401858	0,5128504	0,4348115	0,1767179	0,9463515	0,8484240
480	0,9324967	0,3377927	0,0000405	0,3136263	1,0865961	0,9508762	0,8471909	0,4024578	0,4418494	0,6445626	0,9136990	0,2466461	0,0075886	0,9956559	0,0021936	0,5763336	0,8053274	0,2059192	0,9230778	0,0085444	0,2614294	0,8623997	0,0732024	0,5416498	0,5747232	0,3462993	0,5132522	0,2494324	0,2839852	0,6969792	0,8459835	0,3726280	0,6316282	0,4645626	0,2734310	0,8037370	0,0425960	0,1423930	0,1904851	0,9975053	1,0269454	0,9443439	0,0087589	0,0013011	0,0435241	0,0693065	0,0241680	0,4607309	0,2607074	0,0643847	0,0852677	0,1503028	0,9064650	0,0559617	0,2487163	1,0372574	0,8730247	0,0177614	0,8525050	0,5372471	0,4408034	0,1400377	0,9931102	0,8158766
500	0,9473557	0,3833263	0,0000000	0,3313290	1,0603052	0,9449134	0,8290520	0,3814003	0,4080697	0,7247472	0,9175993	0,2939698	0,0035279	1,0433397	0,0068721	0,6126443	0,8182018	0,2218935	0,9378903	0,0064378	0,2477759	0,8217488	0,0758120	0,5232211	0,5903879	0,3219580	0,4760514	0,2633895	0,2933157	0,7794286	0,8743368	0,4112586	0,5753822	0,4645927	0,2541192	0,7586410	0,0421446	0,1299617	0,1671779	0,9522361	1,0455237	0,9160960	0,0068519	0,0066273	0,0277939	0,0938286	0,0448697	0,5493710	0,2436645	0,0495901	0,0963207	0,1469440	0,8820264	0,0586151	0,2229443	0,9794959	0,8575186	0,0254621	0,8320226	0,5270760	0,4507843	0,1460466	0,9154920	0,7843171
520	0,9528627	0,4036807	0,0005620	0,3833219	1,0274714	0,9497986	0,9295564	0,4076698	0,3878792	0,6074211	0,8876069	0,3333346	0,0004122	0,9543951	0,0035631	0,5993391	0,8149826	0,2115546	0,9181116	0,0040180	0,2200373	0,8039265	0,0894080	0,5009039	0,5566250	0,3136828	0,4912628	0,2411927	0,2614871	0,7603386	0,8203108	0,4322614	0,5706153	0,4656300	0,2618294	0,7164155	0,0357201	0,1514906	0,1557732	0,9888084	1,0454052	0,9110897	0,0086132	0,0060231	0,0284007	0,0896535	0,0412413	0,5288594	0,2802116	0,0583382	0,0877235	0,1153045	0,8848344	0,0617884	0,2200123	0,9857700	0,8716919	0,0116678	0,8788482	0,5144270	0,4083044	0,1830056	0,9196245	0,7364296
540	0,9966722	0,3799593	0,0007607	0,3893860	1,0184322	0,9977631	0,9765288	0,3954569	0,4075183	0,6046042	0,9313335	0,2707031	0,0003189	1,0113065	0,0074610	0,6228345	0,7736713	0,2410128	0,8866074	0,0022301	0,2145583	0,8100902	0,0820041	0,4442663	0,5779908	0,3380670	0,4652556	0,2156786	0,2903802	0,7717647	0,8219688	0,3931506	0,5951197	0,4412303	0,2594125	0,7260693	0,0717011	0,1425668	0,1556954	0,9811804	1,0390795	0,9135050	0,0090938	0,0047279	0,0268866	0,0573388	0,0371765	0,5368166	0,2770835	0,0612507	0,0813842	0,1092032	0,8895521	0,0602893	0,2037108	1,0133801	0,8620672	0,0120458	0,9685217	0,4760539	0,4025580	0,1169725	0,9588347	0,8205438
560	0,9319824	0,4013222	0,0002987	0,3801123	1,0036645	0,9639509	0,9491972	0,3829454	0,3738740	0,6092494	0,8990393	0,1577455	0,0043911	1,0031861	0,0021661	0,6481106	0,8313008	0,2359895	0,8527445	0,0032701	0,2109757	0,7864066	0,0701573	0,4816714	0,5804082	0,3032032	0,4651227	0,2099109	0,3048034	0,7700159	0,8450438	0,4332856	0,6000334	0,4654763	0,2837140	0,6940150	0,0510097	0,1277224	0,1172273	1,0559153	1,0316855	0,8172665	0,0176028	0,0043983	0,0274685	0,0742156	0,0348521	0,4768601	0,2382420	0,0603752	0,0823073	0,1174792	0,9736542	0,0548897	0,2502476	0,9664861	0,8659866	0,0157835	0,9891644	0,5018924	0,4224044	0,0631036	0,9619668	0,7717718
580	0,9949204	0,4232803	0,0064489	0,4642362	1,0639830	1,0007266	0,9275045	0,3420870	0,4011835	0,6601966	0,8723841	0,1859944	0,0067330	0,9684328	0,0025232	0,6000963	0,8136906	0,3030856	0,8137371	0,0526509	0,1702041	0,7023327	0,0586044	0,5117070	0,5940675	0,2854587	0,2839252	0,2763307	0,2726310	0,5195574	0,6011567	0,4189171	0,5554961	0,4365567	0,3227696	0,7084988	0,0520326	0,1284963	0,1210452	1,0306481	1,0058563	0,8716701	0,0179457	0,1215069	0,0285031	0,0857227	0,0223501	0,3527590	0,2754830	0,0692116	0,0836475	0,3471491	0,9883297	0,0506254	0,2384721	0,9916196	0,8933011	0,0168968	0,6037551	0,3976372	0,2617301	0,0967369	1,0041669	0,6757279
600	0,9713406	0,4346013	0,0030751	0,4462870	1,1232693	0,9399184	0,9685814	0,4323260	0,4060380	0,6718484	0,8970244	0,2832118	0,0061717	1,0376303	0,0014096	0,5901412	0,7972433	0,2727562	0,7541484	0,0802444	0,1483126	0,6486827	0,0791142	0,5087766	0,5943110	0,2815634	0,1856422	0,2423094	0,2854508	0,3562284	0,4318311	0,3525907	0,5681880	0,4589406	0,3066178	0,6840041	0,0345711	0,1277496	0,1164084	0,9724046	1,0515354	0,9322128	0,0199536	0,1479356	0,0231135	0,1043738	0,0183782	0,2361794	0,2599551	0,0521345	0,0916742	0,4381120	0,9048126	0,0348715	0,2360991	1,0135231	0,8433476	0,0123825	0,4019227	0,2732357	0,1803588	0,2596092	1,0014606	0,6709022
