"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
440	0,1182121	0,0728836	0,0459241	0,0841912	0,2882807	1,0242179	0,7219231	0,8478156	0,3010920	0,0494148	0,8132891	0,9526036	0,7668556	1,0542111	0,8250208	0,6215588	0,2890449	0,4637482	0,6419186	1,0058464	0,8740591	0,2157742	0,9567056	0,5076494	0,2754283	0,7602587	0,9287976	0,8533957	0,5806356	0,4539016	0,3191969	0,6504972	0,6833491	0,1109984	0,9355015	0,5706733	0,4464040	0,5572071	0,6136605	0,2441587	0,5533741	0,3691204	0,2192965	0,2405717	0,2313819	0,9863792	0,0576297	0,3421974	0,7682260	0,4285258	0,6191873	0,6817097	0,0929358	0,1043479	0,0695964	0,9431048	0,0044014	0,0004067	0,5044403	0,0554944	0,0045485	0,9570030	0,5419954	0,2057105
460	0,1046618	0,0719423	0,0378484	0,0915706	0,3487170	1,0655779	0,7174354	0,8282131	0,3407493	0,0394152	0,7968228	0,9385771	0,7677437	1,0572241	0,8734406	0,6583409	0,3078844	0,4301044	0,6461707	1,0266602	0,8656405	0,2387556	0,9497639	0,5463587	0,2413708	0,7673505	0,9636234	0,8890011	0,6289819	0,4443418	0,2903094	0,6403390	0,6792205	0,1008922	0,9747398	0,5746381	0,4045634	0,5499801	0,5870633	0,2401943	0,5668882	0,3484779	0,2186771	0,2364599	0,2357073	0,9615999	0,0483087	0,3332740	0,7877298	0,4111615	0,6479014	0,6316042	0,0846317	0,0843848	0,0729478	0,9624698	0,0044067	0,0001245	0,4909208	0,0544252	0,0061431	0,9712861	0,5971614	0,2028743
480	0,0943911	0,0685241	0,0353922	0,0927125	0,3808351	1,0441141	0,7116970	0,8314269	0,2655658	0,0510351	0,8096038	0,9923019	0,7176901	1,0098246	0,8385298	0,6966749	0,3232951	0,4548052	0,5981355	1,0311769	0,8198920	0,2277734	0,9104652	0,4695523	0,2644761	0,7364720	0,9437893	0,8157236	0,5848110	0,4120979	0,2685344	0,6342515	0,6819104	0,0886943	0,9990451	0,5712419	0,4380511	0,5407202	0,5892812	0,2558886	0,5866934	0,3608281	0,2124829	0,2059927	0,1721510	1,0341019	0,0347610	0,3848262	0,8816164	0,3878076	0,6320514	0,6358655	0,0756980	0,0626365	0,0491233	0,9932553	0,0107661	0,0001447	0,5012820	0,0379496	0,0050117	1,0382237	0,6189514	0,1837689
500	0,0756711	0,0659344	0,0389700	0,0926024	0,3888379	1,0251042	0,6453212	0,8097991	0,2868909	0,0480786	0,8419162	0,9463556	0,7493972	0,9966930	0,8489040	0,6873338	0,3142224	0,4846689	0,5667987	1,0260948	0,8686355	0,2067369	0,8872564	0,5069429	0,2501879	0,7472275	0,9582437	0,8296633	0,5800940	0,3868609	0,2506037	0,5904800	0,6543338	0,0864262	1,0126632	0,5448466	0,4521643	0,5911593	0,5477703	0,2118722	0,5853365	0,3633716	0,2453324	0,2306855	0,1336834	0,9482408	0,0405075	0,3686408	0,8240089	0,3674921	0,6175633	0,6301719	0,0779886	0,0593183	0,0572764	1,0009691	0,0131133	0,0028198	0,4265769	0,0425362	0,0043486	1,0196282	0,6315654	0,1677682
520	0,0750663	0,0958811	0,0290817	0,1123452	0,4177872	1,0787732	0,6132900	0,8871518	0,3018768	0,0724636	0,8911031	0,9495485	0,7516302	1,0385835	0,8570855	0,6588687	0,3162308	0,4232354	0,5769345	0,9960164	0,8076293	0,1952343	0,8847164	0,4710261	0,2880094	0,7345212	0,9423646	0,8175982	0,6325853	0,4580964	0,2322810	0,5716338	0,6437690	0,0791437	1,0017050	0,5564246	0,5050593	0,6224907	0,5909597	0,2397781	0,5641646	0,3552503	0,2791496	0,2627021	0,1463246	0,9860857	0,0450687	0,3971644	0,7603395	0,3282582	0,5847533	0,6601590	0,0875013	0,0653230	0,0502186	0,9926826	0,0216277	0,0036507	0,4864419	0,0603852	0,0074538	0,9842747	0,6201624	0,1702612
540	0,0745974	0,1150969	0,0345184	0,1012857	0,4029100	1,1567653	0,6826659	0,8480683	0,3342514	0,0818207	0,9484917	0,9737384	0,7814967	0,9817129	0,8710115	0,6657171	0,3262241	0,4205422	0,6858522	1,0621060	0,8831361	0,1792947	0,8915106	0,4775824	0,2978178	0,7473330	0,9513355	0,8815842	0,6072674	0,4631025	0,2400049	0,5792570	0,6475179	0,0932528	1,0308546	0,5394885	0,4788783	0,6434743	0,6075657	0,2131838	0,5238412	0,4199041	0,2942266	0,2546447	0,1471719	0,9909788	0,0687860	0,4311394	0,8221399	0,3840507	0,5933826	0,7174408	0,0767712	0,0943663	0,0409112	1,0327856	0,0281348	0,0020725	0,4765387	0,0495299	0,0114659	1,0024711	0,5916878	0,1557895
560	0,0873230	0,1200418	0,0270361	0,0926850	0,3830451	1,0494699	0,6459467	0,8671177	0,3659767	0,0766420	1,0103551	1,0145547	0,8501634	0,9266094	0,8590492	0,6538457	0,2823641	0,4201504	0,6873357	1,1483299	0,8913306	0,1663873	0,8878690	0,4432765	0,3749753	0,7293512	0,9961006	0,9528264	0,5610096	0,5024236	0,2363292	0,6452797	0,6970774	0,0763746	0,9989128	0,5120872	0,4516402	0,5938393	0,5816294	0,2074297	0,5317856	0,4080558	0,2482369	0,2651219	0,1461115	0,9202492	0,0504379	0,4669357	0,7624391	0,4088843	0,6479267	0,7056414	0,0931783	0,1088187	0,0418679	0,8992582	0,0275754	0,0011496	0,5055803	0,0283033	0,0121735	0,8987358	0,5829185	0,1756159
580	0,1774184	0,2164652	0,0325181	0,1066577	0,3949599	0,9264926	0,6790952	0,8529645	0,3272659	0,0659779	1,0636858	0,9281830	0,8573053	1,0031656	0,9884740	0,6258857	0,3131725	0,4069260	0,6627796	1,0744946	0,7755472	0,1666819	0,9528547	0,3691573	0,3437352	0,7530901	1,0341690	0,9716710	0,5968987	0,5202248	0,2485234	0,6017142	0,7226523	0,0941176	1,0184479	0,4875927	0,4353275	0,5458566	0,3912792	0,2169569	0,5055173	0,4178564	0,2183619	0,2692668	0,1306939	0,8615101	0,0549055	0,4402667	0,8087071	0,3893988	0,6691834	0,7533150	0,0735184	0,1069157	0,0500296	0,9304773	0,0212992	0,0050127	0,5305576	0,0223603	0,0088277	0,8666421	0,5160706	0,1902386
600	0,2980037	0,4223087	0,0268386	0,1024530	0,4008174	1,0280894	0,7379292	0,8198925	0,2892383	0,0966945	1,0436409	0,9822766	0,8472831	1,0317987	1,0339231	0,6881941	0,3031730	0,3956730	0,5574779	1,0743737	0,8411957	0,1757747	1,0004616	0,3045682	0,3628995	0,7335557	1,0597614	0,9026525	0,5837707	0,4907998	0,2674536	0,5556660	0,6523213	0,0921515	1,0165739	0,4913737	0,3998058	0,5561481	0,2421932	0,1840118	0,5576274	0,4109791	0,1691123	0,2842648	0,0966286	0,7868200	0,0611338	0,4378927	0,8056656	0,3544445	0,6863927	0,7641462	0,0782573	0,1178996	0,0834445	0,9496972	0,0306785	0,0078902	0,4907637	0,0214926	0,0133551	0,9306999	0,4629242	0,1701441
620	0,4807416	0,6586760	0,0380778	0,0997421	0,3582236	1,1004712	0,7338449	0,7628125	0,2698750	0,1308344	0,9065823	0,9462641	0,8005002	1,1317346	0,9894291	0,6751921	0,3189360	0,4306794	0,5414265	1,0393621	0,9029843	0,1424814	1,0616003	0,2610001	0,3387336	0,7476106	1,0565147	0,8286937	0,5846301	0,5303337	0,2772422	0,6061195	0,6803243	0,0984532	0,9541960	0,4642729	0,4289214	0,5499319	0,1751105	0,1739710	0,5627141	0,3813834	0,1672861	0,2448095	0,0902688	0,7547223	0,0625211	0,4159864	0,7929924	0,2607471	0,7496453	0,7834707	0,0989697	0,1204999	0,1749171	0,9987014	0,0440023	0,0195576	0,4958743	0,0098585	0,0583981	0,9881325	0,3349144	0,1436970
640	0,5861646	0,8659601	0,0289468	0,0910488	0,3251182	1,0370169	0,8203362	0,7882381	0,2740882	0,1083562	0,8388819	0,8774846	0,7807535	1,0774588	1,0208281	0,6538752	0,2884343	0,4174116	0,6044006	1,0028669	0,9288274	0,1636557	1,0237402	0,1938821	0,3096351	0,7309536	0,9987571	0,7738508	0,5430119	0,5156364	0,2752057	0,5595748	0,7064455	0,1126133	0,9622141	0,4702847	0,4278320	0,6550497	0,1909748	0,1821635	0,6084551	0,3179168	0,1685219	0,2316226	0,0642731	0,6192630	0,1490292	0,4461083	0,8642639	0,2223961	0,8367147	0,8054191	0,1401543	0,1100418	0,2954599	0,8725748	0,0439993	0,0919499	0,5123739	0,0143255	0,0918670	1,0267780	0,2795003	0,1669211
660	0,7387490	0,9107896	0,0262377	0,0730025	0,3125385	1,1175622	0,8100213	0,7707410	0,2477837	0,1036681	0,8370337	0,7882754	0,7907258	1,1236526	0,9890533	0,6163813	0,3076763	0,4791336	0,6446106	0,9845217	0,9245411	0,2044618	0,9970807	0,1989024	0,3155342	0,6490518	0,9481610	0,8666418	0,5715176	0,5034554	0,2719622	0,6606362	0,7308127	0,1132961	0,9571424	0,4654482	0,3784597	0,6417582	0,2381441	0,1894453	0,6336005	0,3234753	0,1879798	0,2125714	0,0555253	0,5745225	0,2162764	0,3991705	0,7925510	0,2203028	0,8779268	0,8250905	0,1982279	0,1154008	0,4769063	0,9211903	0,0557570	0,2105499	0,4949592	0,0177889	0,1366459	0,9759574	0,2644968	0,1887792
680	0,9108826	0,9963039	0,0321449	0,0776710	0,2370236	1,0864471	0,8392435	0,7729691	0,2638471	0,1381328	0,7935051	0,7771776	0,8471446	1,0719656	0,9775018	0,6866150	0,3080898	0,4704429	0,6836455	0,9264351	0,9332403	0,1886070	1,0387532	0,1913476	0,3171822	0,6684769	0,9627533	0,8815925	0,5500048	0,4021092	0,2619296	0,6360761	0,7986637	0,1359547	0,9772203	0,4617158	0,4137989	0,6397486	0,2545391	0,1828755	0,6940512	0,3283226	0,1910750	0,2216254	0,0540974	0,5650324	0,3262970	0,3888575	0,7923169	0,2441843	0,8940429	0,8011600	0,2185237	0,0948135	0,6547861	0,8707063	0,0900982	0,3344254	0,4520356	0,0352660	0,2133872	1,0763759	0,2997386	0,2642171
700	0,9237968	1,0180892	0,0366104	0,0882019	0,1716502	0,9971391	0,8677230	0,7647485	0,2774944	0,1288513	0,8363053	0,7830567	0,8561541	1,1017084	0,9459235	0,7223606	0,3225718	0,4333052	0,6926556	1,0110084	0,8689240	0,1811245	0,8803985	0,1953949	0,2897468	0,6610540	0,9062644	0,8090503	0,5078391	0,4622150	0,2629308	0,6922178	0,8042077	0,1429194	0,9470189	0,3682312	0,4259632	0,6010896	0,2759851	0,2698458	0,7260638	0,3930470	0,1742588	0,2590581	0,0320338	0,5385114	0,4524294	0,3429432	0,7820109	0,2729441	0,8945613	0,7544410	0,2655795	0,0986728	0,7070597	0,9550712	0,0795586	0,4674593	0,4416684	0,0341356	0,1967849	1,0651627	0,2928668	0,2792242
720	0,8899170	1,1087067	0,0451743	0,1020357	0,1324297	1,0445991	0,8645568	0,8187421	0,2745773	0,1290861	0,8639744	0,7439040	0,7992121	1,0739069	0,9183423	0,6724861	0,3072184	0,3957492	0,6864842	1,0158760	0,8099369	0,1710856	0,8761576	0,1628692	0,2985134	0,6837261	0,8985060	0,7469323	0,5871158	0,4229238	0,2808335	0,6614295	0,7934213	0,1397359	0,8971404	0,3294931	0,4594848	0,6058819	0,2274435	0,2989711	0,7441279	0,4064480	0,2067821	0,2680675	0,0555323	0,5400016	0,5487841	0,3173535	0,6950928	0,2406890	0,9100928	0,7534476	0,2860753	0,1002560	0,8159210	0,9912660	0,0600238	0,5739768	0,4437313	0,0301195	0,1609988	1,0189323	0,2925427	0,2586047
740	0,9056206	1,0517016	0,0474292	0,1034785	0,1004282	1,1074331	0,8728453	0,7854736	0,2990073	0,1516242	0,8456446	0,7463827	0,8463934	1,0498110	0,9474852	0,7206814	0,3330850	0,4121607	0,7309094	1,0066726	0,8502320	0,1781119	0,9497457	0,1855264	0,2707083	0,7407919	0,8788232	0,8153562	0,5681419	0,3568144	0,2680987	0,7158756	0,7686060	0,1300410	0,9534840	0,2964470	0,4839838	0,6164713	0,1518795	0,3421066	0,7674724	0,4058192	0,1865296	0,3196492	0,0548454	0,5433657	0,5848088	0,2535754	0,7559720	0,1678153	0,8778728	0,6252456	0,2639220	0,1320280	0,8596444	0,9987122	0,0625946	0,6487842	0,5266348	0,0201716	0,1267063	0,9394059	0,2308483	0,2455004
760	0,9458460	0,9687661	0,0439391	0,1066481	0,0804757	1,0353466	0,8867029	0,8308338	0,3047006	0,1588227	0,7949297	0,8054420	0,7994877	1,0124745	0,9969110	0,6822742	0,3139966	0,4119549	0,7320506	1,0465208	0,8628652	0,1703656	0,8743331	0,1756064	0,2186002	0,7595900	0,8919680	0,8456739	0,5079314	0,3896434	0,2616316	0,7000599	0,6824156	0,1144211	1,0361279	0,2558849	0,4534950	0,6111416	0,1199733	0,3508878	0,7719104	0,4094676	0,1885688	0,2970773	0,0791701	0,5832012	0,4852649	0,2204819	0,7917876	0,1684287	0,8514389	0,4685155	0,2328410	0,1154267	0,7677616	0,9226802	0,0356124	0,6710928	0,5368284	0,0195600	0,0942373	1,0058704	0,1660933	0,2552737
780	0,9318293	0,9896654	0,0350020	0,1035681	0,0669064	1,0231735	0,8927342	0,8524667	0,2857330	0,1214509	0,8443566	0,7967680	0,7838811	0,9920164	0,9866347	0,6420696	0,2936185	0,4810240	0,7259527	1,0166797	0,8637422	0,1689459	0,8795143	0,2188817	0,2399546	0,7754237	0,8758341	0,8149419	0,5091139	0,4125721	0,2474127	0,7567869	0,6441777	0,1092326	1,0002369	0,2808928	0,4288131	0,5360662	0,0982902	0,3816370	0,7302644	0,3946123	0,1811404	0,2938200	0,0844574	0,5609642	0,4831248	0,2032176	0,8429402	0,1265671	0,8397765	0,3467807	0,1896135	0,1234875	0,8032984	0,9516345	0,0210760	0,6772782	0,5703486	0,0246209	0,0651537	0,9690177	0,1261222	0,2066265
800	0,9143051	1,1183930	0,0477645	0,1058300	0,0501006	0,9067386	0,7999257	0,9018062	0,2789049	0,1146496	0,8039812	0,8451100	0,8460507	0,9281340	0,9767802	0,6151545	0,2928681	0,4768287	0,6996046	0,9968502	0,9088767	0,1373184	0,9848684	0,2185891	0,2375598	0,7459219	0,8467098	0,8520149	0,5271049	0,4453642	0,2090498	0,7181472	0,6259015	0,1135602	0,9728826	0,2957718	0,4232583	0,4423762	0,0499390	0,3690250	0,7688526	0,4587632	0,1755916	0,2827810	0,0626308	0,5595710	0,3886536	0,1579430	0,8047787	0,0967459	0,8796066	0,2712133	0,1505334	0,1127897	0,7301232	0,9336829	0,0284422	0,5969747	0,6031093	0,0493046	0,0557524	0,8955410	0,0850416	0,1645942
820	0,9774542	1,1911190	0,0521688	0,1091814	0,0435514	0,9353723	0,8543363	0,9335954	0,3292248	0,1220063	0,7372618	0,8073274	0,8108711	0,9836851	1,0162671	0,6015659	0,2946483	0,4572608	0,6209759	0,9954877	0,8246904	0,1574304	0,9921111	0,2062086	0,2883557	0,7358714	0,8853506	0,8808181	0,5563292	0,4310830	0,2135004	0,7091335	0,5517231	0,0930205	0,9589774	0,3132729	0,4741032	0,4474767	0,0420332	0,4109660	0,6883467	0,5462008	0,1549514	0,2858796	0,0752669	0,5283016	0,3267310	0,1323973	0,7945732	0,0728293	0,8655074	0,1788821	0,1460204	0,0835372	0,6509661	0,8860516	0,0415256	0,5775599	0,5927996	0,0300791	0,0437866	0,9765656	0,0601366	0,1273714
840	1,0221473	1,1043658	0,0403705	0,0993391	0,0379082	0,9536999	0,9249689	0,9650238	0,3084310	0,1186733	0,7098277	0,7888166	0,8713059	0,9927397	1,0123307	0,6817569	0,3219888	0,4232678	0,6197191	0,9771588	0,8499486	0,1412274	0,9469045	0,2020511	0,2971849	0,7540469	0,8611409	0,8992048	0,5722457	0,4385378	0,2086699	0,6503547	0,4836668	0,0902869	0,9296489	0,3295368	0,5231431	0,4607041	0,0307831	0,4129713	0,7157041	0,5197288	0,1670124	0,3486864	0,0859271	0,5592668	0,2261992	0,1247446	0,8694642	0,0768578	0,8165975	0,1129539	0,0998441	0,0655493	0,5661723	0,8648094	0,0197148	0,5420297	0,6158031	0,0267689	0,0301099	0,9715127	0,0510419	0,0967728
860	1,0196485	1,0537492	0,0379025	0,0850414	0,0344574	0,9029031	0,9959756	0,9822770	0,2928278	0,1311229	0,8166254	0,7612412	0,8205859	0,9150872	0,9959290	0,6852072	0,3166875	0,4442971	0,6192785	0,9766490	0,8642716	0,1672344	0,9174802	0,1856539	0,2605358	0,7215515	0,8547923	0,9333502	0,5086714	0,4227043	0,2162710	0,6556342	0,4530616	0,0844622	0,8815458	0,3587598	0,4783772	0,4941608	0,0238600	0,5065020	0,7691113	0,5049751	0,1668359	0,3914339	0,0811393	0,5543414	0,1696200	0,0917380	0,8964771	0,0715812	0,7860817	0,0903238	0,0963337	0,0833868	0,5026583	0,8666337	0,0168484	0,4943731	0,6058471	0,0315998	0,0303079	0,9118215	0,0407707	0,0791555
880	1,0345668	1,0062700	0,0397404	0,0783355	0,0285959	1,0078516	0,9986697	0,9310478	0,2478114	0,1606599	0,8302474	0,7413164	0,7433341	0,9076430	1,0467675	0,7242721	0,2973387	0,4728143	0,6909604	0,9668903	0,9771412	0,1978756	0,9570597	0,1577732	0,2417725	0,6783836	0,8269917	0,9042843	0,4722303	0,4212458	0,2409713	0,6307877	0,3662181	0,1052425	0,9415928	0,4156442	0,4634178	0,5039732	0,0202330	0,4890096	0,7434809	0,5431355	0,1443307	0,4272844	0,0808925	0,5860458	0,1376067	0,0872215	0,7868125	0,0617194	0,8012352	0,0658676	0,0931939	0,0793123	0,4439012	0,8491116	0,0065504	0,4549175	0,5570068	0,0274323	0,0228006	0,9179182	0,0387356	0,0511744
900	0,9478205	1,0297832	0,0381542	0,0758628	0,0273128	0,9688337	0,9949163	0,8544800	0,2730595	0,1575295	0,8714735	0,7411347	0,6889731	0,9593392	0,9542649	0,7458789	0,3510517	0,4143933	0,6825750	0,9542932	0,9858614	0,2059641	0,9297196	0,1670737	0,2435213	0,6487710	0,8501466	0,9929084	0,5265823	0,4454932	0,2656696	0,6987574	0,3478127	0,1065782	0,8875805	0,4107101	0,4832092	0,4773583	0,0209474	0,5194684	0,7438052	0,5456098	0,1400459	0,4034439	0,0552692	0,5726343	0,1044437	0,0694302	0,6792772	0,0633512	0,7279449	0,0431797	0,1098930	0,0732542	0,3785933	0,9484729	0,0048626	0,3948501	0,5243175	0,0314485	0,0240154	0,9920379	0,0175824	0,0523865
920	0,8986187	0,8943496	0,0187951	0,0840649	0,0194372	1,0706214	1,0062521	0,8862477	0,2916737	0,1382284	0,8598250	0,7423986	0,8083894	0,9789057	0,9303685	0,7011925	0,3283982	0,4302895	0,5572541	0,9495470	0,9550030	0,1784731	0,8569775	0,1885526	0,2312646	0,6611474	0,8841387	0,8579874	0,5180003	0,4278827	0,2734306	0,6798892	0,3859905	0,0942076	0,8608774	0,3586097	0,5463998	0,4691212	0,0262191	0,4947347	0,7339058	0,4673577	0,1440579	0,4302982	0,0665030	0,5185268	0,1180414	0,0751031	0,7715914	0,0736724	0,6170875	0,0253164	0,0800991	0,0740473	0,2825398	0,8454716	0,0074741	0,3130088	0,5483993	0,0449235	0,0170744	0,9406076	0,0160992	0,0525994
940	0,9256326	0,9445400	0,0243360	0,0753033	0,0141663	1,0901192	1,0025140	0,8891618	0,3271828	0,1209829	0,8638893	0,7481260	0,7800125	1,0234540	0,8859497	0,6480511	0,3227387	0,4569347	0,5085875	0,9458271	0,8932587	0,1656175	0,8533804	0,1887762	0,1958772	0,6138159	0,8606201	0,9013659	0,4762586	0,4169567	0,2788004	0,6612527	0,3490201	0,1073775	0,8601636	0,3610469	0,5175941	0,4939930	0,0050744	0,4691045	0,7237075	0,4451458	0,1117561	0,4488980	0,0566312	0,5124918	0,1033128	0,0609057	0,8715156	0,0630009	0,5018836	0,0151762	0,0601937	0,0716594	0,2497677	0,7680615	0,0045481	0,2955764	0,5907937	0,0494028	0,0128556	0,8962797	0,0178509	0,0525811
960	0,9329223	0,9591373	0,0359230	0,0724575	0,0147755	1,1368958	1,0224685	0,8588756	0,3541960	0,1115405	0,8269332	0,7589282	0,9154554	0,9636460	0,9080359	0,6654687	0,3226016	0,4499644	0,5431124	0,9883958	0,9091347	0,1748840	0,8113531	0,2084922	0,2177994	0,6309423	0,8190398	0,8164014	0,4583455	0,4642921	0,2898844	0,6596456	0,3395089	0,1141359	0,7841632	0,3937159	0,5291341	0,5424448	0,0004236	0,4721666	0,6936617	0,4311100	0,0855791	0,4191098	0,0517849	0,5348524	0,0869004	0,0655342	0,8534177	0,0444405	0,4088873	0,0084158	0,0695653	0,0810505	0,2217825	0,7838543	0,0050343	0,2173748	0,5803892	0,0510364	0,0105282	0,9235652	0,0147927	0,0568728
980	0,9040157	1,0703933	0,0486036	0,0693764	0,0098789	1,0886935	1,0459356	0,8736114	0,3242258	0,1173976	0,8661081	0,8059340	0,8661350	0,9451337	0,9353027	0,6836365	0,3099037	0,4878841	0,6319305	0,9688196	0,9195588	0,1710402	0,8695026	0,2151640	0,2053828	0,6598230	0,8067659	0,8528745	0,4680643	0,4540694	0,2793748	0,5931248	0,2911170	0,1073233	0,7606810	0,3421081	0,5303600	0,5549785	0,0062483	0,4766103	0,6450070	0,4405095	0,0971567	0,4093575	0,0507808	0,5559046	0,0743708	0,0570003	0,8187207	0,0351134	0,3361124	0,0055649	0,0857248	0,0683333	0,1728363	0,7372480	0,0110616	0,1430920	0,5777406	0,0465347	0,0073690	0,9175855	0,0102120	0,0561196
1000	0,9373906	1,0617090	0,0461248	0,0511237	0,0052567	1,0437876	1,0871609	0,8498366	0,2834984	0,1291944	0,7817735	0,7507683	0,8050433	0,9623667	0,9180637	0,7650911	0,2893886	0,4079160	0,6351471	1,0036727	0,9585620	0,2148226	0,8805479	0,2372874	0,2089498	0,6602870	0,8351748	0,8617908	0,4650591	0,4469237	0,2735784	0,6327183	0,2792714	0,1061547	0,6853986	0,3675731	0,4762522	0,5244692	0,0078829	0,4478878	0,6656670	0,4712954	0,1378634	0,3994052	0,0557853	0,5206176	0,0722980	0,0601439	0,7590762	0,0429201	0,2447596	0,0066760	0,0913538	0,0559115	0,1087428	0,7594209	0,0096448	0,1059907	0,6149398	0,0448186	0,0053428	0,9438206	0,0174077	0,0578464
1020	0,9668249	1,0710440	0,0579740	0,0491632	0,0096553	0,9817473	0,9990128	0,8530078	0,3181085	0,1198682	0,8265588	0,7621583	0,7734567	0,9288261	0,9589675	0,7761595	0,3013950	0,4411457	0,6461309	0,9701230	1,0384228	0,1655384	0,8985081	0,2380029	0,1892792	0,6968188	0,9024586	0,7633010	0,4095844	0,4415740	0,2724260	0,5996959	0,3136989	0,1073847	0,5898940	0,3508338	0,5345091	0,5344258	0,0025875	0,4580909	0,6722402	0,5208271	0,1429592	0,4061529	0,0529366	0,5124736	0,0671865	0,0506500	0,7954398	0,0306838	0,1972434	0,0012827	0,0970092	0,0762232	0,0715225	0,7752650	0,0138376	0,0727846	0,5625841	0,0548174	0,0086868	0,9106644	0,0114503	0,0432410
1040	0,9635192	1,0715615	0,0335078	0,0474615	0,0118403	0,9496434	0,8767542	0,7948148	0,3299004	0,1027105	0,8267451	0,7454730	0,7565080	0,9459867	0,9682457	0,6998058	0,3492279	0,4492472	0,7404284	0,9374188	1,0413714	0,1485028	0,9197604	0,2195109	0,1995860	0,7621032	0,9071405	0,8061430	0,4471119	0,4462530	0,2817127	0,6052799	0,2775545	0,1247421	0,5552603	0,3735629	0,4700567	0,5467931	0,0148348	0,4528089	0,6742866	0,5310589	0,1234753	0,3970515	0,0496849	0,5685983	0,0602162	0,0361288	0,7742520	0,0449588	0,1517199	0,0094327	0,0944946	0,0878583	0,0410615	0,7692066	0,0138573	0,0607134	0,5202906	0,0539406	0,0026067	0,9765047	0,0172029	0,0224776
1060	1,0388440	1,0531886	0,0421172	0,0547940	0,0093550	1,0294414	0,9485339	0,8095366	0,3484005	0,1250773	0,7620741	0,7155221	0,7702594	0,9441614	0,9614384	0,7254579	0,3459189	0,4170252	0,6368230	0,9704996	0,9894250	0,1418890	0,9129370	0,2147586	0,2193731	0,7261248	0,9176028	0,8619179	0,4396077	0,4482558	0,2732951	0,5573789	0,3415354	0,1530959	0,5851771	0,3211270	0,4620263	0,5713137	0,0162815	0,5063316	0,6436099	0,5138783	0,1190932	0,3771121	0,0600238	0,5576362	0,0689950	0,0270701	0,6842053	0,0327914	0,1474514	0,0065705	0,0889476	0,0588021	0,0285621	0,7074583	0,0143413	0,0483686	0,4976871	0,0532031	0,0005395	0,9394211	0,0115201	0,0337360
1080	1,0758361	1,0539029	0,0420193	0,0526074	0,0189447	1,0247854	0,9848206	0,8181919	0,3681073	0,1408192	0,7241970	0,7430232	0,7816686	0,9162570	0,9616881	0,7987172	0,3132907	0,3795049	0,6771487	0,9814346	0,9779768	0,1557210	0,9533982	0,2316656	0,2473169	0,7584215	0,8635425	0,7960776	0,5008582	0,4538678	0,2781096	0,5471026	0,3157192	0,1483376	0,5475256	0,3214368	0,4944637	0,5143324	0,0070433	0,5666090	0,6369259	0,5037291	0,1292548	0,3930361	0,0670962	0,5489930	0,0804905	0,0264695	0,7687423	0,0405285	0,1468324	0,0085356	0,0696265	0,0690835	0,0227107	0,6690318	0,0231284	0,0528921	0,4845000	0,0498394	0,0011594	0,9859510	0,0156361	0,0422676
1100	1,0110510	1,1107491	0,0523241	0,0590561	0,0253478	1,0422464	0,9953740	0,8246179	0,3595732	0,0906681	0,8152596	0,7622083	0,7797381	0,9433553	0,9603209	0,8105318	0,2568519	0,3909650	0,6458722	0,9496928	0,9234794	0,1629267	0,9804615	0,2262857	0,2810378	0,7039644	0,8752790	0,8210102	0,5150893	0,4272974	0,2979735	0,5448313	0,2857227	0,1329096	0,5728283	0,3382711	0,4680870	0,5726897	0,0146388	0,5769256	0,6024495	0,5093821	0,1309237	0,4013814	0,0554525	0,5764726	0,0596081	0,0174483	0,8459822	0,0314540	0,1489652	0,0019450	0,0632271	0,0683246	0,0402520	0,7650429	0,0103475	0,0677743	0,5401647	0,0373229	0,0004619	1,0046859	0,0185721	0,0384665

0	0,9892180	0,9342378	0,0200479	0,0682137	0,0105455	1,0693726	0,9242101	0,9308257	0,3302805	0,1413554	0,8568601	0,7806842	0,7945286	1,0266228	0,8359349	0,6978256	0,3498568	0,4543718	0,6601932	1,0310417	0,9150384	0,1835468	0,8978363	0,2230529	0,2133257	0,7513093	0,8280023	0,8140514	0,5570665	0,4640914	0,2584868	0,6993163	0,2491657	0,0624986	0,5291881	0,4447912	0,4675907	0,5299912	0,0185299	0,5075316	0,6674522	0,4916894	0,1379306	0,3970574	0,0797059	0,6042061	0,0628301	0,0296424	0,8546311	0,0301103	0,0965439	0,0073674	0,0570003	0,0761808	0,0209595	0,8132527	0,0218321	0,0597145	0,5777567	0,0249389	0,0055398	0,9222532	0,0293561	0,0278480
