"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
640	0,9668818	0,8715321	0,0394264	0,1778944	0,0056124	1,0379133	1,0630240	1,0019093	0,2387669	0,1770252	0,9280010	0,8685508	0,8202558	0,9449005	0,7998424	0,6449857	0,3064299	0,4399163	0,5809114	0,9882247	0,9188495	0,2238479	0,9319296	0,2024366	0,2019450	0,7548948	0,8877287	0,7382824	0,6686332	0,3737789	0,3414646	0,6826835	0,3841801	0,0713690	0,1299940	0,4111045	0,5548104	0,5225236	0,0191493	0,7095045	0,6486950	0,4332962	0,1226953	0,5633501	0,1193363	0,6944477	0,0562024	0,0198613	0,9061614	0,1396267	0,0252605	0,0029963	0,0584651	0,0933477	0,0099425	0,7423751	0,0914192	0,0076161	0,5279175	0,3168048	0,2177313	0,9896234	0,0272147	0,0542140
660	0,9385312	0,9251007	0,0425964	0,1469272	0,0032334	1,0383768	0,9941447	0,9265016	0,2647440	0,1578972	0,9706906	0,8320895	0,8464631	1,0807751	0,8361181	0,6999104	0,3065004	0,4190710	0,5944079	0,9798016	0,9073760	0,1723567	0,9540598	0,1598217	0,1829872	0,7115716	0,8713515	0,7827828	0,5999521	0,3433873	0,3240121	0,7274114	0,3301045	0,0832474	0,1644791	0,4038874	0,6505044	0,5201489	0,0182418	0,6131747	0,6545672	0,4593608	0,1320582	0,5237805	0,1245072	0,6973099	0,0397624	0,0157735	0,9301192	0,0885324	0,0241728	0,0036068	0,0669276	0,1003072	0,0099167	0,7138655	0,0523727	0,0169047	0,5865767	0,2305354	0,1746708	0,9002058	0,0226263	0,0541832
680	0,9047394	0,9261173	0,0388087	0,1388728	0,0052911	1,0515171	1,0401448	0,8607207	0,2704872	0,1392096	0,9212514	0,8083957	0,8448646	1,1239447	0,8456973	0,6619540	0,3022580	0,4508729	0,6731433	0,9347606	0,9121095	0,1645761	0,9618096	0,1252119	0,2202024	0,7187608	0,9001250	0,8458290	0,5746251	0,4222801	0,3097839	0,6621115	0,3257860	0,0903780	0,1852333	0,4195844	0,6188708	0,4775457	0,0192687	0,5362295	0,6481735	0,5008305	0,1293109	0,5007166	0,1329865	0,7204001	0,0522317	0,0076503	0,9320048	0,0686853	0,0470225	0,0041232	0,0722985	0,0855514	0,0180701	0,7042936	0,0419767	0,0163375	0,5386671	0,1950070	0,1253418	0,9192759	0,0147717	0,0449941
700	0,9152678	0,9747128	0,0382924	0,1661263	0,0094780	1,0993458	0,9845290	0,8726353	0,2607489	0,1341938	0,8846212	0,7756129	0,8739708	1,0911829	0,8480512	0,6550066	0,3147684	0,4642435	0,6433544	0,9400182	1,0331354	0,2157898	1,0543215	0,1224811	0,2349967	0,6579925	0,9146081	0,8106026	0,5415736	0,4218479	0,3385691	0,6958974	0,3183621	0,1158354	0,2012639	0,4178697	0,5707570	0,5166229	0,0188402	0,4499121	0,6493678	0,4626233	0,1213797	0,4593224	0,1381681	0,6535969	0,0314862	0,0228750	0,7884712	0,0721534	0,0567075	0,0033373	0,0698039	0,0783032	0,0176404	0,6639438	0,0344064	0,0175106	0,5527944	0,1286075	0,0884202	0,9757506	0,0117087	0,0278091
720	0,9047813	0,9731740	0,0226665	0,1530861	0,0106624	1,0826513	0,9621741	0,9002602	0,2730114	0,1206390	0,8264323	0,8404465	0,8948328	1,0115929	0,8709739	0,6064104	0,3247739	0,4325028	0,7006664	0,9207097	0,9827677	0,2137165	0,9514867	0,1287442	0,1969600	0,6313601	0,8403442	0,8081237	0,5268881	0,3552288	0,3310756	0,7378300	0,3027887	0,1270302	0,2281294	0,4579731	0,5749511	0,5026408	0,0344518	0,4263499	0,6959039	0,4640255	0,1335689	0,5073146	0,1071372	0,6647349	0,0328650	0,0374901	0,7758638	0,0789824	0,0581017	0,0026410	0,0675333	0,0774101	0,0239797	0,7305167	0,0279441	0,0257613	0,5656149	0,1175008	0,0593195	0,9269248	0,0181574	0,0324083
740	0,8309563	1,0886031	0,0232656	0,1562451	0,0106182	1,0939964	0,9792839	0,9673911	0,2593568	0,1245222	0,8267099	0,8320460	0,8792912	0,9763542	0,8571791	0,6849060	0,2935283	0,4507588	0,6776317	0,9047510	0,9281641	0,1713524	0,9562954	0,1505254	0,1940803	0,6299297	0,8613487	0,8709178	0,5299208	0,3804416	0,3414239	0,6325615	0,2813204	0,1237991	0,3059398	0,4244209	0,5681495	0,5138092	0,0228607	0,4182061	0,6556178	0,4631765	0,1262405	0,5576131	0,1034890	0,6428804	0,0424458	0,0233449	0,7889854	0,0612867	0,0660786	0,0039111	0,0598139	0,0668312	0,0158974	0,7457987	0,0134263	0,0268818	0,5514562	0,1045685	0,0446325	0,9638148	0,0135731	0,0327761
760	0,8691352	1,0877488	0,0386177	0,1401423	0,0071765	1,0247848	1,0642769	0,9419710	0,2737020	0,1208068	0,8149391	0,8405452	0,8931995	0,9979929	0,8670124	0,7074520	0,3107328	0,4278206	0,6724570	0,9260174	0,9763967	0,2001827	0,9689468	0,1606766	0,1959474	0,6219304	0,9626511	0,8576652	0,5796812	0,4512942	0,2753849	0,6231735	0,3224802	0,1156645	0,3176573	0,4417069	0,5469844	0,5174224	0,0223458	0,4388957	0,6651599	0,5223442	0,1273130	0,4917264	0,1086878	0,6319294	0,0377712	0,0365592	0,7732716	0,0634722	0,0602227	0,0085650	0,0616160	0,0580276	0,0147051	0,7248586	0,0085299	0,0228107	0,5201993	0,0708723	0,0302716	0,9929290	0,0230473	0,0256597
780	0,9086343	1,0730037	0,0372581	0,1307888	0,0042751	0,9426097	1,0087037	1,0062122	0,2665525	0,1219058	0,7800854	0,8222003	0,8572430	1,0590179	0,8502537	0,6856362	0,3051293	0,4158108	0,6611077	0,9539103	0,9247475	0,2141647	0,9904894	0,1592701	0,2141750	0,6100003	0,8850787	0,8691790	0,6172673	0,4388823	0,2796081	0,6436018	0,3198283	0,1041640	0,3683743	0,4571490	0,5733899	0,5231647	0,0136303	0,4253487	0,6445120	0,5191537	0,1269133	0,5004760	0,0786839	0,5983155	0,0290831	0,0298192	0,7330708	0,0392302	0,0538057	0,0103621	0,0632943	0,0699234	0,0090738	0,7492478	0,0080622	0,0315675	0,5401126	0,0536437	0,0209646	0,9992096	0,0113467	0,0159812
800	0,8802078	1,0454415	0,0359008	0,1287054	0,0089914	0,9599616	1,0212329	0,9936221	0,2504798	0,1485045	0,8231238	0,8977091	0,8536553	1,0381818	0,8619376	0,7378810	0,3258463	0,4143809	0,6283420	0,9201862	0,8458825	0,2019774	1,0251741	0,1439403	0,2595452	0,6076717	0,8952954	0,8614140	0,5310537	0,4218093	0,2888278	0,6630509	0,3474912	0,0997145	0,3856775	0,5247298	0,5558478	0,5768615	0,0117738	0,4417514	0,6313368	0,5298533	0,1170428	0,4869952	0,0766889	0,5986514	0,0388972	0,0421006	0,7972772	0,0462003	0,0440159	0,0055723	0,0548400	0,1085785	0,0097965	0,7672227	0,0159040	0,0273670	0,5916338	0,0507038	0,0151372	0,9949317	0,0140935	0,0178211
820	0,9061475	1,0527724	0,0470532	0,1275776	0,0045178	0,9462799	0,9754920	0,9558070	0,2558327	0,1657934	0,8050947	0,8100451	0,8189841	1,0198870	0,9029058	0,6751237	0,2941055	0,4586447	0,6425469	0,9390640	0,8144202	0,1460103	0,8936506	0,1412053	0,2245621	0,6447486	0,8622572	0,7302678	0,5462541	0,4726860	0,3019626	0,6531090	0,3586508	0,1091267	0,3618663	0,5049935	0,5757323	0,5305291	0,0070480	0,4195082	0,6422247	0,5400767	0,1110203	0,4681406	0,1161825	0,6297043	0,0500126	0,0322578	0,8229693	0,0527394	0,0466848	0,0008639	0,0557544	0,0953351	0,0182821	0,7870517	0,0091461	0,0532507	0,6050515	0,0494816	0,0084695	0,9575925	0,0201784	0,0137178
840	0,8390157	0,9306633	0,0351819	0,1142227	0,0108284	0,8905462	0,9377710	0,9563616	0,2418767	0,1556412	0,7749397	0,8270984	0,8373370	1,0488001	0,9367515	0,6207529	0,2822520	0,4648879	0,6501870	0,9953258	0,7810331	0,1699317	0,9707961	0,1701906	0,2283549	0,6577980	0,8251339	0,8373730	0,5365661	0,4640159	0,3304948	0,6507119	0,3793820	0,0955503	0,3302108	0,4770023	0,6022697	0,4999236	0,0244839	0,3985846	0,7199994	0,4915283	0,1471909	0,4646569	0,0950996	0,6612648	0,0488122	0,0358222	0,9557619	0,0442914	0,0345622	0,0056974	0,0748533	0,0989910	0,0117756	0,8565129	0,0114916	0,0652312	0,6126254	0,0562733	0,0190337	0,9652028	0,0139829	0,0214046
860	0,8797791	0,9278525	0,0328167	0,1090937	0,0092801	0,9796874	0,9629222	1,0345733	0,2553636	0,1394574	0,8062025	0,8853995	0,8362881	0,9500768	0,9112629	0,5863092	0,3130960	0,4785302	0,6489457	1,0208427	0,7796137	0,1776231	0,9052430	0,1896842	0,2218171	0,6369225	0,8025499	0,8868487	0,4792307	0,4622970	0,3700780	0,6488884	0,2904954	0,1052878	0,3733792	0,4747121	0,5467894	0,4349324	0,0184541	0,4227400	0,7165619	0,5083209	0,1432427	0,4604126	0,0662844	0,6345489	0,0394106	0,0263438	0,9834569	0,0599526	0,0366585	0,0062870	0,0761943	0,1059862	0,0143344	0,8837848	0,0046495	0,0903138	0,6454645	0,0471045	0,0125485	0,9600287	0,0124911	0,0318078
880	0,8836149	0,9429841	0,0433543	0,1088025	0,0047653	0,8917956	0,9010267	1,0338729	0,2566298	0,1632297	0,8279584	0,8485828	0,8442673	0,9042020	0,8773906	0,6015517	0,3530951	0,4390103	0,6617734	0,9813057	0,8292750	0,1772546	0,8325448	0,1904936	0,2173888	0,6142411	0,8387893	1,0175328	0,5130035	0,4030119	0,3677106	0,7145506	0,2695979	0,1125138	0,3439672	0,4774380	0,5335885	0,4402975	0,0210315	0,4595937	0,7550277	0,4850356	0,1359562	0,4765749	0,0854795	0,6006992	0,0455459	0,0283617	0,9016739	0,0736691	0,0470256	0,0119209	0,0798747	0,0906840	0,0194912	0,8650287	0,0136276	0,0750257	0,6349442	0,0352454	0,0109576	0,9024763	0,0063340	0,0184403
900	0,9704643	0,9900055	0,0556085	0,0939743	0,0061493	0,9952013	0,8911478	1,0453618	0,2975848	0,1721422	0,8203783	0,7802806	0,8301876	0,8814726	0,8541111	0,6124413	0,3256181	0,3989692	0,6492975	0,9678179	0,8521031	0,2111665	0,8569634	0,2048787	0,2342061	0,6177897	0,8259739	0,9601780	0,5745156	0,4331731	0,3396233	0,7372217	0,2421559	0,0961803	0,3492179	0,4783012	0,5240082	0,4760401	0,0031294	0,4322243	0,7092249	0,5257777	0,1508106	0,4895214	0,0716487	0,5661609	0,0576773	0,0395743	0,8195054	0,0626750	0,0530026	0,0039568	0,0648015	0,0725437	0,0139439	0,8891497	0,0084144	0,0790255	0,6405645	0,0333338	0,0069814	0,8654817	0,0106217	0,0274690
920	0,9901305	1,0452068	0,0490577	0,0976829	0,0030153	1,0376197	0,9263503	0,9260331	0,2841915	0,1736652	0,8248777	0,8537091	0,8738131	0,9534018	0,9298331	0,6440839	0,3314623	0,4265824	0,6249833	0,9361813	0,8237842	0,1816961	0,8489173	0,2105039	0,2280466	0,5827871	0,8110695	0,9934634	0,5720966	0,4868252	0,2811326	0,7649080	0,2557628	0,0983053	0,3793147	0,4988858	0,5800186	0,5009233	0,0032470	0,4017155	0,6683959	0,5057625	0,1494672	0,5013354	0,1112484	0,5625744	0,0655921	0,0426634	0,7781422	0,0522868	0,0448759	0,0060303	0,0728295	0,0722285	0,0056581	0,8402877	0,0068738	0,0672993	0,5762902	0,0362379	0,0058711	0,9025693	0,0095113	0,0302342
940	0,9808756	0,9806941	0,0450551	0,0815200	0,0044689	1,0814746	1,0057176	0,9624522	0,3217819	0,1553053	0,8204435	0,7848959	0,8157114	0,9449054	0,8768734	0,6580057	0,2562041	0,4214340	0,6249332	0,8935982	0,8434778	0,2034864	0,9010636	0,2280748	0,2167304	0,6562723	0,8516699	0,7766236	0,5478903	0,4487867	0,3095415	0,8101903	0,2824846	0,1064014	0,3477558	0,4882288	0,5901957	0,5264020	0,0018590	0,3951356	0,6429869	0,5243842	0,1288478	0,5289370	0,0776379	0,5596265	0,0665600	0,0397983	0,8262890	0,0631904	0,0408837	0,0051313	0,0686610	0,0766899	0,0124884	0,8597468	0,0037699	0,0455266	0,5759338	0,0365322	0,0045370	1,0175818	0,0059088	0,0277294
960	1,0312305	0,9417669	0,0313919	0,0723802	0,0063081	1,1754717	0,9846732	0,9749590	0,3366371	0,0950784	0,7905150	0,7651651	0,8207367	0,9887916	0,8490717	0,6809904	0,2904034	0,4143262	0,6355791	0,9242164	0,8153076	0,2387453	0,9482801	0,2251353	0,2071185	0,6923650	0,9044225	0,8124838	0,5752121	0,3895339	0,2740397	0,7831421	0,2722960	0,0912459	0,3463396	0,4671490	0,5542752	0,5169008	0,0058884	0,3916481	0,6950754	0,5220936	0,1178294	0,5369919	0,0624737	0,5735989	0,0605180	0,0397568	0,7998379	0,0497501	0,0522932	0,0033763	0,0833103	0,1023492	0,0143644	0,7870831	0,0078577	0,0284487	0,5745412	0,0370043	0,0096887	1,0484999	0,0116062	0,0300797
980	1,0344976	0,9907242	0,0276882	0,0841898	0,0077554	1,1535996	0,9202776	0,9162907	0,3366462	0,0956452	0,7697374	0,7319593	0,7650867	0,9825268	0,8700114	0,7674363	0,3551368	0,4428289	0,6138784	0,9740575	0,8459287	0,1887289	0,9284928	0,2302858	0,2031289	0,6791002	0,9383176	0,8680336	0,6408789	0,3959948	0,2387684	0,7183229	0,2520521	0,0938407	0,3704497	0,4513103	0,5290609	0,5262030	0,0196478	0,4499335	0,7456174	0,4520404	0,0933177	0,5306489	0,0722256	0,5611208	0,0583856	0,0396948	0,7968663	0,0393342	0,0402038	0,0029684	0,0947453	0,0889605	0,0066803	0,7522546	0,0000000	0,0359027	0,5928905	0,0497482	0,0089438	0,9863880	0,0138466	0,0335454
1000	1,0736299	1,0200637	0,0490037	0,0750727	0,0077208	1,1114236	0,9378793	0,8927375	0,3202588	0,1195311	0,7331772	0,7149512	0,6916782	1,0047368	0,8620868	0,7760687	0,3507612	0,4419131	0,6053044	0,9267091	0,8704449	0,1777356	0,9356220	0,1899908	0,1761201	0,7335379	0,9177354	0,8701987	0,5963119	0,3991741	0,2509031	0,7023765	0,2469229	0,0915027	0,3946084	0,4098849	0,5311740	0,5402168	0,0184426	0,5000784	0,7675734	0,4633238	0,1163481	0,4988222	0,0650530	0,5833012	0,0402022	0,0380651	0,7571589	0,0268272	0,0468080	0,0053454	0,0739901	0,0964763	0,0025888	0,8080957	0,0026228	0,0296982	0,5658521	0,0300099	0,0055796	0,9998592	0,0213299	0,0403484
1020	1,1081763	0,9507976	0,0466830	0,0731880	0,0084070	1,0658959	0,8521590	0,8462798	0,3057415	0,1430310	0,7694700	0,7325192	0,6617087	1,0484933	0,8473680	0,7766819	0,2896798	0,4567047	0,6612025	0,9311575	0,8873950	0,1448804	0,9254552	0,2198630	0,2197564	0,7487637	0,9569029	0,8645968	0,5981713	0,4087773	0,2789578	0,7824481	0,2843412	0,1093022	0,3614952	0,3826565	0,4978838	0,5449761	0,0198486	0,5240619	0,6968128	0,4225591	0,1337391	0,4585387	0,0469862	0,6204873	0,0455965	0,0313864	0,7341885	0,0426180	0,0463926	0,0057136	0,0600449	0,0845991	0,0109605	0,7064344	0,0041978	0,0267151	0,5365024	0,0319649	0,0049908	0,9891247	0,0136976	0,0295820
1040	1,0243956	0,9328743	0,0466445	0,0792698	0,0022800	1,0842795	0,9408541	0,8766261	0,2830112	0,1580507	0,7668204	0,7348966	0,7031271	1,0224541	0,8825942	0,7442855	0,2851764	0,4702691	0,6675251	0,9094577	0,9460450	0,1686864	0,9530233	0,2702792	0,2227918	0,7045045	0,8918476	0,7655450	0,6151519	0,3669718	0,2835383	0,7621649	0,3180734	0,0994889	0,3655249	0,3731031	0,4956332	0,5270062	0,0131175	0,5665404	0,7393470	0,4614031	0,1246570	0,3800190	0,0602593	0,6119648	0,0454265	0,0448974	0,8681661	0,0508438	0,0491631	0,0026852	0,0558519	0,0739640	0,0128341	0,7981862	0,0076974	0,0242826	0,5416866	0,0445809	0,0018261	1,0229636	0,0206728	0,0336659
1060	1,0018466	0,9188577	0,0510528	0,0820261	0,0062403	1,1323620	0,8612608	0,8602016	0,2629129	0,1343171	0,8270302	0,8066892	0,7006221	1,0039351	0,8928228	0,7516157	0,3612790	0,4220775	0,6794016	0,9376182	0,9063360	0,1458662	0,9270884	0,2708953	0,2493486	0,7141078	0,9361112	0,7679404	0,5515371	0,3901783	0,2868160	0,6436690	0,3638859	0,1075103	0,3852631	0,3540881	0,4923200	0,5744327	0,0236276	0,5406167	0,7209589	0,5017325	0,1489629	0,3544125	0,0565321	0,5864497	0,0632885	0,0424822	0,8328692	0,0315218	0,0485769	0,0008078	0,0551600	0,0686100	0,0118597	0,7618528	0,0129801	0,0197757	0,5993079	0,0269568	0,0039333	1,0221989	0,0211409	0,0285654
1080	0,9260808	0,9623965	0,0692882	0,0887111	0,0080319	1,0617775	0,9778635	0,9027917	0,2791669	0,1166976	0,7826149	0,8258790	0,7090016	1,0041721	0,9089580	0,7308794	0,3700153	0,4282689	0,6420700	0,9238249	0,9328045	0,1424547	0,9367597	0,2613985	0,2408313	0,7290449	0,8858692	0,7625842	0,5089192	0,3963870	0,3132930	0,6942429	0,2933377	0,0935067	0,3765277	0,3705916	0,4212074	0,5870800	0,0273331	0,5646389	0,6850136	0,5133140	0,1218278	0,3683264	0,0540160	0,5393150	0,0767703	0,0426044	0,7315684	0,0473334	0,0637393	0,0002939	0,0747333	0,0670479	0,0152637	0,7327910	0,0175988	0,0226000	0,6515135	0,0340091	0,0027362	1,0010681	0,0185150	0,0302229
1100	0,9255313	0,9379448	0,0647203	0,0691068	0,0066018	1,1611026	1,0072788	0,9550491	0,3261097	0,1151487	0,7866447	0,7900296	0,8658402	1,0749507	0,9498439	0,7082077	0,3078236	0,4115026	0,6557468	0,8939063	0,9217685	0,1842695	0,9059900	0,2134006	0,2393804	0,7042995	0,8579646	0,6839215	0,5704773	0,4037163	0,3393228	0,6970778	0,1897181	0,1215628	0,3479163	0,4036555	0,4195442	0,5090315	0,0147101	0,5099449	0,6861429	0,5395477	0,1107437	0,4222899	0,0295966	0,5329342	0,0621285	0,0509174	0,7852560	0,0593897	0,0580525	0,0053027	0,0687971	0,0659571	0,0062045	0,7785726	0,0158704	0,0297504	0,6115295	0,0308377	0,0018384	0,9982669	0,0156382	0,0353301

0	0,9892180	0,9342378	0,0200479	0,0682137	0,0105455	1,0693726	0,9242101	0,9308257	0,3302805	0,1413554	0,8568601	0,7806842	0,7945286	1,0266228	0,8359349	0,6978256	0,3498568	0,4543718	0,6601932	1,0310417	0,9150384	0,1835468	0,8978363	0,2230529	0,2133257	0,7513093	0,8280023	0,8140514	0,5570665	0,4640914	0,2584868	0,6993163	0,2491657	0,0624986	0,5291881	0,4447912	0,4675907	0,5299912	0,0185299	0,5075316	0,6674522	0,4916894	0,1379306	0,3970574	0,0797059	0,6042061	0,0628301	0,0296424	0,8546311	0,0301103	0,0965439	0,0073674	0,0570003	0,0761808	0,0209595	0,8132527	0,0218321	0,0597145	0,5777567	0,0249389	0,0055398	0,9222532	0,0293561	0,0278480
20	0,9560528	1,1390855	0,0769495	0,0945982	0,0134285	1,0877324	1,0696830	0,9334862	0,2594342	0,1638359	0,9695743	0,7018827	0,8575729	1,0419831	0,9029948	0,7504541	0,3136708	0,4438261	0,6540324	1,0023513	0,8195247	0,1125687	0,9239944	0,2035936	0,2090111	0,6790057	0,8386560	0,8782594	0,5207602	0,3790935	0,2695742	0,5838125	0,3483788	0,1021323	0,5967769	0,4167088	0,4848272	0,5522360	0,0170152	0,4760759	0,6664077	0,4477176	0,2773281	0,4332243	0,1296973	0,5354260	0,0248920	0,0411070	0,7935736	0,0780499	0,1420787	0,0614892	0,0882442	0,0503106	0,0404555	0,7580661	0,0058319	0,0793122	0,5437023	0,0739190	0,0054458	0,8705246	0,0198612	0,0275947
40	0,9076238	1,0513156	0,2067672	0,1092428	0,0216876	1,0608043	1,1496325	0,9421709	0,2418642	0,1218589	0,9468192	0,8080756	0,8449748	1,0733955	0,8511884	0,7069279	0,3534834	0,3999254	0,6098041	0,9657760	0,8431069	0,1294728	0,9144472	0,2010046	0,2034914	0,6921876	0,8831139	0,8077756	0,5496459	0,3273340	0,3272477	0,6092072	0,3173928	0,0687070	0,6111933	0,4365046	0,4845567	0,5507577	0,0092545	0,4471300	0,6362422	0,3954577	0,4224767	0,4161467	0,2039686	0,5131886	0,0374177	0,0418297	0,8360925	0,1927733	0,1447875	0,1301072	0,0847916	0,0723891	0,0470103	0,9049964	0,0154464	0,0759059	0,5819482	0,1588513	0,0060960	0,9545123	0,0173249	0,0349870
60	0,8891362	1,0426978	0,3617479	0,0977153	0,0230465	1,0801564	1,1021376	1,0109242	0,2327025	0,1249909	0,8971804	0,8162382	0,8635729	1,0323224	0,7900681	0,7562269	0,3432554	0,4070465	0,6530984	0,9788727	0,8150600	0,1496211	0,9289307	0,2042649	0,1713348	0,7196852	0,8268407	0,7608818	0,5769694	0,3036654	0,3290654	0,5636613	0,3390574	0,0772951	0,6215103	0,4131747	0,5266523	0,5211608	0,0102986	0,4394841	0,5997882	0,3958166	0,5192655	0,4538138	0,2953421	0,5033532	0,0743796	0,0399157	0,7645607	0,2893593	0,1382523	0,1884653	0,0982026	0,0882127	0,0493792	0,8857323	0,0149256	0,0861901	0,5782776	0,2282311	0,0060958	0,9966766	0,0161205	0,0439234
80	1,0192677	1,0663484	0,5042598	0,1144930	0,0213363	0,9312380	1,1097159	0,9113412	0,2344098	0,1538823	0,8791518	0,9116083	0,8831321	1,0375723	0,7600706	0,7490770	0,2713852	0,4263967	0,6693063	0,9947308	0,9149889	0,1256552	1,0152171	0,1793204	0,1838081	0,6886890	0,8393186	0,7918129	0,5444068	0,2679418	0,3514029	0,5880560	0,3684306	0,0573967	0,6853694	0,3763440	0,5915571	0,5015160	0,0053532	0,5152724	0,5894385	0,4083043	0,5797727	0,4936948	0,3566723	0,5247649	0,0535785	0,0349253	0,8547593	0,3784414	0,1359920	0,1888523	0,0749729	0,0775625	0,0490279	0,7402000	0,0104924	0,0833655	0,6077106	0,2890847	0,0019568	1,0313451	0,0186883	0,0331312
100	1,0535855	1,0323613	0,6195458	0,1372654	0,0229513	1,0276730	1,0624932	0,9993646	0,2423985	0,1457433	0,8805063	0,9841834	0,8865946	1,0457715	0,7772740	0,7223286	0,3031626	0,3938880	0,6297520	1,0263715	0,9000480	0,1613426	1,0282978	0,1645847	0,1745679	0,6427860	0,8571464	0,8520835	0,5465356	0,2090572	0,3592278	0,7314641	0,3324388	0,0593458	0,6585504	0,4444153	0,6121150	0,5230387	0,0221988	0,5445086	0,6683350	0,4664917	0,6919130	0,5259206	0,3905556	0,5816526	0,0416177	0,0361711	0,8284820	0,4903939	0,1760921	0,2230254	0,0871158	0,0778025	0,0530407	0,7936460	0,0160439	0,1110309	0,5950225	0,3144936	0,0082908	1,0102512	0,0242942	0,0369857
120	1,0430826	0,9252999	0,6566054	0,1471650	0,0310292	1,0535277	1,0727081	1,0415571	0,2650043	0,1214202	0,8605629	1,0252914	0,8331886	1,0507216	0,8024311	0,8532538	0,3476702	0,4221694	0,7283841	1,0439174	0,8881488	0,1824818	1,0239984	0,1717804	0,1741705	0,6048099	0,8654706	0,8328339	0,5184476	0,1610093	0,3329697	0,7673281	0,3578610	0,0863179	0,7075825	0,4329276	0,6098032	0,5144377	0,0136774	0,5513666	0,6889724	0,4545199	0,7758154	0,5440468	0,5120967	0,6322244	0,0553908	0,0320607	0,8158802	0,5710967	0,2075971	0,2623914	0,0823987	0,0668156	0,0585887	0,7979442	0,0163992	0,1241699	0,6511658	0,3611209	0,0046957	0,9893106	0,0150118	0,0405549
140	1,0127752	0,9605609	0,7872960	0,1611741	0,0300473	0,9786713	1,0706171	1,0501091	0,2994546	0,1184067	0,8309115	1,0650511	0,9106023	1,0316492	0,8224460	0,8193793	0,2882404	0,4734625	0,6371820	1,0534496	0,8906523	0,1490187	0,9905258	0,1820172	0,1606273	0,5889816	0,8423654	0,7765054	0,5739764	0,1441412	0,3378922	0,7103526	0,3374857	0,1021520	0,7974833	0,4385155	0,5580516	0,5573163	0,0106059	0,5697457	0,7024517	0,4263287	0,8110161	0,5850117	0,5618556	0,5914884	0,0530088	0,0320606	0,8067878	0,6736529	0,2470721	0,2996281	0,0944059	0,0836275	0,0587525	0,8104728	0,0146783	0,1403833	0,5653633	0,3403648	0,0016910	1,0207412	0,0110578	0,0407424
160	1,0528226	1,0051171	0,8558905	0,1931632	0,0270756	1,0475186	1,0846511	1,0257362	0,2884702	0,1225089	0,8399929	1,0630014	0,9110526	1,0570556	0,8663322	0,7765596	0,3126556	0,4863100	0,6124742	0,9737160	0,8489652	0,1706922	0,9632809	0,1835490	0,1874838	0,5901218	0,7770962	0,8755979	0,6227420	0,1725614	0,2989245	0,6765705	0,2972798	0,0809529	0,8122261	0,4817594	0,5936870	0,5553097	0,0238041	0,5682920	0,7181617	0,4558242	0,8528373	0,5699324	0,5489800	0,6388822	0,0534418	0,0324000	0,7661342	0,7395051	0,3369436	0,2921013	0,0735036	0,0762583	0,0599553	0,7928128	0,0112776	0,1680557	0,5698649	0,3684831	0,0000000	0,9616777	0,0203974	0,0481276
180	1,0148786	0,9659699	0,8601329	0,1969917	0,0147402	1,1048174	1,0315072	1,0365397	0,2452202	0,1275634	0,8292005	1,0761513	0,9605881	1,0318393	0,8056415	0,8150480	0,3315691	0,4999385	0,5709284	0,9710338	0,8912312	0,2116260	0,9272598	0,1918397	0,1837588	0,5962839	0,8473169	0,8517412	0,6883233	0,1767214	0,3246809	0,6551752	0,3183029	0,0791919	0,8193731	0,4427792	0,5721359	0,5196725	0,0155247	0,5741439	0,6979941	0,4634631	0,7985107	0,5971775	0,5052387	0,6175552	0,0377676	0,0242377	0,8832624	0,7461648	0,3941722	0,2902678	0,0689894	0,0680644	0,0742885	0,7715482	0,0152240	0,1865514	0,6080014	0,3399412	0,0008804	1,0506294	0,0126940	0,0383754
200	0,9592567	0,9280695	0,8736412	0,2047619	0,0061210	1,0572440	1,0489902	0,9507320	0,2636869	0,0988542	0,8095257	0,9340961	0,8572592	0,9990821	0,7458920	0,8007179	0,3135520	0,4265519	0,5996481	0,9629030	0,8483365	0,2365323	0,9311509	0,1774516	0,1498895	0,5924137	0,8112244	0,8460058	0,6603802	0,1740681	0,3640051	0,7146942	0,2949867	0,0765499	0,7749347	0,5089931	0,5697710	0,4965956	0,0153649	0,5847735	0,6572934	0,4672660	0,7233808	0,5686636	0,4841819	0,6365416	0,0527197	0,0340451	0,8769825	0,8086209	0,3583427	0,3061788	0,0457489	0,0713498	0,0678580	0,7442319	0,0119373	0,1609403	0,6073182	0,3223519	0,0072907	1,0413907	0,0108913	0,0325707
