Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32	Gene33	Gene34	Gene35	Gene36	Gene37	Gene38	Gene39	Gene40	Gene41	Gene42	Gene43	Gene44	Gene45	Gene46	Gene47	Gene48	Gene49	Gene50	Gene51	Gene52	Gene53	Gene54	Gene55	Gene56	Gene57	Gene58	Gene59	Gene60	Gene61	Gene62	Gene63	Gene64
1760	0.2123111	0.8319838	0.0663097	0.6293682	0.1043824	0.0236418	0.471079	0.192514	0.056242	0.4338701	0.3765944	0.6556445	0.4884529	0.0045544	0.4315444	0.2808126	0.0799849	0.6585062	0.0064925	0.0850669	0.649223	0.1888603	0.5376355	0.0773808	0.3553496	0.3603824	0.1980534	0.407524	0.375011	0.4800318	0.0749399	0.3039781	0.4526976	0.0780135	0.1303875	0.7216111	0.0442629	0.0376385	0.5231101	0.0385739	0.812169	0.0138146	0.3862539	0.5191706	0.0777176	0.1465207	0.6398577	0.5335203	0.7427699	0.374583	0.3144223	0.6312164	0.6211191	0.2944043	0.3920632	0.2759178	0.0731259	0.6172565	0.1380818	0.2212791	0.0660475	0.3019126	0.1168266	0.4491039
1780	0.2202919	0.6956965	0.0538265	0.6320819	0.0739159	0.0281775	0.4755955	0.1704969	0.0579357	0.5725015	0.3272552	0.661209	0.3721599	0.0102417	0.3907818	0.1663632	0.0859676	0.6539362	0.0138454	0.0852707	0.5451005	0.1783886	0.6627913	0.0557538	0.400814	0.2615018	0.2644847	0.3861936	0.3906201	0.4743279	0.1528067	0.3189747	0.4137496	0.0737596	0.1480098	0.511234	0.0336644	0.0374959	0.5506305	0.0483153	0.7338582	0.014151	0.2999255	0.5184801	0.1244251	0.1728532	0.5963311	0.7302478	0.7901408	0.3285694	0.4013675	0.6150618	0.7745806	0.2768967	0.2909969	0.2632464	0.1070868	0.5472899	0.151229	0.2491092	0.066714	0.4067425	0.0854478	0.4600552
1800	0.2787407	0.7481647	0.0873342	0.6327468	0.0672823	0.0552679	0.6711861	0.1596388	0.0531232	0.6180096	0.3477791	0.6744488	0.3885865	0.0054567	0.3801242	0.1726443	0.0908474	0.68983	0.0096466	0.1454955	0.5480694	0.2082825	0.6015242	0.045656	0.3323265	0.2982655	0.1738175	0.3355356	0.4730175	0.3318165	0.1112668	0.2718804	0.4550979	0.0442634	0.1109082	0.3271831	0.0302076	0.0308094	0.4778874	0.023936	0.7276825	0.0255597	0.3199357	0.5613771	0.1200538	0.131732	0.5652018	0.6636887	0.7523634	0.2825298	0.3208508	0.6232004	0.6035503	0.1663539	0.2141057	0.2932727	0.1534087	0.7022187	0.1135664	0.2309295	0.0580391	0.5282884	0.067858	0.4754816
1820	0.2251811	0.7958612	0.0496009	0.5975896	0.0351253	0.0987657	0.547932	0.1423659	0.0358755	0.4528842	0.4172511	0.7709669	0.4710427	0.0044545	0.470509	0.1810831	0.1301175	0.6938588	0.0137698	0.1041677	0.4747857	0.1186944	0.6321271	0.0224922	0.3506028	0.2756554	0.1818216	0.3595956	0.4063854	0.5160401	0.1380015	0.2109913	0.4601236	0.0497945	0.1089911	0.4578229	0.0147977	0.0205799	0.5097373	0.0113609	0.6198025	0.0427293	0.2825803	0.6303074	0.138869	0.1257843	0.5731701	0.5652986	0.7635903	0.2350768	0.3434864	0.6064889	0.6146549	0.0827448	0.1521815	0.2946238	0.0811391	0.4714098	0.1107658	0.2122256	0.0649624	0.4196117	0.0539522	0.5791915
1840	0.2431262	0.7065892	0.0551787	0.6008555	0.0395166	0.0277077	0.6040548	0.1863892	0.0330964	0.5397545	0.3963044	0.681469	0.4341838	0.0043154	0.5180857	0.2079157	0.0725095	0.70618	0.0247907	0.1000714	0.595885	0.1731253	0.6513091	0.0076999	0.3080854	0.2298576	0.194809	0.4229283	0.3037292	0.4705255	0.081352	0.2782525	0.3885124	0.0618995	0.0875975	0.5553024	0.0232032	0.0092993	0.4029962	0.0234816	0.5956661	0.01321	0.4059676	0.660667	0.1401476	0.1175638	0.6292292	0.5349695	0.7084225	0.1949385	0.3491059	0.571574	0.555382	0.082149	0.0653417	0.3143969	0.0774875	0.4416832	0.1638155	0.2273998	0.0783151	0.4322926	0.0277292	0.5159201
1860	0.2903786	0.7241881	0.0719257	0.4387587	0.0304802	0.0327853	0.5768777	0.1782412	0.014329	0.5329272	0.4279693	0.6080028	0.3566485	0.0006282	0.4729367	0.2599276	0.090612	0.7268304	0.0089253	0.1556097	0.6025451	0.1093088	0.5236259	0.0115859	0.3308246	0.316003	0.132341	0.2547052	0.3837249	0.5178643	0.1262373	0.281237	0.3880411	0.0976398	0.0840041	0.4951224	0.0111872	0.0040983	0.4251269	0.0029572	0.671799	0.0159255	0.3701048	0.66717	0.099327	0.1263847	0.5180571	0.5693083	0.7198311	0.2513524	0.4592458	0.4452963	0.6136253	0.0577018	0.0815153	0.3043047	0.1148737	0.376231	0.1370365	0.2803795	0.0421078	0.302491	0.0677359	0.4940937
1880	0.2086688	0.6426267	0.0607678	0.6126092	0.0099954	0.040389	0.4930757	0.1546864	0.0249357	0.4856751	0.3347847	0.6299195	0.472606	0.0059728	0.3870363	0.2556929	0.0889632	0.6410804	0.0122506	0.0792389	0.5300054	0.1633732	0.702407	0.0077704	0.2880894	0.1994205	0.1249653	0.3732131	0.4977926	0.4239405	0.0790557	0.2610538	0.3919479	0.0588831	0.0812101	0.432068	0.0037014	0.010406	0.4825125	0.0237506	0.5926447	0.0107786	0.293648	0.5173883	0.1294994	0.1472074	0.5978499	0.7018285	0.6412761	0.1978168	0.3012262	0.5229994	0.4862041	0.0330171	0.0636524	0.2589534	0.0770787	0.2526994	0.1171458	0.2333052	0.0749278	0.2697047	0.0442839	0.479992
1900	0.2566867	0.7123744	0.0763573	0.5403397	0.0168269	0.0535539	0.4681162	0.1763513	0.0244904	0.4969947	0.2961323	0.535807	0.4963253	0.0045184	0.3211118	0.2098795	0.1141475	0.7543688	0.0091401	0.0846699	0.6182855	0.0995537	0.660387	0.0095666	0.3598916	0.1952481	0.1368731	0.3632149	0.2880092	0.49488	0.0930574	0.3395584	0.3080053	0.0556329	0.1199463	0.3962607	0.0080339	0.0024855	0.5023572	0.0139293	0.7933772	0.0152988	0.2677753	0.6672362	0.1826669	0.0939957	0.3918827	0.6299917	0.7896491	0.1890713	0.2636275	0.5724445	0.5694858	0.0211497	0.0633397	0.2424685	0.0740767	0.1322146	0.1429923	0.2264827	0.0985038	0.3965128	0.0399002	0.466815
1920	0.2546578	0.650221	0.0705818	0.5389729	0.0383594	0.0411092	0.4625616	0.1554248	0.023089	0.4422281	0.3260438	0.6481294	0.535314	0.0034661	0.4291246	0.1753726	0.0845501	0.716805	0.0276464	0.0915712	0.5881471	0.1231127	0.7443983	0.0164545	0.2598691	0.1595824	0.1504248	0.3464211	0.395645	0.4719486	0.0856493	0.2435255	0.4855029	0.0778187	0.1144428	0.5635871	0.001636	0.0105485	0.4801351	0.0156542	0.7009591	0.0305138	0.200872	0.7886939	0.1201485	0.0646407	0.5829	0.6829786	0.8530189	0.2938401	0.3060886	0.6012799	0.6376095	0.0303514	0.026318	0.2894052	0.1151429	0.101151	0.2086899	0.343928	0.0645003	0.336148	0.0485575	0.583686
1940	0.2362382	0.545531	0.0500497	0.4530102	0.0502903	0.0451067	0.4847748	0.1751037	0.0363208	0.4368264	0.2770883	0.6867706	0.3777326	0.0021871	0.3397007	0.1908666	0.0879432	0.6692607	0.0054516	0.0851526	0.564342	0.1732738	0.647884	0.0111464	0.3467821	0.1393269	0.092759	0.3014457	0.3864579	0.4290299	0.0946053	0.2773875	0.5270671	0.0539082	0.1068899	0.4512342	0.0055066	0.0148672	0.6301589	0.0105259	0.5726028	0.0482865	0.2673497	0.536982	0.1829755	0.0977245	0.5417804	0.650775	0.7464514	0.2040673	0.320607	0.5204061	0.5194999	0.0213695	0.0179298	0.307856	0.1093208	0.1721183	0.1737284	0.3187249	0.0769347	0.3210234	0.0217829	0.5693182
1960	0.2069029	0.7011831	0.0894102	0.4528546	0.0115276	0.0339528	0.4964959	0.1491606	0.0267448	0.3934168	0.2597786	0.6331228	0.444789	0.0001596	0.389903	0.2572052	0.1202625	0.723656	0.0120652	0.0737747	0.6302694	0.1272436	0.7663454	0.0064519	0.347834	0.1699453	0.1386375	0.3947712	0.3890185	0.5225869	0.0793216	0.1986821	0.5680888	0.0660213	0.1239762	0.501155	0.0035211	0.0191403	0.4325025	0.0221208	0.6907275	0.0336238	0.1951339	0.6326435	0.1159031	0.0868163	0.4564595	0.7074655	0.710958	0.2265251	0.2435074	0.4584193	0.5693813	0.006175	0.0157178	0.3206098	0.1382801	0.154623	0.1941347	0.2310397	0.0827565	0.4535813	0.0459881	0.5852722
1980	0.2378129	0.7322992	0.0365884	0.4693207	0.0403114	0.0482148	0.536128	0.142612	0.0796241	0.4734453	0.313235	0.7096075	0.5322499	0.0006749	0.4005021	0.2075402	0.0585053	0.7214323	0.014894	0.0636639	0.6965143	0.119888	0.5728517	0.0041641	0.2766442	0.1077754	0.0802133	0.3917765	0.3252047	0.424299	0.0831509	0.2841769	0.4693891	0.1056281	0.0897406	0.4805367	0.0023819	0.0202043	0.4392298	0.0044588	0.674283	0.0267657	0.2132516	0.6455026	0.0793225	0.0921254	0.4584664	0.6452284	0.5908142	0.2173182	0.2952489	0.5979317	0.6062951	0.0077893	0.0103088	0.2527082	0.1348172	0.0522301	0.2454014	0.2314733	0.1087194	0.3716234	0.0224262	0.5519227
2000	0.1824684	0.6299846	0.0290462	0.3992891	0.0146199	0.0276274	0.500275	0.1904421	0.030345	0.4434037	0.34139	0.607289	0.4976856	0.0027107	0.4515744	0.1604734	0.0608145	0.7593572	0.0074505	0.0524225	0.6206126	0.0874913	0.6464634	0.0090246	0.3300333	0.1167078	0.1066121	0.4077917	0.3104168	0.3970887	0.0907412	0.2559374	0.5356855	0.1125224	0.0954382	0.4366212	0.0024552	0.0167069	0.5369991	0.0084998	0.6680351	0.0466329	0.3082883	0.7273179	0.0825448	0.080737	0.5572543	0.5536806	0.6190447	0.193286	0.3147291	0.6170005	0.6691835	0.0091956	0.0127172	0.2225896	0.1002536	0.0280276	0.2082498	0.2966084	0.1030079	0.3481764	0.0373966	0.5776278
2020	0.1939398	0.6189466	0.085939	0.5474769	0.0240049	0.034037	0.5025575	0.2123566	0.0364283	0.4418881	0.3724992	0.7326457	0.5639022	0.0	0.3689424	0.1330534	0.0577923	0.6711181	0.010179	0.1607609	0.6146621	0.0764631	0.5625004	0.0107755	0.3905309	0.141583	0.1780124	0.473007	0.3892684	0.513511	0.112432	0.3350858	0.4311754	0.0740291	0.0958662	0.4314532	0.0050888	0.0092276	0.4461238	0.0125129	0.682234	0.0336502	0.2635336	0.7151144	0.2354721	0.089929	0.5095499	0.5733338	0.6606529	0.2162535	0.2865923	0.5920231	0.5359059	0.0055504	0.0125277	0.2115732	0.1027987	0.0347305	0.2067916	0.2405211	0.0784129	0.4163703	0.0243031	0.4998733
2040	0.1811332	0.6664777	0.0614593	0.5199518	0.03101	0.0604669	0.5320302	0.1767191	0.0502027	0.3435207	0.4024438	0.678752	0.5545331	0.0006386	0.432094	0.152986	0.0515907	0.6382691	0.0070506	0.079997	0.465999	0.1597032	0.5881227	0.0164063	0.4457055	0.1587786	0.1262768	0.4323178	0.5394775	0.4016316	0.0755544	0.2146585	0.4533713	0.0605858	0.1698307	0.4425182	0.0057892	0.0056731	0.5799279	0.0148999	0.7879128	0.0376257	0.2863717	0.6722023	0.1199767	0.0927119	0.5242308	0.5375464	0.6904929	0.2990262	0.4372835	0.6222508	0.6058128	0.0070397	0.0242288	0.2454356	0.076476	0.0387701	0.1673718	0.1907476	0.0851441	0.3653144	0.0121296	0.5046074
2060	0.2200886	0.6683593	0.0998652	0.5569311	0.0164638	0.0521488	0.5593033	0.1475819	0.0324759	0.3751415	0.5061204	0.7034124	0.6458692	0.0010197	0.4012385	0.2091237	0.0687763	0.7826847	0.0062843	0.0773867	0.4986341	0.104521	0.6618421	0.0327929	0.2475984	0.1452971	0.1616229	0.3016783	0.437362	0.4113643	0.106107	0.2905824	0.4422383	0.0989187	0.1667035	0.4356144	0.006506	0.016199	0.4738022	0.0188817	0.7602436	0.0192107	0.2935174	0.6436045	0.1439989	0.1528617	0.4839697	0.5258254	0.7628002	0.3456105	0.2976208	0.5792066	0.8054061	0.004103	0.0126519	0.2868736	0.0754539	0.0435241	0.1387639	0.2536806	0.0788117	0.3547219	0.0226818	0.5976975
2080	0.231758	0.6983467	0.0819351	0.5808184	0.0056881	0.0233508	0.4719576	0.1809015	0.0304099	0.3687767	0.4633534	0.681724	0.6651734	0.0028344	0.4707738	0.1847455	0.1104895	0.7730161	0.0071916	0.0637625	0.5054773	0.1348226	0.7887077	0.0140469	0.2966856	0.1761377	0.1435904	0.4257927	0.4763332	0.3827818	0.0936554	0.266235	0.342093	0.0762414	0.1019289	0.4541802	0.0075052	0.0051765	0.4824392	0.0076615	0.7633405	0.016948	0.3204873	0.5887053	0.1109707	0.1480989	0.6525954	0.6231524	0.6691849	0.2559695	0.287559	0.6337595	0.4978988	0.0018722	0.0194646	0.2728775	0.0746994	0.0412944	0.1304474	0.1938515	0.0592371	0.4173912	0.0277393	0.5331945
2100	0.2113819	0.8459658	0.1273334	0.6279116	0.0159507	0.0445701	0.5606054	0.1811942	0.0181416	0.4330899	0.6515941	0.5615179	0.523776	0.0006794	0.3999782	0.2527492	0.0719752	0.6533025	0.0043798	0.0870015	0.5909797	0.1274276	0.6054569	0.0300756	0.3347775	0.1120553	0.0911543	0.3786633	0.4621069	0.4133298	0.0845973	0.3284417	0.3759681	0.0800509	0.1165316	0.3734153	0.0055507	0.0062614	0.4891707	0.0208678	0.7527637	0.0196059	0.2771218	0.675288	0.1543059	0.1595322	0.5468097	0.666261	0.640341	0.2116731	0.2950918	0.7119739	0.545243	0.0058958	0.0172522	0.2437217	0.0876656	0.0430522	0.0876542	0.1803987	0.0802245	0.4903644	0.0326078	0.6033368
2120	0.2164821	0.6437874	0.0848625	0.6517573	0.0048775	0.0480373	0.5484018	0.1708204	0.0260055	0.3881568	0.5613328	0.7344435	0.5622444	0.0001777	0.5011256	0.2492304	0.1336746	0.612412	0.0120745	0.0847232	0.5436174	0.1574316	0.730511	0.0108634	0.3582526	0.1613144	0.0972958	0.4578857	0.3566	0.5130166	0.1412251	0.3089953	0.2708554	0.0653801	0.1884165	0.3701281	0.0022754	0.0024022	0.3604696	0.0064433	0.6825951	0.0249518	0.3359623	0.6057879	0.1479899	0.2004164	0.6712954	0.5536277	0.7670386	0.1744446	0.33436	0.6569196	0.6788065	0.0155756	0.0100852	0.2650835	0.0890767	0.0264035	0.0854689	0.1900865	0.0836568	0.4433344	0.0277921	0.6043121
2140	0.2644693	0.7717896	0.0653078	0.7218682	0.0067579	0.0462397	0.5022105	0.1602883	0.018364	0.397826	0.4234231	0.7265238	0.6320712	0.0008853	0.5496822	0.2223909	0.1089995	0.7066298	0.0139338	0.0520779	0.4795629	0.1357565	0.6579192	0.0146276	0.3118144	0.1418942	0.1618058	0.4121885	0.3721496	0.4795199	0.0691285	0.3045358	0.3345774	0.0637869	0.1132951	0.3785019	0.0073599	0.0069352	0.3497802	0.0051693	0.6876551	0.0294201	0.3456924	0.619378	0.06914	0.1908191	0.4579681	0.6642032	0.734051	0.1766093	0.3469554	0.7542149	0.7614515	0.0026848	0.0219038	0.2104205	0.0802666	0.0262025	0.0827099	0.1537203	0.0984647	0.504256	0.0516672	0.5455644
2160	0.1642454	0.708955	0.0769959	0.6322723	0.0024253	0.0427226	0.5436041	0.1950613	0.0103639	0.4054001	0.4215758	0.6309545	0.5825879	0.0002551	0.4373697	0.1497759	0.0832313	0.6674471	0.0071538	0.1337552	0.5268755	0.2417075	0.596048	0.007185	0.2595673	0.1753738	0.1210004	0.4382348	0.430531	0.4883228	0.1091289	0.2739574	0.4037944	0.0629098	0.1422795	0.3636907	0.0036892	0.003085	0.5353075	0.0087128	0.6681423	0.0216493	0.4143285	0.6592316	0.1000961	0.2054428	0.5196328	0.6534052	0.7050596	0.1854336	0.3057269	0.7482102	0.6897092	0.0006988	0.0212765	0.2571775	0.0750789	0.0319656	0.0604524	0.1892035	0.0801835	0.4175701	0.0375791	0.5785931
2180	0.1981297	0.7601218	0.0809296	0.7029056	0.0041881	0.0380927	0.5166772	0.1218976	0.0195036	0.3278402	0.4733599	0.6671856	0.5752853	0.000626	0.4141194	0.1734375	0.0414631	0.6469327	0.0152503	0.0931748	0.6279988	0.2060821	0.7153718	0.012194	0.3530104	0.1485682	0.1290819	0.3739183	0.4422543	0.4898173	0.0826738	0.2027224	0.3172189	0.1092155	0.1524209	0.3460605	0.0069033	0.0188053	0.5125388	0.0098845	0.6549687	0.0151837	0.3822554	0.6223399	0.1060232	0.2433645	0.6192729	0.7478453	0.7360412	0.1737	0.2967172	0.6444769	0.6052582	0.0038912	0.0165104	0.2613156	0.1436459	0.0409134	0.0695704	0.0871163	0.0851694	0.5909303	0.0259582	0.5330813
2200	0.2157876	0.7622886	0.0967986	0.6453902	0.0166026	0.0356513	0.5441812	0.1748374	0.0221934	0.4059428	0.5448199	0.7224714	0.6504211	0.0012589	0.4282722	0.2010814	0.0511713	0.7411717	0.0197264	0.0561216	0.4749539	0.189449	0.6594549	0.024476	0.3685928	0.1162975	0.1205049	0.3495089	0.459408	0.40175	0.0789898	0.2765105	0.2357509	0.0581573	0.1301626	0.3788837	0.0012062	0.0083447	0.4347891	0.0049605	0.7583598	0.0188834	0.4631611	0.7348635	0.0839693	0.2555226	0.6431598	0.728797	0.7581983	0.1762345	0.2250525	0.5733327	0.6420423	0.0028355	0.0172308	0.2848091	0.1460771	0.0290423	0.0504763	0.0941265	0.1046009	0.3991354	0.0243545	0.563527
2220	0.1683913	0.6361644	0.0500812	0.6367623	0.0154505	0.025472	0.4295833	0.218429	0.0054455	0.4829798	0.5400732	0.6903154	0.6534564	0.0026945	0.480704	0.2859055	0.0794618	0.8206772	0.0363184	0.0965613	0.5969871	0.2077349	0.7305744	0.0180644	0.4247141	0.1619628	0.110486	0.3344891	0.3721012	0.5124908	0.1245239	0.2822529	0.2787871	0.0638323	0.135215	0.2872838	0.0169897	0.0221593	0.6012277	0.0024196	0.6253906	0.0167536	0.4605099	0.6227218	0.1616822	0.172796	0.5294467	0.6665286	0.704116	0.1595132	0.2985991	0.5215334	0.7624119	0.0048504	0.024021	0.327023	0.1703774	0.0288202	0.0684415	0.0693073	0.0873549	0.472921	0.0312918	0.6244651
2240	0.2485146	0.64142	0.0976486	0.5893822	0.0151351	0.0613355	0.426986	0.1852742	0.0211318	0.4456004	0.3843101	0.6598108	0.4425925	0.003055	0.4143363	0.244396	0.0949905	0.6759661	0.0139858	0.1056654	0.5500467	0.1942018	0.6188299	0.0259178	0.3283108	0.1166688	0.1464078	0.4602007	0.457911	0.4926751	0.0864828	0.2451104	0.489066	0.0594352	0.1555478	0.5224534	0.0065577	0.0042849	0.5893382	0.0021592	0.6952606	0.0244152	0.4181353	0.7747069	0.1350753	0.195623	0.6694997	0.6745301	0.5948822	0.2904737	0.3689718	0.5635629	0.5660442	0.0005667	0.0118338	0.2916598	0.0757997	0.0425371	0.1106202	0.1737786	0.085852	0.4494928	0.0401125	0.3919461
2260	0.1271511	0.4725177	0.0486562	0.3701284	0.007666	0.0966972	0.6867036	0.1558835	0.0794058	0.4633661	0.3535808	0.5556008	0.528684	0.0023309	0.3311346	0.1829417	0.1086084	0.646277	0.0212352	0.1016209	0.6371331	0.1670186	0.5704885	0.3062075	0.2137576	0.1923986	0.1391056	0.4591537	0.4798343	0.5106083	0.0637616	0.3032174	0.4774679	0.0927504	0.1102977	0.4419441	0.2798367	0.00087	0.4914248	0.0053207	0.7142422	0.0099977	0.2941475	0.7585665	0.0965255	0.1203705	0.6113906	0.3765059	0.6490667	0.2717612	0.3138136	0.6057953	0.6666646	0.0020748	0.091839	0.2667786	0.0770607	0.0734932	0.1453902	0.2763752	0.0604845	0.3479422	0.1086633	0.4452502
2280	0.0763757	0.2559854	0.0344144	0.3444123	0.0057259	0.1228683	0.6032194	0.1671706	0.1574064	0.3758841	0.4643244	0.5530417	0.5006921	0.0062658	0.3829254	0.2495666	0.147104	0.6762066	0.0070727	0.1159205	0.5810484	0.1191328	0.6552009	0.4068514	0.1405171	0.1340312	0.1212043	0.4681644	0.5291551	0.435376	0.0670682	0.2857414	0.5527377	0.1029333	0.2041942	0.4774369	0.4184163	0.0095503	0.3488727	0.01028	0.6034087	0.0141818	0.285767	0.6591048	0.1300337	0.0940942	0.5925808	0.2932261	0.6227771	0.2897603	0.3665872	0.5835409	0.6565145	0.0039293	0.180985	0.2861566	0.0822466	0.0477975	0.0835024	0.23218	0.0648637	0.3455985	0.1124829	0.5526051
2300	0.0442328	0.2601036	0.0246498	0.2939812	0.0179636	0.1605447	0.5627534	0.2034158	0.2055664	0.3590718	0.6640937	0.4559018	0.4896759	8.07e-05	0.3728869	0.171276	0.1090859	0.6376623	0.0064914	0.1019313	0.6186704	0.1555358	0.6243579	0.4560382	0.1289251	0.1740356	0.170061	0.4407629	0.6346466	0.403483	0.1173174	0.2905004	0.3718645	0.0485634	0.2057005	0.3820498	0.4048205	0.0031826	0.3011887	0.0120125	0.6220056	0.012596	0.2525677	0.6685221	0.1464091	0.0858583	0.5029995	0.2522074	0.6052122	0.2171527	0.3134186	0.5576566	0.719289	0.0016459	0.2468488	0.302893	0.0998846	0.0206923	0.1096156	0.1910266	0.0655363	0.4717629	0.1600395	0.549992
2320	0.0332441	0.1693161	0.0630561	0.2726844	0.0113694	0.3319793	0.5887208	0.2122566	0.1710955	0.3212848	0.5698108	0.415186	0.6343744	0.0003316	0.3550888	0.226743	0.1472077	0.6655173	0.0440752	0.0632913	0.6557868	0.1403206	0.6784109	0.4794559	0.1093869	0.2295984	0.1319043	0.4899794	0.5690115	0.6310683	0.1338175	0.2791765	0.3055381	0.0676138	0.1317084	0.4466299	0.3717128	0.007046	0.2706814	0.0084086	0.5866738	0.013929	0.264734	0.7508857	0.111965	0.1061518	0.5001596	0.1850406	0.5361211	0.2192551	0.4578939	0.6632879	0.6932345	0.0023582	0.2516995	0.3678981	0.0686068	0.0306138	0.0563647	0.1373989	0.1018932	0.5526907	0.1180929	0.5620265
2340	0.025363	0.1217398	0.0266692	0.2026505	0.0239444	0.1989765	0.6393438	0.2021945	0.2962141	0.3114505	0.6282197	0.4247062	0.5846526	0.0005342	0.515397	0.2521052	0.162004	0.5423147	0.0109975	0.0961132	0.5886421	0.1604781	0.5618681	0.4563543	0.1370599	0.2434672	0.1534058	0.447088	0.5686141	0.459531	0.1033325	0.3305817	0.2772681	0.0810695	0.170847	0.2919935	0.4069933	0.0171905	0.3892233	0.0024476	0.6210681	0.0247724	0.289561	0.7003522	0.1768026	0.0807966	0.5211583	0.2201194	0.5963873	0.2469023	0.4140197	0.681611	0.6336319	0.0013453	0.2560316	0.3903376	0.123388	0.0344583	0.0276267	0.092561	0.0769105	0.5474438	0.1390915	0.5096173
2360	0.0350527	0.0953753	0.0646808	0.2222431	0.0100759	0.2178104	0.7375332	0.3144216	0.309389	0.2678822	0.6274958	0.4233957	0.4764222	0.0022924	0.4607977	0.3899256	0.1241472	0.6446003	0.010997	0.0442624	0.6133295	0.1298669	0.7541914	0.5381988	0.0571213	0.2369849	0.1317514	0.3822864	0.555816	0.6250348	0.1010248	0.4414461	0.281783	0.082797	0.177429	0.3629206	0.4000679	0.0029925	0.3659213	0.0089661	0.7513588	0.0102819	0.293175	0.5577985	0.1423945	0.1407401	0.5493191	0.3099403	0.4608821	0.3202174	0.356382	0.5968421	0.6164273	0.0063536	0.2056248	0.4978058	0.0997641	0.0326761	0.031659	0.081056	0.0608678	0.6762365	0.1873441	0.6356092
2380	0.0442158	0.1701208	0.0572166	0.2199165	0.0227715	0.2242703	0.634414	0.422306	0.2909417	0.1158178	0.6767667	0.4202881	0.6001068	0.0004162	0.4362157	0.2649301	0.14746	0.654826	0.0060996	0.1161676	0.6637878	0.2045677	0.6856919	0.5922916	0.0586962	0.2233323	0.1506417	0.4923403	0.4563611	0.4349013	0.1414515	0.3973247	0.2872158	0.0722207	0.1351667	0.3563596	0.4116577	0.0001999	0.362288	0.006606	0.6546485	0.0066701	0.2879667	0.7386946	0.1539253	0.1666864	0.7636576	0.1976958	0.5399617	0.3842767	0.346078	0.5478144	0.6707128	0.0004219	0.2149551	0.4959384	0.0807142	0.0191771	0.0307799	0.0704324	0.0788323	0.6981145	0.130311	0.6630037
2400	0.031904	0.1367755	0.0293884	0.2282102	0.0227081	0.2747316	0.6184178	0.3166124	0.3004913	0.1430066	0.7164898	0.5025708	0.5669547	0.0009706	0.4203065	0.2499638	0.1693594	0.6012206	0.0137529	0.0625064	0.6994393	0.1406158	0.7346131	0.5446916	0.0780526	0.3344671	0.1430211	0.4231353	0.58263	0.4653224	0.1500806	0.4193582	0.2664252	0.0565226	0.1594331	0.408528	0.6219643	0.0057198	0.3496866	0.0013874	0.8098272	0.019587	0.2692324	0.5681831	0.1308989	0.1169057	0.6766305	0.1768817	0.4983217	0.4777702	0.3276413	0.6140441	0.7633571	0.003464	0.2526252	0.576254	0.085529	0.0175744	0.0176396	0.0565734	0.0566637	0.6371384	0.170907	0.6464911
2420	0.0313985	0.1029503	0.0655485	0.234848	0.0127583	0.2022139	0.5740632	0.3168043	0.37274	0.1782336	0.7728347	0.4366778	0.675456	0.0	0.3845734	0.2077706	0.153323	0.6168225	0.0270087	0.0573758	0.642057	0.1725674	0.6809729	0.6307292	0.1272652	0.3028447	0.0857361	0.4535785	0.5959565	0.5163334	0.1480337	0.4447932	0.2433403	0.0848894	0.2261635	0.3566265	0.5013206	0.0156453	0.4822708	0.0003569	0.6213303	0.0147204	0.3397297	0.6901337	0.104581	0.2559633	0.7627044	0.1881317	0.5148759	0.3902843	0.2568133	0.6613392	0.6465598	0.0085438	0.1906328	0.5383919	0.10524	0.0352938	0.0208358	0.0316456	0.0824988	0.7141686	0.1956524	0.685976
2440	0.0286513	0.1246571	0.0379717	0.2234729	0.0224588	0.1664131	0.6191726	0.3981433	0.3342997	0.146486	0.6507038	0.4561719	0.5646848	0.0014145	0.3727535	0.2012945	0.1383492	0.736713	0.0293005	0.0463222	0.6936553	0.1945837	0.7680363	0.5364081	0.088001	0.3479906	0.1032005	0.4945641	0.6690637	0.4321111	0.1948225	0.3920357	0.2320301	0.1168941	0.2190973	0.3714838	0.4953182	0.0193992	0.4366952	3.84e-05	0.6551563	0.0188171	0.4405756	0.6847186	0.0788844	0.1998406	0.6330723	0.177474	0.497158	0.471391	0.253261	0.5322039	0.6493076	0.0017654	0.2444176	0.6536604	0.060333	0.0394425	0.0141164	0.0525962	0.0396245	0.7113994	0.2486212	0.6671628
