Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32	Gene33	Gene34	Gene35	Gene36	Gene37	Gene38	Gene39	Gene40	Gene41	Gene42	Gene43	Gene44	Gene45	Gene46	Gene47	Gene48	Gene49	Gene50	Gene51	Gene52	Gene53	Gene54	Gene55	Gene56	Gene57	Gene58	Gene59	Gene60	Gene61	Gene62	Gene63	Gene64
5240	0.2488862	0.7860786	0.0947406	0.5503584	0.0162041	0.0230125	0.5600407	0.1581646	0.0458379	0.3598212	0.4149671	0.7753079	0.7933473	0.0	0.5489597	0.2029432	0.0882083	0.6661809	0.0055358	0.0436	0.4287305	0.2123094	0.5932445	0.0172458	0.3254009	0.1324615	0.1634718	0.3279348	0.3431066	0.4243188	0.0681968	0.2503741	0.4499092	0.0335482	0.1163266	0.4441869	0.0051773	0.000572	0.3241456	0.0036365	0.6986491	0.0179077	0.2992458	0.6355913	0.1172201	0.243169	0.6462726	0.52336	0.5756959	0.1983591	0.3288925	0.3879267	0.6231583	0.0125117	0.0465987	0.2183504	0.0735181	0.0718477	0.1334387	0.2331245	0.0567167	0.3947638	0.0397183	0.5610133
5260	0.207414	0.7775463	0.080478	0.5961876	0.0245018	0.0348201	0.5128833	0.1766372	0.0284119	0.450233	0.3921578	0.5666123	0.7082893	0.0001975	0.523849	0.2056518	0.0751356	0.7087588	0.0044123	0.0626344	0.3630622	0.1538589	0.7083398	0.0249537	0.373106	0.1472675	0.1430898	0.3494222	0.4057073	0.4898982	0.0909733	0.2148208	0.3949634	0.0613706	0.148531	0.4060836	0.0050005	0.0053578	0.3980715	0.0094138	0.76247	0.0235808	0.2991523	0.5629639	0.1351545	0.2165549	0.4424647	0.691656	0.5635743	0.1591356	0.3487527	0.2906208	0.5887258	0.0015302	0.0202321	0.3382445	0.1134765	0.1067962	0.206707	0.2371843	0.0618548	0.359406	0.041465	0.4512824
5280	0.2615081	0.7982545	0.1256918	0.5319135	0.0308294	0.0297815	0.5428155	0.1647922	0.0332774	0.4857227	0.4543099	0.644873	0.6698245	0.0023255	0.4451737	0.1925213	0.0813455	0.6543451	0.0047874	0.1337642	0.4352014	0.1993131	0.5960938	0.0166968	0.2929107	0.1440825	0.1979064	0.4123004	0.4745885	0.3778324	0.1193838	0.2840484	0.4443112	0.0530727	0.1547509	0.4065091	0.0085376	0.0005054	0.4306108	0.0129225	0.6268965	0.0095845	0.3563261	0.5977239	0.0894009	0.2649564	0.6012777	0.5984867	0.6395309	0.1504443	0.2929103	0.3848632	0.7187399	0.0028062	0.0179161	0.2014815	0.0619716	0.10972	0.1640451	0.2713131	0.0552171	0.3656963	0.0429611	0.3818362
5300	0.1690874	0.7366497	0.0756128	0.5260661	0.0153369	0.0408203	0.4548773	0.1837139	0.0416201	0.4457485	0.3553581	0.6211611	0.7089563	0.000332	0.4141709	0.1584835	0.0733762	0.6914141	0.0098697	0.053844	0.3521445	0.1993485	0.6431415	0.0203552	0.3021041	0.2423091	0.1652912	0.416624	0.415706	0.4858261	0.1358345	0.2409803	0.508574	0.0702965	0.1292613	0.4049707	0.0212635	0.0023913	0.511865	0.0103527	0.75652	0.0259091	0.3897458	0.5913488	0.1492207	0.203161	0.5365832	0.5802391	0.6961086	0.247442	0.2945367	0.2981557	0.7550113	0.0198885	0.013986	0.2158347	0.0883517	0.1359108	0.1302756	0.2421041	0.0553002	0.3826638	0.0355687	0.5616814
5320	0.187652	0.7377922	0.110352	0.4709911	0.0690849	0.0228223	0.5782312	0.2110344	0.0248385	0.3717333	0.4014304	0.5860298	0.6730363	0.0012274	0.5473209	0.1391653	0.0811246	0.6663311	0.008523	0.0620554	0.2760039	0.2393275	0.57641	0.0041786	0.2907068	0.1487632	0.1285909	0.3668174	0.4246159	0.4387984	0.1699815	0.3114964	0.373537	0.1056432	0.130192	0.48802	0.0132016	0.006864	0.6352742	0.0013688	0.7508049	0.0257149	0.3817031	0.5301877	0.0974073	0.252602	0.7489555	0.57675	0.6272236	0.3412064	0.3504667	0.3330822	0.7002933	0.0079013	0.0195409	0.2735723	0.0987378	0.0590032	0.1206458	0.1803525	0.0771731	0.4539148	0.0244744	0.5273847
5340	0.1879511	0.6289816	0.0863162	0.4299146	0.0099619	0.0419772	0.443403	0.1523401	0.029543	0.3217818	0.4463188	0.7743249	0.6302562	0.0010557	0.6196367	0.1878355	0.072458	0.7857284	0.0318209	0.0712922	0.3073965	0.1839966	0.626493	0.0051853	0.3006727	0.1716407	0.139604	0.3926669	0.5625246	0.4580248	0.0825861	0.2305557	0.4424196	0.0585528	0.1259052	0.38798	0.0113883	0.0034283	0.5680996	0.0018738	0.6497111	0.0322001	0.4275216	0.5973314	0.0664848	0.2486574	0.7203474	0.5528471	0.6667285	0.2005927	0.3106918	0.364987	0.671544	0.0057993	0.008662	0.2220258	0.0902287	0.0554672	0.0833149	0.2560586	0.0542239	0.3969636	0.0242159	0.4346901
5360	0.171206	0.6566878	0.0861757	0.7088728	0.0216556	0.0375072	0.5224814	0.1967217	0.0531966	0.427055	0.4894877	0.7279285	0.6702823	0.0001491	0.5703484	0.1596411	0.0808239	0.7376453	0.0117818	0.0698921	0.3789799	0.2790776	0.5903419	0.02356	0.3727765	0.1308331	0.1549937	0.3151816	0.4164561	0.4434899	0.0968703	0.2177405	0.4289166	0.1089758	0.0515987	0.3484884	0.0057412	0.0039645	0.4376855	0.0048584	0.7490588	0.0191382	0.409118	0.579641	0.0879014	0.3020677	0.6885771	0.673052	0.6628536	0.2316433	0.3213505	0.3266283	0.5733482	0.0050756	0.0237327	0.3340919	0.1483174	0.0614131	0.0865596	0.1800532	0.0513687	0.5039217	0.0200698	0.4924699
5380	0.1832876	0.6535561	0.075864	0.6158593	0.0196541	0.0413904	0.5866439	0.2041988	0.026646	0.3451975	0.4951733	0.7280334	0.5956596	0.0005554	0.3665588	0.1706262	0.0807795	0.7951015	0.0073809	0.0508958	0.3871437	0.2291725	0.640811	0.013576	0.3106985	0.1506791	0.1417486	0.3536779	0.5515918	0.4130155	0.070241	0.3364395	0.3689886	0.0425101	0.1025478	0.3476782	0.0072263	0.0081946	0.5104639	0.0018812	0.857035	0.0143541	0.423429	0.6592795	0.0834758	0.3121732	0.5671869	0.6020321	0.6477773	0.2876948	0.2810293	0.4069811	0.5506872	0.0045226	0.0162663	0.3451374	0.0771982	0.0474817	0.0934689	0.1544398	0.0371118	0.4136803	0.0399085	0.5028974
5400	0.2143982	0.7471322	0.1054529	0.6444384	0.0208201	0.0424653	0.446551	0.2199896	0.0135819	0.4585587	0.4714597	0.8560981	0.6620222	0.0001986	0.4475898	0.3189589	0.0380841	0.6334511	0.0258601	0.0536927	0.5453327	0.2466666	0.6042295	0.0175256	0.2864445	0.1868178	0.1768841	0.4323516	0.3835694	0.4703612	0.0874966	0.2254682	0.3922023	0.1497466	0.1761528	0.4279528	0.0352017	0.0112551	0.503659	0.0092583	0.7539959	0.0245446	0.4098863	0.6848856	0.0960243	0.2154643	0.5806026	0.5001056	0.7357048	0.3315911	0.2550455	0.4757397	0.6252061	0.0033717	0.0325589	0.3307644	0.1119045	0.0265539	0.1041936	0.2099422	0.0382226	0.5256982	0.0371246	0.5066353
5420	0.1858225	0.658502	0.0876378	0.7034882	0.0178336	0.0383509	0.6156178	0.1808337	0.0239364	0.5337488	0.5006269	0.7130615	0.6697922	0.0004978	0.4831314	0.2464884	0.0699613	0.6680217	0.03114	0.0711399	0.4302684	0.257085	0.6662908	0.035713	0.38715	0.1491532	0.1636328	0.4967886	0.4642888	0.4004874	0.0560999	0.2657914	0.369687	0.0773552	0.1238326	0.3356798	0.0129609	0.0091482	0.4756916	0.0029198	0.7286737	0.0197779	0.3221816	0.5547534	0.0995004	0.2183101	0.5186238	0.6871795	0.7492074	0.2937964	0.361025	0.419324	0.8545721	0.0044477	0.0286991	0.3484167	0.1036131	0.0327517	0.0824242	0.1772043	0.070161	0.5474621	0.0146167	0.6137379
5440	0.195929	0.7568287	0.1227548	0.6993004	0.0204949	0.0284802	0.5729824	0.2386097	0.0363771	0.4262789	0.5177813	0.6260784	0.5578746	0.0003343	0.3590268	0.2003776	0.1194381	0.7479872	0.0131867	0.0893892	0.4689603	0.2013903	0.7028775	0.014421	0.390154	0.2147996	0.2080615	0.4120524	0.3744638	0.4053817	0.078723	0.2986356	0.4343799	0.1087773	0.1234136	0.3197106	0.0066119	0.0092518	0.5175864	0.0018165	0.7313034	0.0153605	0.3636599	0.577074	0.1118298	0.2471173	0.5490351	0.7376663	0.6217342	0.2336556	0.3613278	0.4514554	0.6646919	0.0099941	0.0212553	0.2745155	0.1099975	0.0566133	0.0824832	0.1344537	0.0755244	0.4348925	0.0161013	0.5452996
5460	0.2341795	0.6396424	0.1085325	0.6766555	0.010504	0.0828813	0.5533927	0.2678649	0.0085668	0.4872623	0.5190603	0.7146551	0.452674	0.001997	0.3765214	0.1384521	0.0750357	0.8520381	0.0190835	0.0960639	0.4706833	0.2569069	0.656606	0.0512064	0.3904073	0.1689488	0.1411813	0.4179815	0.4130743	0.4167804	0.0958473	0.3187001	0.32579	0.0879334	0.1393723	0.4238402	0.016289	0.0046547	0.4232211	0.0120242	0.6754821	0.0168485	0.3348141	0.5126766	0.0859655	0.2109087	0.6545472	0.6726727	0.5164203	0.2882324	0.3815409	0.5082882	0.7577786	0.0096828	0.0100591	0.3419616	0.0667952	0.1221215	0.1031026	0.1510568	0.1070773	0.3867478	0.0323702	0.5668849
5480	0.2308739	0.8253787	0.0986083	0.6882338	0.036804	0.0220101	0.5133499	0.1628654	0.0156451	0.4486268	0.3661294	0.6308954	0.5427996	0.0042385	0.4193546	0.3275497	0.1007711	0.8508868	0.0169985	0.0662865	0.531826	0.2200985	0.562129	0.0162451	0.3819062	0.1803586	0.1061712	0.4212038	0.4489242	0.4697914	0.083039	0.244505	0.4304171	0.1190626	0.1013243	0.5559679	0.0123522	0.008071	0.4606689	0.0065148	0.8001868	0.027164	0.3529095	0.6289736	0.0859331	0.2159123	0.539664	0.5814288	0.6132445	0.2947083	0.308902	0.4687102	0.6989706	0.0006454	0.0023837	0.3433051	0.1088262	0.0262445	0.1249757	0.1607178	0.0796545	0.3966973	0.0174061	0.5327576
5500	0.2209962	0.7689548	0.0959265	0.7216996	0.0103957	0.0656789	0.5396164	0.1877913	0.0104345	0.447622	0.3292935	0.5917475	0.4501147	0.0028336	0.352079	0.2383953	0.0951766	0.6860989	0.0199273	0.0742917	0.4116173	0.1621947	0.6979465	0.0076194	0.3513354	0.2002871	0.1460685	0.3970395	0.4409469	0.5142724	0.0450678	0.2944754	0.4098374	0.1144989	0.1032586	0.4493238	0.0096631	0.0060663	0.5573785	0.0063797	0.6734502	0.0399311	0.3544575	0.5108919	0.1738277	0.1799214	0.7671874	0.6455004	0.6171866	0.2918696	0.3153648	0.4540352	0.6274738	0.0	0.0051099	0.2913502	0.1169779	0.0515235	0.0692934	0.1882373	0.0799627	0.419374	0.044056	0.5866642
5520	0.285786	0.8096896	0.0888511	0.5878541	0.0110193	0.0308543	0.5940577	0.1960107	0.0128007	0.47154	0.2981378	0.5734977	0.4102737	0.0016201	0.4564633	0.177317	0.0851688	0.7937451	0.0190943	0.0931306	0.5399641	0.2129176	0.5960085	0.0148182	0.3215818	0.151346	0.1216314	0.3643061	0.376625	0.5359865	0.0747708	0.2383331	0.5767397	0.1025638	0.0769264	0.3960838	0.0080449	0.0145353	0.5001583	0.0104103	0.6234663	0.013206	0.3380997	0.5700695	0.0849395	0.1957528	0.5064807	0.5915224	0.7785908	0.313719	0.4000335	0.5162277	0.6413533	0.0005576	0.0027612	0.2779876	0.0970693	0.0260664	0.0908463	0.2059684	0.1193069	0.3910853	0.0355002	0.5249815
5540	0.2926619	0.6662344	0.058819	0.5435002	0.0227183	0.0381349	0.4799208	0.2112419	0.0253594	0.5026665	0.3652564	0.6146472	0.4561171	0.0011129	0.4147882	0.2014936	0.0759108	0.7130469	0.0164767	0.1030485	0.4793152	0.1795349	0.6765888	0.0095067	0.3081692	0.1759722	0.1067306	0.3914589	0.4276017	0.4162187	0.0791416	0.2976802	0.4681335	0.0839572	0.0967079	0.4610815	0.0021371	0.0057158	0.4642097	0.0121399	0.710525	0.0105623	0.3777792	0.6655635	0.095457	0.1567314	0.5575128	0.67121	0.7664294	0.3076062	0.2914883	0.4790037	0.6329974	5.84e-05	0.005549	0.2543158	0.1083469	0.0514966	0.0894131	0.207847	0.0801226	0.4642029	0.0272027	0.5198965
5560	0.2089219	0.7821468	0.076512	0.6479296	0.0270101	0.0242317	0.4602863	0.2126133	0.0205482	0.4923023	0.3896992	0.6353574	0.4210369	0.0005259	0.3979615	0.2020158	0.0958382	0.7135074	0.0036817	0.0599519	0.5195297	0.1349556	0.5690759	0.0109068	0.3874361	0.1337655	0.0755181	0.4008444	0.4251954	0.534202	0.1071419	0.2823164	0.4618142	0.070047	0.0810523	0.4007426	0.0005186	0.0101719	0.4965792	0.0049431	0.683879	0.0225327	0.263111	0.7245627	0.0956283	0.144726	0.5022762	0.5340501	0.7135671	0.3382841	0.3765751	0.4936967	0.6098383	0.0023034	0.0085547	0.2705166	0.1213968	0.0794626	0.1360708	0.2216311	0.0307942	0.3356833	0.0339664	0.5467844
5580	0.2051486	0.7272378	0.0893456	0.6244416	0.0131904	0.0333954	0.4809525	0.2172034	0.0225538	0.4312431	0.3452607	0.5713914	0.6834323	0.0002149	0.4207698	0.2953014	0.1339854	0.6530142	0.0071549	0.058684	0.5037448	0.110359	0.6943394	0.0059899	0.3788663	0.157123	0.0755192	0.4465114	0.4106466	0.4570363	0.0947393	0.2495653	0.440974	0.0797034	0.098291	0.4381918	5.95e-05	0.009652	0.5898848	0.0037072	0.6556615	0.0180728	0.2622186	0.6174221	0.1056382	0.108085	0.4639831	0.6725973	0.6880735	0.3014457	0.4118098	0.5182108	0.6079554	0.0019502	0.0056994	0.2159507	0.1367961	0.1226811	0.1049136	0.2825125	0.0214747	0.370208	0.021756	0.4863206
5600	0.246842	0.7145163	0.0771922	0.5862839	0.0129629	0.0561562	0.4285672	0.2331555	0.0235131	0.3963606	0.4304113	0.642674	0.4162571	0.0071838	0.4214218	0.1854525	0.059009	0.6478511	0.0220375	0.0790977	0.6024609	0.2312961	0.5203006	0.0074011	0.3035687	0.1454232	0.1381616	0.3836669	0.4189708	0.4486525	0.0558147	0.260116	0.4461479	0.0695008	0.1767988	0.4494322	0.0240087	0.0152043	0.5603826	0.0004949	0.7726685	0.0124028	0.3786245	0.8796455	0.0898905	0.3000156	0.6156269	0.7517859	0.5820805	0.299202	0.4245738	0.5355517	0.5422888	0.0016288	0.0030919	0.3456992	0.0473697	0.0448706	0.1244147	0.1941499	0.0292198	0.4217855	0.0282821	0.5714464
5620	0.2532652	0.8401585	0.0808693	0.5188868	0.0154614	0.0307192	0.4175645	0.1537572	0.0179938	0.4440745	0.2467898	0.6562337	0.3840942	0.0173087	0.5795613	0.1507579	0.0700451	0.7264164	0.2252973	0.0703853	0.6244533	0.1276874	0.4138923	0.0032354	0.3209216	0.1911633	0.1273213	0.3171526	0.4920307	0.5079102	0.059223	0.418185	0.4728852	0.0762882	0.2036887	0.5170978	0.0070805	0.0028779	0.3591677	0.0106302	0.4120629	0.0392423	0.4096508	0.5744239	0.1015706	0.3316663	0.4704464	0.7544071	0.6183171	0.1644059	0.1972175	0.4392702	0.5769563	0.2458544	0.1488207	0.2914335	0.1897985	0.3891695	0.148666	0.3718786	0.0777634	0.3999308	0.0253418	0.4754194
5640	0.4833469	0.8555542	0.0750791	0.4757371	0.0275105	0.046784	0.26083	0.1696368	0.042918	0.5114485	0.2217772	0.607724	0.3147243	0.002311	0.4099368	0.16697	0.1326699	0.5864125	0.3642862	0.08382	0.5764382	0.1284679	0.4474034	0.0165659	0.257164	0.1377479	0.1920998	0.5850969	0.4232171	0.4179708	0.1201546	0.4976021	0.5345003	0.0481396	0.2674954	0.478632	0.0051356	0.0087576	0.4121621	0.0167963	0.2729184	0.0239189	0.4174531	0.4696991	0.1156085	0.4090438	0.5068616	0.5869258	0.573866	0.1685629	0.1525483	0.451012	0.613892	0.3564907	0.2243643	0.187708	0.2867442	0.5984473	0.1254569	0.3540661	0.1857331	0.3263231	0.0217386	0.418386
5660	0.4506275	0.8802445	0.0702287	0.2714311	0.0166282	0.0169178	0.2049944	0.1696993	0.0244885	0.4485158	0.2014033	0.5955937	0.3537667	0.0084352	0.4259789	0.2214913	0.1745025	0.6340916	0.5978239	0.1246036	0.6647183	0.2373554	0.3555336	0.0120563	0.3114009	0.130366	0.1686856	0.3585059	0.3232929	0.4876522	0.078179	0.4517881	0.5269814	0.0648399	0.2608975	0.4742761	0.0097255	0.0082479	0.4375171	0.0381789	0.2212503	0.0495848	0.4118914	0.4114065	0.1430043	0.5038573	0.5218577	0.557254	0.7724217	0.1640586	0.0969187	0.5552547	0.3822702	0.3714086	0.2250603	0.1960495	0.3537568	0.6406482	0.2278503	0.3596154	0.1425628	0.1657662	0.0586182	0.4555686
5680	0.5778581	0.7211627	0.0429874	0.2229603	0.0227419	0.0257806	0.2378185	0.1991621	0.0710814	0.4486949	0.1995267	0.6356318	0.2855322	0.0007294	0.4006298	0.1990822	0.35643	0.5698599	0.577611	0.1153793	0.749934	0.1446151	0.2735819	0.0074503	0.3087216	0.153652	0.2131233	0.4099681	0.3755037	0.4357696	0.1724295	0.5468794	0.5513925	0.0631384	0.2678187	0.5132267	0.0122896	0.0056038	0.4304499	0.0152233	0.1238793	0.1486423	0.4652102	0.4209721	0.1023829	0.5634569	0.4795882	0.5803903	0.5885024	0.1218814	0.1632533	0.4906744	0.2930085	0.4514365	0.3538999	0.158627	0.2680716	0.7719032	0.1726491	0.4253428	0.1039815	0.1126119	0.0457572	0.4086005
5700	0.4723167	0.7797865	0.0692397	0.1959634	0.0342959	0.0198253	0.2152274	0.1508563	0.0560251	0.4082994	0.134046	0.5980165	0.3883489	0.0048438	0.3315245	0.2277911	0.3217348	0.7154897	0.5444426	0.0626485	0.6270073	0.2594269	0.3188399	0.0118582	0.3206598	0.2971593	0.1841954	0.5575861	0.4472143	0.4290266	0.1747132	0.349762	0.5875872	0.0570285	0.285573	0.4958972	0.015027	0.0096976	0.4556907	0.0407508	0.1511922	0.2529895	0.3807906	0.3150204	0.1242408	0.7153729	0.4905003	0.4419767	0.7285163	0.1854988	0.0454805	0.5118052	0.2473191	0.5691589	0.2736626	0.2192925	0.437803	0.7513074	0.3147515	0.5266644	0.1716107	0.1417291	0.0574637	0.4711182
5720	0.4145824	0.7868326	0.0717702	0.1432688	0.0121857	0.0725102	0.2600924	0.2047142	0.035229	0.4675381	0.1494568	0.5327702	0.3056648	0.0001233	0.419127	0.169728	0.3463221	0.6116183	0.4877642	0.08644	0.720845	0.356398	0.3171818	0.0154409	0.3507319	0.2388636	0.1990749	0.4529704	0.4031166	0.4564452	0.1902379	0.4199905	0.537644	0.0525404	0.2891582	0.5820801	0.0168777	0.0040989	0.4399948	0.0250142	0.1353825	0.388929	0.4251784	0.3730542	0.1609999	0.8002908	0.4190406	0.3925175	0.8593516	0.2387058	0.0544139	0.4385096	0.2194288	0.4999694	0.2724822	0.2519522	0.4116831	0.6616793	0.343075	0.4677751	0.2068314	0.1025724	0.0762293	0.4720106
5740	0.4471832	0.700278	0.0650269	0.0897863	0.0321826	0.0355509	0.2603314	0.1899334	0.0734006	0.427838	0.2278924	0.5087612	0.3593531	0.0070597	0.513843	0.1962261	0.3273717	0.6494889	0.5389897	0.0967634	0.7585077	0.4338474	0.3038603	0.0126946	0.2969891	0.3243112	0.1869268	0.484849	0.4747658	0.4817621	0.1762156	0.4917625	0.6615459	0.088575	0.2785463	0.4711811	0.0107962	0.0033771	0.3777946	0.069348	0.0929199	0.4333306	0.3905247	0.4056918	0.1446446	0.5947459	0.3607714	0.3867455	0.9209453	0.2387514	0.0783749	0.4697662	0.1175328	0.5264888	0.3740897	0.1659862	0.3131715	0.5232897	0.3867786	0.5537427	0.2323156	0.0745462	0.0835742	0.5066384
5760	0.4655501	0.7895266	0.0325714	0.0768205	0.0036211	0.0459761	0.2547846	0.1773251	0.085042	0.4625441	0.1196505	0.606118	0.5024236	0.0017063	0.4025144	0.2141581	0.3806244	0.6554098	0.5367939	0.0815371	0.6183203	0.4173317	0.2249928	0.0081787	0.3973184	0.2305144	0.2389977	0.4041932	0.411147	0.4754872	0.119825	0.5085695	0.6079118	0.0705582	0.2660858	0.5486045	0.0036045	0.0092226	0.4159337	0.0308876	0.0771264	0.5344389	0.4509459	0.3271676	0.1026085	0.6587748	0.3663025	0.4299296	0.6758523	0.2450934	0.0619697	0.5200783	0.1221096	0.5889947	0.3357312	0.1411608	0.4218473	0.5761667	0.3726947	0.5473616	0.1462528	0.0455346	0.0850481	0.434265
5780	0.4070443	0.6535151	0.0347609	0.0543496	0.0098016	0.0423269	0.2520158	0.1669657	0.1027467	0.5078523	0.1362491	0.4165525	0.4109229	0.0090115	0.4209506	0.215653	0.3280041	0.5530536	0.6922215	0.0585183	0.7360235	0.4545151	0.3234594	0.0099583	0.3779058	0.2234763	0.2367904	0.5294951	0.415983	0.6283411	0.1986063	0.5441661	0.604334	0.0613425	0.2514192	0.6334879	0.0118586	0.0130385	0.5358552	0.0146871	0.0754342	0.484413	0.4630532	0.3773417	0.0976396	0.7197461	0.3362096	0.4984373	0.7341821	0.2323113	0.0655091	0.5190588	0.1157543	0.6517639	0.3679258	0.1210799	0.4290502	0.6798216	0.3572408	0.5803125	0.1937637	0.0550864	0.1177734	0.48185
5800	0.4393783	0.8070014	0.052559	0.0590213	0.0180642	0.0308714	0.2245217	0.1534276	0.130113	0.486463	0.1425	0.5047261	0.5528939	0.0106915	0.4352908	0.1946705	0.4037224	0.5856146	0.5062093	0.0835159	0.756209	0.4490297	0.3039874	0.0230389	0.2869191	0.2095042	0.2273275	0.4513313	0.4055698	0.4788835	0.2274904	0.4124442	0.6949575	0.0632938	0.2695404	0.6252753	0.0102345	0.0094374	0.4457803	0.0457592	0.0920257	0.478477	0.4335367	0.3064405	0.0852965	0.7987184	0.4268109	0.4160687	0.7798156	0.2479322	0.0441214	0.5385788	0.0956296	0.5306512	0.4219879	0.1801279	0.3665086	0.733327	0.4121139	0.6924338	0.1241092	0.060949	0.1862686	0.5498308
5820	0.4807569	0.6999933	0.0409078	0.0690494	0.0120319	0.0437713	0.199808	0.1686809	0.1367404	0.4033872	0.1131998	0.6090812	0.5525645	0.0056206	0.4702689	0.1902959	0.4289781	0.5600932	0.562187	0.0862935	0.6873902	0.4960985	0.27093	0.035283	0.4374513	0.1779245	0.2052811	0.5734939	0.3743115	0.5033091	0.1825946	0.577915	0.6250811	0.0628917	0.2796181	0.6507801	0.0047121	0.0127901	0.4544832	0.0144224	0.1149098	0.6496689	0.5137133	0.2886415	0.1190149	0.6928063	0.4918538	0.474066	0.7185086	0.1563986	0.0286987	0.585595	0.149032	0.5630989	0.4116902	0.1827448	0.4039071	0.5869051	0.4309263	0.511933	0.2140559	0.0312931	0.2386447	0.5274167
5840	0.4437322	0.5893544	0.055276	0.0437856	0.023919	0.0446242	0.3175298	0.1151979	0.1371465	0.5489288	0.1828864	0.6303309	0.473587	0.0023961	0.3681457	0.1795666	0.5030545	0.6203212	0.6571645	0.1018257	0.7097258	0.6162503	0.3420278	0.0217102	0.2746623	0.2338486	0.2566027	0.4471496	0.4219145	0.509363	0.2838405	0.5927886	0.6389226	0.0712391	0.2716877	0.5655844	0.001466	0.0123705	0.4270979	0.0100535	0.0849977	0.5694164	0.544808	0.3071876	0.1603328	0.7295444	0.5614362	0.459842	0.8342678	0.2003246	0.0487159	0.6172969	0.0917945	0.5519264	0.3719321	0.1247258	0.3618857	0.5892814	0.4375187	0.6391594	0.3166765	0.0235513	0.1756719	0.604857
5860	0.4670382	0.7951089	0.0420901	0.0635995	0.0132575	0.0256828	0.2448649	0.1635364	0.105941	0.3818961	0.1229347	0.5599275	0.5388715	0.0039477	0.3897658	0.1987018	0.5445617	0.5849938	0.5405458	0.1011383	0.7782404	0.6332772	0.37921	0.036284	0.4461793	0.1601702	0.154633	0.5120432	0.4804712	0.5483255	0.2999452	0.5785412	0.6931038	0.085259	0.3684207	0.6093162	0.0045717	0.0240295	0.4790682	0.0161047	0.0644493	0.5862242	0.5530506	0.3021993	0.1164933	0.6294373	0.5506144	0.4204045	0.8010106	0.2936253	0.0593337	0.7228909	0.0914336	0.4544109	0.3965822	0.1565042	0.3114601	0.7435005	0.4291247	0.6544043	0.1569788	0.0184997	0.2526236	0.3976632
5880	0.4503618	0.6978575	0.044613	0.0509873	0.0146597	0.0313657	0.2672884	0.2012929	0.1314165	0.3892794	0.1659623	0.5083165	0.4585781	0.0023722	0.3473584	0.2588885	0.4786585	0.5878717	0.7322353	0.148228	0.6339232	0.6795444	0.3096549	0.0389674	0.4021239	0.2050257	0.21257	0.4988813	0.6059105	0.5478304	0.2751793	0.4956142	0.682247	0.0606541	0.3646071	0.6014037	0.0027418	0.0163966	0.3887831	0.0038586	0.1274979	0.6628357	0.5176464	0.3195626	0.1045175	0.6353192	0.5375196	0.4628574	0.7204071	0.2362757	0.074812	0.7560932	0.0953634	0.5721553	0.4383917	0.171655	0.3302195	0.5591571	0.4188773	0.5395181	0.1820494	0.019154	0.2111035	0.5282047
5900	0.4742727	0.640085	0.0425319	0.0773029	0.0347085	0.0397254	0.2446041	0.1523583	0.1681274	0.365342	0.2063287	0.4543852	0.5763594	3.12e-05	0.3310016	0.2719443	0.4177291	0.4963669	0.5790415	0.1030742	0.7680719	0.5292781	0.3549206	0.0641419	0.3905474	0.2692351	0.1904933	0.5752475	0.539386	0.5522978	0.367162	0.5839291	0.6147599	0.077892	0.3162052	0.6372243	0.006361	0.0304874	0.4461205	0.001743	0.0657642	0.5928557	0.5916055	0.2950045	0.1275521	0.6628928	0.560089	0.4711584	0.6016108	0.2125938	0.0301741	0.6592227	0.0503095	0.6188908	0.4017823	0.1318504	0.38396	0.6574308	0.5279983	0.7069513	0.1837225	0.0440236	0.2389189	0.3847741
5920	0.4917113	0.8662116	0.0362879	0.0236152	0.0144321	0.022615	0.209214	0.1716347	0.1906559	0.4668166	0.1967799	0.4759325	0.6415414	0.0007035	0.4425622	0.2044084	0.4029738	0.5463403	0.5307219	0.1108413	0.7160467	0.570229	0.3009008	0.0274674	0.4247129	0.1888849	0.1941948	0.6125137	0.5203023	0.5742069	0.2540781	0.5932353	0.6731712	0.1001949	0.3886794	0.6182118	0.0112492	0.0090608	0.4306199	0.001841	0.0528233	0.7334545	0.5965087	0.3285963	0.1142641	0.7309249	0.5484872	0.4228849	0.6606655	0.1755833	0.0415366	0.554311	0.0413767	0.5298361	0.4346766	0.1709573	0.3313165	0.5553019	0.4738144	0.610503	0.1647218	0.0123708	0.2020034	0.5377062
