"Time"	glrR	glmY	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	rstA	rcsB	rcsA	fhlA	hyfR	gadE	ydeO	evgA	csgE	csgG	csgF	sra	yjbE	yjbF	yjbG	yjbH	tdcB	tdcC	mdtF	tdcF	tdcE	mdtE	tdcD	tdcG	ompF	osmB	wzb	rprA	wzc	wcaB	wza	wcaA	bdm	hyfA	sgbE	yiaO	yiaK	hyfI	hyfJ	ftsZ	focB	hyfG	yiaL	yiaN	hyfE	hyfB	sgbU	ftsA	hyfD	hyfC	lyxK	sgbH
1100	1,0000000	0,2089870	0,6086472	0,6215417	0,3589465	0,9979827	0,5674828	0,9996900	0,6359414	0,2694903	0,5823218	0,8290511	1,0000000	0,9999915	0,5479503	0,9787674	0,8736474	0,7984935	0,6283170	0,9999953	0,3084590	0,2846117	0,2975753	0,1268848	0,8271947	0,9958027	0,9899674	0,9974549	0,8352297	0,6442466	0,9998350	0,7105523	0,7185568	0,7644657	0,9052122	0,5648044	0,2133417	0,2140223	0,6129217	0,9989534	0,6990214	0,9563284	0,7268430	0,1778590	0,6559527	0,9418810	0,8924203	0,4074718	0,3848596	0,9240622	0,8060995	0,5072798	0,6867092	0,9411829	0,1098473	0,8461621	0,8898469	0,7446723	0,3514834	0,9959424	0,7086928	0,9501064	0,7707892	0,8460638

0	1,0000000	0,2089871	0,6086472	0,6214960	0,3589738	0,9979821	0,5677862	1,0000000	0,6359414	0,2696430	0,5811238	0,8370137	1,0000000	1,0000000	0,5485768	0,9787658	0,8734015	0,7984759	0,6283135	0,9999949	0,3097473	0,2828262	0,2959622	0,1271592	0,8276880	0,9958303	0,9899903	0,9974937	0,8355058	0,6451458	0,9998339	0,7111605	0,7195015	0,7641857	0,9056715	0,5690049	0,2109712	0,2176280	0,6141677	0,9990026	0,6997322	0,9576282	0,7312417	0,1803894	0,6631325	0,9417643	0,8924203	0,4074219	0,3848596	0,9239477	0,8058389	0,5110633	0,6856507	0,9410757	0,1098473	0,8461621	0,8898087	0,7441025	0,3514834	0,9959231	0,7083380	0,9498494	0,7707834	0,8460638
20	0,9076023	0,2542060	0,6086472	0,6220140	0,3262719	0,9979823	0,5965097	1,0000000	0,6359414	0,2696420	0,5664454	0,8368940	1,0000000	1,0000000	0,5485904	0,9787663	0,8897422	0,7984809	0,6283146	0,9999952	0,3097193	0,2826225	0,2958614	0,1271717	0,8277013	0,9958310	0,9906980	0,9975280	0,8653724	0,6451535	0,9998343	0,7112979	0,7195810	0,7672472	0,9150349	0,5691613	0,2109950	0,2599358	0,6142010	0,9990145	0,7207815	0,9590074	0,7314663	0,1849911	0,6698552	0,9418608	0,8924203	0,4531001	0,3848596	0,9239958	0,8219248	0,5111918	0,6864088	0,9411209	0,1098473	0,8461621	0,8898419	0,7443595	0,3514834	0,9960556	0,7086064	0,9499949	0,7707834	0,8460638
40	0,7584598	0,3472892	0,6086472	0,6268979	0,2644602	0,9979824	0,6526841	1,0000000	0,6359414	0,2696412	0,5370846	0,8367988	1,0000000	1,0000000	0,5486002	0,9787667	0,9177902	0,7984845	0,6283153	0,9999958	0,3096974	0,2824646	0,2957868	0,1271807	0,8277109	0,9958316	0,9921414	0,9975927	0,9056937	0,6452045	0,9998345	0,7126516	0,7203379	0,7737386	0,9306748	0,5706541	0,2110128	0,3464792	0,6142256	0,9990226	0,7515108	0,9617244	0,7316345	0,1940728	0,6834319	0,9424763	0,8924203	0,5388611	0,3848596	0,9242190	0,8503877	0,5112862	0,6908103	0,9413258	0,1098473	0,8461621	0,8900520	0,7456308	0,3514834	0,9963242	0,7102869	0,9507824	0,7707834	0,8460638
60	0,6332908	0,4494247	0,6086472	0,6389948	0,2022197	0,9979825	0,7112232	1,0000000	0,6359414	0,2696406	0,5058293	0,8367232	1,0000000	1,0000000	0,5486072	0,9787669	0,9431286	0,7984871	0,6283159	0,9999963	0,3096803	0,2823426	0,2957316	0,1271871	0,8277178	0,9958319	0,9937153	0,9976600	0,9347828	0,6453213	0,9998347	0,7164509	0,7224562	0,7812010	0,9451950	0,5748641	0,2110258	0,4410929	0,6142439	0,9990282	0,7755003	0,9646425	0,7317602	0,2037217	0,6984587	0,9438723	0,8924203	0,6253540	0,3848596	0,9247488	0,8771418	0,5113554	0,7003399	0,9418117	0,1098473	0,8461621	0,8905176	0,7485374	0,3514834	0,9966345	0,7141514	0,9525677	0,7707834	0,8460638
80	0,5456779	0,5429305	0,6086472	0,6564064	0,1494945	0,9979825	0,7623905	1,0000000	0,6359414	0,2696402	0,4780291	0,8366633	1,0000000	1,0000000	0,5486122	0,9787671	0,9623035	0,7984889	0,6283163	0,9999968	0,3096669	0,2822484	0,2956907	0,1271918	0,8277228	0,9958322	0,9951494	0,9977192	0,9531910	0,6454878	0,9998348	0,7229708	0,7260955	0,7883829	0,9569017	0,5821069	0,2110355	0,5275152	0,6142574	0,9990319	0,7917261	0,9672703	0,7318540	0,2123070	0,7124212	0,9458412	0,8924203	0,6994230	0,3848596	0,9255581	0,8983015	0,5114060	0,7133163	0,9425553	0,1098473	0,8461621	0,8911570	0,7527813	0,3514834	0,9969375	0,7196772	0,9551180	0,7707834	0,8460638
100	0,4894122	0,6213668	0,6086472	0,6750574	0,1082299	0,9979826	0,8035902	1,0000000	0,6359414	0,2696399	0,4553496	0,8366158	1,0000000	1,0000000	0,5486158	0,9787672	0,9756637	0,7984903	0,6283166	0,9999972	0,3096564	0,2821758	0,2956606	0,1271952	0,8277264	0,9958324	0,9963475	0,9977671	0,9643958	0,6456769	0,9998349	0,7316632	0,7309772	0,7947238	0,9657303	0,5917557	0,2110426	0,5998829	0,6142673	0,9990345	0,8021401	0,9694436	0,7319240	0,2193227	0,7243453	0,9480203	0,8924203	0,7585249	0,3848596	0,9265336	0,9137479	0,5114430	0,7273316	0,9434544	0,1098473	0,8461621	0,8918467	0,7576840	0,3514834	0,9972099	0,7258685	0,9579906	0,7707834	0,8460638
120	0,4550383	0,6838790	0,6086472	0,6916103	0,0773158	0,9979826	0,8352621	1,0000000	0,6359414	0,2696397	0,4377649	0,8365782	1,0000000	1,0000000	0,5486184	0,9787673	0,9845474	0,7984912	0,6283169	0,9999975	0,3096481	0,2821199	0,2956383	0,1271976	0,8277289	0,9958326	0,9972984	0,9978043	0,9711531	0,6458661	0,9998349	0,7416169	0,7366286	0,8000434	0,9721231	0,6027823	0,2110479	0,6574433	0,6142747	0,9990362	0,8086789	0,9711532	0,7319761	0,2247772	0,7340370	0,9501111	0,8924203	0,8040084	0,3848596	0,9275532	0,9245218	0,5114700	0,7405880	0,9443973	0,1098473	0,8461621	0,8924921	0,7626165	0,3514834	0,9974434	0,7318694	0,9608038	0,7707834	0,8460638
140	0,4347061	0,7320727	0,6086472	0,7044677	0,0547634	0,9979826	0,8589152	1,0000000	0,6359414	0,2696396	0,4245783	0,8365484	1,0000000	1,0000000	0,5486202	0,9787673	0,9902837	0,7984919	0,6283171	0,9999977	0,3096416	0,2820769	0,2956219	0,1271993	0,8277308	0,9958327	0,9980277	0,9978322	0,9752368	0,6460414	0,9998349	0,7519233	0,7425683	0,8043576	0,9766314	0,6141846	0,2110518	0,7016937	0,6142800	0,9990374	0,8127449	0,9724546	0,7320148	0,2288825	0,7416641	0,9519398	0,8924203	0,8383151	0,3848596	0,9285229	0,9318225	0,5114897	0,7521250	0,9452977	0,1098473	0,8461621	0,8930434	0,7671561	0,3514834	0,9976374	0,7371584	0,9633199	0,7707834	0,8460638
160	0,4229457	0,7683827	0,6086472	0,7134625	0,0385905	0,9979826	0,8762433	1,0000000	0,6359414	0,2696395	0,4149200	0,8365249	1,0000000	1,0000000	0,5486215	0,9787673	0,9939159	0,7984924	0,6283173	0,9999979	0,3096365	0,2820439	0,2956097	0,1272005	0,8277321	0,9958327	0,9985739	0,9978528	0,9777222	0,6461958	0,9998350	0,7618640	0,7484019	0,8077733	0,9797574	0,6251904	0,2110546	0,7348984	0,6142840	0,9990383	0,8152624	0,9734226	0,7320437	0,2319032	0,7475324	0,9534402	0,8924203	0,8638914	0,3848596	0,9293858	0,9366731	0,5115040	0,7616211	0,9461024	0,1098473	0,8461621	0,8934853	0,7710863	0,3514834	0,9977951	0,7415190	0,9654329	0,7707834	0,8460638
180	0,4162528	0,7952867	0,6086472	0,7192023	0,0271249	0,9979826	0,8887696	1,0000000	0,6359414	0,2696394	0,4079680	0,8365063	1,0000000	1,0000000	0,5486225	0,9787674	0,9961847	0,7984928	0,6283174	0,9999980	0,3096324	0,2820186	0,2956008	0,1272014	0,8277331	0,9958328	0,9989756	0,9978678	0,9792497	0,6463268	0,9998350	0,7709635	0,7538523	0,8104295	0,9819031	0,6353004	0,2110567	0,7593676	0,6142868	0,9990388	0,8168179	0,9741304	0,7320650	0,2340892	0,7519733	0,9546155	0,8924203	0,8828270	0,3848596	0,9301169	0,9398504	0,5115143	0,7691369	0,9467871	0,1098473	0,8461621	0,8938235	0,7743431	0,3514834	0,9979213	0,7449416	0,9671272	0,7707834	0,8460638
200	0,4124901	0,8149732	0,6086472	0,7225418	0,0190603	0,9979826	0,8977392	1,0000000	0,6359414	0,2696394	0,4030307	0,8364916	1,0000000	1,0000000	0,5486231	0,9787674	0,9975881	0,7984931	0,6283175	0,9999981	0,3096292	0,2819992	0,2955941	0,1272021	0,8277338	0,9958328	0,9992670	0,9978786	0,9801992	0,6464352	0,9998350	0,7789673	0,7587539	0,8124665	0,9833683	0,6442527	0,2110582	0,7771480	0,6142889	0,9990392	0,8177782	0,9746412	0,7320809	0,2356515	0,7552921	0,9555047	0,8924203	0,8967876	0,3848596	0,9307134	0,9419098	0,5115219	0,7749171	0,9473483	0,1098473	0,8461621	0,8940736	0,7769555	0,3514834	0,9980210	0,7475284	0,9684390	0,7707834	0,8460638
220	0,4103944	0,8292403	0,6086472	0,7242838	0,0134193	0,9979826	0,9041176	1,0000000	0,6359414	0,2696393	0,3995609	0,8364800	1,0000000	1,0000000	0,5486236	0,9787674	0,9984501	0,7984933	0,6283176	0,9999981	0,3096267	0,2819843	0,2955892	0,1272025	0,8277342	0,9958329	0,9994759	0,9978863	0,9807966	0,6465232	0,9998350	0,7857905	0,7630318	0,8140112	0,9843671	0,6519608	0,2110593	0,7899238	0,6142905	0,9990395	0,8183708	0,9750062	0,7320927	0,2367571	0,7577482	0,9561597	0,8924203	0,9070539	0,3848596	0,9311858	0,9432335	0,5115273	0,7792674	0,9477949	0,1098473	0,8461621	0,8942534	0,7789998	0,3514834	0,9980992	0,7494261	0,9694270	0,7707834	0,8460638
240	0,4092357	0,8395017	0,6086472	0,7250573	0,0094891	0,9979827	0,9086303	1,0000000	0,6359414	0,2696393	0,3971431	0,8364709	1,0000000	1,0000000	0,5486239	0,9787674	0,9989767	0,7984934	0,6283177	0,9999981	0,3096248	0,2819729	0,2955856	0,1272028	0,8277346	0,9958329	0,9996244	0,9978918	0,9811772	0,6465935	0,9998350	0,7914629	0,7666760	0,8151722	0,9850484	0,6584544	0,2110601	0,7990200	0,6142916	0,9990396	0,8187364	0,9752648	0,7321014	0,2375335	0,7595520	0,9566320	0,8924203	0,9145917	0,3848596	0,9315510	0,9440789	0,5115313	0,7824872	0,9481418	0,1098473	0,8461621	0,8943800	0,7805691	0,3514834	0,9981599	0,7507851	0,9701546	0,7707834	0,8460638
260	0,4085989	0,8468374	0,6086472	0,7253000	0,0067588	0,9979827	0,9118107	1,0000000	0,6359414	0,2696393	0,3954700	0,8364637	1,0000000	1,0000000	0,5486242	0,9787674	0,9992972	0,7984935	0,6283177	0,9999982	0,3096232	0,2819642	0,2955829	0,1272031	0,8277348	0,9958329	0,9997292	0,9978957	0,9814226	0,6466490	0,9998350	0,7960830	0,7697193	0,8160381	0,9855139	0,6638304	0,2110607	0,8054471	0,6142924	0,9990398	0,8189620	0,9754468	0,7321078	0,2380754	0,7608683	0,9569667	0,8924203	0,9201208	0,3848596	0,9318278	0,9446159	0,5115342	0,7848390	0,9484060	0,1098473	0,8461621	0,8944676	0,7817556	0,3514834	0,9982069	0,7517391	0,9706809	0,7707834	0,8460638
280	0,4082505	0,8520559	0,6086472	0,7252883	0,0048660	0,9979827	0,9140458	1,0000000	0,6359414	0,2696393	0,3943190	0,8364580	1,0000000	1,0000000	0,5486244	0,9787674	0,9994917	0,7984936	0,6283177	0,9999982	0,3096220	0,2819575	0,2955810	0,1272032	0,8277350	0,9958329	0,9998026	0,9978984	0,9815828	0,6466924	0,9998350	0,7997823	0,7722188	0,8166798	0,9858328	0,6682192	0,2110611	0,8099591	0,6142930	0,9990398	0,8191011	0,9755742	0,7321126	0,2384517	0,7618241	0,9572007	0,8924203	0,9241741	0,3848596	0,9320342	0,9449555	0,5115362	0,7865387	0,9486039	0,1098473	0,8461621	0,8945273	0,7826421	0,3514834	0,9982431	0,7523978	0,9710557	0,7707834	0,8460638
300	0,4080606	0,8557533	0,6086472	0,7251803	0,0035558	0,9979827	0,9156131	1,0000000	0,6359414	0,2696392	0,3935310	0,8364535	1,0000000	1,0000000	0,5486245	0,9787674	0,9996094	0,7984936	0,6283178	0,9999982	0,3096210	0,2819524	0,2955795	0,1272034	0,8277352	0,9958329	0,9998538	0,9979004	0,9816884	0,6467261	0,9998350	0,8027021	0,7742430	0,8171528	0,9860518	0,6717608	0,2110615	0,8131091	0,6142934	0,9990399	0,8191870	0,9756629	0,7321161	0,2387118	0,7625151	0,9573623	0,8924203	0,9271445	0,3848596	0,9321860	0,9451694	0,5115377	0,7877566	0,9487502	0,1098473	0,8461621	0,8945675	0,7832978	0,3514834	0,9982708	0,7528462	0,9713192	0,7707834	0,8460638
320	0,4079575	0,8583642	0,6086472	0,7250568	0,0026500	0,9979827	0,9167103	1,0000000	0,6359414	0,2696392	0,3929937	0,8364500	1,0000000	1,0000000	0,5486246	0,9787674	0,9996806	0,7984937	0,6283178	0,9999982	0,3096203	0,2819485	0,2955784	0,1272035	0,8277352	0,9958329	0,9998893	0,9979017	0,9817588	0,6467520	0,9998350	0,8049787	0,7758627	0,8174998	0,9862028	0,6745916	0,2110617	0,8152979	0,6142937	0,9990399	0,8192399	0,9757245	0,7321187	0,2388911	0,7630131	0,9574729	0,8924203	0,9293207	0,3848596	0,9322962	0,9453037	0,5115388	0,7886231	0,9488569	0,1098473	0,8461621	0,8945942	0,7837791	0,3514834	0,9982920	0,7531477	0,9715024	0,7707834	0,8460638
340	0,4079016	0,8602027	0,6086472	0,7249523	0,0020243	0,9979827	0,9174774	1,0000000	0,6359414	0,2696392	0,3926287	0,8364472	1,0000000	1,0000000	0,5486246	0,9787674	0,9997235	0,7984937	0,6283178	0,9999982	0,3096197	0,2819456	0,2955776	0,1272035	0,8277353	0,9958329	0,9999139	0,9979027	0,9818060	0,6467719	0,9998350	0,8067352	0,7771451	0,8177534	0,9863070	0,6768359	0,2110619	0,8168123	0,6142940	0,9990400	0,8192726	0,9757671	0,7321206	0,2390143	0,7633708	0,9575480	0,8924203	0,9309149	0,3848596	0,9323756	0,9453877	0,5115396	0,7892360	0,9489341	0,1098473	0,8461621	0,8946119	0,7841301	0,3514834	0,9983082	0,7533484	0,9716286	0,7707834	0,8460638
360	0,4078713	0,8614942	0,6086472	0,7248763	0,0015924	0,9979827	0,9180132	1,0000000	0,6359414	0,2696392	0,3923815	0,8364450	1,0000000	1,0000000	0,5486247	0,9787674	0,9997494	0,7984937	0,6283178	0,9999982	0,3096192	0,2819433	0,2955770	0,1272036	0,8277354	0,9958329	0,9999308	0,9979034	0,9818380	0,6467871	0,9998350	0,8080781	0,7781512	0,8179379	0,9863791	0,6786032	0,2110620	0,8178564	0,6142941	0,9990400	0,8192928	0,9757965	0,7321220	0,2390987	0,7636271	0,9575985	0,8924203	0,9320826	0,3848596	0,9324321	0,9454402	0,5115401	0,7896674	0,9489894	0,1098473	0,8461621	0,8946235	0,7843846	0,3514834	0,9983205	0,7534807	0,9717147	0,7707834	0,8460638
380	0,4078550	0,8623998	0,6086472	0,7248267	0,0012944	0,9979827	0,9183871	1,0000000	0,6359414	0,2696392	0,3922145	0,8364433	1,0000000	1,0000000	0,5486247	0,9787674	0,9997650	0,7984938	0,6283178	0,9999982	0,3096188	0,2819416	0,2955765	0,1272036	0,8277354	0,9958329	0,9999424	0,9979039	0,9818597	0,6467986	0,9998350	0,8090966	0,7789343	0,8180718	0,9864290	0,6799866	0,2110621	0,8185738	0,6142942	0,9990400	0,8193052	0,9758167	0,7321231	0,2391565	0,7638104	0,9576324	0,8924203	0,9329379	0,3848596	0,9324721	0,9454729	0,5115405	0,7899698	0,9490286	0,1098473	0,8461621	0,8946310	0,7845684	0,3514834	0,9983298	0,7535672	0,9717731	0,7707834	0,8460638
400	0,4078462	0,8630335	0,6086472	0,7247973	0,0010888	0,9979827	0,9186480	1,0000000	0,6359414	0,2696392	0,3921019	0,8364419	1,0000000	1,0000000	0,5486247	0,9787674	0,9997744	0,7984938	0,6283178	0,9999982	0,3096185	0,2819402	0,2955762	0,1272036	0,8277354	0,9958329	0,9999503	0,9979042	0,9818746	0,6468074	0,9998350	0,8098637	0,7795394	0,8181687	0,9864637	0,6810641	0,2110621	0,8190652	0,6142943	0,9990400	0,8193129	0,9758306	0,7321238	0,2391959	0,7639413	0,9576549	0,8924203	0,9335644	0,3848596	0,9325002	0,9454932	0,5115408	0,7901811	0,9490563	0,1098473	0,8461621	0,8946359	0,7847007	0,3514834	0,9983369	0,7536234	0,9718125	0,7707834	0,8460638
420	0,4078415	0,8634765	0,6086472	0,7247817	0,0009471	0,9979827	0,9188298	1,0000000	0,6359414	0,2696392	0,3920262	0,8364409	1,0000000	1,0000000	0,5486247	0,9787674	0,9997800	0,7984938	0,6283178	0,9999982	0,3096183	0,2819392	0,2955760	0,1272036	0,8277354	0,9958329	0,9999557	0,9979044	0,9818848	0,6468140	0,9998350	0,8104378	0,7800040	0,8182387	0,9864878	0,6818997	0,2110622	0,8194011	0,6142944	0,9990400	0,8193176	0,9758401	0,7321244	0,2392228	0,7640346	0,9576699	0,8924203	0,9340232	0,3848596	0,9325198	0,9455058	0,5115410	0,7903282	0,9490757	0,1098473	0,8461621	0,8946390	0,7847956	0,3514834	0,9983423	0,7536597	0,9718388	0,7707834	0,8460638
440	0,4078390	0,8637856	0,6086472	0,7247747	0,0008493	0,9979827	0,9189566	1,0000000	0,6359414	0,2696392	0,3919754	0,8364400	1,0000000	1,0000000	0,5486248	0,9787674	0,9997834	0,7984938	0,6283178	0,9999982	0,3096181	0,2819384	0,2955758	0,1272036	0,8277354	0,9958329	0,9999594	0,9979046	0,9818918	0,6468189	0,9998350	0,8108652	0,7803587	0,8182890	0,9865046	0,6825451	0,2110622	0,8196300	0,6142944	0,9990400	0,8193206	0,9758467	0,7321248	0,2392411	0,7641010	0,9576797	0,8924203	0,9343592	0,3848596	0,9325334	0,9455136	0,5115412	0,7904304	0,9490893	0,1098473	0,8461621	0,8946411	0,7848634	0,3514834	0,9983463	0,7536830	0,9718563	0,7707834	0,8460638
460	0,4078376	0,8640012	0,6086472	0,7247723	0,0007820	0,9979827	0,9190449	1,0000000	0,6359414	0,2696392	0,3919413	0,8364394	1,0000000	1,0000000	0,5486248	0,9787674	0,9997855	0,7984938	0,6283178	0,9999982	0,3096180	0,2819379	0,2955756	0,1272036	0,8277355	0,9958329	0,9999619	0,9979047	0,9818967	0,6468227	0,9998350	0,8111817	0,7806281	0,8183252	0,9865162	0,6830419	0,2110622	0,8197857	0,6142945	0,9990400	0,8193224	0,9758511	0,7321251	0,2392536	0,7641482	0,9576862	0,8924203	0,9346053	0,3848596	0,9325428	0,9455185	0,5115413	0,7905013	0,9490987	0,1098473	0,8461621	0,8946423	0,7849119	0,3514834	0,9983494	0,7536978	0,9718680	0,7707834	0,8460638
480	0,4078369	0,8641513	0,6086472	0,7247723	0,0007355	0,9979827	0,9191065	1,0000000	0,6359414	0,2696392	0,3919185	0,8364389	1,0000000	1,0000000	0,5486248	0,9787674	0,9997867	0,7984938	0,6283178	0,9999982	0,3096178	0,2819374	0,2955755	0,1272037	0,8277355	0,9958329	0,9999636	0,9979048	0,9819000	0,6468255	0,9998350	0,8114150	0,7808318	0,8183512	0,9865243	0,6834233	0,2110622	0,8198914	0,6142945	0,9990400	0,8193235	0,9758541	0,7321253	0,2392620	0,7641817	0,9576905	0,8924203	0,9347855	0,3848596	0,9325493	0,9455214	0,5115414	0,7905503	0,9491052	0,1098473	0,8461621	0,8946432	0,7849464	0,3514834	0,9983517	0,7537072	0,9718756	0,7707834	0,8460638
500	0,4078365	0,8642558	0,6086472	0,7247732	0,0007035	0,9979827	0,9191493	1,0000000	0,6359414	0,2696392	0,3919033	0,8364384	1,0000000	1,0000000	0,5486248	0,9787674	0,9997874	0,7984938	0,6283178	0,9999982	0,3096178	0,2819371	0,2955755	0,1272037	0,8277355	0,9958329	0,9999648	0,9979048	0,9819024	0,6468276	0,9998350	0,8115864	0,7809850	0,8183697	0,9865300	0,6837152	0,2110623	0,8199631	0,6142945	0,9990400	0,8193242	0,9758562	0,7321255	0,2392678	0,7642055	0,9576933	0,8924203	0,9349176	0,3848596	0,9325538	0,9455233	0,5115414	0,7905842	0,9491097	0,1098473	0,8461621	0,8946437	0,7849710	0,3514834	0,9983535	0,7537132	0,9718807	0,7707834	0,8460638
520	0,4078363	0,8643285	0,6086472	0,7247742	0,0006814	0,9979827	0,9191792	1,0000000	0,6359414	0,2696392	0,3918931	0,8364381	1,0000000	1,0000000	0,5486248	0,9787674	0,9997879	0,7984938	0,6283178	0,9999982	0,3096177	0,2819368	0,2955754	0,1272037	0,8277355	0,9958329	0,9999656	0,9979049	0,9819040	0,6468291	0,9998350	0,8117118	0,7810999	0,8183830	0,9865339	0,6839382	0,2110623	0,8200115	0,6142945	0,9990400	0,8193246	0,9758576	0,7321256	0,2392717	0,7642224	0,9576951	0,8924203	0,9350142	0,3848596	0,9325568	0,9455244	0,5115415	0,7906076	0,9491127	0,1098473	0,8461621	0,8946440	0,7849885	0,3514834	0,9983548	0,7537170	0,9718840	0,7707834	0,8460638
540	0,4078361	0,8643790	0,6086472	0,7247751	0,0006662	0,9979827	0,9192000	1,0000000	0,6359414	0,2696392	0,3918863	0,8364379	1,0000000	1,0000000	0,5486248	0,9787674	0,9997882	0,7984938	0,6283178	0,9999982	0,3096176	0,2819366	0,2955754	0,1272037	0,8277355	0,9958329	0,9999661	0,9979049	0,9819051	0,6468303	0,9998350	0,8118032	0,7811858	0,8183925	0,9865366	0,6841080	0,2110623	0,8200443	0,6142945	0,9990400	0,8193249	0,9758586	0,7321257	0,2392743	0,7642344	0,9576963	0,8924203	0,9350850	0,3848596	0,9325589	0,9455251	0,5115415	0,7906237	0,9491148	0,1098473	0,8461621	0,8946442	0,7850009	0,3514834	0,9983558	0,7537193	0,9718861	0,7707834	0,8460638
560	0,4078361	0,8644141	0,6086472	0,7247758	0,0006557	0,9979827	0,9192144	1,0000000	0,6359414	0,2696392	0,3918818	0,8364377	1,0000000	1,0000000	0,5486248	0,9787674	0,9997883	0,7984938	0,6283178	0,9999982	0,3096176	0,2819364	0,2955753	0,1272037	0,8277355	0,9958329	0,9999664	0,9979049	0,9819059	0,6468312	0,9998350	0,8118697	0,7812497	0,8183992	0,9865386	0,6842373	0,2110623	0,8200664	0,6142945	0,9990400	0,8193250	0,9758592	0,7321258	0,2392761	0,7642428	0,9576971	0,8924203	0,9351369	0,3848596	0,9325603	0,9455255	0,5115415	0,7906348	0,9491163	0,1098473	0,8461621	0,8946443	0,7850097	0,3514834	0,9983565	0,7537208	0,9718875	0,7707834	0,8460638
580	0,5002338	0,8118440	0,6086472	0,7247752	0,0333267	0,9979827	0,8962391	1,0000000	0,6359414	0,2696392	0,4065679	0,8364375	1,0000000	1,0000000	0,5486248	0,9787674	0,9875360	0,7984938	0,6283178	0,9999980	0,3096176	0,2819363	0,2955753	0,1272037	0,8277355	0,9958329	0,9992620	0,9978730	0,9620579	0,6468316	0,9998350	0,8118273	0,7812573	0,8154045	0,9835929	0,6842580	0,2110623	0,7779115	0,6142945	0,9990400	0,7982960	0,9745382	0,7321258	0,2347682	0,7578312	0,9576558	0,8924203	0,8894972	0,3848596	0,9325482	0,9321358	0,5115415	0,7903779	0,9491057	0,1098473	0,8461621	0,8946331	0,7849414	0,3514834	0,9982387	0,7536232	0,9718554	0,7707834	0,8460638
600	0,6493762	0,7059725	0,6086472	0,7246892	0,0950820	0,9979827	0,8504948	1,0000000	0,6359414	0,2696392	0,4359346	0,8364374	1,0000000	1,0000000	0,5486248	0,9787674	0,9659155	0,7984938	0,6283178	0,9999975	0,3096175	0,2819362	0,2955753	0,1272037	0,8277355	0,9958329	0,9978209	0,9978101	0,9348432	0,6468296	0,9998350	0,8109264	0,7808693	0,8089631	0,9784809	0,6835164	0,2110623	0,6914823	0,6142945	0,9990400	0,7675817	0,9718635	0,7321259	0,2257563	0,7444880	0,9572843	0,8924203	0,8037645	0,3848596	0,9324236	0,9081461	0,5115416	0,7880761	0,9489949	0,1098473	0,8461621	0,8945309	0,7842550	0,3514834	0,9979812	0,7527161	0,9715389	0,7707834	0,8460638
620	0,7745452	0,5941133	0,6086472	0,7238720	0,1572307	0,9979827	0,8011454	1,0000000	0,6359414	0,2696392	0,4671943	0,8364373	1,0000000	1,0000000	0,5486248	0,9787674	0,9452916	0,7984938	0,6283178	0,9999970	0,3096175	0,2819362	0,2955753	0,1272037	0,8277355	0,9958329	0,9962486	0,9977440	0,9141644	0,6468214	0,9998350	0,8082519	0,7796370	0,8015381	0,9730814	0,6811434	0,2110623	0,5969527	0,6142945	0,9990400	0,7436028	0,9689761	0,7321259	0,2161589	0,7296354	0,9563723	0,8924203	0,7172923	0,3848596	0,9320895	0,8850330	0,5115416	0,7824818	0,9486952	0,1098473	0,8461621	0,8942747	0,7824802	0,3514834	0,9976792	0,7504046	0,9706892	0,7707834	0,8460638
640	0,8621581	0,4962003	0,6086472	0,7209418	0,2098286	0,9979827	0,7558368	1,0000000	0,6359414	0,2696392	0,4949979	0,8364372	1,0000000	1,0000000	0,5486248	0,9787674	0,9283321	0,7984938	0,6283177	0,9999966	0,3096175	0,2819361	0,2955753	0,1272037	0,8277355	0,9958329	0,9948156	0,9976857	0,8994098	0,6468034	0,9998350	0,8034625	0,7773408	0,7943842	0,9675261	0,6767001	0,2110623	0,5105917	0,6142945	0,9990400	0,7273842	0,9663703	0,7321259	0,2076116	0,7158025	0,9549876	0,8924203	0,6432384	0,3848596	0,9315374	0,8659694	0,5115416	0,7740046	0,9481965	0,1098473	0,8461621	0,8938772	0,7796454	0,3514834	0,9973826	0,7467701	0,9692780	0,7707834	0,8460638
660	0,9184238	0,4178256	0,6086472	0,7147297	0,2509545	0,9979827	0,7170611	1,0000000	0,6359414	0,2696392	0,5176798	0,8364372	1,0000000	1,0000000	0,5486248	0,9787674	0,9151298	0,7984938	0,6283177	0,9999962	0,3096175	0,2819361	0,2955752	0,1272037	0,8277355	0,9958329	0,9936182	0,9976384	0,8883273	0,6467720	0,9998350	0,7967743	0,7740129	0,7880640	0,9617138	0,6702427	0,2110623	0,4382682	0,6142945	0,9990400	0,7169752	0,9642129	0,7321259	0,2006238	0,7039744	0,9533298	0,8924203	0,5841476	0,3848596	0,9308213	0,8511716	0,5115416	0,7638022	0,9475448	0,1098473	0,8461621	0,8933915	0,7760748	0,3514834	0,9971149	0,7422801	0,9674371	0,7707834	0,8460638
