"Time"	nadR	nadB	pnuC	nadA	pncB	crp	rhaR	rhaS	zraR	melR	feaR	malI	mtlR	prpR	ascG	marR	rbsR	chbR	nagC	fucR	chbC	chbB	chbG	chbA	chbF	nagB	prpC	fucO	fucI	fucK	rbsD	prpD	zraS	nagD	malY	rhaD	nagE	rhaA	ascF	melA	rbsB	fucP	ascB	melB	rbsK	prpB	rbsC	fucU	rhaB	malX	fucA	prpE	rbsA	nagA	nanM	nanC	rhaT	manX	mtlD	manZ	mtlA	manY	galP	marB
600	0,5058746	0,6007402	0,4098044	0,0222735	0,7334008	0,1233327	0,6240073	0,3563791	0,2460005	0,6983566	0,6087868	0,4767949	0,5758990	0,2966045	0,1120145	0,2807883	0,0181647	0,2046774	0,3372441	0,0854128	0,3259740	0,0605451	0,4039765	0,6526739	0,7034815	0,3720638	0,1420548	0,6078142	0,2758726	0,0760651	0,7218083	0,3139513	0,1682370	0,7172778	0,3503742	0,4035580	0,7848809	0,4556270	0,5660756	0,0185706	0,6122663	0,0569635	0,0921612	0,6176319	0,5058011	0,4583671	0,5226096	0,0710574	0,5805071	0,0664692	0,0572835	0,0654411	0,1896597	0,8677030	0,2445912	0,2439313	0,1683731	0,2983612	0,3512812	0,4410270	0,2162524	0,3348973	0,4272033	0,0790243
620	0,6080140	0,5032255	0,4418219	0,0292281	0,6979050	0,1677136	0,7039036	0,2532919	0,2613145	0,5101290	0,6531342	0,3804136	0,4731914	0,2928257	0,0898580	0,2604656	0,0279980	0,1461290	0,3260131	0,0282997	0,2756920	0,0689305	0,4242583	0,5409284	0,6181125	0,3972539	0,1405927	0,6160359	0,2159625	0,0834539	0,6691796	0,4344396	0,1395163	0,6868463	0,2824336	0,3557959	0,7452103	0,3921964	0,5702861	0,0114091	0,5746870	0,0582645	0,0524271	0,6570025	0,5405030	0,6024652	0,3176443	0,1082144	0,5287508	0,0623979	0,0189385	0,0610019	0,1513114	0,7539806	0,2973498	0,2300323	0,2584111	0,3095787	0,2967926	0,5408674	0,2217041	0,2109557	0,4459110	0,0835746
640	0,5638451	0,4176483	0,3686251	0,0214000	0,7301275	0,1562314	0,6865543	0,2294812	0,2334907	0,5031831	0,6870059	0,4027886	0,6343921	0,2289946	0,0869416	0,3355430	0,0207330	0,1343746	0,3365751	0,0179324	0,2274168	0,0550200	0,4125499	0,4924402	0,7032929	0,4511865	0,1179906	0,5119183	0,2037896	0,0556392	0,8578334	0,4129075	0,1172436	0,7716457	0,3619063	0,2809450	0,7552405	0,3410844	0,5512820	0,0103929	0,6269188	0,0563551	0,0274124	0,6082139	0,7078681	0,5332148	0,3513863	0,0882159	0,5248000	0,0287702	0,0230841	0,0871280	0,1479375	0,6674289	0,1959451	0,2016842	0,1602805	0,3215336	0,2880425	0,4741873	0,1961776	0,2415016	0,4523848	0,0623919
660	0,7466993	0,3142077	0,4179000	0,0237088	0,7639190	0,1444059	0,5710531	0,2390599	0,2599519	0,5443266	0,7091373	0,3579066	0,7657298	0,3689831	0,1241085	0,2595319	0,0219822	0,1751368	0,3238410	0,0241567	0,2933082	0,1019687	0,3605709	0,5743107	0,5583622	0,5128320	0,1320678	0,6599230	0,1076493	0,0413952	0,7138806	0,3891197	0,1037536	0,6589694	0,5125830	0,2976955	0,5598290	0,3437713	0,5500006	0,0219468	0,8429926	0,0519184	0,0723024	0,6827954	0,4741200	0,4345970	0,4123646	0,0847667	0,4295910	0,0536491	0,0440239	0,0467070	0,0754078	0,7167779	0,1462772	0,2235000	0,1448682	0,2702898	0,2588524	0,5360496	0,1961373	0,2701651	0,4197137	0,0251072
680	0,6936577	0,4457614	0,3203536	0,0185680	0,6918692	0,1186945	0,6542146	0,1099079	0,3022555	0,5493461	0,7225841	0,4102798	0,5665599	0,3237357	0,1062990	0,2968849	0,0104143	0,1602088	0,2934267	0,0287857	0,2620059	0,1078617	0,4271929	0,5840034	0,6009804	0,4507374	0,1358583	0,4310975	0,1024409	0,0581937	0,7452664	0,3842393	0,1298905	0,7197488	0,4248953	0,1980025	0,6768086	0,3472483	0,5711028	0,0098982	0,6699343	0,0363287	0,0430147	0,7188137	0,4838896	0,5829548	0,4721479	0,0899876	0,2384284	0,0529789	0,0270569	0,0492594	0,0993594	0,7102596	0,2210048	0,2263697	0,1888033	0,2726516	0,3050404	0,4243959	0,2566076	0,2679285	0,5640919	0,0402922
700	0,6428423	0,3190797	0,2545755	0,0182571	0,6900807	0,1209163	0,6166927	0,1108024	0,3010385	0,7281906	0,5255929	0,4762778	0,5272793	0,2802885	0,0582432	0,4101660	0,0108153	0,1520616	0,2579569	0,0314172	0,3314085	0,0822392	0,3682230	0,6145243	0,6074130	0,4158050	0,1849196	0,5197894	0,1026360	0,0584291	0,6945372	0,3291849	0,1175995	0,7102295	0,3415010	0,1313943	0,7247529	0,2312763	0,5030000	0,0162337	0,7516744	0,0386624	0,0484141	0,7356730	0,5622781	0,4585916	0,4513215	0,0988864	0,2131549	0,0302870	0,0377051	0,0603723	0,0983815	0,6558103	0,2043840	0,2599106	0,1140982	0,2741024	0,2301002	0,5658557	0,1926746	0,2214158	0,5559224	0,0410027
720	0,6360981	0,2281828	0,2947284	0,0348699	0,6390400	0,0998223	0,6521765	0,0639131	0,2193708	0,4530169	0,6706036	0,4737341	0,5233637	0,3682823	0,0904158	0,2861084	0,0175736	0,1371229	0,3523385	0,0358992	0,2529699	0,1411270	0,3892549	0,5755013	0,5438443	0,3243458	0,2295071	0,5439263	0,0925416	0,0437913	0,7254687	0,3667433	0,1047690	0,7969495	0,4450477	0,1459109	0,7417093	0,2491481	0,5546861	0,0237865	0,7335343	0,0539950	0,0191624	0,7104456	0,4550702	0,5257430	0,4329134	0,1377405	0,1359949	0,0466771	0,0491759	0,0457288	0,1181070	0,8193346	0,2088053	0,2643268	0,1045418	0,3451995	0,1544017	0,4381115	0,2155694	0,2729596	0,5224932	0,0427333
740	0,6341555	0,1966754	0,3318524	0,0519809	0,7089672	0,1354235	0,5143246	0,0592983	0,2495855	0,5564032	0,5883481	0,4384312	0,5744646	0,3139881	0,1122813	0,2933469	0,0257665	0,1529829	0,3202651	0,0163907	0,1620059	0,0762512	0,4348588	0,5685138	0,5033343	0,3590491	0,1630835	0,5347052	0,0974671	0,0783827	0,6702770	0,4077295	0,1107279	0,7717193	0,3724253	0,1381298	0,6122270	0,3443039	0,5160018	0,0040810	0,6819722	0,0487661	0,0127708	0,7576874	0,4906758	0,4181409	0,4633561	0,0588971	0,1106389	0,0434884	0,0317136	0,0494054	0,0944768	0,7635067	0,2031252	0,2472433	0,0794567	0,2885705	0,2521251	0,3717039	0,3084150	0,2805508	0,5002068	0,0254288
760	0,6591809	0,2581265	0,3019304	0,0322102	0,8048849	0,1208867	0,5805971	0,0688899	0,2059098	0,6768176	0,5899017	0,4777470	0,4992875	0,3965150	0,1250549	0,2929986	0,0314290	0,1785881	0,2822428	0,0296533	0,1731180	0,0995772	0,3904278	0,5487424	0,5839307	0,3053928	0,1642319	0,4710825	0,0814097	0,1012168	0,7383352	0,3636625	0,0735002	0,7863191	0,5077548	0,0702347	0,7707179	0,2320189	0,5355476	0,0074919	0,6050818	0,0588836	0,0216435	0,6014636	0,6037007	0,5534884	0,3963712	0,0843450	0,1167543	0,0459961	0,0151841	0,0319709	0,1623528	0,7252947	0,1816864	0,2503070	0,1113871	0,3877756	0,2265201	0,3511444	0,2226476	0,2661003	0,5733774	0,0275279
780	0,8369189	0,2488590	0,2746585	0,0462935	0,7923493	0,1418083	0,4597766	0,0564953	0,2101204	0,4667828	0,4988094	0,4349863	0,5708115	0,2892592	0,0751197	0,3635976	0,0099895	0,1583849	0,2973961	0,0411855	0,2810265	0,0849120	0,4267043	0,5660359	0,6872609	0,4021917	0,1613965	0,6034048	0,0615172	0,0751226	0,8599357	0,3308987	0,1261217	0,6456907	0,4133235	0,0175621	0,5852637	0,2421424	0,6197796	0,0102607	0,7652722	0,0668365	0,0581033	0,6028645	0,6892955	0,4534470	0,4402610	0,0616859	0,0760513	0,0287666	0,0179024	0,0230585	0,1248316	0,6778954	0,1520472	0,2852260	0,1067815	0,3723791	0,2255896	0,3863971	0,2280308	0,2635829	0,4964017	0,0107809
800	0,7806200	0,2997039	0,2674701	0,0236394	0,7105407	0,1146638	0,4943519	0,0562293	0,2176116	0,4484624	0,7444330	0,4289813	0,5368462	0,3582891	0,1003366	0,2391665	0,0191625	0,2525776	0,2977684	0,0659593	0,3256167	0,0588445	0,3518291	0,4824954	0,7687393	0,3648408	0,1861939	0,4706465	0,0271214	0,0777478	0,5775642	0,3344408	0,0877720	0,7981376	0,5067604	0,0236911	0,7827556	0,2289357	0,6163721	0,0026676	0,7700138	0,0553707	0,0385159	0,6641267	0,5250255	0,4425475	0,4722957	0,0966986	0,0684738	0,0469427	0,0530664	0,0255768	0,0981526	0,7748652	0,2451367	0,2645842	0,1559037	0,3539553	0,2454934	0,3937417	0,1876776	0,3055340	0,3812079	0,0501802
820	0,8993230	0,2330227	0,2200305	0,0215856	0,7277774	0,1033729	0,4564118	0,0241865	0,1417484	0,5586310	0,4742983	0,4346613	0,5228492	0,2751673	0,0514708	0,2909573	0,0108701	0,2120307	0,2962975	0,0264963	0,1894655	0,0849282	0,4613554	0,4345679	0,5554263	0,3967020	0,1934416	0,4842504	0,0670309	0,0599190	0,8146233	0,4045260	0,1135306	0,7548445	0,3906527	0,0184711	0,6538802	0,2023257	0,7248624	0,0042782	0,7494649	0,0596105	0,0195425	0,6988810	0,4782653	0,5241853	0,2945421	0,0436308	0,0590927	0,0412964	0,0320983	0,0271657	0,0884159	0,6544344	0,1505297	0,2615868	0,1167545	0,4673087	0,1799810	0,3866382	0,3344860	0,2762300	0,4582997	0,0470511
840	0,7738848	0,2627625	0,1815977	0,0240831	0,6952314	0,0609731	0,4376113	0,0402853	0,1210555	0,4605836	0,5592362	0,3310456	0,5375453	0,2768540	0,0280245	0,2771670	0,0088235	0,1378751	0,2527216	0,0475414	0,2665428	0,0777259	0,3748353	0,4192361	0,5892746	0,3626812	0,1667560	0,5117523	0,0618177	0,1318426	0,7857279	0,3680737	0,0709756	0,7875832	0,4985984	0,0284205	0,7150973	0,1991447	0,5905338	0,0113545	0,6256929	0,0457298	0,0199324	0,6770417	0,4271161	0,4982588	0,3296924	0,0652538	0,1049132	0,0358118	0,0203386	0,0441698	0,0994379	0,6258825	0,1330709	0,3370693	0,1549566	0,3700526	0,2333990	0,4242793	0,2094637	0,3056074	0,4876177	0,0354160
860	0,8484510	0,1323471	0,1638587	0,0595947	0,7832159	0,1126978	0,4067834	0,0606174	0,1718248	0,5537272	0,4897465	0,5270746	0,5779759	0,2165493	0,0681300	0,3214340	0,0103235	0,1531956	0,2768364	0,0282906	0,1787615	0,0841360	0,3841083	0,4212477	0,5852753	0,3337333	0,1566308	0,5207438	0,0759787	0,0984602	0,7387126	0,3288927	0,1117877	0,7295642	0,3798428	0,0452177	0,7589281	0,2451903	0,4763443	0,0034377	0,6033122	0,0706813	0,0281613	0,8322795	0,5160783	0,5330536	0,4497211	0,0942080	0,0457103	0,0570009	0,0189437	0,0296191	0,1063642	0,7677545	0,0706322	0,2416906	0,1347990	0,3725864	0,2388742	0,4416512	0,1197327	0,2442985	0,4855276	0,0112789
880	0,7722293	0,1573324	0,1533697	0,0351538	0,7318004	0,1012177	0,3939826	0,0297900	0,2879756	0,5035390	0,6254221	0,4359911	0,5647723	0,3527218	0,1123855	0,2022182	0,0116117	0,1909901	0,2612008	0,0236355	0,2431037	0,0644462	0,5310649	0,4362620	0,6014160	0,2475025	0,1178640	0,3522442	0,0625203	0,0322082	0,7621507	0,3280999	0,0867367	0,7411897	0,4136210	0,0183709	0,8759137	0,1819014	0,4704548	0,0045187	0,5480077	0,0319432	0,0218819	0,7815439	0,4816319	0,5993749	0,4706306	0,0768271	0,0487742	0,0145345	0,0352265	0,0464594	0,1435863	0,7816520	0,1174131	0,2835060	0,0605305	0,3249325	0,1901733	0,3172540	0,1680637	0,1941814	0,4697435	0,0440027
900	0,7642641	0,1999973	0,2214477	0,0140685	0,6602724	0,0775036	0,4969082	0,0345870	0,1711463	0,5675595	0,5532508	0,4448465	0,4383277	0,2648001	0,1128003	0,2718630	0,0506286	0,2053191	0,3901345	0,0267508	0,2840027	0,0669073	0,4054502	0,5136370	0,4966808	0,2654236	0,1833776	0,5084409	0,0761449	0,0464765	0,7836235	0,3635315	0,1363007	0,5885822	0,4651184	0,0175402	0,9169736	0,2204075	0,5398882	0,0195067	0,5945712	0,0627212	0,0536421	0,5917773	0,5011788	0,4317200	0,3447106	0,0556168	0,0234990	0,0180695	0,0195781	0,0494742	0,0566558	0,7454449	0,1831181	0,2416324	0,0942743	0,3214694	0,1784148	0,3897641	0,1581110	0,2395932	0,4200784	0,0256515
920	0,6920637	0,1940939	0,1586689	0,0280411	0,6114138	0,0834223	0,4425697	0,0471351	0,2690979	0,4311368	0,5139362	0,4193736	0,4928788	0,2595659	0,0859395	0,3095785	0,0186497	0,1488847	0,3286645	0,0253183	0,1753024	0,0724203	0,4250593	0,5908091	0,4996232	0,3023595	0,1308554	0,4315303	0,0930960	0,0661932	0,8373723	0,2549546	0,0878980	0,7919038	0,4931398	0,0308087	0,7880721	0,2029391	0,5271388	0,0274779	0,6346256	0,0553992	0,0515710	0,6783506	0,5114208	0,5997922	0,4550528	0,0709659	0,0378623	0,0184274	0,0367134	0,0456569	0,0743823	0,6521249	0,1331088	0,3540755	0,1006266	0,3514249	0,1860815	0,2946284	0,2205169	0,2970282	0,4677547	0,0312948
940	0,7344677	0,2034376	0,1632032	0,0316057	0,7304794	0,0747031	0,4084255	0,0439366	0,1706954	0,4894102	0,5492207	0,4278795	0,5645275	0,3216206	0,1361616	0,2883271	0,0256223	0,1628104	0,2746116	0,0399590	0,2207178	0,0526681	0,3632767	0,5082126	0,4743521	0,2399261	0,1249096	0,5423214	0,1070112	0,0936084	0,7136320	0,3590956	0,0981386	0,6364413	0,4689374	0,0205241	0,8133920	0,3098264	0,6199066	0,0176307	0,5912278	0,0945782	0,0419072	0,7340511	0,4726414	0,4354679	0,3281878	0,0635446	0,0421816	0,0218963	0,0334046	0,0491301	0,0742432	0,7392062	0,1197642	0,2906216	0,0370989	0,3031335	0,1213138	0,2967011	0,1805097	0,2374287	0,4759915	0,0222739
960	0,6310945	0,2363061	0,1381106	0,0270501	0,7555657	0,0876241	0,3546846	0,0505132	0,1560529	0,5330791	0,6422766	0,5354692	0,4337483	0,2289188	0,0817623	0,2694004	0,0495839	0,2277360	0,3006017	0,0327193	0,2680821	0,0385179	0,3603044	0,4683344	0,6147499	0,3293025	0,1518880	0,4562516	0,0651619	0,0828490	0,7860755	0,2379667	0,0958390	0,7531064	0,4128351	0,0430199	0,6858362	0,2103622	0,4005235	0,0054660	0,6651488	0,0709136	0,0240167	0,6199805	0,4102833	0,4339310	0,4541782	0,0329034	0,0560684	0,0048949	0,0264450	0,0501907	0,0995053	0,7341909	0,2442725	0,1946534	0,0867248	0,2786469	0,2400231	0,2620573	0,1874473	0,2090900	0,4654776	0,0317822
980	0,6890945	0,2095280	0,2416582	0,0200142	0,9011530	0,0513470	0,3355602	0,0242100	0,1378379	0,4720967	0,5269107	0,4177534	0,4890172	0,2807885	0,0883966	0,2482921	0,0085665	0,1619973	0,3071213	0,0405104	0,3205096	0,0477804	0,4673504	0,4480948	0,5864872	0,4058660	0,1021317	0,4439832	0,0693196	0,0595787	0,7232001	0,2789573	0,1070740	0,6782564	0,3952953	0,0251306	0,6880145	0,2581734	0,5257468	0,0070367	0,7342649	0,0311243	0,0659226	0,7075779	0,5472539	0,3996964	0,4210051	0,0689047	0,0280546	0,0107925	0,0085362	0,0454050	0,0655884	0,7327683	0,1459909	0,2510629	0,0609771	0,3028234	0,1963047	0,3086726	0,1759436	0,2307324	0,5635243	0,0326520
1000	0,8175603	0,2347057	0,1833972	0,0221651	0,8054597	0,0805327	0,3640632	0,0334174	0,1418080	0,4659338	0,5780153	0,3968492	0,4388474	0,2601160	0,1064457	0,2623316	0,0114511	0,2583679	0,3144462	0,0284301	0,2959734	0,0448529	0,4904369	0,5877808	0,5949880	0,2437734	0,1003602	0,4571707	0,1113867	0,0557913	0,8430998	0,2552331	0,1241296	0,7913634	0,5010708	0,0177822	0,7857701	0,1712696	0,4558484	0,0192193	0,7315892	0,0421802	0,0411140	0,7478907	0,4892156	0,4978610	0,3921605	0,0979359	0,0337720	0,0083852	0,0400522	0,1002833	0,0594491	0,8014674	0,1760112	0,2359421	0,0747025	0,4155730	0,3022265	0,3275690	0,2630773	0,1926306	0,5069233	0,0382799
1020	0,7577019	0,2880501	0,1993766	0,0113633	0,6981946	0,0750325	0,3522262	0,0242859	0,1540261	0,3627444	0,5329165	0,4551818	0,3761537	0,3264644	0,0922484	0,2488885	0,0170003	0,1753888	0,2532687	0,0209526	0,1854020	0,0737581	0,4226784	0,4491522	0,4173565	0,2924457	0,1111399	0,4801297	0,1022667	0,0529155	0,7514886	0,2466355	0,1452076	0,7765409	0,5105433	0,0072732	0,8325949	0,1796159	0,5335828	0,0019925	0,7401262	0,0817721	0,0373826	0,6111566	0,5556071	0,4059293	0,3896053	0,0748348	0,0365686	0,0116357	0,0091023	0,0616686	0,0593481	0,6750218	0,0955455	0,2797080	0,1053909	0,3034720	0,2260228	0,3552943	0,1911483	0,2039241	0,5543822	0,0366481
1040	0,6934908	0,2001678	0,1981505	0,0328753	0,8074425	0,1025398	0,3890473	0,0328693	0,1070727	0,4664831	0,4627873	0,4585776	0,4733663	0,2855576	0,0746251	0,2583097	0,0146471	0,1419175	0,3223980	0,0266820	0,2645666	0,0533087	0,4810716	0,5292148	0,5430997	0,4088899	0,0847733	0,5159426	0,0924756	0,1056945	0,7013837	0,4055617	0,0654506	0,6577108	0,5187835	0,0073606	0,7938022	0,1503737	0,5982648	0,0248092	0,7273587	0,0457690	0,0541339	0,6831771	0,3673179	0,4223832	0,4284640	0,1101527	0,0498964	0,0045287	0,0219579	0,0740233	0,0643510	0,7048027	0,1548475	0,2494287	0,0957757	0,2442801	0,2597582	0,4395225	0,1936246	0,2418139	0,4304358	0,0975542
1060	0,6270868	0,1682361	0,1739471	0,0177955	0,7216564	0,1033697	0,3104885	0,0176720	0,1616646	0,4817134	0,5630066	0,3886913	0,5662853	0,2247309	0,0860036	0,2721676	0,0138392	0,1690638	0,2724863	0,0241643	0,2750634	0,0479729	0,4250616	0,5568183	0,5379784	0,3315770	0,1125128	0,5383357	0,0956167	0,0980078	0,8392071	0,2730094	0,0811128	0,7303432	0,4154006	0,0139047	0,7713101	0,2462118	0,5903111	0,0048613	0,7617089	0,0483446	0,0334745	0,6964062	0,4296808	0,4843902	0,4012588	0,0924736	0,0596388	0,0097580	0,0179266	0,0334609	0,1054089	0,6908092	0,1297164	0,2128189	0,1052316	0,3158073	0,3743690	0,4241109	0,2122702	0,2942064	0,6672505	0,0501887
1080	0,6960894	0,2369337	0,2411897	0,0797901	0,7433227	0,1656120	0,3226075	0,0519426	0,1607486	0,5550445	0,6704674	0,4528300	0,6097221	0,2414351	0,0737087	0,2890156	0,0110253	0,1312288	0,2872683	0,0369032	0,2432420	0,0649414	0,4171740	0,5113458	0,4904735	0,3346209	0,0879143	0,4595790	0,0781491	0,0763681	0,7741896	0,3592040	0,0965864	0,6948674	0,4341394	0,0103583	0,7543121	0,2281333	0,5032600	0,0072334	0,6823446	0,0619624	0,0447279	0,6615099	0,4076944	0,6086303	0,3561172	0,0802464	0,0788803	0,0100094	0,0190822	0,0851603	0,1067274	0,7293695	0,1707923	0,2470619	0,1000074	0,2933066	0,2415928	0,3791117	0,2215704	0,2457270	0,6095372	0,0292054
1100	0,6948480	0,1965455	0,2089419	0,0272233	0,6406899	0,1059213	0,2916665	0,0532342	0,1534405	0,4923578	0,6243930	0,3704952	0,5222583	0,3715925	0,0830833	0,2637938	0,0071499	0,1203613	0,2993711	0,0246449	0,2973848	0,0504893	0,4410517	0,4535801	0,5450946	0,3120767	0,0964061	0,4115026	0,0825735	0,0901834	0,8011486	0,2360665	0,0582550	0,6581762	0,4576512	0,0239262	0,7153438	0,2819337	0,5550890	0,0053544	0,6888418	0,0979303	0,0434388	0,5765948	0,5362389	0,6161038	0,4097469	0,0755261	0,0688738	0,0220214	0,0227071	0,1061234	0,1204272	0,6991140	0,1429751	0,2646206	0,1527809	0,3521079	0,3006994	0,3747622	0,2405243	0,2142154	0,5734078	0,0574971

0	0,9064558	0,2320872	0,1969583	0,0224512	0,8335860	0,1071480	0,0613966	0,0295267	0,1140055	0,4043175	0,6258849	0,4886550	0,4479911	0,3278034	0,0609968	0,3039182	0,0187937	0,1984432	0,3708991	0,0151931	0,2481953	0,1436600	0,3837928	0,5321820	0,7455774	0,3354059	0,1087812	0,4510367	0,0577501	0,0392389	0,8689250	0,3347492	0,0589717	0,7239424	0,3904415	0,0040497	0,7636429	0,1848493	0,5185014	0,0179569	0,7337546	0,0508357	0,0324734	0,7323660	0,3714458	0,3449609	0,5258997	0,0359468	0,0770982	0,0045557	0,0299447	0,0378161	0,0622101	0,7960442	0,1376867	0,2477966	0,0946007	0,2744169	0,3347772	0,3011839	0,3372216	0,2168501	0,4438559	0,0411910
20	0,7149042	0,2080474	0,1532341	0,0212138	0,7073722	0,1521320	0,1174877	0,4326419	0,1339863	0,5361468	0,6421254	0,5204426	0,4718267	0,3611253	0,0586030	0,2562161	0,0385878	0,1288585	0,2743822	0,0905431	0,2205779	0,0644743	0,3498997	0,5045431	0,3581966	0,3261112	0,0770687	0,5645455	0,1985565	0,0512778	0,5505074	0,2377194	0,0903443	0,6797186	0,3803390	0,0224960	0,7348706	0,2576646	0,5745067	0,0143918	0,6967442	0,0502494	0,0438385	0,6290345	0,3300235	0,5011970	0,3093939	0,0553946	0,1027973	0,0795864	0,0107354	0,1491048	0,1528030	0,5837858	0,2662209	0,2018315	0,0604541	0,3678656	0,1920995	0,4516358	0,1976698	0,2817639	0,3942551	0,0239872
40	0,6819263	0,2258093	0,1059002	0,0607068	0,8103869	0,1391865	0,2621970	0,6576577	0,1917945	0,6028613	0,5681181	0,4947613	0,5592069	0,3201882	0,0641507	0,1981352	0,0124360	0,1152363	0,3220821	0,0930406	0,2883963	0,1092026	0,3659598	0,5051276	0,2890106	0,3313335	0,1193679	0,6485637	0,3015994	0,0790237	0,5451003	0,3608841	0,0796438	0,6927079	0,2687780	0,0526575	0,8200191	0,2802345	0,5454233	0,0123131	0,7192419	0,0309782	0,0298343	0,6516788	0,2888112	0,6085575	0,2244939	0,0838885	0,1018132	0,0315464	0,0127414	0,1584803	0,2516311	0,5474512	0,3745563	0,2326422	0,1332050	0,2760293	0,1680542	0,4085665	0,1792686	0,3161898	0,3616322	0,0133383
60	0,6691358	0,2279844	0,0690414	0,0110897	0,8672156	0,1641089	0,2941980	0,7987913	0,1847910	0,5647054	0,5473311	0,3854303	0,5790432	0,2745236	0,0624097	0,2052173	0,0190473	0,1759555	0,2699268	0,1502157	0,2776977	0,0914773	0,3424543	0,5524708	0,1465302	0,3635084	0,1572333	0,6094429	0,3397128	0,0883297	0,4493806	0,3549815	0,0693759	0,6733846	0,2199856	0,1556139	0,7894804	0,3064520	0,4961493	0,0192685	0,8106288	0,0909354	0,0260331	0,6486274	0,2155963	0,5860278	0,2139537	0,0908499	0,2045289	0,0412458	0,0099559	0,1507503	0,3372606	0,6969518	0,3333373	0,1404836	0,2018496	0,3743375	0,1766354	0,4985867	0,0761506	0,2370372	0,2665282	0,0157066
80	0,6972744	0,2680186	0,0720988	0,0073772	0,7571519	0,1254979	0,4338597	0,7425240	0,2080085	0,5724486	0,6062738	0,4206974	0,6618933	0,3008485	0,0474101	0,2690075	0,0321426	0,1348835	0,3227302	0,1637642	0,2577737	0,0610204	0,4665730	0,5902223	0,1447733	0,4938148	0,1563897	0,7456467	0,4283318	0,1827270	0,4277831	0,3958692	0,0634072	0,7326223	0,1762384	0,2578022	0,7793172	0,3727522	0,5084722	0,0046909	0,6807434	0,0914721	0,0755022	0,6682468	0,2874633	0,5448341	0,2336966	0,1293735	0,3021430	0,0241933	0,0173032	0,2011431	0,3263461	0,7684960	0,3391953	0,1811779	0,1795148	0,3371128	0,1489588	0,5771128	0,0749192	0,2385252	0,2999796	0,0133390
100	0,7150000	0,2242305	0,0689115	0,0283648	0,8609671	0,1447194	0,5701987	0,7863434	0,1655179	0,5800736	0,6837958	0,4290823	0,7208575	0,2563054	0,0482211	0,2681503	0,0203916	0,1797206	0,2395554	0,1655996	0,2789502	0,0864547	0,4776880	0,5029243	0,1059811	0,3829633	0,1355456	0,8317624	0,3841685	0,1795256	0,3398796	0,3480711	0,0864925	0,5957596	0,1855131	0,3189353	0,7043525	0,3219847	0,5192543	0,0063093	0,7670124	0,1215484	0,0249071	0,7243900	0,1730692	0,6283480	0,1886778	0,1711511	0,3588358	0,0465475	0,0067763	0,1787315	0,3516161	0,8096080	0,4249152	0,1566496	0,2392877	0,4014645	0,1077704	0,4794478	0,0274494	0,2012354	0,2273441	0,0087109
120	0,7424659	0,2653005	0,0689870	0,0362681	0,7325424	0,1559087	0,4906265	0,6606092	0,2142365	0,4216682	0,5792449	0,3710781	0,5822400	0,3014804	0,0438993	0,2449816	0,0251989	0,1905046	0,2904587	0,1427765	0,3362371	0,0364552	0,3422533	0,5314684	0,1022962	0,4310613	0,1586395	0,6986352	0,3854504	0,2362278	0,3403802	0,4087739	0,1024851	0,7376116	0,1674102	0,4313770	0,6670911	0,3016806	0,5587755	0,0088860	0,7264469	0,0880141	0,0467498	0,8853040	0,2533934	0,5860904	0,1883766	0,1618634	0,6001883	0,0858966	0,0289278	0,1659593	0,3264627	0,6341057	0,3100603	0,1469831	0,2659446	0,3644409	0,1310786	0,6340859	0,0387941	0,3058450	0,2570226	0,0059784
140	0,6994387	0,2522002	0,0766426	0,0294577	0,8692347	0,1638533	0,6875882	0,6999986	0,2017082	0,6131293	0,7059818	0,3161654	0,6313586	0,3086108	0,0536422	0,2526400	0,0196031	0,1605460	0,3641182	0,1995213	0,2310690	0,0770649	0,4433332	0,5723585	0,0497785	0,3734757	0,1285008	0,6270273	0,4391272	0,2270766	0,2989241	0,3968253	0,1313698	0,7120574	0,1364742	0,3297030	0,6646217	0,4586199	0,6801955	0,0090520	0,7237401	0,0691619	0,0593622	0,6148924	0,2260948	0,6064025	0,1521965	0,1653090	0,6189086	0,0311278	0,0344234	0,2672448	0,3090451	0,6143537	0,4840981	0,1536203	0,1989191	0,3350158	0,1211803	0,6444197	0,0290826	0,2842000	0,1924913	0,0059254
160	0,6416113	0,2637743	0,0663009	0,0421015	0,8316564	0,1965669	0,6511488	0,7670726	0,1893896	0,7340202	0,5737191	0,4389363	0,5158047	0,2749523	0,0525301	0,2737099	0,0235210	0,1684627	0,3587793	0,1416746	0,2984675	0,0565269	0,4559451	0,4927310	0,1237419	0,3569878	0,1593049	0,7375524	0,4521713	0,2475771	0,4347936	0,2806134	0,0862156	0,7200281	0,1514482	0,3660612	0,6843142	0,3500585	0,5737115	0,0202276	0,6669614	0,0883375	0,0548598	0,5787236	0,2746667	0,5582360	0,2119907	0,2579893	0,6317118	0,0290231	0,0215895	0,1823466	0,3101250	0,6958713	0,4251571	0,1344543	0,2053991	0,3602338	0,1157314	0,4479663	0,0254246	0,2160222	0,2515382	0,0210293
