glrR	glmY	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	rstA	rcsB	rcsA	fhlA	hyfR	gadE	ydeO	evgA	csgE	csgG	csgF	sra	yjbE	yjbF	yjbG	yjbH	tdcB	tdcC	mdtF	tdcF	tdcE	mdtE	tdcD	tdcG	ompF	osmB	wzb	rprA	wzc	wcaB	wza	wcaA	bdm	hyfA	sgbE	yiaO	yiaK	hyfI	hyfJ	ftsZ	focB	hyfG	yiaL	yiaN	hyfE	hyfB	sgbU	ftsA	hyfD	hyfC	lyxK	sgbH
0,7028959	0,1555756	0,4435166	0,4148014	0,2401708	0,7690583	0,3871917	0,7181717	0,5557771	0,2123286	0,4696062	0,6051534	0,7421826	0,7284125	0,5517557	0,8269707	0,6758657	0,5660525	0,5031909	0,6449190	0,2677238	0,2139158	0,1925633	0,1303691	0,6671509	0,6441863	0,7742733	0,8408348	0,5436100	0,5726132	0,8141258	0,5594028	0,5675495	0,8139329	0,6431574	0,4116404	0,1507453	0,1979383	0,4600653	0,7410019	0,4137873	0,6443896	0,5697976	0,1364288	0,5872175	0,6433023	0,6291858	0,3366138	0,2848555	0,6554266	0,6479460	0,4184597	0,4765658	0,7401791	0,1037679	0,7773274	0,5444789	0,5770758	0,2612369	0,8181898	0,5290933	0,7456766	0,4964414	0,6925422
