"Time"	hupB	fis	mtlR	marR	marA	rob	putA	xylR	glcC	hupA	soxS	soxR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	marB	mdtE	mdtF	hdeB	yhiD	hdeA	gadA	micF	gadB	fumC	gadC	zwf	dctR	slp	inaA	nfo	ygiA	ygiC	ygiB	tolC	acrA	acrB	sodA	fpr	gadY	rfaY	poxB	rfaZ	seqA	pqiB	pgm	nemA	pqiA	xylH	hdeD	purA	xylG	xylF	mtlA	mtlD	cadB	cadA	tyrP	ptsG
240	0,6070231	0,4127990	0,3219488	0,2693767	0,5305405	0,3507107	0,2832113	0,2991823	0,3818190	0,2956950	0,2001201	0,4034274	0,4834924	0,1271789	0,3133298	0,0849761	0,1020537	0,0773254	0,0017620	0,0007885	0,1176911	0,3057461	0,0300444	0,0150153	0,4009441	0,4112697	0,7417707	0,2573798	0,1473169	0,1153121	0,2243332	0,0120571	0,1580454	0,0458329	0,2903182	0,0157262	0,7296686	0,4593327	0,7802618	0,2058032	0,4775949	0,0956788	0,6834031	0,1356502	0,0608033	0,4102915	0,0940046	0,7951649	0,1877500	0,5715621	0,7222776	0,4072309	0,8455144	0,5847972	0,4084736	0,3679580	0,0726867	0,2707971	0,3727205	0,6263811	0,1758524	0,5162329	0,4466935	0,2851766
260	0,3576862	0,4425441	0,3652240	0,3353438	0,5640942	0,3206159	0,3351353	0,3795759	0,3002814	0,3324993	0,1203080	0,4527061	0,5346860	0,0982512	0,3640662	0,1255446	0,0867461	0,0546879	0,0009071	0,0027643	0,1047618	0,2800923	0,0888841	0,0108620	0,3939929	0,3957920	0,5967475	0,2058238	0,1285822	0,1369925	0,1753324	0,0037579	0,1301679	0,0411995	0,3056822	0,0130172	0,6695043	0,5937038	0,5005216	0,2042605	0,4409841	0,0987016	0,7766829	0,1379463	0,0308381	0,3753580	0,0628551	0,6741459	0,2752232	0,4773417	0,5652321	0,4732674	0,7904310	0,4978960	0,4321929	0,4329099	0,0838996	0,2453623	0,3023703	0,6917617	0,1349459	0,5092143	0,5347852	0,2830087
280	0,4438093	0,5221272	0,4361133	0,3210098	0,5499599	0,3468875	0,3379545	0,3935899	0,3201767	0,3648112	0,1318833	0,4559490	0,5347403	0,1158399	0,2964127	0,0975354	0,1263847	0,0305933	0,0040686	0,0004912	0,1310827	0,3224028	0,0234053	0,0135442	0,3382603	0,2798276	0,6451413	0,2560164	0,0629250	0,1292695	0,2735221	0,0005163	0,1275390	0,0334139	0,3266222	0,0397995	0,7434178	0,5251453	0,5668025	0,2036255	0,4675516	0,1172430	0,5849303	0,1527089	0,0422523	0,3697734	0,0667690	0,7043308	0,2795776	0,6196788	0,6039043	0,4316713	0,7045590	0,4782398	0,4121084	0,4562234	0,1117665	0,2714941	0,3139611	0,6208219	0,0977858	0,5475786	0,5628905	0,2178029
300	0,5288307	0,4573599	0,4244326	0,2699761	0,5555615	0,3887612	0,4041845	0,3911703	0,2778272	0,3222800	0,1615054	0,4328002	0,5334125	0,0970999	0,3137641	0,1192496	0,1178898	0,0534189	0,0017651	0,0063678	0,1110720	0,2813281	0,0500626	0,0038506	0,2891607	0,2675671	0,7686150	0,3112105	0,0859321	0,1033516	0,2350567	0,0011847	0,1933966	0,0221947	0,2705796	0,0206262	0,6476714	0,5451278	0,6696035	0,1369227	0,4745709	0,1373918	0,5679364	0,1753211	0,0264184	0,3646619	0,0430342	0,8598047	0,3131784	0,4702244	0,5510716	0,2898570	0,7256263	0,5750028	0,4511915	0,3587447	0,0972100	0,2613636	0,3235023	0,6384041	0,1966530	0,4451527	0,6642056	0,2735525
320	0,4011687	0,4905492	0,3586944	0,2674462	0,4705423	0,3797325	0,3268618	0,4332676	0,3154178	0,2817606	0,1126626	0,4685514	0,4901460	0,0729364	0,2513427	0,0799896	0,1488992	0,0492946	0,0053749	0,0035474	0,1525269	0,2498893	0,0467526	0,0070096	0,3773437	0,1950667	0,7469718	0,2351322	0,0491395	0,1260563	0,1971575	0,0009993	0,1795172	0,0225567	0,1990143	0,0347040	0,6209623	0,5033667	0,5603951	0,1503627	0,4306008	0,0579976	0,6799531	0,1262716	0,0346976	0,3584130	0,0567700	0,7654030	0,2730391	0,6347240	0,6213069	0,4075528	0,8581724	0,5110877	0,3318161	0,4942654	0,0696541	0,2781797	0,3235859	0,5989177	0,1161016	0,4339194	0,5923725	0,3048047
340	0,5355332	0,4165581	0,3535508	0,3569234	0,5926006	0,3311474	0,3498187	0,4174274	0,4631594	0,3310354	0,2056935	0,4947048	0,3988011	0,0899349	0,3640383	0,1379666	0,1815612	0,0393811	0,0077596	0,0037961	0,1565340	0,2531874	0,0624881	0,0042999	0,3473959	0,1993306	0,7362124	0,2314820	0,0956356	0,1638382	0,1632524	0,0017143	0,1117418	0,0466779	0,1781090	0,0252087	0,6781759	0,4661923	0,7246990	0,1044378	0,4420924	0,0942560	0,6136240	0,1030306	0,0274231	0,4144010	0,0953552	0,6758029	0,1919526	0,4603835	0,6334678	0,3314081	0,7358123	0,6148271	0,3493521	0,4599480	0,1111379	0,3051844	0,3421212	0,7582314	0,0628650	0,3798634	0,5335560	0,3059323
360	0,4003100	0,4243726	0,3418456	0,2894620	0,6730993	0,2831292	0,2928442	0,3300489	0,3551979	0,3506436	0,1650060	0,4780615	0,4491038	0,1308309	0,2894208	0,0990356	0,1505595	0,0286688	0,0040746	0,0074677	0,1374126	0,2628972	0,0511688	0,0014075	0,3527128	0,2046480	0,7388497	0,2756752	0,0969274	0,1765220	0,1771748	0,0198484	0,1257602	0,0128008	0,1814830	0,0273533	0,7146968	0,4881436	0,5733643	0,1471614	0,4496907	0,1124370	0,5586000	0,1286557	0,0472544	0,3448788	0,1168420	0,8768722	0,2583518	0,4381908	0,6266195	0,3394852	0,8014805	0,6312304	0,3852893	0,4305246	0,0964647	0,2786292	0,2219523	0,6870516	0,0736945	0,3090887	0,4870647	0,3914212
380	0,6091237	0,4062917	0,3595476	0,2967038	0,5380349	0,3772828	0,3658960	0,3634707	0,3194705	0,2894538	0,1711123	0,2783965	0,5482530	0,1401463	0,3096919	0,1159575	0,1387468	0,0391971	0,0018891	0,0013655	0,0970545	0,2904565	0,0266791	0,0116587	0,3335261	0,2004086	0,7588709	0,2563389	0,0560560	0,2375923	0,1632881	0,0094444	0,1396284	0,0078285	0,2953086	0,0344274	0,8066561	0,4770009	0,7070984	0,2260738	0,4970656	0,1073699	0,6474519	0,0874794	0,0500797	0,3118407	0,0969369	0,6957374	0,1776858	0,5304811	0,5642659	0,4062462	0,9273662	0,5985414	0,3046659	0,5781191	0,0906418	0,3256320	0,2542347	0,6888108	0,1471178	0,2688013	0,5379009	0,3615451
400	0,5417723	0,3360093	0,4114518	0,3170866	0,5853168	0,3228181	0,3315894	0,2890784	0,3973214	0,3448660	0,1442864	0,4459438	0,5073897	0,1224003	0,3581133	0,0526234	0,1561772	0,0433203	0,0044726	0,0023144	0,1078034	0,2849033	0,0454150	0,0018359	0,2525610	0,2199064	0,6485830	0,3251980	0,0390380	0,1992923	0,2007326	0,0029951	0,1885125	0,0286211	0,2948455	0,0579738	0,6584856	0,4326855	0,5903251	0,1932616	0,4523642	0,1126800	0,7801225	0,1197690	0,0434032	0,4260119	0,1076219	0,7899841	0,2334318	0,6027978	0,6361733	0,3289784	0,7311061	0,6378450	0,4207904	0,5966944	0,1153114	0,1585469	0,2655482	0,6520457	0,0967459	0,3445029	0,5957823	0,3129022
420	0,4813080	0,4975036	0,3605683	0,2921809	0,5394686	0,4182107	0,3183745	0,3714090	0,2923007	0,2488300	0,2236852	0,2861129	0,4645031	0,1081226	0,2841387	0,0581614	0,1574072	0,0176680	0,0107415	0,0007649	0,1060825	0,3181749	0,0596161	0,0036683	0,2672693	0,2570023	0,5846625	0,2667667	0,0945485	0,1854905	0,2015516	0,0083404	0,1977686	0,0199174	0,1917026	0,0325751	0,6401440	0,4767031	0,7446561	0,2365956	0,5378334	0,1247547	0,7788459	0,1362335	0,0431476	0,4224819	0,1069584	0,6745453	0,2109318	0,5968963	0,6590077	0,4029243	0,7036620	0,4433173	0,2970178	0,4353674	0,0652447	0,2419334	0,2638115	0,6529961	0,1107513	0,4174188	0,4345173	0,2229919
440	0,5195920	0,3881385	0,3736942	0,3046193	0,6612870	0,4387199	0,3981332	0,3035782	0,3956562	0,2565722	0,1404672	0,3960884	0,4119114	0,0762610	0,2839766	0,0929057	0,1176187	0,0155754	0,0012312	0,0004732	0,1624312	0,2836179	0,0695147	0,0034129	0,4300976	0,1947891	0,5709927	0,2828577	0,1150220	0,1741296	0,2173541	0,0013505	0,1569632	0,0233139	0,2490129	0,0474082	0,7106198	0,4390728	0,8406094	0,1173724	0,5493371	0,0965059	0,7303560	0,1376841	0,0419018	0,3849967	0,0970866	0,7118221	0,2091149	0,6890567	0,6230012	0,3868498	0,6519461	0,5725444	0,4428088	0,4348791	0,0605365	0,2425466	0,3184805	0,6683129	0,1071241	0,2563702	0,4496889	0,2737170
460	0,5312879	0,5367360	0,4752188	0,3399163	0,6476621	0,3045295	0,3028084	0,3090630	0,3094753	0,3143026	0,1674660	0,3048286	0,5071708	0,0735567	0,3378133	0,1232002	0,1206091	0,0494649	0,0026184	0,0024841	0,1802448	0,2668143	0,0570429	0,0029525	0,2620150	0,2310884	0,7280538	0,2340895	0,0794491	0,1571837	0,1615854	0,0003865	0,1425440	0,0387543	0,2435862	0,0420243	0,6932832	0,4280683	0,8681015	0,2087046	0,6645286	0,0944215	0,6533221	0,1492586	0,0231300	0,4095625	0,0787062	0,8293290	0,2894549	0,5391536	0,6849163	0,4695727	0,6116614	0,5866516	0,3228439	0,4238529	0,0565452	0,2453613	0,2649443	0,6553731	0,0832422	0,2151193	0,4148673	0,2605320
480	0,4655323	0,4622203	0,5139821	0,3327478	0,7508606	0,4857456	0,2777353	0,3591416	0,4635697	0,3242697	0,1433599	0,3165540	0,4976880	0,0842741	0,3813500	0,1375050	0,0933609	0,0271521	0,0047727	0,0037048	0,1262543	0,2737762	0,0386527	0,0082994	0,2810725	0,2707134	0,7205414	0,2724346	0,0850289	0,1397473	0,3015464	0,0038862	0,2240851	0,0345433	0,1856014	0,0637067	0,6584814	0,4132536	0,7151944	0,2199065	0,6052977	0,1243491	0,5109816	0,1305484	0,0245652	0,3128132	0,0522638	0,7464133	0,1839368	0,6669195	0,6144012	0,4532672	0,5849602	0,4470130	0,3632967	0,4479513	0,0953361	0,2562246	0,3030587	0,5771696	0,0787370	0,2217867	0,3979532	0,2612633
500	0,4447340	0,3821345	0,4001025	0,3312184	0,5534975	0,4314772	0,3167245	0,3921288	0,3324720	0,2861633	0,1220390	0,3665353	0,4956225	0,0760019	0,3425394	0,1121297	0,1930617	0,0199428	0,0093562	0,0082031	0,1002768	0,2991577	0,0353667	0,0072284	0,2740859	0,2039816	0,7762965	0,2187489	0,0603279	0,0961829	0,1470898	0,0001343	0,1798771	0,0353151	0,2680553	0,0460435	0,7759595	0,4240462	0,7213838	0,2062080	0,5055799	0,1238491	0,6568510	0,1058987	0,0059251	0,4255081	0,0996744	0,7193583	0,3128450	0,4562480	0,6763941	0,4109565	0,6697031	0,4699335	0,3195260	0,4926790	0,0573941	0,2629768	0,3185977	0,5665518	0,1171230	0,2334925	0,4111136	0,2545986
520	0,4472124	0,4229733	0,3512854	0,2647509	0,5046607	0,3754837	0,3386151	0,3367388	0,3232980	0,2604292	0,1874950	0,3367052	0,4837893	0,0688714	0,3070228	0,0818748	0,1268637	0,0202842	0,0291821	0,0019594	0,1147606	0,2318682	0,0661357	0,0032696	0,2980431	0,2035607	0,6821479	0,2739003	0,0792852	0,0943604	0,2022163	0,0011592	0,1636737	0,0266360	0,2687681	0,0181585	0,6427440	0,4462739	0,7516233	0,1811067	0,4948855	0,1955876	0,7019779	0,1460872	0,0121686	0,4597038	0,1043872	0,7584673	0,2819496	0,5635594	0,6165321	0,4330842	0,8108732	0,4367366	0,3596850	0,4780711	0,0525658	0,2401485	0,3454808	0,6034638	0,1117482	0,2567098	0,4590427	0,2483463
540	0,4611056	0,3865066	0,4347479	0,2361818	0,5544647	0,2926288	0,3915616	0,3844095	0,4160111	0,2767413	0,1267723	0,3301720	0,4494159	0,0698380	0,3439735	0,0738703	0,1194320	0,0194908	0,0106130	0,0002121	0,1165713	0,2305346	0,0860922	0,0047537	0,3157386	0,2541660	0,6219161	0,2611908	0,0890293	0,0620296	0,1910702	0,0116659	0,1710634	0,0374774	0,2262948	0,0213402	0,7740954	0,4331367	0,6849256	0,1895861	0,5352568	0,1390976	0,6263656	0,1890773	0,0315189	0,4781241	0,0998049	0,6833738	0,2980286	0,5488243	0,5738848	0,4483803	0,7892399	0,4930429	0,2754316	0,5516606	0,1013189	0,2324526	0,3201941	0,5382615	0,1886370	0,1756471	0,4783193	0,2308091
560	0,4505624	0,4353275	0,3079843	0,3487598	0,5613237	0,3185076	0,2578244	0,3615977	0,3788114	0,2631640	0,1196609	0,3781246	0,4762599	0,0723298	0,3682658	0,1170999	0,0911961	0,0332500	0,0075540	0,0038552	0,0693122	0,3136586	0,0450111	0,0010253	0,3173922	0,2764591	0,5928589	0,2602044	0,0603619	0,0929134	0,1317913	0,0034745	0,1517631	0,0214707	0,3308867	0,0281534	0,5810022	0,4295798	0,6190972	0,1414414	0,4589310	0,1557868	0,5125088	0,1677061	0,0206372	0,4204966	0,0775700	0,5844716	0,1884477	0,4816825	0,5848314	0,4235337	0,7036280	0,5001077	0,3210222	0,4598154	0,0948911	0,2494356	0,3228465	0,6626493	0,1043679	0,1968530	0,3982429	0,2881496
580	0,4696804	0,3995193	0,2975748	0,3466787	0,5509452	0,3968593	0,2651548	0,3170519	0,3782114	0,2586325	0,0999356	0,3599035	0,5291774	0,0895394	0,3875449	0,1752335	0,2228611	0,0391352	0,0155411	0,0029431	0,0990946	0,2539616	0,0504189	0,0038219	0,3434311	0,2148229	0,6342444	0,2088310	0,0816342	0,0911650	0,1599394	0,0070443	0,2149149	0,0305875	0,2417751	0,0149291	0,5495468	0,4079282	0,6080473	0,1963874	0,5224780	0,0870562	0,6014932	0,1452010	0,0441289	0,3718162	0,0729846	0,6368290	0,2971250	0,4769135	0,7036049	0,4036256	0,6428245	0,5262965	0,3379392	0,3630985	0,0979244	0,1766186	0,3780068	0,6520057	0,1467835	0,1813760	0,6267886	0,2433425
600	0,4796478	0,4279221	0,3374631	0,2562461	0,5020281	0,4056441	0,3279197	0,3882729	0,3326546	0,2120134	0,1115769	0,3862035	0,4780484	0,1723959	0,3755409	0,1698539	0,2657789	0,0343707	0,0166775	0,0032756	0,1378699	0,2279524	0,0282364	0,0000666	0,3361194	0,1854729	0,7041849	0,2091712	0,0683370	0,1346299	0,2070110	0,0012693	0,2114699	0,0980773	0,2620037	0,0172775	0,5056147	0,5071267	0,6674680	0,1497104	0,4957368	0,2409519	0,6196176	0,1226817	0,0461712	0,3979267	0,0607902	0,8384035	0,2646361	0,4056803	0,5610265	0,5090263	0,6500789	0,4002312	0,3359125	0,3282574	0,1120986	0,2149520	0,3843758	0,6378898	0,0822502	0,2912716	0,5185599	0,2307956
620	0,4411621	0,5314881	0,2495563	0,2806722	0,5548232	0,3660001	0,3023468	0,4261281	0,4300703	0,2931571	0,0672937	0,3697668	0,5215310	0,1593531	0,4116965	0,3124764	0,4014452	0,0451273	0,0174576	0,0027704	0,1457606	0,3095735	0,0491970	0,0000470	0,3394803	0,2135042	0,6717889	0,2644523	0,0588107	0,1024817	0,1965052	0,0011854	0,1634853	0,1193469	0,3861596	0,0317413	0,4340435	0,4734482	0,7312807	0,1770185	0,6232673	0,0744230	0,6806745	0,1395454	0,0403247	0,3346600	0,0552096	0,7112759	0,2748380	0,4839303	0,7193559	0,4018672	0,5851744	0,4127584	0,3653031	0,1516225	0,0671075	0,1941893	0,4144976	0,6980068	0,0616685	0,2089845	0,4731649	0,4207907
640	0,4060057	0,3750078	0,3644528	0,2482285	0,5643212	0,5505034	0,3059096	0,4746973	0,3335239	0,2179003	0,1531144	0,4867514	0,4472256	0,1726516	0,6148334	0,3334393	0,4026134	0,0644539	0,0100057	0,0005376	0,1067268	0,2568296	0,0582887	0,0046708	0,3435777	0,3468788	0,6927575	0,2978384	0,0784134	0,1252398	0,2177890	0,0033896	0,1942202	0,1318627	0,2771422	0,0361129	0,4964902	0,5019898	0,7202555	0,1875833	0,5608229	0,0793406	0,6360241	0,0943310	0,0285150	0,3602323	0,1295468	0,6829543	0,3086008	0,4983016	0,6182267	0,4052620	0,6117821	0,3364030	0,3439823	0,0971321	0,1148333	0,3022550	0,3211918	0,6638109	0,0790481	0,2876226	0,4534523	0,2773309
660	0,3831884	0,3548711	0,3042991	0,2322330	0,4680120	0,4332679	0,3610886	0,5084124	0,3600688	0,2318460	0,2687730	0,4433326	0,4105676	0,1978613	0,4426458	0,3467099	0,3866199	0,0864674	0,0185978	0,0004926	0,1214859	0,2435270	0,0555712	0,0147603	0,3167116	0,3163581	0,7884842	0,1911788	0,0773138	0,1459065	0,1810022	0,0041928	0,1486528	0,1229427	0,3192388	0,0208910	0,3973571	0,5174936	0,6811917	0,1516394	0,6136502	0,1431879	0,6017583	0,1649248	0,0597986	0,3998069	0,0865391	0,7948691	0,3134801	0,5196297	0,6844499	0,3397823	0,5723556	0,3511634	0,3893942	0,0871984	0,1113925	0,2635779	0,3234057	0,7285021	0,0354497	0,3314112	0,4793766	0,2508261
680	0,4382628	0,5272554	0,4225486	0,2349337	0,5647714	0,4901482	0,3960653	0,5222646	0,4264393	0,2123432	0,1222460	0,3950934	0,4420701	0,2576993	0,4607242	0,3748871	0,4826823	0,1970431	0,0033785	0,0039061	0,1552668	0,2055620	0,0306872	0,0231907	0,4533129	0,3157240	0,7319511	0,2368822	0,0329007	0,1493335	0,2250651	0,0041260	0,2497902	0,1379799	0,2931991	0,0159264	0,4026548	0,5307495	0,6464713	0,2109500	0,6363427	0,1068779	0,6671039	0,1543144	0,0312449	0,3446592	0,0553800	0,7058650	0,2744609	0,4382202	0,5574379	0,2028051	0,6764764	0,2192784	0,3943264	0,0741227	0,1113961	0,3363040	0,3230877	0,8217087	0,0261368	0,3327880	0,5469271	0,2283990
700	0,5018664	0,3559591	0,3521516	0,3051371	0,6748316	0,5331114	0,3037323	0,6189957	0,3601950	0,2805086	0,2270361	0,3439718	0,3900327	0,1768768	0,4071259	0,4974471	0,3472970	0,1899190	0,0023892	0,0027908	0,1238914	0,2856362	0,0527575	0,0226475	0,3840160	0,4280800	0,7353136	0,2535810	0,0682644	0,2022491	0,1568791	0,0062208	0,1921792	0,0898865	0,2567606	0,0373879	0,3492291	0,4237012	0,8295617	0,1947854	0,5199161	0,2437850	0,7396257	0,1694504	0,0527805	0,4011383	0,1159785	0,9100416	0,2958858	0,5142041	0,6015521	0,2546505	0,6240056	0,2545144	0,3822595	0,0318756	0,1044344	0,4039112	0,3513005	0,6542578	0,0347179	0,3943415	0,5546787	0,2796189
720	0,4192016	0,4416914	0,3450159	0,3141607	0,5691070	0,4982015	0,3379433	0,4845672	0,3621573	0,2175387	0,1670883	0,3298912	0,4645985	0,2195523	0,4633629	0,6237276	0,4070510	0,3575695	0,0073320	0,0007889	0,1647528	0,3053245	0,0514439	0,0357095	0,4337420	0,4327855	0,6169869	0,2561544	0,0496375	0,2880696	0,2273972	0,0171571	0,3201767	0,1332699	0,2666014	0,0391747	0,3716177	0,4851363	0,7356149	0,2370104	0,5381318	0,1758509	0,6498703	0,1831290	0,0532054	0,3585509	0,1371667	0,8022650	0,3148705	0,6070142	0,5667818	0,1536075	0,6814363	0,2160672	0,3423911	0,0387505	0,1589184	0,4150948	0,5108494	0,7146258	0,0365867	0,3300142	0,5659176	0,3283600
740	0,4694316	0,4263934	0,4366387	0,3427854	0,5499576	0,5057501	0,3299319	0,4744595	0,3480380	0,2004070	0,1902758	0,3739941	0,4662878	0,2242516	0,4892988	0,4290834	0,3535202	0,3899741	0,0028471	0,0022963	0,1438767	0,2820387	0,0354431	0,0414087	0,3957908	0,3439671	0,6314461	0,2914937	0,0474829	0,2160459	0,1883413	0,0043038	0,2750513	0,1444052	0,2488247	0,0316522	0,3918900	0,5130554	0,7334497	0,2086928	0,4715840	0,1563401	0,7387370	0,1209455	0,0688959	0,3676451	0,0958922	0,8864604	0,3783859	0,4179128	0,6780096	0,1501101	0,5054429	0,2596589	0,4109278	0,0245185	0,1865346	0,3824166	0,3836494	0,7993050	0,0600929	0,4454789	0,5143486	0,3505660
760	0,4916359	0,3842476	0,5029497	0,3366218	0,4588835	0,5732223	0,2899086	0,6093126	0,3308816	0,2878886	0,0992952	0,3590116	0,4302847	0,1672102	0,5005282	0,3691278	0,4140835	0,3415101	0,0016192	0,0026162	0,1291700	0,2908408	0,0369837	0,0772322	0,5419904	0,4615255	0,6025881	0,3240391	0,0636111	0,2474675	0,2111484	0,0029697	0,3002305	0,1287656	0,2564983	0,0419225	0,4268086	0,3865701	0,7073783	0,3184569	0,5081913	0,1237819	0,6877704	0,1150239	0,0514565	0,4080458	0,1302975	0,6728029	0,3381347	0,4848890	0,5738581	0,1797950	0,4962550	0,2580894	0,4384522	0,0509088	0,1696155	0,3764204	0,4342010	0,6607267	0,1014211	0,4342925	0,4588513	0,3457767
780	0,4592740	0,4198371	0,4511440	0,3245098	0,5124582	0,4777971	0,3349925	0,5065574	0,3438670	0,2262693	0,1464145	0,3487699	0,4640834	0,1500470	0,4352362	0,4586280	0,4373505	0,4486065	0,0046154	0,0015600	0,2600939	0,2344052	0,0476147	0,0601733	0,4421481	0,4248483	0,7986742	0,3343681	0,0368372	0,2363840	0,1951635	0,0054885	0,2707965	0,1948049	0,2422138	0,0995538	0,3482051	0,4860054	0,6556158	0,2662191	0,4616449	0,1924368	0,6269845	0,0763450	0,0583461	0,4086822	0,0649408	0,7174242	0,2984923	0,3807543	0,6537226	0,1876512	0,5224780	0,2375805	0,4616305	0,0730903	0,1720542	0,3577464	0,3671719	0,5649660	0,0970560	0,4543193	0,5173022	0,2673521
800	0,4635812	0,3620818	0,3263800	0,2843040	0,4602554	0,4089169	0,2846829	0,4318117	0,3259884	0,2403289	0,1987017	0,4028236	0,3904102	0,1697825	0,4879556	0,4699920	0,3941504	0,4204940	0,0022924	0,0095721	0,1675942	0,1638964	0,0416190	0,0745970	0,4654240	0,5376953	0,6716116	0,3282873	0,0949964	0,2255775	0,2154561	0,0020762	0,2568145	0,2269838	0,2030348	0,0395692	0,3254442	0,5292689	0,6120987	0,2141664	0,5065575	0,1641831	0,6494960	0,1034767	0,0527601	0,3267681	0,0883092	0,7620113	0,2860520	0,3871755	0,5386418	0,1936430	0,4432291	0,2976504	0,5585176	0,0909590	0,2264556	0,3681019	0,3579908	0,8079568	0,1270144	0,4802280	0,5709451	0,2751566
820	0,5046503	0,4376563	0,3270230	0,2220277	0,5269187	0,4961054	0,3026638	0,5545760	0,3590544	0,1737899	0,1501561	0,4043328	0,3434780	0,1948676	0,5609712	0,4241759	0,4742334	0,4697482	0,0091840	0,0001343	0,1601233	0,2362868	0,0278612	0,0741755	0,4140892	0,5501586	0,5956831	0,2609247	0,0456486	0,1879784	0,2317857	0,0024623	0,3640789	0,2488167	0,2657795	0,0743448	0,3905479	0,5155643	0,7252759	0,2031299	0,4551967	0,1605614	0,7294921	0,0731174	0,1241365	0,3645073	0,0626038	0,7592330	0,2853945	0,3855825	0,6186283	0,1385690	0,5658840	0,2204307	0,5041736	0,1053846	0,2065436	0,4122995	0,3077793	0,6503727	0,1810194	0,5044940	0,4921386	0,2862293
840	0,4766953	0,4315764	0,3752682	0,2834795	0,6316001	0,5059555	0,3507204	0,4133570	0,3701842	0,2774693	0,1163715	0,3762187	0,3468961	0,1682622	0,5864504	0,6476756	0,3746282	0,4794684	0,0022248	0,0045057	0,1879705	0,2136736	0,0514525	0,0830168	0,4245239	0,4531141	0,7199629	0,3196904	0,0652156	0,1868260	0,2446332	0,0001153	0,3539166	0,2264100	0,2836096	0,0303569	0,5007173	0,5122959	0,6373590	0,2364885	0,4841299	0,1723747	0,7798527	0,1602453	0,0736080	0,3683312	0,1070663	0,7681460	0,2315823	0,4117041	0,7266112	0,1633213	0,5378200	0,1857127	0,5073788	0,0901728	0,1557528	0,3594280	0,4342853	0,6521112	0,2262750	0,5455389	0,5291003	0,2788021
860	0,4406835	0,5035002	0,4382925	0,2751333	0,5547950	0,4873379	0,2632151	0,5053854	0,3329082	0,1610541	0,1501739	0,3693715	0,4109431	0,1943866	0,4976476	0,4773287	0,3593868	0,4055364	0,0030542	0,0079889	0,1279687	0,2027428	0,0359773	0,1525435	0,4865242	0,4644840	0,6821777	0,3470659	0,0660544	0,2277197	0,2353205	0,0003673	0,3241051	0,2480606	0,2450113	0,0417960	0,3695788	0,4755476	0,6254187	0,2406197	0,4494561	0,1420279	0,8125193	0,1016532	0,0698615	0,3312051	0,0748281	0,7761996	0,3543252	0,4494016	0,6109937	0,2325434	0,5017427	0,2193948	0,4918080	0,1249852	0,1415961	0,4280706	0,4321968	0,6918245	0,2439527	0,5579295	0,4155493	0,2685219
880	0,5613434	0,5358777	0,4124083	0,2998607	0,4923430	0,5467547	0,2572309	0,5792375	0,2981590	0,1374383	0,1468370	0,4083750	0,4418173	0,1475687	0,6639727	0,5240923	0,2883245	0,4007339	0,0058669	0,0044535	0,0918800	0,2115206	0,0302982	0,1010435	0,4859346	0,5523887	0,7273510	0,3741443	0,0648920	0,3193447	0,2776279	0,0030812	0,3568584	0,2940164	0,2218350	0,0480404	0,4572740	0,4821401	0,6929303	0,2220977	0,5472272	0,1483739	0,7812659	0,1184852	0,0898893	0,3440508	0,0619760	0,7564904	0,3138882	0,4713176	0,6604312	0,1780374	0,5351109	0,2463658	0,6464943	0,1249920	0,1428507	0,2704618	0,3586803	0,7088782	0,3163009	0,6074159	0,4019227	0,2156062
900	0,3940880	0,4449210	0,4127023	0,3246248	0,4871714	0,5309031	0,2851263	0,5036582	0,3786781	0,1730348	0,1745875	0,4004436	0,3588045	0,2254516	0,5483937	0,5545508	0,4151449	0,5616682	0,0163679	0,0006520	0,1115785	0,2199312	0,0658405	0,1346646	0,5225877	0,6732935	0,6349099	0,3133751	0,0679350	0,2798685	0,1940382	0,0004092	0,4498932	0,2452448	0,1699432	0,0165607	0,3911634	0,5191247	0,6294060	0,2041991	0,6467555	0,1246333	0,7754750	0,1346482	0,0935503	0,3991158	0,0775741	0,8412607	0,3344862	0,4374148	0,5563516	0,1506444	0,4866248	0,1647298	0,5702195	0,1419458	0,1297215	0,3347109	0,3944367	0,6225771	0,3649373	0,4854789	0,4659954	0,2821296
920	0,4325235	0,4806867	0,3625620	0,3237037	0,6003890	0,4436670	0,3097524	0,6468945	0,3362658	0,2608341	0,0873408	0,3939527	0,3982003	0,2397241	0,4841078	0,6541288	0,4190407	0,4783910	0,0062657	0,0066535	0,1144529	0,1981800	0,0588828	0,1263047	0,4738674	0,4516885	0,8068298	0,4339959	0,0372347	0,2930701	0,2487001	0,0003281	0,3230050	0,2377712	0,2047832	0,0235934	0,4607725	0,5853302	0,7280015	0,2419186	0,4771563	0,1631838	0,6525247	0,1702465	0,1212674	0,3759701	0,0741529	0,5635547	0,2731515	0,4455184	0,6206116	0,0959390	0,4980916	0,1624839	0,6660033	0,1431110	0,1631074	0,4249716	0,4167516	0,6565828	0,3283467	0,5424710	0,4894427	0,3267079
