"Time"	hupB	fis	mtlR	marR	marA	rob	putA	xylR	glcC	hupA	soxS	soxR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	marB	mdtE	mdtF	hdeB	yhiD	hdeA	gadA	micF	gadB	fumC	gadC	zwf	dctR	slp	inaA	nfo	ygiA	ygiC	ygiB	tolC	acrA	acrB	sodA	fpr	gadY	rfaY	poxB	rfaZ	seqA	pqiB	pgm	nemA	pqiA	xylH	hdeD	purA	xylG	xylF	mtlA	mtlD	cadB	cadA	tyrP	ptsG
360	0,6526079	0,5859812	0,5022620	0,5279248	0,8987180	0,4924036	0,4441074	0,4920087	0,4574987	0,4420704	0,2898747	0,5833984	0,6820921	0,1655031	0,4478144	0,1245880	0,2249402	0,0431771	0,0033617	0,0009240	0,1726956	0,3653785	0,0543938	0,0018043	0,4162552	0,2970016	1,0150456	0,3843804	0,1113017	0,2546471	0,2921892	0,0010119	0,2457267	0,0301991	0,3378866	0,0583879	0,9813256	0,6376424	0,9431798	0,2614182	0,7046811	0,1428548	0,9787898	0,2067416	0,0492929	0,5341261	0,1647882	0,9902802	0,2660110	0,7682822	0,8855446	0,5284729	1,0475998	0,7563056	0,5467769	0,7389631	0,1525604	0,4034393	0,4175082	0,9893133	0,1208718	0,4512861	0,6397109	0,4250725
380	0,7439102	0,5563045	0,5178157	0,5007751	0,8391781	0,4681628	0,4638293	0,4993313	0,4742968	0,4166775	0,2461433	0,5032595	0,6303550	0,1569166	0,4309442	0,1120062	0,2251146	0,0328776	0,0081877	0,0036496	0,2089090	0,3924315	0,0650489	0,0027450	0,3586433	0,2959722	1,0300722	0,4390045	0,1161200	0,2648389	0,3078086	0,0020957	0,2472242	0,0192009	0,3100488	0,0561554	0,9987848	0,5667561	0,9024872	0,2928650	0,7276992	0,1795332	0,9543574	0,2178554	0,0427993	0,5607852	0,2135410	1,1263498	0,2662086	0,8339411	0,8569274	0,5229025	0,9759369	0,7586009	0,4921745	0,7440078	0,1350489	0,4107036	0,4415379	0,9331329	0,1165666	0,4361581	0,6716133	0,4560758
400	0,7243741	0,6225944	0,5389834	0,4376962	0,8513358	0,4657671	0,4247240	0,5378239	0,5097190	0,4195261	0,2650439	0,5266400	0,6448291	0,1399766	0,4010073	0,1187836	0,2127555	0,0323170	0,0070018	0,0001696	0,1910792	0,4310909	0,0623272	0,0014840	0,3792687	0,2906410	0,9668662	0,4319418	0,0970573	0,2262418	0,3605740	0,0000000	0,2549175	0,0411721	0,3346677	0,0468626	0,9612308	0,5375982	0,8693548	0,2862395	0,7870336	0,1612780	0,9212953	0,2257170	0,0412711	0,5747682	0,1747368	1,1140872	0,3039441	0,8390064	0,8612354	0,5029750	0,9744973	0,7501983	0,4676937	0,7202286	0,1496606	0,4258590	0,4660630	0,9802002	0,1182016	0,3976256	0,5854241	0,4466357
420	0,7070236	0,6566936	0,5588591	0,3970150	0,9163917	0,5240562	0,3773264	0,5314864	0,5416898	0,4146370	0,2427436	0,5348633	0,6974213	0,1356756	0,4360631	0,1159353	0,2033291	0,0248824	0,0059459	0,0015907	0,2050118	0,4424406	0,0587905	0,0038172	0,3949456	0,2900858	0,9720124	0,3973204	0,1111459	0,1894779	0,3340585	0,0007740	0,2582171	0,0436889	0,3677557	0,0520065	0,9603936	0,6341979	0,8914677	0,2643961	0,7840862	0,1550693	0,8948775	0,1998889	0,0385137	0,5494751	0,1432312	1,0262806	0,2834386	0,8389885	0,9150922	0,5209216	0,9518638	0,7237499	0,4314061	0,7208165	0,1108610	0,3595931	0,4387980	1,0155014	0,1158574	0,2870069	0,5676727	0,4198554
440	0,6561883	0,5912623	0,5186768	0,4849422	0,8799370	0,4859012	0,4128269	0,4787597	0,5376641	0,4196624	0,2154310	0,5335774	0,7132995	0,1208881	0,4300307	0,1293157	0,2255482	0,0361803	0,0038312	0,0017194	0,1934746	0,4037412	0,0650760	0,0017095	0,3958750	0,2782182	0,9791747	0,3660195	0,1076701	0,2027143	0,2923060	0,0035087	0,2601562	0,0458145	0,3722737	0,0545671	0,9254248	0,6026089	0,9983960	0,2914211	0,7495608	0,1521684	0,9591544	0,2124651	0,0321795	0,5323959	0,1434380	1,0192414	0,3054851	0,9034153	0,9480215	0,5940000	0,9946416	0,7518134	0,4144772	0,7115853	0,1117638	0,3123928	0,4782876	0,9654719	0,1168069	0,2286997	0,5468518	0,3417514
460	0,6599583	0,5991700	0,5513716	0,4752505	0,8772198	0,4331746	0,4650801	0,4509234	0,5470661	0,4268022	0,2155776	0,4999771	0,7115727	0,1428180	0,4524888	0,1592879	0,2002457	0,0332446	0,0087173	0,0002928	0,1852473	0,4019880	0,0682108	0,0034102	0,4509505	0,3178157	0,9596145	0,4200229	0,0841847	0,1916550	0,3146569	0,0046755	0,2789245	0,0519442	0,3958821	0,0527256	0,9390997	0,6174689	1,0003557	0,2666524	0,7997216	0,1620408	0,9011820	0,2140165	0,0213314	0,5160324	0,1449787	1,0637544	0,2723807	0,8505006	0,8916619	0,6134358	1,0479277	0,8080253	0,4587711	0,6745567	0,1157551	0,3711018	0,4971290	0,9847790	0,1065056	0,2340621	0,5787784	0,3997589
480	0,6586700	0,5856871	0,4959540	0,4333302	0,8336574	0,4363007	0,5528309	0,4650539	0,5185020	0,3936514	0,1870448	0,4808666	0,7446455	0,1371590	0,4272231	0,1575346	0,2171247	0,0285537	0,0134836	0,0006220	0,1592463	0,3381287	0,0719999	0,0084861	0,4333973	0,3543004	0,9139192	0,4056663	0,0752827	0,1883954	0,2714871	0,0017656	0,2509432	0,0548207	0,3777839	0,0470857	1,0190717	0,6225679	0,9710137	0,2496770	0,7637660	0,1737294	0,9260497	0,2017265	0,0215328	0,5885819	0,1682425	1,0377345	0,2922375	0,8324081	0,9268318	0,5464302	1,0446731	0,7727174	0,5123505	0,6803131	0,1118476	0,3880041	0,4567899	0,9629004	0,1382502	0,2635307	0,6031932	0,3679110
500	0,6324150	0,5663640	0,4878445	0,4093448	0,8295871	0,4262311	0,4745436	0,4890824	0,5562627	0,3824032	0,1699179	0,4968203	0,7051851	0,1197436	0,4418171	0,1373393	0,1940758	0,0305314	0,0115162	0,0023737	0,1771604	0,3205528	0,0741406	0,0095951	0,4551947	0,3254781	0,8890019	0,3356305	0,0762113	0,1462172	0,2748113	0,0024842	0,2290523	0,0555716	0,3905063	0,0469074	1,0349700	0,6299606	0,9577756	0,2324346	0,7084483	0,1907188	0,9356692	0,2352170	0,0217236	0,6051825	0,1502130	1,0372638	0,3105785	0,8406847	0,8958133	0,5824191	1,0041652	0,7459110	0,4500010	0,6865928	0,1166103	0,3364535	0,5020756	0,9427528	0,1561855	0,2943601	0,6810440	0,4233272
520	0,6984823	0,5497669	0,4775055	0,3559873	0,7178041	0,5365883	0,4214661	0,5048380	0,5464382	0,3911902	0,1796736	0,5122517	0,7465137	0,1229111	0,4488140	0,1330661	0,1825227	0,0366128	0,0099095	0,0039587	0,1479247	0,3641895	0,0593165	0,0020886	0,4245019	0,3476231	0,9679192	0,3432881	0,0691210	0,1593911	0,2400060	0,0068653	0,2355064	0,0484979	0,3683442	0,0350051	0,9922910	0,5972368	1,0082341	0,2234597	0,7111397	0,1909187	0,9037737	0,2104071	0,0398081	0,5883111	0,1086581	0,9790402	0,3442079	0,7780224	0,8997290	0,5742916	1,0224012	0,7197719	0,4503213	0,7136837	0,1318669	0,3428770	0,5683505	0,9606798	0,1396473	0,3349550	0,7779901	0,3884076
540	0,6414376	0,5462308	0,5269153	0,3674265	0,7736496	0,5290288	0,4343073	0,5184778	0,5213774	0,3755216	0,1613219	0,5522708	0,7671271	0,1140833	0,4220689	0,1250326	0,1829317	0,0249315	0,0102339	0,0031589	0,1563214	0,3429143	0,0433551	0,0033598	0,4192963	0,3377143	1,0159684	0,3320408	0,0508290	0,1745817	0,3000495	0,0058173	0,2307308	0,0390080	0,3507948	0,0374570	1,0547362	0,6540149	1,0321407	0,2702130	0,7252695	0,1670498	0,9402918	0,2003720	0,0442206	0,5885107	0,1116937	1,0014305	0,3716563	0,7994923	0,8740374	0,5920156	0,9851597	0,7810113	0,4617850	0,6401418	0,1388251	0,3718333	0,5117792	0,9546267	0,1847384	0,2988662	0,7637416	0,3815256
560	0,6498919	0,5702400	0,4969990	0,4141398	0,7314085	0,5299486	0,4592246	0,4989515	0,5187851	0,3983578	0,1741592	0,5572304	0,7895242	0,1458923	0,4759398	0,1407226	0,1833258	0,0332658	0,0106996	0,0032983	0,1382441	0,3415134	0,0708404	0,0002267	0,4367354	0,3058023	1,0216946	0,2738031	0,0759613	0,1984558	0,2923541	0,0009731	0,2468142	0,0371564	0,3484670	0,0338890	1,0158946	0,6353030	0,9244870	0,2891165	0,7506375	0,1482435	0,9392663	0,1898165	0,0522499	0,5353879	0,1558619	1,0070213	0,3856346	0,7802945	0,9395776	0,6170449	0,9942575	0,7453605	0,4476861	0,6991249	0,1223368	0,3461652	0,5279338	0,9995219	0,1503425	0,3146073	0,7492319	0,3909588
580	0,6152074	0,5468746	0,5370635	0,4020346	0,7788000	0,6224599	0,4784022	0,6446333	0,5248544	0,3797647	0,1793061	0,5523807	0,7197339	0,2819974	0,6611756	0,3710481	0,4724771	0,0425307	0,0150812	0,0035795	0,1498038	0,3684573	0,0627678	0,0006602	0,4567439	0,3190360	1,0117464	0,2754634	0,0675429	0,2104054	0,2834210	0,0034477	0,2180479	0,0976679	0,3717111	0,0294330	0,7280222	0,6915744	1,0033211	0,2171830	0,7748602	0,1282194	0,9412494	0,1767077	0,0579163	0,5551445	0,1385689	0,9768615	0,3653013	0,6856237	0,9039842	0,6583604	0,8596115	0,5120840	0,5191430	0,2662629	0,1290505	0,3235623	0,5204146	0,9314263	0,1180155	0,3607602	0,7122757	0,4037445
600	0,6094874	0,5804602	0,5228346	0,3764075	0,7918641	0,6257367	0,4702180	0,7286966	0,5667063	0,3632595	0,1760466	0,5775068	0,6971430	0,3465999	0,7921114	0,5119643	0,5921877	0,0454375	0,0083344	0,0049357	0,1490279	0,3607974	0,0783372	0,0007668	0,4907799	0,3318786	1,0324394	0,3338043	0,0721238	0,2095823	0,2946042	0,0049441	0,2256267	0,1259337	0,3601669	0,0387298	0,6426249	0,6353580	0,9923544	0,2391962	0,8390143	0,1415046	0,9519527	0,1931672	0,0476746	0,5898231	0,1069902	0,9567292	0,3945655	0,6979651	0,9352955	0,6522118	0,7972976	0,3674681	0,5597414	0,1135650	0,1209371	0,3182225	0,5799396	0,9543351	0,1002571	0,4392467	0,7151073	0,4103799
620	0,6664883	0,5368038	0,5419338	0,4009411	0,7788874	0,6681145	0,5144849	0,8290207	0,5912356	0,3369959	0,2391607	0,5809542	0,6636536	0,3458216	0,8614136	0,6068951	0,6311725	0,1105790	0,0053917	0,0020111	0,1726792	0,3901074	0,0966642	0,0050488	0,5495000	0,4226020	1,0144994	0,3507428	0,0678808	0,2154488	0,2773039	0,0048755	0,2246310	0,1639307	0,3837333	0,0536584	0,5781046	0,6325805	1,0150253	0,2589094	0,7611387	0,1278152	0,8994979	0,1526228	0,0441375	0,5167027	0,1058332	0,9389164	0,3880784	0,6103652	0,9287544	0,5555538	0,7472644	0,2956598	0,4862366	0,0436690	0,1583025	0,3706035	0,6109917	1,0009568	0,0898835	0,4122892	0,6833404	0,3457957
640	0,6741461	0,5713787	0,5487077	0,4138678	0,7523739	0,7615189	0,4716716	0,8207407	0,5495482	0,3010589	0,2529810	0,6026214	0,5692084	0,3361622	0,8375483	0,6398181	0,6412089	0,1820384	0,0087078	0,0020729	0,1753315	0,3428334	0,0913394	0,0146453	0,5392509	0,4527536	0,9665131	0,4250304	0,0774276	0,2209402	0,2729771	0,0109864	0,2661499	0,1969713	0,3644012	0,0403514	0,5930070	0,7175437	1,0456296	0,2552129	0,7690910	0,1486066	0,8816275	0,1796470	0,0399074	0,5027452	0,0895780	1,0590725	0,4021884	0,6232634	0,8613064	0,4086204	0,7841979	0,2496315	0,5483970	0,0275844	0,1911758	0,4508038	0,5650370	0,9926996	0,0705190	0,4318570	0,6952538	0,3918207
660	0,6056839	0,6338471	0,5532589	0,4715461	0,8198432	0,7345331	0,4692672	0,7624437	0,5605682	0,3140406	0,2602627	0,5804739	0,5138316	0,3129604	0,8408953	0,7553950	0,6256501	0,3281631	0,0052723	0,0041738	0,1755477	0,3653522	0,0657428	0,0186550	0,5033298	0,4919047	0,9400422	0,4313532	0,0647341	0,2432951	0,2416306	0,0130558	0,3033867	0,1868845	0,3591015	0,0354750	0,5092321	0,6605016	1,0266871	0,2755303	0,7780908	0,2092360	0,9190629	0,1974788	0,0476578	0,5444720	0,1029114	1,0020328	0,3838545	0,6327498	0,8798463	0,3120174	0,7973443	0,2666776	0,5281292	0,0203035	0,2035445	0,4520776	0,5129126	1,0143648	0,0656678	0,5163367	0,6971193	0,4673077
680	0,6423901	0,6258876	0,5728239	0,4753138	0,7869620	0,6841173	0,4666866	0,7914994	0,5379923	0,3370459	0,2416139	0,5561911	0,4908275	0,2896109	0,8206250	0,7573931	0,5935943	0,4883235	0,0022797	0,0055475	0,1720825	0,3760701	0,0588659	0,0283199	0,5478920	0,5398087	0,9525502	0,4522026	0,0618175	0,2659642	0,2349893	0,0151501	0,3536444	0,1699832	0,3130432	0,0400709	0,5348477	0,5823037	0,9978561	0,3492355	0,7488745	0,2051400	0,8681937	0,1949111	0,0462553	0,4868858	0,1598318	1,0168769	0,3769499	0,6567843	0,8882336	0,2799922	0,7376694	0,3147607	0,5245860	0,0349209	0,2508051	0,5300217	0,5127859	0,9865316	0,0650070	0,5636347	0,6719482	0,4726067
700	0,6624935	0,5902882	0,5455564	0,4129537	0,7694742	0,6617780	0,4645999	0,7478054	0,4975246	0,3880531	0,2503350	0,5658696	0,5115084	0,2791920	0,7852530	0,8073318	0,5762332	0,6239803	0,0042393	0,0054053	0,1834169	0,3899407	0,0635792	0,0419493	0,6197543	0,5789304	0,9500386	0,4772473	0,0857676	0,3295730	0,2406744	0,0150132	0,3909664	0,2072931	0,3217382	0,0412255	0,5912732	0,6789809	0,9693170	0,3380151	0,7350394	0,2441685	0,9246543	0,1953018	0,0678647	0,5107009	0,1947871	0,9922753	0,3944775	0,6893677	0,8574779	0,2374823	0,7840563	0,3372575	0,5330864	0,0499900	0,2424241	0,6042007	0,5584987	0,9754914	0,0644829	0,5752587	0,6590128	0,4669663
720	0,6162861	0,5941870	0,5629677	0,4481079	0,7878998	0,6548855	0,4467174	0,7509103	0,4504699	0,3871107	0,2449250	0,5619780	0,5379535	0,2179334	0,7796069	0,8555841	0,5489374	0,6799874	0,0018888	0,0045498	0,2311210	0,3522438	0,0599613	0,0644760	0,6786258	0,6233637	0,9441366	0,4803913	0,0914668	0,3429008	0,2535478	0,0110039	0,4447722	0,2273637	0,3242386	0,0450217	0,6018641	0,7036046	0,9791712	0,3671174	0,7381649	0,2523995	0,9115674	0,1738555	0,0916330	0,5175612	0,1862877	0,9750639	0,4209970	0,7168817	0,7784289	0,2178503	0,7939196	0,3869842	0,5886333	0,0666084	0,2234479	0,5387085	0,5605522	0,9741503	0,0917749	0,6226586	0,6086313	0,4453504
740	0,6357409	0,5606461	0,5436102	0,4382189	0,6914480	0,6499901	0,4832337	0,7311820	0,4404278	0,3289794	0,2356254	0,5245398	0,6020401	0,2475558	0,7396642	0,7645784	0,5248850	0,6983879	0,0027971	0,0075797	0,2071249	0,3482203	0,0578846	0,1170292	0,7145431	0,6328161	0,8962911	0,4947181	0,0825550	0,3353133	0,2553351	0,0048463	0,4256476	0,2568270	0,3254850	0,0518711	0,5701513	0,7126334	0,9739006	0,3584797	0,7456286	0,2364417	0,9129111	0,1354023	0,0839887	0,5409956	0,1188769	1,0074623	0,4223005	0,6867276	0,8235374	0,2061232	0,8385859	0,3630332	0,6676124	0,0864917	0,1985456	0,5513392	0,5567352	0,9849232	0,1108478	0,6626736	0,6667543	0,3974962
760	0,6592240	0,5609571	0,5274206	0,3697151	0,7671085	0,6478772	0,4596948	0,6995894	0,5275142	0,3163155	0,2397256	0,5597300	0,6094788	0,2448563	0,8412413	0,7555829	0,5673820	0,6975528	0,0083134	0,0022972	0,2062023	0,3162921	0,0801265	0,1095990	0,7328789	0,6864856	0,9014576	0,4838783	0,1217868	0,3099351	0,2945693	0,0036276	0,4544870	0,3045416	0,3327963	0,0476659	0,5436745	0,6711117	1,0071895	0,3145834	0,7553123	0,2372636	1,0139716	0,1462546	0,0882384	0,5387991	0,1111185	0,9813049	0,3973752	0,6343509	0,8350809	0,1961996	0,7540844	0,3628576	0,6912923	0,1461673	0,2236088	0,4936473	0,5267309	0,9629594	0,1255238	0,6859943	0,6701962	0,3755842
780	0,7111608	0,5830694	0,4618403	0,3402608	0,7859163	0,7262328	0,4473272	0,7047936	0,5804043	0,2879719	0,2127861	0,5333842	0,6077135	0,2812502	0,8364095	0,7681401	0,5973808	0,6832475	0,0068669	0,0007768	0,2339351	0,3162882	0,0655249	0,1259510	0,6948388	0,7412053	0,9552317	0,4571652	0,0982192	0,3089416	0,3123306	0,0022072	0,4557456	0,3438388	0,3113695	0,0563775	0,5574734	0,6575470	1,0555682	0,2715075	0,7142548	0,2161455	0,9548173	0,1311713	0,0981217	0,5446304	0,1069571	0,9746318	0,3758185	0,6029897	0,8903687	0,2227243	0,7309930	0,3448189	0,7243864	0,1761159	0,2586752	0,4907459	0,5408560	0,8796363	0,1708269	0,7394465	0,6689914	0,3941102
800	0,6312674	0,5407918	0,4908570	0,3461564	0,7761391	0,6894033	0,4455514	0,6825523	0,5462493	0,3050335	0,1964654	0,5542809	0,5776066	0,2953095	0,8470585	0,8171320	0,5824455	0,7151988	0,0085884	0,0025189	0,1885612	0,3630460	0,0577312	0,1322662	0,7233463	0,7344357	1,0132001	0,4708541	0,0919670	0,3183063	0,3130592	0,0035982	0,4885064	0,3471896	0,3508150	0,0614727	0,5405446	0,6722952	1,0322046	0,3275012	0,7507484	0,2180698	0,9209263	0,1541030	0,1052749	0,5122439	0,0990964	1,0077248	0,4204209	0,5639532	0,8620898	0,2233285	0,7585966	0,2836934	0,7589495	0,1851447	0,2847301	0,5151466	0,5742964	0,9657881	0,2065966	0,8001617	0,6734885	0,4543866
820	0,6739230	0,6342490	0,4727610	0,3624553	0,8311476	0,7540432	0,4524689	0,7562217	0,5293991	0,2924986	0,2145562	0,5410064	0,5858821	0,2666983	0,7823537	0,8225745	0,5993369	0,6823435	0,0054404	0,0047480	0,1709566	0,3410607	0,0487887	0,1418343	0,7118241	0,7154102	0,9763101	0,4885372	0,0814731	0,2609862	0,3384879	0,0006849	0,5309694	0,3620283	0,3648578	0,0593177	0,5370531	0,6379345	1,0000561	0,3252576	0,7462984	0,2113281	0,9396538	0,1355734	0,1171206	0,5273260	0,1126343	1,0324506	0,3995116	0,5654730	0,8897126	0,2246800	0,7473629	0,2481272	0,7776942	0,1830821	0,2373883	0,5205185	0,6740026	1,0058814	0,2664595	0,8442821	0,6612127	0,3721459
840	0,6708187	0,6192364	0,5122338	0,4243504	0,8617803	0,6685028	0,4238346	0,8074531	0,5224254	0,2999229	0,2106303	0,5055154	0,5828925	0,2557795	0,6836416	0,8554452	0,5725129	0,7283224	0,0013629	0,0005043	0,1606428	0,3145636	0,0257754	0,1627472	0,7714569	0,7619330	0,9462285	0,4854971	0,0951373	0,3307819	0,3365826	0,0005590	0,4941815	0,3485509	0,3535656	0,0550360	0,5507876	0,7429049	0,8779006	0,3470581	0,7317154	0,1763418	0,9704406	0,1625226	0,1353014	0,5451356	0,1002675	0,9568795	0,4041607	0,5961662	0,9036759	0,2052462	0,7290925	0,2810028	0,8610991	0,1714951	0,2246493	0,5746707	0,5866092	0,9841885	0,3069982	0,7915336	0,6452603	0,3981410
860	0,6183932	0,6602984	0,4886285	0,4013391	0,8237206	0,6722569	0,4497006	0,7340495	0,5362737	0,2988454	0,1913726	0,5419240	0,5855613	0,2759402	0,7090032	0,8917001	0,5550775	0,7096767	0,0062379	0,0016417	0,2035513	0,2931591	0,0524389	0,1933014	0,7055744	0,7410970	0,9420308	0,5272389	0,1127400	0,3297633	0,3458235	0,0059697	0,5461163	0,3581261	0,3511717	0,0585152	0,5476000	0,7521718	1,0030043	0,3361895	0,8180972	0,1969278	0,9802567	0,1737946	0,1320998	0,5430013	0,1003903	0,9723539	0,3941688	0,6876523	0,8584011	0,2075216	0,7354448	0,2737354	0,8388493	0,1942215	0,2397854	0,5554022	0,5203676	0,9716370	0,3125451	0,8416087	0,6062338	0,3692088
880	0,5528360	0,6851811	0,5144347	0,4297700	0,8044154	0,6169624	0,4476786	0,7825263	0,5223398	0,2987467	0,1630742	0,5292724	0,5976515	0,2510393	0,6789536	0,9057976	0,5602186	0,7931482	0,0052892	0,0042466	0,1940056	0,3146359	0,0684173	0,1967151	0,7476655	0,7641489	0,9453748	0,5351527	0,0969140	0,3420412	0,3922666	0,0068321	0,5855904	0,3467091	0,3959438	0,0572110	0,5548648	0,7217695	0,9774781	0,3344802	0,7487257	0,1885962	1,0181457	0,2003584	0,1423618	0,5469837	0,0983616	0,9242081	0,3880593	0,7022018	0,9321637	0,1809616	0,7608212	0,2582646	0,8370500	0,2166093	0,2293767	0,5698365	0,5669804	0,9650639	0,3731035	0,7795843	0,6660754	0,4185931
900	0,5922406	0,6779799	0,5288931	0,4555990	0,8288410	0,6581223	0,5521848	0,7525184	0,5148568	0,3357011	0,1535653	0,5407002	0,6107297	0,2475716	0,7035271	0,8926331	0,5843895	0,7864511	0,0005968	0,0015726	0,2246515	0,3199363	0,0838472	0,1740429	0,7034967	0,7559297	0,9395196	0,4983270	0,0834121	0,3423065	0,4151117	0,0039754	0,5773391	0,3250441	0,3868090	0,0538679	0,5980344	0,7397862	1,0046751	0,3589982	0,7333127	0,2272152	1,0378880	0,2047055	0,1614207	0,5641478	0,1243108	0,8790373	0,4180942	0,6704665	0,9800335	0,1693460	0,7156755	0,2874758	0,8660902	0,2324398	0,2302862	0,6019080	0,5682486	0,9053864	0,3853190	0,8453885	0,7297613	0,4719909
920	0,5840401	0,7055192	0,5280229	0,4806026	0,8606032	0,6742625	0,5268143	0,7409318	0,5186309	0,3965198	0,1711053	0,5284184	0,6053174	0,2296376	0,7106360	0,8694199	0,6194578	0,7819464	0,0023990	0,0047589	0,2332782	0,3033931	0,0741842	0,1759855	0,7393692	0,7733665	0,9292847	0,4815755	0,1103012	0,2997156	0,3812985	0,0013210	0,5822046	0,3518857	0,4013853	0,0490225	0,5629049	0,6834310	0,9575455	0,3326098	0,6832270	0,2012780	1,0145526	0,1818453	0,1810464	0,5633253	0,1143031	0,9095181	0,4171524	0,6572564	1,0596594	0,1576306	0,6849117	0,3209916	0,8865942	0,2256771	0,2335352	0,5893696	0,5656175	0,9853206	0,4069594	0,7415676	0,8191595	0,3661809
940	0,5752985	0,6556425	0,4809079	0,4897388	0,9042407	0,6319121	0,5177733	0,7335570	0,5227987	0,4539942	0,1527225	0,5565036	0,5520507	0,2453542	0,6693715	0,9278027	0,5910876	0,7301612	0,0059027	0,0008344	0,2141433	0,3152377	0,0774392	0,1678047	0,6506758	0,7473320	0,9037182	0,4752215	0,0851842	0,2591056	0,3620234	0,0016762	0,5889729	0,4149382	0,4137160	0,0487305	0,5878376	0,7468090	0,9216713	0,3058034	0,7081442	0,2178052	1,0300470	0,2005705	0,2045155	0,5677755	0,1224272	0,9357797	0,4089470	0,6501003	0,9768935	0,1815434	0,7473240	0,3390435	0,8649678	0,2042672	0,2312997	0,5758603	0,5651385	0,9951336	0,3921055	0,8146393	0,8174420	0,3691487
960	0,5982797	0,6360020	0,5270517	0,4718074	0,8791444	0,6496848	0,5587676	0,7593631	0,5434280	0,4109668	0,1876112	0,5549623	0,5786823	0,2426708	0,7086037	0,8454280	0,5843821	0,7542010	0,0133137	0,0027326	0,2136478	0,3572040	0,0756419	0,1777058	0,7113145	0,7817570	0,8498098	0,4522641	0,0805436	0,2694122	0,4025351	0,0038673	0,6177945	0,4710766	0,3978848	0,0409260	0,5589805	0,7583453	0,9436260	0,2722101	0,7432580	0,2419876	0,9771757	0,2006650	0,2386094	0,6151857	0,1395578	0,9804225	0,4155486	0,6256904	0,9781359	0,1687567	0,7604358	0,3342659	0,8745378	0,1725233	0,2461720	0,5453608	0,5905612	1,0245738	0,4178651	0,8359023	0,7644686	0,4235612
980	0,6089147	0,6546695	0,5580515	0,4217265	0,8017522	0,6447110	0,4626234	0,7568117	0,5773623	0,4625569	0,2279688	0,5044160	0,5804432	0,2891335	0,7036029	0,8346541	0,5859980	0,6947430	0,0146490	0,0000522	0,1939343	0,3185306	0,0697626	0,1557587	0,7734311	0,7932536	0,9057690	0,4295847	0,0620418	0,2845384	0,3602155	0,0022361	0,6311533	0,4792555	0,4184273	0,0481414	0,5670078	0,7608714	0,9452935	0,2832265	0,8296229	0,2238310	0,9706517	0,2818097	0,2705525	0,5919556	0,1309555	0,8654869	0,4042766	0,6826218	0,9072375	0,1705994	0,8395177	0,3867246	0,9301286	0,1711400	0,2552322	0,5260249	0,6100275	0,9956530	0,4347019	0,8518395	0,7402413	0,3901491
1000	0,6598416	0,6030494	0,6033778	0,4070883	0,8943460	0,6575816	0,4807652	0,7411143	0,5734815	0,4619545	0,1884703	0,5554700	0,5681253	0,3156984	0,7210753	0,8085593	0,6108496	0,7299019	0,0067392	0,0031867	0,1910136	0,3303096	0,0796378	0,1588575	0,7798439	0,7964380	0,9739987	0,4658665	0,0650391	0,2860600	0,3693117	0,0012881	0,6331291	0,4793190	0,3600070	0,0500854	0,5395890	0,7527181	1,0058506	0,3275268	0,8558205	0,2393249	0,8974898	0,2312195	0,2715689	0,5669556	0,1423839	0,9875003	0,3974211	0,6786597	0,8199007	0,1600852	0,7327992	0,3784518	0,9208200	0,1923133	0,2520684	0,5053036	0,6385718	1,0246870	0,4705257	0,8467099	0,7260918	0,3933361
1020	0,5886205	0,6253855	0,5420167	0,4510217	0,8534421	0,6489497	0,5083446	0,7505240	0,5454826	0,4532746	0,1860810	0,5711644	0,6128667	0,3017129	0,6787245	0,7170639	0,5988669	0,7854438	0,0074734	0,0002898	0,1814948	0,3116333	0,0816842	0,1657601	0,8060505	0,7734520	0,9316170	0,4580748	0,0677723	0,2652497	0,3541222	0,0011365	0,6051356	0,4463313	0,3525177	0,0574587	0,4992538	0,7369011	0,9304277	0,2881824	0,8452822	0,2146586	0,9705179	0,2222389	0,2498954	0,5424317	0,1767920	0,9696893	0,4043631	0,7061099	0,8239110	0,1618189	0,7578930	0,3858443	0,8894169	0,1817210	0,2368633	0,5527390	0,6340025	1,0055755	0,4620061	0,8232246	0,7673190	0,3403115
1040	0,6323937	0,6127927	0,5030433	0,4278786	0,8786680	0,5940286	0,4973075	0,7447013	0,4688473	0,4779053	0,1714831	0,5398251	0,6398713	0,2569597	0,7158804	0,7069858	0,5425272	0,7481634	0,0023775	0,0000000	0,2012132	0,3082585	0,0664584	0,1407450	0,8177248	0,7075571	0,9633067	0,4321390	0,0819376	0,2609469	0,3550870	0,0036050	0,6046101	0,3989247	0,3998428	0,0480100	0,5090232	0,6885391	0,9385356	0,3230921	0,8294994	0,1946372	0,9427217	0,2443938	0,2169149	0,5505226	0,1421794	0,9813484	0,4087876	0,6363935	0,8016124	0,1792360	0,7612765	0,3445043	0,8859498	0,2366536	0,2427480	0,5224858	0,6337476	0,9130820	0,4959447	0,8634133	0,7678730	0,3723376
