58 <- 58
58 <- 9
59 <- 59
59 <- 55
59 <- 24
56 <- 56
56 <- 62
56 <- 45
57 <- 57
57 <- 1
57 <- 19
54 <- 50
54 <- 58
54 <- 54
55 <- 55
55 <- 1
55 <- 30
52 <- 63
52 <- 1
52 <- 54
53 <- 6
53 <- 55
53 <- 53
50 <- 50
50 <- 55
50 <- 11
51 <- 51
51 <- 38
51 <- 41
17 <- 56
17 <- 17
17 <- 19
29 <- 29
29 <- 54
29 <- 9
64 <- 64
64 <- 54
64 <- 19
63 <- 63
63 <- 37
62 <- 5
62 <- 49
62 <- 62
61 <- 50
61 <- 61
61 <- 22
60 <- 60
60 <- 51
60 <- 34
23 <- 58
23 <- 23
23 <- 33
22 <- 4
22 <- 59
22 <- 22
21 <- 55
21 <- 24
21 <- 57
20 <- 26
20 <- 61
20 <- 20
27 <- 5
27 <- 55
27 <- 53
26 <- 5
26 <- 26
26 <- 25
25 <- 40
25 <- 58
25 <- 25
24 <- 32
24 <- 37
24 <- 24
49 <- 2
49 <- 35
49 <- 62
48 <- 2
48 <- 15
48 <- 51
45 <- 16
45 <- 6
45 <- 55
44 <- 44
44 <- 37
44 <- 41
47 <- 29
47 <- 63
47 <- 47
46 <- 16
46 <- 58
46 <- 41
41 <- 4
41 <- 61
41 <- 41
28 <- 58
28 <- 27
28 <- 19
43 <- 58
43 <- 59
43 <- 63
40 <- 40
40 <- 43
40 <- 1
16 <- 59
16 <- 62
16 <- 20
42 <- 42
42 <- 27
42 <- 32
18 <- 5
18 <- 59
18 <- 18
8 <- 50
8 <- 56
8 <- 45
9 <- 6
9 <- 31
9 <- 9
19 <- 16
19 <- 39
19 <- 19
1 <- 34
1 <- 1
1 <- 9
2 <- 2
2 <- 15
2 <- 51
3 <- 3
3 <- 32
3 <- 56
4 <- 4
4 <- 1
4 <- 44
5 <- 5
5 <- 61
5 <- 8
6 <- 6
6 <- 64
6 <- 23
7 <- 12
7 <- 40
7 <- 1
12 <- 12
12 <- 6
12 <- 3
13 <- 40
13 <- 13
13 <- 11
10 <- 31
10 <- 62
10 <- 52
11 <- 33
11 <- 30
11 <- 11
38 <- 64
38 <- 19
39 <- 6
39 <- 62
39 <- 39
14 <- 26
14 <- 44
14 <- 33
15 <- 4
15 <- 44
15 <- 30
34 <- 59
34 <- 34
35 <- 50
35 <- 35
35 <- 41
36 <- 26
36 <- 36
36 <- 24
37 <- 22
37 <- 37
30 <- 47
30 <- 17
30 <- 30
31 <- 50
31 <- 17
31 <- 31
32 <- 29
32 <- 35
32 <- 32
33 <- 51
33 <- 33
33 <- 11
