CG4404	CG8281	1
CG4404	CG17802	1
CG4404	bigmax	1
CG4404	Nf-YB	1
CG4404	CG11456	1
CG4404	lilli	1
CG4404	Faf	1
CG4404	GlcAT-I	1
Nf-YB	her	1
Nf-YB	GlcAT-I	1
CG11456	GlcAT-I	1
lilli	Aef1	1
lilli	sqz	1
MTF-1	CG8281	1
MTF-1	lilli	1
Sox14	CG4404	1
Sox14	MTF-1	1
Sox14	GlcAT-I	1
Gug	lilli	1
Gug	Aef1	1
Gug	sqz	1
Gug	cic	1
Gug	psq	1
Gug	MESR4	1
Gug	Set2	1
Gug	Dek	1
Gug	CG4282	1
Gug	Faf	1
Gug	RhoGAP71E	1
Gug	nsl1	1
Gug	CG8108	1
Gug	gwl	1
Gug	CG43736	1
Gug	CG7546	1
Gug	tyf	1
Gug	pod1	1
Gug	CG14215	1
Gug	kuz	1
Gug	sdk	1
Gug	DLP	1
Gug	CG34401	1
Gug	E(Pc)	1
sqz	lilli	1
sqz	kuz	1
hb	lilli	1
hb	Aef1	1
hb	Gug	1
hb	cic	1
hb	psq	1
hb	MESR4	1
hb	nsl1	1
hb	CG8108	1
hb	CG43736	1
hb	pod1	1
hb	kuz	1
hb	sdk	1
hb	DLP	1
hb	CG34401	1
hb	E(Pc)	1
hb	Nup153	1
Set2	Gug	1
Set2	cic	1
Set2	psq	1
Set2	MESR4	1
Set2	Dek	1
Set2	Faf	1
Set2	RhoGAP71E	1
Set2	nsl1	1
Set2	CG8108	1
Set2	gwl	1
Set2	CG43736	1
Set2	CG7546	1
Set2	tyf	1
Set2	pod1	1
Set2	CG14215	1
Set2	sdk	1
Set2	DLP	1
Set2	CG34401	1
Set2	E(Pc)	1
Set2	Nup153	1
Dek	psq	1
Dek	MESR4	1
Dek	Set2	1
Dek	Faf	1
Dek	RhoGAP71E	1
Dek	gwl	1
Dek	CG43736	1
Dek	CG7546	1
Dek	tyf	1
Dek	CG14215	1
Dek	kuz	1
Dek	sdk	1
CG4282	Aef1	1
CG4282	Gug	1
CG4282	MESR4	1
CG4282	Set2	1
CG4282	Dek	1
CG4282	Faf	1
CG4282	RhoGAP71E	1
CG4282	nsl1	1
CG4282	CG8108	1
CG4282	gwl	1
CG4282	CG7546	1
CG4282	tyf	1
CG4282	pod1	1
CG4282	CG14215	1
CG4282	DLP	1
CG4282	Nup153	1
CG4404	her	0
CG4404	MTF-1	0
CG4404	Sox14	0
CG4404	Aef1	0
CG4404	Gug	0
CG4404	sqz	0
CG4404	hb	0
CG4404	cic	0
CG4404	psq	0
CG4404	MESR4	0
CG4404	Set2	0
CG4404	Dek	0
CG4404	CG4282	0
CG4404	RhoGAP71E	0
CG4404	nsl1	0
