Accuracy	Precision	Recall	F1	MCC	BM
0.4264705882352941	0.12643678160919541	0.8461538461538461	0.22	0.13980122157289104	0.2282676672920576
0.38235294117647056	0.10112359550561797	0.6923076923076923	0.17647058823529413	0.02590637445131927	0.041901188242651655
0.47058823529411764	0.13580246913580246	0.8461538461538461	0.23404255319148934	0.16597995410446803	0.2770481550969355
0.4338235294117647	0.12790697674418605	0.8461538461538461	0.22222222222222224	0.14415620481939517	0.23639774859287055
0.39705882352941174	0.11235955056179775	0.7692307692307693	0.19607843137254902	0.07849244796444495	0.1269543464665417
0.45588235294117646	0.1411764705882353	0.9230769230769231	0.2448979591836735	0.2001667014250654	0.3295809881175735
0.5	0.1518987341772152	0.9230769230769231	0.26086956521739135	0.22546553755247126	0.3783614759224516
0.41911764705882354	0.11627906976744186	0.7692307692307693	0.20202020202020202	0.09229048033411014	0.15134459036898074
0.4264705882352941	0.12643678160919541	0.8461538461538461	0.22	0.13980122157289104	0.2282676672920576
0.49264705882352944	0.15	0.9230769230769231	0.2580645161290323	0.22118642428794752	0.37023139462163845
