	A_S_0_5	A_S_1	A_S_2	A_S_3	A_S_4	A_S_5	A_S_6	A_S_8	A_S_12	A_S_24	B_S_0_5	B_S_1	B_S_2	B_S_3	B_S_4	B_S_5	B_S_6	B_S_8	B_S_12	B_S_24	C_S_0_5	C_S_1	C_S_2	C_S_3	C_S_4	C_S_5	C_S_6	C_S_8	C_S_12	C_S_24
FBgn0000546	23.57750156164093	25.587202205713304	23.808035299223057	22.888797901126637	20.738848466037357	20.64503160114733	21.16964802398121	22.372781060309283	25.676528750144872	24.22063223887079	22.656689059432825	21.30853282596995	24.554685027980256	25.20383855749291	25.334558117309737	21.008536931955373	22.431554965980062	21.84042572251525	25.593709542930352	25.54925824414749	22.60117852232189	23.726313443307024	24.19191195535143	25.337269690105806	26.197365354734224	21.65859538651052	23.011567086591796	24.590777524321396	27.87809312500554	22.42229433869216
FBgn0000567	9.943401597739417	11.531811044266998	9.917656996837083	10.079230322137526	8.248140752188544	8.82140192672467	7.513669914079985	9.94871492577348	9.761903868083456	10.940617129448928	10.886958856816223	10.118652828204306	8.919080412900014	8.151051995538445	9.583545785886562	8.768755010115823	8.448107553911013	9.157944306056606	10.038443349262096	10.838139610994933	10.466351069829878	10.9575289853671	10.561497380199786	9.27882265483048	8.143814842852775	8.641255773975018	8.674997874891746	10.186780819589174	10.01661486526866	12.02464866475779
FBgn0000575	120.23399838566196	140.97190768166038	132.00198260687645	124.71678873852775	118.19025095817337	119.86186023143036	100.90757179248486	132.14417814329715	125.92685578273992	147.19755323580787	132.89587108271195	126.28116419293418	117.7251520542306	125.93457691427004	132.05608183226613	112.53145636717689	114.92662430852546	119.12110355566166	136.37445522808918	145.95187393552771	126.8320025432042	146.44005628536706	124.7893134182266	133.3816891458416	119.11740209879288	110.7801284135725	124.31639503914867	138.68573104146253	146.075680564724	129.55133867216443
FBgn0000611	70.152497875626	75.03294374660928	70.27378516007887	75.73202778497566	77.69228017650113	75.66922130318747	76.32387175379235	74.72388823597197	83.96090512183889	83.84219752552508	74.52762089861358	66.51063793458151	77.64171765095149	79.77791705017793	87.04127089059517	73.498255590657	78.10729451901442	74.90775132188858	89.57394962786877	83.25345949525645	75.65821610847773	78.89483778347663	70.75309509572915	89.16548126417692	96.1786725394922	79.00044734301659	75.66280049068288	90.92993524694818	95.42490131279835	74.17878028829422
FBgn0000629	18.495482709903023	19.01107287240269	18.17541739773771	19.15676121980627	20.51029981883556	20.70557043481693	20.49178202340212	18.063455802551733	20.94997661132678	21.961226592213567	19.92541216717301	17.759293151392765	20.063365418220865	18.27600080504775	19.66367953876796	18.675043195220518	20.455299564142152	19.124989991629278	20.09375357243574	19.049634172302163	18.613427105481644	21.20112952965327	18.8194862758202	21.97245917620249	20.319655552076664	18.62043499241962	19.49936320300274	16.959671247403023	19.96500020670524	19.075987194986865
FBgn0000659	8.519505244283021	10.458086018298047	6.983619217760295	9.273863365572677	9.04238087523067	8.529656805814504	7.442430740533896	9.745593341871976	9.60987395858644	10.335894340183325	7.528508572411085	7.736096218388526	8.47549398947846	8.129870343102812	10.376821264376664	7.900278561181075	8.917082993498216	8.946549686629806	10.348686780841614	9.079356735041507	8.450139227084001	9.389714487282584	7.730914912454107	10.465523399090204	9.481661821880502	9.078307977578026	9.530461584615535	8.752128559584314	10.009515719834557	8.929021808013974
FBgn0000964	16.97638860531256	15.9384651960015	15.006829692809326	6.668083583199357	7.803593744733753	7.932502807378193	5.470977111704961	6.986503278374553	9.252089180629964	10.125587066620128	19.35121641238292	16.396327386298783	12.00187648491616	5.837852455847439	7.118398411103152	9.647779463798845	7.290582494642513	6.725273760117533	7.465496078144132	8.132716765072757	12.418841541333034	24.394282005652347	11.206233473329023	6.893778634131534	5.7303711233834775	6.66594627481507	7.820756355616456	9.69933844078749	8.4683507642472	12.147172860943634
FBgn0001078	22.33152681783634	23.34761414434936	19.255296341124023	21.91885337997147	20.24985722698588	20.78492229570489	17.605229561525046	21.77308877067859	22.54663419779122	25.598673558727324	20.869139611771622	19.55535719132865	21.438690944014034	21.743536823879516	22.526162021992945	18.114410766737933	19.97370093353054	21.488547464092505	24.215143925704247	24.386742413139444	22.480337219002028	22.792214479643885	20.98534767384236	25.171035484428685	23.44523342398424	18.83311520871935	21.44096905716501	25.30343662769502	24.35603875253179	21.73347454517345
FBgn0001133	18.30151138880092	20.321250181489297	16.887271260677693	21.37072895750479	19.696023232119583	19.231797681189345	20.05221940295389	18.12093080562033	21.14957261144669	18.311710271491425	18.33117722620545	17.256273944573117	19.120857534096764	18.84919254696239	20.191284467052498	17.37148941152233	20.888183066688654	18.548870203945448	18.82418612437764	17.532703737853165	16.20221722170575	19.6354369312988	16.613450658906718	21.073045148230037	16.219286267037457	17.64508598518887	19.989741096363147	17.223868711520524	18.14933568997185	16.63575899806311
FBgn0001168	70.58625199020798	46.28720454568026	41.368591496608126	29.763143537541087	25.554028750561287	45.38291711464685	32.86735833664184	48.50645220186978	43.148849296381	36.263962769332615	89.99770300901356	37.49092732176702	35.93408751679372	24.718825841677763	30.3688013817935	41.48077007091953	40.23320892131004	42.55577104705	42.434304673943984	38.26953537274536	55.33301313968038	54.37038242798032	35.9163664168076	27.0126524645228	30.31564507892681	28.337784089967744	54.17085587400951	39.85275116504539	56.69611955667943	45.0718571687063
FBgn0001180	3.4803553567354504	3.990958395339888	2.973765627147512	3.236024389077211	4.550740618316686	3.570563292068273	3.4248031046535283	3.412476878937756	3.685147488709173	3.8707604986969497	2.9114617341937605	3.567478650292329	3.9688691677250474	3.833681995670118	4.210469514232263	3.07732088791677	3.61097135455208	3.184778622569618	4.047921506800879	3.2139343378342398	3.707937560902316	3.526871935712677	3.643501157578041	4.964412199573025	4.380017955199454	4.6369287928893375	3.556236785757655	3.025458919971379	2.7009806062694413	2.835790191873837
FBgn0001185	16.48100994613099	17.47471236075389	17.144748178098165	18.824605358812647	18.12502091899261	16.86755396779916	17.690848993307895	16.513164736064603	18.58960315414094	19.469600842891296	20.04734425220586	16.339222382257276	18.91145170805557	16.825686708198102	17.484330178927127	15.509421204726296	17.806400347815813	16.340874596908673	18.26069660531085	19.517898750608012	17.652958198587772	18.56488755159602	18.13339301908501	20.68010451988109	20.51939567460087	16.898441402658495	18.3891451365613	18.52412559689721	19.40276512111097	16.313409227843746
FBgn0001222	34.48740340767424	32.142553813200166	31.877742730763437	31.929093413363866	33.677570671881696	32.69383296234236	34.953174292397044	32.659148109839755	35.86462854840842	35.601414187493795	32.71744903774935	30.694081826772457	35.5215382241443	34.03705724444795	33.4326327457547	31.00562534264965	35.18615442661647	31.513035918822048	36.27395535857648	34.9532356294611	34.11392553450094	35.28605493883835	34.72081856556946	39.7647786443001	38.73418038449585	34.79670897697121	35.21326752609096	35.72070397779417	38.90097335963155	31.382406250191305
FBgn0001291	44.0658295641726	43.55851407970874	38.04189792499891	38.60812693344868	44.14257583075374	42.43203841930562	45.67141729581626	40.25002365813736	40.28364273437303	44.540885011488015	44.051474219675846	38.0016216038164	43.10413244421942	44.58423680071287	42.03654796037771	40.14782310858728	34.97329327315907	35.0029062776034	36.16765769346	43.98219637592192	41.83290855481005	41.91879888093844	37.72582897940645	42.61080466911628	42.94404900043811	39.73293317789642	38.41092344250944	35.70946121817827	36.994236487514335	37.14864312626424
FBgn0001297	79.5829593726763	94.89793830250088	87.18839742358726	96.88806748016565	95.96854083383889	87.43254164871944	61.52335440986528	98.1619942113643	84.46316104904082	105.61440764716149	92.89114199533886	83.17521882837167	82.92019641452978	83.98060914885497	104.71388036350244	78.10496413729001	77.2906995163019	83.34555217405263	87.27955986027592	96.97908442493237	89.17703017110217	100.7583751252171	84.6383422868468	93.79993995345076	81.85855137547935	82.42043375714387	84.67632274671658	79.54104519614339	84.42854271530109	88.16906971478559
FBgn0001978	17.511773144259834	19.3028454416378	21.955672793832356	23.89260641513909	22.0141141715844	18.03174844238104	18.42471170375898	20.08938700794756	20.86645820487997	20.10682551675353	17.125135932742257	16.334840753194523	20.330085118063284	22.05406862081805	21.11509146730217	15.667697188352	17.88922940839566	16.45889519398793	21.17070345318382	19.321682126367985	16.691015719295876	18.003461058362472	19.186882949331203	21.48112066832221	19.408740786772427	17.164578587330396	18.600210359158723	18.114182669028164	19.664965833760878	18.624730141673176
FBgn0001990	8.265810631767645	8.779409416978602	10.015407062230354	8.376512049374801	8.580808277965613	7.763367890134797	9.52023658681381	9.02320047769534	10.010794376619168	11.525558156367708	7.368749552599921	8.804707810495712	9.092475637164942	9.065516720545729	9.28415921666067	8.516003909854627	8.000609077772893	9.211865890397688	10.484103384259235	8.701330472995759	7.095925159195582	10.459413530465202	8.33626628019543	9.37962343253675	11.593632166862648	9.563110441236052	9.43405185424819	10.549657273219282	9.990731655258696	8.936533365988952
FBgn0001994	51.85764812837213	60.621263269113896	57.24462994596318	50.05542747309798	45.31053112196596	45.69485748427681	49.30663937070299	54.465692187117	51.72794197794054	54.41885549838924	47.74452786773196	47.49882313476794	56.450931140211175	47.6184608728643	47.34933164223107	45.00223565343316	46.63760168816779	47.09143412345532	54.7575140617471	50.95849666967051	51.50522061693499	55.26428372722373	57.17312745019191	56.674173424637566	47.47042097345575	45.25628132088704	52.71368703031177	51.8449005416435	53.86320634676102	47.18476842322934
FBgn0002521	30.352942600072804	29.861647033027705	29.28170982824441	31.035113551759192	31.67398492666417	32.54581747463735	30.274760330385597	28.173341570115294	37.96576586427529	39.71235381263171	31.056814772832748	28.1113984763944	36.17323331377248	35.523850625207494	36.417317023553856	31.91962324871791	30.4082510015016	31.473092311916368	40.85596007926852	40.66956907022979	34.79826450823913	35.700635350195604	31.64283071229344	39.04265556639225	45.272498853317074	36.06400541930472	31.94381572061504	46.70760546279456	46.11939264899334	33.96683669533844
FBgn0002609	3.5513769779901248	3.069823152442828	3.2079231079333788	2.4253455921974063	2.4358485244398	2.884854930228993	3.024114371374357	3.36283872108771	3.4736305267203957	2.1792178476309383	4.7817474423041375	3.296721126773961	3.124229123623734	2.427404554684824	2.7326277218470847	2.23416195082458	3.1247316220960597	2.3336490398799605	3.2112625335234983	1.8700890719322127	3.627159081776225	5.029280779951637	2.030997017941864	2.6533643582451547	2.7859094721437296	2.3591300972176943	2.646535966687853	3.170497192186807	3.505915174502368	1.8402652998498716
FBgn0002723	15.853451205956931	16.760966533116246	14.812985022950492	17.338067325651117	17.296737860179334	16.206802248688046	14.125472729893204	16.852649405066987	16.774597327365743	17.825556271894378	15.380087458157533	14.38044932737998	16.630797860129967	16.386635691027408	17.705692635840972	14.112033419881929	14.78494447384054	14.34949055425798	17.207704214050175	18.17780333933444	16.428358893914275	15.07683760256689	15.189156755266357	18.585590142380063	18.521541293323327	17.010884235645314	15.728307418517844	17.113200335793472	17.944144931533774	16.863339255986546
