TF	Gene	rank
FBgn0003963	FBgn0029867	2551
FBgn0002609	FBgn0023215	2552
FBgn0024244	FBgn0051388	2553
FBgn0261963	FBgn0033491	2554
FBgn0262636	FBgn0037931	2555
FBgn0001180	FBgn0041111	2556
FBgn0052772	FBgn0000964	2557
FBgn0033998	FBgn0010328	2558
FBgn0260789	FBgn0015664	2559
FBgn0029824	FBgn0016076	2560
FBgn0278608	FBgn0265276	2561
FBgn0261963	FBgn0037877	2562
FBgn0042696	FBgn0001990	2563
FBgn0011763	FBgn0030093	2564
FBgn0032730	FBgn0029957	2565
FBgn0010328	FBgn0002781	2566
FBgn0036152	FBgn0037922	2567
FBgn0263490	FBgn0003598	2568
FBgn0260243	FBgn0036395	2569
FBgn0285879	FBgn0003512	2570
FBgn0030486	FBgn0026575	2571
FBgn0002914	FBgn0030240	2572
FBgn0002914	FBgn0040465	2573
FBgn0030432	FBgn0041111	2574
FBgn0260741	FBgn0013753	2575
FBgn0005659	FBgn0003512	2576
FBgn0011274	FBgn0000520	2577
FBgn0015371	FBgn0039860	2578
FBgn0004656	FBgn0037555	2579
FBgn0033581	FBgn0000412	2580
FBgn0000289	FBgn0003612	2581
FBgn0260632	FBgn0052296	2582
FBgn0000575	FBgn0034726	2583
FBgn0000504	FBgn0033491	2584
FBgn0002914	FBgn0025185	2585
FBgn0002914	FBgn0037317	2586
FBgn0284249	FBgn0019650	2587
FBgn0002914	FBgn0031144	2588
FBgn0005427	FBgn0016917	2589
FBgn0052264	FBgn0039509	2590
FBgn0030432	FBgn0039860	2591
FBgn0000412	FBgn0032979	2592
FBgn0038244	FBgn0010228	2593
FBgn0003118	FBgn0250732	2594
FBgn0261239	FBgn0085405	2595
FBgn0003460	FBgn0036396	2596
FBgn0013799	FBgn0032295	2597
FBgn0261963	FBgn0001297	2598
FBgn0085450	FBgn0035407	2599
FBgn0052264	FBgn0037794	2600
FBgn0020309	FBgn0264075	2601
FBgn0031597	FBgn0030003	2602
FBgn0015371	FBgn0038301	2603
FBgn0261885	FBgn0004656	2604
FBgn0036152	FBgn0001291	2605
FBgn0002609	FBgn0261963	2606
FBgn0011655	FBgn0050020	2607
FBgn0026575	FBgn0021872	2608
FBgn0030680	FBgn0030710	2609
FBgn0036249	FBgn0040465	2610
FBgn0035997	FBgn0036661	2611
FBgn0039355	FBgn0039044	2612
FBgn0039712	FBgn0025874	2613
FBgn0002781	FBgn0283521	2614
FBgn0038244	FBgn0013799	2615
FBgn0011655	FBgn0265574	2616
FBgn0261963	FBgn0039712	2617
FBgn0260789	FBgn0002914	2618
FBgn0038551	FBgn0022699	2619
FBgn0035997	FBgn0267792	2620
FBgn0260243	FBgn0031610	2621
FBgn0027339	FBgn0022699	2622
FBgn0037717	FBgn0016076	2623
FBgn0000659	FBgn0000459	2624
FBgn0000504	FBgn0039740	2625
FBgn0003396	FBgn0035702	2626
FBgn0005642	FBgn0000629	2627
FBgn0029504	FBgn0050020	2628
FBgn0037918	FBgn0003459	2629
FBgn0038549	FBgn0034946	2630
FBgn0036294	FBgn0039355	2631
FBgn0037317	FBgn0039602	2632
FBgn0028647	FBgn0029957	2633
FBgn0026160	FBgn0042696	2634
FBgn0024244	FBgn0011655	2635
FBgn0005659	FBgn0005427	2636
FBgn0033782	FBgn0033616	2637
FBgn0033998	FBgn0033581	2638
FBgn0003460	FBgn0015664	2639
FBgn0004656	FBgn0030093	2640
FBgn0259789	FBgn0037918	2641
FBgn0035769	FBgn0030314	2642
FBgn0026533	FBgn0011763	2643
FBgn0086680	FBgn0013469	2644
FBgn0002914	FBgn0030206	2645
FBgn0038805	FBgn0037920	2646
FBgn0043001	FBgn0000611	2647
FBgn0041111	FBgn0000370	2648
FBgn0003651	FBgn0034534	2649
FBgn0004606	FBgn0027951	2650
FBgn0033010	FBgn0031597	2651
FBgn0015396	FBgn0011763	2652
FBgn0003460	FBgn0037620	2653
FBgn0026533	FBgn0036522	2654
FBgn0033934	FBgn0264075	2655
FBgn0033569	FBgn0000629	2656
FBgn0015602	FBgn0041111	2657
FBgn0013799	FBgn0036004	2658
FBgn0032814	FBgn0050443	2659
FBgn0015371	FBgn0038551	2660
FBgn0053213	FBgn0030010	2661
FBgn0038805	FBgn0260789	2662
FBgn0013263	FBgn0000459	2663
FBgn0020912	FBgn0030787	2664
FBgn0037918	FBgn0010328	2665
FBgn0038016	FBgn0033998	2666
FBgn0278608	FBgn0033459	2667
FBgn0013263	FBgn0030710	2668
FBgn0013799	FBgn0037379	2669
FBgn0037446	FBgn0030680	2670
FBgn0013263	FBgn0031434	2671
FBgn0030486	FBgn0263108	2672
FBgn0002914	FBgn0039860	2673
FBgn0010278	FBgn0260243	2674
FBgn0004606	FBgn0001994	2675
FBgn0010328	FBgn0035993	2676
FBgn0010768	FBgn0014018	2677
FBgn0038805	FBgn0284249	2678
FBgn0028895	FBgn0033762	2679
FBgn0263112	FBgn0035407	2680
FBgn0028895	FBgn0036124	2681
FBgn0043364	FBgn0003507	2682
FBgn0000964	FBgn0085405	2683
FBgn0028647	FBgn0039602	2684
FBgn0000289	FBgn0036522	2685
FBgn0002521	FBgn0278608	2686
FBgn0261963	FBgn0051365	2687
FBgn0043001	FBgn0036661	2688
FBgn0032223	FBgn0004396	2689
FBgn0261885	FBgn0000541	2690
FBgn0027339	FBgn0031391	2691
FBgn0034114	FBgn0001978	2692
FBgn0260243	FBgn0001990	2693
FBgn0031759	FBgn0027951	2694
FBgn0013799	FBgn0263108	2695
FBgn0025874	FBgn0010355	2696
FBgn0028996	FBgn0026160	2697
FBgn0259789	FBgn0011648	2698
FBgn0014343	FBgn0030010	2699
FBgn0011274	FBgn0037794	2700
FBgn0001168	FBgn0029504	2701
FBgn0042696	FBgn0031610	2702
FBgn0037876	FBgn0011763	2703
FBgn0024244	FBgn0035518	2704
FBgn0002914	FBgn0038316	2705
FBgn0038767	FBgn0031610	2706
FBgn0019650	FBgn0043457	2707
FBgn0261963	FBgn0033010	2708
FBgn0034946	FBgn0039860	2709
FBgn0035769	FBgn0003567	2710
FBgn0033998	FBgn0261885	2711
FBgn0003118	FBgn0262160	2712
FBgn0033010	FBgn0005612	2713
FBgn0002914	FBgn0027503	2714
FBgn0028550	FBgn0264075	2715
FBgn0005642	FBgn0000541	2716
FBgn0003053	FBgn0003460	2717
FBgn0278608	FBgn0030206	2718
FBgn0085424	FBgn0262975	2719
FBgn0259234	FBgn0010825	2720
FBgn0001978	FBgn0003612	2721
FBgn0030486	FBgn0026573	2722
FBgn0010825	FBgn0010768	2723
FBgn0036396	FBgn0015664	2724
FBgn0038767	FBgn0038805	2725
FBgn0004656	FBgn0033155	2726
FBgn0039712	FBgn0029672	2727
FBgn0038805	FBgn0000412	2728
FBgn0013799	FBgn0000289	2729
FBgn0036294	FBgn0004050	2730
FBgn0015602	FBgn0284249	2731
FBgn0038805	FBgn0030003	2732
FBgn0039227	FBgn0031759	2733
FBgn0002521	FBgn0260243	2734
FBgn0002723	FBgn0038741	2735
FBgn0011648	FBgn0052767	2736
FBgn0039209	FBgn0001185	2737
FBgn0052772	FBgn0022935	2738
FBgn0002781	FBgn0039227	2739
FBgn0036396	FBgn0013753	2740
FBgn0030710	FBgn0037634	2741
FBgn0259785	FBgn0029867	2742
FBgn0015025	FBgn0040366	2743
FBgn0020912	FBgn0011655	2744
FBgn0003963	FBgn0032814	2745
FBgn0015602	FBgn0004510	2746
FBgn0259176	FBgn0037923	2747
FBgn0034643	FBgn0029957	2748
FBgn0013799	FBgn0036522	2749
FBgn0003053	FBgn0037031	2750
FBgn0039740	FBgn0001990	2751
FBgn0039209	FBgn0085432	2752
FBgn0285879	FBgn0022699	2753
FBgn0037918	FBgn0035690	2754
FBgn0038016	FBgn0038787	2755
FBgn0005642	FBgn0000412	2756
FBgn0013263	FBgn0002733	2757
FBgn0039860	FBgn0034217	2758
FBgn0000289	FBgn0036004	2759
FBgn0004656	FBgn0029905	2760
FBgn0278608	FBgn0029895	2761
FBgn0004914	FBgn0033762	2762
FBgn0020912	FBgn0037621	2763
FBgn0000289	FBgn0266916	2764
FBgn0267792	FBgn0036661	2765
FBgn0010278	FBgn0038741	2766
FBgn0052772	FBgn0035702	2767
FBgn0032814	FBgn0034062	2768
FBgn0086655	FBgn0032730	2769
FBgn0038787	FBgn0260789	2770
FBgn0038301	FBgn0031144	2771
FBgn0037918	FBgn0038787	2772
FBgn0015025	FBgn0028926	2773
FBgn0015371	FBgn0038128	2774
FBgn0005659	FBgn0262937	2775
FBgn0003651	FBgn0003567	2776
FBgn0014931	FBgn0026582	2777
FBgn0285879	FBgn0033010	2778
FBgn0037918	FBgn0005642	2779
FBgn0263112	FBgn0030206	2780
FBgn0032814	FBgn0029822	2781
FBgn0011655	FBgn0035993	2782
FBgn0027503	FBgn0000289	2783
FBgn0036294	FBgn0038551	2784
FBgn0029867	FBgn0035213	2785
FBgn0020912	FBgn0031610	2786
FBgn0005659	FBgn0038768	2787
FBgn0033998	FBgn0016917	2788
FBgn0030486	FBgn0032295	2789
FBgn0004198	FBgn0050443	2790
FBgn0026427	FBgn0002914	2791
FBgn0025525	FBgn0011655	2792
FBgn0003963	FBgn0038472	2793
FBgn0039712	FBgn0260741	2794
FBgn0040929	FBgn0011763	2795
FBgn0000289	FBgn0028387	2796
FBgn0039355	FBgn0037555	2797
FBgn0005659	FBgn0011274	2798
FBgn0028550	FBgn0030963	2799
FBgn0020912	FBgn0250732	2800
FBgn0270924	FBgn0030710	2801
FBgn0024244	FBgn0001168	2802
FBgn0020309	FBgn0034062	2803
FBgn0042205	FBgn0043001	2804
FBgn0015903	FBgn0031759	2805
FBgn0029504	FBgn0035702	2806
FBgn0032587	FBgn0038767	2807
FBgn0002914	FBgn0036134	2808
FBgn0003396	FBgn0000097	2809
FBgn0005659	FBgn0033616	2810
FBgn0004198	FBgn0038741	2811
FBgn0030093	FBgn0003512	2812
FBgn0033491	FBgn0015602	2813
FBgn0000964	FBgn0036396	2814
FBgn0267033	FBgn0265784	2815
FBgn0259176	FBgn0051388	2816
FBgn0035690	FBgn0260243	2817
FBgn0003460	FBgn0260741	2818
FBgn0005642	FBgn0038551	2819
FBgn0019650	FBgn0029957	2820
FBgn0024371	FBgn0260243	2821
FBgn0000659	FBgn0085424	2822
FBgn0002914	FBgn0028895	2823
FBgn0030093	FBgn0037876	2824
FBgn0030963	FBgn0039733	2825
FBgn0267792	FBgn0033010	2826
FBgn0020912	FBgn0003567	2827
FBgn0003460	FBgn0039860	2828
FBgn0267821	FBgn0000629	2829
FBgn0039712	FBgn0031434	2830
FBgn0267033	FBgn0262937	2831
FBgn0002781	FBgn0026573	2832
FBgn0086680	FBgn0003460	2833
FBgn0000504	FBgn0011274	2834
FBgn0003053	FBgn0003964	2835
FBgn0039355	FBgn0005386	2836
FBgn0278608	FBgn0000307	2837
FBgn0003053	FBgn0021872	2838
FBgn0033934	FBgn0037051	2839
FBgn0025874	FBgn0265574	2840
FBgn0020309	FBgn0036661	2841
FBgn0039169	FBgn0034946	2842
FBgn0020912	FBgn0034062	2843
FBgn0036152	FBgn0039209	2844
FBgn0003507	FBgn0000307	2845
FBgn0037918	FBgn0265574	2846
FBgn0003118	FBgn0040465	2847
FBgn0033934	FBgn0030659	2848
FBgn0032814	FBgn0030314	2849
FBgn0002914	FBgn0030012	2850
FBgn0033459	FBgn0278608	2851
FBgn0005659	FBgn0263240	2852
FBgn0027339	FBgn0266411	2853
FBgn0002521	FBgn0265574	2854
FBgn0011236	FBgn0002781	2855
FBgn0036152	FBgn0004396	2856
FBgn0028895	FBgn0030093	2857
FBgn0038301	FBgn0005642	2858
FBgn0260789	FBgn0035769	2859
FBgn0025525	FBgn0040929	2860
FBgn0011656	FBgn0085432	2861
FBgn0034114	FBgn0000289	2862
FBgn0030787	FBgn0034878	2863
FBgn0030680	FBgn0283521	2864
FBgn0004510	FBgn0025185	2865
FBgn0005642	FBgn0037051	2866
FBgn0000541	FBgn0004656	2867
FBgn0037918	FBgn0037445	2868
FBgn0003118	FBgn0031610	2869
FBgn0005642	FBgn0260789	2870
FBgn0003866	FBgn0032858	2871
FBgn0011648	FBgn0003396	2872
FBgn0000307	FBgn0004656	2873
FBgn0002733	FBgn0004893	2874
FBgn0039169	FBgn0002914	2875
FBgn0037918	FBgn0026427	2876
FBgn0038805	FBgn0036396	2877
FBgn0033010	FBgn0038472	2878
FBgn0039355	FBgn0260243	2879
FBgn0264075	FBgn0001994	2880
FBgn0264075	FBgn0010328	2881
FBgn0000307	FBgn0265523	2882
FBgn0033998	FBgn0029905	2883
FBgn0020912	FBgn0035414	2884
FBgn0020912	FBgn0035238	2885
FBgn0005612	FBgn0030432	2886
FBgn0037918	FBgn0001994	2887
FBgn0000964	FBgn0052296	2888
FBgn0260243	FBgn0004656	2889
FBgn0019650	FBgn0262975	2890
FBgn0051365	FBgn0030093	2891
FBgn0278608	FBgn0039350	2892
FBgn0030486	FBgn0262582	2893
FBgn0004198	FBgn0261239	2894
FBgn0032814	FBgn0030240	2895
FBgn0025635	FBgn0036004	2896
FBgn0000307	FBgn0051224	2897
FBgn0036004	FBgn0032321	2898
FBgn0036152	FBgn0030240	2899
FBgn0278608	FBgn0000097	2900
FBgn0034114	FBgn0030240	2901
FBgn0003866	FBgn0000459	2902
FBgn0003651	FBgn0030314	2903
FBgn0011648	FBgn0002781	2904
FBgn0002733	FBgn0004050	2905
FBgn0267033	FBgn0025874	2906
FBgn0266916	FBgn0037379	2907
FBgn0038767	FBgn0031597	2908
FBgn0003612	FBgn0037555	2909
FBgn0037918	FBgn0035036	2910
FBgn0004050	FBgn0021872	2911
FBgn0039602	FBgn0036004	2912
FBgn0004198	FBgn0270924	2913
FBgn0015239	FBgn0038767	2914
FBgn0263112	FBgn0017578	2915
FBgn0013263	FBgn0032816	2916
FBgn0003460	FBgn0035824	2917
FBgn0015903	FBgn0034945	2918
FBgn0052264	FBgn0027514	2919
FBgn0003866	FBgn0262937	2920
FBgn0013753	FBgn0025635	2921
FBgn0013469	FBgn0030432	2922
FBgn0284249	FBgn0003866	2923
FBgn0026575	FBgn0000289	2924
FBgn0037918	FBgn0016917	2925
FBgn0037876	FBgn0036124	2926
FBgn0039740	FBgn0002781	2927
FBgn0002914	FBgn0038418	2928
FBgn0019650	FBgn0265276	2929
FBgn0002914	FBgn0037445	2930
FBgn0038244	FBgn0001185	2931
FBgn0264075	FBgn0033998	2932
FBgn0003612	FBgn0043001	2933
FBgn0261885	FBgn0031759	2934
FBgn0030710	FBgn0003598	2935
FBgn0033998	FBgn0033185	2936
FBgn0034114	FBgn0037555	2937
FBgn0051388	FBgn0051441	2938
FBgn0028895	FBgn0259785	2939
FBgn0259176	FBgn0035824	2940
FBgn0031597	FBgn0031610	2941
FBgn0002914	FBgn0037446	2942
FBgn0000520	FBgn0025635	2943
FBgn0020309	FBgn0034961	2944
FBgn0037446	FBgn0053213	2945
FBgn0003612	FBgn0026582	2946
FBgn0013799	FBgn0010300	2947
FBgn0278608	FBgn0052772	2948
FBgn0011763	FBgn0035721	2949
FBgn0022935	FBgn0015239	2950
FBgn0003118	FBgn0031597	2951
FBgn0002914	FBgn0031391	2952
FBgn0039355	FBgn0005642	2953
FBgn0085424	FBgn0014343	2954
FBgn0029504	FBgn0038551	2955
FBgn0027339	FBgn0031759	2956
FBgn0260741	FBgn0053213	2957
FBgn0030505	FBgn0041111	2958
FBgn0260741	FBgn0033998	2959
FBgn0040305	FBgn0085405	2960
FBgn0259176	FBgn0036661	2961
FBgn0052264	FBgn0003053	2962
FBgn0015602	FBgn0033581	2963
FBgn0038316	FBgn0037876	2964
FBgn0003345	FBgn0001168	2965
FBgn0030093	FBgn0026582	2966
FBgn0005642	FBgn0033749	2967
FBgn0033010	FBgn0033449	2968
FBgn0027339	FBgn0037794	2969
FBgn0002914	FBgn0004362	2970
FBgn0263112	FBgn0032295	2971
FBgn0038805	FBgn0030240	2972
FBgn0028550	FBgn0004362	2973
FBgn0085450	FBgn0003567	2974
FBgn0001978	FBgn0026575	2975
FBgn0033934	FBgn0260741	2976
FBgn0039209	FBgn0001168	2977
FBgn0026160	FBgn0085450	2978
FBgn0036396	FBgn0027514	2979
FBgn0031391	FBgn0034726	2980
FBgn0011656	FBgn0086655	2981
FBgn0025635	FBgn0005386	2982
FBgn0027339	FBgn0013753	2983
FBgn0010825	FBgn0041111	2984
FBgn0039712	FBgn0051441	2985
FBgn0030787	FBgn0030003	2986
FBgn0002733	FBgn0038301	2987
FBgn0259176	FBgn0037876	2988
FBgn0015371	FBgn0039602	2989
FBgn0036396	FBgn0032321	2990
FBgn0034114	FBgn0033616	2991
FBgn0036661	FBgn0043001	2992
FBgn0037918	FBgn0032979	2993
FBgn0040466	FBgn0039740	2994
FBgn0037621	FBgn0031232	2995
FBgn0010825	FBgn0027503	2996
FBgn0263112	FBgn0022935	2997
FBgn0002914	FBgn0038767	2998
FBgn0013799	FBgn0003612	2999
FBgn0029936	FBgn0002914	3000
FBgn0043364	FBgn0005612	3001
FBgn0011655	FBgn0028926	3002
FBgn0037876	FBgn0026575	3003
FBgn0029824	FBgn0037921	3004
FBgn0004050	FBgn0050020	3005
FBgn0026575	FBgn0034240	3006
FBgn0003866	FBgn0034945	3007
FBgn0037918	FBgn0039227	3008
FBgn0260789	FBgn0003567	3009
FBgn0011655	FBgn0004606	3010
FBgn0036248	FBgn0015602	3011
FBgn0039209	FBgn0033749	3012
FBgn0026582	FBgn0033762	3013
FBgn0037555	FBgn0035769	3014
FBgn0032587	FBgn0029672	3015
FBgn0037620	FBgn0029936	3016
FBgn0037918	FBgn0027503	3017
FBgn0004198	FBgn0001222	3018
FBgn0003053	FBgn0039712	3019
FBgn0037923	FBgn0037620	3020
FBgn0031573	FBgn0038768	3021
FBgn0010768	FBgn0037922	3022
FBgn0002914	FBgn0037921	3023
FBgn0031391	FBgn0028895	3024
FBgn0024244	FBgn0262160	3025
FBgn0037877	FBgn0284249	3026
FBgn0010278	FBgn0025185	3027
FBgn0030314	FBgn0039860	3028
FBgn0024244	FBgn0004606	3029
FBgn0039355	FBgn0003598	3030
FBgn0002914	FBgn0037877	3031
FBgn0002914	FBgn0270924	3032
FBgn0016076	FBgn0037921	3033
FBgn0005642	FBgn0265523	3034
FBgn0013263	FBgn0034570	3035
FBgn0031391	FBgn0037620	3036
FBgn0034114	FBgn0030486	3037
FBgn0278608	FBgn0000575	3038
FBgn0086655	FBgn0037922	3039
FBgn0004656	FBgn0265523	3040
FBgn0000520	FBgn0259785	3041
FBgn0005659	FBgn0039350	3042
FBgn0035702	FBgn0038472	3043
FBgn0010768	FBgn0030206	3044
FBgn0024244	FBgn0033185	3045
FBgn0038805	FBgn0026427	3046
FBgn0026160	FBgn0034217	3047
FBgn0033998	FBgn0005642	3048
FBgn0052767	FBgn0035414	3049
FBgn0262636	FBgn0034945	3050
FBgn0003567	FBgn0011655	3051
FBgn0011763	FBgn0011655	3052
FBgn0034650	FBgn0030505	3053
FBgn0050020	FBgn0000520	3054
FBgn0000307	FBgn0037918	3055
FBgn0264075	FBgn0000412	3056
FBgn0029711	FBgn0260789	3057
FBgn0030680	FBgn0032295	3058
FBgn0260243	FBgn0265574	3059
FBgn0003118	FBgn0037931	3060
FBgn0038301	FBgn0030003	3061
FBgn0037877	FBgn0038301	3062
FBgn0034217	FBgn0039860	3063
FBgn0037918	FBgn0031759	3064
FBgn0010825	FBgn0000289	3065
FBgn0002723	FBgn0262937	3066
FBgn0011274	FBgn0035993	3067
FBgn0039355	FBgn0003459	3068
FBgn0005386	FBgn0026427	3069
FBgn0037620	FBgn0038472	3070
FBgn0039860	FBgn0030240	3071
FBgn0002609	FBgn0038472	3072
FBgn0015239	FBgn0034643	3073
FBgn0260741	FBgn0037445	3074
FBgn0266916	FBgn0039860	3075
FBgn0086655	FBgn0261239	3076
FBgn0027951	FBgn0040466	3077
FBgn0038767	FBgn0037920	3078
FBgn0003651	FBgn0037619	3079
FBgn0035690	FBgn0036395	3080
FBgn0039355	FBgn0010328	3081
FBgn0038549	FBgn0030710	3082
FBgn0034114	FBgn0026573	3083
FBgn0011655	FBgn0035824	3084
FBgn0260243	FBgn0031573	3085
FBgn0085405	FBgn0034379	3086
FBgn0013263	FBgn0004362	3087
FBgn0029824	FBgn0039209	3088
FBgn0085450	FBgn0031144	3089
FBgn0013263	FBgn0029504	3090
FBgn0013799	FBgn0033616	3091
FBgn0262160	FBgn0000504	3092
FBgn0030659	FBgn0003964	3093
FBgn0263112	FBgn0027503	3094
FBgn0038805	FBgn0036004	3095
FBgn0038787	FBgn0039227	3096
FBgn0051441	FBgn0037921	3097
FBgn0259211	FBgn0005612	3098
FBgn0261239	FBgn0031759	3099
FBgn0015396	FBgn0003612	3100
FBgn0003053	FBgn0000097	3101
FBgn0042696	FBgn0030316	3102
FBgn0011763	FBgn0037555	3103
FBgn0005659	FBgn0043796	3104
FBgn0030505	FBgn0010825	3105
FBgn0005642	FBgn0010328	3106
FBgn0042696	FBgn0029957	3107
FBgn0039209	FBgn0000370	3108
FBgn0019650	FBgn0033762	3109
FBgn0259234	FBgn0003512	3110
FBgn0010228	FBgn0261963	3111
FBgn0260741	FBgn0037051	3112
FBgn0015371	FBgn0028926	3113
FBgn0011655	FBgn0037317	3114
FBgn0013263	FBgn0032815	3115
FBgn0051365	FBgn0035414	3116
FBgn0029895	FBgn0036395	3117
FBgn0024244	FBgn0022935	3118
FBgn0042085	FBgn0035997	3119
FBgn0013799	FBgn0259785	3120
FBgn0000659	FBgn0261963	3121
FBgn0264075	FBgn0035213	3122
FBgn0033581	FBgn0029672	3123
FBgn0003651	FBgn0265276	3124
FBgn0030314	FBgn0036249	3125
FBgn0025525	FBgn0039712	3126
FBgn0085405	FBgn0003118	3127
FBgn0015602	FBgn0005612	3128
FBgn0027503	FBgn0038805	3129
FBgn0004914	FBgn0030316	3130
FBgn0034114	FBgn0026582	3131
FBgn0263490	FBgn0032223	3132
FBgn0038805	FBgn0029867	3133
FBgn0051365	FBgn0030314	3134
FBgn0262636	FBgn0037617	3135
FBgn0003118	FBgn0034379	3136
FBgn0035997	FBgn0043364	3137
FBgn0035849	FBgn0038128	3138
FBgn0261885	FBgn0035997	3139
FBgn0038301	FBgn0037931	3140
FBgn0038301	FBgn0038741	3141
FBgn0013799	FBgn0050020	3142
FBgn0000611	FBgn0038805	3143
FBgn0025525	FBgn0043457	3144
FBgn0005694	FBgn0000520	3145
FBgn0051224	FBgn0038767	3146
FBgn0038805	FBgn0034114	3147
FBgn0032202	FBgn0017578	3148
FBgn0030787	FBgn0030240	3149
FBgn0043001	FBgn0015664	3150
FBgn0013263	FBgn0261963	3151
FBgn0029867	FBgn0028926	3152
FBgn0002914	FBgn0250732	3153
FBgn0026533	FBgn0032295	3154
FBgn0013263	FBgn0000370	3155
FBgn0003963	FBgn0000629	3156
FBgn0035824	FBgn0037922	3157
FBgn0039712	FBgn0030314	3158
FBgn0025635	FBgn0037877	3159
FBgn0023215	FBgn0032814	3160
FBgn0037446	FBgn0267821	3161
FBgn0013753	FBgn0000412	3162
FBgn0002914	FBgn0002723	3163
FBgn0004656	FBgn0010328	3164
FBgn0002914	FBgn0051441	3165
FBgn0030432	FBgn0030432	3166
FBgn0000307	FBgn0000541	3167
FBgn0029822	FBgn0030787	3168
FBgn0011274	FBgn0037031	3169
FBgn0038787	FBgn0005642	3170
FBgn0033010	FBgn0034217	3171
FBgn0026869	FBgn0043001	3172
FBgn0024244	FBgn0034946	3173
FBgn0022935	FBgn0030012	3174
FBgn0037446	FBgn0030505	3175
FBgn0267033	FBgn0035997	3176
FBgn0029711	FBgn0029905	3177
FBgn0003460	FBgn0035849	3178
FBgn0028996	FBgn0000629	3179
FBgn0036522	FBgn0036395	3180
FBgn0005642	FBgn0035213	3181
FBgn0037918	FBgn0001133	3182
FBgn0003118	FBgn0259938	3183
FBgn0052767	FBgn0027514	3184
FBgn0036004	FBgn0036248	3185
FBgn0259176	FBgn0039733	3186
FBgn0003612	FBgn0038549	3187
FBgn0003118	FBgn0041092	3188
FBgn0002914	FBgn0263667	3189
FBgn0000097	FBgn0014018	3190
FBgn0085405	FBgn0042205	3191
FBgn0001180	FBgn0033581	3192
FBgn0001180	FBgn0039350	3193
FBgn0011274	FBgn0037922	3194
FBgn0000520	FBgn0011655	3195
FBgn0038244	FBgn0003567	3196
FBgn0011655	FBgn0029936	3197
FBgn0034643	FBgn0259785	3198
FBgn0037445	FBgn0038016	3199
FBgn0005427	FBgn0015239	3200
FBgn0004914	FBgn0035849	3201
FBgn0023094	FBgn0028387	3202
FBgn0263490	FBgn0250732	3203
FBgn0000459	FBgn0003118	3204
FBgn0003118	FBgn0033782	3205
FBgn0033010	FBgn0043364	3206
FBgn0013799	FBgn0266411	3207
FBgn0262160	FBgn0003567	3208
FBgn0051365	FBgn0003567	3209
FBgn0013263	FBgn0033459	3210
FBgn0027503	FBgn0040372	3211
FBgn0031573	FBgn0027514	3212
FBgn0260789	FBgn0029905	3213
FBgn0004656	FBgn0261885	3214
FBgn0003866	FBgn0000097	3215
FBgn0036396	FBgn0039602	3216
FBgn0004914	FBgn0031391	3217
FBgn0260243	FBgn0038549	3218
FBgn0267033	FBgn0032816	3219
FBgn0085432	FBgn0033010	3220
FBgn0037446	FBgn0263108	3221
FBgn0004859	FBgn0004859	3222
FBgn0043001	FBgn0033185	3223
FBgn0037918	FBgn0261885	3224
FBgn0030012	FBgn0037876	3225
FBgn0000307	FBgn0037794	3226
FBgn0000289	FBgn0263108	3227
FBgn0040466	FBgn0037920	3228
FBgn0025635	FBgn0026575	3229
FBgn0035769	FBgn0038551	3230
FBgn0002723	FBgn0037931	3231
FBgn0033998	FBgn0035213	3232
FBgn0284249	FBgn0015602	3233
FBgn0086655	FBgn0022699	3234
FBgn0043364	FBgn0264075	3235
FBgn0041092	FBgn0266411	3236
FBgn0261239	FBgn0043001	3237
FBgn0013263	FBgn0042696	3238
FBgn0003963	FBgn0038301	3239
FBgn0000504	FBgn0260632	3240
FBgn0039860	FBgn0034726	3241
FBgn0001180	FBgn0032979	3242
FBgn0038244	FBgn0019650	3243
FBgn0026869	FBgn0001168	3244
FBgn0015371	FBgn0037446	3245
FBgn0261885	FBgn0010328	3246
FBgn0003963	FBgn0037619	3247
FBgn0037621	FBgn0035721	3248
FBgn0031573	FBgn0005642	3249
FBgn0038244	FBgn0051441	3250
FBgn0030680	FBgn0035769	3251
FBgn0004606	FBgn0026160	3252
FBgn0000964	FBgn0011655	3253
FBgn0020309	FBgn0265276	3254
FBgn0015371	FBgn0043796	3255
FBgn0011655	FBgn0004362	3256
FBgn0030240	FBgn0029867	3257
FBgn0000307	FBgn0037555	3258
FBgn0015025	FBgn0031391	3259
FBgn0025525	FBgn0035036	3260
FBgn0050020	FBgn0036395	3261
FBgn0029504	FBgn0024244	3262
FBgn0028550	FBgn0285879	3263
FBgn0005427	FBgn0035407	3264
FBgn0032979	FBgn0039740	3265
FBgn0038301	FBgn0036395	3266
FBgn0003612	FBgn0026533	3267
FBgn0027339	FBgn0013263	3268
FBgn0085432	FBgn0000286	3269
FBgn0029905	FBgn0039740	3270
FBgn0005642	FBgn0033581	3271
FBgn0038741	FBgn0260243	3272
FBgn0052772	FBgn0030003	3273
FBgn0002733	FBgn0031434	3274
FBgn0032730	FBgn0036249	3275
FBgn0003396	FBgn0037620	3276
FBgn0000504	FBgn0263240	3277
FBgn0004396	FBgn0001291	3278
FBgn0030486	FBgn0027503	3279
FBgn0038301	FBgn0038551	3280
FBgn0261885	FBgn0029905	3281
FBgn0038301	FBgn0033581	3282
FBgn0039712	FBgn0040929	3283
FBgn0086655	FBgn0038128	3284
FBgn0000370	FBgn0041111	3285
FBgn0031610	FBgn0050020	3286
