TF	Gene	rank
FBgn0033934	FBgn0037931	14007
FBgn0263667	FBgn0039355	14008
FBgn0278608	FBgn0026533	14009
FBgn0036152	FBgn0015396	14010
FBgn0030659	FBgn0029936	14011
FBgn0030710	FBgn0036395	14012
FBgn0042085	FBgn0051365	14013
FBgn0042696	FBgn0040929	14014
FBgn0029824	FBgn0032600	14015
FBgn0038767	FBgn0001185	14016
FBgn0032295	FBgn0036248	14017
FBgn0036124	FBgn0025635	14018
FBgn0038418	FBgn0039602	14019
FBgn0002733	FBgn0001180	14020
FBgn0023215	FBgn0036661	14021
FBgn0038418	FBgn0038768	14022
FBgn0015371	FBgn0013753	14023
FBgn0037921	FBgn0039712	14024
FBgn0030003	FBgn0039712	14025
FBgn0037921	FBgn0053213	14026
FBgn0033569	FBgn0037877	14027
FBgn0260243	FBgn0029936	14028
FBgn0034961	FBgn0262937	14029
FBgn0051388	FBgn0034114	14030
FBgn0031597	FBgn0031434	14031
FBgn0035824	FBgn0038768	14032
FBgn0259176	FBgn0016917	14033
FBgn0001222	FBgn0031391	14034
FBgn0038472	FBgn0051365	14035
FBgn0036134	FBgn0017578	14036
FBgn0001185	FBgn0028926	14037
FBgn0040929	FBgn0270924	14038
FBgn0039860	FBgn0039733	14039
FBgn0031759	FBgn0033934	14040
FBgn0029867	FBgn0264075	14041
FBgn0038551	FBgn0029936	14042
FBgn0039209	FBgn0263240	14043
FBgn0035721	FBgn0002914	14044
FBgn0038301	FBgn0034599	14045
FBgn0037717	FBgn0035518	14046
FBgn0036249	FBgn0037617	14047
FBgn0031610	FBgn0037920	14048
FBgn0015602	FBgn0032223	14049
FBgn0259785	FBgn0033491	14050
FBgn0004362	FBgn0037920	14051
FBgn0028926	FBgn0034534	14052
FBgn0003345	FBgn0024244	14053
FBgn0030787	FBgn0024371	14054
FBgn0003345	FBgn0030990	14055
FBgn0038016	FBgn0037918	14056
FBgn0010328	FBgn0000629	14057
FBgn0085450	FBgn0028996	14058
FBgn0284249	FBgn0034534	14059
FBgn0030673	FBgn0051441	14060
FBgn0000611	FBgn0037876	14061
FBgn0004893	FBgn0043457	14062
FBgn0037717	FBgn0031610	14063
FBgn0003598	FBgn0036248	14064
FBgn0029867	FBgn0037920	14065
FBgn0040466	FBgn0035993	14066
FBgn0036124	FBgn0034217	14067
FBgn0031573	FBgn0030008	14068
FBgn0010300	FBgn0039733	14069
FBgn0266411	FBgn0034643	14070
FBgn0034946	FBgn0038768	14071
FBgn0003053	FBgn0038551	14072
FBgn0050020	FBgn0027514	14073
FBgn0030010	FBgn0035518	14074
FBgn0051365	FBgn0038767	14075
FBgn0030003	FBgn0027514	14076
FBgn0039227	FBgn0038472	14077
FBgn0023094	FBgn0039355	14078
FBgn0032295	FBgn0032321	14079
FBgn0016076	FBgn0003567	14080
FBgn0037931	FBgn0015664	14081
FBgn0034643	FBgn0037446	14082
FBgn0031610	FBgn0017578	14083
FBgn0033569	FBgn0038549	14084
FBgn0042085	FBgn0032600	14085
FBgn0035690	FBgn0043796	14086
FBgn0037877	FBgn0036661	14087
FBgn0001990	FBgn0028895	14088
FBgn0030432	FBgn0001133	14089
FBgn0034945	FBgn0036248	14090
FBgn0032295	FBgn0033491	14091
FBgn0264075	FBgn0042205	14092
FBgn0025874	FBgn0034878	14093
FBgn0267821	FBgn0265276	14094
FBgn0036395	FBgn0038768	14095
FBgn0011655	FBgn0003567	14096
FBgn0031434	FBgn0260243	14097
FBgn0027339	FBgn0043364	14098
FBgn0039227	FBgn0038549	14099
FBgn0031597	FBgn0029672	14100
FBgn0029824	FBgn0037922	14101
FBgn0035690	FBgn0038767	14102
FBgn0260741	FBgn0036661	14103
FBgn0031144	FBgn0036249	14104
FBgn0035769	FBgn0260741	14105
FBgn0030003	FBgn0053213	14106
FBgn0003118	FBgn0030012	14107
FBgn0039227	FBgn0033998	14108
FBgn0003053	FBgn0028926	14109
FBgn0267792	FBgn0003118	14110
FBgn0002723	FBgn0035518	14111
FBgn0001990	FBgn0032321	14112
FBgn0002781	FBgn0027514	14113
FBgn0029672	FBgn0038767	14114
FBgn0259785	FBgn0037920	14115
FBgn0003459	FBgn0002781	14116
FBgn0250732	FBgn0035721	14117
FBgn0031232	FBgn0037621	14118
FBgn0013753	FBgn0034961	14119
FBgn0035690	FBgn0035414	14120
FBgn0034379	FBgn0030673	14121
FBgn0026427	FBgn0003512	14122
FBgn0039169	FBgn0035518	14123
FBgn0011236	FBgn0034650	14124
FBgn0037555	FBgn0022699	14125
FBgn0052296	FBgn0039355	14126
FBgn0034945	FBgn0264075	14127
FBgn0024371	FBgn0050020	14128
FBgn0039860	FBgn0037877	14129
FBgn0000504	FBgn0030787	14130
FBgn0043796	FBgn0039733	14131
FBgn0035414	FBgn0039740	14132
FBgn0034650	FBgn0033934	14133
FBgn0000504	FBgn0030673	14134
FBgn0039355	FBgn0029936	14135
FBgn0013799	FBgn0032223	14136
FBgn0029905	FBgn0029936	14137
FBgn0032730	FBgn0022699	14138
FBgn0029672	FBgn0035769	14139
FBgn0037918	FBgn0038301	14140
FBgn0034599	FBgn0043457	14141
FBgn0002521	FBgn0032130	14142
FBgn0030486	FBgn0032600	14143
FBgn0039740	FBgn0031759	14144
FBgn0263102	FBgn0026575	14145
FBgn0015664	FBgn0013753	14146
FBgn0034878	FBgn0039712	14147
FBgn0005386	FBgn0022699	14148
FBgn0026427	FBgn0025874	14149
FBgn0038767	FBgn0028895	14150
FBgn0051365	FBgn0028895	14151
FBgn0002914	FBgn0086655	14152
FBgn0027951	FBgn0051365	14153
FBgn0034599	FBgn0051441	14154
FBgn0039227	FBgn0031597	14155
FBgn0028895	FBgn0264075	14156
FBgn0011655	FBgn0000520	14157
FBgn0004362	FBgn0038768	14158
FBgn0022699	FBgn0036396	14159
FBgn0050443	FBgn0032814	14160
FBgn0031144	FBgn0038472	14161
FBgn0020912	FBgn0039712	14162
FBgn0036152	FBgn0033749	14163
FBgn0034946	FBgn0038472	14164
FBgn0264075	FBgn0027951	14165
FBgn0026582	FBgn0039733	14166
FBgn0039733	FBgn0039712	14167
FBgn0003053	FBgn0032979	14168
FBgn0038016	FBgn0001222	14169
FBgn0000520	FBgn0026575	14170
FBgn0043457	FBgn0032321	14171
FBgn0042085	FBgn0037620	14172
FBgn0053213	FBgn0032814	14173
FBgn0039860	FBgn0025635	14174
FBgn0035690	FBgn0038301	14175
FBgn0037446	FBgn0042205	14176
FBgn0010228	FBgn0039602	14177
FBgn0014343	FBgn0034425	14178
FBgn0032321	FBgn0030673	14179
FBgn0029504	FBgn0034379	14180
FBgn0003567	FBgn0039712	14181
FBgn0035213	FBgn0043457	14182
FBgn0004362	FBgn0036249	14183
FBgn0030710	FBgn0036248	14184
FBgn0250732	FBgn0051365	14185
FBgn0004050	FBgn0250732	14186
FBgn0002914	FBgn0040372	14187
FBgn0000520	FBgn0029867	14188
FBgn0039209	FBgn0284249	14189
FBgn0013799	FBgn0030505	14190
FBgn0025874	FBgn0043796	14191
FBgn0025635	FBgn0015664	14192
FBgn0005386	FBgn0000629	14193
FBgn0003598	FBgn0036661	14194
FBgn0039509	FBgn0035036	14195
FBgn0013469	FBgn0038551	14196
FBgn0030314	FBgn0038301	14197
FBgn0026427	FBgn0036249	14198
FBgn0023094	FBgn0262636	14199
FBgn0015371	FBgn0261963	14200
FBgn0040466	FBgn0037918	14201
FBgn0000412	FBgn0039712	14202
FBgn0039733	FBgn0030003	14203
FBgn0042205	FBgn0035721	14204
FBgn0004198	FBgn0051441	14205
FBgn0003118	FBgn0030673	14206
FBgn0266411	FBgn0000370	14207
FBgn0033185	FBgn0036248	14208
FBgn0037446	FBgn0026533	14209
FBgn0037877	FBgn0022699	14210
FBgn0027514	FBgn0031573	14211
FBgn0010300	FBgn0036522	14212
FBgn0015239	FBgn0002914	14213
FBgn0030505	FBgn0036522	14214
FBgn0037918	FBgn0003567	14215
FBgn0000964	FBgn0039355	14216
FBgn0030093	FBgn0043001	14217
FBgn0029957	FBgn0022699	14218
FBgn0026573	FBgn0029957	14219
FBgn0030314	FBgn0029867	14220
FBgn0039712	FBgn0034599	14221
FBgn0037446	FBgn0034946	14222
FBgn0002609	FBgn0264075	14223
FBgn0036152	FBgn0029905	14224
FBgn0039733	FBgn0037876	14225
FBgn0032815	FBgn0051365	14226
FBgn0028926	FBgn0053213	14227
FBgn0033569	FBgn0033934	14228
FBgn0259789	FBgn0052772	14229
FBgn0037794	FBgn0037555	14230
FBgn0034114	FBgn0038472	14231
FBgn0035769	FBgn0031759	14232
FBgn0005694	FBgn0010825	14233
FBgn0001180	FBgn0032130	14234
FBgn0010300	FBgn0029957	14235
FBgn0037555	FBgn0029672	14236
FBgn0037722	FBgn0039860	14237
FBgn0264075	FBgn0003612	14238
FBgn0038301	FBgn0036249	14239
FBgn0039355	FBgn0001990	14240
FBgn0050020	FBgn0033185	14241
FBgn0259785	FBgn0036396	14242
FBgn0000611	FBgn0267821	14243
FBgn0263240	FBgn0005612	14244
FBgn0033581	FBgn0027951	14245
FBgn0039712	FBgn0036395	14246
FBgn0033491	FBgn0036396	14247
FBgn0013753	FBgn0017578	14248
FBgn0004198	FBgn0031391	14249
FBgn0033183	FBgn0035407	14250
FBgn0020309	FBgn0031144	14251
FBgn0038316	FBgn0035702	14252
FBgn0000289	FBgn0034114	14253
FBgn0034946	FBgn0053213	14254
FBgn0037877	FBgn0035702	14255
FBgn0000629	FBgn0025185	14256
FBgn0000611	FBgn0043457	14257
FBgn0260243	FBgn0016917	14258
FBgn0085451	FBgn0000520	14259
FBgn0033155	FBgn0260741	14260
FBgn0259176	FBgn0085450	14261
FBgn0050020	FBgn0030486	14262
FBgn0035993	FBgn0033934	14263
FBgn0037445	FBgn0027514	14264
FBgn0039733	FBgn0039740	14265
FBgn0038805	FBgn0034945	14266
FBgn0028926	FBgn0033934	14267
FBgn0261239	FBgn0039733	14268
FBgn0032600	FBgn0039602	14269
FBgn0034878	FBgn0037446	14270
FBgn0038472	FBgn0037876	14271
FBgn0015396	FBgn0050020	14272
FBgn0262636	FBgn0015240	14273
FBgn0262160	FBgn0030010	14274
FBgn0029936	FBgn0037920	14275
FBgn0030710	FBgn0038768	14276
FBgn0025635	FBgn0036249	14277
FBgn0002733	FBgn0024244	14278
FBgn0036249	FBgn0037922	14279
FBgn0037379	FBgn0033616	14280
FBgn0035997	FBgn0038244	14281
FBgn0003598	FBgn0038805	14282
FBgn0033934	FBgn0037920	14283
FBgn0004893	FBgn0034114	14284
FBgn0038472	FBgn0035702	14285
FBgn0003598	FBgn0028895	14286
FBgn0036522	FBgn0037446	14287
FBgn0037621	FBgn0036248	14288
FBgn0036248	FBgn0029936	14289
FBgn0034570	FBgn0030505	14290
FBgn0033569	FBgn0029957	14291
FBgn0028926	FBgn0264075	14292
FBgn0036124	FBgn0000611	14293
FBgn0026427	FBgn0033581	14294
FBgn0036248	FBgn0038549	14295
FBgn0000541	FBgn0034878	14296
FBgn0026427	FBgn0034425	14297
FBgn0033185	FBgn0043457	14298
FBgn0030010	FBgn0053213	14299
FBgn0031610	FBgn0001185	14300
FBgn0043001	FBgn0033581	14301
FBgn0037877	FBgn0034114	14302
FBgn0023215	FBgn0040465	14303
FBgn0037634	FBgn0028926	14304
FBgn0034961	FBgn0001185	14305
FBgn0037920	FBgn0030003	14306
FBgn0014343	FBgn0037876	14307
FBgn0259789	FBgn0013753	14308
FBgn0038472	FBgn0001990	14309
FBgn0085405	FBgn0250732	14310
FBgn0051365	FBgn0015664	14311
FBgn0037620	FBgn0031597	14312
FBgn0040918	FBgn0033934	14313
FBgn0015240	FBgn0003612	14314
FBgn0000611	FBgn0039712	14315
FBgn0035721	FBgn0034878	14316
FBgn0031434	FBgn0037920	14317
FBgn0043457	FBgn0036395	14318
FBgn0033185	FBgn0038301	14319
FBgn0034945	FBgn0033934	14320
FBgn0015239	FBgn0039355	14321
FBgn0034650	FBgn0032321	14322
FBgn0025874	FBgn0000629	14323
FBgn0000629	FBgn0001222	14324
FBgn0039712	FBgn0053213	14325
FBgn0034599	FBgn0036248	14326
FBgn0000289	FBgn0039712	14327
FBgn0039712	FBgn0015664	14328
FBgn0038768	FBgn0010300	14329
FBgn0259234	FBgn0001222	14330
FBgn0030093	FBgn0030003	14331
FBgn0037621	FBgn0039329	14332
FBgn0025635	FBgn0028895	14333
FBgn0027951	FBgn0030003	14334
FBgn0037921	FBgn0039044	14335
FBgn0052296	FBgn0259938	14336
FBgn0030673	FBgn0043457	14337
FBgn0052264	FBgn0040305	14338
FBgn0043001	FBgn0001990	14339
FBgn0000097	FBgn0035769	14340
FBgn0051365	FBgn0016917	14341
FBgn0011656	FBgn0024321	14342
FBgn0001990	FBgn0039044	14343
FBgn0039355	FBgn0038301	14344
FBgn0038787	FBgn0024371	14345
FBgn0029824	FBgn0262975	14346
FBgn0019650	FBgn0034379	14347
FBgn0026575	FBgn0043457	14348
FBgn0029867	FBgn0031434	14349
FBgn0014343	FBgn0033491	14350
FBgn0262582	FBgn0263102	14351
FBgn0037920	FBgn0036249	14352
FBgn0052772	FBgn0028387	14353
FBgn0000289	FBgn0043001	14354
FBgn0034379	FBgn0037446	14355
FBgn0025635	FBgn0053213	14356
FBgn0034961	FBgn0037876	14357
FBgn0036395	FBgn0051365	14358
FBgn0035702	FBgn0260741	14359
FBgn0003866	FBgn0038551	14360
FBgn0026573	FBgn0030240	14361
FBgn0037555	FBgn0033581	14362
FBgn0028387	FBgn0036661	14363
FBgn0036661	FBgn0025874	14364
FBgn0033185	FBgn0003567	14365
FBgn0013469	FBgn0085450	14366
FBgn0261963	FBgn0024371	14367
FBgn0037031	FBgn0028647	14368
FBgn0033185	FBgn0002914	14369
FBgn0032814	FBgn0031391	14370
FBgn0029867	FBgn0040929	14371
FBgn0035769	FBgn0015025	14372
FBgn0003345	FBgn0042205	14373
FBgn0035702	FBgn0038301	14374
FBgn0011648	FBgn0038472	14375
FBgn0000412	FBgn0027514	14376
FBgn0260789	FBgn0030003	14377
FBgn0029672	FBgn0038472	14378
FBgn0037620	FBgn0036396	14379
FBgn0019650	FBgn0028926	14380
FBgn0000286	FBgn0259176	14381
FBgn0284249	FBgn0035769	14382
FBgn0038767	FBgn0264075	14383
FBgn0032223	FBgn0028895	14384
FBgn0027503	FBgn0036395	14385
FBgn0034878	FBgn0032321	14386
FBgn0259176	FBgn0031144	14387
FBgn0051224	FBgn0033998	14388
FBgn0033491	FBgn0029936	14389
FBgn0036004	FBgn0050020	14390
FBgn0037555	FBgn0039740	14391
FBgn0026427	FBgn0039355	14392
FBgn0031759	FBgn0037555	14393
FBgn0025525	FBgn0024321	14394
FBgn0283521	FBgn0036396	14395
FBgn0051441	FBgn0015664	14396
FBgn0015664	FBgn0031144	14397
FBgn0030432	FBgn0033971	14398
FBgn0260243	FBgn0029672	14399
FBgn0036396	FBgn0039740	14400
FBgn0011274	FBgn0027514	14401
FBgn0035213	FBgn0264075	14402
FBgn0003459	FBgn0039355	14403
FBgn0037877	FBgn0030314	14404
FBgn0000504	FBgn0270924	14405
FBgn0030710	FBgn0043001	14406
FBgn0030314	FBgn0037620	14407
FBgn0035213	FBgn0038551	14408
FBgn0039169	FBgn0030787	14409
FBgn0030003	FBgn0039740	14410
FBgn0025185	FBgn0004510	14411
FBgn0032816	FBgn0002914	14412
FBgn0003963	FBgn0039712	14413
FBgn0017578	FBgn0039712	14414
FBgn0000575	FBgn0019650	14415
FBgn0043457	FBgn0033569	14416
FBgn0015664	FBgn0037794	14417
FBgn0037634	FBgn0000289	14418
FBgn0011274	FBgn0016917	14419
FBgn0270924	FBgn0000412	14420
FBgn0040466	FBgn0035690	14421
FBgn0001133	FBgn0036248	14422
FBgn0284249	FBgn0035721	14423
FBgn0030003	FBgn0035414	14424
FBgn0038787	FBgn0029672	14425
FBgn0000659	FBgn0267792	14426
FBgn0030673	FBgn0036249	14427
FBgn0029711	FBgn0042205	14428
FBgn0001168	FBgn0011655	14429
FBgn0023094	FBgn0265784	14430
FBgn0259785	FBgn0043457	14431
FBgn0013469	FBgn0032130	14432
FBgn0023094	FBgn0000629	14433
FBgn0000289	FBgn0278608	14434
FBgn0037921	FBgn0037621	14435
FBgn0030314	FBgn0003512	14436
FBgn0026573	FBgn0032321	14437
FBgn0037931	FBgn0053213	14438
FBgn0011763	FBgn0037922	14439
FBgn0027503	FBgn0039712	14440
FBgn0035769	FBgn0037876	14441
FBgn0034217	FBgn0039712	14442
FBgn0262636	FBgn0035690	14443
FBgn0019650	FBgn0032730	14444
FBgn0000504	FBgn0003964	14445
FBgn0005694	FBgn0034570	14446
FBgn0043796	FBgn0022699	14447
FBgn0030710	FBgn0032321	14448
FBgn0003512	FBgn0036248	14449
FBgn0000520	FBgn0043457	14450
FBgn0040366	FBgn0264075	14451
FBgn0013263	FBgn0035238	14452
FBgn0034945	FBgn0028895	14453
FBgn0263112	FBgn0004914	14454
FBgn0025874	FBgn0029867	14455
FBgn0035238	FBgn0039355	14456
FBgn0036249	FBgn0034643	14457
FBgn0038549	FBgn0038551	14458
FBgn0085405	FBgn0037921	14459
FBgn0032814	FBgn0034599	14460
FBgn0015371	FBgn0031573	14461
FBgn0032202	FBgn0027514	14462
FBgn0038551	FBgn0036395	14463
FBgn0034240	FBgn0039733	14464
FBgn0030680	FBgn0038768	14465
FBgn0052264	FBgn0033185	14466
FBgn0027339	FBgn0003598	14467
FBgn0011236	FBgn0001222	14468
FBgn0022699	FBgn0034878	14469
FBgn0031391	FBgn0028926	14470
FBgn0000575	FBgn0028926	14471
FBgn0020912	FBgn0004510	14472
FBgn0085450	FBgn0003964	14473
FBgn0025874	FBgn0043457	14474
FBgn0013799	FBgn0038768	14475
FBgn0039733	FBgn0030240	14476
FBgn0026582	FBgn0034114	14477
FBgn0011274	FBgn0028996	14478
FBgn0034946	FBgn0038551	14479
FBgn0036294	FBgn0037120	14480
FBgn0001185	FBgn0038301	14481
FBgn0038418	FBgn0029957	14482
FBgn0037555	FBgn0031759	14483
FBgn0033185	FBgn0035414	14484
FBgn0033185	FBgn0039712	14485
FBgn0003396	FBgn0033491	14486
FBgn0037931	FBgn0284249	14487
FBgn0259785	FBgn0270924	14488
FBgn0034534	FBgn0043457	14489
FBgn0033581	FBgn0033998	14490
FBgn0004795	FBgn0034878	14491
FBgn0036126	FBgn0039509	14492
FBgn0026160	FBgn0000520	14493
FBgn0034062	FBgn0033934	14494
FBgn0031434	FBgn0030990	14495
FBgn0003651	FBgn0020912	14496
FBgn0013753	FBgn0038472	14497
FBgn0261963	FBgn0038551	14498
FBgn0003512	FBgn0031434	14499
FBgn0036248	FBgn0260741	14500
FBgn0037617	FBgn0028926	14501
FBgn0013469	FBgn0030673	14502
FBgn0003512	FBgn0034599	14503
FBgn0050020	FBgn0038768	14504
FBgn0086655	FBgn0035238	14505
FBgn0027503	FBgn0001978	14506
FBgn0036661	FBgn0036396	14507
FBgn0031610	FBgn0036661	14508
FBgn0032858	FBgn0260243	14509
FBgn0033934	FBgn0250732	14510
FBgn0024371	FBgn0037921	14511
FBgn0003512	FBgn0031610	14512
FBgn0000629	FBgn0038301	14513
FBgn0029905	FBgn0037621	14514
FBgn0019650	FBgn0016076	14515
FBgn0036396	FBgn0039355	14516
FBgn0027503	FBgn0270924	14517
FBgn0004914	FBgn0270924	14518
FBgn0043364	FBgn0267821	14519
FBgn0000541	FBgn0030003	14520
FBgn0037617	FBgn0032321	14521
FBgn0031597	FBgn0038472	14522
FBgn0002914	FBgn0036124	14523
FBgn0026533	FBgn0013753	14524
FBgn0015903	FBgn0010228	14525
FBgn0000611	FBgn0028926	14526
FBgn0085450	FBgn0041111	14527
FBgn0037031	FBgn0034114	14528
FBgn0259785	FBgn0037876	14529
FBgn0038768	FBgn0004362	14530
FBgn0003963	FBgn0028895	14531
FBgn0086655	FBgn0001185	14532
FBgn0037722	FBgn0031391	14533
FBgn0037446	FBgn0037876	14534
FBgn0260741	FBgn0001990	14535
FBgn0035769	FBgn0039740	14536
FBgn0036661	FBgn0030314	14537
FBgn0028895	FBgn0037446	14538
FBgn0038301	FBgn0029957	14539
FBgn0028895	FBgn0033934	14540
FBgn0038016	FBgn0025185	14541
FBgn0037876	FBgn0034961	14542
FBgn0036396	FBgn0259785	14543
FBgn0022699	FBgn0001990	14544
FBgn0052296	FBgn0043457	14545
FBgn0037445	FBgn0035690	14546
FBgn0037877	FBgn0037876	14547
FBgn0278608	FBgn0005659	14548
FBgn0039860	FBgn0033449	14549
FBgn0005386	FBgn0043457	14550
FBgn0266916	FBgn0028895	14551
FBgn0040929	FBgn0037446	14552
FBgn0033934	FBgn0036661	14553
FBgn0025635	FBgn0000412	14554
FBgn0037922	FBgn0028895	14555
FBgn0270924	FBgn0031434	14556
FBgn0038767	FBgn0028926	14557
FBgn0262937	FBgn0260741	14558
FBgn0033998	FBgn0002781	14559
FBgn0029936	FBgn0034946	14560
FBgn0001994	FBgn0037918	14561
FBgn0042205	FBgn0043457	14562
FBgn0038301	FBgn0034114	14563
FBgn0027514	FBgn0043796	14564
FBgn0030314	FBgn0050020	14565
FBgn0011763	FBgn0050020	14566
FBgn0002609	FBgn0003507	14567
FBgn0002914	FBgn0263108	14568
FBgn0035769	FBgn0033569	14569
FBgn0039602	FBgn0036395	14570
FBgn0016076	FBgn0026533	14571
FBgn0037621	FBgn0034945	14572
FBgn0000289	FBgn0043457	14573
FBgn0001133	FBgn0036249	14574
FBgn0003567	FBgn0033581	14575
FBgn0028647	FBgn0043457	14576
FBgn0004198	FBgn0037722	14577
FBgn0250732	FBgn0033934	14578
FBgn0086655	FBgn0265574	14579
FBgn0015664	FBgn0034062	14580
FBgn0036395	FBgn0039740	14581
FBgn0037555	FBgn0003567	14582
FBgn0036396	FBgn0034599	14583
FBgn0027503	FBgn0039733	14584
FBgn0036152	FBgn0003567	14585
FBgn0039169	FBgn0034599	14586
FBgn0034946	FBgn0013753	14587
FBgn0037931	FBgn0031610	14588
FBgn0038768	FBgn0260243	14589
FBgn0036522	FBgn0010300	14590
FBgn0035997	FBgn0026575	14591
FBgn0039227	FBgn0033185	14592
FBgn0037920	FBgn0034945	14593
FBgn0035997	FBgn0037876	14594
FBgn0036134	FBgn0036396	14595
FBgn0030003	FBgn0031759	14596
FBgn0037446	FBgn0032321	14597
FBgn0000504	FBgn0004050	14598
FBgn0085450	FBgn0259176	14599
FBgn0026573	FBgn0010300	14600
FBgn0000964	FBgn0030316	14601
FBgn0036249	FBgn0259785	14602
FBgn0026582	FBgn0026533	14603
FBgn0003870	FBgn0037317	14604
FBgn0029824	FBgn0037031	14605
FBgn0039227	FBgn0035993	14606
FBgn0033569	FBgn0035769	14607
FBgn0036522	FBgn0034114	14608
FBgn0264075	FBgn0034945	14609
FBgn0267821	FBgn0035238	14610
FBgn0030680	FBgn0260741	14611
FBgn0037920	FBgn0040372	14612
FBgn0001990	FBgn0035769	14613
FBgn0034961	FBgn0032321	14614
FBgn0033155	FBgn0003964	14615
FBgn0028895	FBgn0031391	14616
FBgn0033581	FBgn0015664	14617
FBgn0262636	FBgn0004914	14618
FBgn0035702	FBgn0025874	14619
FBgn0031391	FBgn0050443	14620
FBgn0013263	FBgn0038787	14621
FBgn0043001	FBgn0003512	14622
FBgn0026575	FBgn0036661	14623
FBgn0035993	FBgn0043457	14624
FBgn0038551	FBgn0035993	14625
FBgn0029867	FBgn0033934	14626
FBgn0052772	FBgn0036294	14627
FBgn0003118	FBgn0267792	14628
FBgn0013263	FBgn0000546	14629
FBgn0013799	FBgn0004050	14630
FBgn0038418	FBgn0028895	14631
FBgn0038244	FBgn0031597	14632
FBgn0262937	FBgn0029936	14633
FBgn0036124	FBgn0036248	14634
FBgn0037877	FBgn0025874	14635
FBgn0037920	FBgn0029936	14636
FBgn0003118	FBgn0035769	14637
FBgn0042085	FBgn0032295	14638
FBgn0037446	FBgn0038301	14639
FBgn0029822	FBgn0035414	14640
FBgn0003118	FBgn0023094	14641
FBgn0032223	FBgn0031610	14642
FBgn0005386	FBgn0001990	14643
FBgn0037920	FBgn0000289	14644
FBgn0038016	FBgn0035769	14645
FBgn0034878	FBgn0031144	14646
FBgn0004050	FBgn0034217	14647
FBgn0033185	FBgn0037620	14648
FBgn0039209	FBgn0016917	14649
FBgn0039209	FBgn0032815	14650
FBgn0028895	FBgn0034945	14651
FBgn0038767	FBgn0029867	14652
FBgn0051365	FBgn0260741	14653
FBgn0003963	FBgn0002733	14654
FBgn0003053	FBgn0014018	14655
FBgn0259785	FBgn0036249	14656
FBgn0038472	FBgn0025874	14657
FBgn0267821	FBgn0037446	14658
FBgn0050020	FBgn0000611	14659
FBgn0026427	FBgn0033185	14660
FBgn0032321	FBgn0037876	14661
FBgn0035849	FBgn0260243	14662
FBgn0036134	FBgn0039712	14663
FBgn0010355	FBgn0029867	14664
FBgn0005642	FBgn0051365	14665
FBgn0025635	FBgn0038768	14666
FBgn0260789	FBgn0025874	14667
FBgn0000964	FBgn0036126	14668
FBgn0036004	FBgn0029957	14669
FBgn0030008	FBgn0035849	14670
FBgn0027503	FBgn0267821	14671
FBgn0035721	FBgn0037446	14672
FBgn0260741	FBgn0037877	14673
FBgn0000964	FBgn0003964	14674
FBgn0031597	FBgn0037634	14675
FBgn0037620	FBgn0038301	14676
FBgn0034961	FBgn0034945	14677
FBgn0030432	FBgn0034599	14678
FBgn0015664	FBgn0038551	14679
FBgn0034599	FBgn0030673	14680
FBgn0259789	FBgn0038418	14681
FBgn0043457	FBgn0002914	14682
FBgn0043001	FBgn0038768	14683
FBgn0037877	FBgn0039733	14684
FBgn0050020	FBgn0035213	14685
FBgn0259785	FBgn0037207	14686
FBgn0036004	FBgn0037620	14687
FBgn0035414	FBgn0051365	14688
FBgn0003396	FBgn0033782	14689
FBgn0043796	FBgn0037918	14690
FBgn0011274	FBgn0036294	14691
FBgn0036661	FBgn0015664	14692
FBgn0001990	FBgn0036396	14693
FBgn0263112	FBgn0038316	14694
FBgn0039044	FBgn0001990	14695
FBgn0029867	FBgn0260741	14696
FBgn0038767	FBgn0037931	14697
FBgn0000575	FBgn0000964	14698
FBgn0039712	FBgn0000520	14699
FBgn0003963	FBgn0052772	14700
FBgn0039169	FBgn0035036	14701
FBgn0031759	FBgn0035769	14702
FBgn0035997	FBgn0035238	14703
FBgn0027503	FBgn0034945	14704
FBgn0035993	FBgn0037877	14705
FBgn0263102	FBgn0027503	14706
FBgn0270924	FBgn0038767	14707
FBgn0034961	FBgn0021872	14708
FBgn0034570	FBgn0004050	14709
FBgn0036395	FBgn0002914	14710
FBgn0002914	FBgn0003459	14711
FBgn0030432	FBgn0036661	14712
FBgn0031759	FBgn0003567	14713
FBgn0043457	FBgn0037876	14714
FBgn0038472	FBgn0035721	14715
FBgn0000541	FBgn0025874	14716
FBgn0029867	FBgn0038787	14717
FBgn0011763	FBgn0037446	14718
FBgn0011274	FBgn0040465	14719
FBgn0051365	FBgn0037921	14720
FBgn0050020	FBgn0037634	14721
FBgn0035997	FBgn0015371	14722
FBgn0003866	FBgn0013753	14723
FBgn0270924	FBgn0026533	14724
FBgn0003460	FBgn0002781	14725
FBgn0023094	FBgn0036294	14726
FBgn0026533	FBgn0032223	14727
FBgn0263102	FBgn0262582	14728
FBgn0037621	FBgn0036661	14729
FBgn0035769	FBgn0263667	14730
FBgn0034643	FBgn0013799	14731
FBgn0030314	FBgn0038768	14732
FBgn0003512	FBgn0038805	14733
FBgn0038787	FBgn0033934	14734
FBgn0024244	FBgn0039355	14735
FBgn0036134	FBgn0016917	14736
FBgn0036661	FBgn0022699	14737
FBgn0034946	FBgn0028926	14738
FBgn0034062	FBgn0032814	14739
FBgn0043796	FBgn0001990	14740
FBgn0011648	FBgn0003118	14741
FBgn0001990	FBgn0025185	14742
