	A_C_0_5	A_C_1	A_C_2	A_C_3	A_C_4	A_C_5	A_C_6	A_C_8	A_C_12	A_C_24	B_C_0_5	B_C_1	B_C_2	B_C_3	B_C_4	B_C_5	B_C_6	B_C_8	B_C_12	B_C_24	C_C_0_5	C_C_1	C_C_4	C_C_5	C_C_6	C_C_8	C_C_12	C_C_24
FBgn0050446	13.722838293436	13.4341695892117	14.5197143757133	13.6546020708173	12.8694072332452	11.054445062924	13.934667275551	10.6917099702187	11.5539280571769	9.08657574393809	12.9569476689537	12.8806197957445	12.9500090928049	12.6470886430663	13.7964615026466	11.0680114141049	11.7302654603219	10.0230087986985	13.1218422026037	12.0388988295916	11.3015515881899	10.7161363943919	12.4319996064247	12.3436898233043	12.2143212619959	9.61455519921869	11.9853148722632	6.37062801052907
FBgn0052484	31.9215844173476	31.2631604566786	35.7826668884619	35.6604563010185	34.9157335484247	34.4922848684679	31.2819061287881	33.1748486504499	28.8848201429422	24.0138376878785	31.5796574010341	28.3839902286315	31.627906822812	34.0297952148484	31.9939447749547	32.2660671733227	26.0729481192308	32.1041550861867	33.3533370895273	28.6052467916792	27.8818843257224	27.8534497552647	29.2971153515744	32.390923295459	34.368231891041	30.210201362012	27.9809252150936	15.8835252424677
FBgn0053527	10.9684334746818	9.38893636718143	10.7674286381694	8.59508433921983	11.783381306389	9.72549538322825	12.0008767148623	9.2865138027042	9.83194839480916	9.68021925934817	10.7277953818219	10.2578691586019	13.3982786383251	12.2124807859162	11.4723264108029	9.25460841405381	11.1155790606544	10.1756434504554	11.1654948196701	8.12882912425417	12.5061056759594	11.2264286036487	11.179162436785	9.46049220034269	10.0384907537861	9.2241164094027	9.93459559754138	7.48979239075714
FBgn0060296	40.1847988736102	36.8066282053868	36.054571652052	35.0508758514284	39.2598372558492	39.5060495691384	39.415201722273	35.9852409854788	38.0501957652219	42.4455113518204	45.0474524691221	40.1572264220269	38.7006040965747	37.3328149291888	37.7795576631613	41.2080198977126	37.44464651308	34.3936748625391	36.6934423774628	41.4158699052191	40.6359864315167	38.9097809558278	43.3192544425417	36.6256198041838	35.2088936783038	35.0906862347119	36.183802313981	41.1077685814544
FBgn0061492	33.643087429069	28.4664560068799	26.8641906427054	35.8433304358955	33.3952972508261	33.7674032249975	32.5331823739396	43.7443676495803	40.1610095448984	41.2199247393609	24.7993191943415	25.1784061165684	21.9652077304884	30.3790892147881	25.7632847415014	31.0779755525996	37.1885271798851	35.8691431628551	47.9066529869605	37.5572484854782	32.1332516943205	28.2786932629787	25.779534067586	33.6973722183635	46.4836517663	38.5558304943288	31.5355052912781	44.8096199929781
FBgn0086370	78.4513515341594	77.2589604256897	72.9248575948745	68.0291781742506	71.4062046907908	59.0174471392174	72.3465174469426	68.4880392949435	73.9895777507672	62.2751197455989	80.5281263726369	70.3480004229121	79.6923636480303	74.9698553583825	68.7845087820123	71.9108086227154	58.4464318350537	60.7485913992185	63.652863630085	75.3202901133425	67.7030253449244	67.9113881819202	69.4360908250307	63.790747408025	59.9836910558744	58.2241845313091	62.2507228726675	56.4317116338081
FBgn0086676	203.973513988814	220.739886930542	283.759811282666	190.676764631771	173.709847000639	211.665439893365	205.664313748541	286.232349774139	275.738936903009	239.439409513867	216.088449833841	249.627577308478	248.341328218174	175.711956645763	215.501717664996	227.863466627109	246.028231466926	252.050688267779	321.127265540084	196.635347549997	263.584776853081	285.210820623756	179.348459438421	238.494503374353	315.050367450104	309.715570021532	327.750511639989	253.23246341853
FBgn0260753	94.9285946463496	91.3423649764619	88.8584767412564	86.0118014371573	79.1169887714693	92.7244435605924	81.731089285579	80.829327374853	77.8779189238556	77.0587582583917	84.1504988392261	93.5447727247506	91.5466027406748	82.5320320727933	79.1689421711011	88.2939667611079	94.4055862156038	90.3088356227913	76.1066847751017	73.3138069750772	99.0214316269303	102.993977568322	87.3612995598756	98.5242687721403	90.395867477443	82.1385604075383	84.7630633551695	70.9808485767732
FBgn0262636	78.648094735499	78.5574303488106	77.8191433394969	78.5749199521586	79.3884952531834	84.0258638389472	74.3940603935542	64.211355306856	70.2678797708112	75.1342042810139	79.7850756102596	76.0014851296416	81.3360186482709	81.2282085013432	85.6468506185803	82.9788200368203	83.0851116883935	74.3839536228287	69.6173373585413	73.4167035462703	85.1336315561766	81.944423936481	84.80743917561	80.9097332943594	74.5221949061852	73.5001021828596	79.7501940169606	76.0170882877995
FBgn0264975	248.781778093905	233.275115803747	216.055525148722	221.277703201191	236.862254647323	242.352096133613	226.025990828734	208.824369589756	197.527731592889	234.584937541078	256.863360419293	231.151756153496	231.406700942968	216.478173646437	229.495977898863	236.055045696305	246.233126933482	226.15367568637	210.76064366873	237.176596600074	242.646792562735	239.709765298362	246.519806149103	216.600221424989	216.00062863319	212.447506508624	201.107203541055	256.159508720665
FBgn0265487	309.624613108171	298.498258865124	315.844573386302	269.129768494011	292.1409743243	320.216466003062	299.851289292674	260.755532302247	239.244077607023	307.507340982419	298.474203112421	308.668608317931	319.865224592282	286.623881790454	290.813584577293	304.901828560313	331.264745554156	309.543073762852	235.668285958763	348.459238345402	361.755935006292	363.88086955084	369.876081313627	336.7935223322	303.775609362107	304.591060905197	236.607432763462	374.446574754002
FBgn0265577	0.688601204688546	0.0499411508892629	0.435047621744217	0.609580449590059	0.0543012963428067	0.664474839847893	0.113752385922866	0.733145826529279	0.333286386264717	0.411720502623117	0.557288071782954	0.874250212380846	0.398461818240152	0.391147071435039	0.346147779636295	0.437717965529572	0.0512238666389603	0.356147520765938	0.3817263186212	0.0514482855965454	0.637705105289712	0.637865261570947	0.337302314902994	1.48664877433957	0.445056240315638	2.14741334398793	0.364572315506106	0.387403054694335
FBgn0267796	8.06647125492297	7.79081953872501	7.66771433324183	6.40059472069562	8.0908931550782	7.30922323832682	7.05264792721767	7.82022214964564	9.1098278912356	7.44926862885546	8.17355838615	6.41116822412621	7.91942863752301	7.12756885726072	7.5658014691933	9.25460841405381	7.734803862483	8.5475404983825	8.63655795880464	9.77517426334363	5.88105819322735	7.35671268345159	7.42065092786588	8.33424312887332	7.81320955220787	8.73606792213272	9.98016713697964	8.43677763556552
